-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
0.00306658-0.00194348j -0.00227263+0.00495147j -0.000444436+0.00303612j 0.00690026-0.00269503j -0.000457407-0.00102717j 0.00408278-0.0124671j 0.00392929+0.00829195j -0.0027901-0.00145219j -0.00978129-0.00099065j -0.00600441-0.00504074j -0.00806476+0.0108219j 0.0095236-0.00503373j 0.00316479-0.00412491j 0.00907046-0.00160248j 0.00328273-0.00765987j 0.00210799-0.00400101j 0.00409326+0.00851659j 0.0104526-0.00118491j -0.0086991-0.00164452j 0.00657128-0.00474532j 0.00771423-0.0058983j -0.00204522+0.00125624j 0.00873937+0.00770804j 0.0111405-0.0121197j -0.00385676-0.00490252j 0.0101887+0.00216057j -0.0123137-0.00149241j 0.0014104-0.00295381j -0.00699056+0.00102705j -0.00394249-0.00415789j 0.00498325+0.00151601j 0.00354296+0.00371691j -0.00277086+0.00378956j 0.00537761+0.00609939j 0.00140724-0.00108248j -0.00403084+0.00508409j 0.00139377+0.000237623j 0.000761951+0.000734608j 0.00249225-0.000885441j -0.0114898-0.00669916j -0.00252783+0.0076917j -0.00341862+0.00384991j -0.00475567+0.00445545j 0.00382099-0.00676124j -0.00120029-0.00422236j -0.00341963+0.00569225j -0.00136087+0.003629j 0.00237132+0.00835605j -0.00558387+0.00725458j -0.00653037+0.00433058j -0.000361453+0.000232513j -0.00261925+0.00849189j -0.00687962+0.00668784j 0.000120275-0.00818449j 0.00594166-0.00420545j 0.0003015-0.00196545j -0.00370212-0.00100504j 0.000426387+0.00293168j 0.00479804+0.0048726j 0.00486505-0.0106253j 0.00238533+0.00249642j 0.00146064-0.00495536j -0.0107708+0.000290476j -0.000109049+0.00399732j -0.00685778+0.00375253j -0.0030497-0.000459191j 0.00476499+0.00773928j 0.00216658-0.00272312j -0.00194065+0.00845141j -0.000374059+0.00013872j -0.00216783+0.00342407j 0.000777086-0.00575452j 
0.000991636-0.00167356j -0.00149819+0.0036765j -0.000116695-0.000278361j 0.00422246-0.00321393j 0.00131943-0.00207863j -0.0078848+0.00550446j 0.00814565-0.0092064j -0.00277511+0.00388904j -0.0103952+0.0106452j -0.0143098+0.0104775j 0.00449533-0.00187835j -0.00163082+0.00442004j -0.00089322-0.00245253j -0.000837331+4.70381e-05j -0.00656022+0.00234828j -0.00992756+0.00745291j 0.0118385-0.00584012j 0.00381066-0.00456665j -0.00453043+0.00190325j 0.00300117-0.00164503j -0.0104298+0.00180976j 0.000892169+0.00265551j 0.0112925-0.00207692j -0.019193-0.00246076j -0.0174297+0.00799182j 0.00726047+0.00348131j 0.00172595-0.00144662j 0.00127742+0.000968865j -0.00145739+0.000147052j -0.00107996-0.000419828j 0.00236271+0.00110323j 0.00184041+0.0015605j -0.00110834+0.00128848j 0.00140994+0.00341458j -0.00126726+0.00302132j -0.00075668-0.0073942j 0.0026935+0.00136356j -0.00415988+0.00752764j -0.00110172+0.00681567j 0.00154263-0.0182561j -0.00229696-0.00283254j 0.000826075-0.00508655j -0.00159887-0.000585387j -0.000922026+0.00439939j 0.00030856-0.00170978j 0.000943852-0.00454113j -0.00315159+0.00409186j -0.00386249+0.00753713j 0.000252253-0.00156882j 0.0035053-0.00887561j 0.00218293+0.00317397j -0.00340121+0.00144562j 0.00372806-0.0069289j 0.00413851-0.00837747j 0.000961898+0.00135785j 0.00123934+0.00129313j 0.00281842-0.00457296j -0.00186797+0.000855268j -0.00485574+0.00920065j 0.00476173-0.0054731j -0.00761345+0.00773948j 0.00510728-0.00154322j 0.00808859-0.0109691j 0.00135594+0.000646089j 0.00214699-0.00427785j -0.000528546-0.00277883j -0.00706652+0.0077288j -0.0021594+0.00185473j 2.62844e-05+0.00251091j -0.000523964+2.18609e-05j -7.92487e-05+0.000959312j 0.000582963-0.00218909j 
-0.000272839-0.00230536j 0.00209739+0.00075184j 0.00448088+0.000385512j -0.00621977-0.000877874j 0.0102522+0.000978351j 0.00732724+0.00282495j 0.00485412+0.00123738j 0.007162+0.00346617j -0.00384094-0.000815274j -0.00762986-0.00240848j -0.00977004-0.00709592j -0.00452227-0.00297238j 0.0137409+0.0112522j -0.00755318-0.00185322j -0.00101683-0.00385051j 0.0036527+0.00318441j 0.00726625+0.00440606j 0.000506294-0.00219355j -0.0138791-0.0046771j 0.0144465+0.0125065j -0.00271843-0.000468831j -0.00853815-0.011397j -0.00609185-0.00632485j 0.00154538+0.00245224j -0.00295097-0.00360092j -0.000369536-0.0004577j -7.71841e-05+0.00202565j 0.00301625-0.000252976j 0.00170523-0.00412578j 0.00548661+0.00344852j -0.00169522+0.00116256j -0.00212392-0.00304775j -0.00592863-0.00561031j -0.00737082-0.000836316j 0.00679774+0.00138051j 0.00724335+0.00583031j 0.00539815+0.00449508j 0.00631629+0.0066445j 0.00130745+0.00194705j -0.000186436-0.000108867j 0.00551059+0.00606622j -0.00168873-0.00142543j 0.00803809+0.00950083j 0.00290631+0.00549511j -0.00087242-6.21236e-05j 0.000390157-0.00330152j -2.8987e-05+0.00185505j -0.000709408-0.00352721j 0.00752998+0.0161522j -0.00290045-0.00976715j -0.00298458-0.00841309j 0.00200661+0.00363322j -0.00249877-0.00402404j -0.00330661-0.00504226j -0.00264385-0.00938191j -0.00301941-0.00698548j 0.00271676-0.000798193j -0.00104807-0.00613047j -0.00138401-0.000635041j -0.00303271-0.0056081j 0.0038651+0.00275039j -0.00477736-0.0130085j 0.00336646+0.00477332j -0.00129569-0.01016j 0.000335676+0.000991404j 0.000484435-0.000350084j -0.0022291-0.00380652j 0.00159572+0.00646034j -0.00231769-0.00362749j 2.32342e-05+0.00436419j 0.000951578-0.00342329j 0.00191801-0.000687087j 
-0.000249338+0.000660476j -0.000732432+0.00603011j -0.00433643+0.0101399j 0.00113876-0.0048087j -8.48358e-05+0.0100485j -0.00331025+0.00632417j -0.00338465+0.00642574j -0.00618991+0.0101956j -0.00316332-0.00108533j 0.000339793-0.0046374j 0.00495574-0.0101225j 0.00647912-0.00263032j -0.0100341+0.0145868j 0.00509502-0.00543267j 0.00503449+2.26195e-05j -0.00269419+0.00313292j -0.00238892+0.0071894j 0.00547178-0.000811769j 0.00571108-0.017269j -0.012893+0.0138952j 0.000355642-7.27735e-05j 0.0110708-0.0079067j 0.0108887-0.00579454j -0.00305354+0.0014302j 0.00194924-0.000402381j 0.0051102-0.000975599j -0.00846789+0.00116459j 0.00104121-0.00165593j 0.00066747-0.00205874j -0.00156531+0.00105965j 0.00021025+0.000870572j 0.00195479+0.000489669j -0.00453203+0.00613553j 0.00136571+0.00262247j 0.000382224-0.0012303j 0.00373333-0.00440605j 0.00427656-0.00444634j 0.00395346-0.00612949j 0.00187977+0.000526393j -3.78006e-05-0.00348438j 0.00690983-0.00470567j -0.000414818+0.00296798j 0.00927298-0.00866752j 0.00514644-0.00535021j 0.000142935-0.00214607j -0.00129007+0.000283217j -0.000531733-0.000110871j -0.00229794+0.00219394j 0.0148556-0.00639279j -0.0105661+0.0039318j -0.00778218+0.00447886j 0.00307296+0.00163513j -0.00289529+0.00388893j -0.00578382+0.000562694j -0.00790581+0.00307799j -0.00542731+0.00259811j -0.00167753-0.00213744j -0.00403567+0.000769587j -0.00142591+0.0032721j -0.00227028-0.000584679j 0.000680132-0.0020593j -0.0106483+0.0026154j 0.00538813-0.00136254j -0.00716376+0.00309102j -9.75421e-05+0.000150513j -0.00116621-0.00141966j -0.00326147+0.00332293j 0.00358718-0.00141604j -0.00394771+0.00400966j 0.00143203+0.000725817j -0.000266522+2.03259e-05j 0.00235746-0.00221873j 
-0.000609926-0.00305267j -0.007915-0.000332734j 0.00389757+0.00029746j -0.00240462-0.00592571j 0.00185787-0.00663388j -0.000503458+0.000730677j -0.00132106+0.00419618j -0.00195196+0.00745505j 0.000830708-0.00219229j 0.0036516+0.00648612j 0.00167211-0.00184799j -0.000879365-0.0107765j 0.00106817-0.00552724j 0.00473689-0.00237219j -0.00151992-0.00322818j -0.00640152-0.00968065j -0.00155053-0.0137225j -0.00744797+0.00335389j -0.00445826+0.00108693j 0.000407047+0.00824135j 0.00345189+0.00676101j 0.000287031-0.000352175j 0.00312532-0.012379j 0.00424081-0.00216126j -0.00147064-0.00594543j 0.000119496-0.00506319j 0.00673374+0.00320998j 0.00525973-0.0124114j -0.000731094+0.0190421j -0.0047906-0.00515175j -0.00307253+0.00626324j 0.00237192-0.00527689j -0.00150621+0.00154893j -0.00612119+0.00576568j -0.00413508-0.00237649j -0.00290116-0.000649616j 0.00440492+0.00364265j 0.00215266+0.00570444j -0.00489503+0.000684319j 0.00638544+0.00164749j 0.00302852+0.000401904j -0.00659108-0.000509714j -0.00350017+0.00102453j 0.00612656-0.00343135j 0.00703979-0.00367451j -0.00198651+0.00304774j 0.000536235-0.00491376j 0.000115683+0.000224591j -0.00310773-0.00015181j 0.00103427-0.00407859j -0.0123645-0.000877932j -0.00537424-0.00596496j 0.00312142-0.000148252j -0.00772237+0.00219708j 0.0141582-0.000708891j -0.000466838-0.00195347j 0.000579018-0.00383422j 0.000332751-0.0007822j -0.0113047-0.00506607j 0.0014264+0.00171255j -0.000410441-0.00172991j -0.00189658-0.00138559j -0.00652341+0.00101736j -0.00446479-0.00485715j 0.00666711-0.00222974j -0.00115923-0.00172965j 0.000904369-0.00359241j -0.00709307-0.00750211j -0.0100206-0.00847606j -0.0122082+0.00399378j -0.0183084+0.00778138j -0.00279845-0.00635249j 
0.00743012-0.00390684j -0.00147463-0.00487248j -0.000412715+0.0072541j -0.00556066+0.00131611j -0.00134456+0.000382584j -0.00494131-0.00689632j -0.00172304-6.09916e-05j 0.0018492-0.000923805j -0.000578745+0.003488j -0.000349963+0.00856378j 0.00133255+0.000546198j 0.005017+0.00618344j 0.00164296+0.00989744j 0.00313118+0.0094687j 0.000234143+0.00708864j 0.00228605-0.0147461j 0.00550432-0.00195486j -0.000696551-0.0108478j -0.00447791-0.00363162j -0.00113703-0.00239353j -0.00177288+0.00831173j -0.000486208+0.00581881j 0.000800314+0.00287554j 0.00123016+0.00485212j 0.00598446-0.00305673j 0.00269767+0.00120921j 0.0018374+0.0113297j 0.00148386-0.0122623j -0.000577678-0.0109823j -0.00912279-0.0101092j 0.000146592-0.0101784j 0.000131664-0.0063243j -0.00773919-0.00492996j -0.00080467+0.00187605j 0.00208433+0.000693985j -0.00487934+0.00157211j -0.00432244+0.00385416j -0.00172101-0.00370138j -0.00181068+0.00127808j 0.00377984+0.00130993j 0.000785451+0.00313908j 0.000861126-0.00151008j 0.0048986-0.00244643j -0.00671353+0.00208423j 0.00769041+0.000929197j 0.00262637+0.000766479j -0.00650151-0.0055981j 0.0107644+0.00205783j -0.0085916-0.00269802j -0.00208063+0.00160409j 0.0023491-0.00111073j 0.00634248-0.00346289j -0.00242625-0.00218917j -0.00875962-0.0010736j 0.00141381-0.000960659j -0.00154381+0.000312218j -0.00422771-0.00108144j 0.0116279+0.00193009j -0.00694619-0.0034748j 0.00562753-0.000573401j 0.000695105-0.000556442j -0.000453859-0.00532332j 0.0110349+0.00457773j -0.000503054+0.00361571j -0.00422792-0.00450535j -0.00359161+0.00218225j 0.0106112+0.00433446j -0.00402861+0.000796311j 0.000679034-0.00229037j 0.000142053-0.00235467j -0.000239658-0.00550253j 0.0209877-0.00462861j 
-0.00134887-0.00214117j -0.0100663-0.00710662j 0.00572217+0.00431634j -0.000483298-0.0027656j 3.90059e-05-0.00447346j 0.00305674+0.00132216j -0.00111916+0.00610332j 0.00249499+0.00346727j 0.000238677+0.00359309j 0.00512874+0.00314391j 0.00126391-0.00440432j -0.00432278-0.00496786j 0.00590605+0.0072736j -0.00163801-0.00451503j 0.00598714-0.00245553j -0.0128696+0.00061269j -0.00617094+0.00153791j -0.00136285-0.00708176j 0.00322125+0.00473103j 0.000133883-0.00476893j 0.00372469+0.00158744j 0.00649674-0.00421869j -0.00400055-0.00614694j -0.00117608-0.0073611j -0.00461058-0.000950684j -0.00290416-0.00729994j 0.0131028+0.0016093j 0.0050335+0.0125278j -0.00644827+0.00370821j -0.0109893-0.00217592j 0.0050223+0.00440169j -0.00639768+0.0163573j -0.00760302-0.00985295j -0.0114957+9.07287e-05j -0.00135676+0.00102522j -6.07188e-05-0.00627104j -0.000851914+0.00211275j -0.000358882-0.00633159j -0.0012703+0.0031041j 0.00338329+0.00406167j 0.000954697+0.00436637j 0.000926942-0.000294222j 0.00434663+0.0058844j 0.00256949-0.00179437j 0.00546809+0.00678054j -0.00579574-0.0054001j 0.00103524+0.00713205j -0.00306148+0.00104462j 1.5009e-05-0.000403176j -0.0023122+0.00240429j 0.00213061+0.00564703j -0.00495496+0.00866506j -0.00636588-0.00651549j 0.00279909-0.00190979j -0.00175133+0.000933907j -0.00467416-0.000196929j 0.00560568+0.00823734j -0.00254487+0.00304404j 0.000612442+0.00466947j 0.000597029+0.00645097j -0.00189668+0.000361156j -0.00139039+0.000416005j 0.00283978+0.000979087j 0.000980072-0.00242509j -0.00741105+0.00353916j 0.008086-0.00355214j -0.00277409+0.00354215j 0.010163+0.0051214j 0.0098218+0.00541579j 0.0119663-0.017365j -0.0078901+0.00894036j 8.29475e-05-0.00344625j 
0.00158708-0.00231563j 0.00574441+0.000230136j -0.0109084-0.00490892j 0.00464836-0.000215241j 0.00298833-0.00369845j 0.00522041+0.00113282j 0.00177113+0.00268278j 0.00514933+0.0091622j -0.00291049-0.00165794j -0.000618545-0.000388879j 0.00460064+0.00386717j -0.00743175-0.00433139j -0.00721266-0.00141917j -0.00540712-0.0052022j 0.00182614-0.00499759j 0.00174433+0.00467653j -0.00459637+0.00134717j 0.0156971+0.00556527j 0.00482305-0.00341708j 0.00344404+0.00867054j -0.00689965-0.00367796j 0.000603745+0.00471391j -0.00962118-0.00146502j -0.000549103+0.000817662j 0.0056545+0.00202451j 0.00658245-0.00053037j 0.0109537+0.0105072j -0.00534725+0.013765j 0.00564823-0.0136505j 0.00951769-0.0105328j 0.00845301-0.0106981j 0.00455066+0.00184041j 0.00065586+0.00379523j -0.00118128-0.00569756j -0.00302529-0.0100188j 0.00262089-0.00402969j 0.00203772+0.00295767j 0.00450906+0.00335459j -0.00347772-0.00362875j 0.000659099+0.000273678j -0.00140396+0.00517945j -0.00360574-0.000853059j -0.00133545+0.00276669j 0.00131487+0.0027928j 0.00132561+0.00225946j -0.00185726-0.00380565j -0.00166157+0.00411624j -0.000559726-0.000237304j -0.00269526-0.00110123j -0.00319859-0.00338105j 0.00138946+0.00141894j -0.00574422+0.00304099j -0.00135299+0.00501509j -0.000475568+0.0071628j 0.00315733-0.000898185j -0.00386156+0.00590654j 0.00434503+0.00238598j 0.000476474-0.00642578j -0.0059194+0.0006165j 0.00283989+0.00178197j -0.00574411+0.00737279j -0.000602035-0.00382795j -0.00204611+0.00272984j -0.00437824-0.0096742j -0.00466357-0.00347132j 0.00326249+0.000607189j -0.00190076-0.00360603j -0.00181005-0.00690881j -0.00494578+0.0136308j 0.0124804-0.00490778j -0.00285988-0.00112823j -0.00206144+0.00094723j 
0.0114664+0.00292998j 0.00385433-0.00111024j -0.00355661+0.0052946j -8.5815e-05-0.00298218j 0.00630013+0.00298959j -0.000649019+0.000332755j -0.00769621-0.00514496j -0.00771998-0.00624888j -0.00120864-0.000357754j -0.00833506+0.00253862j 0.00163812+7.66948e-05j 0.00730934-0.00139571j -0.00425744+0.00199692j 0.00342463+0.00143052j 0.000396556-0.00462156j 0.000955965-0.00810495j 0.000596206-0.00628688j 0.000838037-0.0148497j 0.00347532+0.0055401j -0.00727023+0.000661925j -0.00463565+0.000262545j 0.000871561-0.00897655j -0.00272667+0.002732j -0.00103762+0.00557602j 0.00418803-0.00292021j -0.00778787+0.00454038j -0.000219402+0.0148018j 0.00934978-0.00218851j -0.00910688+0.00111204j 0.00412404-0.00509987j -0.0127972+0.00787127j -0.0031604-0.0173164j 0.00523285+0.00130573j -0.000286865-0.00817827j -0.000205315-0.00288742j -0.00162027-0.000855034j -0.00275899-0.00315673j 0.00208787-0.00157679j -0.000373499+0.0021737j -0.000161081-0.000287883j 0.000200865-0.00115865j 0.00151168+0.00053669j 0.00173388+0.00385925j -0.00239533+0.000981069j 0.00335074+0.000491702j -0.00253291-0.00463382j 0.000892532+0.00853944j -0.00415202-0.00556668j -0.00119598+0.00258796j -0.00126388-0.00165006j 0.00201036+0.00419935j -0.00331313+0.0118085j -0.00194807+0.00328176j 0.000477158+0.00644627j 0.00642645+0.00575078j -0.00456267+0.00742936j 0.00606327+0.00373137j -0.00465407+0.000717538j -0.000640562+0.00665981j -0.00105897+0.0105403j -0.00225512+0.00555367j 0.00597791+0.000315602j -0.00759297+0.00639853j 0.00690564-0.0125349j 0.000228743+0.00103146j 0.00513088-0.002974j -0.00570299-0.000483339j 0.0130411-0.00418524j -0.00369858+0.00746967j 0.00330175+0.00402684j 0.00212652-0.00497878j 0.0029385-0.00168926j 
-0.00389932-0.00274905j -0.000726764+0.00145298j 8.51159e-07-0.00311789j -0.00374549-0.0052099j -0.00427265-0.0028931j -0.000220183-0.00662464j 0.00283225+0.000433605j 0.00390503-0.00292277j -0.000505639+0.0012604j -0.00116592-0.00306091j -0.00528489+0.00162653j -0.00191296+0.00821593j 0.00583361-0.000320488j -0.00222972+0.00499183j -0.0118876-0.0113227j 0.00804579+0.0133638j 0.00317736+0.0101763j -0.00482696-0.0133001j 0.00299141-0.013143j 0.00140846+0.00930474j 0.00127148-1.8953e-05j -0.00706547-0.0112816j -0.00394442+0.0187237j -0.00321733+0.0107414j -0.00133708-0.000680441j 0.00125302+0.0145821j 0.00336206-0.0122922j 0.0175142-0.0118215j -0.00757509+0.0115884j -0.00617806-0.00789199j 0.00190489-0.0122485j 0.011682+0.00250899j -0.00175009+0.00163055j -0.000560585-0.00384203j -0.00124784-0.00174114j 0.00210571-0.00549073j 0.00531369+0.00450684j -3.30257e-05+0.00228333j 0.00105528+0.00275216j 0.000435747+0.00289558j 0.000384834-0.00202468j -0.00181118-0.00218522j 0.00067161-0.00172082j -0.000210285-0.000914246j -3.34984e-06-0.00173054j -0.00204833-0.000511846j 0.00156901+0.00293111j -0.00137764+0.00168232j 0.000885594+0.00150482j -0.00185944+0.00126945j -0.00119348+0.00443402j 0.000463098-0.000234887j -0.00300703+0.000954754j -0.000894745+0.00103014j -0.000336981-0.00453851j -0.001929+0.0002591j -0.00184785-0.00391775j 0.00432451+0.000842156j -0.0025711+0.000148567j 0.00135242-0.000377879j -0.000596846-0.000622853j 0.00361329-0.000744729j -0.00144915-7.45781e-05j -0.00377628-0.0032417j 0.00200269-0.00675258j 0.00194924-0.00126216j 0.00293548-0.00542447j 0.00078922-0.0101165j 0.00929104-0.00318629j 0.00304047-0.00986805j -0.00068929+0.00317195j -0.00267758-0.00058493j 
-0.000798651+0.0011505j 0.00113409-0.000232787j -0.0014631+0.00325456j -0.000101082-0.00238699j -0.000579085-0.00200934j 0.000732134+0.00150676j -0.00277697+0.00619179j 0.0041393-0.00971025j 3.24881e-05-0.00609059j -0.00603022+0.00854099j 0.00456497-0.000905444j 0.00211361+0.000830053j 0.00150123-0.00403904j -0.00219948+0.00343444j -0.00254525+0.00393408j 0.000242975-0.0110145j -0.00685153+0.00443919j -0.00339661-0.00100755j -0.00600779+0.0036344j 0.00620731-0.00669433j 0.00501778-0.00623117j 0.00125124+0.00455529j 0.00525728-0.00375387j -0.0119891-0.00124672j 0.00241691+0.00299534j 0.0164526-0.00668657j 0.00154031-0.00352045j 0.00212939+0.00158823j -0.000136216-0.00236323j -0.000627055+0.00420552j -0.00479358+0.00105725j -0.00161751-0.00431863j 0.0033001-0.00180605j 0.00013534-0.00521125j -0.00335295+0.000309873j -0.0037791-0.0128943j 0.00720951+0.0147595j -0.00205485-0.00581956j -0.00310225-0.00392127j -0.00342779-0.00339728j -0.00176067+0.00017392j -0.0017326-0.00950019j 0.00111768-0.00139369j 0.00263591-0.00636026j 0.000256715-0.00819606j -0.000910862+0.00726467j 0.00251171+0.0117291j 0.00251505+0.00175719j 0.00183824+0.000996628j -0.00250904-0.0119417j 0.00208564+0.013108j 0.00174312-0.0045554j -0.00184003+0.00258889j -0.00457369-0.00561413j 0.002803-0.00190002j 0.00396207-0.0102539j 0.000429639-0.00268126j 0.00604843+0.000549411j 0.00262451-0.000903296j -0.00250522+0.00668711j 0.000527139+0.00332129j -0.00547163+0.0117762j -0.00488135+0.000680056j -0.00267137+0.000347816j 0.00429273+0.00171839j 0.0130895-0.012351j 0.00691271-0.0200511j -0.00651098+0.000429267j 0.00142697+0.000374048j 0.000601056-0.000238257j 0.00152705-0.000507376j -0.000616866+0.00257998j 
0.000341426-0.00376221j 0.000778796-0.00769024j -0.0056853+0.00604118j 0.00286737-0.00159242j -0.00059062+0.00195541j 0.00313412-0.000823272j -0.000771325-0.00161759j 0.00227041-0.00119566j -0.00337401+0.00412852j -0.00317103+3.39595e-05j -0.00425051+0.00217955j -0.000810509+0.00104342j 0.00116308+0.000253643j -0.000803983-0.000888249j -0.0120355+0.0080076j 0.00489383-0.0050087j 0.00480448-0.00868487j 0.00501055-0.00405405j -0.00854491+0.00373346j 0.0140454-0.00571656j 0.000315006+0.00355906j 0.00353907+0.00752211j 0.00111486+0.00404674j 0.0162924-0.00201227j -0.00993175-0.00337507j 0.0121047-0.00158062j 0.00400135-0.000180997j -0.00331787+0.0084486j -0.00473235+0.00450181j -0.00936528-0.00360555j -0.00916829-0.00140612j -0.00601924-0.00357943j 0.00571795+0.00338219j -0.000357994-0.00747093j -0.000705283-0.00179037j 0.0024175+0.000854845j 0.00208229-0.00054107j 0.00305075+0.00738442j 0.00264755+0.0100487j 0.0011528+0.00472758j -0.00107908-0.00988963j 0.00259773+0.00062734j 0.000961607-0.00344695j 0.000634149+0.00174394j 0.000824098-0.00258914j -0.00164867-0.00213943j 0.00507407+0.00773072j -0.00476769+0.00652155j 0.0035276+0.00931745j -0.00225533+0.01787j -0.00408703+0.000619293j -0.00195363-0.00524078j 0.00107203+0.0017294j 0.00310754-0.00329646j -0.00353461+0.00196136j -0.00163339-0.00658694j 0.000403972-0.00455584j -0.00244366+0.00632632j 0.00129996+0.00433972j -0.00113033-0.00552253j 0.00259923-0.00453561j 0.00126175-0.00381259j 0.000590227+0.001698j 0.00114928+0.00153871j 0.00768026-0.0104588j -0.00232599+0.00268289j -0.000635656+0.00364468j -0.000754758-0.00907067j -0.000160929+0.00261513j 0.00105935-0.000422029j -0.00175325+0.000214946j -0.00536564+0.00826358j 
-0.00271852+0.00523677j -0.00178725-0.000733548j -0.000524293+0.00372841j 0.00247179-0.00362065j -0.00135845+0.00273746j 0.00198823-0.00408169j 0.00601032-0.0062977j 0.00715997-0.00615565j -0.00124729+0.00177245j 0.00265902-0.00394398j 0.00138088-0.000628355j -0.00341374+0.00654909j -0.00189206+0.00131595j -0.00329987+0.00403552j 0.00937439-0.00226423j -0.000308892+0.000841457j 0.00331186+3.76705e-05j 0.0158315-0.00861128j -0.00176737+0.00441545j -0.00188104-0.00721005j -0.00224491+0.00117587j 0.0172369-0.00511065j -0.00871592-0.000219232j -0.00371232-0.00282396j 0.00255472-0.00042455j -0.0156803-0.0110389j -0.00179689-0.00345873j 0.0139711+0.00955684j -0.0143008-0.000530056j -0.00248495-0.0043109j -0.00694523-0.00528463j 0.0101608-9.54752e-05j 0.000630369+0.00378077j 0.00462211+0.00338415j -0.00116835-0.00338355j 0.00320935+0.0028786j 0.00311392+0.00232413j 0.00291827+0.00690747j 7.96929e-06-0.00429018j 0.00138439-0.00104545j 0.000158596+0.00206457j -0.00367372-0.0031106j -0.00259605-0.00446026j -0.0005289-0.000315778j -0.00026968-0.00198985j 0.0010709+0.00293946j -0.00140713-0.00752559j 0.000216578-0.000670556j -0.000319682-0.00352736j -2.62855e-05-0.00533998j -0.00334994-0.00783101j -0.000697244-0.000590137j 0.00265926+0.00973856j -0.00263479+0.00423854j 0.00408715+0.00333716j -0.00323117+0.00619227j 0.000429054-0.00865477j -0.00197456-0.00626896j -0.00190965-0.00970539j -0.000640459-0.00459923j 0.000599485+0.00897796j 0.00143191+0.00436959j -0.00095871-0.00372842j 0.00016485+5.76036e-05j 0.0022787-0.00614921j -0.00189637+0.00317113j 0.00409006-0.00453874j -0.00588504+0.00420428j -0.00331906+0.00631557j -0.00483019+0.00577883j -0.00366989+0.00743138j 0.000737142+0.0013124j 
