0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
-0.00219495-0.000992114j 0.000562008-0.00100723j 0.00483888-0.00377387j -0.00105572+0.00117682j -0.0010248+0.000560052j 0.0030566-0.0047804j 0.00242597-0.00773652j -0.00577883+0.00465757j 0.0103942-0.00851059j -0.00213086+0.00785577j 0.00327229+0.00581749j 0.000886084-0.00439622j 0.00104189+0.00627552j 0.000776468+0.00395993j 0.00941294-0.00587543j -0.0128138+0.0096417j 0.0130553-0.00894583j -0.0102186+0.0044403j 0.00164119-0.0105219j 0.00538824-0.00540201j -0.00354211+0.00597525j 0.00381105-0.000733988j 0.00468797-0.00419172j 7.58853e-05-0.00070695j -0.00531755+0.00378761j 0.00225031-0.00475386j -0.000852609-0.00220547j -0.0027384+0.00194384j -0.0134674+0.00521249j -0.00563418+0.00565614j -0.00635058+0.00337706j -0.00953467+0.00538381j -0.00312588-0.000580916j 0.00554558-0.00383873j -0.0111539+0.000803922j -0.00453537+0.0012363j 0.00518953+0.00211821j 0.00413053-0.000486413j -0.000593474+0.00344263j 0.00798798-0.000631786j 0.00499368+0.00273703j -0.00995732+0.00207259j 0.00607126-0.00468907j 0.0078415-0.00480936j 0.00212029-0.00269229j -0.00672757-0.000491189j -0.00586078-0.000534589j 0.00842072-0.00167143j 0.00168844+0.00246798j 0.00137641+0.00110992j 0.00510875-0.00135049j 0.00286758+0.000430535j -0.00120152-0.0012763j 0.00282284+0.000590707j 0.000305902-0.000580846j -0.000808651-0.00135627j 
-0.00354778+0.00278647j 0.000178648-0.00214237j 0.00565863-0.00293769j -0.00219283+0.00324058j -0.00320147+0.00430315j -0.000951219+0.0053473j 0.00270868-0.00190906j -0.00470103+0.00110484j 0.00125236-0.00255425j 0.00295353-0.00299166j 0.00905728-0.014077j 0.00380882+0.00686384j 0.00675772-0.00541177j -0.00349427+0.00174834j 0.0101848-0.000600397j -0.00161093-0.00774221j 0.0072065+0.000399557j -0.00373756-0.00316316j -0.0155872+0.00471087j 0.000933719-0.00307822j 0.00818415-0.00205428j 0.00480137-0.00145223j -0.00411317-0.00210856j 0.00412052+9.05325e-05j 0.0064652-0.00230056j -0.00575764+0.00101986j 0.00111344-0.00143518j 0.00181785+0.00409849j 0.00711121-0.00733084j 0.00342881-0.00126915j -0.000998373-0.000992868j -0.00164255-0.00559661j 0.0163038-0.00691897j -0.0109788-0.000611008j -0.00883424+0.00202952j -0.00406436+0.000749025j 0.00675523-0.00342619j -0.00139702-0.00250351j 0.0018326-0.00213484j -0.00704261+0.00521315j 0.009174-0.00208743j -0.00586999-0.00632611j -0.00149062+0.00318272j -0.00403227-0.00191938j -0.00405368+0.0026667j -0.00415866+0.00326833j -0.00426844+0.00311368j 0.00452649-0.00318854j 0.00334112+0.00347161j 0.00235153+0.00096466j -0.000929796+0.00205328j 0.00405542+0.00282868j -0.00603561-0.000625306j 0.000381519+0.00157117j 0.000687764-0.000778088j -0.00338739-0.00049548j 
-0.000100145+0.00330613j 0.00375831+0.00143807j -0.000228037+0.00068699j 0.00566108-0.0022671j -0.0049291-0.00580021j 0.00126545+0.00152847j -0.000480488+0.00725564j -0.00914047+0.00468761j -7.78003e-05+0.00368829j -0.0117235-0.00524902j 0.00697019+0.000179386j 0.00710385-0.0102002j -0.00204068+0.0030656j -0.00668118+0.00447042j 0.00833662+0.00205879j -0.0117121+0.000330353j 0.000582932+0.0073677j 0.00895016-0.00154514j -0.00303014+0.000953045j -0.00664046+0.0089412j -0.000557119-0.00351353j -0.00220782+0.00115629j -0.00573764+0.00353354j 0.0028537+0.000324941j -0.00249769+0.00153037j -0.00278395-0.0019401j 0.00253175-0.00169931j 0.0136138-0.00490037j -0.00229497+0.000923817j -0.00274536+0.00361625j -0.00335351+0.000401831j -0.00137485+0.000816387j -0.0059155+0.00287716j 0.000975723+0.006686j 0.00139112-0.00547521j 0.00103353+0.00100118j -0.00234542+0.00322357j 0.00102609-0.00138439j -0.00401606-0.00233524j 0.00237299-0.000499847j 0.00282644+0.00093142j -0.00323545+0.000437111j 0.00436871+0.00263686j -0.00333085+0.00659097j -0.00151567+0.00494602j 0.00162111-0.00647422j 0.00117296-0.0034493j -0.00335964+0.00358748j 0.00217904-0.00174098j 0.00563702-0.00398989j -0.000846595+0.00488888j -0.00492851+0.00113629j 0.000313402+0.000281203j -0.00147305-0.00136086j -0.00132501+0.00128862j -0.00216514-0.000400182j 
-0.00238998+0.000754338j 0.000377682+0.00196478j -0.00228941-0.000550044j 0.000647339-0.000511555j -0.00293265-0.00414119j -0.000714791-0.00221875j -0.00522102-9.11162e-05j 0.000537787+0.00191738j -2.40734e-05-0.00256487j 0.00637225-0.00118084j 0.0106789+0.00629958j 0.00282456-0.0050347j 0.000651993+0.00639898j -0.00346078-0.00123797j -0.00297181-0.000931455j 0.00538664+0.0084605j -0.00501494-0.00174337j 0.00650993+0.00408698j -0.00954746-0.00545275j -0.00319399+0.00216422j 0.000959721+0.00409951j -0.000604826+0.000102889j -0.00717618-2.05561e-05j 0.000645084+0.00188732j 0.0051504+0.00393795j -0.00464341-0.00430828j -4.34811e-05+0.00237612j 0.00465376+0.00114081j 0.0032144+0.0115175j -0.000431073+0.00574455j -0.00356082+0.00327475j 0.00147849+0.0073057j -0.00230011+0.010578j -0.00512171-0.00375196j -0.000751498-0.000408459j -0.000914088+0.00227346j 0.00117558+0.00267948j 0.000688127-0.00257216j 0.00189113+0.000500473j -0.0023663-0.00686013j 0.00084019+0.00248478j 0.00246735+0.00478435j -0.000722593-0.00381434j -0.001928-0.00293468j -0.00359307-0.00069436j 0.00403404-0.00217544j -0.000619588-0.000926159j -0.00335631-0.00112543j 0.00101176-0.000741725j 0.00327652-0.00028052j -0.0032161-0.00185274j -0.000476908-0.00140994j 0.000168138-0.00231846j 0.00064294-0.0018211j -0.0011712+0.000184343j -9.8311e-05-0.000644877j 
-0.00339006-0.00163438j 0.00749649-0.000523405j -0.00682319-0.000278344j 0.00218661+0.00129858j -0.0101516-0.00369495j 0.0103526+0.00393467j -0.00607249+0.000847036j 0.00364754-0.00875558j 0.0177064+0.00211662j 0.000282178-0.00688064j 0.0127841+0.0152368j -0.00125838+0.00602146j 0.00122891-0.00102119j -0.0043783-0.00546663j -0.00657872-0.000512767j 0.000566868-0.00512327j -0.00453713-0.00515844j 0.0062177+0.0092134j -0.00281682-0.00382368j 0.00912685+0.00328497j -0.0058579-0.00483501j 0.00136168+0.00770183j 0.00456233-0.00721694j -0.000679514-0.00175681j 0.0013178+0.00184659j 0.00385104+0.00114184j -0.00199014-0.00134781j -0.00105979+0.00488505j 0.00227414-0.0058017j 0.000437046-0.0020277j -0.000422797-0.00398684j 0.000348469-0.00550664j 0.00620662-0.00434669j 0.00503624+0.00167495j -0.00292574-0.00608132j 0.00457906+2.73343e-05j 0.00495921+0.00638436j -0.0011851+0.000363432j 0.00140663+0.0024382j 0.000581111+0.000914621j -0.00279705-0.00219325j 0.00474345-0.000109651j -0.00552823-0.00189136j 0.00452793+0.00461288j -0.00366319-0.00434035j -0.00205672+0.0013733j -0.00387107-0.00531809j -0.000418135-0.00515934j -0.00462371-0.00186023j 0.0010797+0.00244568j 0.000245458+0.00193438j -0.00255666-0.0021296j -0.000939735-0.000955003j -0.00265254-0.00224567j 0.00179305+0.0001497j -0.00191814-0.00229338j 
-0.00319224-0.000857418j -0.00467965+0.00294329j -0.00219791+0.00772109j -0.00449086-0.00526589j 0.0034758-0.00445123j 0.00106519+0.00264737j -0.00204071+0.00292605j 0.00617108-0.00121406j 0.00328362+0.0102433j 0.0130378+0.00240136j -0.000778259+0.00315317j 0.00374565+0.0014299j -0.00111632+0.00244431j -0.000276197+0.00126637j -0.00682659+0.00184635j 0.00721404-0.00233784j -0.000227848+0.0112456j -0.00310575-0.0151852j 0.00186794+0.00142073j 0.00207372+0.0119792j -0.00564528+0.00125374j 0.001251+0.0042288j 0.00284983+0.00727896j -0.00290514-0.00174092j -0.00031961+0.00123775j 0.00389607-0.0011719j 0.00138933+0.00289104j -0.00236604-0.00480786j 0.00363106-0.00125712j -0.00301773-0.000719954j -0.00361308-0.000563511j -0.00194317-0.00361133j 0.000574436+0.00595937j -0.00477235+0.000211298j 0.00169171-0.00676854j -0.00227415-0.00320754j 0.00148868+0.00450132j 0.0016674+0.000260586j 0.00186678+0.00018536j -0.00159572-0.000668666j -0.000440936+0.0048522j 0.0014595-0.00325237j -0.00179644+0.000754672j -0.00127985+0.00258204j -0.00281234+0.00118689j 0.0053873-0.00665266j 0.00402119-0.000548036j -0.000465267+0.00888545j -0.00203007+0.00122341j -0.000578868+0.00108274j -0.0046651+0.00179735j -0.00443799+0.00265249j 0.0026847-0.00422178j 0.00135205+0.00228827j -0.00469785-0.000931503j 0.00230874-0.000115942j 
-0.00741214+0.00376784j -0.00273301+0.000962634j -0.000777137-0.00319093j -0.00488661+0.00261986j 0.00242404-0.000711027j 0.00422193+0.00207103j -0.0105232-0.00427455j 0.00136049+0.00380986j 0.00440268+0.000696729j 0.0158814-0.00115157j -0.00136693-0.000417124j 0.0139428+0.00288586j -0.00489698+0.000166055j -0.000651732+1.71717e-06j -0.00899062-0.00598039j -0.00246078+0.00498095j -0.00261843-0.00403826j -0.00619493-0.00130717j -0.00178153+0.00510643j -0.000852615+0.00101527j -0.00183307-0.00338382j 0.00419654-0.000274053j -0.00271489+0.00462365j 0.000144728-0.00105007j 0.00276047-0.00155417j 0.00110364-0.0022929j -0.00133021+0.00113878j 0.00809827+0.00349525j -0.00716395-0.000567393j -0.00560142-0.00266019j -0.00240186+0.000636825j -0.00312294+0.00245125j -0.0106886-0.00556158j -0.00494259+0.00144822j 6.79772e-05+0.00282039j -0.00512885+0.00403191j -0.00330651-0.00451454j 0.000935414-0.00212384j 0.00169772-0.00225346j 0.00131693+0.00209466j 0.00100752-0.002078j -0.00446171+0.00229566j 0.000946182+0.000669237j -0.00418788-0.00150354j -0.00426427+0.00184118j 0.00703702+0.00262448j 0.00479225+0.0049445j -0.00163365-0.00283277j 0.00488952+0.000769926j 0.00671144+0.00309384j -0.00482811-0.00167556j 0.00461653-0.00108799j -0.00539154-0.00196457j 0.00206018-0.000289645j -0.00230743-0.00113393j -0.00221621-0.000155722j 
-0.00271337+0.00506281j 0.00197905-0.00347352j -0.00261957-0.00449888j -0.00156653+0.000653131j -0.00249219+0.00377501j 0.00276631+0.00115714j -0.00358422+0.00123009j 0.0034465+0.0133191j 0.0019539+0.00107879j 0.00267907+0.00843719j 0.000674893-0.00889783j -0.00181658-0.00378678j 0.00659938-0.000855565j 0.00284181+0.0075068j -0.00409609-0.00953914j 0.00251356+0.0147579j 8.55553e-05-0.00299419j -0.000397651-0.00705474j -0.00142806+0.00781453j 0.00175277+0.00787705j -0.00251701-0.0038652j 0.000497465+0.00121657j 0.00302226+0.00829492j 0.00366592-0.00513685j 0.000959539+0.00149071j -0.00363726+0.00441376j -0.00302138+0.000679435j 0.00339475-0.0105039j 0.00279053+0.0029743j 0.00217946-0.00203921j 0.00185771+0.0041279j 0.00341708+0.000463278j 0.00208366+0.00334814j 0.00236555+0.00027306j -0.000904076+0.00303808j 0.00296667+0.00242267j -0.00140696-0.0010759j -0.000362135-0.00224904j -0.00110195-0.00105053j 0.000439085-0.000460065j 0.00104482-0.00529263j -0.00130903+0.00386398j 0.00158616-0.00427329j -0.00189031+0.00172299j -0.000418156+0.00280794j 0.000463944+0.00327508j 0.00198675+0.00608537j 0.00101947-0.00123251j 0.00155473-0.00440086j 0.00374172-0.00514843j 0.00170382+8.80075e-05j -7.47575e-05+0.000544898j -0.00514135+0.00326919j -0.00223847-0.00113664j -0.000800005-0.000625089j -0.00455686+0.00066285j 
8.86402e-05-0.00214464j 0.00321053-0.00809087j -0.00295981+0.00567618j 0.00244163-0.00672278j -0.00607363+0.0110526j 0.00426618-0.00733431j 0.00049712+0.00175943j -0.00390342+0.00112342j 0.00600818-0.0116109j -0.0100219+0.0142978j 0.0156755-0.0144461j -0.00201351+0.00310224j 0.00230599+0.000526497j -0.00281202+0.00541352j 0.000803638-0.00292209j -0.00328294+0.00660264j -0.00382549+0.00298135j 0.0150006-0.0105764j -0.000893751+0.00547422j 0.0068966-0.00202125j -0.00524584+0.00255876j 0.00528676+0.00248136j -0.0045164+0.00202923j -0.00271004-0.00253243j 0.0034596-0.000889582j 0.00379464+3.40571e-05j -0.00119458+0.00263435j 1.29442e-05-0.00468085j -0.00465285-0.0019587j -0.000271396-0.0036638j -0.00323117+0.00149139j -0.00366886-0.0013338j -0.00365627-0.00380299j 0.00320926-0.00716856j -0.00604858+0.00167132j 0.00112628-0.00387515j 0.00878171-0.00350267j 0.00118413+0.000501704j 0.00190669-0.000514679j -0.00051786-0.00109881j -0.00418835+0.000999976j 0.00346359-0.00459543j -0.00317843+0.00137397j 0.00705075-0.00569454j -0.00311137+0.00131505j -0.000231495+0.00593764j -0.00886022+0.00746128j -0.00656146-0.00133193j -0.00435663+0.00467167j -0.000461041+7.50993e-05j 0.00441801-0.00134565j -0.0039196+0.00430912j 0.00116168-0.00112748j -0.00464416+0.0016904j 0.00263915-0.00136409j -0.00190812-0.000495936j 
0.000956905-0.00767279j -0.000275184+0.00209449j 5.21093e-05-0.00514597j 0.0010094-0.00592462j 0.00237985-0.00426178j -0.00335318+0.0105319j 0.00241007-0.0134097j 0.0017931+0.00881185j -0.00372059+0.0190217j -0.00231415+0.0207117j -0.00647293+0.00974062j -0.00514083+0.00693576j -0.00291871+0.00122389j 0.00148917-0.00126587j 0.00745519-0.0162171j -0.00461824+0.00732915j 0.00417017-0.00431935j 0.00324828-0.00268333j -0.00296335+0.000832304j -0.00806301+0.0126208j 0.00354461-0.00975463j -0.00729073+0.00678793j -0.00490405+0.00700361j 0.00317124-0.00334018j 0.000419372+0.0029634j 0.000826329+0.00585341j -0.00214985-0.00093938j 0.000823591-0.0026166j 0.00145316-0.00249963j 0.00356638-0.00454976j -0.00015975-0.00223334j 0.00176789-0.00252638j 0.000799116-0.00268209j -0.000368283-0.00117861j 0.00233844-0.00351572j -0.0029879-0.000233917j -0.000864251+0.00463717j 0.00241049+0.00101895j -0.00073599+0.00331382j -0.00253013-0.00150734j 0.00156074-0.00309707j -0.000409903+0.00216792j 0.00262543-0.00576241j -0.000737791+0.000891303j 3.33698e-05-0.00699585j -0.000970024+0.00619691j -0.00336856-0.000602044j 0.000315117-0.00287803j 0.000454115-0.0002872j -0.00423763+0.00564719j -0.000267575-0.0042647j 0.00197093-3.6193e-05j 0.00540301-0.003665j 0.0007065-0.000202469j 0.00250198+0.000587505j 0.00181991-0.00127795j 
0.000766715+0.002386j 0.00183376+0.00192327j -0.00172446-0.0046335j 0.000723674+0.00367853j -0.00334558-0.00578887j 0.00356769+0.00456869j -0.0023529+0.000969007j -0.00181406+0.00133068j 0.00288427+0.00526701j -0.0065134-0.00721887j 0.00769548+0.00839735j 0.00154057-0.00301115j -0.00156897+0.000965225j -0.00394667+0.000283407j 0.00241236+0.0016938j -0.0053934+0.000209195j -0.00150091-0.00057613j 0.00262265+0.00766709j -0.00572161+0.000805373j -0.00342929+0.00672196j -0.00147847-0.00425735j -0.0007919+0.00126287j -0.00314289-0.000619485j 0.00372396-0.00251646j 0.000454593+0.00191224j -0.00149+0.00306462j -0.00244294-0.000391898j 0.00566166-0.000643862j 0.000356714-0.00233728j 0.00309605-0.000831517j -0.00171781-0.00211058j 0.00062593-0.00193549j -0.000169401-0.00189334j 0.00191985+0.00190128j -0.000366449-0.00348609j -0.00146373+0.000692285j 0.000284996+0.00588122j -0.000660931+0.000559554j 0.00198894+0.000737199j -0.00175974+0.000575637j -0.000236064-0.00157952j 0.00351813+0.00348118j 0.0014408-0.00266491j 0.00160329+0.00618385j -0.00173278-0.00110911j -0.00256421-0.000152479j -0.00644886-0.00647345j -0.000282758-0.00259269j -0.00159635-0.00387541j 0.00433482-0.00238327j -0.00260331+0.00541803j -0.00158197-0.00610471j -0.001905+0.000902475j 0.0019308-0.00280889j 2.61397e-05+0.000127353j 0.00227206+0.00154006j 
-0.001182-0.000818299j 2.88007e-05+0.00336179j -0.00217209+0.00026018j 0.00247678+0.00122576j -0.00160695-0.00235823j -0.000470979+0.000290115j 0.00191877-0.000163512j -0.00481838-0.000903469j -0.00104344+0.00475729j -0.0025971+0.000202538j 0.000409773+0.00242879j -0.00125529-0.000249607j -0.000428633+0.00100211j -0.000453655-0.00121362j 0.00330629-0.000561949j -0.00440424-0.000713142j -0.00180666+0.00123157j 0.00394674+0.00276338j -0.00376456+0.000784556j -0.0044103-0.000436516j 0.00100586+0.00226412j -0.000374184-0.00152141j -0.00483128-0.00195234j 0.00262146+0.000504028j 0.00135103+0.00288667j -0.00168964+0.00141157j -0.00478015-0.00299341j 0.00261347+3.39845e-05j -0.000218817-0.000839211j 0.00143259-0.000423173j 0.000191759+0.000831844j -0.000357164+4.62957e-05j -0.00217417+0.000353958j 0.00265809+0.0010936j -0.00114564-0.00085266j 0.00186804+0.000731748j 0.00438827+0.000743316j 0.00298123+0.00156986j 0.00250661-0.000319933j 0.00383929-0.000690451j 0.00303975-0.00466341j -0.00431679-0.000970768j -0.00119991-0.0010216j 0.00169586+0.000547788j -0.000201962+0.000231415j -0.00260094-0.00387589j 0.00122208+0.00237824j 0.00764332+1.51909e-05j 0.00380871-0.00179722j -0.00741087-0.00019946j 0.00826446-0.00332044j -0.00400117+0.00574627j 5.44498e-06+0.00344476j -0.00261875-0.00117071j -0.00403021+0.000575145j -0.000811291-0.00340235j 
0.00146707-0.00156758j -0.00176468-0.00154923j 0.00263218-0.000327314j 0.000320705-0.000674368j 0.00173232+0.00268457j -0.00450005-0.00204135j 0.00523111+0.00075221j -0.00584047+0.000544488j -0.0116858-0.00368718j -0.0102329+0.00221049j -0.00504414-0.0047887j -0.00260794-0.000503376j -0.000314803-0.000861877j -0.000541082+0.00186864j 0.00784177+0.00148236j -0.00688835-0.00157397j 0.00143818+0.00185179j 0.00196926-0.00211137j -0.00324756-0.00256201j -0.00875671-0.00499411j 0.00443812+0.00149407j -0.00412722-0.00306892j -0.00496616-0.00184212j 0.00410689+0.0026591j -0.00173555-4.28323e-05j -0.00467956-0.00106178j -0.00024397-0.0022707j 0.00430773+0.00477321j 0.00232845+0.00106962j 0.00392879+0.00245272j 0.000877681-0.000872379j 0.0020679+0.00227989j 0.00121598-4.55964e-05j -0.00143271-0.000267951j 0.00283898+0.00132427j -0.000774157-0.00176593j -0.00350981-0.0016236j -0.00296731+0.00181012j 0.000664874-0.00131059j -0.000288855-0.00038824j 0.00172382+0.00402057j 0.000376049-0.00119827j 0.00492459+0.00287514j -0.00227622-0.00188903j 0.00236176-0.000845338j -0.00359646+0.00126603j -0.00280005-0.000980752j 0.000347261+0.00262519j -0.000145931+0.00247291j 0.000910599-0.00247951j 0.00138214+0.00184251j -0.00152798+9.30203e-05j -0.00140367-0.000127143j 0.000676342-1.61034e-05j -0.000528239-0.00157667j 0.00146306+0.00024438j 
0.000684237+0.00386098j 0.0024708-0.000466819j 0.00364409+0.00167591j 0.00286915-0.000617371j 0.000783251+0.00200788j -0.00275304+0.000241987j 0.00235629+0.000519317j -0.000938705+0.00243887j 0.000815587-0.00373209j -0.00509766-0.00448911j 0.0012441+0.000806627j -0.000566504-0.000802678j -0.00179126-0.000340862j -0.00409879+0.00247393j 0.00207239+0.00311313j -0.00345803-0.00130738j 0.00173226+0.000938798j 0.00212407-0.000866635j -0.00068504-0.000492012j -0.00449871-0.00152567j 0.00262681+0.000340813j -0.00269427-0.00312895j -0.00238653-0.00111376j 0.00222665-0.000304792j -0.00207983+0.000104446j -0.00127671+0.000898941j -0.000127853+8.14537e-05j 0.0022131-0.00218492j 0.000496093+0.000545077j 0.00193618+0.00168612j 0.000428399+7.40081e-05j 0.00216001+8.70342e-05j 0.00345865-0.000329949j 0.00362601-0.000361263j -0.000276736+0.00117076j 7.41655e-05-0.00151566j -0.00325384+0.00110804j 0.00379054-1.06777e-05j -0.00580724+0.00182247j 0.000575748-0.00334858j 0.0014153-0.0033814j -0.00215531+0.000272244j 0.000171059+0.00112054j 2.51591e-05-0.00019853j 0.000733887+0.00145606j 0.00166569+0.000246817j 0.00570138+0.00024008j -0.000742902-0.0041892j -0.000270378-0.00240606j -0.00127736+0.0048222j -0.00612233-0.00408464j 0.00779164-0.00160673j 0.00564916+0.000152448j 0.00082816+0.00247842j 0.00268217+0.00370183j -0.00467655+0.0019573j 
-0.00147653+0.00466166j 0.00308575+0.00349517j 0.00118493+0.00478387j 0.00220079-0.00306964j -0.000291958+0.000299477j -0.000809237+0.000254579j 0.00135239-0.00389614j 0.000982073+0.00181751j 0.00184592+0.000690256j 0.00275566-0.0042613j -0.00111404+0.00296993j -0.000192808+0.00111982j -0.00182731-0.000536245j -0.00219196-0.00274306j -0.00119443+0.00241954j 0.00108692-0.000880269j 0.000331772+0.0023593j 0.000909953+0.000951398j 0.00155114+0.00157791j 9.27299e-05+0.000998617j 0.00129034+0.000293675j 0.00067143-0.00213229j -0.00159256+0.00126078j -0.00137405-0.00227157j 0.00133577-0.00280851j -0.00105203-0.000561141j -0.000664317+0.00620946j 0.00281631-0.00127234j -0.000765465+0.000121483j -0.00086436+0.00315424j 0.000121224-0.00115316j -0.000511048+0.00182565j 0.00168613+0.000474223j -0.00144281-0.00082464j -0.000504409+0.00139599j 0.00121285-0.00272987j -0.00267541-0.00637238j -0.00239162+0.00204213j -0.00298061-0.00877252j -0.000536115-0.00203864j 0.00240746+0.00414545j 0.00316143+0.00407145j 0.00320336+0.00157346j -0.000976074-0.00369524j -0.00115829-0.00238565j -0.00393962+0.0126342j -0.00630586+0.0058843j 0.000986876-0.00507759j -0.00277264+0.00306409j -0.00384956+0.00558846j -0.00677827-0.0101141j 0.0130026-0.000401664j 0.00708988+0.000417181j -0.00042397+0.00164873j 0.00173261+0.00637106j -0.00748421+2.2032e-05j 
0.00344935+0.00258796j -0.000217425-0.00548832j 0.00116285-0.00458592j -0.00263801-0.0065598j 0.00126927-0.00340302j 0.00195812+0.0030243j -0.00118535-0.00307063j 0.0017747-0.00544248j -0.00314796-0.00395361j 0.00292587-0.00129367j 0.00131714-0.00422587j 0.00249503+0.000295419j -0.000974374+0.00552102j 0.00150872+0.00530775j 0.00038658+0.00180083j 0.000551849+0.00144038j -0.0017172+0.000481314j -0.00136837-0.00391924j 0.000106787+0.000156765j -0.00235809+0.00138964j -6.58693e-05+0.00163878j -0.00169287+0.0015635j -0.00218663+0.00217261j -0.00213123+0.000120953j 0.00162018+0.00341795j 0.000894003+5.74862e-05j -0.000968982-0.00143129j -0.00554759-0.0034714j 0.000697193+0.000125217j 0.00151584-0.000703946j 0.000378006+0.002184j -0.00056848-0.00170122j -0.00362418-0.00471845j -0.00192891-0.00530103j 0.000389386+0.00438871j -0.00148248-0.00196356j -0.00135801-0.00042427j -0.000500873-0.00396932j 0.00493344+0.00763911j 0.000816367-0.00134463j -0.0046039-0.00464775j -0.00213314+0.00467065j -0.00112487-0.00316368j -0.000167858-0.00244207j 0.00329615-0.0119654j -0.00876681+7.03146e-05j 0.00100273-0.0132144j 0.00561843-0.00605837j -0.00366102-0.000942467j 0.00659825+0.0095375j -0.0140506+0.0080254j -0.00808433-0.00620246j -0.00239797-0.00448616j 0.00832971-0.000371922j 0.00678445-0.00097801j 0.00624294+0.00789339j 
