-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
-0.000920893+0.000151877j 0.00290684-0.000131731j -0.00109825-0.0029803j -0.00444638+0.00186657j 0.000697973-0.0068363j -0.0050657-0.000694893j 0.000161117+0.00192845j 0.00416587+0.000711193j 0.00192635-0.000512271j 0.000293261-0.00963998j -0.00234085-0.0103666j -0.00156135-0.00458739j 0.00475453+0.00790199j -0.000511074-0.00425051j -0.00227085+0.00487415j -0.0103279-0.00161299j -0.00121664+0.00771333j -0.00434737-0.000259028j -0.00300279-0.00042466j -0.00254872-0.00700989j -0.00357053+0.00165745j -0.000466191+0.00438071j -0.00428395-0.00189147j -0.00270081-0.00115864j -0.000920684-0.00157557j -0.00121372-0.00189512j 0.00186114+0.00128779j -0.00164771-0.00607319j -0.000412157-0.00373079j 0.00296744-0.00236836j 0.000415527+0.00242724j 0.000371633+0.00284212j -0.00280516+0.00230709j 0.00195676-0.000950986j 0.000531037+0.000596077j -0.00402494+0.000928287j 0.00176414+0.00333156j 0.00364954+0.00327312j 0.000172608-0.000467246j 0.00337557+0.00489787j 0.00446619+0.00396725j -0.00215444+0.00290788j -0.00110046-0.000393472j 0.00238035-0.000416328j 0.00149179-0.00146427j -0.00122974-0.00170426j 0.00243785+0.000357554j 0.00316826+0.00383349j 0.00128335+0.00282808j 0.00277457-0.00245892j 0.00296533+0.00113712j -0.00100051+0.00128253j 0.00101453-0.0042602j -0.00139629-0.00198755j -0.00123997+0.000207359j 0.000918391-0.00280558j 
0.00444897-0.00414456j -0.00130332-0.00362516j 0.00331081+0.00360079j -0.00349144+0.00657718j 0.00359267+0.00214747j 0.00191356+0.00260709j -0.00276694+0.0048665j -0.00065074-0.00550985j 0.00101258-0.0025484j 0.00698533-0.000378439j 0.00758203+0.00569252j 0.00822181+0.008837j -0.0119926-0.00180121j 0.00805981+0.000146818j -0.00203184+0.00393049j 0.00642037+0.00628517j -0.00519706+0.00748114j 0.00551607+0.00441812j 0.00266185-0.00140685j 0.00410445+0.00201102j 0.00300476+0.00399379j 0.000385368+0.0037642j 0.00663996+0.0014091j 0.00115343-0.00459243j -0.0014947-0.000477444j -0.000514456-0.00359392j -0.00615907-0.00026194j 0.00568781+2.21742e-05j 0.000916285-0.00389711j -0.00295635-0.00197518j -0.00133402+0.00151741j 0.000377822+0.00212242j 0.0024807+0.00182521j -0.0024066-0.00034057j -0.000396394-3.94838e-05j 0.00306719+0.000142103j 0.0016033+0.00228723j -0.00386959+0.00144588j -1.97597e-05-0.00191413j -0.00521177-0.00135987j -0.00266886+0.00167633j 0.00252425+0.000948338j 0.00284625-0.00074389j -0.0026135-0.00113464j 0.000859252+0.00293598j -0.000179174+0.000120882j -0.0015075+0.00135202j -0.00365121+0.00176808j 0.00204552+0.00669624j 0.00149598+0.000900141j -0.00109429-0.0003642j 0.00408632+0.00053505j -0.000952972-0.00741224j -0.00497314-0.00067063j 0.00386138+0.00445149j -0.00228875+0.00381366j 
-0.00390461+0.00191844j 0.0035571-0.00272151j -0.00364634+0.00393706j -0.00287549+0.00625722j -0.00531585+0.00249037j -0.00339684+0.00604594j 0.00477092+0.000188326j 0.00484105-0.0044033j 0.00147239-0.00312174j -0.00937936+0.0041262j -0.00454779+0.00776378j -0.00299884+0.00780805j 0.00401246-0.0113757j -0.00290668+0.00194562j 0.000815887+0.00135287j -0.00804804+0.0154638j 0.00592906-0.00141176j -0.00379997+0.00519796j -0.000757581+0.00773563j -0.00447353+0.00352171j 0.00231798+0.0056224j 0.00404413-0.000890675j 0.000181553+0.00777381j -0.00380962+0.00457995j -0.0010167-0.00146074j -0.00123525+0.00152803j -0.00107403-0.00337218j -0.00140636+0.000800144j -0.00145663+0.00187296j -0.0013837-0.0059595j 0.000205468-0.00130539j 0.00115337-0.0002218j 0.000581873+0.00577766j -0.00211265-0.00521743j -0.000216553-0.000270003j 0.000201762+0.00867812j 0.00291534-0.00305557j 0.00191725-0.00357945j 0.000657818-7.17618e-06j 0.00103391-0.00171729j 0.00249387-0.00513902j 0.00379561+0.00408966j 0.000474318+0.000570271j -0.00233315-0.00412119j -0.00165525-0.00292534j -0.00197606+0.00257562j -0.000463939-0.000488114j 0.000167228-0.0025275j 0.0017129+0.00211477j -0.000650628-0.004296j 0.00324889-0.00606728j 0.00269047+0.00398044j -0.00153134-0.00311417j -0.00298564-0.00271303j -0.000338945-0.00266724j 0.00189617-0.00450592j 
0.0046464-0.00248332j 0.00119487+0.000470296j -0.00316488-0.000174514j -0.00710653-0.00126212j -0.00355623-0.0027852j -0.00291321+0.000113971j -0.00517507+0.00268318j 0.00377418+0.000407113j 0.00330339+0.000943104j -0.00103789-0.00508113j -0.00948814-0.000252638j -0.00822169+0.00228844j 0.0073862-0.000501549j 0.000107916+0.00155485j -0.00153931+0.00210182j -0.00845858-0.00133046j -0.00399524+0.00560543j -0.00226826+0.00156865j -0.00374654-0.00147406j -0.00394504-0.000722801j -0.00536667+0.0039268j -0.00191852+0.0056336j -0.00560988+0.00307843j 0.00157121-0.00418594j -0.000240334-4.45359e-05j 0.000441358-0.00262027j 0.00229772-0.00335298j -0.00232479+0.00212394j -4.16344e-06-0.00288933j 0.00358154-0.0021212j 0.000770442+0.000769267j 9.79411e-05+0.00170808j -0.00258953+0.00164356j 0.00360284-0.00228648j 0.000604534+1.63126e-05j -0.00410756-0.000616916j 0.001299+0.00454632j 0.00137161-0.000578348j 0.000427915-7.24895e-05j 0.00338228-0.00386547j 0.0029523+0.00138998j -0.00279485+0.00295265j 9.7342e-06+0.00253999j 0.00364254-0.00300748j 0.00043092+0.000434224j -0.00122712-0.00225021j 0.000191461-0.00208185j 0.00209559-0.00127175j -0.00304508+0.00257019j 0.00160478+0.00149512j 0.00228895+0.00322159j -0.00269278+0.00253179j 0.003922-0.00267385j 0.00138381-0.00240652j -0.0011356+0.00496834j -0.00213042+0.00111897j 
0.00763544-0.00501394j -0.00771755-0.000525292j -0.00415958+0.00159383j 0.000223417-0.000441634j -0.000801124-0.00101909j 0.00373803+0.00311837j -0.00540512+0.00287072j -0.00171196-0.00514161j -0.000144284-0.000186972j 0.00119416-0.00460225j -0.00755647+0.00178645j -0.00314891+0.00243118j 0.00137709+0.0025627j 0.00120073+0.00182241j 0.00342479+0.0029835j 0.00867038+0.00118013j -0.00181442+0.00661479j 0.00557816+0.00203432j 0.00136082-0.00335994j -0.00319768+0.00281661j 9.98004e-05+0.00317878j 0.000487067+0.00303433j -0.00181174+0.00149008j 0.00636307-0.00476852j -0.00137988+0.000446473j -0.000527672-0.000863661j 0.000715588-0.000751111j -0.00521307+0.00163921j -0.00184414-0.00229307j -0.00318922-0.000405084j 0.00117378+0.000184702j 0.00215772+0.00154829j 0.00305853+0.000868525j 0.000366286-0.000805769j 0.000307733+5.77982e-05j 0.00510964-0.00234928j -0.00128821+0.00282736j 0.0014728-0.000233098j -0.00175748+0.000376438j 0.00749216-0.00381948j 0.000903886+0.000662393j 0.00278755+0.000318977j -0.00138675+0.00161919j 0.00224472-0.00166525j -0.00208439+0.00182895j 0.000656959-0.000956799j 0.00230305-0.00214653j 0.00183974-0.00148992j 0.00222047+0.00253836j -0.00257604+0.00172426j -0.00223125+0.002194j 0.00162454-0.000759071j -0.0010281-0.0045259j -0.00568085+0.0023242j -0.00259125+0.000188977j -0.000874669+0.00204085j 
0.00421176-0.00439494j -0.00468706+0.00316736j -0.00247824+0.00238738j -0.00110404-0.00371152j 0.000776051+0.000265101j 0.00199853-0.00196015j -0.00349133+0.00246258j -0.00288023-0.000728362j 0.000449728+0.00122767j 0.000811271-0.001451j -0.0028616+0.00431898j -0.00265743+0.00288306j 0.00124765-0.000153643j 0.00201861+0.00151706j 0.00141458-0.00156176j 0.00375153-0.00607459j -0.00160601+0.00215305j 0.00313989-0.00259172j -0.000806947-0.00268978j -0.000549558+0.00248614j -0.000945027+0.000359255j -0.000920913+0.000178305j -0.000431554+0.00118682j 0.00218741-0.00503725j -0.000558619+0.000613049j 0.00016588+0.000373564j 0.000462429-0.00124288j -0.00134785+0.00373808j 5.99865e-05+0.00043194j -0.000310683+0.00111186j -0.000169062-0.00176212j 0.00115764+0.000657691j 0.000925706-0.00159419j 0.000286612+0.000596829j 0.000283409-3.87428e-05j 0.00224991-0.0045099j -0.00213217+0.0013732j 0.00108343-0.0012709j -0.000619694+0.000800374j 0.00322705-0.0063745j -0.000208315+0.000747715j 0.00144663-0.00124762j -0.000868527+0.00209563j 0.00196006-0.00132874j -0.000495424+0.00254516j 0.000768237-0.000675582j 0.0013395-0.00302883j -0.000895518-0.00192983j -0.000916261-0.00136954j -0.000315616+0.00305558j 0.000224377+0.00378287j -0.000565275-0.000521447j -0.000699118-0.00191954j -0.00284413+0.00437021j -0.00167753+0.00105941j 0.000605713+0.00213839j 
-0.00739024-0.0058899j 0.00429008+0.0077252j 0.00281752+0.00253288j -2.52454e-05+0.00327731j -0.000829775-0.000750356j 0.00332065-0.000663015j 0.00309287+0.00550404j -0.000296693+0.00148522j -0.00100885-0.00220257j -0.00351393-0.0059114j 0.00177128+0.00296097j 0.0054129+0.00189174j 0.000961476+0.00154614j -6.3118e-05-0.00125785j 0.000832465-0.000297826j -0.000457936-0.0041179j 0.00508645+0.00797575j -0.00352294-0.00213952j 0.00178436-0.000424776j 0.00223477+0.00180632j 0.00368733+0.00220694j 0.00255559+0.00614136j 0.00170001+0.00223127j -0.00255704-0.00712107j 0.000504372+0.000979743j 0.000886584-0.00229884j 0.000645016-0.00155961j -0.000826966+0.00295583j -0.00201396-0.0032054j -0.00255638+0.00172888j -0.00142492+0.00199132j 0.000901909-0.000728696j 0.00186335-0.00106164j -0.00171388-0.000890353j 0.00101919-0.000136456j -0.00301283-0.00571041j 0.00224445+0.00816174j -0.00125827-0.000437889j 0.000121073+0.0012881j -0.00441037-0.00509562j 0.0019467+0.000350926j -0.00114712-0.00286698j 0.00253673+0.00300415j -0.00418027-0.00235174j 0.000912058+0.00195498j -0.000943955-0.00412828j -0.00361171-0.00229733j 0.000646608+0.00130539j 0.00176046+0.00315264j 0.00190858+0.00340808j 0.000753427+0.000749636j 0.00051683-0.000106424j -0.00214915+5.67834e-05j 0.00484965+0.00102978j -0.00467396+0.00757637j -0.00260535-0.00475735j 
-0.0054286+0.000305147j -0.00250897+0.00212424j -0.00470528+0.000542691j 0.00475361-0.0022056j 0.00133482+0.00256959j 0.00859987-0.00267145j -0.000185111-0.000480594j 0.00225487-0.00369521j -0.00375112+0.000200664j -0.0038573-0.00204221j -0.00269333+0.00160202j -0.00165142-0.00170445j 0.00154531+0.00137093j -0.00233242+0.00250778j 0.00295224+0.000533959j 0.0092518-0.00334698j 0.00450402+0.00365084j 0.00177018+0.00113214j 0.00448878-0.00287516j 0.000481249-0.00133709j 0.0053795-0.0012984j 0.00794331+0.00128833j -0.00181852+0.00350534j 0.0037566-0.00663655j 0.00202829-0.0026458j -0.00277287-0.00167874j 0.00227-0.00143056j -0.00443115+0.00114105j -0.0039749+0.0013738j -0.00280403+0.00230852j 0.00226437-0.000667215j -0.00241537+0.0014665j 0.00344265+0.000584659j -0.00380479-0.00321098j 0.000481994+0.00095291j 0.00211472+0.000471858j 0.00304636+0.00190241j 0.000261509+0.00570136j -0.000750336+0.00266742j 0.00424265+0.00241583j -0.000190576+0.00224425j 0.000461683+0.00233799j -0.00029388-0.000989131j -0.00171805+0.00149817j -0.00338327+0.00113857j -0.00175831-0.000323821j 0.00263551+0.00479116j 0.00128457-0.000273621j 0.00597414+0.00324629j 0.000929293+0.00274308j -0.00406796+0.0037422j 0.000943295+0.00109392j 0.00411255-0.00322086j -0.00549861-0.0094548j -0.00335929-0.00100034j -0.00110263-0.0030573j 
0.00419549+0.00422659j -0.00152659-0.00839236j -0.00271476-0.00453567j -0.000215936-0.00365884j 0.00182374+0.00106829j -0.00265657-0.00178551j -0.000821021-0.00275587j 0.00389412-0.000349611j -0.000709287+0.00175762j -0.000418064+0.00217541j -0.0023691-0.00298051j -0.00319779-0.00520212j -0.00158863+0.000486004j 0.00128717-5.11189e-05j -0.00179624-0.000636843j -0.00175831+0.00232304j 0.00222389-0.00366387j 0.0022111+0.00355717j 0.000862136-0.00128382j -0.000791083-0.00259102j -0.00268505-0.002461j 0.00657204-0.00416518j 0.000636472-0.00468167j -0.000970572+0.00506671j 0.00227099-0.000577938j -0.00338901+0.000523433j -0.00151754+0.00110091j 0.00208864-0.00199169j -0.00219933+0.00143218j 0.00249453-0.000202484j 0.00216944-0.00108933j -0.00145867+0.000106228j -0.00322889-0.00165651j 0.00192448+0.00261299j -0.000252089-0.00272585j -0.00357512+0.00615661j 0.0037672-0.00437223j -0.000130466+0.0030916j -0.00224678-0.000496201j -0.00155851+0.00788025j -0.00200595-0.0006163j -0.00183619+0.00395805j 0.00123376-0.00510397j 0.00064712+0.00400573j 0.000432003-0.000349071j -0.00345621+0.00224614j -9.88637e-05+0.00422387j -0.000374085-3.43189e-05j -0.00296722+0.00231199j 0.00259678-0.00229534j 0.000161377-0.000862635j 0.00138485+0.00131321j 0.00397235-0.00218535j -0.00417264-0.00580875j 0.0126698-0.00268341j -0.000906451+0.00959275j 
0.00234125+0.00543295j 0.00302379-0.000802343j 0.00146375+0.00576263j -0.00560352-0.00153606j 0.00246472-0.00383039j -0.00359314-0.00866807j 0.00052498+0.000625735j -0.000566292-0.00441595j -0.000763384+0.00368883j -0.00619297+0.0029401j -0.00159859+0.00350822j -0.000797725+0.00145594j -0.000273389+0.000474826j 0.00472459+0.000687903j -0.00284365+0.000308197j -0.00467008-0.00815894j 0.00851788-0.00670097j 0.00055232+0.00135184j 0.000986082-0.00935914j -0.00260323-0.0011773j -0.0010532-0.00446998j 0.0060522-0.0129862j 0.00274078+0.000653047j -0.00671097-0.00563018j -0.00287064-0.00446382j -0.00129622+0.00134163j -0.00230049-0.00229533j -5.11853e-05+0.00529893j -4.58074e-05+0.00543024j 0.00181756+0.00428446j -0.00129494+0.00117976j 0.00161002+0.00239967j -0.000761474-0.00272139j -0.00203214+0.00278157j 0.000110597-0.000552453j -0.00147937+0.000692654j 0.00390372-0.00030572j 0.00593488+0.00138417j 0.00211905+0.00502315j 0.00288533+0.000675129j 0.00248845+0.000878565j 0.00316237-0.000178757j -0.00163659-0.00164874j 0.000790105+0.00377977j 0.00113958+0.00379128j -0.00206132+0.00146243j 0.00434684+0.00132447j 0.000548482+0.00101755j 0.00572719+0.00177516j 0.00276082-0.000397894j 0.000971372+0.000825761j 0.00511969-0.00293201j -0.00353092-0.00796477j -0.0123545+0.00300016j -0.000374092+0.00280039j -0.00384123+0.00054983j 
0.000785316+0.00357142j -0.00182177+0.00546706j 0.000793388+0.00560792j -0.00078905-0.0036133j 0.00155371-0.000868222j -0.00345146-0.00375173j -0.00280276+0.00243482j -0.00344012-7.69617e-05j 0.00102821+0.00103225j 0.00402979-0.00154377j 0.000210737-0.00255522j 0.00204404+0.00509779j -0.00104634-0.0010427j 0.000267357+0.00382194j 0.00515756-0.00579033j -0.000324561-0.00691882j -0.000415212+0.00518581j 0.00204122-0.0041042j -0.00193133+0.00458322j -0.00328847-0.000982632j -0.0015499-0.0037765j 0.000339682-0.000699131j 0.00508573+0.00449751j -0.00217494-0.00262556j -0.00221226-0.00175332j -0.00298286+0.0055389j -0.000242889-0.000471174j -0.00202425-0.00226051j 0.00371707+0.000589454j -0.000225233-0.00112349j -0.00146648-0.00598427j 0.0022655+0.00442865j 0.00348333-0.000764898j -0.0062379+0.00112379j 0.00388023-0.000444107j 0.00335612-0.00139765j -0.00402126-0.00521214j 0.00656486+0.00224771j 0.000207132-0.0027789j 0.00257736-0.00183436j 0.00416777+0.000526584j 0.0048275+0.00231808j -0.00131037-0.000150313j -0.000323743-0.00316285j -0.00239355+0.000850196j 0.00470388+0.00176116j 0.00695793-0.00353461j -0.000346964+0.000133119j 0.00018532-0.00438774j -0.000815013-0.00336817j 0.00523709+0.00243706j 0.00330419+0.0033386j -0.000544898-0.0038035j -0.00950516+0.00209534j -0.00622858-0.00348728j -2.3508e-05-0.0012699j 
0.00217977-0.00203264j -0.000745113+0.00488577j -0.000270077+0.000216566j -0.00470806-0.00226364j 0.001364+0.000715681j 0.00115161+0.00607555j 5.26594e-05+0.00248125j 0.00326487+0.00318657j -0.00033686-0.00166152j -0.00120753-0.00689983j -0.00714619-0.00221883j 0.000613073-0.00219301j -0.00321177+0.000905422j 0.00315401+0.000672175j -0.00843064-0.0100413j 0.000298585+0.00113621j 0.00646008+0.0062984j -5.50344e-05-0.00443987j 0.0116744+0.00678318j -0.00103309+0.000340037j -0.00270246+0.0032162j 0.00690052+0.00121603j 0.000395342-0.00573378j 0.00601147+0.00299532j 0.00232918+0.00112794j 0.0051699+0.00609015j 0.00163863+0.00234382j -0.00692305-0.00236357j -0.00258417-0.00387724j -0.00285214-0.00174773j -0.00690859-0.00325837j 0.00188604-0.00137457j -0.000605209-0.0014941j 0.000692335+0.00468638j -0.00291617-0.00446302j 0.000434778+0.000287685j -0.00784062-0.000235945j 0.000643843-0.00260782j -0.00863609+0.00035664j -0.00093535+0.0012207j -0.00302057-0.00154136j 0.00377073-0.000656004j -0.000419068-0.00274543j -0.00424169-0.000418678j -0.00283953+0.00213676j 0.0025765-0.00208835j -0.0039409-0.00339898j -0.00201468+0.00104912j -0.00771517+0.00410276j -0.00554844-0.000125645j 0.000831062-0.00537986j 0.00488348-0.00017385j 0.00137407-0.00134j 0.000670564+0.00373267j -0.00266294-0.00395041j 0.00439142+0.00179011j 
0.00112483-0.00377063j -0.00138425+0.0016442j 0.000934346-0.000848972j -0.00178112+0.00470175j -0.00160365-0.00173914j 0.00122404+0.00220639j 0.0025381-0.000403445j -0.00156532-0.00189303j 0.000771489-0.00017953j -0.00164714+0.000788771j -0.00155176+0.00486294j -0.00513368+0.00188647j -0.0023494+0.00349036j -0.00105066-0.00459501j -0.00133203+0.00542068j -0.00312312+0.00187431j -0.00456554-0.0025942j 0.000956487-0.00302911j -0.000472534-0.00536774j 0.000253819+0.000431381j 0.00073005+0.00118286j -0.00480888-0.00764683j -0.00451187-0.00129995j 7.74953e-06+0.000837345j 0.000379662+0.000632684j 0.0044018-0.00215058j 0.000610194+0.00309238j 0.000104555+0.00221259j 0.00129794-0.00123792j -0.000471011-0.000331776j 0.000796365+0.000339318j 0.000374763-0.00172439j -0.00344899+0.00172103j 0.00355975+0.00173678j -0.00317065+0.00127832j 0.0017174+0.00316139j -0.00101949-5.97261e-05j -0.00108813+0.000118725j 0.0011327+0.00197585j 0.00244848+0.000595104j -0.00160891+0.00185973j 0.00173049-0.00280333j -0.00259663-0.00261617j 0.00252473-0.00121442j 0.00320504+0.0022575j 7.3325e-05+0.00232312j 0.000649129+0.0020889j -0.000263428+0.00152204j 0.00155484+0.00168813j -0.00242054+0.00227549j -0.00327007-0.001231j -0.000742762-0.00383779j -0.00317902-0.000854519j 0.00169743+0.00413098j 0.000377499-0.00317553j 0.00408101+0.00223037j 
0.00139973+0.00102009j 0.000682833-0.000323919j 0.00133913+0.000892026j -0.000861167+0.000383944j -0.00262488-0.00156303j 0.00176025+0.00189692j 0.0061061+0.00085914j -0.00313725-0.00190898j 0.00065955+3.5684e-05j -0.00251513-0.000862855j -0.00245556-0.000126121j -0.00564036-0.0013582j -0.00435826-0.00111959j -0.000957946-0.000800401j 0.00146271-6.2118e-05j -0.00540167-0.00286894j -0.00565592+0.00063821j 0.00203643+0.000312149j 0.00127212-0.00169243j 0.00229147-0.000510248j 0.00305698-0.00231107j -9.26672e-05-0.00246544j -0.00124403+0.00065557j -0.00429996-0.000880437j -0.00110188+0.000539737j 0.00569223-0.000966741j -0.00262782+0.00204898j -0.00139976+0.000659192j 0.00299518-0.00165803j -0.000872978+0.00199485j 0.00276282-3.49954e-05j 0.00283057-0.00163127j -0.00210237+0.000653974j -0.00143107+0.00148647j -0.00224145+0.0011934j -0.00149017+0.000434131j 0.00147104-0.000160413j -0.0012492+0.000799939j 0.00116958-0.000974558j 0.00120332-0.0004736j -0.00141647+0.000123423j 0.00428182-0.00215178j 0.00226868-0.00235078j 0.00326815-0.00293284j 0.000215322+0.0017845j -0.00185783+0.00176397j 7.01405e-05+0.00318962j -0.0012739-0.000792443j 0.00169796-0.00212051j -0.00440968+0.00202494j -0.0020028-0.00243479j 0.00146555-0.00201863j -0.00110713-0.00033238j -0.00123249+0.00104808j -0.00025309+0.000926907j -0.00128442+0.000300873j 
-0.00107702+0.00529937j 0.00215134-0.00194138j -0.000733557+0.00242329j 0.000842363-0.00603689j -0.000790078+0.00294382j 0.00183006-0.000859824j 0.00493085-0.00145477j -0.00204808+0.00183308j 1.5141e-05-0.000661092j -0.00101296-0.00111037j 0.000182095-0.0074271j -0.00178172+0.000819178j -0.0031286-0.00312158j -0.001284+0.00631758j 0.002752-0.0105345j -0.00429538-0.00238685j -0.000825472+0.0124014j 0.00125132+0.00313225j 0.00199789+0.00646063j 0.00198873-0.00501717j 0.00176533-0.00610042j 0.00611372+0.010486j 0.00359187+0.00464938j -0.00451651+0.00112559j -2.18894e-05+0.00107984j 0.000124412-0.00197639j -0.00176274+0.000859537j -0.00173478-0.00325359j -0.000348867-0.00376135j 0.00131471+0.00324595j 0.00197216-0.00353496j 0.000837256-0.00132668j 0.00236927+0.00121804j -0.00580341-0.000625318j 0.00176548+0.00216154j -0.003585-0.00257421j 0.00180497-0.00242972j 6.68635e-05+0.00262368j -0.00282872-0.00590287j -0.00375987-0.00271595j 0.000113251-0.000192052j 0.00146426-0.000572385j 0.0047951-0.00131033j -0.00183464-0.00572132j -0.00331868-0.00183998j -0.000149624+0.00101935j 0.00134018+0.00160282j -0.00336331-0.00154462j -0.00356351-0.00571506j -0.000725544+0.00219995j 0.00112452-4.21325e-05j 0.00114268+0.00367993j 0.00389988+0.00128809j -0.00244593-0.00478711j 0.000101106+0.00314977j -0.00423828-0.0022434j 
0.000958097+0.000260161j 0.000246858-0.000113746j 0.000321508+0.00102366j -0.000821445+0.000935543j -0.000668853+0.00230655j 0.00446055-0.00287486j 0.00250833-0.00580508j -0.00199677+0.00129607j -0.000369706-0.000725027j -0.00248477+0.00187491j -0.00327183+0.00216323j -0.00384874+0.00715014j -0.00219286+0.00500334j -0.000816893+0.00208636j -0.00268242-0.0019001j -0.00302578+0.00323321j 0.00214191+0.00778782j 0.00129345-0.00228591j 0.00210244-0.003705j -0.00143609-0.00422116j -0.000348965-0.00506347j 0.00138464-0.00227208j -0.000749779+0.00364601j 0.000142165+0.00143789j 0.0015526-0.000156115j 0.00142619-0.00699695j 0.00245947+0.00339886j -0.00162587+0.00251733j -0.00286806-0.00273439j 0.00215499+0.00268534j -3.94933e-06-0.00291665j -0.00177028-0.00333827j 0.000677189+0.00289638j 0.000589171+0.00140733j 2.6322e-05+0.00430515j 0.000610611+0.00202664j -0.00121305-0.00120748j 0.000985478+0.00373871j -0.00230503+0.000469695j -0.000274424+0.000179713j -0.000402953+0.00311861j -0.000453243-0.00462144j -0.00271132-0.00469761j -0.00318066-0.00466448j 0.000784982+0.00118715j 0.00153519+0.00266708j 0.00424384+0.00340638j -0.00155272+0.00206889j -0.00171751-1.82235e-05j 0.000176805+0.00656103j -0.0045976+0.000689067j -0.000263379-0.00161473j 0.000823245-0.000754807j -0.000820049-0.00126882j -0.000896195-0.000999256j 0.000624997-0.000316097j 
-0.000225286+0.00180709j 0.00113348+0.00186963j -0.000488786+0.00108912j -0.00131857-0.00244812j 0.000289401-0.00395531j 0.000693044+0.00292233j 0.00285165+0.00686463j 0.0010507-0.00298358j -0.000257627+0.000980556j -0.0014919-0.0042664j -0.0017297-0.00127526j -0.0033321-0.00743554j -0.00387163-0.00531811j 0.000682485-0.000755034j 6.74399e-05+0.00371962j 0.000404306-0.00712968j -0.00385217-0.00453117j -0.000838343-0.000249672j 0.00480357+0.000241627j 0.00356305+0.00239783j 0.00458009+0.00199223j 0.00405515-0.000608459j -0.00147612-0.0010964j -0.00132641-0.0059433j -0.0013248-0.00103365j 0.00524585+0.00454367j -0.00388161-0.00173736j -0.00317123-0.000609543j 0.00409857+0.00184572j -0.00518911-0.000893812j 0.000395736+0.00293902j 0.00324417+0.00191174j -0.00148394-0.00223518j -0.00238533+0.000261444j -0.00232816-0.00127117j -0.00200455-0.00169625j 0.000567087+0.00231795j -0.00257373-0.000339014j 0.00119421+0.0012178j 0.00193922+0.00110146j -0.0010274-0.000640086j 0.00553623+0.00245988j 0.00408891+0.000518628j 0.00459118+0.00169133j -0.00217005+0.00216129j -0.00299184-0.00110187j -0.00414082+0.0017188j -0.000931717-0.00217394j 0.00184461+0.00068056j -0.00524314-0.00269978j 0.00221301-0.00262854j 0.00315639+0.000816765j 0.00140663-0.00152423j -0.00192675-0.0015231j -0.00217632+0.000436444j -0.000827066-0.00105002j 
-0.000309267-0.00120286j -0.00193951-0.000989813j 0.00102303+0.00219695j 0.0030331+0.00400114j -0.0012546+0.00326089j -0.00201292+0.00120426j -0.000601306+0.00322111j -0.00328531-0.00529541j 0.00273833+0.000278838j 0.00442059+0.0033562j 0.0027085-0.00379857j 0.00120971+0.000234575j 0.00417952-0.000594849j -0.00436183-0.00226029j 0.00159082-0.00949936j -0.0049912-0.00617232j -0.00848396-0.000788519j 0.00629451+0.00571039j -0.00688549+0.00165859j -0.00254664-0.000380457j 0.00219835+0.00142827j -0.00778947+0.00104674j -0.00235675+0.00168915j -0.0016801+0.000338025j -0.000894509+0.00119896j 0.00199867+0.0049469j -0.000765999-0.000528901j 0.00340512-0.00248252j 0.00192328-0.000720696j 0.00696796+0.00249061j 0.00345967-0.0013079j 0.0037642+0.00182819j -0.000710216+0.001761j -0.00329466-0.0037441j -0.00288056-0.00115815j 0.00259848+0.000195798j 8.48419e-05-0.00415936j 0.000905231-0.000629594j 0.00343593-0.00347804j -0.00136792-0.00312397j -0.000182407-0.000407438j 0.000914205+0.00299766j 0.00233543+0.0027034j 0.00562175-0.0016029j -0.000702047-0.00260493j 0.000832616+4.30316e-05j 0.00256158+0.000713845j 0.00292659-0.000702928j 0.00672764-0.00261217j 0.000135103-0.00251131j -0.000358485+0.00122598j -0.00190954-0.000348388j -0.00374327+0.00121164j 0.000149102+0.00152982j 0.00109361-0.00128598j 0.000482261+0.00114815j 
