-0.0296084+0.020388j -0.00169034-0.0187166j -0.0324829+0.0145831j 0.00107596+6.06158e-05j 0.0514886+0.000638639j -0.0219838+0.0171103j 0.0544854+0.0453949j -0.00198403-0.0199249j 0.02446+0.0176231j -0.014188-0.00857457j -0.0520318-0.00141828j 0.0203014+0.045585j -0.00423571+0.00421614j 0.0559954-0.00923806j -0.0363112+0.0186863j -0.00941528+0.0175719j 0.0176858-0.0162026j 0.0476979+0.012864j 0.0284979+0.0491427j -0.01403-0.0302629j -0.0150199-0.00103733j 0.00841035+0.00637069j -0.0165147-0.0203688j -0.000755419+0.0188445j -0.00712257-0.040533j -0.00155364-0.00885078j 0.0144176+0.030877j -0.0180629-0.0618442j -0.0369765-0.059051j -0.00746426-0.0143986j 0.0163875+0.00782983j 0.000411271+0.00263432j 0.000722969+0.0245587j -0.00189432+3.55276e-05j 0.0201121-0.0100312j -0.0112576-0.00298918j -0.0195663-0.0226929j -0.0216135-0.00155034j -0.00328851-0.00385852j 0.00109088-0.0112042j -0.00148305-0.0121631j 0.00595742-0.0037003j -0.00102385-0.00129846j -0.00325966-0.00738984j 0.0107892+0.00125582j 0.00696927-0.00443676j -0.00249913+0.00066664j 0.00939023-0.00241197j 0.00399904-0.00756048j -0.00231552+0.00181221j -0.00256973-0.0116025j -0.000272771-0.00470452j 0.00139038-0.00901681j 0.00310828-0.0109149j 0.000132115-0.0123052j -0.00441464+0.00175945j -0.00443599-0.00450476j 0.0177899+0.00698574j 0.00763056+0.00230286j -0.000994075+0.0054621j 0.00337255+0.0105302j 0.000620449+0.00398875j 0.00762128+0.00236384j -0.00420214-0.00657898j 0.0033437-0.000623528j -0.00645186-0.00420569j -0.00423931-0.00478154j -0.00254747-0.00877963j -0.00351735-0.00450849j -0.0044084-0.00325762j -0.00244964-0.00117042j -0.00120612-0.00123565j 0.000784819-0.00225988j 0.00355833+0.0038028j 0.0036649+0.00379555j 0.00186403-0.00249474j 0.00798561-0.00427796j -0.00394952+0.00167788j -0.00953762-0.00268217j -0.00173326+0.00418004j 0.00797243+7.54481e-05j -0.0206705-0.00727915j 0.0125359+0.00811491j -0.00924566-0.00871091j 0.00503333+0.0115636j 0.010921+0.024146j 0.00914627-0.00401537j -0.00244316-0.00261653j 0.00631787+0.00275836j 0.0172697+0.0143661j -0.0255184-0.0323451j 0.0191085-0.00670133j 0.0109646+0.00991368j 0.00441319-0.0127747j -0.00991246-0.0183172j 
0.0449002+0.0409601j -0.00041878+0.0149524j 0.151438-0.0420247j -0.0261992+0.0248458j -0.0170364+0.0165139j -0.000570543+0.0981224j 0.0218561+0.0504649j 0.0385528-0.0672901j 0.0307489-0.188812j -0.0813212-0.0017013j 0.00531491-0.124423j 0.116394+0.0183496j -0.0211311+0.0546228j -0.0101589-0.0653763j 0.0618834+0.0071075j 0.0850182-7.31512e-06j 0.0286921+0.0328567j 0.0710053-0.108178j 0.0562976-0.00437353j -0.034395+0.05507j 0.0234697+0.00644731j -0.00853166-0.00100658j -0.0103712+0.0118473j 0.0104095-0.0152891j -0.0098767+0.0109881j -0.00422564-0.000433322j 0.0462475-0.0780717j -0.0966035+0.120132j -0.0400914+0.0819975j -0.0110521+0.0117217j 0.000318647-0.0225712j -0.00738875+0.0178375j 0.0315949+0.0203044j -0.013331+0.0251318j -0.0206102-0.00492039j 0.00701637+0.0132095j 0.00197977+0.0234486j -0.0234365+0.00886873j -0.00766392-0.00634024j -0.000467284-0.000316622j -0.00597473-0.00251383j 0.000628364-0.0100214j -0.00365336+0.00079743j 0.00213474-0.00320854j -0.0011906-0.0152727j -0.00268565+0.0150733j 0.00477744-0.00887408j -0.00324618+0.018056j -0.0205996-0.000534874j 0.00700111+0.00863845j -0.00109734+0.00651261j 0.00632849+0.0105107j -0.000420236-0.00831479j 0.00901148-0.000932726j 0.00684092+0.00412867j 0.00771217-0.00369588j -0.0129103+0.000321269j -0.0126749-0.00636351j 0.00242758-0.00469813j -0.00470955+5.29457e-05j 0.00362163+0.00487695j 0.0030374-0.00117728j 0.0041749-0.0159986j -0.00242208+0.0208504j -0.000617148+0.00481676j -0.00604391-0.00749397j -0.00308019-0.00191541j -0.00222723-0.0153616j -0.000499553+0.00935797j -0.010662+0.00576205j 0.00139721-0.00409699j -0.0108143+0.00203123j -0.00406946-0.00344871j 0.00118747+0.0109314j -0.00223848-0.00504738j 0.00285047+0.0110867j -0.00540903-0.0115945j 0.00748082-0.00972799j -0.00457044-0.00153503j 0.0090116+0.0117542j 0.00723681-0.00146305j 0.00354892-0.00621689j 0.00603268-0.00343343j -0.0023431-0.00511838j 0.00319466-0.00727979j -0.000188813+0.00771803j 0.00257064+0.00260417j -0.0014599-0.000821699j -0.000263793+0.00221425j 0.00034339-0.0057138j -0.00112765+0.0194222j -0.0121981+0.0090522j -0.00108165+0.00418257j 0.00726888-0.00840544j -0.00466984+0.0137488j 
0.00771571-0.00407782j 0.0215682-0.0624908j 0.00677427-0.0483315j 0.00945003-0.10475j -0.0370473+0.0550606j -0.0619021+0.00924386j -0.105944-0.0187924j 0.0768291-0.143707j 0.0386277-0.0964204j 0.113425-0.0960444j 0.222461-0.00893755j 0.0847888+0.0795675j -0.0071375-0.168515j -0.0347104+0.0762248j 0.0215487+0.114666j -0.00751988+0.0428864j 0.000146365-0.03829j 0.00668351-0.0350881j -0.0488136-0.0717247j -0.00223834+0.0714167j 0.0217434+0.0291979j -0.00393839-0.0353823j -0.00671728+0.0155557j 0.00399623+0.0140633j -0.0252709+0.01308j -0.020255-0.00666742j 0.00678065+0.00351371j 0.00729222-0.00320267j -0.0242153+0.0131833j -0.0154388-0.000362766j 0.0125971-0.0217204j -0.00317179+0.00633588j 0.0127761+0.0111325j 0.0104815+0.0130824j -0.0190409-0.0140162j 0.00235326+0.0204999j -0.00559412+0.0213805j -0.0100031+0.00167233j 0.00901527+0.00598702j 0.00117023-0.0055426j -0.00338221-0.00177826j 0.0061954+0.00532232j -0.00878632-0.0184611j -0.00105026+0.00682826j 0.0168657+0.00693353j 0.000189937+0.010503j -0.0198243-0.0133445j -0.00847157-0.0193179j -0.00366061-0.0137646j -0.00825953+0.00239893j -0.00645139+0.000504954j -0.0123339-0.0122525j -0.00505504+0.0091517j 0.0206829-0.00404874j 0.00405959+0.00574138j 0.00628452+0.00104204j -0.0105352+9.75359e-05j -0.00160649-0.004594j -0.00352583-0.00536578j 0.00230855-0.000139848j 0.00183482+0.00102036j -0.00546882+0.0107535j 0.00353292-0.00544606j -0.00747835-0.000964066j 0.0211527+0.0311398j -0.0167556+7.29228e-07j -0.00524264+0.000758371j 0.0080851+0.007521j 0.000963461-0.0170792j 0.00145783+0.0130679j -0.00124253+0.0103155j 0.00423268-0.000660032j 0.00307338-0.00910725j -0.00382135+0.00152497j 0.00010062+0.0032579j -0.0107422+0.0114672j 0.00986303+0.00131115j 0.0087304+0.00474545j 0.00638921+0.00392077j -0.00558031-0.00885235j 0.00248291+0.00621748j 0.00828001+0.00613502j 0.00173195+0.00581477j 0.00215917+0.00115742j -0.000908237+0.00725881j -0.00933301-0.00886771j -0.00517636-0.00185714j -0.00161339-0.00571769j -0.00152348+0.000729674j 0.00462571+0.00663321j -0.00311218+0.0132153j 0.000501105-0.00175746j -0.00661866-0.00299202j 0.000691039-0.00690764j -0.00263886+0.00783161j 
0.0611576+0.0488317j -0.00620438-0.00869488j 0.161742+0.00383164j 0.0227813+0.00783718j -0.0123877+0.00956803j 0.0243326-0.0227536j 0.0690993+0.114826j -0.101928-0.0109204j -0.117061-0.0788552j 0.0670245-0.0709451j -0.118259-0.0653447j -0.0999211+0.00563972j 0.0415734-0.00828629j 0.0478856+0.0806216j -0.0788943+0.0308698j 0.0400228+0.0479549j -0.00897254+0.156886j 0.0191156+0.0376918j -0.0579594+0.000303314j -0.052283-0.0276413j -0.028347+0.0170171j -0.00256036-0.0166553j 0.0130771-0.0273847j -0.0130835-0.0137594j 0.109995-0.0419221j 0.0462939-0.00908518j -0.0110819+0.0315686j -0.0144513-0.00152937j 0.0664096-0.0168512j 0.00893838-0.00682718j -0.0306557+0.0115416j -0.0362948+0.0122903j -0.03283+0.0183704j 0.00416483+0.0162767j 0.0169866-0.000953319j 0.0456642-0.0112845j 0.0219633-0.0120904j 0.0385192-0.0120192j -0.00856187+0.00124599j -0.00503258-0.00149164j 0.00699207-0.0110695j 0.00592212-0.0153233j 0.000672569-0.00547873j 0.0166773+0.00141912j 0.00331798+0.000935726j -0.00218556-0.0145097j 0.00486123-0.00825986j -0.0046552+0.0103401j 0.0173073-0.00596026j -0.00592262+0.0093262j 0.011345-0.00231263j 0.00957797+0.000388746j 0.0107431-0.0192417j -0.00662056+0.00731979j 0.00733416+0.00310196j -0.0189459+0.00026564j 0.0218568-0.00141864j -0.0174165+0.0090192j 0.00728892-0.00722097j 0.000210026+0.00414038j 0.0111903-0.00418211j 0.00131138-0.00722625j -0.0181309-0.0146817j 0.0148049+0.00128555j -0.00157655+0.00654284j -1.54872e-05-0.00896241j -0.000839875+0.0125967j -0.0135209+0.0213981j -0.00473927+0.0201556j 0.00453814-0.00400073j 0.00133345+0.00581037j -0.00470335+0.00158452j 0.00608969-0.000661239j -0.00341712+0.00131456j 0.00803223-0.00938726j -0.00392086+0.00574666j -0.00694719-0.00777229j -0.0014444+0.00628036j -0.000153176+0.000512487j 0.00376191+0.0106061j 0.00680639-0.00615918j -0.00537678+0.0131268j 0.0067361-0.0075537j -0.00773337-0.000131776j 0.000710112-0.00453982j 0.00394984+0.00116805j 0.00547479-0.0017994j -0.00604009-0.00429402j 0.00044092+0.00395923j 0.000705084-0.00151331j 0.00849771+0.00923055j 0.000206113+0.00362747j 0.0117623-0.00187152j -0.01267+0.000875214j 0.00807271+0.0031381j 
0.0627622-0.0550243j -0.0552769-0.0390122j 0.0680781-0.0623388j 0.0307541-0.0475464j -0.020951+0.015582j -0.0656018+0.0610598j 0.161137+0.0603355j -0.0450509-0.00361995j 0.0306265+0.120857j -0.241223+0.0561004j -0.00255043-0.0171444j 0.00797413+0.0120441j -0.0477781+0.0559269j 0.00613367-0.00807127j 0.0416297+0.037028j -0.0268177-0.0620582j 0.127802-0.0419703j 0.00995007-0.0818581j -0.015561+0.0296244j -0.0160763-0.00369969j 0.0326228-0.0544382j -0.0163423-0.0166773j -0.0670586+0.0180563j -0.0213075-0.0198721j -0.11871+0.0162315j -0.037923+0.0109793j -0.0396917-0.0520782j 0.124715+0.075123j -0.00421344+0.0245046j -0.0222002-0.00387846j -0.0245477-0.0048055j 0.0453831-0.0112228j 0.0409706-0.015981j 0.00348508-0.0226848j -0.0525829+0.000152303j -0.0098206-0.00720311j -0.00649896+0.0125422j -0.0323324+0.00704316j 0.00880595-0.000957455j -0.00829799+0.000122242j -0.0147639+0.00676138j -0.00746115+0.00756591j 0.00109385-0.00154822j -0.0251814+0.00326476j -0.00905739-0.00576224j -0.00771556+0.0155824j -0.0158872+0.0027344j 0.0173032+0.000981376j 0.00165835+0.00449016j -0.00193992-0.00848716j -0.00926091-0.000905417j 0.00270786+0.0115783j -0.010999-0.00220239j 0.0266438-0.0025209j -0.00458344+0.00584823j 0.00993352+0.00342994j -0.0315602+0.00016852j 0.00564579+0.000742489j -0.00699697-0.00651628j 0.016338-0.00646956j -0.00513389+0.00246248j -0.00130284-0.00206543j 0.0103304+0.000911378j -0.0181651+0.00724478j -0.0106705+0.0017558j 0.0178064-0.00353172j 0.00730983-0.00606044j 0.00939813-0.00365487j -0.0174566-0.00300819j 0.00737288+0.00276429j 0.010559-0.00115539j 0.00189411-0.000558628j 0.0086819-0.0037528j -0.00263422-0.000577645j -0.0164261+0.00938093j -0.000256102-0.000619645j 0.00867268+0.00568118j 0.017994+0.00394458j 5.1738e-05+0.00862691j 0.00966734-0.0158247j -0.00333106+0.00673907j 0.0147612-0.00706732j -0.00447578+0.00190199j 0.00263316-0.00125896j 0.000322977+0.0037541j -0.00681668-0.010079j -0.0082931+0.00399352j -0.00217842-0.00266499j -0.00146135+6.44231e-05j 0.010993+0.00146135j 0.00177186+0.00032217j -0.00428481-0.00931381j -0.0123426-0.00248988j -0.00062813-0.000310871j -0.0063845+0.00284898j 
0.0285876+0.0192379j 0.0012751+0.00198634j 0.103085-0.106399j -0.0592678-0.0442944j 0.0692957-0.0247107j 0.0504734+0.0976845j 0.0123455-0.0512163j -0.0585735+0.0187583j -0.0581361-0.0344424j 0.144289+0.0113856j -0.0648981+0.0235546j 0.0769207-0.0352366j 0.000659441-0.0317987j 0.0400662-0.0389447j -0.0506155+0.0113326j -0.0351121-0.0158077j -0.134119-0.0158284j 0.00713096-0.0881148j -0.021751+0.0277816j -0.000346547+0.0555886j -0.0204934+0.00333532j -0.0151442-0.0150271j 0.0328402+0.00808844j 0.00473432+0.0183944j 0.0682351-0.0805922j 0.0490142-0.0469486j -0.0143207-0.0304477j 0.00444158+0.0996042j 0.0280938+0.0141824j 0.0209718-0.00683014j -0.000195881+0.00919042j -0.0183086+0.0334031j -0.0461406+0.00608268j 0.0203989+0.017431j 0.0159558-0.0256598j 0.0367831-0.0236296j 0.0172162-0.00512962j 0.0185435-0.0206243j -0.00759645+0.00559476j -0.00212058-0.00679715j 0.000747321+0.00185017j 0.039375-0.0168728j 0.0117974-0.0213743j 0.00457779+0.0115897j -0.0245636-0.00127478j -0.00915781+0.00412952j 0.00786739-0.000205323j -0.0231334+0.0147926j -0.00345645-0.00249682j -0.00799017+0.0114109j 0.00846173-0.00776127j 0.00628082-0.00580742j 0.0120464-0.00530795j -0.0272007+0.00953728j 0.00214977+0.00235472j -0.00254516+0.0126988j 0.0178298-0.0158358j -0.00417354+0.0151882j 0.00131096-0.0128932j 0.00664563+0.00988989j 0.00473531-0.00738551j 0.000275454-0.00717129j -0.00211979-0.00356007j 0.000697782-0.00927097j 0.00258537+0.00036551j -0.00256782-0.0055615j -0.00246782+0.00943985j -0.0118456+0.0137845j -0.0104411+0.0112743j -0.000796456-0.000866768j 0.00417499+0.00394131j -0.00982518-0.000195009j -0.0114182-0.00146824j 0.00891229+0.00119111j 0.0123398-0.000114867j 0.00627458+0.00334672j -0.0045091-0.00134115j -0.00227544-0.00185321j 0.00356935-0.00262843j -0.00844326-0.00177804j 0.0123992-0.00963476j 0.00321919+0.0073631j -0.000155495-0.00973542j 0.00505046+0.00516788j 0.0102819-0.00392171j 0.00154064-0.00448943j 0.00032103-0.00390008j 1.28357e-05-0.00271517j -0.00145945-0.00121653j 0.00892834+0.00318629j 0.00884101+0.00422854j 0.00312049-0.00902681j 0.00745617-0.0174308j -0.0103649+0.011452j 0.0002701+0.0042712j 
-0.00870022-0.0811722j 0.00609007-0.00485627j 0.025996-0.150603j 0.00440488-0.125951j 0.0877033+0.0209129j 0.0597442-0.00986308j 0.0526577+0.0600611j 0.000863079+0.0634164j 0.0434941+0.035704j -0.00736758-0.0680494j -0.0209471-0.0488479j 0.080887+0.0262635j -0.087666-0.0018971j 0.0939142-0.00234307j -0.028056-0.00941707j 0.0265757+0.00861627j -0.000429688+0.0219964j -0.0593458+0.0407166j 0.0165047+0.0713147j 0.00739154-0.0298287j 0.0021121-0.0181731j -0.0066206+0.0182295j -0.00369743-0.0110156j 0.0140705+0.0216842j -0.048492-0.0402756j -0.0222096-0.00821198j 0.0204766+0.0067128j 0.0158926-0.00590737j -0.00325507-0.0242942j -0.00638414-0.0142921j 0.021247+0.000577903j 0.0113188+0.00367632j 0.00569495+0.00564774j 0.00357057-0.0237285j -0.00160589-0.00977196j -0.0154479-0.0216816j 0.0192421-0.0181038j -0.0193579-0.0227288j -0.00446731-0.0037414j 0.00821776+0.0183569j 0.000399322+0.00963653j 0.0216732+0.00368764j 0.0117255-0.0162009j -0.0190956+0.000339129j 0.000465037-0.00691224j 0.026142+0.0114553j -0.00360667+0.014001j -0.0110199+0.00898876j 0.00784461-0.0042303j -0.01141+0.0141118j -0.00871272+0.00419535j 0.0239941-0.00553013j -2.26276e-06+0.00775655j 0.0018952-0.0030336j 0.0126048-0.00267613j 0.000521431+0.00393504j -0.000915917+0.00122001j 0.0111253+0.0114179j -0.0161111-0.010235j 0.00241027+0.00758241j -0.00324417-0.00987273j -0.00317412-0.00667961j 0.00846866+0.0167611j -0.00292947-0.00863439j 0.0106071-0.00469583j -0.00898993-0.011706j -0.000841698-0.00169607j -0.00507134-0.00669137j 0.00783682-0.000351588j -0.000737483-0.00901316j 0.0277009-0.00914944j -0.000942588+0.00152704j -0.00583448+0.00335192j 0.000518487+0.00579082j 0.00654724+0.0133017j 0.0081984+0.00110891j 0.00155175-0.00171759j 0.00556164-0.00816154j -0.0109317-0.00446787j -0.00454248-0.00996693j -0.00331234+0.00678856j 0.00766897-0.0077696j -0.00937583+0.0025951j 0.0119378+0.00501686j 0.00271199+0.00689273j 0.00493362+0.00280675j -0.00561431-0.00011875j -0.00191087+8.58467e-05j 0.000958371-0.000168367j 0.00602432-0.0105063j 0.00306728-0.023291j 0.0107511-0.027886j -0.00524587-0.00366893j 0.00107966+0.0265615j -0.00117033-0.0204349j 
-0.0792929-0.00270999j -0.0818031+0.0881293j -0.0482703-0.0320871j -0.121267+0.0116502j -0.0375192+0.0131692j -0.0896589+0.0121931j 0.0597078-0.152239j 0.0691978+0.113632j 0.151262-0.135019j -0.173942+0.0386627j 0.0896493-0.0858426j -0.020586-0.0124248j -0.00875805+0.00752881j -0.0477497+0.031508j -0.0950257-0.0213399j -0.067809+0.0343149j 0.0904311+0.0373173j -0.0278935-0.0131151j -0.104931-0.018914j -0.0550679+0.000338743j 0.0520529+0.00678886j -0.0351154+0.0141601j -0.0970588-0.00122533j 0.034659+0.00170811j -0.218739+0.00739373j -0.0982475+0.00138795j 0.0345746+0.0132495j 0.076608-0.0243571j -0.0958329-0.000609181j -0.0408589+0.00131779j 0.0361567+0.023141j 0.0625449-0.000487661j 0.101159-0.0121875j 0.00864797+0.0318015j -0.0692683+0.00641305j -0.0874897-0.018157j -0.0488798-0.0165287j -0.060722-0.0267857j 0.0122041+0.00341545j -0.0226415-0.00701861j 0.00134194-0.00039132j -0.0162975-0.00365502j -0.000408807+0.00138576j -0.0258385+0.00595159j -0.00255454-0.00574734j -0.00295708-0.0056488j -0.00839517-0.0058786j 0.00803464+0.00564051j -0.0178812-0.00106806j 0.0141481+0.000613244j -0.0295253-0.00233647j -0.00883083+0.000879151j -0.0105838-0.00984294j 0.0276992+7.6751e-05j -0.0196057+0.00388949j 0.0133949+0.0011479j -0.0391101-0.0112399j 0.0323397+0.0158288j -0.00928914-0.0105364j 0.0227063-0.016358j -0.00553585-0.00517584j -0.0118689+0.00429107j 0.0319279-0.0196343j -0.0398509+0.016498j -0.00277678+0.00720054j 0.00702805-0.00360768j -0.0104284+0.00827785j 0.00606954+0.00706222j -0.0015515+0.0118658j -0.00300597-0.00402952j 0.0147199-0.00152184j 0.0094844-0.00707047j 0.000284869-6.46054e-05j -0.00806258-3.5419e-05j -0.00757245+0.0038151j 0.0072668-0.00343016j 0.000542075+1.66061e-05j -0.00259386+0.00163245j -0.0106491-0.00863505j 0.00480612+0.00172473j -0.00741727+0.00272174j -0.017825-0.00268343j -0.00731786+0.00456576j 0.00108699-0.00166899j 0.000452686-0.00750536j -0.0117422-0.00347198j 0.00678113+0.00423842j -0.00223493-0.000798622j -0.00237944-0.00206074j 0.0232801-0.00219827j -0.0280538-0.00435587j -0.0151349-0.0252892j -0.00923164-0.0102396j -0.00487957+0.0122331j -0.0351975+0.0059519j 
-0.0751468+0.118567j 0.156643+0.0377163j -0.0732423+0.0337307j 0.0359747-0.0380608j 0.0865107-0.0501896j -0.00043982+0.0534284j -0.0735441-0.0155909j 0.195496+0.0202797j -0.0290899-0.21204j 0.0851091+0.0195176j -0.123168+0.056145j 0.0249055+0.00173662j 0.0392452+0.0152949j 0.0718046-0.0669441j -0.0377142+0.018011j -0.100551+0.00581073j 0.0133775+0.0400995j 0.0843527+0.0650317j -0.00154917+0.0892126j 0.0182988+0.0411874j 0.00224552+0.029306j 0.0370545+0.012426j 0.00236178-0.00562133j 0.0021064+0.00289421j -0.0175291-0.0524992j -0.00797339-0.0348907j -0.0449378+0.0124497j 0.0978345-0.00763844j 0.0266987-0.0156211j -0.00247875-0.00530654j 0.00871235+0.0266997j 0.0153+0.00545767j -0.0127534+0.0195377j 0.0365424+0.0334828j 0.0083214-0.000900466j -0.0437162-0.0074115j -0.0153768-0.0182402j -0.0274575-0.0369007j -0.00023976+0.00398786j 0.0203003+0.0218873j 0.00217288-0.00794697j 0.0272539-0.0155122j 0.00654009+0.00556479j -0.0173727+0.00330734j 0.00294433+0.0015025j -0.000417546+0.00423859j 0.000820377-0.00357587j -0.00663465+0.0129294j 0.00448158-0.00136083j -0.00646095+0.00644152j 0.0119935+0.00188805j -0.00105046-0.018301j 0.00681849-0.0125931j 0.0134439+0.0190056j -0.00428617+0.00506219j -0.00554546-0.000116087j 0.00542992-0.00403479j 0.0109803+0.0142541j -0.0122656-0.00551366j -0.010548+0.00906846j -0.0204691-0.0127706j -0.00949465-0.00761667j 0.00445812+0.00184832j -0.00250161-0.00334383j -0.0023531-0.00279826j -0.000462959+0.00416789j 0.00760046+0.00438676j 0.0130812-0.000623809j 0.00378293-0.00639099j 0.000608971+0.00203221j -0.00365754+0.00856888j -0.00442238-0.00290684j 0.0134895-0.00722102j 0.00298284+0.00255602j -0.00201118+0.00894632j -0.0107703+0.00423487j -0.000564769-0.00396474j 0.00905449+0.00179504j -0.00349928+0.00324732j 0.00710544+0.000370475j -0.00971011-0.00451578j -0.00587931+0.00874596j -0.00739523-0.00497394j 0.00214288+0.000674105j -0.0142495-0.00318624j 0.0076553+0.00497241j -0.0100527-0.0076263j 0.00672507+0.00149865j 0.00163075-0.000963461j -0.0139589-0.0216901j -0.0199127-0.00057374j 0.0107826-0.0227837j -0.00606079-0.0135344j 0.017519+0.0316748j -0.0105546+0.000813898j 
-0.10564-0.0268823j -0.0252948+0.0990737j 0.00429792+0.0787936j -0.0254216+0.00216571j 0.0850664+0.0975127j -0.129334-0.0186479j -0.0341018-0.0662949j -0.0238988+0.0905478j 0.119175-0.0123697j 0.00163916+0.0653072j -0.0676849-0.0958786j 0.0312+0.0532441j 0.0109194-0.000451861j 0.0457974+0.0690545j -0.00540124-0.0453802j 0.0189774-0.00852017j -0.0324399-0.0315804j 0.0493076+0.0360851j 0.0248032-0.0550677j -0.0195965-0.0373105j -0.0488563+0.0136094j 0.0346788+0.0168914j 0.0516497-0.00445504j -0.0337316+0.0116443j 0.238318-0.0232786j 0.110683-0.00151985j -0.034156+0.0181268j -0.120499-0.00287632j 0.0575274-0.0347878j 0.0388809-0.0097999j -0.0369942+0.0128142j -0.0761873+0.00632928j -0.0889225+0.00334485j -0.0652153+0.00181486j 0.0735184+5.36495e-05j 0.0632644-0.019954j 0.0256927-0.0250854j 0.0720528-0.00196159j -0.0142168-0.00921319j 0.0207754+0.00673862j 0.00474938-0.0155245j 0.0188997+0.0258992j 0.00374984+0.00465646j 0.0134054-0.0263499j 0.0280531-0.00234683j -0.00766012+0.00154921j 0.00160096-0.00461611j -0.0276982-0.0143843j 0.0131178-0.00143349j -0.00895531-0.00908325j 0.0365675-0.00541514j 0.00810748+0.010014j 0.0114506+0.00394832j -0.0138891-0.00336524j 0.0140618-0.00643991j -0.0208641-0.000998381j 0.0505445+0.0014776j -0.0380773+0.000728394j 0.0380844+0.00748166j -0.0178633+0.00269041j 0.0146228+0.000427675j 0.0166968-0.000140075j -0.0136694+0.00785893j 0.020955-0.00730997j 0.00563893+0.00441101j 0.000272417+0.0057258j 0.00410392-0.00628534j 0.00173855-0.0055918j 0.00202805-0.00480341j -0.00331238+0.00501246j -0.0158514+0.0111902j -0.00386523-0.00111593j 0.00710379-0.00511224j -0.00419821+0.00432976j 0.0127887-0.00535603j -0.0050062+0.00178048j -0.00173036-0.000865228j -0.0112938+0.00455609j 0.00513079-0.00480406j -0.0135219+0.00289066j 0.0128225-0.00787425j -0.012917+0.00867215j 0.0166667-0.00777547j -0.00302819+0.00667998j 0.00605656+0.00423978j 0.00367856+0.0156108j 0.00954772-0.0104432j -9.26821e-05+0.00261677j 0.00234017+0.00392198j -0.0121207+0.00896408j 0.00271618-0.0224248j 0.0109623+0.0268845j 0.0246966+0.00576322j -0.00810403-0.0114849j 0.00854807-0.0251023j 
0.0249095+0.0664741j 0.0773319+0.0982867j 0.0362556+0.0167197j 0.0334361+0.0785381j -0.00738804-0.00919843j 0.0240404+0.0494447j -0.0601124-0.0453528j 0.0742583+0.0563761j -0.0143717-0.059508j 0.00999123+0.0244611j -0.0158575-0.00935101j 7.45367e-05-0.015869j -0.000937401+0.0040376j 0.00256191-0.00190996j 0.0102818-0.00660883j 0.0323074-0.000419139j 0.0378124+0.00911043j -0.0630517+0.00421052j -0.0461009+0.0104481j -0.00892182+0.0182639j 0.0247632+0.0206619j -0.0064741+0.0015208j -0.0113532-0.00431873j -0.00465272+0.00089558j -0.0276772-0.0329326j -0.0125425-0.0133934j 0.0152116+0.0111107j -0.0269893+0.0175453j -0.019656+0.000807271j -0.00530517-0.00202966j 0.00139796-0.00038571j -0.0137683+0.00714363j -0.0172571+0.0167531j 0.0385759+0.0514491j 0.00778557-0.0121682j -0.0422409+0.0123872j -0.00936044+0.00967276j -0.0143065-0.0241125j -0.00138815+0.00425814j 0.00668687+0.0142462j -0.0126677-0.00406995j 0.0139557-0.0211084j 0.00302445+0.00532758j -0.0101727+0.00765558j 0.00283989-0.00239541j -0.00494788-0.00188186j 0.00115764-0.00601139j -0.00194283+0.00866637j -0.00346336-0.000915588j -0.0030616+0.0108873j -0.004144+0.00132119j -0.00661692-0.00999948j -0.00280102-0.0112898j -0.00229181+0.0091225j -0.00474793+0.00364435j -0.000999954+0.00854785j 0.00106192-0.00958862j 0.0152741+0.00126303j 0.00110381-0.00425501j -0.00222655+0.0122406j -0.00593391-0.0067291j -0.0052927-0.00730148j -0.00308103-0.00375813j -0.0082035+0.0107569j -0.00165606-0.000695822j 0.00158668-0.00257721j 0.000576243+0.0093615j 0.00284828-0.0016737j 0.000190125-0.004619j -0.00251777+0.00380184j 0.00744002+0.00479812j -0.00183779-0.00429609j -0.00321532-0.00709426j -0.000412513+0.00620376j 0.000837587+0.00288659j 0.00230025+0.00475695j 0.00303265-0.00676464j 0.00195011+0.00120502j -0.000514275+0.00251474j -0.000921703+0.00555025j 0.00136969-0.00359347j 0.00231892+0.0142264j -0.00394825-0.0118615j 0.000181295+0.00537031j -0.00346937-0.00683999j 0.000254404-0.00272879j 1.9027e-05-0.00548688j -0.00133905+0.000559074j 0.000295664-0.00127805j 0.00561584-0.00320888j 0.00348071+0.0111945j 0.00322335-0.00423451j -0.00179359-0.0143197j -0.00417057+0.0161854j 0.000122744+0.0108567j 
