0.0118401-0.0151835j 0.00433838+0.00318351j -0.00757754+0.00314522j -0.00759427-0.00783398j -0.00710419-0.0100461j -0.0165107+0.0100012j -0.00162526-0.00672999j 0.00696654-0.00521268j -0.0084983+5.12801e-05j 0.0158139+0.00370323j 0.00831759+0.00647314j 0.00695719+0.0475444j 0.00214435+0.00498201j -0.00098314+0.024325j -0.0337787+0.00972406j -0.0116362-0.0222055j 0.000622195-0.00368323j 0.00772651-0.00281954j -0.00850701+0.0124632j -0.0102091-0.00566003j -0.00313726-0.00398904j 0.000632245-0.00424983j 0.000545702+0.00397784j -0.00130836-0.00195436j 0.0143009-0.0182714j -0.00938895-0.00143048j 0.00132491-0.000622579j 0.000485068+0.00762163j -0.00150398-0.00160536j 0.00382936+0.00325929j 0.00543938+0.0184118j -0.00230954+0.00300634j 0.00132661+0.00658972j -0.00496998-0.00559315j -0.00825215+0.00465931j 0.00921411+0.00476023j -0.0130106+0.00702113j -0.0101956-0.00445133j -0.0255696+0.00185091j 0.00165966-0.0087038j -0.00933229+0.0251377j 0.045255+0.0114688j -0.0207121+0.0377982j 0.0171173+0.024205j 0.00686193-0.00813256j 0.0290225+0.00386477j -0.00766622-0.00961945j -0.011051-0.00158313j -0.00938317-0.000735455j 0.0010988+0.000744093j 0.00321411+0.00321878j 0.00205116-0.00183006j -0.00348188-0.00252507j 0.0066576+0.00104705j 0.00536139-0.00369718j -0.00591842-0.0143282j 0.00248427+0.00942033j -0.00649417+0.00625154j 0.0107354+0.00199182j 0.0161048+0.000229763j -0.0115096-0.00943565j 0.0212701+0.00588366j 0.0100647+0.0100082j -0.0144507+0.0053976j -0.00578531-0.000951j 0.02064+0.00310121j 0.0187398-0.00638641j 0.0414798+0.0186471j 0.0134668-0.0384321j 
0.00598924-0.0032412j -0.016755-0.0164487j 0.0114609+0.00177687j 0.0224285-0.0082909j -0.00187622+0.000307548j 0.00361044-0.00553351j -0.00789908-0.0104891j -0.00292656-0.0160323j 0.0198861+0.00779446j -5.35784e-05+0.0137612j 0.0212016-0.0226314j 0.0237553-0.0366148j 0.00573773-0.00476298j 0.0173062-0.0087307j -0.0217906+0.00114246j -0.0245475-0.00267858j -0.0128888+0.00387327j -0.00018124+0.00455911j 0.00123394-0.00410402j 0.0127071+0.0182708j 0.000290875+0.0127854j -0.000699575+0.0183175j 0.00558226-0.00906568j 0.00189396+0.00206984j 0.000987405+0.0115068j 0.000623968-0.00633536j 0.00214629-0.00249891j 0.00529402-0.00355203j -0.00256636+0.0031665j 0.00778218+0.00395304j 0.0267922-0.0117742j -0.0081161+0.000115593j -0.0152673-0.0130173j 0.00279756-0.00567884j 0.0215737-0.00289819j -0.0131356-0.0191645j -0.0317544+0.0108914j 0.0573862+0.00645479j 0.0100728-0.00595772j -0.0222524+0.00643168j -0.0172168+0.0108376j -0.0308762+0.00774804j -0.0183777+0.00847473j -0.0344187-0.011014j -0.00174701+0.00105208j -0.036156+0.00122989j 0.00439575-0.0148232j 0.00850212+0.0120138j -0.00235702+0.0064474j -0.00158524+0.00176371j 0.000485646+0.001582j 0.00259993+0.000784434j 0.0081364+0.00362872j 0.00570793-0.0103833j 0.0136936-0.0246628j -0.0032904-0.0112574j -0.00406749+0.00495699j -0.0149254+0.0191846j 0.0100831-0.000117976j 0.0045308+0.0113928j -0.000267315-0.000213136j -0.0104975+0.0180937j -0.0149871+0.0135421j 0.00621626+0.000240191j 0.00683938+0.000471739j -0.0056231-0.00247203j 0.00487439+0.0271429j -0.0086003-0.0104276j 0.0238171-0.0047742j 
0.00123938-0.000290332j 0.000685535+0.00858456j 0.00748195-0.010162j 5.76299e-05-0.0155328j 0.00670177-0.000551692j 0.00815613-0.0104243j 0.0102575-0.0138641j 0.00418794-0.000116914j 0.00584804-0.0105374j -0.0039481-0.000168473j 0.0015557+0.0408943j 0.00811679+0.0460023j 0.00167792+0.0120627j 0.0038828+0.00999222j -0.0172354-0.0483167j 0.00062053-0.0518399j 0.0022141-0.0166065j -0.0137536+0.00675035j 0.00454301-0.0172588j 0.0178721-0.00829229j 0.000365674-0.00828511j -0.00609659+0.00606252j 0.0122894-0.0107792j 0.00860515-0.000583252j -0.00804762+0.00310633j -0.00332082-0.000331572j -0.00064533+0.00110141j -0.00199004+0.00505723j 0.000195454-0.00172465j -0.00624654+0.00046835j -0.00688333+0.0132259j -0.00168758-0.000666173j 0.0120874-0.000655726j -0.00561619-0.0128573j 0.00240443-0.00861882j 0.017087+5.07441e-05j 0.00975061+0.0124132j -0.00449797-0.00653286j 0.0284151+0.00491582j 0.0103571-0.0143484j -0.000336964+0.0230909j 0.0073785+0.0231733j -0.00689521+0.0116081j 0.00594035+0.017299j -0.00273856-0.00792106j -0.0238563+0.010179j -0.0117742-0.017511j 0.00333863-0.000286466j 0.000235057-0.000691351j 0.00914562+0.00173558j 0.00522315-0.00132581j 0.00430287+0.000580945j 0.000870859-0.000789753j 0.00584357-0.00152868j -0.00184389-0.0109104j 0.00450851-0.00558142j -0.00252351+0.000529997j 0.0177012+0.00517219j -0.0193281+0.00387215j -0.0111258+0.00165161j -0.00872062-0.00832263j -0.0208468+0.0026875j -0.0134847+0.00761861j 0.0129095-0.00532632j 0.00219346-0.00433463j -0.021749+0.0110276j -0.0147611-0.00880068j -0.018028+0.00294379j -0.00426755-0.0159928j 
-0.00758151-0.00420442j -0.00581558+0.00735628j 0.00395212-0.00624978j 0.0114338-0.00646914j 0.000572131+0.00431955j -0.0335518+0.0093126j -0.026038-0.000641236j -0.0349097+0.0126625j 0.00427535+0.00434213j 0.00914286-0.00904941j 0.0202101+0.0223885j -0.00547815+0.0252275j 0.0126603+0.00149534j 0.0483914+0.00503186j 0.0418709-0.00145389j -0.00559354-0.0187011j -0.000788736+0.000156746j 0.0104593-0.00689993j -0.00570516+0.00681792j 0.0107762-0.00178792j 0.00465382-0.00319475j 0.0168925-0.00371445j -0.00319056+0.00735879j -0.000238493-0.000596142j 0.00261223-0.000450929j 0.000548823-0.00181377j 0.00077451+0.00283208j -0.0108679+0.0115437j 0.00319284-0.00472889j 0.0205653-0.0051389j 0.0154745+0.00218899j -0.000196719+0.00652463j -0.00535413+0.000872864j 0.0149211-0.0164805j 0.00771948-0.00570639j 0.00389119+0.00324401j -0.00788387-0.00617261j 0.00979934-0.000172934j -0.00214932+0.00350414j 0.00381481-0.0137228j 0.0153424+0.0096306j 0.00174894+0.00174852j -0.00441132+0.0107088j 0.00500964+0.00764229j -0.00603027-5.95674e-05j -0.00656189+0.00564559j -0.0153358-0.00411556j 0.00399949-0.00135398j 0.00280886-0.00082383j 0.00107984-8.22121e-05j 0.00305553+0.00291505j 0.00275679-0.00718575j 0.00884798-0.00511072j -0.00261822+0.00176365j -0.0038796-3.1067e-05j -0.00259103-0.00144097j 0.00477225+0.00398375j 0.008636+0.00468462j -0.0103003-0.00233478j -0.00233541-0.00449565j -0.00610687-0.00595459j -0.00324869+0.00376583j -0.00635773-0.00437634j 0.0082481-0.000883107j 0.00167068-0.00111573j -0.0149815+0.000896425j -0.00464429-0.00694111j -0.00478864+0.00298887j -0.00413216-0.00556113j 
-0.00167698-0.0211675j -0.00607665+0.00669487j 0.00797204+0.00266166j 0.0143156-0.00202648j 0.00615345-0.00156369j 0.00262359+0.0306954j 0.00846841+0.0178112j 0.0100033+0.0212076j 0.00194926+0.00434072j -0.00341974-0.034535j -0.0145868+0.00183305j -0.00682787+0.0355904j -0.00935373-0.00647884j 0.00364073-0.00325917j -0.000223415+0.0265634j 0.0160554-0.0063601j 0.00561286+0.00564356j 0.00667718-0.00650517j -0.0142649+0.0182599j -0.00137687-0.0032582j -0.0178435+0.000469019j -0.00666427-0.0120075j 0.0124753-0.0092539j 0.00279487-0.0094687j 0.00472956-0.0213415j -0.0108046+0.0138654j 0.000193293+0.00603167j -0.00440611+0.00916124j -0.00253315+0.00138598j -0.0198204-0.006628j -0.0185614+0.00255764j -0.0131897+0.00868635j 0.0202963-0.00279317j -0.0277504+0.00120545j 0.0126479-7.94188e-05j 0.049621-0.00312359j -0.0051265+0.00715644j 0.00319749-0.00580283j 0.0110527+0.00829608j -0.0158634-0.00170345j -0.00871065+0.0289698j 0.00876618-0.0304694j 0.0281695+0.0425025j -0.0184214-0.00889974j 0.00406571-0.0058603j 0.00492353-0.0173057j 0.00680406+0.00019368j -0.00702168+0.010981j -0.00600486+0.0179961j -0.00966163+0.00232588j -0.00569786-0.000719165j -0.00367677-0.000351992j 0.00397407+0.00985629j -0.0163341-0.00102102j 0.0111007-0.0110771j 0.00597398-0.00859909j -0.0050659+0.00502625j -0.0272817-0.00498893j 0.00774423+0.00160657j -0.0125469+0.000656459j -0.00798578-0.00431348j -0.0140714-0.0019354j 0.0267531+0.00808867j 0.0106753+0.00354304j 0.014454+0.00486169j -0.00612926-0.00429754j 0.013974-0.0123457j -0.0189348-0.0228327j 0.0124297-0.015459j 
0.0215472+0.0130091j 0.00801321-0.0148829j 0.00886921-0.00199143j -0.0128127+0.00156222j -0.00127063+0.00350298j -0.0142513-0.0242961j -0.0159009-0.00616728j -0.00979799-0.0128567j 0.00987737-0.000734465j 0.000990031+0.0303087j -0.036023-0.0063284j -0.00823957-0.0345391j -0.00285584+0.00412589j 0.0192649-0.0122728j 0.0244568-0.0204326j 0.0402562+0.0148851j 0.000810103-0.00725565j 0.00575528+0.00136561j -0.00407251-0.00895325j -0.00344896+0.00882711j -0.0119912+0.00435071j -0.00728996+0.0086761j -0.00489362-0.00268891j 0.00495796+0.00594564j 0.0221576+0.0200633j -0.00744234+0.00176014j -0.0121431-0.0102436j -0.00484254+0.00120173j -0.00218916-0.00218054j -0.00356903-0.00280498j -0.0163985-0.014922j -0.0204325-0.00446005j 0.0410614-0.0142903j -0.0337079-0.000732816j -0.0179781+0.00233989j 0.0518645-0.0104476j 0.0243959+0.00608189j -0.0213265+0.000437746j 0.0414748-0.00324392j -0.0281082+0.013999j -0.0313467-0.0129358j 0.0133322+0.00883026j 0.0141058-0.0138059j 0.0260329-0.0110859j 0.00270113+0.0054052j 0.00656965-0.00468431j 0.0168007+0.0101458j -0.00405597+0.00493942j -0.0211205+0.00173318j 1.78914e-05-0.0012884j 0.00161846+0.00189819j 2.01835e-05-0.00354232j -0.00498302+0.00224799j -0.00604771+0.00263864j 0.0039213-0.00419845j 0.00302062+0.000322809j -0.00616541+0.00504185j -0.000190125+0.000567463j 0.00242979-0.00379903j 0.00836366-0.000832253j -0.0024097+0.0105161j -0.0159357-0.014419j 0.00174565+0.0198938j -0.0178257-0.00827819j -0.0103634-0.00561945j 0.0233552+0.0135731j -0.0142578+0.00685019j 0.00218053-0.00906333j -0.00434846+0.0033907j 
0.0061873-0.00526769j 0.00150973-0.00215314j 0.00885011-0.00434554j 0.00691525+0.00202089j -0.00267591+0.0058208j -0.00326124+0.00543291j -0.0127577+0.0199279j 0.00450268+0.0245864j 0.00492514-0.0199231j -0.000760602+0.00114544j -0.0280795+0.0162011j 0.0341887+0.0211609j 0.000747272+0.00840209j 0.00125122-0.00587289j 0.00078533+0.0301038j 0.00138632-0.0121007j 0.00523033+0.00951226j -0.0207108-0.0021438j 0.00884581+0.00183692j 0.000792076-0.00354992j 0.00624249-0.00370877j -0.00752917-0.00371603j 0.00423964-0.00217216j 0.00369811-0.00977605j 0.0131179-0.00544835j 0.00333509+0.00114015j -0.00308639+0.000165157j -0.000334654+0.00597522j 0.01024+0.00339432j 0.0175753-0.00505619j 0.00231232-0.00166451j 0.0256116+0.0117613j 0.0088181-0.00404294j 0.00651454+0.00396514j -0.0248475-0.00188356j 0.00405906-0.00397496j 0.0138645+0.00611572j -0.00448364-0.00565567j 0.0392313+0.00495238j -0.0125134-0.0036435j -0.00451831+0.0200238j -0.0212795+0.0366111j 0.00577173+0.00432058j 0.000903554-0.00654326j -0.00012302+0.00342058j -0.00682569+0.0190748j 0.0116001-0.0242134j 0.00640452-0.00771202j -0.0034401+0.00248661j 0.00446867+0.00116826j -0.00219901+0.00109422j -0.00178074-0.00883356j -0.0038345-0.00690357j 0.0137449-0.00208631j -0.00762208-0.0100692j -0.00362509-0.00120056j 0.0113501-0.00303839j 0.00888547+0.0167819j -0.00619141-0.00230414j -0.0101386+0.000735364j -0.0169726-0.000259085j 0.0056202+0.0142193j 0.00432488-0.00532349j 0.000518869+0.00956651j -0.00376925+0.00479742j -0.00635161-0.0153067j 0.0109962+0.0190745j 0.00332933+0.0234542j 0.0103323-0.00912337j 
-0.00357117+0.00444407j 0.00483007+0.00359321j -0.0148585+0.00143762j -0.00970691-0.0020344j 0.0139128-0.0119963j 0.00135338-0.00414051j -0.0163202+0.00585766j -0.000867656-0.00671919j -0.0244952+0.0104896j 0.019663-0.00513231j -0.0246051-0.00533982j 0.0481854-0.000473834j 0.0128871-0.00834047j 0.000226323+0.0140047j -0.00280531-0.0222137j -0.000275136+0.00395202j -0.0101174+0.000776035j 0.00185564+0.00177556j -0.0196108-0.0122558j -0.0137582+0.00199243j -0.008869-0.00256248j 0.0137458+0.00271136j -0.0015712-0.00165079j 0.00740302+0.00104015j -0.00740446-0.00109771j 0.00774391-0.00255837j -0.000263411+0.00183055j 0.00138384-0.00241757j -0.00267861-0.00178239j -0.0126678+0.00374767j -0.00710674+0.00466696j 0.0106187-0.011155j -0.0223639+0.00934218j 0.012002+0.00479463j 0.03245-0.00147892j -0.0072+0.00520677j -0.0269609-0.00898788j -0.00426802+0.000629006j -0.0418548-0.000243468j 0.0185434+0.00413738j -0.0163071-0.00865164j -0.000343217-0.0148754j -0.00960577-0.0020993j -0.0120413+0.00204901j -0.00691239-0.00247414j 0.00354506-0.00930344j -0.0122865+0.0131094j -0.000952582+6.90547e-05j 0.00469945+7.50128e-05j -0.00817611-0.000597594j -0.000809826+0.00671436j -0.00303798+0.00270168j -0.00660911+0.000658911j -0.0122653-0.00868132j -0.0049901+0.015635j -0.00668822-0.00802645j 0.00296122+0.00220045j -0.00654059-0.00387436j 0.00664968+0.00774943j -0.00180557-0.00327155j 6.83785e-05-0.0103518j 0.0119823+0.00085751j 0.00271321-0.00772693j 0.00491673-0.000731317j 0.0073801-0.00114404j -0.00207149+0.00192028j 0.0073678-0.004148j 0.00346838-0.00407016j 0.000538526+0.00572672j 
-0.0122892+0.00444554j 0.00135076+0.00238219j 0.0085612-0.00017541j -0.00394889+0.0102927j -0.00950271+0.0191328j -0.0214861+0.00642141j -0.0225523-0.0260266j 0.0214641+0.0142095j 0.00513915-0.0148992j 0.0179921+0.0111261j -0.00825287+0.00826752j 0.0358672-0.00901851j 0.00547409-0.000522405j -0.0116154-0.0112973j -0.011911+0.0155744j 0.00706003-0.00143729j 0.0207639-0.0128133j 0.00123129-0.00239638j 0.00224545+0.0167108j 0.00797465-0.000566819j 0.00185671-0.00701659j 0.001357-0.00219364j 0.0183633-0.00600745j 0.00733854+0.00685923j 0.0111993+0.00490203j 0.00238777+0.00608061j 0.0110276-0.0084124j 0.00263549-0.00249013j -0.000675822+0.00592695j 0.010836+0.000216776j 0.00584141-0.0104309j 0.0103816+0.00321316j -0.00815302+0.00157456j 0.015144-0.00897215j -0.00548047+0.0036252j -0.00935406+0.00745418j -0.0142572+0.0150427j -0.0115639+0.012414j -0.0311544+0.0181565j 0.0241137-0.0109892j -0.00233127-0.0125184j 0.0029754-0.0247412j -0.0142765+0.00498577j -0.00010446-0.00252733j 0.0136411-0.00378735j 0.0121014-0.01096j -0.000699559+0.00807977j -0.00278259+0.0123356j 0.00149206-0.011284j 0.0119819-0.00533188j 0.00231248+0.000993874j -0.000171058-0.00659719j -0.00618185+6.49086e-05j -0.00205316+0.0110751j -0.00293406+0.000480702j 0.00225064+0.00895476j -0.00191824+0.00149529j 0.00749116-0.0138629j -0.00396698-0.00685148j 0.00832523-0.00147613j 0.0173187+0.00771684j -0.009803-0.0194834j -0.00724688+0.00212469j 0.00497065-0.00592707j 0.000925904-0.00220632j -0.00784595+0.0085076j -0.00815015-0.0167271j -0.0059799-0.0212649j -0.00776226+0.00748245j 
-0.000832816+0.0137163j 0.0246469-0.00173537j -0.00833601-0.00298443j -0.0147024+0.00900246j 0.00113983+0.0127033j -0.00416335-0.00824798j 0.00578883-0.0010701j 0.00669847+0.0213188j 0.00425778-0.0162352j -0.024124+0.0135511j 0.0284122+0.0115541j 0.00502404-0.00663823j -0.00681154-0.00381957j 9.38335e-07-0.00324365j -0.00236145+0.000471022j 0.00106064-0.000333835j 0.0129245-0.00912017j 0.0190529-0.00841567j -0.00210849-0.000753785j -0.0342269+0.00537354j -0.035389-0.00499552j -0.0318087+0.00509537j 0.0239244-0.00440409j 0.00115185+0.0013733j 0.0302285+0.0100618j -0.0369704+0.00243211j -0.00273067-0.00508256j -0.0123816-0.000667689j 0.0161196+7.06269e-05j 0.00481138-0.00445412j -0.0297475-0.0117636j 0.0508211-0.00283542j -0.000418503+0.00762475j 0.0343328-0.00348905j 0.0451435-0.00291278j 0.0273582+0.00649245j -0.0216048+0.00418953j -0.0195618+0.00382955j -0.0244206+0.0212092j -0.0100185-0.00469457j -0.0469664-0.018134j -0.00881017-0.011408j -0.0310806+0.000353574j 0.00573174-0.00842527j 0.00245877-0.00222164j 0.0148442-0.016785j -0.00647235+0.0123348j -0.0115089+0.00259395j -0.0153244-0.00621013j -0.00132181-0.00128844j 0.000793898-0.00183294j -0.0019011+0.00135719j -0.00211997+0.00105213j -0.0150492+0.0095061j -0.0297734+0.00834281j -0.00329897+0.00344061j 0.00922577-0.000950075j 0.00482485-0.0106789j 0.00494508-0.00255254j -0.0111473-0.0043164j -0.00203955-0.00479753j 0.00372332-0.010153j 0.00583311-0.00834312j 0.000295083-0.00182755j -3.67726e-06-0.00152209j -0.00355813+0.000186445j 0.00822353+0.00141266j 0.0122357-0.00648628j 0.00436099+0.0102659j 
-0.00327107-0.0021689j 0.000898073+0.00307977j 0.0178172+0.00493606j 0.00865976-0.00793443j -0.019854-0.0428418j -0.0283864-0.00390153j -0.00748211+0.0271354j 0.00350826-0.0405129j 0.00908315+0.0391843j -0.00828119-0.0277126j 0.00455024-0.0180696j 0.0140696+0.00793364j -0.0168711+0.00617861j -0.0147961+0.0289043j -0.00290349-0.040204j 0.00758663+0.021866j 0.0129199+0.0209689j 0.0088353+0.00327203j 0.00987256-0.00927221j 0.00626313-0.00448708j 0.000430138+0.0102569j -0.012103+0.00245595j -6.70915e-05-0.00221464j 0.00903272-0.00763398j 0.0172337-0.00472468j -0.00868767+0.000734493j 0.0044368+0.00125437j -0.00327187+0.00365007j 0.0054689-0.00243205j 0.0145546-0.00405835j 0.000544321+0.000430264j 0.0170794-0.00208521j 0.0110068+0.00437755j 0.0115475+0.00458282j -0.00892164-0.00321238j -0.0131202+0.00600795j 0.00359187-0.0103126j -0.0146136-0.00110864j 0.0169984+0.000529583j 0.00198191+0.0106332j -0.000962694-0.00147752j -0.00210687-0.0150757j -0.0152143+0.00593874j -0.000254138+0.0028954j 0.00218846-0.00454545j 0.00126139-0.00401514j 0.00226254+0.00291896j 0.00112354+0.00171313j -2.99714e-05-0.000335514j 0.00558464-0.00341893j -0.000216396-0.000985014j -0.000337035-0.00335391j 0.00196949-0.00377579j 0.000271404-0.000847426j -0.00705165-0.0017685j 0.00262969+0.00258622j 0.00164746+0.00189302j 0.00920159-0.00623729j -0.0018561-0.00625643j 0.00112793+0.0045515j 0.00516917-0.00226644j -0.00231887+0.00276968j -0.00477844-0.00456603j -0.000804986+0.000864585j -0.00336724-0.000303103j -0.00417888-0.000289714j -0.000130245-0.00175088j 0.000396483-0.00391845j 0.00264415+0.00154849j 
0.00469351-0.00210234j -0.00106002+0.00427104j -0.00466724+0.000474832j 0.0185999+0.00337366j -0.0175061+0.0105378j -0.00772483+0.00834463j 0.0397469-0.00649422j -0.0379581+0.00429777j 0.0133423+0.00460508j 0.0188181-0.00639669j -0.0297402-0.00388164j 0.00798245+0.000775221j -0.00728309-0.00454089j -0.00668185+0.00260384j 0.0145134-0.00199518j -0.0253352+0.00316375j -0.0239887-0.00574085j -0.0269753+0.00590668j 0.0171728+0.0148068j 0.0328904-0.00237502j -0.0187401-0.00151094j -0.0141349+0.00114158j -0.0232729+0.0109037j -0.00473349-0.00211001j -0.0192802-0.00280233j -0.0175826+0.00250288j -0.0300385+0.00378242j 0.000641722+0.00378188j 0.00115098-0.000895643j -0.00871229+0.00060409j -0.00870893+0.00705126j -0.0122209-0.00862644j -0.0238427+0.00905499j 0.0075094+0.01027j 0.00158769+0.00181529j -0.0410685+0.00598934j 0.0114296+0.00230733j 0.0351964+0.00594938j 0.0253072-0.0012898j -0.0798095-0.0122442j 0.0215055-0.00882823j 0.0199856-0.00445531j -0.0217883-0.00870609j -0.0244873+0.00469204j 0.00136633+0.000626288j -0.00884392-6.90681e-05j -0.0100848+0.00290162j 0.0104946-0.00428155j 0.00447415-0.0123448j -4.77482e-05-0.000341559j -0.000955287+0.00130382j -0.00141269-0.000598465j 0.00289533+3.47714e-05j -0.019214+0.00370917j -0.0180882+0.0102043j 0.0103186+0.00917109j -0.0101512-0.00882533j 0.00536241-0.00974666j 0.0074335+0.00358482j -0.00706954+0.000230141j 0.0208721+0.00362679j -0.0144361-0.000933771j -0.0174426-0.0181028j 0.00271244+0.00251836j 0.00262384+0.00160155j -0.00357044-0.00462305j -0.00915716-0.00411334j 0.00836692+0.0079109j 0.00360821+0.00825787j 
-0.00452473+0.00698944j 0.00915179+0.00146522j 0.00867567-0.00700363j -0.0157913+0.00929701j -0.00163705-0.012106j 0.0050591-0.0122318j -0.000758651+0.0348488j 0.0103345+0.0201981j -0.0025111-0.00967538j -0.00598694+0.019715j 0.0233292+0.0210908j 0.0140987+0.0103322j -0.00370109+0.0231141j -0.00718073+0.0101413j -0.00126388+0.00588559j 0.00547393+0.00857745j -0.00260998+0.00259277j 0.00984523-0.00761424j -0.00516588+0.00905084j 0.0184372+0.00994795j -0.00112065-0.00765053j 0.00775506+0.000877543j -0.00845548+0.00923239j 0.0100352-0.0238954j -0.0075001+0.023644j 0.021899-0.00331463j 0.00341296+0.00133451j 0.00561895+0.0266358j -0.008952-0.00648962j -0.0154395-0.0142428j 0.00150088+0.00505363j -0.0188869-0.0136176j -0.0142603+0.00127317j -0.0119571+0.0245046j -0.00630145-0.0036111j 0.00415252+0.00391626j -0.0029461+0.017196j 0.000510585-0.00161559j -0.0187026-0.00934994j 0.0251839+0.00684392j -0.00480818-0.000418096j 0.00721902+0.0115366j 0.00780703-0.000573574j -0.00781905+0.00268342j 0.00998175+0.00702703j 0.00403788+0.00712713j -0.00764043-0.00211244j 0.0249975-0.000854393j -0.0023038-0.0025539j -0.00394182-0.000649587j 0.00214504+0.000807021j 0.0113657+0.00148498j 0.00675423+0.00195219j 0.00934555-0.00153673j -0.00272129+0.000383253j 0.0213585-0.000665825j -0.0107873-0.00428461j 0.00733256+0.00133829j 0.0163544+0.00108713j -0.00804426+0.00435069j 0.0111806-0.00202132j -0.000479558-0.00206704j 0.00102556+0.0044486j -0.000411512+0.00188061j -0.000353562+0.000120897j 0.00172977+0.000109732j 0.000277235+0.000350537j -0.00230467+0.00280953j -0.0036034-0.000822959j 
0.0038639+0.012737j 0.0053412-0.00149858j -0.00732064-0.00211617j 0.00154853+0.0221711j -0.00619246-0.0175935j -0.00979972-0.0225717j 0.00509804+0.0677185j 0.00887853+0.0150383j 0.00232817-0.0319751j -0.0125559+0.0270064j 0.00979802+0.0212175j 0.000144703+0.00787138j 0.000981208+0.0371635j -0.00366427+0.0072114j 0.00386466-0.000210066j 0.0121667+0.0236332j 0.0013015+0.0114769j 0.0065507-0.00675176j -0.011946+0.00636228j 0.0275707-0.013115j -0.0212293-0.00911226j 0.00384562-0.00101953j -0.00660199-0.0200096j -0.000892698+0.00616876j -0.0281205-0.00262348j -0.006148-0.00540634j -0.013586-0.00161961j 0.000326984-0.0186438j -0.00963516+0.00379162j -0.0157305+0.0132858j -0.00159521+0.000635561j -0.0280103-0.00223769j -0.0077997-3.6664e-05j -0.00715869-0.0132338j 0.000603698-0.00400552j 0.00309746-0.00327834j -0.00558372-0.0152813j 0.0157572-0.0104269j -0.0207739-0.00876103j -0.0141402+0.0138007j 0.00804785-0.00266616j 0.00695885+0.0198291j -0.00766765-0.00829265j -0.000143843+0.00573323j 0.00631062+0.00142502j -0.00669924+0.0091067j 0.00674057-0.00112211j -0.0109601-0.00283463j 0.00886257-0.0062624j 0.0116866-0.00206952j 0.00314127+0.00209923j -0.00288633+0.00419634j -0.00828333-0.000581044j -0.0154612-0.00135613j 7.56102e-05+0.00337612j -0.00373078+0.00276388j -0.00651165-0.00527085j -0.00568505-0.000598598j -0.004395-0.00148241j 0.014054+0.0035425j 0.00846085-0.00277805j -0.00404678-0.00266663j -0.00902112+0.00430051j 0.000913873-0.00270047j 0.00169846-0.000923401j 0.000594748+0.00291032j -0.00974803+0.000800243j 0.000945341+0.00699459j -0.00659791+0.00154915j 
0.000660059+0.00355073j -0.00551805+0.00224868j 0.0063572+0.00343j 0.000740202+0.000474748j 0.0273399+0.010815j -0.028373-0.0046217j 0.0211537-0.000488549j -0.00288497+0.0186576j -0.00102809-0.017841j -0.0228147+0.0111215j 0.0110783+0.006241j 0.0220999-0.00687967j -0.0129432-0.00548433j -0.016213-0.00468607j -0.000520448+0.00572485j 0.00640586-0.00103208j -0.0101551-0.00201086j 0.00858294+0.000135417j -0.00713316-0.0125427j -0.00901534+0.000434604j 0.016051-0.00275144j 0.00381831+0.0030295j -0.0252645-0.00326825j 0.0253274-0.000325471j -0.0211248+0.000963459j 0.0262777-0.00687569j 0.00265003-0.0106956j -0.0199661-0.00272048j -0.00107415+0.000694825j 0.00361445+0.00766156j -0.00562192+0.00306954j -0.00254354-0.00208787j -0.0178409-0.00358511j -0.0222042+0.00359661j -0.00759328+0.00679812j -0.016595-0.00714175j -0.00968552+0.0037328j -0.0104272+0.00625432j 0.00624329+0.00106832j 0.00704845-0.0107624j 0.00420299+0.00203669j 0.0111081-0.00116932j 0.00396324-0.00960897j -0.0188151+0.00482489j -0.00537728-0.00282491j 0.00384756-0.00352964j 0.00647251+0.00459635j -0.000208357-0.0219333j 0.00620193+0.00498961j -0.00168367+0.00950258j 0.00238127+0.000829991j 0.00267705-0.00546777j -0.00177346-0.00868232j -0.00107867-0.00750971j 0.00051343-0.000381856j 0.00310831-0.0166862j -3.73713e-05+0.00222928j -0.00123105-0.00156834j -0.00619479-0.0141069j -0.00254447+0.0131881j 0.00736895-0.00156967j 0.00375888-0.00118616j -0.000750048-0.00258733j -0.000809914-0.00124635j -0.00220034-0.000789161j -0.00224754-0.000189336j 0.000821047-0.00335812j -0.00493065-0.00291716j -0.00142453+0.00203172j 
