0.106775+2.34552e-14j -0.312657+5.0543e-15j -0.0569335-3.73229e-16j 0.106503+4.52428e-16j 0.115223-3.6141e-16j -0.0449625-7.84303e-16j -0.109059-1.4308e-16j 0.0645381-2.49621e-16j -0.0336133-2.41913e-16j 0.125388+3.82184e-15j 0.00742589+8.97897e-16j 0.0198816-1.79931e-15j -0.205727+1.80117e-15j 0.0928517-5.69956e-15j 0.0527922+1.10225e-14j 0.197192-2.4254e-14j -0.115831+3.92754e-16j 0.00954048-5.47391e-15j 0.0167318+1.20911e-14j -0.145923+1.4277e-14j -0.141728+9.23999e-15j 0.0754838+3.6526e-15j -0.184807-1.49903e-15j -0.000491364+1.74924e-14j 0.150957+7.34591e-15j 0.0360482-2.00096e-15j -0.0160959+6.16956e-15j 0.0728093+8.82168e-15j 0.171568-7.9708e-14j -0.0226279-8.21441e-15j 0.16626-4.34901e-14j 0.100294-3.13717e-14j -0.0383003-7.77786e-15j -0.00230593-1.71102e-14j -0.229748+4.62534e-15j 0.00252421+1.78634e-14j 0.0567547+1.46775e-14j 0.00528964+5.70686e-14j 0.0722888+4.81292e-14j 0.120955+6.16091e-14j -0.0584329+4.70404e-14j -0.115019-3.10903e-13j -0.114371-1.10205e-15j -0.167765-2.90372e-15j 0.120767-2.08489e-15j -0.0288416+1.09078e-15j 0.0249856-1.89264e-15j -0.012644-5.62079e-16j 0.0707572+7.48608e-16j -0.127962-2.47355e-16j 0.058701-1.12255e-15j 0.00214831+1.49358e-17j -0.0361195+5.52125e-17j 0.179537+1.91725e-16j -0.296081+3.38906e-15j 0.0732402-1.52128e-14j 
-2.41419e-05-1.5118e-16j -0.00072159-2.70303e-17j 0.000422882+7.11185e-17j 0.000676772-9.5204e-18j -0.000155424+1.49119e-17j 4.17152e-05+1.18742e-17j -0.000828138-1.29501e-16j 0.00105102+5.76013e-17j -0.000256352+3.92952e-17j -5.5396e-05-1.28285e-16j 0.000653213-5.28526e-18j -0.000178603-6.27083e-18j 0.000667716+2.14527e-16j 0.000412404-2.16951e-17j 0.000339729+9.97973e-17j 0.000694459-1.1703e-16j 0.000723498-1.39391e-16j -0.000607329+5.45217e-16j -0.00117791+1.12165e-16j 3.33475e-05+1.17795e-16j -0.000788888+6.35422e-17j 0.00040101-1.19114e-17j 6.09787e-05+7.67658e-17j -0.000253026-1.23365e-16j 0.000241096-5.51099e-17j -0.00122833-3.85445e-16j 0.000921799+9.9915e-17j -0.000708388-5.14691e-17j -2.85878e-05+9.32047e-17j 0.000718849-1.07948e-16j 0.000540938+8.58353e-17j 0.000328552-5.57972e-17j -0.000304893-1.46692e-17j -0.00161181-2.23892e-16j -0.000588119+3.05162e-17j -0.000342805-2.69619e-17j 0.000860865+8.50241e-17j -0.000255683-2.85113e-16j -0.000275376-2.47569e-16j -0.000154268-1.06856e-16j -0.000113053+2.22096e-16j -0.000788401-2.23239e-15j 0.000738554+1.56373e-16j 0.000299711+1.88262e-16j -0.000205999-7.06899e-17j -0.000599538-5.31728e-17j 0.000554811-6.69035e-17j -4.56185e-05-5.66795e-17j 0.000818199+4.8389e-17j -0.000623677-1.06833e-16j 0.000258405-1.83878e-17j 0.000376248+9.3004e-17j -0.000600867-1.09686e-17j 4.12695e-05-4.71795e-17j -0.00078973-1.45466e-17j -0.000165413-3.84895e-17j 
-0.00109822-5.25715e-16j 0.00107371-1.04314e-16j 0.000842276+2.79878e-17j -0.00191051+1.23426e-17j 0.000586347-7.37817e-18j 0.000323328+1.35499e-17j -0.000402701-4.2844e-17j -0.00160657+5.3095e-17j 0.00132286+1.37195e-17j -0.00229313-1.35138e-16j -0.00138878+4.75366e-17j -7.66799e-05+1.36382e-17j 0.00136772+7.92973e-17j -0.00136667+1.93301e-17j 0.000144434-4.68958e-17j -0.000620917+2.16882e-16j -0.000215048+1.25179e-16j 2.56262e-05-3.81181e-16j 0.00239948-2.67633e-16j 0.000118559-1.66245e-16j 0.00166699-1.17863e-16j 0.000472549+2.13648e-17j 0.000874705+8.43989e-17j -0.000364747-2.14734e-16j -0.00147741-1.93339e-17j -0.00117277-2.05824e-16j 0.000480119+1.74784e-16j 0.00120451+3.85347e-17j 0.00152331-5.91357e-16j -0.00203206+6.59905e-17j -0.000928364+1.49179e-16j -0.000475257+1.44399e-16j 0.00142879+6.3314e-17j 0.000842745-4.31453e-18j 0.001277-6.18778e-17j -7.03493e-05-1.08496e-16j -0.000658448-2.94901e-17j -0.000174872+1.70829e-16j 0.00059373+1.50753e-16j -0.00132838-7.81085e-16j -0.00154685-5.00865e-16j 0.000819624+2.90342e-15j 0.000276945+6.53422e-17j 0.00139347+6.72723e-17j -0.00098604-2.85828e-17j 0.00067351-2.7489e-17j -0.00180335+6.16882e-17j -0.000528457+2.37898e-17j -0.00136356+1.85713e-17j -0.000469576-4.17762e-17j -0.00106951+2.85393e-17j 0.00105945+3.40768e-17j 0.00108113-1.94425e-17j -0.00133735-1.56408e-17j 0.00100555-2.04276e-17j -0.000675144+8.48172e-17j 
-0.000229123-7.78432e-17j -0.000469495+8.96207e-18j 0.000317857-1.38389e-16j -0.00050533+1.95154e-16j 3.67152e-05+1.47361e-17j -5.6123e-05+6.06654e-18j 0.000138712-1.6964e-17j -0.000722908+2.22317e-16j 8.20999e-05-4.69993e-17j -0.000335118+1.90936e-16j 0.000122647-6.69771e-17j -0.000250118+1.00072e-16j -0.00119849+2.06224e-16j 0.00061512-1.45533e-16j -7.15346e-06+1.05409e-17j 0.000105128-2.31144e-17j -5.89104e-05-3.44273e-17j -0.000366403+3.18145e-16j 0.000799192-2.25101e-16j 0.000274123-2.34223e-16j 0.000424687-1.82067e-16j 0.000290025-4.33448e-17j 0.000913481-3.75347e-16j 3.4285e-05+3.58499e-17j 0.000203849+2.49739e-17j 0.000152341+3.61197e-17j 0.000196423-1.23291e-16j 0.00108309-1.67828e-16j 0.000796206-6.14527e-16j 0.000127252-9.43277e-17j -0.00102558+5.3936e-16j 0.000246045+1.69596e-17j -5.84948e-05+6.04952e-17j 0.000144277+5.88337e-17j -8.23433e-05-2.78996e-17j 0.000125853-7.74319e-18j 4.73597e-05-1.37899e-16j -0.00079221+5.74852e-17j 0.000512043-3.15576e-16j -0.000438337-3.63675e-17j -0.000133068+8.2519e-17j -9.36322e-05-1.91335e-16j -0.000429858-5.41098e-19j -0.00127066+2.64802e-16j -3.87759e-05+8.4092e-17j -0.000144501+8.03433e-17j 5.63512e-05+3.80166e-18j -0.000132999+6.52007e-17j -0.000771532+2.43436e-16j 0.000160871-4.42965e-17j -0.000230755+9.47033e-17j 0.000381449-1.61647e-16j 0.000375812-1.32012e-16j -0.000261179+1.50602e-16j -0.000508327+7.11876e-17j -0.000188752+9.86069e-17j 
-0.000847471-3.01739e-16j 0.0010461-6.24025e-17j 0.000800524-7.41719e-17j -0.00107655+7.21083e-17j -0.00067054-6.04877e-18j -1.27543e-05-3.61106e-17j 0.000316231+1.9274e-18j -0.000916213+7.56752e-17j 9.76828e-05-4.35209e-17j -0.00161105-3.61879e-18j 0.000738916+1.22486e-17j -0.000420987+7.91561e-17j 0.000284285+3.5942e-17j 0.000673757+8.02581e-17j 0.000144259-1.41145e-17j -0.000690765+6.98589e-17j 0.000890887-7.62186e-17j -0.00118525+8.51041e-16j 7.47975e-05-8.68493e-17j 0.00145487-1.66603e-16j 0.000995753-1.05998e-16j -8.87566e-06-7.66894e-17j 0.00277715-1.72891e-17j -0.000445007-2.44631e-16j -0.000499656-2.02818e-17j -0.000587987-5.17277e-17j 0.00134022-1.12865e-17j 0.00091711+8.03448e-17j 0.00018778-1.36477e-16j 0.00098247+2.15296e-17j -0.00193731+6.70913e-16j -0.000317732+2.26613e-16j -4.36541e-05+7.18477e-17j -0.000875295+5.69856e-17j 0.000866292-6.26777e-17j 0.00018668+7.79979e-18j 0.000149691-2.82914e-16j -0.00176318-1.01483e-15j 0.000325489-8.76989e-16j -0.00141905-6.28738e-16j 0.000308097+3.33724e-17j 0.000105806+2.38327e-16j 0.000934555+3.39987e-17j -0.000416497+7.33006e-17j -0.00105185+3.47419e-17j -0.000666362-4.55812e-17j -1.23417e-05+1.09782e-17j -0.000388396-7.82757e-18j -0.00127301+4.78533e-17j 0.000635486+1.37517e-18j -0.000410607+6.635e-17j 0.000804888-5.44563e-17j 0.000667291-2.39734e-17j -0.0012903+7.9972e-17j 0.000849969+3.50225e-18j -0.00061279+1.45562e-16j 
-0.0011519-5.87251e-16j 0.000960864-1.22585e-16j 0.00104273+2.68293e-17j -0.0014113-3.73426e-17j -0.000200564-1.25956e-17j 0.000517579+4.22251e-17j 0.000382626+7.91663e-17j -0.00128648-6.13042e-17j 0.00082133+1.78723e-17j -0.00124384+3.33531e-18j -0.000802783-4.88027e-17j -0.000451007-7.85156e-18j 6.90888e-05-1.6295e-16j -0.000629907+2.71783e-17j -0.000448274-7.5115e-17j -0.00083089+5.76015e-17j 0.000431561-2.92875e-17j 2.65398e-05-2.40027e-16j 0.00183221-8.36309e-17j 0.000558993-1.94308e-16j 0.0015081-2.92131e-17j 0.000354806+5.47046e-17j 0.001264+9.80894e-18j 0.000273442+3.66443e-17j -0.00099943+3.66756e-17j -0.000649819+1.0996e-17j -0.000107853-8.13654e-17j 0.000738867+1.23651e-16j 0.000462066-2.28262e-16j -0.000987893-4.23077e-17j -0.00192019+2.34685e-16j -0.000100808+2.19892e-16j 0.000720951+1.04996e-16j 0.000664207+2.39099e-16j 0.00136914+3.43448e-17j -0.000203006-1.58557e-16j -0.00037081-1.31948e-16j -0.000105559+1.86115e-17j 0.000127845-1.139e-17j -0.00131052-7.43163e-16j -0.00078058-3.8636e-16j 0.000694039+2.32133e-15j -0.000270208-1.38397e-16j 8.00272e-05-1.13917e-16j -0.000696014+4.13235e-17j 0.000624+8.59415e-17j -0.000519163+4.15979e-17j 1.53787e-05+5.95851e-17j -0.00110397-5.46774e-17j 0.000370289+5.78979e-17j -0.000958481-1.56488e-17j 0.000631011-2.07841e-17j 0.000545877+1.13021e-18j -0.00153554-3.84504e-17j 0.000849782-2.67281e-17j -0.000890836+8.96599e-17j 
-0.000491898-3.98757e-17j 0.00167877-2.93539e-18j 0.000327504-5.08511e-17j -0.000305123+3.07163e-17j -0.000366725-4.03723e-17j 0.000102416-7.13699e-18j -0.000444208+1.04832e-16j 0.000385532-7.53142e-18j 0.000220453-3.01135e-17j -0.00142028+7.40685e-17j 0.000195975+2.18837e-17j 0.000105861+1.08025e-17j 0.00297413-1.44798e-16j -0.000783684+8.75243e-17j 0.000386606-1.50577e-16j -0.00062292+7.91547e-17j 0.000829201-9.46019e-17j -0.000513404+5.61439e-16j -0.00104863+5.41688e-17j 0.000661408+4.63089e-17j 0.000222144+5.62668e-18j -0.000285193-1.65226e-16j 0.000821948+6.22937e-17j -0.000706649-2.18649e-16j -0.00105934-3.99915e-17j -0.00138372-1.04676e-19j 0.00123664-1.34478e-16j -0.000936788-1.05679e-16j -0.000682142+3.34657e-16j 0.000187029+8.20969e-17j 0.000352981+3.98168e-17j -0.00076371+1.24372e-16j 0.000396193-9.10542e-17j -0.00119681+9.59025e-17j 0.000896015-3.72047e-17j -0.000126262-2.4005e-17j 8.50641e-05-7.00449e-17j -0.000232066-4.23179e-16j -0.000453268-4.20993e-16j -0.000700741-2.66208e-16j 3.74138e-06-2.73717e-17j 0.000210732+6.75558e-16j 0.00186691-4.11306e-17j 0.00243001-7.29853e-17j -0.00109308+7.57114e-17j -0.000335725-1.76351e-17j -0.000577028+9.92291e-17j -0.000328905+4.10479e-17j 0.0001684-9.70138e-19j -0.000189607+9.25804e-17j -9.0403e-05+2.14854e-17j 0.000400579-7.54202e-17j 7.40355e-05-9.01919e-18j -0.000792133+3.51036e-17j 0.00156359+3.26443e-18j -0.000292024+9.8319e-17j 
0.000377616+6.87246e-17j 0.000469656-1.52708e-17j -0.000648948+3.15609e-16j 0.000258084-1.61453e-16j -0.000651412+2.31611e-16j -6.10072e-05+3.04715e-17j 0.00164872-6.92211e-16j -0.000378632+1.34681e-16j -0.000579328+2.36851e-16j 0.00153248-7.01381e-16j 0.000288924-9.97082e-17j -2.801e-05-5.30021e-18j -0.00203846+9.883e-16j 0.000603943-2.85895e-16j -0.00080804+3.7436e-16j -0.00076141+3.03392e-16j -0.000221785+2.93139e-16j 0.000574432-7.37173e-16j -7.8655e-05-9.41322e-17j 0.000344322-1.33054e-16j 0.000185927-8.22258e-17j -0.000763142+3.93475e-16j 6.77352e-05+3.46597e-18j 0.000791553-1.61438e-16j 0.000575426-2.94182e-16j 0.00216196-6.93168e-16j -0.00148949+6.7171e-16j 3.4305e-05-4.15034e-17j -0.00132681+9.88778e-16j 0.000805622-2.3679e-16j -0.00100579+4.79703e-16j 3.87637e-07+1.70168e-18j -0.000704238+3.83242e-16j 0.00126776-5.28127e-16j 0.000304172-3.72094e-17j 0.000354713-1.6157e-16j -0.000516393+1.73255e-16j 0.000261143-2.0879e-16j -0.000230653+8.78455e-17j 0.000617818-2.74159e-17j 0.00132161-6.2026e-16j 0.000501064+7.19284e-16j -0.00116448+5.67279e-16j -0.00171449+7.81561e-16j 0.000715037-3.94768e-16j 0.000302731-1.3955e-16j 0.000931704-4.45708e-16j 0.00058346-2.77856e-16j -0.000291773+7.78674e-17j 0.00151314-6.05261e-16j 0.00019683-1.0679e-16j -0.00108809+4.90707e-16j -5.3864e-05+4.63086e-17j 0.0002616-1.98182e-16j 0.000529432-1.08959e-16j 0.000283546-1.75587e-16j 
-0.000952398-4.08813e-16j 0.00120478-9.1682e-17j 0.000774598-3.4994e-18j -0.00157246-2.23872e-17j -0.000571268-1.29974e-17j -4.22619e-05-1.11697e-17j 0.000643024+5.27723e-17j -0.00160844-4.46094e-17j 0.000271351-5.87793e-18j -0.00180773-5.51392e-17j 0.0004889-2.3047e-17j -0.000433888+3.80141e-17j -0.000284749-1.30765e-16j 0.000671623+1.08626e-16j 3.51905e-05-6.473e-17j -0.000934685+1.04126e-16j 0.000588829+1.25541e-17j -0.00109022+6.65334e-16j 0.000859865+1.30495e-17j 0.00153961-2.11683e-16j 0.00149094-4.534e-17j -4.67221e-05+4.07517e-18j 0.00309766+7.4905e-17j -0.000369749-1.8994e-16j -0.000581547-2.52668e-17j -0.00013228+2.06907e-17j 0.00110241-1.50648e-17j 0.00159191+2.56988e-16j 0.000531325-2.23676e-16j 0.000682321+1.83708e-18j -0.00249769+5.44409e-16j -0.000385233+3.02218e-16j 0.000108563+1.35567e-16j -0.000207195+1.68892e-16j 0.00110151-2.77399e-17j 0.000358827+7.7139e-18j -0.00018005-3.4976e-16j -0.00195222-1.03998e-15j 0.000627897-7.99679e-16j -0.00155819-8.03114e-16j 0.000246537-1.3004e-16j 0.000396575+1.11265e-15j 0.00054848-7.92903e-17j -0.000877886-8.96995e-17j -0.00103357+2.14017e-17j -0.000476364-3.64007e-18j -0.000283682+2.1782e-17j -0.000447268+7.4596e-18j -0.0018895-6.69338e-17j 0.000893256+4.48785e-17j -0.000620231+7.83046e-18j 0.000838733-1.34665e-17j 0.00106534+1.90927e-17j -0.00143789-1.91643e-18j 0.00101843-2.36967e-17j -0.000633392+9.6092e-17j 
-0.000863845-3.22762e-16j 0.00106257-9.32083e-17j 0.000762632-6.37489e-17j -0.000870889+6.00642e-18j -0.000893243+5.76275e-17j 0.000355092-4.21717e-17j 0.0011287-5.12699e-17j -0.000979464+7.8505e-18j 0.000110432-1.72973e-17j -0.000397246-5.23919e-17j 0.000155191-8.25954e-18j -0.000559731+7.0452e-17j -0.000887169+5.33529e-17j 0.000339485+4.14008e-17j -0.000678792+7.79713e-17j -0.00104437+8.10048e-17j 0.000799542-1.06897e-16j -0.000242289+2.19645e-17j 0.000721152-1.59235e-16j 0.00113123-2.12938e-16j 0.00117307-1.12313e-16j -9.74082e-05+3.2792e-17j 0.00187547-6.02395e-17j 0.000478583-4.76405e-17j -0.000398983+3.05528e-17j 0.00023895+5.79854e-17j -0.000241364+2.46251e-17j 0.00048244+1.23459e-16j -0.000569094+2.31401e-16j 0.00048727-1.06234e-17j -0.00243744+6.47245e-16j -3.85114e-05+1.98148e-16j -0.000111509+1.38991e-16j 0.000310548+1.28209e-16j 0.00122989-4.90894e-17j -8.52722e-06-8.48341e-17j -0.000178752-1.94942e-16j -0.000560794-5.32635e-16j -0.000112483-3.48334e-16j -0.00105397-5.11456e-16j 0.000396374-1.98762e-16j 0.000525932+1.35719e-15j -0.000323776+3.13317e-17j -0.00105637+5.91592e-17j -0.000459881+9.28557e-18j 0.000172236-2.08142e-17j 0.000514308-9.30235e-17j 0.000270346-5.07007e-17j -0.00101049-1.75604e-17j 0.00122643-4.89649e-17j -0.00056991+4.85823e-17j 0.000134629+2.5996e-18j 0.000284253+3.33346e-17j -0.00133964+7.3789e-17j 0.000927549-2.84442e-17j -0.000727647+1.59954e-16j 
0.00131655+1.21907e-15j 0.00353572+2.54311e-16j -0.00274116+8.46367e-18j -0.000574833-2.76578e-17j -0.000109592+5.84835e-18j -0.00126848-3.8822e-17j 0.00175947-6.69037e-18j -0.00113804-3.55389e-17j -0.000639276+1.68134e-17j -0.000384108-6.08329e-17j 0.000585335+1.16552e-17j 0.00142315-2.58137e-18j 0.00164521-2.77723e-17j -0.000308506+4.89989e-18j 0.000529455-2.72794e-16j -0.00200459+5.76574e-16j -0.00162976+6.22857e-16j 0.000205533+3.71021e-17j -0.00142927+7.79242e-17j 0.000896364-4.0479e-17j 0.000539825-8.58759e-17j -0.00264423-3.62798e-17j 0.000698877+1.77618e-17j -0.00114833-3.14366e-16j -0.000381912-2.61928e-16j 0.00349955+4.63114e-16j -1.4022e-05+7.2847e-17j 0.000517122-1.00253e-16j -0.0016465+9.18013e-16j 0.00101665+2.95425e-16j 0.00113256-2.72133e-16j -0.00225802+1.34426e-16j -0.000139525+2.97536e-17j 0.00170457+4.511e-17j 0.000884008-1.75895e-16j 0.00173755+2.58298e-16j -0.00192439-1.93559e-16j -0.000968322-7.1895e-16j 0.000443551-4.96219e-16j 0.00129239+6.95785e-16j 0.00255645-3.95862e-16j 0.00153815+3.4657e-15j 0.00141677+1.02757e-17j 0.00149952-2.95835e-17j -0.000122951-3.77158e-17j -0.000475545-8.54989e-17j -0.00154232+6.24879e-17j -0.000721485-1.2938e-17j -0.00139246-4.28437e-17j 0.00171937-1.07871e-18j 0.00081654-3.20219e-17j -0.00147332+1.44225e-17j 0.00164389+2.59249e-17j 0.00115581-9.86823e-18j 0.00369206+1.00552e-17j 0.00170475-1.02565e-16j 
-0.00135393-5.19211e-16j 0.00187233-1.54173e-16j 0.00157986-6.16937e-17j 0.000772049-5.87877e-17j -0.00195408+6.82548e-17j 0.00155783-3.10158e-17j 0.000990349-8.02117e-18j 0.00156573-9.29491e-17j 4.28856e-05-2.49429e-17j 0.00118454+1.55474e-17j -0.000331304+2.45259e-17j -0.0009038+1.19559e-17j 0.00148508-6.75828e-17j -0.00130668+9.68787e-17j -0.0017219+1.35046e-16j -0.00138239-1.02379e-16j 0.00263319-5.36666e-16j 0.000919606-6.49229e-16j -0.001079-1.38081e-16j 0.000680312+4.05952e-17j 0.000232462+4.14486e-18j -6.528e-06-3.25793e-17j -0.000330671+1.41817e-17j 0.00159105+1.76126e-16j -0.00111012+1.33264e-16j -0.00157371+1.69866e-17j -0.00150844-1.5152e-16j -0.00357767-1.18313e-16j -0.00357421+1.58508e-15j 0.000192939-8.30481e-18j -0.00149382+3.95418e-16j 0.000272775+1.35009e-16j -0.000153236-1.36246e-17j -0.000735042+2.01319e-16j 0.00213555+3.45382e-17j -0.00138584-3.81133e-16j 0.000498838+1.47847e-16j 0.00253963+1.52488e-16j -0.00249997+2.91268e-16j -0.000846288-4.15569e-16j 0.000214947-2.6077e-16j 0.000540336+1.44339e-15j 4.80103e-06+3.86051e-17j 0.00157243-4.65958e-17j -0.000459062+5.05727e-17j 0.00114409-9.20977e-18j 0.00193198-1.32832e-16j 0.00156956-7.56815e-17j 0.00182834-9.50017e-17j 0.00109624+3.22996e-18j -0.000543262+3.01617e-17j -0.000661483+2.52993e-17j -0.00189022+9.38791e-17j -0.00205649+5.66293e-17j 0.00169144-7.44224e-17j -0.0015115+2.63923e-16j 
0.000933699+1.49725e-16j -0.00334856+2.01193e-17j -0.000409894-3.33486e-17j 0.000436406-7.46837e-18j 0.00164422-2.77976e-18j -0.000735587-4.29076e-17j -0.00183043+2.08325e-17j 0.00014318-3.33161e-17j -4.31645e-05-6.78184e-18j -8.3236e-05-2.37526e-17j 0.000161152+3.61773e-17j 0.000283114+8.58824e-18j -0.00147005-4.37411e-17j 0.00108197+1.068e-17j 0.00122141+8.90708e-17j 0.00231848-2.06187e-16j -0.00139723+7.4384e-18j -0.000609991+4.08272e-16j 0.000552358+1.90592e-16j -0.00133756+1.31394e-16j -0.00118968+1.06539e-16j 0.00105136-1.7369e-17j -0.00103682+9.29168e-17j -0.000756104-3.63026e-17j 0.00132185+6.11478e-17j -0.000313303-8.34409e-17j 0.00106545+1.40487e-16j 0.00174675+2.54587e-16j 0.00305316-1.28597e-15j -0.000403196-6.74602e-17j 0.00178736-4.23425e-16j 0.000836291-2.99136e-16j -3.48452e-05-8.89948e-17j -0.000519625-1.92652e-16j -0.00255466-6.20097e-18j 0.000227353+2.99674e-16j 0.000657126+3.89008e-17j -0.00103193+2.03366e-16j 0.00143354+2.61855e-16j 0.000723422+3.80204e-16j -0.00110323+5.57508e-16j -0.00137281-3.52271e-15j -0.000458631-1.39078e-17j -0.00140845-8.43097e-17j 0.00071671-1.54774e-17j -0.000774296-3.62568e-17j -0.000581637+2.229e-18j -0.000789636-1.75324e-17j 3.8468e-05-4.12972e-17j -0.00191171+1.45345e-17j 0.00046765+3.29776e-18j 0.000814231-9.35219e-19j 0.000275662+3.38737e-17j 0.00171986+2.92861e-17j -0.00322186+2.95805e-17j 0.000747868-1.35651e-16j 
0.00111836+4.09783e-16j -0.00208267+9.407e-17j -0.000950245-1.61129e-17j 0.000696196+2.86723e-17j 0.00123228-2.08484e-17j -0.000604933-1.62404e-17j -0.000961626+8.69294e-18j 0.000344979+2.38341e-17j -0.000196712-1.61858e-17j 0.000691646+3.81551e-17j -9.50637e-05+4.36258e-17j 0.000512934-1.47972e-17j -0.000965798+2.20617e-17j 0.000412135-3.95226e-17j 0.000710468+2.99954e-17j 0.00145449-9.09622e-17j -0.00142494+1.36047e-16j 0.000164992-9.67462e-17j 9.37464e-05+5.46113e-17j -0.0013045+1.36524e-16j -0.00110378+4.25607e-17j 0.000296778-6.14069e-18j -0.00171533+2.64633e-18j -0.000367962+5.79473e-17j 0.00103536+2.48522e-17j 0.000589786+3.87486e-17j 1.68734e-05+8.64289e-17j 0.000738276+1.09142e-17j 0.00151652-6.82624e-16j -0.000454086+2.66375e-17j 0.00199693-4.91266e-16j 0.00039416-2.71922e-16j -8.40235e-05-1.02755e-16j 0.000287187-1.76547e-16j -0.00183884-7.1217e-18j 0.000284612+2.03144e-16j 0.000106483+1.31705e-16j -5.83251e-06+5.00926e-16j 0.000778144+4.13044e-16j 0.00123816+6.46547e-16j -0.000412263+3.29788e-16j -0.000701814-1.88931e-15j -0.000569496+1.38328e-17j -0.000639777-2.30872e-17j 0.000917235-1.84557e-17j -0.000255621-2.17772e-17j -0.00044902+3.57288e-17j -0.000370157+7.43613e-18j 0.000397627+2.50785e-17j -0.00115362+9.8718e-18j 0.000583097+3.45896e-18j -7.71043e-05-1.56448e-17j 6.21152e-05-1.25903e-17j 0.00176556+1.3457e-17j -0.00190121+4.15559e-17j 0.000939024-1.40664e-16j 
-0.00252196-1.80504e-15j -0.00254398-3.86915e-16j 0.00413697-8.71307e-18j 0.000152863+4.49755e-18j -0.00128913-6.71703e-18j 0.00193777+3.56051e-17j -0.000906617+2.49605e-17j 0.000970177+1.00615e-18j 0.000610892-3.6093e-17j 6.04223e-05+4.48288e-17j -3.54894e-05-2.17886e-17j -0.00231382+2.37315e-17j -0.00196093-4.32303e-17j 0.000758581+1.02056e-16j -0.00132458+3.28716e-16j 0.00108891-6.55657e-16j 0.00341624-8.82307e-16j -0.000747631+3.04364e-16j 0.00130927-1.18041e-16j 0.000498998-6.3513e-17j 0.000296297+7.17367e-17j 0.0028151+4.62343e-17j 0.00140581+2.87808e-17j 0.00175674+3.26748e-16j -8.4288e-05+3.15412e-16j -0.00431562-5.19333e-16j 0.000138912-1.62122e-16j -0.000983635+2.10941e-16j 0.000464841-4.61275e-16j 2.30286e-05-3.37555e-16j -0.0037456+8.94001e-16j 0.00247916+1.18105e-16j -0.000201102+6.17797e-17j -0.00254843+9.89552e-17j 0.000434616+2.16515e-16j -0.00219294-4.36582e-16j 0.00237768+2.85302e-17j 0.000551462-1.09539e-17j -0.00112952-4.55942e-17j -0.00272418-1.4314e-15j -0.00217528+3.47572e-16j -0.00139273-3.16096e-15j -0.0012846-3.03846e-17j -0.00223913-1.49254e-17j -0.000610347+5.93097e-17j 0.000446185+8.64779e-17j 0.00277435-1.06392e-16j 0.0012295-1.21211e-17j 0.00107568-8.06541e-18j -0.000603589+2.67948e-17j -0.00137718+4.60768e-17j 0.00179114-6.87996e-18j -0.00200971-2.22892e-18j -0.00295995+7.61329e-18j -0.00292632-5.04017e-17j -0.00287331+2.53777e-16j 
0.000105825-2.73194e-16j -0.00285236-6.09866e-17j 0.000500109-2.88069e-17j -0.000340524+2.38706e-17j 0.00108022-7.59921e-18j -0.00050205-3.4723e-17j -0.00152358-9.51029e-18j -0.000527265+2.50468e-17j 0.000135446-1.27119e-17j -0.00100336-5.82953e-17j 0.00047066+2.05415e-17j -0.000232293+4.21575e-17j -0.00173628+2.66797e-17j 0.00150861+3.54451e-17j 0.00103913+1.12443e-16j 0.00185608-2.04083e-16j -0.000573521-6.7223e-17j -0.00127664+8.13043e-16j 0.00101533+1.05251e-16j -0.000381015-6.59858e-18j -0.000364866+4.31207e-17j 0.00129443-8.32172e-18j 0.00082466+7.77362e-17j -0.000722963-1.23407e-16j 0.0009627+5.61272e-17j -0.000900603-2.2046e-16j 0.00165478+1.41912e-16j 0.00232303+3.06089e-16j 0.00318307-1.40155e-15j 6.36552e-05-1.11758e-16j -2.11223e-05+8.66857e-17j 0.000884808-1.22484e-16j -3.86944e-05+2.31731e-18j -0.000993881-1.6164e-16j -0.00182398-2.21967e-18j 0.000142167+2.14988e-16j 0.000849388-1.16614e-16j -0.00196533-3.42732e-16j 0.00153292-2.41519e-16j -0.000442294-2.11813e-16j -0.00113057+5.00965e-16j -0.00129605-3.27296e-15j -0.000241885+1.56005e-17j -0.00204861+2.40642e-18j 5.82512e-05-1.65087e-17j -0.00098057-3.77083e-17j -0.000327649-8.395e-18j -0.000839516-1.85724e-17j -0.000782139+9.33556e-19j -0.00141933-1.2182e-17j -1.15228e-05+2.74313e-17j 0.00141922-2.40589e-18j 0.000551252+3.47978e-18j 0.000545562+3.44554e-17j -0.00287819+2.06636e-17j 4.68492e-05-5.00345e-17j 
