-0.0940107+1.77444e-14j 0.23473+9.08335e-15j 0.115374-7.31396e-17j 0.120846+1.3168e-16j -0.191901+8.96742e-16j -0.0815614-4.56608e-15j 0.245897-3.50464e-16j -0.244223+5.64931e-14j -0.154982-1.28817e-14j -0.0209826+1.099e-14j 0.309908-1.57944e-14j -0.0784754+1.46058e-14j -0.0484402+3.15684e-15j 0.197642-2.29224e-14j -0.170559+1.96761e-14j -0.277198+1.18963e-14j 0.116714-2.55213e-14j 0.166175+3.66202e-15j -0.143505-1.20189e-14j 0.238288-1.31834e-14j 0.0467315-1.00395e-16j 0.175076+4.89383e-14j 0.0729266+8.04992e-15j 0.285615-3.4129e-14j 0.0833066-2.14572e-14j -0.0182058+3.81588e-16j 0.206376+3.96875e-15j -0.0890421+3.39227e-15j 0.0721576+6.36262e-14j 0.153323-9.18894e-13j -0.0769943-3.65456e-13j 0.339938-2.51243e-14j 0.0331631-1.88242e-14j -0.0071345-1.12849e-15j 0.0303197-9.90828e-17j -0.0087204+9.80847e-17j -0.00825716-4.51103e-16j -0.00234934+2.31949e-16j 0.000804108-4.27778e-16j -0.00419552+2.0615e-16j -0.0144147+3.26728e-16j 0.0137045+1.31549e-16j -0.00748582-2.96269e-14j -0.014133+1.52796e-16j 0.00062495+3.46012e-16j -0.0114657-6.8377e-16j 0.00666728+4.91228e-16j 0.0133237+5.9077e-17j 0.000353815+6.90465e-17j -0.0157287-1.96468e-16j 0.00561642+2.00312e-15j -0.00542701-1.65692e-15j -0.00803402-9.06709e-17j 0.00517648+9.00119e-16j -0.0237987+9.42901e-16j 0.00348142-3.38421e-16j -0.00876899-5.29616e-16j 0.00849042-2.10019e-16j -0.000887699-9.40366e-16j 0.0165366-3.7112e-16j 0.00209783+2.50283e-16j -0.0227617-1.12492e-15j -0.0152398-3.90101e-16j -0.0081633-3.08707e-16j 0.00719473-3.97729e-16j -0.0457488-2.68299e-16j 0.00462833+1.92146e-16j 0.0115055-1.17995e-16j 0.0357339+2.84828e-16j 0.00478952+2.84602e-16j -0.0829636+1.02071e-14j -0.00852148-3.04981e-14j 
-0.000123059-6.62667e-16j -0.00195496-4.37002e-16j 0.00125139-1.16455e-16j -0.000924121+6.34245e-17j -0.000896406+1.11552e-16j -0.000672901+8.09626e-17j -0.00131915+4.83655e-17j -0.000382479+1.58733e-16j 4.23712e-07+5.88017e-17j -0.00103212+5.32024e-17j 0.000223576-8.2495e-17j -0.00123177+1.12043e-16j 0.00109697-1.05238e-16j 0.00049307-1.05305e-16j 0.000637287-7.87388e-17j 0.0004913-3.33331e-17j -0.000469192+3.88757e-17j 0.000772731-6.87728e-17j -0.000983862-2.68467e-17j 0.000131598+1.7214e-18j -0.000877178+6.76801e-17j -1.61711e-05-8.20426e-17j -0.00124387+7.36882e-17j 0.000637547-1.10159e-16j -0.000213381-8.02616e-18j 0.000866032-2.25245e-17j 0.000821519+2.76939e-18j -0.000382824-3.15243e-17j -0.00121077-1.72553e-16j -0.000420887+2.16678e-15j 0.000360163+2.36472e-15j 0.000500329+1.18988e-16j -0.00116174+7.64764e-16j 0.000755587-2.75326e-17j -0.000150443+1.10921e-16j -0.000119615+1.14902e-16j -0.00169847-1.2273e-17j -0.000231345-4.78204e-17j -0.000328406-2.10642e-17j 0.000543445-4.19627e-17j -0.000555441-3.02953e-18j 0.000380214+7.14837e-17j 0.00118581+4.60757e-15j 0.00122752+4.64133e-17j -0.00116647-7.33638e-17j -0.000732861+1.37883e-16j 0.00216355-2.32275e-16j 0.000880153-3.41242e-17j 0.000837049+1.48695e-16j 0.00255772+1.57986e-17j -0.00092021-2.32569e-16j -0.000660242+1.28494e-16j 0.0011301+2.04961e-16j -0.000122848+1.02415e-16j -3.10342e-05+8.82023e-17j 0.00111579-1.62353e-16j -0.000912343+1.83004e-16j -0.00203274+4.1592e-17j -0.00186758-5.07183e-17j -0.000530729-3.19854e-17j 0.000819145+7.79524e-18j 0.000700197+1.00043e-17j 0.000164203-5.29521e-17j -0.000475265-1.66172e-17j -0.000763953+4.30429e-17j 0.00123662+1.21953e-16j 0.000839836-9.62324e-17j -0.00160988+9.57965e-17j 9.23133e-05-7.10534e-17j 0.00105711-1.66907e-16j 0.00215153+3.80483e-16j 0.00125275-9.24406e-16j 
-0.00122813+1.74749e-16j 0.00284465+5.91147e-17j 0.000424704-1.41154e-17j 0.000469781+9.52282e-18j -0.000979587+1.86982e-17j -0.000536254-1.59968e-17j 0.00144265+1.23396e-18j -0.00138056+3.25667e-16j -0.000725582-5.61935e-17j -0.000158608+6.28936e-17j 0.00162296-8.1331e-17j -0.000218287+7.64924e-17j -0.000395418+2.46117e-17j 0.00103068-1.31886e-16j -0.000758791+8.24497e-17j -0.00133543+4.46909e-17j 0.000444455-9.86241e-17j 0.000871852+4.58295e-18j -0.000560246-5.66387e-17j 0.000998613-5.43457e-17j 0.000113905+9.43963e-18j 0.000894947+2.43871e-16j 0.0003103+4.89097e-17j 0.00114002-1.22603e-16j 0.000226464-8.56246e-17j -0.000259582-3.92118e-18j 0.000545039+2.85355e-17j 0.000287164+4.44882e-18j 0.00161374-1.3857e-17j 0.000110736+2.11675e-17j -0.00092814-5.31616e-15j 0.000922208-2.72212e-16j -2.56804e-05+4.79972e-17j -0.000276148-6.3697e-18j -0.000680879+3.20774e-17j -0.000431378+5.2295e-17j 0.000883507-1.98929e-17j 0.00118504-1.34137e-17j -0.000305457-6.87868e-18j 0.000458544-6.49965e-19j 0.000907622-1.6418e-17j -0.00011148+5.48522e-17j -0.000991213-3.87622e-15j -0.00167726+1.01601e-16j 0.00115572-6.02379e-17j -0.000784382+1.77003e-18j 0.000293102+1.63707e-17j -0.000462431-1.71117e-17j 0.000625116+2.79352e-17j -0.00135182+2.68375e-17j 0.000905317+1.71205e-16j 0.000264817-1.47031e-16j -0.00179597-7.48073e-18j 0.000405148+5.19549e-17j -0.00105228+4.78154e-17j 0.00031261-1.03434e-16j -0.000270311-2.85474e-17j 0.000769841-5.30167e-18j 0.00117488-5.64671e-17j 0.00146845-8.76353e-17j 0.000370155+4.14252e-17j -0.00115183-2.5279e-17j -0.000297813-2.0538e-17j -0.000378224+7.75768e-19j 0.00104182+1.44451e-17j -0.00177632+3.7837e-17j 0.000232599-4.88968e-18j 0.000245408+1.22526e-17j 0.000386794-9.92556e-18j 0.000702271-2.46266e-17j -0.0028862+3.39461e-16j -0.000394451-9.20122e-16j 
0.000565773+1.03135e-16j -0.000718689+3.50468e-17j -0.000225475+4.57421e-17j -0.000652816-7.83324e-18j 5.42374e-05-2.74808e-17j 5.82787e-05-4.88778e-18j -0.00166064+7.11145e-18j 2.06602e-05+2.16145e-17j 0.000279505+9.89349e-17j -0.00106237-6.20526e-17j -0.000548926+1.36254e-17j -0.000871955-2.28965e-17j 0.000975817-4.32046e-17j -2.54788e-05+1.88698e-17j 0.000998674-8.05338e-17j 0.0011332-5.06034e-17j -0.000849434+7.52217e-17j 0.000358699-4.26496e-18j -0.000762613-7.22959e-17j -0.000708424+6.03563e-17j -0.000962177-1.94561e-17j -0.000357525-1.12362e-16j -0.00112155-2.15715e-17j -0.000400715+8.76858e-17j -0.000737041+5.42785e-17j 0.00128274+1.21426e-17j 0.000758+1.75207e-17j 0.000138023+2.67443e-17j 0.000353008-3.73693e-16j -0.000741192+4.71642e-15j 0.00114509+6.51969e-15j -0.00120378+3.62436e-16j 0.000699444-4.58976e-16j -0.000842755+4.99744e-17j 0.000683293-5.95146e-17j 0.00102002-1.1928e-16j 0.000260836-1.60625e-18j 0.000160312-4.16391e-17j -0.000564402+4.71597e-17j -1.31223e-05-2.92638e-18j 0.000319461-3.82073e-17j 0.000927503-1.05181e-16j -0.000787432-3.06236e-15j 0.000549995-6.02116e-17j -0.000961875+8.62517e-18j 0.00112385-4.01709e-18j -0.00113177+1.09586e-16j -0.0008212+7.01967e-17j 0.000129573+1.0862e-17j -0.00023241-5.09503e-18j 1.20645e-05+3.42793e-17j -0.000219017+4.24665e-17j 0.00131056-2.28642e-17j 0.000966468-2.70952e-16j 0.000374957-5.07548e-17j -0.00193779+2.62117e-16j 0.000844489-5.06001e-18j 0.00016284+1.90864e-18j 8.89897e-05+2.13293e-17j -0.000294399+4.44842e-17j 0.000295514-4.12016e-17j -0.00028264+4.11785e-17j -0.000579959+5.24994e-17j -0.000355257+3.98568e-17j 0.000810377-8.71202e-17j 0.000700592-3.51798e-17j -0.000571761+4.72322e-17j 0.000626582-6.61415e-17j -0.000810327+4.6815e-17j -0.00110358+8.14587e-17j 0.00027018-3.73538e-16j -0.000670008+1.28085e-15j 
0.00154513+1.42354e-15j 0.00111988+7.2179e-16j -0.00226089+6.09067e-17j 0.000848982-1.39999e-17j 0.00172237-4.44861e-17j 0.0012874-1.98187e-17j 0.000842949-1.82751e-17j -0.000146766+2.13675e-17j -0.000652082-1.44211e-16j 0.00121601+6.67613e-17j -8.8889e-05+2.88409e-17j 0.00118963-3.35025e-17j -0.000815142+2.76539e-17j -0.000631004+8.38389e-17j -0.000790861+5.28469e-17j -0.000621162+2.50506e-17j 0.000636344-2.44447e-17j -0.000663448+1.58961e-17j 0.000592821+8.72182e-17j -0.000104664-1.41397e-17j 0.00117734-1.64509e-17j -0.000501312-7.76818e-17j 0.0010333-3.26525e-17j -0.000253621+3.00854e-17j 0.000180599+1.52222e-17j -0.000230167-7.44412e-18j 0.000297941-2.33572e-17j -0.000778979-1.29444e-17j 0.0012789+5.45906e-16j 0.00141594-8.21617e-15j 0.00103493+6.31825e-15j 0.000317969+3.1298e-16j 0.00193044-1.07999e-15j -0.00295012-6.03096e-18j 0.00216501-5.66745e-17j 0.00390017-1.90345e-16j -0.000530709+6.7838e-17j 0.00196287-5.87083e-17j -0.002793+4.46104e-18j 0.000471559+1.46547e-17j 0.00167098-6.51348e-18j 0.00455183-1.28133e-16j -0.00325076-1.29535e-14j 0.0020362-1.74699e-16j -0.00431335-1.93399e-16j 0.00355673+2.60114e-16j -0.00281271+9.73664e-17j -0.00306495+4.04864e-17j 0.00190614+3.43592e-16j -1.14919e-05-1.53703e-16j 0.000151381+1.75069e-16j -0.00111101+1.30872e-16j 0.0053904+2.34809e-16j 0.00474214-8.01383e-16j 0.00042183-1.33345e-16j -0.00741798+5.24377e-16j 0.00271837+2.63441e-16j -0.000218612+1.19597e-16j -0.00035709+1.15606e-16j -0.000523448+1.80045e-16j 0.00219879-3.05713e-17j -0.00217942-4.08587e-17j -0.00266887+5.21567e-19j -0.00228123+2.27416e-17j 0.00435937-2.73303e-17j 0.00256702-2.25781e-17j -0.00168482+2.45051e-17j 0.00231621-3.2867e-17j -0.00301276-2.35897e-17j -0.00412941-5.19271e-18j -0.000401473-1.39149e-15j -0.0027794+4.24903e-15j 
-0.000855528+1.51107e-15j 0.00603689+7.85874e-16j -0.00153683+2.63377e-17j 0.000870569-5.73474e-18j -9.18566e-05-2.22308e-17j 0.000233124-2.41052e-17j 0.00116675-1.0671e-17j -0.00135532+3.10825e-16j -0.000473271+1.02593e-18j -0.000616651-3.46228e-18j 0.00103569-3.2349e-17j -1.47798e-05+8.17122e-18j -0.00051121+5.10884e-17j 0.000736631-8.71721e-17j -0.000234878+4.41288e-17j -0.000622356+8.49057e-18j -0.000209464-2.30182e-17j 0.000748101+1.20753e-17j -0.00064271-1.03835e-16j -3.72918e-05-1.06094e-17j -0.000297096-2.74278e-17j 0.000741381+2.41842e-16j 0.000309047+2.54348e-17j -8.6663e-05+8.69904e-17j -0.000686361-4.28839e-18j 0.000525117+3.56478e-17j 0.000723264+7.87725e-17j 0.00145458+4.35883e-17j 0.00490297-4.55481e-16j -0.000736182+6.6349e-15j -7.57844e-05-9.63132e-16j -0.00173667-1.7823e-17j 0.00279425-1.5888e-15j -0.0027909-9.07275e-17j 0.000104868-1.34566e-17j 0.000883997-1.62117e-17j 0.00461032+1.29609e-17j 0.00231361+1.05769e-17j -0.000655706-4.275e-18j -0.000203629+1.84485e-18j 0.00270792-3.08725e-17j 0.000349975+4.7933e-17j -0.00447358-1.75917e-14j -0.00384179+1.61835e-16j 0.00245105-1.99713e-16j 0.00151649+8.23158e-17j -0.00464878+2.1103e-16j -0.00324724-5.96249e-17j -0.000312595-2.23148e-16j -0.0065834-6.9943e-17j 0.00289035+6.83836e-16j 0.00120256-4.11701e-16j -0.00290608-2.69032e-17j 0.00201826-2.21373e-16j -0.000986386-2.48247e-17j -0.00387686-4.92879e-17j 0.0022121-1.18781e-16j 0.00473858+3.51517e-18j 0.0050115+4.53107e-17j 0.00269286-1.40379e-16j -0.000428915+1.32573e-17j -0.00317591-6.30722e-17j -0.00145151-3.1363e-18j -0.000219353+3.26887e-17j 0.00380586+2.55599e-17j -0.0037827-2.51913e-18j -0.00178627+4.01042e-17j 0.00377673-2.53779e-18j -0.000658355-2.38266e-17j -0.00205532-1.14246e-17j -0.00739509-5.41817e-16j -0.00347664+1.59155e-15j 
0.00703931+1.50964e-16j -0.0133958+4.77496e-17j -0.000188847-3.28902e-18j 0.00141977-2.08366e-17j 0.00145525+1.71583e-17j 0.00192231+6.66227e-17j -0.00195626-1.00353e-18j 0.00236954-5.49137e-16j 0.000128447-7.66984e-17j 0.000964446+3.46016e-17j -0.00186761+3.52695e-17j -0.000561442-1.88899e-18j 0.000853276-1.08331e-16j -0.00131393+1.61721e-16j -0.000504181+2.42748e-17j 0.000329271+6.40691e-17j 0.000936323-8.53799e-17j -0.00131944+5.94864e-18j -0.000415925+1.26243e-16j 0.000613538-6.41772e-17j 0.0012614+3.2177e-17j -0.000718761-1.77891e-16j 0.000934551-3.76345e-18j 0.000965899-2.43883e-16j 0.00128253-3.34314e-17j 0.00124995+1.13547e-17j 0.00319832-8.05359e-17j -0.00558014-4.55532e-17j -0.0096503+2.52524e-15j 0.00524215-3.65715e-14j 0.00497421+3.13821e-14j 0.00476061+1.4681e-15j 0.00293379-1.8769e-15j 0.00111645-1.62856e-16j 0.00741815-7.41464e-17j 0.00371161-1.7851e-16j -0.00607638-4.93518e-17j -0.0100963+1.18807e-16j 0.00289361-1.02975e-16j -0.00468907-1.88702e-18j -0.00778401+1.18174e-16j 0.00128756-1.41486e-16j 0.00686352+2.67529e-14j 0.0127502-4.58076e-16j -0.00892822+3.04029e-17j 0.00731689+2.67732e-16j -0.0047671-1.70793e-16j 0.00343956+2.47114e-17j -0.00625171-3.55059e-16j 0.00831925-3.57012e-17j -0.00663866-1.29256e-15j -0.00187099+9.37121e-16j 0.0142644+6.34639e-16j -0.00298966-2.31078e-16j 0.00826136-2.60514e-16j -0.00411098+3.90355e-16j 0.00310745+3.22546e-16j -0.0041531-1.4397e-16j -0.00820536+2.68715e-16j -0.0115274+4.75386e-16j -0.00391175-2.51457e-16j 0.00828118+1.73403e-16j 0.00167104+4.20093e-17j 0.00336904-1.19783e-16j -0.00778987-4.50158e-18j 0.0123493+4.55883e-17j -0.00281453-3.60124e-17j 0.000114909-3.82398e-17j -0.00216295-1.29064e-16j -0.00715986-9.18918e-17j 0.0194496-2.55927e-15j 0.00165186+7.73143e-15j 
-0.00515004-2.11827e-15j 0.00375631-1.24884e-15j 0.0038912-8.63427e-17j -0.00100384+6.26069e-17j -0.00349456+1.01077e-16j -0.00281433-1.73085e-18j 0.00170524+5.19621e-17j -0.00194643+5.204e-16j -0.000397082+4.84767e-17j -0.00095649+1.00708e-16j 0.00270067-1.75789e-16j -0.00101899+1.90366e-16j -1.44372e-05-6.58534e-18j 0.00212121-3.07573e-16j -0.000406468+3.94161e-17j -0.0015135+2.12905e-17j 0.000189843-8.12115e-17j 0.00182202-5.90613e-17j -0.000670608-7.18292e-17j 0.00168516-4.80294e-17j -0.000836839+8.23683e-17j 0.00161901+3.5211e-16j -0.000742929+1.37157e-16j 0.00192438-2.36896e-16j 0.000441908-1.16539e-16j -0.0012725-8.13017e-17j -0.00110491-9.12574e-18j 0.00185601-3.62252e-17j 0.00102604-1.03494e-15j -0.00208551+1.34366e-14j -0.00421724-2.50536e-14j 0.00121418-1.20723e-15j -0.00497061+2.92285e-15j 0.00390454+1.92262e-16j -0.00564802+1.49162e-16j -0.00602707+2.78492e-16j 0.000273384-1.28359e-16j 0.0020123-1.28647e-16j 0.00135456+9.78108e-17j 0.00217936-5.85916e-17j 0.000642257-1.24924e-16j -0.00473469+1.38109e-16j 0.00230301+9.42954e-15j -0.00587121+4.03382e-16j 0.00669335+2.25949e-16j -0.00811506-3.8968e-16j 0.00832592-1.47145e-16j 0.00324524+6.01057e-17j 0.00190495-1.21641e-17j 0.000187792+3.07523e-16j 0.00136996-1.46166e-17j 0.00105563-3.4224e-16j -0.0101743-4.01552e-16j -0.00388784+9.14597e-16j -0.00423137+3.55395e-16j 0.0113559-6.04637e-16j -0.00563418-3.12853e-16j -0.000928225-8.93242e-17j 0.00105959-3.79744e-16j 0.00475986-4.26552e-16j 0.000499427+1.03507e-16j -0.000441421+7.89176e-17j 0.00233317+1.4919e-17j 0.000272186+6.37527e-17j -0.00226248-1.0457e-16j -0.00639889+1.15109e-16j 0.00425046-3.8622e-17j -0.0046346+2.63336e-17j 0.00448625+1.05968e-16j 0.00881944+2.15324e-17j -0.00534875+3.22581e-15j 0.00391167-9.06392e-15j 
-0.00671769-8.45025e-16j 0.0110952-3.46352e-16j 0.00231959+1.04436e-16j 0.00023759-6.24698e-17j -0.00338152-7.51753e-17j -0.00261471-1.80195e-16j 0.00461525-3.02953e-17j -0.00376209+8.20595e-16j -0.00151525-9.69513e-17j -0.000285585+6.07983e-17j 0.00456263-1.4292e-16j 2.2994e-05+1.09028e-16j -0.00152899+1.69915e-16j 0.00288878-3.07984e-16j -0.00177768+2.39345e-16j -0.00347622+1.04601e-16j 0.000959772-2.48063e-16j 0.00229759+8.02753e-17j -0.00050471-1.78399e-16j 0.00241051-9.26446e-17j 1.46405e-05-5.31815e-17j 0.00246899+6.7629e-16j 0.000556191+2.40293e-17j 0.00241093-1.93686e-16j 0.000517129-2.21172e-16j -0.0021242-3.80595e-17j -0.00117602+2.76515e-17j 0.00304525+8.2436e-17j 0.00615278-1.05915e-15j -0.00202216+1.50678e-14j -0.00551663-3.30747e-14j 0.000950176-1.64178e-15j -0.00341193+1.89735e-15j 0.00112052+2.53646e-16j -0.00625414-7.42122e-17j -0.00483012+9.37515e-17j 0.00343158-9.69351e-17j 0.00620095+2.64373e-17j -0.000743944+4.43516e-17j 0.00327468+1.0941e-16j 0.00429461-4.98381e-17j -0.00287246+1.02714e-16j -0.002703-1.02985e-14j -0.00968287+2.99931e-16j 0.00799892+1.88278e-16j -0.00757037-5.81573e-16j 0.00604343+3.77448e-16j -0.000271605+7.5271e-17j 0.00395652+3.20268e-16j -0.00479765+2.5993e-16j 0.00428896+7.40878e-16j 0.00157022-7.01749e-16j -0.0124313-7.36774e-16j -0.000239679+5.4063e-16j -0.00644934+1.43565e-16j 0.00732197-2.20118e-16j -0.00416458-5.17415e-16j 0.00216327-9.83548e-17j 0.00505926-3.50633e-16j 0.00840289-2.92263e-16j 0.002085+3.02182e-16j -0.00480953-1.23344e-16j 0.000112181+3.03729e-18j -0.00156119+9.31321e-18j 0.00316494-3.12722e-17j -0.00997016-1.09959e-16j 0.00333119+1.61885e-16j -0.00180242-1.56482e-16j 0.00350885+2.03567e-16j 0.00763503+3.43032e-16j -0.0136441+2.7085e-15j 0.00065938-8.18635e-15j 
0.00623635-1.85255e-15j -0.0173723-8.82568e-16j 0.00113628+3.22343e-17j -0.00144814-4.47573e-17j 0.00170143-5.34286e-17j 0.00124466+6.29162e-17j -0.00603441-2.0817e-17j 0.0047802-1.13926e-15j 0.00227288+2.05326e-16j -0.000261424-2.45765e-16j -0.00497214+2.1522e-16j -0.00120186-2.08342e-16j 0.00262973-1.36351e-16j -0.00270742+3.89414e-16j 0.00238895-2.22411e-16j 0.00413931-8.93866e-17j -0.00112732+1.83777e-16j -0.00215274+3.16761e-17j 0.000290263+6.64684e-17j -0.00189756+1.25652e-16j -0.000678612-3.84253e-17j -0.00239782-6.89884e-16j -0.00155643-1.53358e-16j -0.00164806+1.14618e-16j 8.39492e-05+1.44463e-16j 0.00190735+6.57153e-17j 0.000753339-5.22145e-17j -0.00394445-2.13402e-17j -0.0117158+1.18623e-15j 0.00185199-1.65417e-14j 0.00476058+2.89652e-14j 0.000936254+1.39913e-15j -0.000424416+2.13609e-17j 0.00389709-2.03285e-17j 0.00462124-9.76023e-17j 0.00072628-1.44884e-16j -0.00703163-1.31938e-17j -0.010408+1.15458e-16j 0.00398596-2.90897e-17j -0.00379477-4.72404e-18j -0.00845414+1.12754e-16j -0.0014861-1.89764e-16j 0.0096631+3.79211e-14j 0.0115936-4.91526e-16j -0.00651545+3.69364e-16j 0.00345201-5.17733e-17j 6.79888e-05-2.4333e-16j 0.00591565+7.6891e-17j -0.00577298-3.48106e-16j 0.0105748+2.6132e-17j -0.00711725-1.49289e-15j -0.00163672+9.76848e-16j 0.0106032+2.17888e-16j -0.00588613+2.25688e-16j 0.00726343-1.88151e-16j 0.00240234+2.65198e-16j 3.07908e-05+1.40382e-16j -0.00602092-1.30717e-16j -0.00924033+2.05915e-16j -0.0106955+4.49156e-16j -0.00395039-2.30902e-16j 0.00978364+2.12953e-16j 0.00357459+8.54299e-17j 0.00399113-8.52828e-17j -0.0106414-5.84058e-17j 0.0112806-7.65139e-17j -0.000479836-2.18826e-17j -0.00335929-5.49372e-17j -0.000279767-1.93871e-18j -0.00256161+5.50132e-17j 0.0209202-1.26376e-15j 0.00478005+3.56415e-15j 
-0.00408584-5.39018e-15j -0.00712925-2.6915e-15j 0.00675491+3.80131e-17j -0.00550614-3.47427e-17j -0.00351244-4.01098e-17j -0.00388618-7.87536e-17j -0.00453413-3.49875e-18j -0.00044232+1.00629e-16j 0.000684674+2.12035e-16j -0.0024597-1.76424e-16j 0.000204164-1.26006e-17j -0.00309199+4.26209e-18j 0.00351581-1.08637e-16j 0.0010437-2.48698e-17j 0.00260135-1.75166e-16j 0.00225422-1.06064e-16j -0.00158807+7.30632e-17j 0.00184888+5.81487e-17j -0.00130875-2.18705e-16j 7.85775e-05+1.38846e-16j -0.00285237-5.97565e-17j -0.00097088-4.72882e-16j -0.00493698-1.52456e-16j 0.00142297-1.51766e-16j -0.00021163-8.2036e-17j 0.000501749-1.70594e-17j -0.00140848-1.80926e-17j 0.000203755+3.47801e-17j -0.00563772-1.42104e-15j -0.00368797+2.03444e-14j -0.00262475-1.5485e-14j 0.00142931-7.80385e-16j -0.0112172+6.42107e-15j 0.00659296+5.33806e-16j -0.00626688-4.48547e-17j -0.00453539+3.92454e-17j -0.00969762-3.15018e-17j 0.0030011-7.84701e-17j -0.00240928+7.24567e-17j 0.00588337+1.06429e-16j -0.000681864+2.75909e-17j 0.000111386-1.09873e-16j 0.00665276+2.63407e-14j 0.00158657-2.76777e-16j -0.00200033+5.92326e-16j -0.0106146-5.94812e-16j 0.019358-2.19299e-16j 0.00602474+2.56855e-16j 0.00846625+1.47305e-15j 0.0144027+3.10547e-16j -0.00329544-9.41684e-16j -0.0031069+5.31198e-16j -0.00130197-5.52133e-16j -0.00133863+5.57846e-16j -0.00466149+1.51779e-16j 0.0133933+2.78365e-16j -0.00932095+9.74684e-17j -0.0124528+8.28557e-17j -0.00928518-4.2328e-16j 0.00210179+2.22899e-16j 0.00681812+3.15644e-16j 0.00157411-2.21855e-17j 0.00168431-2.67287e-17j -0.00404493-5.57395e-17j -0.00311126-8.53914e-17j 0.00188203-1.27955e-16j 0.00815992+3.6796e-17j -0.0122549-1.29596e-16j 0.00290275+2.66579e-16j 0.0124697+3.54265e-16j 0.00580864+3.7322e-15j 0.00908162-1.12225e-14j 
0.00286464+7.31299e-16j -0.00353377+3.98153e-16j -0.00152368-4.89376e-18j 0.000226898+1.73118e-18j 0.00172781-3.75904e-18j 0.0013265+3.9912e-17j -0.00122539-3.48559e-18j 0.00117302-2.75329e-16j 0.000220758-2.88173e-17j 0.000567346-7.96471e-18j -0.00150277+6.50447e-17j 0.000400905-5.59733e-17j 0.000230476-4.01506e-17j -0.00117153+1.42495e-16j 0.00025686-4.65838e-17j 0.000871369-1.77924e-17j -3.5973e-05+5.60962e-17j -0.000988794-4.93652e-18j 0.000357028+8.10739e-17j -0.000764963+1.94868e-17j 0.000463337-3.10625e-18j -0.0010028-2.51472e-16j 0.000194198-3.7295e-17j -0.000791026+6.13824e-17j -4.90433e-05+6.23294e-17j 0.000615543+1.68474e-17j 0.000569454-1.99433e-17j -0.00143542-1.37897e-17j -0.00179444+6.44183e-16j 0.00130807-8.86215e-15j 0.00224476+1.35514e-14j 1.42588e-05+6.5057e-16j 0.00175051-9.88046e-16j -0.00139159-8.98085e-17j 0.00294952-2.23483e-17j 0.00311181-1.11742e-16j -0.00162751+7.21801e-17j -0.00141338+1.15989e-17j -0.00083568-3.45621e-17j -0.00088422-6.2283e-18j -0.000923306+4.85456e-17j 0.00276218-7.90735e-17j -0.000139948-7.57755e-16j 0.00425727-2.18149e-16j -0.0045328-1.10516e-16j 0.00384357+2.67252e-16j -0.00285016-7.30603e-17j -0.000939602-2.19823e-17j -0.000529056+8.09916e-17j 0.00198036-1.61421e-16j -0.00153597-1.9462e-16j -0.00104298+3.0985e-16j 0.00645965+3.03382e-16j 0.00186082-4.63114e-16j 0.00236193-1.3194e-16j -0.0051695+2.90282e-16j 0.00233533+2.73162e-16j -0.00109041+8.363e-17j -0.0021248+1.80417e-16j -0.00315476+2.2e-16j 0.000218329-8.57663e-17j 0.000908542-6.69264e-18j -0.00102604-1.38875e-17j -0.000387453-1.9109e-17j 0.00046807+3.58056e-17j 0.00455076-8.38317e-18j -0.00167087-3.37813e-17j 0.00129825+3.34628e-17j -0.00232118-7.40277e-17j -0.00405902-8.9124e-17j 0.00478932-1.48578e-15j -0.00112307+4.30554e-15j 
