-0.221649+1.43495e-12j 0.191763+3.14973e-13j -0.10553-3.53903e-15j 0.183779+5.53892e-15j 0.0750578-3.65466e-15j -0.0557643-8.00221e-15j -0.0318248-1.47398e-15j -0.0162848+1.16491e-15j -0.0838409-2.08082e-15j 0.144112+1.08606e-15j 0.00848093+8.43559e-15j -0.049725-1.83413e-15j -0.150215-6.08316e-15j -0.140017-2.76067e-14j -0.00641913-2.82521e-15j -0.0425919+2.48606e-15j -0.0832968-2.45835e-14j -0.0723952-3.48004e-14j 0.208971+3.0751e-14j -0.0252898-5.08639e-15j 0.173541+2.96222e-14j -0.0270576-1.26963e-14j 0.169254-1.08506e-14j -0.0391338+4.82856e-14j 0.147838-1.11225e-14j -0.108271+3.60761e-14j 0.0572889+1.31355e-14j -0.146855-6.66335e-15j 0.00894277+1.60775e-14j 0.136335-1.78597e-14j 0.057958+2.93128e-15j 0.192739-5.34234e-15j -0.0785091+4.70013e-15j 0.0788708-1.1029e-13j 0.203267+2.54053e-14j 0.0014208+2.33249e-14j -0.0234448+1.09083e-14j -0.0684904+1.98934e-14j 0.042435-1.7583e-14j 0.00180857-9.52989e-15j 0.0701494-1.30893e-14j -0.0808264+1.60482e-14j 0.088079-8.87781e-15j -0.102689+1.13687e-13j -0.146436+7.76105e-15j 0.0529715+1.68919e-14j -0.00875069-2.77547e-14j -0.127358+3.33049e-14j -0.274954+4.91065e-15j 0.0207918+8.11168e-15j 0.112779-1.25787e-14j -0.0684978-5.03472e-14j 0.0794012+5.91877e-15j -0.00193463-5.33255e-15j -0.0451215-1.63486e-15j -0.0400549-4.06245e-15j 0.0737295+1.15477e-14j -0.00502064+6.55564e-15j 0.0478258-7.25331e-15j -0.0353828-5.54605e-14j -0.113592+3.24639e-14j 0.0715054+3.4569e-15j -0.0535886-2.54877e-15j 0.0612724-7.09863e-16j 0.0837428-1.48116e-15j -0.1563-1.248e-15j -0.0248547+2.47397e-15j 0.00833799-2.60677e-15j -0.0530087+1.904e-15j -0.0942649-1.73838e-15j 0.00665459+4.31517e-16j -0.0845531+4.63186e-15j 0.0420089+1.47527e-15j 0.0566254+2.8033e-15j -0.241596-7.8429e-16j 0.204234+3.04924e-13j -0.139815-1.36745e-12j 
0.000416735-8.74072e-15j 0.00305994-1.91495e-15j 0.00104835+1.37157e-17j -6.3909e-05-9.12804e-18j 0.0011853+3.31421e-17j 0.000994088+9.33125e-17j 0.000880275-4.85283e-17j -0.000308934+3.18773e-17j 0.00131198-1.80924e-17j 0.000642341-9.65255e-17j -0.00063156+4.22687e-17j 0.00184957-5.54824e-17j -0.00201644+3.33623e-17j -0.000641707-9.53628e-17j -0.000363726-3.35531e-17j -0.00136673+2.04708e-16j -0.000198275-2.5194e-16j 0.00156035+1.17497e-15j -0.000199424+1.54925e-16j -0.00154769-5.63129e-17j 0.00138398+1.54839e-16j -0.000883269-1.68771e-16j 0.00275317-1.70764e-16j -0.00129812+1.38022e-15j 0.000299573+2.91274e-17j 0.00055091+1.13264e-16j 7.43316e-05-2.89007e-17j 0.00308191-4.25785e-16j 0.00118465-5.13928e-16j 0.000859518-1.23076e-16j -0.000949157-1.607e-17j 0.000263671-2.9759e-16j 0.000680532-6.5109e-16j 0.00150242-2.64629e-15j 0.000614703+1.29383e-16j -0.00250139-3.7013e-16j -4.30882e-06+4.06926e-17j 0.00259726-3.64863e-16j -0.0010102+4.68302e-16j 0.000420906+1.90319e-16j -0.000537497+1.50659e-16j -0.000519603-3.87256e-17j 7.63592e-05-3.16407e-16j -0.00200555+1.96907e-15j -0.000172201+1.31125e-16j 0.000219676-2.8155e-16j 0.00292613-1.01301e-16j -0.00100786+4.85334e-16j 0.000275022-4.87107e-17j 0.000315408-2.02851e-17j 0.000257829+6.20952e-17j 0.000905521+4.76782e-16j 0.000400881+2.35506e-17j -0.00213336+1.10801e-16j 0.000139498-6.59717e-18j 0.000279334+5.2093e-17j 0.00157833+1.62719e-16j -0.000482892+1.7721e-16j -0.000412823+1.03086e-16j 0.000240191+3.45871e-16j -0.0012858+4.92482e-16j -0.00125637-3.10381e-17j -0.000564236-2.31408e-17j 0.00327744-2.00058e-17j 0.000296737-2.21548e-17j -0.00105254+3.7681e-17j -0.00169933+8.44559e-17j 0.000115775+4.61075e-17j 0.000912445-5.04823e-17j 0.00105416-8.96691e-18j 0.000839657+3.0464e-17j 0.00129869-1.22497e-16j 1.2563e-05-5.7153e-17j 0.000711021-1.36313e-17j -0.000363098-6.37431e-18j 0.00273873-9.75917e-16j 0.00121602+4.421e-15j 
-0.00104399+3.91893e-15j 0.00257473+8.7335e-16j -0.000592146+6.5759e-17j -0.000341157-1.04627e-16j 0.00188349-6.57527e-17j -0.000337681-2.10334e-18j -5.68783e-06+1.08303e-16j -0.00107213-4.83333e-17j 0.000933107+2.53526e-17j -0.000292326-3.83307e-17j 0.000107254+3.04615e-17j 0.000888382+1.02799e-16j -0.00145132-4.7256e-17j -0.000732643-1.78158e-16j -0.000552659-6.88036e-19j -0.00134269+1.24621e-16j -0.000412601-2.06385e-16j 0.000681057+7.46583e-16j 0.000816141+1.23206e-16j -0.00185352-1.4037e-16j 0.000133004+1.49927e-16j -0.0012523-8.72511e-17j 0.0027441-2.14326e-16j -0.00259855+2.7688e-15j 0.000736766-9.26649e-17j 0.00136145-5.22225e-16j 0.000702578-8.78456e-17j 0.00181043+1.39531e-17j 0.000111797-2.2527e-16j -0.000371389+8.82926e-17j 9.58493e-05-2.91406e-17j 0.00141749-2.98387e-16j -3.27609e-05-3.12984e-16j 0.000936635-1.44636e-15j 0.000869858-1.40751e-16j -0.00247545-4.09265e-16j 0.00188822-2.43064e-16j 0.00380993-2.0036e-16j -0.00036369+3.57181e-16j 0.0015834+7.54287e-17j -0.000442061+6.05504e-17j -0.00162614+1.41699e-17j 0.00133424-2.67321e-16j -0.00122318+1.45192e-15j -0.000818791+2.57461e-16j 0.000598333-8.03853e-18j 0.00277553-1.1037e-16j -0.000999152+5.70494e-16j -0.00144852+8.71121e-17j -0.000761718+4.65531e-16j 0.00204999-4.64853e-16j 0.00153988+9.76686e-16j 0.000841255-3.07517e-17j -0.00167991+2.46407e-17j -0.000155014+9.97957e-18j 0.000210121+2.40719e-17j 0.00094435+2.34164e-16j -0.000131306+5.70798e-17j 0.0013796-3.00283e-16j -0.00132036-1.96433e-15j -0.000290105+1.32211e-16j -0.00194449-8.26644e-17j -0.000496864-1.38564e-17j 0.00201031+8.76124e-17j -0.000686101+6.09822e-17j -0.00165319-6.68825e-18j -0.00056006-4.29294e-17j 0.00113377+6.69609e-17j -3.2769e-05+3.73762e-17j 0.00103121+1.22936e-16j 0.000993564-7.30273e-17j 0.000396061+2.19379e-17j -0.000486213-1.73206e-17j -0.000828552-2.2302e-17j -0.00156401+1.24212e-16j 0.00252671+1.93787e-15j -0.000594735-8.44865e-15j 
0.00118081-1.26339e-14j 0.00027651-2.66712e-15j 0.00130016-2.89614e-15j -0.000808962+1.83363e-15j -0.000616556+1.56273e-15j 4.16309e-06+1.00942e-17j -0.00012753+1.79236e-16j -0.000210039+5.15165e-16j -0.000171686+4.87745e-16j -0.000963481+2.12346e-15j 0.000369958-8.83957e-16j 0.000821081-1.83453e-15j 0.000582806-1.31392e-15j -0.000346794+8.02344e-16j 0.000865473-2.05975e-15j -0.000110339+2.60187e-16j -0.000433124+8.61014e-16j 5.18776e-05-1.13084e-16j -0.00151567+3.26296e-15j 0.00108855-2.47487e-15j 0.000176067-4.86547e-16j 0.000373948-9.43447e-16j -0.000800856+1.97298e-15j 0.000487664-1.78909e-15j -0.00111778+2.65383e-15j 0.000498161-1.33848e-15j -0.000119257+2.03844e-16j 0.000471586-1.03303e-15j 0.000744803-1.7014e-15j 0.000605184-1.55889e-15j 0.000827647-2.0699e-15j -0.00148816+3.45979e-15j 0.0010324-2.74661e-15j -0.00151063+5.79578e-15j -0.00135519+2.82646e-15j 1.0873e-05-3.02988e-16j -0.000479344+1.29767e-15j -0.000342497+9.66373e-16j 0.000441125-9.82016e-16j -0.000620682+1.63991e-15j -0.000765346+1.76048e-15j -0.000267204+6.52507e-16j -0.00192397+4.61387e-15j 0.00127523-4.54961e-15j 0.00192588-4.46687e-15j 0.000374844-6.60357e-16j -0.00133577+3.1847e-15j 6.53238e-05-4.04336e-16j 0.000434003-1.00581e-15j 5.39698e-05-2.83919e-16j -0.00138708+3.55084e-15j 2.09961e-05+3.06078e-17j -0.00157074+3.51543e-15j -0.00027854+5.5221e-16j -0.00147172+3.31883e-15j 0.000732474-1.63818e-15j 0.000217011-4.58892e-16j -0.000185399+5.01932e-16j -0.000605254+1.5018e-15j 0.00057038-4.94979e-16j -1.76766e-05+5.27851e-17j -0.000381398+6.93778e-16j 0.00027386-5.88086e-16j -0.000693982+1.63964e-15j 0.00145549-3.40627e-15j 0.00043299-9.88795e-16j 0.000490794-1.09303e-15j -0.000523165+1.18256e-15j -0.000186066+4.44802e-16j 0.00059508-1.34832e-15j -0.000587924+1.52402e-15j 0.000142902-3.04779e-16j -0.00100668+2.17507e-15j -0.000101345+2.4225e-16j 0.00149181-3.45847e-15j 0.000296429-2.35405e-15j 0.00117387+5.50267e-15j 
0.00166576-3.10045e-15j -0.00584233-6.65871e-16j -0.00151779-3.24205e-17j -0.00429691-3.14045e-17j -0.00317379+2.92198e-17j -0.00096123-1.32581e-16j 0.00290399-1.88681e-17j -0.00249059-5.67201e-17j -0.00112433-3.3494e-17j -0.0013723+3.34128e-17j 0.000591534+8.10936e-18j -0.000399101+8.48667e-19j 0.00201646+4.64122e-17j 0.000625865+1.95079e-17j 0.00106778+7.05105e-17j 0.000607471+5.2211e-17j 0.0015848+5.76376e-16j -0.000520743-7.9452e-16j -0.00384423-7.12495e-16j 0.00197718+1.34842e-16j -0.00165239-3.41578e-16j 0.00143185+1.31151e-16j -0.00332226+2.68672e-16j 0.00230553-2.42247e-15j -0.0015428+9.7492e-17j 0.00278682-1.73339e-15j 0.00108615-2.39198e-16j -0.00142957+8.17744e-16j -0.00299083+5.51293e-16j -0.00346199+6.4354e-16j -0.000205559+3.678e-16j -0.000144269-9.87124e-16j 0.00352333-2.56752e-15j -0.000826515+1.20885e-15j -0.0030499-3.58969e-16j 0.00178669-8.60245e-17j -0.000978231-1.51769e-16j 0.000260515-2.43285e-16j -0.000500464+2.92995e-16j -0.0049552+4.48156e-16j -0.00042251+2.13261e-16j -0.000153146-1.5974e-16j 0.000383293+6.11596e-16j 0.00420019-4.02113e-15j 0.00236476-2.09724e-16j 0.00244779+8.6094e-16j -0.00391187-9.12197e-17j 0.00374359-1.37973e-15j 0.00228641-2.08996e-16j -0.00198923-2.00796e-16j -0.00358342+3.3436e-16j 0.00218849+1.49377e-15j -0.00101803-7.56417e-17j 0.00255988+1.21499e-16j -0.000316867-6.97538e-17j -0.00029846-5.40183e-17j -0.00146771-1.65682e-16j -0.000174246-2.45724e-16j 0.00200379-4.18415e-16j -0.000396525-6.403e-16j 0.0024012-7.21674e-16j 0.00134395-4.42525e-17j 0.000541953+6.12257e-17j -0.00249485-5.90279e-18j 0.000509821+4.46165e-17j 0.0011166-4.84545e-17j 0.00108702+3.55272e-17j 2.02187e-05-2.17741e-17j -0.000416198-4.24683e-17j 0.00244662+1.97584e-18j -0.0044362-6.37804e-17j 0.000103245+3.21357e-17j 0.00113258+2.88598e-17j -0.00396043-5.15976e-17j 0.0034973-3.35996e-17j -0.00567733-1.30992e-15j -0.0004674+5.85918e-15j 
-0.000734974+8.20628e-15j -0.00129447+1.78633e-15j -0.00128868+2.14521e-17j -0.000946396+1.58118e-17j -0.000163146-2.72526e-17j -0.00108594-7.57055e-17j -0.000288144+2.65754e-17j -0.00104262+4.10751e-17j -0.00128116+6.14804e-17j -0.000699954+2.57648e-17j 7.81133e-05-1.74216e-18j -0.00106334+3.85679e-17j 0.000687801-5.88921e-17j 0.000120972+3.69681e-17j 0.000599843-2.63131e-17j -0.000306596+1.7796e-16j -0.000108156+5.89376e-17j -0.00141613-1.12118e-15j -0.000489863-2.33724e-16j 0.00203044+5.36743e-17j -0.000294008-6.11688e-17j 0.000539614+4.40745e-17j -0.000607131+9.19567e-17j 0.000933132-8.37532e-16j 0.000498129-4.18101e-17j 0.000355126-5.34133e-16j 0.000773508+3.69435e-17j -0.00190159+3.13572e-16j -0.000773182+4.33913e-16j -0.000111777+2.03804e-17j 0.00116937-5.56564e-17j 0.00105991-2.67235e-16j 0.000647049-7.64256e-16j -0.000703874+1.26208e-15j -0.000280026-1.04899e-16j 0.00123023+1.48176e-16j 0.000124835+5.99866e-17j -0.00115475+2.01427e-16j 0.00153583-2.18659e-16j -0.000947537-1.18485e-16j -0.000849046-3.03673e-17j -0.000626946+1.62593e-16j 9.36701e-05+2.36155e-16j 0.00136677-1.35176e-15j 0.000728422-4.65161e-17j 0.00119972+5.65664e-16j -0.00262702-1.09589e-16j 0.000584673-4.44743e-16j -0.00154599+6.00911e-17j -0.000750086+5.05603e-17j -0.000990985+5.12768e-17j 0.000369726+1.87637e-16j -0.000600851-5.07326e-17j 0.00139336+7.05372e-18j -0.00116245-1.97923e-18j -5.12973e-05-1.29504e-16j -0.00120002-5.9183e-17j 0.000532771-3.3995e-17j 0.00130893-3.05868e-16j -5.2524e-05-5.21489e-17j 0.000366889-1.64677e-16j 0.000973913-5.53248e-17j 0.000206117+1.53939e-17j -0.00231354+1.37546e-17j 0.000750258-2.51159e-17j -0.000135543+4.08338e-17j 0.000980378-1.64679e-17j 0.000846713+2.74973e-17j -0.001169+9.84228e-17j 8.90097e-05-1.93546e-18j -0.00114488+2.68328e-17j -0.00081201+9.48508e-17j -0.000424844+1.72303e-17j -0.00174724+5.25206e-17j 5.92411e-05+3.63353e-17j -0.00106704+1.67951e-15j -0.00126902-7.53646e-15j 
-0.00500934+4.58074e-14j -0.00315094+9.96601e-15j -0.0066862+1.01098e-16j -0.00106454+2.10261e-16j 0.00207568-1.40179e-16j -0.0032421-2.08956e-16j -0.000891205-7.8076e-17j -0.00285722+2.27345e-16j -0.00175798+1.05913e-16j -0.000355713+1.18055e-16j -4.64154e-06-4.21239e-18j -0.00396193+5.87615e-17j 0.00101577+5.40724e-17j 0.000682341+1.2652e-16j -0.00127319+1.52149e-18j -0.00147649+3.37927e-16j 0.00125021+4.96087e-16j -0.00236888-1.52437e-15j 0.00287122+2.78391e-16j -1.4403e-06-2.25752e-16j -0.00231219-1.6681e-16j -0.0007698+1.49391e-16j 0.000933466-3.16661e-16j -0.00210112+2.44105e-15j 0.00321309-3.76885e-16j 0.00157461-1.78154e-15j 0.00174603-2.61063e-16j -0.00405846+1.1278e-15j -0.00448053+1.01723e-15j -0.00363244+8.34774e-16j 0.00191449+3.84453e-16j 0.00604867-7.93942e-16j -0.0015954-7.40979e-16j 0.00181559-2.45031e-15j 0.00204353+4.81482e-17j 0.00119704+5.10852e-16j 0.00339056-4.13639e-16j 0.00281566-1.28987e-16j 0.00127711-4.97406e-17j 0.00161145+2.43458e-16j -0.00058773-1.10056e-16j -0.00245244+2.94361e-16j 0.00626532-7.64849e-17j 0.000276067+6.40319e-16j -0.00380697+4.55304e-17j 0.00163495+1.78316e-16j -0.000819617-5.07817e-17j 0.00159624-3.48185e-16j -0.00468588+1.74882e-16j -0.00323654+1.29455e-15j 0.00366779-9.76186e-16j 0.00285659+1.54442e-15j 0.00311737+7.50964e-17j 0.00221246-7.7552e-17j 0.00135217+3.62213e-16j -0.00113347-1.21945e-16j -0.00343128-3.66882e-16j 0.000752784-3.77766e-16j 0.00567422-1.46152e-15j -0.00353818-5.14867e-15j 0.00190769-7.07404e-16j 0.00119204+1.98507e-17j -7.85742e-05+5.39686e-17j -0.00289084-4.70762e-17j -0.00349532-1.56588e-16j -0.00218268+1.42003e-16j 0.00117776-1.97519e-16j 0.00417682+3.01107e-16j -0.00270987+1.66345e-16j -0.000328155-1.64244e-16j -0.000471811+1.43294e-16j -0.00207994+2.11161e-16j 0.000891216+7.10863e-17j -0.00503688+3.25969e-16j -0.00415582+1.30259e-16j -0.00260919+9.58385e-15j -0.00646686-4.31377e-14j 
0.000231926+8.52443e-15j -0.00599636+1.98879e-15j -0.00186289-2.18892e-16j 0.00146936-6.10328e-17j -0.00170131+1.13034e-16j 0.00179735-8.51548e-18j 0.00169138-1.98469e-17j 0.00206306-1.98096e-16j 0.00039145-5.10595e-17j 0.00369859-1.94219e-16j -0.00212534+1.55343e-16j -0.00248207-3.33939e-17j 0.00198395-7.29211e-17j 0.00272736+3.22202e-16j -0.00243269+2.59015e-16j 0.000825707-7.79974e-17j 0.0043+8.10399e-16j 0.00172181+8.46093e-16j 0.00133668+3.33303e-16j -0.00205482-1.71098e-16j -0.000952813-3.19932e-16j 0.000348828+9.07976e-17j -0.00268301+2.6967e-16j 0.00145708-1.83593e-15j 0.000535283-2.14727e-17j -0.00217537+1.61509e-15j -0.00271629+3.59293e-16j -0.000640645+3.02421e-16j -0.00313011-4.48453e-17j -0.00299256+5.41622e-16j -0.00284148+5.37159e-16j 0.000536508+4.36071e-16j -0.00252926+1.89986e-15j 0.00436708-7.49649e-15j 0.000899908+9.72551e-16j 0.00282488+5.04237e-16j -0.0027953+4.16478e-16j -0.000844518-3.02042e-16j -0.00398259+3.43741e-16j -0.000110865+5.24024e-17j 0.00177767+1.21004e-16j 0.00353594-6.70916e-16j 0.00450651-4.38976e-16j -0.00260595+3.4241e-15j -0.00500857+1.26426e-17j -0.00316564-1.26618e-15j 0.00172856+6.97897e-16j 0.00363523-7.76064e-16j 0.00501829-6.12404e-16j 0.000513479-2.87845e-16j 0.00073039-1.09185e-16j -4.75323e-05-4.28505e-17j 0.00414342+2.02914e-16j 0.00127016+1.28016e-17j 0.00709221+1.49633e-17j -0.00158988+1.9046e-16j -0.0027863-5.17756e-16j -0.00136198-3.04677e-16j -0.00150455+6.27603e-16j 0.000320843+3.75855e-16j 0.000869813-1.95413e-16j 0.00403325+2.21829e-18j 0.000310058-1.18037e-16j 0.00125353-9.4303e-17j -0.00493538+4.37892e-17j 0.00183841-1.37503e-16j -0.00264119+1.2499e-16j -0.000160768+2.52118e-16j 0.00139756-1.82393e-16j -0.00217371+7.39175e-17j 0.00023516-1.31381e-16j 0.000757864-1.3782e-16j 0.00478261-1.80341e-17j 0.00168798-2.56177e-16j -0.000264546-1.48024e-16j -0.0063823-5.6367e-16j -0.00102493+2.7802e-15j 
0.00169192-9.80657e-15j -0.00202407-2.34622e-15j 0.00149032+1.73127e-16j 0.0022209+2.21803e-16j -0.00195102-1.63099e-16j 0.00240882+4.82107e-16j 0.00132724+1.67146e-16j 0.00279422+2.39179e-16j 0.00083505+9.24883e-17j 0.00295625+2.55896e-16j -0.001109-5.69169e-17j -6.15833e-05+2.47549e-17j 0.000396418+4.70613e-17j 0.00102276+2.20174e-16j -0.00105506+5.35729e-18j 0.00153063-1.20893e-16j 0.00184419+5.37531e-16j 0.00185795+1.48085e-15j 0.000462915+2.27025e-16j -0.00164805-3.16635e-16j 0.000726511+5.779e-17j 0.000510614+3.16157e-17j -0.00187639-3.29298e-17j 0.00173707-1.9344e-15j -0.000752453-9.75657e-17j -0.0025635+1.60906e-15j -0.00234087-9.09639e-17j 0.000698437-3.69188e-17j -2.04097e-05-3.29817e-16j -4.22798e-05-1.81656e-17j -0.00268409-1.38894e-16j -0.00194805+2.25629e-16j -0.00137954+1.54413e-15j 0.00205529-3.45931e-15j 0.000326851+6.3001e-16j 0.00137663+3.48537e-16j -0.00322387-8.17177e-17j -0.00224549-2.75868e-16j -0.00306605-3.97837e-16j -0.000734775-8.61061e-17j 0.00208073+2.94846e-16j 0.00329297-2.72245e-17j 0.000331466-3.11809e-16j -0.00197048+1.79703e-15j -0.00205342-2.69645e-16j -0.00278553-1.38874e-15j 0.00155222+7.13807e-16j 0.00113339-1.16434e-17j 0.00457905+3.82309e-16j 0.00193014-4.0876e-16j -0.000556726+2.18871e-16j -0.00184133-1.29848e-15j 0.00155853+3.11505e-16j -1.46557e-05-1.37002e-16j 0.00390892+4.40507e-16j -0.000756512+1.41587e-16j 0.000126772-9.20111e-17j -0.00113428-2.6369e-16j -0.00342149+4.03709e-16j 0.00153974+2.42519e-15j -0.000442783+1.37016e-16j 0.00213401+2.73451e-16j 7.38568e-05-6.9248e-17j 0.00221015+3.555e-16j -0.0015187-1.37437e-16j 0.00182476+1.4519e-16j -0.0020763-1.95406e-16j -0.0021922-3.70786e-16j 0.00206292+1.38307e-16j -0.00169869-1.33617e-16j 0.000444612-6.04715e-18j 0.00103395+5.41962e-17j 0.00286297+3.41218e-16j 0.00370305+3.42472e-16j 0.000908554+5.4252e-17j -0.00244515-4.04823e-15j 0.00179061+1.74034e-14j 
0.00189798-1.76557e-14j 0.00139906-3.89568e-15j 0.00282405+3.4463e-17j 0.000851952-1.14255e-17j -0.000874191+1.23915e-17j 0.00124316+1.36378e-16j 1.23772e-05+9.57282e-18j 0.00144879+1.27759e-17j 0.000599579-1.28156e-17j 0.000136757-6.55634e-18j 0.000174048-1.449e-17j 0.00146682-2.49344e-17j -0.000320899+1.7876e-17j -0.000365087-1.50243e-17j 0.00056863-2.38204e-17j 0.00088269-1.31567e-16j -0.000732114-2.1202e-16j 0.000759532+5.4115e-16j -0.000845126-6.23872e-17j 5.03839e-05+6.89029e-17j 0.000929626+5.69527e-17j 0.000361052-3.47704e-17j -0.00058348+4.97637e-17j 0.000887342-1.00305e-15j -0.00134057+1.03796e-16j -0.000964117+7.70897e-16j -0.000782261+4.93156e-17j 0.00126832-4.61998e-16j 0.0019756-3.48439e-16j 0.00170606-3.75855e-16j -0.000611241-2.35762e-16j -0.00264068+3.56646e-16j 0.000313065+5.42754e-16j -0.00106078+1.55528e-15j -0.000725244-4.64027e-17j -0.000275822-1.09232e-16j -0.00133751+1.25885e-16j -0.00165559+4.78675e-17j -0.000333682-1.26004e-16j -0.00042663-1.09391e-16j 0.000479357+4.8984e-17j 0.00107803+1.99028e-18j -0.00278728+3.91764e-18j -2.26798e-05-4.14109e-16j 0.00151588-4.58536e-17j -0.00087053-1.82314e-16j 0.000145649+5.89525e-17j -0.000892913+2.02281e-16j 0.00168048+7.72109e-17j 0.00148502-4.61794e-16j -0.00127776+3.83761e-16j -0.00159961-9.71382e-16j -0.00136774-2.72263e-17j -0.000798414+7.09309e-19j -0.000695238-7.94276e-17j 0.000463413+4.51867e-17j 0.00145478+1.54632e-16j -0.00023168+1.4956e-16j -0.00249286+5.20102e-16j 0.00144159+2.14158e-15j -0.000782358+2.80585e-16j -0.000487882+1.85876e-17j 6.37369e-05-4.19155e-18j 0.000903165+2.76243e-17j 0.00150856+2.06493e-17j 0.000966309+1.51634e-17j -0.000230811+5.82729e-17j -0.00189115-2.13555e-16j 0.00103357-1.35869e-17j -0.000210298+1.97701e-18j 0.000357527-2.29272e-18j 0.00061392-5.60334e-17j -0.000502225-4.01337e-18j 0.00236139-1.24392e-17j 0.00152838-1.34811e-17j 0.00122425-3.83171e-15j 0.00259532+1.70909e-14j 
0.000682455-9.16774e-15j 0.00203575-1.99217e-15j 0.00100424-9.99009e-17j -0.000877239+4.48742e-18j 0.00101313+2.40643e-17j 0.000350645-7.66715e-18j -4.89966e-05+3.02551e-17j -0.000455682-4.70973e-17j 0.000621599-2.30411e-17j -0.000793341+2.6797e-17j -0.000378545+9.74624e-18j 0.00117327-4.85962e-17j -0.000947185-6.92583e-18j -9.59005e-06-5.24857e-17j 0.000304879-8.22718e-17j -0.000970096+1.36507e-16j -0.000643012-1.92406e-16j 0.000315821+2.02474e-16j -0.0010007-2.85335e-17j 0.000442727-3.94566e-17j 0.00042031+8.38793e-17j -0.000306331-9.26314e-17j 0.0015707+7.08677e-18j -0.000324882+3.45466e-16j 8.73734e-05+8.94495e-17j 0.000673561-1.37886e-16j 0.000445261+3.54934e-18j 0.00185464-3.6544e-16j 0.00131371-3.70915e-16j 0.00102587-2.64357e-16j -6.37868e-05-6.26178e-17j -0.000142711-8.90414e-17j 0.00101687-8.02612e-16j -0.000116233+1.6596e-16j -0.000242394-3.92456e-17j -0.00145404-2.96239e-16j 0.000509585+3.07701e-17j 0.000903393+8.37139e-17j 0.000769694+5.16819e-17j 0.000310859-3.93439e-17j -0.00130972+9.6473e-17j -0.000508196-4.95522e-17j -0.00108926+9.60049e-17j -0.000508406+2.92193e-16j 0.00134524-9.28554e-17j 0.000601753+1.86319e-16j 0.000735018-9.77879e-17j -0.000861794+2.5236e-16j -0.000376829-5.69783e-17j 0.000115176-1.44942e-16j -0.000763596+2.85827e-16j 0.000555409+3.84392e-16j -0.000877952+4.67408e-17j -0.000979538+6.19376e-17j -0.00122832+8.56209e-18j 0.000484342-5.69251e-17j 0.000597342+1.11856e-16j 0.000373623+7.9327e-17j -1.29382e-05+8.46432e-17j 0.000592389+7.92109e-16j -0.000734227+2.66384e-16j -0.00113094-2.45193e-17j -0.000148375-2.13346e-17j 0.000736429+4.57209e-17j 0.000920369-5.00124e-17j -0.000332395-5.9902e-17j -0.000328818+5.95283e-18j 0.000475642+8.30256e-17j 0.000163654-3.55148e-17j 0.000982909+4.20964e-18j 0.000529417-1.9334e-17j 0.000705699-9.70732e-17j -0.00116549+3.25702e-17j -0.000231101-5.96545e-17j 0.000490272-1.11594e-16j 0.00189812-1.01318e-15j 0.00104685+4.45893e-15j 
-0.00185412+1.30267e-14j 0.00113534+2.85387e-15j -0.00141838+1.48833e-16j 0.000555606-8.43217e-17j 0.00104327-5.53309e-17j -0.000745513-1.39085e-17j -0.000269547+1.06609e-17j -0.000701874-4.8982e-18j -0.000555889+7.72808e-17j 0.000477921-5.98531e-17j -3.74408e-05+2.82683e-17j -0.000583047+1.42848e-16j -0.00106773+6.29878e-17j -0.000643737-1.39681e-16j -0.000138054-5.96524e-18j -0.000644327-2.99822e-17j -0.000523016-6.12494e-17j -0.000780045-2.88365e-16j 0.00133564-1.7788e-17j 5.45871e-06-6.95259e-17j 0.000668922+1.55818e-16j -0.000342369-8.29459e-17j 0.00160762-1.43073e-16j -0.000579017+6.40313e-16j 0.00142239-2.58357e-16j -0.000139024-1.91664e-17j 0.00086668-6.49969e-17j -0.000995902+3.17525e-16j -0.000283814+2.35051e-16j 0.000453848-3.69184e-17j 0.000471417+1.46005e-16j 0.00208209-4.30913e-16j -0.000325927-3.05907e-16j 0.00070016-1.01205e-15j 0.00143502-5.01803e-17j -0.000243105+2.29336e-17j 0.000650258-6.26487e-17j 0.00023033+3.49201e-16j 0.000756544-1.99511e-16j 0.000240477+1.25181e-17j -2.54316e-06-2.38239e-16j -0.000959654+8.40704e-17j 0.0011753-1.66521e-16j -0.000641551+8.20542e-16j -0.000973979+1.71029e-16j 0.000820054+1.87546e-16j 3.82327e-05-1.62308e-16j -0.000764892+2.87932e-16j -0.00245172+2.51002e-16j -0.000363854+1.79248e-16j 0.000948367-2.37674e-16j 0.000182543+1.85216e-16j 0.000671741-4.60609e-17j 0.000176956-1.93864e-16j -0.000449828+1.08368e-17j -0.000345262+5.28839e-17j 0.000102576+5.16209e-17j 0.000327651-9.6259e-17j 0.00126327-3.69339e-16j -0.000594053-8.59968e-16j -0.000511953+1.32271e-16j 0.00021453-8.02665e-17j -0.000383868+2.17714e-17j 6.78492e-05+7.89219e-17j 0.000197588-8.97322e-18j -0.00131229+4.31039e-17j 1.9292e-05-8.15121e-17j 0.00084932+4.53698e-17j -0.000640277+4.89136e-17j -0.000247193+9.00314e-17j 7.36819e-05+2.44126e-17j -0.000611889+1.48248e-16j 4.12586e-05-5.21365e-17j -0.000619789+4.29526e-17j -0.0018651+1.7868e-16j 0.00125759+2.99843e-15j -0.00153359-1.31902e-14j 
