0.495957-0j -0.509266-0j -0.0590299-0j 0.0718741-0j -0.0426101-0j -0.0359219-0j -0.00518488-0j -0.0419089-0j 0.0761682-0j -0.00604903-0j 0.036082-0j 0.0109939-0j 0.00520799-0j -0.0151257-0j -0.00218321-0j -0.0260693-0j -0.00460845-0j -0.000384037-0j -0.0294484-0j 0.0236588-0j -0.0052058-0j -0.0242937-0j -0.000433816-0j 0.062442-0j 0.00418233-0j 0.0170779-0j -0.00429456-0j 0.000348528-0j 0.0110383-0j -0.00554541-0j -0.00035788-0j 0.000919857-0j 0.00301897-0j -0.0009803-0j 0.000251581-0j -8.16916e-05-0j -0.0204805-0j -0.00341342-0j -0.00209028-0j -0.0226678-0j -0.000426678-0j -2.51422e-05-0j 0.017633-0j -0.00377796-0j -0.011947-0j -0.0181062-0j -0.00231352-0j -0.000472246-0j 0.00293883-0j 0.0205718-0j -2.78273e-05-0j -0.00199116-0j 0.0366033-0j 0.00179966-0j -0.00301769-0j -0.0121959-0j -0.00121933-0j -0.00184795-0j 0.000367354-0j 0.038392-0j -0.000248895-0j 0.00342864-0j -0.000377212-0j 2.16465e-05-0j 0.00742477-0j 0.0020996-0j 0.00610056-0j -1.46663e-05-0j -0.00203264-0j -2.22274e-05-0j -0.00196851-0j 0.00373581-0j -0.00124474-0j 0.00639867-0j 0.00042858-0j 0.00391837-0j 0.00076257-0j 0.00123746-0j 2.52543e-05-0j -0.000254081-0j 0.000799834-0j 0.000757787-0j 4.49348e-05-0j -0.000328085-0j -1.49718e-05-0j 0.000154683-0j -0.00020091-0j 4.71306e-05-0j -4.10106e-05-0j 9.11476e-06-0j -2.41657e-06-0j 
-2.22274e-05-0j 2.24487e-05-0j 0.000500346-0j -0.000601521-0j 0.000330763-0j 4.78095e-06-0j 0.0190544-0j 1.7955e-06-0j -1.13173e-06-0j 0.00715592-0j 1.61644e-06-0j -0.00451049-0j 0.00644229-0j -3.1848e-06-0j -0.012693-0j -1.14961e-06-0j 3.90619e-05-0j 0.0443927-0j -3.8078e-06-0j -1.06032e-06-0j 0.000129382-0j 1.07088e-06-0j 0.14704-0j 9.01371e-07-0j 3.6028e-05-0j -7.00946e-07-0j -3.63866e-05-0j 0.0409448-0j -3.0627e-05-0j -2.58654e-06-0j -0.0413523-0j -0.0348068-0j 2.3817e-05-0j 8.78863e-05-0j 0.0270673-0j 0.0998803-0j -9.03156e-07-0j 2.89326e-05-0j -9.2178e-08-0j 9.71154e-07-0j -0.000519544-0j -0.13304-0j 2.38508e-06-0j -3.11109e-05-0j -5.26841e-07-0j -2.40882e-06-0j 9.9118e-08-0j 0.000558661-0j -7.64062e-05-0j 8.95725e-07-0j 0.143056-0j 1.68774e-05-0j -3.25966e-07-0j 2.43427e-07-0j 7.71668e-05-0j -4.9254e-07-0j -5.37705e-08-0j -2.4585e-07-0j 0.00137203-0j 5.7021e-07-0j -0.000303068-0j -2.86946e-05-0j -0.00138569-0j 0.351335-0j -1.58881e-06-0j 9.14196e-08-0j 1.04423e-05-0j -0.0776064-0j 1.57785e-05-0j -0.354832-0j -1.59057e-06-0j -3.32688e-08-0j -5.02696e-08-0j -1.82667e-05-0j 0.00051527-0j 5.81968e-08-0j -0.000187514-0j 5.08977e-05-0j 0.131945-0j -0.000283335-0j 0.000328016-0j -1.62158e-07-0j -0.0480165-0j 5.09539e-05-0j -0.0725536-0j -0.000913971-0j -1.62337e-07-0j 0.0839949-0j -0.000914982-0j -0.23404-0j -0.234299-0j 
-0.00196851-0j -0.0364425-0j -0.000230538-0j 0.00140202-0j 0.00736137-0j -0.000140291-0j -2.02492e-05-0j 0.000804385-0j -0.000100229-0j 0.000116103-0j -0.00262408-0j -1.44668e-05-0j -0.000378754-0j -0.00191378-0j -0.00027623-0j -0.000101812-0j -1.7998e-05-0j -1.49984e-06-0j 0.000565224-0j -9.39046e-05-0j 9.99184e-05-0j -0.00173843-0j 8.32653e-06-0j 0.000403815-0j -1.66001e-05-0j 0.00299849-0j -0.000307314-0j -1.38335e-06-0j 7.13851e-05-0j -0.00309593-0j -2.56095e-05-0j 5.94876e-06-0j 0.000530064-0j -0.000547288-0j 4.4172e-05-0j -4.56073e-05-0j 0.0156681-0j -1.33309e-05-0j -8.16349e-06-0j -0.085226-0j -1.66636e-06-0j -9.81915e-08-0j 0.0137096-0j 7.2513e-05-0j 0.00913972-0j 0.253802-0j 4.4405e-05-0j 9.06413e-06-0j -1.16646e-05-0j -0.0786066-0j 5.34109e-07-0j -7.77637e-06-0j 0.00565491-0j -7.14305e-06-0j -0.000215943-0j -0.412728-0j -4.76203e-06-0j -0.000132237-0j -1.45807e-06-0j 0.181325-0j -9.72046e-07-0j 6.6881e-05-0j -2.69928e-05-0j -8.59176e-08-0j 0.187019-0j 4.09561e-05-0j -4.81138e-06-0j -5.72784e-08-0j 0.000351162-0j -1.59057e-06-0j -0.237406-0j -2.94636e-06-0j 0.000215042-0j -0.000154277-0j 8.36013e-06-0j -9.4475e-05-0j -6.01423e-07-0j -0.000159122-0j 4.92625e-07-0j 4.38953e-05-0j -1.92846e-05-0j -9.74418e-05-0j -3.54392e-08-0j 0.000201993-0j 2.58656e-06-0j -1.98902e-05-0j 0.000123695-0j -1.13636e-06-0j 2.52491e-05-0j -1.17204e-06-0j 1.48782e-06-0j 
0.00373581-0j -0.000762242-0j -8.83528e-05-0j 0.000541394-0j -6.37764e-05-0j 0.0103998-0j -7.76044e-06-0j 0.0121331-0j 0.0944561-0j -9.05385e-06-0j -0.0525716-0j -7.0484e-05-0j 3.92294e-05-0j 0.00437908-0j -3.26771e-06-0j -3.90192e-05-0j 0.0013342-0j -5.74806e-07-0j -4.40768e-05-0j 0.000178211-0j 0.00150714-0j -3.63615e-05-0j -6.49313e-07-0j -0.000400326-0j -0.00609367-0j 0.000128639-0j 0.00124333-0j 2.6253e-06-0j 0.0136886-0j -8.30007e-06-0j -5.35656e-07-0j -5.89736e-06-0j -0.00439864-0j 0.000283809-0j 1.89504e-06-0j -1.22272e-07-0j -3.06541e-05-0j -5.10902e-06-0j -0.057921-0j -3.39279e-05-0j 0.000123528-0j -3.76315e-08-0j 0.000132821-0j -5.65465e-06-0j -1.78816e-05-0j -2.71003e-05-0j -0.0641068-0j 0.000136721-0j 2.21368e-05-0j 0.000154958-0j -4.16504e-08-0j -2.98026e-06-0j -7.89919e-05-0j 0.250966-0j -4.51672e-06-0j -1.82541e-05-0j -0.0337873-0j -0.0512061-0j -0.000535236-0j -0.000246138-0j 7.20583e-05-0j 2.58263e-05-0j 0.000109208-0j 1.63053e-07-0j 5.59273e-05-0j 0.292793-0j -1.31653e-05-0j -2.19517e-08-0j -3.04235e-06-0j -3.32688e-08-0j -2.94636e-06-0j -0.149255-0j -0.0344912-0j -4.1023e-05-0j -0.000624441-0j -0.465078-0j 0.000318318-0j 9.32121e-06-0j 1.90229e-07-0j 7.35595e-05-0j 0.000991874-0j 0.105675-0j -9.69718e-08-0j -4.9106e-07-0j -2.2409e-08-0j -0.000225373-0j -0.00556715-0j -3.02163e-07-0j 1.18731e-05-0j 6.86572e-08-0j -3.617e-09-0j 
0.00124474-0j 0.00115176-0j -0.000290776-0j -0.000353071-0j 0.000407425-0j -0.0171589-0j 1.28041e-05-0j -0.0781572-0j -0.0122589-0j 5.83215e-05-0j -0.0160417-0j 9.14768e-06-0j 1.19704e-05-0j -0.00840701-0j 6.27338e-06-0j 6.43783e-05-0j -0.00220132-0j 9.48382e-07-0j -0.000142341-0j -0.000118441-0j 0.00486713-0j -0.000109594-0j -2.09688e-06-0j -0.000101693-0j 0.00404993-0j 0.000165956-0j 0.00374741-0j -1.7448e-06-0j 0.00347725-0j -0.000177433-0j -1.61447e-06-0j -1.49808e-06-0j -0.00567461-0j 0.00606707-0j 2.44476e-06-0j -2.61384e-06-0j 5.05767e-05-0j 8.42946e-06-0j 0.0955648-0j -0.000109566-0j -0.000203812-0j 6.20888e-08-0j 4.42546e-05-0j -1.8261e-05-0j -0.000147203-0j 4.0949e-05-0j -0.207025-0j 0.000441524-0j 7.37577e-06-0j 0.000201576-0j -1.34505e-07-0j -2.45338e-05-0j 1.82541e-05-0j 0.0836192-0j 6.82483e-06-0j -0.000232608-0j -0.278139-0j 0.0773731-0j -0.000178335-0j 2.92554e-05-0j 0.000593189-0j 3.3596e-05-0j -0.000165014-0j 5.43277e-08-0j 2.16826e-05-0j 0.380879-0j 3.04235e-06-0j -1.80708e-07-0j -3.8768e-05-0j 5.02696e-08-0j -0.000215042-0j 0.0344912-0j -0.439513-0j 4.87589e-06-0j -0.000812302-0j 0.055278-0j -7.35595e-05-0j 3.61377e-06-0j 2.47458e-07-0j 0.000937352-0j -0.000117892-0j 0.0409694-0j 2.2409e-08-0j -3.58404e-05-0j -2.85553e-07-0j -8.73756e-05-0j -0.406323-0j 3.59143e-08-0j 0.000866566-0j 2.6618e-08-0j -2.63989e-07-0j 
-0.00639867-0j -0.0021774-0j -0.0119434-0j -0.0426147-0j -0.00789539-0j 0.000153649-0j -0.00212026-0j -0.000174154-0j 0.000102785-0j 0.00240322-0j 0.000465329-0j -0.00141837-0j -0.00642127-0j 0.00030891-0j -0.00426277-0j -0.016251-0j -0.000932416-0j -0.000236389-0j 0.0178348-0j 0.0444854-0j 0.00102329-0j 0.015138-0j 0.000259428-0j 0.0119308-0j 0.0025524-0j 0.0294079-0j 0.000868556-0j 0.000647093-0j 0.000684542-0j -0.0365635-0j 0.000220199-0j 0.000173547-0j 0.00168731-0j -0.00209787-0j 0.000427773-0j -0.000531858-0j 8.76015e-05-0j 0.100652-0j 8.94079e-06-0j -9.41969e-05-0j -0.000174482-0j -2.06705e-05-0j -0.000227495-0j -0.10823-0j 5.11009e-05-0j -7.74143e-05-0j -9.61393e-06-0j 0.000187619-0j -0.261387-0j 0.000257855-0j 2.22267e-05-0j 0.0587138-0j 0.000401941-0j -2.32186e-05-0j -0.0889474-0j 4.77738e-05-0j 5.21546e-06-0j -7.90106e-06-0j 0.000453118-0j -5.17871e-05-0j -0.000101781-0j 0.29627-0j 0.000154192-0j 5.36797e-05-0j -0.000457376-0j 2.63172e-05-0j 0.461822-0j -1.20578e-05-0j 0.0548911-0j 1.82667e-05-0j 0.000154277-0j 4.1023e-05-0j 4.87589e-06-0j -0.0595023-0j -0.000513588-0j -5.2855e-06-0j -0.000800576-0j -0.525515-0j -6.08435e-05-0j -9.51545e-05-0j 0.000103148-0j -4.66807e-05-0j -9.48422e-05-0j 0.177261-0j -1.12727e-05-0j 0.000910989-0j 1.57458e-05-0j 1.22197e-05-0j -0.000307285-0j 0.000107923-0j -3.64032e-05-0j 
-0.00042858-0j -0.000427552-0j 0.00972786-0j 8.45206e-05-0j 0.00689029-0j -0.00298665-0j 0.020046-0j 9.89304e-05-0j 0.00633285-0j -0.000664008-0j -0.00291457-0j -0.0425052-0j 0.0195622-0j 0.00370119-0j -0.0248419-0j 2.25277e-05-0j 0.0366321-0j 0.00454986-0j 3.62219e-07-0j 4.0781e-05-0j 0.000589-0j 4.06832e-05-0j 7.31564e-05-0j -7.68043e-07-0j 0.0663135-0j 2.88854e-05-0j 0.0661545-0j 0.00823642-0j -0.00124891-0j -1.88271e-05-0j 0.00821668-0j -0.00015512-0j 0.0469702-0j -0.0306146-0j 0.0058339-0j -0.00380247-0j 1.76982e-05-0j -0.000282006-0j -0.000349391-0j 2.78816e-07-0j -0.158718-0j 0.000599918-0j -1.52375e-05-0j -4.44271e-06-0j -5.15101e-05-0j -1.5201e-05-0j -5.5043e-06-0j -0.00250044-0j 0.000242797-0j 5.04729e-07-0j 9.45109e-06-0j 0.000820772-0j -3.16306e-05-0j 0.000300813-0j 0.000242215-0j 4.11466e-05-0j 0.0010169-0j 0.000300092-0j 0.136651-0j 3.22319e-05-0j 0.461946-0j -8.04245e-06-0j 0.136323-0j -0.000516508-0j 1.8883e-05-0j -9.9642e-06-0j 0.000504008-0j -0.00174605-0j -0.000655637-0j -0.00051527-0j -8.36013e-06-0j 0.000624441-0j -0.000812302-0j -0.000513588-0j -0.00452645-0j -0.000636311-0j 0.283666-0j -0.000300884-0j 1.71089e-05-0j -0.369005-0j -0.289058-0j -0.000372781-0j -0.00107219-0j 0.000133212-0j 0.00139475-0j -0.169344-0j 0.000165043-0j 0.00109257-0j 0.0749742-0j 0.000640079-0j -0.000283385-0j 
-0.00391837-0j -0.00133338-0j 0.000154617-0j 0.000551684-0j 0.000102213-0j -0.0181997-0j 1.35808e-05-0j 0.0206285-0j -0.0121749-0j -1.53932e-05-0j -0.0551182-0j 9.08501e-06-0j 4.11297e-05-0j -0.0365903-0j 2.7304e-05-0j 6.82835e-05-0j -0.00233486-0j 1.00591e-06-0j -7.49386e-05-0j -0.000186919-0j 0.00256242-0j -6.36069e-05-0j -1.10395e-06-0j -5.0131e-05-0j 0.00639144-0j -0.000123567-0j 0.00217495-0j -2.75358e-06-0j 0.00171416-0j 0.000153633-0j -9.37018e-07-0j -7.38499e-07-0j 0.00422518-0j -0.00525325-0j -1.82031e-06-0j 2.26322e-06-0j 5.36447e-05-0j 8.94079e-06-0j 0.101362-0j -5.76836e-05-0j -0.000216175-0j 6.58551e-08-0j -0.000139312-0j -9.61393e-06-0j 3.12928e-05-0j -4.74064e-05-0j -0.108993-0j 0.00023245-0j -2.32186e-05-0j 0.000157903-0j -7.08133e-08-0j 5.21546e-06-0j 0.000246138-0j -0.263229-0j -7.90106e-06-0j 2.92554e-05-0j 0.0591277-0j -0.0895744-0j 0.00056139-0j -3.1713e-05-0j -0.000126102-0j 2.63172e-05-0j 0.000191036-0j -1.71021e-07-0j -0.000280084-0j 0.298358-0j 4.1023e-05-0j 3.84155e-08-0j 4.87589e-06-0j -5.81968e-08-0j 9.4475e-05-0j 0.465078-0j 0.055278-0j -5.2855e-06-0j -0.000636311-0j -0.0599218-0j -0.000991874-0j -4.66807e-05-0j 1.93845e-07-0j -0.000117892-0j 0.000127795-0j -0.52922-0j 3.02163e-07-0j 1.57458e-05-0j 3.59143e-08-0j 0.00112867-0j 0.178511-0j -3.89314e-08-0j -0.00038071-0j -3.43836e-07-0j 1.15979e-07-0j 
-0.00076257-0j 0.000155592-0j -0.00172423-0j 0.0105655-0j -0.00124462-0j -0.00105594-0j 0.00708733-0j -0.00123193-0j -0.00959055-0j 0.00826856-0j 0.00533783-0j 0.0643705-0j -0.0358268-0j -0.000444628-0j 0.00298428-0j 7.96475e-06-0j 0.0129514-0j 0.00160862-0j 8.99714e-06-0j -3.63772e-05-0j 0.0146302-0j 7.42226e-06-0j 0.00181713-0j 8.17162e-05-0j -0.0591525-0j -2.62584e-05-0j 0.0120693-0j -0.007347-0j 0.132878-0j 1.69425e-06-0j 0.00149906-0j 0.016504-0j -0.0426985-0j 0.00275499-0j -0.00530334-0j 0.000342182-0j 6.25725e-06-0j -9.97041e-05-0j -0.000123528-0j 6.92551e-06-0j -0.0561154-0j 0.000212103-0j -2.7112e-05-0j -0.000110352-0j 3.65006e-06-0j 5.53183e-06-0j -0.000136721-0j -0.0621084-0j 0.000432007-0j -3.16306e-05-0j 0.000234755-0j -5.81607e-05-0j 1.61242e-05-0j 0.000535236-0j -8.81452e-05-0j 3.7261e-06-0j -7.20583e-05-0j -0.000109208-0j 0.243142-0j 5.02427e-05-0j -0.032734-0j 0.000504008-0j -0.0496098-0j -0.00091902-0j -1.14161e-05-0j 0.000624441-0j -0.000256925-0j 0.000123727-0j -5.93724e-05-0j 0.000187514-0j 6.01423e-07-0j -0.000318318-0j -7.35595e-05-0j -0.000800576-0j 0.283666-0j -0.000991874-0j -0.144603-0j 0.000181906-0j -0.00107219-0j -0.033416-0j -0.45058-0j 0.000225373-0j 0.000546564-0j -9.58318e-06-0j 0.000126304-0j 0.10238-0j -1.18731e-05-0j 0.00170308-0j -0.0053936-0j -0.000386974-0j 2.03865e-05-0j 
0.00123746-0j -0.00606704-0j 0.00696697-0j 0.0249657-0j 0.00585168-0j -8.96286e-05-0j 0.00123682-0j 0.000307746-0j 0.000190047-0j -0.00424672-0j 0.000429856-0j -0.00262253-0j -0.00593176-0j 0.000532272-0j -0.00734504-0j 0.00947973-0j 0.000543909-0j 0.000137894-0j -0.0315158-0j -0.00860319-0j -0.00180825-0j 0.0421799-0j -0.000458434-0j 0.0668255-0j -0.000493617-0j -0.00722597-0j 0.00242011-0j -0.000125144-0j 0.00383418-0j -0.037692-0j 0.000613556-0j 0.000972056-0j -0.000414598-0j -0.00216262-0j -0.00010511-0j -0.000548274-0j -5.11009e-05-0j -0.0587138-0j -5.21546e-06-0j 0.000166455-0j 0.000101781-0j 1.20578e-05-0j 4.3996e-05-0j 0.191253-0j -2.98088e-05-0j -0.000215704-0j 1.69887e-05-0j -0.00033154-0j 0.0505505-0j -0.000151064-0j -3.92767e-05-0j -0.0342497-0j 9.13288e-05-0j 4.49032e-06-0j -0.24784-0j -3.54076e-05-0j -3.04235e-06-0j -2.20152e-05-0j -8.763e-05-0j 0.000457376-0j 5.93724e-05-0j -0.173569-0j 0.000429634-0j -1.03813e-05-0j -0.000261277-0j -1.54179e-05-0j 0.104935-0j 7.0337e-06-0j -0.0406826-0j 5.08977e-05-0j -0.000159122-0j 9.32121e-06-0j -3.61377e-06-0j 0.525515-0j 0.000300884-0j 4.66807e-05-0j -0.000181906-0j -0.300201-0j 3.5645e-05-0j 7.05239e-05-0j -0.000910989-0j -2.66664e-05-0j -2.155e-05-0j -0.182828-0j 8.35479e-06-0j 0.000520404-0j -1.62403e-05-0j -0.000107923-0j 0.000316935-0j 6.16509e-05-0j 3.75464e-05-0j 
2.52543e-05-0j 2.51938e-05-0j -0.00115243-0j -1.00129e-05-0j -0.000816275-0j -1.82915e-06-0j -0.00729006-0j 6.05892e-08-0j 3.87851e-06-0j 0.000241477-0j -1.785e-06-0j 0.0154577-0j -0.0071141-0j 2.26677e-06-0j 0.00903415-0j -1.32746e-06-0j 4.51048e-05-0j 0.0512603-0j -2.1344e-08-0j -2.40304e-06-0j 7.25231e-07-0j -2.39728e-06-0j 0.000824205-0j 4.52574e-08-0j 8.16512e-05-0j -1.70209e-06-0j 8.14555e-05-0j 0.0927944-0j -1.53777e-06-0j 1.1094e-06-0j 0.0925719-0j -0.00174763-0j 5.7834e-05-0j -3.76955e-05-0j 0.0657267-0j -0.0428399-0j -1.04287e-06-0j 3.34085e-05-0j -1.06438e-07-0j -1.64294e-08-0j -0.000599918-0j -0.153621-0j 8.97878e-07-0j 5.26317e-07-0j 3.03526e-06-0j 8.95725e-07-0j -1.67682e-09-0j -9.45109e-06-0j -2.87635e-05-0j -2.97415e-08-0j -0.00242014-0j -9.72348e-05-0j 1.86385e-06-0j 9.16393e-08-0j -2.86946e-05-0j -2.42459e-06-0j 3.09785e-07-0j 9.14196e-08-0j 0.000516508-0j -1.89928e-06-0j 0.00174605-0j 9.52769e-07-0j 0.00051527-0j 0.132262-0j -1.11269e-06-0j -3.03548e-09-0j -5.97086e-05-0j 0.44711-0j 7.76717e-05-0j 0.131945-0j 4.92625e-07-0j 1.90229e-07-0j -2.47458e-07-0j 6.08435e-05-0j -1.71089e-05-0j -1.93845e-07-0j 0.00107219-0j 3.5645e-05-0j -0.00438107-0j -0.00139475-0j -0.00109257-0j -1.13563e-07-0j 0.274555-0j -1.57813e-05-0j -0.357154-0j -0.000640079-0j 5.02783e-08-0j -0.279774-0j 0.000283385-0j -0.163905-0j 0.0725662-0j 
-0.000254081-0j -0.000235102-0j -0.00567458-0j -0.00689029-0j 0.00795102-0j 0.00174221-0j -0.0116935-0j 0.00793564-0j 0.0012447-0j -0.0532629-0j 0.00162878-0j -0.00835424-0j -0.0109322-0j 0.000853601-0j -0.00572925-0j -1.31412e-05-0j -0.0213687-0j -0.00265409-0j 2.90552e-05-0j 2.41767e-05-0j 0.0472463-0j 2.23708e-05-0j 0.0058682-0j 2.0758e-05-0j 0.0393135-0j -3.38755e-05-0j 0.0363769-0j 0.00488291-0j 0.0337544-0j 3.62184e-05-0j 0.00451817-0j 0.00419244-0j -0.0550846-0j 0.0588943-0j -0.00684175-0j 0.00731493-0j -1.03239e-05-0j 0.000164503-0j 0.000203812-0j 2.23651e-05-0j 0.0925857-0j -0.000349952-0j -9.03344e-06-0j -0.000356369-0j 3.00476e-05-0j -8.35867e-06-0j -0.000441524-0j -0.200571-0j 0.000143941-0j -4.11466e-05-0j 0.000758113-0j -0.000478784-0j -3.7261e-06-0j 0.000178335-0j 0.000133189-0j 4.74809e-05-0j -0.000593189-0j 0.000165014-0j 0.0810125-0j -5.97172e-06-0j -0.269469-0j 0.000655637-0j 0.0749611-0j -0.000306208-0j -4.42595e-06-0j 0.000812302-0j 5.93724e-05-0j 0.00101853-0j -0.000756569-0j -0.000283335-0j 4.38953e-05-0j 7.35595e-05-0j -0.000937352-0j 9.51545e-05-0j 0.369005-0j 0.000117892-0j 0.033416-0j 7.05239e-05-0j -0.00139475-0j -0.425812-0j 0.0535548-0j 8.73756e-05-0j -0.000126304-0j -0.000699436-0j 0.00160947-0j 0.0396922-0j -0.000866566-0j -0.000202425-0j -0.393656-0j -0.000150027-0j 0.00148793-0j 
0.000799834-0j 0.000272176-0j 0.00301741-0j 0.0107663-0j 0.00199471-0j 0.0018479-0j -0.0124028-0j -0.00209451-0j 0.00123617-0j 0.014058-0j 0.0055964-0j -0.00829701-0j -0.0375622-0j 0.00371518-0j -0.0249358-0j -1.39383e-05-0j -0.0226649-0j -0.00281508-0j 1.52968e-05-0j 3.81548e-05-0j 0.0248739-0j 1.29837e-05-0j 0.00308945-0j 1.02329e-05-0j 0.062043-0j 2.52229e-05-0j 0.0211126-0j 0.00770602-0j 0.0166397-0j -3.13602e-05-0j 0.00262228-0j 0.00206672-0j 0.0410147-0j -0.0509944-0j 0.00509421-0j -0.00633373-0j -1.09502e-05-0j 0.000174482-0j 0.000216175-0j 1.17746e-05-0j 0.098202-0j -0.00037118-0j 2.84368e-05-0j -0.000187619-0j -6.38761e-06-0j 9.67678e-06-0j -0.00023245-0j -0.105596-0j -0.000453118-0j -3.22319e-05-0j 0.000399126-0j 0.000101781-0j -5.02427e-05-0j -0.00056139-0j -0.000154192-0j -5.97172e-06-0j 0.000126102-0j -0.000191036-0j -0.255024-0j 6.47339e-06-0j 0.0572845-0j 0.000513588-0j -0.086782-0j 0.000963929-0j 5.7172e-05-0j 0.000636311-0j 0.000800576-0j -0.000216522-0j 9.51545e-05-0j 0.000328016-0j -1.92846e-05-0j 0.000991874-0j 0.000117892-0j -0.000103148-0j 0.289058-0j -0.000127795-0j 0.45058-0j -0.000910989-0j -0.00109257-0j 0.0535548-0j -0.0580538-0j -0.00112867-0j -0.00170308-0j 0.000307285-0j -0.000202425-0j -0.512722-0j 0.00038071-0j 0.00021943-0j 0.172946-0j 0.00193797-0j -0.000653694-0j 
0.000757787-0j -0.00371529-0j -9.01935e-05-0j -0.000323203-0j -7.57551e-05-0j 0.0106165-0j -7.92212e-06-0j -0.0364525-0j -0.022511-0j 2.72012e-05-0j -0.0509165-0j 1.67979e-05-0j 3.79943e-05-0j -0.0630476-0j 4.70466e-05-0j -3.9832e-05-0j 0.001362-0j -5.86782e-07-0j 0.000132423-0j 3.6149e-05-0j -0.00452803-0j -0.000177232-0j 1.95078e-06-0j -0.000280788-0j -0.00123606-0j 3.03622e-05-0j 0.00606019-0j 5.32525e-07-0j 0.00960115-0j 0.000158375-0j -2.61087e-06-0j -4.1364e-06-0j -0.00103819-0j -0.00541539-0j 4.47277e-07-0j 2.33308e-06-0j -3.12928e-05-0j -5.21546e-06-0j -0.0591277-0j 0.000101932-0j 0.000126102-0j -3.84155e-08-0j 2.69419e-05-0j 1.69887e-05-0j -1.82541e-05-0j -0.000132091-0j 0.192601-0j -0.000410762-0j 4.49032e-06-0j -9.25072e-05-0j 1.25134e-07-0j -3.04235e-06-0j 5.59273e-05-0j 0.0509068-0j -2.20152e-05-0j -2.16826e-05-0j -0.0344912-0j -0.249587-0j -0.000108569-0j 0.000280084-0j 7.35595e-05-0j -1.54179e-05-0j 0.000532295-0j 3.30744e-08-0j -0.000159999-0j -0.174793-0j 9.32121e-06-0j -2.2409e-08-0j -3.61377e-06-0j -1.62158e-07-0j -9.74418e-05-0j 0.105675-0j -0.0409694-0j 4.66807e-05-0j 0.000372781-0j 0.52922-0j -0.000225373-0j -2.66664e-05-0j -1.13563e-07-0j 8.73756e-05-0j -0.00112867-0j -0.302318-0j 6.86572e-08-0j -1.62403e-05-0j -2.6618e-08-0j 0.000644754-0j -0.184117-0j 3.43836e-07-0j 0.000392666-0j -1.96417e-07-0j -1.19621e-07-0j 
4.49348e-05-0j -9.16834e-06-0j 0.000204265-0j -0.00125166-0j 0.000147447-0j -6.46704e-07-0j -0.00257742-0j -7.54488e-07-0j -5.87366e-06-0j -0.00300699-0j 3.26911e-06-0j -0.0234094-0j 0.013029-0j -2.72309e-07-0j -0.00108528-0j -4.69327e-07-0j 1.59469e-05-0j 0.0181233-0j -5.30162e-07-0j 2.14354e-06-0j 1.8014e-05-0j -4.37361e-07-0j 0.0204724-0j -4.81518e-06-0j -7.2834e-05-0j 1.54729e-06-0j 1.48608e-05-0j -0.0827738-0j 0.000163611-0j -9.98344e-08-0j 0.0168889-0j 0.18594-0j -5.25743e-05-0j 3.3922e-06-0j -0.0597493-0j 0.00385514-0j -3.68712e-07-0j 1.18117e-05-0j -3.76315e-08-0j -4.08089e-07-0j -0.000212103-0j -0.0543132-0j 1.59759e-06-0j 1.30732e-05-0j -2.15082e-07-0j -3.25966e-07-0j -4.16504e-08-0j -0.000234755-0j -5.11788e-05-0j 1.86385e-06-0j -0.0601137-0j 6.89016e-06-0j -9.50125e-07-0j 1.63053e-07-0j 1.04423e-05-0j -2.19563e-07-0j -2.19517e-08-0j -3.32688e-08-0j 0.00091902-0j -2.96058e-06-0j -0.000123727-0j -5.97086e-05-0j -0.000187514-0j 0.235333-0j 6.727e-07-0j 1.90229e-07-0j 3.04373e-05-0j -0.0316827-0j 7.0337e-06-0j -0.0480165-0j -3.54392e-08-0j -9.69718e-08-0j -2.2409e-08-0j 9.48422e-05-0j 0.00107219-0j -3.02163e-07-0j -0.000546564-0j -2.155e-05-0j 0.274555-0j -0.000126304-0j -0.00170308-0j 6.86572e-08-0j -0.139958-0j 1.1353e-06-0j -0.0323427-0j 0.000386974-0j -3.617e-09-0j -0.436108-0j -2.03865e-05-0j 0.0990923-0j -0.00522037-0j 
