0.106244+3.17645e-12j 0.105391+0.00175619j -0.0814377-0.0842066j -0.0389437-0.0754403j 0.0591781+0.00315825j 0.00168424+0.0428085j 0.0402951+0.106669j -0.00361707-0.0166835j -0.0259698+0.0463027j -0.0293894+0.0226038j 0.0354224-0.0303065j -0.0163724+0.0095808j -0.0230401-0.0455961j -0.0113936+0.0642424j -0.0105952-0.0424621j 0.0299172-0.0314631j 0.00856364-0.0594965j -0.0101008+0.00198706j 0.000269963-0.0417212j -0.0351248+0.0131063j -0.00231999-0.033209j 0.00373133+0.00968899j -0.0153343-0.00472532j -0.0378699+0.0253954j -0.00679182-0.00541762j 0.010165-0.030218j 0.0261288-0.0123102j 0.0370768-0.0226666j 0.0303585-0.0179828j -0.00750021-0.00236426j 0.00159973+0.0155808j 0.00690907-0.000119357j 0.0151723+0.0228393j -0.0226403-0.0169033j 0.00998183+0.00755246j -0.0145501+0.021439j 0.0285712+0.0172803j -0.00843228-0.0121188j -0.035259-0.00894512j -0.0127215-0.0140514j 0.00203407-0.0195096j 0.0293125-0.0609038j 0.00284194+0.0170769j -0.0154435+0.0115817j 0.0110517+0.0112785j 0.0173982-0.0118153j -0.0220249+0.0280086j -0.0177674-0.0162853j -0.0177783+0.000653938j -0.00924718-0.00668626j 0.0457295+0.0404873j 0.0129499-7.15189e-05j -0.00716847-0.00588191j -0.0374675+0.0230988j -0.0145389+0.0331158j -0.00693762-0.00683862j 0.0144762-0.055606j 0.0335008+0.0257066j 0.0648412+0.0527546j 0.0326513-0.0180084j -0.0432175+0.00853698j -0.0120065+0.0180459j 0.00655585-0.033215j 0.0127866+0.0206116j 0.0463292+0.000125795j 0.0263303+0.0454492j -0.00958475-0.0116689j 0.0495993-0.0520085j 0.0311794+0.103146j 0.193229-0.196985j 0.0950492+0.276359j -0.348953-0.126243j 0.100609-0.0688073j -0.00166711+0.109503j 0.108242+0.0160213j -0.00819332-0.00696756j 0.16609+0.019055j 
0.0127866-0.0206116j -0.0536533+0.0348816j 0.0877567+0.0415007j 0.119238+0.10215j -0.0936244-0.145604j 0.173566-0.090325j 0.0140421+0.0300477j -0.0973235+0.00919502j 0.176552-0.118464j 0.0541239-0.140659j 0.134256+0.0964592j 0.103769+0.0298246j 0.0172793-0.0335993j 0.128513+0.0716208j -0.0681735-0.0690339j -0.0943708+0.0170128j 0.161093+0.0464503j -0.083972-0.0543178j 0.0340147-0.0926763j -0.0726473+0.00610994j 0.018805+0.0988871j -0.0403192-0.109152j 0.124467-0.0314075j 0.000723573-0.0246431j 0.0198504-0.0352402j -0.0101691-0.0312579j -0.0718657-0.00115306j -0.00960155-0.13287j -0.0611441-0.0808615j 0.0270364-0.179526j 0.0512384-0.0862112j -0.0160091+0.00511547j -0.0516642+0.0559529j -0.0433737+0.0419733j 0.0642831+0.0457756j -0.0319803-0.025528j 0.171532-0.00997413j 0.0919619-0.0086871j -0.0104619-0.0208094j -0.121042-0.0297064j -0.0841618-0.000812915j 0.00982017-0.0332977j 0.0198423-0.0584252j -0.0399099+0.0607977j 0.0238927+0.0485966j 0.0542318-0.0796491j 0.0890902-0.0841022j -0.0384743+0.0228353j 0.106271-0.0847972j -0.0272321-0.0398633j 0.0585445+0.000893421j 0.00305629-0.0183731j 0.0256592+0.0663477j 0.00274555+0.000395985j 0.0940262-0.00676886j -0.0692904-0.0126717j 0.0667629+0.0712488j -0.0794937-0.0587887j -0.0190113-0.0073214j -0.0914043-0.0368352j 0.0114392+0.00162857j -0.187654-0.00500615j 0.0431124+0.0109768j -0.0161864-2.43555e-15j -0.12091+0.0434393j -0.0331815-0.0349775j 0.119947+0.018471j -0.146-0.0124152j 0.0265413+0.00425914j -0.0797994+0.0456006j 0.159784-0.0184964j 0.0339078+0.0459027j 0.178874-0.0123385j -0.135911-0.0215759j 0.145966+0.105096j -0.0568703+0.03872j 0.000156617+0.00409496j 
0.0463292-0.000125795j 0.0399683-0.043831j -0.150168+0.260606j -0.437912-0.0854229j -0.100784+0.0503162j -0.202204-0.0808275j 0.114323+0.0614857j 0.326376+0.0304664j -0.0503679+0.0650981j -0.0339095-0.087066j -0.185814-0.122879j -0.194076-0.0333317j -0.149036+0.0210829j -0.283878-0.130942j 0.0959473+0.00400447j 0.15484+0.151302j 0.116344+0.0945154j 0.0588264-0.0277855j -0.0571406+0.0125735j -0.0168472-0.0246261j -0.0213796-0.106094j -0.0732158+0.0132902j 0.0536257-0.013741j -0.0877835-0.0110021j -0.121514-0.0171378j -0.00917945-0.00688089j 0.145262-0.140975j -0.0557411-0.00929809j -0.0304394+0.055025j -0.0247465+0.00772972j -0.0255452+0.00855181j 0.204582+0.0192354j -0.00116299-0.012215j 0.0159616+0.0559118j 0.0434351-0.0350998j 0.171503-0.0193718j -0.131198+0.0385944j -0.00185361-0.00438454j 0.0488852+0.100523j 0.145883-0.0060691j 0.058271+0.0481008j 0.114535-0.0364209j -0.03221+0.10277j 0.15095+0.0214184j -0.094879-0.0393922j -0.152954-0.0520216j -0.100351+0.0247942j 0.188566+0.0197679j -0.163149-0.0297772j 0.0885409-0.0512532j -0.127629-0.028914j 0.0775047-0.042601j -0.0270627-0.0617467j 0.0334396+0.0281727j -0.113694-0.00135738j 0.155464+0.0194486j -0.150398+0.00146807j 0.0860947+0.00834503j -0.105171-0.0526843j 0.118988+0.0342681j -0.196451-0.0582275j 0.0976835+0.0510938j -0.0120928-0.00376917j -0.12091-0.0434393j 0.234883+7.63278e-16j 0.0958872+0.0276263j -0.172133+0.0724522j 0.266603+0.0311075j -0.172074-0.0514343j 0.0567711-0.0452017j -0.331443-0.0637406j 0.103395-0.00835861j -0.269706+0.00847255j 0.238612-0.0395201j -0.221633-0.0839903j 0.150623-0.0462485j -0.00421766+0.0758458j 
0.0263303-0.0454492j 0.0807171+0.0437442j -0.19035-0.116215j -0.0469112-0.145361j -0.0946957+0.0591915j -0.0723861-0.0239995j 0.145038-0.00404328j 0.157623+0.000712175j -0.061055-0.0239722j 0.130957+0.201643j 0.114179-0.00563859j -0.0488027+0.139759j -0.0690311-0.0745264j 0.0474154+0.0237877j 0.0562958+0.149919j 0.0998106+0.0211083j 0.00498525+0.163388j 0.265382+0.112965j 0.033051+0.133735j 0.0313708-0.0321077j 0.0436873+0.0576199j 0.000534341+0.00493801j -0.00196619-0.031535j 0.0123439+0.0345667j 0.00670176+0.108923j 0.0318178+0.0268508j 0.0322496-0.105487j -0.0275112-0.0651492j -0.0349231-0.0532985j 0.123577+0.0277583j 0.0393872+0.0619401j 0.194068+0.0554674j -0.0117462-0.0408092j -0.0128483+0.0210659j 0.0656933+0.0781601j 0.0925778-0.0109554j -0.0257857-0.0953709j 0.0332877+0.0664929j 0.00622791+0.0029646j 0.0904075-0.00588021j 0.0554257-0.0540448j 0.039349+0.0366803j 0.036096+0.0332532j 0.0164457-0.0752007j -0.0595485-0.0879948j -0.0814981-0.00180461j -0.0526369+0.0260044j 0.0688069+0.0298768j -0.0529946-0.0588156j -0.033782-0.0142037j -0.057051+0.0123903j -0.0100888-0.0126086j 0.0217028-0.0814459j 0.0554122+0.00422082j -0.0569023+0.0326394j 0.0423844-0.0269922j -0.111421+0.0650054j 0.0575155-0.00799353j -0.0500797+0.059499j 0.00287011+0.0199102j -0.0791953-0.00194661j 0.0871561-0.0405156j -0.0878975+0.0278332j -0.0331815+0.0349775j 0.0958872-0.0276263j -0.00876832-9.71445e-16j -0.118656+0.00733537j 0.133116+0.00577161j -0.113927+0.0422455j 0.00345358+0.00498172j -0.114633+0.00846353j 0.0269705+0.0161277j -0.0631511+0.0228992j 0.0313979-0.00372928j -0.110378+0.05086j 0.0576631+0.0421813j 0.0594338+0.0407911j 
-0.00958475+0.0116689j -0.100648+0.116785j 0.14268+0.112527j 0.0822484+0.0153759j 0.0978548+0.0097805j 0.118919+0.0249311j -0.127733-0.0203023j -0.156269+0.00465063j 0.0847233+0.00972292j 0.00808903+0.0168619j 0.135013+0.0222859j 0.202677+0.0463682j 0.0335769+0.16564j 0.122427-0.0124009j -0.0285566-0.0306898j -0.21816-0.00867357j -0.12727+0.0157198j -0.103923+0.0936009j -0.147984+0.0176796j -0.083823-0.0913891j 0.0633937+0.074879j 0.0095206+0.0373272j 0.0411452+0.0751149j 0.180428-0.00644394j 0.0333686-0.145297j -0.0476041-0.0160604j -0.0312639-0.0131335j 0.0338399+0.0356024j 0.0431237+0.0455234j -0.0978056+0.0467421j -0.0102158-0.0377359j -0.234833+0.0404606j 0.0432444+0.0949389j -0.114457+0.0249542j -0.0416145+0.0638082j -0.0908667+0.0117803j 0.159122+0.0645835j 0.0577964+0.0273853j 0.0664859-0.0416037j -0.184546-0.00738342j -0.0131447-0.0287856j -0.0352998+0.0435343j 0.0180869-0.0320654j -0.0847878+0.00597345j 0.0659115-0.0607876j 0.182386+0.0320926j 0.0167434-0.0761166j -0.174002+0.0459504j 0.114096+0.00978414j -8.67566e-05-0.0163595j 0.00718115+0.0441427j -0.00518181-0.053384j -0.0498087+0.00169582j -0.0883406+0.00755597j 0.0504429+0.0341615j -0.136613-0.0294608j 0.111496+0.0285473j -0.090448+0.0663765j 0.0510785-0.0518034j -0.128111+0.0332402j 0.0974213+0.0592529j -0.0953986+0.00274088j 0.0606472+0.00302144j 0.119947-0.018471j -0.172133-0.0724522j -0.118656-0.00733537j 0.189366+2.72699e-15j -0.137275-0.0428331j 0.0745954-0.00474297j -0.0525415-0.0393742j 0.243215+0.0482898j -0.0657901+0.0187744j 0.185504+0.0262648j -0.184059+0.0066946j 0.236915+0.0753668j -0.151631-0.0238656j 0.0108864+0.00287004j 
0.0495993+0.0520085j 0.158734+0.020635j -0.236322+0.159035j -0.340849-0.159234j -0.250082+0.0974717j -0.170916-0.0838776j 0.165391-0.0589452j 0.33564-0.0294957j -0.102705+0.0406386j 0.0291445+0.181195j -0.0475316+0.0745069j -0.0946668-0.00468912j -0.108494-0.0273623j -0.0640274+0.0088637j 0.0953062-0.0228116j 0.236969+0.132751j 0.188737+0.0973721j 0.242632+0.0214021j 0.010056-0.0186394j 0.0588653-0.0458213j 0.0913965+0.130501j 0.0727703+0.0304198j -0.20884-0.0148208j -0.153002+0.00732199j -0.13085-0.0651778j 0.0183473+0.0392854j 0.125627-0.0143004j -0.0819614-0.0301999j 0.0204212-0.0536118j -0.000155492+0.182088j -0.043371+0.0321789j 0.276505-0.00106281j -0.00596899-0.0298407j 0.0875368+0.0710112j 0.0216348+0.0480262j 0.195848-0.0444205j -0.0868608-0.0353612j -0.108609+0.0956998j 0.00303532+0.0127853j 0.184441-0.0230354j 0.0773563-0.0341963j 0.115589+0.0390315j 0.0203617-0.00166153j 0.0982878-0.0682177j -0.149944-0.0210555j -0.11032-0.0587004j -0.0811611+0.0103526j 0.223829+0.038262j -0.176774-0.0650776j 0.0328945-0.0676837j -0.0647633-0.0219078j 0.0657168-0.0338704j 0.0182915+0.0355572j 0.022665+0.0481441j -0.152236+0.0177887j 0.235055-0.0395071j -0.130175+0.0307377j 0.0660699+0.0465716j -0.111649-0.0159434j 0.213528+0.000874949j -0.256078+0.0290619j 0.0866127+0.0135186j -0.119954-0.036784j -0.146+0.0124152j 0.266603-0.0311075j 0.133116-0.00577161j -0.137275+0.0428331j 0.427305+3.48332e-15j -0.202256+0.0213297j 0.0718684-0.0361253j -0.487034-0.0307195j 0.0941223-0.0150663j -0.26476+0.0636264j 0.287316-0.00168739j -0.269638-0.0328897j 0.128894+0.0556901j 0.00930427+0.0198678j 
0.0311794-0.103146j -0.0652129-0.081777j -0.0913764+0.0286099j 0.0393655-0.287031j 0.0885078-0.0304804j 0.137078-0.0994791j -0.0842374-0.0642617j -0.247652+0.0120345j 0.153446-0.000616503j 0.0336179-0.0471512j -0.0374044-0.0655497j 0.0706497+0.000467938j -0.0637831-0.061802j -0.188339-0.176083j -0.224798-0.0619618j -0.113862-0.0525597j -0.0513862-0.0438831j -0.0355211-0.020215j -0.150892+0.0626311j -0.000176367-0.120789j 0.0881846+0.0435172j -0.0081257-0.0732194j 0.036049+0.0788753j -0.0167653-0.0290935j -0.103142-0.0609167j 0.0562139-0.0123384j -0.102148+0.0334776j -0.027245+0.0975366j -0.0241117+0.0104841j 0.0246296-0.00258936j 0.0265374+0.0113453j -0.132763-0.0193864j -0.0171539+0.00159096j -0.011309+0.00588837j -0.0517617+0.0175075j -0.0977645-0.0768342j 0.132621-0.132602j 0.0132756-0.0806269j -0.0238761-0.0228003j -0.115763-0.0499558j -0.069118-0.01951j -0.0711088+0.022567j 0.08657-0.0364428j -0.0552161-0.0109646j 0.0124775-0.0313152j 0.0324181+0.015631j 0.0487522-0.0104192j -0.0746167-0.0022498j 0.0333394+0.0133581j -0.0529921-0.0436718j 0.0923715-0.0151709j -0.0305983-0.0492402j 0.0576804-0.026654j -0.0310106+0.0462608j 0.112432+0.0591244j -0.0920398-0.0171827j 0.116517-0.0370851j -0.114807+0.00481069j 0.0344872-0.0141725j -0.0867605-0.0253411j -0.0271263+0.0744883j -0.0715195-0.0413552j 0.0387852+0.0334892j 0.0265413-0.00425914j -0.172074+0.0514343j -0.113927-0.0422455j 0.0745954+0.00474297j -0.202256-0.0213297j 0.063047-1.92554e-16j 0.00990834+0.0533274j 0.215279-0.0460706j -0.0971806-0.049807j 0.209678-0.038411j -0.184742-0.0338549j 0.175391-0.0524251j -0.0585002-0.0311774j -0.00849116-0.0494272j 
0.193229+0.196985j 0.152554-0.184107j -0.0747862-0.168895j -0.0449911-0.0355141j -0.062111-0.207908j -0.0326208-0.0807094j -0.0125737-0.0671133j 0.187707+0.123756j 0.0597111-0.024116j -0.0229829+0.0261148j 0.0483863+0.108763j 0.144028+0.00880124j -0.0332912+0.0274389j 0.0283804+0.153177j -0.131381-0.031615j 0.118284-0.116198j 0.0876002-0.062372j 0.127631+0.0499067j 0.0931753+0.0902925j -0.0452441+0.0366907j 0.0349564-0.0297947j -0.0364309+0.0313947j 0.0301821-0.0536604j -0.0226307+0.0475605j 0.00322591+0.181804j -0.0342769-0.0443996j 0.0395844-0.0384235j 0.02304+0.0112814j -0.0589576-0.0242035j 0.0558214+0.0190671j 0.0830715+0.000484109j 0.114218+0.111648j 0.0804008+0.0297788j 0.093547+0.00315611j 0.0849561+0.0720182j 0.0132968+0.0194662j -0.0165093-0.0186225j 0.0281566-0.0408456j 0.0448126-0.0284691j 0.0654984+0.0399222j 0.000971689+0.0287373j 0.0615791+0.0158636j -0.0300193+0.00889178j 0.100118-0.0165895j -0.0284908-0.0269999j -0.0603245+0.0219502j 0.00233474+0.0216941j 0.0581795+0.0122252j -0.0914102+0.000209406j 0.0307852-0.0323939j 0.00109392-0.0650241j 0.0246698-0.0103339j -0.00769008-0.0377799j 0.0256799+0.0604725j 0.070324-0.0439909j 0.0527993+0.0653694j -0.0821163-0.103865j 0.0492152-0.00809706j 0.0268966-0.0704983j 0.0696292-0.0118623j -0.0494331-0.019479j 0.0431604+0.0183007j -0.0261347-0.0183107j -0.0797994-0.0456006j 0.0567711+0.0452017j 0.00345358-0.00498172j -0.0525415+0.0393742j 0.0718684+0.0361253j 0.00990834-0.0533274j 0.0405666+1.249e-16j -0.100425-0.0267087j -0.00927745-0.0587582j -0.115421-0.028657j 0.0826769+0.0340162j -0.124822-0.106024j 0.0375484-0.0305296j 0.00684449+0.0999533j 
0.0950492-0.276359j -0.511486-0.0655371j 0.243319-0.000689617j 0.359044-0.036035j 0.204619+0.0423887j 0.13148-0.160581j -0.244213-0.048793j -0.397768-0.0986287j 0.0835571-0.0101468j 0.0472891+0.0404839j -0.0470707+0.0431593j 0.148291+0.0687495j 0.0638755-0.0763407j 0.292114+0.091368j -0.241683-0.00383006j -0.193228-0.0150023j -0.153065-0.128122j -0.212141+0.157766j -0.136789-0.0387756j -0.0678149-0.107356j 0.0831003+0.0822629j 0.0470654+0.0553309j -0.0398464+0.0631651j 0.157196-0.0628573j 0.0793091+0.00338152j 0.0467017+0.0219253j -0.0944627+0.0315432j 0.0450476+0.0964232j 0.0434418-0.00943321j -0.0531487+0.0273968j -0.0406926+0.0526174j -0.398163-0.00935122j 0.0179491+0.0901358j -0.0535996-0.048306j -0.0995103+0.0979196j -0.202372-0.0518376j 0.201113-0.0101921j 0.112781+0.102938j 0.00117842+0.0536591j -0.250844-0.144805j -0.129316-0.00689054j -0.137229+0.00957479j -0.0745902-0.0273751j -0.162802-0.051707j 0.189331+0.0455726j 0.183377+0.0119551j 0.0909864-0.0127111j -0.286777-0.0182111j 0.269659+0.0105653j -0.0317812+0.0817825j 0.0842323-0.00748709j -0.031677+0.028492j 0.0342637+0.0217797j -0.0884174+0.0285672j 0.0999014+0.054326j -0.230645-0.000423311j 0.143236-0.0354567j -0.118429+0.00772411j 0.0931036+0.0599007j -0.277855+0.020928j 0.253231+0.00261245j -0.19199-0.0116725j 0.175822-0.0573492j 0.159784+0.0184964j -0.331443+0.0637406j -0.114633-0.00846353j 0.243215-0.0482898j -0.487034+0.0307195j 0.215279+0.0460706j -0.100425+0.0267087j 0.51344-1.11022e-16j -0.0678772+0.0230957j 0.308458-0.00842268j -0.327-0.0321035j 0.390723+0.0149962j -0.223446-0.101233j -0.0309843+0.0030223j 
-0.348953+0.126243j 0.0583799+0.234268j -0.175225+0.0137916j -0.0129853-0.00194037j -0.0841187+0.0952641j -0.0105281-0.0103299j -0.0243577+0.0501193j 0.103826+0.022302j 0.0942663+0.0595247j -0.0681241+0.0222456j 0.000180127-0.0091802j -0.0355869+0.105176j -0.13111+0.00126527j -0.0815312+0.0527342j 0.0153943+0.0148556j 0.182494+0.196732j 0.149226-0.0368375j 0.0608294-0.0361858j 0.165771-0.0672699j 0.0309448-0.0117504j -0.0882858+0.0618965j -0.00236285+0.042679j -0.0373201-0.190156j -0.0850438+0.0219316j -0.0367081+0.0438301j 0.0141416+0.0147992j -0.0999102+0.070068j -0.118287+0.0382015j -0.00141072+0.0592933j -0.115631+0.0175267j -0.0213623+0.0366875j 0.184403+0.0310912j -0.0724542-0.0264945j 0.0670562+0.0777148j 0.0257472+0.019517j -0.0327981-0.0138822j -0.0844637-0.0208729j -0.0657088+0.042069j -0.0403938-0.01892j 0.115438+0.0119108j 0.0164603-0.0388687j 0.0431917+0.0555733j 0.00487208-0.0361837j -0.0309669-0.0188904j -0.0614718+0.00635128j -0.0020059-0.0046746j 0.0300378-0.0113941j 0.0706963-0.0333009j -0.0647812+0.0892719j -0.0601997+0.0280309j -0.00139136+0.0387897j 0.00849929-0.0319482j 0.0416666-0.0727285j 0.00459938+0.0433432j -0.0178737+0.0749117j 0.0684644-0.0453219j -0.0327588-0.0243176j -0.00567243+0.0202854j -0.0273826+0.0510455j 0.0656216-0.0348535j -0.0709038+0.0341237j 0.0718426-0.0515904j -0.0602773+0.0196981j 0.0339078-0.0459027j 0.103395+0.00835861j 0.0269705-0.0161277j -0.0657901-0.0187744j 0.0941223+0.0150663j -0.0971806+0.049807j -0.00927745+0.0587582j -0.0678772-0.0230957j -0.0949757+2.08167e-17j -0.102226-0.0334935j 0.153164+0.0316448j -0.129701-0.0348668j 0.0381041-0.0279209j -0.0463586-0.0440954j 
0.100609+0.0688073j 0.0311639-0.215501j 0.168375-0.0501911j 0.149907+0.0638738j 0.126011-0.00182751j 0.0323263+0.0150227j -0.182334-0.0189794j -0.344385-0.0146042j -0.0354253+0.0366942j -0.120962+0.0257897j -0.0907713-0.0868234j 0.227631+0.0399312j 0.103401-0.0825354j 0.156364-0.006529j -0.183427-0.217657j -0.230637+0.13843j -0.160639+0.095941j -0.149475+0.0194933j -0.073606+0.0233526j -0.0306008+0.0380903j -0.00294783+0.0242596j -0.0289581+0.0111847j 0.266098-0.113702j 0.0202645-0.0934106j 0.0512152+0.0621411j 0.0350812+0.0848668j -0.0947542-0.0919731j 0.105971-0.0292922j -0.0670021-0.0641073j -0.0383884-0.0751924j 0.0129+0.0258135j -0.23635+0.0396674j 0.121975+0.0917932j -0.161159+0.0118627j 0.0121882+0.000219789j -0.06665-0.0844372j 0.166931+0.0327787j 0.0135404-0.0329674j -0.00465534-0.00994332j -0.161887-0.0180795j -0.0247803+0.011951j -0.0520364-0.000889967j -0.0163574+0.0305342j -0.0951128-0.0428882j 0.0946987-0.0185102j 0.134653+0.00233079j 0.00337027-0.0474438j -0.204722+0.0629966j 0.150851-0.0242391j -0.0557258+0.0467943j 0.0921487-0.0324506j -0.0624008+0.0250054j 0.0160704+0.0520869j -0.0534126-0.00720786j 0.0346408+0.066313j -0.172713-0.0450504j 0.166043-0.0318057j -0.0938224+0.0418177j 0.0882235+0.00955383j -0.17152-0.0275876j 0.158489+0.0495757j -0.1877+0.00933704j 0.0536187+0.035689j 0.178874+0.0123385j -0.269706-0.00847255j -0.0631511-0.0228992j 0.185504-0.0262648j -0.26476-0.0636264j 0.209678+0.038411j -0.115421+0.028657j 0.308458+0.00842268j -0.102226+0.0334935j 0.408336-1.14535e-15j -0.320998-0.0607189j 0.212833+0.0250616j -0.103864-0.026665j -0.0348336-0.0500968j 
-0.00166711-0.109503j 0.167576-0.00966359j -0.137089-0.041633j -0.144369-0.0758235j -0.0970017-0.0267987j 0.0171921-0.0030904j 0.0642791-0.106221j 0.165913-0.113594j -0.036283-0.249372j 0.0444757-0.00553829j -0.109708-0.201935j -0.230844-0.0487534j 0.0641786+0.0757577j -0.239168+0.0181917j 0.171006+0.0816712j 0.329145+0.109736j 0.174404+0.0152556j 0.137508+0.108976j 0.11011-0.0448154j -0.00697741+0.0124108j -0.10659+0.00487797j -0.0555185+0.027508j -0.0738964-0.0222154j -0.0539781-0.0880342j -0.043372+0.0543481j -0.0634978+0.0270288j 0.10339-0.0771162j -0.0238744+0.025042j 0.0330084-0.00402406j 0.0426603+0.0132391j 0.0345533+0.00739524j 0.313675+0.0728645j 0.0102668+0.00992557j 0.161346+0.0162097j 0.112232+0.0477777j 0.141305+0.0697479j -0.0825236-0.056797j 0.0195126+0.0124822j 0.0657588-0.00736687j 0.235346+0.0185546j 0.0859663-0.0254361j 0.124713-0.0538422j -0.0568288+0.0165651j 0.153721+0.0460496j -0.0822361-0.0353308j -0.12824-0.0792174j -0.0171209+0.00237958j 0.185603+0.0792668j -0.161656-0.0561163j 0.0588935+0.0424279j -0.0933385+0.0295981j 0.0573469+0.00887257j -0.0141576+0.0276298j 0.0869968+0.0323162j -0.0334014+0.0390636j 0.204343+0.0449489j -0.204694-0.0161224j 0.0771841+0.00174083j -0.0622684+0.0488208j 0.160136+0.0477825j -0.112163+0.00638927j 0.110651-0.0256127j -0.106968-0.02582j -0.135911+0.0215759j 0.238612+0.0395201j 0.0313979+0.00372928j -0.184059-0.0066946j 0.287316+0.00168739j -0.184742+0.0338549j 0.0826769-0.0340162j -0.327+0.0321035j 0.153164-0.0316448j -0.320998+0.0607189j 0.271089-2.22738e-15j -0.248372+0.00388196j 0.220036+0.113865j 0.021074-0.00977099j 
0.108242-0.0160213j -0.109577+0.075489j 0.124898+0.048692j 0.17219+0.00804379j 0.0304972-0.0627444j 0.136844+0.0266934j -0.0460216+0.147277j -0.383659-0.190863j 0.203296+0.14361j -0.0134802+0.0859147j 0.193678-0.0907609j 0.151979-0.126468j 0.0666197+0.0767394j 0.0712537-0.00117158j -0.256513+0.0660502j -0.322385+0.106898j -0.19541+0.0118775j -0.2234+0.0108048j -0.0512154-0.0316967j -0.00854108-0.0556427j 0.0285633-0.0677162j 0.000751968-0.0130922j 0.119732-0.0185464j 0.154546+0.135698j 0.0468478-0.0804213j 0.0124395-0.0306537j -0.102088-0.00767888j 0.0273005-0.0284506j -0.00702811+0.0304059j -0.0393534+0.0405136j -0.0356736-0.0110961j -0.269792+0.0628916j 0.0185719+0.0344848j -0.104146-0.00986393j -0.0414144+0.0545184j -0.132976+0.052476j 0.125225+0.0369131j 0.0220902+0.0253466j -0.0293031-0.0354113j -0.148595+0.0157374j -0.0771586-0.00937492j -0.0727623-0.0323333j -0.00174262+0.0378456j -0.110478+0.0221967j 0.083328-0.0260772j 0.131658-0.0467347j 0.0600344-0.0389693j -0.185877+0.0445457j 0.160528+0.0238066j -0.0354177+0.0499189j 0.0764612-0.0145625j -0.0304766-0.0168144j 0.0230348+0.0023053j -0.0523253+0.0599512j 0.0738573+0.050523j -0.167429+0.00187814j 0.0920698-0.0687031j -0.0669557+0.030416j 0.104494-0.0135914j -0.190403+0.00155353j 0.187761-0.0384593j -0.137223+0.0345809j 0.0648357-0.0190532j 0.145966-0.105096j -0.221633+0.0839903j -0.110378-0.05086j 0.236915-0.0753668j -0.269638+0.0328897j 0.175391+0.0524251j -0.124822+0.106024j 0.390723-0.0149962j -0.129701+0.0348668j 0.212833-0.0250616j -0.248372-0.00388196j 0.187029+3.84762e-15j -0.126791-0.0027156j 0.0754941+0.114087j 
-0.00819332+0.00696756j -0.119102+0.0215375j -0.0374981+0.12456j -0.12444+0.025653j 0.0764578-0.0474105j 0.106833-0.211938j 0.103934+0.276163j 0.475132+0.0028609j -0.0817935+0.0562939j 0.126859+0.0452359j -0.0615838-0.138098j -0.111083-0.00952169j -0.017173+0.00414845j -0.149448+0.0361781j 0.119252-0.00179294j 0.104764+0.0085804j 0.0747193+0.0904075j 0.137458+0.0189141j 0.107885+0.0154144j 0.0426647-0.0126432j 0.00413104-0.00307138j 0.00199091-0.0322753j -0.0142809-0.0135676j -0.0516262-0.0153112j -0.0609997+0.0180644j -0.0111789-0.00118041j 0.069507-0.0199962j -0.052988-0.010435j -0.0333929-0.0345728j -0.0136183-0.040799j 0.0330724+0.00204071j 0.16682-0.0176316j 0.00792106+0.0239609j 0.0870601-0.00684544j 0.0176036-0.0402676j 0.0690111-0.005876j -0.0803849-0.0182254j -0.0547094-0.0601694j 0.0294823+0.0268843j 0.107064-0.0166347j 0.0622103+0.028435j 0.0257467+0.0119179j -0.00810884+0.00609013j 0.0892042-0.00807611j -0.0352409+0.012632j -0.0737629-0.0122523j -0.0209134+0.0109207j 0.121344+0.0205744j -0.118898-0.0161145j 0.0456686+0.04286j -0.0659454+0.000217709j 0.0547698+0.0331243j 0.01141-0.0158946j 0.0412166+0.0126733j -0.00105827-0.0300558j 0.128844+0.0280545j -0.130122+0.00284506j 0.0304587-0.036957j -0.038684+0.0114938j 0.0995591-0.0204991j -0.0840695+0.00145094j 0.0607002+0.00966485j -0.0391221+0.0618876j -0.0568703-0.03872j 0.150623+0.0462485j 0.0576631-0.0421813j -0.151631+0.0238656j 0.128894-0.0556901j -0.0585002+0.0311774j 0.0375484+0.0305296j -0.223446+0.101233j 0.0381041+0.0279209j -0.103864+0.026665j 0.220036-0.113865j -0.126791+0.0027156j 0.00295427-2.63761e-13j -0.134726-0.00323581j 
