-0.011956+0.00615947j -0.00567227-0.00447028j -0.00577559+0.00505122j 0.00851668+0.000248514j -0.00449414+0.00138262j -0.0015024-0.003129j -0.00716902+0.00644475j 0.00543747+0.00250094j 0.0067009+0.00151213j 0.000381513-0.00340014j 0.00272395+0.00239747j -0.00185515+0.00695374j 0.00396698+0.00313248j -0.00115351-0.00530699j 0.00285521-0.00136734j -0.00410373+0.00390291j 0.0011432+0.00266135j -0.00324243+0.00324407j 0.00246616+0.00350178j 0.00226145+0.00139968j -0.00614648+8.11271e-05j 0.00236671+0.00539559j 0.000470696+0.00447684j -0.00311121-0.000310978j 0.00317946+0.0019356j -0.00275427-3.94395e-05j -0.0019101-0.0012678j -0.00128579+0.000751405j 0.00133449-0.00185386j 0.000695824-0.00189745j 0.00175652-0.0014669j -0.00407308-0.00252485j -0.00248453-0.000716243j -0.00231439+0.00224247j -0.000885153-0.000735253j 0.000611476+0.000895038j -0.00339485+0.000430866j -0.00171987+0.0024196j 0.00271552-0.00318062j 0.00634546-0.000345558j 0.00139304+0.00237891j 0.0032038+0.000572858j 0.00424846-0.00359429j -0.00371807+0.0040402j -0.00179067+0.00205549j -0.00454434+0.00449433j -0.0062274+0.00429224j -0.000956142+0.00704553j -0.00399237+0.00815368j -0.00563872+0.00455083j -0.00215078-0.0015855j -0.00664924+0.00756228j 0.00451389+0.00128354j 0.00169863-0.00976382j -0.00618763-0.00386685j -0.0113251+0.00588823j 0.00386077-0.00764042j -0.00697797+0.00253544j 0.00909794-0.0143661j 0.00325975+0.010653j -0.0195831-0.0113714j -0.00625856+0.0139843j -0.00462576-0.0039291j 0.00130881-0.00919366j -0.00577168+0.0143145j -0.0239908-0.0152308j -0.0125178+0.0133419j -0.0270674+0.000374435j 0.0475567-0.0126819j -0.0202999-0.049197j 
0.00365327-0.00096298j -0.00294647+0.00101078j -0.00228008+0.00244251j 0.00692354-0.00343857j -0.000991186+0.000620473j -0.00343251+0.00148664j -0.00622968+0.0033824j -0.00320607+0.00378024j -0.00223979+0.00172475j -0.00470542+0.00390778j -0.00222177-8.38157e-05j -0.00384479+0.00345853j 0.00866823-0.00222038j 0.0101079-0.00259772j -0.0140718+0.00663053j -0.00565592+0.00150459j -0.00567429+0.000723671j 0.00136079-0.00275242j -0.0117512+0.00232019j -0.00735562+0.003269j 0.0124355-0.00648957j -0.0066742-0.00343369j 3.36951e-05-0.00649261j 0.00283824-0.00415664j -0.000889043-0.00497903j 0.0150523-0.00396683j 0.00344678+0.00181845j -0.0113516+0.00225241j 0.000608274+0.00333232j 0.00638232+0.00262133j 0.0248436-0.00251686j -0.0224851+0.00375283j -0.00693196+0.000644417j 0.00487146-0.000517669j -0.00225668-0.00354018j -0.00200809+0.00171163j -0.00318591-0.00301286j -0.0125213-0.00232512j -0.0373781-0.00229728j -0.0155684-0.00610886j 0.0154296+0.00310839j 0.00339225+0.00263134j -0.0125345-0.00518258j -0.00115597+0.00324967j -0.0168978-0.00524461j 0.00731066+0.00309218j 0.000574404+0.00228786j -0.000487806+0.00434208j -0.00951089-0.000509395j -0.0119525-0.00665233j -0.009232+0.00259798j -0.00172034-0.00144475j -0.00700959+0.00010477j -0.0125219-0.00729915j 0.00729996+0.00496104j -0.0231927-0.00842647j 0.00314056+0.00229127j -0.0119588-0.000483333j 0.00106937+0.00409015j 0.007176+0.0030146j -0.00201907-0.00269399j 0.0124046+0.00304407j -0.00180081-0.00371298j -0.00814465-0.00453847j -0.00294146+9.38334e-05j 0.00242351+0.000578423j -0.00304868-0.00181492j -0.00427605-0.00284037j -0.00102663-0.00317469j -0.00202424-0.000455716j 
-0.00329809+0.00134875j -0.00043394-0.00034477j -2.30685e-05-0.000287322j -0.00109832+0.00128403j 0.00136236-0.000779374j -0.00146372+0.000756486j 0.00182448-0.000314812j 0.00357956-0.00158021j -8.50811e-06+0.00193259j -0.00593623+0.000132121j -0.0057757+0.00384752j -0.00681057+0.00400905j 0.0016335+0.000906514j 0.00849946-0.0056369j -0.00371748+0.00314267j 0.000567745-0.00250643j -0.00645216+0.00323292j -0.00110737+0.00155034j -0.00310515-0.00171597j 0.0235828-0.0093729j 0.0115548-0.00376015j 0.0109258+0.000634113j -0.00757341+0.00152694j -0.0161997+0.00289352j 0.0076979-0.000841497j -0.0207597+0.00587831j 0.0112646-0.00141927j 0.0111144-0.000471259j 0.00753687+0.00144045j 0.00406687+0.00601375j 0.0147246-0.00145695j -0.0256182-0.00144835j -0.00599052-0.00354906j -0.0278711+0.00259452j -0.0143328+0.000403621j 0.00250458-7.53046e-05j 0.0146083-0.00169325j 0.0110655-0.000587627j -0.0175489-0.000212877j -0.0242256-0.0045443j -0.00269457+0.00094197j -0.00996097-0.00168315j -0.0116291-0.00702092j -0.00804173-0.00346614j 0.0209251+0.00675156j 0.00582914-0.00198926j 0.00955218-0.00156735j -0.0179819-0.00510716j 0.00579833+3.6058e-05j -0.00755319-0.000257651j -0.00767492-0.00524669j 0.00448016+0.00494265j 0.0147574+0.00607113j 0.00761918+0.000532413j -0.00459225-0.00482901j -0.0103839-0.00293891j -0.00257309-0.000822945j -0.00207232-0.00199456j -0.00459903+0.00180228j 0.00676934+0.00379838j 0.000250725-0.00205741j 0.00208607+0.00157634j -0.000956873+0.000690569j 0.00529665+0.00197263j 0.00276278+0.00107553j -0.0020893-0.000751888j 0.00110936+0.000766707j 0.000537894+0.00155683j 0.00299887+0.00079066j -0.000109695-0.00240504j 
-0.00474296+0.000969702j 0.00308647-0.0014899j 0.000554097-0.00219152j -0.00933947+0.00519861j 0.00592689-0.00267355j 0.00388779-0.000701504j 0.00168839-0.00275915j -0.000439844-0.00186265j 0.0102898-0.0011323j -0.00830625+0.00141715j 0.00162943-0.00185376j 0.00048772+0.00193233j 0.0157936-0.00455317j -0.00918129+0.000944583j -0.0150446+0.00474151j -0.00672606+0.00541527j 0.0161063-0.0065354j -0.0163428+0.00492049j 0.01588-0.00683443j 0.00666333+0.00169385j 0.0086792-0.000518703j -0.00541229+0.00750411j -0.00500003+0.00402744j -0.00570011+0.00777324j 0.00418057+0.00359969j 0.00823986-0.00366088j -0.0055744+0.00402985j -0.00448094+0.00429672j -0.019796+0.000556083j -0.027728+0.00467083j 0.00416761+3.22446e-05j -0.0251662-0.00265857j 0.0338031+0.000515918j 0.00144073-0.00268502j 0.0103572-0.00395471j 0.000330995+0.00447899j -0.00447957-1.92661e-05j 0.0158838+0.00293201j -0.00582733+0.00203835j -0.0113164+0.00552652j -0.0154036-0.000710132j -0.00485561+0.000834737j 0.00107877+0.00426329j -0.00620584-0.00165458j -0.00375319-0.000893728j -0.00186563+0.00474172j -0.00561868-0.0051657j 0.00424922+0.00330915j -0.00136455+0.000126843j 0.00237545-0.000300394j 0.00886822+0.000697686j -0.011372-0.00136904j 0.0049629+0.000423674j 0.0110144+0.00388048j 0.0079466+0.0019402j -0.00436342-0.00555389j 0.00642853+0.00162783j -0.00990055-0.00760982j -0.00128555+0.00141122j -0.00816991-0.000194066j -0.0100191-0.00396124j -0.013821-0.00695219j -0.00100144+0.00142528j 0.00769158+0.00473473j 0.0023247-0.00127685j -0.0046384+0.000560354j 0.000865578+0.000828138j 0.00479931+0.00293983j 0.0017412+0.00468787j 0.00276199-0.000483998j 
-0.00115298-7.14863e-05j 0.00229797-0.00134493j 0.000694266-0.000612731j -0.001112+0.000445443j -0.00584788+0.00193712j 0.00530581-0.00369522j -0.000883251-0.000179253j -0.000884431-0.00015712j -0.00297282-0.000689751j 0.00889891-0.0060763j 0.00598374-0.00260658j 0.00133979-0.00222834j -0.000712497+0.00163979j -0.00273382+0.00226726j -0.00568929-0.00118924j 0.0107535-0.00517112j 0.0203-0.0121428j 0.00221279+0.000189263j -0.016786+0.00868566j 0.0124056-0.00133194j -0.00720603-0.000677121j -0.00230693+0.00352335j -0.0111559+0.00131584j 0.00532583+0.00151465j 0.0282607+0.00143071j 0.00814638-0.00113939j 0.0130379-0.000984256j 0.00184942-0.00229997j 0.0245326+0.00218381j -0.0107802+0.000396516j -0.00640703-0.00602506j -0.0325827+0.00194696j -0.0235171-0.00278977j -0.0102451+0.00181301j 0.00210202+0.000831483j -0.00447281-0.00104802j 0.0227202+0.00454255j 0.0211461+0.00722591j -0.00589909-0.000947051j 0.00412327+0.00139204j -0.0104095+0.000726195j -0.00723352+0.00192602j -0.00750837-0.00101644j 0.00751308-0.000646855j -0.0129172-0.00512514j -0.0060964-0.00186171j 0.000306258+0.00265096j 0.00179348+0.000321226j 0.00147974+0.00299181j -0.0114534-0.00315254j 0.00846252+0.000727977j -0.00770757-0.00130087j -0.00462343-0.00240954j 0.0111816+0.00452212j -0.00885688-0.00357408j 0.00882605+0.00152398j 0.00137994-0.000823948j 0.00467671+0.000434531j 0.00173178-0.0012361j -0.00954145-0.00309266j 0.00667682+0.00320607j -0.00411099-0.000481438j 0.00107789+0.000837173j -0.00173834-0.00252037j -0.000586323-0.000453965j -0.00102695+0.000178772j 7.0392e-05+0.00183057j -0.000659666+0.000158115j 0.000687014+0.0022636j 0.00230919-0.000393672j 
-0.00456048+0.00161822j 0.000500959-0.00108965j 0.000968098-0.000127596j 0.000368495+0.000779867j 0.00102145-0.00269138j 0.0119646-0.0057365j 0.00311197-0.00280717j -0.00134273-0.000538462j -0.000164477-0.00173005j 0.00818884-0.00548423j 0.0141397-0.00605604j 0.000704481+0.00341107j 0.00420665-0.00170528j -0.0109664+0.000306429j 0.00368188-0.000651076j 0.00181889-0.00329173j -0.0230479+0.00694772j 0.00306526+0.00165668j -0.00225791-0.000377343j 0.0284957-0.00429005j 0.00324013-0.000834337j 0.00143575+0.00679264j 0.00837872-0.00427379j -0.00581629-0.000521276j 0.00398152-0.00155307j 0.014408+0.00605131j -0.023192-0.00226487j -0.0099129-0.00124751j 0.0234106-0.0021178j 0.00679285-0.000664551j -0.00642785-0.00256614j -0.00287114-0.0022853j 0.00573205+0.00238464j 0.00179521-0.00135564j -0.0084842-0.00323413j 0.0258126+0.00413934j -0.0082734+0.00260617j -0.0167177-0.00247156j -0.00257661+0.000232648j -0.00428961-0.000775423j -0.00796126-0.00122762j -0.00357161+0.00570828j -0.000386236+0.0015346j -0.00462679-0.00360372j -0.00955338-0.000997564j 0.00694995+0.00037037j 0.00339011+0.000139907j 0.00108319+0.00105659j 0.00974068+0.00241818j -0.00127928+0.00247792j -0.00984497-0.0063334j 0.00278633-0.00121949j 0.00429535-0.0012528j 0.00266036+0.00176788j -0.00935275-0.00496785j 0.00939426+0.00149912j 0.00726709+0.00181159j 0.000508801-0.00174606j -0.00747627-0.00275514j -0.0101717-0.00200393j 0.00569436+0.00157425j -0.00213165+0.000396626j 0.00225513+0.00101777j 0.00715433+0.00040093j -0.0038864-0.00313528j -0.00412748-0.00140131j 0.000504278+0.00288101j -0.00209987+0.000997057j 0.00403215+0.00177947j 0.00132471-0.0029561j 
0.00309194-0.00185169j 0.0029042-0.000656966j 0.00210229-0.00239201j -0.00730454+0.0017025j -0.0101511+0.0057664j -0.00299807+0.000202525j -0.00423932+0.00177849j 0.000881-0.00245907j 0.00733379-0.00492414j -0.000762501+0.00453669j 0.0133922-0.00197272j -0.00347046-0.00310971j -0.0172259+0.0105056j 0.00135018-0.000695074j -0.00980447+0.00240947j -0.0156855+0.00525203j 0.00807509-0.00184984j 0.00506979-0.00640561j 0.0143919+0.000515155j 0.023925-0.00454768j 0.00598233-0.00173588j -0.0107084+0.00352286j 0.0344722-0.00679795j 0.0220937+0.00487505j -0.0222339+0.00473099j 0.00172154-0.00136363j 0.00299816-0.000622406j 0.00110127-7.11743e-05j -0.00140181-0.0038905j -0.00227339+3.11858e-05j -0.0211982-0.00771029j 0.00606665-0.000341592j 0.000318199+0.000690432j 0.00978878-0.00246452j -0.00941276+0.00162148j 0.0108885-0.00348578j -0.0221691-0.00233415j -0.00300037-0.00318061j 0.00792958-0.00027013j -0.0140289-0.00643625j 0.000688463-0.000447478j 0.00989874-0.000930052j -0.00149086+0.00184646j -0.00808078-0.000435206j 0.00422524-0.00186448j -0.00964224+4.07351e-05j -0.00519163-0.000439269j -0.00749564-0.00284657j -0.0123438-0.00102399j -0.0104865-0.00476461j 0.00950131+0.00304739j 0.00029763+0.00507447j -0.00136538+0.00108382j 0.00524433+0.0019064j -0.00562045-0.000500434j 0.00245887+0.000943349j -0.00050185-0.000426912j 0.00811806+0.00349012j 0.0170797+0.00412023j -0.00657751-0.0055708j -0.00591159+9.94745e-06j -0.00890809-0.00455304j -0.000441461+0.000557392j -0.00916603-0.00307074j 0.0017233+0.00158275j 0.00464102+0.00382703j 0.00105922-0.000626128j 0.00477967+0.00108422j -0.00434983+0.0017237j 0.00182713+0.00327859j 
-0.0020222+0.000883297j -0.000885798+0.0002105j 0.00601533-0.00334233j -0.00743215+0.00275004j -0.00983291+0.0036064j 0.00348579-0.00527871j -0.00787879+0.00337826j -0.00479164-7.85125e-05j -0.00248229+0.00185029j 0.00905943-0.00422207j 0.0107176-0.00661305j 0.00233547+0.00128699j 0.0162363-0.00876308j 0.0174044-0.0103767j 0.0183342-0.00365545j 0.00198393-0.0021712j 0.00477579-0.00210615j 0.0227053-0.00337745j 0.0214481+0.00104053j -0.0166065+0.00286028j -0.00187767-0.000459565j 0.0168655-0.00114912j -0.00541708-0.0015236j 0.0237829+0.00107248j -0.00156554+0.00178398j 0.0026107-0.00288888j -0.00258236-0.00401623j 0.0250027+0.00157291j -0.0132222+0.00389757j 0.00617336+0.00106934j 0.0135893-0.0014019j 0.0179735-6.16726e-05j 0.00313323+0.00745999j 0.00277327+0.00376621j 0.00170839+0.000286314j -0.00338015-0.00445984j -0.00232837+0.0048744j -0.00790952-0.00160648j -0.00894559-0.00169035j 0.0104357+0.00311449j -0.00734123-0.000740669j 0.00914582+0.00362755j -0.0173001-0.00665349j -0.0116383-0.0066193j -0.00935829-0.00203793j -0.00382458-0.000729515j 0.00121124+0.000930515j 0.00238812+0.00031976j 0.00692871+0.0020313j -0.00817624-0.00142451j -0.00269806-0.00104054j -0.00160883+0.00279457j -0.00960139-0.00336939j 0.00639196+0.00103072j -0.00814375-0.00149496j 0.00131831-0.000543794j 0.00193922+0.000721213j -0.000951984-0.000648177j -0.000899666+0.00111209j -0.00332734-0.00110758j -3.417e-05+0.000271257j -0.00466117-0.00252211j -0.00121873-0.000904876j -0.00133236-0.000767334j -0.00411137-0.000489645j 0.00373269+0.00298426j 0.00429793+0.0012463j 0.00371962+0.00402065j 0.000807018+0.000174134j -0.000406672-0.000722394j 
-0.00766692+0.00231613j 0.00386488-0.00341378j -0.00302305-0.00162695j -0.012427+0.0076654j -0.00896249+0.00279067j -0.00364437+0.00151744j -0.00491302+0.00543434j 0.0159036-0.00552361j 0.0214025-0.0091784j 0.00305632-0.00434526j 0.00175161-0.000924129j 0.011118-0.000885997j 0.0129214+0.00306884j 0.00219369-0.00566361j -0.0395203+0.00733641j 0.00545179+0.00162699j 0.00603324-0.0017611j 0.0233053+0.000415245j -0.00322516+0.00405926j -0.00707958+0.00197064j -0.00897728-0.00262534j 0.0118885+0.00361154j 0.00273642+0.00428514j -0.0163184-0.00381249j 0.00949475+0.00172644j -0.00424174-0.00391786j -0.00622968-0.00407932j -0.0110458+0.00362268j 0.00595065+0.00198457j 0.00765579+0.000901858j 0.0106693-0.0034339j 0.0109712-0.00194643j -0.00581458-0.000169199j 0.000129907-0.00344957j 0.00760611+0.00232205j -0.00948456-0.00429892j -0.0061621-0.00327801j -0.00663933-0.00268854j 0.00054481-0.00134054j -0.00726011+0.00162876j 0.00221861+0.00418274j 0.00747359+0.00287482j 0.00113806+0.00395982j -0.00233643+0.000925381j 0.00135264+0.00204614j -0.000980698-0.000175211j 0.000446817-0.00350423j -0.000603624+0.00149844j -0.00290732-0.00125615j -0.00696553-0.0025583j 0.0101649+0.0017109j -0.00892933-0.00394183j 0.000160256+0.00085952j 0.00875165+0.00183957j -0.00169919-0.00232042j -0.00655764-0.00479647j -0.000552212-0.00177331j 0.004889-0.00110373j 0.00425956+0.0037411j -0.0072654+0.000372873j 0.00911331+0.00278007j -0.0147317-0.0037705j -0.000841179+0.00343081j 0.0074056+0.00138088j 0.00801231+0.0044291j -0.00212825+0.000699035j -0.0010565+0.00120973j 0.00293685+0.00348497j 0.00601802+0.00451732j 0.00397045-0.00440963j 
-0.00582161+0.0039308j -0.00600261+0.00179498j -0.00144487+0.00209089j -0.00386356+0.00413488j 0.00480415-0.00502246j 0.00477194-0.000264767j 0.00527557+0.00308666j 0.0172823-0.0143758j -0.0201584+0.00992677j 0.00131878-0.00234943j 0.00512155-0.00521857j 0.0250705-0.00223997j -0.012061-0.000240568j 0.0105889-0.000921365j 0.00171725-0.00230493j -0.016045-0.000628836j -0.0209299+0.00356697j -0.00943809+0.00198798j 0.0131624+0.0034141j -0.0120753-0.00543334j 0.0103864+0.00153552j -0.00369486+0.00171913j 0.0231954+0.00555945j 0.01965-0.00515128j 0.00651353+0.00522565j -0.00610885+0.00287474j 0.00240892-0.000270778j -0.00541141+0.00283862j -0.00431189+0.000376363j -0.00309156-0.000966645j -0.00221944+0.000145261j 0.000281428-0.00317817j -0.0144392+0.000183406j 0.0161245+0.00424276j -0.00892448-0.00390893j -0.00574295+0.00158097j 0.00750244+0.00292637j -0.0105802-0.00181926j -0.00495799+0.00048201j -0.000329307+0.000627358j 0.00428916+0.00243737j 0.00458036+0.00185963j 0.0115213+0.00411079j 0.00164326+0.00193631j 0.00325902+0.00257252j 0.0013789-0.00250628j -0.00172438-0.00197902j 0.00432085+0.00169505j 0.00453798-0.000993571j 0.0017576+0.000709032j -0.00042757-0.000357423j -0.00492446-0.00280452j 0.00624116+0.00137075j 0.00399391+1.00836e-05j -0.00761423-0.00329534j -0.00482977-0.00225699j -0.00737724-0.00263173j -0.00568048-0.00207217j -0.0116176-0.000692726j 0.00360246+0.00208838j 0.00256123-0.000757349j 0.00469423+0.00304225j 0.00548771+0.00214665j 0.0116333+0.00410292j -0.00327531-0.00139964j 0.00222967-0.000947197j 0.00313538+0.000135571j -0.000350909+0.00298787j 0.00602167-0.00344071j -0.00464186-0.00363778j 
0.0036843+5.09928e-05j -0.00997787+0.00758286j 0.00202469-0.0032369j -0.0117827+0.00511268j 0.025194-0.0118853j 0.0071738+0.000485714j -0.00990167+0.00151632j -0.00277451-0.0057219j -0.0239715+0.00544623j 0.00527424+0.00403155j -0.0254628-0.00228348j -0.0358197-7.1057e-05j 0.00127344-0.00721259j -0.0105619+0.00176199j -0.0150932-0.00630949j 0.0161715+0.002563j 0.00938665-0.00151699j -0.00105977+0.0032319j 0.000139442-0.000296978j 0.0054344-0.0026813j 0.00970619+0.0106848j 0.00601817+0.000647505j 0.000159037+0.000382454j -0.00229934+0.00248177j 0.00837095+0.00240058j -0.00149922+6.03474e-05j -0.00318648-0.00144603j -0.00240579+0.00216689j -0.000641428+0.000540115j -0.00187604+0.000610429j -0.00181603-0.000904019j 0.00049985+8.6125e-05j -0.0095277+0.000340136j 0.00343513+0.000405565j -0.00422306-0.00110962j -0.00155795+3.24284e-05j -0.00208112+0.000807883j -0.00189894-0.0004996j -0.00515574-0.00134608j 0.00428574-0.000366914j 0.000979493-0.000546892j 0.00526659+0.00101129j -0.000485359-0.00107903j -0.00344777-0.00136339j -0.00126095+0.000211554j -0.00385362-0.00146803j 0.00110705+0.00126626j 0.0045833+0.00144883j 0.00521177+0.000454841j 0.00620566+0.00345j -0.00510302+4.26411e-05j -0.00339566+0.000707179j 0.00510967+0.00108826j -0.000353581-0.000761266j -0.00616523-0.00144355j -0.0066767-0.000371933j -0.00551129-0.0013161j -0.0109536-0.00131978j -0.000402577-0.00115713j 0.00818734-0.000130331j -0.0177058-0.00509704j -0.00145981-0.00438348j 0.00443572+0.00154317j -0.00267088+0.00298911j -0.0056785-0.00383192j 0.010137+0.00444266j 0.0045359-0.00419763j 0.00837162-0.00106685j -0.00795808-0.00337454j -0.00832221+0.0060254j 
0.0101522-0.00731653j 0.00420464-0.000198539j -0.0121468+0.00482762j 0.00131777+0.00252484j 0.000378477-0.0023064j 0.00706199-0.00602433j -0.0247986+0.00745232j 0.0116291-0.00376761j -0.0111595+0.00206072j -0.0454163+0.00608083j 0.0132043-0.0038109j -0.00683671-0.00910869j 0.0186824+0.00396301j 0.013868-0.00071912j -0.010533-0.00424109j -0.00159577-0.00706057j -0.0218471-0.00475856j -0.000740773+0.0021171j -0.00884216-0.00900959j -0.00420429-0.000930881j 0.00389527-0.00166835j -0.00263202-0.00362305j -0.000112154-2.36831e-05j 0.000895844+0.00542682j 0.00631929-0.00253149j -0.00198801-0.000205314j -0.00268321+0.000626783j 0.00829689+0.00329616j -0.000589158-0.000180175j 0.000990863+0.000723044j 0.000187588+0.000676604j 0.000153205+0.000970506j 0.000222966+0.00201397j 0.00564744+0.000166503j -0.00797459-0.000323949j -0.000541865-0.00018713j 0.00520318+0.00200782j -0.00566184-0.00243236j -0.00477909-1.2093e-05j 0.000878953-0.000123069j -0.00257007-0.00123493j 0.00423406-0.00055941j -0.000867773-0.0002814j -0.00562533-0.000981027j 0.0040307-0.00044329j -0.00360175-0.000100987j -0.00757516-0.000661451j 0.00326573+0.000359668j -0.00134289+0.0013514j 0.00519923+0.00230691j 0.00206545+0.000512317j 0.000305906-0.00236858j -3.96976e-05+0.000478302j -0.000885821+0.0024639j 0.000129139+0.000180877j -3.33506e-05+0.00109277j -0.00523993-0.00236339j 0.000311218+0.000242322j 0.0159517+0.00132006j -0.00523861-0.00196736j -0.000542343+0.00273569j -0.00753053-0.00260159j 0.00135685+0.000939441j -0.00988981-0.00594225j 0.00708809+0.00239167j -0.00225863+0.00129035j -0.00965832-0.000325519j 0.00163088-0.00493989j -0.00877749+0.00549881j 0.00723086+0.00326531j 
0.0128296+0.00106173j 0.000248579-0.00665155j 0.00351503+0.00584838j -0.00575674+0.00217629j 0.00518454-0.00176246j -0.000108282-0.0022239j -0.00157449+0.00507976j -0.00170271+0.0033768j -0.00637053+0.00342637j -0.0124006+0.00111795j -0.00338565+0.00124434j -0.0125874+0.00158638j 0.00403283+0.00153302j -0.00673876+0.00161038j -0.00542555-0.00197727j 0.00731853-0.00111101j 0.00587686-0.000199757j 0.00173753+0.00104687j 3.2561e-05+0.000614706j 0.00357537+0.000145778j 0.00400897+0.00317771j -0.00187859+0.00118588j 0.00133917-0.000631766j 0.00862075-0.000732967j -0.00624298+0.00272084j -0.000202929-5.84277e-05j 0.00433049-0.00269231j 0.00179944+0.000213703j -0.00548078+0.00113881j -0.00230722-0.00213386j -0.0075833+0.00110017j 0.00176198+0.000182423j 0.000467005-0.00065677j 0.00267626+0.000838152j 0.00281944-0.00239357j -0.00143036+0.001008j 0.00175217+0.000715905j 0.00245658+0.000588804j -0.0035792+0.00146637j -0.000587591-1.99586e-05j 2.2354e-05+0.00139461j -0.00211195-0.00077221j 0.00107043-0.000721703j 0.00264366+0.000868653j -0.000328042+0.000995134j 0.00513471-0.000826298j 0.0108815-0.00164008j -0.000448189+0.000263419j 0.00369301-0.00136564j 0.0062206+0.000437934j -0.00373768-0.000967478j 0.00628245-0.00165023j -0.00391642+0.000142252j -0.0019551-0.0024252j 0.00103459+0.0019774j 0.00374705+0.000244989j -0.00261224+0.00109146j 0.00124009-0.00237928j -0.0218131-0.000403525j 0.00472545+0.00925554j 0.0248934-0.000494757j 0.0166829+0.0144276j 0.000940789+0.00125137j 0.0266793-0.00163562j -0.0111375+0.0123088j -0.000710762-0.0115153j -0.0107469-0.00245648j -0.0258685+0.00609802j 0.0355857-0.0137404j 0.00858936-0.0192986j 
0.001132-0.00769367j -0.0132506-0.00222825j 0.00333376-0.00174899j 0.00481536+0.00502086j 0.00680835-0.00546252j -0.00430718-0.00231955j 0.00137029-0.000530459j -0.00616151+0.00451548j -0.0116964+0.00182179j 0.00809155-0.00303082j -0.00591711+0.000225798j -0.00476918-0.00193325j -0.00994021+0.00322831j -0.00285938-0.00139779j 0.00663246-0.00201624j 0.00178633+0.0029323j 0.00134872+0.00228732j -0.000270135+0.000150957j 0.00201784+0.00249686j -0.00565027+0.00159782j -0.00129304+0.00129775j 0.00116006-0.000869688j 0.00467651-4.40275e-05j 0.00353113+0.000851916j -0.00170324-0.00174433j -0.00312695+0.000178867j 0.000393605+0.000777083j -0.0026128+0.000710563j -0.00193691-0.000804222j 0.00111575+9.7297e-06j 0.00197456-0.00228495j -0.000956763-0.00186568j 0.00212346-0.000617362j -0.0023249+0.00244401j 0.00371983-0.00202734j -0.00104778-0.000344455j -0.000101395+0.00191692j -0.00232863+0.000150765j -0.00171565+0.000642296j -0.00392396+0.00127196j 0.000976898+0.00110797j -0.00182871+0.000155358j 0.000438521+0.000416213j 0.00618617-0.000189042j -0.00017776-0.000217409j 0.00769785+0.00209462j 0.00482924+0.00161731j 0.00243337-0.000187799j 0.00364413+0.00207196j -0.00573841+0.00345782j 0.00548017-0.00287377j 0.00828127+0.000753084j -0.00137513-0.000695767j 0.00166175-0.000512307j -0.00135577+0.0016705j 0.000815752+0.000407773j 0.003746-0.00216678j 0.00979488+9.84573e-05j 0.00637543-0.00615926j -0.0170744-7.7057e-05j 0.0220824+0.0122531j -0.0211131-0.00111926j -0.00533405+0.00452878j -0.00101526-0.0127174j 0.0182559+0.0103696j -0.0300265+0.0108941j -0.0291022+0.00517698j 0.0158447+0.0035432j -0.00754063+0.0217203j 0.0348056-0.0146009j 
-0.00231819-0.00860738j -0.00368182-0.000891265j -0.000984959-0.000363452j -0.000743887-0.00486345j 0.00480176+0.000938071j -0.00103866-0.00814631j -0.00194248-8.6581e-05j -0.00610655-0.0126123j -0.00340877-0.00453794j 0.00100357-0.00775568j -0.00351786+0.00713659j 0.000982522-0.000283257j -0.00588293-0.00662004j 0.00543023+0.0111651j 0.00197988+0.00377629j -0.00160404-0.00198303j -0.000336743-0.000410714j 0.00158992+0.00113197j -0.00134615-0.00457659j -0.00304982-0.0005465j -0.000247936-0.00488989j 0.000725424-0.00513214j -0.000303987-0.00469273j -0.00458597-0.0105423j -0.000840301-0.00413601j 0.00163792+0.00133777j -0.00126859-0.00259685j -0.00296535-0.0027156j 0.000504622+0.00301528j 0.000347147+0.000323176j 0.00428476-0.00081114j 0.00103629+0.00221816j 0.00411593-0.000832387j -0.00163542+9.61428e-05j 0.00277214+0.0024067j 0.000311979-0.00393099j -0.0041723-0.00463335j 0.00572709+0.00308906j 0.00397867+0.000606266j -0.00680939-0.00240059j -0.000852564-0.00492934j -0.000468482+0.00206828j -0.00636961-0.000543731j 0.00148208-0.00860305j 0.00166527-0.00449535j 0.000105194-0.00416784j -0.00562631-0.00343668j -0.00227231-0.00401988j -0.00201284-0.00117195j -0.00905193-0.0142743j 0.00403849+0.00645973j -0.00758151-0.00419254j -0.0150915-0.00156397j -0.00046577+0.0134254j -0.00178522-0.00202059j 0.0281005+0.00261208j -0.00280087-0.0101277j 0.015207-0.00191672j 0.0122896+0.0059446j -0.00941177+0.0150155j -0.00082341+0.00219651j 0.0102308+0.0237792j 0.00941741-0.00267378j 0.021621-0.0117093j 0.0053192+0.00621077j 0.0157829-0.0149142j -0.0110209+0.0382352j -0.0428579+0.0132973j -0.0131401+0.00807214j 0.000381646+0.00264194j 
