-0.0122841+0.00543388j 0.00736222+0.000745472j -0.00390828-0.00162967j -0.0122391+0.00373974j 0.00358782-0.000514483j -0.00169645-0.00224295j 0.0110981-0.00533339j -0.004309-0.00294705j -0.0062612-0.000928457j -0.00265325+0.00149927j 0.000635683+0.00270312j -0.00348714+0.00817656j 0.00447424+0.00231915j 0.000443428+0.00236329j 0.00309561-0.00197887j -0.000127275-0.00124105j 0.00422084-0.00498007j -0.00409369+0.00619049j 0.00664605-0.000104193j 0.00488134+0.00152593j -0.00442529-0.000603132j 0.00414372+0.000481149j 0.0049387+0.00302252j 0.000715696-0.00147443j 0.000337421-0.000305497j 0.00289933+0.000126421j 0.00254062+0.00171683j 0.000403048-0.00145704j -0.0056821-0.000149054j -0.00298554+0.00522666j -0.00359721+0.00347583j -0.00285305+0.00180717j -0.0176473+0.0102522j 0.0134341-0.00900181j -0.00100076-0.00461018j -0.00563279-0.00619868j -0.00117542-0.00155534j -0.0110028+0.00490392j 0.00696284-0.00567186j 0.00604215-0.000922888j -0.0122559+0.0147817j -0.0246245-0.00293692j 0.0262688+0.0058391j -0.00228383+0.012375j -0.0119699-0.00821335j -0.00880738-0.0070206j 0.00138563+0.0115285j -0.0178186-0.00623183j 0.0186139-0.0035651j 0.00583418+0.0106645j 0.0265874-0.00529257j 0.0203612+0.032733j 
-0.000702629+0.00233261j 0.000581996-0.00249122j -0.000113061-0.00441884j -0.00119159+0.000759687j -0.000315236-0.00264661j -7.68216e-05-0.0121j 0.00271517-0.00245662j 0.000841532-0.010035j -0.00401854-0.00248488j -0.0019178-0.0101129j 0.00107869+0.00789916j -0.00455944+0.0100242j 0.000495151-0.000761585j 0.00223199-0.00895293j 0.000387568+0.000901088j 0.00282879-0.0320262j -0.00281121+0.00375832j -0.00706487-0.0267705j -0.00126564+0.0216949j -0.0155577-0.030626j 0.00455797-0.017473j 0.00756203+0.00853925j 0.0149537-0.034678j -0.0224129+0.0355662j 0.00459711-0.0198048j -0.00810935+0.019183j -0.0354044-0.00470584j 0.00662576-0.0123326j 0.00434153+0.000865254j -0.00314187+0.0132627j -0.00137313+0.00608879j -0.00907687+0.00336423j 0.00974905-0.010124j 0.00199618+0.00115202j -0.00484146+0.0036679j 0.00650673-0.00563517j 0.0070369-0.00439747j 0.00319976-0.00642136j 0.00201668+0.00401632j -0.00704442+0.00920379j 0.00374774+0.00129972j 0.00352037-0.00163385j 0.00188323-0.00400693j -0.00195969+0.00244539j -0.00146532+0.000800119j 0.00400637-0.00468485j 0.00379084-0.00395486j -0.00170149+0.00190894j -0.000960471-0.000202852j 0.00125598-0.00234829j 0.00119458-0.000339673j -0.00162487+0.00118983j 
0.000801687+0.00212415j -0.00104816+0.000125795j 0.00100693+0.00534018j -0.000322988+0.0019414j 0.00196408+0.00284529j 0.00248438-0.00710045j 0.000859786-0.00753404j -0.00113239-0.00223525j -0.00145786-0.00378666j -0.003048+0.00304071j -0.00443384+0.033361j 0.00325708+0.00240269j 0.00979327+0.00437717j 0.00301408-0.00707842j -0.00599658+0.000350617j -0.0141879-0.00461337j -0.0073027+0.0112036j -0.00177601-0.0157951j -0.00219807-0.0322208j 0.0118322+0.0229367j -0.0152193+0.0135036j -0.00701948+0.00257849j -0.00498658-0.00264735j -0.00734644+0.00892754j -0.0102494+0.0417601j -0.0252538-0.011273j 0.00649183-0.0129847j -0.0211578+0.0071462j -0.0104471-0.00274046j -0.0189811+0.0114j -0.000229648-0.00409407j 0.00384349+0.0199835j 0.00296004-0.0100955j -0.0128251+0.0124203j 0.0022896+0.00547504j 0.00225313-0.0018898j 0.00358741-0.00919738j 0.00811105-0.00233896j 0.00450264-0.00501505j 0.00198359-0.0013806j -0.00115875-0.00185699j 0.00149412-0.011282j 0.00270829+0.00359824j -0.000920443+0.00278257j 0.000346489+0.00107379j 0.000314218+0.00212249j -5.1188e-05-0.00335049j -0.00173313+0.00217946j 0.00181503-0.00255738j -0.00195184+0.00116955j -0.000258492-0.00177791j -0.000655875+0.00135069j 
0.00035169-0.00133701j 0.00116816-0.00141898j -0.000484398+0.00873528j -2.1404e-05-0.00141366j 0.00155413-0.00207325j 0.00127733+0.00422292j -0.001216-0.00599186j -0.00136998+0.00581759j 0.00462852-0.00256724j 0.00326092+0.00399107j -0.0032971-0.00600291j 0.000656359+0.0188286j 0.00217683-0.0012706j 0.0127713-0.0192749j -1.50203e-05+0.011506j -0.011493-0.0202849j -0.00504788-0.0464037j 0.0206694-0.00308948j 0.0133706-0.00422598j -0.000446093+0.00372276j -0.00678587-0.0229202j -0.0101763+0.00382849j 0.0142595-0.034305j 0.012886-0.0114116j -0.006936-0.0289525j 0.00956815-0.0151447j -0.00787563+0.012528j -0.00523387-0.000487466j -0.00102877+0.0120323j 0.000149218+0.00913304j -0.00704084-0.0108916j -0.0146579+0.0222425j 0.0134806+0.00541215j -0.00752589-0.00356667j 0.00067127+0.00542203j -0.00667113-0.00388291j -0.00102003-0.00212736j -0.00532885+0.00507118j -0.000875102+0.0032108j -0.00230091-0.000382866j -0.00430967+0.00372818j 0.00143954-0.00176437j -0.00481613+0.00538764j -0.00354096-0.00340411j 0.000920648-0.00421528j -0.00098046+0.00338831j -0.00103812+0.00127226j -0.000287876+0.000578118j 0.00175511-0.00289232j -0.000716454+0.000966588j 0.00156247-0.000852486j 0.00187763-0.00125494j 
0.0010142+0.000255579j 0.00144964+0.000905495j 0.00247625-0.00367491j -0.0017794+0.00172101j -0.00125166+4.18829e-05j -0.00475119-0.00804577j -0.00151878-8.63372e-05j -0.0033814-0.00465952j -0.00360902+0.00625j 0.000306842+0.00293871j 0.00594499+0.0197806j -0.00776488-0.0162422j -0.00218605+0.00653664j 0.00430934-0.000420511j 0.0230112-0.000410331j -0.0263005+0.0171848j -0.0123368+0.000444929j -0.00820337-0.000216526j 0.0240528-0.00360453j -0.0260675+0.00258767j -0.00746434+0.00864499j 0.00535297-0.0115888j -0.0315448+0.00262501j 0.0272425+0.00578087j -0.031026+0.00681294j 0.0275955+0.00380988j -0.00768657+0.0143378j -0.00616932+0.0218713j 0.0300455+0.0103815j 0.0256624+0.0238365j -0.0171819-0.00561709j 0.00280941-0.00364732j 0.00448707+0.00592896j -0.00253008+0.003656j 0.000624659-0.00012857j -0.00619464-0.00768013j -0.0038436-0.0070553j -0.00586949-0.0167737j -0.000350679-0.00460504j -0.00380822-0.00196996j 0.00399348+0.000851654j -0.0015203-0.00160024j -0.000310481-0.00817205j -0.00498319-0.0047143j -0.00441285-0.000577015j 0.00105807-0.00196197j -0.000242306-0.0024788j 0.00115951+0.00345178j -0.00331812-0.00272416j -3.94727e-05+0.000660726j 2.69953e-05+0.00164241j 0.000129468+0.00241618j 
-0.000123442+0.000515533j 0.000426162+0.00250311j -0.00189645+0.00681056j -0.000435739-0.00426258j 0.000809889-0.000473204j 0.00232912+0.00876676j -0.000399431-0.000677433j 0.000203352+0.00568828j 0.00164643-0.0298632j 0.00480545-0.00111322j -0.00572472+0.00338695j 0.00336677+0.0206248j -0.00594698+0.00932904j 0.00725235+0.0295029j 0.0143127+0.0247501j -0.000440746-0.00775108j -0.00439827+0.0304679j 0.0069178+0.0115778j 0.00735096-0.000135036j -0.017966-0.021751j -0.0157916+0.0273521j -0.00251112+0.0010565j -0.00819887+0.0030755j 0.0107796+0.00677679j -0.0209544-0.00300984j 0.0151525-0.0152694j 0.0111896+0.0159376j 0.00313415-0.0251198j 0.00556032-0.0011526j -0.00814397+0.0203936j 0.0100174+0.00288048j -0.00893469-0.00679868j 0.00146862-0.000216166j -0.00222554-0.0132003j -0.00161147+0.00379869j -0.000485738+0.00302845j -4.31729e-05+0.0114142j 0.000241068-0.000985162j 0.00232128+0.00543173j 0.00432493-0.000508866j -0.00271886+0.00582752j 0.00420375-0.000660449j -0.00352385+0.00423845j -0.00107143+0.00235445j 0.00109022-0.00144003j -0.0026666+0.00316345j -0.00115741+0.00386356j 0.000397099-0.001818j 0.00235946-0.00201016j 0.000115238-0.00265961j 8.15134e-06+0.00145491j 1.20486e-05+0.000541785j 
-0.000956434+0.0033741j -0.000457508-0.00107709j 0.000273775-0.00694479j -0.00120845-0.00368247j -0.001097-0.00652481j -0.000373677-0.00595884j 0.00289589+0.00156825j 0.00553746-0.0108052j -0.000459682-0.0108168j -0.00478319-0.0129772j 0.00536159+0.00481996j -0.010583-0.00163205j -0.0195304+0.0252178j -0.00306779-0.00943989j -0.00554078+0.0483938j 0.00705865+0.0182051j -0.0154747-0.0123328j -0.00615345-0.0227499j -0.00380816-0.0363021j 0.00162018+0.0177023j -0.00557245+0.00861833j 0.0080684-0.0334631j 0.00531131+0.00738162j -0.0113841-0.0233173j -0.00194397+0.00760741j -0.0141595-0.0124163j 0.00182594-0.000473925j 0.00542212+0.0124815j 0.00615567-0.00578777j -0.00924806+0.0090439j -0.00372215+0.00899066j 0.00147435-0.00230959j 0.000672591+0.00202919j 0.00627029-0.00673357j -0.00335156+0.00217045j 0.00290003+0.00332511j 0.00263685+0.00243824j 0.0043563-0.00241539j -0.00160752+0.00159834j -0.00451075+0.00193827j 0.000277973+0.00195877j 4.3307e-05+0.00664396j 0.00314078-0.00371261j -0.000619328+0.000446709j -0.000810756+0.00068679j 0.00342689-0.00442098j 0.00155681+0.00322557j -0.000797656+0.00102889j -0.000855184+0.0010839j 0.00288699-0.00426995j 0.000121908-0.000401745j -0.00241995+0.00107261j 
-0.00170246+2.68843e-05j 0.00167133-0.00179145j 0.0033675+0.00177619j -0.00117343+0.00309411j 0.00031563+0.001889j 0.00452908-0.00220175j -3.98734e-05-0.00247684j 0.00192299-0.000157123j 8.50984e-05+0.00595527j 0.00720605-0.00191162j -5.8785e-05+0.0147336j -0.01475+0.000545688j 0.0088818-0.0305567j 0.00523901+0.0301376j 0.0216049-0.00643772j 0.0236502+0.00334411j -0.0171464+0.0143898j 0.0214465-0.00014304j -0.0138823-0.00203356j 0.0255312-0.018989j 0.0113431+0.0145202j -0.00629541+0.0121885j 0.0145971+0.0203473j -0.0240984-0.0212756j 0.0024962+0.0141362j -0.00233577-0.00459186j -0.0019906-0.0183969j 0.022841+0.00762241j 0.00740685+0.00132146j 0.00514891+0.00901048j -0.0130935-0.0057981j -0.00447109-0.0062173j 0.00618652+0.0119453j -0.00295498+0.0043685j 0.00176774-0.0105696j 0.00233184-0.00508414j 0.00294779+0.00590508j -0.000825488-0.00417685j -0.00332082-0.00788375j -0.0115849-0.0109589j -0.00101774-0.000809731j 0.0038057-0.000971295j -0.00145433+0.00172261j -0.00373844-0.00447234j -0.00410282-0.00268008j 0.000499903+0.00479559j 0.00364275+0.00342974j -0.000986092+0.00034845j -0.000182293-0.00194168j 0.000436945+0.00455842j 0.00129645+6.6046e-05j -0.000688259-0.00211808j 
0.00103476+0.00168207j -0.00277101-0.000697022j 0.00256009-0.00178969j 0.00109444+0.00256326j 0.000437867+0.00284865j -0.00467764+0.00549861j -0.00208042+0.00494222j -0.00192181+2.40165e-05j 0.000214991+0.0107887j -0.00299747-0.0148551j 0.0108062+0.00288391j 0.0155892+0.0221226j 0.00319945-0.032904j -0.0270164+0.030003j -0.00576655+0.0125945j -0.0174657+0.00329647j -0.0262811+0.00878191j -0.0216031-0.00940086j -0.00502435-0.0153844j 0.00774734-0.0085813j -0.0234517-0.00260286j 0.0116241+0.0111801j -0.0286822-0.00855971j 0.0116107-0.00469328j -0.00451447-0.00735918j -0.0054525+0.0153613j -0.00766662+0.0157159j 0.00588628-0.00932967j -0.00170433+0.00600371j 0.00259595-0.00381566j -0.00293848+0.00409572j 0.0202063+0.0134767j -0.00997511-0.0107847j 0.0103277+0.00261589j 0.00609674+0.00212657j -0.00310759-0.00497685j -0.00873016-0.00400043j 0.000213838+0.00502832j 0.00212096-0.000368655j 0.00447895+0.00343143j 0.00166288-0.00200826j -0.00577914-0.00695773j 0.000861155+0.0053391j 0.00121761+0.00195261j -0.000566563+0.00156161j -0.00173063+0.000786088j -0.00383463-0.00475346j 0.00209205+0.00138614j -0.00137192-0.000100098j -0.000333956+0.00185796j -0.00117741-0.00334342j -0.000116351+0.000113106j 
-0.0013613+0.00180642j -0.000178329-0.00414603j -0.00375694-0.00207815j -0.00116454+0.00176829j -0.000117789+0.0015918j 0.00200462-0.00942038j 0.00542336-0.00730204j -0.0043934-0.0136844j -0.00889004+0.0228208j -0.0173132-0.03147j -0.0216753+0.0138301j -0.00273752-0.0205961j 0.0126805-0.0177951j 0.00575999+0.0321012j -0.0118277+0.00989196j -0.00535702+0.00106284j 0.0103441+0.0139039j -4.16071e-05+0.00211883j 0.0379151-0.00238638j -0.0205015+0.00839098j 0.000780156+0.00749077j 0.000894848+0.00666036j -0.000656875+0.0128732j 0.00815582-0.00964679j -0.0223272-0.00335039j 0.00789295+0.0113508j -0.0073895-0.00517453j -0.0186152-0.00249103j -0.00293787-0.000202369j -0.00939123-0.00692064j 0.0010502-0.00207344j -0.0101178-0.00829625j 0.00332588+4.25191e-05j -0.0131864-0.00224386j -0.00543357-0.00219416j 0.00317903-0.00414414j 0.00570014+0.00263952j 0.0077518-0.00330563j 0.00423204-0.00583177j 0.00442557-0.000208954j 0.0029518-0.0124595j 0.00662977-0.000112507j 0.0031747-0.00232142j 0.000427776-0.00385151j 0.000152276+0.00336273j 0.00105138-0.00318371j 0.00310644-0.00238504j -0.00259428+7.14837e-06j 0.00113532+0.00410325j -0.000976841-0.00243219j 0.00133972-0.00128957j -0.000900307-0.000182905j 
-0.00190077-0.00161948j -0.00207457-0.000393939j 0.0013495+0.00478085j -0.00133894+0.00113631j -0.00194982+0.000565194j 0.0079819+0.000307954j -0.00169132-0.00759207j 0.000865001+0.00629225j 0.0039211+0.000122158j -0.00296427-0.00107485j -0.0350342-0.0105493j 0.0203029-0.0244213j 0.00574744+0.0179531j -0.023666-0.0142582j 0.00922076+0.0059437j -0.00882527+0.00201232j -0.0400297-0.00411858j -0.00238324+0.00147283j -0.00175656+0.0184655j 0.0104207+0.007614j -0.0247751-0.00287742j -0.00630753+0.000874414j -0.0236406-0.0183906j -0.0217435+0.00125855j -0.0324927-0.0156865j -0.0051896+0.00600089j 0.0165843+0.00416522j -0.00759194+0.00214681j -0.00224675+0.00744086j -0.0132132-0.0101929j 0.00333593-0.00611024j 0.0149273+0.00541352j -0.00269285-0.000352456j -0.0110454-0.00202399j 0.00566219-0.00331377j 0.0030257+0.00246188j 0.0013629+0.00099414j 0.0122756+0.00533173j 0.00643086+0.00133826j 0.00807724+0.000615221j 0.00154869+0.000543371j 0.00507413+0.00695605j 0.00350931+0.00453935j 0.00159175-0.00331351j -0.000174771-0.0041973j -0.00174644-0.00080237j 0.00185972+0.00258129j -0.000659212-0.000766623j 0.00221896+0.000261151j -0.00217268-0.000931948j -0.00115619-0.00104233j -0.00104031-0.00412938j 
0.00128861-0.00397065j 0.0016562+0.00148426j -0.0029416+0.00610654j -5.81958e-05+0.00249052j 0.000751141+0.00832773j 0.00342563+0.00890488j -0.00425811-0.000899548j -0.00983887+0.0189619j -0.0044781+0.0217048j 0.00570788-0.0325498j -0.00241706+0.0154117j 0.000608454+0.0132616j 0.0369146+0.0528726j -0.0188109+0.015095j 0.0244699+0.0111223j 0.00801379+0.0260573j -0.00597631+0.0197645j -0.00605267-0.00366078j -0.0148743-0.0158712j 0.0100636+0.0207302j 0.0082776+0.00478999j -0.0275208+0.00265673j 0.00861586-0.00238184j -0.000642583+0.00156357j 0.0116264+0.00756793j -0.00317472+0.0101195j 0.000417395-0.010533j 0.0122239+0.00274014j -0.00292598-0.00490487j 0.00835969+0.00162191j 0.00699627-0.00355617j -0.00462085-0.00216522j 0.00403778-0.00518411j -0.00386896+0.000301198j 0.000862616+0.000169059j 0.00230787-0.00121508j -0.00334186+2.87368e-05j -0.00506947-0.00064323j 0.00160012+0.00177454j 0.00372295-0.00113506j 0.00290775-0.00110813j 0.00430201-0.000163775j -0.00569196+0.000844328j -0.000455822-0.00122201j 0.00100334+0.00115386j -0.00312077+0.000140557j 0.00118209-0.00224694j 0.00103624-0.000566131j 0.00032947-0.00045301j -0.00277875-0.000290439j 0.000459876+0.00210997j 0.00273036+0.000378628j 
0.000511311-0.00134816j 0.000546388-0.00712243j 0.00380364+0.003665j -0.000715218+0.00147639j -0.00146187-0.0202702j -0.00185394-0.00598309j -0.00700879-0.0291447j -0.00706057-0.00841219j -0.0162686-0.0226748j -0.0091429-0.02923j 0.0269776+0.0129725j 0.0225354-0.0250095j 0.0149807-0.00677371j 0.0119531-0.00616317j 0.00773748+0.0219147j -0.0114689+0.00764723j 0.00727589+0.00638799j -0.00642006+0.00687612j -0.0215044+0.0157271j -0.00697248-0.000550066j 0.0081616+0.0288924j 0.000997671-0.00283253j 0.000731299-0.00541613j 0.00623489-0.00827017j 0.0149087+0.0019049j -0.017451-0.000469658j -0.00547859+0.0025428j -0.00520177-0.0054943j -0.000673389+0.00422445j 0.0208621+0.0102851j -0.0010577-0.001551j 0.00244007+0.0109414j -0.00130547-0.00305532j -0.00225996+0.00270936j 0.00425299+0.00734316j 0.00174275+7.50654e-05j 0.00337351+0.00112552j -0.00301559-0.0036896j 0.0023872-0.00550769j -0.00428739-0.00135964j 0.00480775+0.00114557j -0.00410613-0.0055683j 0.00248642+0.00576146j 0.000274445+0.00382113j -0.0017605-0.00246244j 0.00366623+0.00056191j 0.000675655+0.00429961j -0.000541632+0.00189435j -0.00219374-0.00267357j 0.000360957-0.000888137j 0.00201235-0.00289309j 0.00139737-0.00229811j 
-0.00248073-0.00199017j 0.000358012-0.00210198j -0.000869038+0.000887522j 0.0030026-0.00305037j 0.000194569-0.0116213j -0.00237719+0.0194126j -0.00554729-0.0172259j 0.00201353-0.00370094j 0.0339669-0.00598101j 0.00443878-0.0185156j 0.00149605+0.0427687j -0.0111113-0.0251286j -0.00613346-0.00120239j -0.0146621+0.0104445j -0.0404589-0.00167319j -0.00923804+0.0307761j -0.0111053-0.00325115j 0.00840282+0.00858478j 0.0140845-0.000459527j 0.00660608+0.00486799j -0.0215489+0.000735448j 0.0138372-0.0024664j 0.00519497-0.00575411j 0.00482288+0.0103256j 0.000711104+0.00417502j 0.00837196-0.0125817j -0.0114297+0.00462627j 0.0139289+0.0065722j 0.00149022+0.00448499j -0.0171683-0.0028022j -0.00827932-0.00150539j -0.00443313+0.00207068j 0.000439853+0.00293705j 0.00747563+0.00731663j -0.00601257+0.000623621j -0.00227861+0.000835315j -0.00404786+0.000885584j 0.00103426-0.000264706j -0.00227985-0.00457208j -0.00255493-0.00363821j -0.00556512-0.00282482j 0.00127028-0.000411907j -0.0035291+0.000709754j -0.00221145+0.000509005j 0.000117957+0.00212628j -0.00126038+0.00118201j -0.00359976+0.00341613j -0.000866153-4.43695e-05j 0.00169549+0.0022113j 0.00289991+0.00359644j 0.000820918+0.000147062j -0.000192449-0.0029381j 
-0.000231478-0.00321213j 3.66908e-05+0.00210082j 0.00552932-0.00501558j 0.000721243+0.000957247j -0.00153809+0.00179776j 0.0135396+0.024711j 0.000553742+0.010322j 0.012759+0.0170639j -0.0015927+0.0205612j 0.00163043-0.0199809j -0.00921348+0.0133577j 0.0341271+0.00546629j -0.0356838+0.0100499j 0.0286269+0.0175379j 0.00888855-0.0174815j -0.0149221+0.0219349j 0.0161152+0.00677838j 0.0156356-0.014164j 0.00170539-0.0104663j -0.0228765+0.000928735j 0.0142857-0.00320977j 0.0200478+0.00185826j 0.00802202+0.0017747j -0.00967312-0.00146998j -0.00335441-0.0038798j 0.00210887+0.000870421j 0.00654937-0.00365348j -0.0179842-0.00866221j -0.000163724+0.00201061j 0.00442567-0.00349585j -1.5318e-05-0.00215479j 0.0027115-0.00188177j -0.00382485+0.0018392j -0.00330636-0.00240526j 0.00289975-0.00885613j -0.00229394+0.00168294j 0.00561796+0.00763751j 0.00411627+0.00747085j 0.000921423+0.000854065j -0.00298866-0.00192747j -1.46156e-05+0.00216036j -0.00555808+0.00126204j 0.00543479+0.00707189j 0.00245043+5.27167e-05j -0.00169858-2.81752e-05j 0.00334571+0.00636186j -0.000607799+0.000919475j -0.000667589-0.00368652j -0.00149563+0.000366364j 0.000917252+0.00356686j -0.00132368+0.00092998j -0.000271442-0.00276365j 
0.00182346+0.000205167j -0.00107161+0.00107484j -0.00613007-0.0113998j -0.00286568-0.00813009j -0.0120674-0.0182977j -0.00685784+0.0237093j 0.00557132+0.00736749j 0.00341324-0.0351544j 0.0121233+0.000381336j -0.0390497+0.0133651j 0.0144412+0.00641846j 0.00214298-0.00607431j 0.0117986-0.021134j 0.00648606+0.0185212j 0.0285829-0.0143851j 0.0120626+0.0154592j 0.00986721-0.00402405j -0.0246102+0.0197432j -0.019679-0.00609786j 0.00908099-0.000519496j 0.00601145-0.00124016j -0.0134921-0.00359776j 0.00613013-0.00341145j -0.011496-0.00161614j 0.00392882-0.00471912j -0.000570738-0.000987322j -0.00296444+0.00999708j -0.000920933+0.000760279j -0.00364308-0.00484536j 0.00210253+0.00142634j 0.00488327+0.00703714j -0.00427941+0.000329598j -0.00108565+0.00178209j -0.00198188-0.00821116j -0.00490367+0.00695747j -0.00164566+0.00303554j -0.000529344+0.00433346j 0.000166311-0.00381847j -0.00122172+0.00163696j 0.00409258+0.00335083j -0.000799115-0.00286061j 0.001358+0.00477641j 0.000655871-0.00633438j -0.000723975+0.000348723j 0.00422925+0.00444754j -0.000626281-0.00458556j -0.00141423+0.00296611j 0.00125196-0.0020102j -0.000788631+0.00717414j -0.00107536-0.00551951j -0.00065334+0.00035434j 0.000604145+0.00306428j 
0.00188127-0.00126813j -0.00281796+0.00233374j 2.41029e-06+0.0181678j 0.00614394-0.00210562j 0.0171681+0.0145156j -0.000313705-0.0148842j -0.00743796-0.0242517j -0.0225001+0.00472073j 0.0316173+0.0127343j -0.0213029+0.00294705j 0.0158588-0.00392301j -0.000271088-0.00935117j -0.0211789+0.0015089j 0.0453008-0.00383807j -0.00346195+0.0145944j 0.00924487-0.0111904j 0.0143136+0.00654545j -0.00703435+0.00561973j -0.0167833-0.00717298j 0.00180804+0.0162022j 0.00200972+0.00311613j 0.0087832+0.00220452j 0.0154171+0.00691159j -0.0143865+0.00167701j 0.00455652+0.00740093j 0.0156685+0.00166172j -0.00513305+0.0100175j 0.00265237+0.00138213j -0.000925868+0.00410169j -0.00219283-0.00260991j -5.19963e-05-0.0039039j -0.00404874+0.000478338j -0.000228785-0.00455095j 0.000664082+0.0120694j -0.00400263+0.000418127j -0.00671341-0.00402116j -0.00115486-0.00754622j -0.00563107-0.0016818j -0.00606365-0.00574451j 0.000309973-0.00219524j -0.00871238-0.00792215j -0.00190008-0.0074334j -0.00424601+0.000536389j -0.00258825-0.00327687j 0.00536863+0.00287285j -0.00305149-0.000355181j -0.00342271-0.00485963j 0.000578176+0.00367616j 0.00422665-0.00181945j -0.00148049+0.00184735j -0.00141541-0.00155392j 0.001717+0.000461592j 
-0.0012519-0.00931035j 0.00118604-0.00464907j -0.000791538+0.0211799j 0.0104239+0.0192119j -0.0102658-0.0458245j 0.00960684-0.0215159j 0.00232271+0.0485057j -0.0368516-0.0242734j 0.00721503-0.00822534j 0.00771037+0.0163663j 0.00272444-0.0350889j 0.00455507+0.0125212j -0.00749181-0.00605765j 0.00447934-0.00518823j -0.0071139+0.00355562j -0.00984563+0.00293015j -0.00766887+0.00475604j 0.00227234-0.00258717j -0.00177335+0.00195187j -0.00666194-0.00341714j -0.00539985+0.00228998j 0.00119769-0.00342017j -0.000770236+0.000928435j -0.000510682+4.12779e-06j -0.00543751+0.00322666j -0.00106997+0.00501012j -0.00108204-0.00368118j -0.00292337+0.00046859j -0.000804657+0.00182825j 0.00123866-0.00283351j 0.00169838-0.00257495j 0.000136228-0.00102308j 0.00129783-0.0011637j -0.00236847-0.000744273j -0.000435149+0.00541639j 0.0014481+0.00185516j 0.00163798+0.000978778j -0.00122365+0.00285962j 0.00161556+0.00259957j 0.000478319-0.00533682j 0.0011964-0.00225643j 0.00227619-0.00247262j -0.00174151+0.00254847j -0.00204533-0.00211282j 0.00103946-0.00587605j 0.000247637+0.000622609j 0.00222541-0.000481496j -0.00102756+0.00109855j 0.00136306-0.00229783j -0.00103732+0.0020522j 0.00132122+0.0011742j 0.00213503-0.0033255j 
-0.00207647+0.00561752j -0.00308956-0.00990297j -0.0114451-0.0263654j -0.000187852+0.0335106j -0.0165309-0.0213577j -0.0156832-0.0220581j 0.0105172+0.0253199j -0.00878822+0.0582079j 0.00667064+0.00431293j -0.0324288-0.00440567j 0.00774469+0.00163062j -0.0146902+0.0175345j 0.0112+0.00279486j 0.0109847-0.0162337j 0.0101042-0.00750273j 0.00937339+0.0149524j 0.0130744+0.00376546j -0.00642051-0.00104807j -0.00349113+0.000311378j 0.0101667-0.00199866j 0.00859835-0.00245525j 0.00306886-0.00550928j 0.000214914+0.00354613j -0.00156431-0.000186031j 0.00226531+0.00352244j 0.00558435+0.00439558j -0.00895344+0.004354j -0.00153942+0.00391789j 0.00133311-0.00238394j -0.00250351-0.00531898j -0.00540252+0.00653998j 0.000818939-0.002397j -0.00637236+0.00250127j 0.00505466-0.00249438j 0.000103476+0.00183177j -0.0014422-0.00158529j -0.000589826-0.000927436j 0.000307415+0.0050095j -0.000929689-0.00119888j -0.00184992-0.000124287j -0.00378595-0.00256786j -0.00351372-0.0011648j 0.00427199-0.00134995j -0.00269183+0.00786408j -0.000884785-0.0027472j 0.000668347-0.00243023j -0.000588969-0.00630709j 0.00116266-0.000596281j -0.000774959+0.000818863j 0.000825228+0.00222931j 0.00113638-0.00541832j -0.00182063-0.00215124j 
-0.00498221-0.00249005j -0.00144516+0.00572765j 0.0142613+0.0173569j 0.0031208-0.00682256j -0.0047605+0.00640719j 0.0327023+0.00919752j -0.0403452+0.0227259j 0.0135112-0.000863166j 0.00402116-0.00793723j -0.034815+0.00599001j 0.0404467-0.00824967j -0.0221131-0.0128051j 0.0159237-0.00391937j 0.0109185+0.00797252j 0.0146654+0.00285051j 0.036664+0.0158688j 0.00937011+0.00593603j 0.0201475-0.00820132j 0.00436058-0.00182459j 0.0140095+0.00827136j 0.0192503+0.00183642j 0.00217499+0.000441071j -0.0100444-0.00857175j 0.0024299+0.00539756j 5.1823e-05-0.00211815j -0.000369146+0.00242884j 0.00907754+0.00335024j -0.00108285-0.00341071j 0.0043874+0.00286896j 0.00181935-0.00171327j -0.00312395-0.0029844j 0.00871485+0.00149357j -0.00279019-0.00221415j 0.00496625+0.00456761j 0.00579819-0.00382615j -3.85673e-05+0.00232286j 0.00344827+0.00224615j -0.00175605+0.00165361j -0.00586436-0.000695956j -0.00340397-0.00121014j -0.00364328+0.00132223j -0.00300723+0.000168974j 0.00385554+0.00631436j 0.00267874-0.00387261j 0.000334438-0.00047605j 0.000127649+0.00374527j 0.00305974+0.00253587j -9.77834e-05+0.00126048j 0.0018255-0.00300302j 0.000873256+0.00183876j -0.00191653+0.0021693j -0.0030029-0.00421943j 
