-0.103343-0.0220733j 0.00740602-0.0098239j 0.00563873+0.0210089j -0.0197235-0.068279j -0.00794396-0.0113633j -0.010587+0.0434145j 0.00664975+0.011616j -0.0137467+0.0427305j 0.000948693+0.00135755j -0.00105289-0.0166209j -0.00666705+0.064121j -0.00203337-0.0180526j -0.0313531-0.0258888j -0.0027502+0.0515693j -0.0278463+0.00521574j 0.00818353+0.00110262j 0.0166621-0.00716133j 0.0270557+0.0190328j -0.0353335+0.00562749j -0.00794636+0.00959568j 0.0295053+4.51307e-05j 0.00510057-0.0307921j 0.018505+0.00535037j 0.000989647-0.0587305j 0.0121266-0.014999j 0.0053397+0.000790097j 0.0211552-0.00884187j -0.0236388+0.0343218j -0.00860151+0.00274784j -0.00611571+0.0197406j 0.000418397-0.0034067j 0.00499387-0.0157423j 0.0190657+0.0059127j 0.00336458-0.00826609j 0.017477+0.0123007j 0.0155929-0.00770403j 0.0112619-0.0136401j 0.00824489+0.000920759j 0.0334895+0.00573326j 0.0233678-0.0134026j 0.040118+0.0155405j -0.0240864+0.00674966j 0.00287363-0.0146305j 0.00826135-0.0125516j 0.0133901+0.00436665j -0.0115768+0.0414389j -0.0099139-0.0160539j -0.0288175-0.0476373j -0.0272846-0.0332463j 0.00231288+0.00188381j -0.0195473-0.0375804j 0.00396444+0.00722946j -0.035738-0.0094682j -0.00601572+0.026323j 0.0276503-0.0204925j 0.0131807+0.00725621j -0.0205343-0.00657732j 0.0285252-0.0247685j -0.0666104-0.00941624j 0.0267662-0.0186956j -0.0483671-0.000858845j -0.143936+0.0601445j 0.0347826+0.0299898j -0.0501648+0.0353607j -0.0540214-0.00458902j -0.0422406+0.012077j 0.0486433+0.00486318j 0.0252496+0.0226268j 0.0269738-0.0317475j 0.0123259+0.00928721j -0.0410695-0.0318399j -0.012758-0.0193054j -0.0038736+0.00185121j -0.0239913-0.00227594j -0.0631963-0.0187279j 0.0838739+0.0072995j 0.00159205-0.0151325j 0.0813426-0.0157403j 0.0218288-0.0747783j 0.00564777-0.00957952j -0.00165863-0.0617428j 0.103509+0.0371935j -0.00391574-0.0953117j 0.0349369+0.0632803j 0.00141046-0.0643448j -0.0430567-0.0831393j -0.112354+0.0521966j 0.0561961-0.0882701j 0.120432-0.0143767j 0.0587794-0.19015j 0.25924+0.148197j -0.116165-0.198498j 
0.0441486-0.00254712j -0.0450245+0.0371542j 0.00970058+0.0466791j 0.0393326+0.0443174j 0.0459647+0.0518473j 0.0431714-0.0246862j -0.037866+0.00937985j 0.031097+0.0187726j -0.00818423+0.00659663j -0.015964+0.0114625j -0.00632092+0.0206361j -0.0998646-0.0509107j -0.045592+0.0284979j 0.0721756+0.0629656j 0.00487904+0.0226521j 0.00301696-0.0408468j -0.0577066-0.0402806j 0.0232383+0.0392993j 0.00202819+0.0131385j 0.00634232-0.0502629j 0.0384842+0.010095j 0.0423735+0.0858581j -0.037693+0.0255579j 0.043355+0.0449822j 0.00446956+0.0798447j -0.00173067-0.0450992j 0.114997+0.0125097j 0.0728843+0.0567763j 0.0450364-0.00828393j 0.0187192+0.007407j 0.0753177+0.00177455j -0.0267766-0.0974554j 0.0740379-0.0604969j -0.0288233-0.0360991j 0.0316641-0.0280223j 0.00472015-0.012603j 0.103199-0.0847487j -0.0172961+0.0496481j 0.0563143-0.0116174j -0.0405263-0.0256528j -0.0458722+0.0144334j 0.118443+0.0420849j -0.0454338-0.0376573j 0.000207071-0.0808849j -0.0596706+0.0262281j 0.13569+0.0188879j -0.0810515-0.00400911j 0.0327893-0.107466j 0.0356162+0.0746782j -0.0306578-0.0259362j -0.0271587+0.051553j 0.0579006+0.0349403j 0.14869+0.0460415j 0.0787624-0.0335027j -0.0614709+0.026337j -0.0231549+0.00833141j -0.109127-0.0527851j -0.0947512+0.0125745j 0.0670817+0.011518j -0.0059941-0.0280383j 0.0916572+0.0503817j 0.0388131-0.0114111j -0.0335636+0.00690474j -0.0253014+0.078129j -0.0285929-0.0723148j -0.00633127-0.0542634j 0.0373348+0.0716838j -0.0150126+0.0154434j -0.0112222+0.0543019j 0.0615217-0.0947597j -0.0483054-0.0772759j -0.0116694-0.0333757j -0.0124156-0.00599522j -0.0186791-0.0612145j 0.0557069-0.0306692j -0.0219428+0.0685667j -0.0783182-0.0364468j 0.01842+0.0672189j 0.0790124+0.00266754j -0.013032-0.0116621j 0.0750937+0.0452454j -0.0323131-0.00265472j -0.00882167-0.00127525j -0.0182269+0.0526162j -0.00682181-0.0367766j -0.0110254+0.0472992j 0.00853149-0.000140097j -0.0149737+0.0199332j -0.00161862+0.00747859j 0.0178397+0.0293264j -0.0260438-0.0211392j -0.0256344+0.013356j 
-0.00548928+0.0230522j 0.0540712+0.00243137j 0.00775413+0.023373j -0.00254543+0.0220973j -0.0369863+0.00320422j -0.0318865-0.0200872j -0.0121615+0.0444585j 0.0257271+0.0105696j -0.0166136+0.0262609j -0.0279+0.0143329j -0.00583974-0.000518662j -0.0277695-0.019827j 0.041687-0.0202548j -0.0152788-0.0211636j -0.026872-0.0550198j 0.028509+0.0324633j -0.0325936-0.00998279j 0.0238007+0.000956399j 0.0127743+0.0142098j 0.0138412-0.000611305j -0.0130738+0.0128138j 0.00755674+0.0111261j -0.0283122+0.0232488j -0.021937+0.0132811j -0.0114328+0.0122602j -0.031092-0.047698j -0.0112143-0.0723108j -0.0778984-0.0534582j 0.0238273+0.0303748j 0.0114169-0.0185834j -0.0413525-0.00274089j -0.0232112+0.00323579j 0.0623441+0.0602698j 0.029512+0.0332717j 0.0520282-0.0169072j -0.0066463+0.0234551j 0.0694461+0.0362078j 0.0125157+0.0107478j 0.104617+0.0216413j -0.00744008+0.0129984j 0.0213732+0.048128j -0.0679999-0.0246321j -0.00322148-0.0200595j -0.0389683+0.00267025j 0.0411755-0.00131688j 0.0350924+0.046332j 0.0217321-0.0152809j 0.0111243+0.034433j 0.0147446-0.0233079j -0.00519021+0.0185338j -0.119292-0.00911639j 0.0260522+0.0249892j 0.00507365-0.0110431j 0.0821527-0.0365038j 0.0571681-0.00599968j -0.0272401+0.0271385j 0.038571+0.155304j 0.0839521+0.00412648j -0.0732436+0.0458174j 0.0357124-0.0388538j -0.0322216+0.0793274j -0.0134587-0.0282927j 0.0188985+0.080118j -0.0574829-0.0847628j -0.0221317-0.0067613j -0.00533464-0.0685957j 0.0219221-0.0266228j -0.0503018-0.0597048j -0.110728-0.0566884j -0.0612818+0.0649307j -0.0382998+0.0672833j 0.0571272-0.0580038j -0.00036034-0.0559564j -0.034568+0.0229054j 0.000707677-0.00427385j -0.0164468+0.0367973j 0.00583226+0.0591951j -0.0129586-0.101391j -0.0147328-0.0507438j -0.00578661+0.0327463j -0.0835991+0.076205j -0.00542682+0.013366j 0.0253743+0.154238j 0.0794381-0.0982596j -0.0122036-0.0022323j 0.0181444+0.0721215j -0.0107047-0.00677972j 0.0312007+0.01336j 0.0445533+0.0464455j 0.0291846-0.0175261j 0.0240038+0.00255999j 0.0766386+0.0750508j 
0.00595851-0.0166074j 0.0525449-0.031525j 0.0150378+0.0209254j -0.00491018-0.0303565j 0.0349855+0.0388598j -0.0269092+0.0191483j -0.0206397-0.0523189j -0.0171325+0.0196623j 0.0610597+0.0102389j -0.027552-0.0315788j 0.000384652-0.0299234j 0.0442245-0.0290114j -0.0053081+0.0376556j 0.0104038-0.0140554j -0.0476179+0.0112929j -0.0377647+0.009757j -0.0591582+0.0187534j 0.00136742-0.0501305j -0.00785016+0.0228895j 0.069991+0.0515543j -0.0247486-0.0265134j -0.0521379-0.0245988j -0.00719922-0.0201259j 0.0292782-0.0246088j -0.0512922-0.0100702j 0.065957+0.0442959j -0.0154-0.0133913j -0.0373476+0.00166537j -0.0204045+0.0670769j -0.0563413-0.0436264j -0.00849087+0.00980316j 0.0540701+0.00924936j -0.0906973+0.0498633j -0.114783+0.00142198j -0.0531794-0.0345167j 0.0419606+0.0500059j -0.121712-0.00506452j 0.000164123-0.0300101j -0.0746938-0.0689179j 0.00334027-0.0353754j -0.0511867-0.0638146j 0.0798963+0.000492546j -0.0436284+0.0505958j 0.047991-0.00347079j -0.0624569+0.0196331j -0.0150091+0.0225052j 0.00822983+0.00398706j -0.0228909+0.0597576j -0.0187563+0.0444678j -0.0318018+0.0175378j 0.0419577+0.0262178j 0.0232747-0.170121j -0.0597086-0.0296069j -0.0464755+0.0406071j -0.0360351-0.00579322j -0.00580552-0.103349j 0.0345959-0.00735572j -0.0776018-0.011405j 0.0384139+0.037197j -0.03626-0.0424162j 0.0125451-0.0198375j 0.0530967+0.0309183j -0.0127066+0.0249944j 0.0224617+0.0715971j -0.00175227-0.0224847j -0.0255849-0.00779058j 0.0746577+0.00186363j 0.105902+0.0235924j 0.0276433-0.0892395j 0.020823+0.119177j -0.0136624+0.0198657j -0.0300581+0.0324825j 0.0593673+0.0351247j 0.028041+0.0397539j -0.0135448+0.0832139j 0.016341-0.0922136j 0.0892745+0.0602411j -0.0177565-0.0475729j -0.0398741+0.0104162j -0.0071725-0.0247111j 0.00338596-0.044876j 0.00389898-0.0591439j 0.0141646-0.0718429j -0.0317082+0.0540483j 0.115407+0.021408j 0.0621402-0.0758464j 0.0407762+0.0546903j -0.021355-0.0258575j -0.0529623+0.0101679j -0.0375442+0.00160068j 0.00275634+0.0339354j 0.0470829+0.0521153j 
-0.0179731+0.0169993j 0.0165212-0.00914471j 0.0340226-0.0202483j 0.0012269-0.00514556j 0.0394615-0.00902805j 0.00749163-0.0300871j 0.00851508-0.0189714j -0.0329489-0.00848537j -0.0179026+0.000574216j -0.0360077+0.0483821j -0.00668571+0.0287315j 0.00799945+0.0260978j 0.0404003+0.00703778j -0.0037635+0.0588284j 0.0410603-0.00479756j 0.0243264+0.0165619j 0.129016+0.0698901j 0.034409+0.0506332j -0.0691268+0.0190776j -0.0223858+0.0184607j 0.0721491+0.0070202j -0.0332278+0.00280135j 0.0146057+0.0212338j -0.0617016-0.0250064j -0.0295877-0.0113086j 0.0202502-0.0369864j 0.0363882+0.0525363j 0.0144194-0.0889144j 0.0135601+0.0241468j 0.0935668+0.0363479j -0.041499-0.00469905j -0.0138057+0.0307228j -0.0814692-0.0325349j -0.0450808+0.0774892j -0.13836-0.118139j -0.0755248+0.0254995j -0.0616169+0.0267386j 0.0222179-0.0226079j 0.0109758-0.0393884j 0.0520144+0.0593999j 0.0125369-0.0193868j -0.0188477+0.0122609j -0.0368817-0.0470482j -0.0335961-0.0280193j -0.048812-0.0273806j -0.0559546+0.0327228j -0.0346549+0.00497312j -0.118889+0.028341j -0.0712017-0.0584912j -0.00862255-0.0124687j -0.0123271-0.0136887j 0.124507+0.0527291j 0.0409484-0.0949262j -0.0448743-0.0293372j -0.0260465-0.0222028j 0.00635533+0.0286995j 0.143227+0.0249863j -0.0846197-0.0820862j -0.0332119+0.00660507j 0.0475793+0.034996j 0.0476961-0.00587813j 0.0661686-0.107572j 0.0191033+0.0293548j 0.0757217-0.0679379j -0.0438009+0.0639712j 0.105925+0.0228121j -0.0767646+0.0197283j -0.0864692+0.00168938j 0.0395619+0.0675171j 0.0329229-0.00956158j 0.0282621-0.0345555j 0.0203681+0.109458j -0.0523518+0.0151915j -0.0290502+0.0167591j 0.010809-0.0659427j -0.0121334+0.0838028j -0.067629-0.0775839j -0.00774114-0.038294j -0.0924717-0.0275484j -0.141749-0.193803j 0.13186-0.0937192j -0.259401-0.0813973j 0.0668632-0.0309877j -0.197875-0.0216286j -0.134751+0.0527742j -0.0748052+0.0943626j -0.0113794+0.0433421j -0.0111681-0.0385851j -0.00364496-0.0319159j 0.0113514-0.0263343j -0.0442418+0.0120802j 0.0482696+0.0997281j 
-0.0564792+0.0730577j 0.0213711-0.0264533j 0.0323537+0.0400531j 0.0146406-0.000774818j 0.018023-0.00516345j -0.0544336+0.0701907j -0.0619557+0.0321933j 0.0593818+0.0204642j 0.0596062-0.0587402j 0.0635365+0.0170821j 0.036627+0.114129j 0.0156905-0.00826381j 0.00463947+0.0212769j 0.00747471+0.0181903j -0.0517769+0.0186026j -0.0228684-0.0173851j 0.0294599-0.00894367j -0.000857101+0.0344871j -0.0466862-0.0264468j 0.0486833-0.00715831j 0.00608209+0.0165198j -0.0314339-0.00364712j 0.0538913+0.0359215j 0.0355825-0.0604673j -0.00993468+0.0138031j 0.00308893+0.015139j 0.0814449-0.0492829j 0.0215385-0.0926524j -0.0729479+0.0212009j 0.00981079-0.0918191j 0.0761021+0.0279717j -0.0143176-0.0243845j -0.00122389-0.00429898j -0.0686276-0.00920116j -0.015832-0.00272681j 0.00786619+0.0438553j -0.0297084+0.0682286j 0.00561342+0.00788063j -0.049818+0.0714295j -0.0187686+0.036293j -0.0504185+0.00662383j 0.0651498+0.00598004j -0.0412491+0.00896598j 0.0339321+0.0591848j -0.0420979-0.0104929j -0.044485+0.108182j 0.0197944+0.0303193j -0.0812697+0.0900304j 0.0457608-0.00817378j -0.0254157-0.000718358j -0.0394382-0.058369j -0.0145209+0.011568j -0.0708707-0.00421877j -0.021755-0.0393756j 0.0404698+0.0368974j -0.0718393+0.0429922j -0.0811247+0.00775329j 0.046085+0.0140518j -0.0214728-0.0332019j -0.0133723-0.0356059j -0.0181584+0.00182332j -0.0733396-0.0245351j 0.0559722+0.110146j 0.0255117-0.0989421j -0.0435817-0.0213707j -0.0371261+0.0152794j 0.00640113-0.110013j 0.0797372-0.015553j -0.00826699-0.0806408j -0.00303294-0.0360887j -0.0840916+0.0783676j -0.0323924+0.0310976j 0.0220831-0.0647852j -0.0256871-0.0311377j -0.0137712+0.124286j 0.107686+0.0506333j 0.130828+0.0241859j 0.0740524-0.00508027j 0.055887+0.0559867j 0.0687318+0.00126295j -0.0775112+0.0938374j 0.0150329-0.0447378j 0.0427116+0.119624j 0.117498-0.0688453j 0.0444904+0.0620511j 0.111607-0.0365306j 0.0402834-0.0203103j -0.00668985+0.0561001j -0.0321687+0.00992463j -0.0212822-0.000161197j 0.0218919+0.00462926j 0.024745+0.0454279j 
-0.0222947+0.041994j 0.0635241-0.0660745j 0.0306404+0.0111884j 0.00776415+0.0613845j 0.00179517+0.00122243j 0.0131312-0.011054j 0.0599813-0.0230264j -0.00896537-0.1074j -0.0250431-0.0167081j 0.0338137+0.0406315j 0.0570341+0.0856318j 0.0215643+0.0561239j 0.0947546-0.0260353j 0.0478458-0.0182225j 0.0568596-0.0351941j -0.0131116-0.0112883j 0.0977208-0.0209909j -0.0731961-0.0162782j 0.0272051-0.0435289j 0.0180919+0.0112791j 0.0322845+0.0360783j -0.0446833-0.0250868j 0.0945831+0.0416279j 0.00501068+0.00451698j -0.033828-0.0041159j -0.00258226-0.0440803j -0.00107638-0.0076295j 0.0991863-0.0836162j -0.0143389+0.00786533j -0.0422108-0.079755j 0.0402095+0.0413168j 0.00913818+0.0858566j 0.0189424+0.0261942j 0.0284251+0.0136938j -0.0461468+0.076801j 0.0728158+0.107389j 0.0299458-0.0210075j -0.071211+0.046007j -0.040253-0.0104975j -0.0404381-0.0580548j -0.0894468+0.0795628j 0.0691939+0.0858536j -0.0414666-0.0160264j 0.0746162-0.00128963j -0.00696255-0.00713095j -0.0475217-0.0017441j 0.0600042+0.040506j -0.0194841-0.0803105j -0.00865275+0.0838827j -0.0526799-0.00747757j -0.0367128-0.017944j 0.051433+0.0325758j -0.0113739-0.0179541j 0.0195335-0.0458765j 0.0156462-0.0151727j 0.035864-0.012257j 0.0400213-0.0613642j -0.0202575+0.0272597j 0.00778709-0.116315j 0.0565784+0.0253865j -0.0560528+0.00295987j 0.00451062+0.0660306j 0.00352691+0.0857112j 0.0345753+0.0601581j -0.0458773-0.124356j 0.071037-0.0258726j -0.0488057-0.0577478j 0.0187348+0.0160494j -0.0726652-0.00545387j -0.0363922-0.0555488j 0.017227+0.00455381j -0.083389-0.0913402j -0.0604894+0.0161065j 0.0352367+0.0103046j 0.0823209-0.00637255j -0.0493154+0.0505704j 0.0223863-0.0445891j -0.0430884-0.0356182j 0.0932386-0.0754443j 0.0281741-0.0173653j 0.048825+0.15074j -0.0599946+0.0957231j -0.011354+0.198056j -0.108384+0.111003j -0.0299433+0.00842184j -0.0209485-0.000536549j 0.00714577-0.0511563j 0.0114185+0.134704j -0.0115083+0.0203914j 0.00421898+0.0702536j -0.0572161-0.124454j 0.043336+0.110796j 
0.0183842-0.0244119j -0.015309-0.0326248j -0.02382+0.0607434j 0.00557968-0.014131j -0.0298177+0.0618224j -0.0336106+0.0326061j 0.0381859+0.00145161j 0.0377124+0.0522688j -0.0585609+0.0607793j -0.012771-0.0126188j 0.142731+0.0338021j 0.00112353+0.00824969j -0.0206438+0.038698j 0.0243825+0.02009j 0.0358991-0.00492223j 0.00388227-0.0184256j 0.0289888-0.0182655j -0.00721365+0.0272353j 0.0503132-0.0147126j -0.00364188+0.0667528j -0.000773834+0.0493138j -0.00771665-0.00976442j 0.0392167+0.0158879j -0.0299432+0.0243949j 0.0332764-0.0205242j -0.0744514+0.0536152j -0.00299149+0.012847j 0.0103339-0.0130997j -0.0311009-0.0139205j 0.0628534-0.0418401j 0.0593243-0.0112507j -0.0164907-0.0502034j 0.0350309-0.025159j -0.0617947+0.0369105j -0.106832+0.0635347j -0.0939613+0.0491471j -0.0226971+0.0110138j 0.0228299+0.0431396j 0.0924166-0.0261526j 0.00579761+0.041825j 0.0223597-0.0673537j -0.187027+0.0644092j 0.0168742+0.0452103j -0.0343313+0.0584568j 0.125506-0.0537527j 0.0139263-0.0966795j -0.136036+0.0103373j -0.0012873-0.0604715j -0.0451755-0.0561174j -0.0516997+0.00964969j -0.118734+0.0698073j 0.024042-0.0191016j 0.0679321+0.0644826j -0.00964535+0.0733585j 0.08654+0.0937136j 0.0953985-0.0143278j 0.122356-0.0403647j -0.0748686-0.016696j -0.00928401-0.106352j -0.0152523-0.0893798j 0.0381678+0.00396905j 0.0543294-0.0522287j 0.0553351+0.0668197j -0.0420112-0.0291362j -0.00042394+0.0220866j 0.0664565+0.0264914j -0.0353199+0.059654j 0.014377-0.0776019j 0.0150293+0.0391819j 0.012976-0.0425738j 0.0681368+0.020984j 0.020919-0.00637418j 0.022305-0.0142357j 0.0313111-0.0398845j 0.0399352+0.0513951j -0.0102973+0.0633668j 0.0103666-0.142451j -0.0266833+0.0516095j 0.0794021+0.13194j -0.113662+0.0438962j -0.105753+0.133283j 0.0437526+0.0145327j -0.0178491-0.0733203j 0.0280422-0.0794664j -0.010179+0.00979782j -0.0242236-0.00459161j 0.108144+0.0452084j -0.0889293-0.0606874j -0.0706347+0.044531j -0.0177362-0.0247139j -0.0120828+0.0459622j 0.041269+0.0660476j 
-0.0103982+0.0300851j -0.0343167-0.00937014j -0.0248573-0.00953564j 0.00748166+0.0140699j 0.00439592+0.0397425j -0.023856-0.00374811j -0.0527425+0.00314728j 0.024459+0.0248126j 0.072637-0.0603996j 0.01155-0.0421572j -0.0043094+0.0291863j 0.0219792+0.0139588j 0.0730149-0.0364091j 0.0513291-0.0132564j -0.035173+0.00262482j -0.041002+0.0115043j -0.0996406+0.0301328j -0.0267386-0.0210235j 0.0296005-0.0396759j 0.0614142+0.0205339j -0.0182587+0.0372897j -0.00464294-0.0113671j 0.035635-0.00487657j 0.0402147-0.0207116j -0.0258385-0.0131668j -0.0139308-0.0397394j 0.0816692-0.100931j 0.0357717-0.0567095j 0.000396379-0.00484118j -0.0175732+0.0536433j 0.042487-0.0270386j 0.0260169-0.0140466j -0.00325642-0.113757j -0.00045561-0.0542626j -0.0203541-0.0316646j 0.00403949-0.0376009j -0.011523-0.0129354j -0.0150435+0.0204939j -0.00682497+0.0392171j -0.0824912+0.023993j -0.0388595-0.103694j 0.180446-0.0736882j -0.0308907+0.00754887j -0.0320061-0.0152551j 0.000656278+0.0169094j 0.0418012+0.0718732j 0.0164691-0.0208446j 0.00933935+0.0194806j 0.016334-0.00809541j -0.0377034-0.0387156j -0.0498821+0.0305142j 0.0386025+0.0656302j -0.057627-0.0372533j 0.0686033-0.0827844j -0.0164808+0.105659j 0.00951429+0.029915j -0.0201147+0.0438079j -0.0581369+0.0383755j -0.0265566+0.0457039j -0.0626043-0.0344893j -0.031485+0.10096j 0.0221831-0.0503805j -0.0104692-0.060409j 0.0381595-0.109953j 0.0111007-0.0380724j -0.064449+0.0323845j -0.055612-0.00150579j 0.0146615-0.0187846j 0.031397-0.0126415j 0.00205088-0.0911423j -0.0396748+0.0557952j 0.0206945+0.0537031j 0.0413022-0.00170939j -0.0300054+0.0316099j -0.0223136-0.00661441j 0.0116954+0.0539776j 0.0745448+0.0608983j 0.0450851+0.0314451j -0.0860919+0.145998j 0.078667-0.0466481j -0.00284196-0.0197755j -0.0495926-0.074293j 0.0161763+0.0680234j -0.00395123-0.035449j 0.0963845-0.00668057j 0.0637135+0.0613473j 0.029376-0.0264258j 0.0762012-0.0328108j -0.0428512-0.0257631j -0.0199257-0.0264235j -0.0509571-0.0634449j -0.0201587+0.0343765j 
0.000587963-0.0203148j 0.0214114+0.000897547j -0.0152586+0.0381872j -0.0199577-0.0558357j -0.0213502+0.131722j 0.0152114-0.0824011j 0.0302442+0.0168035j -0.0409908+0.113961j 0.0153685-0.0245249j -0.0446522-0.0538298j 0.0691043+0.00841733j 0.0655866+0.0223364j -0.089854+0.0438959j 0.00433447+0.0243985j 0.0176477+0.0317813j -0.0187814+0.013292j -0.0455774+0.087702j -0.0536404-0.102722j 0.0884182+0.045152j 0.0153399+0.0756243j -0.0403319-0.00377254j 0.0306531+0.0348354j -0.0410911-0.0785682j 0.027587+0.0313795j 0.0521074+0.0164217j 0.0797133-0.0694039j -0.0206547-0.0323699j -0.00556677+0.0122625j -0.00988113+0.118346j -0.0588959-6.67595e-05j -0.00420969-0.0391661j -0.00391125+0.0179148j -0.00756208+0.00848763j 0.0369372-0.028458j -0.0304066+0.0164153j 0.0124492+0.0103795j 0.0206754-0.0337922j -0.027419+0.0316456j -0.0136463-0.122385j -0.149529+0.0546381j -0.0563812-0.0845921j 0.0395248+0.0190756j 0.00537919+0.155463j 0.03339-0.0261919j 0.193749+0.0274848j -0.0692572-0.0114159j -0.0633765-0.102614j 0.057662-0.0864091j -0.0415706-0.0276412j -0.165764+0.0123276j 0.0414283-0.0321345j -0.110951+0.088611j 0.0181998+0.0320777j 0.0463378+0.166995j -0.000160419+0.21671j 0.18605-0.0164017j 0.00556328-0.00184219j -0.0753623-0.0467241j -0.0400829+0.0123458j 0.0644465-0.120778j -0.0154921-0.015064j -0.0503454+0.00761373j 0.0266217+0.180745j -0.0240149+0.0276674j -0.0270179+0.0245353j -0.00405781-0.0150523j 0.0265734-0.0542722j -0.0473622+0.0484531j -0.00468998-0.00485031j -0.0372821-0.00255893j 0.022758+0.0114109j -0.0501-0.0929546j 0.0272452-0.00274122j 0.0544681+0.0305425j -0.0710059-0.0562094j -0.0554446-0.0304212j 0.0371346+0.0410329j 0.0440709-0.0944109j 0.00343812-0.0833651j 0.022914-0.050521j 0.100812-0.0686912j -0.0275325-0.0276632j 0.0394664+0.0902718j -0.0430735+0.0418603j 0.00468123-0.0211536j 0.0118692+0.0239047j -0.0528825+0.00103105j 0.0459706+0.0478612j 0.0340188-0.0192044j 0.00179189-0.0164166j 0.00594185-0.0246518j -0.020398-0.0128644j 
-0.00524397+0.00867106j 0.0112075-0.0121724j -0.0369856+0.0205479j 0.008457-0.0242932j -0.0149376+0.0293595j 0.0032318+0.0163984j 0.0049847-0.0217775j -0.000819816+0.0181282j -0.00822525+0.0334035j -0.048778+0.0912401j 0.0522493+0.000545297j -0.104762-0.0121806j 0.0331309-0.0983458j -0.0908785+0.02348j 0.0366324-0.0138281j 0.0413801-0.0141154j -0.031694-0.0510781j 0.130288+0.0922362j 0.127877+0.0225171j 0.00241549-0.0344893j -0.0186619+0.0627818j 0.0611474-0.101002j 0.00791675-0.0293031j -0.0574838+0.0770759j 0.052915-0.0129634j 0.0326245+0.039217j 0.162877+0.0223617j -0.0616247-0.0293571j 0.0602965-0.0145022j -0.189537+0.0364798j 0.062414-0.0227695j 0.083121+0.0345571j -0.111759+0.0255036j -0.0110046+0.0837236j 0.0176656-0.00519634j 0.0543388-0.0810157j 0.0101505-0.0248311j -0.00985729-0.000208138j -0.0149759+0.103161j -0.117049+0.0938683j 0.057389+0.0298895j -0.0300581-0.0282132j 0.030436-0.0840522j -0.0351429+0.0347971j 0.0845963-0.118838j -0.0748203-0.0832949j -0.113355-0.0584176j 0.0392017-0.0251906j 0.027211-0.0421663j 0.028295+0.0488953j -0.0552299+0.0296458j 0.016635-0.103647j 0.0760751-0.00540245j 0.013381+0.0486689j 0.0234338-0.00343104j -0.0567047-0.0317094j 0.0152469-0.0765704j -0.0575422-0.00422558j -0.0287507-0.0657268j 0.0281071-0.052123j 0.0316478+0.0186532j 0.0192393+0.0779238j 0.0240554+0.0529801j -0.0986802-0.011028j 0.017564-0.0402717j 0.0437743+0.0210625j 0.0740441-0.0325334j 0.0629854+0.00455654j 0.000606933-0.0228018j -0.0281848+0.0300841j -0.0130145+0.129304j 0.0835796+0.0561365j -0.0728398+0.0200137j -0.156682-0.00729464j 0.0926169-0.0278891j 0.0634306+0.016401j -0.118156+0.102398j -0.0432311+0.0662652j -0.0518892-0.109501j -0.0226316-0.013849j -0.0375125-0.00205677j 0.0155731+0.000369657j 0.0198917+0.0392031j 0.0489329+0.0538578j 0.0105336+0.00978788j -0.0543233-0.0543198j -0.0416416-0.0186034j 0.0419039-0.00313925j 0.0300472+0.00585525j -0.0109522-0.000202603j 0.0402151+0.0207602j -0.0133248-0.0320318j 
