-0.109719-0.04327j -0.0893515+0.0264018j 0.0123306+0.081107j 0.034663+0.0516769j 0.00553318-0.0173219j -0.00420781-0.00928238j 0.0585697+0.0424719j 0.0516931-0.0148583j -0.0189852+0.0359188j 0.00376898-0.095341j 0.0081267+0.0699073j -0.00177505-0.00174344j 0.0411027-0.0210695j 0.0295997+0.00379925j 0.0602346-0.00305593j 0.0049493-0.00373198j -0.0254317-0.0411495j -0.0417758-0.0483478j 0.013815+0.0450345j 0.00909944+0.05542j -0.0145961-0.00850476j -2.00481e-05-0.0434341j 0.0409644+0.00775584j 0.01593+0.0472802j -0.0215134+0.0133378j -0.0111253+0.00447492j -0.000823691-0.00816415j 0.00948442-0.0427418j 0.0188417-0.0143878j 0.0142437+0.00301392j -0.00481757-0.0437845j -0.0113337-0.0443229j -0.0838426+0.0930865j -0.0198825-0.014296j -0.0251458+0.0263235j 0.0129843+0.0235967j -0.0253634+0.0133598j 0.077499-0.0521845j 0.0730263+0.0548201j 0.0227097+0.0127543j 0.0345279+0.0592812j 0.0559049-0.0458784j 0.134466+0.0374424j -0.0707067+0.0589079j -0.0193651-0.0648129j -0.120296+0.0250437j -0.052473+0.00177777j -0.0128573+0.0547703j 0.0522238+0.00778302j 0.00609493+0.0380294j -0.0391513-0.00537286j -0.00765489+0.0280053j 0.0901793+0.0588977j -0.0912678+0.0755777j -0.0827017+0.0180552j -0.00175374+0.0999511j -0.0983679-0.0373996j -0.0306598+0.00604226j -0.145348-0.0883692j -0.0264909+0.0080713j 0.101694-0.0680922j -0.0807506-0.0373573j 0.00315612+0.0834824j 0.0709317+0.0308623j 0.0225041-0.0890185j -0.0562501-0.00258746j 0.0443952-0.215283j -0.243088-0.0816056j -0.220521-0.290069j 
-0.0322093+0.0942502j 0.0638902-0.0594252j -0.0184958+0.0286948j -0.00651369+0.0411268j 0.0104+0.00826256j -0.0161841-0.00611724j 0.0254671-0.0147096j -0.00668335+0.0115558j -0.0152568-0.0180556j 0.000690465+0.00157181j 0.00463617-0.00423253j -0.017318+0.0157697j 0.026557-0.0185916j -0.00819812+0.0211699j 0.000586909-0.00266026j -0.0138923-0.0324947j 0.00841755+0.0501993j -0.00852262+0.0197702j -0.0518553+0.0119978j 0.0312241-0.0655436j -0.0188683+0.0537647j -0.00371726+0.00888996j 0.0183974+0.0125431j -0.00147936-0.0525633j -0.0905858-0.0121281j 0.0370875-0.0071023j -0.048364+0.0227819j -0.00969121+0.000164922j -0.00128781+0.00460317j -0.0487816+0.00133921j -0.0330612+0.0191998j -0.0329412+0.0289401j 0.00151487-0.0082762j -0.0322225-0.0139662j 0.0101941+0.0161572j 0.0316661+0.0123146j -0.0244848+0.0048231j 0.00829853-0.0132861j -0.0530825-0.046643j -0.044728-0.0281968j -0.0178527+0.004951j -0.0356621+0.0598795j -0.000220406+0.0319855j 0.0248996+0.0464907j 0.0769435-0.0648338j 0.00025402-0.0609514j -0.0161241+0.0703177j 0.0361995+0.0461363j -0.0403499+0.00910786j -0.122155-0.0404865j -0.0274155-0.057842j -0.0142328-0.0414149j 0.0494858+0.101208j 0.0525713-0.00753915j 0.00224928+0.021645j -0.0757757+0.00962248j -0.0365572-0.0681569j 0.0204954+0.0130327j 0.0328539-0.0400392j 0.0506743-0.00518521j 0.00646135+0.0752843j -0.00685897+0.0304919j 0.0140134-0.00506574j 0.0352764+0.0433142j -0.0748502+0.0227541j -0.0770707+0.0400272j -0.0137071+0.0515625j 0.00367289-0.0192205j -0.00119409+0.0362584j 
0.00848909-0.0188644j -0.0306467+0.0107567j 0.0110742-0.00316481j 0.000742735-0.000740539j 0.00358232+0.0419575j -0.000632333-0.0135262j 0.0271744-0.00330897j -0.0100308-0.00429854j -0.00573252-0.00838599j 0.0114991+0.0109859j -0.0405467+0.0208144j -0.0247766+0.00118346j 0.0159514-3.59451e-05j -0.0123002+0.0118035j 0.0136349-0.0302655j -0.0654141+0.0259214j 0.00478226+0.0438278j -0.0164834-0.0409771j -0.0156499-0.00208007j -0.0324433+0.0249504j 0.00140973+0.0206162j 0.00725862+0.0105925j -0.00176605+0.00251009j -0.0251662-0.0144209j -0.00149781-0.0567899j 0.0195435+0.0077304j 0.0345763+0.0162041j 0.00484157-0.000128779j -0.00314364+0.0149295j -0.000910158-0.0106064j 0.00697308+0.00398941j 0.0198884+0.00902337j -0.0130122-0.00597445j 0.00776624+0.010606j -0.0173689+0.00934248j -0.0157814-0.0059841j -0.0177448+0.0299882j -0.0073905+0.00404903j 0.0188815+0.0128822j 0.00267467-0.0158864j -0.00243203-0.0303225j 0.00211242-0.00379163j -0.0184079-0.00830588j 0.0199658+0.0602699j 0.0388303-0.0158877j 0.0429222-0.00547622j 0.00735126+0.0046011j -0.0164401-1.8006e-05j -0.00562621-0.0287622j 0.0171414-0.0227904j -0.0355102+0.0046912j -0.0213851+0.0179014j 0.0570548-0.0357161j -0.0159239-0.00797755j -0.0286345+0.0684146j 0.00144719-0.00528267j 0.0353543+0.0164291j 0.0557583+0.0071514j 0.0253706+0.0234203j 0.0376461+0.00658218j 0.00936703+0.0227064j -0.0340951+0.0638397j -0.0750291+0.0216316j 0.0272722-0.00103421j 0.00882553+0.00778066j -0.0143404-0.00302708j 0.0301617-0.0356359j -0.017248-0.026665j -0.00492413+0.0308778j 
0.00608556-0.0163949j -0.0148994+0.00248335j -0.00455914+0.00720024j 0.021893+0.00750487j -0.00313754+0.0216039j -0.0154712-0.0115884j 0.00857447+0.0064539j -0.0144035-0.0290194j -0.00351258+0.0152353j 0.0171863+0.00975506j -0.0175133+0.0124406j -0.00327027-0.00882537j -0.00535873+0.00657105j 0.00626177-0.00261947j -0.00270109-0.00979912j -0.000947823+0.0118051j -0.0180855+0.00681373j 0.00769321+0.00403256j -0.0019529-0.019633j 0.00711035+0.00659342j 0.0102034+0.0175659j 0.00630123-0.0177952j 0.0196684+0.00901702j 0.0176655+0.0101018j 0.00528148-0.000131144j 0.000247279+0.0122531j -0.00534853+0.014307j -0.00397107+0.00365274j 0.00694475-0.0104743j 0.0156725-2.91297e-05j -0.014621+0.0204944j 0.0065758-0.00743329j 0.0146229+0.0210987j 0.0126747-0.015333j 0.00575053-0.0090705j -0.0227695+0.0314264j 0.00366456+0.00163028j 0.0142161+0.00415353j -0.00483158+0.0174219j 0.00676755+0.0284544j 0.0126891-0.0103665j -0.000501123-0.0181989j 0.0135534+0.0465124j -0.0177941+0.00807113j -0.0222856-0.00433565j -0.01066+0.0223728j -0.024064+0.00150679j 0.00330415-0.0041165j 0.0180599+0.0264232j -0.00480851+0.000570228j 0.00986763-0.00661886j -0.0031491-0.00373774j -0.000544904+0.0117972j 0.0140946+0.0145816j 0.00386025+0.0242812j -0.0115482+0.00221863j -0.00170832-0.0017923j -0.0120448-0.0382708j -0.00258834-0.00643999j -0.00113422+0.00159353j 0.00884365-0.0298439j 0.000343758-0.029543j -0.00956104-0.039924j 0.00359229-0.0215536j 0.00400052-0.0150762j -0.00608867+0.00405176j 0.00306562-0.00517115j 0.0178687+0.008628j -0.00550585+0.0146245j 
0.0222495+0.0114694j 0.0127649-0.0412238j -0.00858012-0.00564531j 0.0147146+0.0123876j 0.00524014-0.00453936j -0.00245395-0.00785904j -0.00930247-0.00118598j -0.00974176+0.00749217j 0.0196099+0.000717243j 0.00382783+0.000559002j 0.0017777-0.00485202j -0.0121356+0.00239661j -0.00802488+0.00190543j 0.000997324-0.0139394j -0.0137976-0.00519542j 0.00210968+0.0140889j 0.00951142+0.0106635j 0.00829086+0.00992801j 0.00257931+0.00473126j -0.00328299-0.00483365j -0.0204138-0.0182672j 0.0149833+0.0104746j 0.0101261-0.0096034j -0.0230101-0.0252289j -0.0172066-0.0109569j 0.00490714-0.00204131j -0.00985126+0.000370492j -0.0128831+0.00554847j -0.00602296+0.0118703j -0.00547158-0.0141703j -0.00426231+0.012493j -0.00823391-0.00394509j -0.00247322-0.0037183j 0.00122763-0.0123342j -0.00157104-0.0120021j 0.0210274-0.00095736j -0.00336463-0.00727438j -0.00706336-0.0100102j -0.0106973+0.0041163j -0.000116835-0.00408643j 0.00696678+0.00582595j -0.0165216-0.00467799j -0.00267123+0.00182765j 0.0104407+0.00439461j 0.00856748-0.0168466j 0.00436897-0.00875897j 0.025499+0.0189142j 0.00440367+0.0131817j -0.00661577-0.00429902j -0.0182573-0.0027901j -0.0199563+0.0224558j -0.0111252+0.0120141j 0.0150979+0.000758297j 0.0145774+0.0330442j 0.00217058+0.0292567j -0.00329739+0.00423235j 0.00555502-0.0122293j 0.00990098+0.0156949j 0.017861+0.00371305j 0.012828-0.00847924j -0.0121162+0.0189611j 0.00107638+0.0330043j -0.0126694+0.0262316j -0.00392189+0.0215218j -0.0100102+0.0326798j -0.00776982+0.00391345j 0.0124655-0.0190729j -0.00857814-0.0306254j 0.0234454+0.0198692j 
0.00981653-0.00211329j -0.0163194+0.000572362j 0.0180023+0.0185169j -0.00504735-0.0213604j 0.00210938+0.0205662j -0.0256616+0.00205736j 0.0147321+0.00969888j -0.00566865-0.000199609j -0.00341752-0.0128143j 0.00285778-0.00931665j -0.0220597+0.0191731j -0.00311984+0.00324304j 0.00559929+0.0313454j 0.00163742+0.0127258j 0.00339536-0.02385j -0.0392065+0.0102429j 0.0189028+0.0148688j 0.00546327+0.00723031j 0.0105729+0.0129782j 0.00519953+0.0114577j 0.0147114-0.012753j 0.026811+0.0190953j -0.0162253-0.0115921j -0.00228866+0.00775911j 0.00309482-0.0220866j 0.00198277-0.00097305j 0.042728-0.000607607j 0.0086301+0.00915251j -0.00705936-0.0132922j 0.00419861-0.0051056j 0.0225889-0.000909681j 0.0159329+0.00431083j -0.00365375-0.0034835j -0.00359638+0.0247286j -0.0168445-0.0128757j -0.00949789-0.00241954j -0.000156597-0.00693139j -0.040051-0.0184494j 0.0221128+0.0310386j 0.0213972+0.00674134j 0.0119819+0.0114303j 0.0196392-0.00743163j -0.00182964-0.0355232j -0.0108739+0.00398728j 0.0164501+0.00576961j -0.0327068-0.00862569j 0.0474232-0.00851805j -0.00513109-0.00683353j -0.0203154-0.0223976j 0.0372787+0.00508543j 0.0147848-0.0136351j 0.0114509-0.0141883j -0.0193599-0.00294221j -0.00298823+0.0330457j -0.0211172+0.0589267j 0.0114959+0.0165782j -0.0274981+0.00747698j 0.0228091-0.00736013j -0.00352546-0.00608799j 0.000688416+0.0357623j 0.00916915+0.00802326j 0.028153+0.0748396j -0.0231872+0.0735283j -0.0127652+0.0207989j 0.0102617-0.0034446j 0.0183663+0.0030355j -0.0017727-0.0549216j -0.0175229-0.0142824j 0.00362184-0.00938831j 
0.00752399-0.00552579j -0.014281-0.0382703j 0.0368542+0.0152425j 0.0112169-0.0248427j -0.00739776+0.0176461j 0.00185343+0.00132964j -0.0158934-0.011075j 0.0176904+0.00785233j 0.0122605+0.0114535j -0.0113311-0.00967319j -0.00673024-0.00292057j 0.0222717+0.00671642j -0.00213699+0.0138064j -0.00576667+0.0140964j 0.0246573-0.0135317j -0.0398709+0.0149158j 0.019797+0.0202296j 0.0196042+0.0163561j 0.0236248+0.039223j 0.0117744-0.0183283j -0.0166024-0.0461768j 0.014339+0.0409148j -0.0186158-0.0275393j -0.0304648-0.0156064j -0.032825-0.00575266j -0.0182924-0.0104034j -0.00820229-0.0248928j 0.0205603+0.00632115j -0.00329624-0.0135282j -0.00483293-0.0186094j 0.0469953+0.00191932j 0.0322949-0.00594441j -0.0100098+0.000823642j 0.00360166-0.00533352j 0.000269146-0.0242805j 0.00935185+0.0147763j -0.0288307-0.0118954j -0.0216329-0.0328993j -0.0118508+0.00773073j 0.0145417-0.0362919j 0.0426481+0.0299281j 0.0766323+0.0106022j -0.0178597-0.0817697j -0.022626-0.0178895j 0.0448233+0.010333j -0.0400726-0.040744j 0.0688121+0.0197055j 0.0159372+0.0245046j -0.0590764-0.0240861j -0.00667011+0.0181949j -0.00294053+0.0123518j -0.00444298+0.0245594j -0.0117508+0.013187j -0.0115691+0.0668699j -0.0592324+0.0993919j -0.0283781+4.61816e-06j -0.0131863-0.00547015j 0.0406318+0.0218257j 0.028354-0.0199963j 0.00753424+0.039598j -0.00235868+0.0249079j 0.0335669+0.10238j -0.0426274+0.13368j -0.00446275+0.0404675j -0.00435665-0.00173358j 0.00958406+0.0209433j 0.00522086-0.0764287j -0.0342613-0.0415641j 0.0099533-0.014756j 
-0.070235+0.0457693j 0.00778505+0.0473407j -0.0107604-0.00972455j -0.0297423+0.00280233j 0.00618927+0.00719707j 0.00587138+0.0236061j -0.0091274+0.00681717j 0.0137659-0.0145758j -0.00767975+0.00706315j 0.0143194-0.00382664j -0.00606557-0.00866017j -0.0148769+0.00109424j 0.0237111+0.0249289j 0.0115135-0.0102607j -0.0026789+0.0126241j 0.0105728-0.00594436j -0.0165774-0.0161956j 0.00469286+0.0115176j 0.0109831-0.0329375j -0.0197541+0.0353009j 0.00479718+0.0114227j -0.000244964-0.0169173j -0.00953309+0.00974229j -0.00920965+0.00828713j 0.0282747-0.0113033j 0.000814876-0.0107088j 0.0633107-0.00734458j -0.0129109+0.0028741j 0.000610627-0.0019326j 0.0348781-0.00464401j 0.00488009-0.00919903j 0.013267+0.0219955j 0.0143208-0.0143906j 0.00957218+0.00777826j -0.0192311-0.00361218j -0.0235296-0.0141516j 0.00610951+0.00771719j -0.0186677+0.0154313j 0.0109973+0.0310189j -0.0263952+0.0269546j -0.0296109-0.0272246j 0.000997824+0.0215003j 0.00639331+0.0320955j 0.00183902+0.0243233j 0.014551-0.0391486j -0.00622137-0.00259766j -0.0122966-0.0153949j -0.00645997-0.0323224j 0.0290998+0.0280828j 0.0247999-0.000669476j 0.0066387-0.0424963j -0.00647003-0.0668902j 0.0107066+0.00576326j 0.00751288+0.00264615j 0.0108719-0.0292837j -0.00801525+0.0139089j -0.0208263+0.000143201j -0.00291728-0.0256585j -0.0376393-0.0134914j -0.0109297+0.00330993j 0.0146568+0.0101044j 0.00507301-0.0441193j -0.00379987-0.0418396j -0.00401675-0.0305788j 0.0260127+0.0126447j -0.00201317+0.0265573j -0.0239969+0.0552838j 0.0189761+0.0305207j -0.0366517-0.00997668j 
-0.0361109+0.0150984j 0.000561072+0.0429508j -0.010445-0.0209926j -0.00661462-0.00810786j -0.0180031+0.00888161j -0.0287908+0.0172148j 0.00979391+0.0097993j 0.00049671+0.000648548j -0.00968787-0.00747881j 0.019318-0.00573293j -0.000484883+0.00277284j -0.00978135+0.00121628j -0.00027629+0.0139575j -0.0154097-0.0145957j 0.00318733+0.0139121j -0.010063+0.00510317j 0.00113558-0.00925719j -0.0151548-0.0222975j 0.000728635-0.0355492j -0.00372062+0.00396603j -0.00345272+0.0353854j -0.0135189-0.0240459j 0.00978426+0.0319601j 0.000249328+0.0192287j 0.00862179-0.000274765j 0.0102324+0.00426075j -0.0172259-0.0101278j -0.0155725-0.0110422j 0.00395333+0.00906027j 0.0194063+0.0190891j 0.0157966-0.00337726j -0.0287435+0.00181237j 0.0137238+0.00271806j -0.00615475+0.0135104j 0.00940313+0.0119165j -0.00402442-0.0253932j -0.00182436+0.00213885j 0.0153663+0.0283133j -0.00609679+0.020635j -0.00701021+0.0192393j -0.0261202+0.00719195j -0.0309755+0.00964501j 0.0272107+0.0208339j -0.0116222-0.000824196j 0.0156397+0.00174655j 0.0415035+0.0131391j -0.00279306-0.00653642j 0.0111106-0.0381984j 0.00333811+0.0121773j 0.015684-0.0153683j -0.0226614-0.026658j -0.0183719-0.0431081j -0.00712669+0.0283613j 0.0137732-0.0782245j 0.0125897-0.0308271j 0.030441+0.0164231j 0.025086+0.0129375j 0.0301409-0.0780536j -0.011888-0.0179004j 0.00397289-0.0164651j 0.00382889-0.0127722j -0.0296094-0.0126401j -0.00781421-0.0507041j -0.0029205-0.0117151j 0.0171985-0.0637012j 0.0019511-0.00308308j -0.0162772+0.0465638j 0.0213409+0.0347918j -0.0264519-0.00154025j 
0.0553572-0.0437879j -0.00844751-0.0333519j -0.0185723+0.0067225j 0.0146996-0.0386902j 0.00198998-0.00610079j 0.00450478+0.00268352j -0.000887989-0.0121166j -0.0136241+0.00853825j 0.0064016+0.0028154j 0.00121963-0.000570457j 0.0097052-0.00643068j 0.00735799-0.00170907j -0.0438613+0.0274719j 0.00437665-0.00519358j 0.00400952+0.00561981j -0.004944+0.0110806j 0.0321976-0.014345j -0.0359356+0.0370464j -0.0266941+0.0154737j -0.0027671-0.0213557j -0.0112331-0.0153354j 0.0178824+0.00940523j 0.0176602-0.0204717j 0.0180796-0.000172337j -0.0193002+0.00431961j 0.00279698+0.016696j 0.00131672-0.0106975j -0.0079196+0.0120567j -0.00510711-0.0166252j 0.00975567-0.0187033j 0.0184689-0.00426214j 0.00724767-0.0168949j -0.0200697+0.0165077j -0.00139093-0.0172784j 0.0203418-0.0379681j 0.025528+0.00369117j -0.00249828-0.000978335j 0.00807769-0.00666904j 0.0193898-0.00757474j 0.0177101-0.013718j -0.000320062+0.0304901j 0.00630587-0.0180032j 0.00683311-0.0662065j -0.00149767-0.00986607j -0.000471465+0.0407463j 0.0239159-0.0182703j -0.00183511+0.017776j 7.38184e-05-0.0100373j -0.0188045-0.0137847j 0.0257154+0.0264905j -0.0306445+0.0312653j -0.0182136+0.0406225j 0.0141403-0.0215924j 0.0217435-0.00701222j -0.00764671+0.0549951j -0.0138993-0.0322473j 0.00743873+0.0135532j -0.000432921+0.0143241j 0.0386854-0.0185962j 0.023667+0.0212712j 0.0128207-0.0123612j -0.0019184+0.03624j -0.0104178+0.0488887j 0.00762658+0.0174981j -0.0121823+0.00179208j -0.0101892-0.00596814j 0.0102725-0.0363424j 0.0116315+0.00974981j 0.0306951+0.0130974j 
-0.0111103+0.0194447j -0.00067683-0.0138276j 0.0131912+0.00714757j -0.00209377-0.0142008j 0.00704246-0.00357209j -0.00502857+0.00516526j -0.00290728-0.0194798j -0.0032616+0.013837j -0.000744924-0.0174927j 0.0181807-0.00422612j 0.000651479+0.0072396j -0.00468565-9.60603e-05j -0.0110291+0.0127203j 0.0144278+0.00819397j 0.00547059+0.00799243j -0.0394793+0.00384848j 0.0106223+0.00724019j 0.00109843+0.00385367j 0.015507-0.00294809j 0.00115409+0.0194375j 0.00774781+0.028266j 0.0231119-0.00176742j 0.00201944-0.00255715j -0.00967555+0.000234259j -0.0154539-0.0253386j 0.0061997-0.0014141j 0.00438681+0.01135j 0.00800647-0.00722454j 0.0126872+0.0149631j 0.00565529-0.00128547j 0.00225137+0.0170048j 0.0177236+0.0234053j -0.0011389+0.0207044j 0.00202891-0.011233j 0.0302687+0.00910699j 0.0203995+0.0129087j -0.00101738+0.00363494j -0.0190202-0.00761017j -0.0124892+0.00402343j 0.0249008-0.00520728j -0.00481914-0.00233136j 0.000705527+0.0109321j 0.00558454-0.000979482j -0.00136358+0.00606268j 0.0291647-0.0102664j -0.0086483-0.0260738j 0.00328805+0.00727168j 0.0031244+0.0179247j -0.0130651-0.0149869j 0.00057549-0.0111934j 0.0234206-0.00917389j 0.0287802-0.0153438j -0.0265734-0.00771505j 0.00280215+0.0276531j -0.0118239+0.0370746j -0.00305153-0.00333049j -0.00476524-0.00650008j 0.00329556-0.014058j -0.0157115+0.00533724j -0.00718652+0.000457137j 0.0146099+0.024573j 0.020069+0.030232j -0.0417331+0.0298233j -0.000699309+0.00673278j 0.0233804+0.0135919j 0.0318363+0.00263354j 0.00226243-0.0143916j -0.0162094-0.0110581j 0.0152553+0.00442137j 
0.00520343-0.0130827j -0.0208238+0.00342402j 0.00414276+0.00310728j 0.000582381-0.00196025j 0.00100957+0.0174301j 0.00730271+0.00956357j 0.0118928+0.0120489j 0.0128044+0.0219708j 0.0113421+0.000474627j -0.0170644+0.00735197j -0.00366614+7.73186e-05j -0.00860019-0.0183141j -0.0153771+0.0134305j -0.0108373+0.00552847j -0.00121834+0.00254157j -0.0141455-0.000409556j 0.00128773+0.0144234j 0.00408438-0.0177705j -0.00250153-0.00196148j 0.0126322-0.0135411j -0.00900264-0.00318284j -0.00136089+0.00224349j 0.0144568+0.0124824j 0.00318537-0.00568812j 0.00135862-0.0171551j -0.0102189+0.0063372j 0.0141977-0.00208102j 0.0127978+0.000107004j -0.00624706+0.00340946j -0.0259776-0.0127438j -0.0181254-0.00412704j -0.00342233-0.00602081j -0.0133172+0.00578882j -0.00256903-0.00243761j -0.00678894+0.00754189j 0.0130829-0.013571j -0.0112788-0.00814337j -0.00116239-0.0123641j -0.0289627-0.0040563j -0.00272464-0.0121113j 0.00987965-0.0106611j 0.0107657-0.00143709j -0.00741421+0.00789567j -0.011268-0.0156482j -0.0305838-0.0310486j -0.000997455+0.0122282j 0.0113525+0.00665451j -0.0222437+0.00446786j 0.0190526-0.00963598j -0.0110175-0.0196045j -0.00777302+0.00225887j -0.0147373+0.0215739j -0.0346205+0.0444287j -0.00861226+0.0241888j 0.0025403+0.0186901j 0.00535025-0.00138808j -0.0164632+0.00427232j -0.00593632+0.00233462j 0.024585-0.00198645j 0.0125968+0.0167084j 0.00898739-0.00129614j 0.0073626+0.0223678j 0.00179432+0.0203452j -0.017542-0.00835892j -0.0510693-0.0151411j -0.039097-0.0129846j -0.00559147-0.00144249j -0.014599-0.00999321j 0.009208-0.000516124j 
0.000646304+0.0138312j 0.0268405-0.00978857j -0.0120875+0.00434487j -0.00532116+0.000400464j -0.00572415+0.00505819j -0.00564813+0.0125447j -0.00235693-0.00254734j -0.00152993+0.00552419j -0.00668721+0.0042447j -0.000459487-0.000574219j 0.00419107-0.0119488j -0.0122258-0.00850513j 0.0179041-0.0231759j -0.0294898-0.00785179j -0.0111478+0.010373j 0.0331738+0.0136176j 0.0031523-0.00336941j 0.0147795+0.00924582j 0.0110307+0.00564218j 0.00247194-0.00867672j 0.00446044-0.00109423j 0.00595858-0.0286299j 0.00481402-0.00553955j -0.00160338+0.00332256j 0.00744556+0.00939133j 0.00548289+0.00227081j 0.00257923-0.00151574j 0.0066065+0.0110388j -0.0035947+0.00605393j -0.01144+0.00182866j -0.00153636+0.00127462j 0.00487063-0.006808j 0.000269408+0.0021346j 0.000803693-0.0170287j -0.011676+0.00661853j -0.0158069+0.0102403j 0.00343204-0.010484j 0.0173116+0.0269651j 0.0214084+0.00114742j -0.0138628+0.0291499j -0.00436542+0.0266509j -0.0217283-0.0107776j -0.00193242+0.00455631j 0.0010154+0.01609j 0.0216708+0.023682j -0.00565694-0.0042031j 0.000977154-0.02155j 0.0196172-0.0186062j -0.0142285+0.0170226j 0.00621206+0.0100561j -0.00369505-0.0197887j 0.00315063-0.0185027j 0.032327-0.00801924j 0.0214861-0.0245348j -0.00319472-0.0102184j -0.0194442-0.00586029j -0.00772803-0.00227666j -0.0144072-0.00697446j -0.0170239-0.0134849j -0.0183227-0.0128588j -0.00840213+0.00358612j -0.0176459-0.0265916j 0.0125723-0.0342958j 0.0183805+0.00545817j 0.0175494+0.00765962j -0.00535943+0.00437142j 0.00634805+0.00776713j 0.0203185+0.0149687j -0.0123131-0.00404091j 
0.00709445-0.0265939j -0.0492587+0.0206823j -0.00100336+0.000314919j 0.0326626-0.0201428j -0.00351277+0.00335238j 0.0101346-0.00195916j 0.0274074+0.0176804j -0.00615469+0.0129007j -0.0118345-0.00073899j 0.0112253-0.0073101j 0.00216964+0.00234244j 0.0154008+0.00234292j -0.0229015+0.00886167j 0.0184173-0.0115066j -0.00363532+0.000132326j -0.0364729-0.000653409j 0.00340641-0.0178101j -0.0480827+0.00231309j 0.00498481-0.000291222j 0.0376144+0.0231595j 0.00433668-0.00323983j -0.0179495+0.022059j 0.0206637-0.00426745j -0.00970396-0.00320143j 0.00190355-0.0229942j -0.00512494-0.0251174j -0.00143472+0.0168674j -0.00665734-0.00321481j -0.00142279+0.0103904j 0.0106567+0.00692044j 0.0133872-0.000881048j 0.00983348+0.00216278j -0.0100823+0.0127115j 0.00813354+0.00178538j 0.0245558+0.000127911j -0.00146352-0.003604j 0.00704973-0.0137255j -0.00472208-0.0221896j 0.0117761-0.000428348j 0.0302886-0.013871j -0.010701-0.00515714j 0.0178694+0.000769298j 0.0166184-0.0138168j -0.00245602-0.0135219j -0.0038169+0.000963845j 0.00551259-0.0292152j -0.014277+0.0027678j -0.0156197+0.00450108j -0.00189969-0.0100803j 0.0305417-0.0127127j 0.0334271+0.0087913j 0.0184306+0.0146333j 0.0167119-0.0333065j -0.009576+0.00577546j -0.0162377+0.022589j 0.0352137-0.00323181j 0.00926318+0.00305536j 0.0263501+0.00293114j -0.00410106+0.00908761j 0.0107343+0.00666554j 0.0128871-0.0141841j 0.0138256+0.0288503j -0.0152442+0.027324j -0.00721624+0.00317206j 0.0314376+0.0231504j 0.0160727+0.00295534j 0.00989342-0.0288267j -0.0264392-0.0159955j 0.0252717+0.00309064j 
-0.0264542+0.0198148j 0.00994767-0.000129168j -0.001309+0.00668528j -0.0115468+0.00659199j 0.00613059-0.0086366j 0.0107239+0.00218459j -0.00773553+0.00325589j 0.00380596+0.00164456j 0.011503+0.00456493j -0.0133574+0.010949j -0.0224083+0.00611613j -0.00421196+0.0163291j -0.0127459-0.00434888j 0.0106039-0.0142057j -0.00797322-0.00483546j -0.0149281+0.00923675j 0.0121951-0.0107913j -0.0148207+0.00486097j 0.00072715+0.00794645j -0.00862485+0.0331777j 0.00469395+0.0209835j -0.000671275+0.00488751j -0.0138806+0.00967746j 0.00667617-0.0137011j -0.000536428-0.0051111j -0.00702265-0.0131757j -0.00257494+0.009707j 4.68138e-05-0.00334824j -0.000785359+0.0109994j 0.00696998+0.00376192j 0.00578938+0.0123699j -0.0106288-0.00995341j 0.00106735+0.00111603j -0.002781+0.00951002j 0.00360205+0.019182j 0.0245084-0.00170823j 0.0106241+0.00240329j -0.00624509-0.0114908j -0.00830119+0.00201527j 0.00450264+0.00209501j -0.00198668-0.0140093j 0.0120817+0.0256514j 0.0139704+0.00740466j 0.0166356-0.00773983j 0.0137129-0.000564155j -0.00442769-0.00728733j -0.0191753+0.00659775j 0.00928288+0.0109074j -0.00500783-0.00854398j -0.00759231-0.0116961j 0.0207922-0.0101072j 0.0243065-0.0109559j -0.00090238-0.015512j -0.012411-0.00138944j -0.000480046-0.0038912j 0.0144591-0.00527546j -0.00143256-0.0131423j 0.0111017+0.00450609j -0.0211528+0.00123129j -0.00827364-0.0012889j 0.00209811+0.0152497j 0.00396421-0.0021513j -0.0017687+0.00746901j 0.00314839+0.0104013j 0.0269814+0.0215154j 0.0313325+0.014526j 0.00572116+0.00178769j -0.00658039-0.00357155j -0.00445199-0.00573079j 
