0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
0.0171935+0.0184102j -0.0387692+0.121336j 0.0476264-0.0971827j -0.0974923+0.203561j 7.83961e-05+0.116253j -0.0123804-0.038599j -0.0166413-0.0713122j -0.0173178-0.279201j -0.0778172+0.0772335j -0.00739671+0.0601429j -0.0805853+0.212646j 0.109499+0.214344j -0.277472-0.323465j 0.0316937-0.120011j -0.0848171-0.0730802j 0.0575086-0.0755671j -0.000510973+0.118648j -0.0174075-0.0274445j 0.0488376+0.0069102j 0.00565272-0.0215091j 0.0189157+0.00823227j 0.0220773+0.0342961j -0.0112983-0.00596152j -0.00137593+0.00383751j -0.0134669-0.0117057j 0.0226852+0.0140522j -0.00178136+0.037776j 0.00769293+0.00915544j -0.0235158-0.0169612j -0.0108514-0.00168133j -0.0232996+0.000877333j -0.0117685-0.00478261j 0.0121993+0.00663895j -0.00417473+0.0121478j 0.0274426-0.00711238j 0.00343425-0.00419893j 0.000346189+0.00187342j 0.00190432-0.00126853j 0.0274827+0.00223954j -0.00331774+0.0205647j 0.00780682-0.0321534j -0.00408726-0.0141853j 0.0115957+0.0166419j 0.0020007-0.0130216j 0.00708978-0.00791163j 0.00808282-0.0136541j -0.00632319-0.0154234j 0.00210252-0.011889j 0.0174813+0.00393646j 0.00257888+0.0141026j 0.00373943-0.00727551j -0.00977458-0.00380614j 0.0110877-0.00611772j 0.00213654-0.00479866j 0.00439048+0.00230328j -0.00443279+0.00434382j 0.00716583+0.00262035j -0.00209653-0.0133249j -0.0114431-0.00949733j -0.00640413-0.00321399j -0.0176828-0.00480802j 0.00512069+0.00634452j -0.000916276-0.00702516j -0.000198345+0.0118276j -0.022768+0.00369062j 0.00684721+0.00576528j 0.00638296-0.00798884j 0.019358+0.000854948j -0.0112139-0.000391974j 0.0126651-0.0206256j 0.0031356+0.00315786j -0.0219351+0.0158754j 0.00876579+0.0225751j -0.0100324-0.0159001j -0.00487942-0.0209399j -0.00665335-0.0121875j 0.00893156+0.036225j -0.000896254+0.00151234j -0.00872057+0.0237744j -0.00263104-0.00350996j 0.0138672-0.00454649j 0.00562808-0.0227157j 0.0099766+0.00252214j -0.0123779-0.0039678j -0.00381424-0.00086993j -0.01318+0.0161932j -0.00388846+0.0178901j -0.0182845-0.0115894j 0.00492967-0.0047322j 0.0156989-0.0234975j -0.013864-0.0180767j -0.000542597-0.0164865j 0.0175212+0.000761873j 0.00882176+0.038706j -0.015153-0.0145849j 0.0206095-0.0283275j 0.0168284+0.0339898j 
0.0150213-0.0262179j 0.0386642-0.0215991j -0.0512906-0.00759328j 0.0260039-0.104616j -0.106885+0.241415j 0.277189-0.0598651j 0.0984865-0.0516143j 0.266488+0.20083j -0.0176254-0.0637068j -0.00831779-0.250012j -0.197507-0.074303j 0.088336+0.175087j -0.000874529-0.0864725j -0.189177-0.0229991j -0.00171067+0.0850225j -0.0421588-0.0056898j 0.0444428-0.0196467j -3.00591e-05+0.0135476j -0.0338523+0.000514855j -0.0079051+0.00805663j 0.0234876-0.0242798j -0.0368278+0.00431486j 0.0483865-0.0156644j 0.0144497+0.0400621j 0.00382754-0.0301043j -0.015991+0.0115007j -0.0243467+0.000300072j 0.00988962+0.041176j -0.00914347-0.0187263j 0.0186471-0.0225316j -0.00397453-0.00591395j 0.0148128-0.0299733j -0.0154278+0.00568721j -0.00180123-0.0127795j -0.00710242+0.0137476j 0.00524998-0.0110581j 0.0025922+0.00675243j 0.00201274+0.00454007j -0.0129622-0.00886382j 0.00104972-0.00261581j 0.00219225+0.0129187j 0.00356945+0.00660206j -0.0040278+0.00824892j -0.00338992-0.00121281j -0.00980118+0.00452613j -0.0103683+0.00347611j 0.014283+0.0123404j -0.00811095+0.0022893j 0.000689832-0.00256112j -0.00541464-0.0159217j -0.00120945-0.00463119j 0.00314479+0.00339219j -3.34162e-05-0.0167072j -0.00514101-0.00339157j -0.0113186+0.00938737j -0.00731138-0.0248607j -0.00213797+0.000355184j 0.0328402+0.0105974j -0.000764273-0.00249824j 0.00578866-0.00696186j 0.0147605-0.00443725j -0.00571683-0.00401254j 0.00278627-0.0128477j -0.00709014-0.00811335j 0.0108143+0.00555585j -0.00304817-0.00298088j 0.00282041+0.0200719j 0.0246717+0.00927755j 0.0122082+0.00631298j 0.0047285-0.00305245j 0.00362707+0.0124314j -0.025693+0.0135457j 0.00832952+0.00289841j -0.00167207+0.0114115j -0.0010427-0.000372543j 0.00940015-0.0051136j -0.0360005-0.0123527j 9.20544e-05+0.0130521j 0.00112434+0.00929256j -0.00683322-0.010846j 0.00921578+0.0104809j 0.000442259+0.00916909j -0.00140033+0.000941788j 0.00132258+0.00141176j 0.00563642-0.000366941j 0.0193919+0.00909511j -0.0243473-0.0252927j 0.031292-0.00973476j 0.0207965-0.0121562j -0.0033688+0.000125185j 0.000709543+0.00253564j 0.00515578+0.0176855j -0.0167258+0.00340624j -0.0451614-0.0423285j 0.00656352-0.0374063j -0.0157186-0.00691028j 0.00852263-0.0173061j 
0.000514947-0.0331604j 0.0535598+0.0493742j -0.114521+0.110085j -0.132609-0.0111901j -0.341533-0.035016j 0.0807157+0.16573j 0.0289824-0.0327101j -0.0705623-0.0629241j -0.281025+0.0592821j 0.209105+0.0245558j 0.190107+0.0947728j 0.308558-0.0368491j 0.294653+0.033335j -0.101871+0.0160873j 0.0614078+0.152175j 0.00113754-0.0628139j 0.0123989+0.0461484j -0.0608657+0.051405j 0.035939-0.0071816j 0.0306224-0.0124929j 0.0586507+0.0210561j -0.0132345-0.00315102j -0.0164549+0.0112609j 0.0117054-0.0233306j 0.0483319-0.020705j -0.0157705+0.0224269j 0.016911-0.00335885j -0.0098264+0.0193254j -0.0255804-0.00349047j 0.0213619+0.010423j 0.00362427-0.000541262j -0.00362681+0.026113j -0.00148336-0.0257019j 0.0219941+0.0029393j -0.0127831-0.00554942j -0.00851198+0.0103566j -0.00605247+0.0190531j 0.00070871+0.0145166j -0.00202259-0.000151989j 0.0119435+0.00873312j -0.00500473-0.0155714j -0.00217939+0.00990823j -0.00644588-0.00502723j 0.000739389+0.000253565j -0.0155715+0.00871062j 0.0103717-0.00471784j 0.0195927-0.00165686j -0.00512784+0.0184237j -0.00015069+0.00908227j -0.023693-0.000662665j -0.00299225+0.000607615j -0.0200624+0.000869814j 0.00719297+0.00126108j 0.00449101+0.0176507j -0.00710201+0.000408538j 0.00854624-0.0179174j -0.00968123-0.010028j 0.00905614+0.00454032j 0.019117-0.00254645j -0.00315916+0.00912871j 0.00591541-0.0170411j -0.00919607-0.0113403j -0.0198104+0.0141891j 0.0039426-0.0250652j 0.00213187-0.00851366j -0.0209318-0.0256929j 0.0069445+0.00172364j 0.0115322-0.00772135j -0.0227683+0.00147738j -0.0162942+0.00289065j -0.00847179+0.016389j 0.00542328+0.00719335j -0.0260938-0.0114183j 0.0225665+0.00557998j 0.000492534-0.00683871j 0.00136436-0.00277724j -0.014717+0.00313379j -0.0071554-0.000720564j -0.00160412-0.0143668j 0.00934695+0.00686892j -0.00348396+0.011593j -0.00462852-0.00625441j 0.00360376+0.0073919j 0.00426349+0.0142654j 0.0168688-0.000369654j -0.00120477+0.00628684j 0.0193166+0.00483922j 0.0345652+0.0188509j -0.00744755+0.0119204j 0.00759393+0.0117521j 0.00103484-0.00467037j 0.0127394-0.00600395j 0.00410653+0.012414j 0.0227381-0.0318125j 0.023676+0.019797j -0.00898959-0.00166076j -0.00298418-0.0100628j 
-0.0746246+0.0215578j -0.0370309-0.0633259j -0.103292+0.0632289j -0.0896067+0.0455906j 0.276107-0.0435362j -0.0280003+0.0603411j 0.0139309-0.247602j -0.0922927+0.131103j 0.0717324-0.254774j 0.134877-0.0919096j -0.204213+0.183813j 0.126307+0.0301627j 0.0110899+0.127738j 0.0772551+0.0813589j 0.00441031-0.081231j -0.00407247+0.0764776j -0.0955302-0.0350879j -0.0437472+0.00839639j 0.0323725+0.00542096j -0.0125993-0.0263495j -0.0451332-0.00199368j 0.00545748+0.0100143j -0.0304627-0.00850417j 0.0161723+0.0387644j 0.0319021+0.0215467j 0.000619285+0.02767j 0.00251517+0.0307377j 0.00184325+0.0294598j -0.00543476-0.00980472j 0.0278051-0.0226491j -0.00596386+0.0255259j -0.0160233-0.0120532j 0.0117236-0.00573373j 0.00868458+0.0186162j 0.00426155-0.0129768j -0.0135749+0.00286916j -0.00918403-0.00170155j 0.000243481-0.00979991j 0.0095688+0.0105848j -0.014396-0.00212787j -0.00105665+0.00803957j 0.000334265-0.000435073j -0.000697728-0.0136002j -0.00193304-0.0041559j 0.00826858-0.00203636j 0.00285126-0.00365857j -0.00168847-0.00841125j -0.00561569-0.00499852j -0.00407638+0.00855045j -0.000648671+0.00375872j 0.00959388+0.00132425j 0.0129587+0.00844455j -0.010181+0.0120553j -0.0182219+0.00741442j 0.000501895-0.00151151j -0.0169187+0.00203183j 0.00871185-0.00765636j 6.40438e-05+0.0117776j -0.0131556-0.00112041j -0.00376566+0.0303393j -0.0229323+0.00297056j -0.0179141+0.00029892j 0.0190913+0.00949437j -0.00678465-0.0103874j 0.00412962-0.0056207j -0.00338893-0.00194003j 0.0232309-0.0031762j 0.0126209-0.0182313j 0.00466355-0.0121796j -0.00410104+0.0014458j -0.00537472-0.0110239j 0.00510694+0.00302722j 0.00330738-0.0147191j 0.00456184-0.00402845j -0.000914175+0.00669396j 0.00689914-0.000976959j -0.00132964-0.00497538j 0.0083871-0.00282359j 0.00478711-0.00672044j 0.00072545+0.0173868j -0.00321652-0.00427812j 0.00140978+0.000386814j -0.00755044+0.00492913j 0.0111018+0.00266462j 0.00419473+0.00628824j -0.014039-0.0127668j 0.0205231+0.0213281j -0.0174591+0.00542085j -0.0175454+0.00742899j -0.00527186+0.00809395j 0.00255868-0.00240825j 0.000234011-0.0023516j 0.000733245+0.00168941j 0.032827+0.0277515j 1.88823e-05+0.0355814j 0.0148857+0.0195828j -0.0222723+0.0109102j 
-0.0273754-0.0921481j 0.0543843-0.162193j -0.297169-0.0577737j 0.0545642-0.136507j -0.156514-0.0376374j 0.0058834+0.115533j 0.10003+0.0630959j 0.142785-0.180855j 0.0260841+0.0400284j -0.202178+0.0268103j -0.0253352-0.0373334j -0.133171-0.0551796j -0.12789-0.0665743j -0.0964197+0.111096j -0.112246-0.204942j -0.0630217+0.0855285j 0.00548752-0.183992j -0.0971436-0.0189403j -0.00316477+0.0560975j 0.00504601-0.0680325j 0.0412305+0.00796997j -0.0425602+0.00119137j 0.0407082-0.0179347j 0.0347004-0.0428034j -0.00941415+0.0146462j -0.0276078+0.00682319j 0.000532293+0.0046606j 0.0238365+0.0132269j -0.0014492-0.0186436j 0.0135918+0.00414938j -0.0107998-0.0218653j 0.0123888+0.00130408j 0.00419931+0.00913053j -0.0184856-0.00503377j 0.00756094-0.00116436j -0.0248722-0.0128232j -0.000252745-0.0102135j 3.26534e-05-0.0303907j -0.00661752+0.0114449j -0.013858-0.0433997j -0.010592+0.0314974j -0.00967393+0.000427517j -0.00156644-0.0044438j -0.00100635+0.000736906j -0.00494799-0.00755195j -0.0122738-0.012951j 0.0109819+0.00926614j -0.0111526-0.0119229j -0.0275603+0.00136198j 0.0067785-0.00569954j 0.00874492+0.0154123j 0.00636422+0.0102474j 0.0116618-0.00141535j -0.00606293-0.0172964j -0.0102085+0.0166211j 0.0192726-0.00594529j 0.0164051+0.00185382j 0.0128712+0.0125759j 0.0198917-0.000623226j 0.0117829+0.0128091j 0.0134779+0.0236938j 0.024853+0.00953126j 0.023121-0.0080335j -0.0233552-0.00811662j -0.00569885-0.00422516j -0.00740619+0.0305842j -0.0165515-0.00123094j -0.00883577+0.00242968j 0.0104207+0.0206811j 0.0121822+0.011826j 0.00661224+0.00425595j 0.0128462+0.00863465j 0.00856918-0.0124773j -0.00973633+0.0113377j 0.0121712-0.0112693j 0.0101865+0.000735285j -0.00905123-0.00406697j -0.00356027+0.00832979j 0.00503063+0.0130077j -0.00743356-0.00602601j -0.00637881-0.00751574j 0.000816569-0.010951j -0.00140986-0.0043976j 0.0100621+0.0032599j 0.00464347+0.00633125j -0.0172007-0.021709j -0.00730315+0.011074j -0.0151623-0.0264705j 0.00286181-0.0104513j 0.00474694-0.00826434j 0.019472+0.0201781j -0.00609624+0.00947062j -0.012686-0.007356j -0.0106498+0.0149163j -0.0384605-0.00126893j 0.0169125+0.00895279j -0.0108815-0.00106033j 
0.0173227+0.0997122j -0.011863+0.0218771j -0.0205572+0.0727629j 0.192445-0.0702291j 0.0843916-0.133642j -0.233534-0.253304j -0.172688+0.182704j 0.149891-0.0324819j -0.0591349-0.0164558j -0.175614-0.129738j -0.00902372+0.102928j 0.0245309-0.108535j -0.0715672-0.00870082j -0.00430964-0.00882942j 0.0959826+0.0841709j 0.038294+0.0389894j -0.0202411+0.115186j -0.0216715+0.0289173j -0.0567338+0.00353006j 0.0282717+0.043059j -0.0410045+0.0100113j 0.0422818-0.013206j -0.0258608+0.0028507j 0.0651161-0.0204314j 0.00534924-0.0160345j 0.0189436+0.0143541j -0.00860747-0.00814895j 0.0128554+0.0471527j -0.032178+0.00392084j 0.0099961+0.013779j 0.00519438+0.0203032j -0.0028822+0.00877052j -0.00204179+0.00920031j 0.013963+0.00236913j 0.00219808-0.00153432j 0.00666344-0.0024847j -0.00987056+0.0143951j 0.000436959+0.00983573j -0.00170973-0.0152752j 0.0126073+0.0332528j 0.0160845+0.000948226j -0.00561553+0.00906132j -0.00583619+0.00991277j -0.00458754-0.0116534j -0.00358847+0.00620547j -0.000441054+0.00600303j -0.00135829-0.000355074j -0.0122587+0.0197459j 0.00189984-0.000951946j 0.00567589-0.00980084j -0.0125691-0.00420315j -0.0103025-0.00653564j -0.013828-0.00377784j 0.00429103+0.00438687j 0.0090561-0.000395137j -0.00234245+0.017666j -0.00398567-0.00106888j 0.00350987-0.00198798j -0.00329385+0.0131228j 0.00903492-0.0177856j 0.0072723+0.0150415j 0.0128775+0.0105846j -0.0154954-0.0172792j -0.00922149+0.0130257j 0.00276305+0.0134299j 0.00514528-0.0101953j -0.00599597-0.017842j -0.00372976-0.0215716j 0.00613125-0.00528854j -0.010847-0.00848673j 0.00398464+0.00129794j -0.00971812+0.0081297j -0.0120259-0.0149707j 0.00668693-0.000788415j -0.00559482-0.0045082j -0.00908116+0.00330639j -0.00435839+0.00579472j -0.000824762+0.000646884j -0.00885303-0.00414394j 0.00630889+0.00491567j 0.00532691+0.0104061j -0.000595523+0.00895618j 0.00453756+0.00286378j -0.00838668+0.00322835j 0.00501704-0.00589927j 0.00417872+0.00794069j 0.00711833-0.021395j 0.0266933+0.0184561j 0.00640682+0.0102296j -0.00605551+0.0149224j -0.00894927-0.024686j 0.0121022+0.00309338j -0.00294619+0.0110098j -0.00259129-0.0247127j 0.052432+0.00261527j -0.00958702-0.00450032j 0.00631022-0.0104836j 
-0.0583266-0.217997j 0.159649-0.0256483j 0.114189+0.0052087j -0.0886362+0.19786j 0.0788996-0.266823j 0.213868-0.182654j -0.248381-0.0933192j 0.220262-0.0426786j -0.0487917-0.0253143j -0.0146226+0.177359j 0.109634-0.0401517j -0.0748701+0.121943j 0.0535651-0.0220345j -0.00850458+0.0697128j -0.0216483+0.0164992j -0.15107-0.0806888j 0.0363291-0.201991j 0.0480584-0.023906j 0.0346329-0.0587912j -0.0388744+0.0526874j 0.0349995+0.0338114j -0.00967784+0.00592072j -0.00898915-0.0213132j 0.0460418+0.00449555j 0.00280383+0.0269243j 0.0105057+0.0121223j 0.0283413-0.00289869j -0.00724893-0.000988211j 0.0143485+0.0114589j -0.0173021-0.00568266j -0.014241-0.0241584j 0.00450717-0.00793235j 0.00575474-0.00903374j -0.0105461-0.00930729j -0.0146988+0.00660676j 0.00434871+0.0125811j 0.0113608-0.0190267j 0.0130564-0.00534687j 0.00532192+0.0268259j -0.00888497-0.0427745j -0.040161-0.00595175j 0.00179448-0.00134041j 0.00695395-0.0110822j 0.00941311+0.0118273j 0.00956591-0.00758257j 0.006653-0.0140566j -0.00639797-0.00761925j 0.012627-0.00902669j -0.00303641+0.000818577j -0.0115285+0.00874963j 0.00592311-0.013056j 0.00470456-0.0257492j 0.0221577+0.010367j 0.010714+0.0170541j 0.00755582-0.00693505j -0.0102213+0.0268943j -0.00188073-0.005539j -0.00592757-0.0237577j -0.00820309+0.0311875j 0.00411084-0.00969238j -2.51815e-05+0.00162593j -0.0133476+0.00558366j 0.00358782-0.0148835j 0.0139507+0.00368259j 0.0092274-0.00739582j 0.00973528+0.00533312j 0.00436384+0.0126071j -0.00657199+0.000331466j 0.00493937-0.00454722j 0.0136941+0.00816363j 0.00100843-0.00431165j -0.00866139+0.0119493j 0.00931404+0.00359476j -0.0124229-0.000410961j -0.00259804+0.000200029j 0.00450526+0.00211198j 0.00630967-0.00113725j -0.00194993+0.00190477j 0.0190474+0.00966884j 0.00195897-0.00479358j 0.000119331-0.00802329j -0.00384041-0.00182852j -0.00896647-0.00849906j 0.00524919-0.00421679j -0.00351667+0.00887004j -0.00645285-0.00188043j 0.00396578+0.0176929j -0.0177839+0.000576873j -0.00631728-0.0134466j -0.00912146-0.00299992j 0.0089644+0.0147066j -0.0162966-0.00689749j 0.00911661-0.0158316j 0.0120832+0.0161122j -0.0292128+0.0102434j -0.00811577+0.00830762j -0.00571971-0.00484696j 
0.021559+0.0161446j -0.0265383-0.0912875j 0.140751-0.121911j -0.0329846+0.194563j 0.07317+0.068111j -0.0799467+0.226782j 0.198947-0.134113j 0.111399-0.0697462j -0.00057385+0.0681148j -0.185327-0.0441367j 0.0467943+0.0711387j 0.122465-0.0468556j 0.099644-0.0382841j -0.156572-0.0944266j -0.0789727-0.0686502j 0.0221383+0.0688401j 0.0063362-0.0167152j 0.0950973-0.0297726j -0.0457395-0.0564549j 0.0575396-0.0376939j -0.0660189+0.0273355j -0.0277177+0.0193461j -0.0105218-0.034698j -0.000964953-0.00944737j -0.0144547-0.00421216j -0.00135198+0.00863454j -0.0390616-0.00646723j 0.00134455+0.0061415j -0.0174201+0.0224668j 0.00650233+0.00315636j 0.0186564+0.00512996j 0.0077519+0.00320365j 0.00475862+0.00693561j 0.00459302-0.0234082j 0.00269622+0.00342476j -0.0107353-0.0120264j 0.00883747-0.000192185j -0.0136651-0.0115802j -0.011683-0.0117572j -0.0125592-0.0154924j 0.0130062+0.0334766j 0.0298786-0.0163286j -0.0106791-0.0137407j -0.00735141+0.00217582j -0.0120743+0.00912479j -0.0256988+0.0109889j 0.00812809+0.0280091j -0.0177393-0.0203783j -0.00852928-0.0290596j 0.000516327+0.0194569j -0.0142865+0.00369358j 0.0333004+0.00107896j -0.0275539-0.0124169j -0.0174797+0.0119054j -0.0220874+0.0029383j 0.0181914-0.00798498j 0.00194492+0.0166009j -0.00140259+0.0103562j 0.0177047-0.0211881j -0.00702345+0.00472842j 0.0033187+0.0032929j 0.0046337+0.0214634j 0.0106428+0.0234099j -0.00242169+0.0143198j -0.00656728-0.0124725j -0.00409935-0.00433704j -0.00259219-0.00318917j -0.00211683+0.00802637j -0.00745437-0.0320471j 0.000771621-0.0156765j 0.00399909+0.00664027j 0.0031104-0.00507694j 0.00439603+0.00398128j -0.0144317+0.00299279j -0.00172506+0.00812342j -0.000860354-0.000937206j -0.012654-0.0141281j -0.00909796+0.00702626j -0.000835538-0.00345604j -0.00820136-0.00414095j -0.000228921+0.00872828j 0.00386637+0.0125646j -0.0149269-0.000108621j 0.0040199-0.0137776j -0.00082107-0.0096926j 0.00858404-0.0149253j -0.030693-0.00909846j 0.00631196-0.0255314j 0.0103264-0.015198j 0.00548193+0.000961479j 0.00242928+0.0198866j -0.00298227+0.0175967j -0.0224268-0.00425131j -0.0316594-0.00976798j -0.0391533-0.0357469j 0.00747035-0.00525885j -0.00106533-0.00663252j 
0.180204-0.0677063j 0.120721+0.204478j -0.322518-0.0175507j 0.0551755-0.095317j 0.160201+0.209666j -0.0190936-0.306171j 0.0933091-0.0152352j -0.00942259+0.0141291j -0.0456567+0.183859j 0.0700512+0.0877235j -0.0185266-0.0136679j 0.107204-0.122918j 0.0414169+0.00669726j -0.0566675-0.0106715j -0.0231997+0.0451753j -0.0489353-0.215118j 0.220154-0.0185217j -0.0852711+0.0106933j -0.00116437-0.0108419j 0.0402712+0.0224369j -0.00425561-0.0428204j 0.0387475+0.0255898j -0.00963424-0.0387322j 0.00617946+0.00774765j -0.00283958+0.0231702j -0.0301702-0.00254933j 0.0199351+0.00140874j -0.00118961-0.0196215j 0.00735245+0.00843809j -0.000386141+0.00673715j 0.0129487+0.0101479j 0.00179944-0.00240771j -0.010203-0.012364j 0.00734446-0.0248636j -0.0252659-0.0124863j -0.017714+0.0131772j 0.00927365+0.00537194j 0.018046+0.0231997j -0.0247968+0.0122037j 0.0359661-0.0092465j -0.0212005-0.0262338j -0.0149714-0.0014101j -0.00942954-0.0124042j -0.00201286+0.00715579j -0.00761313+0.00601197j 0.00786277+0.0160544j 0.0263019-0.00586976j -0.020067+0.00347319j -0.0114029+0.00419093j 0.000921941+0.0127506j -0.00964554-0.0132774j 0.00345331-0.00195339j -0.0213729-0.0322954j 0.0110372+0.0119646j 0.00517948-0.00250918j -3.08451e-05+0.00169862j -0.00702955-0.0117372j -0.0165663+0.000104594j 0.00965456+0.00115659j 0.0156291-0.00738108j -0.00177307+0.0016742j -0.0132265+0.0199123j -0.00746378-0.0144879j -0.0124419-0.0136221j 0.0032715-0.00762584j 0.0123702-0.0201103j 0.0144404-0.0013349j 0.00473232+0.00776978j 0.00181774+0.00454311j 0.0127419+0.0131325j -0.0130815+7.87455e-05j -0.0047133-0.0018279j 0.000127439+0.00895738j -0.00322939-0.00223496j 0.00573007+0.00055926j -0.00317893+0.00586755j 0.00462328+0.00240449j -0.00851882+0.00236517j 0.00908366+0.000477542j -0.00413292+0.00319336j -0.00671077+0.000859423j -0.0114864+0.00300509j -0.00540969-0.00545235j 0.00704406-0.00329693j 0.0102107+0.012894j -0.0122057-0.00862036j 0.00719002+0.00615996j 0.0125669+0.0230918j -0.00373931-0.00130708j -0.0062855+0.00885454j 0.0132008+0.0059525j 0.00117427-0.00694744j 0.00736699-0.0011048j 0.0244584-0.00269443j 0.00330792+0.0112673j -0.00733177+0.00600255j 0.00449567-0.0145706j 
0.112667+0.120327j 0.0243201+0.0201405j 0.0464936+0.111791j -0.0829125+0.257895j 0.121114-0.087678j -0.262642-0.038383j 0.00352036-0.00704414j -0.0375243+0.133963j 0.0425733-0.0188822j 0.102765+0.0255169j 0.0438984-0.0377727j 0.0365059-0.0179012j 0.0716768-0.00261834j -0.24103-0.131895j 0.0230914-0.0124993j 0.037404+0.0569775j 0.0470321+0.113536j -0.0443583+0.0732816j 0.0292588-0.0960653j 0.0312851-0.00908727j -0.00704683+0.0238978j 0.0135263-0.0263849j 0.0106626+0.00443409j 0.00958761+0.00568985j 0.0160479-0.000904652j -0.0259505-0.00809451j 0.00829613-0.0086064j 0.00731614-0.00338986j -0.017843-0.00698192j -0.00114314+0.000345716j 0.00914169-0.00130711j -0.00521213+0.000757741j -0.0205964+0.00318576j 0.00126462-0.0147593j -0.00853074+0.0237218j 0.0146737-0.0017775j 0.0278684+0.0130414j 0.0194587-0.0188507j 0.0056464-0.022029j 0.0200512+0.0590688j 0.0501255+0.0130058j -0.00748602-0.00519853j 0.0142545+0.00699007j -0.0161207-0.0395869j -0.0108615+0.00115099j 0.0051728-0.0378718j 0.0122986-0.0109015j -0.0234763-0.00378641j 0.0345076-0.00949116j -0.00162108-0.0196677j -0.0169933-0.00903147j -0.011826-0.0120551j -0.018216-0.0205054j -0.0102912+0.000935j 0.00563437-0.0153931j 0.0121281+0.0229887j 0.0134613+0.0124432j -0.0131204-0.0036463j 0.0076554+0.00447359j -0.0172989+0.0121819j -0.00806904-0.0153052j 0.00084474-0.021993j -0.000121409-0.0188852j 0.0072231-0.0138899j -0.0036551+0.00856446j 0.00184737+0.00550206j 0.00719178+0.00542607j -0.0133874-0.0152313j 0.00830088+0.0107573j -0.00424415-0.00773546j 0.00761757+0.00937566j -0.000108711+0.00432715j -0.00814103-0.000224241j 0.00637676-0.00567784j -0.00140584-0.000350001j 0.00309499-0.00460315j 0.00100183+0.0136634j -3.20363e-05-0.000808125j -0.0130601+0.000878725j 0.00379067-0.00535498j 0.00339283+0.00758086j -0.000725002+4.90178e-05j 0.0070475+0.0127532j -0.0145885+0.000776923j 0.000926676-0.0118652j 0.025645+0.0218891j -0.0186825-0.0261237j 0.0219453-0.0076589j 0.015275+0.00206029j 0.00798988-0.00163739j -0.017207-0.0315648j 0.0125244+0.00477696j 0.000506506+0.0062286j -0.0366887-0.0181705j 0.0186-0.0384817j 0.00673747-0.0260271j 0.0306044-0.00512915j 
