-0.00415405-0.0363862j -0.028178+0.0630554j -0.0456996-0.0114535j -0.0425538-0.0315598j 0.000221831+0.00521702j 0.00353772-0.0139494j -0.0323166-0.0834835j -0.0157015-0.0237212j -0.00338192-0.0373644j -0.00937345+0.00996658j 0.000286993+0.0303313j 0.0161363-0.0194493j 0.00505018+0.0291389j 0.0209312+0.021823j 0.0352877-0.0468505j -0.0150359-0.0052763j -0.00715075+0.049108j 0.0244165+0.031973j 0.0303642-0.0112441j -0.003007-0.00566916j 0.0022861+0.00176892j -0.0227655-0.0126336j -0.0161782-0.0127988j -0.0274677-0.00744089j 0.0178392-0.0328172j 0.00340664+0.0302931j -0.0149708+0.00295683j 0.0205191-0.0133924j -0.00149377-0.0167557j -0.0109713-0.0178441j -0.00116637-0.0180278j -0.00859549-0.0215007j 0.00841308-0.00371889j -0.00942781-0.0113869j -0.0226144-0.018863j -0.0235827-0.00839814j -0.00521262+0.00738412j -0.0105582+0.0279769j -0.0150056+0.0101461j 0.00104976+0.0101241j 0.023196+0.0103186j 0.00818999-0.0205375j 0.00441199-0.00792663j 0.0128391-0.0392483j 0.033957+0.00254148j -0.00532408+0.0155207j -0.0095896-0.00311324j -0.00923285-0.0099314j 0.0101058+0.0356204j -0.00643392-0.00791095j -0.0121145-0.0275898j 0.0106139-0.00977208j 0.00386514+0.0132547j -0.00730762-0.0148074j 0.0192663+0.0305188j 0.0397524+0.0285278j -0.00991892+0.0229486j 0.0218294+0.0246283j 0.0164968-0.0144855j -0.00662329+0.0234133j -0.027724+0.031714j 0.0146911+0.0213096j -0.0313732+0.0497053j 0.0083621-0.0101623j -0.0347685+0.0126294j -0.0103065-0.000693641j 0.0219278+0.00824117j 0.0183993-0.00261283j -0.0425795-0.0527278j -0.0261021-0.0650922j -0.00850051+0.0306596j -0.0813813+0.0934491j -0.027655+0.113725j -0.108012-0.0588415j 0.0701304-0.0484695j 0.0703597-0.00554371j -0.0231803+0.0278809j -0.0135056+0.061109j 0.0205726+0.00287785j -0.0148893-0.0666484j 0.0135129+0.0383085j 0.0513971-0.0630891j 0.0620547-0.0629599j 0.0674463-0.00592866j 0.00794502+0.0811484j 0.01174-0.0460294j -0.00195126-0.0137829j 0.138402-0.0296319j -0.0395749+0.115147j 0.124529-0.0341013j 0.107691-0.231035j -0.19921+0.135786j 
-0.00401062-0.0075923j -0.00114974-0.0258785j -0.0202297-0.0201971j -0.0009067+0.00794819j 0.0013522+0.00161178j -0.0385964-0.0152747j -0.0283615-0.0220909j -0.0245616-0.0493631j -0.0357156-0.0348507j -0.082627+0.0113667j 0.00647215+0.0728952j -0.035845-0.000793132j 0.00650625+0.0279162j -0.028807+0.0156797j 0.0326608+0.0182659j -0.0258414-0.0430798j -0.00214295+0.0136968j -0.000342798-0.0319217j 0.090065+0.0081966j 0.0475883-0.0389475j -0.0444784+0.00595749j -0.0725057+0.00415735j 0.0158068-0.000971165j -0.089228-0.129964j 0.0551888-0.0252771j -0.0178463-0.0301454j 0.0526401+0.0314182j 0.0428064+0.00561488j -0.0654888-0.116948j 0.0310118+0.0126091j -0.0804931-0.00705301j 0.0960035+0.0367177j -0.0360006-0.042753j 0.0106313-0.0635095j 0.00340752+0.0520193j -0.027378-0.00533957j -0.00644936+0.0307758j -0.0811058+0.00586404j 0.0118324+0.00575294j 0.0247913-0.0681172j -0.0483182+0.0492771j 0.0281445+0.0201219j -0.00729198-0.0681491j 0.0430782+0.0450734j 0.0162359+0.0230355j -0.0278627-0.00890131j -0.0140649+0.00533716j 0.0771297+0.0253113j -0.0283138+0.0229847j -0.00249728+0.0625991j -0.0502319+0.0476886j -0.093116-0.0162624j -0.0103949+0.0260981j -0.0699331+0.00998309j -0.0539232+0.0403225j -0.0168654-0.0408651j 0.0463503-0.0831806j 0.0136808+0.0359755j 0.102021+0.0108146j -0.0372634-0.0483097j 0.0703287-0.0169008j -0.0847689-0.0590938j 0.134713+0.00363677j -0.090385+0.00182106j 0.0830958+0.0797744j 0.0619382+0.0868165j 0.018804-0.0566108j 0.0369784-0.0211215j -0.0410378-0.0312063j 0.0888498+0.00955025j -0.0734882+0.0130007j 0.0492619+0.0156537j 0.0164292+0.0259076j 0.0792657-0.0181316j -0.0866359+0.0426657j -0.0801959+0.0251276j -0.000933884-0.0778061j 0.0319894-0.0308608j 0.032118-0.0045388j -0.0467724-0.0610577j -0.00227499-0.0171917j 0.0216464-0.00292j 0.0502388+0.0141785j -0.0482253-0.092439j 0.0127084-0.0358589j 0.00874318-0.0123795j 0.00916866+0.0445231j -0.0296584-0.0210763j -0.00269347-0.021183j -0.0130823-0.0228396j -0.00940091+0.0253234j 0.00292437+0.0276448j 
0.018527-0.0113824j -0.0173913-0.00689397j -0.0259336+0.00826482j -0.0183395-0.00815013j -0.0214321+0.00759894j -0.0535136+0.0392655j -0.0736086-0.0315024j -0.017564-0.0497951j -0.0209107-0.0724195j -0.0978645+0.0258374j 0.0045904+0.0172292j -0.0173257-0.0275144j -0.0207911-0.0314357j 0.0449732+0.118056j -0.0366685+0.00346321j 0.00677225+0.023473j 0.00632925+0.00372491j -0.0204686+0.0606029j -0.0227404-0.0314997j -0.0295852+0.00405297j -0.0256516-0.0683457j 0.0256601-0.0587097j 0.0165339-0.0509167j -0.030506+0.0369852j -0.0180223+0.0039921j 0.0336376-0.016952j -0.054256-0.0411073j -0.046349-0.0418978j 0.101334+0.115936j 0.0106859-0.0344573j 0.00564763+0.037959j -0.000276232+0.0736726j -0.0164839+0.0978013j -0.0273434+0.0178232j -0.0395562-0.0875846j -0.00995744-0.00425192j 0.0548282+0.0796459j -0.0674918-0.0669403j -0.0902491+0.020095j 0.0119953-0.0264473j 0.0249334+0.0811949j -0.0106287-0.0443327j 0.054957+0.0222857j -0.0179979-0.0588403j -0.00160956-0.0324311j 0.107333+0.0801289j -0.0446259-0.0385902j 0.0438051-0.00462929j -0.0204358+0.0374941j -0.057497-0.100045j -0.0226571-0.0217953j 0.0159787+0.00270007j -0.0528537-0.0437303j 0.0294913-0.00726962j -0.089573-0.012692j -0.0546475+0.0446197j -0.039873+0.0438679j 0.0737109+0.0170617j 0.0176106-0.0373028j -0.209421-0.0309234j 0.0698813+0.0637962j -0.0241578-0.0249497j 0.0811891+0.0602651j -0.00295458-0.0183062j 0.198763-0.0196659j 0.134644-0.0369895j -0.0361602+0.0291598j -0.0260229+0.033318j 0.081856-0.0676572j 0.027066-0.0639491j -0.0144187-0.00751536j 0.0490136+0.0464366j -0.0958096+0.0439749j 0.067923-0.0713677j -0.108196-0.0460185j -0.0731734+0.0649456j -0.0785501-0.0325427j 0.0101955+0.0733742j 0.0196802+0.033298j 0.0277748-0.0149509j -0.0290294+0.0969135j -0.0370281-0.010486j -0.0374492-0.0442954j -0.0582162+0.0152278j 0.0535034+0.0173881j -0.0323884+0.0464684j -0.0245953-0.0122648j -0.0076485+0.0166984j 0.0405007+0.0452407j -0.0114163-0.00265575j 0.00778965+0.0206031j -0.01445+0.0540831j 
0.000150955+0.0102294j 0.00218501+0.00454899j 0.00796658-0.00775148j 0.00798272-0.0232979j 0.0213378-0.02649j -0.0100204-0.0394266j 0.00802774+0.00475621j -0.00225043+0.00550999j 0.0178897+0.0243241j 0.0304557-0.0474893j 0.0185588-0.0213991j 0.0303429+0.0310845j 0.0314455+0.0128338j 0.0212306+0.0245405j 0.0293292-0.00133789j -0.0571901+0.0094216j -0.0191795-0.00963856j 0.0269148+0.0542879j 0.0343169+0.0310894j 0.0206522-0.0277485j 0.102466+0.0739488j -0.0536189-0.0139803j -0.0339746+0.0220038j 0.0725192+0.0266283j -0.00785525+0.0401999j -0.0273552-0.00828422j -0.0150793-0.0109597j 0.00653662+0.000392352j 0.0927494+0.0792872j 0.0640988+0.0239355j 0.00244767-0.0709903j -0.0109953+0.0591698j 0.0114637+0.0407573j -0.0566749-0.0114856j 0.0491171-0.062269j 0.025622-0.0375549j 0.0091787+0.030167j -0.00522166-0.0373781j -0.0669912+0.00791556j -0.0375382-0.0521006j -0.0184495-0.0868772j 0.0227554-0.0288124j -0.0296378-0.0199647j -0.0611414-0.0252237j 0.00833684-0.0774025j 0.0423159-0.0733931j 0.0400271-0.129803j 0.093427-0.123697j 0.019279+0.00116107j 0.00638593+0.0496852j 0.0280912+0.0171442j 0.00413331+0.0633825j -0.0789212+0.0368384j 0.104159+0.0247855j 0.0252167-0.0147776j -0.0815858+0.0180157j -0.0173409-0.00651766j -0.0264218+0.0422823j 0.0545384+0.0384448j -0.00247998+0.0873372j 0.0188378-0.0256738j -0.0700332-0.0232809j 0.0237087+0.0954948j 0.0773351-0.089937j 0.131878+0.0875493j -0.130622-0.037901j 0.0789491+0.0195467j -0.00905031-0.000462453j 0.0700864-0.0487971j 0.0148733-0.00127715j 0.00456484-0.0330314j 0.0458203+0.0184663j -0.0307334+0.0665803j 0.0655232+0.0442176j -0.0497175+0.00715948j 0.0559708+0.0297926j 0.0285953+0.0636408j 0.0052689+0.037048j -0.00632059-0.00617178j 0.0602312-0.0453344j 0.0405218+0.00527973j -0.00669962+0.0237975j 0.0501071+0.102966j 0.0683057-0.0468089j -0.00820512-0.038137j -0.0142465-0.0781357j 0.0747905-0.00631174j -0.0381461-0.0252181j 0.00331743-0.0162814j 0.0154398-0.0342015j -0.0214355-0.00597646j 0.00222041-0.00166292j 
0.019995+0.00750926j -0.015837-0.000881953j 0.0381401+0.0100471j 0.0449935+0.0167122j 0.0110517-0.00777791j 0.0319075-0.00766109j 0.0695923+0.0605296j 0.0409826+0.0501122j 0.0910948+0.0451577j 0.0657824-0.00806695j -0.0612191+0.08095j -0.000521436+0.036805j 0.0174322+0.0661049j -0.106946-0.0452776j 0.0313602+0.00346449j -0.000709949+0.0192519j -0.0251117+0.0734025j 0.0273466-0.0520477j 0.019913+0.0490017j 0.118135-0.0484141j 0.0436027+0.109568j -0.0421235-0.0554653j -0.120968+0.0597382j 0.0781116-0.00193313j 0.0393624-0.0648543j 0.0453805+0.0461248j -0.0162218-0.0757922j 0.00125763+0.0134451j 0.0354296+0.0512213j -0.0154293+0.0391185j 0.0209667+0.0289465j 0.0251162-0.0987j -0.0712705+0.0128882j 0.00797784-0.0478589j -0.0528819+0.0234042j 0.0347496-0.0175088j 0.0422229-0.0310993j 0.0933421+0.077049j 0.023667+0.103365j -0.0667732+0.100186j -0.101788+0.00705469j 0.0271191+0.0171806j 0.0895351-0.0287475j -0.110824-0.0159231j 0.0613307+0.00456109j 0.00267063-0.00960994j 0.0354419+0.0256874j 0.0779795-0.0580151j 0.0240708+0.0339348j 0.0298471+0.0877421j -0.0307685-0.0623714j 0.070112-0.0680867j 0.0773331+0.0130238j -0.0354918+0.0139613j 0.119637-0.0174929j 0.0120466-0.0622201j -0.0308866+0.0828811j 0.0379318+0.0235864j 0.00668171-0.0322j -0.0838075+0.00488561j -0.0347508-0.0554132j -0.10669-0.0129056j 0.0255098-0.160991j 0.0506992+0.0323786j 0.00569366-0.0308433j 0.0797681-0.0447288j -0.0101537-0.0591629j 0.0251721-0.0827532j 0.0809414-0.0282869j -0.0448907+0.0184116j 0.0689453+0.0687761j 0.0769302-0.0435395j -0.0156791-0.0551066j -0.119907-0.0813263j 0.00802723-0.035045j -0.0186575+0.0129735j -0.0029819-0.00503185j 0.0130346-0.0122398j -0.013218-0.0117526j 0.0232877-0.0201948j -0.0155064-0.0640198j -0.0293569+0.104194j 0.0472258+0.0247006j 0.0701275-0.0389565j -0.00214098+0.00352783j -0.0932189+0.0807357j -0.0665645-0.0191441j -0.0129281+0.00827196j 0.0570699-0.0430948j 0.00420677-0.031208j -0.0446815+0.0300098j 0.0113919-0.0143118j 
-0.015216-0.0193317j -0.00534254-0.012943j -0.0494698+0.00280558j 1.95109e-05+0.025146j 0.00249284-0.0127901j -0.0158897+0.0749778j -0.0189961+0.0118226j -0.0626785-0.0355116j -0.00764694+0.0639875j -0.0168431+0.00150584j 0.0272875+0.0555049j -0.00132004+0.0583095j 0.0364992+0.023j 0.0116814+0.017404j 0.102923-0.0150035j 0.0193992-0.0297204j 0.0744095+0.0182271j 0.0103154-0.00466359j 0.0796333-0.0390003j 0.0612616-0.0502265j -0.00726442+0.0734163j -0.00998791-0.0590253j -0.0204987-0.0335286j -0.0653786-0.10723j -0.0442634+0.0120794j -0.107927+0.0166321j 0.0467288+0.0257237j 0.000620359+0.00206956j -0.0291962-0.090553j 0.0565903+0.014913j -0.0382681-0.104182j 0.0673145-0.0238404j 0.0380723-0.0424572j -0.0689398-0.0717357j 0.0486259-0.0171371j -0.0248613-0.0642168j -0.0366512+0.134555j 0.00393511+0.0225592j 0.072367+0.029105j -0.0196757-0.131271j -0.0758215-0.0928231j 0.131983+0.0158273j -0.0622005+0.00395191j -0.104834+0.0650608j 0.0291913+0.0192046j -0.0651855-0.0148026j -0.0313789+0.0166178j 0.0139387+0.0159375j -0.0116163-0.0303371j 0.0500467+0.0370732j 0.0283389+0.0357373j 0.000277577+0.00758352j 0.0710526+0.0303373j -0.00849485+0.0578322j -0.0647821-0.00141375j 0.0064343+0.0715271j 0.0433478-0.0337076j 0.0333595+0.035016j 0.0341192+0.0104553j 0.0451876-0.09357j 0.0562174-0.0372205j -0.0373153-0.0207344j 0.0804601-0.0164141j 0.0685908-0.00998556j 0.127872+0.0485583j -0.0868303-0.0180681j 0.0458311-0.0178837j 0.0180965-0.0151768j 0.00128197+0.00886077j -0.0526935+0.0727111j -0.0534475+0.0358811j -0.0111945-0.0135116j -0.00582111-0.00410283j 0.024736+0.0392015j -0.0760485-0.0573854j -0.0889823+0.0131252j 0.0454777-0.0203121j -0.0377091+0.0181272j -0.0222228+0.0179727j 0.00703696+0.0150863j -0.0216049+0.0461883j -0.0213222+0.0104973j -0.0368856-0.0212214j -0.0403716+0.00576939j 0.0029811+0.00287062j -0.0113003-0.00471231j 0.0324657-0.038583j -0.038321-0.00756801j -0.0171965+0.00678921j -0.000345671+0.00656435j 0.0223196+0.0173688j 0.00857741+0.0148171j 
-0.0158313-0.0141992j -0.00672478+0.0247092j -0.0171094-0.0147356j 0.0228619+0.0203879j 0.0431036-0.0386007j 0.0274029+0.0157071j 0.0101092+0.0127514j -0.0275822+0.000432908j 0.00710546-0.0368787j -0.0105052-0.0430371j -0.0430325+0.01807j -0.00443778+0.00447073j 0.057853+0.0225692j 0.0330586+0.0179031j 0.0348641-0.0526364j -0.0136945+0.0729209j 0.0341128-0.00945885j 0.0217867-0.0485385j -0.0142903-0.135772j -0.089244+0.0321483j -0.0183702+0.0208125j 0.0387503+0.0028492j 0.0593831-0.00776308j -0.00146143-0.0429438j 0.0172974+0.0453966j -0.0595511-0.037255j 0.0413706-0.0344258j -0.0669186-0.0723499j -0.0920691-0.080297j -0.00793475+0.0788969j -0.0786635-0.080218j 0.0477162+0.0510155j 0.035561-0.110901j 0.0254907-0.0335998j 0.072507-0.0708417j 0.017688-0.0637673j 0.0268408-0.0130504j -0.000509024+0.0234661j 0.0770043-0.0791426j 0.07139-0.0914782j 0.00473777-0.0113955j 0.120522+0.105407j -0.0175392+0.0787642j -0.0616475+0.0688335j -0.00605895+0.0473708j -0.0322265-0.0781679j -0.0558195+0.0599371j 0.000527715+0.0888275j -0.114052-0.0589016j 0.0344261-0.0696898j -0.0294578+0.015366j -0.0625569-0.0264298j 0.0121034-0.0438538j -0.15994+0.00440553j 0.0126582+0.013754j -0.0728979+0.100503j 0.029227-0.0306516j 0.0217093-0.0575323j 0.0418372+0.021489j -0.143873+0.0206675j -0.0474614+0.028469j 0.0412857+0.0136521j -0.00132163-0.0709852j -0.00419607+0.0113982j -0.0129263+0.0321172j 0.0336514-0.00286076j -0.0337473-0.0467745j -0.0280343+0.00214001j -0.0373545+0.0622972j 0.0698393+0.0160027j 0.0189757+0.0425058j -0.0285929+0.038529j 0.0179075+0.106561j 0.00586384+0.0238075j 0.08051-0.0641404j -0.0304117-0.00253497j 0.0183218+0.0215305j -0.058646+0.058151j -0.0416869+0.0272477j -0.00956656+0.00575179j 0.0157834+0.00610779j -0.0132609+0.0393806j -0.0129201-0.0150304j 0.0593687-0.025197j -0.0325643-0.0127929j -0.0439903+0.00679227j 0.0574874-0.0365739j -0.0149006-0.03101j -0.0424853-0.0244635j 0.0452575-0.0298829j 0.000436104+0.000511335j 0.00783803+0.0143067j 
0.00209658-0.00574493j -0.0350273+0.0141698j 0.00963591+0.0135957j -0.0203501-0.00376441j -0.0133868+0.0211457j -0.0261576-0.0176293j -0.0287059-0.0265828j 0.0189375-0.0176498j -0.0165955-0.0129575j 0.0378075+0.0351054j 0.025108-0.0203835j -0.0272517-0.0443424j 0.013485+0.0414588j -0.029431-0.0130351j -0.0263531+0.00536656j 0.0290532+0.00239401j -0.0900663+0.146637j 0.121616+0.000411352j 0.00102726+0.0667597j -0.0785071+0.0331327j 0.0215564-0.0840564j 0.0938275+0.0116058j -0.0341163-0.0251913j 0.0671175-0.0401693j 0.00914368-0.122059j 0.0749149-0.00197273j -0.0269266-0.00905502j 0.0318063+0.0504673j -0.00190219+0.0729115j -0.00437747-0.0106541j -0.0662683+0.112592j -0.103302-0.00828758j -0.0416024+0.0730213j 0.0299086+0.115117j 0.0130871-0.0161152j 0.0106497+0.0806791j 0.0602657-0.130413j 0.139445-0.0697264j -0.0551309+0.00186342j -0.107666+0.057392j -0.0809914-0.0291004j -0.0683296-0.0356744j 0.0247619+0.155982j -0.0028919-0.00864388j 0.0590863-0.0120749j 0.0549414-0.0583978j 0.0671285+0.00821857j -0.061576-0.0283429j -0.0549139-0.0415416j 0.0382476-0.0343936j -0.073095+0.05186j 0.0130192+0.0385046j -0.0643476+0.0216284j -0.0316973+0.086026j 0.0417628+0.0350217j -0.0579925+0.0830711j -0.066998+0.0504831j 0.0193943-0.0316113j -0.00411445+0.03326j -0.0921298+0.00857364j -0.067972-0.0325628j 0.0182158-0.0112115j -0.0825832-0.0337832j 0.061838+0.0598401j -0.0037607-0.0215971j -0.00399252+0.00711444j -0.0349055+0.0167876j -0.0720672-0.0138264j -0.00488525+0.0115184j 0.0421203-0.0861166j -0.00813437-0.0673514j -0.0200963+0.0408915j -0.081912+0.0623041j 0.0228637+0.00693126j 0.0880737-0.0460147j 0.0225063+0.0141085j -0.0359189+0.0185457j 0.00817799+0.0226642j -0.00979774+0.0159395j -0.00543477+0.00672791j 0.00503064+0.0258208j -0.0329159-0.00362305j -0.0255427-0.00654202j 0.0142179+0.0301627j 0.0313836+0.00674957j -0.0285263+0.0151879j 0.0426551-0.0115009j 0.0128027-0.00761544j 0.0227299+0.00922893j 0.0150764-0.0218155j -0.00952722+0.00480312j 0.000502368+0.0349297j 
-0.0179169-0.0142042j 0.0375196-0.000359097j -0.0380489-0.0155069j -0.0267202+0.00719642j 0.0157953-0.0123033j 0.0621505+0.054665j -0.0318472+0.0737853j -0.0634205-0.00472186j -0.00204304+0.00792861j 0.027008+0.0705447j 0.0539896-0.0815861j -0.0472527-0.0636087j 0.00875968-0.0167318j -0.0387454-0.0792397j 0.0247501+0.112541j 0.0841235+0.0423573j -0.0754818+0.0858039j -0.0717576+0.147374j -0.0351722+0.142148j -0.00563701-0.0732575j -0.0184252-0.0318686j 0.109787+0.0900813j 0.0513125-0.0125305j -0.00973396-0.0287648j -0.0799969-0.14184j 0.00230899-0.0316552j 0.0582131+0.0321523j 0.00106477+0.0783013j 0.0419484+0.00886104j 0.0496964-0.00729098j 0.0379254+0.0910572j 0.00670248+0.102555j -0.0602674+0.038202j 0.0327487+0.00677164j 0.0965107-0.0253854j -0.0371939+0.0511359j -0.0337302-0.0482908j 0.155931-0.0637907j -0.0531432+0.0167182j -0.0715617+0.0889099j -0.0450849-0.0540247j -0.122306-0.118396j -0.0485707+0.0693066j 0.139481+0.0617134j -0.0101489+0.0741383j 0.000477366+0.0109492j 0.0984897+0.0764596j -0.146306+0.0228045j 0.0163783-0.0284591j 0.0489106+0.127218j 0.0593956+0.0253338j 0.199945-0.0666842j 0.0343165-0.0928311j 0.0554573-0.0286387j 0.0440283+0.0145444j -0.0495456-0.0393839j -0.0946803+0.0333915j 0.00244086-0.0451256j -0.00786971+0.0352877j 0.0584273-0.0228526j -0.0733139-0.0695716j 0.0824063-0.0406257j -0.0531988-0.013598j -0.0222545+0.0229161j 0.0135546+0.0139856j -0.0267045+0.011674j -0.0331476-0.0363177j -0.0911061-0.0489051j 0.0361548+0.0685887j -0.041215+0.0337258j -0.0425521+0.0312616j -0.0428041+0.0330521j 0.0823507+0.00175596j 0.061886-0.00965422j 0.01168-0.0843077j -0.0297227-0.00956332j 0.0500663+0.00847902j 0.0390343+0.0174967j -0.00316025-0.0281114j -0.0352227-0.0193921j 0.0265358-0.0407607j 0.0309731-0.0338062j -0.0559929-0.0251104j 0.00456697-0.0178243j -0.000760971-0.0114393j 0.00210053-0.0337523j 0.0242673-0.0123145j -0.0362153+0.00476742j -0.0343555-0.0361437j -0.0148478+0.0250976j 0.0194443+0.0016602j 0.0196368-0.0222337j 
-0.023145-0.0120053j 0.0366528-0.0151354j -0.00153079-0.00545786j 0.00224225+0.0294248j -0.026772-0.0128041j 0.0388483+0.0272036j 0.0568205+0.0390849j 0.0263344+0.0165476j 0.0419795+0.0694883j 0.082168-0.0168185j -0.0292272-0.0593734j 0.0465857+0.0284299j -0.0502338-0.0634393j 0.0410111-0.0886141j -0.0222807-0.0301508j 0.0111318+0.0161203j 0.0536694-0.0672745j -0.104362-0.0204413j -0.0209542-0.108172j 0.0259711+0.0116208j 0.005615-0.00689535j -0.0178884+0.00779859j 0.0150438-0.0587234j -0.00586654+0.00417041j 0.024291+0.0399328j -0.0481365-0.026173j 0.0214886+0.0161186j 0.000795601+0.0174752j -0.0277248-0.0273839j 0.0390022+0.0467219j 0.0629078+0.00870433j 0.00666937+0.0537267j 0.050978-0.0672063j -0.0562522-0.066766j 0.0264971-0.0506283j 0.025744+0.0128313j -0.169872-0.0196427j -0.0302764-0.00109186j 0.0278456+0.04006j 0.0353437-0.0420532j 0.0547698-0.0273741j 0.0666798-0.0326566j -0.0168857-0.0716993j -0.024751+0.0799255j -0.0354152+0.0295153j -0.0136119-0.010242j 0.0424114-0.00069416j -0.0503216+0.118149j -0.0790761+0.0801334j 0.00765527-0.0211006j 0.0971227-0.00959428j 0.137067-0.107015j -0.0138576-0.00294264j -0.00265369+0.0528787j -0.0425435-0.0485392j -0.00219872+0.0431457j -0.083479+0.0363254j -0.0277551-0.163377j 0.0206133-0.0867937j -0.0281221+0.092247j -0.0502624+0.0354971j -0.00815215+0.0415575j -0.0159854-0.0230063j 0.0205504+0.0257093j -0.0135725-0.0306725j -0.0496848-0.0581592j -0.014348+0.0162537j -0.0222693-0.0411745j -0.0192124+0.0969275j 0.0804173+0.0187512j 0.0865443+0.0755829j 0.0450849-0.0315072j 0.0268985+0.00766558j 0.0280039-0.0151296j 0.000123987-0.0343269j 0.0402821-0.0525294j -0.019634+0.0487838j -0.0837739-0.0383013j -0.0259568-0.0735781j -0.0118909+0.0205187j -0.0676659-0.00179585j -0.0270453-0.0173566j -0.0904456-0.0213588j 0.0269953+0.0521943j -0.0232742+0.0015196j 0.00207404+0.0363301j -0.00129065-0.0353147j -0.00326068+0.0248312j 0.00424666-0.0281136j -0.0316175+0.0223595j -0.015026+0.0223679j 0.0260958-0.0448421j 
-0.0247538-0.0291568j -0.0151158+0.0160451j -0.0335057-0.01909j 0.0136466+0.0387422j 0.0339553-0.0221011j 0.0522026-0.0642592j -0.0258451+0.0256106j -0.0195658+0.0138834j -0.052715-0.0529025j 0.037154+0.115847j 0.0161834+0.0819477j -0.0582764+0.0971376j 0.113126-0.0446086j -0.0265569+0.0615973j -0.0243312+0.118019j 0.0125523-0.0300537j 0.00812784-0.00576533j 0.0389603+0.0346547j -0.0444276+0.0746549j -0.00934152+0.00667102j -0.0592994+0.0726681j -0.0700235+0.0264333j -0.0567519-0.0151396j -0.0427545-0.0619609j 0.0726732-0.0891808j -0.0243836-0.058582j 0.0426865-0.0602633j 0.0752749+0.0456758j -0.0336842+0.0305763j 0.0120708+0.0382337j 0.0323297+0.100419j 0.0758105+0.0894077j -0.028372-0.00362312j 0.0292334-0.0398698j -0.0408435+0.000104582j 0.00336894+0.0245503j 0.0546394+0.13469j -0.00474773-0.117475j 0.0887736-0.0173753j -0.00585474+0.0738994j -0.0103146-0.0365499j -0.0842738-0.0118433j 0.00924229-0.0831442j 0.0832359+0.0562734j 0.0348455+0.0154402j 0.0803979-0.0110847j 0.0156714+0.0428283j 0.0313181-0.0614541j 0.0292069+0.0258832j 0.00726761+0.0585435j -0.0583535+0.0868954j -0.0255453+0.0170767j -0.0150246+0.048787j 0.0540288-0.0559037j -0.0602702+0.025195j -0.00710643-0.0603052j -0.0144166-0.054469j -0.0198149+0.170563j 0.0291082+0.036446j -0.0916486-0.00249945j -0.0582424-0.103911j -0.0554844+0.0713934j 0.0292158+0.0727325j -0.038808-0.0715445j 0.049673+0.0951302j 0.00436238+0.0214164j -0.03128-0.0111806j -0.116001+0.0608341j -0.00717342-0.0167975j 0.00185131-0.0819903j 0.0737354-0.138855j 0.0193838-0.0386471j 0.0324174-0.00592371j -0.0104126+0.00575243j 0.00760535+0.0881414j -0.0632416+0.0344309j -0.0391027+0.0262667j 0.027291-0.0338011j -0.0504584+0.0421651j -0.0470764+0.0465578j 0.0220662+0.0148698j -0.0124896+0.0233637j 0.00250096+0.015588j -0.0146677-0.00899932j -0.0572388-0.0254807j -0.0845519-0.0203948j 0.0139251-0.00897837j -0.00904956-0.055997j -0.0290965-0.0555483j 0.0487723-0.0104502j 0.0170974+0.00182842j 0.0129832+0.00557285j 
