0.0140796-0.000965654j -0.0016321+0.0559632j 0.0019115-0.0567424j 0.00578907-0.00931063j -0.00399303+0.00613622j -0.000608103+0.0322519j 0.00891156+0.00788558j -0.000764858+0.0261763j -0.00409274-0.00422025j 0.00438967-0.0088913j 0.000794567+0.00889762j -0.0168103-0.0407917j 0.00554199+0.00324237j 0.0276292+0.0140265j 0.00207427-0.00959532j -0.00487142+0.0136078j 0.00593191+0.0355873j 0.000573983+0.012215j -0.00125479-0.00859358j -0.00104688+0.0199889j 0.00243972+0.0104997j -0.00130968+0.0181099j 0.000508158+0.00669497j 0.00282107+0.0320564j -0.0060107+0.00714445j 0.00112358-0.0206622j -0.00548349-0.0190827j -0.00201882+0.0338281j 0.001243-0.00162851j -0.000345928+0.00408718j -0.00259519+0.00638365j 0.00202642+0.0164043j -0.00165115+0.0195012j 0.000604781+0.0161924j -0.00700644-0.000193198j -0.0043808-0.00218538j -0.00307979-0.0613903j -0.00164162+0.00269241j 0.00817921+0.0425127j -0.0149337-0.00619314j 0.00137421-0.0146747j -0.0175507+0.0515225j -0.019706+0.0705983j -0.0539233-0.028835j -0.0055-0.0164875j 0.00388612+0.0981419j 0.017008+6.77804e-05j -0.000319019-0.0219701j -0.00202077-0.0569097j 0.00338492+0.0295059j -0.0024154-0.00540551j 0.00226546+0.0134752j -0.000133897-0.0145852j 0.000702682-0.0467189j 0.0152291-0.00327084j -0.00516051+0.024045j -0.00159045-0.00916927j 0.00283411+0.00297429j -0.000415279+0.0272994j 0.00159398+0.0359053j 0.00330483-0.00985403j -0.00758333-0.0251774j -0.000849771+0.0447574j -0.0137188-0.0922486j -0.000347823+0.0265262j 0.00141032-0.029335j 0.0103862-0.230514j 0.0110804+0.342208j 0.019912-0.270401j 
-0.00139091-0.119065j -0.00979026+0.0182411j -0.0211643+0.0574456j 0.000764309+0.031438j 0.0178883+0.0177501j 0.00495084-0.0204757j 0.0167202-0.0478035j -0.0174168-0.00404869j 0.0137458+0.0102626j 0.0290642+0.0120463j -0.0111801-0.0383501j 0.0189412+0.00236213j 0.0156705+0.0519872j -0.0137444-0.00697678j -0.0136805-0.0448583j 0.000810815-0.0350915j 0.00992077-0.0894444j -0.0105041+0.145326j -0.00149488+0.108521j -0.00155464+0.00566429j 0.00532147+0.025267j 0.00246178-0.0286148j -0.000514133-0.0564567j 0.00745397+0.0125437j -0.0128101-0.0810582j -0.00205023+0.0252158j 0.000216727+0.020835j 0.00471971-0.00665988j -0.00909945+0.00888434j 0.00881176-0.0264737j 0.000524703-0.014757j 0.0075185+0.0254423j -0.00142884+0.00204652j -0.00045374-0.032642j -0.0115478-0.0226029j -0.00452577-0.0198869j 0.0106196+0.0566008j 0.00764602-0.0723742j -0.00561786-0.0555686j 0.00164531-0.00925725j -0.0136201-0.0665304j 0.000930879-0.0446482j 0.00111436+0.0439526j -0.00371108-0.00173491j -0.00178155+0.0661715j 0.00225979+0.00921004j 0.00407148-0.195427j 0.00120256-0.430021j -0.00132766-0.082151j 0.00060979-0.101735j 0.000525583-0.0511633j 0.00164235+0.0447024j 0.00312024-0.125816j 0.00171069-0.054081j 0.00406939+0.0176636j -0.00336933-0.0248582j -0.00225925-0.104078j -0.000438932-0.0555485j -0.00095322-0.0921096j 0.0015265-0.176574j 0.000576773+0.144024j -0.00101735-0.124288j -0.000217946-0.0238833j -0.00147789-0.155701j -0.000193615+0.00461685j -0.000245465-0.0270276j 0.000516946+0.0119488j -0.00196465-0.0219534j 0.00152816+0.065154j 
-0.0096634+0.0617079j 0.00465177+0.0107407j -0.00274692+0.00964349j -0.00937919-0.0820243j 0.0205979-0.00932912j -0.00458791+0.0251586j 0.0368868-0.0144586j 0.00872673+0.00569004j 0.0022333-0.00208383j 0.0169215-0.00459066j -0.00680641-0.00112002j 0.023478-0.026593j 0.00205518+0.00349373j -0.00924449-0.0182343j 0.00697197-0.127581j -0.00635609+0.0548123j 0.00355472-0.0557636j 0.00265671-0.1143j -0.00693273+0.0811279j 0.00196748-0.094194j 0.00133274-0.0120037j 0.000549273+0.0339471j -0.00241262-0.0135359j 0.00469455+0.0372985j 0.00953219-0.0939875j -0.0110398+0.0771986j -0.00432496+0.0194741j 0.0129783-0.0246569j -0.00904257+0.00888399j 0.000738689+0.00874505j -0.00505526-0.0132797j 0.01015-0.0432705j -0.0103238+0.03054j 0.00128931-0.0128481j -0.000935001-0.0310977j -0.00526949-0.0322182j 0.00334828+0.0752534j 0.00399567+0.0612117j -0.0078261-0.0566406j -0.00370918-0.0441736j 0.00726385+0.017073j 2.31726e-05+0.0375395j -0.00133015-0.0142596j -0.00830465-0.0212736j 0.00500595+0.0382655j 9.42477e-05-0.24347j 0.000924839-0.130181j -0.000300894+0.282074j 0.00161063-0.20886j 0.000909089+0.154062j 0.000312146-0.0381928j -0.00226542+0.0832513j -0.000479406-0.0468749j 0.00164057-0.0629452j 0.00289678+0.0348572j -0.00108105+0.08686j -0.00196569-0.11065j -0.000814768+0.000608865j -0.000665286+0.140276j 0.000480503+0.122278j -0.000753919-0.0377796j -0.00330261-0.0144358j 0.00135788-0.198136j -0.00141051-0.064918j -6.03347e-05+0.0238686j -0.00051392-0.00659551j -0.000336304-0.126775j 0.00154728+0.0183103j 0.000262843-0.0293282j 
-0.00246679+0.0583495j -0.00499984+0.017192j -0.0206137+0.0297138j 0.00478333-0.0181513j -0.0114137+0.0197157j 0.00668014+0.00163269j -0.0272714+0.0047278j -0.0298257-0.00287868j -0.0393656-0.00722531j -0.00682668-0.000169327j 0.00630521-0.0168956j 0.000553897+0.0104143j -0.00899306-0.0120607j -0.00828627-0.0122918j -0.00717468-0.042862j 0.00039484+0.0536596j -0.00369385-0.0547979j 0.00192861+0.0127402j 6.40157e-05+0.0546709j -0.0041989-0.133336j 0.00707653-0.0129446j 0.000313217+0.0529241j -0.00812528-0.037687j 0.00170905-0.0303165j -0.0144801-0.00877057j -0.00623628+0.0246787j -0.00481401+0.064292j 0.0071687+0.075749j 0.0109203-0.0149916j 0.0208763-0.00841696j 0.0226825+0.0228554j 0.00902353-0.0156577j 0.00873864-0.0235122j -0.0195032-0.0196958j -0.00263781+0.0178565j 0.00811234+0.0132317j -0.00884406+0.015486j -0.00162361+0.0458707j 0.00948957-0.00560864j -0.00228699-0.0274629j -0.00518776-0.00373514j -0.00429798-0.0252341j -0.00369831-0.0389155j -0.003555-0.0259805j -0.000718752+0.0763881j -0.00116426+0.0180544j -1.45865e-05-0.0249426j -0.00191383+0.0856668j 0.00183554-0.326961j -0.00458996+0.103666j 0.00152751-0.0732396j 0.00759736-0.00348285j 0.00404036+0.00532977j -0.00364772-0.113097j -0.00378804-0.0135765j -0.000247701-0.138459j -0.000380995+0.0395779j -0.00120669-0.0293661j -0.00186829-0.0769067j 0.000344634-0.0980062j 0.00152245-0.0363733j 0.00134252+0.0554495j -0.000521564-0.00213246j 0.00171192+0.162045j -0.000663817-0.0142937j 0.00120259+0.0264114j 0.00428454+0.0156978j 0.00233849+0.113859j 0.000254374-0.0586144j 
-4.71873e-06+0.024155j -0.00450631-0.0423345j 0.000545994+0.0157425j 0.0218996+0.0295698j 0.0130312-0.000629445j 0.00129421-0.00449306j 0.00863599-0.00992953j -0.00745791-0.0145384j -0.00564995+0.0299766j -0.032668-0.0151345j -0.0177879-0.0131001j -0.0261287-0.0101802j 0.00677288+0.00562364j -0.000444843+0.0076206j 0.00273853+0.0252662j 0.00971052+0.000836707j -0.00785507-0.0510475j -0.00472043+0.00479838j -0.0143676+0.121771j -0.00156859-0.00946371j -0.00931441+0.0178619j 0.0129544+0.0845691j -0.0101958+0.0301923j 0.000579157-0.035407j 0.0122949+0.0239981j 0.0038048+0.0429672j -0.0100964+0.0682801j -0.0165031-0.00801781j 0.013243-0.0195065j 0.000428541-0.00860931j 0.016144+0.0186741j -0.0108049-0.0076814j -0.0141454+0.0564885j 0.00341549-0.000442058j -0.00434213+0.00770534j -0.00709231+0.00265271j -0.000903449+0.0134093j -0.00242159+0.00252925j -0.0093414-0.0285894j -0.000343783+0.0114193j 0.0120784-0.0146761j 0.00597169-0.0202203j -0.000551726+0.0646067j 0.00339386-0.0236848j 0.00467257-0.0342572j -0.00118282-0.0319399j 0.00160828+0.0555338j -0.00129641-0.195624j 0.00125279-0.14983j -0.000228333-0.0279816j -0.00132621+0.304438j -0.00272617-0.0177366j -0.000844672-0.0869329j 0.00279541-0.0679965j 0.00452683-0.103466j -0.00153165-0.16365j -0.0021394-0.0370815j 4.32734e-06-0.00246787j -0.000715218-0.0431706j 0.00234867+0.097777j -0.00117557-0.0405701j -0.00151653-0.123693j 2.3128e-05-0.126725j 0.000424034+0.0405459j -0.00022396+0.00852308j 0.000322485+0.0186825j 0.00017084-0.0289753j 0.000324599-0.0431308j 0.000404339-0.0318995j 
-0.0053457-0.0182797j -0.00566212+0.0765022j 0.00901607+0.0161795j 0.0121355+0.0295299j 0.0116513-0.0393396j -0.0228138-0.00704955j 0.017169+0.0369386j 0.0448556-0.0323001j 0.00377701+0.0189516j -0.0131397-0.00981797j 0.0115918-0.000343243j -0.0122281+0.0437227j -0.0103658+0.0160042j -0.00173597-0.0192284j 0.000124862-0.106575j -0.00197133-0.110192j -0.007491+0.0644658j 0.00215968-0.037694j -0.000612079+0.047818j 0.00248796-0.0885293j -0.00189302+0.00853776j -0.0133702+0.118958j -0.00891753-0.0691688j -0.00541168+0.0356499j -0.00467671+0.0157077j 0.000148018-0.000354032j 0.00804654-0.00102237j 0.00287144-0.0179554j -0.0170456-0.00433305j 0.0107591+0.0105356j -0.00873451-0.0510177j -0.00217061+0.0134854j 0.00343977-0.0211147j -0.0022972-0.0299396j 0.00455589-0.0130533j 0.00129162+0.0220022j -0.00209644-0.0456938j -0.00181498-0.0525778j 0.00497944+0.0108211j 0.00306312-0.0571018j 0.00575475-0.020518j 0.00458827-0.020917j 0.00615856-0.037307j 0.0109988+0.0266831j -0.00147922+0.122296j -0.00330647-0.00572598j -0.00206845-0.151803j 0.00138451-0.140812j -0.000402441-0.266445j 0.000126236+0.00712976j 0.000236421-0.0548786j -0.00227099-0.00265633j -0.000681978-0.00397788j 0.00141091+0.0884919j 0.000260107+0.0335504j 0.000816013-0.0869642j -0.000988131+0.0665947j -0.000259242+0.266295j 0.000784089+0.0939881j 0.000362912+0.0474386j 0.000374578+0.125046j 0.000413376+0.142998j 0.00251792-0.00383011j -0.000473787-0.0410478j 0.00139292-0.00907374j -0.0010085-0.0348007j -0.00203729+0.0161957j -0.00172322+0.00477077j -0.00349655-0.00954599j 
-0.00788646-0.154534j 0.000774718+0.0167581j 0.000596953-0.0510272j -0.00994588-0.00514881j -0.0192265-0.0229937j 0.009062+0.000431925j 0.00716692+0.0356393j -0.0150364-0.0139989j -0.0309592+0.0218281j -0.0121285-0.0194421j -0.00549269+0.0155136j 0.0145262-0.0238161j -0.00451882+0.0179203j 0.000872427+0.0129485j 0.000785112-0.000125736j 0.00383813-0.137959j 0.00876604+0.180423j -0.00125294-0.0642243j -0.00084336-0.0174161j -0.000395243+0.0226115j 0.00765925+0.05686j -0.000647672-0.000248778j 0.00676778+0.0965942j 0.00662853-0.0847925j 0.00354073-0.00455421j 0.000317451+0.0382491j -0.00296782-0.068044j 0.00259406-0.0349221j 0.0112157-0.0142022j 0.0101443+0.0124662j 0.017509-0.0031362j 0.00601939+0.00314613j 0.00240357+0.0274891j -0.00540766+0.00844156j 0.0027344-0.0390641j -0.000874162-0.0128203j 0.0198497-0.026412j 0.00468993-0.0204342j -0.0031007+0.0334082j 0.000424851+0.0164989j -0.00557255-0.0193965j 0.00636901+0.041332j 0.000211341+0.0746469j -0.00350318-0.000723706j 0.00224576+0.0154811j 0.00564962-0.0385398j 0.00109061+0.00857618j -0.000805711-0.0602625j -0.00249894+0.329626j -0.00210764+0.185033j -0.000844833+0.132281j 0.00372979+0.10474j 0.00417002-0.104937j 0.00134539-0.184169j 0.00100796+0.0560828j -0.00219818-0.0680054j -0.00210346+0.0744607j -0.00168338+0.141266j -0.00221938+0.0990373j 0.00193698+0.167477j -0.000559612-0.0273011j -0.000778086+0.0966529j -0.0021024-0.0686608j 0.00285575+0.0133733j -0.000374682-0.0153919j 0.000508601+0.0159512j -0.000577604+0.0682888j 0.000616597-0.0397722j -3.37502e-05+0.0276838j 
-0.0107167-0.00258533j 2.56633e-05-0.0974318j 0.0237488-0.00246391j 0.0213446-0.0257174j -0.0365742+0.0623174j 0.014909+0.00567255j -0.00456294-0.0430527j 0.0263308-0.000829193j -0.0019712+0.0344356j -0.0233968-0.0111067j 0.011132-0.0259184j -0.000716954-0.00246352j -0.0145274-0.0282965j 0.0119351+0.000637227j 0.000366437+0.0530178j 0.0121243+0.0787188j 0.0171787-0.0928159j -0.00605786+0.0704485j 0.00679092+0.170598j -0.01539-0.0202097j 0.00626909+0.0180885j -0.0102424+0.0617563j -0.00679517+0.0305486j 0.0152798-0.0151612j -0.00073636-0.0110435j 0.0157496+0.0200137j 0.00717018+0.00642288j 0.0125854+0.045594j -0.0125103-0.0247259j -0.0166745-0.0102206j -0.00816348+0.0245394j -0.00177606+0.0202021j 0.0137428+0.0175188j 0.0151968+0.00173367j 0.0182758+0.0151555j -0.00546707-0.00165436j -0.000627857+0.0407028j 6.28103e-05-0.00339845j 0.0122732+0.00959204j 0.00195021-0.00410737j -0.0170898-0.00862174j -0.00663762+0.0925207j -0.000865916+0.0373744j -0.0101874-0.0467032j 0.00726644-0.0109261j -0.00161145-0.00623867j 0.00419389+0.0466986j 0.000893643-0.286905j 0.00361838-0.0803669j 0.000374084+0.170993j -0.00064604+0.0151896j -0.00305994+0.0401822j -0.00324612-0.0341076j 0.000130073-0.00531621j 0.00177949-0.0157182j 0.00111161+0.00516983j -0.001405+0.0210194j -0.000288949-0.0526256j 0.001425-0.105276j 0.000803024+0.0225441j -0.00157225-0.142582j -0.00312376-0.139375j -0.00395703-0.0942979j 0.00448719+0.116461j -0.00023524-0.00770428j 0.00193602-0.0186053j 0.00617454-0.00656662j 0.00173644+0.0121227j 0.00440916+0.044081j 
0.000725802-0.0770254j 0.0123339+0.056415j 0.0262427-0.022522j -0.0322206-0.0689j 0.0264288+0.047078j -0.0136345-0.0351671j 0.0393578-0.0240144j 0.0114426+0.00923296j -0.00336174+0.0188097j -0.0159777+0.0237615j -0.0138622+0.0317165j -0.00119565-0.090837j 0.00145723-0.055689j -0.00474011+0.0339993j 0.00149989+0.0140976j -0.0210265+0.205343j 0.0102242-0.000584007j -0.00768174-0.0209376j 0.0134533-0.0639343j 0.00171005+0.132583j 0.00513513+0.00120233j 0.000754228+0.09242j 0.0171053-0.0594825j 0.00828019+0.0439199j -0.00515701+0.0815567j 0.0018662-0.0208397j 0.00169027+0.0253332j -0.00394195+0.0604049j 0.0131372-0.00502124j 0.0131362+0.0203838j -0.00225561+0.025689j -0.00313497+0.00327261j -0.00895797+0.0565872j 0.00430457+0.00737417j 0.000875571+0.0146314j 0.00288014-0.0151991j 0.0127727-0.00730696j 0.0133091+0.0312956j 0.00781465-0.0174204j -0.00637086+0.0588705j -0.00849293+0.0326713j -0.00666262+0.0839871j -0.00153477+0.0325506j -0.0058298-0.0888499j -0.00546781-0.119541j 0.00710494+0.163314j 0.000958641-0.0727249j -0.00182215+0.0684846j -0.000430981+0.0345315j 0.000862556-0.124625j 0.000940899+0.0345755j -0.00279476-0.069155j -0.004436+0.0317566j -0.00269267+0.133964j -0.000551247-0.0992139j 0.00550839-0.115423j 0.00133134-0.0608873j -0.000746171+0.0308806j 0.00214124-0.00880546j 0.00378722-0.0286037j 0.000324465+0.0691374j 0.00352048+0.0851292j -0.00019384-0.0851066j -0.00302669+0.0410868j -0.000232645-0.0149803j -0.000162733+0.00973629j 0.00235511+0.146958j 0.00435666+0.04721j 0.00218483-0.0202105j 
-0.00691803+0.163738j -0.0104866-0.111259j -0.0184061+0.118875j 0.0212714+0.0615642j 0.018559-0.0463897j -0.0040411+0.0229847j 0.0110771+0.0629131j -0.00524325-0.0427619j 0.00464886-0.017371j -0.0108306-0.00580874j 0.000279287+0.0260244j 0.010468+0.171137j -0.0081444-0.0473766j -0.0106218-0.0695901j -0.0206262-0.0845371j 0.000272067-0.131809j -0.002262+0.186583j -0.00824195+0.0676831j -0.00224854-0.0360523j -0.0149694-0.0061962j 0.0048748-0.0230955j 0.0154951+0.000948645j -0.0145534-0.0263692j 0.0145812+0.00802738j -0.00618552-0.0223731j -0.00351534-0.0184364j 0.000446815-0.0320455j 0.00247084-0.016209j 0.00506839+0.00670834j -0.00660973+0.0134604j 0.00236803-0.00121415j -0.00751488-0.0203423j -0.0131012+0.0254312j 0.00544249+0.0309474j -0.00335252-0.00766109j -0.00506412-0.00273556j -6.9572e-05-0.0628129j 0.0133115-0.0629857j 0.00160986+0.0432875j 0.00073312-0.0852553j -0.00695652+0.0416828j -0.00638053-0.0146298j 0.00265162-0.0378824j -0.00335138+0.083374j 0.000455574+0.0691193j 0.00329322+0.122897j 0.00320157+0.0362011j -0.00138402+0.0645401j 0.00315942-0.0463262j 0.000490104-0.0377809j -0.000424712+0.0331088j -0.0026185-0.000884363j -0.00185062+0.00676711j 0.000562785-0.000417076j 0.00166441+0.198837j 0.00107748-0.118491j -0.00179093-0.0320472j -0.00133106+0.0481707j 0.00014096+0.004595j 0.000124266+0.0558434j -0.000296768+0.0170843j 0.000557978+0.0700714j -0.00181671-0.0108574j -0.000233594+0.0907962j 0.00043645+0.00809641j -0.00107906+0.0110287j -0.00188337-0.109625j 0.000295065-0.0922716j 0.000669404+0.0908929j 
-0.00524537-0.137198j -0.0126925+0.322535j -0.00607832-0.221453j 0.0260764+0.132847j 0.00549994-0.00302334j -0.00194072-0.042004j 0.00288643+0.04464j 0.0194395+0.0360435j -0.00698937-0.0170534j 0.00395194+0.0253861j 0.00591278+0.00215169j -7.90525e-05-0.135952j 0.00184083+0.057335j -0.00407365+0.0754546j -0.00618675+0.193653j 0.00920423-0.00517397j 0.00315205+0.0928417j -0.0054993-0.0552538j -0.00562853+0.00665012j 0.0006534+0.0652322j 0.00279014+0.00094262j -0.00799697+0.0223575j -0.0146162-0.00161086j 0.000682688-0.000705441j -0.0039962-0.0125924j 0.00023742+0.00865667j 0.00955838-0.0133668j 0.00726657+0.0317838j -0.0182564-0.00392426j -0.00620212-0.00617392j -0.00183911+0.00776504j -0.00302735+0.0351623j 0.00883588-0.0187142j -0.00322733-0.0207502j 0.00876745-0.00305846j -0.0105542+0.0166143j 0.00754336-0.0643043j -0.000252069+0.0713515j 0.00675792-0.0303675j -0.00247603+0.134773j 0.000347439-0.0669765j 0.00308453-0.0844208j -0.000752152+0.0109238j -0.00238736+0.0207103j 0.0120834-0.0477086j 0.000263096+0.0169463j 0.00198348-0.0387698j 0.000632327-0.0726754j 0.00276302-0.0115386j 0.00013186-0.080209j 0.000119444+0.00213826j -0.00499399+0.0164289j -0.00162724-0.0538751j 0.00209729-0.112797j -0.00480141-0.0421091j 0.00283999+0.0753189j 0.000521636+0.0366421j -0.00135287+0.0180911j 0.000607733+0.0374999j -0.00239942+0.0174272j -0.000891544+0.0323249j 0.00191+0.0984459j -0.00566895-0.0428j 0.00632366+0.00350241j 0.000189543-0.00366684j -0.000179712+0.0148699j 0.00280232+0.128218j 0.00254283-0.00522861j -0.00150394+0.0813878j 
-0.00921625-0.0200855j 0.00103355+0.265109j -0.0182656-0.106697j 0.00504801+0.158584j 0.00762997-0.00627069j 0.000978003-0.00256409j 0.00978775+0.00616082j -0.0122518+0.0553987j -0.00331168-0.0648894j -0.00910314-0.00947345j 0.00492213-0.0435251j 0.0289397-0.0738364j -0.0262405+0.0906348j -0.01206+0.0234774j -0.0033148+0.150444j 0.00177875-0.0630814j -0.00533131-0.113572j 0.00969464+0.1007j -0.0127256-0.0799881j 0.00251702-0.0407417j -0.000193996-0.0817738j 0.0115575+0.0125941j 0.00168528+0.0333393j 0.00622053+0.0206597j 0.01237+0.0180414j -0.0113274-0.0304421j -0.0211878-0.0237474j -0.00133327+0.006049j 0.00757229-0.0138226j -0.000625064-0.00694057j 0.0094199-0.0187654j -0.00242187+0.0372239j -0.0144167-0.0296568j 0.0115656-0.0345411j -0.00157518+0.0139642j 0.000258979+0.031934j -0.0111566-0.0448457j -0.0054208+0.0997813j -0.00582797-0.022213j -0.00466633+0.0782948j 0.00736432-0.108899j -0.00437456-0.104728j 0.013058-0.0279882j -0.00971438+0.054092j -0.00140167+0.0282983j -0.00750544+0.0122086j -0.00290943+0.00699748j -0.00165442+0.0673265j -0.00105987-0.0699803j -0.00112069+0.10451j 2.05372e-05+0.0362795j 0.000606295-0.0182894j 0.00301413+0.0393257j 0.000514765+0.0555745j -0.0075804-0.0778952j 0.00305511+0.0525732j 0.00122734+0.128231j -0.0016816+0.0338974j -0.00277303-0.0472376j -0.00551285-0.116303j 0.00108486+0.0314239j -0.000482203-0.0639366j -0.00125737+0.0606441j 0.000687542-0.0335622j 1.35387e-05-0.010934j -0.000349329+0.0247188j -0.001182+0.015631j -0.00513547-0.0272559j -0.00167183+0.00297623j 
0.0081163-0.277748j -0.00945122-0.0547831j -0.019703-0.0759792j 0.0240266-0.196485j -0.0113664-0.000301207j 0.00326197+0.0186917j -0.0138644-0.068718j -0.0236608-0.0103004j 0.0242088+0.086861j -0.00593804-0.0111651j 0.00876868+0.0324731j 0.000938585-0.118614j -0.00211221-0.00719498j 0.00364657+0.0221304j -0.0216074-0.0934788j -0.00233873+0.0293279j -0.00261592+0.0233495j -0.000535166-0.130614j -0.00606527+0.0945196j -0.0122658+0.0178235j -0.00400017-0.0742797j 0.0181598+0.0244644j -0.0120132-0.0139867j 0.00110631+0.00971189j -0.000209638-0.042677j -0.00286583+0.0107462j 0.00373855+0.0371803j -0.00284202+0.0321421j 0.0114409+0.0135438j -0.0145046-0.000294793j -0.00522928+0.00450767j 0.00404546+0.0220185j -0.024511+0.00688529j 0.00071749+0.00740772j -0.00410117-0.00819759j 0.0113185-0.0139799j -0.00227392+0.0694655j 0.0168861+0.0226987j 0.00378618-0.0156984j -0.00309673-0.0165371j -0.000727772+0.112666j 0.0057071+0.0950818j 0.00276206+0.0972549j 0.012931-0.103241j -0.00847559+0.0213162j 0.0016019-0.0833146j -0.00744541-0.0295947j 0.000336574+0.0353901j 0.00265332+0.00176233j -0.000373759-0.0133426j 0.000174734+0.075023j -0.000374712+0.015579j -0.00152788-0.0195629j -0.000950621-0.0920591j 0.000203639+0.0477679j -0.000520757+0.0994907j -0.000777532+0.112126j -0.000182009+0.0698487j 0.00042847+0.0649573j -0.000174758+0.00644892j 0.000391538+0.0818289j 0.00347066+0.106108j 0.00436374+0.0220393j -0.00231692-0.0589736j -9.7832e-05-0.0141278j -0.000363857+0.0324418j -0.000776662+0.0524469j -1.19e-05+0.0339315j -0.00372511-0.010387j 
0.00223608-0.0436681j -0.0185323+0.00465457j -0.0350786-0.0159109j 0.0271223-0.103218j 0.00275876+0.0561459j -0.016926+0.00649273j -0.00553096-0.028852j 0.00436637+0.0157588j -0.0129902+0.00210846j 0.0105277+0.00972554j -0.000421837+0.0150105j -0.00951194-0.0406066j 0.0157786-0.0499451j 0.00358176-0.000583974j -0.0121517-0.0263999j 0.00787209+0.130858j -0.0109525+0.0234921j -0.00812287+0.0339899j -0.0177743-0.0545229j 0.00515361-0.0111244j 0.00306705+0.00557682j 0.00531189-0.00983153j -0.012018+0.00777873j 0.00621574-0.0057538j -0.0122026+0.00582645j -0.00624713-0.0223314j 0.00704654-0.0285494j -0.0251894-0.00589538j 0.003121-0.00156587j 0.00792353+0.00148485j 0.00418749-0.000219557j -0.0403042+0.0114829j -0.00567756+0.00101488j -0.00861642+0.00517289j -0.0190416-0.0277099j 0.0150386-0.0272867j 0.0100824+0.019183j 0.00418333+0.00983281j 0.00187282+0.00559893j -0.00378018+0.00306454j 0.0145705+0.0314073j -0.0033504+0.0473411j 0.00661041+0.0341426j 0.00604564-0.0306138j -0.00813572-0.0360225j 0.00394982+0.0255159j 0.00118636-0.0246157j -0.00329004+0.105245j -0.000634661+0.0567718j 0.000376165+0.00370524j 0.0019561-0.0440762j 0.0104848-0.0217114j 0.0079019+0.0506973j -0.00031992+0.0548344j 0.00164126+0.0286005j -0.00575844-0.0282305j -0.00194399-0.0110844j -0.000846536-0.0173549j -0.00175473-0.00816547j 0.00345385-0.0112651j -9.4093e-05+0.00835621j 0.00202961-0.0200831j 0.00246944-0.0375005j -0.00589493-0.00787092j 0.000690732-0.00249881j -0.00121991+0.0529841j -0.0010384-0.0681711j -0.000907138+0.00537417j 0.00220043+0.124388j 
-0.0031956-0.176699j -0.00151523-0.217929j -0.00186564+0.0318501j -0.00385755-0.154887j 0.019838+0.0413433j -0.00361237-0.00629318j 0.00721052-0.0718677j 0.00200846-0.0240702j -0.0229746+0.0702256j 0.0050475-0.0143689j 0.00220944+0.0159262j 0.00651063-0.0319952j -0.016697-0.0518216j -0.0114251+0.0114473j 0.00883622-0.0117842j -0.00820673+0.0502217j -0.0027609-0.018916j 0.0169937+0.0161156j -0.00357845-0.00184666j 0.013779+0.0248289j 0.00510341+0.00289754j -0.00467556+0.0192811j 0.0138733-0.00953598j -0.00797848-0.0195213j 0.0112974+0.0295707j -0.0170892+0.000123289j -0.0111215+0.0216451j 0.00517536+0.0285085j -0.019314+0.00325952j 0.000383695+0.00271827j 0.00296503+0.00195957j 0.00730622+0.00778432j 0.00101137-0.00135272j 0.00999902+0.00193133j 0.0418403+0.0249021j -0.0682563+0.000346601j -0.0218304+0.0387156j -0.0140368-0.0291076j 0.00142211+0.0229532j 0.0185364-0.0403937j 0.00990614+0.0812061j -0.00293798+0.0963196j 0.018041+0.0410966j -0.00327257-0.073117j 0.0207003-0.038058j -0.0190728+0.0363097j 0.00134132+0.0412863j 0.00108798-0.00744117j -0.00248498+0.0647952j -0.00206872-0.0148917j -0.00118678-0.00166984j -0.000995537+0.00868915j 0.00275876-0.00879978j 0.0029649-0.00124014j -0.00337693+0.0159558j 0.000828942-6.44255e-05j -0.00329297+0.0552403j 0.00275842+0.0401793j 0.00112106-0.0406059j -0.00409275-0.0455921j 0.00218441+0.00791471j -0.00793888-0.0379469j -0.00153833+0.0503262j 0.00547165+0.0626097j 5.3067e-06+0.0341914j -0.000813231-0.0686801j 0.00219457-0.00477253j -0.00829332-0.0460422j -0.0018668+0.00276361j 
