0.0107494-0.0180308j -0.0089237-0.00745457j 0.0107939+0.00112235j 0.00398997-0.0141729j -0.014783+0.00293082j 0.00141929+0.00479514j -0.000155098-0.00070504j 0.00151549+0.000312528j -0.00298427+0.00774283j -0.00334292+0.00112454j -0.00656895-0.000174055j -0.00455086-0.00410276j 0.00187557+0.00735051j -0.00356692+0.000608988j 0.00267861+0.00335461j 0.00293174-0.0041542j -0.00687208-0.00376014j -0.0094342+0.00302593j -0.00273356+0.000889249j 0.00138376+0.00142126j -0.00211411+0.00297948j 0.000220113-0.00173207j -0.00143805+0.00109649j -0.00637611-0.00365812j -0.00509997+0.00701227j 0.00192827+0.000476994j -0.00926694+0.014975j -0.0102903+0.0113498j 0.00603614-0.00309696j -0.006563+0.0211315j 0.0277901+0.0165776j 0.00140332-0.00515967j 0.00484281+0.00680484j -0.00184812-0.00198639j -0.000992848+0.0016058j -0.00237603+0.00232826j 0.00742523-0.00264551j 0.00103146-0.00166344j -0.00718041-0.00254232j -0.00159063-0.000280473j 0.000452999+0.00395834j 0.00643348-0.00220009j -0.00173172-0.00613222j 0.000722498+0.0002861j -0.00647745-0.00237439j 0.00269391-0.0162152j -0.0121312-0.00900912j 0.01524+0.0126094j 0.00657646-0.0224001j 0.0285444-0.000362238j -0.0022404+0.029901j 0.0199647+0.00217826j 
0.00471092+0.000583494j -0.000307458+0.00550785j 0.0061358+0.0102119j -0.00838155+0.00995527j -0.00119432-0.00476609j 0.00142347-0.00116526j 0.00014917-0.0019607j -0.00893314-0.0178052j -0.00399472-0.0088911j 0.00034624-0.0108615j -0.0053694+0.00408346j -0.00471097+0.0101906j 0.00399726+0.0151606j -0.00233567-0.000829858j -0.00240702+0.0109648j 0.000866934+0.00219376j 0.00127099-0.00677499j -0.0072141+0.00378478j 0.000882655-0.00124614j 0.00489209+0.0165349j 0.00506682+0.00815053j -0.0021647+0.0105994j 0.0133909+0.000835965j 0.0143757-0.0148562j -0.00944435+0.0030241j 0.0105221-0.0108985j 0.0083221-0.00910861j 0.000880304-0.00538719j 0.00824989-0.0137526j 0.00930713-0.000249096j 0.00346903-0.00628831j 0.00895275-0.00504494j 0.00117439-0.00312655j 0.00242986-0.00134795j -0.00310152+0.000457473j 0.0017475-0.000185501j 0.00542832-0.00725128j 0.0022493-0.00760496j 0.00752993-0.0011978j 0.000146383-0.00265449j 0.00230731-0.0143894j 0.000335677-0.000545146j -0.00437577+0.00306502j -0.0036313+0.00359154j 0.000860372+0.00233437j -0.00252469-0.00494968j -0.017891-0.00229287j 0.00945198-0.0179808j -0.0150519-0.0105474j 0.00626613+0.000449161j -0.0168381-0.00274105j 0.0005893+0.0130896j 
-0.00363512-0.00918389j 0.000252453-0.00841461j 0.00403492-0.00397494j -0.00137312-0.0103731j -0.00274309+0.00194034j 0.00589396+0.0124087j 0.00366108+0.00440131j 0.000439464+0.00406386j -0.000328543+0.0117848j -0.00466294+0.0135644j -0.00243512+0.00684632j -0.00331045-0.000293831j 0.0101292+0.0221041j -0.00207782-0.0197643j 0.00105292+0.0250799j -0.00084022-0.00245816j 0.00517912+0.0080948j -0.00190481+0.00417088j 2.58798e-05-0.00487597j 0.0039602-0.00657328j -0.000138548+0.00507016j -0.0146814+0.0100259j 0.00117405-0.0112226j 0.00710782-0.000360495j 0.00975685-0.0034282j 0.00885447-0.00772476j 0.00386156-0.0100013j -0.0100647+0.0221392j -0.0183263-0.00284214j 0.00208474-0.00183624j -0.00931336-0.00437192j 0.00328667+0.00475489j 0.00334886-0.00654965j -0.00131463+0.00556867j -0.00125226-0.0059126j 0.0020644-0.000267042j 0.00249432-0.00659871j -0.00342447-0.00559203j 0.0157718-0.00233435j -0.00273941-0.00223684j -0.000827596-0.00921987j -0.00751324+0.002782j -0.0035477+0.00236345j 0.00776213-0.00449892j 0.0175392-0.0023003j -0.00706959-0.00587674j -0.000940053+0.00836218j -0.000890619-0.00124637j 0.0075275+0.01543j 0.000359772+0.000289427j 0.00276454+0.00759324j 0.00127185-0.00374222j 
-0.000161214-0.00531922j 0.00183517-0.00689673j -0.00195241-0.0021074j 0.000186934-0.00603322j -0.00123954+0.00340684j -0.000271053-0.00765837j -0.00142713+0.00537616j 0.00623275+0.012291j 0.00492961+0.000433757j -0.00330803+0.000286693j -0.00279994+0.00412491j 0.000720417+0.00500191j 6.90038e-05+0.0124532j 0.000691698+0.0186821j -0.000435619-0.00179671j -0.00461196+0.0140755j -0.00537351-0.00133431j 0.00245885-0.00150256j -0.000132753-0.0248289j -0.00185438-0.00308727j -0.000197526-0.00404685j 0.00190608+0.000251775j -0.00326122+0.0385699j -0.00320525+0.00169703j -0.0128927+0.011447j 0.00322702-0.00653399j 0.00195942-0.00740286j -0.00199792+0.00137742j 0.00210121+0.00373135j -0.00577679+0.00177549j 0.0033734-0.007623j -0.00242884+0.006625j -0.00614218+0.0016205j 0.000982348-0.00242427j 0.000402728-0.0113865j -0.00226529+0.000374074j 0.00414632-0.00520697j -0.00338117-0.0012633j 0.0129655-0.00417508j -0.00532851-0.00141387j 0.000213099-0.0206779j -0.00737763+0.00475463j -0.00368253+0.00724548j -0.016902-0.00491917j -0.00141701+0.00449021j 0.007635-0.00581885j 0.00534936-0.0114199j 0.00579226+0.00314226j 0.00209414-0.00116991j 0.0016842+0.00212187j -0.00106465-0.000140964j 0.000713779+0.00114149j 
0.00449475+0.00246367j 0.00369696-0.000393386j -0.00193593+0.000241733j -0.00428772+0.00327952j -0.000362925-0.00173152j -0.00839902-0.00310048j -0.00376314+0.0103734j -0.000711743+0.00713273j 0.00215386+0.00225784j -0.000519338+0.00876107j 0.000379309-0.00223633j -0.00110525-0.016139j -0.00202845+0.0101462j -0.00156069+0.00205539j 0.000733422-0.000434536j -0.00362349+0.00698432j 0.00739228+0.000444518j -0.00145409-0.00497643j 0.000306984+0.0104792j -0.000770009+0.00350075j 0.00282503-0.00798509j -0.0161004+0.0164779j 0.000981223-0.01647j -0.00186324+0.00758431j -0.00681027+0.0113762j -0.0106553-0.000300158j 0.012276+0.00556169j 0.000717145-0.00337124j -0.00913591+0.0139783j -0.00436696+0.00304382j 0.0109882-0.0006251j -0.00265415-0.0147189j 0.00232906+0.00575941j 0.00208582-0.00235472j 0.00176571-0.0265032j 0.00463979-0.0042711j -0.00259338+0.000588759j -0.000437284-0.000606344j -0.00228662+0.000179197j 0.00698117-0.00363165j -0.00123697-0.00549001j -0.00679207+0.0196422j 0.000180459-0.00266495j -0.00403096-0.0177391j 0.0103179+0.0041561j 0.00818886-0.0267714j 0.0156835-0.00157444j -0.00512211+0.00570857j -0.00840339+0.000848113j 0.00151881+0.00127134j -0.0124244-0.00783063j 0.000487729+0.00694589j 
-0.00312018+0.00232538j -0.00285219-0.00130378j 0.00384506-0.00594681j 0.000814139-0.00324794j -0.00212327-0.00455797j 0.00263225-0.00963278j 0.00115599-0.00313404j 0.00126091-0.00691265j -0.00109263-0.00912389j -0.00069898-0.00619605j 0.00230954+0.00526178j 0.00425373+0.000918077j 0.00536975-0.0025006j 0.00402388+0.0186886j -0.00226176-0.000316705j -0.00792338+0.00376527j -0.000942628+0.000684199j 0.00350871-0.005037j 0.00473721+0.0148758j -0.00317938+0.0176818j 0.000475903+0.00902333j -0.00693026+0.0118832j -0.00138535-0.00921848j -0.00695939-0.00659558j 0.00105441+0.00223832j 0.00589079+0.00375476j -0.00363936+0.00871359j -0.00611606+0.000576553j 0.0134795-0.0137513j 7.55957e-05-0.000823593j -0.00457959+0.00030614j -0.00394997+0.00372849j -0.00976264+0.00106253j 0.00211811-0.00350853j 0.00120325-0.0153886j 0.00339376-0.00378011j 0.00397202-0.000780056j -0.0056177+0.00192805j 0.0102641+0.00385149j 0.0074719-0.00190653j 0.00194979-0.00921848j 0.00264264+0.0164467j 0.0177239+0.00618891j -0.00314904-0.00682562j 0.000996878+0.0100998j 0.00737413-0.00693937j -0.0173205+0.0109549j 0.00940429+0.00729544j 0.00769572+0.000380151j -0.00832763-0.00427957j 0.0137001+0.0025335j -0.00947032-0.00754051j 
0.00315915+0.000107411j -0.000769448-0.0013381j 0.000315678+0.00116356j 0.00196251-0.00180788j -0.00177434+0.00172832j -0.00328438-0.0105153j -0.00241917-0.00221524j 0.004346+0.0126348j -0.00373488+0.00399003j 0.00104878+0.00089187j -0.00187974+0.00137544j -0.00505799-0.00898532j -0.00288683-0.00492913j -0.00290674+0.0113498j 0.00476348+0.00948982j 0.00158433-0.0295273j -0.00773339+0.0209214j 0.00191768-0.00421477j 0.000190566-0.00300304j -0.00287104+0.0238498j -0.00644745+0.0161866j 0.00349317+0.0121748j 0.00144363-0.00434304j -0.00162757+0.017647j -0.00496764-0.00280143j 0.000354524-0.00588376j -0.00126196-0.00765039j 0.000633794-0.00796352j -0.00179171+0.00577611j -0.0029157+0.00255079j -0.000367004+6.47031e-05j -0.00212122+0.0102438j 0.00514615-0.00406394j 0.00639342-0.00305397j 4.89944e-05+0.0135396j 0.00151452-0.000579617j 0.00549391+0.00228383j -0.0115526+0.00288136j -0.0135733-0.00155513j -0.00539561+0.00143872j 0.00385656-0.0138496j 0.00403766-0.0152046j 0.00286706+0.00391445j -0.00422187+0.00754324j 0.0033076-0.00976382j 0.0030568+0.00942643j 0.00593763-0.0116199j -0.000250448-0.000517514j 0.000352307-0.00306285j 0.00198887+0.00481944j 0.00132978-0.000214795j 0.00422935+0.000372856j 
-0.000326468-0.00130588j -0.000274811-0.00295024j 0.000916917-0.000695509j -0.00148393-0.00162062j -0.0013991-0.000869627j -0.000706377-0.00495738j 0.0014575+0.0011807j 0.00210386+0.0027461j 0.000960732+0.000415014j -0.000603714-3.30373e-05j 0.00178307+0.00206633j 0.00291884-0.00463739j 0.00488487+0.00591371j 0.000503905+0.0131975j 0.00220085+0.0077877j -0.00156734+0.000116731j -0.00272483+0.00392867j -8.53612e-05-0.0016185j 0.00312201+0.00692165j -3.65427e-05+0.015661j 0.0026458-0.000543806j -0.00253196+0.0100187j -0.00136261-0.000561046j 0.00187546+0.000238515j -0.000856992+0.00100233j 0.00103438-0.00392422j -0.00204309+0.000758405j 0.00138123+0.00011288j 0.000132454-0.00171265j -0.00167037-0.000370539j -0.00516364-0.00354745j -0.00417455+0.00077331j -0.00936313+0.000774292j 0.0011974-0.001487j 0.00258151+0.00349374j -0.0119487+0.00426609j -0.0215879+0.00662509j 0.0264727-0.000644325j -0.00112948-6.83874e-05j -0.00805685+0.00537885j -0.00692393+0.00554387j 0.0143888+0.00210531j -0.0335125-0.00768309j 0.0086196+0.000807879j 0.0077962+0.00606984j 0.0158706-0.00270946j -0.00502947+0.000203556j 0.00735902+0.00400574j -7.98682e-05+0.000211567j 0.000193063-0.000684235j 0.000224905+0.000207631j -0.00166038-0.000278284j 
-0.00214049-0.000246035j 8.07038e-05+7.90921e-05j -2.68148e-06-0.00309623j 0.00210236-0.00109606j -0.000424645-0.000891824j -0.00219127-0.00350439j -0.00067211+0.00126014j 0.000369407-0.00231005j -0.00159045-0.00720242j -0.0021386-0.00432394j 0.0010372+0.00493798j 0.00098279-0.00225388j 0.000849107+0.00239623j 0.00139933+0.00130537j -0.00204336-0.00701983j -0.00187718+0.00583633j -0.00262972-0.00190522j 0.00149915+0.000172622j -0.00170248-0.00304087j -0.00178841+0.000718255j 0.000402714-0.000165249j -0.00106517+0.00536935j 9.65025e-05+0.00470997j -0.00307511-0.00612597j 0.000883005+0.00333028j 0.00114113+0.00111244j -0.000119835+0.0022287j -0.00294597+0.000187054j 0.00199123-0.00326582j -0.000653247+0.000538097j -0.00601551+0.000164064j 0.00819842-0.00114766j 0.0382458-0.00960457j 0.0131146-0.00790661j -0.00154175-0.00952523j 0.00386598-0.000878751j -0.00142868+0.00102374j 0.00679769+2.89342e-05j 0.00458843+0.000738656j 0.0004195-0.000434715j -0.00320436-0.00525309j -0.00220079+0.00500218j -0.0114556-0.00050719j 0.00191436-0.00331101j -0.0329452-0.0100367j -0.00407303-0.00309317j 0.0119536+0.00598575j -0.00340186-7.85453e-05j 0.0129448+0.00195951j -0.00266618-0.00101008j 0.00331609-9.31317e-05j -0.00325027-0.00173367j 
-0.000497926+0.00151324j -0.00316299+0.00158513j 0.000280157+0.000582038j 0.00177439-0.00160705j 0.000689128+0.00129006j -0.000483974+0.00163025j -0.00481679-0.000978059j -0.00255082+0.00152625j 0.00105031-0.00344228j 0.00320703-0.00116089j -0.00639342-0.00279082j -0.00423004+0.00352013j -0.00771009-0.0137064j 0.00347621-0.00729196j 0.000737343-0.00194294j -0.00417431-0.00956792j -0.00278984+0.00895826j 0.00100802-0.000663407j -0.00200396+0.00484852j 0.00314938-0.00799283j -0.00553304+0.000830073j -0.00109778-0.00749728j -0.00275286-0.00138506j 0.000831385-0.00287969j -0.00291413-0.00464712j 0.00278179+0.00987204j 0.000298364+0.00719201j -0.00301009-0.00248932j -0.00207058-0.00341992j 0.00366539+0.00562112j -0.00153855+0.00564424j -0.00260409+0.00468125j -0.00291817+0.000472109j -0.00225185+0.00394806j -0.00182656-0.0328684j 0.0184988-0.00285113j -0.00894543-0.0191418j 0.0118403-0.011277j -0.00650549+0.00253693j -0.0189772-0.00520441j 0.00412487-0.0514699j 0.00348441+0.0115193j -0.00551726+0.0126076j 0.00656443-0.0036678j 0.00106953-0.00243428j -0.000658938+0.00154751j -0.00319619-0.00398097j -0.00171265-0.00635655j -0.000338243-0.00456962j 0.000939494+0.00150191j 0.00380038+0.00245517j 0.00326761-0.00145621j 
0.000595571+0.000134726j 0.000982799-0.000918408j 0.000424436+0.000987947j -0.00171734+0.00330889j -0.0022228-0.00125762j 0.000401562+0.00103397j 0.000314067-0.00355587j 0.000749709-0.0040519j 0.00260613+0.0100521j -0.00273424+0.00101064j 0.00220036+0.00285511j 0.00492639-0.00356867j 0.00516734+0.005747j -2.08957e-05+0.00709394j -0.000242533+0.00563452j 0.00216973-0.00388437j 0.00509044-0.00846911j 0.00177189+0.000384078j 0.00094502-0.00211321j 0.000601139+0.00963116j 0.00212696-0.00146547j 0.00268024-0.00436169j 0.00023269+0.00355042j -0.000274616+0.00322267j -0.000567318-0.00334333j -0.00126779-0.00625055j -0.000994457-0.00307797j 0.000648764-0.00335574j -0.000319567+0.00186394j -0.00116242-0.00465682j -0.00201626-0.0015356j -0.00292344-0.00512477j -0.00253539+0.00246647j -0.000763776-0.0020167j -0.00167003+0.0134298j 0.04088-0.00383723j -0.00264174+0.00787645j 0.013642+0.00908993j 0.00167994-0.00131389j -0.0266232-0.00105634j 0.000786849+0.0317506j -0.00060085-0.00292377j 0.0142604-0.00344748j -0.00200651-0.0045071j -0.00282877+0.00387976j 0.000282968-0.00785972j 0.00142724+0.00466007j 0.00283206+0.00523397j 0.00138386+0.00503519j -0.000162193-0.00119918j -0.0038647-0.00204293j -0.00283031+0.00165181j 
-0.00150167+0.00132001j 0.00356443+0.000975645j -0.00452949+0.00121771j 0.00520642+0.00547604j -0.000508048-0.00465002j 0.00307938+0.00152658j -0.00216742-0.0123901j 0.00148338-0.0118744j 0.00541678+0.00716511j -0.00555374-0.00852493j 0.00509831+0.0102267j 0.00672089-0.0148647j 0.0012157+0.00400808j -0.000275437-0.0104107j -0.00119796-0.0152543j -3.48114e-05-0.0258776j 0.0040109+0.00290636j 0.00182486+0.00859773j 0.00272084-0.0288319j -0.000321575+0.0021104j 0.0021082+0.00660536j -0.000117188-0.014833j 0.00436749-4.28065e-05j -0.000185709+0.00229706j 3.36483e-05-0.00839722j 0.00321384-0.00467571j 0.00110466-0.00252738j -0.000613958-0.0112491j 0.00321839+0.0020124j 0.000510195-0.00772794j -0.00294233+0.00519246j 0.000426047-0.00957126j 0.00243265+0.00102651j 0.002405-0.00155593j 0.000314929-0.0232903j -0.00875031-0.00230244j 0.00229845+0.000294859j -0.00212406+0.0025363j -0.00670363+0.00159038j 0.0064127+0.0010349j -0.000344461+0.000828218j 0.00758612+0.0196037j 0.00236758-0.00775349j 0.00780703-0.0177988j -0.00160373+0.0102969j 0.00567504-0.0214612j -0.00379438+0.00710333j 0.00585505+0.00760576j -0.000560195+0.00491199j -0.00108952-0.000938041j -0.00370096-0.00277292j -0.00476175+0.00272959j 
0.00196209+0.00156467j 0.00108533-0.00162987j 0.0017466+0.00164897j -0.000344247+0.0023643j -0.00446221-0.000398928j 0.00135884+0.0080834j -0.00130694-0.0100806j -0.00125067-0.00339804j 0.000610078+0.0187738j -0.000826428+0.0117526j 0.00447254-0.0146566j 0.00578337+0.0306303j -0.00236206-0.00522485j 0.000806998+0.0195829j -0.00398218+0.0225686j -0.000612538-0.00691096j 0.00409463+0.00284032j 0.00111714-0.00224088j -0.0065188+0.0182456j -0.00021563-0.0012534j -0.000321871+0.00204466j 0.00310094-0.016623j -0.0020453+0.0107339j -0.00181969+0.00547005j 2.45524e-05-0.00895906j 9.06358e-05-0.00109437j 0.00100511-0.00310744j 0.00197776-0.00875298j -0.00147912+0.00246786j 0.0010196-0.00590836j -0.000882507+0.00563318j 0.0025883-0.00544488j 0.0015267+0.00870033j -0.00765312+0.000640096j 0.000212435-0.0133267j -0.00986848-0.00136543j 0.000345275-0.00128438j -0.00373066-0.000251804j -0.00216042-0.000325777j 0.000715549+0.00120558j 0.00056271-0.000486108j 0.00103703+0.0159527j -0.00232694-0.00536594j 0.00509295-0.0172155j -0.00801231+0.0045871j -0.00176976-0.0155769j 0.00470338+0.00325383j -0.00193772+0.00536303j 0.000986081+0.00499584j 0.000851994+0.000819054j -0.00446107-0.00158477j -0.000273647+0.00215785j 
-0.00472737-0.00638504j 0.000944862-0.00392289j -0.000427886+0.0096813j -0.012593+0.00210856j 0.00184495+0.00633631j 0.00213804+0.000680025j 0.00680744-0.00501975j 8.92386e-05+0.00954679j 0.00607256+0.00999698j -0.00734629-0.00963139j -0.00562409-0.0132402j -0.00496922-0.01468j 0.00628668-0.0108105j 0.00166017+0.0120122j -0.00147849+0.00612195j -0.00467211-0.00317895j 0.000486625-0.0134709j 0.00131398+0.00419625j 0.00231018-0.00960411j -0.00069809+0.01224j 0.00343943-0.00556949j -0.00569379-0.0153884j 0.000950703-0.00739622j 0.00486751-0.0112528j 0.000748159-0.00462358j 0.00712214+0.00347169j 0.00441671+0.0268965j 0.00372279+0.00743324j -0.0106426-0.0123818j -0.00396991+0.0108375j -0.00509879-0.0103404j 0.000262227+0.00140308j 0.000846958-0.00363069j 0.000954574+0.000597561j -0.000745765+0.00358254j -0.00175978-0.000880561j 0.00346217-0.00996833j 0.000139821-0.00946448j -0.00523624+0.00270107j 0.00461816-0.00255846j 0.000297669-0.00818034j -0.00481094-0.00372509j -0.00074022-0.000943128j -0.0112137+0.00530289j -0.000745331+0.00363089j 0.00109386-0.000698697j 0.00613591+0.00304218j 0.000488612-0.0107365j 0.00511158+0.00220432j 0.00553498-0.00649146j -0.00349811+0.00425588j 0.00338548-0.0012794j 
-0.000105813+0.0114533j -0.000550983+0.00685566j -0.000223587-0.00321946j 0.00226723+0.00756775j 0.00335463-0.001839j 0.000496392-0.00398525j 0.000828012-0.00313638j 0.00431553-0.0174716j 0.00577508+0.0272137j -0.00200846+0.0165231j -0.00335106-0.0113066j -0.0077222-0.0192841j -0.00619473+0.0138039j -0.00214458+0.0036829j 0.00141148-0.000685425j 0.00808223+0.00620902j -0.000811521-0.0251489j 0.00471157-0.00380325j -0.00104184-0.00162714j 0.000558333+0.00863688j -0.000573512-0.0171072j 0.00523133-0.00162101j -0.000510801-0.000970223j -0.0037866+0.0053712j 0.000978895-0.00854063j -0.00420394+0.000346727j -0.000794838-0.0106064j -0.0111491+0.00126392j 0.00377218+0.00405747j -8.78275e-06+0.00411718j 0.0022904-0.00343652j -0.00506246+0.011203j 0.000274071-0.000937413j -0.00328082+0.00255074j 0.00105893+0.00327261j -0.0017333-0.000461418j -0.00453669-0.00284101j 0.00130365-0.00643949j -0.00243229+0.00292176j 0.00587922-0.00111029j 0.000155796-0.0257409j 0.0042578-0.0029596j 0.00242157+0.00984477j 0.00735254+0.0070177j -0.00211043-0.00791863j -0.000668149+0.0178796j -0.00155357-0.00357921j -0.00145114-0.00217116j 0.00112985-0.00374357j -0.00737685+0.00269246j 0.00764399-0.00211727j -0.00469984-0.00114196j 
0.00409271-0.00469807j 0.00224038+0.0101161j 0.00214128+0.00790935j 0.00452756-0.00354893j 0.00353457+0.0106491j 0.00354534+0.00149521j 0.00773622+0.0110489j 0.00459732+0.0119304j 0.00297007-0.0136442j -0.00148002-0.00181739j -0.00450609-0.0226642j -0.00416433-0.00707865j -0.00150454-0.0113922j 0.00381639-0.0101532j -0.00464042+0.00987169j -0.000919234+0.000793246j -0.000996315-0.0134868j -0.00321139+0.0136299j 0.00189853+0.00418901j -0.00390438+0.00389713j 0.00247158+0.000764406j 0.00870056+0.0072184j 0.00418753+0.000476751j -0.00159337+0.00322119j 0.00658398-0.00737394j -0.00623996-0.000136274j -0.00546084+0.00123365j -0.00376325-0.00275543j 0.0101566+0.0143181j -0.00495569-0.00759893j 0.00281018-0.0158566j -0.00191544+0.00816339j 0.00208891-0.00583166j -0.00277654+0.00374391j -0.00202132-0.00823684j -0.00116832-0.00073031j 0.00423175-0.00389537j 0.00603281-0.00244699j -0.00324236-0.00171268j -0.000521747-0.00124051j -0.00503598-0.00523467j -0.00219087-0.00393395j 0.00557261-0.000189609j 0.003304-0.00567086j -0.00424986-0.000101367j -0.000825568+0.000932539j -0.00350376-0.00382333j 0.0163986+0.000642724j -0.00859712+0.0162352j -0.000534934+0.000543463j -0.000637629-0.00406088j -0.00434741+0.00426998j 
0.00155979-0.000220545j -0.00485735-0.00329521j 0.0081222+0.0068709j -0.00116017+0.00532297j -0.00434539-0.00331023j 0.00116366+0.0012774j -0.00786053+0.00431245j -0.00154504+0.00755423j -0.00400177+0.000590745j -0.00500723+0.000170713j -0.00401094-0.00217626j -0.00383559+0.0057713j 0.0011403-0.00227405j -0.00254891-0.0055882j 0.00562111-0.000827765j -0.000320308-0.00138331j 0.000882653+0.0118814j -0.00821781-0.00593479j -0.00326902-0.00144422j 0.000861065-0.00685234j 0.00100178-0.00412357j -0.00664908-0.00427334j -0.00256307+0.0024468j 0.00496438+0.0088269j -0.00742137+0.00868058j -0.0021431-0.00642474j 0.0079948+0.00807857j -0.0265379-0.0128791j 0.00663491+0.0105329j -0.000278219+0.00988103j -0.00470937-0.00383563j -0.00870215+0.0045653j 0.0038385+0.00125817j -0.00240819-9.81185e-05j 0.00279166+0.00660899j -1.96586e-05+0.00173329j 0.00272264+0.000842741j -0.00132439+0.0014978j 0.00695425-0.00240629j 0.00528745+0.000445406j -0.00485797+0.00539069j 0.00811767-0.00300194j 0.00253712-0.00188689j 0.0117133+0.00287533j -0.00138444+0.000185082j 0.0118289-0.000331106j 0.00858033+0.000936918j 0.0184185-0.00363493j 0.00650058-0.0198697j -0.0106676-0.00596209j -0.00606846-0.00390325j -0.018314+0.0181706j 
-0.00171602-0.00323938j 0.00599404-0.0029636j 0.00257951-0.00156941j 0.00409555-0.0117089j -0.0013611-0.00135496j -0.00553367-0.00177094j -0.00242156+0.00706446j 0.00494013-0.00362671j 0.00520228+0.0084218j 0.00659651+0.000825483j -0.00186904+0.00696817j -0.000967939+0.0045864j 0.00156818+0.0144078j 0.00200373+0.0015703j -0.0124631-0.00758566j -0.00567023-0.00814851j 0.00677572+0.0103795j -0.00914035+0.00512812j 0.00428131+0.00981456j 0.000188318-0.000391214j 0.00525787+0.00318314j 0.00494838-0.0194146j 0.0118716-0.00389735j 0.0100913+0.0102312j -0.00013084+0.00845129j 0.00128003+0.0114852j -0.00108989+0.0046312j 0.00233722+0.0154397j 0.0229034+0.00403036j 0.010586+0.00960626j 0.0182773-0.0129625j 0.00398826+0.000565796j 0.00970804-0.00045017j -0.00297042+0.00102415j -0.000595341+0.00533343j 0.00231484+0.000741584j 0.00172883+0.00153559j 0.00355037+0.000509635j -0.00386618+0.00836243j 0.00192922-0.00178354j -0.00733707-0.00536911j -0.00543582-0.0103623j -0.00103224-0.00166199j -0.000299762-0.0031836j -0.0103043+0.00145953j -0.00128065+0.00674166j -0.0189209+0.00551568j 0.0157577-0.00240283j -0.0154504-0.00410898j 0.00802944-0.00952088j 0.00682454+0.00515251j 0.00139865-0.00411112j 
0.00136596+0.00299848j -0.00546532+0.00754151j 0.00708386-0.0101472j -0.00750876-0.000266733j -0.00798503+0.000653731j -0.00597682-0.00203755j 0.00425663+0.0102j -0.00362712+0.00104857j -0.00139397+0.00358901j -0.000209999+0.0047742j -0.00751517+0.00184246j -0.00366166+0.00294832j 0.00408869-0.0047476j -0.00441037+0.010903j -0.00040511-0.00717203j -0.00592703-0.00489517j 0.00540369-0.00100087j 0.00248616+0.0035273j 0.00212148-0.00418994j 0.00531442-0.00830245j 0.00160768-0.00596806j -0.0202177+0.00783024j 0.00193699+0.00384115j 0.00688183-0.00613949j 0.0121394+0.0174804j -0.00341201+0.0132366j 0.00803588+0.00515345j -0.0173193-0.00122841j -0.0263592-0.00697791j 0.0171113-0.00215909j -0.00118311-0.0155257j 0.00049476+0.00443857j -0.000746623-0.00307135j 0.00102258-0.00150317j 0.004543+0.00672788j 0.00300387+0.00017054j -0.00809365+0.00215359j -0.00885511+0.00208104j 0.0056315-0.00147961j 0.00412614-0.00262236j 0.00394283+0.00287782j 0.00251027-0.00936536j -0.00579101-0.00185385j 0.0142214-0.000255683j -0.000347246+0.006957j -0.0094756-0.00820382j -0.00793497-0.00756323j -0.00336965+0.00502201j -0.0208126+0.0167156j -0.00695414+0.00924819j -0.00251166-0.00303099j -0.000392945+0.0033724j 
-0.00165278-0.00604898j 0.00493011+0.00378813j 0.00266841-0.000234134j 0.00279684+0.0138799j 0.00505481+0.00486708j -0.00207018+0.00619749j 0.00131849+0.00137945j -0.00224968+0.0122915j 0.00279531+0.00602624j 0.00476987-0.00794028j 0.00603658+0.0110089j 0.00652298+0.0125761j -0.00700577+0.00580596j 8.96359e-06+0.00540424j -0.00369358-0.00515882j 0.00327767+0.00264401j 0.00133324+0.00175089j 0.000468896-0.00027806j -0.00334987+0.00355477j -0.00422678+0.00355336j -0.0068713-0.000270889j 0.0140477+0.00512846j 0.00149346-0.0020859j -0.00550562-0.0154295j 0.00481883-0.00375926j -0.0135634-0.00892532j 0.0017048+0.00285431j -0.00210122+0.0307456j -0.00920956+0.0196381j 0.00926855-0.00341571j -0.00130542-0.00450145j -0.0070838+0.00229484j -0.000193907+0.000341978j -0.000114418+0.000407251j 0.0033154-0.00473097j -0.000793257+9.69212e-05j -0.00546233-0.000790581j -0.00459552+0.00306489j -0.00122332+0.00303934j -0.00390058+0.000159532j 0.00135101+0.0046315j -0.000641501+0.00988234j 0.00270671+0.00614711j 0.00872951-0.00295926j -0.000658194-0.00474471j -0.00387793+0.000181921j 0.00022578-0.000355006j -0.0120764-0.000311805j -0.018069-0.00388348j -0.0145049-0.0125666j 0.00730021-0.00858469j -0.0089462-0.0107069j 
