2.09773e-05+0.00388338j -0.00779218+0.0101221j 0.00668358-0.0383555j 0.00759232+0.00325284j -0.00319875+0.0201442j -0.00267273+0.00224117j -0.00352334+0.00768492j -0.000689439+0.00492742j 0.0116935-0.00968159j -0.00403984-0.00313436j -0.0101113+0.00148948j 0.00830714-0.00105058j -0.0172202+0.00278809j 0.00393473+0.0075586j -0.00116567+0.00349276j 0.000633978+0.00649717j 0.00384799+0.00345599j 0.00609333+0.00478555j 0.00515895+0.00159237j 0.000409676+0.00881443j 0.000760871+0.00614445j 0.00493084+0.00256647j 0.0211818+0.0178626j 0.000636853+0.00470244j 0.0181234-0.00628354j -0.00161664+0.0103854j -0.00843397-0.0131633j -0.000343375+0.00307938j 0.000942203-0.00208051j 0.00212153+0.00406463j 0.00787881+0.00133914j 0.00182643+0.00250821j -0.00218521+0.00083461j 0.00826409+0.00044593j -0.00400359-0.00267921j 0.00343182-0.00596777j 0.00510968-0.00561795j 0.00220459-0.00755019j -0.00380853+0.00104987j -0.00320495+0.000292422j -0.00174997-0.00141796j -0.0015171-0.0023708j -0.00163968+0.00523833j 0.00127182+0.000212612j 2.47937e-05-0.00441962j 0.00259676-0.0100995j 0.00794708+0.00014221j 0.00652982-0.00201691j 0.000512125+0.00454889j -0.00139392+0.00136821j 0.000363172-0.00183919j -0.00332769-0.00183646j -0.00304366-0.000127901j 0.00206529-0.0123931j 0.00160624+0.00228477j 0.000457049+0.00196777j -0.00346816+0.00418868j 0.00711961+0.00894374j 0.00563376-0.00495206j -0.00448781-0.000212982j 0.00521509+0.00184092j -0.00544576+0.0101015j 0.0092355-0.00300429j 0.00144825+0.0102521j -0.00681107+0.00698676j 0.00465262+0.00775834j -0.00143038-0.0113457j 0.0020332-0.0085236j 0.00307179-0.00176661j 0.00354314-0.00408861j 0.0036433+0.000333347j 0.00175177-0.000395294j 0.00454034+0.00764362j -0.00174415-0.00403071j -0.00213345-0.00463475j -0.00224635+0.000305397j 0.00299765+0.00396875j 0.00315195+0.00026101j 0.00247603-0.00186537j 0.00379224+0.00310571j 0.00013211-0.00201098j 0.00352078+0.00294053j 0.00644747+0.000666612j 0.00250863-0.00221952j 0.00236182-0.00051153j 0.00479283-0.00604612j -0.00146467+0.000625411j -0.00221158-0.00846421j -0.000690355-0.0114799j -0.00614547-0.00494925j -0.00296771+0.0104145j -0.00729763-0.00491987j 
0.000632123-4.74786e-05j -0.000129346-0.00166898j -0.00195356-1.40379e-05j -0.00054117-0.000617577j 0.000624278-0.000880737j -0.00060635-0.00206496j 0.000115968+0.00155136j -0.000348294-0.0025691j 4.64689e-05+0.000676076j 0.00192492-0.00384597j 0.000142414-0.000107578j -0.00238929+0.00205455j 0.00174266-0.00177567j 0.000181082-0.00255097j -0.000151134+0.00263949j -0.00229765+0.00249075j -0.000579962+0.000739196j -0.00128069+0.00341383j -0.00206587+0.0055507j -0.000644892+0.00190682j 0.00137116-0.00277664j -0.000451027-0.000769688j -0.000875937-0.00198479j 0.000261985-0.000420015j 0.000151105-0.00128043j -0.000431381+0.000556341j 0.000672233-0.000945426j -0.00093627-0.000531792j 0.000524301+0.000603792j -0.000217343+0.00245564j -0.00144374-4.38275e-05j 0.00194311-0.000964166j -0.00155904-0.000467747j 0.000321822+0.000156397j -0.000319039-0.000535601j -0.00131818+0.000861929j 7.34912e-05-0.000353974j 0.000829379+0.00383939j 0.00123206+0.00492055j 0.000270003-0.00217j 0.000780067-0.0019213j -0.00164872+0.00724269j -0.00132523-0.00106971j -0.00484463-0.00111883j -0.00062443+0.00112516j -0.00065036+0.00182957j -0.00155021+0.00276012j -0.00131554-0.00646254j -0.000363264+0.00286541j -0.00132819+0.000988717j -0.000130049-0.00068686j 0.000215488-0.000497849j 0.000241068-0.00287361j 0.000178182+0.00282752j 0.000783717+0.000627618j -0.000642295-0.000255925j -0.00186291-0.00406838j 0.00166257+0.00527275j -0.00108774-0.00168354j -6.50994e-05+0.00286535j -0.000184599-0.0018831j 0.00151604-0.00289502j 0.000658368+0.00193764j -0.000825331-0.00406619j -0.0007686-0.00265774j -0.000941339-0.000821684j 0.00176557-0.000585273j -0.00213496-0.000242409j 0.00339383-0.00697831j 0.00424448-0.00626172j 0.00205443-0.0112213j 0.00814147-0.0205844j -0.00318978+0.00920118j -0.0323801+0.0293229j 0.0216031-0.004994j -0.0751747-0.010576j 0.00740757+0.00716023j 0.00193557+0.000453275j -0.0152585-0.0253682j 0.00181711+0.00906932j 0.000418124-0.000769519j 0.00390464+0.0182336j 0.000169761-0.00209036j -0.00195447-0.00254885j -0.00130781+0.00207543j -0.000596161+0.00411536j -0.000796382+0.00129709j -0.000105197-0.00205605j 0.000132269+0.000504939j 0.000591398-0.00101033j -0.000272982+0.000711837j 0.000628103-0.00079298j 
-0.000760329+0.0121054j 0.00165228+0.0130917j 0.00196292-0.000201585j 0.0022238+0.00855657j -0.00121105-0.000565183j 0.00205388+0.00902435j -0.000847323-0.000326392j 0.00332304+0.0167258j -0.00347064-0.0108825j -0.00121459+0.0261718j -0.00042959-0.0104117j 0.00298518+0.0106631j -0.00592785+0.0194866j 0.00420791-0.00859115j -0.00120381+0.00160246j -0.00360005-0.00595973j -0.00283921-0.0126944j 0.00278653-0.00640956j 0.00148608-0.00170205j 0.000503369-0.0101109j -0.00455351+0.00722422j 0.000390938+0.00372467j -0.00320734+0.00583204j -0.00145115+0.0129002j 0.00102383+0.00477697j -0.0009109+0.00712767j 0.00147644+0.00427614j -0.000891625-0.0032862j -0.00436539+0.00155376j -0.000733563-0.0047477j 0.000655934-0.00681776j -0.00802494+0.00155715j 0.00247182+0.00532784j -0.0013253-0.000519771j -0.0071753+0.000960772j -0.00827212-0.0026477j 0.00243208+0.00166388j 0.000760587-0.00404956j -0.00183697+0.00260034j -0.00728561+0.00523708j -0.00527777+0.00359952j 0.0033133-0.00240922j 0.00920612-0.00860962j 0.0117666+0.000825594j -0.00507331-0.000389998j -0.00974285+0.00349901j 0.00691501-0.00229649j 0.00234607-0.00321606j 0.00665237-0.0015984j -0.00741976+0.00281347j -0.00545382-0.00251257j 0.000513419+0.0123222j -0.00495219-0.00436537j 0.00261467-0.00103964j 0.00406772-5.03666e-05j -0.00685005-0.00711603j 0.00280649+0.000368993j -0.00642802-0.00819383j 0.00201432+0.00678879j 0.00140982-0.00198106j 0.00152222+0.00238766j -0.0128264+0.0026272j 0.00411227+0.0101297j 9.33666e-05-0.0013674j 0.00350458+0.000556085j 0.0039934-0.00794815j 0.00690875-0.00386429j 0.00799271+0.00363314j -0.00737456-0.00775781j -0.00143939-0.00119221j 0.000551104+0.00142418j 0.00315309+0.0017255j 0.00364344+0.00506372j -0.00557526-0.00138888j 0.000778361+0.000681905j -0.00763366+0.00112968j 0.0014314-0.00244422j -0.00281298+0.0031563j -0.000834543-0.00152027j -0.00147119+0.00287243j -0.00426047-0.000431974j 0.000677932-0.00064915j 0.00336211-0.00684824j -0.00332567+0.00184204j 0.00359639+0.0011363j 0.00604957-0.00297807j 0.00457947-0.00707548j 0.00021701-0.000341881j -0.00169792-0.00686941j -0.00586343-0.00204856j 0.00123113-0.00812776j -0.00727117+0.00389585j 
0.00205489-0.00260636j 0.00078718+0.00436477j -0.000678392+0.00434667j 0.000659576-0.00290755j 0.00113448-0.00338768j 0.006654+0.0130794j -0.0019105-0.000223874j 0.00733965+0.0121648j -0.00289599-0.00227319j -0.00207348-0.00276029j 0.0021553-0.00109615j 0.00623512+0.00917457j -0.00845951-0.0247497j 0.00474936+0.012314j -0.00447261-0.0131721j 0.00592996+0.0223901j 0.00037477+0.00831693j -0.000938168+0.00777043j -0.00184016-4.79903e-06j -0.00623592+0.00738809j -0.0013296-0.000769306j 0.00484729-0.00694124j 0.00112329+0.00177322j 0.00493679+0.0112222j 0.00533112-0.0120534j 0.00265779+0.00386155j 0.000955222+0.0028645j 0.00199853-0.00514416j 0.0033696-0.00689423j 0.00294045-0.00854801j 0.00139879-0.00966068j 0.00467558-0.00606639j -0.00137673+0.0106251j -0.000635621+0.0117848j 0.00140764+0.00726321j 0.00219391-0.00678816j 0.00385183+0.00546357j -0.000757295-0.00521151j -0.000467298+0.00718476j 0.000317307+0.00463638j 0.00133452+0.00410369j 7.60538e-05-0.0163377j 0.0017402-0.0272515j 0.00074689+0.0053467j -0.00113007-0.0138928j -0.00126383+0.00983803j 0.00104979-0.00374369j 0.000187845-0.000722965j -0.000383454-0.0184214j 0.000129631-0.0109639j 0.00121758+0.0178751j -0.000747491+0.027837j -0.00123888+0.014206j 0.00145562+0.019062j 0.00248867-0.00869692j 0.00145204-0.00315492j 0.00112824-0.00926052j 0.000441753-0.0193649j -0.00388654-0.00224023j -0.0012334-0.00382946j -0.0013868-0.000120222j -0.00177666-0.000368932j 0.001336+0.00373261j 0.00115308-0.00319981j -0.0059862+7.57739e-05j 0.0021338+0.00304425j -0.00398458+0.00235011j -0.000770954+0.000738993j 0.00115541+0.00127702j 0.00146848-0.000377016j 0.0021306+0.00315584j -0.000362777-0.00512408j 0.00248661-0.00211197j -0.00125039+0.00370551j -0.000326996-0.000340137j -0.00191384-0.00176588j 0.00105129+0.0022633j 0.00314949+0.000412559j 0.000732029-0.0019515j 0.00212097-0.00195167j 0.000157671+0.0020448j 0.00138531+0.00280866j -0.000631169+0.000709097j 0.000951691-0.000450145j -0.00110876+0.00088457j 0.000760396+0.000670172j 0.0011539-7.00778e-05j -0.000440773-0.000171334j -0.00276775+0.000201319j 0.000107498+0.00166835j 0.00211894+0.00426142j -0.00190758+0.00142123j 
0.00264532-0.000581284j -0.0020881+0.00246934j 0.00882114+0.000376909j 0.00735205+0.00558991j -0.0115857-0.0181667j -0.00807923-0.00464751j 0.00172151-0.0122562j -0.000450609-0.00439843j 0.00158978+0.0060861j -0.00182317-0.0176656j -0.00409402+0.0138508j 0.00418754-0.0138275j -0.0161963+0.00736446j 0.00465507-0.00832859j -0.00897388+0.00682335j -0.00281293-0.0117826j -0.0146631-0.00709152j -0.00326449+0.000603656j 0.00421234-0.00867824j -0.00171685-0.00986499j 0.00489831-0.0102683j 0.00619681-0.00194058j 0.00419335+0.00513507j -8.82284e-05-0.00253324j 0.012728+0.0127576j 0.00567263+0.00632094j -0.00704524-0.0116455j -0.0013542-0.00111924j -0.00150419-0.0119323j -0.00108827-0.00493611j 0.00533261-0.00445794j -0.00666851+0.00283271j 0.00259038+0.00325605j 0.00571431+0.0100802j -0.00393789-0.000363413j -0.00664091+6.8732e-05j 0.00380897+0.00537426j 0.00147453-0.00308319j -0.000151556+0.00954919j -0.00413942-0.000672574j -0.000352304+0.00265726j 0.00183939+0.00792572j 0.00616183-0.0102114j -0.000110241+0.00316167j 0.000399496-0.00584489j -0.00108717+0.00266847j 0.000525514+0.00558807j 0.000799259-0.00756475j 0.00308653-0.00665772j -0.00429396+0.00173738j -0.000593836+0.00739648j -0.00130743+0.00798402j -0.00617224+0.00818807j -0.00472249+0.011058j -0.0067177-0.000700689j -0.00407253-0.00783458j 0.00462911-0.00779094j -0.00166156-0.00807615j 0.00396621-0.00189659j -0.0031038-0.00417588j 0.00930417+0.0038817j -0.00543463+0.00810057j 0.0120324-0.00423686j -0.000508907+0.00393828j -0.0151598+0.000776088j 0.00821137+0.00266902j 0.00133886-0.00329937j 0.00756226+0.00137491j 0.00127457-0.0021009j 0.00374632-0.000428877j 0.00578926+0.00387765j 0.00233367+0.000753837j 0.00849945+0.00694429j -0.00288979-0.00222669j -0.00242427-0.00138735j 0.000358269+0.0010773j 0.00152983+0.00245093j 0.00923514+0.00613736j 0.0066703+0.000721756j 0.00893376-0.00229275j 0.00313353-0.00219302j 0.00392805+0.00304651j 0.00592248-0.00143478j 0.00323187+0.000259079j 0.00830387+0.00273654j 0.0162949-0.00276041j 0.00270005-0.00626178j -0.000395434-0.00433509j -0.00791532-0.01188j -0.0083987+0.000128308j 0.00606309+0.00631077j -0.0158938+0.00706513j 
-0.00247096+0.00249975j -0.00687707-0.00913221j 0.0183422+0.00691017j -0.00172905-0.00577597j -0.00773105-0.00357772j -0.00549282+0.00235712j -0.00585737-0.00942514j -0.000324823+0.00396468j -0.00488446-0.00588508j 0.00272835-0.001305j -0.00655218-0.00232147j 0.00313881-0.0037131j -0.00696923-0.00776785j 0.00204813-0.00601785j -0.0146776-0.00383353j 0.00150418+0.00340027j -0.00716303-0.0145523j -0.00465405-0.00377174j 0.00630691-0.00622735j -0.00555247-0.0222898j 0.0048325-0.00551398j 0.0021331-0.000992412j -0.00214825+0.0072233j -0.00584456+0.00958822j 0.00638144+0.0124173j -0.0070192-0.00932168j 0.00288774+0.00676314j -0.00022468-0.00577723j 0.00305959+0.00954891j 0.0020042-0.00274397j 0.00368714-0.00142338j 0.00267012+0.00588051j -0.00737783-0.00361929j -0.000719033-0.00683895j 0.00186083-0.00111031j 0.00376262+0.00595936j 0.00909186+0.00590809j -0.00323411-0.00387823j 0.00260267+0.00806906j -0.00373845-0.00822653j 0.000319937-0.000703918j -0.00354572+0.0131984j -0.00647619-0.00660556j -0.00636995-0.00546815j 0.00265521+0.00204125j 0.00965891+0.00378415j -0.00276658+0.00567903j 0.003732-0.0106088j -0.00247549+0.00384522j 0.000706529+0.00374218j -0.000742419+0.00302679j -0.000718617-0.00661065j 0.00151292-0.00881717j 0.0080638-0.00161777j 0.00542173+0.0050533j 0.00976985-0.00838568j 0.00586492+0.0051111j 0.0150134-0.0034183j -0.00471648+0.00506141j 0.00308772-0.00382462j 0.00843373+0.0102288j 0.0093689-0.00859098j -0.0115525-0.000266792j -0.00731362+0.011462j -0.0027852+0.0168787j -0.00706282+0.00384375j 0.00299138-0.00276483j 0.00266447-0.00447784j 0.0053712-0.000483532j 0.00446922-0.00376802j 0.00341036-0.00200846j -4.27806e-05+0.00206232j -0.00124532+0.00308678j 0.00145682-0.00169909j -0.00120978-0.0035646j 0.000394745-6.08894e-05j -6.73865e-05-0.000349737j 0.00388115-0.00743488j 0.00301005-0.000305384j 0.00236365+0.000133561j 0.00762343+0.00410717j 0.00439898-0.00149899j 0.0123059-0.000699472j 0.00788523-0.000588509j 0.00595549-0.00420136j 6.78378e-05+0.00452031j -0.00965702+0.00354494j -0.00880668+0.000796937j 0.00814737-0.00569899j -0.00552167-0.00285718j -0.0147004+0.00331987j 0.00737479-0.0148771j 
-0.00155774+0.0040169j 0.00297878-0.00158718j -0.00236378-0.00972865j 0.000146718-0.00866048j -0.00312801+0.00421988j 0.00254943+0.00614477j 0.0112841-0.000850013j -0.00240807-0.00769414j -0.00613212-0.00274109j -0.00514388-0.00296611j 0.000503049+0.00673273j -0.00160552-0.00971639j -0.00320333+0.0281357j 0.00294495-0.00423363j -0.00839009+0.00436643j 0.000694376+0.00400737j -0.0216784+0.0130958j -0.00698159+0.00499738j 0.00382884+0.000235317j -0.00606455+0.00978479j 0.00199262+0.00689122j 0.000605393-0.00904356j 0.00368182+0.00923504j 0.00449157+0.00505097j 0.0153719-0.0138061j 0.0110331+0.00764149j -0.0178344-0.00849168j 0.00758806+0.00402346j 0.00313552-0.00456041j 0.00825538-0.00106892j 0.00579565-0.0187062j -0.00570996-0.0013034j -0.00164328-0.00205449j -0.00234741-0.0092436j 0.000711202+0.00723072j 0.00100374+0.000548031j 0.00917135+0.0051604j 0.000307856-0.00833905j -0.00363423+0.00210025j 0.00252842+0.00369148j 0.00202928-0.00409973j -0.000100784-0.00520031j 0.0026067-0.00263368j -0.000594959-0.00365027j 0.00154268+0.00607051j 0.00545907+0.00451883j -0.00682049-0.0094353j -0.000871687-0.0055281j -0.00129074-0.00283449j 0.00323021+0.00672749j -0.000437144-0.00527576j 0.0102259-0.00105938j 0.00781298+0.00534141j 0.00187865-0.00844884j 0.00271715-0.000236174j 0.0118597-0.000454737j -0.00807922+0.00170921j 0.00639643-0.00367719j -0.00518588-0.00764726j -0.00237924+0.00162858j -0.00368574+0.00721618j -0.00310257-0.00820953j -0.00790734+0.0027904j -0.0139823-0.00718021j -0.0103458-0.00414304j 0.00290282+0.00260943j 0.000884515+0.00269862j 0.00371033+0.000937936j -0.00225671-0.00500291j 0.00243697-0.0026799j 0.00429961-0.00262023j 0.000299222+0.00114045j 0.0033486-0.0011172j -0.0030785-0.00113423j -0.000955166+0.00154612j 0.000704925+7.98431e-05j -0.00104276-0.00189829j 0.00509716-0.00295736j 0.00279737-0.000624814j 0.00814701+0.00292482j 0.00201027-0.000684249j 0.000889011-0.00215717j -0.00730003+0.00394522j 0.000836759+0.00180233j -0.00127913-0.000614573j 0.00970096+0.00338909j 0.00563975+0.00213365j -0.00615234+0.00886404j -0.0132612-0.00281836j 0.00277776+0.00977666j 0.00615497-0.00367694j 0.00756195+0.000898464j 
0.00623343+0.00176245j -0.00138203-0.00262818j -0.0151643+0.0194895j 0.00523271-0.00192486j -0.00261714-0.0207451j -0.0170241-0.0190522j -0.00452642-0.00164702j 0.000209018-0.00122828j -0.0118734-0.0132309j 0.0021063+0.00144123j 0.00555487+0.00248533j 0.0101889+0.0100747j -0.0149759-0.00914228j 0.0018956+0.000727227j -0.00151436-0.0182313j 0.00669575-0.0022698j -0.0049084-0.00886589j -0.00136129-0.00560966j -0.00347121-0.000167312j -0.00234722-0.00393766j -0.00562924-0.0024027j 0.00935358+0.0148994j 0.00352255+0.0163443j -0.00943253-0.00768396j -0.015239+0.00713886j -0.00536645-0.0046891j 0.00829995-0.0290979j -0.00770049-0.00347911j 0.00941581+0.00507546j -0.00406965+0.00182315j -0.0074929-0.000430697j 0.00890599+0.00223698j 0.00153915+0.00344757j -0.00270173-0.000217287j -0.00313592+0.00606393j 0.000721093-0.00516485j -0.0004666-0.00341189j -0.0152603-0.00408008j 0.00653899-0.00117185j 0.00128264+0.00641065j -0.00127942-0.00045161j 8.42369e-05-0.00262912j -0.0074097+0.00554776j -0.0025187+0.00170501j 0.00202802+0.00394173j 0.00493501+0.00344155j 0.00126407-0.00392977j -0.00769331+0.000669873j 0.00209044-0.00131377j -0.00282564+0.00182697j 0.00106467-0.00332468j -0.0157526+0.00386688j 0.00317712+0.00592497j 0.00458555+0.00260582j 0.00188712-0.00232012j -0.00780568+0.00395755j 0.0114811+0.000946419j -0.00878078+0.00400841j 0.00247865+0.000902858j 0.00682121+5.09982e-05j -0.00151958+0.00717562j 0.005284-0.0073066j -0.0167065+0.00206775j 0.0111409-0.00338266j 0.00480968-0.00158385j 0.00695925+0.00595434j -0.00137939+0.00200253j 0.00168281+5.10403e-05j -0.00590128-0.00623529j -0.00443055-0.00448933j -8.09169e-05-0.00108298j 0.00375651+0.00138754j 0.00817157-0.00147904j -0.00425039-0.000635341j -5.7036e-05+0.0008634j 0.00124731+0.000638381j 0.00250648-0.00220867j 0.00798385-0.00102449j 0.00117594-0.00216173j 0.00397986-0.000975092j -0.00173384-0.00235389j 0.00453526+0.00337766j -0.00502788+0.00277343j -0.00496024-0.00310726j -0.00188467+0.00081718j 0.00141729-0.00239726j 0.0106185+0.00023242j 0.000444437+0.00785145j -0.0104861-0.0049527j 0.00624396+0.0102854j 0.0091385+0.000252045j 0.00521618+0.00481478j 
-0.000446442-0.00137774j 0.00223662+0.00143669j -0.00241806+0.00145144j -0.000252656-0.00146618j -0.00116633+0.000380358j -0.00025834-0.00117473j 0.00283838+0.0032365j 0.00127749+0.000110922j 0.000560166-0.00355344j -0.00147482+0.00604227j 0.00107043-0.00302598j -0.00372953+0.00179653j 0.000878424+0.00300742j -0.00352847-0.000594165j -0.00137432+0.000492643j 0.000604088+0.000108002j -0.000606075+0.00189839j -0.00179315-0.00175217j -0.00360855+0.00255212j 0.00354932+0.00342331j 0.00028979+0.00413206j 0.00146729+0.00224538j 0.0014339+0.000465717j 0.00191708-0.00112919j -0.000875545-0.00380876j 0.0025512+0.00266407j -0.0025919-0.00211678j -0.000617519-0.00224093j -9.16813e-05-0.00478089j 0.00151523+0.00287818j 0.00154685-0.00103839j 0.00403892+0.00286344j 0.00281545+0.00187581j -0.000696447-0.00423096j 0.00290912+0.0120783j -0.00483626-0.0021044j 0.00159025-0.00197938j -0.00404419-0.000354381j 0.00268216-0.00609557j -0.00203229-0.0166593j 0.00420465+0.00999908j 0.00341576+0.0249048j 0.00481496-0.00606957j -0.00340572-0.0153914j 0.0012886-0.0228195j 0.00277357+0.00541614j 0.00204804-0.00730697j 0.00441867+0.0153495j -0.0054009+0.0309031j -0.00422865-0.00166184j -0.00419893+0.0229799j 0.00153562+0.00391681j -0.00200473+0.0178477j 0.00563597-0.0102939j -0.0070438+0.00726279j -9.56222e-05+0.00261311j 0.00744779-0.0046848j 0.000583278-0.00182059j -0.00338663+0.00500657j -0.000776603+0.00331055j 0.00279639-0.00378154j 0.00114676-0.00168837j 0.00133519-0.00709002j -0.00262457+0.0030004j -0.00101855-0.00305901j -0.00196262+0.00327031j -0.000404023+0.00124492j -0.000181938+0.000664408j -0.000258016-0.00233467j -0.00193399+0.000677088j 0.000562748-0.000672478j 0.000861857+0.00180645j 9.68203e-05+0.000418879j 0.00125034-0.000593273j 0.00302526-0.00150454j 0.00246546+0.000468806j 0.00168059+0.00216685j 0.00140045+0.00112118j -0.0011007+0.00125094j 0.00365545-0.00511587j 0.001595+0.00129354j -0.00341446+0.00380201j -0.00210577-0.00219854j -0.000358421-0.000779054j 0.000294946-0.000299121j 0.000539322+0.00282137j 0.00372617+0.00130921j 0.000997996+0.00129119j -0.00263612+0.000293077j 0.00324573+0.00285435j 0.00485798-0.00211514j 0.00222029+0.00312833j 
-0.000568455-0.00195268j 0.00285531-0.000412229j 0.00190267-0.00450006j 0.00117933+0.00321589j -0.00644234+0.000993356j 0.000545913-0.000158722j -0.00136362+0.007514j -0.00117033-0.0033642j -0.00293077-0.00162688j -0.00147991+0.00430865j -0.00285521-0.00202221j -0.0069905+0.00632876j 0.00557523-0.000517003j -0.00116283+0.00232753j 0.00466151-0.00573047j 0.00223718-0.00293693j 0.012461-0.00439159j -0.00418382-0.00220663j 0.00112298+0.00573924j -0.00380697+0.00391753j 0.00057143+0.00521883j -0.0133565-0.00110868j -0.00027129-0.00201418j -0.000389576-0.00410905j 0.000100998+0.00622997j 0.00325489-0.0007685j -0.0013193-0.00718228j -0.00225597+0.00921385j 0.00153624+0.00138754j -0.00430976-0.0021551j -0.00178049-0.00200545j 0.00512443+0.00516983j -0.00055679+0.00583045j -0.00326515-0.00556061j 0.00282933-0.00614587j -0.00142139-0.00141904j 0.000721718-0.00269686j -0.000579389+0.0110055j 0.0039144+0.0290408j 0.000982909-0.0241754j 0.000528359+0.00502257j -0.00207816+0.00364212j 0.000133539-0.0124405j 0.00117774-0.00541636j -0.00137858+0.0187392j -0.00653858-0.00769562j -0.00170225+0.00177349j 0.00641278-0.00951507j 0.00283999-0.00785136j 0.00462113-0.0207996j 0.00325855-0.00736191j 0.000801972+0.000946981j -0.00158795+0.0160938j 0.00685956-0.0115946j -0.00288209+0.00811699j -0.00434862+0.00685479j 0.00132253-0.000442547j 0.00224107-0.00760621j 0.000551462-0.00489159j 0.00107176-0.0110298j -0.000422446+0.00230624j -0.00452363+0.0057856j -0.000509012-0.00695948j -0.000429157+0.00214793j -0.00158681+0.000175986j -0.00358048+0.00489315j -0.00233022+0.00142484j 0.00143672-0.000784583j -0.0025605-0.000537139j 0.00662006-0.00689424j -0.00221124-0.00197348j 0.000661845+0.00175886j -0.00502209+0.000930637j 0.0012181-0.00105859j -0.0129423+0.0016597j -0.00282325+0.001189j -0.0113289+0.00340576j 0.00342973+0.000648343j -0.00265626+0.0010976j -0.00319452+6.28474e-05j -0.0045216-0.00120996j -0.00104725+0.000200637j -0.00443836+0.00150827j 0.00743591-0.00513019j -0.00762478-0.00102482j 0.00220339+0.000156095j 0.00732292-0.00164961j -0.000779409+0.00209436j -0.00183846-0.00034335j 0.00458771+0.00438419j 0.00667641-0.00299398j 0.00325153+0.00512984j 
0.00728091+0.00500889j -0.00100401-0.00232344j -0.0199924-0.0332914j 0.00281414+0.00731878j 0.00261656+0.0168439j -0.011034-0.00579009j -0.0143706+0.00533218j 0.0032244-1.88293e-05j -0.00933876-0.0019657j 0.00553572-0.00241583j 0.0140838+0.00189461j 0.0120187+0.0126857j 0.00512782-0.0174593j -0.000981869+0.00463907j -0.00314443-0.0059201j -0.0020898-0.000433416j 0.00878075-0.0204186j 0.00254651-0.0039979j -0.00393856-0.00252328j -0.0037093-0.00392614j -0.00362578-0.00831437j -0.0157777+0.0128725j 0.00398333+0.00540682j -0.000954715-0.00333188j 0.00507648+0.00588186j -0.0134588-0.000688854j -0.00643538-0.0144312j -6.19027e-05-0.00402745j -0.00705493+0.00657085j -0.0060252+0.00727378j 0.00804995+0.00494157j -8.11929e-06+0.000598915j 0.0025375+0.00305743j -0.00122175+0.00128643j 0.0219942+0.00225717j 4.40335e-05-0.00559661j 0.00409849-0.000100931j 0.0102055-0.00015224j -0.00289296-0.00822658j 0.00168827-0.000139351j 0.00226671+0.00883343j -0.00650369-0.00757057j 0.00617073+0.00534032j 0.00182914+0.00340942j -0.00269537+0.00106424j -0.00182425-0.00174889j -0.00258561+0.00216567j 0.00817229+0.00158084j 0.00359404+0.00576788j -0.000175068-0.00114294j -0.00861625-0.00193865j 0.00695505+0.0110799j -0.00204436+0.00203052j 0.00549594-5.12949e-06j 0.00179177+0.00234888j 0.0104318+0.00731563j -0.0127773-0.00966812j 0.0129177+0.00301214j 0.0053752+0.00339158j -0.000358171+0.00431372j -0.0102463-0.00141658j -0.0120776-0.0121658j 0.00868144+0.00872316j -0.00946167-0.00163744j -0.00459189-0.00773785j -0.00235159+0.000392349j 0.00294489-0.00190592j 0.00305672-0.00153685j 0.000320437-0.00169441j 0.0042585+0.0026665j 0.000941222-0.00120583j -0.000157069+0.00208585j -0.00146417-0.00184792j 0.0010511-0.000394057j 0.000628816+0.00354234j 0.000641402+0.000658065j -0.000215427-0.00368418j -0.001926-0.00176433j -2.00079e-05+0.000396302j 0.00143687-0.000879058j -0.00260984-0.00176016j 0.000720178+0.000772941j 0.00398747-0.000315409j 0.000978324+0.00129642j -0.00130737+0.000647494j -0.00443986-0.00343316j -0.000143647+0.00117766j -0.00135999+0.00310118j 0.0045755+0.00196031j -0.00157454+0.00126799j -0.00369466+0.00122812j 2.59769e-05-0.000807061j 
