-0.0894107+0.104335j 0.0379578-0.013077j 0.0013294+0.0262086j -0.107085+0.0183463j 0.000388504+0.0446618j 0.0165031+0.0250692j -0.0815832+0.00337441j -0.0454225+0.0200177j 0.0134234+0.0270799j 0.0022386+0.0313975j 0.0517229-0.0258151j 0.0225044+0.0461198j -0.0541911+0.000217621j -0.0142939+0.00883189j -0.0194842-0.0137326j -0.01508-0.00436877j 0.0178833-0.00919656j 0.00156478+0.0195399j 0.0021702-0.0207058j -0.0311849-0.0116581j -0.0268419+0.0273277j 0.0216025+0.0199307j -0.0222385+0.0435078j 0.0199499+0.0214394j -0.00175093+0.000316959j -0.0323251-0.0139685j -0.0210328-0.013415j -0.0035869+0.0315763j 0.053867-0.0209949j 0.022611-0.0006889j -0.0341684-0.0225476j 0.00836768-0.0113467j -0.0134742-0.0108702j 0.0331157-0.0182272j -0.00928324+0.0318714j 0.0234066-0.010265j -0.0187263-0.0366763j 0.0305871-0.0229933j 0.010578-0.0133956j -0.018902+0.0284303j 0.0156547-0.0216118j 0.0119835+0.0153748j 0.0017829+0.0346985j 0.0157051-0.0169569j -0.0134022-0.0107017j -0.0768192+0.0490446j -0.0265829-0.000929502j -0.00535322-0.0231065j -0.0302798+0.0785336j -0.0794379-0.0348742j -0.126871-0.0931776j -0.0862201+0.0357749j 0.183939-0.395232j 0.254147+0.130826j -0.0203748-0.0726663j -0.224126-0.184726j 
0.0253998-0.0197926j 0.0103389-0.000834426j 0.0444536+0.0458016j -0.0389661+0.0226396j 0.0188392-0.0588534j -0.012163-0.0269815j -0.0499249+0.000814567j 0.0535383+0.0654552j 0.0315076+0.109117j 0.0276614-0.0354433j -0.0537196-0.0412014j 0.124596+0.0637747j -0.106028+0.128408j 0.047517-0.156687j -0.0318712-0.0504911j -0.0346027-0.105277j -0.0329621+0.171242j -0.0699095-0.113493j -0.0816714-0.0190105j -0.112934+0.00868382j -0.123341+0.0136395j -0.106721-0.0472375j -0.127041-0.00734988j 0.00552553+0.0587584j 0.0394522-0.0552259j 0.132557-0.0306485j 0.138128-0.0147492j -0.195213+0.00568297j -0.0830196-0.119836j -0.015624+0.0993429j 0.0221539+0.000834807j -0.0826211-0.0605642j 0.0718273+0.0211486j -0.0452661+0.0782949j -0.0829502+0.00099282j -0.170527-0.0320167j -0.0270988-0.0381822j 0.0749346+0.00989826j -0.00597519-0.0414255j -0.0413961+0.0687658j -0.0647044+0.00197787j -0.0536366-0.0345303j 0.0745923+0.0294472j -0.00229517+0.0611791j -0.00662939+0.0167304j 0.0108827+0.0174713j 0.029755-0.00046097j -0.0245645+0.014552j 0.0143333+0.0313092j -0.0605396-0.0298238j 0.0301571+0.019591j -0.0565265-0.0475654j 0.0477931-0.00988007j -0.0196096-0.0455906j -0.020943-0.0212787j -0.0713033+0.00986569j 
0.0223903-0.023134j 0.0111284-0.00467428j 0.0104245-0.0154933j -0.00101708+0.0206067j -0.0265088-0.0613429j -0.0260568+0.091043j 0.0281703+0.0577679j -0.0130225+0.0181695j 0.135578-0.012362j -0.0612793-0.0467835j -0.102044+0.133499j -0.0290932-0.127824j 0.107213-0.123686j -0.0131259-0.108192j 0.0116519-0.0675364j -0.0977319-0.0803403j 0.106849+0.118109j 0.0882137+0.185932j 0.0289261+0.0717121j 0.0761787+0.024415j 0.147835-0.0641267j 0.0101655-0.0396573j 0.0440235-0.034798j -0.226523+0.0619128j 0.0667223+0.0117467j -0.0378632+0.149569j 0.0406006-0.0315811j 0.00570851-0.116567j -0.015166-0.089973j 0.0335047-0.0663743j 0.0926986+0.0551958j -0.00443195+0.0531356j 0.0116275+0.0928206j 0.044607+0.0316857j -0.0371684+0.00154635j 0.107054+0.0852358j -0.0376346-0.202366j -0.0180324+0.0603653j -0.0125962+0.0611093j -0.0614511+0.0638385j -0.00644795+0.0276736j 0.0226825-0.0244258j -0.0669005+0.0699273j -0.0193212+0.0112745j -0.0108558+0.0143707j -0.00805428+0.000625952j 0.00789285+0.020244j 0.0106936-0.000819279j 0.00866677+0.00947041j -0.0535541+0.0480345j 0.0456221-0.00436239j 0.0694991-0.0401289j -0.00774354+0.0184383j -0.00748413+0.00612138j 0.00384081-8.59489e-05j -0.0132017+0.00701778j 
-0.00745582+0.00711815j 0.015328-0.0327725j 0.0552861+0.097285j 0.011769-0.0220083j -0.0450647-0.016439j 0.0558339-0.00212526j -0.0231465+0.0539319j 0.00332455+0.055686j 0.0743942+0.0769031j 0.124934-0.0503711j -0.00923671-0.0760524j 0.142783-0.0563921j 0.0431056-0.167275j -0.0256125+0.0454421j -0.0456769-0.110433j -0.186738+0.0319069j 0.104534-0.0669915j 0.063892+0.104961j -0.0461321+0.0592078j -0.0889385-0.0697455j -0.031626-0.102993j -0.102237-0.0183493j -0.156206+0.0993063j -0.0977625-0.0602919j 0.13789+0.0224636j 0.0671811+0.0546581j 0.0103783-0.00403405j -0.0289311+0.0317837j -0.0193061+0.0813974j -0.0981264-0.100568j 0.00181276-0.111081j 0.000287882-0.0123985j -0.0296837+0.0983459j -0.0500653-0.0231831j 0.0674835-0.0987005j 0.0563396+0.0710634j 0.0598992+0.019767j 0.07683-0.0510884j 0.0243066+0.0152989j -0.0313218+0.0343522j 0.0832957+0.0203062j 0.062075-0.058259j 0.0582254-0.00846214j 0.0170487-0.0312989j -0.00616775-0.0370119j -0.0126113+0.00244548j 0.0192018-0.00931416j -0.0778365+0.031589j 0.019493-0.000824774j -0.0316346-0.0119981j -0.013488-0.0077626j -0.0959661+0.00315698j 0.0307214-0.0221876j 0.0237697-0.0419887j -0.0145031-0.0120118j -0.0516777-0.0122822j 
0.0135519-0.0197364j 0.0177558-0.0636956j -0.0352637+0.041148j -0.00526867-0.108566j 0.007935+0.0427175j -0.0606252-0.0105046j 0.154503+0.0847594j 0.024368+0.0107096j 0.06136-0.179249j -0.0459704+0.107981j 0.0848726+0.181687j -0.0102185+0.140144j -0.00512792-0.068613j -0.164994-0.127826j 0.100504-0.0215344j -0.0095349-0.128962j -0.0201606-0.0630576j -0.0466074+0.0495611j 0.0526431+0.0237495j 0.0854899+0.0352662j -0.057914-0.0765306j 0.00170839-0.094387j -0.0223461-0.196169j 0.0485084-0.0326532j -0.0440846-0.0924464j 0.0285184+0.0265236j 0.0884374+0.042026j 0.0997266+0.0265518j 0.020519-0.0863237j -0.153686-0.00629648j 0.032153+0.0345441j 0.134731+0.0538121j -0.0119711-0.0724629j 0.12296+0.0500064j -0.00765747+0.0134206j -0.0467633+0.0182252j 0.0799402-0.0052994j -0.0650724+0.0750075j 0.0165222-0.0217049j -0.00878948-0.0710997j -0.0306659-0.081489j 0.0186276-0.00800296j -0.0115951+0.0591589j -0.00235002-0.019018j 0.00709157+0.0503764j -0.0445735-0.0488469j -0.0127858+0.0210991j -0.0301974+0.0102613j -0.0115142-0.0560737j -0.0642954+0.0708857j 0.0227932+0.0514001j 0.0128249+0.0882801j -0.0238287-0.0536842j 0.000859583-0.0211277j 0.00254329-0.0180302j -0.00390459+0.00738423j 
-0.0302576+0.0301939j 0.0429999-0.0489853j 0.0124161+0.0270878j 0.0143957-0.0288148j 0.0144852+0.0186584j 0.0586423-0.0151421j -0.052774+0.0261205j -0.0632189+0.00752546j -0.0195566-0.000447133j 0.0691932-0.00826018j 0.0672509-0.0697168j -0.0106107+0.00933526j -0.0396687+0.144544j 0.0113962-0.0528191j 0.03217-0.0414716j -0.116506-0.0393418j -0.0158969-0.0673987j -0.00727919+0.00386262j 0.200019+0.00465449j -0.0102853+0.0122874j 0.0635185-0.070347j 0.0180958+0.0552732j 0.114344+0.0595977j 0.0181975+0.0176732j -0.0856489-0.0932888j 0.180452-0.117274j -0.0119326-0.107703j -0.0177858-0.00545851j -0.044108+0.0156545j 0.0300703+0.119787j 0.0439356+0.0752733j -0.0719058-0.0487289j 0.0669268-0.0177921j 0.114088-0.0575088j -0.00641869+0.00931987j 0.00829441+0.109447j -0.0658574+0.0517843j -0.0673968-0.00244336j -0.0237763+0.0247629j -0.0546887+0.0447755j -0.0691074+0.025282j 0.025701+0.000730666j 0.0347949+0.0149653j 0.011966-0.0458802j 0.0613152-0.0399317j -0.00707051-0.0421613j 0.00331627-0.00719185j -0.00247727+0.0412541j 0.0134583-0.0237616j 0.0432915+0.00767497j 0.00901296-0.0286652j -0.0296666+0.0584085j 0.019097-0.0174706j 0.029214+0.00619901j -0.0578029+0.0210554j 0.0185179+0.00106035j 
-0.0274712-0.0147892j -0.00711798-0.00962483j 0.000146001+0.0995041j 0.0019266-0.0178558j -0.0130448-0.012332j 0.0647353+0.0259386j -0.0378422+0.034041j 0.0242978+0.0156794j -0.0610664-0.00231804j 0.156196-0.0470782j -0.0243505-0.0294427j -0.00654998+0.0686689j -0.13173+0.0274698j -0.0288768+0.102394j 0.0274538+0.0862242j 0.0384114+0.121208j -0.0189007-0.0632232j 0.0655418+0.250107j 0.0984311-0.0918323j -0.102304-0.051759j 0.121445-0.0158381j 0.194027+0.0791218j -0.168457-0.156122j 0.105888-0.0704016j 0.0603034-0.137172j -0.0122609+0.0126001j 0.037473-0.0178977j 0.0313354-0.0141678j 0.0992996-0.0523415j 0.0211333-0.00643744j 0.0226494+0.025114j 0.0449734-0.0312241j 0.0173632-0.0812722j -0.133281-0.0249222j -0.00968902-0.00883089j 0.0626026+0.0167062j -0.00950396-0.0296735j 0.00192313+0.11813j -0.0126332-0.0144838j 0.0384269+0.0941496j -0.00385141+0.0120154j 0.00900888-0.0424507j 0.0453367+0.0115976j 0.0384673-0.0501132j 0.0221806+0.057529j -0.098283+0.0583435j 0.00443294+0.02123j -0.0540585+0.0861635j -0.0282483+0.0120154j 0.0013255-0.0181136j -0.0403461-0.0193705j -0.0498182+0.00939616j 0.00736946-0.00656604j -0.0134193-0.0164777j 0.0232799+0.000639729j 0.0133685+0.00605192j 
0.0211126+0.0121368j -0.0545904+0.055632j -0.000264658-0.0229992j -0.0371166+0.0497037j -0.0537803+0.084532j 0.0329041-0.0155208j 0.0796075+0.0710266j 0.1203-0.0188229j 0.0809994+0.0229704j 0.0568988-0.0263515j -0.0587761+0.0490514j -0.00940767+0.110993j -0.0729846-0.0451848j 0.206846+0.0140874j 0.0274038+0.0557166j 0.00242523-0.0628526j 0.08792+0.0820074j -0.108853-0.186219j -0.0599597+0.0410439j -0.26569+0.029017j -0.0618855-0.0877054j -0.0399324-0.0445154j 0.024662+0.0927644j -0.0237033-0.0455684j -0.0133614-0.000241827j -0.0778583-0.0143933j -0.0451699+0.000307866j -0.00726528-0.0314774j -0.0642197-0.0190852j -0.0101239+0.126185j -0.00487838+0.0462086j 0.0358699+0.0188992j -0.0426381-0.0231125j -0.0262106-0.00792222j -0.00644538-0.00285537j 0.0961158-0.0576629j -0.0184484+0.0539618j -0.0125108+0.118899j 0.0340081+0.0482927j 0.023549+0.0312223j 0.0369691+0.0262256j 0.085218-0.0628766j -0.00611384-0.0390347j -0.0545483-0.036781j -0.0364969+0.0236161j -0.0398964+0.0455465j -0.0208286-8.57064e-05j -0.0469974-0.0450257j -0.026123+0.0291739j -0.0163079-0.0280888j -0.0311229+0.0189269j -0.00395706-0.0653647j -0.0234773+0.0137433j 0.0214813-0.0356102j 0.079763-0.0262026j -0.0224146-0.026689j 
-0.0195413-0.0359191j -0.029924-0.0234652j -0.050865+0.161239j -0.0358522-0.0250213j -0.0434672-0.0461272j -0.153287+0.0288445j 0.122349-0.0789389j -0.0393055-0.170431j -0.113532-0.038762j -0.0380627+0.065755j 0.0165107-0.0222072j -0.0503981+0.0837947j 0.0651253+0.0246611j -0.0194721+0.0318532j -0.0341323-0.0945349j 0.00357181+0.0256499j -0.0316061-0.0849143j 0.0169359-0.110763j -0.129128+0.00513971j 0.0116253-0.0383948j -0.0533022-0.103954j 0.1884-0.0403753j 0.0725762-0.0302301j 0.153161-0.115254j -0.0212397+0.0927389j 0.0520848+0.0687386j -0.132798-0.0341129j -0.0627415+0.0827595j 0.102095+0.0215698j 0.0907938-0.0120686j 0.056396+0.00722332j -0.10604-0.00516219j 0.00758191-0.103571j 0.0348057-0.0349809j -0.00933489-0.0401744j 0.0323105+0.0842663j -0.0369694+0.0403882j -0.00773226+0.0436084j -0.0893614-0.0256286j -0.00370447-0.0717043j -0.00362499+0.00567297j -0.0275942-0.0247043j -0.0198627-0.0242034j -0.0105488+0.0331374j -0.0482334-0.0418022j 0.0655218-0.00767681j -0.00668385+0.0184304j -0.00653713-0.00244462j 0.0380218+0.0111681j -0.0548344+0.00759205j 0.0401422+0.0123447j -0.0420483+0.0248897j 0.00883286-0.0144048j -0.0125813-0.0637117j 0.039926+0.0111145j 0.0322741-0.0028563j 
0.00890014+0.0380432j -0.00864809+0.0154137j 0.0360104-0.00691758j -0.00958326+0.0810076j 0.0655463+0.0041077j -0.0359498-0.0339546j -0.110709+0.0297766j 0.125195+0.186534j 0.129135-0.0655499j 0.0942871+0.116819j 0.0924775+0.0168266j 0.151678+0.0340497j -0.0284677-0.00931923j -0.117961-0.0776693j -0.020438-0.0139409j -0.00731814+0.025037j 0.10233-0.0929712j -0.0239303+0.013414j 0.00132604-0.130525j -0.0136679-0.0600017j -0.217467+0.0738909j -0.108951+0.105133j 0.128301-0.0950923j 0.0417084+0.100077j 0.0001829+0.0075797j -0.0239272-0.0542114j -0.0849304-0.0158309j -0.0182591+0.0209866j -0.0716323-0.041275j 0.0750118-0.0605196j 0.0348784+0.033754j -0.0968371+0.00086755j -0.0237032+0.0391608j 0.0153356-0.0253056j 0.0511655+0.0416346j 0.0259024-0.0291105j -0.0330385-0.0171542j -0.0321929-0.0121122j -0.0399374+0.0172588j 0.00928842-0.0590883j -0.00392845+0.0565101j 0.00553531+0.0383174j 0.00877713+0.0177952j -0.0209349+0.0815316j -0.0292884+0.0647518j -0.0370542-0.0086477j 0.0338122+0.0226761j 0.00474879-0.0288817j 0.00747509-0.0485394j 0.0411992-0.0565318j -0.0333996-0.0309886j -0.0325799+0.00163488j 0.00692148-0.00817529j 0.0652772-0.0168218j 0.0146784-0.00825987j -0.0306747-0.0336634j 
0.0237025-0.0104869j -0.0113739-0.0212802j 0.0123059+0.0556325j 0.00826159+0.0401823j -0.000433439-0.0543385j -0.0856802+0.055773j -0.104862+0.0266779j 0.129839+0.0679413j -0.04948+0.0664396j 0.0783729+0.200474j 0.0468592+0.0619856j 0.0599059+0.0580339j -0.176241+0.0141114j -0.0234095+0.0833515j -0.0865975+0.0262558j 0.17624+0.00882177j 0.0931917-0.000713751j -0.00746519-0.0200303j -0.0550192+0.107599j 0.0149253-0.095961j 0.0903049+0.0194883j -0.075752+0.0837868j 0.0228303+0.0243486j -0.0220649-0.0493406j 0.0632146+0.0514975j 0.0500326+0.11913j -0.019568-0.0351841j -0.019328-0.0809711j -0.00230924+0.0488799j 0.0965605+0.0195735j 0.00721881+0.0495641j -0.0957065-0.0924447j 0.0362403+0.0140133j 0.0503214+0.0954345j 0.0484222-0.0343742j 0.0978624+0.0308295j -0.048163-0.0956345j -0.0612787+0.0277928j -0.0437605+0.00172446j 0.00229121-0.053525j 0.0132487+0.0331725j 0.0293448+0.0200121j -0.0102396+0.00128913j 0.00980373+0.026335j -0.0341317-0.0470437j -0.00828717+0.0532431j 0.00907671+0.0203417j 0.0441604-0.0148655j 0.0101668-0.00551065j 0.0128986+0.000117133j -0.015581-0.016588j -0.00560876+0.0202803j 0.0130539-0.046151j 0.0617764-0.0104574j 0.0246159+0.000322269j -0.0384192-0.0125015j 
-0.0787532+0.0385176j -0.0570744+0.0187529j 0.0947746+0.0330093j -0.0884146+0.199175j 0.0361542+0.104331j 0.0599761-0.076634j 0.066382-0.0436012j 0.0168647-0.0572776j 0.0921628-0.0595857j 0.0248274-0.0788149j -0.0307771-0.069363j -0.00447028-0.0428279j 0.154176+0.0196633j 0.0356706+0.00177555j 0.0101966+0.00227229j -0.0378807+0.0210466j -0.000709495+0.0708315j 0.0941922+0.0614384j -0.0931189-0.108984j -0.0517503-0.0345248j 0.200516+0.0114232j -0.0772633+0.0629464j 0.0649668-0.0460716j 0.149281+0.104407j -0.0643801-0.0690389j 0.136383-0.0448494j 0.0188814-0.0324824j 0.00143203+0.0210772j 0.0493645-0.044872j -0.153619-0.0421251j -0.0802089-0.0452246j -0.121314+0.0490994j 0.0339113-0.00715961j -0.00824647-0.00708077j 0.0281646+0.12054j -0.0372821+0.042442j -0.0488405-0.0229817j -0.024478-0.000733908j -0.0760114+0.0216751j -0.0344297-0.101224j -0.0312855+0.0136183j 0.0340158+0.0764373j 0.0660781-0.00738044j -0.0105951+0.0586523j -0.0253702+0.0931447j 0.0229445-0.0370268j 0.00117461-0.0365275j -0.00622857-0.0317737j 0.0488658+0.0115509j 0.0398538-0.041003j 0.0279339-0.0323743j -0.0689019-0.0631146j 0.0199102+0.0380144j 0.046607-0.102818j 0.0293236+0.036885j 0.0459202-0.0266617j 
0.0995552-0.0227379j -0.0507874+0.0270831j -0.040934+0.042365j -0.0766463-0.0649159j -0.0247438-0.0844529j 0.0825437-0.163921j 0.0916741+0.0847704j 0.00839801+0.101071j 0.166097+0.0873116j 0.0321307-0.0637046j -0.097807-0.0283976j 0.143151+0.00340602j -0.0457505-0.0281993j -0.0431231-0.00860412j 0.0361654+0.055911j -0.0681934+0.0674074j 0.0596577-0.128768j -0.0194161+0.0861831j -0.0700331-0.0298347j -0.169438-0.0164816j -0.12504-0.0341456j 0.124571+0.0544995j -0.0879909-0.0367207j 0.0371784-0.0539123j 0.0030616-0.0380817j -0.0332842-0.0869479j 0.0528577+0.034434j 0.0387984-0.0285704j 0.0489551-0.0030751j -0.0903555-0.065451j -0.0883437+0.0106167j -0.0334275+0.0166597j -0.00767415+0.0334726j 0.105141-0.0949499j 0.0920791+0.00480296j -0.0175912-0.00705801j -0.0765133-0.005454j -0.0286758-0.0240902j -0.0198367-0.0389352j -0.042565-0.0255037j -0.00943906+0.0427564j 0.0567037+0.0639336j -0.0326424+0.00712702j 0.00763084+0.0207146j 0.0603359+0.0941839j 0.0426603-0.012325j 0.00763744+0.0411395j -0.0290429+0.0384954j -0.0963428-0.0940897j -0.00656843-0.037252j 0.0192697-0.103965j 0.0458872+0.0192875j -0.0127917+0.0267058j -0.0927218+0.0759879j 0.0307374-0.0355978j -0.0171856-0.00654861j 
-0.0234237+0.0403481j -0.00495789+0.0546116j -0.0146271-0.0231386j -0.0949192-0.0761311j -0.147898+0.0456453j -0.0147524+0.168967j -0.217801+0.122114j -0.0108021-0.0538335j 0.045703-0.0946205j 0.134246+0.0531117j 0.0579297+0.00371774j -0.061622-0.0943547j 0.15213+0.024872j 0.0333622+0.000714343j 0.0298352-0.079344j 0.0883901-0.154344j -0.143605+0.0258817j 0.0416531-0.197236j -0.0187323+0.0790696j -0.0526532-0.14932j -0.110916+0.0122436j 0.0729906+0.0326867j 0.0080276+0.0454556j 0.119961+0.0794987j 0.103055+0.0542174j -0.0451933-0.0636738j -0.0856574-0.0593688j -0.0292028+0.0703735j 0.00875749+0.0176841j -0.032968-0.0103399j -0.0391634+0.0244913j -0.0299043+0.00708041j -0.0425944+0.0521607j 0.00493115-0.128122j -0.00882559-0.00396099j -0.0494095-0.0371555j -0.0194336+0.0474644j -0.0263848-0.0965697j 0.00162583-0.0114758j -0.0881264+0.00792245j 0.0198565-0.0274594j -0.0163074-0.0699306j 0.00566486+0.00778529j -0.0176539+0.0465163j -0.0118205+0.0826445j 0.0292027-0.0599897j 0.0437231+0.0808673j -0.0687554+0.0314662j 0.0262901-0.0591652j -0.048601-0.0717117j -0.015275+0.0125802j -0.0695474+0.0391862j 0.00410587+0.0583951j -0.0914689-0.0189244j -0.0421029-0.00250003j 0.030516-0.0114432j 
-0.0360059+0.00202801j -0.0578252+0.0420723j -0.0119782-0.0349504j -0.0415915-0.02276j 0.0600175-0.0437555j -0.256182+0.029815j -0.0217399-0.237956j -0.0290205+0.175528j 0.0035343+0.0884538j -0.127415-0.031055j -0.137135-0.0127991j 0.0409559-0.0726982j -0.0343021-0.0504722j -0.0488551-0.0845608j -0.137885+0.0484507j -0.0283678+0.0600543j 0.0393436+0.00344363j 0.00708405+0.023719j -0.0964383-0.0395051j -0.0614354-0.0302283j -0.0851579-0.0108747j 0.0909362-0.0398028j 0.0133362-0.0067628j 0.0593768-0.0325745j 0.00842691+0.0439558j 0.115019-0.0869921j 0.0351197+0.0118355j 0.0152423+0.0816677j 0.0628208-0.0305038j -0.00862406+0.0368986j -0.0647621+0.0294701j -0.0400725+0.0522135j 0.03401+0.0286931j 0.0216056+0.0154091j -0.0396027+0.00447516j -0.0578485-0.0208874j -0.0213706+0.0205628j -0.026348-0.0144727j -0.0670582-0.0147544j 0.0162742-0.00333694j -0.000475763-0.00700524j -0.00169555-0.00623087j 0.029417+0.00578237j 0.0157857+0.0425489j 0.0244993+0.0248989j -0.00257234+0.0579126j -0.000517112+0.00387701j 0.0116626-0.0518942j -0.0477226-0.0849816j 0.0215502+0.00379113j -0.0352868+0.0857364j 0.0202545+0.0538408j -0.0175296+0.00127751j 0.0185119+7.84892e-05j 0.0305444-0.00911321j 0.0318591-0.0211976j 
-0.0464876+0.0165546j -0.0359715+0.0649833j 0.0779328+0.0480509j -0.151232-0.00804655j -0.107225+0.0265793j -0.0454825+0.0798174j -0.158675+0.0137308j -0.0202468+0.0502679j 0.0821498+0.0709292j -0.0942312-0.0516103j -0.120828+0.180841j -0.0159347-0.0162407j -0.024737+0.0780512j -0.0431297-0.14773j -0.035786+0.0976516j 0.118543+0.158665j -0.0739265+0.087301j 0.0929774+0.124799j -0.0695134-0.0658968j -0.0470044+0.0537089j 0.201918-0.0226098j -0.00573559+0.00547095j -0.0115605-0.0488669j 0.0208604+0.0445762j -0.0431273-0.0225622j -0.0348807-0.0167935j 0.0773063+0.0432299j -0.00204341-0.00622746j -0.0316489+0.0868769j 0.0585801+0.0216576j 0.0411036+0.0272138j 0.00297453-0.0647451j 0.0183953-0.00206721j -0.0344386+0.0127434j -0.00794568+0.0880522j 0.0941332+0.0367371j -0.0348726-0.0781957j 0.0714358+0.0579132j 0.0268288+0.00521935j -0.0121038+0.0374585j 0.0121886+0.029013j 0.0276629-0.0334798j 0.104698-0.00767425j -0.0295556+0.00732034j 0.00174878+0.0143649j 0.00236282+0.0968033j 0.0366872+0.0827211j -0.00791698+0.0631391j 0.037842-0.0233922j -0.04028-0.0143686j -0.0315222+0.00607559j -0.064646+0.0210311j 0.0157996+0.0257038j -0.0738083-0.0176121j -0.000886701-0.00043908j 0.00315959+0.00747201j 
-0.0671932+0.0363864j 0.0496781+0.0226105j 0.00257459+0.0198195j 0.0401562-0.00101204j -0.132292+0.0212124j -0.0677847+0.162185j -0.137282+0.0551395j 0.0177331+0.0526526j -0.0076654-0.0783494j 0.0563755+0.00985222j -0.0855699+0.0519184j -0.0777207-0.0122001j -0.0306668-0.273056j 0.0168185+0.0165585j -0.117953-0.0110577j -0.038974-0.046241j 0.0831093-0.00834781j 0.0834222+0.083208j 0.200731-0.0403169j -0.0953927-0.0246086j 0.062452+0.081118j 0.0328188-0.11176j -0.0170308+0.0839334j 0.0486974-0.0431909j -0.0121586+0.0348775j -0.0758061-0.100539j 0.0144019-0.033867j 0.0555649+0.114325j 0.00186411-0.0584996j -0.0130299-0.0649996j -0.0127254-0.0399783j -0.00069038+0.0559011j -0.000342795-0.0415081j 0.0204116-0.0551884j 0.0213548-0.0355939j -0.102143-0.00949759j -0.00483762+0.0406912j -0.0880421-0.0983618j 0.0140538+0.0501159j 0.0465741+0.00863854j -0.00915585+0.0130847j -0.0426078+0.0100756j -0.00621476-0.00269841j -0.00152728-0.0565406j -0.0110433+0.00214211j -0.0415448-0.0185643j 0.0290876+0.0224236j 0.0378724-0.00494526j 0.0213909+0.114666j 0.0210502-0.0790996j -0.0392685+0.0389264j -0.00233943-0.019943j 0.00414042+0.000346917j 0.0555503-0.00170577j 0.0213015+0.00967906j 0.0397113-0.0243154j 
0.00752744-0.0585958j -0.086951+0.0364637j 0.111308-0.103524j 0.0999984+0.0526001j 0.0982337-0.216404j -0.13552-0.00228022j 0.00791245-0.0865132j 0.11706+0.0245978j -0.0970614-0.10405j 0.0580783-0.00630705j 0.0389135-0.00750265j -0.0642639-0.129825j -0.00733028-0.179566j -0.0400407+0.189646j -0.173329+0.0527167j -0.157058-0.102521j 0.112061-0.0381223j 0.105721+0.0410405j -0.0143111-0.0318927j -0.0988939-0.0500408j -0.0292737+0.111871j -0.103143-0.0919869j 0.0846142-0.0143409j -0.0765703-0.0823082j -0.0395178-6.94226e-05j -0.0186162-0.0270198j -0.0334731-0.0131193j 0.0209883-0.125292j -0.0274905-0.072425j -0.0506745+0.0129129j 0.0577608+0.0332358j -0.0502708+0.0345104j -0.0173426-0.00477483j 0.0140526-0.0180801j -0.0471295+0.00683739j 0.0215472-0.0612551j 0.0441734-0.0592243j 0.0307875+0.0918916j 0.0493985+0.0169063j -0.0252559-0.0395512j 0.00605158-0.0546066j -0.0390076-0.0300899j 0.0578083+0.040856j -0.0696084-0.0109641j -0.0419224+0.0547315j -0.034331-0.00103174j 0.00327205+0.0175412j -0.0465244-0.00886599j 0.0462898-0.0173823j -0.035262+0.0440876j 0.0276774+0.00920254j -0.0203791-0.0517222j -0.00782847+0.0462749j -0.0586139-0.0141483j 0.0202023-0.0360972j -0.0379028+0.0214584j 
-0.0694752-0.0551647j -0.0848806+0.0420336j -0.00962861-0.207491j 0.257399-0.0545369j -0.0914727-0.200655j 0.046709-0.00944044j 0.144898+0.151293j 0.138439+0.104651j 0.0706237+0.0404984j -0.016048-0.0163815j -0.0808534-0.0344634j 0.120655+0.0188715j -0.124018+0.125355j -0.127632+0.0678752j -0.1072-0.016517j 0.100011-0.140686j -0.0430241+0.110527j -0.0633073-0.0870394j -0.0242078-0.103721j 0.124877-0.07731j 0.00108205-0.000936789j -0.0352174-0.0427572j -0.0254717-0.046099j -0.0924042+0.0289501j -0.021462-0.0592284j -0.0241801-0.0415028j -0.0173644-0.0314788j 0.0304326+0.0246725j -0.017893+0.0461758j 0.01419+0.0565005j 0.00914656-0.04583j 0.0199615+0.0306529j 0.053453+0.009723j 0.0691808+0.0184792j -0.0475853+0.00392593j -0.0031955+0.0240823j 0.0112507+0.00441172j 0.0293055-0.0210177j -0.0402023-0.0176417j 0.00368944+0.0567908j -0.0308356-0.074706j -0.0491287-0.0190551j 0.01245+0.0399666j -0.00905127+0.0175434j -0.0559432-0.0224744j 0.0593695-0.0263022j -0.0176782-0.0269773j 0.0573489+0.0109507j 0.0400987-0.0165255j 0.0436347+0.0568864j 0.0573851-0.0204635j 0.00252718+0.00670353j 0.0299422-0.0012808j -0.0170384+0.0383914j 0.0456363+0.00659274j 0.0608619-0.0275031j 
