0.0595101-0.101123j 0.122301-0.167472j -0.281181+0.200141j -0.191829+0.116658j -0.204765-0.155611j -0.392415-0.302946j 0.290203-0.0623472j 0.0250439+0.160477j 0.291412-0.131373j 0.548419-0.328782j -0.016539-0.492786j 0.546087-0.00956719j 0.0265569+0.937898j 0.777952+1.71258j 2.26783-0.73419j 0.187404+0.082027j -0.190901-0.148294j -0.437054-0.0874867j -0.272859-0.120675j 0.30366+0.444712j -0.406077-0.620397j -0.115663+0.0572041j 0.521784-0.186497j -0.0292715-0.358477j 0.384964-0.299888j 0.374397-0.522465j -0.0475724+0.312651j 0.00638191+0.400033j 0.220984+0.591954j 0.116303+0.18356j -0.00311126-0.519562j -0.183028-0.143707j 0.596614+0.152909j 0.40884-1.06207j -1.14931-0.94235j -3.06407+1.5795j -1.44543-2.3719j -0.0286929+0.13692j -0.0761047+0.0255901j -0.22734-0.124088j 0.266175-0.0302005j -0.0364215-0.0240921j -0.0057507-0.0373862j -0.244471+0.367716j 0.00526021+0.0276247j 0.182576+0.328455j -0.145214-0.135328j -0.0250323+0.252499j -0.377188+0.329828j -0.143012-0.0245237j 0.0630088+0.495934j -0.462523-0.348447j -0.3434+0.14313j -0.381561+0.191987j -0.469876-0.106366j -0.0296176-0.160323j -0.111565+0.246992j -0.137468+0.288597j -0.698331-0.0135072j 0.491239-0.238402j 0.194307+0.133276j 0.587301-0.659829j 0.231895+0.150385j -0.428218+0.639953j -0.0530876+0.0223234j -0.0123207+0.684973j -0.0313635+0.562529j 0.0191866+0.250698j -0.0233726-0.453136j 0.557906+0.523918j 0.211283+0.227681j -0.188295-0.0572602j -0.755585-0.255503j -0.149702-0.182675j 0.278847+0.289946j 0.692555-0.0724885j -0.00390192+0.451987j 0.13919-0.0495333j -0.739042+0.259449j 0.211167-0.0640788j -0.222268+0.157762j -0.0237905-0.206518j -0.488323+0.314993j 0.314593-0.300039j -0.207669-0.11981j 0.0559734+0.629576j 0.2801-0.88151j -0.448203-0.468751j 1.72853+0.359662j 0.281905+0.589801j -1.23361+1.6121j 1.16947+0.973497j -0.323179-3.49424j -0.0183099-1.15356j -4.11428+0.194679j 
0.66506-0.0758566j -0.618921-0.337846j 0.378161+0.79802j 0.19099-2.38478j -2.09769+0.144552j 1.54079-1.38125j -0.25115+0.892249j -0.0509732+0.183554j 0.246247-0.465421j -0.0434225+1.31451j -0.4837+0.212429j 0.0326389+0.382461j -0.193892-0.617528j -0.85409-0.34741j -0.490069+0.461035j 0.179905+0.271478j -0.285171-0.594239j -0.504712+0.795481j -0.209789+0.11521j 0.323569+1.30513j 1.43705+1.43294j -0.63496+0.357766j -0.859249+0.660334j -0.46433+0.372562j 0.224629+0.774457j -1.76561+0.525397j 0.36081+0.128876j 0.709573-0.795303j 0.656735+0.527491j 0.464377+0.464824j -0.143153+0.553151j -0.357683-0.216368j 0.430373+0.12809j 0.0945251+0.148682j -0.0237923+0.242379j 0.325633-0.13299j 0.00360924+0.313613j -0.101883+0.185841j 0.126955-0.262066j 0.104133+0.30963j -0.751204+0.292272j -0.500755+0.0903457j 0.782161-0.315916j -4.2194+0.555437j -0.0525126+0.103224j 1.21392+0.23536j 0.268011-0.20057j -4.45262+0.864961j 0.492128-0.14073j 0.716123+0.544742j -1.55708+0.165008j 7.14845-0.389641j 1.94347-0.0933162j 5.94497-0.9876j 2.47288+0.46665j 0.700781+0.436915j 2.50036+0.152695j 0.807942-1.172j 0.431691-0.50778j -7.61424+1.20171j -0.994723+0.839161j -2.69591+0.291468j -0.3565-0.0132619j 7.23045+0.5659j 0.969271+0.162211j 5.04732-0.619111j 5.35582-2.1531j 0.973186-0.334845j -3.66212+1.00502j 6.05985+0.884412j 2.25633+0.224864j 1.08997-0.105928j -6.59871-0.0757528j -0.953137-0.154529j 2.5849-1.26734j 1.82944-0.263942j 1.5449-0.015035j 2.26156+0.502507j -2.66944-0.367564j 3.78244-0.693174j -0.884917+0.0736198j 6.02456-0.196172j -2.35843-0.537632j 0.00148519+0.0262828j 3.02155-0.0251338j 2.13139+0.134137j 0.291618+0.52487j 1.03674-0.158234j 1.64748-0.153023j 2.20115+0.273711j -0.548127+0.0713248j -0.685691-0.506162j -0.394524+0.273966j -0.251488+0.254994j -0.11062-0.131563j 
-0.478117-1.21059j 0.312062+0.131957j 0.131263-1.16133j -0.97032+0.42471j -1.35785+0.756334j -0.504783-0.54981j 0.311858+0.326352j -0.588381+0.963385j -0.495492-0.413915j -0.625701-2.13523j -1.35287-0.606227j -0.0416538+0.321852j 1.0631-0.241506j -0.461246-0.312962j 0.449612+0.11257j -0.474016-1.08284j -0.291053-0.705915j 0.662768-0.949404j -0.254237+0.713028j 1.91311+1.51971j -0.709621+0.751575j -1.44423+0.527645j 1.11666+0.17957j 1.23069+0.0549747j 0.513768-0.602833j 2.49996+0.0458106j -0.67415-0.669024j -1.19274-0.376716j -1.4814+0.590111j -1.23292-0.145048j 0.623678-0.0627165j 0.37382-0.169508j -0.520716-0.216091j 0.426494+0.264149j 0.546703+0.411109j 0.442506-0.0978304j 0.209957-0.161497j 0.523509-0.315623j -0.784075-0.0517132j -0.870267+0.310032j -0.204814+0.805096j 2.16127-0.105394j -1.0142+0.950155j 9.28599-1.21652j -1.29221+0.541645j 3.91202+0.753117j -1.9403+1.4788j 11.6878-1.05991j 1.78732-1.37353j -5.61893-1.17714j 0.599707+1.47556j -21.8163+2.27828j -4.93821-1.24269j -18.2009+1.23122j -8.97713+0.0569862j -3.12137+0.425417j -5.54028-0.896944j -0.388813+0.804301j -4.18888+0.616088j 20.2909-3.94088j 2.66039-0.045302j 4.38165+0.495884j -0.658353-3.7312j -22.6271+1.53344j -0.87008+0.516435j -14.9247-1.91045j -15.8219+2.36608j -4.65335-0.313625j 10.9411-3.32074j -17.7184-0.370804j -4.94231+0.589858j -1.39699+0.452562j 19.7704+1.19285j -0.618945+0.392899j -7.96523+2.12543j -6.18647-0.114574j -5.53392-0.168324j -5.13593-1.20035j 8.9571+0.750095j -12.1332+3.07044j 3.81409-1.1586j -17.4218-0.233348j 7.25435+2.22998j -1.20661+0.646242j -8.65132-0.599836j -6.80788-0.360538j -0.750222-1.62821j -2.44383-0.142523j -3.77082+0.296567j -7.12593-1.10495j 2.41071+0.515099j 1.63548-0.0239004j 1.13682-0.0745651j -0.282321-0.15596j 0.444904+0.0996407j 
0.681356+0.330125j 0.840119-1.19337j 0.945817+1.7955j 0.750075-0.228849j 2.10233+0.0885571j 0.924875-0.672429j 0.784392-1.1037j 0.51525+0.865062j 0.16269-0.0158889j -0.537885+0.1937j 0.12367-0.0997073j -0.291717+0.511179j 0.114042+0.159988j 0.121307+0.0221022j -0.0461665+0.0309619j 0.483109+0.140941j -0.208825+0.984862j 1.26409+0.312152j 0.107053-0.471856j -1.29334+1.24136j -0.281143-0.584552j 0.719575+3.04385j -1.12095+0.0291699j -0.777171+0.21972j -0.366519-0.0652641j -0.80616+0.552807j -0.0591889+0.209313j 0.777477+0.586087j 0.870174+0.0829247j 0.221908-0.0404235j -0.696824+0.030301j -0.257505-0.028584j 0.495571+0.132079j -0.0220616+0.207504j -0.360016-0.0743721j -0.0636362+0.0105464j -0.0162534+0.0104705j -0.0613704+0.0785913j 0.100182-0.197186j 0.526036-0.186246j 0.519701+0.0918634j -0.54028+0.397493j 0.280187+0.807379j -3.67868+1.09087j 1.1526-0.0710234j -0.377159-0.805853j 1.92516+0.433111j -4.26114+0.0503564j -0.980025+0.845573j 1.55775-0.501513j 0.357409-1.0898j 8.86697-0.753161j 1.76984+0.231873j 4.26281-0.127275j 3.34852-0.34808j 1.18881-0.693156j 5.02289-0.172232j -1.12983+0.318258j 1.83445-0.399087j -7.65657+0.92372j -1.45715-0.460307j -0.776512-0.525693j 0.114093+0.775193j 8.31805-0.408054j 0.160297+0.0504632j 5.33781+0.494347j 5.89561-0.80311j 1.8152-0.145358j -3.84512+0.968896j 6.32151+0.180671j 2.10489-0.259746j 0.419046-0.509141j -7.25727-0.356639j 0.202578-0.342609j 2.87051-0.416055j 2.01035+0.148493j 2.0459+0.326859j 1.88758+0.367725j -3.27541-0.0480282j 4.22548-0.871764j -1.11627+0.400663j 6.46358+0.313072j -2.63958-0.360982j 0.252542+0.183364j 3.28644+0.125804j 2.36908-0.00225228j 0.152635+0.454634j 0.952926-0.109319j 1.40731+0.12008j 2.49823+0.251023j -0.822047-0.0534592j -0.596538-0.0663425j -0.37132+0.0807797j 0.1358+0.0459413j -0.167316-0.034506j 
1.65093-0.701876j 0.939512+0.0901945j -0.563915+1.64273j 0.910253+0.179523j -1.98072+1.24386j -0.148501-0.205249j -0.903157-0.548143j 1.79745+1.14275j 0.0638443+0.767798j 0.0488824+0.672809j 0.242982+0.400072j -0.204818-0.542581j 0.0938939+0.532151j -0.0707557-0.0513525j 0.0329148-0.325701j 0.0208115+0.421079j -0.337252-0.901062j -0.278083+0.11366j -0.965271+1.44762j 0.0108307+1.26165j -0.292403-0.914916j 0.255686-0.219388j 0.517853-0.70616j 0.593038-1.29201j -1.08757+0.436401j -0.108947+0.237803j 0.383253+0.148134j 0.455451+0.0239515j 0.884469-0.425547j -0.418919+0.147635j 0.117168+0.131671j -0.0522855-0.0133918j -0.190431-0.0541017j -0.146137+0.193473j -0.189145-0.0126532j 0.0937948-0.265012j -0.123489-0.162831j 0.0501641-0.1839j -0.564554+0.509157j 0.0986895-0.310968j 0.0899066-1.09497j 0.463891-0.0899977j 1.30954-0.224447j -0.530607-0.151195j 0.569254-0.121535j 0.769845+0.94415j 0.481005-0.36973j 1.11847-0.228794j -0.65199-0.272517j 1.51967-1.03546j 0.518299+1.05568j 1.33802-0.800897j -1.60889+0.144972j -0.347996+0.159187j -0.999138+0.215006j 0.659113+0.586127j 0.0503634-0.852146j 1.27062-0.347358j 0.246907-0.466239j 0.81423+0.533126j 1.00035+0.612967j -0.144982-0.0178148j 1.38423-0.289118j -0.323529-0.404325j -0.000156431+0.137653j 0.987624-0.739915j 0.00180277+0.176158j 0.0479228-0.227696j 0.228433-0.398799j 0.025142-0.731538j 0.00193783-0.0356688j 0.170494-0.331331j -0.179667+0.830947j 0.128913-0.0840938j 0.0884279-0.112847j 0.111454-0.195624j -0.0781716+0.0372823j -0.0420778-0.16487j -0.0885968+0.352708j 0.123569+0.124512j 0.256403-0.22305j 0.145599-0.622347j 0.320013+0.395042j 0.133345-0.0107319j -0.0950031-0.44365j -0.23981-0.132164j 0.234051+0.216412j -0.0924929-0.092546j -0.100828+0.0799319j 0.214501-0.154018j -0.0904009+0.0194002j 0.0121622+0.114135j -0.200673+0.00390784j -0.273357+0.0133068j 0.129164-0.0173688j 
0.16799+0.0471493j 0.0829561-0.27585j 1.02934+0.670261j 0.444877-0.495442j 0.493377-2.57504j -0.707541+1.3808j 1.66617+1.92587j 0.72683+0.163567j -0.0298265+0.123035j 0.572167+0.308637j -0.216365+0.983025j -0.421432-0.996596j -0.348356-0.0735498j 0.266852+0.296564j -0.0671988-0.385613j -0.931823+0.90818j -1.31189-0.782676j -0.336329+0.160182j -0.211682+0.41866j -0.575585+0.474441j -1.34799-0.586816j -0.0833988-0.245017j -1.39397+1.24994j 0.0868998-0.298098j -0.629112-0.386286j -1.01938-0.818125j 0.519096-0.83814j 0.0408396-0.205858j 1.3832-0.173874j 0.743986+0.292379j -0.434958-0.440149j -0.540108-0.0575959j 0.606513-0.141142j -0.589568-0.0871283j -0.427791-0.183272j -0.271631-0.154304j -0.201262-0.100318j -0.5068-0.0819099j -0.0616793+1.24245j 0.425551+0.466462j -1.2063+0.96919j -1.59159+0.104113j -0.0216756-0.817411j -5.67049+0.926126j 0.699808+0.0552439j -2.60351+0.206505j 1.86103-0.230859j -9.29559+1.46491j -1.07881+0.396528j 0.124563+0.937367j 0.441044-0.525836j 13.9133-1.89118j 3.05914+1.09243j 10.8531-1.85074j 5.30852-1.28641j 2.04292-0.211584j 4.40419+1.4999j 0.38079+0.712467j 2.4842-1.63355j -13.4434+1.44745j -1.47772+0.196515j -2.94393-1.62177j -0.282524+1.47773j 14.227-2.10246j 0.153933-0.688524j 9.05601+1.02912j 9.00567-1.97425j 3.0079+0.387784j -7.41152+2.24611j 11.8468-0.0237973j 2.21321-0.247156j 0.611626-0.550308j -12.1204-0.316824j 0.357562+0.328464j 5.00842-1.54868j 4.45116-0.239137j 3.82801+0.0230865j 3.2537+0.453907j -5.57226-0.639689j 7.55709-1.98084j -2.44264+0.300433j 10.8389-0.0382629j -5.00088-1.03912j 0.84409-0.443956j 5.50038+0.0028082j 4.50653-0.00951044j 0.455826+0.871143j 1.45868+0.0272361j 2.15872-0.312604j 4.54403+0.554585j -1.62809-0.430114j -1.06364+0.223602j -0.812875-0.0225461j 0.0951689+0.0240868j -0.205774-0.0386541j 
-0.147474-1.07287j -0.824286-1.17958j -1.84106+1.6312j 1.15994+0.294091j -0.659366-0.476843j 0.156585+0.31066j -0.198044-0.513851j 1.02003-1.67104j -1.10995+0.0670309j -0.0490826-0.974897j -0.461118+0.391466j 0.0158622+0.0265373j 0.174552+0.591484j 0.824569+0.312152j 0.0814025-0.334713j 0.135293-1.51537j 0.308415+0.369096j -0.897174-1.07018j 0.594097+0.752497j -1.07278+1.38834j -0.15154+0.451461j -0.343598-0.110914j 0.972175+0.000352311j -1.36212-0.558278j -0.0419386-0.510993j 1.28361-0.301483j 0.252759+0.349872j -0.315434+0.18162j -0.0444904+0.0240462j 0.224215+0.319573j 0.343407-0.319797j -0.267274-0.0168218j -0.0620216-0.103384j 0.308521-0.155315j 0.0487705-0.321171j -0.437522+0.262808j -0.120199-0.0735311j -0.0653012-0.256304j 0.0145029-0.0883262j -0.451533+0.495081j -1.05141+1.79215j 1.00462-0.201237j 1.43083+0.0239697j 1.94217-0.941836j -1.21353-0.235791j -0.0815194+1.31514j -2.42157-0.18159j 1.53136-0.604738j 1.31079+1.28702j -0.99144-0.496257j -0.981798-1.58843j -3.51739+1.13409j -1.85211-0.475192j -3.64659+0.198953j -2.28014+0.576533j 0.13591-0.673635j -1.25727+0.0587725j 0.441428-0.340134j -0.222285-0.112528j 3.98097-0.198431j 1.07925-0.657969j 1.48914-0.260298j 0.0819659+0.178645j -4.20363+0.590303j 0.0810205-0.058821j -2.83382+0.269499j -3.44749+0.630636j -1.1168+0.17843j 2.60893-1.01446j -3.23647+0.276771j -1.02211-0.0401511j -0.312281-0.399126j 3.5535+0.105039j -0.441352+0.273431j -1.97727+0.589728j -1.18031+0.141409j -1.07033+0.445992j -0.616184-0.296688j 1.58524+0.0540576j -2.4176+0.767759j 0.569198-0.83269j -3.29887-0.0211853j 1.32888+0.183981j 0.1217+0.0129359j -1.80811-0.180234j -1.20051+0.181591j -0.0031534-0.216269j -0.6245+0.144196j -0.800343+0.422947j -1.22084-0.23837j 0.38397+0.054036j 0.4664+0.312231j 0.302482-0.0997036j 0.320133-0.144115j 0.0252877+0.0779174j 
0.887537+0.545958j 1.21388-1.68058j -1.56818+1.0779j -0.134585-2.141j -0.0505646+0.127342j -1.7656+0.732472j -0.0825971-0.542656j -0.288866+0.413622j 0.322018-0.614419j -0.643091-1.0797j -0.0976216-0.706194j -0.127008+0.0724577j 1.06275+0.10001j -0.166027-0.10691j -0.0158266-0.217899j 0.18196-0.916238j -1.20658-0.00363017j -0.474692-0.315058j 1.10418-0.302241j 0.197397-0.969244j -0.0388102-1.10179j 0.610534+0.448168j -0.682617-0.76396j 0.076881+0.127212j 0.239637+0.217553j -0.15043-1.0886j 0.218618+0.244815j 0.554842+0.404588j 0.511699+0.674691j 0.561607+0.4551j -0.812845-0.202925j -0.319469-0.17218j 0.604355+0.515108j 0.045736+0.0519337j -0.58738+0.177785j -0.0265605-0.145559j -0.116607-0.0730551j 0.188271-0.140228j -1.73862-0.165751j -0.242506+0.00345971j -1.91186+0.0599398j 0.014946+0.234085j 2.71901+0.0103612j -4.54202+0.822577j 0.404676+0.0701874j 0.694953-0.846264j 0.403209-0.55498j -4.14815+1.28874j -0.987779-0.691945j 2.70359+1.48077j 0.149711+1.05993j 7.42686-2.12596j 3.05341+1.16713j 6.67314-0.0806287j 4.00839+0.215059j 1.59369-0.50735j 2.51353-0.224188j -0.881033-0.283048j 2.06289-1.66439j -7.77881+1.46638j -0.743485+0.109894j -1.05355-1.49434j 0.376477+0.90414j 8.17369-0.799489j 0.158955-0.292978j 5.85769+0.377009j 5.3512-2.39611j 1.83607+0.00655329j -3.60732+1.95666j 7.02128+0.457989j 0.982621-0.123727j 0.305733-0.0996238j -7.81842-0.333408j 0.119041-0.173935j 2.48654-0.9011j 2.82561-0.137638j 2.27521-0.161931j 2.27079+0.340125j -3.62822-0.116044j 4.05687-0.954443j -1.05669+0.309103j 6.73993-0.244293j -3.0354-0.515347j -0.0688687+0.094753j 3.40352+0.0136151j 2.48637+0.0146873j 0.755935+0.317247j 1.14953-0.151529j 1.88726+0.0109692j 2.63702-0.0549281j -0.702964-0.16901j -0.610244+0.123276j -0.469354+0.0452539j 0.061984-0.00178368j -0.0893346-0.032802j 
0.905928-0.301107j -1.94831-0.0830626j 0.899214+1.28523j -2.05762+1.0202j -0.187789+0.973734j 0.041719+0.10459j 0.0600217-0.0570028j 0.851958+0.273135j 0.483789-0.0940391j 0.283797-0.240234j 0.0604464-0.534659j 0.206839-0.196141j 0.0834725+0.100829j 0.333988+0.287817j -0.203746-0.237851j 1.46366+0.232997j 0.0269796+1.62979j -1.99582+0.830406j -0.826666-1.83138j 1.23255+0.472354j -0.180916+0.04556j -0.227527+0.211688j 0.0505839-0.393249j 0.259731-1.20901j 0.297893+0.0833422j -0.111961+0.0643904j -0.117228+0.178293j -0.0317321+0.122722j -0.125821-0.0263863j -0.22942+0.246664j -0.0320722-0.152626j 0.0788484-0.127401j 0.144029+0.362545j 0.166757-0.0446359j 0.0768899-0.0135919j -0.277944-0.0233207j -0.161543+0.0578558j 0.0174017-0.312976j 0.288143+0.262065j 0.289121+0.444337j 1.03214+1.97172j 0.272712-0.355087j 1.28496-1.01672j -0.220431-0.385824j 0.730356-0.0803842j 0.265664+0.96422j 1.45113-0.281182j -0.464917-0.124042j -0.715019+0.122828j -0.86403+0.536152j 0.754365-0.333305j 0.641988-0.676679j 0.0921317+1.30963j 0.455699+0.330271j 0.630317-0.335147j 0.271084+0.593033j 0.228815+0.708263j -0.139967+0.514096j -0.232755+0.24478j -0.472962+0.229272j 0.0696297+0.632507j -0.284071-3.62564e-05j 0.121956+0.458991j 0.676514+0.572853j 0.00736956+0.0691163j 0.5197+0.406304j 0.378197+0.211575j 0.171992+0.0252723j -0.24955+0.0827599j 0.507565+0.234102j 0.145682+0.237384j 0.404566-0.266967j -0.634296-0.394509j 0.126066-0.213319j 0.164995-0.107883j 0.210312-0.0621223j -0.0673804+0.301536j 0.161381+0.325496j -0.366488-0.119753j 0.216347-0.568376j 0.203947+0.146491j 0.707243+0.406469j -0.259806-0.566349j 0.176276-0.0198794j 0.353502+0.334309j 0.104865+0.312117j 0.351052-0.213337j -0.0130742+0.161511j 0.00753108+0.0878346j 0.341916-0.0434539j -0.145482+0.078908j -0.0525107-0.0631358j -0.0430259+0.198898j 0.0179702+0.178851j -0.0169511-0.086526j 
3.5041-0.633939j 1.03977+0.68085j -1.10219-1.20836j -0.661786-1.13632j 0.951827+0.202402j 1.12449+0.259123j -0.573187+0.300756j 0.647562-0.1812j -0.763507+0.226466j -0.561563+0.28613j -0.0156775+0.575549j -0.694402+0.229388j 0.0395579-0.672662j -0.647961-0.176518j -0.134797+0.128944j 1.00504+1.66491j 0.434824-0.509904j 0.473123-1.03765j 1.20408-0.565593j -0.346608-0.864552j 0.210267+1.03772j 0.145902+0.212038j -0.81552-0.591186j 0.0643123-0.511429j -0.543338-0.390101j -0.411333-0.0593447j 0.433332+0.162364j 0.20598-0.0340417j 0.656875-0.458383j 0.44818+0.284232j -0.354289-0.0626178j -0.19587+0.0943944j 0.0442138-0.157596j -0.216339+0.457429j 0.0847574+0.373757j 0.205584-0.299932j -0.0613153-0.0189912j -0.430891-0.445192j 2.81618+2.70617j -0.234297-0.118088j -1.38789-0.16555j 0.415949+0.775285j 1.76615+1.57258j -0.594229+0.305998j -0.256848+0.608284j -0.5198-0.764695j -0.499284+0.848886j -1.39385+0.581473j 0.0394901+0.355524j 0.485957+0.702677j -0.276031-1.17922j 1.38353-0.58245j 1.40133+0.931255j 1.81912+0.0765482j 0.500851+0.0168934j -0.0956868+0.0611637j 1.06334+0.273188j 0.331618-0.0811583j 0.370935+0.376409j -1.36117+0.131014j -0.604264-0.169169j -0.463994+0.303103j 0.480136+0.0872181j 2.32972+0.16587j 0.0683303+0.0192731j 1.49715-0.107046j 0.855102+0.060917j 0.383908-0.0780709j -0.663715-0.0716683j 2.01314-0.115352j 0.0951299-0.345206j 0.075149-0.0646017j -2.01503+0.104337j 0.173098+0.324053j 0.524691-0.0398079j 0.89275+0.144979j 0.599031+0.0276771j 0.500095-0.155047j -0.951094-0.104002j 1.31882+0.0795879j -0.411259+0.0760857j 1.75727+0.148231j -0.386491+0.169824j 0.116406-0.34759j 0.779487+0.0358991j 0.468373-0.0634784j -0.249763+0.0257469j 0.203507+0.113307j 0.158497-0.122345j 0.589817+0.135429j -0.33583+0.199765j -0.133813-0.470883j -0.260119+0.274123j -0.367289+0.218381j 0.0255122-0.151999j 
0.99738+3.10086j -1.80217+0.151237j -1.07313-0.277333j 0.026238-0.154223j 0.573615-0.236305j 0.655356-0.914426j -0.110188+0.437551j 0.0256618+0.419087j 0.112842+0.440258j 0.73781+0.336997j 0.195411-0.0104544j 0.308585-0.277667j 0.0229402+0.501055j 0.226429+0.11297j 0.232077-0.105281j -2.80153+0.730907j 0.267984+2.3686j -0.53808-0.760942j 0.0710359+0.47371j -0.433473-0.487829j 0.6008+0.220754j 0.110188+0.110027j -0.550546-0.114967j 0.121633+0.1845j -0.398724+0.200611j -0.215432+0.536711j 0.186607-0.0728615j 0.068659-0.217548j 0.203012+0.0365806j -0.238507-0.340023j 0.345967-0.041799j 0.0255078+0.0117622j -0.0594056+0.0520259j -0.0505018-0.234973j -0.236791-0.142542j -0.0208123+0.0787668j 0.074687-0.122661j 0.32554-0.488619j -2.19473+2.45151j 0.452441+0.557604j 1.13157+2.28867j 0.576273+0.359789j 1.6242+0.52314j -0.043694-0.260979j 0.0439066-0.234108j -0.512145+0.0848122j 0.240973-0.405109j -0.168549+0.00985237j -0.241274-0.187019j 0.333709+0.202826j 0.0262938+0.127048j 0.220398-0.238772j 0.748515+0.15795j 0.484954+0.0270566j 0.00326275+0.179386j 0.073715+0.0864306j 0.492932-0.154241j 0.216674-0.314287j -0.0337622+0.136806j -0.208095-0.25205j -0.0465164+0.0331375j -0.408997+0.44942j 0.341929-0.474448j 0.596481+0.0892697j 0.0152417+0.0908047j 0.49772-0.476085j 0.598478+0.0874018j 0.135289-0.152685j -0.426098-0.157526j 0.465898-0.220467j 0.557778-0.189242j 0.399679+0.0305383j -0.474802+0.227584j -0.206316+0.101481j 0.453331-0.0670193j -0.0305062+0.143984j -0.112345-0.0470488j 0.0691283-0.0527431j -0.0740626-0.0719295j 0.563985-0.197822j -0.206196+0.0424058j 0.198242+0.000978283j -0.23412-0.025273j 0.26296+0.335159j 0.122229-0.047716j 0.215716-0.0770787j 0.301998+0.129945j -0.0587975-0.163032j 0.20015-0.108801j 0.256835+0.0425256j -0.158583-0.258762j 0.120007+0.344296j -0.0974901-0.238918j 0.134297-0.215606j 0.001375+0.103007j 
