-0.00185072-0.00334222j -0.0243653+0.0104068j -0.00331545-0.0104187j 0.0341631+0.0075011j 0.00471378-0.0064787j -0.0885984+0.00259464j 0.0629289+0.00981848j 0.0147216+0.0110048j -0.0345947+0.017175j -0.145262+0.0108049j -0.0140176-0.00400624j 0.0160778+0.0193421j -0.0361374-0.0080983j 0.0211794-0.00488204j 0.00940988-0.00377198j -0.00408462-0.0285384j 0.0116677-0.00910936j 0.00145492+0.00302101j -0.0130987-0.0127333j 0.00202006+0.020198j 0.00242526+0.00434039j 0.00924158-0.016201j 0.0140956+0.00643199j 0.00139563+0.0143631j 0.0220063-0.0233064j 0.0296205-0.000744703j -0.00164367-0.0214541j -0.0241704-0.019437j -0.0544345+0.00869059j -0.00673857+0.00909378j 0.00366108-0.00303767j -0.0107171+0.00546775j 0.00463922-0.00514171j 0.0062719-0.00530565j 0.0124438+0.00838911j -0.00497927-0.00823395j -0.00417742+0.00214452j 0.00280232-0.0102053j -0.00269969-0.00418886j -0.0113703-0.00126389j 3.44001e-05-0.0195699j -0.00672315-0.0058747j 0.00215331-0.0360373j 0.0348078-0.00359305j 0.00708266-0.00710048j -0.0161373+0.00635914j 0.0311718+0.0176834j 0.00918329-0.00866339j -0.00208753+0.00738935j -0.0126031-0.001841j -0.00964866+0.00549507j 8.33069e-05+0.00127256j 0.00123735+0.00811802j -0.00460947+0.00327182j 0.0014136+0.00102638j 0.00395627-0.000775104j 0.000681955+0.0025149j -0.00423111+0.00461194j 0.00543216-0.00263032j 0.0121497-0.000192349j -0.0147819-0.00369049j 0.000860567-0.000600257j 0.0055213+0.00437642j 0.00620003+0.00876783j 0.00498534-2.82696e-05j -0.00220199-0.00754503j 0.00971108-0.00134803j 0.00148927-0.014281j -0.00917922+0.00335188j 0.000437952-0.0150111j -0.0066369-0.00454414j 0.00295513+0.00346299j -0.00583911-0.00717986j 8.89993e-05-0.0056419j 0.000189871-0.0106164j -0.00111943+0.0166458j 0.00428539-0.00170867j 0.00992347+0.00322747j -0.00115121-0.00242141j -0.00565987-0.00242788j -0.00224374-0.00232389j 0.00208312+0.000697837j 0.00136391-0.00212165j 0.00192623+0.000288199j 0.00425461+0.00221735j 0.00389188+0.00195956j 0.000918549+0.0011864j 0.00429817+0.000583345j -0.000740661-0.00604345j 0.000393077+0.00420812j -0.002855+0.00174514j -0.0148297+0.00324268j -0.00329346-0.00798084j 0.00429418+0.00215807j 0.00350271-0.00312467j 
0.00783118+0.000535266j 0.0236583-0.00369031j -0.0027257+0.000417949j 0.0272834-0.00980935j 0.000361244-0.00163599j -0.0237794-0.000836399j -0.0102834-0.0079666j -0.00234188-0.00203895j 0.00471238-0.00507554j 0.0441632-0.0059119j 0.0107205+0.00632496j -0.0221183+0.00291018j 0.0124337+0.0061291j 0.0100998-0.00262025j -0.0205105-0.0141537j 0.107045-0.0157587j 0.0255135-0.00179707j -0.039269-0.000381575j 0.0814548-0.000625937j -0.064336-0.00123206j 0.0311085-0.000154986j 0.0662597-0.00291989j -0.0296956-0.00297635j -0.12457-0.00749552j -0.0169276-0.0161175j 0.00856198-0.00168942j 0.0380455-0.00525915j 0.0181296+0.00264154j 0.0292032+0.00606772j -0.000646957+0.00129836j 0.00374883-0.00829492j -0.0244048+0.00788844j 0.0101622-0.00178118j -0.00436945-0.000381242j -0.0091031+0.000607554j -0.00161655-0.00313162j -0.0103871-0.0020791j 0.0159412-0.00390322j 0.00236032+0.0027102j -0.00116642-0.000319031j 0.0100646+0.000450903j -0.00629096-0.00179019j -0.000584905-0.00379515j 0.00453015-0.00374436j 0.0155181-0.000583859j 0.0169318-0.00482102j 0.00952598+0.00233563j 0.000270892-0.00377616j 0.0266477-0.00232243j -0.0186043+0.0041062j 0.00341833+0.000965069j -0.00822515-0.00245089j -0.00935942+0.00625476j 0.0192095-0.00995596j 0.00311402+0.0079879j -0.0110539+0.0117343j -0.0134621-0.0103635j 0.00131208-0.00315889j 0.0106315+0.0227134j 0.0192325-0.0124607j 0.00197525-0.0100034j 0.014277+0.00348172j -0.0151537+0.00753893j -0.0138571-0.00373567j 0.0133057-0.004288j 0.00107528-0.009215j -0.0123327-0.00214396j 0.0178098+0.014491j -0.00683881-0.0219848j -0.000132765-0.00902056j -0.00838546+0.00872744j 0.00827193+0.00322261j 0.0170761+0.0158269j 0.0030904-0.00231504j 0.0092663+0.00119637j 0.00783825-0.00759872j 0.00226912+0.0150889j 0.00413805+0.00326582j -0.00162941-0.000141498j 0.0133538+0.00596726j 0.00834401-0.0020901j -0.00244938-0.00730302j -0.00863974+0.0137948j -0.00100714-0.0113106j -0.0114926-0.00297645j 0.014269+0.00386952j 0.00602198-0.00484105j -0.00868257-0.00535927j 0.00288311+0.00838465j -0.000942633-0.00573886j 0.00556767+0.0141483j 0.00128069+0.00865301j -0.000222652-0.00398137j -0.000505802-0.000217259j 0.000648636-0.00256251j 
-0.003362+0.000940394j 0.00640831+0.000749702j -0.0160421+0.000138045j 0.0467897-0.00498528j -0.054603+0.00261256j 0.0825434+0.000610183j 0.0741492-0.00359659j -0.000330439-0.000210847j 0.0170864+0.000977555j -0.00109855+0.00260589j 0.00739717+0.00698228j 0.00127493+0.0015222j 0.0125548+0.0107349j 0.00364965-0.00581122j -0.008893-0.00391515j -0.0113887-0.00207509j -0.0106548+0.00125152j 0.0060173+0.00248009j -0.00717416+0.00613851j -0.00173267+0.000440072j 0.000506163-0.0017009j -0.00569395+0.000482063j -0.000519434-0.00573965j 0.00568789-0.00371878j -0.0039877-0.00467942j -0.00461214-0.00853418j 0.00011334-0.00944475j 0.0233179-0.000692032j 0.00415472+0.00699626j 0.00542021-0.00350715j 0.00330756-0.00733356j -0.00104603+0.00152084j 0.00433292-0.00214419j 0.00229445+0.00329053j -0.00429243+0.00259495j 0.000807046+1.0815e-05j 0.00115991-0.000542674j 0.0133613-0.00117681j -0.00908151+0.00075835j 0.00673517-0.00240729j -0.00435374+0.00283226j 0.00151651-0.00212251j -0.00267229+0.000377532j -0.000435284-0.00280947j 0.0154165+0.00337649j -0.00513934-0.00650646j 0.00230924+0.00259696j 0.00149021+0.000730954j 0.000808123+0.00276097j 0.00335015-0.00373235j -0.000386181-0.0022312j -0.00515916-0.00139001j -0.00392438+0.00643742j 0.00784014-0.00398181j 0.00720311+0.00365555j 0.0105715+0.00242976j 0.000968647-0.00978093j -6.80389e-05+0.00636916j 2.7939e-06-0.00908408j -0.00621374-0.00282079j 0.000773891-0.00262296j 0.00277638+0.00405503j -0.00605305+0.0149215j 0.00709167-0.000263593j 0.00990293-0.00141397j 0.0114458+0.00349616j -0.0120579+0.00218335j 0.00650047+0.00997491j -0.00176929+0.0114052j -0.00134829-0.0024583j -0.00137563+0.00757809j -0.00832555-0.00339694j -0.0044123+0.00722763j 0.0129175-0.000339233j 0.00459951+0.00555696j -0.00429917-0.00270959j 0.00409353+0.0032705j 0.000917128-0.00388902j 0.00301457+7.30897e-05j 0.00117522-0.00131168j -0.00456281+0.000880565j 0.0022932-0.00384545j 0.0357535-0.0564934j 0.031397+0.0143747j 0.0505339+0.0275253j -0.0190329-0.012669j -0.00259171-0.000921868j -0.00179615+0.000485385j 0.000928603+0.00502643j 0.00238139+0.0052017j 0.00587367+0.00110442j -0.00225374+0.0007493j 0.00199821-0.00345024j 0.00049267-0.000240872j 0.000700428-0.00288305j 
-0.0150658+0.00514186j 0.0135084+0.00425687j 0.0100488+0.000676987j -0.0258172-0.00418726j 0.0233889-0.000122753j 0.0025596+0.014587j -0.00658371-0.00158455j -0.0108004-0.00372862j -0.00988969+0.00234176j 0.0446525+0.00740392j 0.0308405+0.0208934j -0.0105076+0.00536629j 0.0482366+0.0333298j -0.0232062-0.014432j -0.0154019-0.0105231j -0.0540884-0.00788594j -0.0300391+0.000124907j 0.029091+0.00294777j -0.0121631+0.0206485j 0.0101481+0.00474928j -0.0250892-0.00547724j -0.0403189-0.00330813j 0.00515333-0.0140126j 0.0275323-0.0108323j 0.0144328-0.0103104j -0.0484573-0.0197875j -0.000566464-0.032118j 0.0789851-0.00028654j 0.0346387+0.0190001j 0.0208346-0.00852785j 0.00249188-0.0222472j 0.0047956+0.01045j 0.0130177-0.00462362j -0.00242828+0.002369j -0.0108095-0.00311535j -0.0117938+0.000360559j -0.0111035+0.00206272j 0.0345715-0.00635099j -0.0114403+0.00283763j 0.0115011+0.00251365j -0.00482337+0.002277j -0.00239077+0.0017348j -0.0103226-0.00489192j -0.00529793-0.0102538j 0.0323072+0.00688382j -0.021228-0.0122263j 0.00945515-0.000399475j -0.00301255-0.00697893j 0.00836104-0.00180177j 0.0180128-0.00768459j 0.000224939-0.0116059j 0.000626888-0.0145441j 0.00467768+0.00645832j -0.002719-0.00130724j 0.00448623-0.00502463j 0.00233643-0.00353269j 0.0111262+0.00162577j -0.000496718+0.00198148j -0.0063375-0.00490358j -0.0131117-0.00442918j 0.0120606+0.0135018j 0.00942669+0.002766j 0.00607689+0.0018442j 0.00722833-0.00164169j 0.00639683-0.00112278j 0.00337443+0.0065612j 0.00841787-0.00107419j -3.93878e-05-0.00467309j 0.00371289+0.00518432j 0.00650358+0.0126974j 0.00107147-0.0137332j 0.000862942-0.010676j -0.00681119+0.00205796j -0.0194623-0.00781561j 0.00258817+0.00813303j 0.00286277+0.00117125j 0.00166906+0.00851006j -0.011087-0.00960077j 0.0126063+0.00150648j 0.00129485-0.000624115j 0.00376406-0.000628262j -0.00100586+0.000314282j -0.0104504+0.0190003j -0.00900735-0.00787226j -0.00705463-0.0105683j 0.025192-0.00212368j 0.00398205-0.00357048j 0.00299566-0.000442109j -0.000703064+0.011944j 0.00953811+0.0184841j 0.01667+0.000986738j -0.00176013+0.00116712j 0.00756024-0.00625475j 0.000196146-0.00276915j -0.000312186-0.00800725j 
-0.00333843+0.00047493j 0.0491615-0.00810494j 0.0243554-0.0111184j -0.0186822-0.000997703j 0.0562782-0.000842173j -0.00228524-0.00103579j 0.0735645-0.00278363j -0.00139022-0.00404307j -0.00599985-0.00391833j 0.0218606-0.00124421j 0.0156268-0.0066596j -0.0235692+0.000810288j -0.012471-0.00676646j 0.0125782+0.00223142j 0.00552485+0.000895653j -0.0314611+0.00111215j 0.0295448+0.000321008j 0.0122218-0.0042768j -0.000134003-0.00106921j 0.00824273-0.00231285j -0.0123699-0.000986037j 0.00982245-0.00456535j 0.00390152+0.00698132j -0.0131062+0.00184229j -0.0101376+0.00250748j 0.0168957+0.00326423j 0.000316166+0.00568151j -0.0198651-0.00205682j -0.00627915-0.00336888j -0.0143224+0.00347368j -0.0030267+0.00458559j 0.0028929+0.0015436j -0.0103306+0.00079838j 0.00219346-0.00567464j 0.00840703+0.000928142j -0.00301584-0.00274778j 0.00173343-0.00176849j -0.00624426-0.000568544j -0.00191076-0.000206448j -0.00151083-0.00107455j -0.00158265-0.000775927j 0.00590018-0.000659753j -0.000792157+0.00194151j 0.000995522-0.00255523j -0.0041593-0.000172568j 0.0013089+0.00573014j -0.00274286+0.000612264j 0.00556967+0.0027108j -0.00184626+0.00154348j 0.00425807-0.00169756j -0.00885072-0.00018274j -0.00334382+0.00689883j -0.0099876+0.00167181j 0.0163024-0.00244125j 0.0039985+0.00827652j 0.0343015-0.0053231j 0.00419011-0.0209982j 0.0118453+0.00258484j -0.00761613-0.0275092j -0.00996498-0.00117968j -0.0111423-0.00482265j 0.000779044+0.0174632j -0.0154688+0.010889j 0.00463361+0.00813188j -0.00345521-0.0111281j 0.00585855+0.0053115j 0.00642708-0.00377102j 0.00948371-0.00168224j 0.00365096-0.00421047j 0.0111644+0.00764043j 0.00140755+0.00353801j 0.00614187+0.00394444j -0.000246443+0.00132552j -0.000936505+0.0038038j 0.000180664+0.000923574j -0.000139241+0.000550098j -0.00189355-0.00289785j -0.00231631+0.0023371j -0.00345907-0.000148322j 0.000138536-0.000699306j -0.000767647+0.00106912j -0.00222827-0.000251133j -0.016403+0.0274751j -0.013922-0.0060894j -0.0241266-0.0132149j 0.00755821+0.00670853j 0.00328248-0.000426463j 0.00241159+0.00113287j 0.00221076-0.000247365j -0.00225035-0.00337757j -0.00318075-0.000913802j 0.000725691-0.00113146j -0.000901164+0.00213259j -0.000391109+0.000438537j -0.000134859+0.00181267j 
0.0165505+0.0120607j 0.00584177-0.0144612j 0.0112768-0.00429328j 0.00898081+0.00329737j -0.00107215+0.00446289j 0.0180365-0.00304141j -0.0178701-0.00681847j 0.00758049+0.00436588j -0.0101195-0.0087573j 0.00882803-0.00506567j 0.0283195-0.0117113j -0.0807358+0.00608249j 0.0543584-0.0047762j 0.026139-0.00317873j -0.0131835-0.000749694j -0.113294-0.00049489j 0.0707015-0.00527524j 0.0960281-0.0030097j 0.0282329-0.00484463j 0.0243537+0.00102233j -0.0516144+0.00176091j 0.0438009-0.00427645j 0.0121112-0.00185133j -0.0470608+0.00304161j 0.00326133-0.00479435j -0.00116905+0.000776928j 0.00451721-0.00457325j 0.0318839-0.00405668j -0.00311671+0.000374443j -0.035336+0.00840114j -0.0149449+0.00235858j 0.018996+0.00158129j 0.00686661-0.00271279j 0.0128054+3.66843e-05j -0.00556809+0.000460892j -0.00331005-0.00176042j -0.000516406-0.00178353j -0.00404935+0.00436789j -0.00361983+0.00108044j -0.0103479-1.5258e-05j 0.00531228+0.000486082j 0.00979248+0.000762505j 0.00336832-0.00156609j -0.00246865-0.00264055j -0.00397274-0.00471683j -0.00282802-0.00325219j 0.00659526+0.000188563j -0.00930555+0.00218498j 0.0225416-0.00242904j 0.0394073-0.0121013j -0.0316328-0.021352j -0.0115808+0.0143614j -0.0166377-0.000181176j -0.0295536+0.00768028j 0.0101017+0.0240149j -0.00360506-0.014219j 0.00258416+0.0264846j -0.00810149-0.00876216j -0.00805566-0.00427972j -0.01144-0.00502007j 0.0069658+0.0111753j 0.00304845-0.00137756j -0.00825455+0.00722657j 0.00445715+0.00506318j 0.00301268-0.00477845j 0.0036211+0.0149434j 0.00104004-0.000698507j 0.00254291+0.00743882j 0.000671299+0.000544452j 0.00117985+0.00615517j 0.00717526+0.00587957j 0.00310669+0.00649003j 0.000888039-0.00406902j 0.00677443-0.000776304j -0.00320318-0.00221804j 0.0179672+0.00259214j 0.00216875-0.00310978j -0.00223653+0.00218685j -0.00862691+0.00282715j 0.00376074+0.00459341j 0.00358475-0.000599722j -0.00141028-0.00416418j 0.00181617-0.00287745j 0.00372239-0.00387322j 0.00104849+0.00275409j -0.0014596-0.00408661j 0.00317759-0.00284963j 0.00235094-0.000939549j -0.00313322+0.00427885j 0.00488804+0.00100929j 0.00195627+0.00109361j 0.00920782+0.0038272j -0.00272306+0.00607286j -0.000225157-0.00387567j -0.00513209-0.000224737j 
-0.0252714-0.0157187j -0.0287692+0.0196925j 0.0258746-0.0134054j -0.0271761+0.0100863j -0.063034-0.0095582j -0.0752086-0.015433j 0.0692969-0.00430547j -0.0113567+0.0120064j -0.178709+0.057379j -0.407206+0.0345696j 0.0178424+0.0106584j -0.0252272+0.0138944j -0.00233172-0.0105867j 0.00193193-0.00309266j -0.024495+0.00108797j 0.041951-0.00467823j -0.00215105-0.001386j 0.0140328-0.0035189j 0.0472259+0.000472364j 0.00850522+0.00983172j -0.0315596+0.000377358j -0.031322-0.0084734j -0.0380064+0.00113371j 0.0559023+0.00422948j -0.0136426-0.0106894j -0.0188405+0.000403258j -0.0856599-0.0181292j -0.0836003-0.0156826j -0.196733-0.00113801j -0.0893684+0.000370515j -0.0526119-0.00656769j -0.0299626-0.00743416j 0.0285753+0.00914302j 0.00613416-0.000434716j 0.0256812+0.00695998j -0.00796445-0.000173401j -0.0212927-0.00497795j 0.0273084+0.00637382j -0.0223924-0.007723j -0.0105871+0.00177168j -0.0238297-0.00374812j 0.0088615-0.000156117j 0.018521+0.00510796j 0.0225125+0.00511301j -0.00362349-0.000149838j 0.0333409-0.000768333j 0.0437862-0.013146j -0.027162+0.00210235j -0.0837404+0.019754j -0.0236183-0.012546j 0.0033605-0.00357792j -0.00167265-0.00254569j 0.00362461+0.00133093j -0.00125735-0.000806287j 0.0119818-0.00318613j -2.72738e-05+0.010105j 0.00696762-0.000444234j -0.00638181-0.00231198j 0.0057932-0.00136027j 0.0112151-0.00801984j -0.0221269+0.00129633j -0.0163608-0.0023969j 0.00640603+0.00853316j 0.0142408-0.00270518j -0.0285339+0.00166607j 0.00137813+0.0012819j 0.0023576+0.0116158j 0.00141035-0.00351343j -0.0192767-0.00134283j -0.00612772-0.00232072j -0.00763789+0.0123105j -0.01131-0.0271794j -0.000964297-0.0116638j 0.0132724-0.00494229j 0.00566102-0.0112551j -0.0459498+0.0247736j 0.0340186+0.00523423j 0.02362+0.0206192j -0.0156714-0.00386661j -0.00444096-0.00541806j 0.00423232-0.00354866j 0.0025353+0.00575036j -0.00621424+0.00533192j -0.00134558+0.000650292j -0.00586699+0.000939973j 0.00675616+0.0117933j 0.00074313+0.00103459j 0.0115936+0.00117449j -0.00438792-0.017734j -0.00774024+0.00672771j -0.0142195-0.00903736j -0.0560143-0.00679971j 5.76764e-05-0.016504j 0.00909432+0.00922299j 0.0177406-0.00181586j 
0.0411092-0.0434204j -0.0095409-0.0354727j -0.00292051+0.00889645j -0.0119767-0.0118417j 0.0289675-0.0522732j 0.105552-0.0745753j -0.0351723+0.0478523j -0.119166+0.0220773j -0.308738-0.0511157j 0.0759695-0.186851j 0.0339255-0.00994312j 0.0311008+0.0272824j -0.0125253-0.0227174j 0.00267296+0.0132167j -0.00944876+0.0186212j 0.0279383-0.0130144j 0.0351363+0.018926j 0.0172186+0.0161786j 0.0146468-0.00874555j 0.0166576+0.00619754j -0.0184207-0.0126421j 0.0381466+0.01415j -0.0270582+0.00979498j -0.0205979-0.00794989j 0.00430667+0.0231421j 0.00695197+0.00488199j -0.00524096-0.00371717j 0.122581-0.0159391j -0.0587078+0.0129906j 0.0688415+0.0116925j -0.00911155+0.00599317j -0.0183808+0.00430505j 0.0278992-0.00909348j 0.0139433-0.0031687j 0.00614722+0.00361566j 0.0161835-0.00125746j 0.0175955-0.0126875j -0.0744409+0.0104365j 0.0180561-0.000534788j -0.0455626+0.0087135j 0.00846096-0.00421782j 0.0129162-0.00106955j 0.023883-0.00453514j -0.0247643+0.00184466j -0.00720767-0.00356958j -0.0551028-0.00396097j -0.00900935+0.00254765j -0.0829849+0.00382417j 0.0766334+0.0193926j 0.00310141+0.00386396j -0.0166681+0.00461435j -0.0015375-0.0107479j 0.0187214-0.00337486j 0.00940076-0.00126028j -0.014454-0.00463771j 0.00858757-0.00803197j -0.00390854-0.00501224j 0.00624363+0.00592031j -0.00871801-0.00746136j 0.00258376+0.00577847j 0.0130505+0.00917495j -0.000113152+0.00754395j 0.00818674-0.0166593j 0.00944429-0.00990752j 0.0222029+0.0123851j -0.0145715+0.0051437j -0.00153126-0.000559387j -0.0199134+0.0036924j -0.0034679+0.0129597j -0.00096214-0.00623879j 0.0363953+0.00880508j 0.00155177+0.0125674j -0.0230181-0.0112984j 0.0169426+0.000961596j -0.00188246-0.0239457j 0.0676348-0.000617482j 0.0103675-0.011099j 0.0401029+0.00445867j 0.00818705+0.0038258j -0.0111818+0.00538142j 0.00333935+0.00504999j 0.00701096-0.00244918j -0.00242306+0.00281872j 0.0144217+0.00278198j -0.00237214-0.00614678j 0.0193025-0.00673622j 0.0119789+0.00131413j 0.0136426-0.00848216j -0.0246431-0.00431702j 0.0229392-7.04556e-05j 0.00653209+0.00558706j 0.0227125+0.0306612j -0.0286528+0.00527563j 0.0154054-0.0156818j -0.0220263-0.0105798j 
0.0209965+0.0840721j -0.00715219-0.0428535j 0.0172476+0.0528005j 0.00274498-0.0645307j 0.0268076+0.0672454j -0.00321891+0.0927806j 0.0733997-0.0106408j -0.059083-0.109066j -0.186801-0.248685j -0.169504-0.0887108j -0.00501431-0.0313046j -0.00932981-0.0534934j -0.0167023+0.0166386j 0.01584+0.00716734j -0.0120554-0.00186745j 0.00827408+0.0263576j 0.0209348+0.00911393j 0.00671696+0.00134553j 0.0065758-0.0158694j 0.00229427-0.0255564j -0.00194004+0.0153513j 0.00321332+0.00279288j -0.0191281-0.00860268j 0.017603+0.00115897j -0.0344696+0.024212j 0.0327217+0.00686621j 0.000256123+0.0222457j -0.0101342+0.0371554j -0.121828+0.0156277j -0.0308702-0.0101419j -0.0160327+0.0136627j -0.00669175+0.0145143j 0.0254781+0.00172549j 0.0158796+0.00705961j 0.0172816-0.0063279j -0.0137617+0.0029871j -0.0268595+0.00503272j 0.0233052-0.0134502j -0.0173478+0.0160782j 0.0146669-0.0038629j -0.00996507+0.0154472j -0.0280593+0.00403826j -0.0393674+0.00890235j 0.0156008-0.0169228j 0.048404+0.00347001j 0.0256281+0.00257584j -0.000638248+0.030025j 0.0283527+0.0130143j -0.0230493-0.0189782j -0.0226236+0.00639607j -0.00837853-0.00232119j -0.0137239+0.00474957j -0.00486805-0.00377408j -0.00529976+0.00326043j 0.00613524+0.00360989j -0.00524156-0.00461785j 0.00266691-0.00736276j -0.00193081+0.00394101j 0.00465123+0.0145006j 0.00706393-0.00384763j -0.00337985-0.00548695j 0.00470734+0.00531228j -0.00372717-0.00128114j -0.00970853-0.0104454j -0.00409115-0.00766354j 0.013023-0.00083593j 0.00539582-0.00798458j 0.0117985+0.00615119j -0.0196771+0.00550194j -0.00589102-0.00352457j -0.00170087-0.0170214j -0.021324+0.00191969j 0.00195861-0.0149513j -0.0179709-0.00645502j -0.00171298+0.00414827j 0.00444255+0.00597963j 0.000845387+0.00134273j 0.0193007-0.0117432j -0.00608501+0.00148949j -0.000502548-0.000881338j -0.0114781-0.00234459j -0.00174393-0.00797088j -0.000356908+0.00183376j -0.00750679-0.00703881j 0.00467946+0.00727769j 0.00668968+0.00261561j -0.00702344-0.00316918j -0.00693704+0.00524095j -0.000781831+0.000434743j -0.0155542-0.000176369j -0.00866306+0.00350067j -0.00850995-0.00462809j -0.00871934+0.00233017j -0.000193857+0.00542581j 0.00823475+0.00328537j 
-0.0165859-0.038872j -0.0207987-0.0799133j -0.00257691+0.059905j 0.0407263-0.0360026j -0.0419611-0.0745073j -0.0962522-0.0937549j 0.0347224+0.0900518j 0.152968+0.0129266j 0.296053-0.182156j -0.0761472-0.364508j -0.0324276-0.0350926j -0.0137623+0.0382938j -0.00753918-0.0434842j 0.000639322+0.0202222j 0.0202148+0.021419j -0.0278791-0.0170752j -0.0130158+0.0234225j -0.0220323+0.0213252j -0.0162483-0.0284476j -0.0132353+0.00215015j 0.0337066-0.00251354j -0.032688+0.0227528j 0.0112504+0.0107274j 0.0165226-0.0196416j -0.0148026+0.0429434j -0.00396415+0.00492859j -0.0198333-0.00131687j -0.103211-0.014956j 0.0611992+0.0325732j -0.0460976+0.0227113j 0.00564718+0.0162734j 0.00819361+0.00289116j -0.000631329-0.0111992j 0.000419107-0.00454572j -0.0066436-0.00804812j -0.0200287+0.00409504j -0.00323162-0.00668585j 0.0454076+0.018747j -0.0114986+0.00557476j 0.0149826-0.00676288j -0.00558985+0.00375181j 0.00815097+0.00253482j 0.00231142+0.000268248j 0.0122621+0.00635217j 0.00459145-0.0230415j 0.03171-0.00199258j 0.0130169+0.012508j 0.0471531-0.0191212j -0.0468029+0.0115598j -0.00862207+0.00257095j 0.00995573+0.00377247j 0.0097863-0.00104193j -0.0129058+0.00475994j 0.00276001-0.00418566j 0.0104644-0.000898938j 0.00176364+0.00317706j 0.000212307-0.00320659j -0.000584418+0.000724709j 0.00949972-0.00575895j -0.00112115+0.00343609j -0.0278433-0.00126297j -0.00606528-0.00118409j 0.00348331-0.00250438j -0.00694146+0.00963843j -0.0231832+0.00842322j 0.0023444-0.00386522j 0.00623936+0.00471056j -0.000251264-0.0116048j 0.00358527+0.0301814j -0.0143091+0.00727584j -0.0179334-0.00773353j -0.0194324+0.0118872j -0.0119885-0.0199448j -0.00740299+0.0215135j 0.00177808-0.00992236j -0.00467018-0.00823538j -0.00207019+0.00501674j -0.00916167-0.0035481j -0.00627599-0.0068749j -0.000550168-0.0017199j -0.00538411+0.00119688j -0.00204447-1.06535e-05j 0.00401038-0.000282045j -0.00678206+0.0055938j 0.0062579+0.000529265j 0.00524588+0.000951939j -0.000725643+0.0099335j 0.00534095-0.000402918j -0.00544015+0.00429981j -0.00360954+0.0101259j -0.00488878+0.00332594j -0.0181917-0.0100084j 0.00836769-0.00790805j -0.000812741+0.0061938j 0.0101579-0.00131007j 
0.032896-0.0337326j 0.0097703-0.00489064j -0.0526871+0.00494929j 0.0761699-0.00836096j 0.069942-0.0812567j -0.0257725+0.00421655j -0.040425-0.0395501j -0.195549+0.0625041j -0.136934+0.0710986j 0.207464-0.0189505j 0.000875701+0.0138648j -0.00160328+0.0323611j -0.00666312+0.000465901j -0.000613394-0.00263667j 0.000748551+0.00197459j -0.000952975+0.00435778j 0.0458506+0.00384453j -0.00897834-0.00207898j -0.0205473+0.00451095j 0.00986087+0.00500653j 0.0207446-0.00258658j 0.0342025-0.00379284j -0.0190395+0.00163218j -0.024898+0.00899834j -0.00696639+0.000135228j 0.0584891+0.00538811j 0.0166493-0.000948531j 0.0243022-0.0174036j 0.0192639-0.000191025j 0.00792851+0.0143523j 0.0152267-0.00863421j 0.0628301-0.00707877j -0.011105-0.00227081j 0.0285687-0.00445632j -0.030521+0.00150153j -0.04413-0.00401655j -0.0594784-0.00233702j 0.164832-0.0103064j -0.0590056+0.00157597j 0.0369105+0.0066219j -0.0311655-0.0103524j -0.0461565+0.00123487j -0.0343913-0.00644803j 0.0770972+0.000982334j 0.100672-0.00274409j 0.0863583-0.00451655j 0.0498389-0.0105859j 0.0478359-0.000282693j -0.0196766+0.00849819j -0.0382238-0.00307641j 0.0331082-0.00451339j -0.0174772-0.00958656j -0.0114935+0.00508863j -0.011635-0.00725594j 0.0216181-0.00100938j -0.00419201-0.00230115j 0.00893739+0.00133108j 0.00153304+0.000295097j -0.00569051-0.00429077j 0.0301852+0.00271867j -0.0228749+0.0108707j 0.00141797+0.00429133j -0.00593055-0.00858018j 0.00993367-0.00926077j -0.0080632+0.00742966j 0.016686+0.0108842j 0.0239585-0.00456697j -0.00112206+0.00579235j 0.00180062+0.00205993j -0.000717045+0.00164261j -0.0258796+0.00324805j -0.0249123+0.00480602j 0.00189044+0.00471257j -0.0110217-0.00951927j -0.0144825-0.00269199j -0.0212727-0.00325376j -0.0207528+0.0104092j -0.00198924-0.0120092j -0.0378308-0.00669517j 0.00716672-0.00486161j -0.0128821-0.00460085j -0.00961153-0.00318088j 0.00171144-0.000283639j -0.0133699-0.00500069j 0.00831851+0.00935266j -0.00155864+0.0124514j -0.00987796-0.0108213j -0.00775696-0.0120814j 0.0103238+0.0147007j -0.0162408-0.00224817j -0.00448196+0.0057695j -0.0365719-0.0142276j -0.0116562-0.0244961j -0.00881536+0.0220399j 0.0224121+0.00541602j 
