-0.00278612-0.0443777j -0.03137+0.0688562j 0.0662068+0.035716j -0.0299268-0.0192528j -0.00561371+0.00509426j -0.0142249-0.0113442j 0.0205029+0.0704326j 0.0161243+0.0540363j 0.0180203+0.0168639j 0.00393364-0.0265002j 0.0171345-0.00933573j 0.0177208+0.038476j -0.0227793-0.00446183j 0.00837777+0.0228425j -0.0210878-0.0161905j 0.0140028-0.0328834j -0.0585441+0.00580965j 0.0223837-0.0379307j -0.0138286+0.0239618j -0.0108154-0.0302931j 0.0329166+0.00886342j 0.0300126-0.000253104j 0.00510566+0.0111309j 0.0020143+0.00760314j -0.0139449+0.0434911j 0.000305047+0.0268592j -0.028725+0.0386537j -0.0239971-0.0301267j -0.00807712+0.00950456j 0.0271688-0.00923804j -0.0226956+0.000492842j -0.00231477-0.0171294j -0.00742006-0.0102351j 0.0136088+0.00674594j 0.0152596+0.0209864j 0.0237182+0.0237251j -0.00764801-0.012359j -0.0102224+0.0288851j -0.0103491-0.075615j 0.00292792-0.0179406j 0.00404952-0.00991687j -0.00260293-0.00719525j -0.00538286+0.0567934j 0.0118046-0.0115408j -0.0130268-0.00299047j 0.0181378-0.021718j 0.00926722+0.0037437j 0.0331545+0.013254j 0.0495972+0.032955j 0.0398045+0.00868613j -0.0100759-0.00484601j 0.0336906+0.000186742j -0.000927117+0.0859838j -0.022674+0.0358365j 0.0146623-0.099735j -0.000599931+0.05244j 0.00812021+0.0277365j 0.00921177-0.0260455j -0.0333841-0.0012731j -0.0101654+0.0145404j 0.00334944+0.0232491j 0.00662345+0.01046j 0.0210315-0.0979995j -0.0292027+0.000243987j -0.0622402-0.0607973j 0.0326327+0.00791675j 0.00133316-0.0714292j 0.00724431-0.0384432j -0.0857375-0.0747577j -0.0213638-0.00206076j 0.0204023-0.0917423j 0.0436025+0.00830398j -0.0343094+0.0859052j 0.0407081+0.0129048j -0.029902+0.0266929j 0.0736854-0.0435256j 0.00207514+0.0189103j 0.0806711-0.0814777j 0.124401+0.00359872j -0.0205711+0.0663525j -0.00353069+0.0682694j 0.0622163-0.0825289j -0.0418527+0.0438932j -0.0738744+0.0226284j 0.0384851+0.0875092j -0.0167279-0.0215426j -0.026698-0.0320669j 0.174656-0.041183j 0.0182986-0.115891j -0.120059+0.0401333j 0.122083-0.260285j -0.223897+0.159279j 
-0.0125146+0.0112697j 0.047633+0.0439964j -0.0516089+0.0297425j -0.0918202+0.00945485j 0.00491192+0.000895089j -0.0319354+0.0929596j -0.0234829+0.047488j -0.061516-0.0964094j -0.029023-0.0223337j -0.0389922+0.0203578j -0.0661979+0.00904694j -0.0272472+0.0247082j -0.0703978-0.00233765j 0.0335436-0.15048j 0.00990184+0.0273092j 0.0157276+0.00899905j -0.0260805+0.00330515j -0.0103521-0.0296044j 0.0384782-0.0305887j 0.0469561+0.0269102j 0.0124144-0.0302905j -0.0131938+0.0114168j -0.0364341+0.04846j 0.0151559-0.0468389j -0.0187068-0.00386498j 0.0227913+0.0294104j -0.0807342-0.0206488j 0.0567591-0.0197012j -0.0640033+0.0380597j -0.0237631+0.0362622j 0.00459244+0.00595855j -0.0237127-0.0247162j 0.0238069+0.020865j -0.0182639+0.0986249j -0.0104456-0.040245j -0.0199625-0.023694j 0.029825+0.0644075j 0.02076-0.0581664j 0.0426172+0.0342619j -0.0804205+0.0373629j 0.0133074-0.0205178j 0.0162485-0.204015j -0.0256251-0.0922038j -0.0530995-0.0178006j 0.0334774+0.0296772j -0.00210565+0.000804032j 0.0670006+0.0153292j -0.0370759-0.035479j -0.027968-0.023637j -0.0359266+0.0304479j -0.0340286+0.0475469j 0.0228587+0.00521269j -0.0207008-0.00760839j -0.0882264+0.141033j 0.0555844+0.0511236j 0.0603723-0.0360277j -0.0802753+0.0140295j 0.0520833+0.100141j 0.0743018+0.00479598j 0.0200417-0.0704938j 0.0592079+0.0432687j 0.0530796+0.113432j 0.00689289+0.0099697j 0.0845058+0.058008j 0.0521966+0.0942295j 0.029554+0.0676014j -0.00656411+0.0781235j 0.00717488-0.0347161j -0.043017-0.0148035j 0.0245908+0.0154726j -0.123402-0.00689607j 0.0271023+0.0357112j 0.114517-0.00806546j 0.0448819-0.0238914j 0.00333501-0.00692852j -0.0550346+0.0170529j -0.0397232+0.0103643j 0.0652803+0.0324744j 0.0222057-0.1433j 0.0286937-0.0450246j 0.0233277-0.0186218j 0.0157638+0.0282291j 0.0448259-0.0121552j -0.112071-0.00250315j 0.0012216-0.058586j 0.0401277-0.0194595j -0.0419396+0.0568048j 0.0202403+0.0241002j 0.0603648+0.0687898j 0.0396507-0.0285974j 0.0275935-0.0225276j 0.0570501-0.0959338j 
-0.0155978-0.02273j 0.0343241-0.0560844j 0.0663691+0.0282339j 0.0817914-0.0107104j -0.031735+0.0692224j -0.0442756-0.128008j -0.0314902-0.120416j 0.130188+0.00754999j 0.0323056-0.0145044j 0.0348877+0.0357728j -0.0137635-0.00522366j 0.0139468-0.0507551j 0.0330793+0.0292456j 0.0295771+0.060187j 0.000738053+0.045327j 0.0411105-0.00766587j -0.0180558-0.0334735j 0.0594347+0.0385113j -0.0124525+0.073994j -0.0170754+0.0121787j 0.048599-0.0499202j 0.0187794-0.00390915j 0.0390558+0.0316191j 0.0195182+0.0659532j -0.0756564+0.00872994j -0.00170861-0.0480857j 0.0205513-0.0217423j 0.0899554-0.0294557j -0.0144912-0.0593967j -0.0035894-0.0300658j -0.0361397-0.0063803j -0.0392347-0.068048j 0.0913261-0.0129202j 0.0324819-0.138507j -0.0552305-0.0178293j -0.0473212-0.0894874j 0.0950529+0.122689j -0.0792333-0.025758j 0.0016154-0.0756587j -0.0176809-0.0153874j 0.0153259+0.00192569j 0.0170857+0.032402j 0.0491885+0.013674j -0.0400012+0.0230193j -0.00703357+0.0631377j -0.0199825+0.0138084j -0.017005-0.0523901j -0.00339305-0.0284849j 0.0202015-0.0283047j 0.0554356-0.0689736j 0.0462593+0.0133327j -0.0842334-0.0109984j 0.105075+0.0520942j 0.0249068-0.0230261j 0.081631+0.0300171j -0.0103191+0.0352525j 0.0121874-0.0214911j 0.10416-0.0355715j -0.0118082-0.0446364j 0.0203681+0.0242495j 0.0294636-0.100757j 0.0538741-0.0857189j -0.102229-0.0356166j 0.00995489+0.0609152j 0.0114351+0.0906148j -0.0281641-0.0353331j 0.103239-0.0179483j -0.0295744+0.0992677j 0.0519403+0.0832547j -0.0315152+0.0144969j 0.059174+0.0964988j 0.0341462-0.0202727j -0.0766486+0.0843543j -0.0925858-0.0427186j -0.0433377-0.0657004j 0.0220818-0.00228744j -0.0416658-0.064527j 0.00229562-0.0230377j -0.0267034-0.0835766j -0.0334947+0.0500645j 0.0285141-0.0194322j -0.00521483+0.0534363j 0.0177582+0.0328092j 0.021734-0.00333016j -0.0249369+0.0334249j 0.00208567+0.0181552j 0.00920796+0.010589j -0.0831587+0.00537781j 0.00968942-0.0169023j -0.00728423-0.0116659j 0.0242076+0.0305434j -0.0162961-0.00674446j 
-0.0332685-0.0403052j -0.0190425-0.0416499j 0.118821-0.00299389j 0.0670851+0.0300215j 0.0267678+0.0264531j 0.0382373-0.114152j 0.00477196-0.0432619j 0.0944468+0.0803439j 0.0501784+0.0157307j 0.0549649+0.00298382j 0.0439701+0.00550523j 0.00787998-0.0270139j 0.0385191+0.0206756j -0.0275645+0.0795532j -0.0230225-0.0224834j -0.00633602+0.022095j 0.0142003-0.0355328j 0.01831-0.000437743j -0.0323971+0.0508444j -0.0547265+0.00780528j -0.00195353+0.0323828j 0.0569089+0.00190813j 0.0523157-0.00729612j -0.0388847+0.0422069j -0.00827054-0.0203807j 0.017043+0.0220113j 0.0668335+0.0169924j -0.0217575-0.00303323j 0.0448094-0.0073204j -0.0467487+0.0149225j 0.00536382+0.0440941j -0.00341539+0.0441934j -0.0311567-0.00534681j 0.0851734-0.0157818j -0.0388292+0.0551853j 0.00995887+0.0871521j -0.00294286-0.0408228j -0.0399917+0.0278328j -0.0224951-0.0445061j 0.0458295-0.00233593j 0.0592432+0.092046j -0.0621726-0.0430278j 0.115718-0.0172849j 0.0411969-0.023939j -0.0397907+0.00325845j -0.0313982-0.0489902j -0.070884+0.0787892j -0.0389547-0.0280137j 0.0160647+0.0250508j -0.0143451-0.0391698j 0.0376065-0.0176238j -0.0444674+0.0427587j -0.0230648+0.03067j 0.0846124-0.0145163j 0.0433067-0.0470667j -0.0687138+0.0194264j -0.0446177-0.0195424j 0.0618856-0.0286423j -0.0108645-0.0665294j -0.105915-0.0712823j 0.0320222-0.0473137j -0.0290854-0.108048j -0.0738552-0.0254654j -0.0336262+0.0445288j 0.0641808-0.0791683j -0.0373586-0.0363018j 0.030233-0.083009j -0.00383009+0.0062409j 0.0119663-0.00698997j 0.0354916-0.0056688j -0.045734+0.043948j 0.0282837+0.0109087j -0.0479421-0.00040676j -0.0499889+0.00661053j -0.0997415+0.0559251j -0.0518073-0.0106609j -0.0032591-0.107583j -0.0327284-0.00585519j -0.0118216+0.0426195j -0.058546-0.0157191j -0.00502592+0.0483302j -0.0743151+0.0221682j -0.0041084-0.0108899j 0.0572243-0.0368304j 0.0116473+0.0189401j -0.0113931-0.00774814j 0.0601753-0.0543096j -0.0218252-0.00411821j -0.0164579-0.0631848j -0.0354575+0.0230276j 0.0181153+0.0206028j -0.0302937+0.0607135j 
0.0128376-0.0028143j 0.051171-0.0161822j 0.0233659+0.0455165j 0.0090846-0.0288672j -0.0238868+0.0592469j -0.0160233-0.0668934j -0.00212557-0.0659273j 0.0961578-0.0114305j -0.0164092+0.0242227j 0.0239944+0.0613329j -0.0100212+0.0522817j 0.035641-0.0352443j -0.00333218-0.00862552j 0.0532422+0.0234485j 0.00739614+0.00477482j 0.0122141+0.0454792j 0.0125663+0.0148525j 0.0238405+0.000657791j -0.0209542+0.0462978j -0.0636488+0.0518472j 0.0325305+0.0308223j 0.0409901+0.0054235j 0.0358355-0.0199051j 0.0434223+0.0437004j -0.0305748-0.0202031j -0.0407158-0.0105466j 0.0475505+0.020459j 0.0593552+0.0292188j -0.00629018-0.00567755j -0.0118354-0.0261498j 0.00904252+0.0240846j 0.0161222-0.0391139j 0.0243216-0.0269247j 0.027987-0.0722341j -0.0097548+0.0105409j -0.0411577-0.0125044j 0.0274328+0.0592212j -0.0183642-0.0484932j 0.0157355-0.00776121j 0.009644+0.0250607j -0.0262286+0.0299496j 0.00322205-0.0496808j 0.0298405-0.0805317j -0.0122473+0.0458779j 0.0166021-0.0270083j 0.0158281+0.00644801j -0.0220815+0.0102477j 0.00578672-0.0544071j 0.00517385-0.0133453j 0.0385145-0.0115377j 0.0102052-0.0227183j 0.00692186+0.00873585j 0.0472097-0.0532622j 0.0332508-0.0263183j 0.073262+0.0636822j 0.0125661+0.0336613j -0.0224805-0.0280053j 0.0463577-0.0274093j -0.00106773-0.00678081j 0.0317994-0.042105j 0.0369387+0.0151155j 0.0180845-0.0377692j -0.0424868-0.0743941j 0.0369814+0.0277055j 0.0461412+0.0394908j -0.00642617-0.0361547j 0.0736176-0.00465177j 0.00491417+0.0260915j 0.0719476+0.0711722j 0.0302058+0.0145495j 0.0389264+0.0587448j 0.0701416+0.0398188j -0.0439883+0.0362186j -0.0409145-0.0280727j -0.0409321+0.023251j -0.0218275-0.0445064j -0.0410071+0.00764226j 0.031334-0.0100518j -0.0574017-0.0467469j 0.00237601+0.0144072j 0.0360669-0.0104183j 0.0163154+0.00397646j 0.0356551+0.00495549j 0.000496513-0.0201166j 0.00809018-0.00889151j 0.111348-0.0349187j 0.0444548+0.0653159j -0.0468221+0.000267557j 0.0316252-0.00911525j 0.034241-0.000914931j 0.000918314+0.012757j 0.00149827-0.0136978j 
-0.076903-0.00231798j -0.0258206-0.0290182j 0.0337676+0.00437034j 0.0317639+0.0675785j 0.0475968-0.0131532j 0.00228961+0.132694j -0.0987849+0.0442245j -0.0603776-0.0349266j -0.0250097-0.0184116j -0.0172755-0.105072j 0.0447252+0.0063396j 0.00158449+0.0348866j -0.0134428-0.0433187j -0.0390283+0.0285382j 0.0327137-0.00602517j -0.0657941+0.00699873j -0.0644079-0.000863j 0.0142158-0.0226877j 0.0236308+0.0202082j 0.0560991-0.0594097j -0.0714094+0.0248733j 0.0231679-0.0420695j 0.0207937-0.00805088j -0.0579899-0.00740938j 0.0247656+0.0261044j -0.0227951+0.0229736j 0.014407-0.0161858j -0.154698-0.0435169j 0.117882+0.020245j -0.0705376-0.0413667j -0.010202+0.034032j -0.00448999+0.0257986j -0.0687848-0.00862563j -0.057519-0.0365194j 0.0411347-0.020851j -0.0130869-0.055116j 0.0371749-0.027554j 0.0659645-0.0299586j 0.0126408+0.0479626j 0.103926-0.000448822j -0.0154666-0.041711j -0.0204848+0.0684859j 0.118061-0.0308169j 0.00127021+0.0113034j 0.0290847-0.0459612j 0.0306191+0.0162962j -0.101812-0.0221267j 0.00402964-0.0191802j -0.0618794-0.0179503j -0.0734265-0.0233915j 0.0999792-0.0579282j -0.0792715+0.00482007j -0.13281-0.0541712j -0.0161674+0.0736787j 0.00267087+0.0102015j 0.0931382+0.0875898j 0.00475673-0.0368989j 0.04287-0.0212801j -0.0811861+0.09055j -0.0855155-0.0176376j 0.0351045+0.0613903j 0.0581436+0.0559866j -0.0932162-0.0829433j -0.0704033-0.0635213j -0.00374663-0.0267914j 0.00934174-0.031523j 0.166009-0.042611j -0.0277126+0.00176868j -0.0488599-0.0291423j -0.0395116+0.0493578j -0.0715503-0.0520077j 0.0926905-0.00695687j -0.00285965+0.0301962j 0.026664+0.034454j -0.0367079+0.0193487j -0.0408241-0.0716918j -0.0371409+0.00553505j 0.08194+0.00398331j -0.0044194-0.000520344j -0.0411738+0.0038044j 0.0418084+0.00918719j -0.0298124-0.0567225j -0.0355196-0.0426657j -0.0406423+0.0103666j -0.00443018-0.0114395j -0.0233195-0.0955738j 0.0707019-0.00949961j -0.00752569-0.0378915j 0.0354593+0.0109778j -0.0567751+0.0232166j 0.00377847-0.0293154j -0.0151205+0.0265253j 
0.0489435+0.0227991j 0.0425227+0.0535696j -0.0424745+0.0474534j -0.0879732-0.0608391j -0.0432448+0.0309999j 0.0347927-0.0226923j 0.0773414+0.00894263j -9.39109e-05+0.0384652j -0.000315054+0.00707015j 0.0283344+0.0679694j -0.00634232+0.0234877j 0.00833999-0.00573043j 0.0123476+0.0585118j 0.0364087+0.000427263j -0.0119278+0.0322074j 0.0255027-0.0118845j -0.0201454+0.0359362j 0.00345378-0.0190834j -0.00636901+0.0198384j -0.0219818+0.0553913j 0.052-0.00196903j -0.00122897+0.0320457j 0.00815656-0.00720961j 0.0512857+0.0289256j -0.0663714-0.00851729j -0.000189014-0.0149844j -0.04907+0.0454823j 0.0412518+0.0217186j -0.0173829-0.0395483j 0.0847259+0.0247702j 0.0152728-0.0291594j -0.00420881-0.0332738j 0.0423242-0.0539587j 0.026184+0.00833722j 0.00853239+0.021053j -0.0278604+0.0996217j 0.00811412+0.00829204j 0.00855253-0.00598289j 0.0117589-0.0169561j -0.034771+0.00511696j -0.0578647+0.070896j 0.0399131-0.0460493j -0.0294924+0.0656207j 0.00592075-0.00180204j -2.0825e-05-0.0311822j 0.010894-0.00555136j 0.0230855-0.00442868j -0.0168213+0.0327004j 0.0514911+0.00957335j -0.024237+0.0794892j -0.0335209-0.0419013j 0.0463563+0.0201418j 0.0109233+0.0120724j 0.0278395-0.00438976j 0.0233893+0.0103149j -0.0627989-0.00801811j -0.00553898-0.028563j -0.0964191+0.0353202j 0.0223656+0.0584554j 0.00893685+0.0469123j -0.00625766+0.0354617j -0.0741631+0.00617602j 0.134458+0.0291152j -0.0110197-0.00779496j 0.0156921-0.0157587j -0.0255642-0.00222086j -0.112136-0.0163032j 0.0290281-0.0355553j 0.104388-0.00553482j 0.0887597-0.00715426j 0.0421257-0.0128809j -0.0198081+0.0169361j 0.0172405-0.0283396j -0.0146787+0.000789373j 0.0321655-0.0185485j -0.0352502-0.0293326j 0.106737+0.0240249j -0.00597951+0.00273892j -0.0686814+0.0647414j 0.00562646+0.0974806j -0.0078507-0.0129564j 0.0352475+0.0221557j -0.0160806-0.0417498j -0.0460038+0.041762j 0.0488076-0.0370843j 0.0512489-0.00826914j 0.074453-0.00672534j -0.0311345-0.0201645j -0.0164282+0.0281164j 0.0071801+0.0580017j -0.0660217+0.00612397j 0.0161165+0.0171849j 
0.0327498+0.0341626j -0.0374027-0.0231268j -0.0358904-0.0262073j 0.0355326-0.0640056j -0.0470456+0.0246243j 0.0333919-0.0685461j 0.0137212-0.0207409j 0.0572106+0.0109767j 0.0166416-0.0012629j 0.0154326+0.0622861j -0.0163698+0.0228462j 0.0269682-0.0477404j -0.00197948+0.00527733j 0.00587414+0.0222595j -0.0174926+0.00511143j -0.0229003-0.0317438j 0.0179188+0.0190223j 0.0116934-0.0303746j -0.00483691+0.02426j 0.00197475+0.0130496j 0.00468861-0.00795903j -0.00646926-0.00486185j 0.0214529+0.0117304j 0.00187827+0.0216652j 0.00758621-5.85265e-05j -0.0310643+0.00715867j 0.0207337-0.0138517j -0.0190038-0.0104768j 0.0527914-0.0154863j -0.0122944-0.0118566j 0.0285657-0.0189747j -0.0018895-0.0109175j 0.00891985-0.0231515j 0.0277431+0.010016j -0.00434671+0.0157559j -0.0260998-0.0131056j 0.00487041+0.0130352j -0.0266323-0.0215723j -0.0126401-0.0244377j -0.00442604+0.0276617j -0.0303417+0.0225145j 0.0215694+0.0139208j 0.00731532+0.0179636j 0.0282356+0.0406684j -0.0221322-0.0529233j -0.0010202+0.0126027j -0.0258035-0.0384376j 0.0151407+0.0112586j 0.0279078+0.0208983j 0.0465683-0.0124617j -0.0135233-0.0106916j 0.0240489+0.0392322j -0.000382524-0.0199401j 0.0240856-0.0112973j -0.0245141+0.0318048j -0.0137647+0.00288018j 0.0238077-0.017828j -0.039721-0.02811j 0.00263665+0.00837515j 0.0257993-0.0145009j -0.00249489+0.0652003j -0.00211842-0.0404452j 0.0180113-0.0497612j 0.0609007-0.0187274j -0.0174335-0.0262388j -0.0313441+0.00154593j -0.0319469-0.0366206j 0.00912084+0.0295739j -0.00342015-0.00879721j 0.0167817+0.00658544j 0.0362925+0.00469288j 0.045256+0.00479862j -0.0411677+0.0501055j 0.0237067-0.0289749j -0.0205937+0.00795839j 0.00631973-0.0682871j 0.0121195+0.0143266j 0.0242271-0.0204163j -0.0195134+0.00563042j -0.0268354+0.0245535j 0.042022-0.00743663j 0.00323315+0.00155516j -0.0260784-0.0324327j -0.0087511-0.00511512j 0.0225701-0.00632075j 0.0315119-0.0375926j 0.0266423+0.0261222j -0.0130464+0.00219281j -0.00656397-0.0241379j -0.00256351+0.00706816j 0.0119475-0.00187521j -0.0278439+0.00322956j 
0.0508995+0.0398815j -0.0761157-0.0655741j -0.0720446-0.0788861j 0.106339-0.0629581j -0.0256428+0.00617553j 0.0116451-0.0814963j -0.0170088-0.0589603j 0.0365941-0.0254473j 0.0150191-0.0247323j -0.0133577+0.0907082j -0.0408202-0.0194658j -0.0174504-0.0531837j -0.00772717-0.0206963j -0.0272003-0.0191286j -0.00735779-0.0194176j -0.0259663-0.0347983j 0.0265124+0.0437194j -0.0116977+0.00630405j 0.00277615-0.00626554j 0.040427-0.011234j 0.00228253-0.0106288j -0.00316874-0.020064j -0.0172584+0.0103803j -0.0433589+0.00831994j 0.00668622-0.0221015j 0.0281908+0.0176936j 0.0146201-0.00657545j 0.0330313-0.00486207j 0.018315+0.00229968j -0.0463064-0.0598275j 0.0444142-0.0269185j 0.0151232+0.00814127j -0.000907498+0.000720917j 0.0627005+0.0383148j -0.0204917+0.0116217j -0.00352834-0.0379098j -0.00727736+0.0465468j -0.0309225-0.0263123j -0.0204703-0.0170035j -0.0163979+0.00612501j -0.0382276+0.00268221j 0.00661821-0.000291528j -0.016753+0.00769194j 0.0508785+0.0669485j -0.0469665-0.0633587j 0.0146981+0.00160791j -0.0259106-0.0628609j -0.0239265+0.000342144j 0.0294911+0.0417078j 0.0119285-0.0063951j -0.0253168+0.0100316j -0.000136143-0.00715478j 0.0201856+0.0263684j 0.0339443-0.021447j -0.0422834-0.0068147j -0.03547-0.0233754j -0.0321382+0.0118561j 0.000220398-0.0192573j 0.0645098+0.0030426j 0.0222281-0.00708339j -0.0150266-0.0336577j 0.0214389-0.0677624j 0.0578502-0.050258j 0.0645204-0.0329587j -0.0147064+0.00606984j -0.00348735+0.0251464j -0.0745442+0.00679475j 0.0336076+0.0650733j -0.0143474-0.0154744j 0.047989+0.00899664j -0.0246399+0.0301548j 0.0146257-0.00552814j -0.0131249+0.0502336j 0.0338324-0.0263389j -0.0567264-0.00712472j 0.0360628-0.0322337j -0.00789605-0.01895j -0.0312022+0.00389867j -0.023974-0.0277916j -0.0139699-0.0162609j 0.0369986-0.000829867j -0.0172396+0.0562829j -3.31901e-05-0.0166658j 0.0180527-0.0271833j 0.00696015-0.0143564j -0.0457237+0.0368125j -0.0454294+0.00201075j -0.0488057+0.0353239j -0.0694412-0.0114091j 0.0440499-0.0115836j 0.00323708+0.0428002j -0.0184953-0.0211191j 
-0.0545935-0.076873j 0.0551651-0.0306883j 0.0803629+0.0377879j 0.0343356+0.0886841j 0.0620143+0.00597851j -0.0489138+0.0504357j -0.0806222-0.0474103j -0.0131552-0.0409606j 0.00964062-0.00886736j 0.035804-0.0484506j 0.00240552-0.0182968j -0.0514215+0.0418762j 0.0268115+0.00249149j -0.0121058+0.010665j 0.0240253+0.0290743j 0.0568584+0.0118307j 0.0179403-0.0369356j 0.014537+0.0471903j 0.010514-0.00600726j 0.00365624-0.00244035j -0.0331372-0.0121736j 0.0169143+0.0135247j 0.0278293+0.017766j 0.00327834-0.01417j -0.0175815-0.0286476j -0.0212183-0.0342385j -0.0246489-0.0101393j 0.0681003+0.0034598j -0.0146236+0.0175908j -0.0246155+0.000474858j -0.042738+0.0325613j -0.00401141-0.0226724j 0.0493787+0.0392756j 0.00697782-0.0192461j -0.0331647-0.0506612j -0.0243765-0.00476504j -0.000512443-0.0166314j 0.000336024+0.0342452j 0.0271672-0.0296086j 0.0105098-0.053389j 0.0122317-0.0151051j 0.0168994-0.0368714j 0.0615715-0.0221622j -0.0189975-0.0478093j 0.0118021+0.0911237j -0.0208853-0.0182625j 0.00535666+0.0300022j -0.0268922-0.0321252j -0.0199826-0.0348823j -0.0471017+0.00351818j 0.00802892+0.0385581j -0.0303704-0.0274538j -0.0104919+0.00777048j -0.0383152+0.0212158j 0.0451658+0.0396521j 0.0322388-0.0819228j -0.0599674-0.0167386j 0.0902605+0.0105683j -0.00236922+0.0268429j -0.0315042-0.0202391j 0.0840285-0.0746228j 0.050769-0.00201079j -0.0828437+0.0578495j -0.0915628+0.0212828j 0.0378575+0.0540764j -0.0280457+0.0442325j 0.0835688+0.0569216j -0.0524486+0.0228663j -0.00158885+0.0479325j -0.0395401-0.0121867j -0.053883+0.0336407j -0.0152799-0.0274634j 0.0149244-0.0191175j -0.0351506-0.0128739j 0.0167438-0.0220005j -0.0176771+0.0334636j -0.0145759+0.0200842j -0.0328797-0.00545221j -0.0326443+0.00142888j 0.00725748-0.0156889j 0.0498351-0.0221012j -0.00020853+0.0738579j 0.0455864+0.000120857j -0.00833018+0.00689751j -0.0152093-0.00742331j -0.0206691+0.0758143j -0.0695443+0.0279662j -0.0328459+0.009691j -0.00407532+0.0398888j 0.0305683-0.0352359j 0.0107176+0.0554828j 0.0286514-0.0251154j 
-0.01536-0.0488594j 0.139394+0.149839j 0.08383+0.13591j -0.169705+0.0485595j -0.0144523+0.0293397j -0.0469903+0.0414215j 0.0552739+0.00654965j 0.019143+0.0452893j -0.011756+0.0522102j 0.00451614-0.0192396j 0.00858344+0.0201964j 0.0813958+0.0506719j -0.0783856+0.00920848j 0.104666+0.0352284j 0.0110678+0.0096022j 0.0665044-0.00243598j -0.0616802-0.0319096j 0.00515544+0.00394029j -0.0381039+0.00498659j -0.0677363-0.0109437j -0.00177465+0.0667217j 0.0190901+0.0352189j -0.00414329-0.0083347j 0.0832086-0.00161776j -0.0292592-0.0259795j -0.0529878+0.00700778j 0.0398737+0.0430442j 0.0610845-0.0334118j -0.0204828-0.0576884j 0.0293266+0.0729363j -0.0573724+0.00284689j 0.0540538-0.0350501j 0.00678741-0.0306749j -0.0718061-0.0235573j -0.0180827+0.0121483j -0.0113432+0.0857147j 0.0440262-0.0424905j -0.00597484-0.015968j -0.0166769-0.0102743j 0.0244756-0.064003j -0.0223488-0.0333058j 0.0238714+0.000504141j -0.0252554-0.0914725j -0.0242781-0.0136538j 0.0371941+0.0200516j 0.00264376+0.0370597j 0.0163229+0.0273763j 0.0121094+0.00989172j 0.0183715-0.0280576j -0.0516345+0.0832342j 0.0155653-0.0500219j -0.0407737+0.047153j 0.0290176-0.0904711j -0.0145705+0.0106319j 0.0359245+0.0184648j 0.0128332+0.0504653j -0.0116647-0.00735434j 0.0538487-0.00756649j -0.0888385+0.0313745j 0.0373744+0.0197365j -0.0477877-0.0226425j -0.0114397+0.0805027j 0.0708372+0.0250216j -0.0505319+0.0278343j 0.036652+0.0178047j -0.0130823-0.0280442j 0.0366877+0.0328831j 0.0115545-0.0318762j 0.0276941+0.0374353j 0.00381669+0.00656253j 0.0662506-0.0018551j -0.0223303-0.0238934j -0.0179395-0.0662282j -0.0103222+0.0211504j 0.0558697-0.00761221j -0.0405467-0.0173488j 0.0666026+0.0122867j 0.0237203+0.0106035j -0.045385+0.0451789j 0.0305377+0.048245j -0.0446839+0.0230026j 0.0501734-0.0234429j 0.0229001+0.0393896j -0.0157131+0.0418078j 0.00115625+0.00026164j 0.0595659-0.0259388j 0.101222-0.0595979j 0.0267971-0.0605788j 0.0620723+0.0320325j -0.0508768+0.0465001j -0.0298965-0.0473516j 0.0403264+0.0277579j 
