-0.0062696+0.00236849j -0.00997733-0.0043094j 0.00749923+0.00102813j 0.00332944+0.000303367j -0.000301532+0.00874253j -0.00122854+0.00461168j -0.00155362-0.00662328j -0.00401068+0.000481102j 0.00079615-0.00341927j 0.00398627+0.00417011j 0.000550817+0.00525702j -0.00018003-0.00446604j 0.00153342+0.00331198j 0.000430829+0.00276342j 4.11908e-06-0.00343195j -0.00143621+0.00020178j -7.49377e-06+0.00150348j 0.00316949-0.0017357j 0.0024561+0.00412187j -0.00233963+0.000178071j -0.00199917+0.00603707j 0.00138781+0.00465024j 0.000606363-0.00773919j 0.0074629+0.00797615j -0.0103225-0.00295083j -0.00561397+0.0169738j 0.00964883-0.00798499j -0.00947617-0.00985298j -0.000242212-0.00835068j 0.00271867+0.00670277j -0.000397026-0.00410281j 0.000402108+0.00708672j 0.00284846-0.0146282j -0.00201592+0.00523405j 0.000125366+0.00578224j 0.00302534+0.00694704j 0.00784352+0.00259551j 0.00062693+0.00181331j -0.00603069-0.00930636j -0.00249659+0.00919529j 0.00308393+0.00253646j 0.00561357-0.00228223j -0.00153278-0.0111337j 0.0106125-0.00514297j -0.0139104+0.00601134j 0.00684973-0.00270908j -0.00699368+0.00517055j -0.00142555-0.00226409j -0.00149877+0.000171433j -0.00821505-0.000560853j 0.00886984-0.0107571j -0.00614563-0.00174477j -0.00389712+0.00697238j 0.00331298-0.00797558j -0.0019344+0.0030143j 0.00461808-0.00254543j 0.00409159+0.0127523j -0.00834702+0.00756477j -0.00487251-0.00379897j 0.0111797-0.00276419j 0.0144013-0.00604974j -0.000316023+0.00547387j 0.00229603-0.00174628j -0.00901342-0.00171593j 0.00346863-0.0133962j -0.00100619+0.00082856j -0.00466214+0.00130268j -0.00395018-0.001132j -0.00031859+0.00471864j -0.00212408-0.00715417j 0.00436362-0.00417692j 0.00336777-0.00584376j -0.00159849-0.00155546j -0.00344302-0.000382324j 0.00609662-0.00529833j -0.00233589+0.000962353j -0.00126579-0.00679081j 0.00230441-0.000548926j 0.00611737+0.00176362j 0.00491921+0.00849375j 0.0043984-0.00340946j 0.00109164+0.00634681j 0.00164946-0.00400762j 0.00340549+0.00415923j 0.00738443-0.00120351j -0.00239206-0.00467682j 0.00217475-0.00224035j -0.00636325+0.00156027j -0.0174877+0.0107059j -0.0671468-0.0354275j -0.0482881+0.047197j 0.0255471+0.0179961j 0.00635807-0.0116325j -0.010089-0.0587043j -0.100369+0.0323865j 
0.000849014+0.00196456j 0.00079075-9.40553e-05j -0.0107902+0.00576533j -0.00328895+0.00380787j 0.029695+0.00509555j -0.00751779-0.00966915j 0.0121332+0.00758861j -0.0193255+0.0222734j 0.00704429+0.014179j 0.00699324-0.00802291j 0.0106899+0.00623127j -0.0073195+0.00357247j 0.00383815+0.0180685j 0.00284349-0.00477825j -0.00658094+0.0187504j 0.0035331+0.00664794j -0.00799218-0.0208981j 0.0117879+0.0169029j -0.00336196-0.0199504j 0.00332132-0.0283017j 0.0123924-0.00123652j -0.00421786+0.029703j -0.0150149-0.000459602j 0.009435-0.00338928j -0.0182974-0.00117616j 0.000939922-0.00972204j 0.0032699+0.00733686j -0.00588263-0.00959674j 0.00438808-0.00501554j -0.0106204-0.00151231j 0.013208+0.0020152j 0.00254401+0.00224417j 0.00523458+0.000316475j -0.0082211-0.00990885j 0.00133637-0.000799295j 0.00350818-0.00538933j 0.00795718-0.00197046j -4.79938e-05-0.00346287j 0.00610479+0.0048561j 0.010073-0.0123645j 0.016694+0.00373792j -0.0136278-0.00418501j 0.00176739-0.0288194j -0.0291331-0.0108463j 0.0103036-0.00273768j 0.00646628+0.0214461j 0.00310182-0.0269252j -0.0172762-0.0108372j 0.0237851-0.0119893j 0.000295436-0.0428301j 0.00378456-0.0345475j -0.0104388+0.00877508j -0.0309397+0.000460201j 0.00294475-0.0202301j -0.0106468-0.00306612j 0.0103868+0.00412236j 0.000915528+0.00681531j -0.0142037+0.00313221j 0.00199993+0.00802085j -0.00705354-0.0140039j 0.019514-0.0158665j 0.011631-0.00384881j -0.00649468-0.0185981j 0.0272506+0.0141533j 0.00154423+0.022803j -0.00234818+0.0100496j 0.00196209-0.00539756j 0.00700606-0.00318689j 0.00950116+0.00987539j -0.00915925+0.00946765j 0.0191935-0.000265066j 0.0047523+0.0165524j 0.0188339+0.0165841j 0.0378169-0.0150002j -0.00410215-0.0171726j -0.0106031-0.0313076j 0.000558346-0.00165224j 0.0120045-0.0362942j -0.00446602-0.00398858j 0.0225685+0.00645269j -0.0057287+0.0255697j -0.0117689-0.00734456j -0.0135835+0.0128356j -0.00377653-0.00355113j -0.00721787+0.0326293j 0.0231309-0.0209769j 0.0469936-0.00402259j -0.019177+0.0122272j 0.0104957-0.00618469j -0.00744982-0.0198693j -0.00560967+0.0434406j 0.00816638+0.0332008j -0.00770467+0.00328419j -0.0144972-0.00330203j -0.0449647+0.00749103j 
0.000967759-0.00571424j -0.00326938-0.00277751j -0.00741889-0.00432755j 0.00733472-0.00857102j 0.00722374-0.0188767j -0.00858256+0.0184243j -0.0150934-0.00100413j 0.000678651+0.00489832j 0.0050564+0.0122536j 0.00613226-0.00220098j 0.00145193-0.013993j -0.0122575-0.0120789j -0.00624611-0.0128815j 0.00808997+0.00745255j -0.0138174-0.00585308j 0.00532199+0.00491916j 0.0118119-0.0116073j -0.00557739+0.0240556j 0.00534203-0.0101573j -0.00095456+0.00807284j 0.00548+0.0244512j 0.0133153-0.0141629j -0.0160466-0.00536799j -0.0137235-0.00513332j -0.00440482+0.0292375j 0.00969023+0.00322203j -0.00489166+0.00792099j 0.000354037-0.0120558j -0.00658054-0.00726676j -0.00407447+0.0135129j -0.00241921-0.0293894j 0.0053645+0.00254945j -0.0104485-0.00480331j 0.00487597+0.0044566j -0.00498585+0.0139478j -0.00406428+0.00848348j 0.00874842-0.0026627j 0.00591054+0.00766666j 0.0101668-0.0115892j 0.0193772-0.00902862j -0.00306571-0.0257576j 0.00620056+0.00657837j -0.00814981+0.0200807j 0.0260007-0.0246499j -0.00878451-0.00384641j 0.0335269+0.0338212j 0.00832663+0.00744657j 0.00411495+0.00346274j 0.0125598-0.00706811j -0.0137454+0.0116395j -0.010887-0.0300718j -0.0177385+0.0124887j 0.0158974+0.0148565j -0.0213254-0.000748573j -0.0144791+0.0108538j 0.0123016-0.0206192j -0.00397712+0.0241776j -8.32142e-05-0.000890195j 0.00854506+0.00324868j -0.00132502-0.0140452j -0.00778809-0.0396535j -0.000592708-0.012254j 0.00432622-0.00732903j 0.00637963+0.0096286j 0.00316071+0.0130361j -0.0187206+0.00164565j -0.0111806-0.00928259j -0.00190235+0.0263302j 0.00543997+0.022528j -0.000238202+0.0116787j 0.0171842-0.0105027j 0.000923316+0.0119126j -0.00434022+0.00412228j 0.0201391+0.00275241j 0.015269+0.0196661j -0.00510779+0.00434954j -0.0366723+0.0208776j -0.0200618+0.00324465j 0.0157942-0.0306646j -0.0116455-0.00277886j -0.00574533-0.0120036j 0.0132751+0.0251159j 0.00907249-0.0387093j 0.00379644+0.0164162j -0.0288339-0.00699415j -0.0168388-0.00487537j 0.0160381+0.00939326j 0.0246994-0.0113129j -0.0224046+0.0264769j -0.0221938+0.053658j 0.0131945+0.0700238j -0.0280366-0.00502427j -0.0207361-0.0145268j 0.06506-0.0196774j -0.0526578-0.0106136j 
-0.00961446+0.000416409j -0.00581197-0.00742746j -0.00260132+0.00743006j 0.00472109+0.00245034j -0.0134517+0.000973279j -0.00657044-0.0121404j 0.00437253+0.00595025j 0.0130103+0.00227927j -0.0144518+0.000299598j 0.0078343-0.0218483j 0.000964358+0.0185148j 0.00180189+0.00441897j 5.15034e-05+0.0422075j 0.00481248+0.00485854j -0.0117106+0.00286108j 0.00689641+0.00539603j 0.0159255-0.0166244j -0.00286189+0.00673116j -0.0287436-0.0317004j -0.0019969-0.032184j 0.00690463-0.0124874j 0.0140416+0.0165862j 0.000125064-0.0110886j 0.0132218+0.0114475j 0.000416008+0.0365574j 0.0118917+0.0137188j 0.00464046-0.00110146j -0.00636117+0.00531551j -0.00814682+0.025857j 0.0151315+0.00568741j -0.0104265+0.0104908j 0.00375341-0.00715865j 0.00405784-0.0178446j 0.000918287+0.0184324j -0.00149708+0.0158921j 0.000778286-0.0339036j -0.00280268+0.0189619j -0.00112399-0.0077581j -0.00924319-0.0122428j -0.00142312+0.0118292j 0.0011058+0.0020608j -0.00118111+0.000994836j -0.00819089+0.00243343j 0.0197476+0.0134105j -0.00161006-0.00736156j -0.000549274+0.00309793j 0.00369859+0.00661534j -0.00323233+0.00318949j 0.006783+0.0103076j 0.00340541+0.0091258j 0.000637452+0.00495001j 0.00150411-0.00701411j -0.00746628-0.00617903j 0.0160141+0.0121328j 0.00362847-0.00879325j 0.0118021-0.00387849j -0.010416+0.00330684j -0.014858+0.0289279j -0.00435636+0.0101415j -7.63699e-05-0.0237716j 0.0238494+0.0392136j 0.00899502+0.021716j -0.00654134+0.016242j -0.0153033-0.00119664j 0.000413263-0.00473877j 0.0414058+0.00850387j -0.00390353-0.0121281j -0.00657662-0.0264894j 0.0211011+0.00524776j 0.00657544+0.0148795j 0.040369-0.0170006j -0.0163261-0.00621884j 0.00586796+8.14119e-06j -0.0234653-0.0116183j 0.000676766-0.0227504j 0.00758957+0.0368394j -0.00558402-0.0268123j 0.0306798-0.0113349j 0.0032652-0.0339632j 0.0299659-0.00298885j 0.00998005-0.00851378j 0.0286211-0.00344428j 0.0481021-0.0181598j 0.00252367+0.0222883j -0.0168385+0.00973036j -0.0237248-0.00422247j -0.0205272-0.00195994j 0.0202449-0.0260379j -0.0381299+0.0141376j 0.00413621-0.00353215j 0.010801+0.0153711j -0.00409898+0.0112008j -0.0201544+0.00406075j -0.000460072-0.00383123j -0.00993541+0.000298127j 
0.0165181+0.00251811j 0.00213362+0.00988189j -0.000676502+0.00104395j 0.00463502+9.62258e-05j -0.00273634-0.00164905j -0.00398173-0.0046889j 0.0153774-0.00152249j 0.0145944+0.0086851j -0.00471149-0.00837545j -0.00248553+0.000632253j -0.00653562-0.00501787j 0.0173311-0.00815823j 0.000733585-0.0135895j 0.00187975+0.00948918j -0.00148889-0.0103214j -0.00639675+0.0115797j 0.000307952-0.0101108j -0.0148489-0.0158429j 0.00624356+0.00346836j -0.00687294-0.03468j 0.0115541+0.0183587j -0.00621798+0.00686961j 0.0132164-0.00712318j -0.0117639+0.0121607j 0.0107054+0.0134688j -0.0119102-0.0147462j -0.0125849+0.00796174j 0.0159407-0.0194759j 0.00660233+0.0223655j -0.00322254-0.0136857j -0.00787105+0.0122538j 0.000832704+0.00209692j -0.0027271-0.0097893j 0.00616448-0.00885046j -0.00803979-0.00853046j -0.00511745-0.00400516j -0.0103693+0.0107694j -0.0131636+0.000635097j 0.010563+0.0211228j 0.0111323-0.0115675j -0.0318524-0.0236568j -0.0100868-0.0209722j 0.000436627+0.00655779j -0.00536594-0.0156352j -0.00168541-0.0159014j -0.0133248-0.0327576j -0.0150725+0.0243966j 0.00696817-0.0134547j -0.00467653+0.00534265j -0.00206541+0.00864054j 0.0161887+0.00260669j 0.0106458+0.0192275j -0.0181831-0.0263261j -0.0041847+0.00119549j 0.0032252-0.00218847j -0.0254793+0.0104906j 0.0147169-0.0411077j 0.00761257-0.032236j 0.00676973+0.0125856j -0.0398202+0.0128551j -0.0123409+0.00399935j 0.00932163-0.0224062j 0.0119846+0.00366769j 0.0212419+0.0101764j 0.0210568+0.00588102j 0.00947617+0.0252372j 0.0167729-0.0085825j -0.0077312+0.0205216j 0.00456101-0.00358708j 0.0113754+0.0159198j -0.0236192+0.0137901j -0.0270102+0.00961346j 0.0155609+0.0227071j 0.0110021-0.00257516j -0.00242746+0.0351825j 0.00399017+0.0303922j -0.0287735+0.0130012j -7.57146e-05+0.0119883j -0.00168205-0.0124742j -0.0272526-0.0323687j 0.00935655+0.0556436j -0.0132923-6.50718e-06j 0.0146179-0.0180941j -0.0197636-0.00150895j -0.0362276+0.021139j 0.000206942+0.00195751j -0.0146603-0.0210066j 0.0288732+0.00439522j 0.0318089-0.00765845j 0.00595347-0.000467654j -0.00121912-0.0629063j -0.0167622-0.0119791j -0.0191092+0.0136031j -0.00604966+0.0219853j 0.0588727-0.0080392j 
-0.00955229+0.00110696j -0.00348692-0.00475185j 0.000589969-0.00182612j 0.00604312+0.000392858j -0.01611+0.00830873j -0.00711219+0.0229315j -0.00955985-0.00607774j 0.00643567+0.00046572j -0.00733636+0.012505j -0.0161063-0.00521817j -0.000654992-0.00408753j -0.00475151+0.00324815j -0.0104115-0.00838231j 0.000940924-0.000660918j -0.00444091-0.00322948j 0.0221347+0.0209061j 0.00928863+0.00978221j -0.0057171+0.00132529j -0.0198927-0.00932743j -0.006888+0.000938013j -0.0362792+0.00478744j 0.00840972-0.00634308j 0.00512635-0.0154966j -0.00575844+0.00397822j -0.0128048+0.0118118j 0.00932916+0.00848726j 0.0102529-0.0126072j -0.00601893+0.00278862j -0.0170294+0.0121308j 0.0101997+0.0100226j 0.00753361+0.0119234j 0.0060741-0.00208909j 0.0158222-0.0142125j -0.0102404-0.0146331j 0.000291747-0.00827479j 0.00480216-0.000678415j 0.00655103-0.0042255j 0.00231454-0.00735038j -0.000741771-0.00440098j -0.0113752-0.0215047j 0.00376577+0.00340727j 0.0104771-0.0130221j -0.00289557-0.0106031j 0.00826936-0.0119162j -0.00908184+0.0123739j 0.00138417+0.0266806j -0.00451029+0.000774203j 0.0135222+0.00943614j 0.00332012-0.0177423j 0.00315802+0.00176663j -0.0122126-0.004789j 0.0126847-0.0223906j 0.0226664+0.0289506j -0.0303684+0.0557678j 0.0102258+0.000229076j -0.00328747-0.0155508j -0.00693164-0.0116621j 0.0315364-0.0195226j -0.00900057-0.0116338j 0.0217797+0.00332406j 0.0134452+0.00072068j -0.00683156+0.0169736j 0.00453324-0.0150707j 0.00188617-0.00607743j 0.00166748-0.0408052j -0.0229384+0.0086998j -0.0148101+0.0168717j 0.000473309+0.000541553j -0.0110862+0.0174344j 0.0529121+0.0224942j -0.013961+0.025597j -0.0322326+0.0364462j 0.0255731+0.00644433j -0.000752702-0.00140531j -0.020833-0.0117389j -0.0142605+0.00386341j 0.0153075-0.0294719j 0.00232568-0.0231759j -0.0304918-0.00502928j 0.0350421+0.00650281j -0.00857368-0.00546124j 0.014214-0.00771271j 0.0194002-0.00679912j -0.00241081+0.0220369j -0.0158156+0.0035011j -0.00980546+0.00581868j 0.00508275+0.0145416j -0.0176723-0.0048807j -0.0253412-0.00900236j 0.0138876+0.0184835j 0.00886357+0.00820533j -0.00104553-0.00386511j -0.00175625-0.00124575j 0.0178455+0.00560894j 0.00844241-0.00249939j 
-0.00547053+0.00487688j -0.00726013-0.00364126j 0.00957863+0.00593466j 0.00682007-0.00329232j -0.0252477-0.00655118j -0.0192345-0.00217454j 0.00688782+0.00182339j 0.000559362-0.0196153j -0.0256619-0.00286324j 0.00492322-0.0134786j 0.00152362+0.0183205j 0.0167246+0.0239576j -0.0135626+0.0524762j 0.0050647-0.00743856j 0.00492914+0.00859589j 0.0238418+0.00285699j -0.0184567-0.00211118j 0.0209161+0.00246767j 0.00497691-0.00285829j 0.00582036+0.00362789j 0.00311507+0.0109609j 0.0126471+0.0120429j 0.00397478+0.00827221j 0.00276594-0.00185498j -0.00841489+0.0108055j -0.00617797-0.0011683j 0.00840217-0.00230925j -0.00896317-0.0100728j -0.00298974+0.0133748j -0.00154797+0.0121115j -0.00179274+0.0260638j 0.00329139-0.0141022j -0.00948232-0.0104828j 0.0053265-0.0244881j -0.000528365+0.0202369j -0.00257355-0.00558151j -0.000785199+0.00576072j 0.0116683+0.0111557j -0.0103662-0.010004j 0.00363533+0.0323064j -0.00272328-0.011463j 0.00901928+0.0158578j -0.00882001+0.000178825j 0.00842132+0.00390593j 0.00636156+0.0285937j 0.00228514+0.00621742j -0.00605629+0.00302955j -0.00555047+0.0105283j -0.00420333-0.000230542j -0.00358199+0.0216569j -0.00448158-0.0124915j -0.00767857+0.0267098j -0.0271711-0.0329956j 0.000305552+0.0126656j 0.00573374+0.0126209j -0.0185549+0.0128893j -0.0152002-0.00859792j 0.0216455-0.0103735j 0.00780937+0.00959431j -0.0169155-0.000996814j 0.00772307+0.0319443j 0.000157242+0.0263833j 0.00925203+0.01286j 0.0135007-0.00117583j 0.0217776-0.0096276j 0.0287638+0.0147012j 0.00759839-0.0316798j -0.0261876-0.0115511j 0.0194547+0.00160051j -0.00924394-0.0309746j 0.0108408-0.000607773j -0.00810483-0.00329979j 0.0258727+0.0167833j -0.0457901+0.0162945j -0.0110259-0.00706737j 0.00131027-0.0128823j 0.00681365-0.00432088j 0.0123105-0.00623599j 0.00246116-0.015433j 0.00861118-0.00264295j 0.0049287-0.032864j -0.0211524-0.00959484j 0.000730747+0.00935312j -0.00386873-0.00303646j 0.0182225+0.00354898j 0.00255332+0.00839901j 0.00614272-0.0017244j 0.0122165-0.0018542j -0.0177269+0.00675131j 0.00625502+0.0285728j 0.0122706+0.0224182j 0.0128944-0.00104595j 0.017008-0.00724865j 0.0224508-0.00628433j -0.0115442-0.00424021j 
-0.00351702-0.00451054j 0.000310682+0.0020113j 0.00346093+0.00275835j -0.00990459+0.00411884j 0.0115742+0.00747257j 0.0112966+0.00726415j 0.00461304+0.00341987j 0.0030192+0.00436604j 0.00101684+0.00097756j 0.00400332+0.0109486j 0.0247454-0.00515202j 0.00451328-0.00293356j -0.00320278+0.00543655j 0.0193736+0.00714438j 0.000812712-0.00404298j 0.0303389+0.000248941j -0.0232712-0.00566571j -0.0289512-2.18689e-05j 0.0204679+0.013986j -0.00365833-0.00564685j -0.0055561-0.00539747j -0.00191063+0.00855085j 0.0132019+0.00943355j 0.00555189+0.00237956j -0.000477634+0.000194062j 0.0023515-0.00799425j -0.00208672-0.0208368j 0.0080115-0.00170367j 0.00228478-0.00175885j 0.0146833+0.0162025j -0.00243385+0.0069068j 0.0179158-0.00807929j 0.00387005+0.0048139j 0.000551102-0.0517307j 0.00512773-0.020946j 0.00743192+0.0125108j -0.00602366-0.0175711j 0.0030727+0.00890756j -0.00655423+0.00104425j -0.00301932+0.0194824j 0.00919046+0.0205577j -3.04333e-05-0.0122388j 0.00315525+0.0019536j -0.00635258+0.0113462j 0.00402717-0.0106236j -0.000301864-0.0121117j -0.00581706+0.0014822j -5.24947e-05-0.00505293j -0.00457882-0.00844333j 0.0083254+0.00155773j 0.0166146-0.00380438j -0.0025613-0.0117456j 0.00520182+0.00727434j 0.00640146-0.0185338j 0.00595352+0.0096306j -0.0057428+0.0178357j 0.0143255-0.00161886j -0.0150483+0.0349915j 0.00101537+0.0139709j 0.00327626-0.00549109j 2.06039e-05+0.0108038j 0.00554299+0.00886762j -0.0304026+0.00503555j -0.0159113+0.0017969j -0.00671557+0.00384539j 0.00929857-0.0214796j -0.0109963+0.0110441j 0.0102778-0.0119082j 0.00735238+0.00584294j -0.00415404+0.0137116j 0.0125391-0.0197063j -0.0139574+0.0107991j -0.000257391+0.00612644j 0.000836137-0.00611183j 0.0167413+0.0196043j 0.00357084+0.0150752j -0.0266251-0.00349436j -0.0152572+0.00975371j -0.00662592+0.0138209j -0.0047452+0.00899522j 0.0103493+0.0131069j -0.00546433+0.0111609j -0.00795607+0.015865j -0.00168264+0.00989587j 0.00341426-0.00171806j -0.00527715+0.00338394j -0.0159724+0.00996199j -0.0222927+0.00390563j 0.00487726+0.00352798j -0.00749997+0.00509155j 0.00504863+0.0154717j 0.00303492-0.00523923j -0.000882411+0.00305331j 0.00981119-0.00478767j -0.0171801-0.00568555j 
-0.0101382-0.0021778j 1.22275e-06-0.000845758j 0.00342011-0.00143427j -0.0026156+0.00965367j -0.00523986+0.01133j -0.0172783+0.0101854j 0.00464111+0.00488215j -0.0121304+0.00364865j -0.00241889+0.00948015j 0.00263656+0.00483848j -0.0143804+0.00659134j -0.0126161-0.00715664j -0.0010535+0.0134278j -0.00867148-0.0018972j 0.00095955+0.00990084j -0.0149959-0.00918727j 0.00132965-0.0251597j 0.00476057+0.00543101j -0.0104795+0.00925826j 0.00537192-0.030516j 0.00311032-0.00520249j -0.00133378-0.0076338j 0.00318008-0.0142062j 0.00301124-0.0102643j -0.00543089-0.0076689j 0.0047343+0.00594613j 0.008746+0.00132993j -0.00470617-0.0178127j -0.0181237+0.00983477j -0.00282111-0.0132651j 0.00521346+0.0343861j -0.00549567-0.0052591j -0.00237811-0.00593091j -0.00447646+0.0174125j 0.0138077-0.0103488j 0.00265954-0.0175013j -0.00932246-0.00571723j 0.00847014-0.0142273j -0.00603709-0.015075j 0.00585449-0.0094223j 0.00999519+0.0158014j 0.00468387+0.00885347j -0.00606888-0.0158863j -0.00953736-0.00843832j 0.00666077-0.000630305j 0.0131211+0.0134711j 0.0042988-0.0125855j -0.0206412+0.0073565j -0.00384819-0.00153067j -0.00316354-0.0126493j 0.00513301-0.00987048j -0.0230511+0.0317253j 0.00309364+0.00504694j 0.00289233-0.00688531j -0.00609466-0.0123634j -0.00863177+0.00283016j -0.00260396+0.00766667j -0.0121928+0.00567996j -0.0169399+0.0113198j -0.0116588-0.000259157j -0.0206663+0.0254989j -0.00137713-0.00308054j -0.0115744+0.00504802j -0.0170548-0.00764106j -0.00105841-0.0146108j -0.00167755-0.0243337j -0.0067911+0.00692364j -0.00264523-0.00781104j 0.00814332+0.0207511j -0.000640359-0.0109844j 0.0262929-0.0214789j -0.0111948-0.00164316j 0.0109531+0.0126505j -0.0315747+0.0251709j 0.0152438-0.000287945j -0.00647133+0.0262872j -0.00479326-0.00253026j -0.00973257-0.0219687j -0.0153485+0.0135284j -0.00574271+0.0194629j 0.0253773+0.0210348j 0.00152451-0.0125987j 0.0103575+0.0310606j -0.00311149-0.00352984j 0.0211117-0.000491982j 0.000337286-0.0128156j -0.00629016+0.0295747j -0.0413725+0.0052744j 0.0211991+0.00982923j 0.0197289+0.0575894j -0.000715353-0.00335028j 0.0333935-0.027608j -0.0164712-0.0117651j 0.0451563-0.00216514j 0.0203341-0.0135737j 
-0.0157165-0.00371696j -0.00188955-0.00437181j 1.4152e-05+0.00564606j 0.00257223-0.00372956j 0.0158265+0.00951458j 0.00115807+0.0205036j 0.00733699+0.00535905j 0.0148741+0.0142817j -0.00117879-0.00482688j -0.0121531+0.00982737j -0.00159156-0.00154373j -0.0112021+0.014572j 0.00978582-0.00568688j 0.00395638+0.000316698j -0.00318627-0.00640612j -0.023265-0.00395081j -0.000433443+0.00973766j -0.0160005+0.00498025j 0.00537411-0.00852274j 0.0015469+0.0185438j 0.0170581-0.0012913j 0.00356871+0.0090583j -0.00341266-0.00209355j 0.0380838+0.00694248j 0.0209476-0.0218658j 0.0014418+0.0122069j 0.00570656-0.00827687j -0.0018649+0.0183936j -0.00725293-0.000972571j 0.0206863-0.00928126j -0.0103265+0.00809121j 0.00191697+0.00646568j 0.00312357-0.00543983j 0.000289161+0.0105223j 0.00596475+0.0134085j 0.00747595-0.0114183j -0.0053726-0.0209915j -0.00543499-0.0224108j -0.0115581-0.0182406j 0.000442273+0.0145032j -0.00479719+0.0228897j 0.00888699-0.0266794j -0.0107158+0.010653j -0.00448404+0.00763598j -0.00556289-0.00418081j -0.0112371-0.0262289j -0.0347978+0.019235j 0.00242596-0.0355799j 0.0169867+0.011231j 0.000410223-0.00816489j 0.00912876+0.014328j 0.0337289-0.026958j -0.0119663-0.0244386j -0.0134239+0.0100161j 0.0173891-0.0500921j 0.0107943+0.0351523j 0.0408949+0.0133756j -0.00958657+0.0354495j -0.0147394+0.0152257j 0.012771-0.0198578j 0.01759+0.0215729j -0.00258196+0.02151j -0.0055275+0.00588354j -0.034327+0.004255j 0.0209513+0.00279833j 0.0162292-0.000347822j -0.0116056+0.00757854j -0.0193941+0.000530565j 0.00371942-0.00406139j 4.82183e-05-0.0145513j -0.00600051+0.0105543j -0.00300848+0.00475507j 0.00813886+0.00753423j -0.0170613+0.00793314j -0.00222728-0.00304202j -0.0136012+0.00299827j -0.000189582-0.00704262j 0.0141026+0.035744j 0.00839357+0.0175577j 0.0217955-0.0139178j -0.00968734-0.0155049j -0.012538-0.00591798j -0.00319242+4.19389e-05j -0.00120432+0.00767941j 0.00650821+0.0153199j -0.004038-0.00028021j -0.0298421+0.00765589j 0.0305361-0.013036j -0.00847813-0.00987212j 0.00220234+0.0325456j 0.0199554+0.0328407j 0.0285728-0.00560369j 0.00786997-0.000494418j 0.0382145-0.0119162j -0.0279144-0.0129638j 
-0.0197254-0.00211439j 0.00861302-0.00989372j -0.00117665+0.0184221j -0.000457687+0.00455185j 0.00302611+0.00500094j -0.00109164+0.00588688j 0.000954019-0.00577639j -0.00292016-0.00309679j 0.00896857-0.00684255j -0.0117941+0.000809967j 0.0107929-0.0108518j 0.00494601+0.000464747j 0.00205783-0.0282024j -0.00635336-0.0107303j 0.0117006+0.0039854j 0.0127991+0.0096906j -0.0103094+0.00231662j 0.0174155+0.00754978j -0.00331974-0.0111564j 0.00479202-0.00361345j -0.00719156-0.0085442j 0.00201972+0.0100123j -0.0115079-0.0492776j 0.0202866+0.0131447j 0.0108539+0.010522j 0.00343778-0.000537484j 0.00454141-0.0132432j -0.0121951+0.0493374j -0.0109582+0.00964553j 0.0117156-0.00142957j 0.0169661-0.0210034j -0.00309755-0.00407656j 0.0116077+0.00142103j 0.00277387-0.00757212j 0.0120793+0.00777008j 0.0267668-0.00315195j -0.00687181-0.00717728j -0.0242741+0.00109507j 0.00603996+0.0144811j -0.00439062+0.00557039j 0.0023964+0.0137727j -0.00891297-0.00323417j 0.00583461-0.00808741j -0.0089498+0.000480532j -0.0123415-0.00801456j -0.0141845-0.022268j -0.0221862-0.00982536j 0.0170193-0.0350256j 0.0211287-0.00647237j 0.0160611-0.019309j -0.000360149+0.00551654j 0.0250772-0.0584227j 0.0177031+0.0322954j -0.0109705+0.0455754j 0.00481507-0.00314279j 0.0165887+0.0103453j 0.0253056-0.00151756j -0.00714782+0.0217081j -0.043719-0.0253675j 0.0154079-0.00951088j 0.0236228+0.000412308j -0.00829404-0.00673938j 0.022887-0.0299849j -0.00385109-0.000726635j -0.00660387-0.0234824j -0.0247178+0.0125508j -0.0123124+0.00389233j 0.001935-0.00554881j -0.00423762+0.0165083j -0.00332324-0.030244j -0.00664454-0.0175194j 0.0193083-0.0409717j 0.0070248+0.00119478j -0.0550042+0.0205606j 0.0160107+0.0169559j 0.00401366+0.000994687j 0.00791399+0.000940124j -0.00545168-0.0134863j 0.0213884-0.0270567j -0.0169104-0.00340113j -0.00604291+0.000315833j 0.0152811-0.00634732j 0.0100415+0.00558525j -0.00311567-0.00609301j -0.00547964+0.0108547j 0.0104566-0.0143198j 0.0185378+0.002063j -0.00471594+0.00792433j -0.000647461+0.000960987j 0.00534497+0.00649195j -0.0122803-0.00485574j 0.000871968-0.00221531j -0.018115+0.0104981j -0.00618929+0.000269828j 0.00956166+0.00434205j 
