-0.0685527-0.0866495j -0.00509669-0.0349147j 0.00129781-0.0236761j 0.0399005-0.0948631j 0.0151827+0.0214792j 0.00194287+0.0438226j -0.00746445-0.0102121j 0.0445389-0.000660259j -0.0129688+0.0226836j -0.00723239+0.0454066j -0.0234205+0.0153237j -0.00284801+0.0326953j 0.00446004+0.0198406j 0.0140522-0.00790523j 0.0010516-0.0216998j -0.00784428-0.0159031j -0.0135745+0.0255336j -0.00887205+0.0159906j 0.0156114+0.0221462j -0.0127096+0.00858043j -0.01471-0.00196848j -0.0467624+0.0213548j 0.00207944-0.0204258j -0.00443152+0.017632j -0.00102946+0.0190418j -0.000563678-0.0264796j -0.0174996-0.0214029j 0.0010643-0.017695j -0.0141667+0.0089173j 0.00050844+0.00151114j 0.016538+0.00770021j -0.0166549-0.00187896j -0.00666251+0.037323j -0.0412671+0.0161942j 0.00783061+0.00307133j -0.0141182+0.0237048j 0.00815404-0.00350466j 0.00142165-0.0126778j -0.00465078-0.02424j -0.0220629-0.000688185j 0.00962727+0.0127268j -4.71048e-05+0.04138j 0.000992402-0.00157811j -0.0110937-0.0213396j -0.0045033+0.00461788j -0.0103583+0.0243922j -0.0102374+0.000693243j -0.0152138+0.000689203j -0.00411314+0.0124165j -0.0133924+0.000359346j -0.0142917+0.00653261j 0.0049492+0.0271737j -0.0184889+0.00116087j 0.0130411-0.0105718j 0.00387515-0.00173332j -0.00304611+0.00675743j -0.00740887+0.00610405j 0.000602423+0.0028422j 0.0358489+0.0125929j 0.00961616+0.0211668j -0.0178108+0.0109503j 0.0016984-0.00304853j -0.0222033+0.0165971j -0.0111846-0.0195064j -0.0310078+0.00938296j 0.0245355-0.0204293j -0.0106416-0.00315026j 0.0171613-0.0150071j 0.000705612+0.0150178j -0.00795058+0.0211943j 0.0178071+0.0156583j 0.0061424+0.0107776j -0.0194133-0.0107214j -0.00876687-0.00319464j -0.0578238-0.0118666j -0.0473453-0.00816329j -0.00763984-0.01624j -0.0127605+0.0720512j 0.00625752-0.060579j 0.033565-0.0615087j 0.0339097+0.0693857j 0.0248852+0.00178621j -0.0827667+0.03638j -0.0559771-0.0082347j 0.000725698-0.0128771j -0.05133-0.0186032j -0.00570334-0.097457j 0.134007+0.0187391j 0.0120725+0.0418199j -0.0217609-0.00102615j 0.00898606-0.00953263j 0.0327293-0.0247959j -0.146579-0.0832745j -0.0525235+0.00280937j -0.116847-0.129986j 
0.00753515-0.0048148j -0.0369956-0.0199333j -0.0134737+0.0327742j -0.0282231-0.0585204j -0.0156099+0.00750207j -0.00730395+0.0151102j -0.0767718+0.00952676j -0.0335039-0.031573j 0.0273164-0.027429j 0.00776851-0.00468632j 0.025611-0.00726342j 0.00683554+0.0184524j -0.0201249+0.0308607j 0.00622672+0.00902802j 0.00458293-0.00270662j 0.0257876+0.0202034j 0.0365249+0.0079566j -0.0104513+0.0736851j -0.0481328-0.0455197j -0.0178131-0.0277655j 0.114102-0.0150678j 0.101857-0.056467j 0.0248178-0.0298086j 0.0860383-0.00514777j -0.097208+0.0344646j 0.0129115+0.06006j 0.057369+0.154506j 0.193926+0.132915j -0.153713+0.00960907j 0.124677+0.07218j 0.0780607-0.152587j 0.022776+0.00310118j -0.192432+0.0364092j 0.00153012+0.0916384j 0.0770851-0.00358638j -0.0105612-0.00855881j -0.0186256-0.0552593j -0.11149-0.125574j -0.0450785+0.0170612j -0.117056+0.0737134j -0.117529+0.0572974j 0.216268-0.128941j -0.157667-0.163017j -0.0604386+0.0637366j -0.0475202-0.0365394j 0.0451239-0.0533602j 0.0405973+0.0157599j -0.00572864-0.0187906j 0.0394874-0.0417678j 0.0499426-0.0233449j -0.132123+0.020304j 0.0122381+0.0322123j 0.0105115-0.0185411j -0.0200206-0.0179045j 0.0772913+0.0135203j -0.0130984+0.0377841j 0.0482953+0.0265436j 0.00181936-0.0266936j 0.0470492+0.0457706j -0.00503828+0.0559188j -0.0238946+0.0223495j 0.0101329-0.0178563j -0.00771334-0.02369j 0.0156793-0.0153877j -0.00139665+0.0322432j 0.018094+0.0118472j -0.0253629+0.0242162j 0.0318171-0.00560246j -0.0124055-0.0375839j -0.051966-0.00766765j 0.00534428+0.0329025j 0.0196996-0.00152073j -0.0401332+0.033753j 0.0159132-0.0489424j 0.0456646-0.0366552j -0.0557965-0.0120885j 0.0249343+0.0109629j 0.0612897-0.0225831j 0.0541986-0.00302744j 0.0423531-0.0071696j 0.0419899-0.0108422j -0.0311035-0.000691262j 0.0228712+0.0240189j 0.0416042+0.032146j -0.0921582+0.113087j -0.0484376-0.0843865j 0.0166534-0.000888117j -0.00299576-0.00357432j 0.0127903-0.0391073j -0.0676415+0.0320704j -0.0114651+0.0020182j -0.0119813+0.0208653j -0.0157397-0.00336637j 0.0154443-0.030861j 0.0113368-0.0313171j 
0.0521053+0.019841j -0.0324785+0.0449151j 0.0348187+0.091621j -0.128042-0.0399819j 0.000498597+0.0123743j -0.00774053-0.0163994j -0.0375624-0.0507701j 0.0432888+0.0414948j 0.0196526+0.0504019j -0.00486555+0.0017962j 0.0578996+0.0679261j -0.0128795+0.0576192j 0.0131091+0.0454833j 0.0181911+0.0165547j -0.0462645-0.00118101j 0.00266418-0.0249428j -0.00829017+0.00145031j 0.00714238-0.0230331j 0.0376322+0.0454343j 0.034596+0.0406685j -0.0161953-0.0140026j 0.0852193+0.0696191j -0.0380586+0.0116544j -0.0204582+0.0438378j -0.0948793-0.1288j 0.114529-0.0483672j 0.316199+0.0745925j 0.0259857-0.0247235j -0.195199-0.178952j -0.0567236-0.151276j -0.000867665-0.0265379j -0.0971218+0.0118668j -0.0351818-0.087886j -0.0695477+0.00562862j -0.0663315+0.0155064j 0.00277843-0.0565009j 0.260123+0.101288j 0.0295434+0.150582j 0.112619+0.0566425j 0.0375641-0.0354643j 0.0248499-0.0123211j 0.00334073+0.0629878j -0.0737924+0.02703j -0.0130995+0.0197859j -0.0396927-0.0290735j -0.106555+0.0648168j -0.125945+0.0456816j -0.0468526+0.0521608j 0.0497385-0.0372171j 0.00166834-0.0623526j 0.0561323-0.0308383j 0.201626-0.142007j 0.0136613+0.0797884j -0.0387714-0.0154999j 0.00761162-0.000258959j 0.0638442+0.0630234j 0.0192004+0.0534766j -0.00772368+0.0431445j -0.031526+0.0326684j 0.0325939+0.0176559j 0.0690013-0.0254507j -0.00366982-0.0419564j 0.0346091-0.0266452j -0.0242211-0.0073426j -0.00495263-0.0763401j -0.0406496+0.0563012j -0.00447787-0.0408597j -0.00623824+0.0441388j 0.00284466-0.0149313j 0.00467292-0.0150979j 0.0043877+0.0356392j -0.00878909+0.00786427j 0.0105263-0.0332459j -0.0409981+0.00552317j 0.0170219+0.0186029j 0.0755862-0.0356578j -0.0164711+0.0830824j -0.0106713+0.0311312j 0.0172678+0.0228488j -0.0126215+0.00529844j -0.0504401+0.0343451j 0.0442974+0.0853364j 0.0387341-0.0222956j -0.0114642+0.0251368j 0.073433-0.00488159j 0.000110005+0.0303745j -0.0400638-0.0320401j -0.0304967-0.00246086j -0.0318651+0.00685121j 0.0215485-0.04359j 0.0403203-0.0052801j -0.00926695-0.014497j 0.0224931-0.047965j -0.0041143-0.00746013j -0.0333405+0.0300945j 
-0.0318887-0.0165752j 0.0203623+0.0219557j -0.0186801-0.00142494j 0.0482812+0.0601679j 0.0580589+0.0035237j 0.04711+0.0199114j 0.0215721-0.0459487j 0.0172911+0.0254606j 0.0104475-0.0637386j 0.0474924+0.0333246j -0.0404543+0.019853j 0.0241287+0.0289023j 0.0399255-0.0247655j 0.00469974-0.0178793j 0.00902262-0.00580098j -0.00143944+0.0380738j 0.010143+0.05856j 0.0360611+0.000511084j -0.00267245+0.0263368j -0.0563096-0.0083133j -0.0225149-0.00935378j -0.0948117-0.0446704j 0.0282045+0.00371779j 0.0153897+0.0524495j -0.0350623-0.0174369j 0.0448671+0.00677109j -0.063121-0.0693292j -0.0531479-0.0443859j 0.0670799+0.0375572j -0.0246768-0.0314547j 0.0272642-0.0232049j -0.0384036+0.0293705j 0.0580317-0.00234884j 0.0572256+0.0225312j 0.00174382-0.0153474j -0.0681692-0.038213j -0.0189111-0.0154874j 0.0328881+0.00609784j 0.0239267+0.0142526j 0.0110547-0.0927029j 0.0247857-0.00752356j -0.110213-0.0404924j 0.0204228+0.070114j -0.0467939+0.0289544j -0.0181674-0.0163383j 0.0481896+0.128297j -0.0322581-0.0285445j -0.00245117+0.0201153j -0.0108693+0.00842648j -0.0334476+0.0134279j 0.0362477-0.0129037j 0.0109913+0.00384361j 0.00312039+0.0758609j -0.044752+0.00174439j -0.0150691-0.0856884j 0.0243133-0.0122808j 0.0136761+0.0071483j -0.04411+0.0190484j -0.000144584+0.0260341j 0.0209468+0.025156j 0.0411225+0.0444847j 0.00877627+0.0106897j 0.0218683+0.0238003j 0.00660622+0.00907061j 0.012675-0.0119707j 0.00279318-0.0122273j -0.0073554+0.016279j 0.0102414+0.0107575j 0.0285377+0.0327373j 0.0379545+0.0467414j 0.0952671-0.0311827j 0.0409384+0.00254859j -0.00123884+0.0214704j -0.0588174+0.0106745j 0.0425086+0.00287512j 0.0190283+0.0384075j 0.0188201+0.0819282j 0.00677042+0.102053j 0.056185+0.0440378j 0.00388552+0.0143609j -0.0124443+0.143456j 0.066156+0.00859494j -0.00210704+0.00610891j 0.0370108-0.00386159j 0.0364068+0.0130719j -0.0686316-0.0370141j 0.0104404-0.0380866j 0.00828388+0.0401389j -0.057328+0.0632692j 0.0625081-0.0383663j -0.0340511+0.0821225j 0.045-0.0419826j 0.0112529-0.0312248j 0.00721807+0.0137732j -0.0222307+0.00626384j 
-0.00961951+0.0111999j 0.000313245-0.00920695j -0.00249152-0.000395529j -0.0472173-0.0217816j 0.0358724+0.0833132j -0.048563-0.0320326j -0.0243835+0.0106274j 0.00813193-0.0402196j 0.0387343-0.0340685j 0.0151306+0.0545196j -0.0304444+0.0297084j -0.0179634+0.0152604j -0.00910832-0.0266206j 0.00377121-0.00958332j 0.00364696-0.03655j -0.00132566+0.0136766j 0.020796+0.0216307j -0.0146661-0.00525584j 0.0557946+0.0263204j -0.00208607+0.0116883j 0.0325009+0.0112659j 0.019802+0.0466367j -0.0638295-0.037127j 0.0385722+0.0620655j -0.00407554-0.027072j -0.0196507-0.0120345j 0.0450573+0.007059j 0.0286514+0.0207154j -0.0313252+0.0831888j 0.0236025+0.0241328j -0.0704697+0.151172j 0.0689808-0.150438j -0.0869223-0.0927285j -0.00844575+0.000121715j -0.0691385-0.00636981j -0.0564615-0.0609076j 0.148409-0.0147535j 0.00849769+0.0271099j -0.0236958-0.0537142j 0.0652298+0.0110194j -0.0142432-0.0938369j 0.00749937+0.0377862j 0.0314744-0.00239969j 0.045074-0.120656j -0.0380268-0.0461857j -0.0240896-0.103738j -0.0417752-0.0607433j -0.0395868+0.0490305j 0.0547664+0.0101063j 0.00582233-0.00136445j 0.0179599+0.0397583j -0.100511-0.0342117j -0.0164168-0.118858j -0.0167486-0.0181931j 0.0457507-0.010884j -0.0567539-0.0282392j 0.0323798+0.0094483j 0.0244831-0.0842788j 0.0346074-0.0536151j 0.0329346+0.0258593j -0.0486276-0.0481667j 0.0989393+0.027401j 0.0613673-0.050833j 0.0170243+0.0310594j -0.00147509+0.0241634j 0.0916078+0.0579611j 0.00173919+0.116436j 0.00765753+0.0142143j -0.0332585-0.0793981j 0.027574+0.0936879j 0.00884199-0.026224j -0.000933367-0.0299306j 0.000136277+0.0308651j -0.0691991-0.0914554j 0.0520858+0.0464923j -0.00566525+0.0278325j -0.000196168+0.0139441j 0.0606516-0.0112031j 0.051079+0.0869026j 0.114117+0.0538859j 0.0959549-0.0106065j 0.0290677-0.0295584j -0.00771931-0.0375328j 0.0753523+0.139607j -0.0783965+0.0921582j -0.0605111-0.0860211j 0.0316002+0.00766919j -0.0206083-0.05551j -0.0169043+0.0754642j -0.054949-0.013876j -0.0215645+0.0609308j 0.0127547-0.00346901j 0.0224066+0.0153475j -0.0105226+0.00492732j -0.019516+0.0442675j 
-0.0314525-0.0362108j 0.0195048-0.0115519j -0.0497791-0.0772249j 0.0559784-0.0420067j -0.032082-0.0408175j -0.00214988+0.0652351j 0.0292408+0.0109964j 0.0222227+0.0164574j -0.0141948+0.0157592j 0.00585717-0.00526544j -0.0481462+0.00118869j 0.00770383+0.0600692j 0.0144679+0.0556747j 0.0127936+0.0237096j -0.0373496-0.0186956j -0.0183284-0.0198144j -0.028284-0.00313602j -0.00291699+0.0399352j 0.00235676-0.0470774j -0.072143-0.0553596j -0.0125533-0.0495036j -0.0494333-0.0223249j -0.0747864-0.0516806j 0.0272035-0.0804157j 0.0675265+0.0313073j -0.0526114+0.0152725j -0.138172-0.0756815j -0.0628386+0.0385069j 0.0952516+0.154228j -0.0450392+0.103434j 0.0455727+0.0459082j 0.0813531+0.035249j 0.084027+0.0305913j 0.0229792+0.0112166j -0.0231523-0.0549279j 0.0788392+0.00351384j -0.0686478-0.0674579j -0.0472749+0.0167782j -0.122078-0.0973436j 0.0674553+0.0378812j 0.0216807+0.0772356j -0.015688+0.090796j 0.0756884+0.0334043j 0.0383858+0.0232463j 0.113269+0.0333185j -0.0185851-0.0053192j -0.0204718-0.00468567j 0.0578762-0.0237583j 0.0257304-0.0375729j -0.000789651-0.0512064j -0.000378042+0.0138063j -0.0654495-0.0243558j -0.156951-0.0494029j 0.0425449-0.00200431j -0.0953101+0.0153672j -0.0501041-0.0260712j -0.00758086+0.039808j -0.0163248-0.0535551j 0.0206849+0.0272026j -0.017517+0.0717735j -0.00637644-0.0487159j -0.025793+0.0984612j 0.0170456+0.00903769j 8.05433e-06+0.0158219j 0.0362221-0.0450267j 0.00258274+0.0480887j -0.0290857-0.00470287j 0.00366741-0.0147611j -0.036907-0.134528j -0.0217394+0.0360882j -0.011732+0.0772152j -0.0162471+0.0148067j 0.0170633-0.0248744j -0.0128388-0.0215066j -0.138+0.0342347j 0.0525808-0.0542349j -0.0392758+0.00525772j -0.0414981+0.0256741j -0.0555578-0.0247959j -0.06248-0.0295438j -0.0415976-0.0282307j -0.0149983+0.00934244j -0.016464-0.130104j -0.0711142+0.0350151j 0.0978608-0.0107185j 0.056968-0.0300018j -0.00222254+0.0221324j 0.0338046-0.0344004j -0.0242197+0.012181j -0.0146268-0.095003j 0.100614-0.136432j -0.00345534-0.0142271j -0.0175614+0.0177165j -0.013871-0.0119353j -0.00782212-0.0209795j 
-0.0315246-0.00253697j -0.018946+0.0241329j -0.00337211+0.00268j 0.0616401+0.0324723j -0.0398406-0.0496283j 0.04596-0.0191456j 0.0622229-0.0412412j -0.00255893+0.0345369j -0.0608664-0.024428j -0.0230126-0.01655j -0.060171+0.0261551j -0.0593684+0.00363284j -0.0339602-0.00518321j 0.0346959+0.00684556j -0.0330245+0.0535993j -0.0245412-0.00672074j -0.047952-0.0487449j 0.0203744-0.0272023j 0.0119513-0.0329368j -0.0305025-0.0149867j -0.028774-0.0304789j -0.00205067-0.042408j 0.046788+0.0383528j -0.0707989+0.0505539j 0.00742958-0.0435369j -0.0166646-0.0132064j -0.0969317-0.072498j -0.0521657-0.0296513j 0.109577+0.0360334j -0.0259454+0.00498317j -0.0181745-0.0430703j 0.0328304+0.056321j 0.0894205+0.0412329j -0.0889398+0.0762215j 0.0678592+0.0271061j -0.0309679+0.0116159j -0.0633182+0.0142179j 0.0170424+0.0171933j -0.0252715-0.0431182j -0.062411-0.0226972j 0.0364332-0.0634563j -0.0772991-0.0178328j 0.0332771+0.0476649j -0.052044-0.00814341j -0.0687997+0.0611611j 0.0869214+0.0905093j 0.0103964-0.13001j 0.00353833-0.00732169j -0.0164306+0.0587373j 0.0158089+0.0372961j 0.00215817-0.0279758j -0.0121693+0.034098j 0.0597496-0.0143549j -0.0112494+0.00255469j -0.0149039-0.0626736j 0.00533987-0.00129856j 0.0112648-0.0383363j 0.00151131+0.0494786j 0.0168797-0.0193075j -0.0238526+0.043747j -0.0246461+0.00568426j 0.0229697-0.0813899j -0.0140198-0.0642887j 0.0281042-0.00899973j -0.0375954+0.0957571j 0.0651543-0.0143419j 0.122364+0.0422988j -0.0571139-0.00579227j -0.00463052+0.18023j 0.0284746-0.0316025j 0.0107804-0.134699j -0.0564592-0.0355618j 0.121646-0.0635212j -0.0885911+0.0164185j 0.0828097-0.079518j -0.104546+0.0371596j -0.010065+0.0769951j 0.0279688-0.022523j -0.0556379+0.0197073j 0.0879602-0.0951758j -0.111996+0.00792373j 0.0631946+0.0446925j 0.00508162+0.0256221j 0.0541598+0.064262j -0.134822+0.0140991j -0.0237668-0.00523827j 0.0450825+0.0346239j -0.0388416+0.0501187j -0.0114746+0.000192383j 0.0238856+0.0598415j 0.0119584+0.0429374j 0.00838814+0.0441661j 0.038237-0.0650949j -0.0243411+0.000363323j 0.00860063+0.0217877j 
-0.0175518-0.0150961j -0.0395378+0.00402247j -0.00255405+0.0344248j 0.0272142+0.00118135j 0.000675404-0.0418349j -0.0339916-0.0230907j 0.0235119+0.00164866j -0.0119031+0.00584264j -0.0533741-0.0121667j -0.0147443-0.0119149j -0.0066777-0.0653384j 0.00226159-0.0458688j -0.0641442-0.00637702j -0.0414996+0.0254264j 0.017735+0.0258881j 0.0483166+0.000753047j 0.0138327-0.0462777j -0.013003-0.00619121j -0.0214889-0.0279019j 0.049456+0.0178235j -0.0185883+0.0294951j 0.0038365-0.0337788j 0.0164037+0.0170642j 0.00868517-0.0552464j 0.000515636+0.0335654j 0.0245127+0.0167731j -0.103106-0.00223945j -0.00494894+0.0291144j 0.0339617+0.0797997j 0.0427903+0.0674708j 0.0748476-0.0601688j 0.0258997+0.00852345j 0.00787335-0.0196113j 0.0593234+0.0629146j -0.0169312+0.0303953j -0.0241539-0.0352044j -0.0620415-0.0123833j -0.0181304+0.0108945j -0.0425533-0.019549j 0.0232775-0.0470539j -0.0356734+0.0835373j -0.054844-0.0161712j -0.00710855+0.0789579j 0.0334204+0.0343506j 0.000445516-0.00138105j 0.017733+0.0829357j -0.0583626+0.0242187j 0.00850919+0.0210122j -0.00480148-0.0356511j -0.00575986-0.065575j 0.0459855+0.032197j 0.0243546-0.000998927j -0.0100782+0.0181075j -0.0487343+0.0132094j -0.016656-0.0572707j 0.0335437-0.0702209j 0.0298868+0.0828245j -0.0663534-0.00352589j 0.0474214+0.109996j 0.0161551+0.0742827j 0.0780589-0.00598675j 0.0398205+0.0312011j 0.0724758+0.0426413j -0.00488503+0.0657598j 0.0834936-0.0735843j -0.044752+0.0721701j -0.0580913+0.0853675j -0.0264365-0.0367215j 0.02596-0.0714569j 0.0161171+0.00133676j 0.0504998+0.0152469j 0.0170188-0.0220281j -0.00774738+0.0691486j -0.0906543-0.0366124j 0.00684307-0.0500061j 0.048893-0.0106423j 0.0370865+0.0965068j 0.100585+0.034437j -0.0151974-0.0693451j 0.149002+0.0345318j -0.0468123+0.113824j -0.0528063+0.149496j 0.0864786-0.0163291j 0.0149156+0.0516858j -0.0337543+0.0407247j -0.0340726-0.104649j 0.00679968+0.0584703j 0.000650255-0.0295061j 0.0029161-0.0144241j -0.0577347+0.0488626j -0.00177578+0.0159387j -0.0137531-0.00977255j 0.0159652-0.0204438j -0.032192+0.00710428j 0.000443421+0.0213907j 
0.0157696-0.0271663j 0.0132293+0.0330319j -0.0252851-0.0303159j 0.00723518+0.00474924j -0.0170199-0.0333243j -0.0665929-0.0192701j 0.00934243+0.0112165j -0.0304512+0.0167619j -0.037905-0.0481337j -0.00651357-0.0291927j 0.0340718-0.0161088j -0.00454324-0.0538533j 0.0114831-0.0130224j -0.0458914-0.0239087j 0.00413944+0.0517036j 0.00208419-0.00384139j 0.0178925-0.021067j 4.98309e-05-0.000978675j -0.0784147-0.0199269j 0.0167065+0.011132j -0.0220702+0.0496864j -0.0502942-0.031184j 0.027861+0.0737174j 0.0715141-0.0307672j -0.0267816-0.0197322j 0.0134416-0.000635446j 0.00105176+0.05614j -0.013268+0.0578184j 0.0726274+0.099322j -0.00344707+0.0112974j 0.100751-0.0883371j 0.0102095+0.123939j -0.0321436+0.00709062j -0.0959742+0.172725j -0.021112+0.0938617j 0.0637487-0.105465j -0.107754-0.0794775j -0.0510862+0.122565j -0.0527348-0.0558202j -0.0591629+0.0500939j 0.00955734+0.0398076j -0.0231485+0.0567114j -0.0491898+0.0151229j 0.0123121-0.0184572j 0.0665209+0.0820896j -0.0141595+0.124848j -0.0686573-0.0028235j -0.0353444+0.0592145j 0.0464439-0.116871j 0.0451089-0.0219509j 0.0934964-0.0231783j 0.142943-0.0501548j -0.0343991-0.00720945j 0.00410469-0.0814845j -0.0745836-0.0308656j 0.0540408+0.102603j -0.0256891+0.0337837j -0.0491358+0.0739058j -0.00372708-0.0339807j 0.11841+0.0348284j 0.037728-0.0149524j 0.0034243-0.0852463j 0.117925-0.0882476j -0.0291963+0.0252151j 0.0792873+0.0510137j -0.0649788+0.0647443j 0.101331-0.0704782j 0.0385365+0.00832209j -0.0588123+0.0596009j 0.017698+0.000475194j -0.0313932-0.0509299j -0.0406248-0.0431771j -0.0240192-0.0592137j -0.0701671-0.0477619j -0.0837813+0.0644898j 0.0633749-0.129532j -0.0553186-0.0626032j 0.00712992-0.0247152j -0.070782+0.0184199j 0.0171443+0.0499141j -0.0162461-0.0369415j -0.0430906+0.0560233j 0.00722429+0.0967364j -0.0129158+0.101564j 0.0794143-0.136627j 0.0143287+0.0647817j -0.0936455+0.0315826j 0.00585384-0.00453197j 0.0361821-0.0776285j -0.0166015+0.0305356j 0.0540761-0.0111436j -0.0785355+0.0663061j 0.00955913-0.0306001j 0.0128488-0.0252011j -0.0315004+0.0224024j 
-0.0240158-0.0273472j 0.0116987-0.0203196j -0.00462021-0.0340844j -0.0253201-0.0787376j -0.0415567+0.0248772j -0.0919776-0.0168611j -0.00467356+0.0398393j 0.00810941-0.0453677j 0.0124091+0.0367977j -0.0346263+0.0235802j -0.0024972-0.00987946j -0.0318004+0.00236031j -0.0181338-0.00201085j -0.0244954-0.00269645j -0.00583315-0.0202519j -0.0102094-0.0524574j -0.0326073-0.0184911j -0.0280079+0.0183997j 0.00248055+0.00930059j 0.0325168+0.00772395j 0.0138324-0.0227006j 0.0436598+0.0271635j 0.00243112-0.0369671j 0.0554785-0.0194924j 0.00303704+0.122202j -0.0246333-7.37366e-05j 0.0741135+0.071597j 0.0651681+0.0254236j -0.0747947+0.0106791j 0.0534043-0.0124994j 0.0169478+0.0992648j -0.0951529-0.081588j -0.103547-0.0136086j 0.0814915-0.0349309j 0.0116651+0.0383409j -0.0699736-0.00245827j 0.00924692-0.141784j 0.0350629-0.0416046j -0.0624458+0.0507704j -0.0230389-0.0983257j -0.0960687-0.0190197j 0.0310381-0.0326882j -0.0398485-0.061721j 0.0508003-0.0216782j 0.0118024-0.0875467j -0.021221-0.163206j -0.0103446+0.0742119j 0.00547068+0.0117074j 0.0165368-0.00109384j 0.0572035-0.00423228j -0.0181951+0.0569917j -0.0579522+0.019025j -0.00723546+0.0679079j 0.0132345-0.0180487j -0.0173214-0.0476105j 0.0344206-0.0622611j -0.0798338+0.0246734j -0.00601403+0.0245849j -0.00416803-0.0468802j 0.0496976-0.00266065j 0.0565136-0.0381697j 0.021093+0.00974954j 0.0200833-0.0576337j -0.0318781+0.106577j 0.0318398+0.0210383j 0.0146168+0.0190258j 0.0980973+0.0177934j -0.0441508-0.02268j -0.0202495+0.148999j -0.0192136-0.0166345j -0.0782634-0.07228j -0.0857337-0.0482428j 0.0656301-0.0805009j -0.134878+0.0110075j 0.00815725+0.0753893j 0.0461016+0.00750608j -0.0426877-0.0528308j -0.0337041-0.0665673j -0.164041-0.0905275j 0.0698144-0.0648696j -0.0282924-0.0663623j 0.132734+0.0511455j -0.000744709-0.0331412j 0.0294279+0.0156746j -0.0171166-0.170147j 0.0742444+0.00601672j -0.0237531-0.0508811j 0.0652429-0.0902521j -0.0110778+0.0994921j -0.0544218+0.0350143j 0.111245-0.0771111j -0.00489422-0.0623276j -0.0419323+0.0345039j -0.0364983+0.0268593j -0.0210838-0.000935141j 
-0.0237408-0.0234499j -0.00138359+0.00655893j -0.00876278-0.0193402j -0.0237858-0.0366525j 0.0156543+0.0140264j 0.0218756-0.0277076j 0.00617623+0.0103164j -0.00171646-0.0219655j 0.0323463+0.00851115j 0.0205447+0.0244863j -0.0264879-0.00751901j -0.00468072+0.0206643j 0.00348776+0.0353339j 0.0141058-0.0242411j -0.018782+0.00418334j -0.0462899-0.000682993j 0.0318308-0.0218891j -0.0236738+0.013718j -0.0176221+0.0411974j 0.0216961-0.0385669j 0.0395291-0.0139495j 0.0063247-0.00981347j 0.00422197+0.0222683j -0.0731859+0.0346184j -0.0092606+0.0416679j 0.00553991+0.0231218j -0.0218029+0.0236727j -0.0324993+0.0161254j 0.060814-0.0365512j 0.0365244-0.022608j 0.00204717+0.0854591j -0.04842-0.00683737j 0.039968+0.0102204j -0.0587393+0.000179524j -0.0295388-0.0154881j -0.00564084-0.034832j -0.0914252-0.0306204j 0.0653471+0.01351j 0.0505374-0.0168443j -0.0315738+0.0199957j 0.008359+0.0693612j 0.00349467+0.165815j 0.0514171+0.0305288j 0.0865988-0.0578843j -0.0157342+0.0128497j 0.00589436-0.0536084j -0.0260715+0.0560178j -0.0228953-0.00563139j 0.0201732+0.0311621j 0.0117861-0.0192348j 0.0156739+0.00804316j -0.0195776-0.0212072j -0.00756149-0.0327725j 0.00902222+0.0470418j 0.0188596-0.00330184j 0.00742994-0.00869137j -0.00635266+0.0146756j 0.0630674-0.046363j -0.0183526+0.0271392j 0.0545084+0.00655137j 0.0682001-0.0304078j 0.0559863-0.0236701j 0.01202+0.012066j 0.00423473-0.0417313j -0.00292708-0.0216788j -0.0214562-0.0106953j -0.0471351+0.0173487j -0.0804939+0.096761j 0.0765481+0.00703188j -0.0429575-0.0598072j -0.0717001+0.0455189j 0.0626598-0.00157244j 0.0727981+0.00253471j 0.119531-0.054214j 0.0537381-0.0742737j -0.0466082+0.137516j 0.135338-0.0001265j 0.0667827-0.0646538j 0.0356799-0.014747j 0.106741+0.0178086j -0.0256747-0.0234756j -0.128438+0.163016j -0.0362595+0.0931114j 0.0246021+0.00213201j -0.200815+0.160645j -0.0558341+0.021755j 0.0135947+0.118451j -0.0439602-0.10341j 0.0778807-0.0560681j -0.0877343+0.151917j -0.119428+0.0156463j -0.124456+0.0665992j -0.0284654-0.0128475j -0.121716+0.0408673j -0.0488296+0.104719j 
