-0.0143856-0.0269551j 0.0456405+3.08741e-05j 0.0677494+0.0250906j 0.0369258-0.0678213j 0.0706834-0.159845j -0.0100494-0.127268j 0.108437-0.0747564j -0.0922204+0.15862j 0.0777855+0.0634032j -0.16551-0.071035j -0.103456-0.0174658j -0.26311-0.0446533j -0.157624+0.063365j 0.11451+0.0204357j 0.0379783-0.0523064j -0.0777892+0.00495129j 0.0202049+0.212599j 0.00347802-0.000384961j 0.00123171+0.0689297j -0.0266103-0.0696204j 0.0691196+0.00139926j 0.0588583+0.155797j 0.0397434+0.0981291j 0.235497-0.135438j 0.0546354+0.231224j -0.187531-0.00580438j -0.00129344-0.00158672j -0.0196029+0.128142j 0.0100886+0.118689j -0.0204351+0.0311557j -0.066414+0.120832j -0.0996293-0.035699j -0.0264442+0.0605058j 0.0318785+0.00712829j 0.00605961-0.0530005j -0.00724979-0.146268j 0.0485134+0.0246005j 0.0202227-0.0442178j -0.0243191-0.107323j 0.264268-0.194065j -0.030282+0.1381j 0.159897-0.0705955j 0.0603675-0.025426j -0.0204407-0.131587j -0.0609744+0.0563095j -0.0480905-0.0601312j -0.0581394+0.0364323j 0.0185114-0.00936078j -0.0334098-0.0396452j 0.0990747-0.0733369j 0.00611938-0.045066j -0.00164979+0.0552908j 0.00691934+0.0343289j 0.0087214+0.0749866j -0.0374447-0.0290397j 0.0268803-0.00525908j 0.000612909+0.0303369j 0.0129622+0.0430491j -0.0257747-0.00712294j -0.0221459-0.000909461j 0.0256382+0.00241298j 0.00473526+0.00389492j -0.0531451-0.0137839j -0.00283233+0.0578173j 0.0172532+0.0227942j 0.00853849-0.0204386j 0.0102301-0.00883048j 0.0249613-0.0337589j 0.00733574-0.00825544j -0.0382382+0.0305268j 0.0314314+0.0512021j 0.033089+0.0117945j -0.0477106+0.000341957j -0.0194521-0.014466j 0.0230618+0.00878915j 0.00815602+0.0345605j -0.00830024+0.017453j 0.0427273-0.0218877j -0.0195395+0.0386296j 0.0179696-9.84151e-05j -0.013628+0.0229519j 0.0231855+0.0236963j 0.0313739+0.00163691j -0.0388365-0.0293297j -0.0389397-0.0102276j -0.00509537-0.0277617j -0.0119155-0.00159099j -0.0226417+0.00430378j -0.0339528+0.00650069j -0.0257145+0.0106176j 0.0286578+0.0484051j 0.0576765+0.0273777j 0.0602913+0.0321036j 0.0939428-0.0782924j 0.00755319-0.00528285j 0.0569433-0.018243j 0.00469858-0.00807329j -0.0274253+0.00529168j 
-0.00670556-0.00413222j 0.00464427+0.00560503j 0.0324696-0.00838653j -0.00358849-0.00704422j 0.0227591+0.00118967j -0.0241753-0.037633j 0.0239256-0.0194683j 0.00922738-7.01828e-05j 0.00144756+0.00254138j -0.0212938-0.0134306j -0.037269-0.00817883j -0.00361903+0.0144301j 0.00315042-0.0258656j 0.00657417+0.00329794j -0.0120104+0.00154298j 0.00705864-0.0128151j -0.0412669+0.0518443j -0.0434996-0.02272j -0.000699526+0.0472867j 0.00548611-0.0231311j 0.00665881-0.00317346j -0.0162927+0.0146429j -0.015553-0.0310111j -0.0117211+0.042503j -0.0228479-0.00910949j 0.0183566+0.0243519j -0.0308354+0.00515756j -0.0197366-0.00869916j -0.00782877-0.00208248j -0.0200463+0.00190905j 0.0169502-0.00606097j -0.0528414+0.00802864j -0.00832366+0.0130738j -0.00399507-0.0121939j -0.011249+0.0162083j -0.00154043-0.00782758j 0.0166135+0.000366481j -0.00273173+0.00166066j -0.00650105-0.000664311j 0.0101512-0.0153344j -0.0104151-0.000824507j 0.0114551+0.00461719j 0.0366897+0.0202454j 0.0154016-0.0150587j 0.0283037-0.0198704j 0.0140455-0.00618085j 0.0267858+0.0191583j -0.0231658-0.095968j 0.0849672-0.0411575j 0.00366837+0.044015j -0.0541882-0.0808698j -0.0329567-0.0751453j -0.0161446+0.0841742j -0.129412-0.0656634j 0.048514-0.0531919j 0.045354-0.00484356j 0.0886023+0.0964945j 0.0611271+0.0678947j 0.150784-0.0380977j 0.015515+0.182752j -0.166924+0.190366j -0.00764042+0.0236406j 0.128799+0.223621j 0.272925+0.0685974j 0.14485-0.0243201j 0.0621755-0.120439j 0.117208+0.131545j -0.134969+0.00767734j 0.111475-0.113256j 0.170239+0.0991951j -0.0545152-0.0379227j -0.0217096+0.0341666j -0.144894-0.00831138j 0.169373+0.0805361j 0.0335412-0.0311712j 0.102692-0.13328j -0.0637333+0.00203255j 0.169314+0.0573199j -0.0828257+0.0484844j 0.20736+0.106389j -0.01388+0.0743766j -0.058421-0.0880057j 0.0623862+0.0137082j 0.127053-0.10493j -0.0925929+0.144203j -0.154049+0.0407377j -0.0116434+0.0816908j 0.0487155+0.119286j 0.00269089-0.140729j 0.195337-0.0522802j 0.108907-0.0788851j 0.0208871+0.1157j -0.103899+0.0477833j -0.0778316-0.0263519j 0.00575308+0.0168075j -0.0365543-0.0143074j 0.00679871+0.0261111j 0.0185795-0.00812307j 
-0.00619043-0.00685759j 0.00445405+0.00219047j 0.0280798-0.0071535j -0.0116108-0.00704381j 0.00902596+0.0173634j -0.0164726-0.0390899j 0.0257213-0.0192559j 0.014902-0.00597484j -0.00490191-0.0215468j -0.0384492-0.00976668j 0.00145716-0.0335558j -0.015112-0.0264205j -0.00941975-0.0275629j 0.0111992+0.0272389j -0.0656161-0.0276608j -0.0222904-0.00492812j 0.0440184-0.0174834j -0.020692-0.0122692j -0.0337081-0.0566079j -0.0193139-0.0313176j -0.0139521+0.0213146j 0.00149848-0.0207007j -0.045508+0.0284972j -0.0108853+0.00422628j -0.0256741-0.00741211j -0.0215516+0.0249705j -0.00434175+0.011241j 0.00986451-0.0034193j -0.000328878-0.00815791j 0.000681482-0.0052681j 0.012423+0.0120518j 0.00769187+0.0218354j 0.000704323+0.00115999j -0.0328637-0.0112668j -0.00690847-0.0139503j 0.00777054-0.0100866j 0.0158226+0.00941841j -0.0110439+0.00263755j -0.00494708+0.00835837j 0.0133371+0.00202769j -0.00676864-0.00224321j 0.00366295+0.00576232j 0.0238378+0.0263521j 0.0198535-0.0129494j 0.032126-0.000812218j 0.00237054+0.0072515j 0.0217413+0.024303j -0.00572814-0.0776058j 0.0797701-0.0361814j 0.0340702+0.0311784j -0.00367261-0.102665j -0.0739342-0.0756616j -0.0511617-0.0575627j 0.0453134-0.11851j -0.0067961+0.0565123j -0.0929918-0.0687455j 0.0332709+0.257739j 0.0324474-0.235017j -0.230725-0.168006j -0.0833174+0.00140509j 0.0842371-0.0660671j 0.177748-0.284408j 0.144696-0.0585497j 0.0546295+0.136941j 0.0531305-0.118829j -0.175929-0.102572j -0.159247+0.0111657j 0.0725078-0.0109424j 0.080594+0.100564j 0.0100677+0.00478639j -0.0685543+0.0102469j 0.0230523-0.0451198j -0.0120366+0.121678j -0.0164638-0.0425554j -0.00955893+0.0221178j -0.0127001+0.0543734j -0.127836+0.0564159j 0.11236-0.0312732j 0.00423282-0.0404425j -0.0395786-0.106819j -0.0434011+0.095917j -0.0369623+0.124191j -0.0834798+0.125648j -0.124587+0.0262946j 0.111684+0.0714619j -0.0594202-0.142967j -0.0616858-0.0821876j -0.195291+0.00256883j 0.235051-0.141784j 0.0501855+0.160717j -0.013015+0.0195597j 0.0829691-0.0569644j -0.0036881+0.140427j -0.110736-0.0483956j 0.0169436+0.027479j -0.0304576-0.00572275j 0.00778446+0.00754694j 0.00308186-0.00980026j 
-0.00601533-0.0099065j 0.0150947-0.0110158j 0.0394201-0.00153721j 0.0231312-0.056541j 0.0087087-0.0789552j 0.0169608+0.0327895j 0.0208669+0.00272336j 0.00618435+0.046124j -0.0041516+0.00742087j -0.0271387+0.046423j 0.0219445+0.0478072j -0.00667615-0.0109623j -0.0319264+0.00530177j 0.018264+0.00147548j -0.0401465+0.0187068j -0.0136738-0.0366597j 0.00602744-0.00792943j 0.0384636-0.0301245j 0.0043356-0.00585923j 0.0125986+0.0326992j -0.0423323+0.0353349j -0.0361139-0.0236692j 0.00289685-0.0110457j 0.0153848-0.00504822j 0.0018896-0.00704037j 0.00916244-0.0184558j 0.00276704-0.00363922j -0.0144226-0.00142587j -0.00562221+0.0279197j 0.0142116-0.0153225j -0.000361372+0.00185656j -0.00114009+0.000960061j 0.00164591-0.00535796j 0.00642586-0.00616176j 0.0138509+0.00117463j -0.0121187-0.0123074j -0.00657638+0.0195187j 0.00113645-0.00204436j 0.00307453-0.00321348j -0.0268042-0.0206851j -0.00547951-0.0153811j -0.0175598-0.00835511j -0.0228372+0.0141147j 0.035007+0.0225726j 0.0181948+0.0173727j -0.0508519+0.0130523j 0.0562717-0.0869442j 0.034827+0.108243j -0.00584779+0.0471766j -0.0529389+0.108918j -0.0508679+0.0963738j -0.111268+0.173303j -0.0230045-0.11727j -0.0765177+0.111063j -0.0119606-0.0303192j -0.0545225-0.078334j 0.075975+0.0278169j 0.0397797-0.0700808j -0.210315+0.0866135j 0.0292844+0.100115j -0.227542+0.136706j 0.181809+0.0155468j 0.0211454-0.0190426j -0.0732752-0.0280551j -0.0469717-0.23303j 0.045485+0.0201644j -0.0381283+0.0174765j -0.00756672+0.0333999j 0.0556712+0.0916852j 0.00484292+0.166417j -0.035995-0.132714j -0.131674-0.169522j 0.102321-0.0551619j 0.247245-0.0486688j 0.0422264+0.0126428j -0.0949665+0.0258452j 0.0659647-0.158758j -0.127158+0.0693355j -0.0836922+0.0492455j 0.0852034+0.106857j -0.0313896-0.0430346j 0.0517645+0.149331j -0.046443-0.216201j 0.0880926-0.0206041j 0.0459988+0.0255263j -0.0186428-0.0226908j 0.104988-0.133688j -0.169096-0.178094j 0.0448415-0.136844j 0.06754-0.0825139j -0.0216746-0.0405726j -0.00158539+0.0196201j 0.020244-0.0357059j 0.0294271+0.0567864j -0.027119-0.0105651j 0.00687026-0.00310247j -0.0105116+0.0291991j 0.0308683+0.0115104j 
0.0244182+0.00291418j 0.000381958+0.016819j -0.04954+0.00732419j 0.010663+0.0257311j -0.0670168+0.00614808j -0.00987761-0.0456868j 0.0179366+0.0150998j -0.0156814-0.0146908j 0.0248165-0.0602863j -0.0540833-0.0313744j -0.00791202+0.0411435j 0.0459389-0.00896253j -0.0066208+0.0269622j 0.0440719-0.0113204j -0.00757143-0.0157349j -9.6735e-05+0.0010695j -0.0201222-0.00456734j -0.0191056+0.0102559j 0.00284457+0.014302j -0.00442457+0.0190599j -0.0283032+0.00365977j -0.0176507+0.00336911j -0.022862-0.0107098j 0.000874509-0.024821j -0.0211672+0.0220723j -0.00328875-0.0291042j 0.0109523+0.0027707j 0.0338998-0.00497873j 0.00543617+0.00433023j -0.0418942+0.0116167j 0.0153917-0.00310852j -0.00439101-0.0186634j 0.0220277-0.00061265j 0.00108419-0.0004317j 0.00861731-0.00315488j -0.00113005-0.00250781j 0.00458239-0.00545532j -0.015355+0.00963078j 0.00997015+0.0126185j -0.0036192+0.000615822j 0.0196379+0.011542j 0.00717125-0.0116295j -0.0327411-0.0266417j -0.025663+0.014676j -0.0473441-0.0355924j 0.0327193+0.00227816j -0.138093-0.0354801j 0.0391103-0.0887612j 0.0101938+0.100786j -0.0362733-0.0343722j 0.0485085-0.0763265j -0.199921-0.148954j 0.22941-0.0632464j 0.0364959+0.0834098j 0.105098-0.149352j 0.0906037+0.028421j 0.0605985+0.0864096j -0.0916735-0.0585548j 0.0178186+0.176136j 0.0250867+0.0137468j 0.0192069+0.0391415j -0.0191694+0.0872214j 0.0681673-0.00316949j 0.0342688-0.0467578j -0.064927-0.0440419j 0.0011013+0.0387898j -0.0773034-0.0652263j 0.0379581-0.064601j -0.0833953+0.149764j 0.0535894-0.0474974j -0.0637732+0.021858j 0.0940808-0.111496j 0.0027234-0.00720576j 0.228565+0.0727848j -0.156027+0.0438379j 0.0230508+0.175885j -0.0479753+0.0603556j 0.102216+0.0778409j 0.191253+0.260119j -0.0230614+0.0655288j 0.0813929-0.0226712j 0.263982+0.0549923j -0.166941+0.367359j 0.124964+0.0336652j -0.0464013+0.0418386j 0.028039+0.140368j 0.0627341+0.121874j 0.0893297-0.103082j 0.0730697+0.022374j -0.0509258+0.0470056j 0.0210985+0.00877389j 0.0266553+0.0213754j -0.00586269+0.0297165j -0.00436191+0.0244378j -0.00451459-0.0270826j 0.0247724+0.0112477j -0.0108488-0.00136246j 0.00205982+0.0130051j 
-0.034324+0.00620217j -0.0151333-0.0222382j 0.044513-0.00449913j -0.0363989+0.000193538j 0.0532106+0.0624161j 0.0317204-0.0174545j 0.0326335+0.0391341j -0.0119975-0.0306329j -0.0429701-0.0285155j -0.0317559+0.010854j -0.029367+0.00624172j 0.00891681+0.0287171j 0.031292-0.00168156j 0.0378316+0.00374602j 0.0390259+0.00763589j -0.0172262+0.011173j 0.0152466-0.00784279j 0.0111151+0.0117389j -0.00660911-0.0304873j 0.0250205-0.0181301j -0.0115041-0.00647549j 0.0110339-0.035488j 0.0105824-0.0178682j -0.0141393-0.000611871j 0.00416866+0.0122075j 0.0190972-0.00201316j 0.0256983-0.00798071j 0.00718589-0.0212047j 0.0206641-0.00521137j -0.00752506-0.0317004j -0.0223472-0.0110987j -0.0104376+0.0158716j -0.0083326+0.00646491j -0.00542662+0.00550082j -0.0180347+0.0108841j 0.0018749-0.0139609j 0.0099754-0.00124805j -0.000357573+0.000632293j -0.0165552+0.00618475j 0.016079+0.0250003j -0.0161166-0.00417314j 0.00537821+0.00850033j 0.0701782+0.0403706j 0.0236291-0.0428051j 0.10157+0.0459173j -0.0121902+0.0477054j 0.0672958+0.0912483j 0.0566059-0.02087j 0.00376853+0.0722106j -0.0553278-0.100017j -0.187258-0.140838j -0.0855593+0.0405368j 0.0345718+0.00579659j -0.0483187-0.00708913j -0.0267315-0.0553623j 0.0970471+0.123865j -0.207884-0.0316866j -0.142993-0.107797j -0.0465321+0.00930786j 0.128866-0.131744j 0.00230446+0.0425175j 0.00831813-0.0502266j -0.0664405+0.074535j 0.0985545+0.0996013j -0.0371684-0.068739j -0.0278245-0.148983j 0.278242-0.132204j 0.0651113-0.0249061j 0.041213-0.035684j -0.228513+0.0217332j 0.0639746-0.0965094j -0.104766+0.0193594j 0.161815+0.0510179j 0.00592556-0.0947155j -0.113273-0.0341811j -0.0410545-0.0599255j 0.133542+0.0663694j -0.00695667+0.201258j -0.0485997+0.101869j 0.185147-0.0888581j -0.173454-0.272209j 0.202834-0.0725824j 0.041538+0.0627188j -0.229345+0.015936j -0.0937635-0.0680971j -0.150596-0.0747901j 0.012326+0.0312116j 0.0243736+0.00201088j 0.0307521+0.0183734j 0.0408978+0.0201546j -0.00181123-0.0320937j 0.00468195-0.0278259j 0.00607499+7.75137e-05j -0.000203662-0.0388544j 0.0134558+0.011516j -0.000582988-0.0115528j 0.00455666-0.0116691j -0.0168726-0.00862649j 
-0.00477915-0.0119636j 0.0328347-0.0085077j 0.00998091-0.0514068j 0.0360649-0.00723469j 0.0516885-0.097073j -0.0147672-0.0310491j -0.0282628+0.00733212j -0.0931128+0.00232801j -0.0679442-0.00228737j 0.0162355-0.015638j -0.00269758-0.00159336j -0.00309471-0.0364149j 0.0267858+0.0207359j 0.0373806+0.046457j 0.0071868+0.0166684j -0.0113812+0.00862535j -0.0163985+0.019174j -0.03487+0.011779j 0.00960284-0.0184911j -0.00255633-0.0226027j 0.00749596+0.0145358j -0.00880297-0.00472448j 0.0156773-0.0188526j 0.0263824+0.0150341j -0.00329647+0.010811j -0.0113748+0.00184773j 0.0119385+0.0046661j -0.00357519+0.00475967j 0.00234051+0.0316297j 0.009339+0.00116424j 0.0171922-0.0183245j -0.0076754-0.00694751j -0.0216168-0.00699044j -0.0118432+0.000816937j 0.0312322-0.0267316j -0.0009549-0.00887659j -0.00039821+0.00988761j 0.000877565+0.00887819j 0.0175289-0.0125317j -0.00162853-0.0239528j 0.00279193+0.0242628j 0.0152635-0.00650565j -0.0130619-0.0236868j 0.0181749+0.0120662j -0.000973667-0.0409192j -0.0667683+0.0227342j -0.00806372-0.182083j -0.110137-0.0539352j -0.0558515-0.0461974j -0.153099-0.029472j -0.143323+0.0759486j 0.00730711-0.0612091j -0.0435267-0.137705j -0.000480512-0.0254005j 0.0496917+0.137593j 0.214976+0.12556j 0.143739-0.0243379j 0.072923-0.0840416j -0.0420107-0.0465163j 0.0865618-0.0815675j -0.0853138-0.0781965j 0.00731534+0.0943647j -0.202105+0.0257982j 0.0914819-0.041741j 0.0122908+0.0409673j -0.0579365-0.0492877j -0.00575991+0.0822154j 0.254092-0.0222048j 0.072075+0.131536j -0.00853252+0.0546594j 0.031514+0.167124j -0.0432682+0.086567j -0.137503+0.0046414j 0.0259923-0.0648044j -0.017621-0.127325j -0.160092+0.09388j 0.188267-0.0782294j 0.136739+0.0257083j -0.074785-0.0528464j -0.0162826+0.0132978j 0.07021-0.148413j 0.0516857+0.0790554j 0.0381971-0.0563472j -0.0190239+0.0855417j 0.0293159+0.0826352j 0.0796506+0.071039j 0.0125598-0.0275698j 0.0291619-0.028463j 0.031964-0.00355909j 0.0837784-0.0375393j -0.0008955+0.0135108j -0.0485188-0.000493033j 0.0140739-0.0502811j -0.0171474+0.0208907j -0.0109758+0.0262731j -0.0575462+0.00306843j 0.0331046-0.00382076j 0.000835512-0.0268395j 
0.0222002-0.00478778j -0.000902984+0.0100644j -0.0395841-0.0203892j -0.0297228-0.0221116j -0.0339188-0.0171542j -0.0371765+0.0560809j -0.0233173+0.0345544j 0.017306+0.069656j -0.0154037+0.0291824j -0.0769094-0.0371643j 0.0130755+0.0144269j -0.0228367-0.0223405j 0.0167133-0.0303399j -0.000479329+0.0240862j 0.0116173+0.0365825j 0.0348198-0.0368622j -0.0346768-0.0061965j -0.025838+0.0233637j 0.0116558-0.0139874j -0.000447469+0.00649494j 0.00254073+0.00297295j -0.00460499-0.000674992j 0.0084839+0.0168198j -0.0371074-0.00818176j -0.0110843-0.0180119j -0.012105-0.014529j -0.0112862+0.00740821j 0.0108711+0.0170132j -0.0109452-0.000588715j 0.00386712+0.0140974j -0.0122529+0.00323882j 0.00141096-0.0111722j 0.0163865+0.0219646j 0.0123919-0.00100143j -0.00552631+0.00704668j -0.00318244-0.00346374j -0.000925403+0.0178494j -0.0127808+0.00593121j 0.0021886+0.00767113j -0.0146718-0.0071162j -0.0238124+0.00237399j -0.00139772+0.0364543j 0.00441059+0.00984426j -0.00629562-0.0413461j -0.0466773+0.0571268j -0.0116517+0.0316447j -0.0871653+0.0673271j -0.0714185+0.137181j -0.0601855+0.0382275j 0.0108876+0.116591j 0.0197049+0.0512845j -0.215772-0.105793j -0.0870771+0.0384086j -0.0147384-0.034438j 0.0758685-0.0507782j 0.126916-0.210926j -0.144956-0.256428j -0.00338633-0.0857407j 0.00826309+0.0102066j -0.142171+0.0894225j -0.0136715-0.193229j -0.074339-0.220528j -0.131601+0.0517951j 0.273471-0.157385j 0.0871355-0.0147707j 0.0200902-0.291554j -0.0313685-0.0143195j 0.0252382+0.126177j -0.0670331+0.0340188j -0.106635-0.193975j -0.149548+0.0228196j -0.0736024+0.146815j 0.0753186-0.0780964j -0.0437934+0.0450023j 0.108877+0.0789053j 0.00507698+0.0358781j -0.0688995-0.00220469j 0.0320715-0.0401247j -0.00113929-0.0117107j -0.0152871-0.0130652j -0.0368685+0.0135807j -0.00515851-0.0408165j -0.0433474-0.00281114j 0.038369-0.0100021j 0.0153256-0.0552261j -0.0603526-0.0711156j -0.0168962+0.0734188j 0.0238341-0.0701354j 0.0355787-0.0305074j 0.00506714-0.0474188j -0.0207624-0.0569694j 0.0338753-0.0232162j 0.0223849+0.00164615j 0.0251919+0.0530234j -0.0387807+0.0052871j 0.00783492-0.0258114j 0.00163799+0.0144851j 0.0160987-0.00510363j 
-0.0279925+0.00250044j -0.0098698-0.00695987j 0.0395395-0.0195318j -0.0043918-0.00993352j 0.0605915-0.000841291j -0.00226119-0.0270422j 0.0151795-0.0320788j -0.000210794-0.0101944j -0.000567468-0.000664574j -0.0144891-0.0178464j -0.0172402+0.000877226j -0.000108424+0.00730803j -0.00256564-0.00963566j -0.00502651-0.00192977j 0.0193846-0.00364055j 0.00420526+0.00728418j 0.00279237+0.00119092j 0.00905825+0.00174438j -0.00434186-0.0182422j 0.00506956-0.00361297j 0.0204941-0.0112225j -0.014617+0.00264637j 0.00767296+0.0168996j 0.0102325+0.00973994j 0.00905363+0.00447212j -0.0164648-0.012977j 0.00834615+0.0086076j 0.0123831+0.0104351j -0.00539283-0.0113537j -0.020192+0.0109162j -0.00897781+0.00980306j 0.0117184+0.000619051j -0.0265467+0.0145694j -0.0104176-0.000676193j 0.00618293+0.00933629j -0.011742-0.0196858j -0.0150177-0.00512914j 0.00035437-0.0230302j 0.00926968+0.0136456j -0.00849322+0.00146086j -0.00397675-0.0121361j -0.0166657+0.0111866j 0.0460763+0.0286295j -0.0206297+0.00241633j 0.0602659-0.0167115j 0.0217245-0.0236545j 0.10437+0.00427176j -0.000276273-0.0679583j -0.00589183-0.0900221j -0.0543372-0.0237737j -0.0331284-0.0400749j 0.00234126-0.0625788j -0.00667512-0.0268663j -0.059628+0.0139773j -0.0211707-0.0119814j 0.0381221-0.0520396j -0.0172546-0.0353083j 0.0558251+0.0104846j -0.0213979+0.0396046j -0.0144956+0.0129781j -0.010132-0.00800344j -0.032502-0.0169812j 0.0740604+0.016638j -0.098109+0.0599992j -0.0424583-0.0157923j -0.0251199+0.0464763j 0.0145719-0.0185902j -0.103499-0.0894628j 0.0447263+0.0249939j 0.0685591-0.056714j 0.169961-0.0858809j 0.0560367-0.0439908j 0.0908002+0.143287j -0.0124927+0.0719874j -0.0569896-0.164016j 0.0495952-0.0419064j 0.11763+0.0380948j 0.0543706+0.0436009j -0.0198098-0.16398j -0.0277124-0.115235j -0.0405562+0.00292616j 0.0192235-0.0636845j -0.0575259+0.0316457j 0.0857377-0.0528637j 0.0054358-0.0782981j -0.0377762-0.0476957j -0.102497-0.0136894j -0.00221143-0.0675446j 0.0300158-0.0575208j -0.0252965-0.0810918j -0.0630648+0.0347663j 0.0296491+0.0944207j -0.0217281+0.104515j 0.0868122+0.120805j -0.00653062-0.00876271j 0.0352747-0.0191796j -0.0278503-0.0144399j -0.03383+0.0149058j 
-0.0133389-0.00509423j 0.0244932-0.0011628j 0.0121658-0.0105255j 0.0120125-0.0216381j -0.00216342-0.0616874j -0.0322242-0.0180534j 0.00898363-0.0137076j -0.0150107+0.0285322j 0.0109296+0.00696317j -0.0266992+0.0104578j -0.02072+0.00312586j -0.0233444+0.00459086j -0.0164994+0.0312806j 0.0103475+0.00270007j -0.00443751-0.00328949j -0.000306226+0.00894275j 0.0214614+0.0129327j -0.00926921-0.00861035j 0.0178535+0.00459675j 0.0272716-0.00107515j 0.0109556+0.00436712j 0.0179344-0.00430296j -0.00115855+0.00158799j -0.0252528-0.00910513j -0.0147764+0.0049712j 0.0149681-0.0131583j 0.011255-0.0148705j -0.0247372+0.0170732j -0.000281549-0.000567975j -0.000432042-0.00972356j -0.009054-0.01888j -0.00737014+0.0166103j 0.0112838+0.0114853j -0.0129739+0.0126857j -0.00766425+7.38586e-05j -0.00570791+0.00662004j -0.00293659+0.00548958j 0.00623267-0.0109648j 0.00992526-0.0121873j -0.000126963+0.00833573j -0.000224189-0.0157549j -0.00132261-0.0155076j 0.0303961-0.0167001j 0.0388637+0.0380608j 0.031306-0.0434079j -0.035014+0.00886938j -0.0104381-0.0668043j -0.0837024-0.0245556j -0.0355996-0.0115976j -0.0146927+0.131439j -0.019714+0.0428361j -0.0895094-0.0299342j -0.0176937+0.0262801j -0.065277+0.0354876j 0.0921078-0.0630537j -0.089082-0.00175176j -0.0112632+0.0115504j -0.0492251+0.0347587j -0.0346734-0.0723605j -0.00240853-0.0298904j 0.019136+0.0608023j 0.00746631+0.0828353j -0.00826647-0.05628j -0.0134597+0.0431526j 0.103016+0.0942512j -0.0315329-0.0160208j 0.0326687+0.0431153j 0.124299-0.108061j 0.02562+0.0709891j 0.0126308+0.0143247j 0.0993653+0.123834j 0.0245121+0.0738434j -0.139016+0.0333605j -0.0597721-0.0312437j 0.0732395-0.0412515j -0.0436646+0.0726228j 0.0639171+0.121348j 0.139115-0.0238318j -0.0292303+0.0743965j 0.00996248+0.0196539j -0.0305247+0.0724004j 0.0200613+0.0263307j 0.0450057-0.0481178j -0.00135103-0.0553274j -0.0940116+0.00606486j -0.00101495-0.0500966j -0.0096472+0.0201522j -0.0680942-0.0199734j -0.0512603-0.084185j -0.070195+0.0685535j 0.0788988+0.0322792j 0.0913783+0.0386246j 0.0675644+0.0204348j 0.135191-0.123967j 0.0224264-0.0449315j 0.0437595-0.00823987j 0.0330907-0.0163253j -0.0355883-0.0138184j 
-0.0134793-0.00425717j 0.0051159+0.00349596j 0.0296917+0.00257389j 0.00437031-0.0125553j 0.0351403-0.00664617j -0.00243589-0.0182872j 0.025007-0.0187244j 0.00107316+0.00801834j 0.00832705+0.00356247j -0.00956459-0.0120513j -0.0197163+0.00232438j -0.00335635+0.000497372j -0.00486885+0.0140665j -0.00489375-0.00762903j 0.00753845+0.00448866j 0.00197724+0.00761053j 0.0172304-0.000313289j 0.00303334+0.00619672j 0.00728534-0.0010028j -0.00210344-0.00235923j 0.0080454-7.89963e-05j -0.00562304-0.00311874j 0.000439749+0.00128703j 0.00572019-0.00925819j 0.0010591+0.00758053j 0.00302668-0.00197482j -0.00193078-0.00266717j -0.0143182+0.000150612j -0.00708345-0.0149905j 0.00442551-0.00155695j 0.0069875+0.00544874j 0.00222088-0.00487241j 0.00963137-0.00601163j -0.00225873+0.00666898j -0.00507995+0.00260871j 0.0163559-0.00228015j -0.00730926-0.00880118j 0.0107011-0.00667093j 0.00222335+0.00894437j 0.00674153+0.00194322j -0.00501324-0.0104461j 0.000715993-0.0122475j 0.0270367+0.0094739j -0.00114431+0.0130556j 0.0402943-0.00922703j -0.000404173-0.0142878j 0.0438958-0.000194593j -0.00076112-0.0354298j -0.00355414-0.0244306j -0.0112514+0.0380702j -0.0178893+0.0215591j -0.0232787-0.0563734j -0.00561354-0.0210371j -0.0225132+4.51521e-05j 0.0418674-0.0368813j -0.036473+0.0120527j 0.0106354-0.0196423j -0.00156034+0.0521828j -0.0341122-0.0239303j 0.00674203-0.0184916j 0.0343043+0.0142591j -0.0354547+0.0116194j 0.0638839+0.00797205j -0.0525266+0.0463946j -0.0147465-0.00526791j 0.039426-0.00422053j 0.0121808+0.00841137j 0.0226419-0.0215602j -0.00464876-0.0476036j -0.0408109+0.0263312j 0.0552147-0.000141966j 0.0109033-0.0298215j 0.0380894+0.0291172j -0.0365896-0.000328111j 0.00916733+0.0750024j 0.0164453-0.00439631j -0.0212807+0.0246626j -0.000547068+0.0113106j -0.0200952+0.0108728j -0.00126245+0.0169908j 0.0297676+0.024877j 0.0508564-0.0420382j -0.0128935-0.0389627j -0.0333167+0.00597609j 0.0301396+0.0704877j 0.00348313-0.0311855j -0.0414969+0.0133133j 0.0103439-0.0114908j 0.0241274-0.0425529j 0.00731349-0.012759j -0.0338866-0.0348321j 0.0091045+0.0608466j 0.025261+0.0173585j 0.0378067-0.0115442j 0.0122403-0.0268692j 0.0322365+0.00874339j -0.0130405-0.00180899j -0.0180882+0.0090199j 
