-0.00968236-0.0220726j -0.00120045+0.0186024j 0.0307472+0.0237276j -0.0217497+0.0373928j -0.0228381-0.00498333j 0.0509889+0.102811j 0.0335404+0.104952j -0.0740317-0.0149164j 0.0179361+0.0896936j -0.0350661-0.0313469j -0.0468788+0.128373j -0.0491479-0.0370283j 0.157701+0.0685759j -0.00501927+0.141951j 0.042988-0.102944j -0.108939-0.0715531j -0.0391726-0.130901j 0.0317601-0.178259j -0.0935001-0.117981j 0.0242891-0.0470617j 0.0262747-0.00429679j -0.0490891+0.0991066j -0.036837+0.101261j -0.0420683+0.0282269j -0.0532915+0.143427j -0.0899041-0.0720343j -0.0433022-0.0237452j 0.0240569+0.0421691j -0.0447924-0.00619902j 0.0114204-0.114941j -0.0913099+0.123711j -0.0218827+0.00499997j 0.0864192-0.0259778j 0.0384673+0.146455j 0.0272404+0.0459109j 0.0449302+0.0222267j 0.130175+0.0394905j 0.108285-0.00619664j -0.0168223-0.0362308j 0.0186052-0.0262874j -0.00800293-0.012404j 0.0782422-0.00108364j -0.0512092-0.0190023j 0.0604225+0.00639437j -0.0378146-0.13642j 0.0405454-0.0540102j -0.0635415-0.0163818j -0.0521431+0.0757157j -0.000191462+0.0548372j 0.0270109+0.0208721j 0.0591929-0.0408833j 0.0272799+0.0816254j -0.052964-0.0640003j -0.0312362-0.0602562j -0.0688358+0.146743j -0.138309+0.0317286j -0.0435819-0.00011292j -0.046298-0.0269912j 0.0165212-0.0193854j -0.0258165-0.0112929j -0.057747-0.0176718j -0.130374+0.0127258j -0.0658991-0.00345196j -0.0189996+0.00764215j 0.0704445+0.0535111j 0.0339788+0.0379004j -0.037555-0.0240145j -0.0143919+0.0267183j 0.0499648-0.0487814j 0.0533412-0.0447718j -0.0280276-0.0154655j 0.0715561+0.00703885j -0.0255586+0.0501686j 0.0112034+0.0235415j -0.0536242-0.00755091j 0.0148725-0.0540775j -0.0533608+0.0114654j 0.0358878+0.00757633j 0.0135785+0.0139109j 0.033896-0.0644113j 0.0846435-0.0227181j -0.0103983+0.0173157j -0.000675831-0.0464529j 0.0149837+0.0351622j -0.0397257+0.00413882j -0.00802918-0.0125796j 0.0485726-0.0138088j 0.0371763-0.00517673j -0.0146515-0.0152592j 0.0233604+0.0146546j -0.0065948+0.00556289j -0.00200693+0.000396026j 
-0.0208543-0.0353179j -0.0115605-0.0388036j -0.0268852+0.0303473j 0.00143515+0.0159777j 0.0275095-0.026457j -0.0401656+0.0243832j -0.0604498-0.0484869j -0.00329266+0.0254655j -0.0167522-0.038566j -0.179807-0.128439j 0.0355583-0.0413217j 0.0344276+0.144256j -0.0531648-0.0268047j 0.0344633+0.201638j 0.0320423-0.0538697j 0.0788674-0.0651839j 0.0905321-0.00391149j 0.0803481+0.0389675j 0.0889512-0.000721803j -0.120014+0.117837j -0.108346-0.12057j 0.0336358-0.0436417j -0.0219334-0.00143371j 0.0571603-0.0982903j -0.0692563-0.0478728j 0.0626358+0.0324273j 0.0155668+0.0129593j 0.151214-0.0676155j 0.0884402-0.169165j 0.0378484-0.0117469j 0.0250249+0.0241836j 0.0343137-0.000253776j 0.0223484+0.100323j 0.0317221-0.0294035j 0.0788115+0.00312351j 0.0201538+0.0604611j 0.0118961+0.0650515j 0.004606-0.0363328j -0.0440689+0.0676337j 0.00947698+0.0974825j 0.0559141-0.0191344j 0.0925115+0.0444981j -0.00918402-0.016472j -0.0157824-0.0106419j 0.0768708-0.0698015j 0.00535024-0.0340393j -0.058483-0.0344896j -0.0383962+0.0626761j 0.0705483-0.0658456j -0.00717059-0.0470004j 0.0299155-0.0693179j -0.0916408+0.0690474j 0.0329564+0.0358885j 0.0496602+0.0752609j -0.00553201+0.0587445j 0.000799762-0.0730917j -0.0232894+0.0653799j -0.061906-0.0529645j 0.0693887+0.0302001j -0.00139862+0.073765j 0.0360835+0.0976269j 0.035227+0.0789133j -0.0099368+0.0342364j -0.0885561+0.00923434j -0.0692155-0.0114622j -0.0279905-0.0430413j -0.00972953-0.0315464j 0.00708302+0.0569111j 0.0824057+0.0125544j 0.0024018-0.0764604j 0.0213074+0.0336523j -0.119299+0.0166976j -0.00723984+0.0792313j 0.0549658-0.0491428j -0.0458986+0.0201407j -0.0183746-0.000703182j 0.0310956+0.00558391j -0.0228653-0.0822861j -0.0550665-0.000549038j -0.00894939+0.0269913j -0.00238163-0.00456462j -0.052002-0.0130534j -0.0393869+0.0323044j -0.0177733-0.0110504j 0.00491896+0.044461j 0.0144529+0.00831218j -0.00724264+0.02671j -0.0331123-0.0143213j 0.0115924-0.0453973j 0.0192139+0.0158479j -0.0165725-0.0131783j 0.0222995-0.00272273j 
-0.0384725-0.0222293j -0.0340831-0.013614j 0.0462563-0.0279873j 0.0698353-0.0100634j 0.0033508-0.0608826j -0.0273889-0.0455346j 0.00702631-0.209709j 0.00738676+0.00896236j -0.125368-0.0598012j 0.0833803+0.00724098j 0.0790437+0.0373338j 0.0941023+0.0217992j -0.121722-0.0260583j 0.00803092-0.0478348j -0.0886089+0.0162459j -0.0629877-0.0577239j 0.0196988-0.0479923j -0.108832+0.0258396j -0.123018-0.0285086j 0.0851143+0.0702202j 0.045835+0.0273782j -0.0300432+0.0981603j 0.0110858+0.0147046j 0.0111194+0.0966045j 0.0346023-0.050414j -0.039438-0.0976119j 0.0212684+0.0350983j -0.0304109+0.0564266j -0.0926511+0.0335121j 0.0327593-0.0348843j -0.0748153-0.0537473j 0.00815361-0.011022j -0.04692+0.0606727j 0.0182475+0.0290351j -0.0420275-0.0167207j -0.0351114+0.00261511j -0.08149+0.0116355j 0.016867-0.0357018j 0.0100267+0.0845527j -0.0403492-0.0608218j -0.0345076+0.0411341j -0.0441432-0.0283776j -0.00351218+0.00838773j 0.0070094+0.0277805j 0.0318949+0.0696003j 0.0158197-0.0261271j 0.030079-0.0202475j 0.026658-0.0511183j 0.114091-0.019401j -0.0673459-0.0481536j -0.0072274+0.0338565j 0.0853639+0.0624752j -0.0833637-0.10488j 0.0408848+0.0615475j -0.0544257-0.0727497j 0.0829246+0.024087j 0.032286+0.0561753j 0.0270197-0.0314468j 0.0471394+0.0867248j -0.0117539-0.0110717j 0.0427191+0.0325999j 0.0388238+0.0776045j -0.0175067+0.0688286j 0.00761266-0.0377141j 0.0920614-0.022704j 0.0154978-0.0343244j 0.000958092+0.0450161j -0.0231322+0.0845607j 0.0231476+0.00828044j 0.0611619+0.113329j 0.0331406-0.0442212j 0.0906487-0.0810559j 0.0785665-0.0226837j -0.013834+0.0734827j 0.0432542+0.012116j 0.0391325-0.111946j -0.0831709-0.0754086j -0.0521857-0.0707583j -0.0209764+0.0246883j -0.00113673+0.0767424j 0.01422-0.00979645j -0.00149238+0.0361415j 0.0377522-0.0649007j -0.0051582-0.124322j 0.0159177-0.0322723j 0.0351254-0.0119156j 0.0294776+0.0131645j -0.0225819+0.0221137j 0.0138838-0.0206672j -0.0229078-0.00815925j -0.0204715-0.00625447j 0.0487935+0.00714106j 
-0.0493127+0.00079699j 0.000275083+0.00984813j 0.0580557-0.0586941j -0.0153041+0.0740584j 0.0582871+0.157775j 0.0342648+0.0794022j 0.102881+0.0397748j -0.135068-0.0121126j -0.1188-0.023759j -0.0969458-0.013841j -0.0457937-0.0545162j -0.00474801-0.195509j 0.00691418-0.021996j 0.0578124+0.0629986j 0.0358584+0.101866j -0.119997+0.111799j 0.00622328-0.0447139j 0.0398411+0.106261j 0.00661674+0.0955931j 0.0552026-0.0734202j -0.0378382-0.107551j 0.116626-0.0151815j -0.0364619+0.0329235j -0.0277372+0.0566555j 0.0588675+0.0264518j -0.00971719-0.0346149j -0.105955-0.0259693j -0.00691915-0.0142846j 0.0734378+0.0348987j 0.021107+0.0363908j -0.012848+0.0449384j -0.066289-0.0896581j 0.0259611+0.0323952j -0.0847182+0.0452611j -0.112075+0.0863528j -0.068107-0.013346j -0.110209+0.00482446j -0.0456646-0.0234662j -0.0264898-0.027554j -0.147949-0.0348505j 0.00417227+0.0360891j -0.00973593+0.0398636j -0.0288734+0.0360551j -0.0166001-0.0485631j -0.0263531+0.0254136j -0.0165918+0.0435432j -0.0550652+0.0266359j 0.0176727-0.0370605j -0.0519216-0.0504337j 0.0337217+0.05639j 0.034264-0.0189343j 0.0151276-0.0512875j -0.0832871+0.0231255j -0.102362+0.0433752j 0.00311934-0.0440222j -0.0739977-0.0663351j -0.0444227+0.0185219j 0.00119277-0.0319681j 0.073252+0.0234683j 0.00754152-0.0423936j -0.017707-0.0136714j -0.031568-0.0239501j 0.067306-0.0565172j 0.0155522+0.0364j -0.0686771-0.0315696j -0.0620709-0.0234284j -0.011677+0.036241j 0.00874258+0.0635792j -0.0108925+0.0151293j 0.0096455+0.0235996j 0.132507-0.0369317j -0.0252411+0.00936043j -0.0576414-0.00757334j 0.0687899+0.09622j 0.0555208+0.0185738j -0.0149031-0.00287119j -0.00348511-0.077553j 0.0202333+0.0227442j -0.0183968+0.0489307j -0.0460528-0.0129434j 0.0157826+0.0583256j 0.00103414+0.0688214j -0.00481563-0.0647906j -0.0340855+0.032151j -0.0589714-0.038965j -0.000140175+0.0138705j 0.0245919-0.0289058j 0.00476605+0.0334303j 0.0417548-0.00538312j 0.0247371+0.00893321j -0.0216547+0.00966607j -0.00901831+0.0144639j 
-0.0282436-0.0293179j -0.0605609+0.00408448j 0.0180602-0.0594401j 0.0725902+0.131832j -0.0495394+0.0429232j 0.123586+0.0208001j 0.115664+0.0897133j -0.0744087+0.0954185j -0.0419253-0.150288j 0.0160852+0.112693j -0.0244131-0.0178194j -0.0501448+0.00367851j -0.0654047-0.065719j -0.00310657-0.0712319j 0.116437+0.0589198j -0.0108687+0.0500638j 0.0404577+0.1084j 0.094082+0.0375456j 0.0508217-0.0120275j -0.0184566-0.0295931j -0.0586361-0.0662091j -0.0131371+0.0475086j 0.0228791-0.106683j -0.0235095-0.041994j -0.00895893-0.103259j 0.0803834-0.0428048j 0.00131513-0.0189955j -0.0774531+0.0336075j -0.0666955-0.078968j -0.0408395-0.0046135j 0.027123-0.0563453j -0.0273767-0.143788j 0.191378+0.145077j -0.135547+0.0674148j -0.175484-0.00228833j 0.00557969+0.0435672j -0.0101564+0.0272574j 0.0233485+0.0177087j 0.025905-0.0265344j -0.0315623+0.0175161j -0.0307484+0.0482111j -0.0622039+0.0404934j 0.00111537-0.0570769j 0.0239917-0.023369j 0.0479417+0.0186435j -0.0490609+0.0303981j -0.0533404+0.00330743j -0.013849-0.00311855j 0.017239+0.00260756j -0.0229036+0.0330828j 0.082606+0.0468095j 0.0121239+0.00666726j -0.0892087-0.0759462j 0.0129948+0.0357852j -0.0522091+0.00293916j 0.0636893-0.0189964j -0.0354334+0.00429995j 0.0522047-0.0101179j 0.0301942+0.0485599j 0.0383575+0.0479893j -0.00810275-0.00813555j 0.0673099-0.00369661j 0.0398307+0.0483136j -0.0148601+0.0161561j 0.00442469+0.0916949j -0.0102982-0.0162532j -0.0291341-0.00532909j 0.0401328-0.0110493j -0.0124783+0.0720243j -0.0107906-0.0189136j 0.00316267+0.077537j -0.103313-0.0310143j 0.00826797-0.0602809j 0.0352992-0.0434856j 0.0150276-0.0255665j 0.0185764-0.0469862j 0.0265146-0.0269256j 0.00324425+0.00183849j -0.00600104+0.0208278j -0.00430207-0.0168032j 0.0270475-0.00142255j 0.0298078-0.0232019j 0.0139702-0.0357212j 0.090246-0.0763872j -0.0323861-0.00254568j -0.00501907-0.0106015j 0.0684633-0.00554015j 0.0292161+0.0468269j 0.0267501-0.045207j 0.0153225+0.0331989j 0.0112775+0.0128733j 0.00127003-0.0245416j 
-0.00642037+0.0347791j 0.0061371+0.0451964j -0.00226637-0.032175j 0.0471817+0.0547033j -0.0203479+0.191675j -0.00460105-0.0710577j 0.158364+0.127194j 0.00635158-0.0146234j 0.0147996-0.0204868j -0.0346473-0.117024j -0.0634925+0.0516j -0.0454575-0.00218413j 0.0398981-0.126724j 0.0394077+0.0687088j 0.0750958-0.0208637j -0.0671394+0.00171451j 0.0190704-0.000216925j 0.00494337-0.00208591j 0.135789-0.0644639j -0.0217389-0.0840181j 0.070398+0.028191j -0.0385631-0.0557549j -0.0944421-0.0202884j -0.0128771-0.0598236j 0.0988617+0.0149932j 0.0828625+0.026409j -0.00329336-0.0372905j -0.0129382+0.0157438j -0.0482185+0.0792787j -0.140013-0.0378352j -0.0401402+0.0403418j 0.021033+0.0515679j 0.022233-0.0870066j -0.0274082-0.0729336j 0.0606578-0.0044425j -0.0244627-0.007813j 0.0685819+0.05587j -0.00347087-0.0359748j -0.0189125-0.0561581j -0.0094605+0.0986248j 0.0380526+0.0268261j 0.0232014+0.0459381j -0.0292528-0.0281479j 0.0241955+0.0296357j -0.0203443+0.00870343j 0.0451053-0.0488972j 0.012591-0.0271008j 0.0911922+0.00483768j -0.0323045-0.0113612j 0.0522222+0.0630407j -0.0281871+0.0718206j -0.0192773+0.0131413j 0.0122065+0.0255256j 0.0107431-0.0346107j -0.0196708+0.0862076j -0.0362353-0.0336126j -0.0102391+0.0521758j -0.0485269-0.01576j 0.01158-0.044517j -0.00848386+0.072288j -0.0271669-0.0479047j -0.0107418-0.0356718j -0.0158115+0.0424448j -0.00939636+0.038616j 0.0258722+0.0471959j 0.00291574+0.056209j -0.0310317-0.00305597j 0.0679102+0.01579j -0.00660273+0.00649036j 0.00478449+0.0138064j -0.0226647-0.00898351j -0.0436668+0.0094531j -0.00846467+0.0301113j 0.0419782-0.0230001j -0.0108751+0.0260075j -0.0108665-0.0502496j -0.00591157-0.00835016j 0.038255+0.0128767j 0.00694589+0.021975j 0.00169694-0.0296476j 0.0581256-0.0201324j -0.0170488+0.0367676j 0.0405833-0.0647005j 0.017368+0.0615272j -0.0301227-0.0269025j -0.0488541+0.0396113j -0.0692394-0.0682379j -0.00182376+0.0521822j 0.074901-0.00432749j -0.0252447+0.000773257j 0.0215483+0.0322915j -0.0268751-0.00791729j 
0.0108208-0.0549555j -0.0316018+0.0606124j -0.218718-0.312379j 0.167108-0.0964852j 0.19312+0.155783j 0.0492015+0.0440309j 0.213332-0.00458714j 0.012703-0.000292624j 0.0522739+0.0482469j -0.0469259+0.0166937j 0.0581924+0.0142419j -0.0210624+0.0128817j 0.0824762+0.0278119j 0.0388306+0.00279172j -0.061782+0.0136453j -0.193513-0.114793j -0.10241+0.0347214j 0.105441+0.0705067j -0.0260663-0.0114313j -0.0406895+0.0245851j 0.0127721-0.0545895j -0.0980184+0.0410295j -0.0090805-0.0700025j -0.0224202+0.017781j 0.0705624-0.0683654j 0.070371+0.0102057j -0.0179413-0.0757574j 0.0155987-0.0268769j 0.0830235+0.0588652j -0.0233819-0.0417237j 0.114728+0.0610147j 0.114381+0.0942599j -0.0261029+0.0679521j -0.0704209-0.132682j -0.0494806-0.123953j 0.00397092-0.0207521j 0.040581+0.0287311j -0.0474371-0.0237706j -0.0557003-0.0120142j 0.0716836-0.00127332j 0.0430815+0.0129289j 0.0118356+0.00375672j 0.0158505+0.0386889j -0.0207875+0.0657103j 0.0504845+0.0346872j 0.0354519+0.00584619j -0.0355451-0.0293783j -0.0444913+0.0226673j 0.0422259-0.0117096j -0.0140328+0.030611j -0.0117986-0.00297766j -0.0480969-0.0149788j -0.00127475-0.0746294j -0.0214217-0.00218168j 0.00680403-0.0386714j -0.0191068-0.0331807j -0.0192189-0.0245637j 0.0641453+0.000633632j -0.038465-0.00889412j -0.0143171-0.0369965j 0.00264528-0.0717636j -0.0119369+0.0252007j -0.0369617+0.0119571j -0.0178709-0.0341956j -0.0435327-0.0377813j -0.084244-0.0531354j -0.0436723-0.0216903j -0.0179323-0.0325602j -0.00313691+0.014336j -0.0147206+0.0494793j 0.0140021+0.033009j 0.0570783-0.0793491j 0.0143591-0.0142232j -0.0337589+0.0312212j -0.0269095-0.0445201j -0.0346043+0.0185546j -0.0297588+0.0099197j 0.0251875-0.0109846j 0.0235787-0.00108889j 0.0261685-0.0111166j -0.10334+0.0273092j -0.0597426-0.0300936j -0.0120489+0.0237972j -0.041641-0.0268927j 0.0150375+0.0124051j 0.0485625-0.0508906j -0.0150434-0.0320802j -0.066993+0.0329614j 0.115059+0.025886j -0.0608297+0.0336275j -0.016279-0.000726053j -0.0367658-0.0296975j 
0.107765+0.00466034j 0.0497554+0.0437161j 0.118254-0.0293889j 0.106648+0.293709j -0.0759974-0.101836j -0.113679-0.0255133j -0.116273-0.16773j 0.00612113+0.0700578j 0.06271-0.0688541j -0.0927155+0.0153549j 0.0512611+0.040591j 0.044305+0.0857757j -0.0373689-0.0698552j 0.000942787-0.00161304j -0.0104315-0.0971319j 0.0401596+0.0928926j 0.117884-0.0479923j -0.0991102+0.0449682j 0.00887775-0.20537j 0.12864+0.16414j 0.164537-0.0491004j 0.0260617+0.0425424j -0.102303+0.0245563j 0.0988831+0.0278922j -0.0887321-0.114542j 0.00209892-0.11084j 0.00223692-0.00443548j 0.0497383-0.041526j 0.0258959+0.00231477j -0.0770935+0.0388081j -0.0289918+0.0562677j 0.0177481-0.00828292j 0.00734851+0.0172069j -0.0367159+0.0319129j 0.0565123-0.024332j 0.0318938+0.027044j 0.0244324+0.00686764j 0.0197745-0.0854214j 0.0457865+0.0303426j -0.0212142+0.00281185j 0.028205+0.0427374j -0.00388584-0.00600119j -0.000476907-0.00526129j 0.0532382-0.00873863j 0.00812687-0.0134904j -0.0356025-0.000117856j -0.0494853+0.00833353j -0.0316902-0.0453011j -0.0411426-0.0522215j -0.0577109+0.0582116j 0.0191077-0.00189559j -0.0191984-0.0011256j 0.0183389-0.0305326j 0.00542367+0.0718449j -0.0161273-0.0616937j -0.0550062-0.0336151j -0.0320717+0.0725136j -0.0583887-0.00587722j 0.0328033+0.0535279j -0.0164581-0.0058707j 0.0352583+0.0244179j 0.0126876+0.01751j 0.0237927+0.00883661j 0.0011702+0.0188987j 0.010454+0.0372726j 0.0413259+0.00776376j -0.00375596+0.0649074j 0.0282799+0.0139985j -0.00168547-0.0166544j 0.00765273+0.0520955j -0.00990176+0.0328378j -0.0315179-0.109175j -0.0361678-0.0578668j 0.0196589-0.0184791j 0.0907632+0.0431126j 0.00323784+0.0802855j -0.041521-0.0614393j 0.0634471+0.0163069j 0.00740515-0.00943579j 0.054223-0.0309325j 0.0675103+0.0672552j -0.039894-0.0322779j 0.00887511-0.06815j -0.0239657+0.0602097j 0.0106679+0.00490112j -0.0174089+0.0238276j -0.0521901-0.0317064j -0.0415865-0.00962602j 0.04355+0.012406j 0.00234192+0.0495249j 0.0804027+0.015356j -0.0506329+0.00706053j 
0.0671666-0.0383216j -0.0840302+0.0811879j -0.110415+0.165918j 0.0450365-0.0964169j 0.131536+0.0775407j 8.73064e-05+0.0515332j -0.0720328-0.0283233j -0.0216301+0.0466021j 0.0530139+0.0234118j 0.0272615-0.0591114j 0.00521349+0.0646041j -0.0390641-0.0510322j 0.0156407-0.00312332j 0.0486933+0.0034929j -0.0560773-0.134059j -0.00121848+0.121894j -0.00467699-0.0966505j 0.0330322+0.0299838j -0.171229+0.0588971j 0.155418-0.0664708j 0.0478601-0.214756j 0.0289901-0.00712767j -0.0125334+0.0566891j -0.0257266-0.0218293j -0.0932783+0.0203805j -0.114774+0.0223952j -0.0438814+0.0386481j 0.0367324-0.0806842j 0.0812007-0.00404448j 0.0134868+0.0162429j 0.0780765-0.0291884j 0.0688438-0.0811822j -0.0713679-0.0348833j 0.00681806-0.0207059j -0.0324626-0.0626393j 0.0418409-0.0570776j -0.00685482-0.0654883j -0.0693125+0.00646253j 0.0163507-0.0371073j 0.039071+0.00446365j -0.0475528+0.0507082j -0.0147857+0.0147991j 0.0370489-0.0283187j -0.0106304-0.015142j 0.0397457+0.0242274j 0.0378911-0.0287944j 0.0906429-0.0488085j -0.0458585+0.0320894j -0.0398056+0.0216925j 0.032289+0.0301404j 0.0062754+0.0396815j -0.0138425+0.0162128j -0.0201654-0.00217988j 0.0723712+0.00440904j -0.0386688+0.0454298j 0.0587363-0.018374j -0.0250996+0.0394937j 0.071591+0.0412953j -0.0237636-0.0224081j 0.0574121+0.0629812j 0.0304743-0.0353748j 0.0125634-0.0241608j -0.029858-0.00731811j 0.039706-0.0221745j 0.0922687+0.0111907j 0.0474952+0.0418335j -0.0419574+0.0123662j 0.0100856-0.0340857j 0.0103222-0.0565554j -0.0626216-0.0237905j -0.0331392-0.0445432j -0.0069141+0.0224921j 0.0127386+0.0231999j -0.0426351-0.0098472j 0.0213076-0.0364254j 0.0357803+0.0570015j 0.104739-0.0236416j -0.00230721+0.0430657j 0.0174039+0.0309049j -0.0209012+0.00607159j -0.0265938-0.05157j -0.0331649-0.0174033j 0.0305016+0.058186j -0.0278905+0.0468298j -0.000984848+0.0697211j 0.0495917-0.040539j -0.0251233+0.101038j -0.0485337+0.0100535j 0.0472282-0.0821763j -0.0344834+0.0368772j 0.0237581-0.00105923j 0.0803551-0.0300056j 
-0.0491883-0.0852799j -9.79184e-05-0.125046j -0.195237+0.241852j -0.332177-0.171483j 0.0655703+0.183387j -0.0102612+0.0123547j 0.0653324+0.0451064j -0.119915-0.0308304j -0.0782522-0.0954453j -0.0476018-0.0288741j -0.0165102+0.0236634j 0.000940482-0.0602084j -0.109128+0.138146j 0.0524834+0.0298517j 0.130397-0.0491517j -0.0856229-0.217993j 0.138633-0.167417j -0.0596161+0.150383j 0.0159583-0.0180598j 0.0259752+0.0254284j 0.208916+0.0157114j -0.00443899+0.0286124j -0.0853297+0.0187124j -0.0548133-0.0813799j 0.00195255-0.0183385j -0.0250817+0.0327982j -0.0270208-0.000831775j 0.0487619+0.0935196j -0.0350951+0.0341812j 0.0261473-0.0996267j -0.0318059+0.0484813j 0.0187702-0.0284906j -0.0301506+0.0351595j 0.00227793+0.0131877j 0.0158707-0.0316977j 0.0227284-0.0133665j -0.0158298-0.0109348j 0.00039964-0.0275404j -0.0568032+0.00596768j -0.0518223+0.0714148j 0.0152342-0.00784639j 0.0537124+0.0244534j -0.0309782+0.00406283j -0.0251821-0.0173816j 0.0130377+0.0523209j 0.00926845-0.00628512j -0.0395206+0.00203227j 0.00200233-0.00784713j -0.00152904-0.102308j -0.0298801-0.00346826j 0.0213923+0.0243468j 0.0214511+0.00457599j -0.0167632+0.00326627j -0.0382488+0.00587048j 0.00611262-0.0296547j -0.00175128-0.00878599j -0.0168237+0.00640251j -0.0040074+0.0360076j 0.0103399+0.0138489j -0.052032+0.00600399j -0.0258632+0.0101104j 0.00192271-0.0175189j -0.0101222+0.0187019j 0.0194562-0.0130406j -0.03654+0.0259214j -0.0449962-0.00753582j 0.00170375-0.019012j -0.00896385-0.0463447j -0.0441617-0.0647142j -0.0272672+0.0256723j -0.0114196-0.0191392j -0.00593292+0.0567082j 0.00707691+0.0644126j -0.0064703-0.0212418j -0.00984299+0.0386365j -0.00946928-0.0107478j 0.0470814-0.0238184j -0.00428903-0.00463478j -0.0156117-0.00931181j -0.0531416+0.0454782j 0.016674-0.0308281j 0.0233827-0.0130668j 0.0364621-0.00521016j 0.0639849+0.00807529j -0.0207933+0.0592604j -0.00550352+0.00452595j -0.0355025+0.107606j 0.084827-0.0909345j -0.0963359+0.0298808j -0.0379566+0.0173556j 0.00550486-0.0352598j 0.0395112-0.00319099j 
-0.108012-0.416816j 0.307555-0.0242823j -0.109048-0.0808622j 0.0108039+0.0763916j -0.122867-0.181312j 0.00478343-0.115062j -0.0232524-0.0252991j -0.071671-0.00285701j -0.0471986+0.179889j -0.0126081+0.00122729j -0.0931825+0.0872206j 0.00807315+0.200542j 0.105079-0.102099j -0.0627163-0.0896885j 0.162694-0.0425537j -0.108673-0.0475528j -0.100792-0.0617663j 0.0635903-0.000701392j -0.0234325-0.044264j -0.10033-0.052588j 0.00368781+0.0174645j 0.041136-0.019075j 0.0434795-0.00361666j -0.0150419+0.0210941j 0.0389402+0.121153j -0.0449791-0.0561537j -0.00773166+0.00830192j 0.0744078-0.0803261j -0.02014+0.0208845j -0.0358862+0.0392959j 0.0123197+0.0365796j 0.0499511+0.0379974j 0.0368823+0.0538792j 0.0297083+0.0316001j 0.0419965-0.0335401j 0.00328677-0.0202913j 0.0443074+0.0348865j 0.0157814-0.0367182j 0.0550978+0.0259325j 0.0401703+0.0322637j -0.0636711+0.035781j -0.028458-0.0201016j 0.0128473+0.0362795j 0.0569181+0.00302389j -0.0499307-0.0142281j 0.0164489+0.00668735j 0.0542698-0.0700017j -0.00148681-0.0360867j -0.0165304-0.00804677j 0.0307722+0.0105509j -0.0166458-0.016882j -0.0448726-0.0348015j 0.000114113-0.0750145j -0.0153078+0.0167109j -0.0245515-0.0512944j 0.00441286-0.0616033j 0.00821696+0.0336352j -0.0100755+0.016532j 0.0107231+0.0418185j -0.0258436-0.0189013j -0.0312077+0.0280535j 0.0158002+0.026882j 0.0262187-0.0218535j 0.0255394-0.00292801j -0.00819646-0.0106194j 0.0347747-0.0263023j 0.0633162+0.0217095j 0.035462+0.0239342j -0.0293439-0.0527424j -0.0266103-0.00503243j 0.0701988-0.00276572j -0.107867-0.0125048j -0.0456199+0.0200131j 0.0190444+0.0107884j -0.00700732+0.00967725j 0.0303728-0.0266685j -0.0481528-0.0204181j -0.0094062+0.0137665j 0.0124305+0.0449726j -0.02804+0.0450766j 0.0108228+0.0219743j 0.010228-0.0189152j 0.0462874+0.00725148j 0.000495774-0.0705531j -0.00488584+0.038653j -0.0429099-0.0245426j 0.00334648+0.139703j 0.0348243-0.064587j -0.0244098+0.0286744j -0.0233481-0.0315254j -0.112443+0.0172831j 0.014097-0.0211594j 
