-0.0225281-0.00540259j -0.00415435+0.00445498j -0.0203904+0.00125789j -0.0146537-0.00483358j 0.00835396+0.00232171j 0.0241233+0.00310865j 0.0251827-0.00149512j 0.0183216-0.00351332j 0.00256151-0.000477921j 0.0106848-0.00280755j -0.00583429+0.000921756j 0.0206483+0.000759663j -0.00401692+0.00410027j 0.00627946+0.00314191j 0.00392927-0.000673264j -0.0103437-0.000493651j 0.0134301-0.000973373j 0.00770199-0.00074138j -0.0242545-0.00229461j -0.00258617+0.00209755j 0.00992404-0.00138594j 0.0121779-0.00181954j -0.00487546+0.000246533j -0.0169636+0.00111769j 0.00814384-3.83331e-05j -0.00337044+0.00250183j -0.0108203+0.000218823j 0.0263883-0.000925088j -0.0187486+0.00053577j 0.00558355-0.000989524j -0.00104826-0.00183271j -0.00173348+0.000420857j -0.0166162+0.00135002j 0.0220917+0.000988202j -0.0152058+0.000507722j -0.00832022+0.00157482j 0.0159097-0.00263211j -0.00331192+0.000240665j -0.00336444+0.000365617j -0.0174004+0.00176628j -0.00401237+0.00311574j 0.00180594+0.00153121j -0.00422302-0.00120436j -0.000227064+0.00225263j 0.0363219-0.00040428j -0.0126344+0.00679437j -0.0160255-0.000282301j -0.0162791+1.16752e-06j 0.00818747-0.000502149j 0.020574-0.0107287j 0.0511022-0.000670317j -0.0332537+0.00897372j -0.0331981-0.00976375j 0.0385347-0.0005971j 0.350974+0.0271297j 0.797514-0.0143095j 
-0.0122471-0.00192611j 0.0153386-0.00250413j 0.0240713+0.000713152j -0.0249334+0.000330168j -0.0402775-0.00187691j 0.0134107+0.0016288j 0.123814-0.000225248j -0.0434019+0.00206253j 0.0586173-0.00125174j 0.0940467+0.00140114j 0.0271578-0.00025576j -0.0788279+0.000548664j -0.052476+0.00137193j -0.00895085-0.000141239j 0.054226-0.00150905j -0.0275363+0.000206179j 0.170996+0.000147987j -0.162428-0.0012167j -0.0341548-0.000466783j 0.0446981+0.000752003j -0.207592+0.00141908j 0.0822254-0.00284723j 0.0696228-0.00081078j -0.266167-0.000716552j -0.100432+0.00139426j -0.0805542+0.0016657j 0.124217-0.00141181j 0.215774+0.00286754j 0.00576153-0.00199381j 0.0710632+0.000960923j -0.15932-0.000529437j -0.229009+0.00035064j -0.00860747-0.0013197j -0.181925+0.00154832j 0.276726+0.000371169j -0.419634-0.000683676j 0.180538+0.00206421j -0.123113-0.00132731j -0.0126971-0.000668788j -0.0530726-0.0020088j -0.214194-0.000593785j 0.171286+0.00128176j -0.0777819-0.00299155j 0.0433649+0.00115608j -0.0262781-0.00153306j 0.0828967+0.00209173j -0.0198622-0.000460604j 0.123082+0.00353836j 0.0234446-0.00148801j -0.07065-0.00200276j -0.00805823-0.000252358j -0.00377903-0.000802157j -0.00984227-0.000824841j 0.0129539-0.00236395j -0.0148746-0.00127641j 0.00164461+0.000725244j 
0.00349462-0.000663804j 0.0128626+0.00232021j -0.046703-0.00285096j 0.00624215+0.00253932j -0.129965+0.00251044j -0.00419621+0.00159262j -0.0270638-5.87007e-05j -0.099498-0.000305153j 0.0434508-0.000310284j -0.0789396-0.000969526j 0.00250246-0.00149422j -0.191974-0.00187625j -0.0124153-0.000725237j 0.0929578+0.00159205j -0.0641431-0.00139576j 0.0227306+0.00116538j -0.0144604-0.00193966j 0.00639974+0.000477909j -0.0830881-0.000322934j -0.0858741+0.0018637j 0.0288065-0.00309007j -0.0604427+0.0010785j -0.123157-0.00240697j -0.24346-0.00157138j 0.217677+0.00132328j 0.0601875-0.00322157j -0.143686-0.00120116j -0.131884+0.00258613j -0.108257+0.00208j -0.0218242-0.00113204j 0.0887996-0.00134509j -0.188662-0.000593078j 0.186965-0.00128076j 0.102686+0.00149409j -0.448551-0.000484691j -0.142311+0.0010158j 0.189425+0.00129164j -0.196213+0.00292602j 0.203128-0.00133415j 0.230316-0.00143964j -0.0321328+0.000482972j 0.0650776+0.000729927j 0.141554+0.00209992j -0.0469283-0.00315379j -0.029293-0.0044368j 0.155725+0.00199943j 0.127342+0.00202209j 0.00824869+0.00122185j -0.0708228+0.00371339j 0.0127293-0.00116786j 0.0264376+0.0015972j 0.00889946-0.00258031j -0.00149344-0.00104105j -0.00452723+4.95182e-06j 0.000652101-0.00044612j -0.00374396-0.000719171j 
0.00303212-0.00594051j 0.0161956-0.0012328j 0.040174+0.000195131j 0.00406677-0.000360003j -0.0144124-0.000205378j -0.0467505+0.00333689j -0.037902-0.00131185j 0.00712042+0.00142949j -0.0238255-0.0005166j -0.0528263+0.000897274j -0.0196884+3.67392e-05j -0.0361443-0.000176189j -0.0104884+0.00187853j 0.0253605+0.00157059j -8.32053e-05-0.00154527j -0.187063-0.000313203j -0.253895-0.000358044j -0.0501061-0.00203478j 0.0209564-0.00158026j -0.0346579+0.00321756j 0.0136208-0.000477464j -0.0863454+0.0012604j -0.129591+0.00226551j -0.066025-0.00139881j -0.165666-0.00199549j 0.415103+0.000783095j 0.0880613-0.00206994j 0.207361+0.000463654j -0.224064+0.000494199j -0.107455+0.00139888j 0.0431095+0.000993691j -0.047024-0.00179873j -0.453908-0.000734568j -0.0897219+0.000774929j -0.0415688+0.000459458j 0.0895163+0.000399032j 0.0711072+0.00171282j -0.0531993-0.00180088j 0.0045858-0.000805443j -0.0838659-0.00118518j 0.237576+0.0046407j 0.211973+0.00374283j -0.0282518-0.00182632j -0.163127+0.00247532j 0.041609-0.00238882j 0.116606+0.00441605j 0.0172118+0.00142465j 0.0587627+0.00178681j -0.0144654-0.00215783j -0.00958288-0.000609578j -0.00483992-0.00145947j -0.00969389+0.000219741j 0.0168281+0.000263909j -0.000208986-0.000597511j -0.000216981+0.000277032j -0.0124379-0.00291965j 
-0.0125493-0.00316552j 0.0186258+0.0028066j -0.0993816-0.000447332j 0.0116818+0.00167j -0.257319+0.00172529j -0.113043+0.000512388j -0.0590083-0.00220717j -0.0277203-0.00114929j 0.135673-0.0019864j 0.0736127+0.000858284j 0.168784-0.00153053j 0.0403421-0.00101827j -0.148708+0.000505317j 0.153823+0.000819444j -0.0969325-0.00111195j 0.00760684-0.000686219j 0.038433+0.00066706j 0.0879181-0.0020552j 0.244394-0.0001689j 0.150717+0.00345089j 0.0563604-0.00109436j -0.0254258-0.00269073j 0.249522+0.000564873j -0.0390995-0.000213358j -0.142345-0.00160901j -0.108595-0.000481674j -0.079116-0.000474955j -0.0635357-0.00091369j 0.201567-0.000488606j -0.0488875-0.000811998j -0.0867692+0.00208587j 0.109624+0.000261664j -0.116252-0.000166087j 0.167947-0.00116655j -0.00394623-0.000851917j -0.140381+0.00189261j 0.26419-0.000276768j 0.149992+0.000396226j 0.139173+0.000896035j 0.0050552-0.00299334j 0.384411+0.00299316j -0.130669+0.00300755j -0.00577579+0.00152353j 0.0593626+0.0021113j -0.112631-0.00163436j 0.0855388+0.0017709j -0.0822336+0.00201572j 0.0174487+0.00261147j -0.0454314-0.00103077j -0.0511577-0.00146173j -0.0322586-0.00271443j -0.0172683-0.000969312j 0.0125599-0.000593545j 0.0131376-0.000197691j -0.00278147+0.00262283j 0.00740215+0.0014037j 
-0.0159973-0.00180725j -0.00116834-0.00450457j 0.0527293+0.00322528j 0.00565568-0.00112033j 0.0704536-0.00364388j 0.0342703+0.0011888j -0.0083062+0.000788409j 0.0461024+0.00159158j -0.074431+0.000100033j -0.0260055+0.00112513j 0.135971+0.000258079j 0.156785+0.00114976j -0.155981+0.00132373j -0.00872574-0.00137222j 0.224832-0.00137646j 0.0616613-0.000709062j -0.222269-0.000256442j -0.144118-0.000723937j 0.0683722-0.00090633j 0.160562-0.00133524j 0.142671+0.00230818j 0.0578876+2.44537e-05j 0.0697253+0.00113072j -0.186295+0.00101173j 0.0933717-0.000210821j 0.0403735+0.00272325j -0.0562529-0.00228292j -0.027746+0.000131921j 0.173842-8.99727e-05j -0.221692+0.000180465j 0.259479+0.000688879j -0.0430595-0.000486718j 0.136694+0.000554006j -0.112665+0.0011641j -0.346753-0.000447583j -0.211247-0.000381269j -0.100384+0.00118762j 0.172311-0.00107534j -0.258996-0.00117488j -0.201345+0.00024362j -0.028908+0.000116953j -0.0806417-0.000609846j -0.204227-0.00288481j -0.0043809+0.00281551j 0.0362587+0.00177282j 0.0437063+0.00261542j -0.0108883-0.00061815j 0.128555+0.00175968j 0.0280116-0.00374932j 0.0152976+0.00104568j 0.0124962-0.00122376j -0.0263056+0.000153676j 0.00640713+0.000882043j 0.0111012-0.0010322j -0.00685533-0.000786062j 0.00182209-0.000153997j 
0.0160527+0.000404858j 0.00122563+0.00277929j -0.00674213-0.00119078j 0.0280627+0.000206341j -0.0467951+0.00180674j 0.0577159-5.62688e-05j -0.0428192-0.000154616j -0.0567314-0.000255402j -0.0380562+0.000111022j -0.0964073-0.000342704j -0.0316057+0.000356205j 0.0624325-0.00276153j -0.0665141+0.00131146j 0.0987308+0.00125936j 0.0202883-0.000188341j 0.232837+6.46238e-05j 0.177444-0.00110846j 0.0605036+0.00198041j -0.0124509+0.000300566j 0.0431089+0.000628693j -0.110138+0.000444173j 0.228746+0.000434513j -0.0710162-0.000528627j -0.104129-0.00053373j -0.159166-0.00121854j 0.332846+8.05808e-06j -0.0640753+0.000160426j 0.0168445-0.00053712j -0.244087+0.000900254j -0.38073+1.92359e-05j -0.122912-0.000548072j 0.184274+0.00259618j 0.0381393+0.00187921j -0.0108716-0.00103071j 0.0614448+0.000636463j -0.0631558+2.28147e-05j -0.10178-0.0017026j 0.289335+0.00229008j 0.277518+0.0016407j 0.00396451+0.00195683j -0.20754-0.00135092j -0.0779526-0.000862392j -0.0437169-0.000959229j 0.143831-0.00206092j -0.0602206-0.00106658j 0.0300363+0.000779049j 0.0292557-0.00112803j -0.0156592-6.40217e-05j -0.0255292+0.0013017j 0.0468695+0.00163973j -0.0161502-0.000497046j -0.0195913-0.0010978j 0.0123384+7.02857e-05j -0.00324096+0.00112966j 0.00744569+0.00060397j -0.00548072-0.000685793j 
-0.0258271-0.00310278j 0.00663719-0.00344495j 0.0245952+0.00471394j -0.00678374+0.000695253j 0.0760721-0.004917j 0.0679365+0.00178065j 0.058513-9.97447e-06j 0.133524+0.000502949j -0.0512732-0.000127638j -0.0462455+0.000169682j -0.0504989-0.00218047j -0.0819827+0.00263391j -0.067699-4.47866e-05j -0.13848-0.00217194j -0.199494+1.63935e-05j -0.102578+0.00100254j 0.128668-0.00170877j -0.070158-0.000601144j 0.279382+0.00255033j -0.0276509-0.0031924j 0.219209+0.000862631j 0.231971-0.000220932j -0.000760112-0.000135651j -0.0973203+0.00045292j 0.0977764-0.000630953j 0.00932486-1.48719e-05j 0.155295-0.000681839j -0.349594+0.00156265j -0.00579935-0.000621573j -0.113139+0.000244251j 0.0283956+0.000234264j 0.0488816-0.000722628j -0.139858+0.000249584j 0.0671558+0.00271405j 0.10648+0.00203261j 0.0402545-0.0011624j -0.051795-0.00199417j -0.322576-0.00109592j 0.250035-0.00203481j -0.22647-0.00213303j -0.066114-0.000197594j -0.151251-0.00302073j -0.0251529-9.29112e-05j -0.0439697+0.00280264j 0.146604+0.00301645j 0.0347082-0.00389846j 0.018555-0.00240005j 0.0649882+0.000242289j 0.0326558-0.00347265j -0.0158413-0.00112717j 0.0243871-0.0012175j -0.0194573-0.000380788j 0.0103846+0.00178298j -0.00968895-0.00435227j -0.0128111-0.000443374j 0.00674225+0.00207723j 
0.0036787+0.00447677j -0.00694095+0.000248736j -0.0344055-0.00178808j -0.0115013-0.000112534j -0.0537109+0.000716645j 0.0443417-0.00252693j -0.014019+0.00221381j -0.103304-3.0787e-05j 0.0300754-0.000604304j -0.00868259+8.91408e-05j 0.0193022+0.000381646j 0.17402-0.00109854j -0.103196-0.000281021j 0.0417714-0.00031403j -0.139249+0.000855447j 0.0394792-0.000890247j 0.0209369-0.000377748j 0.439329+0.00125574j -0.0660694-0.00010155j 0.0686236+0.000693291j 0.0419056+0.00166439j -0.126557+0.000602856j 0.190645-0.000308083j -0.232638-0.000245197j 0.0736944+9.46445e-05j 0.0714312+0.00156386j -0.0365803-0.000196194j -0.229459+0.000120076j -0.0159594+0.000823264j 0.0608251-0.000175997j 0.282737-0.000106594j 0.115225+0.00109312j -0.306249+0.00119175j -0.119261-0.0012719j 0.177713+0.00143377j -0.0350905+0.000461115j 0.0186501+0.000345936j -0.111576+0.00103654j -0.160662-0.00129717j 0.219994+0.000820231j -0.163971-0.00214037j 0.0136604+0.00065081j -0.16425-0.00356291j -0.0450241-0.00226544j -0.0203133+7.91278e-05j 0.0134243+0.00123089j 0.011348-0.00048032j -0.00246482+0.00113264j -0.0269556+0.00142681j 0.0617448+0.00284226j 0.0122189+0.000297463j -0.00675093-0.00199019j -0.000281401-5.74247e-05j 0.00937411+0.00235674j -0.00010511-0.00142121j 0.00219632+0.00082545j 
0.00643765+0.000899746j 0.00760313+0.00220312j -0.0124293+0.00011449j 0.00412591+0.00101008j -0.027833-7.49251e-05j 0.104497-0.000238608j 0.12705+0.000477069j -0.00649759+0.000334624j 0.0676563-0.000375408j 0.219676-0.0011341j 0.0205589-1.12216e-05j -0.133795+5.84022e-06j 0.00282401-0.00105992j -0.0666945+0.00088296j 0.00449354+0.000714376j -0.105311+0.00173058j 0.0381935-0.000361049j 0.0384456+0.000195559j 0.0871294-0.00010427j 0.011874-0.00117476j -0.178837-0.00117054j -0.166611-0.000714733j 0.0689056+0.00043841j -0.0929603-0.000316777j -0.0116643-0.000552901j 0.0706851+0.000653937j 0.357455+0.00149954j 0.234212-0.000490246j 0.014803+0.0015401j -0.176817+0.00187614j 0.0138419-2.70624e-05j 0.491743+0.0030716j 0.169605+0.0014398j -0.00880035+0.000699575j -0.195887+0.00180778j -0.0321959-0.00130138j 0.0358522-0.00110472j -0.246027-0.00167639j -0.112104-0.000664685j 0.0597954-0.000452172j 0.0569962-0.000400167j -0.0761913-0.00334352j -0.0194053+0.00223956j -0.028791-0.00186575j -0.0362472-0.00147928j -0.11564-0.00506342j 0.0666949+0.000969266j -0.0305066-0.000658904j -0.0108493+0.00158073j -0.0100149-0.000821268j 0.00528482+0.000887595j -0.0125129-0.0010369j 0.00894405+0.000138403j -0.00972883-0.00110667j -0.00220028-4.67272e-05j 0.000297647+0.00152927j 
0.00527283+0.00204466j -0.0117065+0.00276031j -0.0346201-0.00103971j -0.0122161+0.000703207j 0.0215464+0.00139765j -0.0961847-0.00214404j -0.0695449-0.000416746j 0.0947426-0.00066358j -0.0326228-1.41463e-05j -0.0895721-0.000379827j -0.00563361-0.000433726j 0.0275107-0.000446215j -0.153143-0.00224058j 0.0498956+4.18942e-05j -0.190804+0.00128639j -0.143614-0.000752352j -0.162747+0.00148458j 0.0606426+0.00147617j 0.00150896+0.00241606j -0.0504793-0.000506744j -0.214399-0.000694693j 0.223934-0.0031501j -0.0922151-0.00165235j 0.0456313-0.00105299j -0.277724+0.00251551j 0.295816-0.00200363j 0.140566-0.000622319j 0.0416501+0.000614766j 0.16937-0.00150119j 0.0680051-0.002436j 0.369521-6.41148e-05j -0.13995+0.00240473j 0.331311-0.00158771j 0.237683-0.00144697j 0.168491-0.000240453j 0.047244+5.34652e-05j 0.105197-0.000665171j -0.0252612+0.000562345j -0.0542278-0.000128897j 0.0105814-0.00095385j -0.0234556-0.00187919j -0.0879832-0.000866751j -0.0269795-0.000514801j -0.0545504-0.00186345j -0.0436445+0.000503051j 0.0367004-0.000845011j -0.052667-0.000367489j -0.0155828+0.000872846j 0.00640457+0.000584646j 0.0123628+0.00019275j 0.0157183+0.000797799j 0.0306157-0.000408668j -0.0214293-0.000187223j -0.0136701-0.00108209j 0.00505988+0.00109691j 0.00644006+0.00131779j 
-0.00711111+0.000522566j -0.0188995+0.000390884j -0.0160114+0.00159079j 0.0500882-0.000598197j -0.0572652+0.000395621j -0.0708928-6.85941e-05j 0.044958-0.000350166j -0.0331677-0.00109636j 0.0378797+0.000813903j -0.0385487-0.000497072j 0.0409373+0.00182704j -0.177781-0.00081623j -0.0601747+0.000505153j -0.183044+0.00125728j 0.125378-0.00157585j 0.0119833+0.00164558j -0.22014-9.97862e-05j -0.134009-0.000261996j -0.109649-0.000248306j 0.222403-0.00182467j -0.218659-0.000262764j -0.108387-0.00128942j -0.0791015+0.000413031j 0.00772573-0.000407826j 0.0501023-0.00108522j 0.12467-6.49217e-05j -0.273477-0.000581445j -0.340786-0.000382225j -0.16202+0.00130482j 0.160945-0.000171738j -0.0899438+0.000488124j 0.224176+0.00359004j 0.173382-0.000188777j -0.21392-0.00117456j 0.139346+0.000334269j 0.14976-0.00105475j 0.292788+0.00326738j -0.0493486+0.00203008j 0.00319291-0.000341487j -0.155562+0.000122632j 0.0223111+0.00152673j -0.0442128+0.000453705j -0.137171-0.00118591j 0.0229037-0.000403238j 0.000934906-0.00164671j -0.0167537+0.000689265j -0.00813959-0.00079068j 0.0246999+0.000406385j -0.03261-0.00100876j -0.00513395-0.00116309j -0.0128135-0.00205225j -0.00895832+0.000604809j -0.00461143-0.000251905j 0.00657786+0.000591087j 0.00533223+0.00272509j 0.0104986+0.00110995j 
-0.0357316+0.00113715j -0.0190341-0.00503185j -0.052761+0.00244457j 0.02727-0.000993034j -0.0807205-0.00198873j -0.037578+0.000826141j -0.0331434+0.000677699j -0.0979176-0.00170884j 0.0964235-0.000470282j -0.0178191+0.000478777j 0.102129+0.00238753j -0.00313367+0.000303799j 0.0580422+0.000262919j -0.291937-0.00166578j -0.14186-0.00122925j 0.203257+0.000715599j 0.135797-0.000883097j 0.263844-0.000985361j 0.112965+0.000369316j 0.240372-0.00314245j -0.0524016+6.21757e-05j 0.00259856+0.00254688j -0.297903+0.000580104j 0.22077+0.000233906j -0.203287-0.000136725j -0.160267+0.000698441j 0.120661-0.00133096j 0.112174+0.000128261j -0.0370711-0.000583256j 0.0264435+0.000450975j 0.270933-0.000986316j -0.0361606-0.000109664j 0.0159736-0.000123967j -0.261013+0.000481803j -0.158449-0.000145802j -0.078037+0.000260089j 0.0350756+0.00359167j 0.0550457+0.000706831j 0.193434+0.00151186j -0.039605+0.00263521j 0.027555+0.00246869j 0.0527116-0.000821953j 0.0274108+0.00059797j -0.0484202+0.0012007j 0.126163-0.000818356j -0.029966+0.000809345j 0.00825385-0.00101993j 0.0348974-0.000847574j -0.042335-0.00141979j -0.00240674-0.00030194j 0.0368676-0.000960181j -0.0105931+0.000173387j 0.00560042+0.00053917j 0.0195154+0.00144907j -0.00721265+0.000305346j 0.0145392+0.0017785j 
0.0162703+0.00317684j 0.00413867+0.000705083j -0.0147436-0.0016163j -0.0901759-0.000386664j 0.0595756-0.00157857j 0.116646-0.00209822j 0.0339673+0.000157917j 0.0483136+0.00164726j 0.0241689-0.00368649j 0.314629+0.000256043j -0.0463572-0.00242512j 0.0407105+0.000949059j -0.150296-0.00277893j 0.125549-0.00408741j -0.123769+0.000954169j 0.127171+0.00156024j -0.217429+0.0009359j -0.0222443-0.00138582j 0.0242822+0.00205137j -0.0545824+0.00307591j 0.0840858+0.000688634j -0.180376+0.00162277j -0.25953+0.0007726j 0.3301-0.000773031j 0.166978+0.00318248j -0.0323912+0.000214881j -0.00188428+0.00126238j -0.094972+0.00255004j -0.131884-0.00196902j -0.0971953+0.00272445j 0.043857+0.00115828j 0.0758098-0.000813424j -0.0490563+9.5477e-05j 0.225888+0.00237903j 0.146507+0.000362786j -0.371087-0.000181606j 0.101246+0.000654688j 0.0844681-0.00300988j -0.00253254-0.000528043j -0.130176-0.00455247j -0.0778856-0.00155486j 0.102363-0.00155873j -0.0305901-0.000528018j -0.0533943-0.000177933j -0.0757402+0.000157205j -0.014761-0.00222844j 0.0628289+0.00183897j -0.0267433+0.00271581j 0.0297108+0.00160495j 0.00367791-0.00138327j 0.0231341+0.00275179j 0.0110028-0.00255218j -0.00938923+0.000461207j -0.0259657-0.0033263j -0.00287436-0.0021058j -0.00194991+0.00130383j 
0.0234366+0.00303802j -0.0231979-0.000229018j 0.0678054-0.000100854j -0.0407086-0.00216013j 0.113706-0.00207087j 0.10157-0.000690471j 0.0830501-0.000274945j -0.0710727+0.00208518j -0.0972216-0.00218194j 0.0541411+0.000808695j -0.236097-0.000754411j -0.134596+0.000584359j 0.0599054+0.00153393j 0.0855493-0.00272446j 0.182876-0.00144199j 0.146609+0.000530442j 0.0952797+0.00054116j 0.0298813-0.000853374j -0.0325598+0.00121938j -0.00301122+0.00231654j -0.223605+0.0014385j 0.302685-7.40639e-05j 0.184233+0.000121098j 0.337911-0.00162008j 0.0531822+0.00326851j 0.221914-0.000620082j -0.111649-0.000710437j -0.0186027+0.00253343j 0.34643-0.00103086j 0.1028-0.0014442j 0.00947315-0.000203192j 0.0841429-0.000394617j -0.203256-0.000753748j -0.0889619+0.00129357j -0.179855-0.00112019j -0.111711+0.00244304j 0.0546838-0.000487693j -0.133175+0.000219551j 0.0550317-0.00113765j 0.0147604-0.00208764j 0.0616155+0.000561153j 0.00226031+0.0010064j -0.0298449+0.000216059j -0.0891611+0.00110049j -0.00211635+0.000801481j 0.0556054+0.000257169j 0.0584434+0.000938532j -0.0192352+0.000483137j 0.0337866+0.00127448j 0.0300757-0.00134596j -0.0241039-0.00052774j -0.00821584-0.0016573j -0.0196785-0.000428099j -0.00747649-0.00143166j 0.00811881-0.000276236j -0.000650851-0.000415617j 
-0.00659262-0.0017803j 0.0304062-0.00094113j -0.0381653-0.000300812j -0.0405425-0.000614414j -0.1672-0.000331588j 0.0264282-0.000102166j 0.0649854-0.000681887j -0.0699929-0.000200133j 0.138858-0.00274965j 0.0481606+0.00231425j -0.133248+0.000744179j -0.0612163+0.00070344j -0.0742928+0.00285626j -0.0591198-0.000978567j -0.255647+0.000141383j 0.0245559-0.000796299j 0.31008+0.000900783j -0.208873-0.000785989j -0.319092+0.000810281j -0.072251+0.00204189j 0.0937022+0.000150135j -0.0237664+0.000341573j -0.332673+0.0012308j -0.100947-0.000273909j -0.0993667+1.60147e-06j -0.0422282+0.00140569j -0.211218-0.00200127j 0.0401987+8.55718e-05j 0.35946-0.00147786j -0.158059-5.6897e-06j 0.0665429+0.00187964j 0.14052-0.000284714j -0.0965859+0.00187132j 0.0640301-0.00245531j -0.0122168-0.00143686j 0.166913+0.000305848j 0.0852625+0.00161858j 0.018946-0.000727409j -0.17923+0.000549796j -0.0925302+0.000818478j -0.0430083+0.000531345j 0.00897568+0.00077781j -0.0330697-0.000551962j -0.0371109+0.00210666j 0.00611698+0.00204721j 0.0455994+0.000832675j -0.00290321+0.000483474j -0.0014451+0.000298415j -0.0151551-0.00239675j -0.0136542-7.15243e-05j -0.0214717-0.00113876j -0.00619252+0.000364363j 0.0203675+0.000659319j 0.0059367+0.0010823j -0.00809078-0.00144086j -0.00651318-0.000457193j 
0.000760967-0.00135256j -0.0146967-0.000413001j 0.0459857+0.00188729j 0.0329813-0.000847593j 0.0752734-0.00121433j -0.0692055+0.00138887j -0.0479403-0.000738123j 0.0171844-0.000152431j -0.0783576+0.000613984j -0.147346+8.70131e-05j -0.155005-0.000222868j -0.0992244+0.0007537j 0.137149+0.00138754j -0.18743+0.000292945j -0.291488-6.64684e-07j -0.163974-7.79846e-05j 0.0121537-0.00122022j 0.258593-0.00126593j -0.133251+0.000842611j -0.123836+0.000649771j 0.0890103-0.00191988j -0.227992+0.0022284j 0.250302+0.000402912j 0.171957-0.00227283j 0.180853-0.000841162j 0.124323-0.000803342j -0.0248598-0.00129352j 0.0983547-0.00063509j 0.102493+0.00178059j -0.371431-6.43216e-05j -0.125863+0.000268339j -0.165073-2.81686e-05j 0.159075+0.000212491j -0.183097-2.48255e-05j 0.0711212+0.000197157j -0.113595+0.00171984j 0.143649-0.000695896j 0.0762667+0.000166844j -0.0476524-0.00045796j -0.0469855+0.000206409j 0.0105815+5.31799e-05j -0.0864857-0.00097204j -0.0464244-0.000446541j 0.0535267+0.000399032j 0.0289369+0.000861333j 0.0184964+0.00081414j -0.0270286-0.00103117j 0.0271099-8.77401e-05j 0.0097207-0.000235636j -0.012439-0.0012205j -0.00297818-0.000378669j -0.00379384+0.000752803j -0.00424963+0.000146475j -0.0023888-0.00079733j 0.00592157+0.00181757j 0.00209367-0.000859985j 
-0.017984+0.00037646j -0.00451454-0.00110771j 0.0940956-0.000895053j 0.0100184+0.00317734j 0.217751+9.76322e-05j -0.00152737+0.00316956j 0.175891+0.000214114j 0.0494961+0.00506205j -0.108078+0.00430718j -0.0742434-0.000695403j 0.0748518-0.00114902j -0.0371273+0.000233081j -0.103408+0.000110389j -0.0413836+0.0027965j -0.155297-0.000633803j -0.107674+0.000896131j 0.239147-0.00127846j -0.079111+0.000995413j 0.406965-0.00370901j 0.119242+0.000761454j -0.170804-0.00111082j -0.0214667+0.00131008j 0.0115023+0.000396083j 0.0456546+0.00237042j 0.251908+0.000963417j -0.00818038+0.00142202j -0.385439+0.00203932j 0.28006-0.00144012j -0.113475+0.00286379j -0.00157385-0.000574935j 0.191011-0.00115079j 0.0215454-0.00103234j -0.0200564-0.00189986j 0.0925173+0.00231956j 0.0577112-0.00111089j 0.109915-0.00456328j 0.0555566+0.00154069j 0.0438977-0.0012929j -0.0494776+0.00138367j 0.0643984-0.00184049j 0.0153229-0.000172561j 0.0475361+0.000717238j -0.0114959+0.000411978j 0.0891694-0.00344059j -0.0111002-0.0026591j 0.0162494+0.0028244j 0.0671784+0.00176322j 0.0264271-0.000819361j 0.0324315+0.00406845j -0.0045078+0.000357734j 0.00521203+0.000802506j -0.0184497-0.00169376j -0.0102263-0.00198726j 0.0119649-0.000597171j -0.00470384-0.00219111j -0.000336026+0.000346692j 
0.000294516+0.00199932j -0.00552596+0.00102145j -0.0464057+0.000548907j -0.032155-0.00136327j -0.160289-0.000812599j -0.100756-0.00353099j 0.0740132+0.000172049j 0.0637116-0.00116895j 0.0559168-0.00311185j -0.0369579+0.00276064j -0.0880641+0.000900039j -0.115413+0.00104711j 0.0904192+0.00129042j 0.0846337-0.0014922j 0.0800746+0.000878274j -0.3395-0.000247848j -0.0691221+0.00228731j -0.0118962-0.000244792j 0.00638738-0.000172148j -0.123498+0.00119957j -0.243831+0.00364536j -0.026623+0.00057989j 0.18181-0.00078048j 0.151429-0.00135289j -0.310024-0.00111883j -0.332965+0.00225519j -0.222699+0.000692683j -0.143326-0.000751751j -0.164244+0.000122488j -0.264863+0.000398398j 0.171551-0.000167603j 0.0157611-0.000467806j -0.0515435+0.00199986j -0.0102367-0.00191144j -0.109898+0.000223074j -0.0521498+0.0020085j -0.132316-0.000333683j -0.0369455-0.000327563j 0.0355555-0.000440362j -0.0852354+0.000429248j -0.145841+0.000310276j 0.0491205-0.000648719j 0.0279834-0.000539127j -0.0302627+0.00114035j 0.0144262+0.00171999j 0.0306112-0.000593728j 3.48732e-05-0.00150243j -0.0166227+0.000217044j 0.0148942-0.00161907j 0.0107147-0.000148673j -0.0351597-0.00255286j -0.0080448+0.000171498j -0.00273885-3.20277e-05j 0.00771933+0.00084626j -0.000129308+0.000523175j 0.00496237+0.00165964j 
