0.0840437-0.0502772j 0.0210897-0.017661j -0.0320204+0.0735871j -0.0223485+0.108496j 0.0544598-0.0486002j -0.0145391-0.0150506j 0.00653719+0.0363095j 0.015552-0.11224j 0.0212105+0.0445403j 0.00862094+0.0602578j -0.03057+0.051278j 0.00254258-0.0897405j -0.00275793+0.0434685j 0.027872-0.0235758j 0.00909053-0.0233887j -0.000200312-0.0325647j 0.00854931-0.0242929j 0.0229195-0.0290964j -0.0529243+0.0616892j -0.00908906-0.0025109j -0.00367428+0.019693j 0.00548236-0.0162564j -0.00126927-0.00564481j -0.0324969+0.0576968j 0.0247918-0.0159571j -0.0940628+0.0471662j 0.0335707-0.0014774j 0.005234-0.0461393j -0.0115903-0.0162192j 0.0184161-0.0185876j 0.0179308+0.00740275j 0.0680162-0.0589658j -0.044964+0.0115409j 0.0672729-0.015884j 0.0157457-0.0280699j 0.0309151-0.0340571j -0.124214+0.0758108j -0.0241077+0.0061543j -0.031906-0.00117006j -0.131562+0.150849j -0.0426345-0.181192j -0.00668178-0.00203718j -0.217563-0.0429516j 0.110625-0.206914j -0.0209868-0.0265999j -0.0815521+0.0175071j -0.138606+0.0691466j 0.0824339+0.0852514j 0.0594072-0.0983392j 0.0120171-0.0418555j 0.0991395+0.0646317j 0.047665-0.0508807j -0.0836766-0.0199381j -0.00925319+0.0606427j 0.00680127-0.0572902j -0.045796-0.0197975j 0.010074+0.00547018j -0.00473472+0.0199805j 0.0250271-0.0236821j 0.00481827-0.0233963j -0.00235266+0.006757j 0.0178055-0.00162556j -0.0457682-0.0135845j -0.00557317-0.0255877j 0.00382622-0.0050888j -0.00991185-0.0308977j 0.0129608+0.0116726j -0.0184464-0.0296281j -0.00941821+0.0138683j -0.0269208-0.0233974j -0.000874595+0.0143168j -0.0331741-0.00993916j 0.0231559+0.0059323j -0.00512731+0.00962524j 0.0220017+0.0265672j 0.0221985-0.0172743j -0.0173828-0.00377029j -0.0450834+0.00527615j 0.0247645+0.000114654j -0.00294361-0.0326829j -0.0163729+0.00707209j -0.00158902+0.00631011j -0.00891789+0.00179169j 0.0112355-0.0215306j -0.00739994+0.00381678j -0.0153203+0.0286399j 0.000100318-0.00109984j 0.01189-0.0132618j 0.00681726+0.0031577j -0.0536341-0.00481705j -0.0664507+0.0643477j -0.0524572-0.0481884j 0.0439908+0.0704692j -0.00774616+0.0273293j -0.123112+0.0783185j 0.0552984+0.0434984j -0.00101072-0.0161041j 0.0559496+0.0906831j 
-0.0335311+0.0591866j -0.0502413-0.0316859j 0.0857865+0.0168695j -0.0142017-0.068221j -0.0850944+0.153246j 0.0938345+0.0233945j 0.0828656-0.16798j -0.0780082-0.0016814j 0.0529588-0.0579016j -0.00380915+0.0697841j -0.0984945+0.12092j 0.105684-0.0436424j -0.109311+0.0154477j 0.0482069+0.0102198j 0.0497565-0.0812063j -0.0790494+0.101692j 0.00334409-0.0140263j 0.00609681+0.0208531j 0.120954-0.00654283j -0.128894-0.10487j 0.0283499-0.143466j -0.0419824+0.0258903j -0.0420556+0.102521j 0.0920027-0.0676186j 0.107959+0.11788j 0.090114+0.0919829j 0.0642895+0.0568312j -0.0663241+0.00683426j 0.057048+0.0538881j -0.0238704+0.0212448j 0.0527608-0.0120622j -0.041954-0.0257256j 0.0465134+0.0152921j -0.0383913+0.0125901j 0.138995+0.0129415j 0.0543635-0.0347268j -0.0259822+0.0916127j 0.0964723-0.00960509j -0.0335717+0.0505134j -0.0488797-0.0382747j 0.0472302+0.0777852j 0.0103206+0.0633759j -0.0761585+0.0145306j -0.00932051+0.0559923j 0.0350241-0.039155j 0.0429478+0.0205556j 0.0351981+0.019201j -0.0693765+0.0841446j -0.0362583-0.0655482j -0.0313141+0.000844447j 0.0589483-0.0635964j 0.0261019+0.0253079j 0.00633743-0.0159061j 0.0191235+0.00531807j -0.0210332-0.0042884j 0.00346428-0.0310608j -0.00498744-0.0190957j -0.0215663-0.0192695j 0.0188396-0.0394119j -0.0124682-0.0191069j 0.0119302+0.0193114j 0.0167369+0.00676001j 0.0428186+0.0141394j 0.0138571-0.0122043j 0.025327+0.015207j 0.0301696+0.018961j -0.0160419+0.00522137j 0.0102267+0.0234263j 0.0081189+0.000397954j -0.0154181-0.0115954j -0.0144291-0.020726j -0.00361399-0.00505836j 0.0189852+0.00463932j -0.0115283+0.015827j 0.00584949+0.00148535j -0.0181228+0.0104585j -0.00380763+0.00957877j -0.00721947+0.00520489j 0.00517318-0.0125834j -0.00571818-0.00263591j -0.00504496-0.00896404j -0.00531559-0.00979134j -0.00597267-0.00461551j -0.0162974+0.0142742j -0.00198065+0.0113308j -0.00674818+0.00908325j 0.0116063-0.0139574j -0.017694-0.0106267j -0.00379343-0.020329j -0.00766527-0.00631661j 0.00639435+0.0105538j 0.0149668+0.00106284j -0.00688326-0.00394941j -0.00771073+0.00296664j -0.00760658+0.00760095j -0.00435696-0.0125644j 0.000329205-0.00172099j 0.000816376+0.000316346j 
-0.0366838-0.0333938j 0.0522403-0.0609268j 0.0882922-0.0882346j -0.0373906-0.0561039j -0.12187+0.0398132j -0.0528563+0.164587j 0.136525+0.00219074j 0.0507471-0.0319904j -0.0208621-0.0761455j -0.0631264+0.110455j 0.00503034+0.0384178j 0.117251-0.000834051j 0.183489+0.0670679j -0.140123-0.029381j 0.0586646+0.0192679j -0.178074-0.211219j 0.0134496+0.074214j -0.00638162-0.0302857j 0.087664+0.0251433j 0.113518+0.0831671j -0.128803+0.0488387j -0.124382+0.104983j -0.0971165+0.0534181j -0.0275856+0.020364j -0.0473404+0.0832036j -0.0126685-0.0683122j -0.16488+0.131464j 0.00406242+0.187077j 0.0248433+0.0680701j 0.0462117-0.0548916j -0.0291514-0.0293468j 0.0297027-0.0451801j -0.00322049+0.0397076j 0.0353289+0.0314208j 0.0185905+0.0833749j 0.0123019-0.158257j -0.00802655-0.0629635j 0.025445-0.0445086j -0.0213628+0.0189894j 0.0516292+0.00909029j 0.0274073-0.0165399j 0.0690227+0.0117159j 0.00424965-0.0476264j -0.0265613+0.0281832j 0.0182784-0.0420642j 0.0184758+0.0416128j -0.0366134+0.0827424j -0.14778-0.0323894j 0.0407626-0.0529799j -0.0192109-0.011456j 0.0327711-0.0330037j 0.0115297+0.0305397j 0.032064+0.0153136j -0.0645415-0.00122476j -0.0224443-0.0176531j -0.0189292-0.0318727j 0.00271487-0.0136497j 0.0123801-0.0112038j 0.0236762+0.0216983j 0.00478166-0.0121043j -0.00738521+0.00287039j -0.0285096+0.00839329j -0.00420148-0.00451358j 0.0148509-0.0314058j -0.0181807-0.0127134j -0.00890655-0.0134385j 0.0340074-0.00934282j 0.00267925+0.0128035j 0.000211201+0.0188325j 0.00987053-0.0129017j -0.0100962+0.00799876j -0.0141623-0.00419607j -0.0114158-0.0221229j 0.0170036-0.00639786j -0.00714642-0.00356767j 0.0122186-0.00814406j -0.00441148-0.0109989j 0.00494401-0.0026126j 0.0173054-0.0162048j 0.0121116+0.00190321j -0.0016683+0.0101673j -0.00661072+0.00106716j -0.00652884-4.52297e-05j 0.00013719-0.00142776j 0.00541405-0.00772307j 0.0046224-0.00199724j 0.00285809+0.00347199j -0.00133774-0.00165755j 0.00391603+0.00124035j 0.00410434+3.25636e-05j -0.00303081-0.000224179j 0.000112131+0.00534323j -0.0111296-0.00528243j -0.00826803+0.00872998j 2.39078e-07+0.00556451j -0.0175423+0.00287558j 0.000320567+0.000796373j 0.00337885-0.00318732j 
-0.0076303-0.0183885j 0.00228311-0.0381449j 0.162675+0.0264167j -0.0201618-0.147134j -0.0302306-0.00454985j -0.0113505-0.00318154j -0.0283021+0.116765j 0.244473+0.15333j 0.0250129-0.0106907j -0.0285466+0.0697289j 0.0103193+0.0231816j -0.0122917-0.0584157j -0.0188364-0.135224j -0.0327479-0.0277945j -0.0644951+0.114702j 0.00884228+0.0550018j -0.052992+0.170178j -0.0950958-0.0567908j 0.0597991-0.155959j -0.0805624+0.00306432j 0.0897356-0.00848512j -0.037226-0.0520364j -0.0269315+0.0785289j -0.0770672+0.0285616j 0.0240923-0.00822956j -0.0764048+0.0047957j 0.0268554-0.121065j 0.0249471-0.118195j -0.00931209+0.0605034j 0.00321255-0.0391239j 0.0479219+0.0610696j -0.0293383+0.00326495j 0.0944294+0.0147808j 0.015278+0.0309109j 0.0246294-0.057154j 0.00815116-0.0462771j -0.00526844+0.0393289j -0.0311881-0.0667546j -0.132521+0.0196182j 0.0430983+0.0659758j 0.0196087+0.0881074j 0.0704556+0.0889948j 0.0107501+0.0108647j -0.124304+0.0142269j -0.0373582+0.0336278j -0.0216355-0.0352628j -0.0364186-0.0123109j 0.0234935-0.132311j 0.0657554+0.0305281j 0.0122556+0.0590355j -0.0210063-0.0649688j 0.0214109-0.00181632j -0.028211+0.00475789j -0.0395349+0.00697218j -0.00524611-0.00307741j -0.0663553+0.0201975j 0.0123304+0.0227003j 0.0175714-0.00496664j 0.0090256-0.00436937j 0.00864107+0.0125239j -0.00056263-0.0371848j -5.93662e-05-0.0378353j -0.014595+0.0302593j -0.0132661+0.0107674j 0.0259385-0.0224573j 0.00409534+0.0152785j 0.00865337-0.0198442j 0.0114078+0.0209923j 0.0148358+0.00037923j -0.0127574+0.0229272j 0.00556649-0.028685j -0.000368144+0.0112328j 0.000459429-0.0143225j 0.00680649-0.00427656j -0.00449506+0.00321839j 0.0118308+0.00392979j -0.0122323+0.0118649j -0.00849851+0.00299125j 0.00958244+0.00879451j -0.00665424-0.000719383j -0.0114284+0.0139904j -0.00569159-0.000804011j 0.00378365+0.000417732j 0.000153928+0.0252773j 0.000572333-0.0192444j -0.00375575+0.00269277j -0.0127341-0.00847504j -0.00592283+0.00752732j 0.00304256-0.0124871j 0.00420583+0.0166685j 0.00651159-0.00183096j -0.00570635+0.000302423j 0.00729607-0.0194217j -0.0137857-0.0055534j -0.0191114+0.00692656j 0.00789358-0.026001j 0.00865019+0.0177043j 0.0128273-0.0223235j 
-0.0536856-0.0485657j 0.112537-0.0543689j -0.0332072-0.0345213j -0.00722136-0.00864461j 0.0383827+0.0842668j -0.0363129-0.0984857j -0.0612975-0.0305631j -0.0475275-0.0454301j 0.0328994+0.0500803j 0.0118058+0.11097j 0.12324+0.0961662j -0.0680414-0.0434932j 0.0240102+0.0391919j 0.069713+0.0213246j -0.10265-0.134235j 0.00813325-0.0530092j -0.086754+0.180542j -0.166489-0.00443157j 0.0137588-0.117703j 0.0898988+0.0822399j -0.00186449+0.0485696j 0.148457+0.00987894j 0.127636-0.127462j 0.0437904-0.00560347j -0.019325-0.00747621j 0.0691568-0.126822j -0.0450405-0.0426472j 0.0297215-0.0975582j 0.0198048+0.0194535j -0.0641069+0.0430443j -0.03036+0.00110552j 0.0702262+0.0411743j 0.029069+0.0527447j 0.0192635+0.0297848j 0.038706-0.00136783j 0.0377493-0.0657584j -0.0317866-0.0166471j -0.0324049-0.0937802j 0.0907485-0.0138184j 0.0219654+0.111477j 0.0727181-0.040708j -0.00342929-0.036377j 0.0151639+0.0656293j 0.0653548-0.0166615j 0.00332485-0.00816283j 0.0162806+0.0630392j -0.0310967-0.0202561j 0.0130815+0.074789j -0.0333277+0.0413375j 0.000569366-0.0154117j -0.0221703+0.0135204j -0.0209053-0.00459028j 0.0192583+0.00697884j 0.0108276-0.00983353j 0.00559385+0.0138843j -0.0429212+0.0215976j -0.0151411-0.0150499j -0.0263909+0.0199695j 0.00563619-0.00933211j -0.00875595-0.00991523j 0.0334813+0.0204974j -0.0151221+0.0199524j 0.00377514-0.0126182j -0.0106744+0.00253768j 0.0112177-0.01394j -0.00133801-0.00278473j 0.00447196+0.0185271j 0.0102022+0.0130823j -0.0178685+0.00355409j -0.0219964-0.0135175j 0.0119739-0.00641315j -0.00211548-0.000569546j -0.00759365-0.02062j 0.0242508-0.00782428j -0.00640596+0.0147693j -0.00699613+0.00465964j -0.00481984-0.00273382j -0.00710285+6.96814e-06j -0.00862029-0.0120802j -0.00429277+0.00334932j -0.0140896+0.00768111j -0.00505337+0.00483738j 0.000500639+0.00596105j 0.00119073-0.00759332j 0.012599-0.00598092j 0.0200946+0.0107489j 0.0131787+0.0104233j 0.0104342+0.00883136j -0.0078808+0.0146058j 0.00742562+0.00728662j -0.000803192+0.00286645j 0.0125086-0.00589782j -0.0036862+0.0243902j 0.00422019+0.0141472j 0.00179398+0.00643495j -0.01734+0.0110991j 0.012693-0.028972j -0.0150424-0.0072916j 
0.160246+0.00638016j 0.0324213+0.102396j 0.0561627+0.000487161j 0.0306228-0.0615249j -0.046762+0.130324j 0.0616594+0.0603781j 0.0240381+0.0958047j 0.0217625+0.0337579j 0.01891-0.0349218j 0.181888+0.0472788j -0.00735029-0.0361333j 0.14597+0.200483j 0.0210866-0.0745809j -0.170117-0.172559j 0.021689-0.0383883j 0.0714174+0.101878j 0.0863446-0.100444j 0.00557833-0.122904j 0.0739049-0.0652341j -0.0345276-0.0741587j -0.0361009+0.070553j 0.0791946-0.0429337j -0.00651606-0.0667498j 0.0507118-0.0533359j -0.0603328+0.0173867j -0.123369+0.0366746j -0.0585102-0.123839j 0.0671516+0.0461686j 0.0718617-0.115046j -0.015242+0.00376598j -0.024424+0.0511148j 0.0559141-0.142395j -0.0693017+0.00263237j 0.0825468+0.0437541j 0.00589277+0.0579852j 0.0567322+0.117789j -0.0777588-0.0288185j -0.0159535-0.018336j -0.0959068-0.0375892j 0.109975-0.0163961j 0.0352929+0.0646492j 0.129495-0.074697j 0.0355261-0.0830125j 0.00774944-0.0456748j -0.00797786-0.025593j -0.0151549+0.0165761j 0.00222474-0.00135391j 0.0124309+0.0475459j -0.0489176-0.035771j -0.0170813-0.00353172j 0.0193297-0.0240149j 0.0493601+0.0381201j -0.015084-0.0103318j -0.0266561-0.00519453j -0.032124+0.020871j -0.0133309+0.0274477j -0.027699-0.00813529j -0.0149994-7.54118e-05j 0.00797343+0.0126021j -0.0161669+0.0171112j 0.00359937-0.0043874j 0.00335255+0.00750725j -0.0109445-0.00427281j -0.00823001+0.0139784j -0.0266289+0.0195825j 0.0119886+0.00708262j 0.00718008+0.00424272j 0.00106545-0.00425337j 0.00928658-0.0187206j 0.0132593+0.00117608j 0.00253434-0.00180129j -0.00203671-0.00347559j 0.00218938+0.00429303j -0.00227882-0.0242296j 0.00138067-0.00516091j -0.00134065+0.0182337j -0.00810592-0.00519209j -0.0157986-0.00590487j -0.00551339-0.00750115j 0.00221514+0.000686285j -0.00756934-0.0208948j -0.014363+0.00429628j 3.6105e-06+0.005423j -0.0104301-0.00178931j 0.0104324-0.00027314j 0.00718409-0.0109189j -0.00777419-0.00761176j -0.0105062+0.00654757j -0.012422+0.0010359j 0.00426615+0.00669389j -0.0175053+0.000959487j 0.00740925+0.0184623j -0.00708236+0.00598578j 0.0110974+0.0181328j 0.0122893+0.00549513j -0.0104628+0.0233292j 0.00576406+0.00639001j 0.017605-0.00641913j 
-0.0250229-0.0937438j 0.0703948-0.0681818j 0.102989+0.108027j 0.181496-0.0992302j 0.0258657+0.0434534j 0.0422866+0.0630726j 0.0208634-0.0365984j 0.154629+0.0582344j 0.0828469+0.0525099j -0.023416+0.0274623j 0.110995+0.00462708j -0.0490787-0.00671183j -0.00649143-0.090995j 0.117285-0.000895469j 0.0999935+0.0508618j -0.0531299-0.106869j -0.0890918+0.106278j -0.0775172-0.0729918j 0.106758-0.115656j 0.0866385+0.0107245j -0.0353829+0.00451937j 0.118534-0.0451246j 0.0086462-0.0432843j -0.042997+0.0467078j 0.0194252-0.0595758j 0.0285127-0.0407266j 0.0139335-0.0370285j 0.0922141-0.10136j 0.0300051-0.0390162j 0.0237094-0.0450509j 0.0122672-0.0788481j 0.0332643-0.0372923j 0.0564893+0.0764434j -0.125326-0.0379091j 0.049632+0.012094j 0.0526985+0.0135295j -0.118064+0.0521088j 0.123585-0.0385617j 0.0237476-0.107993j -0.0377842-0.0455642j -0.0607999-0.0106132j 0.0978223+0.0570719j 0.0783109-0.0318346j 0.0253737-0.0766201j -0.0310112+0.0514616j -0.0806754-0.0115843j 0.0201865-0.0484447j 0.0195421+0.0393263j 0.0481676+0.00920473j -0.0281135+0.0345361j 0.0260878+0.0329047j -0.0116593+0.0201361j 0.00640495-0.0427366j 0.0073773+0.0385193j -0.0182261+0.00599401j 0.0337025-0.0176918j -0.00894518-0.00700607j 0.0320773+0.0365887j 0.0068143-0.00869857j 0.00255755+0.00901251j 0.0206854-0.00669264j 0.0109791+0.0181368j 0.00363826-0.010178j 0.00613855-0.00336523j -0.0180605+0.00181462j 0.0195759-0.0164348j -0.00901673+0.00305208j 0.00394934-0.0197285j -0.0098488-0.000436461j 0.000747201-0.0136145j 0.00141305-0.00537894j 0.010429-0.0178951j -0.014877-0.00588949j -0.0247706-0.0114704j -0.00640366+0.00274218j 0.0177437+0.00114403j -0.00770016+0.00502614j 0.00178544+0.00876875j 0.0013579+0.00428348j 0.0055485-0.00391324j -0.000459724-0.00735579j -0.00222489-0.00445995j -0.0108295+0.0177699j -0.000807353-0.00394135j 0.0066541-0.00251914j 0.000571084-0.0138424j 0.0145072-0.00129951j -0.00193999-0.0226859j 0.00986907-0.000155057j -0.0144575-0.00459121j -0.0197004+0.000610404j 0.00251631+0.00160735j -0.00473738+0.00988721j 0.0148097-0.00800039j 0.00805109-0.00630057j -0.00663946+0.0170893j -0.0175801+0.00885216j 0.00708445+0.00932886j 
0.0133258-0.139543j 0.121719+0.0581982j 0.0158477+0.00291014j -0.0774472+0.0422776j 0.0129923+0.0124028j 0.0762562+0.010917j -0.0805262-0.0932828j -0.0182734-0.0908941j -0.0538214-0.116361j -0.00220645+0.0258035j 0.0594135+0.0796003j 0.00707784-0.0451316j 0.0958316+0.0475179j -0.0207367-0.0257392j 0.0505626-0.124472j -0.0578358-0.0899295j -0.00162173+0.0636832j -0.0658201-0.0744824j -0.111138-0.0877328j 0.177617+0.101131j -0.0917833+0.162043j 0.307689-0.0387739j 0.00766749-0.0414038j 0.0552098+0.050011j -0.0512294-0.0811414j -0.058188+0.0676213j -0.0641902-0.08255j -0.00377082-0.0626196j 0.114781-0.118362j -0.103353-0.0264162j 0.0406735+0.0574585j 0.122308+0.027641j -0.0811262+0.0122834j -0.0399472+0.0393619j -0.103325+0.0275709j -0.0993492+0.0510048j 0.0767701-0.00553056j -0.11364-0.0130216j -0.0272118+0.0457205j 0.0448838-0.0154329j 0.0391573+0.00791734j 0.00618264-0.0169929j 0.0132469+0.0133478j 0.00383905+0.0523324j 0.000922353+0.0192091j 0.0142216-0.074698j 0.057443-0.0265778j -0.00691058+0.0360371j -0.0069515-0.076126j 0.0228981-0.0121747j -0.00428058-0.0559452j -0.00364328+0.0180096j -0.00427188-0.0145332j 0.0322259-0.0120691j -0.0193789-0.0287059j 0.0189065-0.0260952j 0.0164931+0.00332911j 0.00347199-0.00870619j -0.0206109-0.0171523j -0.00893457+0.0060071j -0.00283869-0.0119054j 0.00774026-0.0199332j 0.0150139+0.0120485j 0.0199061-0.00922474j -0.00945996-0.000782202j 0.008487+3.56314e-05j -0.0177471-0.00573242j 0.00246723+0.000709159j 0.0115856-0.00525997j 0.0103827-0.00526482j -0.012233+0.0103406j -0.00263852-0.00100971j -0.0021636+0.00687256j 0.00243873+0.00820369j -0.0124029-0.00406454j -0.00334421-0.00691733j 0.00371435+0.00356881j -0.00100996+0.00592602j 0.000814295+0.0166666j -9.01823e-05-0.0124738j 0.00567733+0.00515555j 0.0181507-0.00360303j 0.0127196-0.00336628j 0.0205098+0.0100769j -0.00754643+0.0109625j -0.0144327-0.00159491j -0.0146263+0.0238275j 0.0211895-0.00101754j 0.00512975-0.0129678j 0.00534415-0.00755919j 0.00519568-0.0206449j -0.00854002+0.00373785j -0.00099558+0.00922201j 0.00760482+0.00579133j 0.0170069-0.00951095j 0.0107723+0.0019733j -0.00194649+0.0213944j 0.00415245+0.00517511j 
-0.0836737+0.0088716j -0.00116224-0.0267932j 0.0272972+0.023121j 0.0170981+0.110168j -0.0654667-0.0337211j 0.104117-0.0276304j -0.0220106-0.111788j -0.0260189-0.102494j -0.0315107-0.0842071j -0.158203-0.0155153j -0.0279483-0.0268222j 0.00170555+0.0152662j -0.0512352+0.0615168j 0.0314-0.0714902j -0.0712388-0.14721j 0.0307666-0.034164j -0.0773994+0.055787j -0.00839658-0.0209222j 0.0525212+0.0751137j -0.0192628-0.00120384j 0.00923275+0.00692902j -0.106317-0.0616856j 0.0257371+0.0417123j 0.0708025+0.0181931j -0.0120587+0.0335842j 0.205674-0.0664319j -0.0615172+0.0469263j -0.059371+0.0299312j -0.0245781+0.026689j -0.0901994+0.0569156j -0.0557337-0.0464315j -0.0455788-0.0532615j 0.0469187+0.0824006j -0.0800965+0.0276747j 0.0494912+0.0244973j 0.0518759-0.0406371j 0.000775079-0.0148187j 0.0270895+0.00389361j 0.0223421+0.00673905j 0.00297724+0.00537517j 0.044045-0.0358555j 0.0290413+0.0200017j 0.077839+0.00174669j 0.0659002-0.0156253j 0.0239159-0.0100466j -0.0423172-0.036733j 0.0260606-0.0257541j -0.0364037+0.00628831j -0.0262176-0.0319702j -0.0426359-0.0510512j -0.0805777+0.0162867j -0.0220653-0.00133832j 0.0547921-0.0597439j -0.00313443-0.0181131j -0.00964328-0.0359468j 0.0273235-0.0219735j -0.00607513-0.000827479j -0.0158986+0.0232595j -0.00689269+0.025256j 0.00479337+0.000855563j -0.0153668+0.0244999j -0.0208191-0.00368752j 0.0278042-0.0109316j 0.000884425-0.0297037j -0.0168893-0.0156121j 0.012174-0.00407743j -0.0183751+0.00725887j 0.0101275-0.0246119j 0.00986379-0.0121816j 0.0128462-0.00713215j -0.00336093+0.00230142j 0.0125549-0.00221262j -0.00472518+0.00107833j 0.0102948-0.00045588j -0.0203886+0.0173186j -0.00934189+0.00163102j 0.0238546-0.00647967j -0.00558972-0.0166654j 0.00191299-0.00680084j 0.00629841-0.00203379j 0.00708311-0.0100495j 0.00499934+0.00805473j 0.00648449-0.00879059j 0.00263518-0.0217096j 0.00581245-0.00839287j 0.0171067+0.00529051j 0.0238642+0.0113663j -0.00492784-0.0175802j -0.0151559+0.00615864j 0.0159065-0.00938402j 0.000385403-0.0023283j 0.022443-0.0137372j -0.00232909+0.0199276j 0.0154041+0.00296413j 0.0201612+0.00495646j -0.0252031-0.000987754j -0.0194351-0.00908392j -0.0235189+0.0388777j 
-0.0584641+0.0331204j -0.0359227-0.115829j 0.0307995+0.00337395j -0.0454382-0.000114478j 0.0567247+0.0896323j -0.010856+0.00824939j -0.0696289+0.069293j 0.0482934+0.23725j 0.0920804-0.0298121j 0.00507699+0.0465091j 0.057606-0.0775277j -0.0506916-0.0666722j -0.0945288-0.0249838j -0.098827+0.0324753j -0.0842943+0.0340814j -0.0184317-0.0699937j 0.0115512+0.0389335j -0.0538886+0.00822233j -0.161925-0.018495j 0.00514556-0.0514458j -0.0245563-0.0284j -0.039804-0.11069j -0.0199563+0.0933997j 0.0159092-0.0791766j 0.0462491+0.04295j 0.0256022-0.0501616j 0.0181539+0.0958675j -0.0595387+0.00129878j -0.00605327+0.0490113j -0.0417732+0.0298282j -0.0479882-0.0538681j -0.0142725-0.0367237j 0.0620253-0.0481837j -0.00657068-0.0936836j 0.0185972-0.0780167j -0.0361987-0.0161101j 0.0654902+0.038181j -0.00566313+0.117726j 0.0409463+0.00618813j 0.0554682-0.0175166j 0.0496757-0.019722j 0.0153209+0.0548625j 0.0743567+0.00170418j -0.0166674-0.0282985j -0.0258815+0.0234202j 0.0193173-0.0407095j -0.0283491-0.00395783j 0.0154651-0.0325302j 0.0155218-0.0314457j -0.0456568+0.0310518j 0.0622452-0.00572538j -0.00599697-0.0167358j -0.00540282+0.0102565j -0.0118586+0.00820358j -0.0334287+0.0047659j 0.0424028-0.0152264j -0.0243684+0.0162266j -0.00498906-0.0179907j -0.0259838+0.0343091j -0.0204928-0.0142211j 0.0146995-0.0213314j 0.0262924+0.00368521j 0.0318658-0.0124698j 0.00403115+0.00756468j -0.0218963-0.00575347j -0.000644906-0.00720574j 7.06251e-05-0.0160761j 0.0230486-0.00463027j 0.0205034+0.0121833j -0.00512812+0.0116884j -0.00594746-0.00100343j -0.0113922-0.0029294j -0.0202707-0.000850054j -0.00437785-0.0142523j -0.00971602-0.00206265j -0.00962701-0.00557872j -0.000964498+0.0202358j 0.00988193+0.0137978j 0.00561237-0.000258506j 0.0106573-0.00228327j 0.00404569-0.000829313j 0.00963217-0.00321345j -0.0100155-0.000472271j -0.00387903+0.00102662j 0.00174286-0.00997894j -0.00410063-0.0121286j 0.0132928-0.0122177j -0.00539359-0.0175809j 0.0115344-0.00867854j 0.0034248-0.00965836j 0.000855287+0.00181273j -0.00336776-0.002025j 0.00544684-0.0148192j 0.00102306-0.000885654j 0.0129357+0.0134425j -0.0128491+0.00759716j -0.0240016+0.0342848j 0.0333615+0.00554782j 
0.0017026-0.0970516j 0.0304315-0.0314563j -0.0127814+0.0424737j 0.0972736-0.0320406j -0.0114904+0.0416151j 0.130551+0.201446j 0.0362862-0.0566698j 0.0772442+0.187938j 0.0477485+0.00205131j 0.114942-0.0393585j 0.101328+0.0715769j 0.0566767-0.105712j -0.0771751-0.0778939j -0.0368568-0.0333846j 0.102442+0.0444457j 0.112261-0.0365285j -0.0488304+0.0310872j 0.014465-0.0520381j -0.104765-0.0407966j -0.00590924+0.0947385j -0.0476738+0.0478023j 0.0581227-0.00971346j -0.0444667-0.0080764j -0.0508545+0.0632592j 0.0102709-0.0383829j -0.053247+0.0838286j -0.041122+0.0442351j -0.0177012+0.011296j -0.089379-0.0474954j -0.0167621+0.0406984j 0.0268799-0.00978272j -0.0293374+0.000929781j -0.0050954+0.0867679j -0.0753405-0.0144139j 0.00188641-0.0131146j 0.0216796-0.0866629j 0.0167943+0.0386895j -0.0146394-0.00796166j -0.0427772+0.0120862j -0.143676-0.0957221j -0.0516111-0.0490174j 0.00605241+0.0472511j -0.0147933+0.0566998j 0.0471308+0.00759182j -0.0134015-0.0559571j 0.0199144-0.0484347j 0.00492034+0.00483228j 0.0324757-0.0147099j 0.0754775+0.00972323j 0.0169856+0.00909563j 0.00304807-0.0148311j 0.016945-0.00919115j -0.0109774+0.0119943j -0.0230441-0.00624318j 0.0427426+0.00153396j 0.0339059-0.0190857j 0.0213158+0.0114988j 0.0139591+0.00830969j 0.0274634-0.00337044j 0.0135589+0.0102626j -0.00878957+0.00486405j 0.0282745-0.0267283j -0.0236408-0.026379j 0.0165669+0.0102637j 0.00266959+0.00950194j -0.00358539+0.00587474j 0.000173335-0.00513298j 0.00380408-0.0190542j 0.0139939-0.00959171j -0.0110774-0.00373617j -0.0089566+0.00487491j -0.0169955+0.0153244j -0.0190596+0.000743689j -0.00587628+0.0190844j -0.000178746+0.00267898j -0.0019945-0.0207562j 0.00130711+0.00903638j 0.00836508-0.000209159j -0.0088095+0.00966569j -0.00136605-0.00312375j 0.00930442+0.0136501j 0.00303537+0.00835437j 0.0155155-0.00624497j 0.0295826-0.00485314j 0.010218-0.00542275j -0.00697333+0.00698975j -0.00153649+0.00891752j 0.00894727+0.00240075j -0.000724976+0.0101425j 0.000916501+0.00231517j -0.000939791+0.0114868j -0.000659343-0.0105511j 0.0138121-0.0131645j -0.0174436-0.0221939j -0.0381849+0.00353164j 0.00875824-0.0247796j -0.0237025-0.00431116j -0.0141966+0.0128001j 
