-0.0110775+0.0134442j -0.0269304-0.00341547j -0.024572+0.000556378j -0.0192534+0.0105026j -0.00906875+0.00230602j -0.0117522+0.00626663j -0.035663+0.00707442j -0.0155473+0.00179095j 0.0186253-0.00126393j -0.012186+0.00109588j 0.0200328-0.000695429j 0.0389197-0.00384166j 0.0394959-0.0030868j -0.0120442-0.00129675j -0.0366075+0.00185617j 0.00715291+0.000759954j -0.0336829+0.000393095j -0.0511644+0.00333599j 0.000592029-0.00353431j 0.0400324-0.00138182j -0.031605+4.03122e-05j 0.0711226+0.00014821j -0.0127943+0.000305448j -0.0446185+0.000991014j -0.0412793-0.00211375j 0.0627646-0.00205465j 0.00419764-0.00223702j -0.0204762-0.000510126j -0.0071876-8.53037e-05j -0.0244132+0.00157077j 0.02221+0.00259874j -0.00317144-0.000345844j 0.00419284-0.0007152j 0.0698535-0.00297518j -0.0295749-0.000189794j 0.0128926+0.00138277j 0.0112928-0.00326035j 0.0265713-0.00306297j -0.11158-0.00480638j 0.0674836-0.00186917j -0.0543085+7.50265e-05j 0.119678+0.00626339j 0.0524005+0.00116306j 0.11042+0.0033533j -0.207565+0.00898617j -0.270291-0.00612401j -0.241334-0.00469757j 0.0749305+0.00509226j -0.195004-0.00380269j 0.122928-0.00737016j 0.374743+0.00107417j -0.0275022+0.000543992j 0.22687+0.00142546j 0.0510483+0.00118029j -0.203238+0.00080101j 0.140453-0.0030803j 0.0164453+0.000444472j -0.0162028-0.00202001j 0.00960765+5.41065e-05j -0.0650169+3.34192e-05j 0.0732252+0.00566567j 0.00379377+0.00540991j 0.0104523-0.00346227j 0.0847726-0.00182001j 0.0539574+0.00371001j 0.0597978+6.89294e-05j -0.00942154-0.00328157j 0.0649764-0.00156106j 0.0175866-0.00102366j 0.0686912+0.00308873j -0.0416851-0.00382214j 0.0829042+0.00310804j -0.0443894+0.000295458j -0.0281028-0.00310261j -0.0474277+0.00208528j -0.0097574+0.00186528j 0.0515872+0.0050557j -0.0424981+0.000264142j -0.0471704+0.00299204j 0.0335522-0.00369373j 0.00801339+0.00220893j 0.0268386+0.000982907j -0.0275276+0.00479913j 0.0213316+0.00463878j -0.0041217+0.00452006j 0.0138318-0.00410855j -0.0465962-0.00734227j 0.015211-0.0115982j -0.00118343+0.00112553j -0.0307945-0.00941514j -0.0249328-0.00340409j -0.0168597+0.0419379j 0.0769064-0.000635726j 0.0372839-0.0349729j -0.0139308+0.0506486j -0.0760741-0.0174423j -0.00911052-0.0689865j -0.230126+0.0201107j 
0.00237237+0.00565905j 0.00368116+0.00497056j 0.0113893-0.00375224j -0.0101181-0.00151046j -0.0655475-0.00180772j -0.0210364+0.00263622j 0.042426+0.00243612j 0.030035+0.000768449j 0.120354+0.000911921j -0.143728-0.00196545j 0.112119-0.00178282j 0.0879633-0.00139717j 0.0874946-0.000924443j -0.0547986-0.000831726j 0.154569-0.00290621j -0.160326-0.00157853j 0.310561+0.00024526j -0.00173421+0.00113762j -0.217705-0.000273975j 0.0426619-0.00294681j -0.15897+0.000536002j -0.0730426+0.000541284j -0.134459+0.000929349j -0.296778+0.00123559j 0.277131+0.000937696j -0.264496+0.0021493j -0.0878617+5.09102e-05j -0.116009-0.000524099j -0.402417+4.40417e-05j 0.0542669+0.000479526j 0.135176-0.000253081j -0.0469483-0.00229117j 0.16182-0.000918197j 0.133199+0.00296727j -0.201425-0.00101861j -0.104999+0.000329397j -0.0554184-0.00161912j -0.0181499-0.00250354j -0.0366445-0.00256828j 0.0179969-0.00306594j -0.0129133+0.000368363j -0.000817563-0.00122323j -0.0327973-0.00116143j 0.00399481-0.000270873j 0.0020705-3.00867e-05j 0.00637023+0.00155163j -0.0191914+0.00102846j -0.0134611+0.00253674j 0.0325081-0.00112351j -0.00988809+0.000890942j -0.0153675+0.00262085j 0.0224357-0.00149134j 0.0158476+0.000353287j 0.0272376+0.000882019j -0.0061033+0.001166j 0.00206481-0.00128533j -0.00230704-0.00129306j -0.00314519+0.000143044j -0.0405321-0.00048668j 0.000520116+0.000189418j -0.0105293+0.00110163j -0.00100309+0.0015407j 0.000422851+0.00090784j 0.00926737+0.00252911j -0.0271009-9.27723e-05j -0.0159382-1.56635e-05j -0.0210933+0.00132913j -0.0214804-0.000243212j -0.00398438+0.00205286j 0.00256397+0.000142739j 0.00611621+0.000566407j 0.0082492+0.000454759j -0.00688271-0.00158852j 0.00232256-5.96643e-05j 0.000156034-0.000172327j 0.00931424-0.00243171j 0.0108465+0.00126992j -0.0012052+0.00295096j 0.00817683+0.00182434j -5.94363e-05-0.00205536j 0.00274076+0.000489926j 0.00750169-0.000859377j 0.00068682+0.00277404j -0.00292085-0.000145044j 0.0062487-0.000667328j 0.0029872-0.00116055j -0.0203415-0.00396343j 0.00810631+0.000618032j -0.00527056-0.00124982j 0.00708374+0.00137646j 0.0147582+0.00419915j 0.00850396-0.000177026j -0.00311234-0.00214713j 0.00646208-0.000731695j -0.0229752-0.00336854j 0.00918859+0.00010638j -0.00132965-0.000552741j 0.00600957+0.00114123j 
0.00208472+0.00049311j 0.000100192-0.00450859j -0.0126435-0.000939911j -0.0238104+0.000588544j 0.0285187+0.00316835j -0.0239945+0.000114106j 0.0447166+6.67612e-05j -0.0442006+0.00156037j -0.026368+0.00159925j 0.0110925-7.87186e-05j 0.149696+0.0019941j -0.106032-0.00106183j -0.0352121-0.00291096j 0.0285772-0.00111611j 0.104899-0.000343801j -0.336047+0.000983131j -0.241617+7.00977e-06j 0.19227-4.85273e-05j 0.120218-0.000750301j -0.235754+0.00127772j 0.0932816-0.000272775j -0.249358-3.9463e-06j -0.169631-0.000961479j -0.0596488-0.00254167j -0.345042-3.36793e-06j 0.136372+0.00156005j -0.080755-0.00132337j -0.0787537-0.000693072j -0.301761-0.0013769j -0.163368-0.00235687j 0.0547459-0.0016437j -0.302874+0.00102001j 0.12419+0.000276743j 0.0811296+0.00261684j 0.128283+0.00022868j 0.147585+0.000778089j 0.0579181+0.00172458j 0.0286895-0.000675577j 0.0545882-0.000810876j -0.0601251+0.000685533j -0.0320271-0.000255579j -0.0418158+0.0010062j -0.000937793-0.000539467j 0.0209451-0.00033733j -0.00710896-0.00145386j 0.0226193+0.000622453j -0.0139378-4.34236e-05j -0.00763342-0.000619256j 0.0204961-0.00178259j -0.00648368+0.00110405j -0.00425837+0.000606546j -0.020045+0.000679747j 0.00308535+0.000194743j 0.00461154-0.000556545j -0.0171665+0.00127706j 0.0109482-0.00116258j -0.0263749-0.000759413j 0.0172572+0.000757423j 0.0165183-0.00189518j -0.0165199-0.000954323j -0.00367212-0.000572519j -0.011906-0.000444185j 0.000866808+0.00134225j 0.0117793+0.00125834j 0.0130584+0.000852162j -0.0167425+0.00207191j -0.00238695-0.000475781j 0.0292348+0.000998632j 0.00814961+0.000858623j 0.0124193+0.00140258j -0.000938148+0.00153188j -0.00589294-0.000889595j -0.00574466+0.00289269j -0.00676954-0.000491199j 0.000544716+0.000928842j 0.004214+0.00242507j 0.00417478-0.00172379j -0.00650549+0.000638632j 0.00147361+0.0014829j -0.00686509+0.000423598j -0.00377192+0.00266875j -0.00454104-0.000518j -0.00676542-0.00126392j -0.0205946-0.00229234j 0.0106921+0.00129062j -0.00815839-0.000257106j 0.0108596+0.00129462j 0.00114217+0.00110552j -0.00280207-0.00116241j 0.00483561-0.000651125j 0.00280858-0.000309386j -0.00152384+4.53834e-05j -0.00319351-0.000731552j 0.00158233-0.00146647j 0.00209585+0.000679673j 0.00403504-0.000662881j -0.00438544-0.00265373j -0.0116132-0.00191661j 
-0.00333998-0.00261928j 0.00634627+0.00305819j -0.0195663-0.00203011j -0.0367722+0.000230704j 0.16615-0.00177453j -0.058317+0.00140915j 0.167017+3.95222e-05j -0.0997324+0.00190326j -0.0947115-0.00250186j 0.135697-0.00156422j 0.129954-0.00110101j -0.0276912-0.000170308j 0.261012+0.00162032j -0.0466015-0.000661246j 0.00375942-0.00165529j -0.0744313+0.000479987j 0.00415442+0.000900752j -0.0879564-0.0015509j -0.0462416-0.000772465j -0.245226-0.00181192j -0.229437-0.00122771j 0.105882-0.000582071j -0.306709-0.00105072j 0.495682-0.000521217j 0.115619-2.83513e-05j -0.0199991-0.00194091j 0.0500531-0.000813875j 0.219322+0.00196292j -0.116071+0.00128842j 0.137026+0.00165035j -0.0822653+0.00049144j -0.0395215-0.00176225j 0.189464-0.000275224j -0.11943-0.00417705j -0.0268852+0.00233469j 0.0110474+9.80897e-07j -0.0662132-0.00217767j 0.0653069-0.00104592j -0.0414579-0.00342406j 0.0681712+0.00165061j -0.000298829-0.00101341j -0.0175177+5.41298e-05j 0.0181031-0.00051568j 0.0018074-0.00161804j -0.0584209+0.000291508j 0.0206231+0.00177638j -0.034975+0.00121977j 0.00380462+0.00116709j -0.018855-0.0027058j 0.00628179-7.25451e-05j -0.0231508+0.00214029j -0.00657968-0.00305584j -0.018128-0.000721954j -0.00543081+0.00154129j -0.0209186+0.00216777j -0.00743349-0.000472001j -0.00581695-0.00153992j 0.0185711+0.00104501j -0.0145615-0.00035032j 0.0395047-0.000452511j 0.0109237-0.000903379j -0.0062161-0.0029479j 0.0389857-0.000533217j 0.0144928+0.000635653j 0.0127247-0.000696755j 0.0236352+0.00111715j 0.032802-0.00271631j 0.00559114-0.000319507j 0.00737221-0.00233719j -0.00360789+0.00292997j -0.00484759+0.000326923j 0.00194166+5.95889e-05j -0.00857946+0.0013178j -0.00265499-0.000930246j -0.0017707+0.000118599j 0.011165-0.000937696j -0.0124917+0.000126771j -0.00247881-0.00123002j -0.0093036-0.00240321j 0.0206674+0.00113198j -0.00896436-0.000905239j -0.0152859-0.00109849j 0.00595689+0.00280174j -0.0025284-0.000981948j 0.0132388+0.000917646j 0.00334628+0.000197159j -0.0254808-0.000130847j -0.0170425-0.00125088j 0.000866637+0.00144808j 0.00852728-0.000842971j 0.00665831-0.00064379j 0.00678407+0.00279434j -0.00255415-0.000402038j 0.00247736+0.000142285j 0.00161856+0.00179496j -0.012494-0.000715389j -0.000120531-0.000688072j -0.00351068-0.000292532j 
-0.00104776-0.000104761j -0.00385916-0.000110225j 0.00344571+0.0011403j 0.0362822+0.00123036j -0.0764674-0.000741504j 0.0284184-0.00193155j -0.0424263-0.00112519j 0.107982-0.00269668j 0.129578-0.000988612j 0.145373+0.000679983j 0.0585543-0.00239625j 0.0646241+0.000953483j 0.125813+0.000468046j 0.328308-0.000880847j -0.241894+0.0020264j 0.00747342-0.00174267j 0.0386781+0.00109417j 0.278038+0.000289799j -0.194473-0.00130176j -0.114638+0.000859728j -0.228146-0.00079459j 0.143423-0.000726188j 0.123661-0.000456698j -0.177584+0.00118715j 0.162351-0.000769558j -0.00606232-0.00100574j -0.171206+4.58291e-05j 0.209482-0.000415898j 0.135381+0.00119013j -0.356391+0.000305925j -0.0604139-0.000633479j -0.170533-0.00121866j 0.206284+0.00365262j -0.0974221-0.00156992j 0.198841-0.00118132j 0.107375+0.000873541j 0.0137854-0.00150582j 0.00535229+0.00129589j -0.072661-9.53609e-05j 0.0104696+0.000390674j 0.0211145-7.14753e-06j 0.0204503-0.00216653j -0.016009+0.00029133j -0.00792152+0.000640125j 0.0128344+5.02474e-05j -0.0145299-0.0021915j 0.0221639-0.000350782j 0.016881-0.00191126j 0.000906972+0.00160612j -0.0235067-0.000840772j 0.0202196-0.00193252j -0.000110895+0.000373761j -0.0159104+0.00155065j 0.0159595-0.000692851j -0.0176654+0.000499769j -0.025949-0.000372987j 0.0118658+0.00221542j 0.00544385-0.000560917j -0.0115465+0.00157256j -0.0147939-0.00104863j -0.0196235-0.00134501j 0.0275657+0.000850251j -0.00726355+0.000703975j -0.0120484+0.000515972j -0.0199858+0.00239151j 0.000443394-0.000911738j 0.0169936-0.000910643j -0.0100873-0.00118698j -0.0130015+0.00225417j -0.00898408+0.000538043j -0.00892547-0.00134576j 0.00954916-0.00143897j 0.015876-0.00135363j 0.0138187+0.00145108j 0.000350803+0.00161635j -0.000376879+0.000791449j -0.00745204-0.00106025j 0.000187388-0.000213855j 0.00923396+0.000782872j 0.00300081+0.00103298j 0.0103561+0.000660899j 0.011648+0.000680114j -0.0145987-0.00301856j 0.00891299+0.00128236j 0.00206628-0.00028092j 0.00587968+0.000640132j -0.000531155-0.00129716j -0.00835811-0.000769938j 0.00660164-0.000231679j -0.00543519+0.000205801j -0.00622378+0.000131832j -0.00991006-0.00103352j -0.0101841-0.000977167j 0.00654515+0.00117267j -0.000477535-0.000293499j -0.00265911+0.000186813j 0.00128741+0.00161513j 0.0067579+0.000838068j 
-0.00511056-0.00444554j -0.0047497-0.00242607j 0.0111823-0.0030635j 0.0380412+0.00270318j -0.143682-0.000413692j 0.09184-0.00753324j -0.183308-0.000756736j 0.0235463-0.00489893j 0.194065+0.00419827j 0.17076+0.000482139j 0.169411-1.72558e-05j -0.00660198+0.0012368j -0.080615+0.00184924j -0.346997+0.00045204j 0.0611699+0.00248283j -0.154973-0.000376295j 0.01472+0.00155681j 0.119335-0.00142518j 0.135916+0.00107757j -0.241327+0.00287533j -0.00142513+0.000352896j 0.20913-0.000379543j 0.129178+0.00222926j -0.0857816-0.00122699j 0.285347+9.05346e-05j 0.33798+0.000836719j 0.128269-0.000861954j -0.170111-0.00180274j -0.0842796-0.000374315j 0.129664-0.00291895j -0.227958+0.00219655j -0.0049953+0.000635154j 0.0327605+0.00298722j -0.0872142+0.00121183j -0.0591129-0.00275405j -0.0893577+0.0013851j 0.0627929-0.00131609j 0.0480123+0.00161921j -0.039037+0.00431592j -0.0699467+0.00112481j 0.0468433+0.000460137j 0.0367848-0.00173886j 0.0228582-0.00296595j -0.0124535+0.00258036j 0.0348812-0.000899258j 0.00243603-0.0024073j 0.0494979+0.00160118j 0.00723795-0.00293072j 0.027422+0.000611115j -0.0367553+0.000636294j 0.037389-0.00237436j -0.00494526+0.00204109j -0.0101035+0.00111728j 0.0265176-0.00108302j -0.0223058-0.000951231j 0.0135494+0.00103109j -0.0572852+0.00322952j -0.034228-0.000211369j 0.0358153-0.00111262j -0.0125348-0.00140935j -0.0229683+1.80196e-05j 0.0355902+0.00270862j -0.0219082+0.00236155j -0.0105617+0.0032164j 0.00891984+0.000894301j 0.0276948-7.71148e-05j -0.0108985+0.000423294j 0.00923309-0.000404561j -0.0180447+0.00234383j 0.0101739-0.000615749j 0.000140008+0.0016658j 0.00751401-0.000845438j 0.00515392-0.000482019j 0.0135837+0.00127419j 0.00137782-0.000834338j 0.00890535+0.000512748j -0.00262983-0.000577979j 0.00789998+0.000281522j 0.000178609+0.000910877j -0.0154416-0.00119003j -0.000790699+0.00222505j 0.0067607-0.000196965j -0.0107522-0.00296589j -0.00655089+0.000828081j -0.0103197+0.000590371j 0.0248238+0.00183325j 0.00948579-0.00180863j -0.00488721-0.000623041j 0.00235029-0.00210966j -0.00343084-0.000139501j -0.0229321+0.000391942j -0.0176129-0.00331633j 0.0057329-0.00147744j 0.0127069+0.000717432j 0.000257765-0.00110914j 0.00637316+0.000320688j 0.0062921+0.00112274j -0.00550252-0.00242955j 
-0.0019284+0.000509119j 0.00255916+0.000373052j 0.00118326-0.00393073j 0.00903221+0.00169878j -0.0183838-0.00184106j 0.0342211-0.00125656j -0.127875+0.00124859j -0.0844884-0.00352737j 0.0272216+0.00252715j -0.0696762-0.000962182j -0.0235309+0.000892904j -0.234221-0.000380499j -0.0721404+0.00165632j 0.0586677+0.00166005j 0.0322989+0.00166798j 0.433434-0.000190188j 0.348885-0.00197209j 0.090029-0.00157259j 0.130561+0.000860787j -0.171693+0.00146838j -0.00613451+5.39068e-05j -0.0256368-0.000123631j -0.186796-0.000784824j -0.232797-0.000133875j -0.18149+0.000586416j 0.176803+0.00120681j 0.0642036+0.00131543j 0.363854+0.000502017j -0.0261627-0.000992564j 0.18118-0.00116049j 0.0882055+0.00375899j -0.00265578+0.000693844j 0.119724+0.000295878j 0.0973741+0.000822143j 0.0681103-0.000198522j -0.0320222+0.000711089j 0.0461957-0.0017289j -0.0049141-0.000539246j 0.00224184+0.00354412j -0.0379145-0.000680098j -0.0226216-0.000291915j 0.0400774+0.000758262j 0.0316065-0.00219591j -0.0210085+0.00247991j -0.0168495+0.000153762j 0.029247-0.0010195j 0.0280037+0.000313075j -0.00659221-0.000524349j 0.0302794+4.39297e-05j 0.00653801+0.000382044j 0.00534938+0.000273759j -0.0153298+0.000650122j 0.0403655-0.000522297j -0.0255199-0.000402335j 0.0197612-0.00194411j 0.019191+0.00133508j -0.00329701-6.20749e-05j -0.0161131-0.000118316j 0.00481425-0.00115282j 0.0268817+0.00072229j -0.0311632-9.14478e-05j 0.0281476+0.00025807j -0.0110051-0.00247886j 0.023549+0.00179394j -0.0135999+2.76154e-05j -0.00544997+0.00213794j -0.00439057+0.0015763j 0.0129393+0.000288336j 0.016153-0.00067344j 0.00308199+0.000707496j -0.00845254+0.00219613j 0.0178623+0.00161831j -0.0116481+0.000201041j -0.00467728-0.000451548j 0.00496158+0.000190211j 0.004691+0.000277854j 0.00605037+0.00107421j 0.00188632+0.00288637j -0.0105703+0.00111865j 0.0094581-0.000261749j -0.0103089+0.000419522j 0.0128642-0.000328629j 0.000112919+0.00155879j -0.00614185-0.00205781j -0.00898024+0.000231914j 0.00604034-0.00122467j 0.00534543+0.000107008j -0.00408607+0.00137748j -0.00762576-0.00158493j 0.00306887-0.000527022j -0.0156139+0.00034718j 0.0138682+0.000787097j 0.00551913+0.000589556j 0.00448397-0.00205533j -0.00689428-0.000774102j 0.0129689+0.000626995j -0.00387645-0.00185575j -0.00666707-0.000712867j 
0.00298845+0.00239678j -0.00076505-0.00208445j -0.00382215+0.00294189j -0.0267571-0.00149799j 0.0176617+0.00389889j 0.0878518+0.00334729j 0.154114+0.000173199j -0.0535663+0.00409429j 0.0264588+0.000592864j 0.0213461+0.000579413j 0.0757892+0.00270266j 0.061219-0.00264136j 0.126606-0.00135872j 0.0480868-0.00173282j -0.00209345-0.0026002j -0.185138+0.00104596j 0.465537-0.0016311j -0.0392822-0.00216054j -0.11968+0.000638724j 0.0551582+0.000812621j 0.440574-0.00127812j 0.224285-0.00200306j 0.200634-0.000894069j 0.141968-0.000926363j -0.0654226+0.00170376j 0.189258-0.000665352j -0.331422-0.000612145j 0.117915+0.000225335j -0.0220645-0.000409363j 0.0979056-0.00114795j -0.0607013-0.00208185j -0.0531505+0.00101605j -0.0293351+7.8499e-05j 0.0551686+0.000496859j 0.0179167+0.00104164j 0.111038-0.000766077j -0.0155586+0.00066894j 0.0345379+0.000586181j 0.0325176-0.00219243j -0.0256808+0.000316859j -0.012708+0.000989733j -0.0351902+0.00166178j 0.00453308+0.000203095j 0.0163504-0.00133013j -0.0136673+0.000611024j -0.0145165+0.00214737j -0.0225636-0.000243101j -0.0417455+0.00229949j -0.00141326-0.00149408j -0.00865877+0.000957774j -0.00377864+0.00131104j -0.00285634-0.000862992j -0.0221928-0.000280861j 0.00161552+0.00140483j -0.00484537+0.00213051j 0.00657491-0.00102004j 0.00566795-0.00164472j -0.0208647+0.00130122j -0.0130792-0.0016142j -0.00508955-0.000274547j 0.00418944+7.48908e-05j -0.0809174-0.000358292j -0.0427751+0.000947901j -0.00199321+0.00125903j -0.000227255+0.00156342j -0.00107354-0.000121398j -0.000344672-0.00198411j 0.0335549-0.00195894j 0.00928339-0.000935357j -0.00924467+0.00207695j -0.012351+0.00307055j -0.00483388-0.00140568j 0.00483496-0.000369404j 0.00624941+0.000177027j 4.14693e-05+0.00146437j 0.00481299+0.000380508j 0.00843755-0.000156433j -0.00599816+0.000479502j 0.00332613-0.00222878j -0.00404554+0.000691996j -0.00332558+0.000824383j -0.00832706-0.000214191j 0.00520925-0.00072752j -0.0110987-0.000202417j 0.0119444+0.00212126j -0.00314164+0.000255505j 0.00401453-0.000168337j -0.000605563-0.00142545j -0.00304357+0.00130118j 0.00416917+0.00132072j 0.019731+0.00157388j -0.00467563-0.000796881j 0.0107953+0.00176731j -0.015454-0.000911592j 0.00605431+6.48544e-05j 0.00750581+0.000792217j -0.00721257-0.00191829j -0.00262731+0.000939432j 
-0.00292927+0.00252141j 0.00261967+0.0025907j -0.0144582-6.61518e-06j 0.0219109+0.00302654j 0.0656755-0.00157681j 0.0939541+0.00202167j 0.0815154+0.00168661j -0.0217706-0.000890897j 0.061179-0.00305338j 0.157302-0.00226384j -0.253795-0.000540095j 0.265042+0.000936656j 0.0993991+0.000250392j -0.0784911-0.00105754j -0.127245-0.00171883j 0.238355-0.000667404j -0.129158-0.000637782j 0.0752016-9.43507e-05j -0.165505-0.000372774j -0.459866-4.92223e-05j 0.254077-0.00157038j -0.103221-0.00135775j 0.255009-0.000711264j -0.0821826+0.00241303j -0.0901161-0.000113717j -0.221165-0.00424945j 0.117335-0.00273744j -0.0156437-0.000712916j -0.187097+0.00170852j 0.0678758+0.000483767j -0.0459189+0.000555492j 0.0117699-0.00132711j -0.0592028-0.00130642j 0.0326136+0.000505673j -0.0869353-0.00123175j 0.0711198+0.00181412j 0.0296836-0.0020717j -0.0167378-0.00216683j -0.0895987-0.000982501j 0.0232529-0.00128501j -0.0232832-0.000213865j 0.0281494-0.00159931j 0.00776361+0.000601539j -0.00246158-0.000356742j -0.0776496+0.00126965j -0.00455963-0.00159387j -0.00679177+6.67722e-06j -0.0151109+0.0013251j -0.00801207+6.06459e-05j -0.00464128-0.000262016j 0.0113663+0.000389223j 0.0313018-0.00165603j -0.0343036-0.000912233j 0.00584949-3.2646e-05j 0.0218045+0.00142377j -0.00615844+0.00112887j 0.0141772-0.00100503j 0.0337213+0.000151146j 0.0406896-0.00292754j 0.00536069+0.000457403j -0.0396039-0.000516559j -0.0288367-3.45603e-05j 0.0334474-0.00165483j -0.00987572+0.00147428j -0.0272908+0.00210234j -0.00417242+0.00152646j -0.01172-0.000720415j 0.0120663-0.0021607j 0.0263048-0.00222205j 0.00394023+0.00160663j 0.00673574+0.000415596j 0.00137474+0.00192347j -0.00800694+0.00210547j 0.0118678-0.00108208j -0.00828815+0.00232888j -0.0021851+0.00100412j 0.00505247-0.000632814j 0.0120288+0.00152554j 0.00917398+0.000136904j 0.00161835+0.00129379j -0.00745155+4.72628e-05j 0.00144647-0.000977039j 0.00628225+0.00101145j -0.00257741-0.00231999j 0.00917871+0.00298513j 0.00362792-3.57803e-05j -0.0158271-0.000215438j -0.00618073+0.00044313j -0.0149705-0.00167531j -0.00768602-0.00127606j 0.000951353+0.000418608j 0.0159876+0.00258436j -0.00964202+0.00135909j -0.00831449-0.001909j -0.000329999+0.000670437j -0.00363696+0.000400369j -0.00986543-0.00146878j 0.00571256+0.00299855j 
-0.00171335-0.00057916j 0.0027888+0.00300679j 0.0153892-0.00167261j 0.0173195-0.00133586j -0.0707226-0.0037124j 0.0614547-0.00145116j -0.0440418+0.00150605j -0.0109077-0.00091493j 0.078414+0.000675085j -0.00707748+1.71975e-05j 0.135632-0.000822576j 0.233893-0.000310498j 0.0318395+0.00159702j -0.278362+0.000930175j 0.22277-0.00111346j 0.0709555+0.000700384j 0.0187798+0.000362901j -0.194557+0.000819338j 0.256119+0.00138546j 0.0321622-0.00176238j -0.265632+0.00209265j -0.356823+0.00210137j 0.343597+0.00120188j 0.124873-0.00058837j -0.00250816+0.000394964j 0.0325816+0.000724169j -0.30609+0.00118936j 0.248524-0.000991096j -0.0286025-0.000106473j -0.148097+0.00114344j 0.055041-4.42305e-05j 0.0247725-0.000558426j -0.0116925-0.000565515j -0.0146128-0.00032871j 0.0388821-0.000464637j 0.102258-0.000208555j 0.0462238-0.000155946j -0.0203176+0.000739344j -0.0305561+0.00192056j -0.0105616-0.000788986j -0.00617831+0.00144221j 0.0338084-0.000193099j 0.0225789-0.000990181j 0.000130703+0.00113835j 0.00137264+0.00138826j -0.0258143+0.000278623j -0.000688819+0.000847848j -0.0122826+0.00154862j 0.000295655+0.000288347j -0.0150297+0.00151107j 0.0186037+0.000704978j 0.00226754+0.00081054j 0.0138128-0.00152747j 0.0120297+0.000433713j 0.0180117+0.000743846j -0.0269279+0.000624157j -0.0346095-0.000929245j -0.00298014+4.41095e-05j 0.0491186-0.0046258j 0.0393895-0.000950748j 0.013251-0.000179852j 0.0200824+0.000656319j 0.00107319+0.00149934j -0.0171336+0.00185527j -0.0308435+0.00138947j -0.014634+0.00197044j 0.0134115-0.000348109j 0.00869122-0.000396129j -0.00336686-0.00058707j -0.00535658+0.00223457j -0.0101168+0.00020088j -0.00268062+0.00102388j -0.00523774+0.00254879j 0.0090989-0.000600288j -0.00857648+0.00126325j -0.00147201+0.000804529j 0.00524083-0.00031032j 0.00368288-0.000553594j -0.000547273+0.000795887j 0.013027+0.00113359j -0.00445008+0.000818186j 0.00414118-0.000671462j 0.00261314-0.000629897j -0.00705533-0.00212399j 0.001713+0.00215418j -0.00154622+0.000969698j 0.00127065-6.47765e-05j -0.00428748-0.000285584j -0.00852462-0.00227502j -0.00854945-0.000823171j -0.0117561-4.65234e-05j 0.00498277-0.000840014j 0.00790828+0.00115945j 0.00105887+0.000319471j -0.00439139-0.000810348j 0.00227362+0.000788212j 0.00335883+0.00184797j 0.00641408+0.000559423j 
0.00621769-8.83697e-05j 0.00106295+0.00226704j 0.0497945+0.00240648j 0.0176684-0.00739876j -0.153468-0.00365929j -0.026239+0.000723499j -0.120633+0.000719532j 0.107328+0.0010371j 0.0733533+0.00114663j -0.232417+0.00290155j 0.225567-0.000508257j 0.187545-0.00203032j 0.37884+0.000191059j 0.223536+5.97585e-05j 0.0574916+0.000626925j 0.114655+0.00192197j -0.0820782-0.00114638j 0.312787-0.00273434j 0.428194+0.00329272j -0.00960225+1.53527e-05j 0.154179-0.000921312j 0.158636-0.00193156j -0.0860176+0.00199447j 0.0777827-0.00277855j 0.021539+0.00246198j -0.141425+0.000871182j -0.0152754+0.000748258j -0.0732853+0.00211772j -0.0823478-0.000541826j 0.129646-0.000132697j 0.0744299-8.24396e-05j 0.0696436+0.00193789j -0.079114-0.00070554j -0.0520574-0.00152205j -0.00105869+0.00187021j 0.0268959-0.00151062j -0.0105841+0.00314292j -0.0461517+0.000783446j -0.00378963+0.00096138j -0.00315346+8.27321e-05j -0.0129432+0.00149649j 0.0166199+0.00170071j 0.00555616-0.000449332j 0.0184224+0.00150009j 0.0512883+0.00164101j -0.0841002+0.00234646j -0.013453-0.00131751j -0.0059135+0.00204681j -0.0129543+0.0023246j -0.00587362+0.00177869j 0.0239824+0.000188303j 0.0120454-0.000122997j 0.0450363-0.00283752j -0.0231025+0.00196756j 0.0523506+0.000560586j -0.118161+8.49269e-05j -0.00436159-0.000709537j -0.028737+0.00132578j 0.0312315-0.00354709j 0.00581751-0.00148026j -0.0192636+0.0012805j 0.00234859-0.00152965j 0.00608477+0.00299492j -0.0108201+0.000665145j 0.022386+0.000399187j -0.00208302+0.00170377j 0.00854507-0.00175149j -0.00487814-0.000522561j -0.00867261-0.000759225j -0.0103208+0.00121459j 0.0095924+0.000377356j -0.0108351+0.000264789j -0.00511421+0.00216438j 0.000818039-0.00194757j -0.003586+0.000371442j -0.00160943+0.00126485j 0.0154954-0.000749032j 0.000118777-0.00236586j -0.0118205-0.00103028j 0.0106752+0.00145815j -0.00771879+0.0014511j -0.00106602-0.000486424j 0.00688146-0.00137437j -0.00130397-0.00206245j 0.0017645+0.00173392j -0.0151644+0.0015806j 0.00601243+0.000373848j -0.00651772+8.32256e-05j 0.00698818-0.00248414j -0.0237508-0.00180293j -0.0051162-0.000475916j -0.00282201-0.0015673j 0.00572898+0.00136133j -0.0041977+0.00167634j 0.00186564-0.000870508j 0.00418617+0.00227249j 0.0097647+0.00462581j 0.0132758+0.000125453j 
