-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
0.00245736+0.00838346j 0.00244398+0.000845234j -0.0760352-0.000491493j -0.0340644-0.00551868j -0.0978573+0.0064925j 0.0715375+0.00535975j 0.0181747-0.00179632j -0.00962185+0.00676087j 0.00416058+0.000115672j 0.00431645-0.00366213j -0.00515+0.00350448j -0.0117908-0.00277282j -0.0035628-0.000158442j 0.00475803+0.000222163j 0.00101157-0.0023558j 0.00260604+0.00398646j -0.00332638-0.000293388j 0.00736236-0.00295642j -0.00441692-0.00078751j -0.0199529-0.000814537j -0.00589818+0.00366989j 0.000955497-0.00250922j 0.00156595+0.00146532j -0.000511786+0.000641663j -0.00454024-9.83467e-05j 0.00545165+0.000260478j 0.00521892-0.00043609j -0.00370562-0.00159887j 0.000663692+0.00107284j 0.00135491-0.000743819j 0.000341322+0.000536963j -0.00787471+0.000610815j -0.00424354+1.7434e-16j -0.0061598-0.00177594j 0.00192436-0.000961186j -0.000272838+0.00210124j -0.00032311-1.89322e-06j -0.0058253-0.000222248j 8.54046e-05+0.000682142j 0.00144362-0.00136789j -0.00374936-3.64593e-05j 0.000792025+7.73985e-06j -0.00453914-0.0038114j 0.0810057-0.0150958j 0.0332104+0.0184708j 0.0329322-0.0196515j 0.00123311-0.000311272j 0.00649695-0.0107372j 0.0138127-0.0488326j 0.00863348+0.0631759j -0.0273704-0.0102603j 0.0126404+0.0492136j -0.00207128+0.0242895j -0.0198109+0.00404078j 0.0174102-0.00862222j -0.0263102-0.0105027j 0.0142719+0.0144199j 0.00935107-0.0327782j -0.0165393-0.0219796j 0.00884225+0.0101729j -0.0226374-0.0123096j -0.00700829+0.0251503j 0.00629059+0.00170757j 0.00285513+0.0361914j -0.00736328-0.00146315j 0.00290543-0.00298792j -0.00575304+0.0114406j 0.00833137+0.00424944j 0.00293897-0.00968783j 0.00707622+0.00350745j 0.00216567-0.00791333j 0.0140571+0.0115747j 0.000315636-0.00398956j 0.0062833-0.00770429j -0.00493378+0.00216987j 0.00951952-0.00600338j 0.00217285+0.0101749j -0.00334654-0.0037189j -0.00946088-0.00275109j -0.00233908+0.00515847j 0.00195661+0.011711j 0.00476225+0.00850816j 0.000312639+0.0146026j -0.0112575+0.00124806j 0.00591813-0.0108201j 0.00492632+0.00778574j -0.00744685+0.00127093j -0.00302375-0.00477002j -0.0133167-0.00563009j 0.00396789+0.0019969j -0.00237861+0.000774568j 0.0130765+0.00333685j -0.000371995+0.00597355j 8.24112e-05+0.00134419j -0.000792717+0.000121329j 
-0.110484-0.00175621j -0.0493335-0.00548354j -0.101467+0.00642135j -0.0392783+0.0072913j 0.0517823+0.00168019j 0.0488729-0.00496247j 0.017895+0.00698951j -0.029103-0.00674739j 0.0281032-0.000694606j 0.0108809+0.00192302j 0.00383436-0.00254595j -0.0242983-0.00380966j -0.0327537+0.00302155j 0.0333588-0.00164428j -0.0238056+0.00440959j -0.0415655+0.00614385j 0.00738344+0.00677308j -0.028002-0.00489118j -0.0166446+0.00724967j -0.00480989+0.00544722j -0.00732071-0.000852945j 0.02093-0.000447952j 0.0162389+0.00130029j 0.0022965+0.00073561j -0.00334433+0.00471451j 0.00318467-0.00381939j 0.00342425-0.00171009j -0.0008269-0.00124468j 0.012289+0.00188447j 0.00887947-0.000159609j -0.00722747-9.59269e-05j -0.010738+0.00321717j -0.0061598+0.00177594j -0.0075147-1.24033e-16j 0.0112284-0.000223806j 0.000308915-0.000949944j 0.0102207+0.00279505j 0.00172451+0.00107355j -0.00840412-0.00102698j 0.0287589-0.0116088j 0.00188146+0.0166911j -0.00657033-0.0121231j -0.0760308+0.00242765j 0.0403057-0.0446687j -0.0304018+0.0603277j 0.000159533+0.0272046j 0.0316775+0.0553666j -0.0265392-0.0140877j -0.0471488-0.0415129j -0.00726481+0.0328752j 0.00835459+0.0133637j -0.00476208-0.0221656j 0.0130429-0.0138111j -0.00275608-0.0456263j -0.00260547+0.0222315j 0.0126837+0.020521j -0.0132016-0.0204311j -0.0178978+0.0164935j 0.0072395-0.00763102j 0.000923462+0.0140491j -0.00780241+0.0121632j -0.0103131-0.0187715j -0.000751496+0.0117189j -0.00703909-0.00359768j -0.0125517+0.0174761j 0.00740131+0.0106612j 0.00154229+0.0097441j 0.00667416+0.0222274j -0.000692583-0.00469392j 0.00885472-0.000800733j 0.00834149+0.00511539j -0.003725+0.00764357j -0.00313874-0.00839454j -0.00628242+0.0111167j 0.00191323-0.00280089j 0.00902225+0.00225437j 0.00102937+0.00356391j 0.00851561+9.36865e-05j 0.00975269-0.00973965j -0.000979331+0.000536826j -0.0147999-0.00757897j 0.00212512-0.00982248j -0.00250409+0.0112959j -0.00234247-0.00668007j 0.00469104-3.79562e-05j 0.00923202+0.000307177j 0.00634499+0.00687452j 0.0137284+0.0101792j -0.00259006-0.0116646j 0.00471099-0.0195985j 0.0122301+0.00885368j 0.00139963+0.0136479j 0.00495757+0.00843763j 0.0174099+0.00859822j 0.0139965-0.00498286j 
-0.0671431+0.00266272j 0.111273+0.00120419j -0.10383+0.0224266j 0.0471277+0.00342278j 0.00420244+0.00320173j -0.00679368+0.00388643j -0.0262389+0.00392609j -0.00432844-0.00504834j -0.00365766+0.00197226j 0.0363807-0.00127305j 0.0100587-0.00161296j 0.0199404-0.00200119j -0.021826+0.000611366j -0.0213921+0.00413926j -0.0238294+0.000337726j -0.0159933-0.00315024j -0.0410715+0.00677834j -0.0076337+0.00608223j 0.0310859+0.00605637j -0.000984312-7.24896e-05j -0.0176303-0.00208557j -0.00288529+0.000250186j 0.00982754-0.0010389j 0.00937994-0.00110503j -0.00618805+0.00192404j -0.00187025-0.00281367j 0.00109689+0.000257013j 0.00648274+0.000146916j -0.00108572+8.99598e-05j -0.000442441+0.000409947j 0.0022504-9.78637e-07j -0.00552791+9.45173e-05j 0.00192436+0.000961186j 0.0112284+0.000223806j 0.00459799+2.14238e-16j -0.00993873-0.00123915j -0.00347239-0.00117734j -0.0150879+0.00172194j -0.0103171+0.00162875j 0.0186609-0.0173681j 0.0563333-0.0148584j -0.0786498-0.007922j -0.0240158+0.0226556j 0.0109642-0.00243648j 0.0187546+0.0117316j 0.0363472-0.00475594j -0.0180016+0.0659512j 0.0251984+0.0835855j -0.025226-0.00612303j -0.0120962+0.0120254j -0.0254174+0.00361222j -0.0121544+0.0383547j 0.0253515+0.0267037j -0.00299723+0.0108888j -0.00879706+0.0216742j 0.00889558+0.03627j 0.00146532+0.00947528j 0.00923299+0.000905637j -0.000573073-0.00162157j 0.00344415+0.0282372j 0.00797355+0.0133565j 0.00482696-0.0209938j 0.00028736+0.000202211j 0.00398841+0.00866141j -0.00515398-0.0156162j -0.00564415-0.00671946j -0.0012093+0.000853429j -0.00965782+0.00964162j -0.00429376+0.00756175j 0.00103133-0.00751013j 0.00847846-0.00453486j -0.00507443-0.0108986j -0.00252809-0.00571497j -0.0139075+0.00530098j -0.00103367-0.0146512j 0.00497229+0.0122994j 0.00912145-0.00440113j -0.0017005-0.00564154j 0.0176702+0.0104369j 0.00181587+0.00717258j -0.00237557-0.0123456j -0.0096078-0.00805294j 0.00517845+0.0054556j 0.00625404+0.00150627j 0.00401492-0.00411656j 0.00621906+0.00445886j 0.00994945+0.010431j -0.00387831+0.00434389j -0.000285579-0.00154894j 0.0118599+0.00894854j -0.00744195+0.0182861j 0.00301432+0.00677726j 0.00523364-0.00082208j -0.0103559+0.00426471j 0.0149029+0.0103093j 
0.11907+0.00237762j 0.0543671-0.0234904j -0.0619945+0.00511197j 0.0193479-0.00855815j -0.0225144+0.00268136j -0.0138549-0.000305714j 0.0062594-0.00176443j 0.0132226-0.00169016j -0.00871891-0.00115779j -0.0191752+0.00375432j -0.00923495+0.000781319j 0.0101578+0.00344658j 0.0293088-0.00128989j 0.00256039-0.00425064j 0.0322158-0.000232246j -0.00131359-0.0066546j -0.0121741-0.0146852j 0.0294185+3.9112e-05j 0.0112221-0.00215068j -0.0144141-0.00435419j 0.00404093-0.000554229j -0.00643863-0.00163128j -0.00102511+0.000884506j 0.00533404+0.000911472j 0.00133436-0.00245894j 0.0068814+0.00246883j -0.00437509+0.000681914j -0.00359682+0.000566244j -0.00931533+0.000356855j -0.00482196+0.000132948j 0.00249751-7.17828e-05j 0.00998881-0.00241666j -0.000272838-0.00210124j 0.000308915+0.000949944j -0.00993873+0.00123915j 0.0133285-2.94903e-16j -0.00399579+0.000754235j -0.0341741+0.010542j 0.0358529+0.0149559j -0.0153921+0.0560072j 0.00528019-0.00237399j -0.0349436+0.0160003j 0.0450478+0.02284j 0.0353954+0.0233976j 0.0154801-0.0186951j 0.00827364-0.0184689j -0.0135836-0.0326706j -0.00243837+0.0452973j -0.00788836-0.0177365j -0.00222865+0.0354j -0.0175275-0.0113122j -0.0214422+0.0232389j 0.0183641+0.000823668j -0.00714304+0.0104709j -0.0077554+0.00788983j -0.00648823+0.00716999j -0.00667613+0.0118039j 0.00779174-0.00435049j -0.00557445+0.00590877j 0.00916815+0.0230498j 0.0164503+0.0052032j -0.0074445-0.0105814j 0.000345928+0.0198111j 0.00864945+0.00725317j 0.00528922-0.0096197j -0.00699778-0.0106486j 0.00081958-0.00897297j -0.00359338-0.0161952j 0.0144347-0.00846999j 0.00692521-0.0107841j -0.00684952+0.0169817j -0.00352217+0.0148573j 0.00254292-0.0154544j 0.012379-0.00177539j 0.00929147+0.0030207j 0.00222705+0.00832897j 0.0102687-0.00147549j 0.0127522+0.0130684j -0.0129779+0.00318006j -0.00397502-0.0162692j -0.0107379+0.00865955j 0.0055187-0.00128727j -0.00450041-0.0139471j 0.0183244+0.000506013j -0.0109858+0.0222298j -0.0156934-0.00588891j -0.0119783-0.00994671j 0.00292638-0.0102508j 0.00540988+0.00210195j -0.024132-0.0053742j 0.00570198-0.0321292j -0.0171316-0.00854117j -0.0118612-0.00700496j 0.00920778-0.0110795j -0.0257379-0.00801863j 
-0.0486621+0.0240866j 0.117487+0.0012821j -0.0108016+0.00706489j -0.041079+0.00153753j -0.00408003+0.00215424j -0.0279596+0.00488842j -0.00836952+0.000407949j -0.0090134-0.00200217j -0.0111181+0.00228384j 0.0218254+0.000497846j -0.000878488+0.000956935j 0.021644-0.0020054j -0.0018755-0.00333944j -0.03884-0.000430917j 0.00571172-0.00310798j -0.0101093-0.0153705j 0.00564343+0.00712761j -0.00444598+0.000998056j 0.0260484+5.13876e-05j 0.00116988+0.000958711j -0.0121784-0.00438629j -0.00205922+0.00075786j 0.00140213-0.00212699j 0.00470019-0.00253608j -0.00735814+0.000841528j 0.00317631-0.00177794j 0.0014323+0.000493737j 0.00421673-0.000131575j -0.0015281+0.00232149j -0.00480674+0.000134067j 0.00547554+0.000241036j -0.00389735-0.000874461j -0.00032311+1.89322e-06j 0.0102207-0.00279505j -0.00347239+0.00117734j -0.00399579-0.000754235j -0.0108517+3.6195e-15j -0.0339953-0.0148315j -0.0398022+0.00998319j -0.00816506+0.00359898j 0.0235227-0.0575832j -0.0336447-0.0340603j -0.00655182+0.00620445j -0.00145042-0.00268415j -0.0145277-0.00499269j 0.0181987+0.00866908j -0.00778336+0.0250943j 0.0101138+0.0409291j -0.00727847-0.000966914j -0.00168736-0.000611488j -0.0126348+0.0234049j 0.00427391+0.0126287j 0.0018127+0.0137323j 0.000508065-0.00315287j 0.00152562+0.00961996j -0.00711035+0.0107612j 0.0065286+0.00629511j 0.00855662-0.00516536j -0.00261207-0.00374626j 0.00509431+0.0027846j 0.00589252-0.00719262j 0.00234201+0.00413414j 0.0080267-0.000687127j 0.00390955+0.00644889j 0.000186382-0.0119396j -0.0044647-0.00705057j -0.0012743-0.00216944j -0.0079784+0.00310944j -0.00460259+0.000909812j -0.00518237-0.00797866j 0.0129645-0.0122841j 0.00764097-0.0111103j -0.00882194+0.00547899j -0.00613103-0.00207389j -0.000992033-0.00994416j 0.00469083+0.00577048j 0.00264891-0.00169854j -0.00568643-0.0167169j 0.00961828+0.0115564j -0.0053848+0.0208451j 0.0105705+0.00723852j -0.0162254-3.7087e-05j -0.00122691+0.0234777j -0.00933278-0.00120196j 0.0158208+0.00260205j -0.00716604+0.0368819j 0.0128778+0.00220374j -0.0119742-0.00882969j -0.0244427-0.005192j -0.0041926+0.0369856j -0.0242531-0.0111721j 0.0184336-0.0009058j -0.0241603-0.00977007j -0.0311375-0.00749977j -0.0147176+0.0053125j 
0.0267126-0.000554115j -0.0354369-0.00287791j -0.0212336-0.000828905j -0.0332253-0.00187664j -0.00470352+4.00618e-05j -0.0208719-0.000764403j -0.0185946-0.00127079j 0.00352106+0.000772557j -0.00753603-1.61342e-05j 0.0231661+0.00178409j 0.00469169+0.000746768j 0.0155235-0.000261227j -0.013115-0.00347013j -0.0627838+0.0152608j -0.0898964-0.00485122j 0.0144262+0.00131794j 0.0312597-0.00697363j 0.0212139-0.00340847j 0.0102897-0.000287981j -0.00509654+0.00149339j 0.00704679-0.00175824j -0.0087141-0.000217437j -0.00566263+0.000271936j 7.32961e-05+6.78213e-05j -0.0011565-0.000480031j 0.00782905-0.00106109j -0.000562728-0.000766713j -0.00267716+0.000374235j 0.00111321+0.000434355j -0.00276963-0.000230688j -0.000887884+0.000114675j 0.00574251+0.000133582j -0.0058253+0.000222248j 0.00172451-0.00107355j -0.0150879-0.00172194j -0.0341741-0.010542j -0.0339953+0.0148315j 0.0067889+8.20741e-17j 0.000871095-0.000682375j -0.00136766-0.00131627j -0.00549159-0.00346659j -0.00324904+0.00210818j 0.0109265-0.0035886j 0.00896568+0.00638481j 0.000544397-0.00595968j -0.00695017-0.00582363j -0.00128697-0.012532j -0.0028311+0.000175298j 0.00585398-0.0092712j 0.000928769+0.00651347j -0.0042612-0.00441123j -0.000191042-0.00695698j -0.000916273-0.0034975j -0.00438527+0.00327354j -0.00652743-0.00304623j -0.00463104-0.00193149j -0.00729741+0.00692193j -0.00393335-0.005708j -0.00233287-0.00327876j 0.00126807-0.00406205j 0.00071784+0.00376297j -0.00434191-0.00524915j 0.00190084+0.0103317j -0.000241747+0.00155763j 0.00516966+0.00109138j 0.000645872+0.00364994j -0.00414601+0.00824232j -0.000744994-0.00567762j -0.00244813+0.00840462j 0.00529155+9.53693e-05j -0.00448427-0.00317039j 0.00471496+0.0029903j -0.00290392+0.0079549j 0.000178158+0.00924255j -0.00479777-0.00309758j -0.00536575-0.00695888j -0.000590823+0.0142954j 0.00557746+0.005652j -0.00298087-0.0115995j 0.0113551-0.0167658j -0.00817918+0.000281559j -0.00357876-0.00953154j 0.00250549+0.00802167j -0.0094049+0.00769918j -0.0184197-0.0202764j 0.00192076-0.0563747j -0.00826365+0.0238245j 0.0233752+0.0306082j -0.00437417-0.0178064j 0.0718036+0.104024j -0.0449086+0.287719j -0.0229971+0.0143095j 0.096545-0.0359585j -0.188121-0.0772272j 0.264198-0.0192636j 
-0.0369643-0.00383946j -0.0299355+0.000503968j -0.0211284-0.00160434j 0.0142225-0.000282618j -0.00849812-0.000170672j -0.00882329-0.0012971j 0.01863+9.32743e-05j -0.00809208-0.000284165j -0.00486515-8.57706e-05j -0.0227135+0.000922745j -0.0136896-0.000358777j 0.00544901+0.000807509j 0.0486979-0.00126453j -0.0962224-0.00530376j 0.0527676-0.0145453j -0.0306979+0.00871877j 0.0134041+0.0014779j 0.00565567+0.000260283j -0.0165318+0.00373811j -0.00487525-0.000680851j 0.00838072+0.000114147j 0.0113678-0.0013729j 0.00943766+1.37546e-05j 0.00181228+0.000865423j 0.00725861-0.000267949j 0.000592321+0.00106732j 0.00600301-0.00012612j -0.00557365-0.0004979j 0.00939441+0.00112044j 0.00261966-0.000472971j -0.00620511+0.000219475j 0.00990221+0.000445854j 8.54046e-05-0.000682142j -0.00840412+0.00102698j -0.0103171-0.00162875j 0.0358529-0.0149559j -0.0398022-0.00998319j 0.000871095+0.000682375j -0.00429314-3.82073e-16j 0.00732289+0.00188777j -0.00255104+0.0020968j 0.00880032-0.00362458j -0.000680923-0.0017433j 0.00450528-0.00749669j -0.0018656+0.00674995j -0.00450057+0.00159053j 0.00548091-0.00419193j -0.010905-0.0107653j -0.00973228-0.00447814j -0.00425092+0.00846959j -0.00222277+0.00351053j -0.00348556-0.00889779j 0.0029366-0.00888745j -0.00698697-0.00388299j -0.00422051+0.00827026j 0.00874158+0.00373894j -0.000845649-0.00167699j 0.0019772-0.00255985j -0.00762869-0.00363309j -0.000135717+0.00415526j -0.00197955+0.00591826j -0.00528476-0.0122689j 0.000870831-0.00112288j 0.00337442+0.00884763j -0.00790599+0.00372067j 0.00191304-0.00303463j 0.00429933-0.000464926j 0.00671513+0.00992495j -0.00295788+0.00337495j -0.00290065+0.00999269j -0.0017356+0.000429722j -0.00789038-0.00823798j 0.00422154-0.00273808j -0.00340358+0.0056824j -0.00319871+0.00101807j -0.00247401-0.004796j -0.00926344-0.00663614j -0.00622334-0.00920112j 0.00732512-0.0086761j -0.00014258+0.00303668j -0.00615296-0.0205464j 0.00697904-0.00498736j 0.00515121-0.00848409j 0.000854586-0.00835618j 0.000404809-0.056893j 0.0134744+0.0216947j 0.0132007+0.0200867j 0.00760707-0.0034302j 0.0265371+0.00678858j -0.04525+0.282535j -0.0878035-0.0952105j 0.0698901-0.0637548j 0.0166016+0.018158j -0.262723+0.0173735j -0.186014-0.0702111j 
-0.00900922+0.00737132j 0.0296407+0.00246351j 0.0175604+0.00257411j 0.0142826-0.00220317j 0.00335008+0.00209002j 0.0193339-0.000299822j 0.00237172-0.00152647j 0.00473351-0.00140034j 0.00921431+0.00134655j -0.0095176+0.00512699j 0.000530755+0.000934159j -0.00639682-0.0055076j -0.0223902-0.00621462j 0.0973381-0.00654659j 0.0220286-0.00473754j 0.00394733+0.00949914j -0.0202572-0.00256353j -0.00745484-0.00275982j 0.00131682+0.0019708j 0.00314259+0.00104636j -0.00533002-0.00236937j -0.00174403-0.00154475j -0.000691134+0.000355422j -0.000161143+0.000960065j -0.00323876-0.00193998j -0.0036323-0.00246793j -0.00169528-0.00205103j 0.00451129+0.00250505j -0.00552074-0.00278654j -0.000404666-0.000689513j 0.00238446+0.00296866j -0.0061094-0.00564513j 0.00144362+0.00136789j 0.0287589+0.0116088j 0.0186609+0.0173681j -0.0153921-0.0560072j -0.00816506-0.00359898j -0.00136766+0.00131627j 0.00732289-0.00188777j 0.0164173+8.76035e-16j -0.00490359+0.00109672j -0.000444192-0.00220646j -0.000492766-0.0012885j -0.00304281+0.000940698j -0.00273353+0.0013542j 0.00339047-0.00172932j -0.00662034-0.00399232j -0.00232286-0.00128772j -0.000963848+0.00214706j 0.00155634+0.00186401j 0.00246526-0.000996166j -0.000466248-0.00238847j -0.00659819-0.00232091j 0.00129742+0.0015786j 0.00363184+0.000319301j -0.00439016-0.00401481j 0.00249929-0.00180352j -0.00120492-0.00324341j -0.00029357+0.000623754j -0.0042712-0.00061894j 0.000575142+0.000723612j 0.000651068-0.00212065j -0.00132633+0.00206415j 0.000583699+4.17367e-07j -0.000929295+0.00353311j 0.000431744+0.000944508j 0.00201222+0.000491253j 0.000847693-0.000974929j 0.00197293+0.00376785j -2.95502e-05+0.00505231j 0.000964903-0.00267934j -0.00106898+0.00125056j -0.000539613+0.00311425j 0.00220668+0.00407239j 7.43003e-05-0.0038413j 0.00111446-0.00278196j -0.00419759+0.00568766j -0.00551576+4.56992e-05j 0.000770049-0.00991008j -0.00755481+0.00216971j -0.00047182+0.00147688j -0.00557844-0.0133755j -0.00485848+0.0190471j 0.00485966-0.0267532j 0.0454165+0.0159066j -0.0202753+0.108602j 0.0173781-0.0432647j -0.00541973-0.00343816j -0.0147585+0.0284315j 0.0835397+0.0557015j -0.389663-0.0417918j -0.0253154-0.0330002j -0.0654546-0.00334058j 0.153817-0.0288247j -0.0288263+0.459366j 
-0.0242258-0.000410128j -0.00785732+0.00786256j -0.00299435+0.00447439j 0.0186703+0.00392863j -0.0050316+0.00244755j -0.00439713+0.00352591j 0.0138156+0.00455139j -0.00471287-0.00218271j 0.000838231+0.00191244j -0.0131988-0.00414582j -0.0106808-0.000275101j -0.0106816-0.0104596j 0.0137269+0.0121314j -0.0125966-0.00364886j 0.0774888-0.0202277j -0.0156728-0.00217953j -0.00608142-0.00979666j -0.00156815-0.00215937j -0.00717068-0.00389614j -0.00273105-0.00149302j 0.000276557-0.000477795j 0.00458988+0.00417832j 0.00297111+0.00253471j -0.000681875-0.000659199j -0.000121786+0.000324285j -0.0020834-0.000631465j 0.00180036+0.00224727j 0.00163799-7.413e-05j -0.000967216+0.00301281j 0.00486592+0.0036185j -0.0031165-0.00316554j -0.00814791-0.00393171j -0.00374936+3.64593e-05j 0.00188146-0.0166911j 0.0563333+0.0148584j 0.00528019+0.00237399j 0.0235227+0.0575832j -0.00549159+0.00346659j -0.00255104-0.0020968j -0.00490359-0.00109672j -0.0144686-1.23408e-14j -0.00533349+0.00110867j 0.00405069-0.00128914j 0.00676345+0.00625843j -0.00308864-0.00398797j -0.00627937-0.00210026j -2.67369e-05-0.00581206j -0.000318282+0.00336833j -0.000616488-0.00138408j -0.00126883-4.11021e-06j -0.00464353-0.00549573j -0.000306568+0.0016574j -0.000701296+0.00204603j -4.18703e-05+0.00297233j -0.00633295-0.00274748j 0.000338998-0.00333516j 0.00108678-4.13891e-05j 0.00139524+0.00331596j -0.00189724+0.0040676j -0.0020731-0.00124297j 0.000812764+0.000187366j -0.00021367+0.00353573j 0.00070747-0.00180475j -0.000317129-0.00406583j 0.000691386+0.000744025j 0.00296847+3.16642e-05j 0.00276542-0.00191866j -0.0016996-0.00681365j 0.0017114+0.00067429j 0.00323216+0.00378617j -0.00270326+0.00721623j -0.000964954+0.0052065j 0.00561867-0.00586398j -0.00166109-0.00161286j -0.000469722+0.00350558j -0.00537981+0.00197725j 0.00132248+0.00289298j 0.00374481+0.0112902j 0.000178913-0.00270066j -0.0111309-0.00981271j -0.00413117+0.0137392j 0.00305596+0.00830275j 0.00110388-0.00549497j -0.00892415-0.0156792j 0.0476206-0.217267j 0.0484291+0.0838594j -0.0376651+0.00530647j 0.00614602-0.00370816j 0.0639907-0.0193844j 0.366024+0.0487786j 0.0648361+0.0544855j 0.168393+0.0287769j -0.00318602-0.0381113j -0.0395836+0.401374j -0.121682+0.00214729j 
-0.037351-0.00269813j -0.0148865+0.00370924j -0.0163767+0.00251096j 0.00799452+0.00342889j -0.00697264-0.000412378j -0.003882+0.00132906j 0.0145404-0.00062868j -0.00108374+0.000668385j -0.00439175+0.000487939j -0.0240615+0.00123163j -0.0109993-4.47173e-05j 0.00620082+0.00692148j 0.0690125-0.0202204j -0.0523656+0.00543869j 0.0319777+0.0395051j -0.0233427+0.00124824j 0.00784017-9.13715e-05j 0.0053939-0.00257002j -0.00337825+0.000697846j 3.7583e-05+0.00227374j 0.0036983-0.000586151j 0.00393871-0.00126918j 0.00161292-0.000117592j -0.000402506+0.000154627j 0.00412256+0.000404441j 0.00215118-0.00197168j 0.0031492-0.000662428j -0.00407318+0.000400359j 0.00640742+0.000312098j -0.00118995+6.29125e-05j -0.00158891-0.000449521j 0.00896067+0.00108334j 0.000792025-7.73985e-06j -0.00657033+0.0121231j -0.0786498+0.007922j -0.0349436-0.0160003j -0.0336447+0.0340603j -0.00324904-0.00210818j 0.00880032+0.00362458j -0.000444192+0.00220646j -0.00533349-0.00110867j 0.002741+1.56125e-15j -0.0113523-0.00247176j -0.00312915-0.0030444j -0.00900637+0.00118488j 0.000393022+0.0036757j -0.000243164+0.00308059j -0.00258415-0.00145485j -0.0100474-6.64467e-05j 0.000962668+0.000488292j -0.00132812+0.00429269j 0.00185216-0.000515841j -0.00191944-0.00118479j -0.00603995-0.00274868j 6.12026e-05+0.00303979j 0.00629372-0.00178722j 0.00368144-0.00100734j 0.00216593-0.005468j -0.00820786-0.00433999j 0.00104011-0.000857488j -0.00188147-0.0015098j -0.00463077-0.00254747j 0.00261833+0.00250396j 0.00472542+0.0036155j -0.00889504-0.00124044j 0.000939548-0.000368158j 0.00430462+0.00221779j 0.00516949+0.00670584j -0.0021417-0.000275091j -0.00627664-0.00402028j 0.00356499-0.00549553j -0.00176078-0.00239925j -0.00268792-0.000871405j -0.00149683+0.00696632j -0.00134088-0.0045871j 0.00190805-0.00116451j -0.00987997-0.00961106j -0.00728112-0.0212736j 0.00806921-0.00730709j -0.000650044+0.0147818j -0.0152533-0.00784941j 0.00716627-0.0141101j -0.00845272+0.0359491j 0.0115351+0.0324874j -0.0645449+0.342429j -0.0528727-0.0792272j 0.0949312-0.0333078j 0.00409145+0.00260206j -0.115579+0.0180233j 0.149245+0.00189801j 0.0733143+0.0263562j -0.361251-0.0819806j -0.0377644+0.00849949j -0.0303401+0.277703j -0.120276+0.0201495j 
