0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
-0.000841505+0.00281324j -0.00360124-0.0110238j 0.00212364-0.00620356j 0.00518411+0.0041341j 0.00109552+0.000260798j 0.00255393-0.000554833j 0.00233548-0.00214022j -0.00225308-0.00387733j -0.00113763-0.00250805j -0.00148716-0.00288924j 0.00370459+0.00312872j 0.000264104-0.00539864j -0.00302129-0.00572324j 0.00562431+0.0112155j 0.00394248+0.00535874j -0.00061805-0.0076586j 0.00292293+0.00946082j 0.00031717-0.00176887j 0.00405759-0.000347479j 0.000856889-0.0046104j 0.00678378+0.00740426j -0.00144834-0.00208922j 0.00241238+0.00261368j -0.00336425-0.00304562j 0.00247357+0.00277781j -0.00568833-0.00351087j 0.00103988+0.00408013j 0.00524421-0.000437084j -0.000751093-0.00390177j 0.00480646+0.00497424j -0.000186536+0.00628615j 0.00168048+0.000423277j -0.000562846+0.0066578j 0.000424733-0.00586168j -0.000921901-0.00345921j 0.00604197+0.00495556j 0.00254398+0.00180314j 0.00562206-0.000236955j -0.0035452+0.00281194j 0.00256761+0.00760934j -0.000551758-0.000989668j -0.00354428-0.0047543j 0.00385979+0.0123417j -0.000567333-0.00658735j 0.000512926+0.00712957j -0.00368835+0.00776736j -0.00345587-0.00492309j 0.00431201+0.00372598j 0.00306281-0.00473107j -0.0031651+0.00256434j -0.00232044+0.00269773j 0.00344653+0.00651184j 0.00085658+0.00966793j -0.00962796+0.0092513j 0.00361707-0.0118939j 0.0105193+0.00445628j -0.000339549+0.00990196j -0.000934186+0.00759699j -0.00705678+0.00413384j 0.00466395-0.00142272j 0.00325615-0.00217076j 0.00372652+0.000482857j -0.0047579-0.00436939j 0.00176314+0.00927179j 0.00633888-0.00407147j 0.00304065-0.00954728j 0.0126551-0.00612912j -0.0101796+0.0186354j 0.00207806+0.0151727j 0.00771486-0.00921326j -0.00402294+0.00185632j -0.000611257-0.00684869j -0.00408993+0.00193386j -0.00250471-0.00110893j 0.00359487+0.0102522j 0.00712477-0.015048j 0.00698618-0.00265027j 
0.00418289+0.00403676j -0.00035336-0.00328603j -0.00158325-0.00308473j -0.000367238+0.0022234j 0.00278429+0.00060345j 0.000321613+0.00709561j 0.000809053+4.51502e-05j -0.00158796-0.00038281j -0.00165534+0.000251839j -0.00235027-0.00800786j -0.00321423-0.0067014j -0.00218092-0.00165364j 0.000448556+0.00570166j -0.00448298-0.00189509j 5.66759e-05+0.00199152j -0.00337985-0.0140416j -0.00257544-0.00269842j 0.0015312-0.0019157j -0.00125434-0.00370788j 0.00493879+0.0144629j 0.00354835+0.00958037j 9.32387e-06+0.00029889j 0.00226077+0.00386779j 0.000997207+0.0110214j 0.00166983-0.00498861j 0.000576224+0.00322932j -0.00144074-0.00282777j -0.000609681+0.0025165j -0.00339835-0.00352168j 0.00384186+0.0158287j 0.00280969+0.00760519j 0.00512311+0.000595599j 0.00197515+0.00613008j 0.000541029+0.00546999j -0.0035667+0.0010834j -0.000398467-0.00910811j 0.00284523+0.0169962j 0.00279754+0.0141725j -0.00234465-0.00246705j -0.000921676+0.00442551j 0.000502437+0.00919521j -0.000719151+0.0045769j -0.000433963+0.00323802j -0.00542409+0.00509157j -0.00136356-0.00111972j -0.000673222-0.00226533j 0.00563436-0.00780589j -0.00530027-0.00561284j 0.00216528+0.00650714j 0.00369582-0.0119213j -0.00291672+0.00889107j 0.00378413-0.00390514j -0.00584253+0.000831616j 0.00120295+0.00406014j 0.00258312+0.00243591j 0.00791112-0.00176369j 0.00411413-0.00217858j 0.00438599+0.0017217j -0.00193232+0.00520131j -0.00466668+0.0109323j 0.00474177-0.0114447j -0.000425062+0.00557215j 0.000108581+0.00133054j 0.00191939+0.00293551j 0.00597259-0.0094696j -0.00547296+0.00203898j 0.00119851+0.0033991j 0.0111952+0.00643633j 0.00731477+0.00311738j -0.00487607-0.000496906j 0.00143458+0.00306948j 0.000961507-5.28427e-05j -0.00302747+0.00349487j 0.00155748+0.000692927j 0.00207266-0.00989101j 0.002467-0.00135337j -0.00351952+0.00340185j 
0.00195325+0.00376885j -0.000967006+0.000599767j -0.0039821-0.00280768j -0.00264674+0.00046452j -0.000340911-0.000737883j 0.00357828+0.00208812j 0.000296828-0.00116309j 0.000581485+0.00683358j 0.00188771+0.00558426j 0.00148101+0.00438579j -0.00177166+0.00159746j 0.0034337+0.00184009j 0.000109952-0.00787321j -0.00612896-0.00283723j -0.00267492-0.000794401j 0.0033783+0.0105616j 0.00117098+0.0104479j 0.00176135+0.0012453j 0.00528146-0.00287191j -0.00686795-0.00202031j -0.00157063-0.0152343j -0.000939747+0.00120267j 0.000531441+0.00268337j 0.00110178+0.00484916j 0.00691505+0.00142611j -0.00289041+0.00145707j 0.000889149+0.00089428j 0.00188531-0.00459577j -0.00148739-0.00337184j 0.00290048+0.00944256j -0.00475374-0.0151313j -0.00278866+0.00467772j -0.00201017+0.0033179j -0.00158443-0.00153588j -0.000304991-0.0095746j -0.0020126+0.00312393j -0.000123725-0.00486033j 0.00166219+0.00906242j -0.00175144+0.00467516j -0.0010512+0.0018423j 0.00418803-0.0164424j -0.00253166+0.0089818j -0.00444402+0.00938961j 0.000633927-0.000467975j 0.000361978+0.0056941j -0.00253872-0.00650589j -0.00111448-0.000417535j -0.00241175+0.00626509j -0.00195534+0.0109986j -0.00157326-0.00100122j -0.00240806+0.00253579j -0.0021929+0.0167741j -0.00276199+0.000550099j 0.00685962-0.00466035j 0.000312598-0.00400237j 0.00310056+0.0093035j 0.00118146+0.00316433j -0.00642395+0.00698845j 0.000540009-4.66706e-05j 0.00106242+0.0010159j -0.00232137-0.00353351j 0.0130263-0.0121445j -0.00330836+0.00430869j -0.00363727+0.00365903j -0.00697767+0.0105773j 0.00244107+0.0131351j 0.00748759-0.0111163j 0.00531656+0.0119256j 0.00746037-0.000884853j -0.00666901-3.27138e-05j 0.00251491+0.0131598j 0.00559028-0.00503732j -0.00132146+0.00982446j -0.00185043+0.00282141j 0.00298704-0.00552648j 0.00081026-0.00340484j -0.0041285+0.00562635j 
-0.00301731+0.00388242j 0.000867717+0.00499141j -0.00346992-0.00384996j -0.00331992-0.00318749j -7.28231e-05+0.00420231j -7.9264e-05-0.00431359j 0.00347655+0.01251j 0.00402344+0.00383689j -0.000200865-0.00443869j -0.0024037+0.0109305j -0.00150338-0.00645285j -0.00300875+0.000242613j 0.00352704+0.0111908j -0.00445319-0.0101426j -0.00118393+0.00206381j -0.00234398-0.003255j 0.000598234-0.00452131j -0.00489026+1.43092e-06j -0.00381884-0.00424935j 0.00665041+0.00287498j -0.00299233-0.00784461j 0.00203222-0.00332495j -0.0049172-0.00599842j 0.00262515-0.00717442j 0.00188255+0.00459413j 0.00144447+0.00414356j 0.00385607-0.00376954j 0.00337728+0.00905069j -0.00115201-0.00732641j 0.000484446+0.000157167j 0.000917226+0.00931166j -0.00477577+0.013805j -0.00631873-0.00779958j 0.00296425-0.0102667j -0.00511027+0.00438776j 0.000611278+0.00115881j -0.000802485-0.00631516j 0.00526964+0.00203085j -0.00628228+0.00820807j -0.00047759-0.013659j -0.00427007+0.0124689j 0.000579371+0.00341102j 0.00403332+0.0100185j -0.00563953-0.00461311j 2.55464e-05+0.0024835j 0.00284353-0.00215924j 0.0062946-0.00592723j -0.000277853+0.0051652j -0.00343413+0.00775791j -0.00104093-0.000549729j -0.00768789+0.000948741j 0.000208935-0.00270756j -1.71607e-05+0.00288601j 5.45685e-05+0.00455066j 0.00445291-0.00444942j -0.00216349-0.0116295j 0.00371404-0.012942j 0.00785994+0.000297916j -0.00638305+0.00229378j -0.000156398+0.00506841j 6.36415e-05+0.00989505j 0.00405427-0.00144193j 0.00190163-0.00207027j -0.000249323+0.0149863j -0.00190992+0.00219962j -0.00560741+0.002693j 0.000876249-0.0073269j 0.0034492+0.0036309j -0.00566014+0.00985505j -0.00132135-0.00573987j -0.000361658+0.00602292j -0.00024698-0.00783183j 0.00369203+0.0105725j -0.000572316+0.00160229j 0.00751535+0.00263617j 0.000662121-0.00151728j -0.00105122+0.00424544j 
0.00204135+0.0015363j -0.00204099-0.00332623j 0.00203284-0.00759233j 0.00543595+0.00965886j -0.00226333-0.00263042j -0.000466799-0.000496082j -0.000924016+0.00253123j -0.00105557+0.00532596j -0.0022022+0.00259456j 0.00108267-0.000946086j 0.00318877+0.0105902j 0.00205813-0.00657255j 0.0044801+0.0097269j -6.99163e-06+0.00892749j 0.00354828+0.00446645j 0.00171108-0.00236206j -0.00208927-0.000318746j -0.00191617-0.00579459j 0.00252889-0.00166769j -0.000125468-0.00627381j 0.00236912+0.00213871j -0.00258706+0.00123168j 0.0004838-0.00934464j -0.00810479-0.00627875j -0.000558215+0.0140686j 0.00217401+0.00374596j -0.00193203-0.00956455j 0.000674278+0.00074366j 0.00198922-0.000958605j 0.00246753+0.00105678j -0.00461537+0.00909827j 0.00284961+0.017365j 0.00175282-0.00907118j 0.00114341-0.00886317j 0.00325989+0.000201256j -0.00225862-0.00461014j 0.00180174+0.00508948j -0.00216515-0.0113717j 0.00963289-0.0131489j -0.000685347-0.00703755j 0.00112795-0.00131535j 0.000813419-0.00335335j -0.00700618+0.00534204j 0.004002-0.0019476j 0.00483375-0.00346469j 0.000866518-0.00901023j -0.000745212+0.00141568j -0.00152416-0.00264192j 0.00229535+0.00862427j -0.00140005+0.00758751j 0.0126455-0.00269361j -0.0061982-0.00146526j -0.00413836+0.00406291j -0.00429302+0.00496747j -0.00525874+0.0119797j 0.00130201-0.0070344j 0.000602048+0.00541581j -0.00293663-0.0121771j 0.00162074+0.00867424j -0.00255496+0.00142943j 4.66028e-05-0.00228276j -0.00272643-0.00876513j -0.00323762-0.000398648j -0.00318252-0.0116441j -0.00226988+0.00604283j 0.00022683+0.00340379j 0.00320936+0.00134485j -0.000138996+0.0127684j 0.00684573-0.00599392j -0.000534319+0.0130743j 0.00583413+0.000757336j -0.00466168+0.000915024j -0.00969644-0.00265909j -0.00103744+0.00187243j -0.00344519-0.00978989j 0.000434964-0.0061133j -0.00419126-0.000664521j 
0.000219272-0.00445329j 0.00187441+0.00471429j -0.00154185+0.00509649j 0.000571646+0.00465433j -0.00365705-0.0135082j -0.00148409-0.00208193j 0.00239678+0.000148703j 0.0038437+0.000416298j -0.00273805-0.00589831j 0.00303028-0.00378432j 0.00193824+0.0109392j -0.0026384+0.00484595j 0.00315482+0.00666796j 0.0034483+0.00593355j -0.00169751+0.00573162j -0.000251753+0.00818119j -0.00165145-0.000170802j 0.00387186-0.00227128j 0.00285669+0.00519642j -0.000286584-0.000357508j 0.000633404-0.00186874j 0.00427575+0.00123948j -0.00162343-0.0121975j 0.0016237+0.00164603j 0.00394368+0.00417314j 0.000397539+0.00387048j 0.00304812-0.0124072j 0.000442556-0.0142442j -0.00156422-0.000869673j -0.000502501-0.00111766j 0.00181948+0.00760331j -0.00857624+0.00512925j 0.00299639-0.000381985j 0.00379079-0.00413476j -0.0020818-0.00160572j 0.00503627-0.00942227j -0.00155159+0.00966175j 0.00668369+0.010911j -0.00923985-0.00348868j -0.00307302+0.00414619j 0.00241858-0.0132932j -0.00179282-0.00993573j 0.00290911-0.0105786j 0.00296743-0.00996271j 0.00442601-0.00814637j -0.000968816-0.000623478j -0.00148755-0.00926058j 0.00242753-0.00670174j 0.00126282+0.00304111j 0.00339691+0.0021684j -0.0144425+0.00318332j -0.00118718+0.00516414j 0.00130578-0.000557033j 0.00514533+0.00133076j 0.0124402-0.00153585j 0.00701976+0.00152434j -0.00381806+0.00220674j 0.00546112-0.00457602j -0.00558135-0.00158781j 0.00607277-0.00361097j -0.00196128-0.00237688j 0.00429607+0.0058471j 0.00218069+0.00759307j 0.000672314+0.012776j 0.000485201-0.00956388j 0.00605187+0.00759721j -0.00414227-0.014599j 0.00369228+0.00205677j -0.00142227+0.00989721j -0.00765635-0.00690849j -0.00431762-0.00388997j 0.00375135+0.010973j 0.00659085+0.00152611j -0.00224138+0.00279607j 0.00268168+0.00182234j -0.00327351+0.00956741j 0.0014324+0.000277779j 
0.00101946-0.00444472j 0.00104449+5.5051e-05j 0.00219665-0.00301362j 0.00870719+0.00499014j -0.000831207+0.00618717j 0.000113604+0.00229713j 0.00132961+0.000114547j -0.00289896+0.0037768j -0.00393884+0.00199588j -0.00216772+0.000650588j 0.00689965-0.00329388j 0.00284749+0.00135246j 0.00321778-0.000774587j 0.000609864+0.00202349j 0.010082-0.00473217j 0.00167147+0.00125536j 0.00375694-5.26649e-06j 0.00629055+0.00135077j -5.24282e-05+0.00531602j 0.013462+0.00136964j 0.000734885+0.0032677j 0.00183816+0.00417407j 0.00195663-4.82965e-05j 0.00295308+0.0061728j -0.00370531-1.64655e-05j -0.00565267+0.00679255j -0.000566084+0.00617183j 0.00705709-0.00490009j 0.00674799-0.0056965j -0.00304654-0.00317921j -0.0035294+0.000374316j 0.00124324-0.00638038j -0.0106557-0.00659386j 0.0109701+0.00901619j -0.00250228-0.00408847j 0.0140118+0.00170111j 0.000544441-0.00854816j 0.000142981+0.00595022j -0.00797022+0.0102899j 0.00367253+2.72993e-05j 0.00291611-0.000275113j -0.0131225+0.00999961j 0.00785697-0.000384785j -0.000935602+0.00394766j 0.0001824-0.0126562j -0.0085064+0.00043122j 0.00386804+0.00710625j 0.00474124-0.000441298j -0.00620991+0.000573094j -0.00344438+0.000638413j -0.0173412+0.0038727j -0.00530387+0.00814648j 0.00512154-0.0051125j 0.000959315+0.00239914j -9.59109e-05-0.00492918j 0.0129868+0.00480646j -0.00144878-0.00804809j 0.00901758+0.00660662j 0.00725998+0.00916904j 0.00177902+0.00888628j 0.00932027+0.00371336j -0.00346275-0.00744814j 0.00105037+0.0136247j 0.00858607+0.00432235j -0.0063075-0.00096436j 0.00191149+0.00318994j -0.00354449-0.00189223j 0.00800475+0.0035012j -0.00186678+0.0102504j 0.00541214+0.0215071j 0.00308362-0.00538347j -0.00863844+0.00148613j -0.00604889-0.00700947j -0.00276904+0.00335956j -0.00771467-0.00167099j 0.00352148+0.00275546j -0.0017427-0.00417886j 
0.000674066-0.00117981j 0.00343984-0.000424966j 0.0037689+0.00362753j -0.000303805+0.00301523j 0.00333942+0.00134199j 0.00622259-0.00382103j -0.000352885-0.000917608j -0.00995757+0.00159746j 0.00282233+0.00186726j 0.00657465-0.00209618j 0.00510198+0.00307678j 0.00218239+0.00280522j 0.00607498+0.00488971j -0.00349403+9.49685e-05j -0.00160038-0.00711749j 0.000424253-0.00270229j 0.00277792+0.00390742j 0.00617164-0.00157534j 0.00742354+0.000122137j -7.46612e-05+0.00603223j 0.00834488-0.00632559j -0.00284153+0.000409267j 0.0029032-0.00332287j 0.00329965-0.0024203j 0.0130108-0.00150957j 0.000916328-0.00106222j -0.00426698-0.000110085j -0.00778314+0.00266061j 0.0017369-0.00537872j 0.00841916-0.00242007j -0.00607758+0.00967586j 0.00455848+0.000324884j 0.00150933+0.000119244j -0.00980939+0.00145017j -0.00193557-0.00299729j -0.00926521-0.00284702j -0.00703439-0.000316268j -0.0109514-0.00335102j 0.00171128+0.000463637j 0.00625111-0.0071625j 0.00218431-0.00143186j 0.0104386-0.00415149j -0.00792112+0.000612897j 0.0048932+0.00427565j -0.00455234+0.00421878j 0.0107757-0.0032816j 0.00228208-0.00284536j 0.00818732-0.00410433j -0.00443395-0.00567393j -0.00656579+0.00854589j 0.00721027+0.00547104j 0.0184734-0.00485264j 0.00476103+0.00399418j -0.000814262+0.00225699j 0.00285736-0.00817241j -0.00208521-0.000348702j 0.0114366-0.00257065j -0.0204175-0.012449j -0.00504334+0.0096542j 0.00555041-0.0110971j 0.00393582-0.00306629j 0.00218287-0.00736705j -0.0113643+0.00142382j 0.00666235+0.0130806j -0.00131434+0.0116365j -0.000908022+0.00013661j 0.00771775-0.00248697j -0.00259537-0.0185762j -0.00264685-0.000654883j 0.000122224+0.00532048j 0.0010698+0.000353727j -0.0012494-0.00378958j 0.00544679+0.00776287j 0.0046101-0.000224595j 0.0022167-0.00156246j 0.00596183+0.00410654j 5.92832e-05-0.000955373j 
-0.00480133+0.000980715j 0.00629042-0.0051939j -0.00426533+0.00623751j -0.00261859+0.00213303j -0.00526498+0.000326272j 0.0126142-0.00538282j -0.000449183+0.00219756j 6.17365e-05+0.00160519j -0.00268865-0.00355632j 0.00174117-0.00767211j -0.00134121-0.00403613j 0.00119877+0.00168484j -0.00294865+0.00123471j 0.00269421-0.000483807j 0.000194773-0.00422478j -0.000648909-0.000292158j 0.0101458+0.000300343j -0.000810581-0.00528412j -0.00179606+0.00380605j 0.0017889+0.00372299j 0.00136107+0.00364419j -0.0025104+0.00180401j -0.0010287+0.00563996j 0.0037352-0.000215327j 0.00670188-0.00468153j -0.00302585+0.0061383j -0.00244195+0.00240384j 0.00173965+0.00502727j 0.00096778-0.00673272j -0.000859816+0.00546952j -0.00185431+0.00575834j -0.00730841-0.000645755j -0.00303326+0.00112454j 0.00528356+0.000684386j 0.0102445-0.00477451j 0.00397295+0.00153127j 0.000597357+0.00375079j 0.0054134-0.00550635j -0.0055908+0.000581356j -0.0132477-0.00663133j 0.00118831+0.00555116j -0.00943489+0.00434957j 0.00712379-0.00567431j -0.000845106+0.00867912j -0.00146985+0.00230839j -0.00180025+0.00343577j 0.00286229-0.000642413j 0.000295313+0.000954715j 0.00206303-0.0089133j 3.71713e-05+0.0091464j -0.00499981-0.00352905j -0.0123005-0.00516863j -0.00778473-0.00941255j 0.0148804+0.000565908j -0.00916323+0.00833942j 0.0125554+0.001543j -0.010104-0.0134131j 0.000298407-0.00419642j 0.00120907-0.00386949j -0.00519678+0.00105192j 0.00546367-0.0151693j -0.00133106+0.0083804j 0.00863887-0.00397532j -0.00753097-0.00395186j -0.0092591-0.00112903j 0.00732676-0.00327082j -0.00422644-0.00315317j -0.0130847-0.00989645j 0.0101562-0.00400766j 0.00500943+0.00609149j -0.00448326+0.00124069j 0.0020176-0.000908501j 0.00150773+0.00732493j 0.00388467+0.0108115j 0.00125618+0.00882363j -0.000916644-0.00862686j 0.00235302-0.00612537j 
-0.00750913+0.000936185j 0.000595197-0.00801497j -0.00435146+0.00326853j -0.00460353+0.0033269j 0.000624109+0.000407504j 0.00308588+0.00182684j 0.00564687+0.00185275j 0.00563241-0.00261789j -0.00147177+0.000213137j -0.00338479-0.000944549j -0.00226239-9.16303e-06j -0.00800579+0.000561075j 0.00264273-0.00134162j -0.00293267+0.00580956j -0.00486979+0.00228856j 0.00514641+0.000724749j -0.00455168+0.0065953j -0.000895475-0.00251959j 0.00327755+0.00569754j 0.00301334-0.00550323j -0.00182562+0.0015235j 0.00858392-0.00500177j 0.0026379+0.00634174j 0.00333625-0.00295937j 0.00690149+0.00031671j 0.00116006+0.00147527j 0.0051661+0.00820382j 0.00312391+0.00168748j -0.00307528-0.00224247j -0.00206052+0.00245211j 0.000851084+0.00148146j 0.000391427-0.000772406j 0.00662681-0.00304613j -0.0083392+0.00376742j -0.00721411-0.00253745j -0.00780967+0.00672871j -0.00107722-0.00171325j -0.00824252+0.00183421j -0.00336013-0.00248902j 0.00679521-0.00062697j 0.00846234-0.00597883j 0.00130114-0.00329004j -0.00188088+0.00126748j -0.00536588+0.00127233j 0.00895414-0.000249856j -0.000133911+0.00281103j 0.00683316+0.00493139j -0.0117746+0.00656053j -0.00823244-0.00378064j 0.00326056+0.0016276j -0.00787867+0.00893007j 0.00625914-0.00193431j 0.00730014+0.000693647j 0.000125725+0.000468843j 0.00889847-0.00271908j -0.00372703-0.00838969j 0.00662538+0.0066683j 0.000753847-0.0119712j 0.00292554-0.0097983j 0.000635418+0.00206046j -0.00177869-0.0127969j -0.00849447-0.00761072j 0.00433194+0.00965745j 0.010867-0.00551253j 0.00795167-0.00130924j -0.00219452-0.00927675j 0.00395898+0.00756411j 0.00290756+0.00224626j -0.00382756-0.00287524j -0.00607243+0.00683672j 0.000149512+0.00948227j -0.000508092+0.0046433j -0.00133222+0.0036198j 0.00508131+0.00878531j 0.00204603+0.00391077j -0.00133999-0.00757201j -0.00821689-0.00765593j 
-0.002547+0.00100196j -0.00454047+0.00329743j 0.00546811-0.00327054j 0.000193906-0.00217821j -0.00142018+0.00495396j -0.00734552+0.00046566j 0.000719159-0.00107042j 0.001966-0.00421691j 0.000973399+0.00014145j 0.00486373-0.000382246j -0.00586598+0.00266342j 0.0089971-0.00264039j 0.00554756-0.0059518j 0.00391108-0.00253749j 0.00542088-0.00202999j 0.00280672-0.00437979j -0.00432029+0.00197774j 0.0136042+0.00046157j 0.00647914-0.00470787j -0.00013037+0.00461172j 0.00891401-0.00106825j -0.000768135+6.22829e-05j -0.00118862-0.00489998j -0.00172378+0.00210009j 0.0155464-0.00134679j 0.0013962-0.00667115j -0.00858949+0.000605305j 0.00933494+0.00605805j -0.00186492+0.000562999j -0.00874129+0.000339761j -0.0153688+0.0023831j -0.00914007+0.000324917j -0.00309801+0.00566228j -0.00492413+0.0108439j -0.00530609+0.00528309j 0.00790089-0.000659318j -0.00565229+7.88609e-05j 0.00673985-0.00519694j -0.00629674+0.00119782j -0.00180053-0.000479932j -0.00243067+0.00517397j 0.00716702+0.00109827j -0.00756171-0.000468731j -0.00689403+0.00959784j 0.0200392-0.00201723j -0.0128504+0.00347227j -0.00227926+0.00410575j 0.00323394-0.000135405j -0.0026102+0.000986632j 0.000255949-0.0136622j -0.00620158+0.0055392j -0.0086087-0.00386568j 0.00940666+0.0110945j 0.014125-0.000383561j 0.00162489+0.00213117j 0.00681221+0.00237995j 0.00216686+0.000410075j -0.0110556-0.00668081j 0.000817377+0.00110298j -0.00139765+0.00705532j -0.00969315-0.0123971j 0.00291353+0.0052855j 0.00818906-0.00125106j 0.00677172+0.00030212j -0.000399081+0.000751405j 0.010644+0.0116977j 0.00524221+0.00378124j -0.00545584-0.00774857j -0.00106613+0.000423697j 0.000607188+8.40649e-05j 0.00281828-0.00438544j -9.81392e-05-0.000435529j -0.00348859-0.00752091j -0.00475036-0.00620859j -0.000487604-0.00212934j -0.00525063-0.00264619j 0.00128892+0.000605487j 
-0.00482062-0.00141095j -0.00337657-0.00196476j -0.00146196-0.000402039j -0.00715606-0.000324564j -0.001744+0.000963999j -0.00123308-0.000264636j -0.000181502+0.00105959j -0.00341795-0.0014096j 0.000328227-0.00150468j -0.000179302+0.000468591j -0.00140932+0.00130256j -0.00376249+0.000279733j 0.00479969+0.000372164j 0.00695652+0.000545516j -0.000896394-0.00163908j -0.00283316-0.000854738j 0.0102426+0.00263411j 0.00867036-0.00270542j -0.00549671-0.00211102j -0.00255546+0.000812149j -0.00906852+0.00588845j -0.0143676-0.0017326j -0.00586838-0.00549937j 0.00691156-0.00481505j -0.00823439+0.00313655j 0.00773861-0.00307004j -0.0068103+0.000149673j -0.012795+0.00757532j -0.0123717+0.00582608j -0.0170643+0.006271j -0.00192562+0.00416444j -0.00924504+0.00417743j 0.0105444-0.000397027j -0.00525751-0.00151233j 0.00764817-0.00201742j -0.008925+0.00257464j 0.00183019-0.00136321j -0.00529595-0.00742228j 0.00748231+8.66779e-05j -0.00762326+0.00612836j -0.00532373-6.71614e-05j 0.0163251-0.00217889j 0.0060764-0.00361129j 0.0120292+0.00540075j -0.00523662-0.00512899j 0.0011807-0.00065669j 0.0101217-0.000424937j 0.0106551+0.00160646j -0.0048092+0.00277833j -0.00345444-0.00255524j 0.00491699+0.00299681j 0.00464813+0.00485358j 0.00366668-0.00219578j 0.00383443+0.0111915j 0.00762002-6.46058e-05j -0.0183771-0.0072124j 0.000897537-0.00650783j -9.26536e-05+0.00174318j 0.0147707+0.00859037j -0.0105294-0.00610289j 0.008657-0.00160796j 0.00461798-0.00305843j 0.00536191+0.00309685j -0.000101282-0.00504625j -0.0130984-0.0110373j -0.00278173-0.000594785j 0.00537292+0.00597095j -0.00312818-0.00322578j -0.00758666+0.00757122j -0.00667043+0.00185823j -0.00481049+0.00153945j 0.00119322-0.000821357j -0.00084447+0.00106974j 0.000904123-0.00125491j -0.00512116-0.00305157j -0.000517392-0.00252163j -0.00575366-0.00130034j 
