0.0349428+0.0132731j 0.0360171-0.0185709j -0.0141476+0.028441j 0.0579846+0.00869186j -0.0443871+0.000454681j 0.0397963-0.00964551j 0.0162176-0.0144907j 0.0270308-0.0398685j -0.000741348+0.0276849j -0.0496867+0.0113881j 0.0307607-0.0155812j 0.000667915+0.00820446j -0.000820624+0.0121411j 0.0101684+0.0224673j 0.00476304+0.0138371j 0.0124119+0.0297459j 0.00343339-0.0287073j -0.0322686-0.090817j 0.0408039-0.0599485j 0.125328-0.0412292j -0.0126274+0.0453925j -0.0129639-0.0263176j 0.0198583-0.0331413j -0.0426588-0.0189053j 0.0115009-0.00923854j -0.0194479+0.01339j 0.0305048+0.011263j -0.00623048+0.0142478j 0.0627223-0.00755063j 0.00558047-0.00316754j 0.0320825-0.0284433j 0.0183651-0.0140218j -0.0597874-0.0114858j 0.0101041+0.031895j 0.100992-0.0388697j 0.0490371-0.0477515j 0.1406+0.069509j -0.090896+0.10933j 0.0380837+0.0169491j -0.0088397-0.0918476j 0.0583525-0.0123057j -0.0437487+0.0107991j -0.00215799+0.00562056j 0.0698035+0.00763918j 0.0121641-0.00583185j 0.0213209-0.0104236j -0.0152928-0.00612217j 0.0395216-0.0130296j 0.0233838-0.0068011j -0.00844346-0.0175323j 0.040263-0.00981562j -0.0088092+0.0161979j -0.00247848-0.00148386j 0.0467749-0.0209722j 0.0648134+0.0036239j 0.0114322-0.00131119j -0.00721148+0.00612316j -0.016564-0.00886417j 0.025032-0.00936895j -0.0242267-0.0135467j -0.0145441+0.025429j 0.00250028+0.0154805j -0.00773518-0.026155j 0.0246134-0.00120359j -0.00413546+0.00105014j -0.0108309-0.00041942j 0.0126133+3.78863e-05j 0.0123385-0.00218349j 0.000282346-0.00378828j -0.00692217+0.00199968j -0.0148634-0.0015499j -0.00199133+0.000198429j 0.00167363-0.00531035j -0.000837614+0.000595168j 0.0192176-0.00158028j 0.00619364+0.000332181j 0.00222367-0.00200944j -0.0194885-0.0025109j 0.00734624+0.00528433j -0.012648-0.00142031j 0.00351861+0.00343063j 0.00629662+0.00615166j 0.00039407-0.0035875j -0.00885672-0.00269752j -0.0203396-0.00325067j 0.0189042+0.000456088j 0.00176325-0.00992794j 0.00226671-0.0107974j 0.00585941-0.00802919j -0.0276442+0.0356207j 0.0255763+0.0248492j -0.0156845-0.0195395j -0.012183-0.00721819j 0.134842-0.0259605j 0.137888+0.0121542j 
-0.0341043-0.00463744j 0.0209164+0.0227209j -0.161346+0.0523086j 0.167322-0.0237844j 0.0924358+0.00819329j -0.0346159+0.02925j 0.0112157-0.10182j -0.0671092+0.0533791j 0.0125355-0.0665158j 0.0175449-0.227803j -0.0216112-0.19445j -0.00267945-0.0836907j -0.0339207-0.0360728j -0.00641394-0.0105003j 0.0124773+0.0732029j 0.0135402+0.102953j -0.0454501-0.0158477j -0.0129071+0.0285393j -0.0922239-0.00996051j -0.0424439+0.0280633j 0.0326303-0.0122085j -0.0525554+0.0579306j -0.0185172+0.0309994j -0.00877842+0.017659j 0.0252224+0.00629198j 0.0128655-0.000153884j 0.0250444+0.0125421j 0.0122419+0.000727081j 0.0339776-0.0187537j 0.00596633-0.0188343j 0.0160565-0.00467222j 0.0206638+0.0324172j -0.0476719+0.00712419j -0.0139084+0.00591389j -0.0452873+0.0395331j 0.0113658+0.0192265j -0.0201078+0.0122865j -3.45437e-05+0.0189978j -0.003991-0.00974588j 0.0178208+0.00204668j -0.00560843-0.00176767j 0.00654034+0.00176865j 0.0118051-0.0105204j 0.00476212-0.00772922j 0.0139697+0.00515413j 0.0282919+0.00357042j 0.0116928-0.00436589j -0.0111042+0.00690795j -0.000750665-0.00406095j -0.000680594-0.00313786j -0.00608896-0.00433566j 0.00960312+0.00328924j 0.00256093+0.00401921j -0.00796043-0.0122046j 0.00991441+0.0134982j -0.0153498+0.00264652j -0.000104844+0.00276613j 0.00250012+0.00148946j 0.000710157-0.012683j 0.00425342-8.5787e-05j -0.015728-0.0034774j 0.0213552+0.00789868j 0.00213402-0.00202745j 0.000783751-0.00118173j -0.0039761-0.0203804j -0.0155791+0.01302j -0.00378531-0.000290207j 0.0102742+0.000441441j -0.00653052+0.0148975j 0.0112695-0.0172725j 0.00226171+0.0049049j 0.00360753-0.00200417j 0.00743438-0.0055374j 0.00556169+0.00122302j -0.00948333+0.00451645j -0.00523392+0.0022281j -0.00332208+0.0120839j 0.00475767+0.00728638j -0.00413035-0.00158083j 0.0129673-0.000164144j 0.00584829+0.00290103j -0.0117909-0.00454268j -0.00551603-0.000818715j -0.000629609+0.00961913j 0.0152793-0.00988248j -0.00129893+0.00223872j -0.00831434-0.0143544j -0.00446218-0.00235723j -0.00232748-0.00618889j 0.0168095-0.0434767j 0.0114278+0.0375356j 0.00754347-0.00355302j -0.00123129+0.00677874j 0.0474013+0.0130524j -0.0182124+0.0069401j 
-0.065509+0.00602301j -0.0113453-0.0489923j -0.225496-0.00970948j -0.00236891+0.0345024j 0.0894729-0.0707234j -0.0276471-0.0911004j 0.0318947+0.118465j -0.067494-0.095113j -0.031172+0.17494j 0.0241245+0.140325j -0.0124101+0.268975j 0.000178229+0.0954581j -0.0173303+0.0459606j -0.024466+0.0278803j 0.0418487-0.0138353j 0.0132941-0.0635195j -0.0068364-0.0346655j -0.0265582+0.143419j -0.0551769+0.163857j -0.0143972-0.0299833j 0.00800802+0.00294645j 0.00147238-0.0374266j -0.0471356-0.00609282j -0.0201924-0.0271407j 0.024948+0.0278499j 0.0183007+0.0268661j 0.00643044-0.0233222j -0.00829368-0.00782289j -0.011323-0.0265846j -0.00949152+0.0122974j 7.72695e-05-0.0332411j -0.0313132-0.0318706j -0.0185156+0.00483121j -0.0315959-0.00655322j -0.00470207+0.0136165j 0.015147-0.0310325j -0.0138046+0.0532694j 0.0484359+0.00622363j -0.0220147+4.56101e-05j 0.0137226-0.0373951j -0.011258+0.00783731j -0.00306163-0.0175036j 0.0112199+0.0149663j -0.0014198+0.0191225j -0.0127953+0.00326753j 0.0039887-0.0123158j 0.0120255-0.0132872j 0.0190314+0.0183348j 0.00456452+0.00925341j -0.0107754-0.00492448j 0.0180442+0.000213549j 0.00903273-0.012342j -0.0021722+0.00859887j -0.0199095+0.00353151j 0.00272059+0.0119732j 0.00825525-0.010174j 0.012846+0.0111702j -0.00140901-0.020649j -0.0118066+0.0201357j -0.00567534-0.0298846j 0.0115234+0.00576101j -0.0270186+0.0140946j 0.000791056-0.00491565j 0.00469568+0.00996711j 0.00792024+0.0112824j 0.0099425-0.00717952j 0.00852931-0.0224534j -0.010344+0.0128007j -0.00229137-0.017701j -0.000892921+0.0138057j -0.00342985-0.010648j 0.00109529-0.00166887j 0.00113797-0.000501j -0.00243599-0.0121623j -0.00418523+0.00128175j 0.00956548-0.00761192j 0.000886358+0.00543062j 0.00173301-0.0040553j -0.010543+0.0109609j 0.00643394-0.00182287j -0.00721561+0.0198403j -0.00542272-0.00681753j 0.000919096+0.0202755j 0.00777034-0.0152169j 0.0158988-0.00125306j -0.0167723+0.0194632j 0.00212779+0.000391688j 2.33925e-05+0.000841846j 0.000235605+0.00129675j -0.00185193-0.0302496j -0.002404+0.0279026j -0.00572807-0.0149149j -0.0341905-0.0061824j 0.00769346+0.00798846j -0.0453016+0.0107993j 
0.0256291+0.00922816j 0.0168431+0.0564298j 0.0847631-0.0901976j 0.112304+0.0215719j 0.00520914-0.091959j 0.00995988+0.155384j -0.00474605-0.138118j 0.0295471+0.0724827j 0.0540159-0.0841306j 0.0180142+0.345157j -0.00851026+0.21843j -0.0192859-0.14802j 0.00298918+0.122544j -0.0317827-0.0873235j -0.0307721+0.0787931j -0.00911734+0.0128743j -0.0252911-0.0485798j -0.00889229-0.124001j -0.0147909-0.0196658j -0.0115137-0.0382548j -0.0140823-0.0158112j -0.018871-0.00875925j -0.011991+0.0536441j 0.00797841+0.00060078j 0.00259634-0.0445097j 0.0147822-0.0340784j 0.0118938-0.0286534j 0.00252843+0.0839931j 0.0116847+0.103255j 0.00727592+0.0167554j -0.00288687+0.0482917j 0.0232475+0.0109337j 0.0125765+0.0089668j 0.00546219+0.00406654j 0.0272706-0.0155142j -0.0143763-0.0135355j 0.00476021-0.0124478j -0.0415233+0.0175949j -0.0209601+0.0032703j 0.0151125+0.0356733j 0.00162317+0.00260404j 0.00118154-0.00190602j -0.00358628+0.000602264j -0.00240706-0.0132247j 0.00492128+0.00638518j -0.017984+0.0163161j -0.00430834+0.00081713j 0.0121316-0.0190867j -0.00122337-0.00412954j -0.00364585+0.00627553j 0.00190509-0.00364828j 0.00529375+0.0170187j 0.000844412-0.0085049j -0.0102348+0.0338021j 0.00263792+0.0153617j -0.0100006+0.00716852j -0.00377034-0.0183478j 0.00278142+0.0118189j 0.0103019-0.0248742j -0.00965364+0.0241226j 0.0123824-0.00207851j -0.0249759-0.0118024j 0.00287066+0.00384392j 0.00157893-0.00446695j 0.00853177+0.025392j 0.0153838-0.0091539j 0.00786734+0.0141259j -0.00867628+0.0199886j 0.00792234-0.0205688j -0.0180336+0.021982j -0.00682973+0.0160818j 0.000644922-0.00581123j 0.00408522-0.000520252j -0.00933973+0.00555015j 0.0005289+0.00167119j -0.00156504-0.000995556j 0.00624647-0.00651194j -0.00324478+0.0122917j 0.00414715-0.000113245j 0.000157312+0.00107243j -0.00323298-0.00574135j 0.00208292+0.00901676j 0.00303436-0.0243743j 0.0150454+0.0104491j 0.00374884-0.00525082j 0.00936587-0.0187567j 0.0154773-0.00465643j -0.00360675-0.00219239j 0.00281513-0.0135219j -0.0056269-0.00664254j -0.00551879+0.0166811j 0.0201606+0.00450238j 0.0241125+0.00394654j 0.0234297+0.00566376j 0.0186933+0.00214929j 
0.0246786+0.0180444j 0.000375678-0.023133j 0.17525+0.0615491j -0.0495266-0.0337844j -0.0378541-0.0501366j -0.0210531+0.00132255j 0.00127123+0.190691j 0.0522133-0.121447j 0.0557388+0.0320466j 0.0485932+0.0321804j -0.00870395-0.000760167j -0.0487408+0.0257836j 0.0180355+0.0836347j -0.0678532+0.0832115j -0.0337117-0.104977j -0.0179937+0.00450693j 0.0505391+0.00608907j 0.0233626+0.0365716j 0.0129393+0.013753j 0.0663937+0.0157346j 0.0225761-0.0253425j -0.0370167-0.0106303j 0.0143021-0.0379061j 0.0299244-0.0736494j 0.026159-0.0499443j 0.0448448-0.0348663j 0.0453937+0.0433781j 0.0142045-0.0334653j 0.0018397-0.0564614j 0.00965887-0.0105944j -0.0522726+0.0155423j -0.00642918+0.00531662j 0.0497804+0.022421j 0.0165768-0.012302j 0.039334+0.0127149j -0.00422229+0.0140411j -0.0310707-0.0340564j 0.0331612+0.00305054j -0.0219605-0.000413821j 0.0503328+0.0125056j -0.00510534-0.00969473j 0.00410001-0.00403717j -0.00161258+0.0191693j -0.030156+0.0119508j -0.000649781-0.00631212j 0.00140626+0.0119796j -0.00472922-0.000970574j -0.019419-0.00761228j -0.00460386+0.000520112j 0.00544101+0.00798294j -0.0102456-0.00264001j -0.00168297-0.011404j -0.000511959-0.00332426j 0.0033226-0.00936467j -0.00791009-0.0180181j -0.0136267+0.0124113j 0.037787+0.00846147j 0.0105601+0.00161083j 0.00386979-0.0080837j -0.0124758+0.0100284j 4.7777e-05+0.00255903j -0.00276946-0.00544245j -0.00234921+0.00835492j 0.00595248-0.0102693j 0.00386061+0.0085018j 0.00287829-0.00384282j -0.0142096+0.0147054j -0.0106695-0.00572074j 0.00355044-0.00914491j -0.0104949+0.00440295j -0.00758591+0.00357426j 0.00308132+0.00455383j 0.00255641-0.00705435j 0.00579839+0.00389561j 0.00536716+0.00549903j -0.00578622+0.00676914j 0.0101059-0.00113729j -0.00700465-0.00862658j 0.00952034-0.00806092j 0.00800592+0.00360186j 0.00884097+0.00865862j -0.0097067-0.0186963j -0.0176641-0.00392559j -0.000205009-0.00398072j -0.0207057+0.0099835j -0.00950208-0.00172734j 0.00122901-0.00549341j 0.00396042+0.016367j -0.0111981-0.00102636j -0.0322031+0.00972441j -0.0153329-0.0164935j 0.0271739+0.00466381j 0.0244789+0.00852252j -0.0080589-0.00491124j -0.0487428-0.00507654j 
-0.0254739-0.0115722j 0.0012397+0.0235813j -0.134067+0.0247477j 0.0593204-0.0480659j 0.0430302+0.013323j -0.0239803+0.0274519j 0.000301795+0.147724j -0.0525319-0.00272389j -0.0306601-0.0114574j -0.0162403+0.222893j 0.00602816-0.027521j 0.0179166+0.00919842j 0.0260953+0.0870464j 0.0551799+0.0907282j -0.0593375-0.0934677j 0.0235989+0.290771j 0.01584+0.0363691j -0.0396734+0.0621665j -0.0541223-0.156732j -0.0295381-0.0326925j 0.00643127-0.0843854j -0.016622-0.0245091j 0.00254065-0.0596434j 0.00444081-0.0928222j -0.0539091+0.0061941j -0.0307441-0.0204507j 0.00396998+0.0394589j 0.024417+0.0515795j -0.00221972-0.0234086j 0.0085121-0.0137285j -0.00202347+0.0392891j 0.0336329-0.00870207j -0.0248858+0.0048879j 0.0196334-0.0197712j 0.00184991+0.0865129j -0.0297356+0.0285617j 0.056807+0.00956899j 0.00953153-0.0257551j 0.0285104-0.0118464j -0.0457454+0.001845j 0.0186564+0.0027336j -0.00935205-0.000997297j 0.0102167+0.0112727j 0.0132182+0.00455573j 0.00438703-0.00501417j -0.00347123+0.000152269j -0.010996-0.007185j 0.015462+0.000645819j -0.00269202+0.00593228j -0.00778269-0.00997438j -0.0145546+0.0141815j -0.00190884+0.0023854j 0.00133221+0.00639309j 0.0373284-0.00391961j 0.0249534-0.00269628j -0.00940245+0.0262556j 0.0147958-0.000204767j 0.0186044+0.00917998j 0.00400054-0.00689911j 0.00242887-0.000143771j 0.0171271-0.00354787j 0.0036348+0.00302744j -0.0020725-0.00127512j -0.00853599+0.00648392j 0.0120615+6.41309e-05j -0.00574481-0.00708712j 0.013805+0.000500435j -0.00578156+0.00718187j -0.00490518-0.00860148j 0.00103509+0.00596524j 0.00501874+0.00219359j 0.00337714-0.00422405j 0.00348195-0.00265111j -0.00160583+0.000287032j -0.00685272+0.00559744j -0.000628097+0.000182166j 0.00249012+0.00285738j 0.00617994-0.0230479j -0.000289882-0.0171156j 0.0138417+0.00441877j 0.0143129+0.0153467j 0.00718582-0.0124761j -0.00296917-0.00926317j -0.028024-0.00193465j -0.0307985-0.00865578j 0.0158757-0.00689485j 0.000406792+0.00336522j 0.00407235-0.00465155j 0.00908723+0.00448559j 0.000559936+0.0051286j -0.0147404-0.00505507j -0.0037623+0.00990353j 0.00153005+0.00258957j -0.00544985+0.000789931j 0.048384-0.00260488j 
0.0186399+0.00275428j 0.0251909+0.0282748j 0.0220687-0.00748376j 0.0937644+0.0175509j 0.0213995+0.0015751j 0.0224392+0.0677782j -0.0330547-0.0338056j -0.0100896+0.0378754j -0.0166178-0.0384955j -0.0334953+0.0790688j 0.0256468-0.00167308j 0.0119442+0.0147795j -0.0153633-0.0327785j 0.0417474+0.0225149j -0.0228889+0.0594875j 0.0550288+0.0622123j -0.0766566-0.0438098j 0.0257307+0.0139292j 0.144742+0.0548766j -0.0617025-0.0167035j 0.0354796-0.0298252j 0.0416613-0.00635535j 0.0270904+0.0414889j -0.0151491+0.0212998j 0.0877334-0.000461267j 0.0437877-0.0190349j 0.0150779+0.0101304j -0.0159241+0.0597023j 0.0740977-0.00425979j 0.0250845-0.0114011j 0.0124544-0.00552557j 0.052539+0.0281933j -0.0891398+0.0276197j 0.00383882+0.0142885j -0.143863+0.0257657j 0.0365801-0.00846566j -0.0400964-0.01834j 0.0174665+0.00409016j -0.022756-0.00450749j 0.0444423+0.00295056j -0.0230515-0.00311906j 0.0134875-0.00388696j -0.00507747-0.0104743j -0.000807466-0.0166274j 0.0207678-0.00653389j 0.0268058-0.0137192j 0.00729624+0.000327895j -0.0113938+0.00826517j 0.0023255-0.00865202j 0.00930084-0.00605349j -0.00205011+0.00373444j 0.0126788-0.00573251j 0.0148843-0.0111364j 0.00259789+0.00226213j -0.0107357-0.00248423j 0.0201526-0.0106211j 0.00678201+0.000433157j 0.000652232+0.0141809j -0.00616673-0.000342756j -0.0233911-0.0018465j 0.0191041-0.000506193j 0.025786+0.00604166j 0.00939726+0.00502586j -0.00306458+0.00847162j 0.00591159+0.000324773j -0.00243875+0.000904367j 0.0276708-0.00759269j -0.000269714+0.0069013j 0.00559226+0.00423065j 0.00394737-0.00141529j 0.00233411-0.00253077j -0.0137988-0.00417942j 0.0122176-0.000902588j 0.00499417+0.00154809j 0.00721525-0.00275987j -0.0131235-0.0102898j -0.00344414+0.00071554j 0.00386761+0.000666697j 0.00893065-0.000783604j -0.00610527-0.00264762j 0.00820807+0.00095868j -0.0188871+0.00189869j -0.0114007-0.00344864j 0.016741+0.00325819j 0.0246392+0.0048535j 0.0155377+0.0108434j -0.0627273-0.00484744j -0.0205262-0.005715j -0.0230565-0.00130723j 0.0463051+0.00344252j 0.0483811-0.00707345j -0.0290595-0.00179359j 0.00535856+0.00133005j -0.00942859-0.000165142j -0.0679765-0.00347148j 
-0.00168999-0.0171138j 0.0236948-0.0652679j 0.0138023-0.120689j 0.124603-0.0584486j 0.011814-0.0528499j 0.00349275-0.19968j -0.0142294+0.0358141j -0.00537658+0.00928156j 0.0148605+0.225069j -0.0331327-0.160049j 0.0141092+0.19977j 0.011135-0.0369381j -0.00944975+0.0219205j 0.023176-0.0677638j -0.0204935+0.000589607j 0.00701496-0.00582466j -0.0136763+0.104189j 0.0618355+0.0382574j 0.000297495+0.0346855j -0.0645745+0.0209248j 0.0035781+0.106173j 0.0207596-0.0126562j 0.0245505-0.0888665j 0.0252757-0.027646j -0.0120707-0.081421j 0.00824477-0.0293728j -0.00527969+0.0204222j 0.0265968+0.0180891j -0.0398119-0.0312627j -0.00275012-0.014381j -0.000223048+0.0101114j 0.00655738+0.0193487j -0.0239002+0.0110803j 0.0165502+0.00766336j -0.0616779-0.00578639j -0.0188551+0.00231421j 0.0219951-0.00318285j -0.00165669+0.0358506j 0.0181588-0.0195454j -0.00989777+0.0223129j -0.00887955-0.00635922j -0.00391454+0.000474378j 0.00703704-0.00772882j -0.0151595-0.0156534j 0.0126739+0.0131556j -0.000362106+0.0174965j 0.000603032+0.0077678j 0.000599468+0.00781226j -0.0138578+0.00440331j -0.0117737-0.00170252j -0.00269529+0.0124257j 0.0072597+0.000220658j 0.00558489+0.00487988j 0.0118674+0.00171726j -0.00325289-0.00268339j -0.0137564+0.00668775j -0.00605847+0.00478496j 0.0109158-0.00971357j -0.0103876+0.00577747j -0.0262216+0.0256429j 0.0126702-0.0025513j 0.00382421-0.00712799j -0.00503872+0.029995j 0.00965403-0.0295489j 0.00760865-0.0125048j 0.00685819-0.0171038j 0.00440134+0.00545676j -0.00458291+0.00297596j -0.000999037-0.00860967j 0.00156684+0.0103824j -0.00119058+0.0145293j -0.00950128+0.0116694j 0.00222457+0.00548023j -0.00370254-0.00101606j 0.00368984-0.013691j -0.000336394+0.0159774j -0.00757961+0.0108634j 0.00501357+0.00583623j -0.00127155-0.0165447j -0.00311056+0.011949j 0.00949033-0.0217134j 0.00705321-0.0115019j 0.00512436-0.0177052j -0.00517665+0.00707005j 0.0102766-0.00732333j 0.0131635-0.0258695j -0.032828-0.0100141j -0.00140991-0.00611968j 6.39042e-06-0.00329091j 0.00541862+0.00793735j 0.00368283+0.000269371j 0.00964728+0.0181632j 0.026676+0.0121612j -0.00871649-0.00420129j 0.0410703+0.00402826j 
-0.02699-0.0764726j -0.0445781+0.0347377j -0.0356193-0.0975746j -0.245126-0.0297022j -0.0365898+0.0244749j -0.0392787-0.0380476j 0.00128496-0.193277j 0.00714119+0.268104j -0.00833945+0.195235j 0.0253473+0.0166676j -0.0125493+0.0145021j -0.004455-0.00564831j -0.00193264-0.0115268j -0.032459-0.0243785j 0.0834631+0.0517633j 0.0309008+0.144966j -0.0471261+0.0610198j -0.0471895-0.042633j -0.0161652-0.0554928j 0.0808883-0.0159666j -0.018506+0.0186254j -0.00479191+0.0214142j -0.0461472-0.00776375j -0.047436+0.0279594j 0.0113241-0.000150603j -0.00488999+0.0312412j 0.0336064-0.0205859j 0.00442102+0.0900281j -0.0296933-0.0265459j -0.0474255-0.0100828j 0.0441343+0.0326308j -0.013353+0.0138023j 0.0217997+0.00893823j -0.0351918-0.0104738j 0.0204408+0.0343427j 0.0149266+0.0139235j -0.00759114-0.0245374j 0.00957722-0.00772293j -0.0260603-0.00437959j -0.00999285+0.00992323j -0.0126541-0.0019964j -0.00284334+0.00335052j -0.0179404-0.0183646j 0.00288166+0.00653933j -0.0121189+0.0205395j 0.018074+0.0306777j -0.00964253-0.00846112j 0.00490479+0.0111753j 0.00611823+0.0101156j -0.0119437-0.00335818j 0.017992+0.00312428j -0.00112329+0.0177655j -0.0155987-0.00217945j -0.00812556+0.0270196j -0.0235142+0.00470902j 0.0262592-0.00396765j 0.000436736+0.0224846j -0.00561805+0.0247723j -0.00678412+0.00189319j -0.0100809-0.00540448j 0.00111485-0.00813586j 0.0021938-0.0035186j -0.0110417+0.00258809j 0.00151688-0.000220401j -0.000233937+0.00843342j 0.0120046-0.00596771j -0.010099-0.000790433j -0.00482841+0.0163556j -0.00424551+0.00113984j -0.00640035-0.00706195j -0.00794398-0.00183414j 0.00219058-0.00343099j -0.00599862+0.00281626j -0.00417626-0.0036067j -0.000763955-0.0015509j -0.000828273-0.00989832j 0.00729835+0.00175581j -0.000594894-0.00186132j -0.00530071-0.00661822j 0.00521504+0.0144261j 0.00832532+0.00686351j -0.00903489+0.00686458j -0.00799048-0.00253872j -0.00876181+0.00606065j 0.0309195-0.000387837j -0.011674+0.0148096j 0.000160994-0.018871j -0.00281316+0.00870035j 0.00272302-0.00660729j -0.0097462-0.0102207j -0.00843984-0.0360928j 0.0128907-0.00922077j 0.00763448-0.00334931j 0.00138047+0.00983866j -0.010992-0.0125784j 
0.00815215+0.0348562j -0.00410992+0.0279497j 0.10174+0.0354485j -0.0662232-0.0701225j -0.0406681+0.0335575j -0.0124464-0.0292044j -0.00310519+0.0845128j 0.0150545-0.0714603j 0.0438436-0.148732j 0.0174767+0.0612103j -0.0210189-0.0836262j 0.0173743+0.0465446j -0.0324778+0.095079j -0.0229505+0.0832408j 0.10104+0.0526232j -0.0183879+0.0467805j -0.188907-0.0343162j 0.0913753+0.134845j -0.0279446+0.0427086j -0.0290761-0.0265628j 0.000278569+0.0292673j 0.00414041-0.020022j -0.0563333-0.0339406j -0.117481-0.017095j 0.0332964-5.78644e-05j -0.0166917+0.0134381j 0.00395486+0.0460224j -0.00258364-0.0119447j -0.0495746-0.00387924j -0.0851257-0.00411571j 0.0452572+0.000176466j -0.0156143+0.0556221j 0.0150718-0.00613423j -0.00631671+0.026416j -0.0225305+0.0627555j 0.0064414-0.000979789j -0.0172144+0.0332475j 0.0164291+0.0269069j -0.0102792+0.0100667j -0.0688884-0.0246586j -0.0298864-0.0110604j 0.0139373+0.00311365j -0.0285006+0.00619748j 0.00542728+0.00466174j 0.00965507+0.00350621j 0.0200332-0.00421013j -0.0318935-0.0113693j 0.017502+0.00823016j 0.00732086+0.00793021j -0.041061-0.0101551j 0.0212666+0.0123129j 0.00284392+0.00191746j -0.00375847-0.000195638j -0.0205631+0.0109563j -0.0112013+0.00104887j 0.0283851-0.0122205j 0.00577442-0.00850169j -0.015458+0.0184853j -0.0254243+0.00384223j -0.00541246+0.00163735j 0.001267+0.00590885j 0.0116958-0.00195601j -0.0134185-0.00583257j -0.00334497+0.00994842j -0.00979332-0.00752633j 0.012938-0.00460999j -0.0172901-0.00343555j 0.011927-0.0128844j 0.00143582-0.00202674j -0.00245381-0.00364621j -0.00458057-0.00962488j 0.000665972+0.00581786j -0.0106746+0.00154985j -0.0063572-0.00266399j -0.00797934-0.00118423j -0.0045433+0.000946051j 0.0044278+0.00915261j 0.00329992+0.00186271j -0.0107957-0.00844448j 0.0117715+0.0191654j 0.00505896+0.0025645j -0.00160353-0.0182723j 0.00450383+0.0153753j -0.0173474-0.00642013j 0.0747425-0.0114267j -0.0087457+0.00140462j -0.0131271-0.00958662j -0.000897632+0.0103047j 0.00529268-7.2906e-05j 0.00349989+0.00041739j -0.0168896+0.0159828j 0.00793089+0.0154232j -0.0383141+0.00441556j -0.00621847+0.00636338j 0.0473179+0.00911665j 
-0.0486804+0.0880777j -0.0426516+0.0241285j -0.148793+0.0338015j -0.187893+0.0149865j 0.00226786-0.0382491j -0.0297889+0.0311138j -0.0401475+0.0709541j -0.0649395-0.129958j -0.0851151-0.291848j 0.0108594+0.0140006j 0.0114049+0.0298421j 0.0439151-0.0167296j -0.0490802+0.0757002j 0.0577074-0.0488228j 0.0387509+0.00733228j 0.0567653-0.132056j 0.0550422+0.0103649j -0.0503936+0.0304653j -0.00262364-0.0103173j 0.0124389+0.0168967j 0.0141851+0.0719375j 0.00538515-0.0199688j 0.0203412-0.0364006j -0.0313379+0.0176923j -0.0152383-0.103634j -0.029344-0.0680391j -0.0172697+0.0186547j 0.00539752-0.00410433j 0.00738076+0.0760513j -0.0040224+0.00312952j -0.00565347+0.0410957j 0.0105413+0.07845j -0.0441192+0.0232464j -0.0146231+0.0297871j -0.0541081-0.0460834j 0.00601877+0.0129254j 0.034413-0.0101038j -0.038061+0.000794911j 0.0177035-0.00907199j 0.0060912+0.027291j -0.00868101-0.0333091j -0.011023-0.0170423j -0.00982883+0.0170693j -0.00423808-0.0264158j -0.0223541-0.0163618j 0.000372075-0.00789525j 0.00267235-0.000568654j 0.0156009+0.00162007j 0.00105405-0.00893402j 0.00469829+0.008806j -0.0216514-0.0101928j -0.00172736-0.00557083j 0.0124803-0.00964201j 0.014843+0.0102049j -0.00689561-0.0152647j -0.00088824+0.0114161j -0.0115823-0.00309553j -0.01626+0.0135168j -0.00571342-0.0193468j -0.0299461+0.0375901j 0.0082427-0.0196777j 0.0241295-0.0184984j -0.010706+0.0191904j 0.00545296+0.00377955j -0.000551626-0.0149848j 0.00696035-0.00596711j 0.00471505-0.00313067j 0.0140523-0.00670375j -0.00105509+0.00478671j 0.00642855+0.0145838j -0.012795+0.011218j -0.00523035+0.00134386j 0.000155848-0.00324047j -0.0109011+0.01008j 0.0146144-0.0179311j 0.0113264+0.00780945j -0.0127249-0.00405901j -0.00177403+0.0300957j -0.00367901-0.010817j -0.011732+0.0210507j -0.0019173-0.0262494j 0.0118078+0.0167519j 0.0145423-0.0278206j 4.30843e-05+0.023426j 0.00152229-0.000777085j -0.00261408+0.00130538j -0.0380872-0.0308583j -0.000386043+0.00135593j -0.00399684-0.00500187j 0.00714347-0.0151117j 0.0141184-0.0372134j 0.0230754-0.0249912j 0.0444618-0.000450348j 0.00730886+0.0138879j 0.0164438-0.0171291j 
