-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
0.00108077+0.00246716j -0.000985306+0.00273969j -0.00285823+0.0026906j 0.0017311+0.00218411j 0.00265943-0.00936371j -0.00121837-0.00131438j -0.00695811+0.00335227j -0.00491435-0.00421177j 0.00140291+0.000525575j 0.00410359-0.00608168j 0.000968321-0.00669232j -0.00549027-0.00190862j 0.00392014-0.00240732j 0.0013258+0.00291851j 0.00477733-0.000399463j 0.00412-0.00141267j -0.00745126+0.00629j 0.00755708+0.00547907j 0.000756459+0.0021137j -0.00218538+0.00444269j 0.0024479-0.0114187j -0.00432198+0.00292828j 0.00578013-0.00300169j -0.00657833-0.00403088j -0.0143976+0.0138954j 0.00199055-0.007683j -0.00388484+0.00983784j -0.0041803-0.0131998j -0.000535321+0.000335526j 0.000468547-0.000482072j 0.000446185+0.00242083j -0.00354706-0.00363868j -0.000699356-0.00239539j -0.00752762-0.0144742j 0.000931943+0.00500222j 0.00706755+0.00130371j 0.00551726+0.00327447j 0.00922319-0.00235709j 0.00205126-0.00826987j 0.00123286-0.0117614j -0.00111096+0.00227586j 0.00948251-0.00360649j -0.00731937+0.0114101j 0.000613628+0.001507j 4.26768e-05+0.00343973j -0.0179628-0.00257094j 0.00521204+0.00317204j 0.00384688+0.0022661j -0.00524036+0.00586782j 0.00766644+0.0141659j -0.00431416+0.00296915j 0.00894447+0.0011898j -0.00350053+0.00527767j 0.0156864-0.0070088j -0.00431317+0.000289322j 0.0103059+0.00679595j 0.00031247+0.00795088j -0.00533529-0.000432476j 0.0128932-0.00373596j -0.00295653+0.000369928j -0.0133694+0.00146855j 0.00295678-0.00664862j 0.00449444+0.00455946j 0.00156249+0.00237652j 0.000121871+0.00235562j 0.0182926+0.00431827j 0.00396036+0.00391269j 0.00616993+0.00496295j -0.000953159-0.00239457j 
-0.00399476-0.00584807j 0.000574506+0.00439851j -0.00631314+0.00575953j 0.0175965+0.00112929j -0.00100394-0.00445557j -0.00301228+0.00481311j 0.00217412-0.00662208j 0.0126218+0.00430128j -0.00776469-0.0098734j -0.00475119-0.00100435j 0.000301125+0.001342j 0.00390301+0.004865j 0.00154734-0.00129282j 0.00631274-0.00792572j 0.000726347-0.00757256j -0.00148455-0.00843117j -0.00234153+0.00940909j -0.0106474+0.00141161j 0.000636367+0.006537j -0.0097043-0.0141445j 0.00305843+0.00662455j 0.00499204+0.0030903j -0.0030356-0.00708819j 0.000422698+0.00743487j -0.00158753+0.00496347j 0.00826197-0.0205007j -0.0198814+0.00900194j -0.00908192+0.00575063j 0.0112204-0.00410616j -0.0103678+0.0003503j 0.00487838+0.00107527j -0.0093236+0.0133313j 8.92753e-05-0.00457831j 0.00321014-0.000197692j 0.00634049+0.00394623j 0.00443024-0.00624596j -0.000789819+0.000600164j 0.0135359+0.00541136j 0.00132213-0.00235623j -0.00300343+0.00552219j 0.0022351+0.00132498j 0.00639043+0.000798914j -0.011697+0.00153591j 0.00431592-0.00771908j 0.00507806-0.00162605j -0.0040496-0.00209304j 0.00424827+0.00859169j 0.0104355+0.0112416j 0.0026564+0.00193863j 0.00196928+0.00533929j -0.0121012+0.00956422j 0.00855026-0.00598119j -0.002416+0.00317202j -0.000524331-0.00130028j 0.00995318-0.00623768j 0.00490849+0.00463508j 0.00389547-0.0120545j 0.00150565+0.000724013j 0.0111077-0.0012026j 0.0043495-0.00028121j -0.00985942-0.00313324j -0.0042155-0.00164488j -0.00751034-6.38427e-05j -0.0050965-0.00325131j 0.00222157-0.00696704j -0.000545717-0.00039714j -0.00564945-0.00794896j -0.00890213-0.00199703j 0.00470572+0.00908657j 
0.00622073-0.00210313j 0.00327864+0.00391329j 0.0124283-0.00416781j -0.0126681-0.0121266j -0.00114428+0.00123207j 0.00143221+0.00624541j 0.00887927+0.00239454j -0.00518866-0.00728661j 0.00372871+0.00654687j 0.00569947-0.000282977j -0.008994-0.000183217j 0.00169564-0.00272394j -0.00267785+0.00640168j -0.00321022+0.00787604j 0.00431961-0.0106182j -0.00468105+0.0006563j -0.00596818-0.00325389j 0.00242791-0.00271271j 0.00269795+0.0158208j -0.00965789-0.00447494j -0.0028013-0.00658199j -0.00939108-0.00294032j -0.000439318+0.00344157j 0.00293582+0.00642081j -0.00281259+0.00294612j -0.00564432+0.00230227j -0.019768+0.0118959j -0.000108228-0.0127937j -0.0104119-0.000391327j -0.000644065+0.00524577j -0.000731581-0.000258371j 0.00767295-0.00894152j -0.00316973+0.00475187j 0.0132049-0.00158271j -0.000233528-0.00194255j -0.00366034+0.00781553j -0.00393149-0.00687428j 0.00959408-0.00677311j -0.0040354-0.00017173j -0.000443135+0.00618629j 0.00313418-0.00529167j 0.0114256-0.0124884j -0.00936696-0.00443591j 0.0029192+0.00540363j -0.00663719-0.00354898j -0.000573094-0.000868831j 0.00265387+0.00737504j 0.011878+0.0152182j -0.00377677-0.00362833j 0.00485482+0.0107536j -0.0163246+0.0114637j 0.00600109-0.00722618j -0.00153543+0.00490146j -0.00689334+0.0104946j -0.00847871+0.00363873j 0.0168726+0.00465245j 0.00620442-0.00910725j 0.00653741+0.00763009j 0.00870431-0.0075319j -0.00818302-0.00128219j -0.0112897-0.00183093j 0.000831743+0.00609588j -0.000357794-0.00694517j 0.00690353-0.00802277j 0.000363742-0.00325871j -0.00531598+0.00314202j 0.00854791+0.00269942j -0.00447366+0.00216477j -0.00494003-0.00291748j 
0.00146781+0.0029214j -0.000236968-0.00487871j 0.0119102+0.00456888j 0.000171749-0.00650216j 0.00530145+0.00751539j 0.00178262+0.00336582j 0.013568-0.00771461j 0.00399221-0.00567791j 0.00105293-0.00583197j -0.00489133-0.000596351j -0.0100789+0.00177705j -0.00669555+0.00220992j 0.00347221-0.000262346j 0.000848417+0.00161965j 0.00279349-0.0017527j -0.00170652+0.00670279j 0.00532444-0.00458799j 0.00143553-0.00187543j -0.000606706+0.00271411j -0.00719592-0.010093j -0.00691935+0.00742548j 0.0126618+0.0105105j -0.00445791+0.000280555j -0.00522135+0.00958725j 0.00729451-0.0231839j 0.000138463+0.00680114j 0.00921053+0.00562409j 0.0020654+0.00459755j 0.0142025-0.00698486j -0.00664323+0.00216601j 0.0016447-0.0046906j 0.00534656-0.00137542j -0.00349786-0.0056837j 0.00936518-0.000566554j -0.0085136-0.00204175j 0.000855261-0.00081685j 0.00470495-0.00836473j -0.0103314+0.00922356j -0.00639094-0.00452389j 0.00665173+0.0112128j 0.00541772-0.00899733j 0.000879839-0.00614383j 0.00612019+0.00413609j -0.00296711+0.00286064j -0.00254221-0.00235236j 0.0015946+0.00241934j -0.0072396+0.00564558j -0.00731026-0.00964294j 0.00268797+0.00256829j 0.00265254+0.000679859j 0.0106787-0.00572907j -0.00366907+0.0029528j -0.0011065-0.0101246j 0.000338169-0.00131702j -0.00794357-0.00206405j 0.00189097-0.00302128j -0.00382221+0.0100875j -0.00242221-0.00232979j -0.00931687+0.000633361j 0.001228-0.00187343j 0.00275018+0.000934725j 0.00560546-0.00134623j -0.000156424+0.00593326j -0.000590515-0.0011512j -0.00209346-0.00120254j 0.0109478+0.00210203j 0.000946427-0.00102435j 0.00181218+0.000524196j 0.000134121-0.00105878j 
0.00102542+0.00515135j -0.00228958-0.000580721j 0.00586013+0.013928j 0.00396773-8.23698e-05j 0.00397739-0.00124263j 0.00315453+0.00312258j 0.00555302-0.00499364j 0.00379199-0.00676281j 0.00106911-0.00575507j -0.00721625-0.00156626j -0.0073498+0.000930582j -0.00873959+0.00593371j 0.00638492-0.000452117j -0.000398305-0.000745454j 0.00161493-0.0155597j -0.000765489-0.000907489j -0.00872886-0.00209563j 0.0068506+0.00206339j 0.00225872+0.00593123j -0.00327439+0.00285741j 0.000349888-0.0030975j 0.00598554+0.00874225j -0.0022721-0.00809683j 0.00121355+0.0109713j -0.00286966-0.00263048j 0.00526581-0.00464267j 0.00394096+0.0034814j -0.00142385-0.000999998j 0.0092308-0.00741921j -0.00656577+0.00335954j 0.00172108+0.00169651j -0.00243011-0.00825174j -0.00394372+0.000990746j -0.000620759-0.00588526j -0.000296127+0.0007298j 0.00458926-0.00577456j 0.00653186-0.00220302j 0.000314708-0.00188458j -0.00925834-0.00705265j -0.0050087+0.00745738j 0.00209055-0.00962959j 0.00675958-0.00132535j 0.00399879+0.00352826j -0.00407331-0.000351167j -0.00530151-0.0026663j -0.00294562+0.00753294j -0.00416457-0.0112936j -0.000303197-0.00167547j -0.00453642+0.00706375j -0.00782208+0.00820429j 0.00510332-0.0058024j -0.0040108-0.00105542j -0.000221826+0.000717232j 0.01183-0.00563302j -0.00509681+0.00572322j -0.002735+0.00407179j -0.00252484+0.00155078j -0.0027035-0.00619363j -0.000153484+0.00237673j -0.00622704+0.00136449j 0.0080687+0.00134343j -0.00477478-0.00508333j 0.00574127-0.00181073j 0.00559084+0.00179346j 0.00115217+0.00691571j -0.00808682-0.00596883j 0.000631136+0.0124601j 0.012437-0.00104313j -0.000626554-0.00591399j 
-0.000772064+0.000489879j -0.00438334-0.000503735j -0.00120301-0.00404464j -0.00575622-0.000203608j -3.03414e-05-0.00150832j -0.000955406+0.000493215j -0.00307753+0.00268698j 0.00135108+0.000266351j -0.00138074+0.00343134j 0.00195793+0.000458788j 0.000971576-0.00136267j 0.00502732-0.000202587j -0.00240865+0.00113254j 0.00263877+0.000273197j 0.00240876+0.00156477j -0.00177455-0.00255583j 0.000679085+0.00367182j -0.00106928-0.00369848j -0.00622348-0.000851316j -0.00222171-0.0027319j 0.00465304-0.00332986j -0.00416915-0.00299752j -0.000673008+0.0015167j -0.0018605-0.00613661j 0.00319267+0.00133091j -0.000902976-0.00118489j 0.0020167-0.00240321j 0.00280765+0.00151581j 0.00201123-0.000874999j 0.000573022-0.000847373j -0.000503215+0.00135272j 0.00301657+0.00133642j -0.000431333-0.000204271j 0.00224802+0.00353273j -0.00570526-0.00103438j -0.00519413+0.00202798j -0.000883519-0.0030964j -0.00427838+7.83692e-05j -0.0015419+0.00499594j 0.00185938-0.00251788j -0.00568606+0.00435998j -0.00659354-0.0021548j -0.0051138-0.00562522j 0.00425347+0.0028721j 0.00160638+0.0087011j -0.00254574+0.00123701j -0.00456232-0.0018594j -3.64201e-05-0.00286059j -0.000360558-0.00885167j 0.003898-0.00182548j 0.00109675-0.00020808j -0.00141326+0.00417085j 0.00331931-0.00418705j -0.00222121-0.000762528j 0.00314297+0.000609432j 0.00344457+0.000835777j -0.00157633-0.00244977j 0.00177816+0.000870909j -0.0031824-0.00274787j -0.00101981+0.00146971j -0.00140688-0.00382178j 0.00344575+0.00382861j -0.0048404-0.00385191j 0.0008737-0.00419484j -0.00150782+0.00335315j 0.00127156+0.003343j -0.00759546-0.00241822j -0.00388441-0.00494287j 0.00272862+5.54043e-05j 
0.00310773-0.00274972j 0.00304375+0.000187948j -0.00102018-0.00416448j 0.00573686-8.24984e-05j -0.00139346+0.000505458j -0.00134927-0.00226222j 0.00141988-0.00213435j 0.000739743+0.000481104j -0.00491096+0.00320147j 0.0029307+0.00109678j -0.00185757-0.00240506j 0.00501321-0.00571449j 0.0014267+0.000970255j 0.00253578+0.00375214j 0.0088479+0.00639358j -0.00764783+0.00551003j 0.00537753-0.00305621j 0.001713+0.00345244j -0.00944574-0.00789171j -0.0016285+0.00456916j 0.000456607+0.00693963j 0.00408488+0.000760615j 0.00395005-0.000216476j -0.00178258-0.00296439j 0.00139805+0.00917968j 0.00157698-0.000214875j -0.00390959+0.00243114j -0.00472315+0.00305056j 0.000872094-0.00202961j 0.00340223+0.000281075j -0.00539836+0.00179801j -0.000291821+0.00332462j 0.000933122-0.00267279j -0.00400198+0.000418577j -0.00195629-0.00317563j 0.00313627-0.000283322j -0.00939713+0.000898566j 0.000373285+0.00592192j -0.00251872+0.00268321j 0.0083319+0.00765703j -0.0122449-0.00523652j -0.00256051-0.00531838j -0.000614548-0.0056646j 0.00641032-0.00319287j 0.00751605-0.00537831j 0.00389097-0.00469945j 0.00165542+0.00281438j -0.00145869+0.00306107j 0.0082961+0.0126733j -0.00545534-0.00174j 0.00533432+0.00114834j -0.003301+0.000553155j 0.000465958+0.00139712j -0.00130079-0.00157974j 0.0025927-0.0121465j -0.000580027+0.00433559j 0.0005307-0.00625309j 0.00273998-0.00622566j -0.00371887+0.00232615j 0.0011085+0.00406969j 0.0105877-0.00584535j -0.00504771+0.000371199j -0.0106896+0.000560546j -0.0117623+0.00384042j 0.00226892+0.00391011j -0.0010642-0.00577429j -0.0175941-0.0192354j -0.0159981-0.0127483j 0.00798097+0.0179608j 
0.000956884-0.00216654j 0.00143604+0.00105533j -0.00244649-0.000458363j 0.00304839-0.000833977j -0.000357069-0.000978893j 0.00110974-0.00402444j 0.00192596-0.000417829j -9.20574e-05-1.32726e-05j -0.00142833-0.000571932j 0.0010798+0.00164702j -3.04685e-05-0.0013675j 0.00154938-0.00157862j 0.00044995+0.000257647j -0.000151003+0.000143942j 0.00317507+0.001823j -0.00387726+0.00101732j 0.0050647-0.00358073j -0.00215173-0.00643255j -0.00222498+7.60066e-05j -0.00137516-0.00224127j 0.00208667+0.000682649j -0.00069991-0.00391111j 0.00109901-0.00110915j -0.00266378+0.000456536j -0.00188146+0.00319017j 0.00290392-0.00436085j -0.00266123+0.0011984j -0.00223409-0.00100446j 0.000428749+0.000679542j -0.000143064-0.00129931j -0.00203094-0.000116j -0.000445219+0.00235693j -0.00130329-0.00237742j -0.00129043-0.000776785j 0.000831136-0.000677001j 0.00181614-0.000109989j -0.00246078-0.000886821j 0.000832642-0.00172521j 0.000672782-6.82657e-05j 0.00390279-0.00017442j -0.000426488-0.00186078j -0.00187766-0.000578083j -0.00126042+0.00460051j 0.00254316-0.00294554j 0.00389491+0.00141141j -0.00493748+0.0028224j 0.000699068+0.0011462j -0.000630449+0.00394968j 0.00266607-0.00446756j 0.00278487-0.00281772j -0.0018231-0.00151097j 0.00383391-0.00170626j -0.00479023-0.000778978j -0.00627034+0.00181164j 0.00101392-0.00351529j 0.00160181-0.00285481j -0.00206219-0.00572473j 0.000614863-0.00226002j 0.00166561-0.000172394j 0.00452306-0.0027963j -0.000560801+0.00411165j 0.0009079+0.0023821j -0.0046677+0.00435835j -0.00459031+0.000278314j 5.29781e-05+0.000170807j -0.000965995+0.00103645j 0.000169094-0.00548428j -0.00676628+0.00179883j 0.00161519+0.00784138j 
0.00324288+0.00340404j -0.00210207+0.00158407j -0.000490858-0.00140332j 0.00178392+0.000417705j 0.000346756+3.87448e-05j 0.00316531+0.0014886j -0.00115319-5.34711e-05j 0.00205747+0.0046891j -0.00111263-0.00200279j 0.00156864+0.00207374j 0.00129531-0.00174751j 0.00490494-0.00267105j -0.000405954+0.000224824j 0.000107391-8.63291e-05j -0.00296627+0.000761606j 0.00361905+0.00532965j 0.000754244-0.00616735j 0.00790568+0.00151768j -0.003805+0.00284319j -0.0005477+0.0054833j -0.000873235-0.000174487j -0.000504425+0.00619787j -0.00339492-0.00446501j -0.00298211-0.00798585j -0.00052928-2.30964e-05j 0.00279637+0.00758702j -0.00755803-0.00318298j -0.00295319+0.00742902j -0.000583021-0.00422369j -0.000379873-0.000968786j -0.00205763-0.00014468j -0.00308011+0.00135145j -0.0017895-0.00489668j -8.69428e-05-0.00334134j 0.00630845+0.0100321j 0.000661637+0.00477908j 0.00434614+0.0100435j -0.00555595+0.00314444j -0.00315148+0.000195556j -0.000208315+0.00621477j -0.00171921+7.85248e-05j -0.00758658-0.009771j -0.00648783-0.00200669j 0.0036114-0.00821376j -0.00240193-0.00462952j 0.00511768-0.00407371j 0.000512856-0.0113195j -0.00294207+0.00292423j 0.00945772+0.00192941j -0.00313425-0.00102991j 0.00827343-6.34009e-05j -0.00516053+0.000803724j 0.00230719-0.000325139j -0.00208496+0.00403582j -0.00606126-0.00018299j 0.00255175-0.00169348j -0.00629919-0.00112351j -0.000175749-0.000979336j -0.00234003-0.0058105j -0.00515319+0.00565113j 0.007951-0.00253137j -0.00142938+0.00302327j 0.0168831-0.0164351j -0.00606488-0.00325057j -0.00103776-0.00317351j 0.000855918-0.00420269j 0.0124632+0.00286057j -0.0052788-0.0054594j -0.00900225-0.0047332j 
0.00245616-0.001506j -0.000563882+0.000569219j 0.002513-0.0019802j 0.000763387-0.00221174j -0.000796599+0.00072283j -0.00787509-0.00518131j -0.000895542+0.00457163j -0.00304167-0.00381988j -0.00264964+0.000466717j 0.000887205+0.00420995j -0.000725636-0.00368697j 0.00151844-0.00124243j -0.00646284+0.00453283j 0.00204637+0.0055888j 0.0013939+0.00115168j -0.00212535+0.00414741j -0.00291403-0.000811705j -0.00281068-0.00484331j 0.00369167-0.00195185j 0.00126937-0.00293695j 0.000914328-0.00242745j 0.00502561-0.00811926j -0.000898703-0.000472535j -0.00368113+0.0034227j -0.0095981-0.00553867j 0.0130736-0.00759261j -0.00562342-0.000463829j 0.00988528+0.00264535j 0.000376043+0.00537049j -0.00338073-0.00393023j -0.000560462+0.000996196j -0.0026906+0.000436764j -6.50248e-05+0.00116251j -0.00457534+0.00564724j 0.00230444-0.000551174j 0.00058955-0.00313688j -0.00310876-0.00864691j 0.0082445-0.00307346j -0.00519053+0.00293007j 0.00635112-0.00762973j 0.00353463-0.00667205j -0.00125714+0.0116007j -0.00735384-0.00121624j -0.00354685+0.00412764j -0.00282426+0.0110151j -0.013832+0.0118237j -0.0178236+0.000784669j 0.00241418+0.000574342j -0.00233041-0.00737205j -0.00217733+0.00127709j 0.00321771+0.00270177j 0.00174024-0.00169154j 0.000250776-0.0013165j 0.00309782-0.000303037j 0.00178676-0.00575521j 0.00255933-0.00444297j 0.00473722-0.00692058j 0.00373539-0.0102753j 6.07262e-05+0.00383245j -0.00119294+0.00809552j -0.000890711-0.00252297j 0.0066562+0.00346514j -0.0104489+0.0131685j 0.00581853-0.0033799j -0.00137882+0.0114719j -0.0054762-0.00160852j -0.0143537+5.38597e-05j 0.000232415-0.0072316j 0.0142339+0.0134016j 
-0.00503621+0.00224639j -0.00243847-1.86825e-05j 0.00536279+0.00753904j -0.00152593+0.000118283j 0.00105398+0.00388463j -0.0067368+0.000254917j -0.000201939-0.00105764j -0.0040995-0.00103432j 0.00287847-0.00530228j -0.00380794+0.000662299j 0.00104326+0.00333795j -0.0068142+0.0064275j -0.00201011-0.00147015j -0.00369473+0.00241903j -0.000944829-0.00189902j 0.00579054-0.000925487j -0.00478385+0.00545979j -0.0105593+0.00108954j 0.00331015+0.000365855j -0.00398405+0.000254499j -0.00117046+0.00131341j -0.00726805-2.71069e-05j -0.00128707+0.0013391j 0.00857384+0.0042851j -0.00201587-0.0118624j -0.0120806+0.00705854j 0.0110887-0.00249137j -0.000736374-0.00324354j 0.00384696+0.00605535j -0.00158418-0.000383089j -0.000226934-0.0013238j 0.00548595-0.00584424j -0.00207169+0.000739826j -0.000789604+0.000446238j 4.02605e-05-0.00306651j 0.00141401-0.00264431j 0.00236544+0.000774677j -0.00597724-0.00474671j 0.00266373-0.00836653j -0.0122504-0.00114606j 0.00595848-0.00293097j 0.00511612+0.00755127j 0.00398555+0.00725132j 0.00250992+0.00498556j -0.0060478+0.00244994j 0.00038015+0.00227637j 0.00895352+0.0018647j -0.0050787-0.00196419j -0.0106047+6.1918e-05j -0.000326418+0.00263793j -0.010189+0.00849016j 0.00155035-0.00481927j 0.00125832+0.00211761j 0.00527311-0.00131245j 0.002993+0.012107j -0.00672499-0.00122199j 0.00898422+0.00824809j 0.00429738+0.0088589j -0.000829608-0.00458034j -0.00741487-0.00511996j 0.00512957+0.00214602j -0.00360389+0.00181061j 0.00143404+0.00946625j 0.00870587+0.00880021j -0.00322632-0.00131626j 0.00680174+0.00383561j 0.00714646+0.0113256j 0.0238016+0.0139908j -0.0105104-0.00159665j 
0.00296972+0.00236846j -0.00241091+0.00428986j -0.00290985-0.00400003j 0.00214748-0.000214214j 0.00208199-0.000893065j 0.00535095+0.00217671j -0.00031601-0.00173019j 0.00132834+0.00360646j -0.000236718-0.00143956j 0.00303376+0.000103828j 0.00106114-0.000577521j 0.00504628-0.00299555j -0.000934216-0.00183512j -0.000793769-0.00222437j 0.00205157+0.000202111j 0.00361708+0.00190698j 0.00571556-0.00141014j 0.00121524-0.00129783j -0.00370238-0.00353446j 0.00148229+0.00273038j -0.00106783+0.00261115j 0.000476097-0.00191167j -0.00358144-0.00351524j -0.000310194-0.00224704j 0.001938-0.000762651j 0.000215202-0.00105886j -0.00867725-8.32378e-05j -0.00396508+0.00493378j -0.00251648-0.000351367j -0.000242391-0.00128547j -0.000900818+0.000681398j -0.00175973-0.00218274j 0.00389763-0.00729565j -0.0026293-0.00305387j 0.00573426+0.0102379j -0.000889844+0.00298239j 0.00529156+0.000287851j -0.00304248-0.00710776j -0.00468348-0.00647802j 0.00156483+0.000726842j -0.00146095-0.00150555j 0.000271619-0.00210817j -0.00846334-0.00399403j 0.00380907-0.00493547j -0.00836804-0.00609723j 0.00584327-0.00213191j -0.0066066+0.00199982j -0.00279432+0.00245235j 0.000516171+0.00450249j -0.000306059+0.00127072j 0.0100714-0.00543309j -0.00145039-0.000595295j 2.99383e-05+0.00187445j 0.000436792+0.00963445j -0.000814015-0.00860895j 0.00233382-0.00587708j -0.00313673-0.00513969j 0.0012966-0.00115639j -0.00353888-0.00576846j -0.00193391-0.00121798j 0.00304851+0.00413799j -0.0115075+0.0116233j 0.00266623-0.00224849j 9.05873e-05-0.00526937j 0.00442575+0.00282863j -0.0165614+0.00343527j 0.003491+0.00301586j -0.00940349-0.00372151j -0.00305274-0.000818726j 
-0.00324666-0.0029658j 0.00151953-0.00289674j 0.0010609-0.000504765j -0.006775-0.00695731j -0.00100056-0.000936221j -0.0100898+0.00564189j -0.0016694+0.00185309j -0.00271548-0.00216847j 0.000931706+0.000716099j -3.09753e-05-0.00239728j -0.000217535-0.00137608j -0.00859008-0.000613507j -0.00296616+0.00421285j 0.00698192+0.00530081j -0.00138949-0.00560426j 0.00388116-0.000171553j 0.00163832+0.00270329j -0.0037546+0.00602584j 0.0107037+0.00126648j -0.00409162-0.00331205j 0.00239548-0.00581274j 0.0010995-0.00913335j -0.00236593-0.000484036j 0.000248616+0.0094433j -0.00578083-0.00792482j -0.000910982-0.00767645j 0.00766623+0.00383087j 0.00468467-0.00287581j 0.0050847+0.00593599j -0.00215339-0.00222775j -0.0007881-0.000394685j 0.00451942+9.06071e-05j -0.00285825+0.00171231j 0.000303774+0.00506673j -0.00168082-0.00397978j 0.00517389-0.00193072j -0.0102588+0.00292017j 0.00101496+0.000679196j 0.00273765+0.00309925j -0.00105842-0.0092808j 0.00117186-0.00415855j 0.00096076+0.00845201j 0.00106638-0.000850208j -0.00204441+0.00874459j 0.00664461+0.00921866j -0.00364989-0.000948059j 0.000487517+0.00141182j 0.00288847-0.00377618j -0.00250102-0.00593376j 0.00309193+0.0045942j 0.00267703+0.00316261j 0.00435443+0.00231141j -0.00456044-0.00283805j -0.00697672-0.00246209j -0.00333189+0.00494328j -0.00084345-0.0037251j -0.00188609-0.00993896j -0.0026234-0.00329674j 0.00686494+0.0102354j 0.00723225+0.00640485j -0.00777624+0.00148715j 0.0111252-5.41123e-05j 0.000205135+0.0051065j 0.0153754-0.0008982j 0.00354721+0.00632662j -0.00563968+0.0123983j 0.00305173-0.00403091j 0.0106742-0.000836049j 0.0137588+0.0043194j 
-0.000165952+0.00248527j -0.00534777+0.00186023j 0.00361584+0.000607301j -0.00251219-0.00382928j -0.000476+0.00190509j -0.00661681+0.00569224j -0.00117896+0.0052033j -0.0017722+0.000680333j 0.00270674-0.00225465j -0.00308254+0.00187194j 0.00351094-0.000518168j -0.00194768+0.0026215j -0.00312094+0.00450173j 0.000690417+0.00234134j -0.000344348-0.00760128j 0.0070375-0.00157002j -0.00724937+0.00429704j -0.00282764+0.0023014j 0.000609759+0.00286989j -0.00182516-0.00281004j -0.00331809-0.0028477j 0.000311484-0.00288107j -0.00163122+0.000622158j 0.00361246+0.00172195j -0.00155546-0.00455674j 0.00109828-0.00152185j 0.00746139-0.00109549j 0.0113278+0.00114908j -0.000618942-0.000106777j -0.00250397-0.00185275j 0.00411904+0.00239166j -0.00447595-0.00131322j 0.00403652+0.00496081j 0.00193874-0.000374973j 0.000998811+0.00798924j -0.00277508+0.000712538j -0.00681299-0.00244062j 0.00928473-0.00368916j -0.00502064-0.00619175j -0.00467048-0.00705453j 0.00196835-0.00510912j 0.00472588+0.004715j -0.00987964+0.00213693j -0.00428035+0.00491362j -0.00799412-0.000178488j 0.000281589+0.0133109j -0.0112762+0.00686555j 0.000120511+0.00545572j -0.000358373+9.23873e-05j -0.00230149-0.00214892j 0.000619224-0.00328748j -0.00226891-0.00284853j 0.00290043-0.000484769j 0.00621193-0.0012175j -0.00375068+0.00416987j 0.00112286-0.00486165j 0.00454688-0.00465136j -0.00586293+0.0005025j -0.000195011-0.00597658j -0.00368536+0.00235411j 0.00203327-0.00102563j 0.00525675+0.000586728j 0.00345274+0.00852217j 0.00553958-0.00105149j 0.0057868+0.000530034j 0.00315559-0.0133535j 0.00105692+0.0151666j 0.00716763-0.000954011j 0.00132923-0.0074644j 
