-0.00217718+0.0147145j 0.00553767-0.0536652j -0.016524+0.0105014j 0.0450923-0.0251956j 0.0175899+0.00139013j -0.0144618+0.0131959j -0.048421-0.00416806j -0.00178071+0.00377857j -0.029843-0.010326j 0.00471619+0.00504773j 0.015467+0.017481j 0.0381925+0.0109139j 0.00649784+0.0091057j 0.00735393+0.0254631j 0.00273582-0.00166594j 0.00365513+0.0189212j 0.00406022-0.000377264j 0.00905021+0.01309j -0.0165531-0.0162716j 0.00595274+0.0118365j -0.0132475-0.00886132j -0.0078882-0.0166811j 0.00576654+0.00681999j -0.00452107+0.0256227j 0.0126399+0.00930478j -0.00432196-0.0223662j -0.00961608+0.00970066j 0.00239982+0.00908662j 0.00962043+0.00589202j -0.0128282-0.00849438j 0.00274796+0.0161109j -0.00834489+0.00769978j 0.00411754-0.0123366j 0.00618675+0.00405712j 0.0111844+0.0306291j 0.0136376+0.0137717j -0.0209477+0.0265349j 0.00409198+0.00635508j 0.00292171-0.0142097j 0.00159912-0.0176017j -0.00991165-0.0118474j 0.00138551+0.00928749j -0.00327404+0.0261478j 0.0120138+0.00690111j 0.00411739+0.0349657j -0.0196587+0.0379136j -0.00771919+0.00017821j -0.00841892-0.0122856j -0.00424558+0.00309697j 0.00943209-0.00646378j -0.00332028-0.00773924j 0.00639213-0.00954676j 0.0168473+0.0016862j -0.00537077-0.0302863j 0.0115105-0.0225656j 0.0112999-0.0136634j 0.0126522-0.0219198j 0.00201536+0.00887583j -0.0533944+0.0279674j -0.0230345-0.000551643j 0.0155873+0.0126334j 0.0505151-0.00827761j -0.00667668+0.051509j 0.0228067-0.0344757j 0.0386426-0.0567981j -0.01827+0.0375873j 0.0748411+0.0740067j 0.0512639-0.0285785j -0.0282125-0.0723197j 0.0714616+0.00296276j 0.0167002+0.0551917j -0.0813575-0.0625189j 0.0162538+0.0332612j 0.0150744+0.0565662j 0.109031+0.0798918j -0.110776+0.144113j -0.0389612+0.0394862j 
-0.00968911-0.00840421j 0.0377288+0.0207442j -0.00673224+0.0263587j -0.00952535+0.0173785j 0.0111124+0.0489182j 0.045019+0.0600548j -0.020334-0.0509458j 0.0102457+0.00119525j -0.0212606+0.0479627j -0.0108793+0.0850665j 0.00317812+0.0195005j 0.0102757-0.0292462j 0.0276968-0.00674049j 0.0317996+0.142017j 0.0556216-0.0567459j -0.077915+0.0679356j 0.086162+0.0213993j 0.0131451+0.028135j 0.0763871+0.00679676j -0.0551262-0.00111262j 0.0636404+0.0231405j -0.179466-0.0760141j 0.0424599-0.0286805j 0.0540638+0.0288124j -0.00475626-0.0166731j -0.0369484+0.147699j -0.0830907+0.0230458j 0.109765-0.0545713j 0.0492163+0.0981631j 0.039986-0.0544777j 0.00594974+0.00651564j 0.0255853+0.0604633j -0.0340124+0.0488233j -0.0899434-0.00296369j -0.0362949+0.0241428j -0.0127166+0.0120454j 0.081486+0.0335789j 0.0218592+0.0198448j -4.70563e-05-0.0210557j 0.0871448+0.0431172j 0.0435792-0.0145295j -0.0377441-0.0208292j -0.106011-0.0222664j 0.0562091+0.0950408j -0.0403235+0.027566j -0.0401441+0.0434202j -0.0382622+0.00424286j -0.0445541+0.000800801j -0.0418212-0.0392766j 0.0251752+0.000271691j 0.031173-0.016166j -0.0243133+0.021973j -0.0299226+0.000450012j 0.032928+0.00549458j 0.0335377-0.0367455j 0.0440296+0.0148628j 0.003081+0.0110412j -0.0201698-0.0127062j -0.00548118+0.0037577j 0.0103426-0.027139j -0.0300538+0.0391854j -0.0347465+0.00238971j -0.0230241+0.035271j -0.00275522-0.0171339j 0.0174259+0.00199799j -0.0146673+0.0263499j -0.0278411+0.0214794j 0.00305981+0.00391813j -0.0137163+0.0245047j -0.00716068+0.000186345j 0.012343+0.0167026j -0.00484846-0.0223925j -0.0113662-0.0100572j 0.0105049+0.0189689j 0.00262568+0.00192628j -0.00842232-0.00331853j -0.0137505+0.0375291j 
0.0318468-0.00439203j 0.00498886-0.0341229j 0.0197823+0.0598499j -0.017139+0.0143631j -0.00226227+0.0254465j 0.113686+0.0746133j -0.0459924-0.0627583j -0.0415355+0.0284817j 0.0725553+0.0751255j -0.0603326-0.0293525j -0.0985752-0.0717235j 0.0717762+0.0787581j 0.0103887+0.0298086j 0.0285384-0.0503779j -0.0456747-0.0358916j -0.0174755+0.0264713j -0.0131238+0.00321248j -0.0159475-0.104155j -0.0534362-0.0572112j -0.101418-0.120007j 0.0211077-0.11603j 0.00336628+0.043812j 0.090633-0.0257423j 0.0744282-0.0878404j -0.132+0.0967696j 0.0849776-0.0500471j -0.0132791-0.00584815j 0.0746188-0.0678737j 0.107329+0.0543818j 0.0482087-0.0879128j -0.0228123+0.0370989j -0.0272738+0.0491095j 0.0277874-0.0213939j 0.0146584-0.025333j -0.00568587+0.0646143j -0.000909569-0.0769285j 2.64219e-05+0.0921303j -0.0507989+0.0642404j 0.0462452+0.0820487j 0.00130265-0.0284996j -0.0178833+0.053072j 0.0614536+0.0341793j 0.0236997+0.00822352j -0.0296899-0.0339774j -0.0539272-0.0235681j 0.0347539-0.0300118j -0.1078+0.0203096j 0.0128117+0.0376572j -0.0542226-0.0277336j -0.0322944-0.00936497j 0.0619833+0.0389214j -0.0710812-0.00193078j -0.0577479+0.00260431j -0.0152518+0.00946513j 0.0645271-0.0264106j 0.0526184-0.00339252j -0.0315387-0.0107266j -0.033519-0.0109131j 0.0191933+0.0123711j -0.0164368-0.0246784j -0.00597277+0.0275048j -0.0520373-0.0567448j -0.0306488-0.0300038j -0.0368109-0.0274907j 0.041889-0.0194172j -0.0364863+0.0610712j -0.0456647-0.0613001j 0.00465845+0.0212629j -0.0137827+0.0497527j 0.0097545+0.00515432j 0.0136306+0.0296852j -0.0264186-0.0214223j -0.0214047-0.0414335j 0.00237217-0.00714341j 0.0206031+0.0392712j -0.0110917+0.0110103j 0.0112968+0.0049249j 
-0.0251888+0.0273987j 0.0203242+0.031314j -0.0429104-0.0253063j 0.0251464+0.0219281j 0.0490764+0.0457061j -0.081278-0.0898573j -0.0162382+0.0518354j 0.0716798-0.066126j -0.0132964+9.66505e-05j 0.0481743+0.084658j 0.0577724+0.0108576j 0.0428275-0.0189677j 0.0703817-0.0552864j -0.00168723+0.0395696j -0.0127142+0.00241948j 0.0302666-0.0420654j 0.0346715+0.0403794j 0.0305659+0.153698j 0.0913778-0.0568781j -0.0269331-0.0548692j -0.0882809+0.0269646j -0.0785286-0.0828326j -0.00123044+0.0855768j -0.00746149-0.0726586j 0.0696948-0.082831j 0.0214288+0.0426204j 0.0608113-0.0289002j 0.0220689+0.0607698j 0.0332924-0.0717067j -0.0930364-0.043946j -0.0686084+0.009923j 0.0042554+0.0453842j -0.112612+0.131694j -0.00258367+0.0229907j -0.0222913-0.00546235j -0.0100742-0.0139514j -0.0400453-0.0157413j -4.19507e-05-0.0304242j -0.0291243-0.053026j -0.0304899+0.0295876j 0.0302926-0.00790338j -0.0613139+0.0407117j -0.0114619+0.0227256j 0.0806592+0.0464268j 0.0108127+0.0740406j -0.0522185-0.000618518j -0.0239759+0.0597542j -0.042093+0.00842255j 0.0380193-0.00621071j 0.0617504-0.00274744j 0.0153044+0.0239983j 0.0549983+0.0231818j 0.0557343-0.00443823j -0.00597887+0.00548085j 0.00552368-0.00112146j 0.0154427+0.016247j 0.0150823-0.00747159j 0.00512803+0.0230267j -0.0572191+0.00755581j 0.0404046+0.0183022j -0.00917152-0.0238761j 0.0320113+0.038956j -0.016817-0.00522483j 0.0290812+0.0177741j -0.00182062+0.0246056j -0.0172163-0.0177741j 0.00908375+0.0361012j 0.00452694-0.0126791j -0.00808435+0.0146595j 0.0137939+0.00652822j 0.00343234-0.0131042j 0.00476645+0.00709152j 0.0166856+0.00242846j 0.0255407+0.0104937j 0.00776929+0.0212597j 0.00358905-0.00262034j -0.0324257+0.0335552j 
0.0315159+0.0663872j 0.00358926+0.0244222j -0.0339824-0.0596277j 0.0387609+0.00530201j 0.00440626+0.027217j -0.118103-0.0747753j -0.0551951-0.00153946j 0.113479-0.0282983j 0.0240662+0.0902194j 0.0138405+0.0486207j 0.0175714-0.0174249j 0.0181105+0.0421556j 0.0368415-0.120969j 0.0576468+0.0243296j -0.122342+0.0386963j 0.027172+0.0727324j 0.00818951-0.0244368j 0.0600114-0.00641281j 0.119224-0.0365932j 0.0458842-0.083677j 0.0858949+0.0174403j -0.115124-0.0460433j -0.00414123+0.177201j 0.0480906+0.0383397j 0.0108563+0.00043382j 0.0378783+0.130385j 0.0862061-0.00543999j 0.0880424+0.0972073j 0.0794452-0.0195514j -0.00525151-0.00836423j -0.0232105-0.0186203j 0.0596102+0.0394542j 0.0344036+0.0222483j 0.0979443+0.0164062j 0.0342201-0.0154426j -0.023715-0.0555802j -0.0755462+0.0956076j 0.0858659-0.0720529j -0.0182731+0.0298291j 0.0272995-0.0552547j -0.0101968+0.0771951j -0.0510737+0.0389603j 0.0784918-0.0247153j 0.044351+0.0946895j -0.0221694-0.0851986j 0.0381392+0.0278137j -0.0261775-0.00187935j -0.0220204+0.0106042j 0.0660056-0.04047j 0.0824238-0.0725693j -0.0145965+0.000472176j 0.0495908+0.00236372j 0.0237187+0.0239574j 0.0172508+0.021066j -0.0122513+0.0184384j 0.00440564+0.0344563j -0.0285376-0.0312708j -0.0167499-0.0175258j -0.0210389+0.00453527j 0.0601364-0.00222952j 0.0137537+0.0283914j -0.0246919+0.00406837j 0.0227251+0.0350185j 0.00506738-0.0275009j 0.0174654+0.0142629j 0.0369272-0.00361962j 0.0130188+0.0429898j -0.0372202-0.0299777j 0.0122229+0.0142001j 0.0388555+0.037625j -0.00223097-0.0390084j -0.00083846+0.01502j 0.02639+0.0341713j 0.0194805-0.0106094j 0.0127094+0.00601108j 0.0264547-0.0429177j -0.00620088-0.0036375j 
0.0143055-0.0217345j -0.0192055-0.0102372j 0.0548423+0.00431303j 0.00409724+0.00416361j -0.0349014-0.0487955j -0.012179-0.0801311j -0.0142303-0.0214162j -0.0370272+0.0865439j -0.0170172+0.0782443j -0.0386995+0.0742932j -0.0176717-0.0326878j 0.0703656-0.0443885j -0.0598264+0.0145701j -0.0231088+0.0671455j 0.00363499-0.0477371j -0.119308-0.0366774j 0.0395662-0.0268712j 0.118295+0.0421859j 0.0122683-0.028784j 0.0631454+0.0144954j 0.0606759+0.103844j -0.0263474+0.0544993j -0.0803959-0.0199591j -0.0105327+0.114829j 0.0978451-0.0106875j -0.0256722+0.0404128j -0.00953424+0.0343885j -0.0422678-0.0201277j -0.0465713+0.0308206j -0.0423468+0.0711429j -0.0477869+0.0247911j -0.00777716+0.0306425j -0.059735+0.0253142j 0.0505694+0.00884157j 0.00728931+0.00321093j 0.0139504+0.0249366j 0.0593275+0.000182154j 0.00163722-0.0243948j -0.0390933+0.00408255j 0.00700205-0.0414604j -0.0202611-0.0359774j -0.0593824-0.096381j -0.072375-0.040532j 0.0182779-0.0217495j -0.0366732+0.0463608j 0.0251823+0.00698311j -0.0154894-0.0156476j 0.0309823+0.00300565j 0.0557375+0.00518523j 0.00238209+0.00940646j -0.0216446-0.0226519j -0.0183924+0.0101742j 0.0101273-0.0262975j 0.00369576-0.0484829j 0.0272565-0.0130067j 0.0309629-0.0168316j -0.00440593+0.0315485j -0.0310802+0.0223839j 0.0215537+0.0172474j -0.00121308+0.0187668j 0.00415276+0.051033j 0.0302853-0.0144641j 0.00781506+0.0122889j -0.00946236+0.0179941j 0.0323285-0.0491188j -0.0284182+0.0178947j -0.0482241-0.00527375j -0.000673162-0.0217634j -0.0191139-0.030509j 0.00741316+0.0224817j 0.0176338-0.0318684j 0.00773284+0.012532j -0.0138578-0.0488902j -0.0128442-0.0262809j 0.0191555+0.0235264j -0.0120015+0.00991579j 0.00216687-0.0165325j 
-0.00439428-0.0170608j 0.00423228-0.0117814j -0.0159147-0.0608902j -0.003191+0.0712636j -0.00555019-0.0372318j 0.00809139-0.0937698j -0.130061+0.0524142j 0.0427933+0.0173133j -0.0638505-0.054138j 0.0715051-0.0715704j 0.0456806-0.0196778j 0.0181932-0.0318406j -0.0425731+0.00898161j -0.0389085+0.0415321j 0.0775059+0.0495954j 0.0867145-0.0499192j 0.0207361+0.0208098j -0.00120434+0.132354j 0.0338418-0.0332603j -0.021768-0.0393441j -0.116576-0.106751j 0.00462279-0.00435244j 0.0700125+0.0508949j 0.034352-0.040988j 0.0199911-0.0722324j 0.0362313-0.0747255j -0.0176862-0.0389424j -0.00690492-0.0128667j 0.0482145+0.0302994j -0.0236908-0.0107786j -0.0176794+0.00912527j 0.0369921-0.0626798j 0.00989784-0.0598125j -0.05275+0.0182833j -0.029475-0.0376219j 0.055822-0.00818594j -0.0135559-0.0488464j 0.0138144+0.00374314j -0.0331468-0.0283216j 0.00544953+0.0413112j 0.0257336-0.045113j -0.0118302+0.0259854j -0.000163542+0.0485824j 0.0042655-0.0306875j 0.00948039+0.0464771j -0.0123238-0.0177356j -0.000300393+0.0659835j 0.0214642-0.0566975j -0.0112778+0.0115329j 0.00665155+0.0355119j 0.00146861+0.011654j 0.0528093+0.0154561j 0.0136509-0.00391653j 0.0120887-0.0292976j 0.0806092+0.0168298j 0.0257682-0.0470813j -0.00220879+0.0263643j -0.0146508+0.0355632j -0.0487593+0.0490811j 0.0163708+0.0232302j 0.0174334-0.0605412j 0.0512172+0.00162483j -0.00588231-0.0734471j -0.00798141+8.40308e-05j 0.0438227-0.00233792j -0.0399755-0.0123679j 0.0183171-0.0245208j -0.00674024-0.00760324j -0.00793106+0.00334335j 0.00666212-0.00103557j -0.00775338-0.0204859j -0.0366756+0.0277508j -0.00767309-0.0218111j 0.0351345+0.0153952j -0.0167173+0.0208734j -0.0142233+9.89934e-05j -0.0266928+0.0236149j 
-0.0295948-0.0307514j 0.0250302+0.047322j 0.0246304-0.0260836j -0.0390673+0.0335843j -0.0680249+0.00842622j 0.0140782+0.0767411j -0.0845984-0.109085j 0.0250725+0.0773225j -0.0244294+0.045766j 0.0553924+0.0230905j 0.0385137-0.00200387j -0.0201573-0.0242108j 0.019679-0.0141838j -0.0105366+0.0575558j 0.144052+0.0936073j -0.0068957+0.115338j -0.0570576+0.0485483j -0.0151138-0.0132166j 0.0133693+0.0888596j -0.0916181+0.0145173j 0.115298-0.109926j -0.0203745+0.0512595j 0.0906734+0.061219j 0.130614+0.0371955j -0.0793847-0.0482936j 0.0692696-0.0733253j 0.0446374+0.0532942j 0.0894003-0.0207767j -0.0373491+0.160328j 0.0632879+0.0254971j 0.0227332-0.0712921j 0.0896945-0.0349307j 0.0893174-0.0639526j 0.0517735-0.0300202j -0.0558225-0.01141j 0.0406324+0.0381643j -0.0677324+0.0310058j 0.0934114-0.0445435j -0.0689525-0.0150954j 0.0140855+0.0201445j 0.0462462-0.0159998j 0.0810083+0.0301831j -0.0541031-0.00770009j -0.0218082+0.0407325j 0.0052468+0.0472659j 0.0533454-0.00258433j -0.013089+0.00141826j -0.0189674-0.0638661j -0.0538876+0.024918j -0.0263327-0.00103582j -0.0323455-0.0766213j 0.0512846-0.0127735j 0.00752288+0.0277084j 0.0115762-0.0663849j 0.0188107-0.0128777j -0.0175936-0.0331749j -0.0146396+0.00424266j -0.0783453-0.0350853j 0.050287+0.0756131j -0.0333691-0.0287894j 0.0213595+0.0168803j -0.0204665-0.0220148j -0.0309621+0.0269816j 0.00653139+0.0164315j 0.0281615-0.0163565j -0.00662414-0.0236925j -0.0268685+0.0329393j -0.0235011-0.0501632j 0.00990402-0.0105412j -0.0275868-0.0224128j 0.000450178-0.000158093j 0.0241598-0.0430519j -0.00606112-0.017273j -0.00781838+0.0151202j -0.0181146-0.0488534j 0.0036913-0.018702j -0.0211735+0.0249699j 
0.00218313+0.0172652j -0.0151838-0.00785688j 0.00305613-0.00587836j -0.024929-0.021664j 0.0173832+0.0244578j -0.0229516+0.0117304j 0.0218999-0.0148674j -0.0222691+0.00350976j 0.0973775+0.0758437j -0.0330562+0.158992j -0.106405+0.0118948j 0.0831069-0.0357385j 0.0196708-0.0312743j -0.0930378+0.0432386j -0.0407329-0.00435204j -0.078524+0.0192807j -0.000368614+0.010239j 0.0529349+0.0363227j 0.0264281-0.0589197j 0.0463171+0.0250894j 0.0424638+0.0356073j 0.0480007-0.00654371j -0.00892465-0.0170659j 0.0067952-0.0188996j -0.0150268-0.0202859j -0.0340524+0.0130778j 0.0578202+0.0392083j 0.046267-0.00325091j 0.0185374-0.0342564j -0.0361506-0.00697268j 0.00104413-0.0330955j -0.00869222+0.00390132j -0.0228591+0.00710395j 0.0418675+0.0201334j 0.0113959+0.0170855j -0.0206944-0.0405153j 0.0663127+0.0272287j -0.0132978-0.0432047j 0.0131401+0.00375686j -0.0224334+0.0080403j 0.00945762-0.00807742j -0.0116372-0.0451208j -0.0276603-0.0462318j 0.00314425-0.0333023j -0.00699661+0.0363678j 0.0503965-0.00761706j 0.0071879-0.0614021j 0.0142615+0.00264278j 0.0165238-0.0367424j -0.022489-0.0185855j 0.00858267+0.0225271j -0.0288973-0.00716571j -0.0592175+0.0209393j 0.0167703-0.00805305j 0.0342035+0.00466047j -0.0093827-0.00959262j -0.00374244+0.00402689j -0.0369393+0.00126403j 0.0493501+0.0421522j 0.0207894+0.0125334j 0.00672285+0.0390937j -0.026995-0.0366096j -0.00426752+0.0422957j -0.0196826+0.00938411j -0.00445254-0.0149022j -0.00971997-0.0167712j -0.0338227+0.00640641j -0.00923297-0.0219941j 0.0139113+0.0133861j -0.01629-0.0180969j 0.0261528-0.00564087j 0.0275425-0.0308612j 0.0237182-0.0208135j -0.00254041-0.0116487j 0.016315-0.00403167j 0.0242214-0.00720545j 0.00815-0.00566896j 
-0.02176+0.041079j 0.00105382+0.0347828j -0.0462619-0.0130545j -0.0415696-0.0548655j 0.051644+0.159522j -0.0978767+0.0169287j 0.0713878+0.0638639j 0.0891245-0.147426j 0.0921735+0.00983758j 0.0634209+0.0468458j 0.134428+0.0352485j 0.0696261+0.0701292j 0.0891878-0.0923031j -0.042605-0.000822602j -0.0556778-0.0157034j 0.0871095+0.123009j -0.0415871+0.0340432j -0.064434+0.0452305j 0.0759455-0.0410505j 0.039323+0.110999j -0.053717-0.0680149j -0.0092724-0.0753376j 0.0091734+0.0646847j 0.0219909-0.0599196j 0.0176846-0.0103126j -0.0590906+0.070819j 0.0603128-0.0411357j 0.110337+0.0427125j 0.0659834-0.0411521j -0.0721709+0.00341591j 0.0375971-0.0115105j 0.0337528+0.0326809j -0.0179742-0.00707245j -0.0356284+0.0037011j -0.0623247-0.0301574j -0.0538427-0.0487697j 0.066538-0.0196768j 0.070613-0.0136585j 0.0420935-0.051646j -0.0400827+0.0555497j -0.0184612+0.0183082j 0.0370224+0.0685351j 0.0325499+0.00639148j 0.00918079+0.000610079j 0.0310318-0.009322j -0.0305342-0.00699152j -0.0210967-0.0200221j -0.0345889-0.000551599j -0.0263586+0.0221239j -0.00477581+0.00170552j -0.0258393-0.0273431j 0.00897459-0.0387337j -0.035386-0.00104386j 0.0399991-0.0196954j -0.040571-0.0219174j -0.0426844+0.00769211j 0.0076865+0.00367532j 0.00998789-0.0158113j -0.0140974-0.00186799j -0.00767107+0.00597339j -0.0175796-0.0287541j -0.0357602-0.000406201j -0.00679213-0.0165013j 0.0151025-0.0267055j -0.019069+0.019158j 0.0464231-0.0154531j 0.0380996+0.0353192j -0.00773552+0.0273362j 0.0160421+0.000133171j 0.0201749+0.0135398j 0.00431484+0.0122811j -0.000480325-0.0194952j 0.019247+0.0395963j 0.000454951+0.0137376j 0.00438156+0.00432989j 0.0233574-0.0273892j -0.0042202-0.00539874j 
0.00664776-0.0308476j 0.0212433+0.0630381j 0.0930086+0.0120308j 0.0677466-0.0384417j -0.0785917-0.0747336j -0.0551992-0.052566j -0.0497762-0.0278093j 0.0438637+0.0326896j -0.124893-0.0206559j -0.00478837-0.129446j 0.0818428-0.00735224j -0.0226177+0.0740793j -0.0823532-0.0142405j 0.117897-0.0834461j -0.00234257+0.0257836j -0.064099+0.00444258j -0.0219091-0.0548216j 0.0181938-0.128171j -0.0319514+0.149273j -0.149867+0.0138084j 0.137065+0.0488241j -0.00847474+0.0154331j 0.0142534-0.0162087j -0.0201457+0.0913325j 0.021379-0.0102779j 0.0191763-0.0202464j -0.0230556+0.0827526j -0.0127035-0.0678926j -0.0373205+0.0177783j 0.0573718+0.0605139j 0.0293034+0.0344315j -0.0102082+0.0618767j 0.0475415+0.0203871j -0.0372841-0.0454161j 0.0346757-0.0191576j -0.124083+0.0931071j -0.0469652+0.0204129j 0.059921-0.0773559j -0.0130049+0.0345267j 0.00681201-0.0764402j -0.0190513+0.0778534j 0.00235841+0.00321881j -0.0322623-0.00356434j 0.00829661+0.0458461j -0.0539972-0.0529108j -0.0431896-0.00170849j -0.0214312+0.000680905j 0.00582872+0.0111541j 0.0333718+0.0246155j 0.0634475+0.0304536j -0.0563787+0.00479592j 0.0133178+0.016024j 0.00166402+0.0036568j 0.0429653+0.00295001j -0.0418151+0.0194841j -0.0230244+0.0179565j 0.0129164+0.000969217j -0.0237657+0.00798007j -0.0239414-0.0120033j 0.0187289+0.0284879j 0.0125635-0.0471319j -0.00515902-0.00912917j 0.0169796+0.000584868j 0.0457344+0.0356543j 0.0749222-0.00812048j 0.00740872-0.0254469j -0.022713-0.0392685j -0.0188271+0.0142501j -0.0405629-0.0203249j 0.0587096+0.0113407j -0.0132941-0.0240825j -0.0036946+0.0201709j -0.0159878-0.0462477j -0.0134214-0.0320416j 0.00969015-0.0132486j -0.00811404+0.00760162j -0.0125106+0.0144774j 
0.0146338+0.0135975j 0.0213584-0.0332783j -0.00707259+0.0834506j -0.00621488-0.0417917j 0.0365802+0.0854703j 0.0677556+0.140874j 0.0905281-0.0670677j -0.0579216+0.0312433j 0.0486467+0.0895179j -0.0531515+0.0167193j -0.0026021+0.00930041j 0.032342-0.023926j 0.0395643+0.0698924j 0.0324915+0.0245351j 0.0470475-0.0724008j -0.132066+0.0376455j 0.0187771+0.0579989j -0.0649751-0.0111184j 0.0154697+0.0109811j -0.07642-0.00613849j -0.036233-0.0605957j 0.0115166+0.0607319j -0.0598864+0.0128228j 0.0108394-0.00813979j -0.0469251+0.101016j 0.0671964+0.00846163j -0.0377628-0.0892978j 0.0400851+0.0119803j 0.019892-0.0169712j 0.042258+0.0166498j -0.00519994+0.0271452j -0.0221994+0.0394666j -0.022445+0.0420681j -0.00388143-0.0242476j -0.0264768+0.0139848j 0.0604993+0.0416102j 0.0217491-0.0212227j -0.0384506+0.0557904j -0.0330267-0.00838308j -0.0157762-0.00264285j -0.0142083-0.0218227j 0.0274052-0.00647737j 0.0183004-0.00348697j 0.0099209+0.00262606j -0.0295653+0.0335485j -0.0234052+0.0416653j -0.0655912-0.00539252j -0.014803+0.00626159j -0.0366322-0.013033j -0.0722268+0.0211876j 0.0286103-0.0939313j -0.0139301+0.015789j -0.0504351-0.0466773j -0.0370393-0.0459119j -0.0325562-0.048799j 0.0137265-8.12856e-05j -0.0069173-0.0140531j -0.000316427-0.000727542j 0.0334339-0.0284062j -0.0568503-0.0188216j -0.0171221+0.0720082j -0.0550598-0.0557358j -0.0253661+0.0341698j 0.0211231+0.00614492j 0.00166467-0.0408883j -0.0103588+0.0275369j 0.0364088+0.0116448j 0.0246131+0.028385j 0.00724895-0.0222857j 0.00192026-0.00112137j -0.0363256+0.020006j -0.0192841-0.0200659j -0.00615822+0.0242816j -0.00747706+0.0107687j 0.0210486-0.0226741j -0.0183475+0.0426902j 0.0182921-0.00170278j 
0.135778+0.102312j 0.0487726-0.0923881j -0.0502433-0.100179j -0.011117+0.021453j -0.0128225-0.019508j 0.0392162-0.0254848j -0.0475736-0.0538809j 0.0134052+0.12292j -0.0677914-0.00356986j -0.127382-0.150475j 0.0759055+0.0116726j 0.0676818-0.06429j -0.00119953-0.0523144j 0.0465317+0.151575j 0.0213823+0.015717j 0.0113059+0.0771705j 0.0645185+0.0411686j 0.0422301-0.0135141j 0.023323+0.0354981j -0.0375197-0.10995j -0.0930848+0.0328291j -0.0363374-0.125511j -0.00527438+0.102484j 0.0205553+0.0370507j 0.0714395+0.0166031j -0.0603478-0.0217507j 0.0230272-0.075695j -0.0720352-0.0891754j -0.0263119+0.0193003j -0.030205+0.0117197j 0.044452-0.0257458j -0.00848019+0.0367185j -0.0263951+0.00841259j -0.0568832+0.0123892j -0.00877859-0.0364526j 0.0420791+0.00780004j 0.0443908-0.00785843j 0.00712233+0.03684j -0.0221316-0.0243705j -0.00840702-0.00784621j 0.0414247-0.0215504j 0.00455177-0.0279408j 0.0559652+0.0173923j 0.0585446-0.0118589j 0.0434343+0.0121772j 0.0322959-0.0258771j -0.000199671+0.0247899j -0.0445756+0.0203708j -0.00965394+0.0197941j -0.022442+0.0165635j 0.0138601-0.0240307j -0.0346524-0.024491j -0.0183287-0.0489507j -0.00818913+0.0092738j 0.0155136-0.0636272j -0.00870222+0.0184012j -0.0261935+0.010067j 0.0146531+0.0492906j 0.0537026+0.0401407j 0.0274478+0.00684012j -0.0302174+0.0165437j 0.0048579+0.0145038j -0.0305362-0.0184875j -0.028622+0.000282512j -0.000597724-0.0115908j -0.0369483-0.000934102j 0.0193407-0.00329116j 0.0240138+0.00684912j -0.0202305-0.0332848j -0.0146987-0.0127948j 0.0276121+0.0197096j -0.0270735-0.0051071j -0.017284+0.0015745j -0.0218734-0.0184375j 0.0117051+0.0061036j 0.0256098-0.0120613j 0.0140139-0.0338933j 
-0.0199483-0.0784437j -0.040231-0.0122856j 0.0334426+0.0505604j -4.4664e-05-0.0345j 0.0335791-0.057714j 0.00414503-0.00766922j 0.00278758+0.041082j -0.00372915-0.0341346j -0.0145395+0.000551892j -0.0123715-0.0354178j -0.059732+0.0429784j -0.0125111+0.00923782j -0.06364+0.0735796j -0.0199104-0.052246j -0.00305377-0.0425142j -0.128355-0.0282572j 0.0187202+0.0124054j 0.0217403+0.0483748j 0.080457-0.0154663j 0.00444278+0.0609145j -0.00331341+0.0261839j 0.0535782+0.0750174j 0.0110809-0.0227711j -0.0555254-0.00120315j -0.0186174+0.00980475j 0.0715853-0.0132512j -0.0110645+0.0382448j -0.0156597-0.000331087j -0.0102093-0.0748709j 0.014912-0.0382496j 0.0211792+0.0107192j -0.0387199-0.0230829j -0.0581873+0.0359959j -0.0612078+0.000549266j -0.0153914+0.023091j 0.0125027+0.0377512j 0.0069049-0.0186601j -0.0429652-0.0191862j 0.0207655-0.00568779j -0.0230333-0.00780886j 0.0428589-0.00568035j -0.0194956+0.0342215j -0.0460057+0.00722503j -0.0246857+0.000441291j -0.0733521+0.0231059j -0.01628+0.0354989j -0.0316605+0.00626082j -0.035365-0.0199106j -0.017098-0.00686093j 0.00416461-0.026835j 0.00609011-0.019159j 0.0186788+0.000794335j -0.0270402-0.0103827j 0.00759687-0.00912225j 0.0160576+0.0188802j 0.034735-0.0239991j -0.0164834+0.0277066j 0.0402463-0.000843982j -0.0311524-0.0312246j -0.003046+0.000965011j -0.00589121-0.0077578j -0.0191091-0.0179512j 0.0125211-0.00173056j -0.00846509+0.0205267j 0.0584389+0.00803619j 0.0150601-0.0333908j -0.0240474-0.0118468j -0.0116256+0.0226484j 0.0150362-0.0413416j 0.0215631+0.0179922j -0.0388015-0.0505633j -0.0313722+0.0243111j -0.000494904-0.0166882j 0.0389579+0.00887407j -7.10779e-05-0.039185j -0.0180928+0.0142154j 0.00798681+0.0424086j 
