-0.0181025+0.0168699j 0.00221738+0.095709j -0.0469042+0.0533314j 0.0238801-0.0258494j -0.000683866-0.0111552j -0.0030494+0.0195621j 0.0311254-0.0391994j -0.0268707-0.0100426j 0.0890772+0.0267863j 0.0329717-0.0174674j 0.00473271+0.0144947j -0.00273092+0.00652939j 0.0132858+0.047449j 0.000144746+0.00903044j 0.0229865+0.0350236j -0.0274866-0.00708959j -0.046473-0.0202998j -0.000431969-0.0322346j -0.0394968+0.0163057j 0.0477881+0.0321399j 0.0290814+0.00345015j -0.0241052-0.013447j 0.00156164-0.00445053j -0.00446095+0.00732243j -0.0283244+0.00604827j 0.0187807-0.00494616j 0.0137604-0.0133007j 0.0136742+0.00360743j 0.0163611+0.00656097j 0.0011669+0.00532963j 0.00926439-0.0131319j -0.00796167-0.0152128j -0.00754108-0.0201066j -0.0152782-0.0180449j -0.00885458+0.00891384j -0.006924-0.0025259j -0.00530641-0.0142275j -0.032597-0.0190136j -0.0195739-0.0226097j 0.00282181+0.00135788j 0.0151555+0.00519724j 0.017836-0.00692388j -0.00171954-0.00415829j -0.00706973-0.0172678j 0.0124012-0.00726492j 0.00921741+0.00182397j -0.0125002-0.00520099j 0.00453424+0.0106365j -0.0166918+0.0061443j 0.032598+0.017938j -0.00249228-0.00748533j -0.0189325+0.00391359j 0.00149341-0.00717019j -0.00453159+0.0177068j -0.0038999+0.00893927j 0.0169744-0.00954413j -0.00468312-0.00302609j -0.0114875+0.0262492j 0.0130727+0.000838173j -0.00820047-0.0127427j -0.000747833-0.00210451j 0.00902027-0.0116475j -0.00397205-0.0069747j 0.00518519+0.00131171j -0.00142273+0.036851j -0.0259404-0.0252587j -0.00219527-0.0197892j 0.0162233+0.0165723j 0.0106704+8.06858e-05j -0.0115959-0.0160781j -0.0074178-0.0192572j 0.00669811+0.033692j -0.0210077-0.0355032j 0.0648889-0.0181771j -0.00816557+0.0264417j 0.00174347-0.0148561j 0.055094+0.0639171j -0.00227653-0.00968662j 0.0139826-0.02666j -0.0104623+0.0489578j -0.0340604-0.0715722j 0.0774408+0.0497705j -0.0199187-0.0213178j -0.0092349+0.0865618j 0.0901987+0.0220093j 0.0882283+0.0194662j -0.0961783-0.0252247j 0.0482118+0.0131077j 0.0402298+0.0553264j 0.107977+0.115592j 0.0381611+0.0722046j 0.0217117-0.019179j 0.0341846+0.0339209j -0.0202778-0.0477905j 0.105115+0.128903j -0.201996+0.233576j -0.114925+0.0417132j 
-0.00517564-0.00839739j -0.0131043-0.00544625j -0.0107702+0.0212324j 0.0107522+0.00601834j 0.0173406+0.0146607j -0.0103819-0.0187206j 0.00883575+0.0177524j 0.0109367-0.0323904j -0.00471422-0.0321518j 0.00202032+0.00280487j 0.00749465+0.0018533j 0.0272018+0.0215969j 0.0259242+0.00060834j 0.0223899+0.0334934j 0.0204556-0.0260558j -0.0695721-0.0218043j -0.0398705-0.0357203j 0.0132657+0.0676124j -0.0631565-0.0104158j 0.0163892+0.0168171j 0.0747503-0.0231023j 0.0129131-0.00695382j 0.0316925+0.12092j 0.0628529-0.0291322j -0.0958508-0.086912j -0.0761507-0.00765606j -0.116714-0.0222635j 0.00328876-0.0463417j 0.0214725+0.0744812j -0.0647646-0.0598586j 0.00549121-0.0569093j -0.00573492-0.051079j 0.0311901-0.0744833j 0.0428161+0.0889534j 0.0314072+0.160754j -0.0188916+0.047706j -0.0143317-0.0423102j -0.10004-0.163582j 0.0775917-0.0478213j 0.0140925+0.042182j 0.0441327-0.00892451j -0.0314572-0.0186166j 0.00871292+0.0169499j 0.0339809+0.0379448j -0.0273644+0.0854808j 0.016745-0.111539j -0.0188719-0.027096j 0.0144025-0.0163508j -0.0314905+0.132862j -0.0255827-0.109935j 0.0144389+0.00107209j 0.0343214+0.0310129j -0.10366+0.100136j -0.00964659-0.0509833j 0.0373389+0.100322j 0.0394711+0.00439396j 0.090206-0.0735081j 0.00584328+0.0986895j -0.0116484+0.0251064j -0.0122743+0.050047j 0.0311187-0.0746639j 0.0815499+0.026234j -0.0102353-0.0172386j 0.00685986-0.0130308j 0.0263839-0.0838125j 0.0898601-0.0684733j -0.104853+0.056294j 0.0286664-0.0104551j 0.0337743-0.0658007j 0.0254452+0.042998j 0.0324039-0.0776619j -0.0295619-0.121969j 0.0334715+0.013117j -0.0429613-0.104729j 0.00259224-0.0821044j 0.0668094-0.0462388j -0.0252232+0.0789997j 0.0358576-0.0461769j 0.0465012+0.0128432j -0.0278276+0.0100748j 0.00379999+0.0341803j 0.0317725-0.0488037j 0.0389581+0.00135963j -0.0137597+0.0270275j 0.0450589-0.0197836j 0.00495772+0.0485386j -0.0394453+0.000670067j 0.00138668-0.0018236j 0.00275035-0.0121308j 0.0228625-0.0384682j -0.0229577+0.0238321j 0.00686007+0.0448597j 0.045617-0.0115518j -0.00448694-0.016769j -0.0114893-0.00386345j -0.0185071+0.0146479j -0.0231941-0.000215901j 
0.0311855+0.0192402j -0.0365909-0.0430699j 0.00739622+0.0197044j 0.0110313-0.0292083j -0.0282795-0.0340106j -0.0106003-0.0293244j 0.0202259-0.0392547j -0.0419356-0.00890337j -0.0327481+0.0109448j 0.00422112-0.0116117j -0.0115533+0.0666053j -0.00626434+0.0075896j -0.0159386-0.0964791j -0.00511395-0.00848266j -0.0651087+0.016544j 0.0246505-0.0238333j -0.00623241+0.0218009j -0.0488853-0.0535845j 0.0149216-0.0317822j -0.0288514-0.122381j 0.0030166-0.00855962j 0.0280023-0.0648865j 0.041398+0.02442j 0.0149052+0.0395112j -0.00424671-0.00669653j 0.129658+0.0853815j -0.0546179-0.0223483j -0.0378841+0.0334062j 0.0144428-0.0674249j 0.0163003+0.03675j 0.0570848-0.00837245j 0.00749631-0.157158j -0.0573421+0.0207801j 0.00134863+0.0135014j -0.130276-0.0372422j 0.0595434-0.0573431j -0.137492+0.0706055j 0.0493657+0.0687352j -0.0648428-0.0114176j -0.00439218+0.0340459j -0.115808+0.00201573j 0.158546+0.0536823j 0.0295516-0.0343839j -0.00179752+0.0129653j 0.0438184+0.128186j -0.0628506+0.0269113j -0.0299789-0.0454764j 0.00752822+0.0425384j 0.0198316+0.137786j -0.0198004+0.111667j 0.00552036+0.0979364j 0.0434984-0.0409411j 0.121586-0.0524235j 0.105068+0.0388566j -0.1245-0.00839791j 0.0434214-0.0536696j 0.0237996+0.103248j -0.131986+0.0173263j 0.019547-0.0704718j 0.0119941+0.113584j -0.0256832+0.0634758j -0.0529095-0.0357204j 0.0988375+0.0791202j 0.0437898+0.028852j 0.00767289-0.063155j 0.00987312-0.0629121j 0.00789245+0.0496298j -0.0203929+0.0188334j -0.044573-0.012615j -0.0594562+0.0394146j -0.0349298-0.0715921j -0.0428301-0.113332j 0.147789-0.0224049j -0.00396366-0.0392592j -0.0168375+0.0500316j 0.0634005+0.0329344j -0.00135214-0.0609653j -0.0119245+0.091539j -0.0385094+0.0195509j -0.00915688+0.0337918j 0.00404199+0.0877961j 0.0497701-0.0441048j 0.0446486+0.00434094j -0.0125534-0.035116j 0.0240072-0.0662753j -0.00543889+0.00974656j 0.0230836+0.00238599j -0.0402949-0.0340801j 0.0668832+0.0340519j 0.0158962+0.0231212j 0.0169135-0.0799176j 0.0234019-0.0102535j -0.0351925+0.026652j 0.00387534+0.00857441j -0.0267223-0.00242303j -0.0401856+0.0161067j 0.0416397-0.0135173j 
0.00109034-0.00270711j 0.0135781+0.0188109j 0.0126711-0.000577828j 0.0333192+0.0146635j 0.030252+0.000597272j 0.0231032+0.0297204j -0.0107192+0.016678j -0.00336999-0.0270701j 0.0242792+0.0243126j -0.0273897+0.0174176j 0.0125051+0.000538284j 0.0545352-0.0557112j 0.0876349+0.0317929j 0.0223278-0.0131327j -0.0223067-0.00614684j -0.0308157+0.0041997j -0.0665771-0.0292016j 0.0436679-0.0287643j 0.0720871+0.0161877j 0.0326733+0.0638623j 0.00269125-0.018449j 0.000125004+0.0464582j -0.0269527-0.0969906j 0.0279807-0.027464j 0.0639334+0.0597706j 0.0692728-0.017143j -0.0501487+0.0406675j 0.021167+0.0989147j 0.00989278-0.027372j 0.0513515+0.0683232j -0.07734+0.0216713j -0.00260054-0.0621995j 0.0177057+0.06354j 0.0534095-0.00272084j 0.0631359-0.074279j 0.0790243+0.0362846j -0.0525098+0.0203761j 0.0942067-0.0117832j -0.0119911-0.0367578j -0.0591147-0.0321716j 0.0933838+0.0223259j -0.028133+0.00421121j 0.0570323-0.0709965j -0.00267594-0.0248689j -0.0795794-0.0403217j 0.0264214-0.0586666j 0.170359+0.169036j 0.0134003+0.0905433j -0.0191422-0.107997j -0.102809+0.0198844j -0.0335507-0.0278603j 0.069374-0.0398577j -0.142338-0.0199174j 0.00795773+0.0151397j 0.0496807-0.043198j -0.08149+0.0999503j -0.00401106+0.0277371j -0.121555-0.0100894j -0.0324777-0.0899896j 0.0767651+0.0227662j 0.07943-0.17469j 0.107527-0.0432977j 0.00403912-0.0538283j -0.00241791+0.129702j 0.0842964-0.0836455j 0.101816-0.0427675j -0.0759659+0.0417017j -0.033667-0.0326993j -0.00471173+0.0854531j -0.10568-0.00988841j -0.0255658-0.0314607j -0.0363378+0.0315804j -0.0538368-0.0150613j -0.103771+0.0795266j 0.0352573+0.0295885j 0.0217649+0.00123142j 0.0485799-0.0581236j 0.00819972-0.0185457j -0.0184843+0.117812j -0.0110649+0.0785119j -0.0534749+0.0868307j -0.000278932-0.00606177j 0.0455098+0.0253533j -0.0229695-0.0628195j 0.0582137-0.0885301j -0.0327776-0.0662992j 0.039173+0.0610584j -0.00388983+0.00823111j -0.00155389+0.0236262j 0.0197991-0.0196377j 0.0230872-0.0256258j 0.0390375-0.0113384j 0.05392-0.0569638j -0.0298128+0.00487366j -0.0264703-0.0183636j -0.0550545-0.0147724j 0.0857805-0.100821j 
0.0113875+0.0215269j 0.00307994+0.00149986j -0.00510132+0.0117276j 0.00737452-0.00720922j -0.0398231+0.0146045j 0.00342644+0.0213302j 0.0155242-0.0426756j -0.03181+0.00209552j 0.00541087+0.0358706j -0.00699196+0.0182729j 0.009287+0.00397223j 0.00506188-0.0304215j -0.0273401-0.00724632j -0.04914-0.00187808j -0.031303+0.0307803j 0.0433797-0.0711704j -0.00238297+0.0245902j 0.0124434+0.000390465j 0.0268947-0.0482177j -0.038807-0.0304416j -0.0534362+0.0709384j -0.0240409-0.0706001j 0.0632329+0.0257562j -0.0397878-0.0241611j -0.0640121-0.0139936j -0.0406893-0.0143071j -0.0829107-0.0642039j -0.0474942-0.048354j -0.0385921+0.0324526j 0.0688959-0.101316j -0.116426-0.0910505j 0.0509479+0.0288274j -0.0304675-0.0833023j -0.0734988-0.00293558j -0.00303072+0.0371718j -0.0498986-0.0501861j 0.0435068+0.0428198j -0.0140741-0.0574202j 0.0397702-0.0853176j -0.0130839+0.0825241j -0.0427091-0.0952258j -0.0507776-0.0585448j 0.0250845+0.126239j 0.138898+0.00703862j -0.0865669+0.0295239j 0.0403956-0.0999146j 0.0345244-0.102448j -0.00354649-0.029094j 0.0503562+0.107819j -0.0182586-0.101595j 0.111322+0.0758161j -0.0630447+0.0300009j -0.0611949+0.128161j -0.0137158-0.0223219j -0.0280302+0.127637j -0.102712-0.00120632j -0.0266066+0.0704083j -0.00478759-0.0831793j -0.0492867-0.0158594j -0.04915+0.12883j 0.112308-0.181517j 0.0267339-0.0371996j -0.0317122-0.0517635j 0.137088-0.0163444j -0.0691624+0.0386847j -0.0221535+0.138111j -0.0174028+0.0967505j -0.00864202-0.0334952j -0.00883004+0.027759j 0.0116147-0.0572321j -0.000852389-0.0557938j 0.121936-0.105245j -0.0194977-0.100048j 0.0339484+0.0655246j 0.0452365+0.0426028j 0.0180672+0.0918942j -0.0633975+0.0205518j 0.0138416-0.00879661j -0.0946379+0.0177887j 0.00384987+0.0619584j -0.0208461+0.0448189j -0.110159+0.0351774j 0.0672703+0.0287025j -0.0127804-0.0147597j -0.0182821+0.00801834j -0.0645945-0.0291091j 0.0522642-0.00233261j -0.0403819+0.00029317j 0.0272507-0.00897886j -0.00709223+0.0620981j 0.0294518-0.038388j -0.0356625+0.0433316j 0.0764323-0.0546211j 0.0132503-0.0315127j 0.0305667-0.0365891j 0.0172351-0.0181672j 0.0461064+0.0106681j 
0.00983404+0.00593286j -0.0044952+0.00512664j 0.00284908-0.0234634j -0.000132207-0.0263871j -0.00621345-0.0174044j 0.00542747+0.0152121j -0.000900881-0.0430816j -0.0286248+0.00435449j 0.0243349+0.0157918j -0.011445+0.00768853j -0.03071+0.0354941j 0.0214862-0.0093436j -0.0181087+0.00563204j -0.0031354+0.0176316j -0.0661358+0.0198463j 0.0268783+0.00456545j 0.01616-0.00892964j -0.082097+0.00923032j 0.0189626-0.0371577j -0.0450001-0.0616727j -0.0133268+0.0734632j -0.0340442+0.0238656j -0.0298493+0.0171992j 0.0020547+0.0102842j -0.0183688-2.71285e-05j 0.0164856-0.020955j -0.0400895+0.0406814j 0.0343251+0.00598709j -0.104814-0.0186887j 0.058639-0.0121609j -0.0664458-0.0246178j -0.0341184+0.0510533j 0.0692441-0.00907866j 0.0303687+0.0197421j 0.00319009-0.0804751j 0.0312906+0.113015j 0.073988-0.0423888j -0.0568087-0.0464072j 0.135228+0.10445j -0.0255178-0.0224347j 0.0451338+0.0583402j -0.0927419-0.0758779j 0.05784+0.105321j -0.0859183+0.0909993j -0.0305465+0.0128656j -0.0891385-0.0263177j 0.0208+0.0268653j 0.00176161+0.0319081j -0.124568+0.0202866j 0.0317568-0.0700872j -0.0811997-0.0244288j 0.074454-0.00829739j -0.0700416+0.025864j -0.111474-0.0208147j 0.110906-0.00332828j 0.0402345-0.0391703j -0.00142244-0.056313j 0.000997903+0.00812216j -0.10453+0.0533831j 0.0175711-0.0453716j -0.109719+0.0476669j 0.00255095+0.030181j 0.0400558+0.0379598j -0.00368359-0.0116416j -0.10467+0.0183291j -0.00470711+0.0280378j 0.00636048+0.0614925j 0.00669509+0.000328518j 0.0181213-0.0390327j 0.0827089-0.0331186j 0.0161688+0.0109189j 0.0367674+0.0291976j -0.0458869-0.0299809j -0.0442706+0.0607357j 0.0176378+0.0686249j -0.0358913-0.0070158j -0.0256077+0.0233928j -0.0416012+0.0798977j -0.128251+0.0243539j 0.0320454+0.0115737j -0.0331355+0.0383854j 0.0512949-0.0140208j 0.0165452-0.0538115j -0.0407547+0.0337113j 0.00830791-0.0354315j 0.0445349-0.0800696j 0.0264152+0.016814j -0.0233077-0.0503004j 0.0477362+0.0420646j -0.00367251+0.0738688j 0.0254523-0.0311632j -0.0539726+0.0109297j -0.0164574+0.0285028j 0.0169857+0.00246832j 0.0370201+0.0141352j -0.0257405+0.0115741j 0.0436579-0.0154891j 
-0.00456273-0.0327093j -0.0157209-0.00427477j -0.0111869-0.0105996j 0.0282203-0.00829502j -0.0182872-0.0589836j 0.017362+0.0150855j 0.0289363-0.00615773j -0.0305837-0.0339391j -0.00697181+0.00747441j -0.000214789-0.00996175j -0.00849359+0.0162178j -0.027681+0.00547297j 0.0506567+0.000294457j 0.0181739+0.0421433j -0.0311582-0.00410436j 1.94992e-05+0.0250976j -0.00920092+0.0711712j -0.0059507+0.0617079j -0.00784882+0.0684489j -0.0277007+0.0596173j -0.0461905-0.0214513j 0.0125211+0.0229848j 0.0355834-0.11297j 0.0444371-0.106615j -0.0717623-0.0347735j -0.0417123-0.0733115j -0.0382154-0.0408988j 0.125281+0.0314118j -0.0651165+0.0820691j -0.0563047-0.00227337j -0.0843171-0.0716573j -0.034194+0.113688j 7.30245e-05+0.0192079j -0.0366064-0.018523j 0.0461525-0.0278691j 0.00627435+0.100734j 0.0852996-0.0401719j -0.0799179+0.00361568j -0.0343623+0.00378266j 0.0208199-0.0263883j 0.0272034-0.017315j -0.128366-0.0488821j 0.0321642+0.0478383j 0.0320296-0.0203095j -0.0536271-0.10677j -0.0665272+0.0641085j 0.0639391+0.0620195j -0.00933321+0.0393172j 0.0150004-0.0773279j 0.00209517-0.0249542j 0.0337476-0.0752066j -0.0318066+0.077478j -0.0866279+0.0822593j -0.0019812+0.0218769j 0.0568463+0.0384873j -0.0286548-0.0195551j -0.00284497-0.0322831j -0.0427032-0.103635j 0.0172618-0.032427j 0.0459065-0.165094j 0.0869451+0.0671487j 0.019089-0.0535436j 0.0103718-0.0161084j 0.0295188-0.0219232j 0.000508483+0.0604967j 0.0591144-0.00376632j -0.00198869-0.0339944j 0.014853+0.14675j 0.0584443+0.0626178j -0.00566354-0.0414388j 0.0140162+0.0332152j 0.00627295+0.00242645j -0.125387-0.0473615j 0.0481845-0.00280378j 0.0514106+0.000702508j 0.0309018-0.0635335j 0.0101993-0.0354899j -0.0170306+0.0232604j 0.0100816+0.0281784j 0.0150284-0.0645987j 0.0358685+0.048715j 0.087992+0.0254938j -0.0381112+0.0153341j 0.01281+0.046292j 0.0153143+0.0410178j 0.0108213+0.0278809j 0.00107719-0.0319725j -0.0125147-0.037008j 0.0335119+0.0379905j 0.01536+0.0628883j 0.0455323+0.0397419j -0.0308432-0.00471568j 0.00749097+0.0360812j -0.000365365-0.00620527j 0.00286345+0.0181888j -0.0211978+0.00739844j 0.0148808-0.0222124j 
0.0192128+0.0238032j 0.00976929-0.00662875j -0.0172014+0.00922085j -0.0234592+0.0143315j 0.0102001+0.0123513j 0.0024683+0.00157839j -0.00994615-0.0144108j 0.00789147-0.00523428j 0.0149909+0.0356649j -0.00495565+0.0189499j 0.0358436-0.0189729j -0.0456942-0.0347759j 0.0310612-0.00686509j 0.0061623-0.00800243j -0.00616476+0.0221901j 0.037278+0.013368j -0.0215111+0.037361j 0.0150725+0.0359971j 0.0241837+0.0361552j -0.0141979-0.0392152j -0.0214976-0.109891j -0.107393+0.0173209j 0.0459429+0.0523964j -0.113452-0.0336625j 0.0761155+0.0250509j -0.0332253+0.098636j -0.00825247+0.0216555j -0.141888+0.0298245j 0.102023+0.0346518j -0.0212288-0.0190061j 0.0472746-0.0136241j -0.0480835-0.120803j 0.0149597-0.0467769j -0.0410693+0.0864377j -0.111545+0.0589319j -0.0430374-0.0080888j 0.0193629+0.117047j 0.0287373-0.0578094j -0.062633+0.00200428j -0.0825868-0.112568j -0.0132202-0.145064j 0.0654922+0.107529j -0.0695588-0.0274176j 0.0327098+0.00988399j -0.0135785+0.00170073j -0.0345854-0.029021j -0.104538-0.0162003j -0.0414541+0.0172349j -0.0629796-0.0573883j 0.0112634-0.0405699j 0.0182673-0.0539366j 0.0709477-0.0268655j 0.0157361-0.0194977j 0.0561979+0.0290962j -0.0111934+0.0342762j 0.0133776+0.0781209j 0.0117367-0.07551j 0.0572369-0.0179811j -0.038156+0.102506j 0.00645155-0.00831504j -0.0887671+0.0851191j -0.0208079-0.0261948j -0.0434281-0.0570069j 0.045791-0.00419153j -0.088361+0.0957122j 0.055095+0.00918754j -0.0388823+0.0120201j -0.0782614-0.0164459j 0.03054+0.0364773j -0.0555526+0.00957036j -0.0640871+0.081569j -0.0301256-0.00132798j -0.00853959+0.0533567j 0.0397527+0.0331349j -0.0650196+0.036628j 0.0458228-0.0508724j -0.0683493-0.0156749j -0.0272125-0.00211559j 0.0104558-0.0223689j -0.0759414-0.0427757j 0.0342023-0.0726722j -0.029508-0.017882j -0.0597565+0.0452583j -0.0321539+5.24635e-05j -0.023508-0.0330666j -0.0569739-0.0205365j 0.0282296+0.069128j -0.00556656+0.00213281j 0.0136307-0.0219242j -0.050115+0.0295454j -0.0439111+0.00623317j 0.0254468+0.0205088j 0.0456708-0.0309325j 0.0171935-0.0246353j -0.00445518-0.0224021j 0.0311693-0.000487112j -0.0336682+0.0422324j 
0.050108+0.0247961j 0.0210481-0.0107362j -0.00270716-0.0157292j 0.0030712+0.0211315j -0.0296296-0.0273806j -0.0417182-0.0605713j -0.0304179+0.0423389j 0.0259095+0.0709988j 0.0429032-0.0329838j 0.00462751+0.0152073j -0.0246319-0.0062132j 0.00490469+0.0326483j -0.0495005-0.0639527j -0.0341364+0.0241987j 0.0279711-0.0244712j 0.0332646+0.099691j 0.0387192+0.00930559j 0.00371502+0.0217296j -0.0160494-0.0662415j -0.000136633-0.00861243j 0.0609227-0.00085823j 0.028058+0.0317966j -0.0572717+0.0563175j 0.0333999-0.0310542j 0.00130829-0.0763701j -0.0739377+0.0174531j 0.032602-0.0652568j 0.0364359-0.0177796j 0.00313424-0.0333245j -0.00536107-0.0546344j 0.0180069-0.016704j 0.0746872+0.0656774j -0.139241+0.0566452j -0.0334512-0.0193411j 0.0357169-0.0440587j -0.0495149-0.0611105j 0.0143886-0.0502217j -0.087978+0.0292465j -0.0491532-0.0145443j 0.0315526+0.101021j -0.0980214+0.0654167j 0.0619422-0.0480578j -0.0329812-0.0177864j -0.0139481+0.0611361j 0.0860593+0.0970184j 0.0326107+0.0131249j -0.0247645-0.0352812j -0.0490352-0.0125853j -0.000142435+0.0180404j 0.0524748+0.014031j 0.0686097-0.0953325j -0.0418406+0.00879935j -0.104649+0.101874j -0.0234646-0.0322713j 0.0448553+0.0830023j 0.0143603-0.000583344j -0.0425453+0.0933048j -0.0777981-0.00549693j -0.00443406+0.0514226j -0.0496652-0.0538728j 0.048393+0.00688205j 0.00842141+0.0172923j 0.00628696-0.040352j -0.0986702+0.048915j -0.0737643-0.0573294j 0.00891489+0.0312692j 0.0240225-0.0586831j -0.0979944+0.0403993j -0.0132024+0.0663412j -0.070038+0.0241514j -0.0164046-0.0873594j -0.0459259+0.0968365j -0.08595+0.105285j -0.00819219-0.0333655j 0.0820068+0.0288217j -0.0489661-0.0656411j -0.0370486+0.0335588j -0.0166859+0.0502975j -0.00327881+0.0271893j 0.00343666+0.0169633j -0.0411644-0.0234951j 0.00261866+0.0447693j -0.0391971-0.040593j 0.0711922+0.0625884j 0.0382181-0.0395198j -0.0392961+0.0446801j 0.0418451+0.00650969j 0.0117897-0.0244397j -0.0331209+0.0151271j -0.0660786-0.0342469j -0.0190743+0.0287042j -0.00441378+0.0069113j -0.0415682+0.060618j -0.00853916-0.0114787j -0.0414413+0.00509306j -0.0139954+0.012861j 0.00234067-0.0151169j 
-0.0212358-0.00287253j 0.000751578+0.000988734j 0.0138373-0.0149419j -0.000556278-0.0172406j -0.0226816-0.00430604j 0.0142488-0.0247876j -0.00450777-0.0199032j 0.0334537-0.0101313j -0.00316741+0.00655111j -0.00855092-0.00795537j 0.0191862-0.012954j -0.0346541+0.00156112j -0.00338703-0.036489j -0.0575463-0.0362722j 0.000351976-0.0122453j -0.0171998+0.0238155j -0.0130626-0.0261786j -0.0375295-0.0639321j 0.0434977+0.00690786j 0.0305121+0.0508935j 0.030718+0.0507018j -0.00509906-0.0472686j 0.00150061-0.0227334j 0.0831226-0.053775j 0.0367557-0.0332537j -0.051491-0.0387687j -0.022043+0.0111156j 0.0402211+0.0126236j -0.0214959-0.0211227j -0.00118618-0.0329944j -0.028601-0.0168343j 0.0265487+0.0501737j -0.0393301+0.0346172j -0.0359427+0.0875264j 0.00782745-0.00978547j -0.0390909+0.0616111j -0.0131682+0.0117619j -0.0441601-0.104614j -0.0213452+0.0805122j 0.0146932+0.019995j 0.0596441-0.159661j -0.0467166+0.106859j -0.0820096+0.053229j -0.00357461+0.0492335j -0.00175327-0.0647137j -0.00158368+0.138949j 0.0800582+0.0888456j 0.0451181+0.09669j 0.0784279-0.0853168j -0.0447177-0.0415228j -0.0314875-0.094443j 0.0992178+0.102286j -0.0326326-0.0640535j -0.0255591+0.0161926j 0.120597+0.126922j 0.0171564+0.0593221j 0.0727247+0.0533455j -0.108983+0.0948749j -0.170676+0.0771573j -0.0572168+0.0050413j -0.175507+0.123479j 0.0437824+0.0919691j -0.0770229+0.0442416j 0.0218088+0.0185898j -0.102135+0.0300802j 0.0143534-0.0655675j 0.0598034+0.0207619j 0.0735907-0.0834937j -0.0524076-0.0566343j 0.046005-0.0258422j -0.0175246+0.0718606j -0.00497892-0.052214j 0.0953963-0.0138181j -0.0445888-0.0728755j -0.061132-0.0133472j 0.065907-0.00214874j -0.000617463+0.0314382j -0.026817-0.0152042j -0.00896581-0.00710451j -0.0381109+0.0839285j 0.0410213-0.0252115j -0.0776691+0.0263064j 0.0333835+0.0699935j -0.0220067+0.00208851j -0.00658038-0.0540085j -0.0141865-0.0260293j 0.0245904+0.055007j 0.00684313-0.00556465j -0.00670003-0.031173j 0.0159877+0.0112672j -0.0173616-0.0139908j 0.0205861+0.00707501j -0.00814265+0.00899591j 0.0307107-0.000778219j 0.0110499-0.0120927j 0.0220182-0.00379226j -0.00218907+7.81298e-05j 
-0.000732554+0.0283068j -0.0267631+0.00077002j -0.0250064+0.0363633j -0.0337275-0.000985562j 0.026895+0.0359877j -0.00302515-0.00410974j 0.0265487-0.0151987j 0.00359978-0.057207j -0.0190887-0.00765327j 0.00698282+0.00735258j 0.0216325+0.0156934j -0.0147714-0.0383173j -0.00770299-0.0353882j 0.0238736+0.00780363j -0.0107869-0.00980786j -0.0156185-0.0513091j -0.00745082-0.053347j 0.0382991-0.0453125j -0.0370615+0.00481485j -0.0346914+0.020961j -0.049937+0.042867j -0.0150119+0.0202262j -0.00997012-0.00772349j 0.0149101-0.0744897j -0.0663372+0.0235112j -0.0597483-0.00156029j -0.0429867-0.0348245j -0.0101013+0.0147591j 0.0325495+0.0899386j 0.00684057-0.0199711j -0.0856006-0.0214845j -0.0277296+0.088459j 0.0438633+0.025468j -0.151757+0.0070836j -0.0465064-0.000515707j 0.0379137-0.0313244j 0.0863436-0.00331432j -0.0317666+0.000754414j -0.0281341+0.0219004j -0.00314219-0.0602984j -0.114587-0.0217323j -0.0141185-0.00287649j -0.0550822+0.0497747j -0.013418-0.00396694j -0.0233563-0.0148351j -0.0103991+0.0285932j -0.0626294-0.000654188j -0.00548943+0.0235386j 0.050761-0.0236463j 0.00875545+0.0261067j 0.00873456-0.0598721j -0.0831062+0.0152444j -0.00465434+0.0522511j 0.0661482+0.0333164j -0.00337006+0.0732024j 0.0110012-0.0422587j 0.0352016+0.0245415j 0.00552425+0.00777575j 0.0494324+0.0627067j -0.0443702-0.0457851j -0.0238655+0.00351301j 0.0705803-0.114442j 0.00529278-0.122012j 0.00844595+0.0452537j 0.095553+0.0625804j 0.0798757+0.0108472j -0.0882201-0.0338056j -0.135758+0.0480867j 0.0701269+0.117182j 0.0326754+0.00151429j 0.0384518+0.0445419j -0.055692+0.00662651j -0.0207758-0.030669j -0.0209244+0.0558197j -0.141034+0.040987j 0.106254-0.0362529j -0.00473279-0.0831396j -0.0439454+0.0520549j -0.0380503+0.0726119j -0.100714-0.00708693j 0.0405498+0.0352668j 0.0185076-0.0369801j -0.0125404+0.0330425j -0.0823905-0.0381633j 0.0371248-0.0454592j 0.0469809-0.0241497j 0.0400233-0.0177833j -0.0242028-0.00689676j 0.0527046+0.0109836j 0.0360147+0.0349791j -0.0126426+0.0206392j -0.00179962-0.00453199j 0.00554098-0.00341979j 0.0100666-0.0425898j -0.0100663-0.0239978j 0.00665749+0.0260781j -0.0504005+0.0559998j 
