0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
-0.00153213+0.0015649j -0.00152748-0.00163608j -0.000925366-0.00153588j 0.00127521-0.00117161j 0.000908073-0.00146942j 0.000175181+0.000723178j -6.45956e-05+0.000422677j -0.000875358+0.000733359j -0.00215389+0.00537816j 0.00417711+0.00217914j 0.000971513+0.000195529j -0.000238314+0.00137992j -0.00214305+0.0008297j 0.00257406+0.00281338j -0.00130966+0.000141054j 0.00205502-0.00385434j -0.000413911-0.000542074j 0.00287237-0.00054806j 0.00107954-0.000339182j 0.000201152-0.00329737j -0.00204111+0.000756262j -0.00319691-0.00367952j -0.000956302+0.00164705j -0.00412521-0.00144405j 0.000542262+0.000457713j -0.000700286-0.00232552j 0.000629604-0.00268901j -0.000184608-0.00153666j -0.000921624+0.000378604j -0.00194494-0.000616808j 0.00332246-0.0010923j -4.69339e-05+0.00147377j 0.00323006-0.00136561j -0.00076118+0.000294753j 0.00101816-0.000790418j -0.000358951+0.000314032j 0.00137372-0.000316589j -0.000102972+0.000920858j 0.000327894+0.00107662j -0.0013401-0.00017039j -0.001523-0.00179673j -0.000247292+0.000150547j -0.00064028+0.000358743j 0.00190636+0.00213358j 0.0016075+0.00227052j -0.00105348-0.00160566j 6.50855e-05-0.00373646j -0.000706033-0.00116252j -0.00288739+0.00280642j 0.000439749-0.000556451j 0.00294976+0.00180389j 0.00071877+0.00112213j 0.000421849+0.000341906j -5.12737e-05+0.000815306j 0.000627542+0.00157761j 0.00190582+0.000864678j 0.00103268+0.000479915j -0.00287846+6.9442e-05j 0.00170224+1.56662e-05j 0.0022758-0.0015921j -0.000493887-0.000555386j 0.00183234+0.000268042j -0.000520336+0.00194954j 0.00133912-0.00196991j -0.00127165-0.000959946j -0.000686815+0.00363362j 0.00520887-0.00399503j 0.00335746+0.00330269j 0.00177595+0.00133j 0.00102148-0.0023254j -0.00290783-0.000747786j -0.00112696+0.00151833j 6.50144e-05-0.0011993j 0.00031933-0.000649431j -0.000338075-0.000665338j -0.000956969-0.000471067j -0.000416989+0.000883043j 
0.0023932+6.68781e-05j -0.000106385+0.00236301j 0.00263371+0.000309957j -0.000310568+0.00292641j -0.00336413-0.000848452j 0.00121625-0.00146841j 0.00168571-0.000323662j 0.00169498-0.00142794j 0.00217836-0.00135601j 0.0007038+0.00079478j 0.00370527-0.0032097j 0.00412154+4.36696e-05j 0.00318406+0.003893j 0.00235791-0.00275132j -0.000663776+0.000734927j -0.00450615-0.00437453j 0.0034835-0.00242992j -0.00540155+0.00201772j 0.00354622-0.00539867j 0.00763976+0.00828596j -2.11083e-05-0.00246305j -0.00053366-0.00290377j -0.00512261+0.00145846j -0.00299242-0.00399778j -0.00193593+0.00240378j 0.00128545-0.0054215j 0.00150808-0.00214927j 0.0017804-0.00148223j 0.0008456+0.0018314j -0.00584275-8.52277e-05j -0.00393045+0.000361855j 0.00450363-0.00202372j -2.5682e-05+0.000213046j -0.00197401-0.00230205j -0.00410054-6.75039e-05j -0.00214425+0.00376268j 0.00173395+0.0027387j -0.00219176+0.00202079j -0.00398297-0.00512033j 0.000114479-0.00111005j 0.00129064+0.00207922j 0.00221474-0.000555902j -0.00013539-0.000455697j -0.00128523+0.00122805j -0.00184043-0.00446621j 0.000259875+0.000512365j 0.00193085-0.0044359j 0.000490696+0.00146659j 0.00174495-0.00464889j -0.000956043-0.00230435j -0.00110749+0.00265598j 0.00395991-0.00077815j 0.00180358-0.00259182j 0.0051983+0.00161525j 0.00205688-0.00216882j 0.00286924-0.00648671j -0.000645419-0.0025195j -0.000913448-0.000834155j 0.000131659-3.9615e-05j 0.00557721+0.00320209j 9.93752e-05-0.00286949j 0.00356154+0.00233204j -0.00405338+0.0036194j 0.00320304-0.00375728j -0.00265302+0.000168125j 0.000604062+0.00318191j -0.00133849-0.00387659j 0.000365186-0.00586514j -0.00583535+0.00468092j 0.00105687+0.00162398j -0.000932138+0.00124804j 0.00293859+0.000636212j 0.000616069+0.00194771j 0.00272953+0.00157863j 0.00180567-0.00286682j 0.00231709+0.000609898j 0.000578519-0.0023492j 
-0.00307672+0.000445377j -0.000396995-0.00302485j -0.00106144-0.00194917j 0.00205498-0.000979093j 0.00301018-0.00142921j 0.00193204+0.00337051j 0.00320641-0.00257777j -0.00389906-0.00286034j -0.00570249+0.00390273j 0.00239577+0.0046691j -8.38267e-05+0.000217036j -0.00246615-0.00157888j -0.00108033-0.00421261j 0.000427418+0.00389319j -0.00231976-0.00262856j 0.00490023-0.00123284j -0.00174108-1.1737e-05j 0.00274221-0.000714947j 0.00192162+0.000378468j 0.0011943-0.00331293j -0.00337776-0.000157765j 0.00240804-0.00187319j -0.0020857+0.0010412j -0.000896282-0.00367756j 0.00149463+0.000199622j 0.00169648-0.00133856j 0.00441877-0.00147216j 0.000723515-0.00177518j 5.23606e-05-0.000712171j 0.000876854-0.00209403j 0.00338354+0.00220888j -0.0023946+0.00525533j 0.00501124-0.0010379j -0.000930481+0.001855j 0.00250721+0.000965461j 0.00146117+0.000863105j 0.000893193+0.000352577j 0.000124899-0.0011938j 0.00182723-0.000251413j -0.000663082-0.000154474j 0.000835761-0.00240321j 0.000871423+0.000989218j 0.00379799-0.00150531j 0.0021158+0.00518231j -6.10238e-06+0.00509774j -0.00138971-0.00275009j 0.00138156-0.00131736j 0.000342468-0.00141363j -0.00516272+0.00190565j -0.000485108-0.00128241j 0.00399272+0.00419592j -0.00108354+0.00240718j -0.000808156+0.00181093j -0.00239284-0.00193931j -0.00117811+0.0029896j 0.002283+0.00329737j 0.000497782+0.0014928j -0.00107448-0.00374546j 0.00101049-0.000155731j 0.00161744-0.00167345j 0.0026096-0.000782396j 0.00269272+0.00169623j -0.00280406-0.00143656j -0.000331981-0.000941266j -0.00292443-0.00159895j -0.0038867+0.004143j 0.00757225+0.00219j 0.00268723+0.00807932j 0.000769029-0.00282473j 0.00380663+0.00124829j 0.0017064-0.00462561j 0.000381009-0.000985787j 0.00046353+0.00351409j 0.00072544-0.00078352j -0.000596427+2.82743e-05j -0.00239499-0.00135981j -0.00135675+0.00246702j 
0.000654934+0.00148383j -0.00155739+0.000745785j -0.000526545+0.000283866j -0.000308558-0.000261517j -0.00121152+0.00262596j -0.00270393-0.00156205j -0.00124755+0.00155905j 0.000620446+0.00121055j 0.00457103+0.00230345j 0.00586836-0.00451528j -0.00214578-0.0064349j 0.00325789-0.00402331j 0.00497148+0.00186932j 0.00209758-0.00301684j 0.000195679-0.000322961j -0.00226193-0.00321449j 0.000915251-0.000305141j -0.00132826-0.0024519j 0.00101182-0.00124173j -0.0036961+0.0012769j -0.00107715-0.00116537j 0.00278397+0.0003735j -0.00253532+0.00129511j -0.000210495+0.00347971j -0.00282435+0.00107317j 0.000621906+0.00193777j 0.000363331+0.00024252j -0.00339332-0.000810316j -0.000746812-0.00168756j -0.00401978+0.00133965j -0.000923555-0.00645378j -0.00421501+0.000307437j -0.00108866+0.000563858j -0.00204352-0.000343883j -0.00257633-0.00305253j -0.00213017-0.000146673j 0.00296785-0.00108358j 0.00134315+0.000227003j -0.00209128-0.0029797j 0.00125399+0.000944611j -0.00018629-0.000134542j -0.00172678+0.00214521j 0.00243584+0.00327482j 0.00123397+0.000416216j 0.00311474-0.00130188j 0.00200054+0.00195287j -0.00379025-0.00666208j -0.00353213+0.00282327j 0.00116136-0.00238156j 0.00195563-0.00286804j -0.000100043+0.00130767j 0.00153089+0.000969331j 0.00199432-0.00119425j 0.00512062+0.0010521j 0.00140975-0.00157561j -0.000182013-0.00202931j 0.000132961-0.00202748j -0.00482501+0.0028576j -0.00173839+0.00173613j -0.00199923-0.00263661j -0.000442349-0.000328436j -0.00121498-0.00388782j -0.00124835+9.80354e-05j -0.00408095+0.000177419j -0.000442189+0.00454912j 0.0048268-0.00179017j -0.00625245-0.00338104j 0.00649987-0.0039182j -0.000365889-0.00847788j -0.00082979-0.00174443j -0.00204241-0.000971514j 0.0010636+0.00310977j -0.0025651+0.00290392j 0.000468527-6.15055e-05j -0.000574718+0.000213591j 0.000962195-0.00152788j -0.00161044-0.000927966j 
0.00217461+0.00183401j -0.001902+0.00229866j -0.00018016+0.000462958j -0.000315697+6.74494e-05j -0.000534751+0.00246062j 0.000140208-0.000804784j -0.000508567-0.00400129j -0.00387183-0.000946933j -0.00269897-0.00125607j -0.00290828+0.00673095j 0.00765167-0.000842252j 0.00408986+0.00300844j -0.000445843+0.00161751j -0.000379914+8.76725e-05j -0.00328946+0.00108108j 0.00067826-0.000859416j 0.0030203+0.000458607j -0.000610799+0.00225359j 0.00103488+0.000208823j 0.00464522-0.000973019j -0.00138545-0.00313888j -0.000824551-2.527e-05j -0.00153131-0.00170792j -0.00263196-0.000597322j -0.00153328-0.00104028j 0.00125317-0.00465966j -0.00279115-0.00103279j 0.000324618-0.00259623j 0.00146137+0.00441582j -0.0009387-0.00169202j -0.000453541+0.00188256j 0.00275767-0.00377588j 0.00245042-0.00251249j 0.00275228-0.00214256j -0.00177709-0.00166524j -0.000642537+0.00162101j -9.27813e-05+0.00218777j -0.000931991+0.00149718j 0.000571551-0.0015381j -0.00112976-0.000856061j 0.00053022-0.000748935j -0.000920376-0.000960635j -0.00324444-0.00146445j 0.000657595-0.00174935j -0.000537056-0.00445812j -0.00335299-0.00310996j 0.00349456-0.00165953j 0.000160523-0.00202869j 0.00123229-0.000261384j -0.000423137+0.000951386j -0.00337546-0.00178145j 0.00177708+0.000972536j 0.000985901-0.000593565j -0.00127365+0.00307048j -0.00135728-0.00162309j -0.000793183-0.00433483j -0.00220995-0.00132916j 0.00110896-0.00400678j 0.00112148+0.00234409j 0.00518699+0.00242229j -0.003548-0.000738009j 0.00384755+0.00364978j -0.00405701+0.00251319j 0.00172842-0.00574239j -0.00145281+0.00128042j 0.00225037+0.000394733j -0.00187337-0.00104793j -0.00327075+0.00197583j 0.00418528+0.00437245j 0.00311136-0.000350967j -0.00141532-0.00191809j -0.000591489+0.0035106j -0.00394891-0.000561172j 0.00269071-0.000233437j -0.000731615-0.00263705j 0.000387021+0.00348546j 0.00339252-0.000301818j 
-0.00125248+0.000208774j -0.00012257-0.00127874j -0.00246029-0.000803048j 0.000987323-0.00270553j 7.95029e-05+0.00438295j -0.00548279-0.00181629j -0.00331956+0.00209389j -0.001935+0.00226125j -0.00214582+0.00263779j -4.84153e-05+0.000595256j -0.00207536+0.00195871j -0.00154338+0.00183164j -0.0041946-0.00184826j -0.00204259+0.00430667j -0.000686066+0.000227871j 0.00461031+0.00211774j 0.00206145+0.00250895j 0.00373647+0.000778038j -0.00109866+0.00532081j -0.00226301-0.00383975j -0.0034417-0.000555075j -0.000717388-0.00589799j 0.00260361+0.000753312j 0.00115266+0.00119224j 0.000894292-0.00106922j 0.00132982+9.66263e-05j -0.00149543+0.00206492j 0.000203282+0.000411928j -0.00353741-0.00019292j 0.00121706-7.16157e-06j 0.00358256-0.00015743j -0.0023073+0.00156797j 0.000966726+0.0019535j 0.000920985-0.00113006j -0.00011785-0.000996316j -0.00093012-0.00210923j 0.00151157-0.00212763j -3.73746e-05-0.000356627j -0.000608887+0.00419993j 1.51941e-05-0.00157544j 6.87179e-05-0.00319014j -0.00206204+0.00106204j -0.00179461+0.000602408j -0.000408356-0.000381651j 0.00209721+0.0028192j 0.000589317-0.00124239j -0.00044412-0.00150127j 0.000481761-0.000426069j -0.00359204+0.000880567j 0.00217052+0.00233978j -0.000928829-0.00190873j -0.00138905-5.01117e-05j 0.00051713+0.000308241j -0.00295276+0.00118802j -0.00242888+0.00149676j -0.00142415+0.00541574j 0.00268052+0.00152684j -0.00263802+0.00191577j 0.00100391+0.00420529j -0.00245672+5.34729e-05j -0.003349+0.0015716j -0.00431648+0.000511085j 0.000438083+7.92795e-05j 0.00220831+0.00310124j 0.00382915-0.000393005j -0.00168649-0.00248528j 0.00377377+0.00218204j 0.000141508+0.00333016j 0.000358034-0.00167793j -0.000248222-0.0028973j -0.00395361-0.00326861j -0.00583647+0.00265676j -0.000624618-0.00458091j -0.000948382-0.00234995j -0.00197147+0.000899245j -0.000510835-0.000511622j -0.000430743+0.000511907j 
0.00167427-0.00131886j 0.00130127+0.0017099j 0.00107614-0.0026324j 0.00261906+0.00149102j 0.000183692+0.0004896j 0.00020182+0.00208903j 0.00275278-0.00219757j -0.00288196+0.00027218j 0.00626995+0.00453535j -0.00106128-0.00453122j 0.000439145+0.00495041j -0.00195335+0.00419289j -0.00513992-0.0011401j 0.0025769+0.00380012j -0.00269232-0.00532329j 0.00649649+0.000342848j -0.00658134+0.00390405j 0.00717815-0.00297992j -0.000846611+0.000855811j -0.00591494-0.0044488j 0.00394815+0.00350336j 0.00167191+0.00475219j 0.00541603-0.00517423j 0.00835167+0.0056865j 0.00229709-0.000134409j 0.00236911+0.00944911j -0.00657293+0.0086318j -0.00494556+0.00457979j 0.00445272-0.00295098j 0.00395581-0.000459272j 0.000115787+0.00491381j -0.00561576+0.000825395j -0.00275566-0.00280133j 0.00414201-0.00097014j 0.00338598-0.00232759j -0.00095409-0.00472671j -0.00204349+0.00118381j -0.000167587-0.0027494j 0.000116525+0.00298638j -6.016e-05+0.00446821j 0.00158153+0.000839436j -0.00144876+0.00453301j 0.00478755+0.00214726j -0.00229777-0.00154948j 0.0052264+0.00196736j -0.00272644+0.0017321j -0.000333141+0.00409108j 0.00335968+0.00217001j 0.00494988+0.0096764j 0.00207202+0.00417823j -0.00189403-0.00572603j -0.00496999+0.0104758j -3.2346e-05-0.000290462j -0.0103779+0.00202007j -0.00265625-0.00666001j 0.00453554-0.00419092j -0.0048466+0.00188742j -0.00756088+0.0013783j 0.00106802+0.0040143j -0.00720802-0.00572514j 0.00572943+0.00374503j -0.0051159+0.00154838j 0.00297097-0.00540094j -0.00438085+0.00306273j 0.00414893+0.000125529j -0.000950059-0.0043618j -0.000739592+0.00485511j -0.00138777+0.0048626j 0.0069848-0.00423499j -0.00197645-0.000462571j 0.00264746+0.00142697j 0.000190014-0.00167812j -0.000562069-8.43035e-05j -0.002055+0.00165422j 0.00116631+0.00210346j -0.00152045+0.00209103j 0.00207212+0.00155076j 
-0.00166801-0.00225618j 0.00219225-0.0016565j -0.00245725-0.00295726j 0.00314644-0.00229862j 0.00122459+0.00364884j -0.00165941+0.00237954j 0.0011876-0.00212128j -0.00137925+0.000736225j 0.00571038-0.00065521j -0.000332825-0.0034317j -0.000600492-0.00172897j 0.00220901-0.00227892j 0.0016971-0.00051079j 0.00358001-0.00174019j -0.00594169+0.0024561j -0.00455579-0.00236714j -0.00160375-0.00150896j 0.00507103-0.000771277j -0.00488519-0.00449886j 0.00736467-0.0106854j -0.00217808+0.00365922j -0.0114645-0.00104844j 0.00284499+0.00378523j -0.00328586-0.000554537j 0.00566023+0.00147845j -0.00383643-0.00367106j 0.00126317+0.00109285j -0.00123546+0.00027647j 0.000798316-0.00023735j 0.000690135+0.00726902j 0.00507978+0.00470717j -0.000111668-0.00135727j -0.000246853-0.00167988j -0.00316694+0.000685606j -0.000130564+0.00302583j 0.00202263+0.0031348j 0.00285154-0.00325416j -0.00104417+0.00205469j -0.00423671+0.0110186j -0.000832116+0.00187994j -0.00018158-0.00318696j 0.00323262-0.00146772j 0.00205924-0.0015155j 0.00250866+0.00249735j 0.00145899+0.000222758j -0.000965844+0.000555222j -0.00739504-0.000198382j 0.00528511-0.00434153j -0.00104893+0.00254409j 0.000619706+0.000382167j 0.00215542+0.00023118j 0.00422754+0.000236445j -0.00495396-0.0024777j -0.000267133+0.000145851j -0.00553258-0.000401028j -0.00663393-0.00908625j -0.00218249+0.00197111j -0.00264839+0.0115503j 0.00840166-0.000109904j -0.00176482-0.00492002j 0.000303168-0.000890346j 0.00435733+0.00129689j 0.00315021+0.00478858j -0.00100103-0.00418268j -0.000717713-0.00156635j 0.000632007+0.00343138j 0.00156416-0.00159174j -0.00251797+0.00236688j 0.0044155+0.00465229j -0.00123117-0.00193503j -0.000793499+0.00284613j -0.000126592-0.00234339j 0.0029805-0.0027577j -0.00135718-0.0034053j -0.00337678+0.000905432j -0.00186685-0.00249358j -0.00255375+0.00185521j 
-0.000551331-0.00141827j 0.00134963-0.000363491j 0.00022946+0.00211641j -0.00203659+0.0004881j -0.000778251+0.00106942j 1.79368e-05-0.000549542j 0.000640498-0.0011244j -0.00184655-0.000888481j 0.000712611+0.000136819j -0.0014258-0.00180125j -0.00013717+0.000908708j -0.000949765+2.72623e-05j -0.000146382-0.00171636j -0.00136003-0.00143492j -0.000689206-0.00127991j -0.00060878+0.0022628j 0.00042412+0.000164501j -0.000665046+0.00016138j -7.23023e-05+6.30375e-05j 0.00154366+0.000357914j -0.00052616+0.000976034j 0.00109876-0.000280146j 0.00120105+0.000346467j 0.00114251-0.000815766j 1.21961e-05-4.17626e-05j 0.00029414-0.000632397j 0.000986129-0.00117255j 0.000336045-0.00101755j -0.000281368+8.70297e-05j 0.000528789+0.000231394j -0.000413856+0.000723391j 0.000551194+0.00127894j -0.00155588+0.000976727j 0.000662331+0.00047157j 0.00149805+0.000780832j 0.000670234-0.00116434j -9.52207e-05-0.00059892j -0.000138398-1.69833e-05j -0.00182909-0.00057806j -1.28215e-05-0.000693188j 0.000176963+0.000300549j 0.00139567-0.00117939j 4.7697e-05-0.00178279j -0.000353941-1.18887e-05j 0.00159577+0.000357288j 0.000947605+0.000968885j 8.23063e-05+0.0010914j 0.00126214-1.81189e-05j -0.00123112-0.00122493j -0.00170879+0.000829167j -9.57316e-05-0.00202207j -0.00207999-0.000470938j -0.000915391-0.00041566j -0.000546773+0.000548294j 0.00039502-9.27813e-05j -0.000227-0.00138661j 0.00191339-0.00151524j 0.00112361+0.000390814j 0.000224288+0.0013369j -0.00159889+0.000420205j -0.000959587+0.00116004j -0.000111061+6.14906e-05j -0.00106181-0.00125172j -0.00128927+0.000142696j -0.00194232+0.00018107j 0.000873182+0.00167556j -0.000875617+0.0019094j -0.00223002-0.00104921j -0.00233939+0.00142031j 0.00249613+0.00300764j 0.0024106-0.00271101j -0.000150521-0.00142519j 0.000215888+0.000911722j -0.00231567-0.000799731j -0.00103502+0.00267339j 0.000645362-9.31078e-05j -0.000183106-0.000490175j 
-0.000207161+0.0018705j -0.00183134-0.000103414j 0.000545783-0.000322532j 0.000468791+0.000695708j 0.00162607-0.00064266j 0.00254889+0.0013521j 0.000905484-0.00397809j -0.00308315-0.00126042j -0.00349541-0.000579858j -0.0010294+0.00632884j 0.00495989-0.00137174j 0.00161309+0.000472729j 0.000183421-0.000233981j -0.000171351+0.000474296j -0.00245855+0.000453676j 0.00136425-0.00120374j 8.95593e-05-0.000598292j -0.000206986+0.000721719j 0.0010898-0.00086645j 0.00260457-0.00218128j -0.000314334-0.00181846j 0.000942301+0.00182075j -0.00235901-0.00121952j -0.00304939-0.00168362j -0.000651934-0.000800029j 2.63625e-05-0.0027834j -0.000194345-0.00236766j -0.000267317-0.00226133j 0.00210188+0.00209669j 1.75626e-05-0.00196512j 0.000655794+0.00146974j 0.00148937-0.0012113j 0.00358053-0.00230896j 0.00122244+6.24621e-05j 0.000426581-0.00111244j 0.000560632+0.00156595j -0.000475974+0.00197546j -5.68085e-05+0.000480096j 0.00223684-0.00159748j -0.00103571+0.000306902j 0.000568176-0.000451215j -0.000648433-0.00122326j -0.00080316-0.0014633j 0.00202226+0.00083904j -0.00143885-0.0019144j -0.00251886-0.00286202j 0.0029651-0.000746729j -0.000888054-0.00243684j -0.00035178+0.00102238j -0.000758461-0.00024365j -0.000406897+0.00146526j 0.001198+0.00176439j -6.72319e-05+0.00141786j -0.000355566+0.000134908j -0.00034678+4.98975e-05j -0.000652626-0.00169358j -0.00279998-0.000855033j 0.00185769-0.00523942j 0.000445186-0.00119906j 0.00453169+0.00096961j 0.000445191-0.00113699j 0.00461297+0.00156442j -0.0032673+0.00135581j -0.000375083-0.0037957j -0.00278137+0.00154083j 0.00157083+0.00164465j 0.00110943-0.000625257j -0.000444126+0.00459934j 0.0044335+0.0018585j 0.00415076-0.000757679j -0.000314209-0.00245057j 0.00113486+0.000880224j -0.00150348+0.00240257j 0.00182473+0.00125769j 0.00106689-0.00140941j -0.000668754+0.00139692j 0.0013949+0.00076089j 
-0.00231744-0.0010139j 0.00119719-0.00246935j 0.00318388-0.0016371j 0.00152787+0.00277083j 0.000615516-0.00341998j 0.00152296+0.000160073j -0.000664981+0.00191193j 0.00302366+0.00210835j 0.000394486+0.000686181j 0.00163387-0.000549612j -0.00193116+0.000418895j -0.00120681+4.93539e-05j -0.00136414+0.0014785j 0.00065095+0.00217868j 0.0017439+0.000395204j 0.00140455-0.000455269j -0.00260694-0.0016412j 0.00053914-0.000275896j -0.000113057-0.00151347j -0.000733009-0.000450854j 0.00349262+0.00185027j -0.00067163-8.51531e-05j 8.95742e-05-0.000585311j -0.000917574-0.00223529j 0.00104191+0.0006442j -0.00263568+0.00277839j 0.00119299-0.00055253j -0.000124205+0.000852787j 0.000570963-0.00317772j -0.000247704-0.000271192j 0.0024075+0.000486894j 0.000448811-0.000690872j -0.00102405+0.00270247j -0.00210206+0.000258625j 0.00285541+0.000159502j -0.000177172-0.00123066j -0.000301514+0.000472286j -0.000102724-0.000398845j -0.000615108+0.0014013j -0.0002363+0.00132619j 0.000327784+0.00086617j -0.000363395-0.0013548j -0.000639663+0.001456j -0.00118486+0.00220932j -0.000926461+0.00245019j 0.00248792+0.00215778j 0.00149791+0.000476003j -0.000251986-0.000705565j -0.000263131+0.00121179j 0.00155397+0.00111366j 0.000751355+0.00259819j -0.000888777+0.00108434j -0.000690197+0.00157922j 0.00153294-0.000897829j 0.0016479+0.000767517j 0.000908805+0.00159488j -0.0006224-6.59403e-05j -0.000889423-0.000311395j -0.000138575-0.00355962j -0.000508573-0.000557132j 0.00433309+0.000169961j -0.000455249-0.0024826j 0.002421-0.000267487j 0.00029041+0.00298754j -0.000145052-0.000726675j -0.000942279+0.00089746j 0.00428716-0.000997927j 0.00146564+0.00141208j 0.000344942+0.00147244j -7.7618e-06-0.0019607j -0.000539046+0.000907119j -0.000656065-0.00324909j 0.00411633-0.000827491j -0.00142141+0.00294492j 0.00357354+0.00106934j 0.000321033-0.00229937j -0.00209306-0.000417507j 
-0.000902374+0.000869224j -0.000975284-0.000819814j -0.00131187-0.00129265j 0.00127199-0.00113246j 0.00149366-0.000248689j 0.00236787+0.0021039j 0.00277069-0.0044183j -0.00458649-0.0038174j -0.0061233+0.00150931j -0.000719329+0.00727792j 0.00515408+0.000933304j 0.000871295+0.00149556j -0.00125894-0.00143456j 0.000775227+0.00270108j -0.00292324-0.00190325j 0.00388033-0.00117801j -0.000462439+0.00038722j 0.00283245+0.000458208j 0.00144346+0.000687744j 0.00315642-0.00383173j -0.00211286-0.00186065j 0.000912333+0.00100017j -0.00177269-0.00147294j -0.00133315-0.00239548j 0.000317079-0.00161718j 0.00212565-0.00241805j 0.00166559-0.00066188j 0.00097933-0.00267524j 0.00187535+0.00187292j 0.00133758-0.00285067j 0.0027871+0.00352724j -0.000775571+0.000369053j 0.0050479-0.0029428j 0.00151178+0.000455867j 0.00181292-3.16605e-05j 0.00151671+0.00134422j 0.00013933+0.00194012j -0.000314688-8.61827e-06j 0.00317433-0.000887567j -0.00121471-1.79113e-05j 0.00109049-0.00215572j 0.000101556+0.000351338j 0.00105921-0.00191244j 0.00199213+0.00254899j -0.00018312+0.00180084j -0.00345073-0.00350092j 0.00399819-0.000564053j 0.000701341-0.00283601j -0.00155703+0.00220147j -0.000448831-0.000347322j 0.000923183+0.00170137j -0.000491127+0.00285513j -0.000287785+0.00132654j -0.00400953+0.000473247j -0.00181343+0.000844769j 0.00173169-0.0010778j -0.00161292+0.00111819j 0.000453099-0.00546047j 0.000913941+0.000702022j 0.00389163-0.000283357j 0.000438984-0.00117705j 0.00464194+0.0039278j -0.00357063-0.00101727j 0.000651288-0.00520287j -0.00311055-0.00162676j -0.00201559+0.00341049j 0.00387457+0.000689587j -0.000901857+0.00820053j 0.00549449+0.000977976j 0.00418197+0.00173934j 0.00240315-0.00369863j 9.06527e-05+0.00100819j -0.002941+0.00176172j 0.00173928-0.000731809j -0.00126042-0.0014005j -0.00160654+0.00173779j 0.00161111+0.00166041j 
