-0.0183001+0.0175842j -0.000553936+0.0245345j 0.0332931-0.0659436j 0.022486-0.00210454j 0.0109218+0.0158511j -0.00162044+0.00139233j -0.00198802-0.0363817j 0.0645597+0.00661252j -0.028629-0.00292076j 0.0114446+0.0018582j -0.00178426+0.0256861j 0.0262482-0.0136497j -0.00603974+0.0213802j -0.0401069+0.0267292j -0.000168533-0.0180426j -0.0140123-0.0101541j 0.016294-0.0162003j 0.0150977+0.0213386j 0.00285891+0.0124339j 0.00561896-0.014938j -0.00475118+0.00590199j 0.0193321-0.0173942j -0.00834985-0.00920823j -0.0149066-0.0166663j 0.0241925+0.0346144j 0.0583575-0.0115005j 0.0131942-0.0110736j 0.0259188-0.00839656j 0.00479807+0.0202389j 0.00203579-0.00780187j -0.0100238+0.0129398j 0.0049608-0.00117723j 0.0163565+0.00398224j -0.0155713+0.013385j 0.0157191-0.00819418j -0.00220582+0.0107446j -0.0132931-0.0122582j 0.00256687+0.0101227j -0.00339784-0.00228228j 0.0181589+0.0135894j 0.00159018+0.0114655j -0.000388728-0.00583888j -0.0112671-0.00928871j -0.0246819+0.000966697j -0.0106691+0.0194755j 0.00963104-0.0135284j -0.00778451-0.00449465j -0.0178683+0.00452357j -0.00383628-0.00261544j -0.000765765+0.0113115j -0.00577146+0.00352039j 0.0161192+1.09926e-05j -0.012324-0.0157876j 0.00611669+0.0209875j -0.00256375+0.00613635j 0.0183675-0.0048722j -0.0127224-0.00816958j -0.00875547-0.0089893j 0.00270888-0.00188007j 0.0146221-0.0316068j -0.0196721+0.00384854j 0.000818824+0.00463129j 0.0222881-0.00903723j 0.0132688-0.0105079j -0.0213303+0.0163612j -0.0115756-0.014343j 0.00752637-0.0217557j 0.0213392-0.0245334j -0.0106268+0.00491527j 0.0182374+0.0467959j 0.027894+0.0140389j 0.0298259-0.00376768j -0.0221944-0.0095912j 0.0167845-0.000485815j -0.0310881-0.00783838j 0.010559-0.0133255j -0.020871+0.0172908j 0.00602944+0.0314406j 0.00989853+0.0210424j 0.000992918+0.0269902j -0.0146802+0.0277578j 0.0380826-0.0160423j -0.015766-0.0620376j 0.0607391+0.0182606j -0.0158465-0.00499734j -0.0198155-0.0508219j 0.0319068+0.0331775j 0.0407384-0.0279973j 0.0804379+0.0112441j -0.00559052+0.0117701j 0.0136538+0.011634j -0.0130699-0.0864679j 0.142055-0.00460542j 0.000972778+0.016178j 0.0227496-0.0155537j 
0.00701268-0.00678478j 0.00037764-0.00412695j 0.00589362+0.00522338j -0.0131436-0.0129564j 0.00723738-0.00153305j 0.00224073+0.00725357j 0.00891105-0.00498749j 0.010401-0.0217802j -0.0203469+0.0302109j 0.0268424+0.0186071j 0.0232344+0.0070578j 0.0296862+0.0150484j 0.00925075-0.00761582j 0.00918526-0.00932774j -0.0397484-0.0409385j -0.00430617+0.0382054j 0.0465474-0.00805801j -0.0190471-0.0095493j -0.000932064+0.024324j 0.0272925+0.0496686j 0.0317829+0.0262345j 0.000677769+0.0308168j 0.0180184-0.0397215j 0.0158297-0.00764172j 0.0339009-0.0058068j -0.0241339+0.015827j 0.00901714+0.0204191j -0.0304246+0.00181183j 0.010889-0.0392154j 0.0323618+0.00362796j -0.0050744+0.0119513j -0.00253981+0.0331563j 0.0260806+0.0615738j -0.0371663+0.0114809j -0.0142382-0.00822818j -0.00359559+0.0120881j 2.69779e-06-0.020785j 0.0310654+0.00108519j -0.00213015-0.00906984j -0.00325985-0.019107j -0.0069285-0.00208523j 0.0107895-0.00483821j 0.0072628-0.00444948j 0.0156976+0.0100689j -0.0174571-0.0198165j 0.0385688+0.0146443j -0.0286769-0.00845232j -0.0226234-0.000867518j 0.0245613-0.0017789j 0.0149478-0.0392978j 0.0151187-0.00447593j -0.0190447+0.00422049j 0.00871034+0.0120133j 0.000222934-0.0267651j 0.0032756+0.0184395j 0.0422139+0.00896424j 0.0029502-0.00465678j 0.0204441+0.0470101j -0.00981374-0.000310291j 0.013233+0.00162013j -0.0157504-0.00499779j 0.0212378-0.00436142j 0.0158221+0.0116186j 0.00967837+0.00695865j 0.00819688-0.000950802j -0.0104441-0.0388388j -0.0111423-0.0333422j -0.0213475-0.0111104j -0.0181355+0.00677535j -0.00768248-0.0298654j 0.0166482-0.0244725j 0.0373406-0.029909j -0.0312168+0.0389398j 0.000351188+0.0177271j 0.0274633+0.00800916j -0.0124757+0.0178516j -0.00956595+0.0320455j 0.0242842+0.0344698j -0.003071+0.0239802j 0.00606768+0.000701218j 0.00991495-0.00579848j 0.000577977+0.00615794j 0.00688634-0.01426j -0.0246938-0.0152634j -0.0245865+0.022803j -0.0143711+0.0260383j -0.00325333+0.0006155j -0.0289195+0.00733808j 0.0199043+0.0311042j -0.000578022-0.0154643j 0.0135341+0.00520345j 0.00855193+0.011271j 0.0190058+0.0217509j -0.00591822-0.00489097j 0.00608808-0.00199857j 
0.000607768+0.00219875j 0.00714457+0.00314891j 0.00971035+0.00644087j -0.0230329+0.00797816j 0.0039549-0.00666755j -0.00846269-0.00659017j 0.00322712+0.0246616j 0.0281482+0.0131401j -0.00042611-0.00344071j -0.0079251+0.0101231j 0.0311715-0.0219024j -0.00891151+0.014329j -0.0134773+0.0236981j -0.0386668-0.0587895j -0.0141926+0.0352485j 0.0043927-0.0228635j 0.016033-0.0115218j 0.0270818-0.015088j -0.01399-0.0179805j 0.00710922+0.0208791j -0.00843964-0.0458662j -0.0170689-0.0179834j 0.0131147+0.0355239j 0.00187433+0.00546374j 0.0362835-0.0141019j -0.0432638-0.00701034j -0.00551763+0.015713j 0.0103751+0.0327818j 0.00961799+0.00743249j 0.00973657-0.00304663j 0.042932-0.00864082j -0.0322571+0.0166419j 0.0378879-0.0398163j -0.0104359-0.0060086j 0.00689235-0.000955574j 0.00320768+0.00947535j 0.00848577+0.0288653j -0.00447552-0.0249606j 0.0248912-0.0163345j -0.00772086+0.0015414j -0.0129047+0.0130394j -0.0286985-0.0351501j 0.0527606+0.0390929j -0.0337605+0.00819823j 0.0184965-0.0479566j -0.0301025-0.0335676j 0.0396188+0.0125764j -0.00642705+0.00860818j 0.0559542+0.0191585j -0.0158507-0.00281407j -0.0140912-0.0241767j 0.0401951+0.0148763j 0.0357428-0.0532344j 0.0450836-0.0201453j -0.0174896+0.00136087j -0.00409613+0.0146234j -0.0258784+0.00368234j -0.0101143-0.00996165j 0.00954437-0.00722943j 0.00942532-1.56176e-05j -0.00366134+0.00180329j 0.0134403-0.00743128j 0.00813104-0.00451638j 0.0455748-0.00971623j -0.053912+0.0199387j -0.032928+0.0218513j 0.0179051+0.00463509j 0.0127518+0.0365206j 0.0173855-0.0283572j -0.0234115+0.011393j 0.0173553+0.0418428j 0.0155986-0.00175174j -0.0107239-0.0623152j -0.0325221-0.0207251j -0.000797734-0.0549145j -0.00713041-0.0219983j 0.00544944+0.00838548j 0.0195563+0.00543922j 0.0425289-0.0121429j -0.00166185+0.0329552j -0.00493345-0.035444j 0.0392742-0.0294331j 0.00457136+0.00880513j 0.0199527-0.0140272j 0.0362031-0.0153575j 0.0166454+0.0225706j -0.0315241+0.00800663j 0.0349342-0.0233754j -0.0380635-0.0243821j -0.0105405+0.0118776j -0.00107941-0.00152734j 0.00868818+0.00556336j -0.0148155+0.00608637j -0.000540224+0.0120226j -0.014156-0.00285438j 
-0.0103837+0.00441248j -0.00331842+0.00566336j 0.0464222-0.0111889j -0.00010333+0.0080304j -0.00806036+0.00373116j -0.00752619+0.00730276j 0.011441-0.0191943j 0.00557029+0.0176599j -0.0155-0.01049j -0.0179462-0.0041763j 0.0580556+0.0137963j 0.0364286-0.0192985j -0.0160677+0.0394875j -0.0373938-0.020856j 0.00168474-0.0107884j 0.00798033+0.0196186j 0.00189183-0.00699894j -0.0015458-0.00631957j -0.0383649-0.00390156j -0.0265578+0.0446153j 0.0208668-0.0017714j 0.0212362-0.0362849j -0.0105931-0.0455547j -0.00325007+0.0270364j 0.0315611-0.00694556j -0.0153087-0.0330882j -0.0332747+0.012499j 0.00253103+0.0279259j 0.0130271+0.0154256j -0.0344024-0.0616399j -0.0155982-0.0312346j 0.00724932+0.0243424j 0.000574425-0.00156132j 0.0140697+0.0169742j 0.0047169+0.0176599j -0.0100657+0.0533383j -0.0310717-0.019278j 0.0373237-0.0206577j 0.00405187-0.0158619j 0.0669254+0.00659112j -0.00116808+0.00816693j -0.000879917+0.0231724j -0.0361663+0.0230987j -0.0156667-0.00220317j 0.0178763+0.0181514j 0.0089845-0.0109103j 0.00924194-0.0231404j -0.0412368-0.0356658j -0.00289478+0.0291096j -0.0316088-0.0159043j 0.0108192+0.0197419j 0.00930393-0.0111391j 0.0132666-0.0277887j 0.014275+0.00390023j 0.0312011-0.0298258j 0.026516-0.0144974j -0.0514042+0.0200393j 0.0227331+0.00735061j -0.0162786+0.0171269j -0.0160846-0.0453708j 0.0162808+0.037714j -0.0237011-0.0364401j -0.00324905-0.0356703j -0.0119131-0.0420487j 0.03687+0.0189853j 0.0177544-0.0581584j 0.0240918-0.00553147j 0.0344091-0.0127514j 0.0156875-0.0353445j -0.00193234+0.00493401j -0.0059964+0.0231729j 0.065371+0.0209392j -0.0156999-0.015542j 0.0162775-0.016505j 0.00753986+0.0186965j 0.00814236-0.0142382j -0.0137344+0.0264213j -0.0121786+0.0212167j 0.0133116+0.0109579j 0.0169675+0.00197945j -0.00135441+0.0612513j -0.017091-0.00368076j 0.0133185-0.0157204j 0.00483045+0.0399408j 0.0273776-0.0162655j 0.023712-0.0220086j -0.0215252+0.0239915j -0.00664264-0.00623736j 0.0322935+0.00874096j -0.0222001+0.000716257j 0.00985456+0.00613489j 0.0143375-0.0256913j 0.0341913-5.52443e-05j -0.00547514-0.00952253j 0.0118268+0.00562738j 
0.0049838-0.00661733j -0.00759846-0.000564313j -0.018876-0.0154499j 0.0227351-0.00963807j 0.00218409-0.00206406j -0.00317963+0.00623507j -0.0242762-0.0175879j -0.00447565+0.0100244j -0.00817189+0.00205423j -0.00853031+0.0274879j -0.00540708-0.00255111j 0.00752896+0.00634335j 0.0147143-0.0245588j 0.00941696+0.00530028j 0.00188354+0.000544895j -0.0124145+0.0189457j -0.0249585-0.0176349j -0.0308562+0.00288689j -0.00965348-0.00172114j -0.027873+0.00173517j 0.00988153+0.00529806j -0.00671192+0.0198605j -0.0322632-0.00607202j 0.0218825-0.0216688j 0.028613+0.0362286j -0.0105554+0.0230809j 0.0119438+0.00525448j -0.00954271+0.00287202j 0.0097282-0.00931709j -0.0184655-0.032078j -0.0316325-0.0528995j -0.0184288+0.0313452j 0.00939498+0.0115348j -0.00631148+0.00501496j -0.0329764+0.00730893j -0.0124602+0.00714907j -0.0142754-0.0160001j 0.0232337-0.011078j 0.0216368+0.00436479j -0.000878992+0.0138217j -0.00873004+0.017744j -0.0180805-0.0122384j 0.0131906+0.00228178j -0.00106906+0.0225909j 0.00932161-0.0248138j -0.0022775-0.00477716j 0.0230672+0.0175444j -0.00700312-0.0106638j 0.00820277+0.00683496j -0.0249118-0.0101417j -0.00741536-0.042173j -0.00475266-0.0187743j 0.030086-0.0357823j 0.0186958+0.033567j 0.0433895+0.0362693j -0.0357915+0.00416099j -0.0281408+0.0227483j 0.00196424+0.00731736j -0.0206097-0.0190101j 0.0292279-0.0175168j -0.0299955+0.0165594j -0.022841-0.00854718j -0.00333351+0.0030682j 0.0456345+0.0226549j 0.0179135+0.00973839j 0.00198398-0.016007j -0.0115462+0.0157729j 0.0212019-0.0326828j -0.0104259-0.0497945j -0.0358758-0.00810974j 0.00874414+0.0229805j 0.0229016+0.019286j 0.0448831-0.0089068j -0.00344569-0.0327239j -0.0557354+0.0413421j -0.0202272-0.0315682j -0.0042299-0.0112403j -0.00374306+0.035168j 0.013536-0.0250989j 0.00129128-0.0024263j -0.00563275+0.0151217j -0.041176-0.0249519j 0.015849-0.050539j 0.026689-0.0100255j 0.0123496-0.0270486j 0.0289031-0.000686631j -0.00373832-0.00833699j -0.0497374+0.0344477j 0.0128754-0.0305638j -0.00198985+0.00177632j 0.0120036-0.00856994j -0.021602-0.0163968j 0.0108129-0.0207267j 0.00346231-0.000640653j 0.0101667-0.00233066j 
-0.000885329-0.00356062j 0.00239007-0.0016729j -0.0158214+0.00874167j -0.0164052+0.00618605j 0.00790685-0.00445009j -0.00289631+0.00311074j 3.96767e-05+0.000586719j -0.0184305-0.0144188j -0.0142836+0.00976201j 0.012328+0.000852639j -0.0288257-0.00996238j -0.0221805-0.00561821j -0.0151105-0.0132147j 0.0566525-0.00359311j 0.00601744+0.000650579j -0.0115551-0.00138917j 0.0264382-0.0251762j 0.0173995-0.00573769j 0.0134249-0.0082539j 0.0159373+0.00027812j -0.0202269-0.0231569j -0.0129701-0.00745708j 0.0143755-0.00328905j 0.00677024-0.0245699j -0.0373058-0.0193039j 0.0165191+0.0226666j 0.0128084-0.0126864j -0.0561369-0.0429815j 0.0257655+0.000620359j 0.026942-0.0150352j 0.000781307+0.0202116j -0.0263651+0.00475466j 0.00809986-0.00110427j -0.0283504-0.00756459j -0.0225983+0.0173887j 0.0123743-0.00287811j -0.0283068-0.0320241j -0.00467451-0.00641998j -0.0617716+0.0223938j -0.0356409-0.0297373j 0.0383755-0.0338027j 0.0172863+0.0493533j -0.040695-0.0117161j -0.0157067-0.0296559j 0.00812337+0.0201562j -0.0301853+0.0470068j -0.0254313-0.038425j -0.0151089-0.0221804j 0.00275365-0.037725j -0.0389109+0.0267495j 0.00997206-0.0129521j 0.0191355-0.0338294j -0.0227156+0.0342644j -0.0913558+0.0239661j -0.0245622-0.0400614j 0.0361504+0.00208087j 0.0749901+0.0407497j -0.0157613+0.0249552j -0.00874013+0.0361796j -0.0113493+0.0704288j 0.00165445+0.0454154j 0.0500772-0.0388917j 0.0327841-0.0266644j -0.022355-0.00056289j 0.0391804-0.0132495j 0.0606725-0.023219j 0.0336414+0.0195021j 0.0108765+0.00281846j 0.0508285+0.00958574j -0.0404842+0.00312099j 0.0693464-0.0225226j -0.0286422+0.0232167j 0.00762897-0.0312468j 0.0152866-0.0225616j -0.0160509+0.00720414j -0.0351814+0.00118967j -0.0121695-0.012082j -0.0218995-0.00100253j -0.0286263-0.0185285j -0.0114401+0.0143074j 0.013961+0.0192775j 0.0469472-0.0119265j -0.00779665-0.0113259j 0.0341391-0.0282202j 0.0303623-0.0188833j -0.0225689-0.0225517j 0.014021-0.000496599j 0.0207057+0.0224914j -0.0205709-0.00927206j -0.000957638-0.0174535j -0.0080906-0.00474639j -0.00057446+0.0131544j 0.0060396-0.0156655j 0.00198136-0.00320067j -0.00256682-0.0032492j 
0.000364741+0.00114547j -0.00682003+0.00184394j 0.00056271-0.0229656j 0.031373+0.00529968j 0.0114566+0.0143024j 0.00177262-0.00452942j -0.0268766-0.0340015j 0.00620779+0.015968j -0.013697-0.0169471j -0.0100893-0.00646917j -0.0232851-0.00146964j -0.00370602+0.00112879j -0.00189659-0.02162j 0.0170429+0.0129654j 0.0187042+0.000453727j -0.00588122-0.0135527j -0.0214314-0.00187527j -0.0412759+0.0350361j -0.0124351-0.00228325j -0.0081596+0.0131965j -0.041936-0.00892022j 0.0185716-0.00512362j -0.0227399-0.0188991j 0.0176667-0.00838348j -0.0226148+0.0174084j 0.0578978+0.0207405j 0.00208398+0.0191155j 0.0284174+0.0299891j 0.0029263+0.00224384j 0.0146674+0.00685641j -0.0377665-0.0188455j 0.0481202+0.031036j -0.0341702+0.0481765j -0.0190253+0.0411582j -0.0331216-0.026186j -0.0261687+0.0325669j -0.0108573-0.0458502j 0.0289309+0.0271516j 0.0322912+0.0120604j 0.0304629+0.013245j 0.00174682+0.00982484j -0.0406017-0.0399637j -0.0401891-0.0267991j 0.0294545+0.0368052j 0.0111105+0.0526624j 0.0526827-0.0211481j -0.0330125-0.0139646j 0.00559704-0.0134896j -0.0244343+0.0431875j 0.0680272+0.00440894j 0.0210579+0.023885j -0.034378-0.0212475j 0.00407003-0.0277331j 0.0449295+0.0102551j 0.00364688-0.0201471j 0.0579268-0.0268768j -0.0106834-0.0177089j 0.00750683-0.0328062j 0.0119352+0.00300646j 0.0011895-0.0708775j -0.0271898-0.0297993j -0.0232025+0.0124568j -0.0506499-0.000595126j -0.0240317-0.0328118j 0.00850803+0.0341732j 0.0015094-0.00537852j 0.0361568+0.0130261j 0.0210769-0.00255322j 0.0304048-0.0268627j 0.00299266+0.0260255j -0.0171353+0.0137551j 0.0691392+0.0268449j -0.00783801-0.0266062j 0.0171316+0.00155819j -0.0220521+0.065804j -0.0331605-0.00553397j -0.00154128+0.0356437j 0.015439+0.0030189j -0.0304206-0.0308864j 0.00813084+0.0512923j 0.0155805+0.00668478j -0.0142101+0.00217387j -0.000237592-0.01848j -0.00587257+0.0053708j 0.000687404-0.00683904j 0.00413869-0.0377908j 0.0120377+0.0263667j -0.0190323+0.00102926j 0.0515945-0.00883022j -0.00906278+0.0215727j 0.017991+0.00101158j -0.0203852-0.0370163j 0.0326133-0.0210038j 0.00735602-0.00856543j 0.0214836+0.00634523j 
-0.00249417+0.00132834j -0.0143306+0.00823353j 0.03861-0.0323573j 0.0317645-0.0019407j 0.00999589+0.00890911j -0.0150219+0.00377248j 0.00622877-0.0601714j 0.0085791+0.00119077j -0.0162485-0.000336876j 0.00440619+0.00890837j -0.00455265+0.0108571j 0.0142024+0.000633562j -0.017131-0.0312966j 0.001925+0.0408058j 0.00238086-0.00898337j 0.0350689-0.0101747j -0.00406424+0.00119338j 0.00987973+0.00360709j 0.00405348+0.0146886j 0.0181204-0.00553054j -0.117341-0.0217395j -0.00162508-0.0225545j -0.019318-0.0512129j 0.0233843-0.0487836j -0.0112118+0.00603747j 0.0641779-0.0114813j -0.00765543+0.0314496j -0.0298003+0.0372749j -0.0117776+0.0457763j -0.00494856-0.0285069j -0.016366+0.00987802j 0.0254913-0.00376291j 0.0191667+0.0303109j -0.0216393-0.0416943j -0.0474895+0.0238239j -0.0204909-0.0252291j 0.0112236-0.040496j -0.00516352-0.0110694j -0.0170107+0.0393471j -0.00101003-0.0338487j -0.00650811+0.0276798j -0.0174277+2.54276e-05j 0.000753325+0.0465278j -0.0526582+0.0709383j -0.00516232+0.0920068j -0.0242862-0.0175807j 0.0343921-0.0433772j -0.00654904-0.0149472j -0.011331-0.0214033j -0.0192381+0.00567553j -0.0272816-0.0132241j 0.0348263-0.00964485j 0.0302278-0.0228141j -0.00324899-0.0110398j 0.00559698+0.0177302j -0.0273129+0.0510825j -0.0131608+0.0500933j -0.00225626+0.0110043j 0.0157316-0.0342196j 0.022045+0.0230566j -0.0412342+0.000886741j 0.0145593-0.0522517j 0.0564445+0.0238003j 0.00901115-0.0171208j -0.0866088+0.0197747j 0.016847-0.0130187j 0.0117598-0.0578672j 0.0596133+0.00340035j 0.0231757+0.0927572j -0.0687393+0.0449515j 0.0528074+0.0110493j 0.0502998+0.0396159j 0.0387366-0.00823347j 0.0393645-0.0238567j -0.00990004-0.00463985j 0.0142425-0.0295493j -0.0478451-0.0175102j 0.0369057+0.0559548j -0.00457979+0.00207792j 0.0892609-0.00985461j -0.0205194+0.0619439j 0.0992277-0.0150654j -0.0562169-0.0809865j 0.0568972-0.0231381j 0.0695389-0.0272406j -0.00500548-0.0349767j 0.00402421-0.0299149j 0.0338309+0.00928217j 0.0305193-0.0288626j -0.0136435-0.00294131j 0.00328403-0.0306669j -0.0280864+0.0218759j 0.0767634-0.00688563j -0.00351904-4.44026e-05j 0.0133536+0.0120276j 
0.00895608-0.00034576j 5.00768e-05-0.00235988j -0.0117981+0.0101846j 0.0191016-0.00731933j -0.000772625+0.00187174j -0.000699167+0.00422334j -0.0378442-0.0129436j -0.00622592-0.0161227j -0.0169834-0.00284654j -0.0135639+0.00596542j 0.00582378+0.031307j 0.0608812+0.0248414j 0.00663246-0.0226241j 0.0362315-0.0238427j -0.00319647-0.0404554j -0.0116523+0.0484412j 0.0140374-0.00492192j -0.0518324+0.00470883j -0.00178975+0.0158758j -0.0480198+0.00610376j -0.0544792+0.00295978j 0.0192958+0.0294002j 0.0115618+0.00277533j -0.0132308-0.0427275j 0.0639544+0.0506322j -0.037772+0.0400485j 0.0175867+0.0162703j -0.0365503-0.00109091j 0.0113876+0.026876j -0.00487004-0.0325701j -0.00228412-0.0101295j 0.0160131-0.00402617j 0.0216336+0.0828733j -0.0546214-0.0323034j -0.0220254+0.0543773j 0.0185877-0.0538415j -0.000188274-0.00131407j -0.0569647-0.0288636j -0.0332367+0.00468258j 0.0298376-0.0761525j -0.00901221+0.0401701j -0.0114852+0.0296259j 0.00918938+0.0360568j -0.0228581+0.0526573j -0.00310975-0.0180514j -0.0272215+0.030006j -0.011292-0.0237067j 0.00141751+0.043304j 0.0238232-0.0524797j 0.0121779+0.0389323j -0.0131173-0.0217917j 0.0470373-0.0594705j 0.0393666+0.00118022j 0.0168756-0.0220782j 0.0487487+0.0127427j -0.0477601-0.00861441j -0.00676923-0.0127457j 0.0707135+0.0390621j -0.0430055+0.0254016j -0.0119075-0.0183606j 0.0147732-0.0102505j 0.070654+0.00496322j 0.0359228+0.00684519j 0.00403984+0.0627747j 0.0355623+0.00637748j -0.0550938-0.0196074j 0.0043459+0.0608064j 0.064781-0.0378569j 0.0504306-0.0153231j -0.054952+0.0289587j 0.0337205+0.0342573j -0.0200778-0.0326178j 0.0188737+0.0183218j -0.0101819-0.0365223j -0.0368928+0.00168193j -0.0170052-0.0339988j -0.0240982+0.0127163j 0.0384176+0.0407288j 0.0297535+0.0247917j 0.0427664+0.0377774j 0.0159475-0.00564579j 0.0457019-0.0236898j -0.0158982-0.0284911j -0.0612786-0.021841j 0.00236956+0.026557j 0.011212+0.0120232j -0.0519252-0.0487401j -0.0219548-0.00882433j 0.0574755+0.0465503j -0.0199071-0.00677892j 0.00507761-0.0145233j 0.00429253+0.0155508j 0.0374447+0.0237841j -0.0108824-0.00381587j 0.0094711-0.00830598j 
0.00643594-0.00784356j -0.0103215+0.00612213j 0.00728221-0.0156384j 0.00593121-0.0242799j 0.000244722-0.0125066j -0.00569039+0.0055519j 0.0329509-0.0147126j 0.00689595-0.00286071j -0.00790956+0.0349321j 0.0180997+0.0226233j 0.00771217-0.0265809j -0.0475048+0.0166491j -0.000311142-0.02146j -0.0419577+0.0189678j -0.0126756+0.0234111j 0.0300457-0.0322826j 0.0188476+0.00229389j 0.0582372-0.0251051j 0.0246201-0.00431219j 0.0186073-0.0082153j -0.0100698+0.0245193j -0.0337256+0.0117654j -0.0017681-0.0200813j 0.004799-0.0192186j 0.011265-0.029582j -0.0127885+0.0197782j -0.0118297-0.013397j -0.0279825+0.023762j -0.00185445-0.0100492j 0.0128331+0.026213j 0.0397845+0.0147072j -0.0316886+0.00976806j 0.0299811-0.0261467j -0.0276792-0.00949814j 0.0276422-0.0186512j 0.0258644-0.0249404j 0.0212288-0.0265519j 0.00486474-0.0177131j 0.00528771-0.002961j -0.0020386+0.00624797j -0.0177048-0.018585j 0.00861792+0.00886224j 0.0130546+0.0267374j -0.0324957-0.01135j -0.0242645+0.0368395j 0.00513081-0.00504206j 0.0098925-0.0123654j -0.0259784-0.0202333j 0.015244-0.0178796j -0.0256996-0.0315799j 0.00414275-0.0267584j 0.0115268+0.0466195j 0.0146435+0.00997631j 0.00974414-0.0441591j -0.0194122-0.0109895j -0.015833+0.0473271j -0.00046147+0.00951622j -0.0225027+0.0542564j 0.0363568-0.0199421j 0.0198635+0.036512j 0.022233-0.0071327j 0.0121084-0.0149038j 0.0405403-0.0127851j 0.00222611-0.019339j -0.057678+0.0136737j -0.0387084+0.0179337j 0.0117016-0.0281016j 0.00743712-0.011542j -0.0520666+0.0648399j -0.000710294-0.0533707j 0.0192814-0.0269329j -0.0116168-0.0196667j 0.0253981+0.042252j -0.0156215-0.0101279j 0.0431978-0.0544688j 0.0547692-0.0122119j 0.00494336-0.0378744j -0.00359252+0.00929894j 0.0355343+0.021729j 0.00563324-0.0690088j -0.0214393-0.019466j 0.0135411-0.0346606j -0.00436912-0.0166837j 0.0483-0.0144524j 0.0017024+0.00226472j -0.0345775+0.0289451j 0.0149309-0.0148733j 0.0275042+0.025199j -0.0372805-0.0172111j 0.00261921+0.0103137j -0.00423783-0.00882374j -0.0204002+0.0263956j -0.00482096-0.00554001j -0.000534601+0.015144j -0.00613236-0.00169348j 
-0.00546271-0.000810708j 0.00629466+0.0015971j -0.0028415+0.0217369j -0.00206401+0.0120826j -0.00338165-0.00640318j 0.00357517-0.00301084j 0.0202287+0.0235455j -0.0159242-0.00937991j 0.00882203+0.00205394j 0.00798209-0.0212057j 0.0136841-0.0227937j -0.00592029+0.0127239j 0.0271501+0.000368131j -0.000326339+0.0100502j 0.0323955-0.00505453j 0.0279842-0.0643407j -0.00516904-0.0141089j 0.0162607+0.013646j 0.0013249-0.0326372j -0.0409051-0.0160281j -0.00223647+0.0161104j 0.0245995-0.0213988j -0.022046+0.0105658j -0.030044-0.0270823j 0.0145522-0.0140041j -0.0421453-0.0210667j -0.0382886-0.0272186j 0.0115342-0.0229579j 0.0251336-0.00771361j 0.00169768-0.0188185j 0.0114875+0.0299678j 0.0209395+0.0251662j -0.0253912+0.0285797j -0.0445018+0.0180849j 0.0239447-0.0151515j 0.00541823+0.044485j -0.0413725-0.00690398j 0.0322417+0.0125944j -0.0528155+0.000430207j 0.0384376-0.0369367j -0.00250868-0.0206619j -0.0292303+0.00662035j -0.000709563-0.0268555j 0.00233807-0.0293618j -0.0122908+0.00518547j 0.0690452+0.0255237j -0.0185991-0.0192407j 0.0201582-0.0295106j -0.0150788-0.0168767j 0.045074+0.000307824j -0.00247664+0.0195643j -0.00543206+0.0130602j 0.00111334+0.00942921j -0.00435302-0.0399857j 0.0123577-0.0513976j 0.0286595+0.00997811j -0.0141044-0.0376855j 0.0312391+0.0160107j 0.00276096+0.0648207j -0.0370533+0.0110227j 0.0570393+0.0235214j 0.0728358+0.0206313j 0.00565475-0.0503426j -0.0850964+0.0384799j 0.0569336+0.00850802j 0.0126153-0.00335118j 0.000915366+0.00404986j 0.0135051+0.0177947j 0.007577-0.0131343j -0.0198376-0.014278j -0.00816382-0.0192832j -0.0468239-0.0234199j -0.0050422-0.0110348j 0.0396804+0.0193998j 0.042756-0.0299251j -0.00144016-0.00951427j -0.0277123-0.00478409j -0.0270235-0.00539685j -0.0148339+0.0140776j 0.000713647+0.0408339j 0.0384215+0.00395327j -0.0512047-0.0341578j 0.00409244+0.00975724j -0.0102198+0.00666261j -0.0156983-0.000864426j 0.00278947-0.0225707j -0.0171198-0.00287772j -0.0383152+0.00345854j -0.0123773-0.00504364j 0.00813177-0.000205962j 0.00213766+0.0144646j 0.0159488+0.000597341j -0.0186221-0.00439895j -0.00381282-0.000888676j -0.00309801+0.00488403j 
