0.000729497+0.0132119j -0.0232518+0.0245936j 0.00930301+0.00697906j 0.030064-0.00163395j -0.00341877+0.0556351j 0.0242272+0.00526206j 0.0280484+0.0121178j -0.0193412-0.0232533j 0.0341032-0.0293969j 0.00151157+0.0229917j -0.0105936-0.0301268j -0.00576444-0.0455741j 0.0187109-0.0187581j -0.0120227+0.0392939j -0.0307111-0.0410639j -0.0036127-0.0359585j 0.0125912-0.00735806j 0.00257591-0.0215067j 0.00522288-0.0303948j -0.00470523-0.00883703j -0.00385896+0.0322417j 0.0295154-0.0206571j -0.00844542+0.0251445j 0.0380563+0.0215431j 0.0150665-0.00813245j 0.0025667-0.0348817j 0.066668-0.0285023j -0.0601554-0.0350803j 0.0353235+0.0435653j -0.00526216+0.0176929j -0.00418294-0.00316896j 0.00860914+0.0618712j 0.00594746+0.0421688j -0.0222674+0.0337643j 0.0499527-0.0365605j 0.0276425+0.0399712j -0.0387096+0.0111112j -0.0220197-0.00332744j 0.0123021-0.00742424j 0.0217164-0.0365143j -0.0185172-0.0365222j -0.0135974+0.0753441j 0.017398+0.00222756j 0.0640169-0.0142006j -0.066988-0.0549972j 0.0158814-0.0380094j 0.0177902+0.0241725j -0.0174411+0.0241607j -0.00902588+0.0112148j -0.060708-0.0309212j -0.075038+0.00754207j -0.0778409-0.0152047j -0.022861+0.0372488j 0.00709665-0.0461793j 0.00485101-0.0451087j 0.0548303-0.0737181j 0.0641504+0.0504548j -0.0899982-0.0227436j 0.0179609+0.0288085j -0.040453+0.0881829j 0.042282+0.0651673j 0.012428+0.00644558j 0.0295089+0.0297845j 0.00583227-0.0325555j -0.0164042-0.0297059j -0.0200942-0.0389588j -0.0600022-0.0499244j -0.0992798+0.0504337j 0.0115079-0.0409002j 0.0170721-0.0277465j 
-0.00125761+0.00744859j -0.00465269-0.0011946j -0.000374053+0.00733059j 5.23672e-05-0.00595388j 0.00852482+0.00677168j 0.00890377-0.0064307j -0.00341487+0.000600471j -0.00583627+0.00136958j 0.00219349+0.0104607j -0.00297971-0.00656887j 0.00184762+5.2062e-05j -0.00382022+0.00497819j -0.01838-0.00974036j -0.00123882-0.00225471j -0.000210746+0.000301922j -0.00741383-0.0029408j 0.00529392+0.00232239j -0.00666931-0.0170682j 0.00837089+0.0051547j -0.00756896-0.00794769j -0.00763662+0.00588929j 0.00169816-0.000568026j 0.009375-0.00812608j 0.00138854-0.00617764j -0.00584917+0.00687521j 0.00435004-0.0144659j -0.000158125+0.00317717j 0.00836303+0.0055995j -1.46654e-05-0.00363647j -0.0079195+0.00596368j 0.00903219-0.00188707j -0.000538207+0.00270293j 0.00563953-0.0114107j -0.00315914-0.00108142j 0.00079181-0.00404106j -0.00483024-0.00913364j -0.00276975-0.0154465j 0.00531555+0.0119964j 0.000421194+0.00978851j -0.00774115+0.00314425j -0.00427572-0.00525257j -0.0132771-0.00310212j -0.0123144-0.0051188j -0.00976931+8.27818e-05j 0.00630694+0.00269085j 0.00476063-0.0112923j -0.00361227+0.00306758j -0.0149041+0.00569406j -0.00478182+0.00159725j 0.00532278+0.00145719j -0.00450432-0.0054109j 0.00369863+0.00873664j 0.00209676-0.00806824j -0.00366638-0.00604526j -0.00113279+0.00985817j 0.000856095-0.0157232j 0.0042769+0.0121209j -0.00357495+0.0093585j -0.0118111-0.00345645j 0.0011025+0.0146178j 0.00646151-0.00412449j 0.00164333+0.0017045j -0.0089918+0.00452788j 0.0120317-0.00512522j -0.00126004-0.000326364j 3.62389e-05-0.0197778j -0.0100428+0.00068698j 0.00062871-0.0014323j 0.000604302-0.00349284j -0.00181841-0.00622381j 
0.00255311-0.00465895j 0.00631418-0.0023715j 0.00360726-0.00211038j -0.00539127+0.00190018j 0.00683498-0.00705996j -0.00970834-0.00469491j -0.000363862-0.000607439j -0.00751758-0.00733662j 0.00893158+0.000101741j 0.0033954+0.0007907j 0.00158465-2.09402e-05j 0.00359438-0.0131331j 0.00161847+0.00283859j 0.00832466+0.00311996j -0.00422763-0.00291724j 0.010001-0.00474134j -0.00912022+0.00845513j -0.000188546+0.00531446j -0.00322251+0.00535988j 7.98533e-05+0.000440177j -0.0179765-0.00843334j 0.00576146-0.00213372j 0.0117189-0.0147128j 0.00528676+0.00655386j 0.0225403-0.00611245j 0.0120574+0.00086181j -0.0171448+0.00520641j 0.011647-0.00492935j 0.00391064+0.000931946j -0.00351637+0.00280162j -0.000765329+0.0155811j 0.00213178-0.00937041j 0.00369666-0.000580897j -0.00537251-0.00725519j -0.00823665+0.00413387j -0.0106196-0.000529983j -0.011184+0.000739333j 0.00598301-0.00898392j 0.0138584-0.0119236j 0.00845645+0.00539757j -0.00170943+0.000454701j -0.0106234-0.00337997j 0.00304443-0.0116382j 0.00292688+0.00495273j 0.00244476+0.00379834j -0.0115136+0.00906361j 0.0047655+0.00479984j 0.0144916-0.00240289j 0.0104153-0.00216624j -0.00574215-0.00359156j 0.0101782+0.00394168j 0.00648545+0.0047045j -0.0014516+0.00718512j 0.00245592+0.00183065j -0.000226371+0.00194418j -0.00281384+0.000302728j -0.00951109-0.0113268j 0.00335531+0.00296997j -0.00937597+0.0169561j -0.00793942-0.00930538j 0.00228748-0.00276656j -0.00234459+0.0141741j 0.00741522-0.00229102j -0.0186977-0.00541355j 0.00472559+0.00631297j 0.00849683-0.0181527j 0.00393532+0.00459316j 0.0031734-0.000621657j -0.00216027+0.00571881j -0.000597856+0.00515284j 
-0.00225696+0.000291589j 0.000319242-0.003177j 0.00716748+6.56384e-05j -0.00480419-0.000319814j -0.0121182-0.00621023j -0.00308232+0.00204192j 0.00182653-0.00446231j 0.0113632+0.00680828j 0.00200867+0.00629447j 0.00594974-0.00135473j 0.00808351+0.00428513j -0.00184059-0.00793639j 0.00218351+7.10823e-05j 0.00291883-0.00559404j 0.00966929+7.73885e-05j 0.00430545+0.000762618j -0.00483461+0.00633431j -0.00551497+0.00848537j 0.00615987-0.00556732j 0.00429513-0.00203735j 0.000714523-0.00581242j 0.00204653-0.00170153j 0.00917974-0.00251519j 0.012979-0.00973165j -0.000310285-0.00192707j 0.00552898-0.0038305j -0.00663575+0.00471454j 0.00425133+0.00892795j 0.00222103+0.0200552j -0.00337311+0.0102561j -0.00906266+0.0123854j 0.0023708-0.00203597j 0.00383214+0.00680122j 0.00825967-0.00198108j -0.0113178-0.00281546j 0.00426001+0.00808406j -0.00550947-0.00513036j 0.00486164-0.00346843j 0.00607911-0.00880712j 0.00680645+0.00292515j -0.00262888-0.00417248j -0.00798818+0.00495439j -0.00610303-0.00119709j 0.00271751-0.000375697j 0.00441548+0.00201312j -0.0115383+0.0203953j -0.0011479+0.00560122j 0.00317382-0.00602353j 0.000423819+0.00432539j -0.00807072+0.00654988j 0.00897553-0.0117112j -0.0014742+0.00329124j 0.00536004+0.00764456j 0.00765782+0.0116274j 0.00143815-0.00326625j 0.00831673+0.00762461j -0.000111585-0.00432774j -0.00261853-0.0100212j -0.00741982+0.0088087j 0.000343962+0.00258051j -0.00214728-0.00762417j -0.00164154+0.00905446j -0.00674238-0.0046316j 0.0167077+0.0102344j -0.00522606-0.0016296j 0.00354068-0.01093j 0.00180031+0.00331244j 0.00640847+0.00125796j -0.000547611+0.00267116j -0.00236504+0.000995443j 
0.000946003-0.000641853j -0.00167885+0.0013037j -0.00309294-0.000838353j 0.00814252-0.00267988j 0.00567833-0.00938664j 0.0107155-0.00303953j 0.00456586+0.0036182j -0.00507142-0.00458623j -0.0090024-0.00174473j -0.010116-0.00358172j -0.005351+0.0053756j 0.00230102-0.00295304j -0.0040865-0.00567456j -0.00214066+0.000373205j -0.0102808+0.00231938j 0.00847667-0.00616268j 0.00613455+0.00608088j 0.00833511-0.00656956j 0.00602218+0.00724139j 0.00569746-0.000440771j -7.67473e-05-0.003805j -0.00087792-0.0115539j 0.0050283-0.00685656j 0.00820352+0.00148171j 0.0199378-0.00886195j 0.00274525+0.00360812j 0.000802536+0.00132211j 0.0106867-0.00113939j -0.00854938+0.0138763j 0.00239797-0.0136509j -0.000186455+0.00203863j -0.0162899+0.00673898j -0.00263126+0.00342759j -0.000324147-0.00088611j -0.00378275+0.0162116j 0.00717216-0.00550723j -0.00792971-0.000330936j 0.00390681+0.00816644j 0.0090686+0.00828973j -0.0132832+0.00740089j 1.93322e-05+0.00205207j 0.0015199+0.00785412j 0.00808806+0.00834334j 0.000181364-0.00472196j -0.00253384-0.00617324j -0.00680843-0.00385233j 0.00355257-0.00208247j 0.00188061-0.0124026j -0.00204244+0.0191568j -0.000591793-0.00589072j -0.00406234-0.00215372j -0.00028946+0.00216413j 0.00136961-0.003327j -0.00172135-0.000695166j -0.003992+0.00423373j -0.0141525-0.0104651j -0.000969695+0.0072384j -0.00233832+0.00848742j 0.0205214-0.00173886j -0.00233716+0.00339125j 0.0158737+0.00613185j -0.0168178+0.000275224j -0.0045825+0.00159172j -0.00704528-0.00191399j 0.0102952-0.00381313j 0.00967783+0.00642505j -0.0080098-0.00237192j -0.0247838-0.010731j 0.00751903+0.000514247j 0.00488072+0.00443956j 
0.000957956-0.000719852j -0.00156765+0.000333644j -0.00089341+0.00280979j 0.000985476+0.000504993j 0.0142202-0.00146757j -0.00453792-0.000578956j 0.00114984+0.00123143j -0.0189252-0.000141809j 0.00334078-0.00692896j -0.00248012-0.00213921j -0.00590052-0.00228926j -0.00320628+0.00204942j -0.00256044+0.0102624j 0.00424734+0.00147591j -0.00775341-0.000479365j 0.000459023-0.000658154j 0.00253685+0.00656952j -0.00257024-0.0103918j -0.0117496+0.00869962j -0.0074207+0.000850438j -0.00971165+0.00813925j -0.00123858-0.00102623j -0.00397313+0.00161746j -0.00300714+0.0125568j -0.00445526+0.0121652j 0.00377734-0.00102006j -0.00246787+0.00722653j 0.00304487-0.0165575j -0.00595069-0.0285509j -0.0017978-0.00412639j 0.00183099-0.00149831j 0.00440448-0.00540835j -0.0011054-0.00376923j -0.000420075-0.00312185j 0.00122757+0.00112622j -0.00561461+0.0038509j -0.00358377+0.00541154j -0.00850111+0.000704146j -0.00427156+0.00398127j 0.00254-0.000408261j 0.00452442+0.00646144j -0.00694481-0.0113901j 0.000558305-0.00414097j 5.79337e-05+0.00227672j 0.00161972-9.18823e-05j 0.00671845-0.0129705j -0.00344514-0.000291644j 0.00967897+0.00742829j 0.00426572-0.0176849j 0.00211405-0.00470649j 0.00555042+0.00148312j 0.00538011-0.00164387j -0.00112516+0.00367229j -0.00944184-0.0091307j 0.000527789+0.00463005j -0.0138352-0.00353692j -0.005417+0.00163422j 0.00284162+0.00349337j 0.00879125-0.00100626j 0.00152752+0.00115923j 0.00060887-0.00255609j -0.00902216-0.00517487j 0.0168667-0.00100708j -0.0121739-0.00304152j -0.00164195+0.00350901j -0.00310316-0.00777631j -0.00215858+0.00186538j -0.000269852+0.00232967j 0.000190603-0.000823689j 0.00120385-0.00488398j 
0.000599161+0.000628395j 0.00115511-0.00127905j -0.0103738+0.000443548j 0.00236766+0.00773315j 9.62482e-05+0.00245368j 0.00928659+0.00451595j -0.0110076+0.00540248j -0.00154681+0.00657718j 0.0036104-0.0110777j -0.00835554+0.00316276j -0.00743583-0.000895367j 0.00259705+0.000812427j -0.0127844+0.011656j -0.00812335-0.000633583j 0.000776349+0.00786216j -0.00490473+0.00090814j 0.00599727+0.00351657j 0.0104446+0.00192459j -0.0062731-0.000969083j 0.00659097+0.00219926j -0.000709343-0.000585702j -0.00312984-0.0221284j 6.78961e-05+0.0026521j -0.0151903+0.000199467j 0.001259+0.00222544j -0.00497429-0.000603083j 0.00456638+0.0121093j -0.00973721+0.00217246j -0.00216013+0.00460653j 0.00502663-0.0136856j -0.00387044+0.0007335j 0.0122683+0.000201785j -6.441e-05+0.00847618j -0.00395074+0.00505949j -0.00443679+0.00623037j 0.000737935+0.00860076j 0.00960334+0.00082276j 0.0101133+0.000487873j -0.00887506+0.00585476j -0.00145941+0.0114818j 0.00834474-0.00402705j -0.00264437-0.00728788j 0.00186633-0.0120752j -0.000563096+0.000701321j 0.0105197+0.00455273j -0.000588528+0.000527366j 0.00215473+0.00173742j -0.00119382-0.00489008j -0.00506001+0.0264155j 0.00976535+0.000456783j 0.00566842+0.00168137j -0.00254913-0.00182766j -0.00128826+0.000903295j -0.00515723-0.00291325j 0.00501264+0.0135674j 0.00143925+0.00706418j 0.00152265+0.00461668j -0.00254882-0.00961966j 0.00103256+0.00407277j 0.000854686-0.00460725j 0.00157905+0.00526939j -0.00293133-0.00366551j -0.0103071-0.00735922j 0.000613871-0.00887796j 0.00973963-0.00596498j -0.00844317-0.00785701j 0.0070716+0.00443513j 0.00887284+0.00303063j 0.000803697+0.00277331j -0.000350758-0.00380857j 
0.00304528-0.000594255j -0.000138959-0.000189965j -0.00927319+0.00073443j 0.00212493+0.00214556j 0.00646773-0.00553238j 0.00485902+0.000875636j -0.00655876+0.0040598j 0.00138028+0.00189729j 0.00379694-0.0116321j -0.0184587+0.000945415j -0.00440471+0.00342394j 0.00103928-0.00469146j -0.0059382+0.0121521j -0.00323315+0.0021216j 0.000843834+0.000461491j 0.00475702-0.00720312j 0.00734212+0.00793912j 0.00402506-0.00390541j 0.00101829-0.00426412j 0.000792374+0.00341128j -0.00308446-0.0061609j -0.00898375-0.020571j 0.00364847+0.000691558j -0.00530879+0.0013813j 0.00161854-0.00507425j 0.00357783+0.0019027j -0.00335554+0.00923551j 0.000396165+0.000842437j 0.00458855-0.00648395j -0.00342607-0.0111192j -0.00310646+0.00623605j 0.00202383-0.00271887j 0.00140381+0.00610489j -0.00321422+0.00474457j -0.000517171+0.00726956j 0.00470727+0.00729387j -0.000507735-0.00109574j 0.000927421+0.00125957j 0.00112902+0.00522412j -0.00151481+0.0106628j 0.0082534-0.00167969j -0.000930704-0.00113708j 0.00719159-0.00332701j 0.0107655+0.00500357j -0.00979302+0.00148359j -0.00203489+0.00225387j 0.00111439+0.00294951j -9.43654e-05-0.0088528j 0.00579023+0.0233412j 0.00266934+0.000805727j -0.0015536-0.00306412j -0.00134884-0.00133835j -0.000688886+0.0029121j -0.00248569-0.00257178j 0.00102959+0.00740025j -0.00513356+0.00533604j -0.00234565+0.00272054j -0.000203609-0.00611712j -0.00059755+0.000799064j 0.00275637+0.000191493j -0.00234511-0.000131992j -0.00265363-0.00358825j -0.0156449-0.00209045j -0.000998999-0.00574856j -0.00238997-0.00739997j -0.00162717+0.00276259j -0.00226493+0.00262301j 0.00771361+0.0031942j 0.00113939+0.00175694j -0.000418352-0.00199791j 
-0.00362724+1.2344e-06j 0.00113834-0.00107318j 0.00059243-0.00463368j -0.00115348-0.000686488j 0.00177991+0.00534263j 0.00122948+0.00475543j 0.009087-0.00637745j -0.0132106-0.00377539j 0.00882954+0.0144951j 0.00755118+0.00513988j 0.0075531-0.00563651j 0.00944413+0.00684034j -0.0044435-0.0052641j -0.00385867-0.0076267j 0.00498559+0.000857384j 0.0176253-0.00346121j -0.00216651-0.00250289j 0.000151944-0.00242184j -0.0022417+0.00475786j 0.00353168+0.00751958j -0.00372378-0.0084975j -0.0116404-0.00583048j 0.0133173-0.00467327j -0.00128868-0.00424385j 0.00539007-0.00780679j -0.00408437+0.00954401j 0.00953746+0.00587051j 0.000383832-0.00463196j 0.00674179-0.000971237j 0.00988414+0.00619675j -0.00288444+0.00744627j -0.00210444-0.00407337j 0.0203046+0.0125641j -0.00161847+0.000613062j -0.00623972-0.0172793j 0.00264589+0.0001202j 0.0111602-0.00276665j 0.000337481-0.00605239j 0.000440507-0.000478512j 0.0142538-0.00148154j 0.000892179+0.00505983j -0.00240649+0.00475253j -0.00788755-0.000480802j 0.00638967-0.000856561j -0.00509909+0.00177905j -0.00875518+0.00110234j -0.00388625+0.00453245j 0.00857796+0.00235284j -0.00109435-0.00627538j -0.000402387+0.00721129j 0.010195-0.0140526j 0.00556535+0.00272924j -0.0112064+0.00620361j 0.00517029-0.00408464j 0.0034584-0.00805807j 0.0106417+0.0012053j 0.00141174-0.00270124j 0.000204387-0.00862191j -0.0135308-0.000631586j -0.00105924-0.00264274j -0.00589119-0.00959015j 0.00802315+0.00832151j -0.00179546+0.00702059j 0.0231297-0.00303204j -0.00789166+0.00832351j 0.00342327+0.00639925j 0.00352309-0.00547843j 0.012791+0.00215726j -0.00223083-2.58427e-05j -0.000765287+0.00233493j 
-0.000493995-0.0020572j -0.00222675+0.000631591j 0.00281146+0.00678055j 0.0049716-0.00462102j -0.0158398+0.00194136j 0.00285867-0.000801015j -0.00547738+0.0027116j -0.000900158-0.0094431j -0.00627114+0.0089916j 0.00710555-0.00488173j -0.00194108-0.0061246j -0.00478786-0.000179778j -0.00656482-0.00986561j 0.0149674+0.00682381j 0.00467366+0.00313582j -0.0062752+0.00743498j 0.00308187+0.0123303j 0.00740573+0.0127131j -0.00480485-0.00258989j -0.00539562-0.0053509j -0.00941953+0.0121307j 0.000407234+0.0149553j -0.00976558-0.001556j 0.0120569-0.00307135j 0.0115359+0.00119565j 0.00460578-0.00717547j -0.00352869-0.00875781j 0.0128651+0.00477051j 0.00328704+0.00507165j 0.000723501-0.00190945j 0.00281548-0.00131485j -0.00295081-0.00524016j 0.000421722-0.00472976j 0.00113882-0.00239451j 0.00296477+0.00925309j 5.82329e-05+0.00878795j -0.00812858-0.000389279j -0.00613396+0.00633862j -0.0082176-0.00245519j -0.00669113-0.00210475j -0.00290036+0.0053278j -0.00278803+0.0029364j -0.00535124+0.00203707j -0.00103505+0.00649643j -0.00163194+0.000176745j -0.00666249-0.00218477j 0.00271164-0.0108675j -0.00258526+0.00478149j -0.00226587-0.000322012j 0.000992316-0.00610312j -0.00456394+0.00803314j -0.00130662-0.00977633j 0.0103697-0.00461413j 0.00580324+0.00445514j -0.00457551+0.00163847j -0.00399808-0.00936158j 0.00527975+0.00895069j 0.00126036+0.00762314j 0.00948061+0.0033953j 0.000760967+0.00273877j 0.00493734-0.00049074j -0.00531758+8.60204e-05j 0.00638099-0.00210674j -0.0207162-0.00026713j 0.0112379-0.00156891j 0.00253803+0.00776734j -0.00612267-0.00294872j -0.00528487+0.000761471j 0.000615802-0.00474383j -5.59877e-05-0.000737146j 
-0.00160343-0.00116506j -0.00264698-0.0046753j 0.00530156+0.00222538j -0.00455698+0.00654365j 0.00275082-0.00612921j -0.00560648+0.00477678j 0.00942905-0.00513464j 0.0057181+0.0138357j -0.00180732-0.00988823j 0.00274198-0.00632567j 0.00865668-0.00615552j -0.00624521-0.0114776j 0.00581838+0.00358407j -0.00599343-0.00210443j 0.0087145+0.0030342j -0.00392666+0.0100565j -0.0106616-0.0119557j 0.0276661-0.000144699j -0.00649445-0.00107739j -0.00130481-0.00632512j 0.00630322+0.0064305j 0.0102444-0.0013393j 0.00202828-0.00265961j -0.00994742+0.00379601j -0.0100603+0.00486779j 0.0050248-0.00310497j 0.0084805-0.00292285j -0.00754757-0.00153846j -0.00377307+0.00320246j -0.00530572+0.00376776j 0.00342243-0.00220205j -0.00140182+0.00227417j -0.00997434-0.000499817j 0.00900464-0.00163563j -0.00184476-0.00821714j 0.0078715-0.000271543j -0.00317458+0.00860111j 0.00746546+0.000339889j 0.00682733+0.00726787j -0.00509005+0.0138414j -0.00208171+0.00701377j 0.00482668-0.00301511j 0.00733264+0.00120977j 0.00288715-0.00851374j 0.00504654-0.01169j 0.0162335+0.00277642j 0.0012702+0.00175124j 0.00120494-0.00704665j -0.00340727-0.00459315j 0.0126347-0.00868968j -0.00869804-0.00890985j -0.0029286-0.000360062j 0.00315891+0.00428533j -0.000309736+0.00377191j -0.00933805-0.00191751j -0.0110594+0.000182059j -6.88637e-05-0.00501333j -0.00044184+0.00803272j -0.000587991-0.00599278j 0.00189068+0.00244699j 0.0033371-0.000589407j -0.00218476-0.00444514j 0.00429487+0.00740945j -0.0190538+0.00382728j 0.00508497+0.00256013j 0.00163772-0.0197658j -0.00187701+0.00784636j 0.000268618-0.00155179j 0.00511934+0.00215749j -0.000983171-0.00256541j 
-0.00516231-0.00213077j -0.00454973+0.00136831j 0.00291766+0.00477678j 0.00247232-0.00153037j -0.00417964-0.0162505j 0.00959861-0.00367422j -0.00156606-0.00148515j 0.0017003-0.00921316j 0.0124237-0.00737123j 0.000640035-0.00150026j 0.00303256-0.00261946j -0.00629487-0.00110997j -0.00626638+0.000603873j -0.00276013+0.00980813j -0.00961408-0.0134553j 0.00630762-0.00152845j -0.0133133+0.00377708j 0.00300808+0.010737j 0.000347025-0.00652943j -0.0172947-0.000894086j -0.011201+0.0038953j -0.01006+0.00591732j 0.00792442+0.00196999j 0.0136396+0.00194024j 0.00302211+0.00373431j 0.00721103+0.00676999j -0.00663837-0.000316376j 0.00410732+0.00875499j 0.0124375-0.0116262j -0.000911186-0.00595443j -0.000885993+0.00767125j 0.0015141-0.0118437j -0.00025554+0.00425882j -0.00434788+0.00693439j 0.00189421-0.00343898j -0.0103369+0.00640132j 0.00630719-0.0107893j -0.00914932+0.000193944j -0.0135463-0.00157232j 0.0099209+0.00228127j 0.0105082+0.00566214j 0.00610421+0.00875999j -0.00993709+0.00508685j 0.00411499-0.00283593j 0.00898991+0.0137967j 0.00324813-0.003635j -0.00831609-0.0181615j -0.00143257-0.00056266j 0.000623626+0.00476741j 0.010071-0.00754003j 0.000564324+0.00193228j 0.0080983-0.00990381j 0.00309303+0.00359015j 0.0110347-0.00349975j -0.0014381+0.00268417j 0.000702615-0.00181042j 0.00978455+0.00954673j 0.00510548-0.00708562j -0.00539489+0.00856355j 0.00129483-0.00109441j -0.0104214-0.00876636j -0.000132265+0.00453178j -0.00931447-0.00224329j -0.0111151-0.00454571j 0.00721618-0.00813332j 0.00935198+0.0282099j -0.00284453-0.00425034j 0.0154227+0.00480212j -0.00306492-0.00255428j -0.000850409-0.0044235j 
0.00494709-0.00326033j 0.00172934+0.00199218j -0.00303778+0.00299706j -0.000286816+0.00206868j -0.0074291+0.0144989j -0.000829142-0.000840828j -0.00795957+0.00415824j -0.00142414-0.00968504j -0.00165719+0.00348786j 0.00200409+0.000654809j -0.00720409+0.00384113j -0.00265675-0.00160132j 7.44189e-05+0.00415676j 0.0139438+0.000475161j 0.00496313-0.00643111j -0.00769973+0.00269602j 0.010521+0.00789378j -0.00548735+0.010129j -0.0158098-0.00399628j -0.00197562+0.00235464j -0.00238288+0.00401485j -0.00789052-0.000272244j -0.0101164+0.00301482j -0.0156751+0.000215314j -0.00132749-0.000659686j -0.00403064-0.00678437j -0.00519436+0.00109572j -0.00833239+0.000852289j 0.00720748-0.0082199j -0.00232606-0.00331983j -0.00041569-0.000747281j 0.0183773-0.0094549j 0.00790637-0.00179319j -0.00421296-0.00109559j -0.00816391+0.000976725j 0.000958363+0.00910701j 0.00129342-0.00220217j 0.00254598-0.0036525j -0.00779469+0.00144156j 0.00161268+0.00276787j -0.00137352-0.000504039j -0.0102485-0.0162613j -0.0101497-0.0149599j 0.0130121+0.00512257j -0.00206481-0.00106892j -0.00397093+0.000141654j 0.0146375+0.00230161j 0.00775245+0.00755302j 0.00286961+0.00299166j -0.00381252+0.00307072j 0.0026634+0.0171958j -0.011831+0.00156414j 0.00369965-0.00348673j -0.00432429-0.00342036j 0.00220915+0.00559246j 0.0061988-0.000860626j 0.00483168+0.000298145j -0.00862145-0.0103921j -0.014125+0.00454086j -0.00299187-0.000596337j -0.0035+0.00045757j 0.00130246+0.00177588j -0.00222708-0.00368047j -0.00631781-0.0014224j 0.00138838-0.00506011j -0.00559077-0.0241928j 0.00126521-0.000378574j 0.00947514+0.00859216j -0.00383393-0.00404663j -0.00217672-0.00141544j 
-0.00356067-0.00437989j -0.00314997-0.00829166j 0.00255466-0.00242772j 0.00290536+0.00720192j -0.00584502-0.00514945j 0.00239577+0.00256686j 0.00521923-0.00104837j 0.00547562+0.00682461j 0.00244536+0.00215122j 0.00955722-0.00036607j 0.00643564-0.0080462j 0.00332385-0.00363682j 0.00142115+0.00416811j -0.00343529-0.00760652j 0.0137315-0.0100833j -0.003285+0.00514416j -0.010063-0.00432696j 0.0195256+0.00695574j -0.013606+0.00112925j -0.00460649-0.0041368j -0.00427515+0.00401183j -0.00887824+0.00756789j 0.0101469-0.00182794j -0.0119776-0.00123577j 0.00223872+0.00497267j 0.00377822+0.00823894j 0.0087289+0.00466034j -0.00500524+0.000915679j 0.00201399+0.000421758j -0.00382366-0.000405562j 0.00220881+0.00750427j 0.00898856-0.00370375j 0.00541999-0.000304136j 0.0074913+0.00223223j -0.00927118-0.0110823j 0.00349688-0.00366115j 0.015303+0.00404836j 0.0133826-0.00327535j -0.00299749+0.0044336j 0.00696203+0.00808494j 0.00443936+0.00443655j 0.00161849-0.00801393j -0.00602164-0.00479037j 0.000396188-0.0158483j 0.00885382+0.0044616j 0.00589166+0.00823589j 0.00567297-0.00686141j 0.00927384-0.00112699j -0.0049958-0.00124637j 0.0152101-0.00814162j -0.00306471-0.0058174j 0.00123847+0.000804172j -0.00171428+0.00560722j -0.000863505-0.000276158j -0.00572513+0.00460259j -0.000125815-0.00032696j 0.00403141-0.00244862j -0.00277349-0.000502489j -0.0154266-0.00100393j -0.00276467-0.00567133j -0.00385553-0.0128618j 0.000412556+0.00554035j -0.000938715+0.00964902j -0.0137365+0.000704743j 0.00824783-0.00141023j 0.0045463-0.0163316j -0.00135456+0.00476586j 0.0139585-0.000746911j 0.000915342+0.0035691j 0.00109754-6.64325e-06j 
0.00296578+0.00541382j -0.00371896+0.000404875j -0.000511893+0.0113507j -0.00780961-0.00277504j 0.0102445-0.00323654j -0.00261712+0.0068957j 0.0248152-0.00169032j -0.0133275+0.00795995j -0.00170813+0.0174621j 0.00591049-0.000704824j 0.0173568+0.0137779j -0.0174737+0.00209754j 0.00457667-0.00951788j -0.0039241-0.0036244j 0.0017773+0.0111991j -0.00403277-5.74432e-05j 0.00144889-0.00748866j 0.0235825-0.000167328j 0.0126773+0.0019444j -0.000467948+0.00277115j -0.0170855-0.00624882j -0.0129303-0.0176219j 0.00523315-0.00507206j -0.0024078+0.00933598j 3.56986e-05-0.00179569j 0.00594448-0.00725107j 0.0014513-0.00304853j -0.00558647+0.00615695j 0.00995961+0.0047529j 0.000595036+0.00149767j -0.00727426-0.00654349j -0.00638362-0.00903138j 0.0117841+0.00213936j -0.0124683-0.00498126j 0.00538524+0.0109797j 0.00399756+0.00502995j -0.00397014+0.00861418j 0.00376555-0.00245577j -0.00680434-0.00640386j -0.00444879+0.0116166j -0.00520754+0.00674519j -0.00733157+0.0147242j 0.0085924-0.0178594j 0.0161186+0.0233567j 6.25656e-05+0.00224286j 0.00674668-0.0159733j -0.0121041-0.00162923j 0.000740384-0.00151661j -0.00243034+0.00185353j -0.00296643+0.00546416j -0.00127056-0.00158524j 0.00597021-0.00218179j -0.00114151-0.00387003j 0.00276936+0.00380223j 0.000306811+0.00301135j 0.00627173+0.00488496j 0.00892066-3.12688e-05j 0.00177429-0.00141533j -0.00910668+0.00183751j 0.00897263+0.00330113j -0.00207282-0.00542629j 0.00825008+0.00388078j 0.00851973+0.000546925j 0.000564612+0.00180392j -0.00180604+0.00588832j 0.00874354+0.00404663j -0.00120262+0.0034745j 0.0169661+0.0080067j 0.000788821-0.00154547j -0.00495448-0.00412854j 
