0.0563822-0.000323248j -0.00642949-0.0761996j -0.0990123-0.0117555j -0.0275585+0.0793032j -0.145884+0.061779j 0.0280863+0.149207j 0.0242079-0.0667369j -0.0223534-0.0533353j -0.0934175+0.0273748j 0.0204179+0.065355j 0.087456+0.00734755j 0.00784044+0.0210489j 0.0457605+0.0601664j -0.0620753+0.0184073j -0.0581886-0.0271553j -0.0115357+0.0228057j 0.025757+0.0168838j -0.0140298-0.0940261j 0.099196+0.0239241j 0.0113392-0.073292j 0.079803-0.0211923j 0.0773155+0.135546j 0.17248+0.0733388j 0.0305597-0.113077j -0.0265866+0.0688341j -0.023452+0.0705946j 0.0406529+0.0129032j -0.0107423+0.0221658j -0.00174973-0.0790979j 0.0952483+0.026684j -0.0486948+0.0533135j 0.112039+0.00245329j 0.00470118+0.0159168j -0.00111603+0.0453446j 0.0750872-0.0762066j -0.0452628-0.0881663j 0.077384+0.00938389j -0.0645653-0.0916009j 0.0942303+0.0376187j 0.0653018-0.0382552j 0.0853018+0.0113183j -0.045164-0.0163317j 0.0237383-0.0347642j 0.0208477+0.0190063j 0.0016072-0.00199101j -0.0365221+0.105431j 0.0588649-0.0409143j 0.0862476-0.0810781j -0.0397218-0.0422716j -0.0621675+0.0624921j -0.00326972-0.022137j -0.0207021-0.0380452j -0.000148093+0.00283362j -0.0722292+0.051789j -0.0085874+0.0296813j -0.0258935-0.0164422j 0.0167025-0.0240084j 0.0257785-0.0577887j -0.014505-0.0128723j 0.0371538+0.02174j -0.0187283+0.0479753j 0.037508-0.0155692j -0.0214595+0.0340925j 0.0235996+0.0149162j -0.0382306-0.0223156j 0.00608608+0.022533j -0.017473+0.0382796j 0.0253958+0.0345352j -0.0231395+0.0118352j 0.0121533+0.0323838j 0.00600059-0.0341629j 0.0414456+0.0293282j -0.0180898-0.0218017j 0.015413+0.0715907j 0.0122593-0.015707j 0.0506246+0.018059j 0.0265296-0.00365981j -0.00458539+0.0273363j -0.0184959+0.0160505j -0.0427676+0.0243085j 0.0211035+0.00319795j -0.0242033+0.00721501j -0.0194371-0.0234811j 0.0104478-0.0292715j 0.133655+0.0307946j 0.0375561-0.0206329j 0.102143+0.0346879j 0.010926+0.0172645j 0.0107004+0.0258043j -0.0293895+0.0116803j 0.0309115+0.00166734j -0.0215594-0.0250879j -0.052878-0.0981674j 0.0559805+0.0481855j -0.0198143+0.0681427j 
1.05694e-05+0.00465801j 0.000187334-0.00342556j -0.0123725-0.00393113j -0.0113659+0.0111846j 6.21095e-05+0.00444356j 0.0103296-0.00267809j 0.00863372+0.00391193j -0.00355086-0.0189197j 0.00312857-0.0116193j -0.0112965+0.000594317j 0.0189606+0.000607493j -0.0237468+0.00436727j 0.00586335+0.00695755j 0.0105863+0.00769934j -0.0158054-0.00514335j 0.00764645+0.0106532j -0.00216573-0.0133549j 0.0064481+0.00307372j 0.00532109-0.00674911j 0.00145769+0.00704457j 0.00492498+8.39515e-06j 0.00813168+0.00893955j 0.00429348-0.00770746j 0.00390308-0.00156188j -0.00114748-0.00297616j 3.57166e-05+0.00538138j -0.00206798-0.00386062j 0.000738537-0.000308013j -0.0074532+0.00996539j 0.00150473-0.00138489j -0.001756-0.000601916j 0.00684363-0.00245842j -0.00108335+0.00217672j 0.00464859+0.0019584j 0.00211186-0.00476739j 0.000129161-0.000854467j 0.00324656-0.00151771j 0.00331352+0.00180717j 0.0054692+0.00729114j -0.0012963+0.0012224j -0.00517327-0.00231207j -0.00706728-0.00912381j -0.00240967-0.00359534j 0.00340115-0.0042765j 0.000493186-0.0117271j -0.00853646-0.00092674j 0.00286318+0.00781096j 0.00358122-0.00642922j -0.000685621+0.00405225j -0.00347053+0.00360366j 0.00338913-0.00231496j -0.00283882-0.00476537j 0.00990418+0.00319702j -0.00891028+0.00269602j 0.00399172-0.00430221j 0.00413673+0.00229588j -0.000957259-0.00124321j 0.00410912-0.0108863j -0.00296276+0.00296637j -0.000722226-0.00349003j -0.0030701+0.00810588j 0.000986735-0.0101567j -0.00393553-0.0105526j 0.00386941-0.00338111j 0.00871212-0.00309456j 0.00655736-0.00263441j -0.00358363+0.000165253j 0.00494292-0.000897165j 0.00256067-0.000576033j -0.000204171+0.00134589j 0.00320117-0.00344385j -0.0126797-0.00586773j -0.000857618-0.00385205j 0.000456705-0.00067417j 0.0095521+0.00185958j 0.00210607+0.000162966j 0.00766345+0.00859278j 0.00618615-0.00291817j 3.42265e-07-0.00393913j -0.00229594+0.00193817j 0.0134772+0.00162886j -0.00482535-0.00420216j 0.000941787-0.000302973j -0.00640738+0.00214131j 0.00340574-0.000271834j 0.000232575+0.000263514j 0.00321312-0.00544825j 0.000330678-0.00578474j 0.000424602+0.00285065j -0.000286776-0.00901587j 0.000768238+0.00185105j -0.00214643+0.00879517j 0.000551498-0.000508235j 0.00144666-0.0021808j -0.00142688-0.00157352j 
0.0014063+0.00489578j 0.0120133+0.000412234j -0.00390677-0.00442339j -0.00148278+0.00126319j -0.00782427-0.00520789j 0.00661532-0.00220085j -0.00305238-0.00183191j -0.00440702-0.00114173j -0.00741373+0.00438523j 0.00474335-0.00142066j 0.0041848+0.00377559j -0.00384619-0.00418952j 0.00562456+0.0103579j -0.0096576-0.0114639j -0.0067857+0.00153002j 0.000636687-0.00210536j 0.00128085-0.00282343j -0.00628973+0.00393833j -0.00438818-0.00157307j 0.0044356-0.00199718j 0.0124796+0.000182716j 0.0168472-0.00843654j 0.0163075-0.00848612j 0.0162444+0.0108795j -0.00199223+0.00703178j 0.00713383-0.00972119j -0.00674996+0.00510155j -0.00730321-0.00540579j -0.0139152+0.00998459j 0.00963921+0.00567759j 0.0159568+0.0138401j 0.0164775-0.00634501j -0.00440991+0.0101431j -0.00745336+0.00631773j 0.00197853+0.00291121j -0.0140965+0.00860664j 0.00645305-0.00175712j -0.0013026+0.00833928j 0.0166826+0.0204669j -0.0157642+0.0246989j -0.0118359-0.00620351j 0.00318961+0.00847819j -0.000460973-0.00566903j 0.00524843-0.0238589j -0.00231538+0.00065407j -0.0381202+0.0132254j 0.0197242+0.00160863j 0.0185714-0.014008j -0.00564358+0.0132019j 0.00603189-0.005279j 0.0389944+0.0177716j 0.0156859-0.0247987j 0.00896176-0.00117016j -0.00274354+0.00972574j 0.017986-0.0325249j 0.023716+0.024795j 0.00919759-0.000471447j -0.000140029+0.0117419j -0.0143969+0.00680861j -0.0170443-0.0194057j -0.00868621+0.038126j 0.00330288-0.0305294j 0.010169-0.0289899j 0.00359927+0.00971939j -0.0049462+0.0102023j 0.00118476+0.0120898j -0.00815915-0.0206568j 0.000484256+0.00220333j 0.0263675-0.00307006j -0.0442981-0.0148508j -0.00314475-0.00242395j -0.0320942-0.000984876j 0.005979+0.00235314j -0.0123543+0.00219786j 0.023434+0.00339797j -0.00197493+0.00654025j 0.0264257-0.00178162j -0.000432898-0.000535498j 0.0154787-0.00422496j -0.0213647-0.00109314j -0.00290819+0.00482265j 0.0115264+0.00272357j 0.0211673+0.0204405j -0.0116005+0.0103048j 0.00689139+0.00046904j 0.00878642-0.000719636j 0.00488316-0.00571031j 0.00143701+0.00505306j 0.00386382+0.000203281j -0.00450486+0.0118648j 0.000812497-0.00255818j 0.00399766-0.00124754j 0.00537335+0.00587394j 0.00319129+0.000219131j 0.00135271-0.0079658j 
0.00906128-0.00358029j -0.000604689+0.004362j 0.00157104-0.00137291j 0.0023361+0.00426951j 0.00412073+0.00349873j -0.0125524-0.00232746j -0.00187156+0.0011241j 0.00379686+0.00642321j 0.00691934-0.00632448j -0.000835783-0.00857429j 0.0110106+0.00360607j -0.00376288+0.00368443j -0.00871322+0.00345872j 0.00566013-0.00202739j -0.00636142+0.00565583j 0.00188709-0.00580676j 0.008284-0.00570788j 0.00802088+0.0127021j -0.00153748+0.00399169j -0.00708179+0.0055517j 0.00881673-0.0012739j 0.00435085+0.00299191j -0.00916759-0.00477429j -0.0154219-0.00185814j -0.0092816-0.00700254j -0.000916282+0.013521j 0.00617113-0.010518j -0.00266693+0.00529419j 0.00200546+0.0126202j -0.00290783-0.00305739j -0.0081514-0.00543703j 0.00131256+0.00387355j -0.00409896-0.00182526j -0.00569989-0.00558847j 0.00165145-0.0180315j -0.0067726-0.00703039j -0.00150022+0.00698558j 0.00520076+0.00701742j 0.00555175-0.00169913j 0.0220457-0.00694915j 0.000152574+0.00633101j 0.00132349-0.000885839j 0.0043664-0.00192335j 0.00552059-0.00597973j -0.00577552-0.0039533j 0.0132173+0.00728309j -0.00944056+0.00740694j -0.00456788-0.00353057j 0.0132831-0.00931602j -0.0106807-0.000504719j -0.0117992+0.00963743j 0.00492647+0.0115038j -0.0185996+0.0001679j 0.00135276-0.00969927j -0.00199117+0.0125384j -0.000437125-0.0026955j -0.00505041+0.00063355j -0.00568443+0.00355014j 0.0109028-0.00218912j -0.00147344-0.0142193j 0.0117702-0.0123278j 0.0116457-0.00252686j -0.0158524+0.000867864j 0.00787599-0.00156888j 0.00566853+0.00457572j -0.00820404-0.00233518j -0.00302843-0.000522765j -0.00143542+0.00812617j -0.015026-0.00391634j 0.00641323-0.00381154j -0.00441109+0.00620362j 0.0148079+0.00493194j -0.00325092+0.00586942j 0.0125924-0.00683404j 0.00140194-0.000615073j 0.0106567+0.00542525j -0.00154679-0.00568644j -0.00243134+0.000699846j -0.00290966+0.00447546j -0.00138635-0.00442999j -0.00533546-0.00257473j -0.00821209-0.000573284j -0.0138012-0.0110818j 0.00298146-0.00637755j 0.00946044-0.00343985j -0.00468442+0.00215003j -0.00274296-0.00178561j -0.00153983+0.00220579j 0.00216248-0.00228439j 0.00936303-0.00036702j -0.0104177-0.00193832j 0.00361556-0.00424309j 0.00189751+0.0127319j -0.00284099+0.00261375j -0.00466716-0.00756013j 
-0.000491941-0.00620277j 0.007024-0.00778514j -0.00505376+0.003074j -0.00602876+0.00111369j -0.000236825+0.00330091j -0.0135049+0.00644074j 0.00234246-0.00990458j 0.00171471-0.0083006j -0.00181342+0.00861919j 0.0084208+0.00735588j 0.00390993-0.00148687j -0.00299066-0.00442856j 0.00686065+0.00562947j -0.00735957-0.000636275j -0.00191034-0.00135095j -0.00236732+0.00202416j -0.00139352+0.0122985j 0.000342363-0.00872588j -0.00167575+0.00307248j 0.00458015-0.003504j -0.0112664+0.00406074j -0.00247047+0.00961948j 0.00567796+0.0063584j -0.0108318-0.00226031j -0.00562611-0.00737667j 0.000550543+0.0219948j -0.00350281-0.000480872j 0.00394448+0.0079243j 0.00193271+0.0105645j 0.0014997+0.0014256j -0.00581718+0.00612554j 0.00239747-0.0104685j -0.000616088-0.00253499j -0.00177432+0.00456677j -0.00137537-0.00429327j -0.00104148-0.00641695j 0.000153398+0.00540777j -0.000932789-0.00292557j -0.00639507-0.0138289j 0.00604784-0.00896477j 0.00644852+0.0166964j 0.00176273-0.00255873j 0.000648421+0.0003597j -0.00744462+0.0107037j 0.00452544+0.00478671j -0.00946153+0.00578661j -0.0107777-0.00526416j -0.00994184+0.00189593j 0.0123658-0.00373972j 0.00600985+0.00137569j -0.00215861-0.00172278j -0.00319347-0.00201729j 0.0050563+0.00132406j 0.00800625+0.00972905j -0.00489663+0.00171022j -0.0106773-0.0181529j 0.00818256+0.00486542j -0.00104231+0.0021703j -0.00236447+0.00597595j -0.00168913+0.0131567j -0.0102774-0.00654912j 0.00193508+0.00828612j -0.00799634+0.00785415j -0.00743513-0.00163284j -0.000366326-0.00400816j -0.0113878+0.00384541j 0.0113564-0.00590845j 0.00404955-0.0035979j -0.00631405+0.0106113j -0.00139293-0.00899455j 0.00602694-0.00866677j 0.00992242-0.00708665j 0.00107734+0.00252787j -0.00444832+0.00321869j 0.000842279+0.00142934j 0.00270967+0.00255148j -5.51006e-05+0.00163218j 0.000556011+0.00485053j -0.00212983+0.00325711j 0.00152206+0.00211104j -0.00450388-0.000491534j 0.000783455-0.00206446j 0.00255074-0.00673013j 0.00329795-0.000600077j -0.00533053+0.0167297j -0.00488427-0.0062773j 1.93989e-05-0.00290612j -0.00281003+0.00261601j -0.00500051+0.000335826j 0.00323024-0.00387936j -0.00672024-0.00777268j 0.000624436-0.00978958j -0.00336951-0.00321693j -0.00642764+0.00216859j -0.00287079+0.00492752j 
0.00243925-0.0112334j 0.00923798+0.00115397j -0.0024736+0.00623995j -0.00781929-0.0043975j 0.00793079-0.00929348j 0.0164689+0.00891131j -0.000660614+0.0014784j 0.00204988-0.000494621j -0.00264827+0.00840515j -0.00810062-0.00200529j -0.00625115-0.00306099j 0.00716513+0.00157474j -0.00471673-0.0065839j 0.00610145+0.00170126j 0.00234728+0.00203399j 0.00453551-0.00407113j -0.00359115+0.000773419j -0.0104066-0.00707545j -0.00414579-0.00163944j -0.00364046-0.0028151j 0.000547108-0.000916599j 0.0028712-0.00437043j 0.00224467-0.00694069j -0.00259714+0.0170763j -0.00282376+0.00806458j 0.00782354+0.0158518j 0.002638-0.0162721j -0.00240921+0.0100811j -0.000572197+0.0126372j -0.000942365-0.0109284j -0.0122795+0.00672257j 0.00146186-0.00543539j 0.00256644+0.00427462j -0.00523271+0.00705616j -0.00854977-0.00390033j 0.00343294+0.00536466j 0.000740823-0.00810759j -0.00627066-0.0106499j -0.0138531+0.00596673j -0.00302922-0.00049935j 0.00493766-0.0179959j 0.00359255+0.00827957j 0.00338174+0.00142168j 0.0194761+0.00154161j -0.000647136-0.00409344j -0.00272152-0.00599348j -0.00487959+0.000678065j -0.00482857+0.00396402j 0.00673856+0.00774724j -0.00420664-7.8443e-05j 0.00559629+0.00449854j -0.00707399-0.00199114j -0.00173225+0.00299337j -0.00606363+0.00412912j -0.00964266-0.00367939j 0.00402441+0.016729j -0.00645227-0.00561866j 0.00277831-0.00385436j 0.00893071-0.0152041j 0.0113394-0.00987948j -0.00197942-0.00375492j -0.0127731-0.0114935j 0.0159752-0.00881713j 0.00605475-0.00235131j 0.00676624+0.0082981j -0.000686432-0.00942483j -0.00178967-0.000306918j -0.00436297-0.00257946j 0.00820184-0.0105812j -0.0102708+0.00914988j 0.00372884+0.00634174j -0.0142424+0.00415597j -0.0032453+0.00263049j 0.00373927-0.00238386j -0.00228077+0.00362239j -0.000322062-0.000163913j 0.00708236+0.000378769j -0.00014157-0.007893j 0.00509467-0.0141261j -0.00889104+0.00373395j -0.00183899-0.00168967j -0.00709085+0.0112j -0.00017385+0.0167752j 0.00428582-0.00342402j -0.00522723-0.00575557j 0.000344097+0.0033478j -0.00810811+0.0192745j -0.000989992-0.0016824j -0.000220507+0.0033247j 0.00271201+0.00190179j 0.00226838+0.00948636j 0.000260347+0.00637421j 0.00385399-0.0161207j 0.00321195-0.00494131j 5.14197e-05-0.000839207j 
0.00161315+0.00573824j 0.00231261+0.00091789j 0.00414622-0.000791218j 0.00402967+0.00140807j 0.00352908-0.00793989j 0.0053695+0.000102562j 0.00653903-0.00250749j 0.00164504-0.0104945j 0.000390288-0.00194714j 0.00785873-0.00631835j 0.0054739-0.00733177j -0.000242297-0.00323401j 0.00230206-0.00347052j -0.00385005+0.00329418j 0.00331545-0.000781797j 0.000225525+0.00281855j 0.000590116+0.00205897j 0.00322156+0.00980289j 0.00516341-0.00148557j 0.000192503-0.00244724j 0.00551327-0.00220822j -0.00295634-0.00701711j 0.00250397+0.00498376j 0.000667916+0.00709358j -0.0150866+0.0103408j 0.00833572-0.000349237j -0.00150387-0.000100064j 0.000411958-0.00153969j -0.00282969-0.0032646j -0.00365065-0.000882571j -0.00418409+0.00989182j -0.00531877-0.00254508j 0.00537584-0.000188726j -0.00612367+0.00769826j 0.00452001-0.00119842j -0.00133303+0.00830268j -0.0032572+0.000125004j -0.00359558-0.00310678j -0.000391394+0.0105887j 0.00434724+0.00241734j -0.00015332-0.00919336j -0.00346688-0.0134919j 0.0046688-0.00310246j -0.00110985-0.0138159j -0.00413618-0.00321768j -0.0086487+0.00965983j 0.0163987-0.0121633j 0.0112295+0.000605361j 0.00573846-0.00295519j 0.0114059+0.00451153j 0.0113943+0.00912339j 0.0057707-0.0102317j -0.00555705-0.00202165j 0.0161777+0.00616855j 0.00149631-0.0263335j -0.00757204+0.0108376j -0.0160239-0.00785257j -0.00687779+0.0186606j 0.0197975+0.0172404j 0.0202781-0.0252011j 0.0197974-0.01289j 0.00419526-0.0114666j -0.0141114-0.0156405j -0.00996036-0.0230397j 0.00594783+0.0108552j 0.000925793-0.0111791j 0.00357322-0.0047941j 0.00357969+0.0042262j -0.00383804-0.0138763j -0.00793256-0.00773371j -0.00882754+0.00147037j -0.00931523+0.0142159j 0.00943878+0.0019119j 0.00300034-0.00902377j 0.0183394-0.00768286j -0.0016752+0.0170777j 0.00957899+0.00527137j 0.0145669-0.00558466j -0.00760415+0.0005657j 0.0190945-0.00870284j -0.0140143+0.00628172j 0.0140331+0.0081547j 0.00614281+0.0204339j 0.0074184-0.00449509j -0.00782514+0.00299924j -0.00897407-0.029886j -0.000594142+0.00682279j 0.00308503+0.00160915j 0.00278012+0.0111259j -0.000749592-0.0268646j -0.00514417-0.0325304j 0.00667735-0.0508798j 0.00824668+0.0033118j -0.00206042+0.00465928j -0.00390638-0.00329582j 
-0.000722643+0.000970832j 0.000991532-0.00436787j -0.00371617+0.00540831j -0.00681107-0.0004214j 0.00202432-0.00440273j -0.00316612+0.00606135j -0.00233668-0.0067546j 0.000421271-0.00334934j -0.00640097-0.000991141j 0.00188257+0.00178771j -0.00123099+0.00290639j -0.00447003-0.00533831j -0.00148393-0.00198564j -0.00507923-0.00163478j 0.00119641+0.00369087j -0.00312284-0.00117j 0.00682469+0.00324881j -0.000107404-0.000919357j -0.00680935+0.0054868j 0.000802021-0.00783378j 0.00088689+0.00210545j 0.00315146+0.0097238j -0.00585681+0.00457945j -0.00201082-0.00324078j -0.00686865+2.40255e-05j 0.00404491+0.000303379j -0.00151985+0.000528698j -0.000564333-0.000469768j -0.000687974-0.00152498j -0.00310727+0.000849593j 0.00615791-0.00105282j 0.0039414+0.00530156j 0.00148607-0.0136153j 0.00324481+0.00212846j 0.0111587-0.00888927j -0.00734422-0.00840925j -0.000310422-0.00214482j 0.000360147+0.000593174j 0.00673585+0.00591541j 0.00801064-0.00336571j 0.00873363+0.00351686j -0.00252116-0.0199385j 0.00212665+0.00117196j -0.0118145+0.00582006j -0.00528678-0.00571221j 0.00519175+0.00112823j -0.000504516-0.0105738j 0.00855687+0.0106661j 0.0140268-0.00432754j 0.00368444+0.00839108j -0.00984678+0.0107736j -0.00116404+0.0132688j -0.00890871+0.0100269j 0.00606134+0.00338111j 0.00493064+0.0111734j -0.00465387-0.0117277j -0.014524-0.00951057j -9.51449e-05+0.01544j 0.00473056+0.0209979j -0.00806728-0.0175971j -0.00630233+0.00168173j 0.00546288+0.011949j -0.00307149+0.00970544j -0.0199178-0.0113411j 0.00602866-0.00819299j -0.00682023+0.00348156j 0.0196043+0.00246407j 0.00733455+0.0142874j -0.00603071+0.00972407j 0.000236178-0.0142031j -0.00191425-0.00660735j -0.00603491+0.00405084j 0.0144588+0.00366809j 0.000459382-0.0023759j 0.00668681-0.0101852j -0.00235571+0.00733508j 0.00150564-0.00426051j 0.0154656-0.00609827j -0.0107615+0.0124036j 0.0278344-0.0061133j -0.0149275+0.022096j 0.019637-0.00345119j -0.00283238-0.027006j -0.00457601-0.0102398j 0.00201815-0.00298007j 0.00576568-0.0130491j -0.00566761-0.025459j 0.00063454-0.00735567j -0.00545805-0.00136805j -0.000986381-0.00475309j 0.00410751-0.0298705j 0.00155537-0.034657j -0.00351309+0.0408036j -0.000699701+0.0032342j 0.0045955-0.0088173j 
0.0105091+0.00438105j -0.00139816+0.0108569j -0.00106269+0.000736807j -0.00290665-0.00181551j 0.00396251+0.0036404j 0.00736409+0.00184766j 0.00422344+0.00803465j 0.00523143+0.000179546j 0.00264606-0.00516291j -0.000847886-0.00142337j 0.00139246+0.000407318j 0.00395896+0.00255902j -0.00478188-0.00469325j 0.0062291+0.00135002j 0.00258949+0.0018861j -0.00107154+0.00623634j -0.000554696-0.0103075j 0.00468276+7.28068e-05j -0.00265634-0.00181419j -0.00294222-0.00273099j 0.00314792+0.000642803j 0.00184141-0.0130621j -0.000364623+0.00871833j 0.00297596-0.0131208j -0.00874509-0.000597001j 0.00183221-0.00812446j 0.011372-0.000569305j -0.00471621-0.00060677j -0.000204342-0.00456246j 0.00417075+0.00273647j -0.00640022-0.00693829j 0.000165087+0.00367846j -0.00540607-0.00189867j -0.00577133-0.00381069j -0.00330115+0.00756922j -0.012071+0.004942j 0.00572149+0.00144955j 0.00841629-0.00588705j 0.000350276-0.0050554j -0.00761539+0.00900356j -0.00144284+0.00278782j 0.000391354-0.00137075j 0.00216389-0.000582989j 0.00585443-0.00411259j -0.00849005-0.00137455j 0.000847675+0.000889382j 0.00221633+0.00507663j 0.0127812-0.00337541j 3.72971e-05-0.00519215j -0.00166331+0.00447562j -0.00397719+0.0122161j -0.000689578-0.00169963j -0.00675716+0.00273028j 0.00166171+0.00196781j -0.00711039-0.00216779j -0.00946089-0.00796293j 0.00728391+0.000360021j -0.000959439+0.00634562j -0.00427384+0.0182934j -0.00995643+0.00565068j -0.010487-0.00220488j -0.00147028-0.000552296j 0.00240624-0.00309828j -0.00830492+0.00058369j 0.00271936+0.00206844j -0.00890538+0.00321087j 0.0115073-0.00458888j 0.00334579+0.00781531j -0.00295842+0.000591127j -0.00822448-0.00429765j 0.00116488-0.000350246j -0.00641919+0.00281521j -0.00139009+0.000918989j -0.000622095-0.00519998j -0.00272036-0.00748317j -0.0042828-2.2868e-05j -0.00162636-0.00699722j 0.00434576-0.00134318j -0.00120402+0.00801426j 0.00521655+0.00715585j -0.00730767+0.00486233j -0.00218588-0.00196007j 0.00162001-0.008932j 0.00569036-0.00028797j 0.000477646+0.012349j -0.00290052+0.00392618j -0.00964891-0.0150153j -0.00497819+0.000644906j -0.00849153-0.00461184j 0.00563149-0.00387592j -0.0100518-0.00575097j -0.000423043-0.0148472j -0.00500509+0.0143134j -0.0084581+0.00624883j 0.00630294-0.000537723j 
0.00371702-6.25837e-05j 0.00475249+0.00532302j 0.00538888-0.00122455j -0.000780502-0.00181244j 0.0118243-0.000936009j 0.00499258-0.00407719j 0.00593835+0.00341276j 0.00472353+0.00249651j 0.00579802-0.00118337j -0.00318266-0.00354239j -0.00395718-0.00159609j 0.00419725+0.00163417j -0.00795477-0.00403684j 0.00509303-0.00246839j 0.00187774+0.00575449j -0.000523089+0.00366891j 0.000497636-0.000683311j -0.000239304+0.00728935j -0.00919761+0.00249023j 0.000430246-0.00619676j -0.00513338-0.00585513j -0.00407456-0.00587677j 0.00226995-0.00273733j -0.000783761-0.00298046j -0.00578548-0.00100039j 0.00504243+0.00264108j 0.00571751-0.00310178j -0.00283829-0.000164338j -0.00188413+0.00316117j 0.00180054-0.00544051j -0.0075842-0.00131527j -0.00383112+0.00442336j 0.00534135+0.00225903j -0.011181+0.00969772j -0.00623732+0.00396445j 0.00159021+0.00712652j 0.00593645-0.00462487j 0.00885158-0.00391387j -0.00630995+0.0151963j 0.00433175+0.00188117j 0.00191393-0.0135078j 0.00556391+0.0063845j 0.00284006-0.000399127j 0.00941676+0.0133494j 0.00140204+0.00889228j 0.0105474-0.00276757j 0.0130844-0.00901633j -0.00813317+0.0127063j 0.00493063-0.00214121j 0.00144933-0.00867112j -0.0147+0.0179576j 0.00714082+0.00988232j -0.00919667-0.00701641j 0.0077083+0.00434205j -0.00707485+0.00196039j -0.00402756-0.0152497j 0.00666496+0.00108852j -0.0178567+0.0235098j -0.00328118+0.00285106j 0.0044235+0.00680483j -0.00246284+0.00206591j 0.00381246+0.000230324j -0.0200336-0.0160561j -0.000976483-0.0198653j 0.000889166+0.000533379j -0.0172333+0.00844701j 0.0128988+0.00353822j -0.00400486-0.00628568j -0.00316869+0.00286555j -0.00779658-0.00934811j -0.0105584-0.0104766j 0.00643281-0.0111018j 0.0055795-0.00398362j 0.00117928+0.000804991j 0.0317635-0.00582919j 0.00187056+0.0153938j 0.00370756-0.00214626j 0.00529562+0.00186256j 0.0103326-0.0053169j -0.00336-0.00295248j 0.00750235-0.0131408j 0.01471-0.00840749j -0.000301462+0.0143502j 0.00337588-0.00015127j -0.0141187-0.00573364j -0.0119316-0.00930133j 0.0100383+0.000510592j 0.00705745+0.00990378j 0.00457545+0.00712552j 0.00241528-0.0204724j -0.0035895-0.0122013j -0.00209184+0.00411037j 0.00113144-0.000811607j 0.000259766+0.000695115j -0.00430254-0.0135125j 
-0.0106006+0.000460249j 0.00451035-0.00190707j 0.0047005-0.00505137j 0.0037199-0.00371214j 0.0010051-0.0104412j 0.00143399-0.00889736j -0.00542478+0.00362295j -0.00542308+0.00329608j 0.00271375+0.00315261j -0.0014815+0.0043964j -0.00443743-0.00174398j -0.00365665-0.00188111j 0.0062903-0.00685573j -0.00404007+0.000246219j 0.0011677-0.00174635j 0.00226457-0.00321711j -0.000534391+0.00466021j -0.0021328+0.00889913j -0.00390208-0.00437466j -0.004138+0.00193391j 0.00107123-3.61494e-05j 0.00118702+0.00589126j -0.0123192-0.00190007j -0.00208772+0.0103841j 0.00138736-0.00538207j -0.00246446+0.00533615j -0.00281282+0.00460244j -0.00398854-0.002927j -0.00780581+0.00626432j -0.00561378+0.00338089j 0.00591585+0.00967614j -0.00219856+0.0037341j -0.00115814-0.00324324j -0.00444131+0.00814467j -0.00751492+0.00579404j 0.000453938-0.0131467j -0.00707278+0.00536607j 0.00142087+0.00939624j -7.09269e-05-0.0103691j 0.000177687+0.00297123j -0.00806549+0.0044598j -0.00348527+0.000865073j -0.0110354+0.00377474j -0.0124231-0.0173636j 0.00668798+0.0146891j -0.00674795-0.0023978j 0.0135471+0.00456671j -0.00453845+0.00110152j 0.00367457-0.0150094j -0.0112339+0.000688976j -0.00623008+0.00729018j 0.00277102-0.00550128j 0.000433679-0.00369236j 0.00210222-0.000362192j 0.00083861-0.00375942j 0.00873344+0.010038j -0.00181502+0.00314026j -0.0115329+0.0105818j -0.00723038-0.0202709j 0.00416216-0.00617423j 0.00842598+0.00779349j -0.0153526+0.0107503j 0.0180089-0.00572669j 0.00253192-0.00436522j -0.00575253+0.00464013j -0.0020068-0.00161675j 0.0160178+0.0150474j -0.0159775-0.0143703j 0.0128968-0.00216288j -0.000828047+0.00559905j -0.0068262+0.0111612j 0.00411755-0.00571208j -0.000139668-0.00340772j 0.0038471-0.0119292j 0.00192239-0.0105711j -0.0112443-0.00516963j -0.0185607-0.00887568j -0.00947373-0.000107276j 0.00848671+0.000851665j 0.0131824+0.00577301j 0.0210746-0.0132809j 0.0079377-0.0121258j 0.00679669-0.0047838j 0.00300466-0.00660435j -0.0109025-7.02309e-05j 0.00356784+0.0193463j -0.0196212-0.0208021j -2.17197e-05+0.00293642j -0.00691475-0.0188218j 0.00359043-0.00129807j -0.00424463+0.00634882j -0.00592202+0.0318316j 0.00642228+0.00843968j -0.00166446-0.00822237j 0.00765488-0.00283032j 
