-0.0669592-4.14112e-14j -0.0141897-8.91216e-15j 0.134595+2.83815e-16j -0.0581453-3.90476e-16j -0.120131-1.2404e-15j -0.125277-4.63991e-15j -0.104708+4.27653e-16j -0.0748645-7.82261e-16j -0.201874+7.70493e-16j -0.161389-4.74848e-15j 0.217346-5.60312e-15j -0.0708899+1.81113e-15j 0.0805882+1.36984e-16j 0.308021+3.96201e-15j 0.295607-4.43672e-14j -0.063888+5.5776e-14j -0.0553386+2.38723e-14j 0.164882-1.12789e-13j 0.000252305-1.57418e-14j 0.129765+5.40473e-15j -0.104856-4.59407e-15j 0.0627572-1.01322e-14j -0.00666074+6.48166e-15j -0.0182288-1.20151e-15j 0.0953366-5.0695e-15j 0.159464+2.84701e-14j 0.108728+3.69404e-15j -0.376888-2.69711e-14j -0.00744132-9.954e-15j -0.0894862-2.33406e-14j -0.12348+3.6998e-14j 0.06439+1.23768e-14j 0.0152021-5.16837e-15j 0.0271911+4.82158e-15j -0.0779342+1.62156e-14j -0.113735-1.08938e-14j -0.132003-3.86304e-14j -0.103324-1.8523e-13j -0.141203-1.63219e-13j -0.0350735-3.17698e-14j -0.203836-9.25949e-14j 0.183633+6.17065e-13j -0.243476+4.33239e-16j 0.0922743-3.36886e-15j 0.104645-1.49497e-15j 0.156368+4.95869e-15j -0.116497+2.66992e-15j 0.137277+3.55473e-15j -0.0702878-4.54454e-16j -0.087528-3.80193e-16j -0.108728+4.55165e-15j -0.102479+1.2366e-15j 0.0543818-8.62517e-17j 0.119803-4.06088e-17j -0.013549+1.59807e-15j 0.0626664-7.23619e-15j 
0.000121122+7.49083e-17j 2.56676e-05+1.61211e-17j -0.000243467-5.1339e-19j 0.000105178+7.06328e-19j 0.000217303+2.24375e-18j 0.000226613+8.39308e-18j 0.000189406-7.73578e-19j 0.000135422+1.41502e-18j 0.000365168-1.39374e-18j 0.000291935+8.58948e-18j -0.000393155+1.01354e-17j 0.000128232-3.27613e-18j -0.000145775-2.47789e-19j -0.000557176-7.16685e-18j -0.000534721+8.02554e-17j 0.000115566-1.00893e-16j 0.000100101-4.31823e-17j -0.000298254+2.04024e-16j -4.56392e-07+2.84751e-17j -0.000234732-9.77656e-18j 0.000189673+8.31016e-18j -0.000113521+1.8328e-17j 1.20486e-05-1.17246e-17j 3.29739e-05+2.17339e-18j -0.000172454+9.17016e-18j -0.000288452-5.14993e-17j -0.000196678-6.68211e-18j 0.000681748+4.87878e-17j 1.34605e-05+1.80057e-17j 0.000161871+4.22206e-17j 0.000223362-6.69252e-17j -0.000116474-2.23883e-17j -2.74989e-05+9.34901e-18j -4.91857e-05-8.7217e-18j 0.000140974-2.93322e-17j 0.000205734+1.97058e-17j 0.000238779+6.98782e-17j 0.000186902+3.35061e-16j 0.00025542+2.95245e-16j 6.34441e-05+5.74681e-17j 0.000368717+1.67494e-16j -0.000332173-1.1162e-15j 0.000440421-7.83681e-19j -0.000166914+6.09389e-18j -0.000189292+2.70423e-18j -0.000282853-8.96973e-18j 0.00021073-4.82959e-18j -0.000248318-6.43011e-18j 0.000127143+8.22058e-19j 0.000158328+6.87727e-19j 0.000196677-8.23344e-18j 0.000185374-2.23687e-18j -9.83707e-05+1.5602e-19j -0.000216711+7.34569e-20j 2.45086e-05-2.89072e-18j -0.000113357+1.30895e-17j 
1.25485e-17+7.76068e-30j 2.65922e-18+1.67019e-30j -2.52238e-17-5.31884e-32j 1.08967e-17+7.31772e-32j 2.25131e-17+2.32458e-31j 2.34776e-17+8.69543e-31j 1.96229e-17-8.01445e-32j 1.403e-17+1.466e-31j 3.78322e-17-1.44395e-31j 3.02451e-17+8.8989e-31j -4.07318e-17+1.05006e-30j 1.32851e-17-3.39415e-31j -1.51027e-17-2.56715e-32j -5.77247e-17-7.42502e-31j -5.53983e-17+8.31465e-30j 1.19729e-17-1.04527e-29j 1.03707e-17-4.47379e-30j -3.08999e-17+2.11373e-29j -4.72833e-20+2.95009e-30j -2.43187e-17-1.01288e-30j 1.96505e-17+8.60953e-31j -1.1761e-17+1.89883e-30j 1.24826e-18-1.2147e-30j 3.41617e-18+2.25169e-31j -1.78666e-17+9.5005e-31j -2.98843e-17-5.33545e-30j -2.03763e-17-6.92282e-31j 7.06308e-17+5.05453e-30j 1.39454e-18+1.86543e-30j 1.67702e-17+4.37415e-30j 2.31408e-17-6.93361e-30j -1.2067e-17-2.31948e-30j -2.84896e-18+9.68579e-31j -5.09576e-18-9.03589e-31j 1.46053e-17-3.03889e-30j 2.13145e-17+2.04156e-30j 2.47381e-17+7.23954e-30j 1.93635e-17+3.47132e-29j 2.64622e-17+3.0588e-29j 6.57296e-18+5.95383e-30j 3.82e-17+1.73528e-29j -3.44139e-17-1.15641e-28j 4.56287e-17-8.11912e-32j -1.72927e-17+6.31342e-31j -1.96111e-17+2.80165e-31j -2.93043e-17-9.29285e-31j 2.18321e-17-5.00357e-31j -2.57263e-17-6.66174e-31j 1.31723e-17+8.51671e-32j 1.64032e-17+7.12502e-32j 2.03762e-17-8.53004e-31j 1.92052e-17-2.31745e-31j -1.01914e-17+1.6164e-32j -2.24517e-17+7.61031e-33j 2.53915e-18-2.99486e-31j -1.1744e-17+1.3561e-30j 
3.86107e-06+2.3879e-18j 8.1822e-07+5.13902e-19j -7.76116e-06-1.63656e-20j 3.35283e-06+2.2516e-20j 6.92711e-06+7.15254e-20j 7.22386e-06+2.67551e-19j 6.0378e-06-2.46598e-20j 4.31691e-06+4.51076e-20j 1.16407e-05-4.4429e-20j 9.30618e-06+2.73812e-19j -1.25328e-05+3.23093e-19j 4.08773e-06-1.04435e-19j -4.64696e-06-7.89891e-21j -1.77614e-05-2.28462e-19j -1.70456e-05+2.55835e-18j 3.68398e-06-3.21621e-18j 3.19099e-06-1.37655e-18j -9.50763e-06+6.50379e-18j -1.45487e-08+9.07719e-19j -7.48268e-06-3.11653e-19j 6.04631e-06+2.64908e-19j -3.61877e-06+5.84253e-19j 3.84079e-07-3.73752e-19j 1.05113e-06+6.92826e-20j -5.4974e-06+2.92323e-19j -9.19516e-06-1.64168e-18j -6.26961e-06-2.13009e-19j 2.17325e-05+1.55524e-18j 4.29089e-07+5.73978e-19j 5.16005e-06+1.34589e-18j 7.12023e-06-2.13342e-18j -3.71293e-06-7.13686e-19j -8.766e-07+2.98024e-19j -1.56792e-06-2.78027e-19j 4.49393e-06-9.35041e-19j 6.55829e-06+6.28172e-19j 7.61171e-06+2.22755e-18j 5.95799e-06+1.0681e-17j 8.14219e-06+9.41169e-18j 2.02245e-06+1.83194e-18j 1.17538e-05+5.3393e-18j -1.05889e-05-3.55818e-17j 1.40396e-05-2.49819e-20j -5.32082e-06+1.94259e-19j -6.03417e-06+8.62043e-20j -9.01668e-06-2.85933e-19j 6.71757e-06-1.53956e-19j -7.91578e-06-2.04976e-19j 4.05301e-06+2.62052e-20j 5.04713e-06+2.19231e-20j 6.26959e-06-2.62462e-19j 5.90927e-06-7.1306e-20j -3.13582e-06+4.97353e-21j -6.90821e-06+2.34163e-21j 7.81274e-07-9.21493e-20j -3.61354e-06+4.17261e-19j 
0.000171699+1.06188e-16j 3.63856e-05+2.28528e-17j -0.000345133-7.27767e-19j 0.000149098+1.00127e-18j 0.000308043+3.18068e-18j 0.000321239+1.18978e-17j 0.000268496-1.0966e-18j 0.00019197+2.0059e-18j 0.000517651-1.97572e-18j 0.000413838+1.21762e-17j -0.000557325+1.43677e-17j 0.000181778-4.64415e-18j -0.000206647-3.51258e-19j -0.000789837-1.01595e-17j -0.000758005+1.13768e-16j 0.000163824-1.43022e-16j 0.000141901-6.12141e-17j -0.000422797+2.89218e-16j -6.46968e-07+4.03655e-17j -0.000332749-1.3859e-17j 0.000268874+1.17802e-17j -0.000160924+2.59813e-17j 1.70797e-05-1.66205e-17j 4.67428e-05+3.08094e-18j -0.000244465+1.29994e-17j -0.000408901-7.3004e-17j -0.000278805-9.47236e-18j 0.000966427+6.91602e-17j 1.90812e-05+2.55243e-17j 0.000229463+5.98507e-17j 0.000316631-9.48713e-17j -0.000165111-3.1737e-17j -3.89817e-05+1.32529e-17j -6.97243e-05-1.23636e-17j 0.000199841-4.15805e-17j 0.000291642+2.79343e-17j 0.000338486+9.90573e-17j 0.000264947+4.74973e-16j 0.000362077+4.1853e-16j 8.99365e-05+8.14651e-17j 0.000522683+2.37435e-16j -0.000470878-1.5823e-15j 0.000624328-1.11092e-18j -0.000236612+8.63852e-18j -0.000268335+3.83344e-18j -0.000400965-1.27152e-17j 0.000298725-6.84629e-18j -0.000352009-9.11513e-18j 0.000180234+1.16533e-18j 0.000224442+9.74902e-19j 0.000278804-1.16715e-17j 0.000262781-3.17092e-18j -0.000139448+2.21169e-19j -0.000307203+1.0413e-19j 3.47426e-05-4.09781e-18j -0.000160691+1.85553e-17j 
-1.16747e-18-7.22028e-31j -2.47405e-19-1.55389e-31j 2.34674e-18+4.94848e-33j -1.0138e-18-6.80817e-33j -2.09455e-18-2.16271e-32j -2.18428e-18-8.08995e-32j -1.82565e-18+7.45639e-33j -1.30531e-18-1.36392e-32j -3.51979e-18+1.3434e-32j -2.81391e-18-8.27925e-32j 3.78955e-18-9.76937e-32j -1.23601e-18+3.15781e-32j 1.4051e-18+2.38839e-33j 5.37052e-18+6.908e-32j 5.15408e-18-7.73568e-31j -1.11392e-18+9.72486e-31j -9.6486e-19+4.16227e-31j 2.87482e-18-1.96655e-30j 4.39908e-21-2.74467e-31j 2.26254e-18+9.42346e-32j -1.82822e-18-8.01002e-32j 1.09421e-18-1.76661e-31j -1.16134e-19+1.13011e-31j -3.17829e-19-2.0949e-32j 1.66225e-18-8.83896e-32j 2.78034e-18+4.96393e-31j 1.89574e-18+6.44077e-32j -6.57126e-18-4.70257e-31j -1.29744e-19-1.73554e-31j -1.56024e-18-4.06957e-31j -2.15294e-18+6.45081e-31j 1.12268e-18+2.15797e-31j 2.65058e-19-9.01135e-32j 4.74093e-19+8.4067e-32j -1.35883e-18+2.82728e-31j -1.98303e-18-1.8994e-31j -2.30155e-18-6.73544e-31j -1.80152e-18-3.2296e-30j -2.46195e-18-2.84581e-30j -6.11527e-19-5.53925e-31j -3.554e-18-1.61445e-30j 3.20175e-18+1.07589e-29j -4.24514e-18+7.55376e-33j 1.60886e-18-5.8738e-32j 1.82455e-18-2.60656e-32j 2.72637e-18+8.64577e-32j -2.03119e-18+4.65516e-32j 2.3935e-18+6.19787e-32j -1.22551e-18-7.92367e-33j -1.5261e-18-6.62889e-33j -1.89574e-18+7.93607e-32j -1.78679e-18+2.15608e-32j 9.48179e-19-1.50385e-33j 2.08884e-18-7.08039e-34j -2.36234e-19+2.78632e-32j 1.09262e-18-1.26167e-31j 
-1.91764e-05-1.18597e-17j -4.06377e-06-2.55235e-18j 3.85466e-05+8.12816e-20j -1.66522e-05-1.11828e-19j -3.44042e-05-3.55238e-19j -3.58781e-05-1.32882e-18j -2.99874e-05+1.22475e-19j -2.14404e-05-2.24031e-19j -5.78146e-05+2.20661e-19j -4.62201e-05-1.35991e-18j 6.22456e-05-1.60468e-18j -2.03021e-05+5.18688e-19j 2.30796e-05+3.92308e-20j 8.8214e-05+1.13468e-18j 8.46588e-05-1.27063e-17j -1.82968e-05+1.59737e-17j -1.58484e-05+6.83677e-18j 4.72206e-05-3.23017e-17j 7.22575e-08-4.50828e-18j 3.71635e-05+1.54786e-18j -3.00296e-05-1.31569e-18j 1.7973e-05-2.90175e-18j -1.90757e-06+1.85628e-18j -5.22053e-06-3.44099e-19j 2.73034e-05-1.45185e-18j 4.56687e-05+8.15355e-18j 3.11387e-05+1.05793e-18j -0.000107937-7.72425e-18j -2.13111e-06-2.85072e-18j -2.56279e-05-6.68451e-18j -3.53633e-05+1.05958e-17j 1.84406e-05+3.54459e-18j 4.35372e-06-1.48017e-18j 7.78725e-06+1.38085e-18j -2.23195e-05+4.64398e-18j -3.25724e-05-3.11988e-18j -3.78043e-05-1.10633e-17j -2.9591e-05-5.3048e-17j -4.0439e-05-4.67441e-17j -1.00447e-05-9.09854e-18j -5.83765e-05-2.65182e-17j 5.25907e-05+1.76721e-16j -6.97289e-05+1.24075e-19j 2.64264e-05-9.64805e-19j 2.99693e-05-4.28143e-19j 4.47823e-05+1.42012e-18j -3.33635e-05+7.64637e-19j 3.93146e-05+1.01804e-18j -2.01297e-05-1.30151e-19j -2.50671e-05-1.08883e-19j -3.11386e-05+1.30355e-18j -2.9349e-05+3.54149e-19j 1.55744e-05-2.47016e-20j 3.43103e-05-1.16299e-20j -3.88028e-06+4.57669e-19j 1.7947e-05-2.07237e-18j 
0.000192822+1.19251e-16j 4.08618e-05+2.56642e-17j -0.000387592-8.17299e-19j 0.00016744+1.12445e-18j 0.000345939+3.57197e-18j 0.000360759+1.33615e-17j 0.000301527-1.23151e-18j 0.000215586+2.25267e-18j 0.000581334-2.21878e-18j 0.00046475+1.36741e-17j -0.000625888+1.61352e-17j 0.000204141-5.21548e-18j -0.000232069-3.94471e-19j -0.000887004-1.14094e-17j -0.000851256+1.27764e-16j 0.000183977-1.60617e-16j 0.000159358-6.87447e-17j -0.00047481+3.24799e-16j -7.26559e-07+4.53314e-17j -0.000373684-1.55639e-17j 0.000301952+1.32295e-17j -0.000180721+2.91776e-17j 1.91809e-05-1.86652e-17j 5.24932e-05+3.45997e-18j -0.00027454+1.45986e-17j -0.000459205-8.19851e-17j -0.000313104-1.06377e-17j 0.00108532+7.76684e-17j 2.14287e-05+2.86644e-17j 0.000257692+6.72137e-17j 0.000355584-1.06543e-16j -0.000185423-3.56414e-17j -4.37773e-05+1.48833e-17j -7.83019e-05-1.38846e-17j 0.000224426-4.66958e-17j 0.00032752+3.13709e-17j 0.000380128+1.11244e-16j 0.000297541+5.33406e-16j 0.00040662+4.70019e-16j 0.000101001+9.14871e-17j 0.000586985+2.66644e-16j -0.000528807-1.77695e-15j 0.000701134-1.24759e-18j -0.000265721+9.70126e-18j -0.000301346+4.30504e-18j -0.000450292-1.42795e-17j 0.000335475-7.68853e-18j -0.000395314-1.02365e-17j 0.000202407+1.30869e-18j 0.000252053+1.09484e-18j 0.000313103-1.31073e-17j 0.000295109-3.56102e-18j -0.000156603+2.48378e-19j -0.000344996+1.16941e-19j 3.90168e-05-4.60193e-18j -0.00018046+2.0838e-17j 
0.000271889+1.68151e-16j 5.76174e-05+3.6188e-17j -0.000546525-1.15244e-18j 0.0002361+1.58553e-18j 0.000487793+5.03668e-18j 0.00050869+1.88404e-17j 0.00042517-1.7365e-18j 0.000303989+3.17639e-18j 0.000819713-3.1286e-18j 0.000655323+1.92813e-17j -0.000882537+2.27516e-17j 0.00028785-7.35412e-18j -0.00032723-5.56226e-19j -0.00125072-1.60878e-17j -0.00120032+1.80154e-16j 0.000259418-2.26479e-16j 0.000224703-9.69339e-17j -0.000669508+4.57984e-16j -1.02449e-06+6.39198e-17j -0.000526915-2.1946e-17j 0.000425769+1.86543e-17j -0.000254827+4.1142e-17j 2.70461e-05-2.63189e-17j 7.40183e-05+4.87874e-18j -0.000387116+2.05848e-17j -0.000647505-1.15604e-16j -0.000441494-1.49997e-17j 0.00153036+1.09517e-16j 3.02156e-05+4.04184e-17j 0.00036336+9.4775e-17j 0.000501392-1.50231e-16j -0.000261457-5.02563e-17j -6.17284e-05+2.09862e-17j -0.00011041-1.95781e-17j 0.000316453-6.58437e-17j 0.000461822+4.42347e-17j 0.000536001+1.5686e-16j 0.00041955+7.52132e-16j 0.000573357+6.62752e-16j 0.000142417+1.29002e-16j 0.000827681+3.75983e-16j -0.000745647-2.5056e-15j 0.000988638-1.75917e-18j -0.000374681+1.36793e-17j -0.000424914+6.07034e-18j -0.000634937-2.01349e-17j 0.000473038-1.08413e-17j -0.000557414-1.4434e-17j 0.000285405+1.84532e-18j 0.000355409+1.54378e-18j 0.000441492-1.84821e-17j 0.000416119-5.02123e-18j -0.000220818+3.50226e-19j -0.000486463+1.64893e-19j 5.50158e-05-6.48897e-18j -0.000254458+2.93827e-17j 
-8.45456e-18-5.22876e-30j -1.79165e-18-1.12529e-30j 1.69945e-17+3.58357e-32j -7.34167e-18-4.93031e-32j -1.51682e-17-1.56619e-31j -1.5818e-17-5.85855e-31j -1.32209e-17+5.39974e-32j -9.45271e-18-9.87717e-32j -2.54895e-17+9.72858e-32j -2.03777e-17-5.99563e-31j 2.7443e-17-7.07475e-31j -8.95086e-18+2.28681e-31j 1.01754e-17+1.72962e-32j 3.8892e-17+5.00261e-31j 3.73246e-17-5.60199e-30j -8.06677e-18+7.04251e-30j -6.98729e-18+3.01422e-30j 2.08188e-17-1.42413e-29j 3.18571e-20-1.98762e-30j 1.63848e-17+6.82425e-31j -1.32395e-17-5.80067e-31j 7.924e-18-1.27933e-30j -8.41014e-19+8.18402e-31j -2.30164e-18-1.51707e-31j 1.20376e-17-6.40096e-31j 2.01346e-17+3.59476e-30j 1.37285e-17+4.66425e-31j -4.75875e-17-3.40549e-30j -9.39573e-19-1.25683e-30j -1.12989e-17-2.94709e-30j -1.55911e-17+4.67152e-30j 8.13016e-18+1.56275e-30j 1.91948e-18-6.5258e-31j 3.43327e-18+6.08793e-31j -9.84031e-18+2.04745e-30j -1.43606e-17-1.3755e-30j -1.66673e-17-4.87764e-30j -1.30462e-17-2.3388e-29j -1.78289e-17-2.06087e-29j -4.42853e-18-4.01139e-30j -2.57372e-17-1.16914e-29j 2.31863e-17+7.79133e-29j -3.07423e-17+5.47026e-32j 1.16509e-17-4.25366e-31j 1.3213e-17-1.88761e-31j 1.97438e-17+6.26106e-31j -1.47094e-17+3.37115e-31j 1.73331e-17+4.48835e-31j -8.87484e-18-5.73813e-32j -1.10517e-17-4.80048e-32j -1.37285e-17+5.74711e-31j -1.29395e-17+1.56138e-31j 6.86648e-18-1.08905e-32j 1.51269e-17-5.12745e-33j -1.71075e-18+2.01779e-31j 7.91253e-18-9.13673e-31j 
-2.69689e-19-1.66791e-31j -5.71513e-20-3.58952e-32j 5.42104e-19+1.14311e-33j -2.3419e-19-1.57271e-33j -4.83847e-19-4.99593e-33j -5.04575e-19-1.8688e-32j -4.2173e-19+1.72245e-33j -3.01529e-19-3.15069e-33j -8.13081e-19+3.10329e-33j -6.50021e-19-1.91253e-32j 8.75397e-19-2.25675e-32j -2.85521e-19+7.29462e-33j 3.24583e-19+5.51726e-34j 1.24061e-18+1.59577e-32j 1.19061e-18-1.78696e-31j -2.5732e-19+2.24647e-31j -2.22885e-19+9.61497e-32j 6.64092e-19-4.54279e-31j 1.0162e-21-6.34026e-32j 5.22652e-19+2.17685e-32j -4.22324e-19-1.85034e-32j 2.52765e-19-4.08091e-32j -2.68273e-20+2.6106e-32j -7.34195e-20-4.83927e-33j 3.83984e-19-2.04182e-32j 6.42266e-19+1.14668e-31j 4.37922e-19+1.48784e-32j -1.51798e-18-1.08631e-31j -2.99712e-20-4.00914e-32j -3.60421e-19-9.40083e-32j -4.97336e-19+1.49015e-31j 2.59342e-19+4.98498e-32j 6.1229e-20-2.08165e-32j 1.09517e-19+1.94197e-32j -3.13893e-19+6.5311e-32j -4.58085e-19-4.38768e-32j -5.31665e-19-1.5559e-31j -4.16155e-19-7.46047e-31j -5.68718e-19-6.57391e-31j -1.41264e-19-1.27958e-31j -8.20984e-19-3.72941e-31j 7.39614e-19+2.48533e-30j -9.8064e-19+1.74494e-33j 3.7165e-19-1.35686e-32j 4.21477e-19-6.02123e-33j 6.298e-19+1.9972e-32j -4.69211e-19+1.07535e-32j 5.52904e-19+1.43173e-32j -2.83096e-19-1.83039e-33j -3.52534e-19-1.53129e-33j -4.3792e-19+1.83326e-32j -4.12753e-19+4.9806e-33j 2.19032e-19-3.47393e-34j 4.82527e-19-1.63559e-34j -5.45707e-20+6.43648e-33j 2.52399e-19-2.9145e-32j 
3.8882e-05+2.40467e-17j 8.23968e-06+5.17513e-18j -7.81568e-05-1.64806e-19j 3.37639e-05+2.26742e-19j 6.97577e-05+7.20279e-19j 7.27461e-05+2.69431e-18j 6.08022e-05-2.4833e-19j 4.34724e-05+4.54245e-19j 0.000117224-4.47411e-19j 9.37156e-05+2.75735e-18j -0.000126209+3.25363e-18j 4.11644e-05-1.05169e-18j -4.67961e-05-7.9544e-20j -0.000178862-2.30067e-18j -0.000171654+2.57632e-17j 3.70986e-05-3.23881e-17j 3.21341e-05-1.38622e-17j -9.57442e-05+6.54948e-17j -1.46509e-07+9.14095e-18j -7.53524e-05-3.13843e-18j 6.08878e-05+2.66769e-18j -3.6442e-05+5.88358e-18j 3.86777e-06-3.76378e-18j 1.05851e-05+6.97693e-19j -5.53602e-05+2.94376e-18j -9.25975e-05-1.65321e-17j -6.31366e-05-2.14506e-18j 0.000218852+1.56616e-17j 4.32103e-06+5.7801e-18j 5.1963e-05+1.35535e-17j 7.17025e-05-2.1484e-17j -3.73901e-05-7.187e-18j -8.82758e-06+3.00117e-18j -1.57894e-05-2.7998e-18j 4.5255e-05-9.41609e-18j 6.60436e-05+6.32585e-18j 7.66518e-05+2.2432e-17j 5.99984e-05+1.0756e-16j 8.19939e-05+9.4778e-17j 2.03665e-05+1.84481e-17j 0.000118364+5.37681e-17j -0.000106632-3.58318e-16j 0.000141382-2.51574e-19j -5.3582e-05+1.95623e-18j -6.07656e-05+8.68099e-19j -9.08003e-05-2.87942e-18j 6.76476e-05-1.55037e-18j -7.97139e-05-2.06416e-18j 4.08148e-05+2.63893e-19j 5.08259e-05+2.20771e-19j 6.31363e-05-2.64306e-18j 5.95079e-05-7.18069e-19j -3.15785e-05+5.00847e-20j -6.95674e-05+2.35808e-20j 7.86763e-06-9.27967e-19j -3.63892e-05+4.20192e-18j 
-0.000297057-1.83716e-16j -6.2951e-05-3.95378e-17j 0.000597116+1.25911e-18j -0.000257955-1.7323e-18j -0.000532948-5.50292e-18j -0.000555779-2.05845e-17j -0.000464527+1.89724e-18j -0.000332128-3.47042e-18j -0.000895592+3.41821e-18j -0.000715985-2.10661e-17j 0.000964232-2.48577e-17j -0.000314495+8.03487e-18j 0.000357521+6.07715e-19j 0.0013665+1.75771e-17j 0.00131143-1.9683e-16j -0.000283432+2.47444e-16j -0.000245504+1.05907e-16j 0.000731484-5.00379e-16j 1.11932e-06-6.98367e-17j 0.000575691+2.39775e-17j -0.000465182-2.03811e-17j 0.000278416-4.49504e-17j -2.95497e-05+2.87552e-17j -8.087e-05-5.33036e-18j 0.000422951-2.24903e-17j 0.000707443+1.26305e-16j 0.000482362+1.63882e-17j -0.00167202-1.19654e-16j -3.30126e-05-4.41599e-17j -0.000396996-1.03548e-16j -0.000547805+1.64137e-16j 0.00028566+5.49085e-17j 6.74425e-05-2.29289e-17j 0.000120631+2.13904e-17j -0.000345747+7.19387e-17j -0.000504572-4.83294e-17j -0.000585618-1.7138e-16j -0.000458387-8.21755e-16j -0.000626431-7.24102e-16j -0.0001556-1.40943e-16j -0.000904297-4.10787e-16j 0.00081467+2.73754e-15j -0.00108015+1.92202e-18j 0.000409365-1.49456e-17j 0.000464248-6.63226e-18j 0.000693712+2.19987e-17j -0.000516826+1.18448e-17j 0.000609013+1.57702e-17j -0.000311824-2.01614e-18j -0.000388309-1.68669e-18j -0.00048236+2.01929e-17j -0.000454639+5.48603e-18j 0.000241259-3.82646e-19j 0.000531494-1.80157e-19j -6.01085e-05+7.08965e-18j 0.000278013-3.21026e-17j 
1.67934e-05+1.0386e-17j 3.55879e-06+2.23518e-18j -3.37566e-05-7.11811e-20j 1.45829e-05+9.79317e-20j 3.01289e-05+3.11094e-19j 3.14196e-05+1.16369e-18j 2.6261e-05-1.07256e-19j 1.87761e-05+1.96192e-19j 5.06302e-05-1.93241e-19j 4.04765e-05+1.19092e-18j -5.45106e-05+1.40527e-18j 1.77793e-05-4.54233e-19j -2.02116e-05-3.43557e-20j -7.7252e-05-9.93677e-19j -7.41386e-05+1.11273e-17j 1.60232e-05-1.39887e-17j 1.3879e-05-5.9872e-18j -4.13527e-05+2.82877e-17j -6.32783e-08+3.94805e-18j -3.25453e-05-1.35551e-18j 2.6298e-05+1.1522e-18j -1.57396e-05+2.54116e-18j 1.67052e-06-1.62561e-18j 4.5718e-06+3.01339e-19j -2.39105e-05+1.27143e-18j -3.99936e-05-7.14034e-18j -2.72692e-05-9.26468e-19j 9.45238e-05+6.76438e-18j 1.86629e-06+2.49647e-18j 2.24432e-05+5.85385e-18j 3.09689e-05-9.27913e-18j -1.61491e-05-3.10412e-18j -3.8127e-06+1.29623e-18j -6.81956e-06-1.20926e-18j 1.9546e-05-4.06689e-18j 2.85248e-05+2.73219e-18j 3.31065e-05+9.68855e-18j 2.59138e-05+4.6456e-17j 3.54138e-05+4.09354e-17j 8.79647e-06+7.9679e-18j 5.11223e-05+2.32229e-17j -4.60554e-05-1.5476e-16j 6.1064e-05-1.08657e-19j -2.31425e-05+8.44913e-19j -2.62452e-05+3.74939e-19j -3.92174e-05-1.24365e-18j 2.92175e-05-6.69618e-19j -3.44291e-05-8.91529e-19j 1.76283e-05+1.13978e-19j 2.19521e-05+9.53528e-20j 2.72691e-05-1.14156e-18j 2.57019e-05-3.1014e-19j -1.3639e-05+2.1632e-20j -3.00467e-05+1.01847e-20j 3.39809e-06-4.00796e-19j -1.57168e-05+1.81484e-18j 
1.41012e-17+8.72095e-30j 2.98826e-18+1.87685e-30j -2.83449e-17-5.97697e-32j 1.2245e-17+8.22318e-32j 2.52988e-17+2.61221e-31j 2.63826e-17+9.77137e-31j 2.20509e-17-9.00613e-32j 1.5766e-17+1.6474e-31j 4.25134e-17-1.62261e-31j 3.39875e-17+1e-30j -4.57717e-17+1.17998e-30j 1.4929e-17-3.81413e-31j -1.69714e-17-2.8848e-32j -6.48674e-17-8.34376e-31j -6.22531e-17+9.34347e-30j 1.34544e-17-1.17461e-29j 1.1654e-17-5.02736e-30j -3.47233e-17+2.37528e-29j -5.31339e-20+3.31512e-30j -2.73278e-17-1.1382e-30j 2.2082e-17+9.67483e-31j -1.32163e-17+2.13378e-30j 1.40271e-18-1.365e-30j 3.83887e-18+2.5303e-31j -2.00773e-17+1.06761e-30j -3.35821e-17-5.99564e-30j -2.28976e-17-7.77942e-31j 7.93703e-17+5.67996e-30j 1.5671e-18+2.09625e-30j 1.88453e-17+4.91539e-30j 2.60041e-17-7.79155e-30j -1.35602e-17-2.60649e-30j -3.20147e-18+1.08843e-30j -5.72629e-18-1.0154e-30j 1.64125e-17-3.41491e-30j 2.39518e-17+2.29418e-30j 2.77991e-17+8.13533e-30j 2.17594e-17+3.90084e-29j 2.97365e-17+3.43729e-29j 7.38627e-18+6.69053e-30j 4.29267e-17+1.94999e-29j -3.86721e-17-1.2995e-28j 5.12745e-17-9.12374e-32j -1.94324e-17+7.09461e-31j -2.20377e-17+3.14831e-31j -3.29303e-17-1.04427e-30j 2.45335e-17-5.62269e-31j -2.89096e-17-7.48604e-31j 1.48022e-17+9.57053e-32j 1.84329e-17+8.00664e-32j 2.28975e-17-9.58551e-31j 2.15815e-17-2.6042e-31j -1.14525e-17+1.81641e-32j -2.52298e-17+8.55198e-33j 2.85333e-18-3.36543e-31j -1.31972e-17+1.5239e-30j 
