-0.11371+9.81583e-13j -0.0400016+2.16199e-13j -0.166559-1.84984e-15j 0.0958549+1.93537e-15j 0.0877726-3.8756e-16j 0.183694+1.96382e-14j 0.10159+3.09905e-15j 0.0581754-9.83115e-16j 0.0533614+4.49697e-16j 0.180864-4.91231e-15j -0.159273+3.72832e-15j -0.148764-9.31962e-16j -0.0660818+3.78731e-16j 0.015846+8.37204e-16j 0.0639748-9.1599e-15j -0.202566+3.16896e-14j -0.0790305-2.26982e-14j -0.0692294-5.64741e-14j -0.202159-3.40182e-14j -0.0542536+1.11519e-14j 0.125531+3.27595e-14j -0.120792-2.69603e-14j -0.206096+5.80774e-15j 0.097021-1.1332e-13j -0.0213004+9.11755e-15j -0.0994035+8.61781e-14j -0.0445649+2.98516e-15j 0.210523-4.09513e-14j 0.116544-4.16562e-14j -0.0514376+3.12478e-15j -0.0915169+4.97751e-15j -0.045047+1.32353e-14j -0.0232603+2.50883e-14j 0.0341073-1.01343e-13j -0.177252-3.27462e-15j -0.110614-1.91636e-14j -0.0584187+1.55572e-14j 0.117461+3.57579e-14j 0.221476-2.93594e-14j 0.100599-2.49464e-14j 0.0372094-2.35212e-14j -0.123328+1.60552e-14j 0.159272+3.89788e-15j 0.0495772-2.71523e-14j 0.0134457-9.02039e-15j -0.00341901+9.40616e-15j -0.0601218-8.31582e-16j 0.0818393-2.37263e-14j -0.176214-1.70561e-15j -0.0582859+2.32011e-14j 0.143934-3.38173e-14j -0.105788-6.18347e-14j 0.0294212+8.65733e-15j 0.108307-9.10233e-15j 0.164021+1.97094e-15j 0.0425026+4.27384e-15j 0.136583+1.51683e-14j -0.0226944+1.26519e-15j 0.19533-3.67783e-14j 0.0484739+7.81274e-14j -0.0326991+1.49498e-14j -0.144392-1.96644e-15j -0.0779243+8.941e-16j -0.0474371-2.1462e-15j 0.0804828+1.40537e-15j 0.132912-3.31009e-15j 0.146576+1.24225e-15j -0.15417-2.21156e-14j -0.0465075+3.52955e-15j -0.0560814+5.49442e-16j -0.0946577+3.97575e-15j -0.169037+1.23877e-14j -0.0802742-2.32785e-15j 0.0906984-2.12001e-15j 0.156161-2.05027e-15j -0.0386313-1.94093e-13j 0.109046+8.65814e-13j 
-0.000214288+1.84981e-15j -7.53838e-05+4.07431e-16j -0.000313884-3.48607e-18j 0.000180641+3.64724e-18j 0.000165409-7.30366e-19j 0.000346176+3.70086e-17j 0.000191448+5.84022e-18j 0.000109633-1.8527e-18j 0.000100561+8.47464e-19j 0.000340842-9.25736e-18j -0.000300154+7.0261e-18j -0.000280348-1.7563e-18j -0.000124533+7.13728e-19j 2.98621e-05+1.57773e-18j 0.000120562-1.7262e-17j -0.00038174+5.97198e-17j -0.000148935-4.27753e-17j -0.000130464-1.06427e-16j -0.000380972-6.4108e-17j -0.000102242+2.1016e-17j 0.000236566+6.1736e-17j -0.000227634-5.08074e-17j -0.000388392+1.09448e-17j 0.000182838-2.13554e-16j -4.01411e-05+1.71822e-17j -0.000187328+1.62405e-16j -8.39836e-05+5.62559e-18j 0.000396734-7.71737e-17j 0.000219629-7.8502e-17j -9.69352e-05+5.88872e-18j -0.000172466+9.38022e-18j -8.4892e-05+2.49422e-17j -4.38345e-05+4.72795e-17j 6.4276e-05-1.90983e-16j -0.000334036-6.17109e-18j -0.000208455-3.61141e-17j -0.000110091+2.93178e-17j 0.000221358+6.73866e-17j 0.000417376-5.53285e-17j 0.000189582-4.7012e-17j 7.0122e-05-4.43261e-17j -0.000232414+3.02563e-17j 0.000300151+7.34564e-18j 9.34294e-05-5.11691e-17j 2.53387e-05-1.69991e-17j -6.4432e-06+1.77261e-17j -0.000113301-1.56713e-18j 0.000154228-4.47127e-17j -0.000332079-3.21427e-18j -0.000109841+4.37229e-17j 0.000271247-6.37294e-17j -0.00019936-1.16529e-16j 5.54449e-05+1.63149e-17j 0.000204108-1.71535e-17j 0.000309102+3.71428e-18j 8.0097e-05+8.05415e-18j 0.000257393+2.8585e-17j -4.27682e-05+2.38428e-18j 0.000368104-6.93095e-17j 9.135e-05+1.47233e-16j -6.16222e-05+2.81733e-17j -0.00027211-3.7058e-18j -0.00014685+1.68495e-18j -8.93962e-05-4.04456e-18j 0.000151672+2.64845e-18j 0.000250475-6.23794e-18j 0.000276225+2.34105e-18j -0.000290538-4.16774e-17j -8.76444e-05+6.65152e-18j -0.000105687+1.03544e-18j -0.000178384+7.49238e-18j -0.000318553+2.3345e-17j -0.000151279-4.38689e-18j 0.000170923-3.9952e-18j 0.000294288-3.86379e-18j -7.28016e-05-3.65773e-16j 0.0002055+1.63165e-15j 
6.97541e-05-6.02143e-16j 2.45386e-05-1.32625e-16j 0.000102174+1.13477e-18j -5.88013e-05-1.18723e-18j -5.38433e-05+2.37745e-19j -0.000112686-1.20469e-17j -6.23193e-05-1.90108e-18j -3.56871e-05+6.03083e-19j -3.27341e-05-2.75863e-19j -0.000110949+3.01341e-18j 9.77048e-05-2.2871e-18j 9.12576e-05+5.71703e-19j 4.05373e-05-2.32329e-19j -9.72057e-06-5.13575e-19j -3.92447e-05+5.61906e-18j 0.000124262-1.94397e-17j 4.84805e-05+1.3924e-17j 4.24681e-05+3.46435e-17j 0.000124012+2.08681e-17j 3.32813e-05-6.84102e-18j -7.7006e-05-2.0096e-17j 7.40984e-05+1.65386e-17j 0.000126427-3.5627e-18j -5.95166e-05+6.95152e-17j 1.30665e-05-5.59307e-18j 6.09782e-05-5.28652e-17j 2.73379e-05-1.83122e-18j -0.000129143+2.51212e-17j -7.14927e-05+2.55536e-17j 3.15539e-05-1.91687e-18j 5.61402e-05-3.0534e-18j 2.76336e-05-8.11906e-18j 1.42688e-05-1.53902e-17j -2.09228e-05+6.2168e-17j 0.000108734+2.00879e-18j 6.78551e-05+1.17557e-17j 3.58364e-05-9.54341e-18j -7.20554e-05-2.19354e-17j -0.000135862+1.80103e-17j -6.17118e-05+1.53031e-17j -2.28258e-05+1.44288e-17j 7.56542e-05-9.8489e-18j -9.77039e-05-2.39112e-18j -3.04127e-05+1.66563e-17j -8.24812e-06+5.53347e-18j 2.09736e-06-5.77012e-18j 3.68811e-05+5.10126e-19j -5.02036e-05+1.45547e-17j 0.000108097+1.04629e-18j 3.57549e-05-1.42325e-17j -8.82949e-05+2.07449e-17j 6.48946e-05+3.79319e-17j -1.80482e-05-5.31076e-18j -6.64402e-05+5.58374e-18j -0.000100617-1.20906e-18j -2.60728e-05-2.62175e-18j -8.37854e-05-9.30486e-18j 1.39217e-05-7.76119e-19j -0.000119824+2.25613e-17j -2.97358e-05-4.79265e-17j 2.0059e-05-9.17083e-18j 8.85759e-05+1.20629e-18j 4.78019e-05-5.48477e-19j 2.90998e-05+1.31656e-18j -4.93714e-05-8.62111e-19j -8.15333e-05+2.03054e-18j -8.99155e-05-7.62049e-19j 9.45744e-05+1.35666e-17j 2.85296e-05-2.16517e-18j 3.44026e-05-3.3705e-19j 5.80669e-05-2.43888e-18j 0.000103694-7.59914e-18j 4.92435e-05+1.428e-18j -5.56381e-05+1.3005e-18j -9.57954e-05+1.25772e-18j 2.3698e-05+1.19065e-16j -6.68936e-05-5.31126e-16j 
-0.000218847+1.88917e-15j -7.69877e-05+4.161e-16j -0.000320562-3.56024e-18j 0.000184484+3.72484e-18j 0.000168929-7.45905e-19j 0.000353541+3.7796e-17j 0.000195522+5.96448e-18j 0.000111965-1.89212e-18j 0.0001027+8.65495e-19j 0.000348093-9.45432e-18j -0.00030654+7.17559e-18j -0.000286313-1.79367e-18j -0.000127182+7.28913e-19j 3.04974e-05+1.6113e-18j 0.000123127-1.76293e-17j -0.000389862+6.09904e-17j -0.000152103-4.36854e-17j -0.00013324-1.08691e-16j -0.000389078-6.5472e-17j -0.000104417+2.14631e-17j 0.0002416+6.30495e-17j -0.000232477-5.18883e-17j -0.000396655+1.11777e-17j 0.000186728-2.18098e-16j -4.09952e-05+1.75478e-17j -0.000191314+1.6586e-16j -8.57704e-05+5.74528e-18j 0.000405175-7.88156e-17j 0.000224302-8.01722e-17j -9.89976e-05+6.01401e-18j -0.000176135+9.57979e-18j -8.66981e-05+2.54728e-17j -4.47671e-05+4.82854e-17j 6.56435e-05-1.95047e-16j -0.000341143-6.30239e-18j -0.00021289-3.68825e-17j -0.000112434+2.99416e-17j 0.000226068+6.88203e-17j 0.000426256-5.65057e-17j 0.000193615-4.80123e-17j 7.16139e-05-4.52692e-17j -0.000237359+3.09001e-17j 0.000306537+7.50193e-18j 9.54172e-05-5.22578e-17j 2.58778e-05-1.73608e-17j -6.58028e-06+1.81033e-17j -0.000115711-1.60048e-18j 0.000157509-4.5664e-17j -0.000339145-3.28265e-18j -0.000112178+4.46532e-17j 0.000277018-6.50853e-17j -0.000203601-1.19008e-16j 5.66245e-05+1.6662e-17j 0.00020845-1.75185e-17j 0.000315678+3.79331e-18j 8.18012e-05+8.22551e-18j 0.000262869+2.91932e-17j -4.36781e-05+2.43501e-18j 0.000375936-7.07842e-17j 9.32936e-05+1.50365e-16j -6.29333e-05+2.87727e-17j -0.000277899-3.78464e-18j -0.000149974+1.7208e-18j -9.12981e-05-4.13061e-18j 0.000154898+2.7048e-18j 0.000255804-6.37065e-18j 0.000282102+2.39086e-18j -0.000296719-4.25641e-17j -8.95091e-05+6.79304e-18j -0.000107935+1.05747e-18j -0.00018218+7.65179e-18j -0.000325331+2.38416e-17j -0.000154497-4.48022e-18j 0.00017456-4.08021e-18j 0.00030055-3.94599e-18j -7.43505e-05-3.73555e-16j 0.000209873+1.66636e-15j 
9.65992e-05-8.3388e-16j 3.39824e-05-1.83666e-16j 0.000141496+1.57149e-18j -8.14312e-05-1.64414e-18j -7.45651e-05+3.29242e-19j -0.000156053-1.66831e-17j -8.63032e-05-2.63272e-18j -4.94215e-05+8.35181e-19j -4.53319e-05-3.82029e-19j -0.000153648+4.17314e-18j 0.000135307-3.1673e-18j 0.000126378+7.91725e-19j 5.61382e-05-3.21742e-19j -1.34616e-05-7.11226e-19j -5.43482e-05+7.78157e-18j 0.000172085-2.69212e-17j 6.71384e-05+1.92827e-17j 5.88122e-05+4.79762e-17j 0.000171739+2.88993e-17j 4.60898e-05-9.47381e-18j -0.000106642-2.783e-17j 0.000102616+2.29035e-17j 0.000175084-4.93383e-18j -8.24219e-05+9.62684e-17j 1.80953e-05-7.74559e-18j 8.44459e-05-7.32105e-17j 3.78591e-05-2.53597e-18j -0.000178844+3.47892e-17j -9.90069e-05+3.5388e-17j 4.36975e-05-2.65458e-18j 7.7746e-05-4.22852e-18j 3.82685e-05-1.12437e-17j 1.97602e-05-2.13132e-17j -2.89751e-05+8.60936e-17j 0.000150581+2.78188e-18j 9.39695e-05+1.62799e-17j 4.96282e-05-1.32162e-17j -9.97863e-05-3.03773e-17j -0.000188149+2.49416e-17j -8.54619e-05+2.11926e-17j -3.16104e-05+1.99818e-17j 0.00010477-1.36393e-17j -0.000135306-3.31135e-18j -4.21171e-05+2.30666e-17j -1.14224e-05+7.66305e-18j 2.90454e-06-7.99077e-18j 5.1075e-05+7.0645e-19j -6.95246e-05+2.01561e-17j 0.000149698+1.44896e-18j 4.95153e-05-1.97099e-17j -0.000122276+2.87286e-17j 8.98696e-05+5.25302e-17j -2.49941e-05-7.35463e-18j -9.20099e-05+7.73267e-18j -0.00013934-1.67437e-18j -3.6107e-05-3.63074e-18j -0.000116031-1.28859e-17j 1.92795e-05-1.07481e-18j -0.000165938+3.12441e-17j -4.11798e-05-6.63712e-17j 2.77788e-05-1.27003e-17j 0.000122665+1.67054e-18j 6.61987e-05-7.59561e-19j 4.0299e-05+1.82325e-18j -6.83722e-05-1.1939e-18j -0.000112912+2.81201e-18j -0.00012452-1.05533e-18j 0.000130972+1.87878e-17j 3.95093e-05-2.99845e-18j 4.76426e-05-4.66765e-19j 8.04142e-05-3.3775e-18j 0.000143601-1.05237e-17j 6.8195e-05+1.97757e-18j -7.70506e-05+1.801e-18j -0.000132663+1.74176e-18j 3.28183e-05+1.64887e-16j -9.26378e-05-7.35531e-16j 
-0.000314566+2.71545e-15j -0.00011066+5.98092e-16j -0.000460769-5.1174e-18j 0.000265173+5.354e-18j 0.000242814-1.07215e-18j 0.000508172+5.43271e-17j 0.000281038+8.57321e-18j 0.000160936-2.71969e-18j 0.000147619+1.24404e-18j 0.000500342-1.35894e-17j -0.000440614+1.0314e-17j -0.00041154-2.57818e-18j -0.000182809+1.04772e-18j 4.38363e-05+2.31604e-18j 0.00017698-2.534e-17j -0.000560379+8.76662e-17j -0.00021863-6.27925e-17j -0.000191516-1.5623e-16j -0.000559252-9.41079e-17j -0.000150087+3.08506e-17j 0.00034727+9.06259e-17j -0.000334158-7.45831e-17j -0.000570143+1.60665e-17j 0.000268399-3.13489e-16j -5.89255e-05+2.52228e-17j -0.00027499+2.38403e-16j -0.000123284+8.25814e-18j 0.00058239-1.13288e-16j 0.000322407-1.15238e-16j -0.000142297+8.6444e-18j -0.000253172+1.37698e-17j -0.000124618+3.66141e-17j -6.43472e-05+6.94044e-17j 9.43546e-05-2.80356e-16j -0.000490351-9.05892e-18j -0.000306003-5.30141e-17j -0.000161609+4.30374e-17j 0.000324945+9.89208e-17j 0.000612691-8.122e-17j 0.000278299-6.90118e-17j 0.000102936-6.5069e-17j -0.000341174+4.44151e-17j 0.00044061+1.07831e-17j 0.000137151-7.51142e-17j 3.71961e-05-2.4954e-17j -9.45835e-06+2.60212e-17j -0.000166321-2.30049e-18j 0.0002264-6.56364e-17j -0.000487479-4.71841e-18j -0.000161242+6.41835e-17j 0.000398179-9.35521e-17j -0.000292652-1.7106e-16j 8.13908e-05+2.39496e-17j 0.000299622-2.51807e-17j 0.000453749+5.45242e-18j 0.000117579+1.18232e-17j 0.000377843+4.19616e-17j -6.27819e-05+3.50002e-18j 0.000540362-1.01744e-16j 0.000134098+2.16132e-16j -9.0459e-05+4.13572e-17j -0.000399446-5.43996e-18j -0.00021557+2.47344e-18j -0.00013123-5.93724e-18j 0.000222648+3.88782e-18j 0.000367687-9.15704e-18j 0.000405487+3.43657e-18j -0.000426497-6.11807e-17j -0.000128658+9.76416e-18j -0.000155144+1.51998e-18j -0.000261861+1.09985e-17j -0.000467623+3.42694e-17j -0.000222071-6.43978e-18j 0.000250908-5.8648e-18j 0.000432003-5.67188e-18j -0.00010687-5.36939e-16j 0.000301666+2.39519e-15j 
0.000286876-2.47642e-15j 0.000100919-5.45443e-16j 0.000420209+4.66693e-18j -0.00024183-4.8827e-18j -0.00022144+9.77768e-19j -0.000463439-4.95447e-17j -0.000256299-7.81852e-18j -0.000146769+2.48028e-18j -0.000134624-1.13453e-18j -0.000456298+1.23932e-17j 0.000401828-9.40611e-18j 0.000375312+2.35123e-18j 0.000166717-9.55494e-19j -3.99775e-05-2.11216e-18j -0.000161401+2.31093e-17j 0.00051105-7.99491e-17j 0.000199384+5.72649e-17j 0.000174657+1.42477e-16j 0.000510022+8.58238e-17j 0.000136875-2.81349e-17j -0.0003167-8.26483e-17j 0.000304743+6.80177e-17j 0.000519955-1.46522e-17j -0.000244772+2.85893e-16j 5.37384e-05-2.30025e-17j 0.000250783-2.17417e-16j 0.000112432-7.53119e-18j -0.000531123+1.03315e-16j -0.000294026+1.05094e-16j 0.000129771-7.88345e-18j 0.000230886-1.25576e-17j 0.000113648-3.3391e-17j 5.86829e-05-6.32949e-17j -8.60487e-05+2.55677e-16j 0.000447187+8.26148e-18j 0.000279066+4.83474e-17j 0.000147383-3.92489e-17j -0.00029634-9.0213e-17j -0.000558757+7.40704e-17j -0.0002538+6.29368e-17j -9.38749e-05+5.93411e-17j 0.000311141-4.05053e-17j -0.000401824-9.83388e-18j -0.000125077+6.8502e-17j -3.39218e-05+2.27574e-17j 8.62575e-06-2.37306e-17j 0.00015168+2.09798e-18j -0.000206471+5.98585e-17j 0.000444567+4.30306e-18j 0.000147048-5.85335e-17j -0.000363128+8.53169e-17j 0.00026689+1.56002e-16j -7.42261e-05-2.18414e-17j -0.000273247+2.29641e-17j -0.000413806-4.97245e-18j -0.000107229-1.07824e-17j -0.000344582-3.82678e-17j 5.72553e-05-3.19192e-18j -0.000492795+9.27873e-17j -0.000122294-1.97106e-16j 8.2496e-05-3.77166e-17j 0.000364284+4.96109e-18j 0.000196594-2.25571e-18j 0.000119678+5.4146e-18j -0.000203048-3.54558e-18j -0.00033532+8.35096e-18j -0.000369793-3.13406e-18j 0.000388954+5.57951e-17j 0.000117333-8.90464e-18j 0.000141487-1.38618e-18j 0.00023881-1.00303e-17j 0.000426459-3.12528e-17j 0.000202522+5.87289e-18j -0.000228821+5.34853e-18j -0.000393975+5.1726e-18j 9.74622e-05+4.89673e-16j -0.000275111-2.18435e-15j 
-0.000242761+2.0956e-15j -8.54001e-05+4.61567e-16j -0.00035559-3.94926e-18j 0.000204642+4.13185e-18j 0.000187387-8.2741e-19j 0.000392173+4.19259e-17j 0.000216886+6.61621e-18j 0.0001242-2.09887e-18j 0.000113922+9.60067e-19j 0.000386129-1.04874e-17j -0.000340036+7.95966e-18j -0.000317598-1.98966e-18j -0.000141079+8.08561e-19j 3.38299e-05+1.78736e-18j 0.000136581-1.95556e-17j -0.000432462+6.76548e-17j -0.000168724-4.84589e-17j -0.000147799-1.20568e-16j -0.000431592-7.26261e-17j -0.000115827+2.38084e-17j 0.000267999+6.99389e-17j -0.00025788-5.75581e-17j -0.000439998+1.23991e-17j 0.000207132-2.41929e-16j -4.54747e-05+1.94652e-17j -0.000212218+1.83983e-16j -9.51425e-05+6.37307e-18j 0.000449449-8.74277e-17j 0.000248811-8.89325e-17j -0.000109815+6.67116e-18j -0.000195381+1.06266e-17j -9.61716e-05+2.82562e-17j -4.96588e-05+5.35616e-17j 7.28164e-05-2.16359e-16j -0.00037842-6.99105e-18j -0.000236152-4.09126e-17j -0.000124719+3.32133e-17j 0.00025077+7.63403e-17j 0.000472833-6.268e-17j 0.000214772-5.32585e-17j 7.94391e-05-5.02158e-17j -0.000263295+3.42765e-17j 0.000340033+8.32166e-18j 0.000105843-5.7968e-17j 2.87054e-05-1.92578e-17j -7.29931e-06+2.00814e-17j -0.000128355-1.77536e-18j 0.00017472-5.06537e-17j -0.000376203-3.64135e-18j -0.000124436+4.95324e-17j 0.000307287-7.21971e-17j -0.000225849-1.32012e-16j 6.28118e-05+1.84827e-17j 0.000231227-1.94327e-17j 0.000350173+4.2078e-18j 9.07395e-05+9.1243e-18j 0.000291593+3.23831e-17j -4.84508e-05+2.70108e-18j 0.000417014-7.85187e-17j 0.000103488+1.66796e-16j -6.981e-05+3.19167e-17j -0.000308265-4.19819e-18j -0.000166362+1.90883e-18j -0.000101274-4.58196e-18j 0.000171824+3.00035e-18j 0.000283755-7.06677e-18j 0.000312927+2.65211e-18j -0.000329141-4.72151e-17j -9.92897e-05+7.53531e-18j -0.000119729+1.17301e-18j -0.000202086+8.48789e-18j -0.00036088+2.64468e-17j -0.000171379-4.96978e-18j 0.000193634-4.52605e-18j 0.000333391-4.37717e-18j -8.24748e-05-4.14373e-16j 0.000232805+1.84844e-15j 
0.000491539-4.24314e-15j 0.000172917-9.34574e-16j 0.000719994+7.99641e-18j -0.000414357-8.36611e-18j -0.000379419+1.67533e-18j -0.000794066-8.4891e-17j -0.000439148-1.33964e-17j -0.000251478+4.24976e-18j -0.000230668-1.94393e-18j -0.00078183+2.12347e-17j 0.0006885-1.61166e-17j 0.000643068+4.02864e-18j 0.000285656-1.63716e-18j -6.84983e-05-3.61903e-18j -0.000276547+3.9596e-17j 0.000875644-1.36986e-16j 0.000341629+9.81189e-17j 0.000299262+2.44124e-16j 0.000873882+1.47052e-16j 0.000234525-4.82068e-17j -0.000542641-1.41611e-16j 0.000522152+1.16543e-16j 0.000890901-2.51054e-17j -0.000419398+4.89855e-16j 9.20765e-05-3.94129e-17j 0.000429697-3.72527e-16j 0.000192643-1.29041e-17j -0.000910037+1.77023e-16j -0.00050379+1.80069e-16j 0.000222352-1.35077e-17j 0.000395605-2.15165e-17j 0.000194727-5.72129e-17j 0.000100548-1.08451e-16j -0.000147438+4.38081e-16j 0.000766219+1.41554e-17j 0.000478157+8.28394e-17j 0.00025253-6.72499e-17j -0.000507756-1.54573e-16j -0.000957386+1.26914e-16j -0.000434867+1.07837e-16j -0.000160847+1.01676e-16j 0.000533115-6.94026e-17j -0.000688493-1.68496e-17j -0.00021431+1.17373e-16j -5.81223e-05+3.89929e-17j 1.47795e-05-4.06605e-17j 0.000259892+3.59472e-18j -0.000353771+1.02563e-16j 0.00076173+7.37295e-18j 0.000251955-1.00293e-16j -0.000622191+1.46184e-16j 0.000457295+2.67296e-16j -0.000127181-3.74235e-17j -0.000468186+3.93471e-17j -0.000709025-8.5199e-18j -0.000183728-1.84748e-17j -0.000590413-6.55689e-17j 9.81025e-05-5.46911e-18j -0.000844365+1.58984e-16j -0.000209541-3.37726e-16j 0.00014135-6.46244e-17j 0.000624171+8.50043e-18j 0.000336848-3.86497e-18j 0.000205059+9.27749e-18j -0.000347907-6.07507e-18j -0.000574544+1.43087e-17j -0.000633611-5.36996e-18j 0.000666441+9.56005e-17j 0.00020104-1.52574e-17j 0.000242426-2.3751e-18j 0.000409182-1.71862e-17j 0.000730704-5.35491e-17j 0.000347006+1.00627e-17j -0.000392067+9.16428e-18j -0.000675045+8.86283e-18j 0.000166994+8.39017e-16j -0.000471381-3.7427e-15j 
-0.00038638+3.33537e-15j -0.000135923+7.34633e-16j -0.00056596-6.28567e-18j 0.00032571+6.57628e-18j 0.000298247-1.31691e-18j 0.000624185+6.67296e-17j 0.000345198+1.05304e-17j 0.000197677-3.34058e-18j 0.00018132+1.52805e-18j 0.000614567-1.66918e-17j -0.000541204+1.26687e-17j -0.000505491-3.16676e-18j -0.000224543+1.28691e-18j 5.38439e-05+2.84478e-18j 0.000217383-3.11249e-17j -0.00068831+1.0768e-16j -0.000268542-7.71276e-17j -0.000235238-1.91896e-16j -0.000686926-1.15592e-16j -0.000184351+3.78936e-17j 0.000426549+1.11315e-16j -0.000410444-9.161e-17j -0.000700304+1.97344e-17j 0.000329673-3.85057e-16j -7.23779e-05+3.0981e-17j -0.000337769+2.92829e-16j -0.00015143+1.01434e-17j 0.000715346-1.39151e-16j 0.00039601-1.41546e-16j -0.000174782+1.06179e-17j -0.00031097+1.69133e-17j -0.000153067+4.49729e-17j -7.90373e-05+8.5249e-17j 0.000115895-3.44359e-16j -0.000602296-1.1127e-17j -0.000375861-6.51169e-17j -0.000198504+5.28626e-17j 0.000399127+1.21504e-16j 0.000752565-9.9762e-17j 0.000341832-8.47667e-17j 0.000126436-7.99238e-17j -0.000419062+5.45548e-17j 0.000541199+1.32448e-17j 0.000168461-9.22623e-17j 4.56878e-05-3.06509e-17j -1.16176e-05+3.19617e-17j -0.000204291-2.82568e-18j 0.000278086-8.06208e-17j -0.000598767-5.7956e-18j -0.000198053+7.88362e-17j 0.000489081-1.1491e-16j -0.000359463-2.10112e-16j 9.99718e-05+2.94172e-17j 0.000368023-3.09293e-17j 0.000557337+6.69717e-18j 0.000144422+1.45223e-17j 0.000464102+5.15412e-17j -7.71146e-05+4.29906e-18j 0.000663723-1.24971e-16j 0.000164712+2.65473e-16j -0.00011111+5.07988e-17j -0.000490637-6.68187e-18j -0.000264783+3.03811e-18j -0.000161189-7.29268e-18j 0.000273477+4.77538e-18j 0.000451627-1.12475e-17j 0.000498057+4.22112e-18j -0.000523864-7.51479e-17j -0.00015803+1.19933e-17j -0.000190562+1.86698e-18j -0.000321642+1.35094e-17j -0.000574379+4.20929e-17j -0.000272768-7.90994e-18j 0.000308189-7.20369e-18j 0.000530627-6.96674e-18j -0.000131268-6.59519e-16j 0.000370535+2.942e-15j 
0.000250138-2.15928e-15j 8.79953e-05-4.75593e-16j 0.000366396+4.06927e-18j -0.000210861-4.25741e-18j -0.000193082+8.52553e-19j -0.00040409-4.32e-17j -0.000223477-6.81727e-18j -0.000127974+2.16265e-18j -0.000117384-9.89242e-19j -0.000397863+1.08061e-17j 0.000350369-8.20154e-18j 0.000327249+2.05012e-18j 0.000145367-8.33132e-19j -3.48579e-05-1.84168e-18j -0.000140731+2.01499e-17j 0.000445604-6.97107e-17j 0.000173851+4.99315e-17j 0.000152291+1.24231e-16j 0.000444708+7.4833e-17j 0.000119347-2.45319e-17j -0.000276143-7.20642e-17j 0.000265717+5.93072e-17j 0.000453368-1.27758e-17j -0.000213426+2.49281e-16j 4.68566e-05-2.00567e-17j 0.000218667-1.89574e-16j 9.80337e-05-6.56673e-18j -0.000463107+9.00845e-17j -0.000256372+9.1635e-17j 0.000113152-6.87388e-18j 0.000201318-1.09495e-17j 9.90941e-05-2.91149e-17j 5.11678e-05-5.51892e-17j -7.50291e-05+2.22934e-16j 0.000389919+7.2035e-18j 0.000243328+4.21559e-17j 0.000128509-3.42226e-17j -0.00025839-7.86601e-17j -0.000487202+6.45848e-17j -0.000221298+5.4877e-17j -8.18531e-05+5.17417e-17j 0.000271296-3.53181e-17j -0.000350366-8.57454e-18j -0.00010906+5.97295e-17j -2.95777e-05+1.9843e-17j 7.52112e-06-2.06916e-17j 0.000132256+1.82931e-18j -0.00018003+5.2193e-17j 0.000387635+3.752e-18j 0.000128217-5.10376e-17j -0.000316625+7.43911e-17j 0.000232712+1.36024e-16j -6.47206e-05-1.90444e-17j -0.000238254+2.00233e-17j -0.000360814-4.33567e-18j -9.3497e-05-9.40158e-18j -0.000300454-3.33672e-17j 4.99231e-05-2.78316e-18j -0.000429687+8.09048e-17j -0.000106633-1.71864e-16j 7.19314e-05-3.28865e-17j 0.000317633+4.32576e-18j 0.000171417-1.96684e-18j 0.000104352+4.7212e-18j -0.000177046-3.09153e-18j -0.000292378+7.28152e-18j -0.000322436-2.7327e-18j 0.000339144+4.86499e-17j 0.000102307-7.7643e-18j 0.000123368-1.20866e-18j 0.000208228-8.74583e-18j 0.000371846-2.72505e-17j 0.000176587+5.1208e-18j -0.000199518+4.66359e-18j -0.000343522+4.51018e-18j 8.49811e-05+4.26965e-16j -0.00023988-1.90461e-15j 
