-0.0450084+0.0915105j -0.000429535-0.156448j -0.140528+0.126771j -0.00175637-0.0244778j -0.0732847+0.0657442j 0.050786-0.0242032j 0.0836907+0.0503432j -0.0481182+0.00200783j 0.0761208+0.0362063j 0.087634+0.0708297j -0.0319916-0.106137j 0.0120322-0.0405269j 0.0754589+0.0308558j -0.00564867-0.0151102j -0.00224536+0.049364j 0.0925613+0.0503534j 0.216586+0.199014j 0.0186294-0.0785198j 0.0122447-0.266546j -0.087761-0.0991976j -0.13157+0.00543623j 0.235978+0.114864j -0.0538593-0.100793j 0.16241-0.0454599j 0.0462006-0.0481702j -0.0376657+0.149941j 0.13604-0.0422109j -0.117219-0.0953558j 0.39697-0.284995j 0.0841558-0.0154088j 0.0037775+0.155173j -0.00249218-0.0498214j 0.0239314+0.00486426j -0.0110256+0.0139678j 0.0275585+0.0456264j 0.0171937+0.033015j -0.037508-0.0173642j -0.010472+0.0144595j 0.00563033+0.0230515j -0.00218109-0.0431427j 0.00823444+0.0176441j 0.0222442+0.00903623j 0.00626695-0.00700597j -0.0240122-0.0232912j -0.00768996-0.0341281j -0.00802764+0.0248852j -0.00500909+0.00610488j 0.0210277-0.00402805j -0.00385926-0.00128831j -0.038231+0.0269493j 0.037468-0.0578948j -0.0411724+0.0211371j 0.00847392+0.0222203j -0.00328641+0.0156953j 0.0149179-0.0249528j 0.0195815+0.0363074j -0.0116001+0.0292099j -0.010682+0.0509233j 0.05103+0.0873645j -0.0223498+0.0352639j 0.104212+0.00702537j -0.063879-0.0305495j -0.0190888-0.00626891j -0.0274708-0.0485702j 0.0219442+0.0300225j -0.00147929-0.084934j -0.0814569-0.0523935j -0.0787647+0.132241j 0.15887-0.072114j 
-0.00114732+0.00491227j -0.00430053-0.00208229j -0.00429235-0.00793374j 0.00174569+0.0143095j -0.0147961+0.00743799j 0.00784079+0.00312477j 0.00404459-0.00206691j 0.000516416-0.0103552j -0.000828572-0.00724094j 0.00936729+0.0157552j -0.0139592+0.0107264j 0.0101081-0.00990009j 0.00559068-0.0135573j -0.00362217-0.000921039j -0.00973679-0.00850202j -0.00425575-0.00991713j -0.00377656+0.0156816j 0.0057759-0.00866989j -0.00742868-0.0169974j 0.010786+0.00479544j -0.00239663+0.0111624j 0.0076385-0.0102709j 0.00317089+0.0060786j 0.00471695-0.000179561j 0.00222326+0.00324951j -0.0146386-0.00250245j 0.00541282+0.000220009j 0.00184548+0.000829943j -0.00395222-0.00166034j -0.00188708-0.00502885j 0.00145129+0.00268842j 0.00742622-0.00860141j -0.000473699+0.000612364j 0.00294384+0.00522426j 0.00640378+0.00960634j -0.0148211+0.00531278j -0.00779609+0.00307034j 0.0111552+0.000585486j -0.00675055-0.0111412j -0.00932221-0.000136503j 0.0110089-0.00184019j -0.0174019+0.0113537j 0.0146234-0.00277543j 0.00625516-0.0082792j 0.00829555+0.0127606j -0.0207896-0.0244919j -0.00383308+0.0129516j -0.00500707+0.0142193j 0.00188739-0.0168324j 0.00674657-0.0117846j 0.0139623-0.00591419j 0.0105432+0.00494031j -0.00132205-0.00641904j -0.000143665+0.00884939j -0.0059824-0.00187334j -0.010475+0.0138945j -0.000815388-0.000860481j 0.00484244+0.00456294j -0.000756398-9.28696e-05j 0.005901-0.00453664j -0.00733834+0.00298048j 0.0056251-0.00909294j 0.0065879+0.00188265j -0.00459884+0.00358664j -0.006716+0.00253459j 0.00456868+0.00221469j -0.00192172+0.00334332j -0.0026892+0.00140573j 0.00254809-0.00226972j 
0.0115365+0.0035385j -0.00171948-0.00881508j 0.00641351+0.00753802j -0.00701099+0.0125686j -0.00643242-0.00710355j 0.0179819+0.00585512j 0.0115509+0.00559555j 0.00827511-0.0194575j -0.00646577+0.00409462j 0.00263493-0.0190418j 0.00558322-0.0122276j 0.00703444-0.00958122j -0.00713704-0.0141357j 0.0128329+0.0096069j -0.0156837-0.0145829j -0.00185632+0.0101034j -0.0129892-0.00772772j -0.00912704+0.00209487j -0.0105765+0.00994982j -0.00105668+0.000700147j -0.00296154-0.0108156j -0.00220493+0.00345065j 0.00595702+0.00537065j -0.00440125+0.00126742j 0.000977117+0.00412107j -0.00198724+0.00650949j -0.00135113-0.00203775j -0.00779571-0.000703933j 0.0033903-0.00320025j 0.00506634+0.0115908j -0.00583002-6.20984e-05j 0.0036943+0.00229965j -0.00196093-0.0109819j 0.00247564+0.0190299j 0.000676617+0.00554072j 0.00197556-0.0159136j -0.00645086-0.00835717j 0.00737263+0.0147113j 0.000968229+0.00719268j 0.0214633-0.0133666j -0.00324553+0.0110202j 0.0157367+0.030913j -0.00191857-0.0103989j 0.0205051-0.0165624j 0.00961393+0.00469994j -0.0327968-0.014583j 0.0115542-0.0260463j -0.0160125-0.00288644j -0.00198803+0.010583j 0.000840334-0.0165074j -0.0112727+0.00909309j -0.00543953-0.00875771j -0.00392737+0.0140283j -0.0135507-0.0124151j -0.0027166+0.0122004j 0.0115939-0.00616397j -0.00314062+0.00305727j 0.0050716+0.0126977j -0.00559028+0.00390927j -0.00700242-0.00177557j 0.00425347-0.0174708j -0.00333915-0.0127026j 0.00452967+0.00248432j 0.000121815+0.00518561j -0.00153823+0.00160715j 0.000980758+0.00272242j -0.00123174+0.00520559j -0.00349969+0.00932881j 0.000159511-0.0028936j 
-0.000561098-0.00238752j 0.00322627-0.00473846j 0.0110999+0.010147j -0.00437872-0.00200807j -0.00658981-0.00784694j 0.00727328-0.00566448j -0.00347153-0.00576606j 0.00230568+0.00999073j -0.00761147+0.005147j -0.00483334-0.00124623j 0.0217982-0.00217732j 0.00112264+0.00725089j -0.00644917+0.0076238j 0.0154448+0.0145709j 0.00112504-0.000379145j 0.000660281-0.00373176j -0.01042-0.00788935j -0.0101624-0.00151034j 0.00173504+0.00849317j -0.00974831+0.00198088j 0.000899277-0.00177802j -0.0043718-0.00562295j 0.00245412-0.00323195j 0.00151405-0.00887727j 0.000666911+0.00619297j 0.00432278+0.00162392j -0.00319132+0.000523486j -0.00534057+0.00100794j 0.00145718-0.0011784j -0.00296174+0.00424956j 0.00671231-0.00249715j 0.009201-0.00367189j -0.00362262+0.00642091j 0.00408679-0.00526835j 0.0139265+0.0045494j 0.011268-0.00039773j 0.00587118+0.0166805j -0.00383284-0.00919796j -0.0335944-0.00438736j 0.0168518+0.0107698j -0.00862323+0.0201071j -0.00866107-0.0237172j 0.0334785-0.0058096j -0.00398499+0.00792899j -0.00324327-0.015428j 0.0145623-0.00911015j -0.0302358+0.0181378j 0.00551953+0.0162559j -0.0228392+0.00854323j -0.0106477-0.00600953j 0.0262769+0.0180108j 0.0269374+0.0168045j 0.0262287-0.0312812j 0.00540491+0.00897632j 0.0251159-0.0103424j -0.0210216+0.0186071j -0.00839054-0.00961982j 0.00581293-0.0154064j -0.0070262+0.00855541j 0.0232719-0.0117171j -0.0004756-0.00933351j -0.00590629-0.000605741j -0.000605556-0.00628526j -0.00778115-0.00265248j -0.00778465+0.00203567j 0.00871576+0.00216048j 0.00231201-0.00663241j 0.00200958+0.00343987j 0.00131188+0.00233704j 
-0.00932531-0.000751433j -0.00937684+0.0034605j -0.0210112+0.00137401j 0.0102899-0.0135757j 0.00506197+0.0146297j 0.00168737-0.00742303j 0.0115729+0.00195059j -0.0111091-0.0051668j 0.0104539-0.000202955j 0.000444987-0.00281987j 0.00691261+0.0116077j -0.00945988-0.00941695j -0.0183846+0.010852j 0.0086174-0.00524681j -0.0175477-0.00302993j 0.00318161-0.0017095j 0.00204669-0.000820915j 0.0123556-0.00146262j -0.00112099+0.012697j 0.00388241+0.00638588j -0.00408957-0.00610927j 0.00330096+0.00452704j -0.00727569+0.00525049j -0.00115052+0.0102219j -0.00372997-0.00847462j -0.00371957-0.00423118j 0.00114445+0.00228377j 0.00449648-0.000209758j -0.00648494-0.00290265j -0.00293052-0.00772104j -0.00438238-0.00319846j -0.00583521+0.0082911j 0.00164752+0.00296809j -0.00760762-0.0174289j 0.00508407+0.00611363j 0.000647844-0.00755384j 0.00126219-0.00206246j -0.0106084-0.0164659j -0.0103949+0.00525384j 8.47831e-05+0.00673605j -0.000993147+0.00630155j -0.0129405-0.0156066j 0.0164717+0.00595982j -0.0101891+0.00705365j -0.00733697+0.00535608j 0.0155635-0.00353617j -0.0181603+0.0191263j 0.00351138-0.011269j 0.0125523-0.00177365j 0.00583265+0.0111218j -0.00360365-0.0022317j -0.000241227+0.011569j -0.00471405-0.000698759j 0.00265043-0.00412593j 0.00610843-0.00170055j -0.0070295-0.000557932j 0.00284079+0.00550562j -0.00967325-0.00819956j 0.00809277-0.00495419j 0.0118925-0.0126092j -0.00370127+0.00749878j 0.00330598+0.0208335j 0.00776166-0.000550805j -0.00523405-0.00576305j 0.00124327-0.00448894j -0.00514241+0.00103771j 0.000342669+0.0055243j -0.000342492-0.00489445j -0.00208243+0.00368262j 
0.00260677+0.00501314j -0.00479415+0.00488833j 0.00310773-0.0114404j 0.00235742+0.00259262j 0.00723609-0.000318966j -0.00384153-0.00200209j -0.00513133+0.0173392j 0.027808-0.0186209j 0.00465671+0.00804026j 0.0284716+0.0108396j 0.00387836-0.0080876j 0.00951599-0.00121288j -0.0175666-0.0012595j 0.00125321+0.0232343j 0.00968536+0.00434974j -0.00990613-0.0132965j -0.00782808-0.000396583j -0.0098146+0.00610004j -0.00992203+0.0115056j 0.00104209-0.00284643j 0.00622286+0.00278877j -0.000607017-0.00196881j -0.00826272+0.00495119j -0.00468232+0.0035012j -0.00825495+0.00260118j 0.00522379-0.00519165j 0.00685378+0.00225491j 0.00636459+0.00158444j -0.000233378+0.00639692j 0.00121713-0.00849017j 0.00825279+0.00918332j 0.00040968+0.000697866j 0.00335574+0.00671458j 0.0012802-0.0077397j 0.00508167+0.00371305j 0.00968267+0.00421063j 0.00937803+0.000465758j -0.00592337+0.00154585j 0.0236775+0.00166697j -0.00015715+0.00294496j 0.00488136-0.0029624j -0.00290157-0.0203787j -0.0119941-0.00199405j 0.00158092+0.0116978j 0.00154728-0.0174236j 0.0217749+0.00824165j 0.000619408+0.0170062j -0.00489193+0.0138383j -0.00979304-0.00866648j -0.00892616-0.000905794j 0.0150632+0.00957838j 0.00358551+0.0101147j -0.000288229-0.00395152j 0.00174411+0.00923384j -0.00271931+0.00226836j -0.00498596+0.00600719j -0.00128967+0.00174088j -0.00395533-0.00450918j -0.00328455+0.00462492j 0.00179628+0.00771779j 0.00200023+0.0114661j -0.000461389+0.00301988j 0.000165168-0.00307268j -0.00382349-0.00153156j -0.000450235+0.00135831j 0.00016786-0.00317748j 0.00630935+0.000843887j 0.000279251-0.00989105j 0.000334752+0.000153675j 
0.000422235-0.00491884j 0.00300954-0.00328524j -0.0141378+0.00986434j -0.00964846-0.00102939j -0.00736371+0.014877j -0.0162406+0.0101699j -0.00269324-0.0102938j -0.00227774-0.00154443j 0.000502196-0.0120144j 0.00699865-0.00862717j -0.000857018-0.00488532j 0.00805024-0.0032019j 0.00670521-0.00529363j -0.00339988-0.014264j 0.0042764-0.00912679j -0.00530957+0.000684755j 0.0102197-0.000650342j 0.00696019-0.000685712j -0.0031498+0.000735264j 0.00762431+0.00290103j 0.00153607+0.00175882j 0.0070983+0.00866423j 0.00134571-0.00444159j 0.00324499-0.00426887j 0.00349448+0.000256663j -0.00211027-0.00198354j -0.00677046+0.00176336j -0.00360879+0.00132268j -0.00620447-0.00186688j 0.00673593-0.00183417j -0.00392803+0.0112521j -2.8798e-05-1.85712e-05j -0.00261098-0.00357405j -0.000772416+0.00841232j 0.00662151+0.00730787j 0.00943479-0.0154968j -0.00153478-0.0210468j -0.00243763-0.013985j 0.0119843+0.0384284j 0.0437122-0.0119631j 0.00762264+0.0227994j 0.0186777-0.0135336j -0.00939712-0.0141596j 0.0222236+0.0273256j 0.00133515-0.0288245j 0.0265814+0.00795337j -0.00930072+0.0108779j -0.0252976-0.0137937j 0.000274008+0.0145184j -0.0102859-0.00625019j 0.00805522+0.030301j -0.0187082+0.0180509j -0.00756346+0.00692994j -0.000487484+0.00229104j 0.000915746+0.0113938j -0.0009284+0.0155144j 1.33133e-05+0.0098998j -0.00661753-0.00800203j -0.0184577+0.00424081j -0.00539967-0.00283379j 0.00664813+0.00920177j -0.00416785+0.00823246j 0.000385177-0.000926666j 0.0037646+0.00369321j -1.9929e-05-0.00392562j -0.00117264+0.004895j 0.00206565+0.00824101j -0.0032851-0.00720522j -0.00102541+0.000728189j 
0.00929308+0.00218595j 0.00180631+0.0113674j 0.0111002-0.0154315j 0.0158721+0.00154724j -1.28518e-05-0.0264206j -0.000829739+0.00129j -0.0146541+0.00897403j 0.00127129-0.00154148j 0.0062647-0.000281585j -0.0152949+0.00979328j -0.0127495+0.00488196j -0.00101907+0.0141918j 0.0070955-0.00513251j -0.00344132-0.0150343j -0.00702859+0.001543j -0.000796081+0.00742952j 0.00234651+0.00613828j 0.000887853+0.00391389j -0.00748839+0.00176918j 0.00330917-0.00496402j 0.0057394+0.00545045j 0.00381569+0.000943937j 0.000926389-0.00484371j -0.00230841+0.00112785j -0.00536694+0.00220915j 0.00438792+0.00484975j 0.00186558+0.000673573j -0.0015853+0.00282983j 0.00222241+0.00191587j 0.00683425+0.000706122j -0.0016812+0.00176344j 0.0082555-0.00734377j -0.00104205-0.01409j 0.0114837+0.0211124j 0.0233893+0.0150871j 0.00815865-0.0166668j -0.00173119-0.0264208j -0.0113389+0.0239213j -0.00184994+0.0314695j 0.0473074-0.0292594j 0.011707+0.0117779j 0.0315093+0.0240828j -0.0027025-0.0197242j 0.0219106-0.0124505j 0.0197156-0.0195462j -0.00549329-0.0173092j 0.0180144-0.03011j -0.0265227-0.00803831j -0.00962768+0.00717381j -0.00993538-0.00997799j 0.000914497+0.0289182j 0.00323687-0.00513643j 0.0137615+0.00739273j -0.0101162+0.00579585j 0.00445181+0.0165653j 0.00599286+0.00478856j -0.0121879+0.00162961j 0.013653+0.00564978j -0.00491518+0.00492701j 0.00636848-0.0125981j 0.0072421+0.000167003j -0.00664434-0.0150126j 0.00275036-0.00505268j -0.00361762+0.000816034j -0.00912002+0.00509742j 0.00603365+0.00130873j -0.00288155+0.00372052j 0.00116763-0.00558818j -0.0006867-0.00969577j 
-0.00228426+0.00369494j -0.00437682+0.00180593j -0.0250791-0.00395377j 0.00360812-0.0159112j 0.00793414+0.0106158j -0.0139403+0.0125762j 0.00397609-0.00257737j 0.00181244+0.0125084j 0.0110166-0.0014478j 0.0148628-0.0126181j 0.00414581+0.00314627j -0.00889694-0.00909545j -0.0147938+0.00379824j -0.00396557+0.00766926j 0.00481973-4.1978e-05j -0.00105445-0.00966433j 0.00544068-0.0111795j 0.00993101+0.00728139j 0.0124221+0.00336392j -0.00290393+0.00996434j 0.00488552-0.00747821j 0.0011443+0.00447984j -0.00440828+0.000218549j 0.000734047-0.00178073j -0.000926558+0.00257038j 0.00236344-0.00493686j 0.00138291+0.00589931j 0.00447532+0.00497162j -0.0059484+0.00322969j 0.00468019-0.00287527j 0.00726997+0.00209579j 0.0152034-0.0279556j 0.00254756-0.00900837j 0.0139874+0.0260713j 0.0191164+0.020291j -0.0183149+0.00437044j -0.0135783-0.00907341j 0.0110659+0.00905145j -0.00614312-0.0190619j 0.00590239-0.0167153j 0.0167199-0.00704651j 0.00900682+0.0376866j 0.00425108+0.000886257j 0.0260381-0.0297736j 0.0175664+0.00206855j -0.0307125-0.036157j 0.0199222-0.0233295j -0.0128879+0.0109051j -0.003375-0.0107114j 0.00257166-0.0124003j 0.0120933+0.00325255j 0.0192999-0.00497034j 0.0144843+0.00780323j -0.00357201+0.0109579j -0.0102785+0.000443835j 0.00794812+0.00585806j -0.0101945-0.00112574j 0.0184801+0.0147444j 0.00888534+0.00317606j 0.00351442-0.00961295j -0.00373948+0.00355099j 0.00317523-0.0254587j 0.0016651+0.000705066j -0.00310911-0.00315069j -0.00654442+0.00323326j 0.00345252+0.00265092j -0.00859204-0.000962j -0.0034582-0.0044417j -0.0018007-0.00840215j 
-0.0123386-0.0164175j 0.00159332-0.00546832j 0.00412129-0.009829j 0.0157805-0.0133503j 0.00494498-0.0124658j -0.00343202-0.00789351j -0.00224415+0.00178889j -0.00331946+0.00467911j 0.00905274-0.00362751j -0.0180764-0.00778447j 0.00160204-0.00224392j -0.0119446+0.0103538j -0.00828882+0.00683063j 0.0070985-0.00287302j -0.0106588+0.00139137j -0.00224065+0.00239121j -0.00588519-0.0040319j -0.00137598+0.00315143j 0.00101609+0.0094372j -0.00636622+0.00512142j -0.000308057-0.00314502j -0.00172197-0.00127898j 0.00263908-0.00057323j -0.0022788+0.00179387j -0.000367856+0.00532899j 0.000827795+0.00275757j -0.00160354-0.00092468j -0.0018801+0.00098067j -0.00153371+0.0063025j -0.0113038-0.0102375j 0.00650984+0.00322001j 0.00665404-0.0232752j -0.00467545-0.000941215j 0.0167532+0.00485716j -0.011186-0.00108976j -0.0227548+0.0312932j -0.0150747+0.00301342j 0.017527-0.00969238j 0.0304462+0.00488106j -0.0255324-0.00412935j 0.0354535-0.0119697j -0.0127479-0.0133512j -0.0181534-0.015058j 0.00732527+0.0104001j 0.0108627+0.00533838j 0.0117411+0.00344734j 0.00823363+0.0125666j -0.00679319+0.00129823j 0.0067271-0.0214474j 0.0130259-0.00789067j 0.0137454-0.0157143j -0.0109539-0.00458991j -0.0153323-0.00993356j 0.0073516+0.0238299j -0.0152338-0.00799549j -0.00822848+0.0232183j 0.00770329-0.00193216j 0.00191666+0.0056482j -0.0171899-0.0116912j -0.0121024-0.00030912j -0.00353749+0.0145496j 0.0126049-0.0055043j -0.0114909-0.00178512j 0.00512186+0.00710527j -0.00669908-0.00140654j 0.0128152+0.00411432j -0.00960385-0.00445839j 0.000937323-0.0101851j -0.00083645+0.00283976j 
-0.00104338-0.0128282j 0.0119216+0.000547239j -0.00760491-0.00482777j 0.0146309-0.0150946j 0.00555285+0.00467135j 0.0108769+0.00807945j -0.00563336+0.0148549j 0.00167778+0.00193574j 0.00175192-0.00628163j 0.0188478-0.00800747j -0.00755014-0.00772016j -0.000626461-0.0127146j -0.00416045-0.00127121j 0.00141631+0.00191168j -0.0064067-0.000747552j -0.00597703-0.00402509j 0.00378798+0.00862033j -0.000559931+0.00167485j 0.00238747+0.00335254j -0.00590101+0.00251697j -0.00232004-0.00884321j -0.00175813-0.000890528j -0.0016619+0.000530543j -0.00435558-0.00047915j 0.00316521-0.00617419j -0.00311237+0.00840004j 0.000367402-0.00061509j -0.00410959+0.000239253j 0.00308829-0.00449457j 0.00284274+0.0144531j -0.0129672-0.01108j -0.00218613+0.000365497j -0.00416946-0.0139484j 0.0048339+0.017266j -0.00810441-0.0085161j -0.0005201-0.00257874j -0.017251-0.00517935j -0.0185509-0.0230242j -0.0276341+0.0341752j 0.0364314-0.0101774j 0.00420325+0.031321j 0.00529635-0.0108442j 0.0350791-0.015124j 0.0109755+0.00121999j -0.00245766+0.00537056j 0.00803606-0.00700127j -0.0181598-0.0102082j 0.0111757-0.0178549j 0.00542788+0.0258168j 0.00492472-0.000690312j -0.0018886-0.00451163j 0.000210054+0.00996245j 0.0113526+0.00495466j 0.0103389-0.00234337j 0.0201837-0.00717087j 0.00329883+0.00656992j 0.00665774+0.000554376j -0.00455645-0.000962331j -0.0148608-0.00559348j 0.000366815-0.00802774j 0.00839042-0.0102056j -0.00353881+0.000964007j -0.00380043+0.000673934j 0.0123008+0.00534186j -0.00121637-0.002947j -0.000608287+0.00404495j -0.0118521-0.00258513j 0.00122315+0.00753639j -0.00329645-0.00442822j 
0.000226994-0.0147449j 0.0251081+0.0251627j 0.0102328+0.0094146j -0.019372+1.49991e-06j -0.00911119+0.00814513j 0.0111907-0.0101041j 0.0119105-0.0117917j -0.00904491+0.0066233j 0.00634596+0.00527695j 0.00103502+0.0201423j 0.00841814+0.00207311j 0.0165098-0.00462368j 0.0130774+0.00895665j 0.00171162-0.0156322j -0.00123765-0.00553216j 0.0056389-0.00392686j 0.00494126+0.0105266j 0.00728135-0.00485255j 0.00309911+0.00490745j 0.00150344+0.000820395j -0.0144001-0.00949909j 0.00399179+0.00588867j 0.00194023-8.98566e-05j -0.00212839+0.000728978j 0.000888157-0.0104411j 0.00138194-0.00116694j -0.00125349+0.00286011j 0.00600734+0.00149014j 0.000300069-0.00277763j -0.00670485-0.0039544j 0.0108294-0.00983597j 0.0108802+0.0051287j 0.00227775+0.0144804j 0.0103655+0.0237543j -0.0102187+0.00352796j 0.0140734+0.000876332j 0.00447099+0.00870303j 0.00645738+0.00474736j 0.0146192-0.0232072j 0.0215935+0.0127934j 0.0106268+0.013456j 0.00144074+0.00601934j -0.00657232-0.0236455j 0.00880974-0.00211519j 0.00426166-0.0150446j -0.0321836+0.00175446j -0.00863936+0.00491167j -0.00175339+0.027694j -0.0150743+0.0117196j -0.014657-0.00953689j 0.0151192+0.00829844j 0.00193437+0.0031526j -0.00335507+0.00745466j -0.00348877+0.00201521j 0.00900053+0.00405835j -0.00200036+0.00307064j -0.00362238+0.00660884j 0.00955897-0.0130937j -0.00943379+0.0158663j -0.017176+0.00923908j -0.00274682-0.00867296j -0.0102784-0.0167009j -0.0131877+0.0104598j -0.000440387-0.00446347j -0.000151004+0.00763898j 0.00601337-0.00522866j -0.0017536-0.000219623j 0.00340622-0.00193272j 0.00358893-0.00322069j 
-0.0198106+0.0016171j 0.00158975-0.0145701j 0.000524519+0.0113538j 0.00938853-0.00384574j 0.000830407-0.00579346j -0.00283-1.52725e-05j -0.0150862+0.00595697j -0.01058-0.0052565j -0.00762268-0.00459565j -0.00762316-0.00856804j -0.0130705+0.00505499j -0.0062597-0.00323757j -0.0125662+0.00192527j 0.00476222+0.00261041j -0.00534671+0.00341802j -0.00127663+0.00564558j 0.00143575+0.00153608j 0.000882202-0.0032801j 0.00131221+0.00243483j -0.000118753-0.0059276j 0.000603639+0.00431377j -0.00165018-0.00357219j -0.00066209-0.00620185j 0.00139168-0.00562767j 0.000916905-0.00244814j 0.00051235-0.000971662j -0.00181207+0.00460675j -0.00434247+0.00384205j -0.000669011-0.00672101j 0.0156718+0.00734346j 0.0142192+0.00261442j 0.0138552+0.0168426j 0.0170028+0.00220015j -0.0126603-0.0028141j -0.0174481-0.00305476j 0.0164923-0.00691416j 0.0188897+0.0173408j -0.00363465+0.005857j 0.0121884-0.0125935j 0.0129451+0.0237609j -0.0185148+0.00924139j 0.00483043-0.00858992j 0.00328111+0.0114788j -0.00330619+0.00514991j -0.0107649-0.002369j -0.0137926+0.00686003j -0.00588205+0.0131774j -0.000698455+0.0421237j -0.0201386-0.000508008j -0.0153935-0.00270085j 0.0134906+0.00323293j 0.0140495+0.0116516j -0.00345938-0.00256735j 0.000766675-0.00680589j 0.0115871+0.00119607j -0.00359759-0.00431405j -5.21287e-05-0.00243572j -0.00139115-0.0113419j 0.000340512+0.0141082j -0.00623282+0.0265679j -0.000549208-0.00812909j -0.00982029-0.00839132j -0.00233796+0.00996569j -0.00797176+0.00318685j 0.00642804+0.00479957j -0.00473287-0.00342312j 0.0139416+0.00254604j 0.00186234+0.00394306j -0.000407489+0.00256942j 
-0.0229148-0.0257227j 0.00481244-0.0133015j 0.00748137+0.00908231j 0.00273575+0.00217965j -0.00283696+0.0123731j 0.0167363+0.00721701j -0.00342131-0.000880437j -0.0135447-0.00481991j -0.00322788-0.00588958j -0.00363675-0.00551767j 0.00235176-0.00183565j 0.00555772-0.00217263j -0.00142769+0.000835084j 0.0101659-0.000441056j -0.0025014-0.0105141j -9.12908e-05-0.00328574j -0.00160989+0.0031422j 0.0018844-0.00419599j 0.000281965+0.00346366j -0.00278587-0.000262558j -0.00851523-0.00732116j -0.00250532-0.00331537j 0.0054634-0.00349517j -0.0028564-0.00755959j 0.00175659-0.00434887j 0.00079637+0.00226122j -0.00666157+0.000192284j -0.00209519+0.000453031j -0.00284301-0.00143365j -0.00707776-0.00626837j -0.0154265+0.00109887j -0.000954411+0.00143653j -0.00225274-0.00910878j -0.00385445-0.0246502j 0.00527436+0.0172569j -0.00746647+0.00717006j 0.0132499-0.0128275j 0.0172252+0.0365375j 0.0440976-0.00115348j -0.0491691-0.00452068j 0.00364178-0.0268807j 0.00815845-0.023517j -0.00825977-0.00817209j -0.0164721+0.0031408j 0.0184491+0.00407761j 0.0161026-0.00223125j 0.0163015-0.00637298j -0.0207486-0.0169575j -0.0102292-0.0436358j 0.00748162+0.00409982j -0.0179191+0.00341532j 0.00117129-0.0260713j -0.0115026-0.0117199j -0.0240554+0.00572837j -0.0175407+0.0140322j -0.0072144-0.00927887j -0.00885824-0.00617804j 0.00639778+0.0115256j 0.00761484-0.0103166j 0.0100086-0.00857811j -0.00818946+0.0165685j 0.0061426+0.0126001j 0.00591505-0.00902038j -0.0114371-0.00902658j -0.00279686-0.00575127j 0.00488762+0.00271956j 0.00440064+0.00654348j 0.00234208-0.0103145j 0.00318103+0.00703191j 
-0.0173363+0.0129505j -0.0189001-0.00666652j -0.00129597+0.0151859j -0.00741207+0.022714j -0.00296392-0.00828222j 0.00604668-0.00636222j 0.009524-0.00215129j -0.0125393-0.0303957j -0.00765354+0.0113219j 0.00383723+0.00100332j -0.00827043+0.00786856j 0.0055073-0.00756689j -0.010984+0.00317503j 0.0102944+0.00873869j 0.0110422+0.000959002j 0.0024775+0.000935193j 0.00220874-0.00240815j 0.00313437+0.0017372j 0.00501928+0.00524194j 0.000252858-0.00367283j -0.00326576-0.000281935j -0.00088248-0.00138131j -0.00443098-0.00296848j -0.00230038-0.00328117j -0.00224968+0.0011485j 0.00975282-0.00965659j 0.00171428+0.00771387j 0.0114708+0.00440573j -0.00229989+0.00210023j -0.00110552-0.00211266j 0.00227852-0.00501468j 0.0022712+0.00588691j 0.0005955+0.0018364j -0.00818413+0.023098j -0.010567-0.019364j -0.011666-0.00965257j -0.00842129-0.0174874j 0.00939992+0.0238633j 0.00711225+0.0294968j 0.0135785-0.00621154j 7.13765e-05+0.0200663j 0.029441+0.00118731j 0.00745899-0.00901364j 0.00902438+0.0232535j -0.00272221-0.00901687j 0.00242225-0.0066492j 0.0137757-0.0263155j -0.00445916-0.0191853j -0.0064061+0.0166931j -0.0048025+0.00414976j 0.00198301+0.0012394j -0.00905546-0.0153867j 0.0049167-0.00258904j 0.00744438+0.00432694j 0.00711094+0.00350758j -0.00243369+0.01514j 0.0025429+0.00103558j 0.0110608+0.000500954j -0.00327999-0.00165387j -0.00595082-0.0063199j -0.00335091+0.00142953j -0.00919871-0.00849343j -0.00820934+0.00190511j -0.00100479+0.00599772j 0.00380782+0.000853005j -0.00215179-0.00198693j -0.0113351-0.00277476j 0.002434+0.00127724j -0.000745576-0.00485728j 
