-0.00185308+0.00964007j 0.0116632-0.00125084j -0.00871648+0.0120184j 0.0078795+0.0145571j 0.0138193-0.0032261j -0.00450271-0.0209468j -0.011966+0.0155356j 0.00233243-0.0111473j 0.0254402+0.0140772j 0.00321152+0.0129666j -0.00950344-0.0264894j -0.00103924-0.0224637j 0.0161342+0.0215668j 0.00595958-0.00962492j -0.00567966-0.00556507j -0.0181596-0.00722906j -0.00890171+0.00542431j 0.0059343+0.011619j -0.00158697+0.0066226j -0.0319843+0.00794652j -0.00711279+0.0129675j 0.0179289+0.0233912j 0.00703919+0.0163674j -0.0122174+0.0186118j 0.0220974+0.00153902j 0.00491106+0.00693217j 0.00869752-0.000273339j 0.00232858+0.00232742j -0.0059973-0.00853108j 0.000987005-0.000756512j -0.0101242+0.00996935j -0.00138346+0.00439128j 0.00223854-0.000718425j -0.00141733+0.0039376j 0.00784663+0.00932276j 0.00454425+0.00687164j 0.000284953+0.00569437j 0.000687689-0.00884347j -0.00122505-0.00400472j -0.00336903-0.00916541j -0.00250015+0.00472928j 0.00294378-0.00273167j 0.0130897-0.000831236j -0.0105304-0.00627377j -0.00254334-0.00157226j 0.0117004-9.93889e-05j 0.000488784+0.00423358j -0.00321556+0.0103783j -0.000575832-0.00082418j 0.0084934-0.0088829j -0.00868755-0.00359336j 0.00404345+0.00954997j -0.00521604+0.00971489j 0.00510204+0.00659253j 0.00384746-0.003254j 0.00315588-0.00824769j -0.000674991-0.000874814j -0.00629721-0.000223172j 0.000110813-0.00896478j 0.00884684-0.00570569j 0.0141436-0.00172138j 0.000809343+0.00297493j 0.0103701+0.000626382j 0.00462502+0.000885434j -0.00619687-0.00577258j 0.00935463+0.00786585j -0.00373781-0.00595917j 0.00534073+0.0136287j -0.0022511-0.00529367j 0.0018493+0.00260823j 0.00728203-0.00792348j 0.00191458+0.000228631j -0.00311772-0.0012531j -0.000240544+0.00499884j -0.00479702+0.000714759j 0.00791504-0.000669059j -0.00011247-0.00263867j 0.00545369-0.00341586j 0.000362112-0.00207153j -0.00947161+0.00235308j 3.69692e-05-0.00304034j 0.00413524+0.00705522j 0.000299678+0.000281466j -0.00588171+0.00300338j -0.00258392-0.00141973j -0.000227747+0.000813813j 0.00466608+0.00332286j -0.00142246+0.000896403j -0.00140255-0.00313856j 0.00306475+0.0115847j 0.00931318-0.00214851j 0.00364976+0.00760698j 0.010479+0.0029489j -0.0382352+0.00125162j -0.005711-0.0375179j 
0.000890928-0.00119727j -0.00389958-0.00575275j 0.00492954+0.00777856j 0.0113995+0.00210675j 0.00375714-0.00126602j -0.00549351-0.00164993j -0.009392+0.00155466j -0.0121388+0.00393371j 0.00750086+0.010524j -0.00225944+0.011566j -0.00773567-0.00918906j -0.0213006+0.00598378j 0.00656656-0.00223039j -0.0141674+0.0109048j 0.00486681-0.00488102j -0.00676282-0.00790695j -0.00330473+0.0126443j 0.00932525-0.00241787j 0.00623163+0.00170165j -0.0230374-0.0077366j -0.0152428+0.00530146j 0.005659+0.0238194j 0.0036379+0.00670532j 0.00829349+0.00114495j 0.00567579+0.00362392j 0.00433188-0.0010505j 0.000644336+0.0079252j -0.00392919-0.00325731j 0.0030261-0.00137153j -0.00334704+0.00615587j -0.00566864+0.00558905j -0.0016403+0.00301444j 0.014214-0.00469995j 0.00251338-0.00580689j 0.00581184+0.000352175j 0.0104958+0.000698588j -0.00160458+0.00671895j -0.00386869+0.0097267j 0.00899038-0.0114294j -0.0023516-0.00217824j 0.00311547-0.00307071j 0.000136266-0.0036335j -0.0053528+0.00873371j 0.00602394-0.00454187j -0.00567185-0.000990499j 0.0110349+0.00405859j -0.000685531+0.000202746j 0.00100481-0.00227246j 0.000757727+0.00604264j 0.000364315+0.00449399j 0.010506-0.00228776j 0.00419044+0.00196897j -0.00139888-0.00478534j 0.00206417+0.00170002j 0.000474432-0.00156796j -0.00865895+0.00770999j 0.000322708-0.0014722j -0.0075781-0.00499796j 0.00159266-0.000350018j -0.00188667+0.00312822j -0.00210879+0.0046573j 0.000238864+0.000500556j -0.0104728+0.00595429j -0.000242688+0.00414124j -0.00117435+0.00486847j -0.00270667+0.000948496j -0.000725799+0.000411767j -0.00137342-0.00142457j -0.00585759-0.000471235j 0.00238058+0.000972299j 0.000946428-0.00108258j -0.000532903-0.00508246j 0.000193738+0.00701498j 0.00601346+0.00144753j 0.00240657-0.00285748j 0.000131317-0.00463234j -0.00335565+9.39447e-05j 0.00278735+0.000664131j 0.00243337-0.00387844j 0.000362103-0.00706924j -0.00500439+0.00194554j 0.00398816-0.00509636j 0.00983028+0.0072521j 0.000785295+0.00511232j -0.00671241-0.00951128j -0.00156686-0.00239902j -0.0103047-0.000245723j -0.00101783-0.00267193j -0.000936388-0.0178048j 0.00947181+0.00749827j 0.00996275-0.0038284j 0.0122007-0.00464507j 0.00490187-0.00633948j 0.00174135-0.00328322j -0.00491963-0.00645632j 
-0.00619411-0.00156995j -0.00299783-0.00420599j -0.00246412+0.00483262j -0.00693811+0.000150814j -0.00669484-0.0108665j 0.00237036+0.00260017j 0.00275266+0.00266677j 0.00637821-0.00409004j -0.00224867-0.00128822j 0.000921309-0.00788588j -0.00418895-9.99978e-05j 0.00585141-0.00769296j 0.000955214+0.015596j 0.00958762-0.0106511j -0.0132072-0.00633527j 0.00432084+0.000535849j 0.0101187-0.0178534j -0.00113687+0.0128081j 0.00603399+0.0103061j 0.0188177-0.012553j 0.022316-0.010828j 0.00405355+0.00812943j 8.69793e-05-0.00179497j 0.00631864+0.00285905j -0.00703084+0.00149642j -0.00331156-0.00473618j 0.00379912+0.0134451j -0.0061085-0.000838419j 0.00594272+0.00150298j -0.00234783-0.00614898j -0.00490359+0.00634648j 0.00242802+0.00109259j 0.0070779+0.000611226j 0.00960858+0.00152121j -0.0035198+0.00172906j 0.00740478+0.00441715j 0.00101874+0.00651568j -0.0106704+0.00692954j 0.00854355-0.00912889j -0.00588103+0.00079371j 0.00723861-0.00827778j -0.00602629-0.019708j -0.00463352+0.0105974j 0.00359187+0.0094767j 0.000889558-0.00120284j 0.00569473-0.00181212j -0.00669791-0.00755953j -0.00240981-0.00464054j -0.00283317+0.00302769j 0.00652876+0.00129527j 0.00844573+0.00183553j 0.00410488+0.00318452j 0.000136095+0.00181245j -0.000445402+0.00321685j -0.00842414-0.00416267j -0.00914556+0.00311449j 0.00417853+0.00257792j -0.00157196-0.00804486j 0.00352668+3.20335e-05j -0.00729144+0.00491575j -0.00186331+0.000154178j 0.00173028+0.00253676j -0.00812543+0.000440106j -0.00330423+0.00146701j -0.002612+0.00119636j -0.00116387-0.00255783j 0.0016926+0.00233855j 0.00446225+0.00231989j -0.0042383-0.00303657j 0.00195916+0.00372528j 0.0019729+0.00241429j 0.00287309-0.00385407j -0.00273839+0.00135507j 0.0052172+0.00194554j 0.00578803+0.00403307j -0.00148819-0.00137977j 0.00369736-0.00449575j -0.00121034-0.00259992j -0.000912868-0.00180487j 0.00668387-0.00352278j 0.0011349-0.00173987j -0.00092541-0.0035417j 0.00289562+0.0038164j -0.00109126+0.00779263j 0.00734-0.00794518j -0.00385019-0.00451439j -0.00581837+0.0052838j 0.00637605-0.000743311j -0.0030609-0.00188716j -0.000292494-0.00590177j -0.00342088-0.000426101j -0.0105529+0.00164938j -0.00219537+0.00164775j 0.00610371-0.000434079j -0.00580988-0.00711346j 
0.00142119+0.0119403j 0.00376892+0.00243197j -0.0046859-0.00157215j 0.00796007-0.000498632j 0.00194872+0.0169554j -0.00279556-0.00445535j -0.0165839-0.00227852j -0.00394445-0.00110817j 0.00601269+0.00953969j 0.00360962+0.00681519j -0.00121035-0.00193809j -0.0014965+0.00313304j -0.0166791-0.00351452j 0.00777961+0.00493261j 0.000119839-0.00262717j -0.00222626-0.0153923j 0.00911217+0.00591193j 0.00507652-0.00931948j 0.00112631-0.0106115j -0.0104846-0.0179681j 0.017305-0.00217095j -0.00162193-0.00333883j 0.0045876+0.00866579j -0.0132-0.00595864j 0.00605666+0.0189136j -0.00611798+0.0011843j 0.00893106+0.00403359j -0.00407062+0.00152857j 0.00422778+0.0037548j -0.00397694-0.00526653j -0.00120685-0.0145593j 0.000838648-0.00462467j 0.0083556+0.00704942j 0.00382534+0.0032817j -0.00593312-0.00740359j 0.000867903+0.00480244j 0.00811093-0.00514423j -0.00090757-0.00300738j -0.00823301-0.00182643j -0.00132174+0.00113404j 0.00175662-0.0100931j -0.00518997-0.0132788j 0.00749073+0.00540205j 0.0105659+0.00840949j -0.000318945+0.0040749j 0.00250408+0.00178584j -0.00744376-0.00762972j 0.000458431-0.00360554j 0.00309105-0.00219271j 0.0024871+0.00473126j -0.00352611+0.0102152j 0.00682612+0.00706526j 0.00122723-0.0037001j 0.00601608+0.00357219j 0.00485358-0.0049675j 0.00142485-0.00230533j 0.00657315-0.00109399j -0.00716288+0.00147565j -0.000527667+0.00234413j 0.0106615+0.00505809j 0.00540465-0.0026796j -0.00152444+0.00152526j 0.00545-0.00230597j -0.00211671-0.00407263j -0.0042473+0.0015213j 0.0011694-0.00535963j 0.00267278-0.00282427j 0.00178105-0.00539803j -0.00305832-0.000802275j -0.00328872+0.00186045j 0.00146522+0.0069944j 0.00675689+0.00356553j -0.000514382+0.00383759j -0.00327846+0.0036059j 0.00365199+0.00232305j -0.00651125+0.00995952j 0.00623881+0.000397878j -0.00391085-0.00245075j -1.46296e-05+0.00271546j 0.0023214+0.0006034j 0.00707218+0.00517149j -0.0018912-0.0106905j -0.00256741-0.00126062j 0.00213607-0.00195721j 0.0036278-0.00450963j -0.00541902+0.00749498j 0.000854264+0.00161472j 0.00620637+0.00521993j -0.0105126-0.0156871j 0.000474848+7.13946e-05j 0.00193428+0.00552024j -0.00381941-0.00436575j 0.00294494+0.0057897j -0.0031409+0.00123308j 0.00150225+0.00688982j 
0.00890554+0.00612581j 0.00258579+0.000554542j -0.000874124-0.000997817j 0.0108816-0.0052518j 0.0123383+0.0156626j -0.00214925-0.000541025j -0.00325503+0.00735418j 0.00580153+0.00228628j 0.0105199+0.00511587j -0.00690619+0.00105723j -0.00431582+0.00734788j 0.00601785+0.0225414j -0.00330822+0.000855167j 0.0113305-0.0031933j -0.00276797-0.0122234j -0.0185259-0.00262715j -0.0051633+0.00266319j -0.000903921-0.0120963j 0.00982944+0.00322013j -0.0253275+0.00700297j 0.00118635-0.00870399j -0.00879153+0.0016357j -0.00125976+0.0114646j -0.0142984-0.00244778j 0.00741893+0.0142295j -0.00688258-0.00267095j 0.00730513+0.00313581j 0.0032077+0.00396097j -0.00124778-0.00407857j -0.000275259+0.00240407j -0.00768405-0.00426252j 0.00863282+0.00182519j 0.00850894+0.0106589j -0.003689+0.00710622j -0.0012345-0.00944432j -0.00424085-0.00930082j 0.000407325+0.0126879j 0.00248718-0.00635822j -0.00111733+0.00217471j -0.00737661-0.0095766j -0.00543921+0.000819534j -0.00829328+0.00346084j 0.00261237-0.0126222j 0.00486022-0.0020998j -0.000513607-0.00147257j 0.00592164+0.00452127j 0.00389738+0.00153658j 0.0024086-0.00429488j -0.00180291-0.00194145j 0.00498279-0.00368889j 0.00248835-0.000320652j 0.00298064-0.00655898j -0.0024128-0.00038846j -0.0011664-0.0041482j -0.00658584+0.00624332j -0.000228378+0.00358425j 0.0074206-0.000757491j 0.00519543+0.0057239j 0.0054324-0.00113601j 0.0045763+0.00470333j 0.00140606-0.000907519j 0.00266546-0.000210937j -0.000551727-0.00105826j 0.00255849-0.000760076j -0.00174973-0.000535323j -0.00233601-0.00541611j 0.00310863+0.000476549j 0.00227213+0.00110481j -0.00535953-0.00323556j 0.00323873+0.00125205j 0.00151172+0.00598118j -0.00450993-0.00757683j 0.00878986-0.0031511j 0.00316726+0.0048361j -0.00558599+0.00335968j 0.00182015-0.00690096j -0.00534616+0.000509703j 0.00186908+0.00269231j 0.00162895+0.00434588j 0.00122007+0.000537762j -0.00625669-0.00810634j 0.00453766+0.00206292j -0.00345188-0.00855578j -0.00402342-0.00748838j 0.00592204+0.00385179j -0.000745654+0.0105061j 0.00653639-0.0115121j -0.00253173-0.0157234j 0.00669343+0.00815777j 0.00104335-0.00449051j 0.00420713-0.00300249j -0.00554869+0.00986147j 0.00106141-0.000886948j -0.0139325-0.000801204j -0.007856+0.00890822j 
-0.00109069+0.000157061j -0.000283434+0.00501355j -0.00542454-0.00637405j 0.00487239-0.00192507j 0.0157334+0.0056767j 0.00548538+0.000275897j -0.0163239-0.0101852j -0.00131444-0.00111521j 0.00385671-0.00165291j -0.00599249-0.0132406j 0.00748552+0.00636713j -0.00150764+0.010537j -0.0154989-0.011174j 0.00478282-0.0129241j -0.00368743-0.0019089j 0.00195979+0.0104723j -0.00610753+0.00620004j 0.0170466+0.0139642j -0.00679453+0.00854478j -0.0183461+0.00290229j -0.0206997+0.00127884j -0.0104893-0.0135713j -0.00340265-0.00464636j -0.00715798+0.000514961j 0.00526096-0.000789578j 0.000843834-0.00213966j -0.00877155+0.00209413j 0.00995113-0.00425065j -0.00545613-0.000111639j -0.00315441-0.000906256j -0.00206205-0.00178787j -0.00525836+0.00586648j -0.000306702+0.00245858j -0.0114841-0.00548312j -0.00868981-0.00725519j 0.000345765-0.00244443j -0.00915624+0.00428916j 0.0070912+8.3816e-05j -0.00225975-0.00816972j 0.00103654+0.00439343j -0.00551217-0.00394687j -0.00257083-0.00182102j 0.0105345+0.010655j 0.0005442+0.000591694j 0.00676224+0.00420787j 0.00131672-0.0132296j -0.00446693-0.00984446j 0.00415609+0.0100707j 0.00112487+0.00258555j 0.00715913+0.000181624j -0.00266488-0.000643404j -0.00370627+0.00312613j -0.00203006+0.000270976j -0.000358702+0.00520495j 0.000362234+0.0032917j 0.00410441+0.00399977j 0.00250304-0.0019349j 0.000661768+0.00150403j 0.0077647-0.0114743j -0.000844804+0.00288592j 0.00546117-0.00324514j -0.00338543-0.000502109j -0.00224123+0.00398131j 0.000757173+0.000766699j 0.000721387-0.00260551j 0.00133116-0.00595219j 0.00330691+0.000921264j -0.000635859-0.0025867j -0.000880632+0.000481518j 0.00570226-0.00243213j 0.00134454-0.00286298j 0.00208846-0.000375313j -0.0032082-0.00706499j 0.00493553-0.00639054j -0.00388349+0.00191367j 0.00190945-0.00551116j 0.00600822+0.00132653j 0.00303378-0.00237358j -0.00434001+0.00473307j 0.00553214+0.00544279j 0.00168651-0.0015572j -0.00565294-0.0014815j -0.00973732-0.00456373j -0.00468321+0.00134984j -0.00256982-0.00163645j 0.00473185-0.000465414j 0.00568393-0.00717349j 0.0138771+0.0110719j -0.002736-0.00366677j -0.00457587-0.0131752j -0.00434573-0.00261478j -0.00451573-0.00373653j -0.000584599-0.010201j -0.00161235+0.00877316j -0.00212865+0.00115344j 
0.000668409+0.00147454j 0.00236594-0.00313289j -0.00351089-0.000552661j -0.00218123-0.00293993j -0.00400588-0.00126283j 0.00820412-0.00236929j -0.00371535+0.00253325j 0.00232013+0.00553211j -0.00817943-0.00209553j -0.0143548-0.000264903j 0.00575431-0.00422942j 0.00889083+0.00140179j -0.0140371-0.00166878j -0.0131116+0.00314424j 0.0174716-0.00152149j 0.00824351-0.00159526j -0.000643045+0.00986086j 0.00485418-0.00600849j -0.00318393+0.00815409j 0.023164+0.0144981j 0.018841+0.0232275j -0.0163393+0.00314117j -0.0110631+0.0104742j -0.00302321+0.00229453j -0.00607304+0.000275825j -0.00731975+0.00221109j -0.00325195+0.00175616j 0.011633+0.00510047j -0.00684043-0.0012502j -0.00875451+0.0077966j -0.000571293+0.000955699j 0.00210242-0.00305906j 0.000589978-0.00084406j 0.000889441+0.00531162j 0.000887972-0.00187112j 0.00393945+0.00394647j 0.00222111+0.00442042j -0.00822561-0.0017986j 0.0132995+0.000491632j -0.00853508+0.00473442j 0.00649292+0.00105787j -0.00515923+0.0101952j 0.00172275-0.000216819j 0.00697843-0.000776925j -0.00256772-0.00061859j -0.00369001+0.0063866j -0.000453793+0.00658683j 0.00294574+0.0104497j -0.00278093-0.00285361j 0.00472738-0.0103647j -0.00280047-0.00515195j -0.00583739+0.0015946j -0.00344933+0.00367033j -0.000943765-0.00121988j -0.0101851-0.000169527j -0.00133001+0.00168181j 0.00485791-0.00898825j -0.000526678+0.00230524j 0.00919949+9.1269e-05j 0.00654335+0.00740528j -0.00444001+0.00349617j 0.001052-0.00866416j 0.00113635-0.00033192j 4.28966e-05+0.0023602j 0.00274504-0.00307126j -0.000408271+0.00284598j 0.000490383-0.00237986j 0.000752937+0.00140165j -0.00326276+0.00241708j -0.00487399-0.00349493j -0.00294031+0.00354714j 0.000139598+0.000397678j -0.00655307+6.87808e-05j 0.00398413+0.00278408j 0.00803275-0.00369538j -0.00123588+0.00750758j 0.00326183-0.0102056j 0.00398819+0.000364649j 0.000304076+0.00324999j 0.00763875+0.00240303j 0.000818176-0.000701287j -0.00885644+0.00394225j 0.00482365+0.000306814j -2.88593e-06+0.0044432j 0.0191678+0.0135526j -0.00947925+0.00639662j 0.00646126-0.0139275j 0.00900726+0.000849002j 0.00404053-0.0004776j 0.00248819-0.00133083j -0.00809636-0.0084588j -0.00559376+0.00624844j -0.00451457+0.00810631j -0.00312064+0.00226469j 0.00281985-0.00135313j 
-0.00210517-0.00456385j -0.00451486+0.00418975j 0.00456429+0.00347576j -0.00462897+0.00206553j 0.00311496+0.00200393j 0.00380884-0.00338097j 0.011152-0.00561514j -0.00945477+0.00137189j 0.00239069-0.0105512j 0.00774364-0.00743882j -0.00620581+0.00271561j -0.0151668-0.0183501j 0.0150991-0.0243068j 0.00511688+0.0016281j 0.0205187-0.00605982j -0.00357052+0.00747985j -0.00860485+0.0116825j -0.0244743+0.020266j -0.0111084+0.00293856j 0.00586522+0.0198701j 0.00765773+0.00851072j 0.0109695-0.00688502j -0.00507914+0.00752184j -0.00600523+0.00108283j -0.00860408+0.00108126j 0.00109074-0.00521689j 0.0090648-0.00289372j -0.00109222+0.000316932j 0.00430619-0.00542394j 0.00255735-0.00610579j 0.00388849+0.0014579j -0.00526453+0.00312178j -0.00528496+0.000742944j 0.00246224-0.000875117j 0.00523119+0.0014615j -2.49206e-05+0.00095538j 0.00173428+0.00580676j -2.37472e-05+0.00578132j 0.00737088-0.00288033j 0.0063437-0.00249491j 0.0054768+0.000465706j -0.00316921-0.00219521j -0.00398589+0.00343261j 0.00783979+0.00458077j -0.00436691-0.00506522j 0.00233834-0.00237791j 0.000160639-0.00184209j -0.00527788-0.000212287j -0.000191138+0.00464689j -0.00221899-0.00264286j 0.00341149+0.00259744j -0.00247273+0.00466415j 0.00369367-0.00410573j -0.00286637+0.000792695j 0.00381876-0.00544561j -0.00203+0.00384413j -0.00336048+0.00262598j -0.00210834-0.00278129j -0.000634597-0.00198809j -0.00294442+0.0116238j 0.000525425+0.000434137j 0.00474437+0.000856533j 0.00667533+0.00138877j 0.00159636+0.000148796j -0.00409423-0.00349397j 0.00596656-0.000791625j 0.00235764+0.002363j -0.00368893+0.0107204j -0.00234884+0.000288606j 0.00154025-0.00242595j -0.00555895-0.0044406j -0.00142779-0.00558865j -0.00270467-0.00143724j -0.00611251-0.00258094j 0.00951412+0.00982778j 0.00422425-0.000217482j 0.00373657-0.0035479j -0.00468409-0.00187501j -0.00682905+0.00124947j -0.00969986+0.00214485j -0.000388057-0.00507638j 0.00290801+0.00163137j -0.00314787+0.00286733j 0.00278969-0.00173357j 0.00523438+0.003623j -0.00768506-0.00137595j 0.00807743-0.00593841j -0.0068828-0.005041j 0.00259091+0.00265548j -0.00829207-0.00136307j -1.94766e-05-0.00207214j -3.47452e-05+0.00988873j -0.00108748+0.00425981j 0.00213518+0.00512751j 0.00151941+0.00973142j 
0.00158657-2.22122e-05j -0.00299794+0.00376698j -0.000242758-0.00429101j -8.32285e-08-0.00074024j -0.000433314-0.000938641j -0.00355899+0.00563953j -0.00225453+0.00201816j 0.00743958-0.00487682j 0.000653382+0.000249941j 0.00155617+0.00919826j 0.00525926+0.0188181j 0.00442566+0.0121711j 0.0030647+0.0133041j 0.000711132-0.0133989j -0.0177618+0.00149687j -0.00468232+0.00643526j 0.00498309-0.00247998j 0.000251968-0.0185083j 0.00672214-0.00746239j -0.0165752-0.00485028j -0.023285-0.00826979j -0.00699255+0.00534195j 0.010199-0.00837571j 0.00750245+0.00109799j -0.000404656-0.00356495j 6.52053e-05-0.00103353j -0.00526113+0.0020034j -0.00678821-0.00912273j 0.00333809+0.00981985j 0.0037639+0.0179209j 0.000227437+0.00578604j 0.00141377-0.000734049j 0.00633048+0.00209815j 0.00145881+0.0179976j -0.00682225-0.00768668j 0.00383642-0.0076416j 0.00303513+0.00376095j -0.00556708-0.00136541j -0.00645325-0.000583626j -0.000587389+0.00492703j 0.00551864-0.00221278j 0.000432566-0.0012845j -0.00255407-0.00917424j -0.000282946-0.00306648j -0.00218372+0.00372384j 0.00228535-0.000303657j 0.00234932+0.000325983j 0.0019646-0.0100382j -0.000837665-0.00253155j 0.00108274-0.00220486j 0.00527059+0.00114395j 0.00320477-0.00574765j -0.00365369-0.00354994j 0.00312071-0.00758412j -0.00147128-0.00770597j -0.00253906+0.00351642j -0.00741947-0.00250324j -0.00806247+0.0033979j 0.00155761+0.000773155j -0.00612967+0.00120659j -0.00800196-0.00497071j 0.00305052+0.00161656j 0.00232489+0.00297779j 0.00171147-0.00214223j -0.00206629-0.00172479j -0.00199406-0.00163002j 0.000710893+0.00516506j -0.00199596-0.00547187j 0.00211423+0.00339982j -0.00160374-0.00422241j -0.000291253+0.0012259j 0.00547474-0.000986569j -0.00414611-0.00179039j -0.00171054+0.00241693j 0.00443+0.00616376j 0.00211963+0.0061418j 0.00352388-0.00748191j 0.00291575+0.00574759j -0.0023635+0.00114844j -0.0118699-0.00436218j 0.000243826+0.0112432j 0.000844088+0.00418686j -0.00344072+0.00155417j -0.00206204-0.0105107j -0.00478707+0.00574209j -0.00649012+0.00201224j -0.00607206-0.00870208j 0.00067767-0.0132575j 0.00195045+0.00306047j 0.00627965-0.000405445j 0.00545318-0.00654743j 0.0100212-0.00374848j 0.00374153+0.00124931j -0.00604707+0.000481601j -0.00176331+0.00925511j 
0.00550581-0.00259069j 0.00525475-0.003731j -0.00483365+0.00400002j -0.000884749+0.00186667j -0.00143882-0.0100132j 0.00398246-0.0024198j -0.000894062+0.0068211j -0.00412592-0.0020776j -0.004187-0.00351721j -0.00612557-0.000288418j 0.000571249-0.0102827j -0.00309043-0.0027221j -0.00891205+0.00524937j 0.00807331-0.0177479j -0.00759461+0.00796854j -0.00229606-0.0104996j -0.00286483+0.00846218j 0.001902-0.00266722j 0.00802109+0.00175219j 0.00041109+0.0117341j -0.00433832+0.00954109j -0.00863975+0.00541064j 0.00135678-0.00437132j -0.00609218+0.0121847j -0.0147671-0.00531446j 0.00520219-0.00445382j 0.00660586-0.00696713j -0.0111481+0.00305727j 0.00565079-0.000872882j 0.00695366-0.000971175j 0.0157167-0.00292685j 6.77192e-05+0.0027463j -0.00281407-0.00372926j -0.00987642+0.00332055j -0.00191928+0.0034327j 0.00259091+0.000629549j 0.00387698-0.00102714j -0.00108517-0.00626067j 0.00641961-0.000601643j 0.0187916-0.00185745j 0.0094752+0.0093098j -0.0015299+0.003139j 0.00328182-0.00466644j 0.00900634-0.00145841j -0.00647366-0.00232397j 0.0160191+0.00819899j -0.00561096+0.00526131j -0.0106261+0.000796649j 0.0017635+0.00130871j 0.00345392+0.00147529j 0.00776351+0.00918146j -0.00515968-0.000613696j 0.00810291-0.00333963j -0.00431301+0.00108163j -0.00119753+0.00205626j 0.000127304+0.00116479j -0.000471071-0.00475777j 0.00987147+0.00318019j 0.00287413-0.000825156j -0.00123154-0.00696826j -0.00698244-0.00465406j -0.00497235-0.00204994j -0.00238663+0.00385192j -0.00759142+0.00234712j 0.00229681-0.00313729j -0.00310651+0.00170456j 0.0062909-0.00197868j -0.00776855-0.00504296j 0.0026275-0.00487268j -0.00288966-0.000547724j 0.000437208-0.0026592j 0.00140219-0.00470946j -0.00072663-0.00450567j 0.00520083-0.00215691j -0.00151547-0.00507215j -7.55398e-05+0.00411758j 0.00691921-0.00240434j 0.000500173-0.00745233j -0.00284506+0.00275929j 0.00152222+0.00270632j -0.00301574-0.00310143j -0.00104955+0.000218093j -0.00677582-0.00139005j 0.0108932+0.00685667j -0.000452671+0.0025032j 0.00185898-0.00272156j 0.00509652+0.00233631j -0.000935726-0.00939393j 0.00353966+0.00405729j -0.0042982-0.00150914j -0.00212726-0.0079224j -0.00840472+0.00406011j -0.00162695-0.00392733j -0.0025128+0.00416524j 0.00839379-0.0051804j 
-0.002854-0.00217409j -0.0036767+0.00278929j 0.00204631-0.000251294j -0.00426135-0.00436087j -0.0033244+0.000539421j -0.00187968+0.00193334j 0.00183791-0.00764568j -0.0024336-0.000950064j 0.00364892-0.00366606j 0.00701102+0.0098831j -0.00505488+0.0115993j 0.00486662+0.00492718j 0.00901973+0.0104177j -0.0144181-0.00543043j 0.00515541+0.00888442j -0.00778152+0.02776j 0.00332871-0.00148331j -0.00955817-0.00506363j -0.00685432-0.00894316j 0.00628087+0.00120215j 0.00138516+0.00931811j 0.00396324+0.00152033j 0.00621965-0.00304016j -0.000262741+0.00149641j -0.0107313+0.00752217j 0.00505786-0.00062457j -0.00140815-0.000857849j -0.00665011+0.00501591j 0.00396739+0.000188937j -0.00983981+0.00133405j 0.00332134+0.00316887j -0.0130336+0.00262714j -0.0109384+0.00463363j -0.00977607-0.000623948j 0.000962771-0.0044182j 0.00885923+0.00440485j -0.0102725+0.0017089j -0.00393241+0.000708135j -0.00624033-0.00318697j 0.0127021-2.81162e-05j 0.00545268-0.000563261j 0.00181359+0.000841986j 0.00467709+0.00303776j 0.00771693+0.00120553j -0.00478678+0.000811426j 0.00279567+0.00284103j -0.00496906-0.00601226j 0.00146186-0.00144282j 0.00344236-0.00040336j 0.000933607+0.000717816j -0.00115805-0.00256928j 0.00746904+0.00360349j -0.00024649+0.00819664j -0.00443192-0.000272625j -0.00636972+0.0021642j -0.00570724-0.00108829j 0.00430056+0.00131329j 0.00640434+0.000872848j -0.00366018+0.00246855j 0.00255416+0.00289976j 0.0034509+0.00125039j -0.00103821-0.00198949j -0.00031448-0.00377598j 0.00116978-0.00161169j -0.00208751+0.000834772j 0.000581715+0.00206584j -0.00243395+0.00228803j 0.0117282+0.00369884j -0.00178918+0.00107025j -0.00234821-0.00429905j 0.00651388-0.00202411j -0.001494+0.00451309j 0.00611422-0.00236539j 0.00377306+0.00530844j -0.000137749-0.00448854j -0.0104982-0.00286384j -0.00393883+0.0101176j 0.00231518-0.000241269j 0.00361487-0.00487547j -0.000485948-0.00111085j 0.0002186-0.0034997j -0.00334177-0.000162057j -0.00107365-0.00136583j -0.000160194+0.00890311j 0.00329422-0.000581689j 0.000761875+0.0007972j 0.000991607+0.00250456j -0.000475118+0.00289697j -0.000867252-0.00214372j -0.00149763-0.000242097j -0.00101024-6.7691e-06j 0.00160246+0.00332783j 0.000120808+0.00067356j 0.00201224+0.000331841j -0.000978862+0.00504648j 
