-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
-0.000562744-0.00137903j 0.00119422-0.000886015j 0.000250212+0.00425742j 0.00212405-0.00151389j -0.000639636-0.000331449j -0.00126446+0.00232595j 0.000657041-0.00339672j -0.00180106+0.00397488j 0.0015862-0.00451846j 0.00503421-0.00314744j 0.00174352+0.00556839j 0.000897129-0.000688404j -0.00144165+0.00115946j -0.00026539-0.00693375j 0.000173459-0.00995898j -0.0047996+0.00823766j 0.00239119+0.000359475j -0.00217303+0.00201271j -0.00627665+0.0015448j -0.00949602-0.00768753j 0.00188596+0.00168988j -0.0076957-0.00124595j -0.00266759+0.00138834j 0.00272049+0.00605033j -0.00588395-0.00336987j 0.00923027+0.000963193j -0.00384038-0.00612854j 0.00485864-0.00395447j -0.00564711+0.00574717j -0.00022546+0.00941214j -0.00292236-0.0028108j 0.00393603-0.00324113j 0.00660175+0.00802955j 0.0081956+0.0017346j -0.00191414-0.00810692j 0.00781037-0.0096218j -0.00827437+0.00780022j 0.000155206-0.0104766j -0.00601656-0.00834963j 0.00224286+0.00447389j 0.0061313-0.00424773j -0.00183799+0.00644986j 0.0076847-0.00754576j 7.44195e-05+0.00779908j -0.000234222-0.00399696j -0.000832263-0.00607949j 0.00370163+0.00426656j -0.00682743+0.000275187j -0.00029521-0.000222447j 0.000235269-0.0015804j -0.00444982-0.00170823j 0.00122258+0.00441689j 
-0.00118162-0.00124958j -0.00154835-0.00147372j -0.000766077+0.00319784j -0.00273047+0.00101936j 0.00104424+0.000723718j -0.00538382-0.0020846j -0.001535-0.00330968j -0.000235587-0.000428336j 0.0036041-0.00462646j -0.00381404-0.00133038j 0.000489873+0.00612411j -0.00836603-0.000663093j 0.00999084-0.00338352j -0.00398371-0.00750781j 9.75313e-05-0.00931996j 0.0123843+0.00696749j 0.00280209+0.00336295j 0.00382194-0.00218091j 0.00496525-0.00163845j 0.00496228+0.000393814j 0.00020081+0.00230095j 0.0181271+0.00336762j -0.00254699+0.000754226j -0.00340755+0.0103039j 0.00203736-0.00371694j -0.00599271+0.00152455j 0.00769728-0.00371106j -0.00119526+0.00296044j -0.00572213-0.00507056j -0.000280446+0.00446376j 0.00243734-0.00050055j 0.00426529-0.00355999j -0.00234961+0.00224988j -0.00563848-0.00142978j 0.00882505-0.000399354j -0.00177448-0.00606755j -0.00110663+0.00065161j 0.00255946+0.00271791j -0.0083508-0.00302187j -0.00167174+0.00853706j 0.00175869-0.00570805j -0.00182328-0.00889322j 0.00524555-0.00972954j -0.0010316-0.00172534j 0.00464793+0.00648208j -0.00161143+0.000727921j 0.000765348+0.00556898j -0.000945298+0.00393756j -0.000326237+0.00390036j 0.00156415+0.000739244j -0.00200647-0.000544473j 0.00136327-0.00384987j 
0.00314567-0.00259194j -0.00453585-0.00022321j -0.00317665-0.0046682j 0.00210392-0.00271974j -0.00161698-0.00368091j -2.61513e-05+0.00349156j 0.00340748+0.00295857j 0.000136401-0.00567468j 0.00662766-0.00069377j -0.000177923+0.00477479j -0.00032034+0.000535702j 0.00596505+0.00116284j -0.00331818-0.00482167j -0.00279627-0.00242741j 0.00822342-0.0012495j -0.00356042-0.000355411j 0.00456636-0.00166934j 0.00343797+0.0052055j -0.000117887+0.00223411j -0.00489384+0.00295096j -0.00444724-0.00214226j -0.00363645+0.00276985j -0.00215892+0.000977006j 0.00209313+0.00212787j 0.00738337-0.00318844j 0.00426734-2.19103e-05j 0.00590082+0.00592431j 0.00163316-0.00272713j 0.0039381-0.00163822j -0.00501783+0.00355812j 0.00410023-0.00727766j 0.00417273-0.00517427j 0.00145239-0.00873475j 0.00496615+9.31993e-05j -0.00868009+0.00915364j -0.00271982+0.00389959j -0.000397518-0.000389208j -0.00298025+0.00817934j -0.00259477+0.0072753j 0.00308161-0.00169496j 0.0117271-0.00872878j -0.00662091+0.00710086j -0.00690425-0.0078226j -0.0111099+0.00453059j 0.000856366+0.00123712j -0.00540985+9.36439e-06j 0.00267724-0.00763595j -0.00218238-0.0138026j -0.00377914-0.00832457j -0.000623121-0.00200324j 0.000339126-0.00786209j 0.00234151-0.00194853j 
0.00354527+0.00183684j -0.00155292-0.00248115j -0.000648622-0.00113669j -0.000430593+0.000381661j 0.000426915+0.0024108j -0.00177304-0.00238983j -0.00279472+0.00388101j -0.000855672-0.00385976j -0.00284269-0.00330479j -0.00425982-0.00114027j 0.00595696-7.56028e-05j 0.000134337+0.00297911j -0.0116274+0.00585542j -0.00942369+0.00690981j -0.0124151-0.0046522j -0.00644765+0.00327427j 0.00713949+0.00224928j 0.00603051+0.00279781j -0.00224778-0.0049698j 0.00519956-0.000244769j 0.00103755-0.0001949j -0.00433725+0.00423076j 0.0048347+0.000917191j -0.00925935+0.00122654j -0.000120789-0.00460158j -0.00136981-0.00357619j -0.0118923-0.00302665j 0.008203+0.000174302j 0.00629777+0.004748j 0.0119848+0.00508188j -0.0071879+0.00228474j -0.00634269+0.00157101j 0.0153773-0.00553259j -0.00238376+0.00318416j -0.00861402-0.00821592j 0.00156247+0.00304153j 0.0211305-0.00468069j 0.0101099-0.00188089j 0.014182-0.000452464j -0.00740103-0.00525732j -0.00730001-0.00164015j 0.00464018-5.58741e-05j 0.00298681-0.00467508j 0.00395471-0.00374218j 0.00391646+0.000687638j 0.00412886-0.00359869j -0.000826438-0.000962773j -0.00167719-0.00368324j -0.00190985+0.000903216j 0.00157871-0.00327351j 0.00151556-0.00572521j 0.00161003+0.000334872j 
-0.00303596+0.00240789j 0.000110491+0.00524315j 0.000122558+0.0010267j 0.00185896+0.00208717j -0.00371554+0.00286769j 0.00366984+0.00127107j -0.00343438+0.00268224j 0.00258111+0.00623152j -0.00178542-0.000738011j -0.00398832-0.00197163j 6.37331e-06+0.00290714j 0.00603258-0.00208849j 0.000684962-0.0022867j 0.00288906-0.00397864j 0.00119429-0.0021496j 0.000463884-0.00088263j -0.00393002-0.00430525j -0.000165878-0.00105218j -0.00512708-0.00313966j 0.00512406-0.00381323j -0.00419204+0.000828952j 0.000272616+0.00553687j 0.00218316-0.00011777j 0.00266478-0.00352077j 0.00335131-0.00561187j -0.000463083-0.00217053j 0.000634101-0.00232547j -0.00399837+0.00652626j 0.00660358+0.00100923j 0.00208016+0.00269134j 0.00325281+0.000256934j -0.00883747+0.0034847j -0.01158+0.00186124j -0.0017234-0.00267229j -0.0132343-0.00647962j -0.00482919-0.00700658j 0.00549613+0.00214913j 0.00675354+0.00178034j 0.00308442-0.00612927j -0.00108741-0.0020505j 0.00849237+0.00949366j -0.00196778-0.00222269j -0.000970382-0.00622785j -0.000438612-0.00741815j -0.00209447-0.00203258j -0.00197619+0.00204117j 0.00158626+0.00224062j 0.00164774+8.26615e-07j 0.00272286-0.00524101j 0.00343493+0.000767911j 0.00212662+0.00234551j -0.00762468-0.00109394j 
-0.00295553-0.00279267j 0.00014858-0.000491132j 0.000279136+0.00550635j -0.00234201+0.00230019j 0.00141932-0.00109856j -0.00558025+0.00401737j 0.00270944+0.00385654j -0.00191585+0.00365605j 0.000183065+0.00136111j 0.000932037+0.000812735j 0.00335367-0.00317838j -0.00404385-0.00522357j -0.00219131+0.00273651j 0.00232375-0.00310252j -0.0036039+0.00682052j -0.0184875+0.00604467j 0.00824519-0.00038622j 0.00116733-0.00334486j 0.0044905-0.00295124j -0.00405359+0.0132883j 0.00183845-0.00371012j -0.00737731+0.00211818j -0.00467846-0.0100367j -0.00672892+0.00187858j 0.0068271+0.00194664j 0.0103758+0.00051048j -0.0071288+0.00479496j 0.0108016+0.0003296j -0.0001951+0.000751952j 0.0101162+0.00243442j -0.00510355-0.00248469j -0.0121183-0.00504356j 0.00602744-0.00216599j 0.00020809-0.00506554j -0.00195571+0.00487507j 0.0114798-0.00437337j 0.00426175+0.0131344j 0.00991452-0.00165586j 0.00123463+0.00906638j -0.00546416-0.00593666j 0.00158038+0.00518031j -0.00586079+0.000632016j 0.00913703-0.0074259j 0.000978638-0.00958193j 0.00252151+0.00255127j 0.00131419-4.21029e-06j -0.00140813-0.00338226j 0.00353331+8.17923e-05j 0.0062132+0.00124692j 0.000902193+0.00254047j -0.0029849+0.00355724j -0.00236102-0.00221252j 
-0.0027547-0.00456741j -0.000721093+0.000470617j 0.000483447+0.000816834j 0.000103803-0.00223004j -0.00173206-0.00561814j -0.00376395+0.00258851j -0.00491219-0.00013752j 0.000793138+0.00236295j 0.000972855+0.00173314j -0.00517209+0.00228748j 0.00388927+0.0116016j 0.00523646+0.00183016j 0.0018963-0.00230198j -0.00433048-0.00140901j 0.000604524-0.00482008j 0.00161342-0.0055877j 0.00152987+0.00347934j 0.000203993+0.00188896j -0.00380505-0.00355145j -0.00836316-0.0091335j -0.000726515+0.00416459j -0.00124958-0.00707986j 0.00227334+0.00300952j -0.00748287+0.00581368j 0.00649879+0.000489198j 0.00549435+0.00680253j -0.00439774-0.00247808j 0.0138908+0.00363166j 0.0124068-0.00423998j 0.0104778+0.00106329j -0.00574054+0.0168253j 0.00288747+0.00154432j -0.0107962-0.00834329j 0.00658374+0.000336523j -0.00824734-0.00202367j -0.00550045+0.00297906j 0.00547363-0.00671813j 0.00139627+0.00856135j 0.00159419+0.000326497j -0.0131682+0.00158868j -0.00288831-0.0034958j 0.00839045-0.00423181j -0.0018214+0.0114084j -0.00158406+0.00270243j -0.00589339+0.00310229j -0.00239789+0.00495496j 0.00078122+0.00321381j -0.00147768+0.0092729j -0.00292133+0.00396673j -0.00232817+0.00130112j -0.00449969+0.00364946j -0.000354798-0.00208451j 
0.000783718-0.00144481j -0.000852706-0.000436841j -0.00164457-0.00122293j 0.000610304-0.00437681j -0.00357253-0.00160456j 0.00222806-0.00410179j -0.00217407-0.00288271j 0.00144526-0.00143938j 0.00247045+0.00202938j 0.00108262-0.00522166j 0.00311802-0.00311977j 0.00630568-0.00304605j 0.00164153-0.0013806j -0.00934508-0.00110463j -0.000671256-0.00747839j 0.00288535+0.00185577j -0.00265452-0.00111387j -0.00103346-0.00163966j -0.00133145+0.00114963j -0.00868683+0.00295873j 0.00595524-0.00887591j -0.000603198+0.0159511j 0.00446008-0.00870054j 0.00140019+0.000116551j -0.00255057-0.0010653j -0.000376977-0.00091983j -0.0015208+0.0104435j 0.00142768-0.000229656j 0.00557763+0.00702395j 0.004205-0.00899338j -0.00187489-0.00102206j 0.00470123+0.00509717j -0.00552981+0.0185904j 0.00193985-0.00940638j -0.00338955+0.00429341j -0.00918365-0.00149365j 0.00818762-0.00173229j 0.0071461-0.00624725j 0.00146791+0.00747678j -0.0016743-0.00485434j -0.00220024-0.00542832j 0.00338555-0.00152554j 0.00213245-0.00159739j 0.00105708+0.00194908j 0.0001709-0.000244663j -0.00143512+0.00205965j -0.00111878+0.00403096j -3.60018e-05-0.000611346j -0.0043196+0.00173121j -0.0012923-0.000770913j -0.00124602-0.00211018j 0.00236678-0.000232112j 
-0.000656608+0.00124144j 0.000337293-0.00172637j 0.000919735+0.00157164j 0.000411456+0.00196866j -0.00189935+0.000997988j -0.00153778-0.00317659j -0.00167629+0.00208031j -0.00138296+0.00554606j -0.00160901+0.00227212j -0.00118555-0.00462348j 0.00104344+0.00135167j -0.000946763-0.00426461j -0.00738796+0.00840997j -0.00533981-0.00278475j -0.00912543-0.00523858j 0.00177796+0.00227072j -0.0049863+0.00132408j -0.00101226-6.39205e-05j -0.00545532+8.97852e-05j 0.00588816+0.0023048j 0.00851001-0.00322355j 0.00574566-0.00515839j 0.00637262+0.00240005j -0.00578109+0.00320229j -0.00571969+0.000852067j -0.00822817-0.00516513j -0.00038454-0.00608628j 0.00341013+0.00164243j -0.000319502-0.000536927j -0.0152171+0.012647j 0.0102607-0.00117386j 0.0111579+0.00130712j 0.00425869+0.000368213j -0.00564365-0.012537j -0.00534012-0.00815454j -0.000217415-0.00832255j -0.00931808+0.00011921j -0.00335688+0.00616375j -0.00410441-0.00414144j 0.00335969-0.00979747j 0.00403145-0.0025448j 0.000819019-0.000648483j 0.00322661-0.000907505j -0.00639884+0.00592708j -0.00145938+0.00145529j 0.00310279-0.00143954j -0.00296221+0.00134444j 0.00319319-0.000884765j -1.99296e-05-0.00397014j 0.00168531+0.000945291j 0.000751956+0.00110823j 0.00109122+0.000163573j 
-0.00322464-0.000711456j 0.00368244+0.00227277j 0.0014542-0.0032396j -0.00190552-0.00312788j -0.00554572-0.00156337j 0.00238046-0.00164981j -0.00531742-0.00172349j 0.002701+4.60487e-05j 0.00111477+0.00271547j 0.00597367+0.00135829j 0.00627008-0.00369684j 0.00490287-9.26147e-05j -0.0097894+0.00298009j 0.00340827+0.00378209j -0.00290606+0.00130611j -0.00211337+0.00290397j -0.00135745-0.00425062j 0.0092947+0.00587207j -0.000518823-0.00199741j -0.00822849-0.000566482j -0.00403366+0.00537557j 0.00187856-0.00299689j 0.000903836-0.000177033j 0.00648316-0.00255052j 0.00464429+0.00326222j 0.00807165+0.00219821j 0.00408092-0.00658711j -0.00353611+0.00391026j -0.00524845+0.00222268j -0.00447157+0.00349922j -8.68073e-05-0.0122301j -0.00805892-0.00564521j -0.00888909-0.00481473j 0.00244641+0.0011206j 0.0033068-0.000986688j -0.00308353-0.00884656j 0.00480191+0.00170429j 0.0133998+0.00190257j -0.00180693+0.0088214j 0.00820365-0.00500681j 0.0027168-0.00907497j -0.0118312+5.02824e-05j 0.00529035+0.00561355j 0.0030965+0.00345564j 0.0056535-0.00229263j -0.00492297+0.00281331j -0.000719087+0.00454337j 0.00354503-0.00231423j -0.00349126+0.00255675j -0.000745155+0.00256847j -4.90881e-05+0.00028338j -0.000742267+0.00447093j 
0.00362464-0.0013573j -0.0014773-0.0022313j -0.00143601-0.00116537j -0.00139678+0.00151622j 0.0005253-0.00324012j 0.00367553+0.00105303j -0.00497576-0.000434934j -0.00101973+0.00203418j 0.00715821+0.00092326j 0.00307999-0.00061487j -0.00511408+0.00392094j -0.00165911-0.00135928j 0.00752738+0.000717529j 0.00408692+0.00120046j 0.00196167+0.000871634j -0.00608785-0.00409035j -0.00212226+0.00103915j 0.00584884-0.00423846j 0.00504059-0.00145274j 0.00292578-0.00116379j -0.00354915-0.00348197j -0.00684711-0.000269384j -7.80391e-05-0.000875726j 0.000870872+0.00406745j -0.000417753+0.00933787j -0.00276179+0.00166153j 0.00169858+0.000535663j 0.00210656+8.59551e-05j 0.00618845-0.00318726j -0.0026884+0.00279862j -0.00640916+0.00525119j -0.00136762-0.00359893j -0.00118157+0.000451331j -0.00487446+0.00245713j -0.0014606+0.00278553j 0.00101692+0.00104513j -0.0036631-0.00162757j -0.00936612-0.0018272j -0.00506336-0.00180236j 0.00797182-0.0033792j -0.00656824+0.00383256j 0.00205176-0.00329883j -0.00269676+0.00202012j -0.00206036-0.00153626j 0.00359788+0.000339536j -0.00880866+0.00488782j -0.004391-0.000625361j 0.000348834-9.17803e-05j -4.89677e-05+0.0022655j 0.00198498-0.000537908j -4.74105e-05-0.00317565j 0.00490715-0.00221208j 
0.000775139-0.000935734j -0.000887176-0.0029883j -0.000333219+0.0013223j 0.00191428+0.00206562j 0.0013853-0.000670734j 0.00131669+0.00154779j 0.00558401+0.00402249j -0.00288505+0.00174595j -0.00594378-0.00196864j 0.0039898+0.00149265j 0.00179839-0.000636256j 0.00319369+0.00197386j -0.00574276-0.00146639j 0.00200223+0.00139651j 0.00263683-0.00287487j 0.00667455+0.00420905j 0.00393717-0.00139123j 0.00100336+0.000524983j -0.00251179-0.00712615j 0.00254584-0.00179884j 0.0118326-0.000589938j -0.00395813+0.000740711j 0.00891365+0.00544474j -0.000596782+0.00501938j -0.0050507-0.00120656j -0.0101411+0.000542788j -0.00638096-0.00439146j -3.22124e-06-0.00461983j -0.00170182-0.0026576j 0.00604733+0.000127724j 0.0062517+0.00345813j 0.00372998+0.00142105j -0.0144995+0.00029963j 0.00189031+0.00209354j 0.00665154-0.0037898j -0.000349217-0.00283026j -0.00341398+0.00456751j 0.0080277+0.0111749j 0.000346578+0.00538725j 0.00762029-0.00480853j -0.000556573-0.00214775j 0.00104371-0.00170582j 0.00272858-0.00196472j 0.00663936+0.00187612j 0.000283296-0.00030737j 0.000165825-0.000448691j -0.00108907-0.000689027j 0.00155143-0.00227665j 0.006522-0.00038228j -0.0024886-0.00208751j -0.00104557-0.000649502j 0.000801441-0.00257662j 
-0.000863902-0.00488491j 0.00112887+0.000956196j 0.00104439+0.00185304j 0.00152582-0.00230935j -0.00285715-0.00288061j -0.00163806+0.000621555j -0.00256218+0.00293391j -0.000979873+0.00207171j 0.00165211+0.00238168j 0.00267586-0.00331095j -0.00444606+0.00175626j 0.00273709+0.000784671j -0.00560066-0.00506452j -0.00396693+0.00152526j 0.00684694+0.00907506j 0.00169477+0.00265532j 0.000974241+0.0019231j 0.00701508+7.21643e-05j 0.000419102-0.00366597j 0.00396852+0.000703356j -0.00171764+0.00371119j 0.0106385-0.00136632j -0.00361305-0.00372824j -0.00597633-0.00208987j 0.00278493+0.00737068j -0.00800745+0.0021213j 0.010594-0.000709942j -0.00198556+0.00131677j 0.00790913+0.00469634j -0.0120954-0.00466688j -0.00182457+0.0035285j 0.00507077+0.00373422j 0.0109062+0.00222598j 0.00381334-0.0025559j 0.00268878-0.00175087j 0.000314034-0.00360274j 0.00667072+0.00290451j -0.00775827+0.00472113j 0.00253856+0.00664158j -0.00238749+0.000706399j 0.00283323-0.00135053j 0.00387142-0.000626208j -0.000497133-0.000208029j 0.00327082+0.00124233j -0.00180207+0.000935386j -0.00213486+0.00174986j -0.000201652+0.0074181j 0.00112267+0.00610434j 0.000563753+0.00360882j -0.00222619-0.00213986j -0.00462108+0.00111865j -0.00188866-0.000519411j 
0.00153637+1.33067e-05j -0.00131331-0.00349607j -0.00044017-0.00208481j 0.00207501-0.000723022j -0.00193565+0.000128559j 0.00213983-0.00200032j 0.00353556+0.00159496j 0.00314938-0.00685763j 0.00213332-0.00440129j -0.00399676+0.00114744j 0.00303732-0.00120276j 0.0106495+0.00196807j 0.00319351-3.80751e-05j 0.00757483+0.00243895j 0.00631718-0.0095724j -0.00770376+0.00381775j -0.00445171-0.00231328j -0.00396252-0.00588165j -9.65235e-06-0.00884598j 0.00203789-0.00310217j 0.000523581+0.000952172j 0.00137738+0.0038265j -0.00268369+0.000559843j 0.00561833+0.00600851j -0.00236339-0.00653425j 0.000549801+0.0082561j -8.57292e-05-0.000469263j -0.00123599+0.00241197j 0.012731-0.00241622j 0.0111521-0.00294653j -0.00688646-0.00716208j -0.0126124+0.00203716j 0.000198022+0.0022982j 0.000496295-0.000854769j 0.0107731-0.00200226j -0.000614233-0.0143547j -0.00447418-0.00345787j -0.00225332-0.00373674j 0.000726236+0.00358315j 0.00223315-0.00385569j 0.00048319-0.00280704j -0.00412734-0.00787466j -0.000800147-0.00104052j 0.00081171-0.00826283j 0.00175147-0.00435307j 0.00156881-0.00702935j 0.00302364+0.00269941j 0.00242083+0.0021764j 0.000448388-0.00182499j -0.00304839-0.000771983j 0.000179737-2.17174e-05j 0.0022221+0.00222292j 
0.00091618+0.000790137j -0.000668256-0.00121839j -0.0010971-0.00293301j -0.00137305+0.000361484j -0.00315186+0.00171613j -0.000553365-0.00417958j -0.00367015+0.00168868j -0.00325406-0.00301492j -0.00222897+0.0029537j -0.00164929+0.00393021j 0.00174067-0.00237839j -0.000776964+0.00709214j -0.000287998+0.00709603j -0.00064268+0.00316192j 0.00596589+0.0140991j 0.00119801-0.000496616j 0.0037583+0.00188523j 0.0078898-0.000289438j -0.00172189+0.000390298j -0.00336002-0.00292817j 0.00813258+0.00587338j -0.00278622+0.00378607j 0.00424519-0.00663224j -0.00140111-0.00528897j 0.00283555+0.00276392j -0.000496913+0.00528039j 0.00126758+0.00160802j 0.00205462+5.30931e-05j -0.0021044+0.00262734j -0.000358398-0.00489741j 0.00261079+0.00158142j 0.0047553-0.000326213j -0.00755742-0.00438195j 0.00317739+0.00248512j -0.000518402-0.00062833j -0.00686977-0.00540316j -0.00192207-0.00493189j 0.00230561-0.00439249j -0.00254276-0.00491173j -0.000525767+0.00987316j -0.00548526+0.0122108j -0.00195884-0.0104843j 0.00574993-0.00564442j 0.00107355-0.0165817j 0.00911252+0.00322909j 0.00182207-0.00347851j -0.000941382+0.00682277j 0.00550617+0.00585835j -0.00239438+0.00282666j 0.00274585+0.000276392j 0.000119602-0.00074903j -0.000694991-0.000433109j 
0.00181489+0.00244715j 0.00445705+9.01517e-05j 0.000433048+0.000718946j -0.00516001-0.000398083j 0.00204756+0.00136158j 0.00348013+0.00200224j -0.000782219-0.0001985j 0.00478926-0.000786947j -0.00154788-0.00171021j -0.00909302-0.000862535j 0.000828356-0.00113991j 0.00185135-0.00257337j -0.00446773+0.00182165j 0.000356531+0.00366815j -0.0105683+0.00184174j -0.000500974+6.9879e-05j -0.0102306+0.00203316j 0.00562237+0.00326488j 0.000379535-0.00181701j -0.0102013-0.000334421j -0.00320955+0.00446661j 0.00112394+0.00348327j 0.00435324-0.00436392j 0.00213553+0.000130541j -0.00671528-0.00418729j 0.000757273-0.00361883j 0.000681259-0.00120613j -0.00266065-0.000994758j -0.00281701+0.000993879j 0.00253838+0.00581725j -0.00229735-0.00671317j -0.00255157+0.000883397j -0.000359577+0.000863203j -0.000676847+0.00144894j -0.00371776+0.00166107j -0.00567701-0.0001007j 0.00101259+0.00416655j 0.00513221+0.0038106j 0.00527704-0.000467411j -0.00178106-0.000403044j -0.0088276-0.00431995j -0.00786994-0.0035994j 0.00684932+0.00513336j 0.00358714-0.0042946j 0.000430516+0.00421809j -0.00121159-0.00165541j 0.00263097-0.000664386j -0.00202343+0.0029727j -0.00097492+0.00195296j 0.00491387-0.0011281j 0.0025966+0.000352096j 0.00277414+0.00210709j 
-0.000960293-0.000557257j -0.00118942+0.00101863j -0.00109274+0.00186591j 0.000445767-0.000525121j -0.000522851+0.000601737j -0.000696175+0.000650675j -0.00101976-0.00249459j -0.00109527+0.000467081j -0.00616361-0.00371184j -3.95713e-05+0.000593773j 0.00242379-0.000534441j 0.00032109-0.000386901j 0.00179616-0.00365647j 0.0013096+0.00912579j -0.0025969-0.00396747j 0.00341769+0.00180198j 0.00373416-0.0086512j -0.00661119+0.00419831j -0.000527357-0.0102178j 0.000143306+0.00483679j -0.000595056-0.00544951j 0.00232537+0.0131905j -0.00399998+0.00185896j -0.00122712+0.00396716j -0.00588256-0.00330789j -0.00522177+0.00300232j 0.00348041-0.00194125j -0.00175961-0.00657158j -0.000123195+0.00436759j 0.00208469+0.00778878j 0.000810682+0.00320356j 0.00597677-0.00745719j -0.00117751+0.00707696j -0.00761229+0.0157149j 0.001475-0.00349673j 0.00241753+0.00423013j 0.00329168+0.00715938j -0.00620221+0.00421986j 0.00531001-0.0021952j 0.00142979-0.00589626j -0.00226614+0.0001549j 0.00408508+0.00352715j -0.00804277+0.00335079j 0.000264732-0.00658321j 0.000210604-0.00485976j -0.000846015+0.00361284j -0.00168525-0.000919262j -0.00238881+0.0013265j 0.00153957+0.00225354j -0.00151577-0.000511671j -0.000784378-0.000896956j -0.00172055-0.00248549j 
-0.000319291-0.00170864j 0.000237051-0.0012655j 0.00332786+0.00458188j 0.00177499+0.00282109j -0.000845003+0.00135746j -0.000571095+0.0030654j -0.00242694-0.000232674j 9.2947e-05+0.00529402j -0.00652529-0.000167287j -0.00456264-0.0014677j 0.010504-0.000528545j -0.000848494-0.00770239j -0.000209435+0.00308356j 0.00692899-0.00197141j -0.0100283+0.000425011j -0.00337678+0.00376232j -0.00252281-0.00691095j -0.00370413+0.0039492j -0.0022294-0.000788292j 0.00228841-0.00373694j -0.00347283+0.00243179j -0.00452433-0.00323599j -0.00135243-0.0026469j 0.0115511+0.00727846j 6.08029e-07-0.00102178j 0.0118292-0.00332894j -0.00273803-0.000978115j -0.00130548-0.00521185j -0.00287341-0.00292489j -0.00493719-0.0021482j 0.009507+0.00105585j -0.00634423+0.00559033j 0.0023748+0.00308041j -0.00831406-0.00117651j -0.00130491+0.00751333j 0.00503441-0.000284895j -0.000207419-0.0117468j -9.63467e-05-0.00708775j 0.00666103-0.00518597j -0.00639335+0.00608963j 0.00194824-0.00105291j 0.00381009-0.000752124j 0.00273845-0.00239729j 0.00377952+0.00302743j -0.000766651+0.00364099j -0.000613458+0.0017671j -0.000872597-0.00266005j -0.00476908-0.00198372j 0.00332308-0.00177456j -0.000918181-0.00338819j -0.00318721-0.0016601j 0.00193981+0.000475039j 
