0.00621301-0.03939j 0.0488542+0.0661643j 0.0149379+0.0629335j -0.0114299+0.0296858j 0.00112881+0.0208146j -0.00181625+0.0469658j 0.000628116+0.0136323j -0.00210862+0.0217373j 0.00543093+0.0173912j 0.00815843+0.00332463j -0.0062046+0.00776588j -0.004074-0.0174949j -0.0324142+0.0191781j -0.0943159+0.114615j 0.0342741+0.00904947j -0.009228+0.0429583j 0.0206513-0.0627188j -0.0240674-0.0140756j -0.0177606+0.0435049j 0.0176203+0.0265929j 0.0168441+0.0152194j -0.0281368+0.0310897j 0.021483-0.0154391j 0.00260048+0.00757807j -0.0213042+0.0286246j -0.0121583+0.0439858j 0.00013712+0.00811671j -0.00307761+0.0100999j 0.0183173-0.0182938j -0.00968796+0.0264213j 0.00618284+0.00550417j 0.00711782-0.0124753j -0.0127903+0.0334092j 0.00678453-0.0350548j 0.0563778-0.0693409j -0.0509387+0.0736667j 0.181086-0.113872j -0.041927+0.0587648j 0.0258719-0.0650247j -0.00232121-0.00532476j -0.00874628+0.0339122j -0.00705045+0.0175924j 0.0223116-0.0668272j 0.0126298-0.0213546j 0.00825671-0.0201149j -0.00245015+0.00681783j 0.0067563-0.0177161j 0.00588647-0.0209408j 0.0170863-0.0222516j 0.000132261-0.00211165j -0.00309633+0.00686334j 0.00997613-0.00766703j -0.0115274+0.0146201j 0.00639391+0.00141028j -0.0152164+0.0117583j -0.0110739+0.014251j -0.0135615+0.0145916j 0.0097829-0.00813791j -0.00432643+0.00719597j -0.006043+0.00175151j 0.00988433-0.00919209j 0.0014214-0.00383889j -0.0150898+0.0119322j 0.00348862-0.00448001j -0.00237736+0.000908645j -0.00620373+0.000622405j 0.00323563-0.00581707j -0.0031468+0.0026766j -0.00808537+0.01004j 0.012947-0.0101849j 0.0129272-0.00581933j 0.0051715-0.0024776j 0.00277478+0.00178743j 0.000633992+0.00594934j 0.00662469-0.000324935j -0.00629189+0.00373186j 0.00347195-0.00268994j 0.00527368-0.0127941j 0.00530737-0.0107125j -0.00279907+0.00179191j -0.00693385+0.00436714j 0.00896999-0.00409089j 0.00711478-0.00446347j -0.00576635+0.0123814j -0.0169883+8.1887e-05j -0.000129393-0.00123648j -0.0187806+0.012416j 0.0194176+0.022009j 0.0075176+0.00757546j -0.0164093+0.0251737j 0.00113721-0.0191648j 0.00716046-0.00634616j 0.0051924+0.0146237j 0.0263635-0.0307043j 0.0281486-0.0336941j -0.0685061+0.131291j 0.115648-0.0744425j 
0.107704+0.0519352j -0.0412445+0.041619j 0.0621973-0.104256j -0.00212516-0.0564219j 0.108034+0.210839j -0.0113869-0.180622j -0.0817943+0.213608j 0.0984784+0.000852896j -0.139234-0.0424412j 0.0364442-0.0524175j -0.0221799-0.0514971j 0.104253-0.00449557j -0.0284089+0.101005j -0.0471716+0.048676j 0.119582-0.0840723j -0.103509-0.00148705j -0.126577-0.0797129j 0.0180283-0.0619349j 0.00736983+0.0728236j 0.0226661+0.0161552j -0.00351078-0.0225969j 0.00577501+0.0351218j -0.0124832-0.0369049j 0.0140636+0.0048846j -0.0104696+0.00750977j 0.0299648+0.00318142j -0.0209203-0.0116662j 0.00650703-0.0104464j 0.00839708+0.00633287j 0.0214311+0.00465017j 0.00327763-0.00356722j -0.0166471-0.00582244j 0.0130109+0.0120923j -0.0161367-0.0223146j -0.0064696-0.0200092j -0.0506685+0.0412911j -0.00856926-0.0341837j -0.0259823+0.00690888j -0.0417305+0.00600581j 0.00613193-0.00874119j -0.0066043-0.00946584j -0.0164512+0.0072404j -0.00461393-0.033566j -0.00442563+0.0106562j -0.00535627-0.0155448j -0.00422833-0.00799515j 0.00358278-0.00608893j -0.0126137+0.00150433j 0.0108078-0.00860683j 0.0120021-0.000835434j 0.00812582-0.00217834j 0.000991773-0.0115057j -0.00629695+0.0217798j 0.00297406+0.00530939j 0.0146784+0.00160727j -0.011904+0.0111304j -0.00120381-0.013618j -0.00408105+0.00809544j -0.011172+0.00911229j 0.0140345+0.0112467j 0.0146276+0.000971491j -0.00641486-0.00382835j 0.00552827+0.0254313j -0.00631227-0.00286035j -0.000445961-0.00367048j 0.010949-0.00690597j -0.012225-0.00607903j -0.00649973+0.00721361j -0.00448953+0.0055641j 0.0112258-0.00769079j 0.00344898-0.00521666j -0.000702042-0.00154506j -0.00141063-0.00306637j 0.00875375-0.000516869j 0.00230339+0.00433493j -0.00275589-0.00343521j -8.54518e-05-0.00337218j -0.00971984-1.59138e-05j 0.00327921+0.000220079j 0.00332872+0.000421609j 0.00162946+0.00502765j 0.00548175+0.0010312j 0.00154891-0.00105095j 0.00637893+0.00711064j -0.00554544-0.000995752j -0.00092601+0.00177032j 0.00854959+0.00979776j 0.00695766-0.001384j 0.00284577-0.00223668j -0.000979841+0.00523382j -0.00895461+0.00302727j -0.00148234+0.0115503j -0.00733991+0.0120504j 0.00614572-0.00605825j -0.00732954+0.00849682j -0.0288747+0.0196085j 0.0023346-0.00987401j 
0.05812+0.0159967j 0.0449517+0.0705185j 0.0340959-0.0753059j 0.00586648+0.117486j -0.0795223+0.120324j 0.0252688-0.0656532j -0.00155243+0.0140477j 0.0441808+0.0849005j -0.0421567+0.00669538j -0.0328223+0.0395003j 0.0241997+0.0423548j 0.172968-0.0180125j -0.0520977-0.0343635j 0.0298135+0.0390982j 0.0545552-0.0120228j 0.0322551+0.0785548j -0.0626681-0.0428296j 0.0184338+0.00155772j 0.0243916-0.0431949j 0.0228908+0.0113422j 0.012548-0.0193269j 0.00816111-0.00293562j 0.0191978-0.0374889j 0.0241272-0.00296652j -0.0143742-0.00276518j -0.00795459+0.0080602j -0.00996584+0.00163484j -0.0161949-0.00364346j 0.0227242+0.0302937j 0.0051475+0.00560466j -0.0148808+0.00162257j -0.010953-0.00285834j -0.00552093-0.0117839j -0.0214643+0.00482422j -0.0173688-0.00590282j -0.000194245-0.00169386j -0.0213417+0.00382445j -0.009879+0.000166517j -0.00288641-0.00170207j -0.0134801-0.00678285j 0.00114426+0.00504741j -0.0142056+0.0125568j -0.00423251+0.0184695j 0.00613934-0.00493359j -0.0135906-0.00273573j -0.00916019+0.0158475j 0.0250652+0.0058563j 0.0220693-0.00506386j -0.00718421+0.00129117j -0.0102409+0.0225352j 0.00799796-0.00371049j 0.000349097-0.00188298j -0.00715476-0.000807626j 0.00288268-0.00748119j 0.00555227+0.00222903j -0.00887726+0.00160108j 0.00712522-0.00188327j -0.0162486+0.00959388j -0.00993981-0.00161509j -0.00592989+0.00109225j 0.00201415+0.00922226j -0.00224509+0.0122837j -0.00118986-0.00195443j 0.00281016+0.00300873j 0.00304979+0.00846575j 0.00346896+0.00612046j -0.00703817+6.3486e-05j 0.0022482+0.00264438j 0.00265038+0.0088119j 0.00537424+0.00662569j -0.00525407+0.00260064j 0.00943778-0.0070563j -0.00426591+0.001762j 0.00152313+0.00561684j 0.00366352-0.00411606j 0.000948509+0.000531924j -0.0042767+0.00108354j -0.00581189-0.000542389j -0.00716977-0.00332266j -0.000396765+0.00609709j -0.00294846-0.00553271j -0.00391146-0.000974177j 0.00143101-0.00807927j 0.00528437-0.00344964j -0.0037188+0.00176761j -0.00160129-0.00104997j 0.00152557+0.00814749j 0.00319171+0.00564847j -0.00482514+0.000603447j -0.000332881-0.00345147j -0.00228221-0.000515616j -8.00947e-05-0.00232751j 0.0055912-0.00105808j -0.00237438+0.00364828j -0.0048891-0.00553855j 0.00965275-0.00140325j -0.00363009-0.00113055j 
0.0188852+0.0392037j 0.0187426+0.0401118j 0.0759698+0.155687j 0.0762448-0.156012j -0.149542-0.0933699j -0.0163699+0.169328j 0.097299-0.0462859j -0.0849878+0.0503719j -0.00487626-0.010973j -0.0013821+0.0425249j -0.033154-0.0537993j 0.098088+0.00159024j 0.0194232+0.0175024j -0.04855+0.123287j 0.0240316+0.0329916j 0.0330598+0.0114058j -0.0118696-0.0701208j 0.0432137+0.0785908j -0.00285788+0.0523074j 0.0151704-0.0482401j 0.00685649+0.0067827j 0.0242099-0.0026908j 0.00730099+0.0089437j 0.00553248+0.00106814j 0.0327706-0.00323804j -0.00476097-0.000957463j 0.0116663-0.0120037j -0.00891146+0.0124332j -0.00345253+0.00777506j 0.0108511+0.00484801j 0.0152827+0.0134671j 0.00599831+0.000961305j 0.00553707+0.0071461j -0.0273921+0.0154095j 0.00978601+0.0169513j 0.00594794-0.00128593j -0.0297198-0.000575635j -0.0102191+0.016139j 0.0030099-0.0289115j -0.02571-0.00453628j 0.00030014+0.029332j -0.00876932-0.021867j -0.00208122-0.0172339j -0.0042889+0.00244104j 0.00911493-0.0128239j 0.00563911-0.0113382j 0.00736578-0.00607066j -0.000959837-0.010919j -0.00575503+0.00169943j -0.00701036-0.00186631j -0.0109824-0.0022612j -0.000139734+0.00935113j -0.000325066+0.00473088j -0.00533392+0.00799801j 0.0100424+0.0103945j 0.00940497+0.00420107j 0.0111952+0.0027689j 0.00967278-0.00683362j 0.00773917+0.00798623j -0.0114524+0.00375123j -0.00417459-0.0012765j 0.00888997-0.00594337j -0.00978782-0.00551698j 0.000989524+0.000992301j 0.00663942-0.00529128j -0.00337179+0.00713406j 0.00730795+0.00173123j 0.00538113-0.00848635j 0.00692031-0.00238019j -0.00203118-0.00151726j 0.00548489+0.000264301j 0.00312193+8.13671e-05j -0.00604135-0.00129842j -0.00895226-0.000426308j 4.1774e-05+0.000353509j -0.00631065-0.00034185j 0.0117658-0.00117181j 0.00435177-0.00683189j 0.00684204+0.0021835j 0.0022339-0.00280058j 0.00637396+0.00161885j 0.00507764+0.00167112j 0.00957704+0.00215209j 0.00439522+0.00235647j -0.00411286-0.00146776j -0.00149963-0.000901362j -0.00482876+0.00335483j 0.00323177+0.00479849j -3.39862e-05+0.00767242j 0.00412277+0.0041206j -0.00770484-0.00278981j 0.00848622-0.00337514j -0.000803146+0.0115842j -0.0092708-0.00531876j -0.00535312-0.000503018j -0.00212772+0.0114019j -0.0164536+0.00468924j 
0.00413987-0.0289831j 0.117353+0.0395938j -0.153065+0.161159j 0.203221+0.308849j 0.0926284-0.0222228j -0.0798582+0.0474181j -0.0979748+0.133628j -0.0469341+0.0240891j -0.030266+0.0274568j -0.0168649-0.00323363j 0.0163762+0.0483974j -0.105234+0.0355041j 0.0326151+0.0332329j 0.0197138+0.116199j -0.00100083-0.0704787j 0.176119+0.0476792j -0.0515464-0.0476427j -0.0233259+0.0919644j -0.062958-0.0799672j 0.0268969+0.0188367j -0.0325428-0.00324758j -0.0144799+0.0305363j 0.00161834-0.0153922j -0.00254295+0.000263294j 0.0118018+0.00352246j 0.00915529-0.0326553j 0.0124682-0.025864j -0.00185055-0.0293267j -0.00323248+0.0334263j -0.0145327-0.0045637j -0.00222187+0.0154495j 0.00648035+0.0150741j -0.0150852-0.0275477j 0.014351-0.0103114j 0.0204307+0.0254712j -0.0412437+0.0323985j -0.0113377+0.0696333j -0.0245527-0.0228778j 0.0385747-0.0315719j 0.015733+0.0344193j 0.0265633-0.00567986j 0.0104597-0.0395688j 0.0231401+0.0118252j -0.000206307-0.000627094j 0.0157733+0.0041222j 0.00393111-0.0230064j -0.00551716+0.00586872j 0.00343524-0.00196316j -0.00333803-0.0219766j -0.00184653-0.00164616j 0.00405313-0.0135701j -0.0110377-0.00342762j -0.0067819+0.0209979j 0.00648159+0.0151336j -0.014843+0.00753711j -0.00320074+0.00285651j 7.57883e-05-0.0116509j 0.000419281-0.00508237j 0.00917-0.00198167j 0.0063052-0.00793573j -0.00492718+0.00506038j 0.00055375+0.00315514j 0.0053624+0.00152533j 0.00391103-0.00642619j 0.00646182+0.00222372j 0.0102255-0.00297462j 0.00219006+0.00318465j 0.000891563+0.00416096j 0.0024173-0.00754332j 0.000240549+0.0107943j -0.00128035-0.0030136j 0.00238151+0.000810973j 0.00186392+0.00405451j 0.00316322+0.00348336j -0.00181949-0.0107631j -0.00305112+0.0038133j -0.00223901+0.00217966j 0.00220934+0.00435748j -0.0103638-0.0008849j -0.000345117+0.0032626j -0.00415615+0.00499773j 0.00155118+0.0004334j -0.0102768+0.00151374j 0.00398086-0.00247922j 0.00110811+0.00030209j -0.00870548-0.00218105j -0.00128473-0.0043309j 0.00815706+0.0120284j -0.00451357-0.00299141j 0.00491637+0.00415492j 0.00537544+0.00257825j 0.00379492-0.00935106j -0.00714412+0.00528495j -0.000797899+0.00436924j -0.00718874+0.00702899j -0.00500524+0.0160496j -0.018816+0.0336283j 
0.110952-0.00598277j 0.0351881-0.00939004j 0.0144139+0.152153j 0.225766-0.284744j -0.0559338+0.0122006j 0.00242261+0.0524096j 0.0301859+0.108518j 0.0102548+0.0637207j -0.0496536-0.0158526j -0.0478399+0.0509407j 0.0023645+0.0675492j -0.0342681-0.00678522j 0.0608286+0.0430931j 0.00219812-0.105371j -0.00830071-0.134426j -0.00878963-0.0853484j -0.15886+0.0172566j 0.0365812+0.04118j -0.0369945+0.0784266j 0.0314229-0.0310707j 0.0252174+0.0078156j 0.0241332+0.0488941j -0.0179581-0.0232303j -0.00273609-0.00358119j 0.0136775+0.00792618j -0.0100797+0.00215904j -0.00298629+0.00912872j -0.0104569-0.000776991j 0.0218539-0.021316j 0.00181638+0.0178394j 0.0144007+0.00363022j -0.000148599-0.00637527j -0.0127044+0.005289j -0.0051669-0.00598301j 0.028129-0.0198087j -0.0198434+0.0788048j 0.0545623-0.0250137j -0.0311798+0.0323667j -0.0128854-0.0176195j -0.0231998+0.0101119j 0.0198259+0.0294484j -0.0189845-0.0013537j 0.0145807-0.0236374j 0.000312569-0.0110842j -0.000399068-0.0099275j -0.00615086+0.00931627j 0.0140459-0.00462916j 0.00802995-0.0103922j -0.00772703-0.00285825j -0.00806512+0.00929886j -0.00479403+0.00571255j 0.011724-0.0158642j -0.00735424+0.00111703j 0.0062003+0.0131981j 0.00581526+0.00968141j 0.0102768+0.00699873j -0.016008-0.0011904j -0.00854477-0.0110293j 0.00022759+0.00144081j -0.00639773+0.00286482j -0.0033145-5.91231e-05j -0.00222537-0.0029229j -0.000332279-0.00483304j 0.00481918+0.00680208j 0.00856617-0.00622422j 0.00774074-0.0094224j 0.00246118-0.00111509j -0.00517063+0.00704436j -0.000935798+0.0054354j 0.00898099-0.00862702j -0.00171842-0.00110068j -0.00540833+0.00713491j 0.00764595-0.00431631j 0.0078746-0.00452047j 0.000648401-0.00220838j -0.00329123+0.00159129j 0.00125923+0.00128069j -0.00378634-0.00365032j 0.00266503+0.00342118j 0.00135682-0.00303165j 0.000631638+0.00272338j 0.00614663-3.90775e-05j -0.0051747+0.011252j -0.000381876+0.00316596j 0.000265796-0.00380025j -0.00660754+0.00616309j 0.00785632+0.00267751j 0.0039188+0.00228196j 0.00883747+0.00540011j 0.000856178+0.00272294j -0.000110174-0.00300555j -0.0125359+0.0102825j -0.00795806+0.00619047j 0.0101205-0.00866159j -0.00249341+0.00547048j -0.0218574+0.0285668j 0.0170242-0.0167419j 
-0.01679-0.0919781j -0.0274503-0.0115528j -0.0134094+0.017356j 0.143027-0.0374106j 0.0807303-0.0102995j 0.00413934-0.0395629j -0.0403585+0.0143864j -0.0719064+0.0051322j -0.0105578-0.0487699j -0.0728621+0.0295369j -0.0381002+0.00950414j -0.0125702+0.0230413j 0.0455366-0.0119353j 0.00772613-0.0605022j -0.0420015+0.0427223j -0.00388995+0.0205738j 0.0311231+0.109532j -0.0195535+0.0128176j -0.032592+0.00630724j 0.00800449+0.00256313j -0.0116392+0.0169568j -0.0222847+0.00419722j 0.00541012+0.010077j -0.00710342+0.00834729j -0.00169389-0.00931274j -0.00130241-0.00277236j 0.00848541+0.00855177j 0.00186541-0.00323843j -0.0195048+0.0105579j -0.0068606+0.00768024j 0.00633295+0.000980323j 0.0107757-0.0141723j 0.0044315-0.0108951j 0.00344496-0.00612982j 0.0219377-0.0114436j 0.0385031+0.00390666j 0.022848-0.0182583j -0.0122967-0.0012011j 0.0117402+0.00754528j -0.000475927+0.0111358j 0.00572953-0.00611362j -0.000840046-0.00109387j 0.00732446+0.00876635j 0.00104762-0.0119648j 0.00910654+0.0114323j 0.00770774+0.0133858j 0.0171334-0.00438402j 0.0120051-0.00894369j -0.0195714+0.0027227j -0.0145795+0.00537045j -0.001471+0.0077369j 0.00183911-0.00982783j 0.000767438-0.0179314j 0.00480248+0.00178894j -0.0107206-0.00475404j -0.00670349-0.00731404j -0.00931656+0.0116398j -0.00136581+0.0121674j 0.00156164-0.000657887j -0.000422095+0.000879995j -0.00768895+0.0092862j -0.0138733+0.0059309j 0.012757-0.00983091j 0.00235711-0.00284533j -0.00995285-0.000207446j -0.00364414+0.000452227j 0.000942308+0.000960717j 0.000206419+0.0049925j -0.00120708+0.0010931j -0.00347618-0.000199962j 0.00104062+0.00198342j 0.00322357+0.000145234j -0.00160565-0.00298678j -0.00175754-0.0026511j 0.00311953+0.00370427j -0.00284041+0.0013036j -0.00577041+0.0098471j 0.00349478-0.00204972j 0.00152192+0.00124895j -0.00203435-0.00217734j 0.00326819-0.00062261j -0.000154044-0.00502603j 0.00415415-0.00214667j -0.00437442+0.00216598j 0.00447079-0.003354j -0.00500232+0.00111502j -0.00275008-0.00514471j -0.00307672-0.000754808j -0.000662623-0.00491844j -0.00191402+0.00195814j 0.00989477-0.000397435j -0.00301443+0.00133175j 0.00865181-0.00508517j -0.00590403-0.000505823j 0.0112652+0.00122427j 0.0146659-0.00770913j 0.014339-0.00729658j 
-0.209396-0.070454j 0.0637182+0.114675j 0.188867-0.0677098j 0.00194464-0.150065j 0.107284+0.00947067j 0.113337-0.0605531j 0.0395007+0.0762204j -0.00660502-0.0260748j 0.052864-0.0926286j -0.0689681-0.0457677j 0.0438224-0.00546689j -0.0531626+0.0489371j 0.128309+0.0564149j 0.120854+0.0299153j -0.0598769-0.0736503j 0.177802+0.0832706j 0.151337-0.0593261j 0.0813597-0.00949342j -0.0455895+0.091879j -0.0524011-0.0270041j -0.0372596-0.0251893j -0.0494353+0.0468949j -0.00364024-0.0081325j -0.0314456+0.0147251j -0.0187617+0.0171484j -0.0147788-0.0214147j 0.0251209-0.0165359j 9.63985e-06-0.0237913j -0.0333764+0.0385832j -0.0251233+0.0140124j 0.0148481+0.0456846j 0.0337583+0.0135648j -0.0116066-0.0141658j 0.0373574-0.0286915j 0.0947796-0.00182073j -0.0387148+0.0507281j 0.0200264+0.0518655j -0.0267835-0.0616895j 0.0807849-0.0445232j 0.016246+0.0223297j -0.0140186+0.00264151j 0.0108115-0.0448546j 0.0395599-0.00419938j -0.0123889+0.0144215j 0.0117103+0.0170433j 0.00128824-0.00578536j -0.0187858+0.0162835j 0.0103127-0.0115402j 0.014595-0.0147936j -0.00331843-0.0217257j 0.000187175-0.00373748j -0.00202946+0.0131134j -0.0152296+0.00994871j -0.0127729+0.0120886j -0.00494333+0.00170416j -0.00943691+0.00195867j 0.00935669-0.0106072j 0.00174596+0.00256019j -0.00696208+0.00310367j 0.00698626-0.00547112j -0.00293004+0.00476154j -0.00194071+0.00244157j 7.00291e-05-0.0096349j 0.00194085+0.00256246j 0.00430867+0.00109607j 0.00135702-0.00559948j -0.000615542+0.00399258j -0.00231997+0.0030643j 0.00359081+0.000404806j -0.0132513+0.00950924j -0.00478357+0.00456752j 0.00993036-0.00166376j 0.00293017+0.00377974j -0.0059915+0.00614569j 0.00244637+0.000741766j -0.00559781-0.0071817j 0.00313138-0.00130477j 0.00718516+0.0023892j -0.0024676-0.00544382j -0.00227763+0.0041736j -0.00883599+0.00199574j 0.00672067+0.00277639j 0.00216347-0.0119872j 0.00442038-0.00822496j 0.00310334-0.0043424j -0.0217222+0.00108585j -0.00995925-0.00855767j 0.00552645+0.0151829j -0.0011304-0.00840414j 0.000714999+0.0102902j 0.00381889-0.00799232j 0.00683264+0.000608954j -0.000929012+0.00752322j -0.0270452+0.0115829j 0.0138848+0.0119888j -0.0225069+0.0190462j -0.0128111+0.0288083j 
0.0479922+0.118852j 0.212484+0.0584414j -0.025606-0.131974j -0.186248+0.0625907j -0.0109211-0.0650817j -0.0609759-0.0448993j 0.112864+0.00499545j -0.0242109+0.00180167j -0.0583184-0.0122077j -0.14556+5.1456e-05j 0.0773637-0.0364215j 0.0412534+0.02264j 0.125671-0.079555j -0.0886022-0.0857217j -0.070683-0.0234274j 0.160618-0.0833283j -0.164629-0.0921802j 0.0179179-0.0662813j 0.0949453+0.0340235j -0.00639165+0.0271391j -0.0645305+0.0328338j 0.0381143+0.0233478j -0.0169877-0.0239497j -0.000774106+0.00434891j 0.0472809+0.0144998j -0.0175768+0.0379884j -0.00653887-0.0186298j -0.0304637+0.01177j -0.00256585+0.0178127j 0.0157201+0.0156782j 0.0532266-0.0139315j 0.0365024-0.0263681j 0.0063038+0.0110537j -0.0764537+0.0136446j 0.0523383-0.0411703j 0.02965+0.0542603j 0.02589-0.0469412j -0.0768164+0.0505419j -0.0126721-0.0715254j 0.0105801-0.00146948j 0.0163963+0.0257145j -0.0355328+0.000269976j 0.0118442-0.0444892j 0.00395984+0.00307339j 0.0209984-0.00486497j 0.0137014+0.0025937j 0.0208043+0.00081385j -0.0072342-0.021026j -0.00510459-0.0210379j -0.0191336+0.0137736j -0.00683244-0.00669239j 0.00988761+0.00230668j 0.0114311+0.00433943j 0.0112834+0.000405743j -0.014428+0.0161393j -0.0133668+0.00786222j -0.00234478+0.00333565j 0.0145296-0.00992175j 0.00430836+0.000917914j -0.00839214-0.00208224j 0.00102041-0.00111769j -0.000491183-0.000641094j -0.00766696+0.00268044j -0.00504369-0.00806651j 0.00746088-0.00455754j 0.00460774+0.00117427j 0.00237675-0.00163653j -0.00613385+0.00253846j -0.00381401+0.00398966j 0.00690026-0.00538133j -0.00268754+0.000846791j -0.00207004+0.00156144j 0.00791398-0.00324151j 0.0030592+0.000425304j -0.00421449-0.000724261j -0.00179866-0.00348986j 0.00375609-0.00193885j 0.00488661-0.00634077j -0.00173293-0.00142241j 0.00240529+0.00559619j -0.000638788+0.00411368j 0.00883301+0.00514027j -0.0049735+0.00513204j 0.00218001+0.00164194j -0.00936967-0.00369461j -0.0139029+0.00989273j 0.0116981+0.00893256j 0.00505626+0.00948681j -0.00760319+0.0165227j 0.000927817+0.0041276j -0.0170456+0.00333611j 0.000141451+0.0064458j -0.00451778+0.00163494j -0.0123589-0.00314392j -0.0176808+0.00503438j -0.012983+0.0339441j 0.0183647-0.0179039j 
-0.0938887-0.0533042j -0.0114131+0.170138j -0.0472016+0.0297335j 0.0561998+0.020051j 0.050885+0.0593194j -0.0289596+0.0075561j -0.0471739-0.058777j -0.0663559-0.0332026j -0.0105451-0.0152337j -0.0112728+0.00430023j -0.0308185+0.0085266j 0.00689624-0.00591265j 0.0220398-0.0110053j -0.10567-0.0596264j -0.0832535+0.119852j 0.00692622+0.212904j 0.0929519+0.0445552j -0.0194956+0.055281j -0.00151166-0.0540542j 0.0171942+0.00691699j -0.0296526-0.0181179j -0.00630568-0.0448925j 0.00437727-0.00313162j 0.000275012-0.0155004j 0.0194605+0.0190258j -0.0151423+0.0155964j -0.00173941+0.0130019j -0.00851439+0.00134258j -0.0427122-0.031726j 0.0125061+0.0173134j 0.0189196+0.00364058j 0.012345-0.0105123j 0.0223679+0.0197877j -0.0601293-0.00916739j -0.0477638+0.00985805j 0.16688-0.0604905j -0.0466272-0.12585j 0.0186976+0.045103j -0.0867787+0.0405922j 0.0271175-0.00785315j 0.0134525+0.0094218j -0.0253891+0.02943j -0.0255255+0.0167157j -0.00761358-0.0305612j 0.0116625-0.00587198j -0.000360314+0.00219352j 0.0118096-0.00592762j -0.021622+0.0204745j -0.0207659-0.0184368j 0.00328677-0.0296133j 0.0102861+0.000554082j -0.00071978-0.00442822j -0.0115088+0.00975578j 0.00232142+0.00240758j 0.00992417-0.000550847j -0.00806485+0.00176792j 0.0149978+0.0101523j -0.0009724+0.000844492j 0.0017716-0.00216455j -0.00296544-0.00230725j -0.0010199-0.00096379j -0.00327841-0.00297245j -0.00452604-0.00225552j -0.00415646-0.00476418j -0.014875+0.00211266j -0.00327988+0.00109166j 0.00696589-0.0032686j 0.0115598+0.00214356j -0.000536515+0.00639336j 0.00608609-0.00392594j 0.00494159-0.00430921j -0.0100991+0.00076085j -0.00466478+0.00119641j 0.00149253+0.00100637j 0.0010011+0.00449297j 0.001305+0.00823205j -0.0090337+0.0117641j 0.00115091-0.0109593j -0.00236405+0.00178349j 0.000135123-0.00826853j 0.0213922+0.0048937j -0.010724-0.00110733j 0.00598572+0.00446513j -0.00515834+0.0195087j -0.00269352-0.00488208j 0.0113881-0.0096272j 0.0103872+0.00448691j -0.0103252-0.00608841j -0.0225089+0.00482395j 0.00449668-0.000616334j -0.00199902+0.00283644j 0.00865918-0.0162938j 0.0088808-0.00554389j -0.00818945-0.0263624j -0.0158636-0.0264249j 0.0730077-0.0325957j 0.0114275-0.0224987j 
-0.0232307+0.151916j 0.0790477+0.0478122j 0.0716573+0.0107132j 0.111197-0.0197529j -0.0182103+0.0319572j 0.026001-0.0152728j 0.00693542+0.0451706j -0.00815004-0.0200032j 0.00989465-0.0520938j 0.00841335-0.0186367j -0.024703-0.0260915j 0.0446892+0.0421266j -0.0448713+0.0401033j -0.0587708+0.144382j 0.0815688+0.0684851j 0.0974378+0.0552203j 0.0122855-0.202065j 0.0247409+0.0523169j -0.0469251+0.0326859j 0.0406797+0.0073398j 0.0215219-0.0215888j -0.000344737+0.0206786j 0.0427278-0.00294992j 0.0337659+0.0102976j -0.00282029+0.00205416j 0.0182976-0.0405788j 0.00526967-0.0333256j 0.00695906-0.0157759j 0.0174731+0.0217318j -0.000237466+0.00416482j -0.0170679+0.0117341j -0.0145384+0.00314058j -0.0013456+0.00998612j 0.0136474-0.0433679j -0.101535+0.0205619j -0.062071-0.134296j -0.150395+0.0777331j 0.0886731-0.0525159j 0.0280777+0.0553062j -0.00974284-0.0116843j 0.0233738-0.0138937j 0.0388951-0.0114729j -0.0144347+0.0303477j -0.0297313+0.0113541j -0.0220517-0.00440656j 0.0215997-0.00450966j -0.00408772-0.00719245j 0.0147778-0.00984341j -0.0316621+0.0235102j -0.0157325-0.0036921j 0.00726841+0.0016835j -0.00647829+0.0144053j 0.00619422+0.00911727j -0.0161234+0.0110397j -0.00249855-0.00764433j 0.00687835+0.00697597j 0.021437-0.0217502j -0.0038932+0.00356082j 0.00271449-0.00433539j 0.0109235+0.00331896j -0.00682263+0.00928606j 0.00189242+0.00181276j 0.00915771-0.00943589j 0.00139394+0.00596844j -0.00411961-0.000863921j -0.00373589-0.00643662j -0.00637558-0.00409248j 0.0030346-0.00734498j 0.00341738-0.000326681j -0.0151253+0.00115263j 0.00267583-0.00208011j 2.72541e-05+0.00113384j -0.000598298+0.0103119j 0.00177776+0.00787612j 0.00244939+0.000789112j 0.00133408-0.00196679j 0.00109986-0.00548922j -0.0103152-0.00565879j -0.00423712+0.00490973j 0.00371207+0.00012933j 0.00148839-0.00609549j -0.00454193+0.00344004j 0.000691263-0.012525j 0.010007-0.00607059j 0.00598747+0.00599842j 0.0217645-0.0116967j -0.0162351+0.00471436j 2.76821e-05-0.00399539j 0.00109502-0.0073811j 0.0164859-0.00448673j 0.0021234-0.0146164j 0.00861806-0.00743716j -0.0082413+0.0168312j 0.0137852+0.0229796j -0.0118257-0.0196562j 0.00925255-0.0274031j -0.076776+0.0401309j 
