-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
-0.00703702-0.00189271j 0.00957455+0.00127765j 5.25835e-05-0.0064593j -0.000338652-0.000745949j -0.00465872+0.00464153j 0.00445356+0.000685952j -0.00424476-0.00232778j 0.00313392-0.00224085j 0.00178124-0.00269958j -0.00158659+0.000241708j 0.00174118+0.00124279j -0.00676021-0.000118682j 0.00553822-0.00191516j 0.000691324-0.000981244j 0.00726523+0.0002185j 0.00602318-0.00204091j 0.00495998-0.000999959j -0.000372678+0.00155033j 0.00354273-0.00165077j 0.00533646-0.000711687j 0.0003477+0.000101858j -0.00176251+0.000325629j 0.000211899-0.000457549j 0.000346293-0.000367853j 0.00195921-0.00108517j -0.00212299+0.00047536j 0.00240345+0.00342197j -0.00262297+0.00408153j -0.00420922+0.00122509j 0.00316303+0.00190464j 0.0100297+0.000792069j 0.000420414+0.000575693j 0.00156514+0.00194899j 0.00155382+0.00149256j 0.00144043-1.61504e-05j -0.00476397+0.00225598j 0.00720657+0.00214858j 0.0052054-0.00147396j -0.00439002-0.00171311j 0.00602124-0.00136497j -0.00639583-0.00165999j -0.000875102+0.00126152j 0.0078418+0.005554j -0.00217945+0.00161187j -0.00428659+0.00155005j -0.00722399+0.000404799j 0.00933946+0.00566898j 0.000264916+0.00225551j -0.000924086-0.00223087j 0.0024988+0.00613131j 0.00357458-0.00346858j 0.00325356+0.00312091j -0.00383032-0.0067395j -0.00392032+0.00129393j 0.000406059-0.00445041j 0.000793528+0.00353368j -0.0029349+0.0003642j -0.000813098+0.00219641j -0.0194936+0.00566634j -0.00283588-0.00394919j -0.0100811-0.00256544j -0.0166822+0.00802239j -0.00549399-0.000147726j 0.0109391+0.00101599j -0.00150888+0.00113454j 0.00761279-0.00173277j -0.00526547-0.00170706j 0.0124098-0.000799292j -0.00951307+0.000792206j 0.0103605-0.0050884j 
0.00454751+0.00369812j 0.00906005+0.00198294j -0.000589295+0.00324073j -0.0102436-0.00281945j 0.00259478+0.00228544j -0.00478851+0.0015901j 0.000111619+0.00135771j -0.0051501-0.00296361j 0.00148458-0.000408633j 0.00027687+0.000369684j -0.00463721+0.00252104j -0.00448737+0.00193685j 0.00154096+0.00267325j -0.000426136-0.00420121j 0.00124789+0.00349725j -0.00329648-0.000587148j -0.00304514+0.00149761j -0.00410519+0.00215936j 6.0551e-07-0.000710817j 0.000126855+0.00118874j 0.000579268-0.00122104j 0.00053464+0.000813048j 0.00126286-0.00253096j 0.00624908-0.00168843j 0.00032058+0.00175647j -0.00406054+0.000737732j -0.0123951+0.000472384j -0.00578493-0.00135819j 0.00163286-5.69165e-05j -0.00552554+0.00162326j 0.000319713+0.00260204j 0.000261091+0.000513205j -0.00187584-0.0016353j 0.00762092-0.00303226j -0.00591194-0.00181595j -0.00215844-0.00025089j -0.00333935-0.00196626j 0.000847677-0.00187438j 0.00396147-0.00120186j 0.000877737+0.00440849j 0.00483259-0.00181643j 0.000712934+0.000878761j 0.0022334+0.0027229j 0.00491375+0.00072357j -0.00532298-0.00386583j 0.000159489-0.000769341j -0.00481033-0.00260476j -0.00149795+0.00205024j -0.000561007-0.00777926j 0.00532879+0.00937733j 0.00246752+0.0011605j 0.00681014-0.000571906j 0.0065123-0.00160171j -0.00182459-0.000301051j -0.000448776+0.000518222j -0.00660083-0.00392233j -0.00607291-0.000934654j -0.00209296-0.00381985j 0.00964315+0.00180075j -0.0107865+0.00183212j -0.0228122+0.00924655j 0.00748771+0.00802632j -0.00495767+0.00139365j 0.00657334-0.000770798j -0.00539688-0.000617338j -0.0139558-0.00494882j 0.00887429-0.00245587j -0.0027001+0.000687404j -0.0138485+0.00418061j -0.00984248+0.000419315j 
0.000902243-0.00238064j 0.00208307+0.00470596j 0.00138894-0.00465124j 0.000177776+0.00129091j 0.00313225+0.00522404j -0.0079825-0.00356906j 0.00504795+0.00305962j 0.00264122+0.00528842j -0.00097416-0.00284971j -0.00755188-0.00802023j -0.00174696+0.00519935j 0.00213191+6.94528e-06j 0.000467871-0.0072122j -0.000649832-0.0026017j 0.0046985+0.00598557j -0.00485514-0.00729513j -0.000249713-0.00388411j 1.05221e-05-0.00358185j 0.00595134+0.0035726j 0.00257655-0.00111017j 0.000820711+0.000416958j -0.00520168-0.00339427j 0.00225284+0.00104929j -0.00315529+0.00098271j 0.00461607-0.000903497j 0.000181907+0.0013522j 0.000216518-0.00155889j 0.00143457+0.00844447j 0.000873863+0.00484446j 0.000542086+0.00634774j -0.00191262-0.000818119j -0.00253715+0.000673129j 0.00259465-0.000955024j 0.00350936-0.000887736j -0.00525326+0.000544734j 0.00835256+0.00355548j 0.0029354+0.00165007j -0.00432913+0.00357994j -0.00340018-0.0067176j -0.00983453-0.00101922j -0.0086299-0.0111151j 0.00452372+0.00363412j 0.00471979-0.0115865j 0.00569972-0.00572134j -0.000363872-0.00215541j 0.00074327-0.00357557j 0.00272963-0.00413766j -0.00159047-0.000403533j 0.00482005+0.000303185j -0.00740522+0.00186278j 0.00494936+0.00263418j 0.00367235-0.00587854j -0.00409721+0.00195789j 0.00885182-0.00195143j -0.0108966+0.00173233j 0.009734+0.00205832j 0.00146591-0.00838067j -0.0124303+0.0011762j -0.00250572+0.00187604j 0.000969281-0.00317479j -0.000858427-0.00273737j 0.00975934+0.000799666j -0.00362818+0.000967312j -0.00823826+0.0131278j 0.0139003-0.00805239j -0.00124118-0.0093481j -0.000445557-0.00305412j 0.00215287+0.00106063j -0.00351204+0.0017077j 0.00306062+0.00165799j 
0.00107554-0.00302087j -0.00322287-0.000754749j 0.00429584+0.00338829j 0.00387699-0.00177759j 0.000703481+0.000224001j 0.000534305-0.00512333j 0.000504645-0.00160057j 0.000534746-0.00266341j -0.000774278-0.00376024j -0.00148872-0.00545276j 0.00318873+0.00252656j 0.00179694+0.00527568j -0.00727843-0.00550231j 0.00404478-0.00108643j -0.00326538+0.00575682j -0.00108363+0.00128829j 0.00323166+0.00309893j 0.00462953+0.00404948j 0.00162005-0.00210694j 0.00171584+0.000902521j -0.00514439-0.00145113j 0.000199787+0.00278718j 0.00189055-0.000857567j 0.00370632+0.00973026j -0.00185226+0.0033842j 0.00127641+0.00680105j 0.000380576+0.00370333j -8.76798e-05-0.00589499j -0.00352337+0.00307218j 0.00281139-0.000154602j 0.000456661+0.00613173j 0.00441964+0.00830645j -0.00339538+0.0033611j -0.00234041-8.50384e-05j -0.0145002+0.00130822j 0.00175662+0.00880455j -0.00322295+0.0017469j 0.00137148+0.000505921j -0.000417172-0.00722309j -0.00278509+0.00328885j -0.0015641+0.000186257j -0.00140631+0.00341202j 0.00984825+0.00587358j 0.00193814+0.00839905j 0.00341154-0.00391636j -0.00134525+0.00148912j -0.00105528-0.00245401j -0.0055543+0.0131029j -0.000100665-0.00419052j 0.00414427+0.0109829j -0.00428685+0.00617217j 0.00159453+0.00327252j 0.00102189-0.00449153j -0.00328041+0.00288659j -0.00606343+0.00686571j 0.000824438+0.00339226j -0.0028241+0.00406246j -0.0140976+0.00495272j 0.00543933-0.00374309j -0.00361896+0.0113347j 0.00894337-0.000696654j -0.00264438+0.00938277j -0.00915245+0.0105629j -0.00755171+0.00439903j 0.000768655+0.00576722j 0.00209724+0.00624384j 0.00691157+0.00365277j -0.00164354+0.0011998j 0.007485-0.00253611j 0.00345597-0.0012286j 
-0.00134443-0.0038063j 0.00105348-0.00167406j -0.000423832+0.00111783j 0.00174591+0.00419879j 0.00420786+0.00112746j -0.00215363-0.00104148j 0.00319572+0.00455603j 0.00138369+0.00273405j -0.000203068+0.00228144j -0.00231895-0.00602548j 0.00370224-0.00321133j -0.00199907-0.00327637j 0.00448667+0.00321462j 0.00399338+0.0064911j 0.00183251-0.00374295j 0.00379574-0.00150379j -0.00329508-0.00233389j -0.00548923-0.00741825j -0.00480395-0.0031642j -0.00105543-0.000384303j -0.00542185-0.00994667j -0.000105156-0.00386932j -0.00305534-0.00594081j -0.000438987-0.00523668j -0.00102419+0.000584176j -0.00379851-0.00487249j 0.00213999+0.00167792j 0.000795115+0.00767055j -0.00339871-0.00657193j 0.000819574+0.00490456j 0.0014733-0.00379225j 0.00322969-0.00858546j -0.00516687-0.008551j -0.00243898-0.00603456j 0.00372604+0.00231551j 0.0040258+0.000871399j 0.00381169-0.00928662j -0.00464618-0.00273629j -0.0023651+0.0141099j -0.00805644+0.00793986j 0.000901066-0.00458001j -0.00285368+0.00511739j -0.00866226+0.000612318j 0.00372356+0.00386024j -0.00413322-0.00740154j -0.00474442+0.0117113j -0.0037963-0.00356373j -0.002258+0.00469179j 0.00346877-0.016894j -0.00610552+0.00994816j 0.00946015-0.00488767j -0.0051194+0.00267618j -0.00286428-0.00588183j 0.00837368-0.00724456j 0.000656541-0.00463631j -0.00811778-0.00378026j 0.00118492-0.00136774j 0.00430804-0.00336057j 0.00430896-0.00946014j 0.00178973-0.00452652j -0.00333716+0.012275j -0.00792385+0.00431683j -0.000190423+0.00932061j 0.00594961+0.00137911j 0.0075962-0.00797294j -4.11658e-05+0.00149305j -0.000206019-0.000835199j -0.00191532-0.00217018j 0.00412036+0.00107865j 0.00319557-0.00155831j 
-0.00191318-0.00255948j 0.00332582-0.0053836j 0.000854729+0.00178336j -0.00321091-0.00123544j 0.00108774-0.000832697j -0.000149052-0.00732147j 0.00100933+0.000317298j -0.00340694-0.00171544j 0.00325185-0.00093671j -0.00302216-0.00680925j 0.00142759-0.00392918j -0.00501142-0.00165476j 0.000495323-0.00209322j 0.00330586+0.00393861j -0.00126842-0.00193913j 0.00332954+0.00586303j 0.00212298+0.0032475j -0.000330115-0.00510852j -0.00181077+0.00180652j 0.00515163+0.00578519j -0.0039946-0.00327793j 0.0038707+0.00277409j -0.000571964-0.00627534j 0.00399833+0.00403393j -0.00310382-0.00287931j 0.00075813+0.00533734j 0.00107923+0.000139443j 0.00219399-0.00104504j 2.06808e-05+0.00954396j 0.00165439+0.000610585j -0.000265042-0.0075809j 0.00252836-0.0033697j -0.00107341+0.00762848j -0.00185505+0.0183127j -0.00641168+0.00340878j -0.00356362-0.0103536j -0.00386862+0.0101821j 0.000807429+0.00400552j -0.00015704+0.0143761j -0.00645326-0.00182498j -0.00064696+0.00988874j -0.00020992+0.00202429j 0.00106243+2.31521e-05j -0.0013201-0.0108428j 0.00380648+0.00599316j -0.00157828-0.0163088j -0.010092-0.00035212j -0.00306648-0.00105669j -0.00124617+0.0171251j 0.00272918-0.00626484j 0.00320677-0.00695428j 0.00610212-0.00717461j -0.00241415+0.00473395j -0.00289342+0.000585541j 0.00732162-0.00164579j -0.00342472+0.0033322j 0.0110644-0.00571955j -0.004307+0.00217398j -0.00811231+0.003299j 0.00716748-0.00184824j -0.00488024+0.00302017j 0.00101135+0.00326336j 0.00607703-0.000703441j 0.00185122-0.00317549j 0.00100349-0.00438398j 0.00396689-0.0043402j 0.0115255-0.00981282j -0.000500008+0.00618492j 0.000979467+0.00575954j 0.00331219-0.00238665j 
-0.00136366+0.00115006j 0.00121303-0.00119942j -0.00274682-0.00169034j -0.00228527+0.0026049j -0.000197577-0.0025344j -0.00275632-0.00425224j -0.00137735+0.00391059j -7.39369e-05+0.00683436j 0.000457342+0.00683377j 0.00377901+0.00505946j 0.000293971+0.00590572j 8.75614e-05+0.00275049j 0.00271363+0.000375588j 0.00266247+0.00171876j 0.00139027+0.00150134j -0.00141864+0.00656185j -0.0034325-0.00496985j 0.00489251+0.00264972j 0.000405468+0.00589263j 0.00454627+0.0110478j 0.00048151+0.00136502j 0.000317986-0.0014994j 0.00343406+0.0176547j 0.000980325-0.00105478j -0.00239208-0.0151298j -0.000724493+0.00169587j 0.00483018-0.00028865j -0.00110437-0.00256794j 0.00571329+0.0112985j 0.000106079-0.0100099j 0.00185474+0.00200592j -0.000245191+0.000249858j -0.00200805+0.00400735j -0.000196637-0.012527j 0.0057889+0.000943621j 0.00394619+0.0115793j 0.00186489-0.0112422j 0.0040258-0.00323256j 0.00249549-0.00608719j 0.00224218+0.00624668j 0.00218329-0.00126124j 0.00186996+0.00530718j -0.00469185+0.00141986j -0.00202694-0.00359433j 0.000423828-0.0170764j 0.000817965+0.00205634j -0.00150139-0.00799589j -0.00396451-0.00589255j -0.000926875+0.00174363j -0.00729844+0.0168142j 0.0016621+0.0100227j -0.00811046+0.00192445j 0.00569823-0.00200981j -0.00586209+0.0127199j 0.0010897+0.00624746j -0.00134747+0.00758915j 0.00376376-0.00399174j -0.00503707+0.000364617j -0.00598097-0.000555658j -0.00151379+0.00871145j -0.0106907+0.0103997j 0.000990582-0.00575956j 0.00261303+8.46887e-05j 0.000822488-0.00121624j 0.00304962-5.11221e-06j 0.00582783-0.00475949j -0.00245757-0.00440355j -9.88702e-05-0.00110237j -0.000878088+0.00410679j 0.000491103-0.000619864j 
0.000778463+0.0012078j 0.00091902+0.00307515j 3.17196e-05+0.00258214j 0.00356024+0.000577953j 0.00182065+0.00518274j -0.00214819-0.00291493j -0.000273483+0.00347258j 0.00181425+0.00338077j -0.000271683-0.000357159j 0.00175715+0.00148276j 0.00225577+0.011268j 0.0010004+0.0011529j 0.000568428+0.00256631j 0.00313488+0.00430709j 0.000663394+0.00362337j -0.000435172+0.00218897j -0.00386382-0.00498046j 0.00111037+0.00099471j -0.00156178-0.00541866j -0.000618372+0.00565996j 0.000533405-0.0125343j -0.0045515-0.000917225j 0.00302709+0.0010923j -0.0039731+0.00497745j 0.00323933+0.00111798j 0.00280844+0.00929174j -0.00081071+0.00621595j -0.0028755-0.00666065j 0.00217247+0.00853397j 0.000265382+0.00669507j -0.00263624-0.00699225j 3.68225e-05-0.0121946j -0.00346853-0.00333761j -0.000288498+0.0085107j 0.00207013+0.00203033j 0.000669977-0.0115032j 0.00702643+0.0057385j 0.0010943-0.00622737j -0.000881966+0.000551585j -0.00267387-0.00147797j 0.00238174+0.0101295j -0.00220297-0.00251432j 0.00157471+0.0126243j 0.000686508+0.00654617j -0.00386918+0.00980861j 0.000153318-0.0103699j -0.0017409+0.0210038j 0.00539435-0.000415712j -0.0041564+0.0166682j 0.00255405+0.00559768j 0.00879217-0.00569838j -0.0037566-0.0015706j -4.95946e-05+0.000353596j -0.00255447-0.00521157j -0.00474869-0.00399115j 0.00150027-0.00493474j -0.00533634+0.00361692j -0.000213918-0.0111202j 0.00111675+0.00831713j -0.00297903-0.000680492j -0.000482674+0.00279608j 0.00509894-0.0117288j -0.0102717+0.00913654j -0.00137097+0.00371074j 0.00206481-0.000867591j -0.00503079+0.00304144j -0.00216299+0.0107007j -0.00118369-0.00309562j 0.00187664+8.21643e-05j -0.002286-0.00178667j 
-0.00216928+0.00249933j 0.000700613-7.13728e-05j 0.000252768+0.00256512j -0.000530965-0.000915628j -0.00265186-0.00192258j -0.000532138-0.00409183j -0.00186393+0.001221j -0.00037347+0.00104404j 0.00304342+0.00502153j 0.00122688+0.00089351j 0.00258008+0.00984467j -0.000299921+0.00168106j -0.00169336-0.00203572j -0.00019036-0.00406044j 2.38051e-05-0.00011152j 0.00126276+0.00136633j -0.00585456-0.0134613j -0.000714172-0.0044676j 0.00382583+0.00229032j 0.000475096+0.00315307j 0.00115675+0.00901211j 0.00352006+0.0117119j 0.000756193+0.000372605j -0.000615515+0.00241096j 0.0016006+0.016073j 0.000380052-0.00616596j -0.0020203-0.00655725j -0.0017218-0.00971468j -0.0010258-0.00574656j 0.00391864+0.0166436j -0.000262033-0.00196512j -0.000202681-0.0104467j 0.00268397-0.00187277j -0.00401292-0.00162192j -0.00172311+0.00270526j 0.00022313+0.00198746j 0.00346985+0.00339038j -0.00188102+0.00510809j 0.00276323+0.00627976j -0.00113994+0.000883016j 0.00200431-0.0147223j 0.00668771-0.0186206j -0.00111348+0.00388296j 0.000767935+0.00579343j -0.00261706+0.00980432j -0.00222676+0.0155439j -0.000896426+0.00238755j 0.00136851-0.010646j -0.00239027+0.00358096j 0.00177396-0.000810896j -0.0054015+0.0110418j 0.000183543-0.00112779j -0.00301795+0.00807369j 0.00250655-0.0023202j 0.00158623+0.0100533j -0.00514547+0.00364678j -7.62873e-05+0.00411413j -0.00489206+0.00124506j -0.0061576+0.00724357j 0.0025292+0.000297213j -0.00169752+0.00573078j -0.00196334-0.00235775j 0.00333481+6.36515e-05j -0.00134772-0.000719528j 0.000526373+0.00225938j 0.00185433-0.00242088j 0.00163311-0.00246955j -0.000898381+0.00412278j -0.000802788+0.00382463j 0.000732831-0.00394923j 
-0.0036804+0.00215789j 0.00195567+0.00516236j 0.00164973+0.00813251j 0.00200606+0.00249052j -0.00136287+0.00093763j -0.000849018+0.00310401j 0.000175049+0.00428765j -0.000326808+0.000748773j 0.00011569+0.0028567j -0.00206841+0.00104262j -0.00101521-0.00192112j -0.00101636-0.00150438j 0.0037014+0.0121744j -0.000262301+0.0030599j 0.00067565+0.00918269j -0.00154199-0.0143644j 0.00272508+0.00583907j -0.00162534+0.000862067j 0.0035883+0.00249883j -0.0028716-0.00819859j 8.49824e-05+1.29669e-05j -0.00055101-0.000447799j 0.00356187+0.00470573j -0.000921494+0.00848697j 0.000463086+0.00328267j 0.000174806+0.0051894j -0.00175775-0.00106436j -0.00246631-0.0103978j -0.00261945+0.0021968j -0.000776287+0.0059549j -0.00360704-0.00650048j 0.00246708+0.0108284j -0.00121771-0.00568841j -0.00182393-0.000343094j 0.00852777+0.00441307j -0.00160524-0.0131723j -0.00215863+0.00703446j 0.00179342-0.00715082j 0.00270037-0.0116528j -0.000939164-0.00228253j -0.00180502+0.0072877j 0.000530771+1.99378e-05j 0.00341359-0.00294563j -0.00131363+0.00533676j 0.00142889+0.00310808j 0.00175939+0.000478597j 0.00429824-0.0106005j -0.0040555+0.0114624j 0.00115364+0.00262289j 0.00522761-0.0112581j 0.00191004-0.00107412j 0.00100443-0.0128518j -0.00193269-0.00784264j 0.00235068+0.00478787j -0.00497812+0.0110952j -0.00907938+0.0128704j 0.000825243+0.00827253j -0.00138332-0.00321993j -0.0043599+0.00121634j 0.00108715-0.00393181j 0.0018365+0.00102952j 0.000272807-0.00268124j 0.00653907+0.00137683j 0.00112829-0.000139147j 0.00393688-0.000915686j -0.00326613+0.000332543j -0.00100115+0.00020231j -0.00348488+0.0101787j -0.0018814+0.00499488j 0.0015559-0.00969748j 
0.000896006+0.0072421j -0.000763268-0.00582411j -0.00367017-0.00156332j -0.000392457-0.00617683j -0.00148686-0.00339787j 0.00315209-0.00722399j -0.00143718+0.0088222j 0.00577762+0.00836676j -0.00214783-0.00223611j 0.00231984+0.0027194j 0.000139764-0.00398414j -0.00399547-0.00525491j 0.00164504+0.000571585j 0.000814049-0.00248862j 0.000285548+0.0031319j -0.00236253-0.00504349j 0.00169196+0.00187214j 4.90752e-05-0.00508798j -0.00334035-0.000836432j 0.000507381+0.00124395j -0.000136993-0.00543567j 0.00366498+0.00283809j -0.000881129+0.00261722j -0.00101593+0.00449162j 0.00233909+0.00221593j 0.00313962-0.000177452j 0.000458-0.00226212j -0.000601239+0.00134775j 0.00148168-0.000924345j 0.0032096+0.0164826j -0.000918471+0.000442451j -0.00152545+0.0208499j 0.00371492+0.00093085j 0.00380798+0.00187293j -0.0117721+0.00198069j -0.00150335-0.00739613j -0.003555+0.00671456j -0.00138658+0.0020313j 0.00352487+0.00743277j 0.00681054-0.00335898j -0.000237102-0.00567858j 0.00409838+0.00517456j 0.000759992-0.00176657j 0.00207066-0.00259053j -0.00439896-0.00808415j -0.00371282+0.00315464j -0.00251957+0.00343859j -0.00282113+0.00526758j -0.00364876+0.0047273j -0.00168701-0.00249337j 0.00324872+0.00560338j 2.45701e-05-0.00252573j 0.00355086-0.00171781j 0.00303713-0.00855073j 0.00244777+0.0089185j 0.00650615+0.00657047j -3.5697e-05-0.00120454j -0.00156302-0.000771404j 0.00144062-0.00223874j 0.00447044-0.00971848j -9.48839e-05-0.00261593j -0.00224403-0.00374741j -0.00552017+0.00553093j 0.00162347-0.00405722j -0.00257613-0.000941574j 0.00603054-0.00139386j 6.81534e-05-0.000683512j 0.00346436-0.0108677j 0.000945081+0.00618654j -0.00210294+0.00510573j 
-0.000363478+0.00840475j 0.000949937+0.0107361j 5.65221e-05+0.0102098j 0.00376803-0.000101671j -0.00135806-0.00408904j 0.00142793+0.00884904j -0.0039275-0.00464029j 0.000923891+0.00595228j -0.00362759-0.00313237j -0.00181004-0.00475906j -0.00238242+0.00420618j 0.000369623-0.00332381j -0.00167009-0.00444366j -0.00225644-0.00151497j 0.000747235+0.00476644j -0.0010714+0.00524559j -0.00141515+0.00194534j 0.00102039+0.00719075j -0.000385761-0.00215555j 0.00203851+0.00583493j 0.00223521-0.00767685j -0.00371903-0.00831472j 0.000180208-0.00294952j 0.000846928-0.00835328j 0.00140899+0.00318256j -0.00331236-0.00626218j -0.00210184-0.00680396j -0.00371367-0.000439709j 0.000850614-0.00296991j -0.00100623-0.0111163j -0.00376167-0.0060176j 0.00087547-0.00129508j 0.00225873-0.000920619j 0.002694-0.00176472j -0.0116313-0.00629918j -0.00177188+0.00586648j 0.00268098-0.00400318j -0.00172475+0.00260629j 0.00181123+0.0127408j 0.00563183+0.0118436j 0.000200836+0.00744548j -0.00224616+0.00339125j 0.0053686-0.00608123j -0.00144082+0.00339597j -0.0010134-0.00399288j 0.00275792+0.0054728j -0.000846811+0.00195353j -0.000188614+0.005232j -0.00302393+0.00241911j 0.00240544+0.0048635j -0.00162041+0.00142946j -0.00703471-0.000898231j -0.00368493-0.00186264j 0.012136-0.0033162j 0.00478397-0.00303781j -0.000133582+0.0064128j 0.00594097-0.00483896j -0.00629101+0.00475701j -0.00424862+0.0017766j 0.00082707-0.00636001j 0.00796814-0.00620276j 0.00198431+0.00232524j 0.00182668+0.0018628j 0.000720034-0.000642305j 0.000764864+0.00544733j -0.00185463+0.00105059j -0.00949891+0.00294676j -0.00237761+0.00422232j -0.00491373+0.00887918j -0.00160322-0.00535844j 
-9.58247e-05-0.00032062j 0.00138994+0.00221523j -0.00208463+0.00979912j 0.00378487+0.00560022j 0.00361134-0.00184179j 0.00109412+0.00465566j -0.00164487-0.00176449j -0.00037297-0.0021639j -0.00423105+0.00357905j 0.00155256-0.00390439j 0.00186936+0.00298355j 0.0006093+0.00449202j 0.00118526-0.00624084j 0.00088637+0.00757119j 0.00302689-0.00156605j 0.000335333-0.00185089j -0.00291227+0.0051451j -0.00509564+0.00542917j -0.00233107+0.00325488j -0.000557669+0.00146349j 0.000530939+0.0017923j 0.00361221+0.0153273j 0.000988153-0.00142669j 0.00176714+0.0190588j 0.00420934+0.00851849j 0.000490015+0.0068377j -0.00462071+0.000294131j -0.000735502-0.00631679j -0.000720259+0.0055652j -0.00487822+0.000672212j 0.00136811-0.00815741j 0.00223513-0.00047181j -0.0040138+0.00687588j -0.00317567+0.00799029j -0.00977641+0.00314442j 0.00015133-0.000328231j 0.00193623+0.0107906j -0.00378211+0.00535544j -0.00577281-0.00550312j 0.000283304+0.000493974j 0.00214472+0.00435512j -0.00578059-0.00536074j -0.0101915-0.00547988j -0.00314035-0.00412995j -0.00153767+0.00505251j 0.00062379-0.00638765j -0.000574273+0.00252034j -0.00484074-0.00119282j 0.000472826+0.00241481j -0.00358983-0.00283144j -0.00339636+0.00226407j -0.00282835+0.00338822j -0.00775362+0.00454847j 0.00274431+0.00409616j 0.000659661+0.00290339j 0.00538403-0.00604793j 0.000623953-0.0123598j 0.00458963+0.010909j -0.00237316-0.00151057j -0.00346794+0.00490732j -0.00285782+0.0027501j -0.00509416+0.00728567j -0.00503335+0.0047635j 0.0072816+0.00723553j -0.000395781-0.00377176j -0.00568555+0.00551696j -0.00863467+0.000620222j -0.000563228-0.00141093j -0.0017785-3.79623e-05j -0.0030159+0.00264938j 
0.000816361-0.00193502j 0.000151462-0.000545943j -0.00178591-0.0065936j -0.00230443+0.00132185j -0.000859238-0.00493204j -0.00110437+0.00258264j 0.000890864-0.00111499j 0.000776264+0.000423498j 0.00393368+0.00611483j -0.00130436-0.00499761j -0.00213925-0.00920531j 0.00180406+0.00910376j -0.000206751+0.000918843j 0.000788425-0.00381685j 0.000847855-0.00159611j 0.000776714+0.00508618j -0.000459196-0.0046905j -0.000451091+0.00772026j 0.000127308-0.00534968j -0.00409527-0.0103155j -0.000481483-0.0162185j 0.00404662+0.0244979j 0.00161385+0.00681851j -0.00146494-0.00146211j 0.00123591+0.0139238j 0.00226743+0.0199497j 0.00311538-0.0114263j -0.000801947+0.00759438j 0.00135719+0.00907566j 0.000455702+0.00389004j 0.00359906-0.0103046j -0.000133528+0.00135429j 0.000857114+0.0042552j 0.00153967+0.016374j 0.00182901-0.0026005j 0.0045037-0.014597j 0.000310916+0.0152618j -0.00124503+0.00719716j 0.0021648-0.00259027j 0.00389763-0.010324j -0.00025069+0.00699481j 0.00314963-0.00406269j 0.00142099+0.0039309j 0.00582407-0.00042305j -0.0038081+0.00352303j 0.00382342-0.00100065j 0.00183541+0.00933822j 0.00135365+0.00226405j -0.00170477+0.00134194j -0.00135018+0.00640088j -0.000164184+0.00106151j -0.00451008+0.00485171j 0.00309762-0.00615512j 0.0011174-0.000419197j -0.000592114-0.00178858j -0.00578355+0.0010933j 0.000736713+0.00513871j -0.00102487+0.00377705j 0.00308696-0.00189007j -0.000485535-4.24057e-05j 0.000864431-0.00220464j 3.92755e-05-0.00300862j 0.00642261-0.00504655j -0.00212575-0.00275774j 0.00231549+0.00239302j 0.00130041-0.00561259j 0.00112335-0.00206508j -0.000509207-0.0018966j -0.000231128-0.000266693j 0.00172242+0.000199671j 
