-0.00355638-0.00429951j 0.00117903-0.00744357j 0.00196809-0.00715045j 0.0047192+9.33563e-05j 0.000339319+0.00299151j -0.002118+0.00389567j 0.00574992+0.000617386j 0.00181721-0.00608754j -0.000686271+0.00150146j -0.00067711-0.00571649j -0.00469147-0.00165811j -0.00419367-0.00280186j 0.00255723-0.00741662j -0.00105898-0.000920772j -0.00297863-0.00148886j -0.0015307-0.000731989j -0.000571576+0.00109631j 0.00147982+0.00125263j -0.00271111-0.000697633j -0.000798895-0.00239864j 0.000479782+0.00607818j -0.00392471+0.000553055j 0.0012674+0.00333421j -0.00125807+9.00291e-05j 0.00196912+0.00188984j -0.000283325-0.000911053j 0.00202681-0.00312242j 0.000768597+0.00160582j 0.00220761-0.000533304j -0.00145851-0.000733306j -0.00148244+0.000483373j -0.00114559+0.00279435j 0.00224587+0.0037189j 0.000300577-0.00280621j -0.0021557-0.000558425j -4.1961e-05+0.00168484j 0.00410733-4.81108e-05j 0.00168388+0.00267901j 0.000713936+0.00220551j 0.00279203+0.000455364j 0.00150221+0.000109557j 0.00246036+0.00072276j 0.00314046+0.000189559j -0.000255046+0.00283192j 0.00230468+0.000274692j 0.000519852+0.00213961j 0.000802137-0.000993589j 0.00186822+0.000287576j -0.00269775+0.00369242j 0.001966+0.00105143j 0.000634424+0.000681808j -0.00165222+0.00173214j 0.00140293+0.00155142j -0.000449557-0.00451741j 0.00258865+0.000287343j 0.00169013+0.00605319j -0.0015207-0.00126001j 0.000815363-0.00532683j -0.00393027-0.00250081j -0.000914801+0.00175788j 0.000422809-0.00346616j 0.00176138-0.00023882j -0.00489127+0.00368638j 0.00318031-0.00273867j 0.000866008+0.00372241j 0.0114321+0.00152789j -0.0164008-0.0221737j 0.01203-0.0150946j -0.0117682-0.0169105j 0.00369767-0.00289774j -0.0344755-0.000787336j 0.0126317-0.0210582j -0.0457049-0.00230273j -0.0382834+0.0055459j -0.0139068-0.0105259j -0.064034+0.0181585j 0.0161054+0.0473251j 
-0.000378506+0.000983014j 0.00278331-0.000558092j -0.00171276+0.000816705j -0.000440576+0.00168277j -0.00520788+0.00360378j -0.00197434+0.000464659j 0.00142331-4.04812e-05j -0.000634883+0.000600262j -0.0067229-0.00180323j 0.00468116+0.000818338j 0.00162928-0.00495615j 0.0200617-0.00300852j 0.00944455-0.000258666j -0.012927+0.00776819j -0.0022499-0.0142873j 0.0283561-0.00213343j -0.0308497+0.00751195j 0.00135591+0.00389201j 0.00976286-0.00967793j 0.0260568-0.00134305j 0.0352826-0.014602j -0.015935+0.00441854j -0.0276218+0.00918455j 0.0761812-0.00374511j 0.0471918-0.00775332j -0.0295209+0.00383935j -0.0168894+0.0051589j 0.0228759-0.00443668j 0.0411234+0.00330107j -0.0448194-0.0043438j -0.0658626-0.00881169j 0.0213228+0.00889832j -0.0136378-0.00558427j 0.0168659+0.00154221j 0.00101884-0.000714634j 0.00347503-0.00108406j 0.00911447+0.00333511j -0.0218019-0.00210406j 0.0118147+0.0030045j -0.0150849+0.00309045j -0.011321+0.00203275j -0.0223279-0.0053515j -0.020591-0.000199451j -0.00378213+0.000126046j 0.0168438+0.00309349j 0.00538124-0.000446642j -0.000422557-0.000529809j 0.0033091+0.000498582j -0.00196057+0.00155534j -0.0053247-0.000125226j 0.00995668+5.94091e-05j -0.00524339-0.00183735j -0.00114895-0.000899351j 0.00109367+5.20796e-05j 0.00299968+0.000296121j 0.00929064+0.000605431j -0.000175729+0.00176471j 0.00170992-0.000281965j 0.00451344-0.000842431j -0.00276449-0.000778799j 0.000961369+0.000832205j 0.0097472+0.00101472j 0.00569976-0.000667016j 0.00721997+0.00075936j -0.00286022-0.00084062j 9.99907e-05+0.000609856j 0.00300362+0.000564474j 0.00199076+0.00137319j -0.00106942+0.000945623j 0.00275827+0.00148215j 0.00318305+0.000716672j -0.00367667-0.000915612j -0.00205211-0.000577426j -0.0023425-0.000837653j -0.00112837-0.000625529j -0.000900785-0.000721372j -0.00139063-0.000667738j 
-0.000582507-0.000946013j -0.00373971+0.000783756j -0.00462508-0.000317906j -0.00291235+0.000667439j 0.00599846-0.000376777j 0.00659463+0.00137139j 0.00200161-0.00430269j -0.00833672+0.00199789j 0.00683986+0.00320014j -0.00756637-0.00191146j -0.0181387+0.0143735j -0.0476779+0.010005j -0.0120512-0.0139417j 0.0112911+0.00502633j -0.0184036+0.00889495j 0.0290414-0.00239415j -0.0211137+0.00826124j 0.0211751-0.00148963j 0.0405958+0.00208967j 0.0431167+0.000589256j -0.0244655+0.014542j 0.0184983+0.00125719j -0.0220885+0.0124433j 0.0423304-0.000145509j -0.0170399-0.000725381j 0.00215358-0.00023639j -0.0247134-0.0146785j 0.0429123+0.000779022j 0.0259679+0.000772308j 0.0233983+0.00353528j 0.00442037+0.00494592j -0.013637+0.00252122j 0.00654811+0.00608025j 0.0129197-0.00224358j 0.00617198-6.92145e-05j 0.00820382+0.00289312j -0.00588079+0.000670117j 0.0292547+0.00520131j -0.00191667+0.000937443j 0.00654699+0.000923108j 0.00993435-0.000182663j 0.00462765+0.00371998j 0.00234714+0.00166522j 0.0111242+0.00274009j -0.0160607-0.000340074j 0.00480173+0.0023512j -0.000362361+0.00057287j -0.011027-0.00248131j -0.0139363-0.00620634j 0.00522241-0.00133653j -0.00389759+0.00322832j 0.00242911+0.000829061j 0.0148087+0.00207367j 0.000445968-0.000627494j 0.00491797+0.00197759j -0.00889299-0.00151536j 0.000322695+0.000116572j 0.00796342+0.000959703j -0.0131206-0.00112548j 0.00764493+0.00211961j -0.00345565-0.00230574j 0.000644751+0.00143024j 0.000344731+0.00128692j -0.00472652-0.00015476j -0.00213707-0.000780531j -0.00772915-0.00311146j -0.00542051-0.00115235j 0.00390063-0.000351826j -0.00278154-0.00263308j -0.00248195-0.00203224j -0.000492562-0.000185795j 0.00428502+0.000474637j 0.000860965+0.000193623j 0.00162899+8.06577e-05j 0.001192+0.000205751j 0.00160683+0.00181951j 0.00363673+0.00181147j 
0.00377245-0.0015735j -0.00257687-0.000362636j 0.000370127+0.000603373j 0.00173365-0.00226136j -0.00798553-0.00145997j 0.00405393-0.00243703j -0.00381017+0.000376396j -0.00209201+0.000186818j -0.0172101-0.00210914j -0.0276181+0.0135972j 0.041957-0.00270894j -0.0120673+0.0203936j -0.0212551+0.00143097j -0.0279234+0.00143639j -0.0237275-0.00365622j 0.00293058-0.00548856j -0.00680542-0.0148562j 0.0105727+0.00172681j -0.0516363+0.0149906j 0.00695751+0.0069145j -0.0544715+0.00647351j -0.00404951+0.0187957j -0.0279161+0.000978856j 0.000118879+0.000222882j -0.00824045-0.00803434j 0.0433058+0.00286532j -0.0168389+0.000906257j 0.0201099-0.00517351j -0.0312849-0.0086893j -0.0221592-0.000665655j -0.00186905-0.00495363j 0.00405616+0.00339075j 0.0143893+0.00416135j -0.0317253-0.00180398j -0.00449404+0.000903241j 0.00166605+0.00534469j -0.0303581-0.000854685j -7.89199e-05+0.00270989j -0.00828811+0.00354476j 0.0151508-0.00246101j -0.000913874-0.00129807j 0.0148959+0.00356584j 0.0114107-4.76095e-06j 0.00941047+0.00217529j 0.00712569+0.00450071j 0.0113152+0.00130241j -0.00446022-0.000515482j 0.00925764+0.00107523j 0.00654391+0.00296544j -0.00508919-0.00167585j -0.0035889-0.000193455j -0.000126722-0.00077643j 0.00633807-0.000486568j -0.00534427-0.000386484j 0.00307502-0.000449447j -0.000661025-0.00220762j -0.00589331-0.00162929j -0.0103414-0.0012893j -0.00178312-0.000151978j -0.00490418-0.00152497j 0.00299714+0.000661471j 0.00628415+0.00188859j -0.00109227+0.000118132j 0.00050188+9.64734e-05j 0.00367615+0.00072534j -0.00147427-0.00112673j 0.000652394+0.00145026j -0.00845115-0.0021204j 0.000744584+0.00117261j -0.00174117+0.000391797j -0.000505467+0.000755301j -0.00114326+0.000198849j 0.00188549-0.000323086j 0.00233545+0.000359356j -0.00568051-0.00206794j 0.00313204+0.00147462j 0.000133122-0.000494477j 
0.00133584+0.00016823j 0.00146039-0.00113318j -0.00948785+0.00281294j -0.00288441+0.00325652j -0.00553826+0.00611845j 0.00784399-0.000712263j 0.00461803-0.00547498j -0.0108562+0.00247127j 0.00975281-0.000181272j 0.0276327-0.015906j -0.0213323-0.00890453j -0.00645053+0.0212604j -0.0201766-0.0105565j -0.0656515+0.0191945j 0.00862203-0.00998906j -0.00653144-0.00629432j 0.0391884+0.000494542j -0.00279982+0.0112826j 0.00531919-0.0136041j -0.0464172+0.0151767j -0.0731545+0.0019058j -0.000887871+0.0220827j 0.023548+0.0144768j -0.0137176-0.00120093j 0.0227321+0.00486186j 0.00866674+0.00246291j -0.0200135-0.0079801j -0.00735371-0.00526413j -0.0321468+0.0026266j 0.0118813+0.000900378j -0.00814657-0.00601745j -0.00250978+0.00880806j 0.00564661+0.00230386j 0.00891918-0.00109571j 0.00295275-0.00581922j -0.00233684+0.00154336j -0.00683782-0.00196649j 0.0186287+0.00648411j 0.00552087+0.00439074j 0.00607096+0.00174883j -0.0176351-0.00412772j 0.0027025+0.00155003j 0.00190823+0.00254094j -0.00816003-0.00163876j -0.00894301+0.000397513j 0.00551895+0.00122197j 0.0028162+0.000709004j -0.0032842+0.000724631j -0.00394235-0.00126721j -0.00200171-0.00278519j 0.00959892+0.00534824j 0.00213997+0.00138291j 0.00273589+0.00104459j -0.0049724-0.00158972j -0.00188654+0.00182321j -0.00670822-0.00249801j -0.000301684+0.001638j 0.0028353-0.00119519j -0.00283624-0.000861679j 0.0114306+0.0025572j 0.00354601+0.000672881j 0.00607187+0.00181852j 0.00872508+0.00063873j 0.00442419+0.000893427j -0.00264925-0.00234577j -0.00243592-0.0010547j -0.00236829-0.00166232j 0.0114197+0.00285546j -0.00787362-0.00232224j -0.00239464+5.86552e-05j 0.00778537+0.0024078j -0.00296097-0.00149007j 4.85304e-05-0.000273925j -0.00364545-0.001968j -0.00283895-0.00107487j 0.00127686+0.00125648j 0.00078118+0.000278908j 
-0.00324613+0.000854543j -0.0004775+0.00107538j 0.00719014-0.00323594j -0.000103262-0.000195496j -0.00459314-0.00170277j 0.00676365+0.000670998j -0.00327477+0.00357194j 0.0135177+0.00072502j 0.0134158-0.0204864j -0.0502034-0.00245336j -0.0265569+0.0116392j 0.00751556-0.00747721j 0.0133848+0.00757632j -0.0477277+0.00148982j 0.0283442+0.00126367j -0.0437014-0.00665756j -0.0114919+0.00365719j -0.0328408+0.0118484j 0.00878088-0.00182526j -0.0137575-0.0133465j -0.00231522-0.000971488j 0.0265236-0.00191976j 0.0188078-0.010736j 0.0252761+0.00452202j 0.0256921+0.00459827j 0.0340688+0.00548485j 0.0190229+0.00508369j 0.00185867+0.000252218j 0.0081481+0.00377037j -0.00642657-0.00310553j 0.00224353-0.00186072j 0.0106018-0.00208479j 0.00370245+0.000801645j 0.016072+0.00199413j -0.00205058+0.00250937j -0.0213537-0.000734081j 0.0013798-0.000975283j 0.0156428+0.00245436j -0.00730264-0.00308772j 0.00923822+0.000211384j -0.00618335-0.00226283j -3.71337e-05+0.000575968j 0.000167062-0.00271284j 0.00402618-0.000197705j 0.00491945+0.000199344j -0.0138735-0.000687561j -0.00701459-0.000672709j 0.00364054+0.00183986j 0.00633645+0.0031772j 6.00631e-05+0.000826958j -0.00577069-0.00245897j 0.000703059-0.000100874j 0.000774841-0.00216407j -0.000166731+0.00120938j -0.000403005-0.00143179j -0.000948407-0.000248704j 0.00468306-0.00127347j -0.00388275-0.000353914j 0.00306411+5.69461e-05j -4.04437e-06-0.000562448j 0.0106448+0.00162981j -0.000266311+9.15782e-05j -0.000199167+0.00018298j -0.000559067-0.000355489j 0.00153389+0.00199826j 0.00529207+0.00206579j -0.00623385-0.000266484j -0.00675126-0.00255114j 6.51415e-05-7.5321e-05j 0.00697539+0.000947656j -0.0023288-0.000942204j -0.00336152-0.00121824j 0.000624461+0.000585463j 0.00421919+0.00214728j 0.00274223+0.000369493j -0.00132472-0.000914463j 7.2417e-05-5.73928e-05j 
-0.00172349-0.000773583j -0.00469254+0.00167113j -0.00634962-0.000482685j 0.0115712-0.00396068j -0.00733576-0.000579905j -0.00683513+0.00187694j 0.0321994-0.0040135j -0.000783114-0.0298162j -0.0550295+0.00244074j -0.0257163+0.00942373j -0.0400725+0.00624027j 0.0633102-0.0113826j -0.0397581-0.0101396j -0.00992536-0.0302553j 0.0146906-0.0157106j 0.00277083-0.00379114j 0.00817766-0.00332856j -0.0251583-0.00856392j 0.00875177-0.00475472j -0.000337011+0.00300325j -0.00834169+0.0114151j -0.0438636-0.0107021j 0.015395-0.00459801j 0.0127341-0.000661537j 0.0118462-0.00213448j 0.0024046-0.0032803j 0.018063+0.0081131j 0.00639391+0.00129176j 0.00660217-0.000251109j -0.00943991+0.00253828j 0.00162198-0.00374495j 0.00562258-0.000434423j 0.007015+0.00473057j -6.84667e-05+0.000818848j -0.00627931-0.00563286j -0.00551827+0.000936897j 0.0134939+0.00470512j -0.0189493-0.00264809j -0.00926586-0.00288922j 0.00555663+0.00280101j -0.00323215+0.00025173j 0.00381531+0.00316441j 0.000466579+0.00554506j -0.00484199+0.000639635j 0.00359584+0.00179875j 0.00153709+0.00106394j 0.00235013-0.000744456j 0.00535915-0.000445488j -0.00135223-0.000814411j 0.00306463+0.000403257j 0.00541375-0.00150733j -0.00487667-0.00178865j 0.00577282-0.000445274j -0.00506708-0.00156044j 0.0014583-0.00069883j 0.0157473+0.00164663j -0.00496721-0.00210807j -0.00374676-0.00278462j 0.00143901-0.0015298j -0.00740494-0.00222886j 0.00754024+0.00181475j 0.00530628+0.00119392j -0.00329845-0.00285466j 0.00816791+0.00141219j 0.00404878+0.00142907j 0.00784663+0.00193147j -0.0046897-0.00327753j 0.00357203+0.000902652j 0.000804467+0.000485711j -0.00125136+0.00103746j -0.00203793-0.000794073j -0.0022342-0.000939542j -0.00336764-0.00186912j 0.00126933-0.000939976j -0.00498937-0.00172429j -0.000933797+0.000143951j 0.00405339+0.00237144j 
0.00635668-0.00203257j -0.00365388-0.000580881j -0.00805819+0.00300252j -0.00660313-0.000580303j 0.000599294-0.00550361j 0.036738-0.00278589j 0.0194375-0.0344877j -0.0522009+0.00691123j 0.0136219+0.00076863j -0.0210902+0.000486918j -0.0128783-0.00465202j 0.0411258+0.0188634j 0.0550765-0.0283619j 0.0393233-0.0052096j 0.0317239+0.00315604j 0.0106601+0.00698183j -0.0353016+0.00581681j -0.0444701-0.000140407j -0.0204148-0.0084011j -0.0135034+0.00776324j 0.0406018+0.012527j -0.0121887+0.00729336j 0.00613574+0.00550178j 0.00739028+0.000672757j 0.0177137-0.00117495j 0.0115364+0.00125114j -0.0232458-0.00730676j 0.00571282-0.00105754j 0.0116826+0.000353868j 0.0125228+0.0021603j 0.011848+0.00189106j -0.0103657+0.000488968j 0.00778191+0.00332925j -0.00163767-0.00219965j -0.00303454-0.00302839j 0.00815698+0.00141555j 0.00413584-0.00121696j -0.0048002+0.00208246j -0.00153387+0.00378269j 0.000647803+0.00113532j -0.0056031-0.0014119j 0.00220056-0.000792258j -0.00534971+0.00260712j -0.00179553+0.000163559j -0.00203194+0.00068506j 0.00836583+9.45537e-05j -0.00210532-0.000121445j 0.00302092-0.0007709j -0.00141871-0.000922297j 0.000309841-0.00172877j 0.00405035+0.00263544j 0.00335604+7.12426e-05j 0.00702269+0.00014641j -0.00564431-0.00221382j 0.00338599+0.000860871j 0.00154775-0.000128408j -0.00129728+0.000852997j -0.00335979-0.00218623j -0.00200945+0.000201376j 0.00958729+0.00202285j 0.00471031-0.000590211j 0.00599968+0.00146843j 0.0014326+0.000266215j -0.00100059+0.000428242j 0.000563563-0.00119481j -0.00666281-0.00215045j -0.00847974-0.0014226j 0.00505263-0.000439078j -0.00293862-0.00141457j -0.00172888-2.74689e-06j 0.00456197+0.00144887j 0.0012685+3.83086e-05j 0.00322666-0.000473483j 0.000110247-0.00103977j -0.00448349-0.00128039j 0.00524777+0.00320739j 0.00138212-0.000521201j 
0.00368045+0.000162755j 0.00527454-0.00200901j -0.000271734+0.00240523j 0.00388729+0.00132106j -0.0444745+0.00608513j 0.0177226-0.0331562j -0.0439081+0.0020745j -0.0149086+0.00473207j -0.04358+0.00135003j -0.0115572-0.00642372j -0.0322954-0.00391305j -0.0382512+0.0248775j 0.0309452+0.00710934j -0.0159124+0.000301215j 0.0158595-0.00591925j 0.0607219+0.00235087j 0.0495018+0.00806966j 0.000744846+0.012953j -0.00215157+0.00317687j 0.0180065+0.00274158j 0.0318285-0.000998377j 0.0108749+0.0102443j -0.0129114-0.000127452j 0.00275699-0.00174005j -0.00293785+0.00102838j 0.0205767+0.00384089j 0.00672804-0.000233348j 0.00113612-0.00236426j -0.0176158-0.00224201j -0.014024-0.00258998j -0.00382599-0.00238679j 0.00263757+0.00265098j 0.00636137-0.000617126j -0.000525378+0.00108209j 0.00736296-0.000442371j -0.000563179-9.51135e-05j -0.00925952+0.000157524j 0.001346+0.00164028j 0.00270803+0.00139042j 0.00662262-0.000354791j -0.00704733-0.00174274j -0.0055702-0.00149264j -0.000434548-0.00178323j -0.000362779-0.000796805j 0.00116524+4.87362e-05j -0.00143217-0.000194374j -0.00400823+0.000194172j 0.00929497+0.000461165j 0.000304889+0.00155065j -0.00695365-0.000796277j -0.000320689+0.00171036j 0.00888602+0.00134228j 0.00359888-0.00147416j -0.00357719+0.000441318j -0.00439459-0.00114044j -0.0068906-0.00138863j 0.00354192+0.000729184j -0.00756932-0.000620012j -0.00460456-0.000254132j -0.00262836-0.000675498j 0.00461523+0.000280145j 0.00592748+0.00162246j 0.00607587+0.00132975j -0.00520518-0.000654132j -0.000593884-0.000119008j -0.00303705-0.000452709j 0.00113481+0.00087396j -0.00127702+0.000722327j -0.00295579+0.000503976j -0.00261068+0.000245004j -9.84861e-05+0.000232385j -0.00872907-0.0015879j 0.00147679-0.000320299j -0.00348073-0.00167948j -0.00491165-0.00125587j 0.000647372-0.000576833j -0.00349746-0.00192292j 
-0.00296778+0.00118903j 0.000359568+0.000316334j -0.0133423-0.000895566j 0.000411324+0.0013167j -0.0265908+0.0400606j -0.0588238+0.00665207j 0.0055984-0.0113913j -0.0569376+0.0030009j 0.0160315-0.0252452j -0.020702-0.000942462j 0.0193055-0.0223533j -0.00353488+0.0108045j 0.0221748-0.0111004j 0.0355387+0.0144648j -0.00993099-0.0117379j -0.0125134-0.0131865j 0.0121356+0.000122007j 0.0325483+0.0032102j 0.0439381-0.00305517j 0.0177076+0.00264237j 0.0102537+0.00101688j -0.0114295+0.00351043j 0.00449722+0.00333206j -0.0256368+8.93028e-05j 0.0231938+0.0005769j 0.00455403+0.000693709j -0.00781534+0.00171706j -0.00313549-0.000507384j 0.00533308+0.00034453j -0.0077531+0.000461025j -0.00294402-0.0022348j 0.00643312+0.0006079j 0.00257047+0.00140168j -0.00586278+0.000965985j -5.38535e-05-0.00179397j -0.00247874+0.000739301j -0.00186418+0.0020889j -0.0123752-0.000458695j -0.00540637-0.000541445j 0.00596434+0.000601962j -0.00854368-0.000295602j -0.00382829-0.000457063j 0.00588464+0.00228449j -0.00426239-4.8213e-05j 0.00502038+0.000429489j 0.00335198+0.000520748j 0.00844648+0.00072087j 0.000447091-0.00147937j -0.00234954-0.00103036j 0.00200508+0.00048515j 0.0128245+0.00184978j 0.00308105+0.000647319j 0.00479365+0.000698531j -0.00273828-0.000666417j 0.00171884+7.51619e-05j 0.00727409+0.000494705j -0.00232193+1.90379e-05j -0.00538703-0.00168302j -0.00271846-0.00130597j -0.00970652-0.00203957j -0.000784845+0.000124248j 0.00438393+0.000477442j 0.00302833-0.000680189j 0.00723527-3.92381e-05j -0.0031133-0.000689229j 0.00446895+0.000227327j -0.00241456-0.00309683j 0.00155611+0.000669943j -0.00727587-0.000474228j -0.00128582+0.00133998j -0.000248199-0.000193273j -0.00261509+0.000185228j -0.00865059-0.00330762j -0.00532442-0.00260421j -0.00117307+0.000675557j -0.000906149-3.79931e-05j 0.00148537+0.000909947j 
-0.00638385+0.00148434j 0.0100272-0.00185785j 0.0649788-0.00315893j -0.0165605+0.0400152j -0.0400798+0.00405385j 0.0123794+0.003302j 0.0671049+0.0106184j -0.0283549+0.0388952j -0.00435512-0.012475j -0.0177459-0.000142269j 0.00233009+0.00315988j 0.0591096+0.00225474j 0.0188453+0.0105187j -0.0123385+0.0114497j 0.000293181+0.00489559j 0.0126031+0.00356125j -0.0185558+0.00171624j 0.00207534+0.00267099j 0.00330376-0.00238674j -0.00868375-0.00238175j -0.00331271-0.00469464j 0.0140376+0.00192088j -0.00936809-0.0003195j -0.000775504+0.00137159j -0.00131355-0.000985781j 0.00882237+9.83382e-05j -0.00484926+0.000986878j -0.00147354-0.000858347j -0.000740243+0.00135054j 0.00568544-0.00141876j -0.00106532+0.000956527j -0.000984243+6.25184e-05j -0.00554991-0.00169865j 0.00240671-7.01798e-05j -0.00460559+0.000965429j 0.00146624-0.00124141j -0.0011928-0.00140194j 0.00257098-8.94029e-05j 0.00222831+0.000107432j -0.00352492+0.000105855j 0.00262819-0.000264239j -0.000853246-0.000397668j -0.00254023-0.00182247j 0.00119792-0.00121104j -0.000806166-0.00145756j -0.00406659-0.00153763j -0.00188747+0.000374849j -0.00160238+0.000819934j -0.00119759-0.0010314j -0.0060027-0.000514089j 2.54e-05-6.41664e-05j -0.00367633-0.0012755j -0.00277885-0.000142906j 0.00211095+0.00067757j 0.00306889+0.000478379j -0.00417304+0.000247793j 0.00649849+0.000526091j -0.00368237+0.00104166j 0.0048005+0.000948076j -0.00222388+0.00037837j 0.00242518+0.000914829j -0.00448174-0.000185808j -0.00519444+0.000637558j -0.00444522+0.00100244j -0.0048385-0.000268044j -0.00285059+0.00124055j 0.00464099+0.00273654j -0.00352893+0.00115305j 0.00925342+0.000564084j 0.00683898-0.000512935j -0.00048408-0.000404358j -0.00248617-0.00206456j 0.00531468+0.00299852j 0.00194377+0.00165197j 0.00420173-1.02616e-05j -0.0046715-0.00314627j -0.00366652-0.000226144j 
-0.0103629+0.0015568j -0.00618491+0.00137226j 0.0241863-0.0424075j 0.0726161-0.00311722j 0.0189691-0.0250722j 0.0078728+0.00785335j -0.0458836+0.0356735j -0.0576874-0.0113022j -0.0264893-0.00703961j 0.00451522+0.0117046j -0.0251153+0.00119082j -0.00575959-0.0142907j 0.0393492+0.00966917j 0.0118536-0.0057699j -0.0259956-0.000703711j 0.0102457-0.00255142j 0.00736805-0.000307413j -0.0131387-8.46922e-05j -0.014043+0.00259569j 0.00180002-0.0037626j -0.0108907-0.000269405j 0.0026897-0.00219359j -0.00170652-0.00242291j 0.00456262+0.000476368j -0.00807333+0.00111123j -0.000517657+0.000526224j 0.00601134+0.0035625j -0.00306954+0.000369836j 0.000609299-8.64598e-05j -0.00607685-0.00143025j -0.00123159-0.000874104j 0.000577391-0.00232695j -0.00285831+0.00103352j 0.00158072+0.000832665j -0.00435338+0.00149598j -0.00516758+0.000386862j 0.0033451+0.00215709j -0.00169922+0.000143161j 0.00322331-0.000445541j 0.00310482+0.000298659j 0.0108548-0.00131793j -0.000417883+0.00134347j 0.00588594-0.00136614j 0.000625182-0.000814686j 0.00351941-0.000174313j -0.00754808+0.00116478j -0.00638486+0.000734125j 0.00579168+0.0012433j 0.00324483-0.000503116j -0.000663526+0.000637167j -0.00895412-0.000184878j -0.00112613-0.00032689j -0.00187412-0.00029236j 0.00185472+0.000205667j -0.0041011-0.000989922j -0.00290565+8.25066e-05j 0.0041353-0.00168925j 0.00613481+0.00178375j -0.000957839-0.000201203j -0.00231986-0.000108871j 0.00129102+0.000156279j -0.00186585+0.00190063j -0.00715736-2.0334e-05j -0.00621898+7.34816e-05j 0.00455204+0.00249333j 0.00567966+0.00170181j 0.00421363-5.77805e-05j 0.0051891+0.00143724j 0.00603485-0.000548299j -0.00337624-0.00212535j -0.0075403-0.00222984j -0.00448604-0.00193348j 0.00124489+0.000184478j 0.00441465+0.000894208j -0.000503094-0.00100433j -0.00381809-0.000547429j 0.00421659+0.0030567j 
0.0779284-0.000616012j -0.0201092+0.0447031j 0.0535108+0.0067627j 0.0175304-0.0314164j 0.00920678-0.00551588j 0.0676161+0.00317225j 0.00261853-0.00918027j -0.0103171-0.00613283j -0.00107396+0.000701941j -0.0167602+0.00588777j 0.0109099+0.0023991j -0.00601891+0.00227437j -0.00669985-0.00200382j 0.00315627-0.00131052j -0.00160416+0.000599512j -0.00174979-0.000172634j 0.00588422-0.00124331j -0.00395519-0.00140974j 5.30768e-06+0.00188947j -0.00343389+0.000311391j 0.0014318+0.00109987j 0.00260577+0.000571884j 0.00213568-0.00114156j 0.00359754+0.000479398j 0.00056535-0.00124026j -0.00315747+0.000332164j -0.00242332+0.000432982j -0.00199445+0.000634706j 0.00415437-0.00232637j -0.000496804+0.00106659j 0.00213513-0.000189351j 0.00146011+1.86461e-05j 0.00270207+6.80234e-05j -0.00341747+0.000599235j -0.000625151+0.000643676j 0.000294921+0.000855144j 0.000115631-5.11583e-05j -0.00335832-0.000374689j -0.00409842+4.5562e-05j 0.00126036-0.00144184j 0.00025852-0.000804573j 0.00268492-8.61763e-05j -0.000752068-0.000432293j 0.00253657-0.000126016j -0.0036395+0.000235343j 0.00279956+0.000694004j -0.00210875-5.41384e-05j -0.000617865-0.000753172j -0.000719834+0.000914928j 0.0015309-0.000515083j -0.00510325-0.000115209j 0.00166712+0.00017208j 0.000592441-0.00104223j -0.00221948+0.000182265j -0.00222385-0.000812445j 0.00358896-0.000788304j -0.00582259-0.000177556j -0.00407337-0.000420835j -0.000833814+0.00111908j 0.00146506+3.50501e-05j 0.000608403-4.02562e-05j 0.000234605-0.000610442j 0.00125378+9.88571e-05j -0.000856952-6.7516e-05j 0.00801811-0.000514406j -0.00402306-0.00184015j -0.00112329+0.00130209j -0.00428637+0.000252805j -0.000552361+0.00123139j -0.00720312+0.000539258j 0.00390445+0.0026851j 0.00341238+0.000901807j 0.00455171+0.000514708j -0.00315136-0.00235194j -0.00758706-0.000580314j 0.00550766-0.000109875j -0.00496338-0.00357696j 
