-0.0380939+0.00135023j 0.0027777+0.00532778j -0.00283606-0.00355498j -0.00053769-0.00567721j -0.000114313-0.00156923j -0.00147347-0.00412493j -0.00147579-0.000757928j 0.000751879+0.000288063j 0.0019187+0.00264124j -0.000885649-0.00188148j 3.4566e-05-0.000375845j 0.000374136+0.000153157j -0.000256945+0.000291533j 0.000375488+0.00226276j -0.000217069+3.73761e-05j -0.000940054-0.000541986j -0.00029673+0.000530046j 0.000185365+0.000286774j -6.87396e-05-0.000431927j -0.000193904+0.00191682j -0.000284861-0.000913974j -4.76873e-05-0.00104194j 0.000247489-0.000620434j -0.000175404-0.00111282j -0.000100291+0.00401419j 0.000189943+0.00207574j -0.00106426+0.00214276j -0.000272242-0.000517128j 0.000443359-0.000353385j -0.00063453-0.000364539j -0.000800524+0.000936328j -0.000180869+8.57819e-05j 0.000349556-0.000249676j 0.000520231-0.000396827j 7.72213e-05-8.78973e-05j -8.06939e-05+3.06265e-05j -0.000202659-0.000313335j 0.000155996-0.000139545j -9.25946e-07+1.94185e-05j 0.000191326+0.000142238j -0.000507509-0.000975139j 0.0012664-0.000434096j 0.00158096+0.000222746j -0.000362178-0.000621815j -0.000152273-0.000124493j 0.000460151+7.63619e-05j -3.32196e-05+0.000103929j -0.000414161-0.0007618j 6.59479e-05+0.000213748j -0.000518218+0.000458407j 0.00025633+0.000188244j 5.34676e-05-1.05576e-05j 
0.000682829-0.000351276j 0.000535493+0.000682109j -0.000444225-0.00140489j -0.000914963-1.53653e-06j -0.000525914-0.000746549j -0.00200734+0.000584632j -0.000530088+0.000264084j 0.000769019-0.00313024j 0.00205985+0.00290714j 0.00487016-0.00561015j -0.0021187-0.000877999j -0.00224628-0.00399704j 0.00762129+0.0041107j 0.00881677+0.000287306j -0.00553878-0.00471038j -0.0123153-0.00180923j 0.00473997+0.00201439j 0.00586807+0.00863235j -0.00504127-0.0075735j 0.000926042-0.00487875j 0.0039449-0.00391927j -0.00782759-0.00729564j 0.00275724+0.004868j 0.00248015+0.00541726j 0.00206574-0.00164189j 8.21461e-06-0.000738016j -0.000467167+0.0017553j 0.000981893+0.00132529j 0.00245559+0.000413456j 0.00264046-0.00572984j -0.00073628-0.000119669j -0.000568802-0.000414449j -0.00235346+0.000313098j 0.00339706-0.00119672j 0.00116348+0.00111726j -0.0109202+0.00190913j -0.00250296+0.000393579j -0.000648214+0.00207698j -4.22181e-05+0.00229845j 0.00183884-0.00082346j -0.000340733-0.00264047j -0.00372204-0.00111662j -0.00240636+0.000401229j -0.000165456-0.000501606j -0.000731378-0.000414117j 0.000217784+0.000550176j 0.00107471+0.00303484j 0.000264646-0.000176577j -0.000841513-0.000702259j 0.000706958-0.000651323j 0.000109407-0.000282306j -0.000234042-0.000199346j 
-0.000242763+0.000733712j 0.000146046-0.000370448j -0.000426837+0.00142602j 0.000649873+0.000153185j -0.000283743-0.000664568j 0.000460822+0.000106205j 8.34924e-05-0.000678958j 0.000226004+0.000876203j -0.00592406-0.00202112j -0.00434482+0.00176937j 0.00129229-0.00517242j -0.00350308-0.008285j -0.0125068-8.95077e-05j -0.0061063-0.00147983j -0.00246528+0.00236892j 0.0100646+0.00245508j -0.00466594-0.00473172j 0.00161722-1.098e-05j 0.00775911-0.00237466j -0.0097618+0.00334024j 0.00637117-0.00594511j 0.0114027-0.00169551j -0.000923927-0.00516363j -0.00848674-0.000725048j 3.9129e-06+0.00264039j -0.00286784-0.00116308j -0.00033201-0.00358472j 0.000658423-0.000453636j -3.21031e-05-0.000192947j 0.00377487-4.96116e-05j -0.00528814-4.72192e-05j 0.00169835-0.000255727j -0.00397369+0.0014449j 0.00752664+0.00117261j -0.000280582-0.00244712j -0.0165603-0.000506954j -0.00410726+0.000264981j -0.00101403-0.00319221j 0.000430597-0.00307175j 0.00322488+0.00100597j -0.00189657-0.00025971j -0.000581895-0.000374749j -0.000666578+0.000357789j 0.000235733+0.000185552j 8.81079e-05+0.000424373j 0.000343562+3.53507e-05j 0.000557599+0.00561336j -0.000704711-0.0006311j 0.000647645+0.000875399j -0.000148249+0.00024063j -0.000100902+0.000277423j 0.000116334+0.000189523j 
-1.47585e-05+0.000249028j -0.000723526-0.000936354j 0.000380702-0.000608239j 0.00170663+0.00196258j 4.86196e-05+0.000310441j 0.000746925+0.00174619j 0.000369964+0.00112749j 0.000590208-0.00106757j -0.00344494-0.00366046j 0.000948936+0.00682196j -0.00486959-0.00927826j -0.0098337+0.00120373j 0.000454129-0.00557527j 0.00149669+0.00223544j 0.000770626+0.00275733j -0.00137626+0.0051781j -0.000368443-0.00825341j 0.00121649-0.00022678j -0.000767475-0.00283536j 0.00286682+0.00515203j 0.00437046-0.000214342j 0.00127358-0.00868365j 0.0082385-0.000268832j -0.00251359-0.00207202j -0.000261487+0.006546j -0.000603658+0.00163491j 0.000612654-0.00159575j 0.000185796+0.000294187j 0.00014993-0.000792871j -0.0046498+0.00374603j -0.000744408+0.000264417j -0.000640079-0.000490975j 0.00260331-0.00110175j -0.00413758-0.000230146j 0.00329228-0.00112311j 0.0131474+1.81052e-05j 0.00189831+0.000388791j -0.0013814-0.00154103j -2.4027e-05-0.00117066j -0.00233155-0.000104942j -0.000223407+0.00172928j 0.00630265+5.66126e-05j 0.00170838-7.00182e-05j -0.000537512+0.000897549j -0.000354083+2.77118e-05j -5.47135e-05-0.000270164j -0.00106935-0.00415159j -0.000484389-0.000332021j -0.000490152+0.000622609j 1.51466e-05+0.000924997j 0.000164146-0.000388125j -9.17403e-05-3.04188e-05j 
9.04958e-05-6.96591e-05j -0.000235318-1.61958e-05j 7.7075e-05-0.000288272j 0.000989325+0.000500668j -0.00109343-0.000407475j -0.000431041-0.000545456j 0.000229634+0.000482639j 0.000804222-0.000542091j 0.000713644-0.00144663j 0.000614745-0.00211758j 0.000642773+0.000116311j 0.00111709-0.00733621j 0.00120508-0.00484122j 0.000121135-0.00535531j 0.00211554+0.00423728j -0.000304622+0.0108896j 0.000113982-0.0103525j -0.00123888+0.00221541j -0.00146529-0.0076302j 0.00246408+0.00620326j -0.0013047-0.00827818j -0.00173236-0.00710303j -0.000605969-0.00522968j 0.000854913+0.00299583j -0.00126925-0.00189997j 0.000110741+0.000980228j 0.000643769+0.00181667j -0.000234409-0.000176799j -0.000833552+0.000382864j -0.000778768+0.000230325j 0.000217591-0.000202239j 0.000383213+0.000224444j -0.00183187+0.000283845j 0.00116125-0.000315432j 0.00401059-0.000358103j -0.000906999-0.000976891j -0.000634099-3.96406e-05j -0.001847+0.00175022j -0.000336884+0.000707998j -0.000493566-0.000221648j -8.93683e-05-0.000518751j 0.000263819-0.000488589j 0.0003662-7.31418e-05j 4.96328e-05+0.000208388j 0.000227046+0.00021941j -8.44726e-05-0.000107545j -0.000183558+0.000389222j -0.000131272+2.32302e-05j 0.000311312+0.000258809j -0.000128177+0.000103514j -5.97418e-05+7.98419e-05j 7.02745e-05+7.79271e-05j 
1.75355e-05-0.000449226j 0.000547041+0.0002843j -0.000813704+0.0013137j -5.54524e-05+0.000110677j -0.000479246-0.000332856j 2.13837e-05-0.00103256j 0.00025778+0.00596823j 0.00290917-0.00546866j 0.00464486+0.00474399j 0.000974648-0.0040871j -0.000115217-0.00522203j 0.00479595-0.00536486j 0.00179146+0.00285016j -0.00379815-0.00425173j -0.00095636-8.56456e-05j 0.00367435+0.00888925j -0.00188358-0.00379297j -0.00384276+0.00439053j 0.00135441-0.000840419j -0.00273155+0.00175178j -0.00629656-0.00387099j 0.00142383-0.000677539j -0.00906199+0.00887969j -0.000127278+0.00749963j -0.000929429+0.00374499j -0.000438364+0.000131855j -0.00198386-0.00161558j -0.00153279+0.00395847j -0.00187628-0.000595477j 0.000621767-0.000992266j 0.00226421-0.00141652j -0.000491811-5.91703e-05j -0.00245695-0.000405635j -0.00174911+0.00203472j 0.0034828-0.00050702j 0.00393737-0.000989008j -0.00222256+0.00225047j 0.00296912+0.000582979j 0.00104457-4.32194e-05j -0.00169232+0.000977173j 0.000237396+0.000690362j 0.00188256+0.000710337j -0.00109227+0.00138867j -0.00196594+0.000698121j -0.00103389+0.000912178j -0.000762717+0.000439333j -0.000323573-0.00137675j -0.000128079+0.00126189j -0.00123358+0.000562728j 0.00109604-0.00032695j 0.000317576-0.00105284j -0.000262687+7.37851e-05j 
-0.000272495+3.7004e-05j 0.000330356-0.00101126j 0.000513025-0.00136242j -0.00037284+0.000122658j -0.00174469-0.000716385j 0.000297934+7.73289e-05j -0.000444367-0.00396209j -0.00255157-0.00483524j -0.00289887+0.00922357j -0.00481517+0.00186309j -0.00184799-0.0030792j -0.00578169-0.0050667j -0.00338883-0.00780669j 0.00110569-0.00715557j 0.000484974-0.00714355j -0.00213835-0.00164766j -0.000198191-0.000661826j 0.00291737+0.00427419j 0.00113634-0.0103638j -0.0010917+0.00615471j -0.00133896-0.00653721j -0.000442606+0.00798251j -0.000236479+0.00406756j 0.0028956+0.00093137j 0.00279614-0.00506955j 0.00159582-0.00284223j -0.00299569-0.00168933j 0.00188631-0.00101699j 0.00226539-0.00236187j -0.000765094+0.000224984j 0.000224338+6.96647e-05j -0.000274031+0.000897221j 0.000500248+0.000609555j -0.00429875+0.00055876j 0.0025829-0.000519914j 0.00506807-0.000669434j -0.000742263+0.000944628j 0.000286971+0.000111375j -0.000952236+0.000781885j 0.00207128+0.000947497j 0.0014868-0.000192099j -0.00074274+0.0013643j 0.000788535+0.000402021j 0.000301311-0.000430473j -0.000105421+0.000350117j 2.01969e-05+1.94851e-05j -0.000398616-0.00126398j 0.000384764+1.50151e-05j 0.000681807+0.00027144j -0.000726421-0.000524361j -9.7748e-05+0.000458052j 0.000204402+0.000193438j 
-0.000221705-0.000228781j 0.000213657-0.00176373j 0.00171824+0.0018697j -0.000680337-0.000681382j -0.00078692-0.00167281j 0.00154428+0.00217117j -0.000335786-0.00199141j -0.000411158-0.00590191j -0.000448142-0.00273321j -0.000163215-0.0112755j -0.00243612-0.00390636j -0.000693154-0.0042145j -0.000245527+0.00764727j 0.00169641+0.0032721j -0.00348591+0.010773j -0.0027812+0.00410193j 0.0023994-0.00379286j 0.00391246-0.0160956j -0.0014932+0.00613675j -0.00434398+0.00433106j 0.000924792-0.00909723j -4.19023e-05-5.29407e-05j 0.00191205+0.00496608j 0.00145112+0.00274027j 0.00460789-0.00195716j 0.00235918-0.00338768j -0.00344973-0.00162817j 0.00214522-0.00156748j 0.00100893-0.00241702j -0.00199834+0.000240759j -0.000535082+0.000731683j 0.000301567+0.00106356j -0.0015478+0.00194517j -0.00258487+4.39211e-05j -0.00176071-8.69483e-06j 0.00447332-0.000596272j -0.00233296+0.00112742j -0.000966616-0.000499706j 0.00228246-0.000393189j 0.000649395+0.00129305j 0.00180691-0.000702304j 0.00060972+0.000742934j 0.00125421-9.24147e-05j 0.000591739+0.000207199j 0.000188411+0.00102115j -8.00327e-05-0.000372346j -0.000843393-0.000743543j 0.000102398+0.000119408j 0.00151867+0.00101948j -0.00114163-0.000358943j -0.000317049+0.000666535j 0.000393032+0.000433736j 
8.07519e-06-0.000122712j 3.56788e-05+0.000336261j -0.00165009-0.00292452j -0.000410192+0.000217211j 0.000513229+0.0013315j -0.000850527-0.000990314j 0.00090562-0.000822892j -0.000591468-0.00374459j -0.000949049-0.00346504j -0.00370741-0.00380462j -0.0017279+0.00207073j -0.0133805-0.00299507j 0.00263907-0.00262181j 0.00117767-0.000282517j 0.00592051-0.00250717j 0.00451648-0.000636941j -0.00689782-0.00340589j -0.00595459+0.00165166j 0.00159384+0.000826821j 0.0107678-0.00613674j -0.00331504-0.00152104j 0.00102478+0.00145026j 0.00717017-0.00542217j 0.0048501+0.00038571j 0.000216203+0.000405973j 0.000746455-0.00209796j -0.000302176-0.00025273j 0.000664938+0.000953703j 0.00305755+0.000507435j -0.000273618+0.000346331j -6.41058e-05-0.00134093j -0.000440052+0.000342456j -0.000298837-0.000241804j 1.37415e-05+0.00155355j 8.06307e-05-0.000980326j -0.00208313-0.00169068j -0.000695428-0.0012256j -0.000592536-0.00186564j -5.16472e-06-0.000825639j 0.000498352+0.000231417j -0.000767744-8.03029e-05j -0.00214422-0.000435671j -0.000679883-0.00024696j 0.000403701-0.000617591j -0.00033079-0.000530831j 0.000358644+0.000164312j 0.000401564+0.000677076j 0.000165948-0.000314427j -0.000601708-0.000523694j 0.00020564+6.4347e-05j -5.6024e-05-0.000127456j -0.000197099-0.000192446j 
-4.31674e-05+0.000393097j 2.19904e-05+0.00128764j 0.00130343-0.000332263j -0.000742197-0.000410266j -0.00106441+0.000444177j -0.000793341-0.00205909j -5.99424e-05+0.00198433j 0.00192864+0.00130689j 0.000464633+0.00209172j 0.000356687+0.0019552j -0.000278666+0.00386002j -0.00347263-0.00752623j -0.00116999-0.000497984j -0.0035209+0.0013205j 0.000249574-0.00090719j 0.00491217-0.0088451j -0.00288321+0.00124295j -0.00285528+0.00903749j 0.0054778-0.00806987j -0.00161076+0.00541297j -0.000327969+0.00373122j 0.00362811+0.000898525j -0.00373788+0.000863544j -0.00410165+0.00486792j 0.000645194-0.00131495j -0.00207852+0.00221313j -0.000275219+0.000256474j -0.000717583+0.00173005j -0.000929773+0.00203887j 0.000870199-0.00105407j 0.00204232-0.00224491j -0.000571909-0.000233973j 0.00202516+0.000946147j -0.00304597-8.51671e-05j 0.000613564-0.000725642j 0.00769416-0.000118636j 0.00164256-0.000722909j -0.000429669-0.001977j -0.00372843-0.000775013j -0.00143323-0.000671469j 0.00254593-0.000330058j 0.00106171+0.000988144j -0.000417432+0.000876231j -0.000500198-0.000226545j -0.000209625-1.30313e-05j -0.000687409+0.000536834j -0.000349031-0.00220651j 0.000908584+0.000187524j -0.000902403-0.000234803j 0.000293338-0.00042155j 2.43947e-05-0.000310397j -0.000144999-6.87436e-05j 
0.000157123-0.000841996j 0.00155006+0.000140384j -0.00076066+0.00271977j -0.000285465+0.000136881j 0.000361612-0.000600974j -0.000205835-0.000878571j 0.00476596+0.00695894j 0.00529939-0.000999747j 0.00967993+0.00156625j 0.00707586+0.00113753j -0.00900988+0.00902491j -0.00108026+0.00702384j 0.00561873+0.00137446j -0.00115425-0.00166053j -0.00625162+0.00643284j 0.0019785-0.00199568j -0.00118112+0.00378005j 0.000490097+0.00472983j 0.004982-0.00397769j -0.00259919+0.00281324j -0.00319841+0.0046061j 0.00217751-0.00130801j 0.0086905-0.00067524j 0.00402008+0.00411577j 0.00742196+0.00298768j 0.000185512-0.00169191j -0.00465783-0.00287191j -0.000461202+0.00228251j -0.00199272+0.00218985j -0.000852143-0.00297367j 3.73299e-05-0.00103404j 0.000402026-0.000684568j -0.0019649+0.00180739j 0.00138994+0.00127808j -0.00213325-0.00151088j 0.00116321+0.00157344j -0.00282921-0.00104792j -0.00225381-0.00447509j -0.00375465-0.00179445j 3.12109e-06+0.00070748j -0.000302376+0.000130551j -0.00116375-0.000350101j 0.00191775+9.8746e-05j -0.000484658+0.00108254j 0.00026871+0.00109157j -0.000284222+0.000373223j 0.000159368-0.000264692j 0.000165585+0.000905845j 0.000612475+0.000998798j -0.000256713-0.000180627j -0.000341666-0.000468481j 9.26298e-05+0.000242347j 
-0.000244286-0.000745467j 0.000902234+0.000992064j 0.00043563+0.000345183j 0.000372152+0.000447937j -0.000191298-0.000618669j -3.39697e-05+0.00178533j 0.00224241+0.00166391j 0.0051378+0.0038041j 0.00177408-0.00455742j 0.0039852-0.00122946j -0.00166247+0.002632j 0.0012897-0.00333339j 0.00392996-0.0131694j 0.00417101-0.00735822j -0.00161231+0.00389591j -0.00634901+0.0120614j 0.00331954-0.005016j 0.0032953+0.00226665j -0.00346927+0.00202281j 0.00107807+0.000387506j 0.000539644+0.00398342j -0.00711396+0.00705227j 0.0016251-0.00120439j 0.00490891-0.005588j 0.000606562+0.00238738j 0.00150943+0.00215071j 0.00322741-0.00431387j -0.00102293-0.00108926j 0.000374355+0.00110725j -0.0028588+0.000443903j -0.00052291+0.000341422j 0.000271809-0.000577729j -0.00040981+0.000594685j 0.000499478-0.000309554j 0.0022817+6.73484e-05j -0.00222617+0.000836473j -0.000497379-0.000541242j 0.00254398+0.00161255j 0.00154075+0.000607508j -0.0014364+0.000965211j -0.00315138+0.000261594j -0.0016413-0.000980731j -0.000387158+0.000835851j 0.000850301-1.60217e-05j 0.00049848-0.000384772j 0.000167856-1.07437e-05j -0.000132429+0.000842041j -0.000389339-0.000242868j 7.0099e-05+2.34389e-05j -8.47521e-05+0.000322342j -1.83602e-05+0.000148033j -2.52935e-06-5.55337e-05j 
-0.000231726-0.000729478j -0.00058395-6.08181e-05j -0.000686076+0.000671895j 0.00136462+0.00131112j 6.02984e-05+0.000567497j 0.00127738-0.000559839j 8.04686e-05+0.0051302j -0.00326183-0.00224202j 0.00226934-0.0035987j -0.000827943+0.00224268j -0.00273223+0.00518976j 0.00398559+0.0138558j -0.000334134-0.0116898j -0.000506423-0.00727151j -0.00169554+0.000529198j -0.000452285+0.00671857j 0.000429476+0.00150598j -0.00111149+0.00302166j -0.00011104-0.0012336j -0.00107435-0.000446002j -0.00213831+0.0036849j -0.000725707+0.000970408j 0.00457762-0.00410072j 0.000353254-0.00361926j -0.000897363+0.00283554j 0.000292559-0.00114277j -0.00116619+0.000683211j -0.00178729+0.002288j -0.00227891+0.00120534j 0.000380959+0.00189604j 0.000889163+7.04626e-05j 0.000592774-0.0013033j -0.000267806-0.00125079j 0.0043415-0.00122065j -0.000132012-0.000559528j -0.00553354+0.0013112j 0.000463985-0.000371736j -0.000901288+2.27085e-05j -0.000593977-0.000305794j 0.00151966+0.00219324j -0.00350514+0.00172826j -0.000936547+5.50928e-05j 0.000494535-0.00122467j -0.00117293+0.00157177j 6.2988e-05+8.76721e-05j 7.76103e-05-7.97274e-06j 0.000459427+0.00175782j -0.00101309+0.00117908j -0.000314027+0.000258393j 0.00114928+0.000125305j -0.000107992-0.00101984j -0.000271302-1.56046e-05j 
-0.00022667+7.31812e-05j 0.00249502+0.00171244j 0.00132504-0.00024706j -0.00168802+6.1059e-05j -0.000991012-0.000267636j -8.77635e-05+0.0012835j 0.00119401+0.00302135j 0.00734045+0.00180087j -0.00384012-0.00554972j -0.00206894-0.0116909j 0.00277334+0.0120689j -0.0131175+0.00141151j 9.40625e-06+0.0010853j 0.00211493+5.22818e-05j 0.00297265+0.0134451j -0.00239156+0.00655593j -0.0029491-5.21018e-05j 0.00194574+0.000916929j -0.000225471+0.0012602j -0.000973742-0.000820736j 0.00318219+0.0045749j 0.00169385-0.0012747j -0.00304799+0.00184216j -0.000457797-0.000206467j 0.00187312-0.00323595j 0.00100829+0.00447963j -0.0023567-0.0012741j -0.0015364-0.000666839j -0.000551656+0.00251909j -0.00123578-0.000575753j 0.000704022-0.00111445j -0.000298089-0.000757399j 0.00194644+0.00159201j -0.000862005-0.000228528j -0.000682458-0.000360965j 0.00177676-0.000932959j 2.7704e-05-0.00227156j -0.00105785-0.00144834j -0.000323135+0.00124227j -0.00240912+0.00227868j 3.74993e-05-0.00164245j -0.00045616+0.00159013j -0.000644351+0.000790157j 6.40478e-05-0.000310643j 0.000257828-0.000154708j -0.00025241+0.000526951j -0.000372236-0.00034769j 8.55057e-05-0.00010749j -0.000424126+1.20425e-05j 2.93766e-05-0.000459222j -5.5809e-05+2.27722e-05j -9.12962e-05+4.84805e-05j 
0.000338477-0.000253962j -0.000697159-0.00115457j 0.000248777+0.00156797j 0.000360908-0.000520985j 0.000480973-0.000976357j -0.000388561+0.000381614j -0.0025752-0.00530817j 0.010659-0.000187642j 0.0125081-0.00457039j 0.0140547+0.00121938j 0.00189484+0.00100594j 0.00441946-0.0108272j 0.00916084-0.00138789j -0.00117827+0.00163655j -0.00088414+0.000223897j 0.00413658-0.000593475j 0.00136146-0.00527928j -0.00225025-0.00221503j 0.00225838+0.00345322j 0.00204619-8.45586e-05j 0.00105741+0.00429274j -0.00289856+2.22365e-05j 0.000888574-0.00548943j -0.00104228-0.0049724j -0.000978635-0.00140371j -0.000257509+0.00197439j 0.0016332+0.00126739j -3.20281e-05-0.000916218j 0.000560094+0.00176725j -0.00182424-0.000335328j 0.000595278-1.49112e-05j 0.000401721+0.000318294j -0.00168153+0.00106224j 0.000604407-0.000938055j 0.00036791-0.000780833j 0.00215606+0.000738409j -0.000615414-0.00215372j 0.0011488-0.0012897j 0.000202335-0.00092729j 0.000122823-0.000635983j 0.000715332-0.00115037j -0.000194264-0.000756918j -0.00140439-0.00175284j 0.00134561-0.000243161j 8.00816e-05-0.000176313j -0.000236504-0.000698772j -0.000447825-0.000492363j 0.00032786-0.00034917j -0.000138789-0.000255643j -0.000189891+0.000184032j -0.000367436+0.000398475j -4.77077e-05+3.14457e-05j 
-0.000901257-0.000295243j -0.00290822+0.0017539j 0.00305213+0.00173077j 0.000490991-0.000466544j -0.000779844+0.000338807j -0.000483943-0.000831787j -0.000247078+0.00807192j -0.0145271-0.000977178j -0.00505855-0.0137959j -0.00310953-0.00963972j -0.00441165-0.00377441j 0.0068966-0.00856775j -0.0054246-0.00401765j -0.00082831+0.00407506j -0.00501524+0.00544548j -4.34015e-05-0.00102721j 0.00195651-0.00252858j -0.00243347+0.000629795j 0.000325132+0.00172648j 0.0017165+0.0020555j -0.00254789+0.00132046j -0.00127549+0.00197716j 0.00250021-0.00080494j -0.000216138+0.00317946j -0.000717091+0.00473181j -0.00111588-0.0027584j 0.00412676+0.000559451j 0.000937658+0.00385273j -0.000332466+0.00261431j 0.00230072+0.00127279j 0.00173254-0.00378129j -0.000520005-0.000192478j 0.000908742+0.00312218j -0.000516549-0.00291494j -0.000581513+0.00041552j 0.00146209-0.00284962j 0.00265018-0.00043527j -0.000106884+0.000180759j -0.000487222+0.000486184j -0.00143093-0.00206577j 0.00063575+0.00145606j 0.00103469-0.000771009j -0.000914459+0.00202998j 4.17849e-05+0.000565637j -0.000188949-0.000295948j -0.000517006+0.000704433j -0.000902803+3.01509e-05j 0.00102492+0.000435281j -0.00127517+5.9025e-05j 0.000675651-0.000549421j -0.000285509-0.000651945j -0.000304872-0.000101944j 
6.38945e-05-0.000857806j -0.0012959-0.00290219j 0.000250864+0.00191535j 0.000306789+0.000777897j -0.000289862-0.00161957j 0.000871574+0.00166729j -0.00603068-0.00497768j 0.00298092-0.0194078j 0.00580253-0.00801649j 0.00467948-0.0092677j 0.00362809-0.00669601j -0.00423154+0.00347j 0.00490341-0.00857071j 0.000314969+0.000241626j 0.00144341-0.00484605j -0.0003154-0.00497124j -0.00181798+0.00162469j -0.000207195-0.00258305j 0.0019622-0.00236202j -0.00255384+7.06724e-05j 0.00230423-0.00526969j -0.00175742+0.000926011j -0.0029516+0.00035161j -0.00112067-0.00115855j -0.000902873-0.00279259j 0.00416004-7.00898e-05j -0.00193351+0.00157032j -0.00160317+0.00155349j 0.000881266-0.00481889j -0.00162655+0.00341355j 0.000874775+0.00246856j -0.00131294+0.000833368j -0.00057758+0.00380744j 0.00375172+0.000434581j -0.000738151-1.99581e-05j 0.000345404-0.00162926j 0.000653072+0.00600879j -0.00130776-0.000906662j -0.000966971-0.000258857j 0.00135815-0.000360087j -0.00206051+0.00103162j -4.26012e-05-0.000217835j -0.00251561+0.00193581j -0.00153744-0.000821003j -0.000642134+1.90048e-05j -5.30191e-05-0.000284325j -0.000494296+0.00027033j -0.00101965+0.000211098j -0.00126211+6.98156e-05j 0.00138434+0.000156425j 0.000563444-0.000359976j -0.000305388-8.0712e-05j 
-0.000210646-0.000227123j -0.000431594-0.000783759j 7.45916e-06+0.000869509j -3.01157e-05-8.14361e-07j 5.04598e-05-0.000991589j -0.000400345+0.00131874j -6.73385e-05+0.00318496j -0.00169153-0.00261166j 0.00125325+0.00128171j -0.000164419-0.000813976j -0.00150064-0.0016446j -0.000406676+0.00266121j 0.000565147+0.000877815j -0.00105483-0.000847744j 0.00136514+0.000469897j -0.00194698+0.00138062j -3.45778e-06+0.0011515j -0.000843645+0.00184181j -0.00170484-0.00163421j -0.000841088+0.00168665j 0.000641646+0.000792064j 0.0031557-0.000785296j -0.00360735+0.00471039j -0.00135138+0.00221442j 0.00187915+0.00301444j -0.00660973-0.00580902j 0.00171844-0.00140779j -0.00118857+0.000528103j 0.000614938+0.00405755j 0.00209971+0.000154178j 0.00293286+6.63515e-05j 0.00268193+0.00137028j 0.00222593+0.000839937j 0.00369947+0.00199845j 0.000774077+0.000793123j -4.08131e-05-0.00058629j -0.00222379+0.00233578j 0.00121011+0.00206462j -0.00259272-0.000319564j -0.00568592-0.00231016j 0.00185615+0.00424358j -0.00226547-0.00311942j 0.00583843+0.00811472j 0.0014676-0.00631704j 0.0013341-0.00148158j -0.000874627+0.000363264j -7.95075e-05-0.000151087j 0.00106546-0.000795527j 0.00157201-0.000892993j -0.00160878+0.00241185j 0.00140952+0.00146937j 0.000708412-0.000474972j 
-0.000248526-0.000169193j 0.000980441+0.000261273j 0.000143481+0.000965077j -0.000252123+0.000200527j 0.000148656-0.000968267j -0.000990782+0.001338j -0.000336411+0.000174761j 0.00237754-0.00115713j -0.00247922+0.000794716j 8.43604e-05+0.000882532j 9.5511e-05+0.00085278j 0.000715065-0.00276224j -0.00146651+0.00016987j 0.00161289+0.000172608j -0.00129227-0.000691385j -0.000313751-0.00182839j 0.000919754-0.00122695j -0.000267495+0.000343345j -0.000338568-0.00055127j 5.29245e-05-0.00400132j -0.0037984+0.00254227j 0.000716757-0.00234417j 0.00111252-0.00200895j -0.00402254-0.00071582j -0.00202226+0.00128104j -0.00168407-0.00104189j -0.00704953-0.000567235j 0.00276799+0.00390262j -0.00124815-0.00376242j -1.72118e-05-0.000946133j -0.00253378-0.00257258j -0.00370283-0.00181882j -0.00158701-0.00114166j -0.00328831-0.00207548j 0.000133772-0.000106995j -0.000505327-0.000612048j 0.00324608-0.000756537j -0.00206511-0.000494635j 0.00312762+0.00213462j 0.0053936+0.00340512j -0.000886584-0.00360505j 0.00370112+0.0043726j -0.006246-0.00630721j -0.00283633+0.00800625j -0.00216561+0.00224044j 0.000502429+0.000565128j -0.000420734-0.000124753j -0.000694771+0.00167109j -0.00272467+0.00207093j 0.0025674-0.00350785j -0.00165661-0.00247306j -0.00102358+0.00072238j 
-0.000245548-0.000319124j 0.000459125+0.000380962j 1.91966e-05+0.000681808j -0.000405677-0.000424112j -5.52421e-05-7.73283e-05j -0.000336254-0.000465082j 0.00140299+0.00191495j -0.000538264+8.60212e-05j -0.00125893-0.000799676j -0.00081911-0.00242953j -0.00235909-0.0010982j 0.000641035-0.000665144j 0.000327523-0.000595452j 0.00118264-0.000768115j -0.00305528+0.000293955j -0.000810252-0.000155885j -0.000488512+0.000928226j 0.000246156+0.00187554j 0.00143164-0.00045188j -0.00101813-0.000509945j -0.00553506-0.00249311j -0.00140253+0.00278522j -0.000384707+0.00151364j 0.00484429+0.00304035j -0.000811957+0.00177909j 0.00234575-0.000517827j -0.00210268-0.00451033j 0.000495884-0.00187664j -0.000896719+0.00570881j -0.000806879-0.00104942j 0.00125349+0.000636223j 0.00293913-0.00321915j -0.0019425+0.000271553j -0.00425852-0.00125882j -0.0013907-0.000559697j 0.00134863-0.00129681j -0.00495912-0.00098768j 0.000198781-0.000652109j -1.22066e-05+0.00247851j 0.00497921+0.00665061j -0.000231406-0.00307204j 0.000263699+0.000568416j -0.00210417-0.00859076j 0.00115144+0.00468704j 0.00110329-0.000683623j -0.000766922+0.000950696j -0.000836605+0.000422397j 0.000493098+0.00139253j 0.00383116-0.00343699j 0.00011583+0.00094314j 0.000781801-0.000968358j 0.00105649-0.000980775j 
