-0.020778+0.0013427j -0.030134+0.00182576j 0.00497618+0.00555181j -0.00333961+0.00172437j 0.000334283+0.00170453j 0.00161848+0.00312409j 0.000209744+0.00180623j -0.000826399+0.00240828j -0.00240875-0.0059971j -0.0014004+0.00057897j -0.00158591-0.00381164j 4.81944e-05-0.00193172j -0.000583996+0.000687479j 0.000614518+0.000806377j 0.0001331+0.00423925j -0.00105041-0.0054304j 0.0020734+0.00220511j 0.000755188-0.000805786j 0.00171265+0.00180864j 0.000377419-0.000694541j 8.34316e-05-6.02198e-05j -2.89167e-05+0.000894358j -0.000617457-0.00077412j -0.000124286-0.00101372j 0.000271646-0.001409j 6.77022e-06-0.00108327j 0.000689757+0.00140706j 0.000309422-4.66209e-05j -0.000341144+0.00122365j -0.000496891-0.000918683j -0.000678166-0.0016376j -0.0008317+0.000431022j 0.000178717+0.000213278j 0.000491925+0.000171184j -7.14298e-06+0.000845514j -0.000271795-0.000780722j -6.41288e-05-0.00164611j -4.65077e-05+0.000586759j -2.6363e-05+0.00249738j 0.000250322+0.000643304j 4.29807e-05-0.00308568j 0.00239033-0.00183646j 0.000201101+0.000745298j 0.000604224-0.000310486j 0.00091477+0.000376813j -0.000957257+0.00106452j 0.000477836-0.00032322j -7.7579e-05-2.52946e-05j -0.000313108+0.000169219j 0.000510331-2.54671e-05j -3.57831e-05+2.58404e-05j 0.000316504+0.000148726j -0.000436293+0.00111855j 0.000121126-0.000568609j -0.00114787+0.000152717j 0.000389184-0.00033115j 0.000325197-0.00019864j 0.00105698+0.00104497j 0.000687137-0.0010213j 0.0025914+0.000690201j -0.000110407-0.00106201j -0.000250239-0.000535438j 0.000844988+9.88951e-06j -0.00014131+2.16999e-05j -8.8e-05-0.000152219j -0.000456964-0.000625322j 0.000555477+0.00132503j 0.00127091-0.000656409j 0.000342662+0.000635584j -0.00020592-3.51482e-05j 
-0.000765207-0.000541928j -0.00108502-0.000154813j -0.00229764-0.00121355j 0.00376828+0.00019339j -0.000686233+0.000183669j 0.00100376-0.000523047j -0.000344217+0.000315916j 0.00134626+8.47788e-05j 0.00176219+0.000141008j 0.00174705+0.00163575j -0.000330127+0.000547943j 0.000330969-0.000449598j -0.000812249-0.000896786j -0.000962567+0.000684032j -0.0013574+0.000478755j 0.000898381-0.00212164j 0.00241323-0.00199109j -0.0143701-0.00677447j 0.000692397-0.00113742j 0.00427181+0.00114454j 0.00773931+0.0126023j -0.00194374-0.000251267j -0.000537378-0.000901548j -0.00309047+0.00102041j -0.00165218-0.00121282j 0.00303603+0.00107483j 0.000351026+0.00095209j 0.00131306+0.00260896j -0.000185653+0.00130235j -0.000267713+0.000223839j -0.00183716-0.00191153j -0.00177048+0.000636131j 0.0017338+0.00179817j -0.000416231+0.000211252j -6.6566e-05+0.00132267j 0.000679633+0.00176405j -0.00074641+0.00138293j -0.00221387+0.00315945j -0.00100782-0.00145709j -0.00218153+0.00228993j 0.000426809+0.0042626j -0.00246609-0.00205195j -0.0036667-0.00416237j -0.00346886+0.00272128j -0.000927483-0.000745049j 0.00362213-0.00235258j -0.0013012-0.00126213j -0.000478383+0.000732757j -0.000452173+0.00221816j 0.00140257-0.00465798j -0.00011598+0.000121978j -0.00506775+0.00491495j -0.00277603+0.00335444j 0.00321912-0.00363583j 0.00158425-0.00163006j -0.000356168-0.000824404j -0.000776747+0.000169718j -0.00224773-0.00125178j -0.00064537-0.000444036j 0.00270606+0.000357207j 0.000502634+0.00211662j -0.000129613-0.0017743j 0.000517437+1.91277e-05j -5.33924e-05-0.000340599j -0.000261103+0.000249128j 0.00258304+0.000121185j 0.000303788+5.11516e-05j 0.00178445+0.0012438j -0.000340562-0.000190337j -0.00078364+0.000131288j 
0.000487989-0.000697262j 0.000168549-0.000137013j 0.000456285+0.000160352j -7.20988e-05+0.000389139j 7.21948e-06+0.00172147j 0.000290819-0.000398296j 0.000799298+2.05565e-05j 0.000289428+0.000653631j 0.000237851+0.000317691j 0.000175917+1.80364e-05j 0.000632449-0.000181537j 0.000365255-0.000266635j -3.61779e-05-0.000281715j -0.000423661-0.000323593j -0.000565361+0.000534559j -0.000406312-0.000604651j 0.00203186-0.001385j 0.0016565+0.00154704j 0.000536693+0.00688571j -0.000250553-0.000607374j -0.000493488-0.0013659j 0.000280887+0.00394295j 0.000883043+0.000956899j 0.000463941+0.00233314j -0.000285849+0.00443772j 0.000839376+7.67335e-05j -0.00284074+0.0030609j 0.00252699-0.00155254j -0.00102382+0.000262795j 0.00155671+0.00160488j -0.000177469+0.00159014j 0.00421389-0.00128331j -0.000609085-0.00102715j -0.000126346-0.000751963j 0.00178251-0.000791494j 0.00169228-0.00041852j -0.000517467+0.00213427j -0.00168755+0.000632791j -0.00170889-0.00137296j -0.000267458+0.00119493j 0.00234997+0.000656792j -0.00055776+0.000899869j -0.0061409-0.0043635j 0.000915905+0.00242072j 0.000735185-0.0120318j -0.00498522+0.00491036j 0.000483395-0.00208923j 0.00168016-0.000650807j -0.000401063+0.00519003j 0.00190062-0.00917463j -0.000114146-0.00010738j -0.00667988+0.0132229j 0.00277556-0.000124191j -0.00339921-0.00181319j 0.00276763+0.00119576j 0.00564652-0.00648264j 0.00324022-0.00255199j 0.00835479-0.00411575j -0.00852642+0.0031777j 0.000599217+0.00139618j 0.00115274+0.00190352j 1.3301e-05-0.00317721j 0.00213602-0.000395433j 0.000203079+0.000647422j -0.000656482-0.000347413j -0.000432531+0.00218201j 0.00525122+0.000804276j 0.00187927+0.000287973j 0.000244486+0.000441976j -0.000935678-0.000536195j 
-0.000367221+0.000753361j 0.000441112+0.000187786j 0.000734016+0.00172695j 0.00202456-0.00199984j 0.00173067+0.000781026j -0.000246437-0.000977224j -0.00149517-0.0010425j -8.55865e-05-0.000650293j -0.000191892-0.000548549j 7.53841e-05-0.000660031j 0.000275734+0.000394179j 0.000777211-0.000283028j -0.000555301+0.000448346j 0.000783715+0.000239394j -0.000316958+0.000938113j -0.00108612+0.000138204j -0.000532598+0.00118537j -0.000600923+0.00480669j -0.00103078+4.1063e-05j 0.00625847+0.000665907j 0.00254489-0.00169013j 0.00207082-0.00118522j -0.00377718-0.00182783j -0.00224101+0.00147851j -0.00123028-0.000159092j -0.00291314-0.00100637j 0.00205204+0.00168821j 0.00116977-0.000213715j -0.00222645-0.00140372j 0.000600854+0.000974502j 0.00101025+0.000946817j 0.00230027+0.000121468j 0.00118679+0.00161368j -0.00110909-0.000149813j 0.00110884+0.000221308j 0.000928993+0.00129035j -0.00125302+0.000677221j 0.000835897-0.000372652j -0.000924649-0.000491691j 9.5288e-05-0.00112293j 0.00143156-0.000999748j -0.00113407+0.000616957j 0.000586368+0.00201139j -0.000279246-0.00104767j -0.00076016-0.00238309j 4.09673e-05+0.00207435j -0.00188275-0.000807101j 0.000169119+0.000933237j 0.00135561-0.0010535j 0.00243559-0.00058923j 5.65736e-05-5.9363e-05j -0.00138639-0.00243864j -0.000208157-0.0020916j -0.000208257+0.000857732j 0.000293213-0.00125568j 0.00328743+0.000281925j 0.000669852-0.000364846j -0.00128533-0.0028349j -0.00298419-0.000502453j 0.00150847+0.00308536j 1.78606e-05-0.00274922j -0.000287854-0.000476312j 0.00022684-0.000229247j 4.71363e-05+0.000578452j 0.000119647-0.00055766j -0.000918416-0.000659623j 0.000115351+0.000224251j -0.000339433-0.000618673j 0.000277857+0.000153626j 0.000585684+0.00030241j 
-0.00102981+0.000365219j -0.000452465+0.00101211j -0.00161797+0.00491743j 0.00191668-7.3113e-05j -0.000185651+0.000223089j 0.0004943-0.00145103j 0.000550598-0.00089104j 0.000554498-0.000133117j 0.00037223-0.00133887j 0.00143846-0.000529401j -3.20231e-05-0.000406401j -0.00073618+0.000557092j -0.000274736+0.000368338j -0.000436538+0.00177896j 0.000744565+0.000112065j -0.000738667+0.000200115j -0.00412579+0.00153665j -0.00506308+0.00781381j 0.000464761+0.000463758j -0.0017562+0.00314292j 0.00694167-0.00332372j -0.00189529-0.00225402j 0.00128678-0.000740736j 0.00314548-0.000456854j 0.000361947+0.00126751j 0.00174477+0.00139482j -0.00132367+0.000691047j 0.00154542-0.00160739j 0.00338291+1.67971e-05j 4.17485e-05-0.000215046j -0.000825378+0.000136719j 0.000862085-0.00152036j -0.00148478-0.000374745j 0.000406149-0.00155644j -6.92458e-05-0.000780968j -0.000704913-0.00103746j 0.0010942-0.000188422j 0.0022105-0.00234058j 0.000832141-0.000297897j 0.00236667-0.00379556j 0.0005777-0.00234949j 0.00298724-0.00163512j 0.00555616-0.00136149j -0.00143565+0.00158817j -0.00102241-0.00587579j 0.00122431+0.0057025j -0.000806706+0.000714609j 0.000135551-0.00125914j -0.0021193-0.00392139j 0.00298141+0.000141876j -2.94183e-05+2.22223e-06j 0.0011409-0.0101305j -0.000175846-0.00523852j -0.001364+0.00688373j -0.000819166-8.09027e-05j 0.00666194+0.00128143j 0.00191351-0.000519443j 0.00461775-0.00240423j 0.00122002+0.00202948j -0.00564739+0.00286211j -0.00240676-0.0025246j 0.00416267+0.00398221j -0.00287228-8.92689e-05j 0.000530785+0.000124669j -2.13283e-05+0.000272414j -0.00454864+0.00453393j -0.00120465+0.00024604j -0.00512459+0.000750673j -0.000814805-0.000337392j 0.00170955-0.00195921j 
0.000482199-0.00106384j -0.000806225-0.000246492j -0.00207201-0.00098982j -0.00168799+0.00231161j -0.00224232-0.000964964j 0.000391251+0.000854981j 0.00227838+0.00113073j -0.000210142+0.000681632j 0.00112036+0.000686527j -0.0002331+0.00109124j -0.000249565-6.59324e-05j -0.000818147-6.05887e-05j 0.00024626-0.000304503j -0.00149616-0.000354102j -0.000381834-0.000231231j 0.000836274-0.000391559j 0.00160232-5.53412e-05j -0.00151142-0.0049022j 0.00248286-0.00198172j -0.00358652-0.000953941j -0.00224743+0.00470454j -0.000631222-9.19558e-05j 0.00293067+4.38729e-05j -0.00237382+0.00108726j -0.00104511-0.000205985j 0.00212633+0.00195928j -0.00457157+0.000700531j 0.000579588+0.00167223j 0.000751744+0.000910366j -0.00042894-0.00124396j -0.000790965-0.00295896j -0.00087722-0.00175352j 0.00309944+0.00244615j 0.00119051+0.00154928j -0.0013926-2.40023e-07j 0.000377671+0.00172776j 0.00231244+0.00206368j -0.00129775-0.000235457j -0.0005152-0.00139286j 0.000229945+0.000306309j 0.00114565+0.00149781j -0.0020592+0.00101789j -0.000748892-0.00366441j -0.00202146-0.000540619j -0.000331622+0.000971769j 0.00391188-0.000676519j -0.00363134-0.001057j -0.000495746-0.000209312j -0.00251703+0.00181956j -0.000120415-0.00217552j -7.80399e-05+6.88361e-05j -0.000333818+0.00149888j -0.00137075+0.00255143j 0.00202344-0.000829481j 0.000690418+0.000547024j 0.00223504-0.00389711j -0.000258474-0.000731632j -0.00342564-0.00176881j -0.00214038-0.000954335j 0.00526258-0.00161986j -0.00308068-0.000660989j -0.0024102-0.000654481j 0.000152826-0.00104004j -0.000256459-0.000641812j -0.00032522+0.000750204j -0.000655523+0.00111803j 0.000851079+0.000981981j -0.00100885-0.000196849j 0.000655582-0.00117142j 0.000588815-0.000164797j 
-0.000299476+0.000563281j -9.62229e-05+0.000152924j -0.00143887-0.0005537j 0.000384003-0.000718231j 0.000834611-5.6989e-05j 7.27993e-05+0.000372728j -0.000581497+0.000529297j 0.000547579-4.94884e-05j -0.000104717+0.000341107j 0.000851659-0.00050078j -0.000148142-0.000156765j 0.000123962+8.2272e-05j -0.000514836-8.6974e-05j 0.000265154-0.000361857j -0.000210701-0.000553527j -0.000180553+0.000193666j 0.000998797+0.00171776j -0.00340017+0.000366177j 0.000490967+0.000510499j 0.00123079-0.00123024j 0.00412084+0.000992648j 0.00128351+0.00183685j 0.000267971+0.000122924j -0.00138829-0.00178887j 0.000250047-0.00156125j -1.96939e-06+0.000296345j 0.000993098-0.000971932j -0.000280381+0.00124739j 0.000401607-0.000109542j 1.7545e-05+1.29447e-05j 0.000631989+0.000128787j -0.000612056+0.00110214j -0.00100458+0.00128059j -0.000443768+3.11044e-05j 0.000149788+0.000679584j -0.00119819+0.00110434j -0.000962319+0.000843952j 0.00190075-0.000392422j 0.00100383-0.000641608j 0.00159533+0.00105173j -0.000441414+0.00136072j -0.000391537-0.00164163j 0.002216-0.00548698j 0.00387529+0.00691895j -0.00186359+0.000753121j 0.00281155-0.00291368j 0.00556863-0.00384902j -0.000635535+0.000478933j -0.000279513+0.00228363j 0.00291823-0.00189772j 6.53678e-05-2.43742e-05j 0.00251239+0.00610451j -0.0020436+0.0013861j -0.000811445-0.00455652j -0.00211162-4.02649e-07j 0.00227641+0.00263768j 0.000451898+0.000674723j 0.002839+0.00125098j 0.00586161-6.16787e-05j -0.00511729+0.000331949j -0.00212708-0.00161163j 0.00878948-0.00144925j -0.00404898-0.000667354j 0.000616052+0.000244654j 6.83168e-05-0.000131969j 0.0027852+0.00768212j -6.15962e-05+0.00323112j 0.00200523+0.00216215j -0.000343269+0.00618675j -0.00341949-0.00465686j 
4.21132e-05-0.000289271j -1.27598e-05+0.000194875j -0.00127748+0.00186903j 0.000412557+0.000252408j 0.000760179+0.000167857j 0.000300412+0.000100026j -0.000122693-0.000172341j 0.000116555-0.000175802j -0.000350069-1.58369e-05j 7.67414e-05+0.000232456j -9.7286e-05-6.70897e-05j -6.17892e-05-0.000471462j 0.000145752+0.000151334j 0.000398702-4.57391e-05j 0.000300524+0.00106534j -1.28336e-05-0.000541246j 0.000213863-0.00184332j -0.000710724+0.00131199j -3.96224e-06-0.00121973j 0.00056649+0.00121882j 0.00238606+0.00091367j 0.00108432-0.00164154j 0.00137203-0.00103302j -0.000471288+0.00220788j -0.000147041-4.80513e-05j -0.00259542+0.000739793j -0.000435722+0.00175178j -0.000384526+0.000774537j -0.000286736+0.00108796j -0.000196846-0.000421369j -0.000447796-0.00110725j -1.57556e-05-0.00104991j 0.00223041+0.000461146j 0.00131426+6.59493e-05j 0.000480392-0.000473814j 0.00033747+0.00190927j 0.00104293+0.00265601j 0.00157911-0.000905574j -0.000115764-0.00102962j 0.00182082-0.00210298j 0.00181352-0.00264931j 0.000355149+0.00490167j 0.000432713-0.000939476j 0.00237754-0.000284957j -0.000775963+0.00142316j -0.000166646-0.00398235j 0.000297439+0.000259758j -0.000170725+0.000465651j 0.000135885+0.0020391j 0.0013115-0.00437841j 3.61993e-05+2.09971e-05j -8.23398e-07+0.000475517j -0.00145222+0.00221571j 0.000481438-0.000440159j -0.000974536-0.000196026j 0.00395159-0.00684733j 0.00034626-0.00053974j -0.00431338+0.00571224j -0.00262369+0.00625868j 0.00385866-0.00708829j -0.0126565+0.00091476j 0.00267378-0.000450348j -0.00331239+0.000573698j 0.000651778-8.83675e-05j -0.000493943+7.24743e-05j 0.00297113+0.00495493j 0.00417594+0.0015491j -0.00058163-0.000438916j 0.00358416+0.00265499j -0.00358204-0.0025308j 
1.83065e-05+0.00174859j 0.000394417+0.000461311j 0.00148663+0.00107911j -0.000399169-0.00232126j 0.000439322-0.000633779j -0.000504544+0.0005083j -0.000943506+0.00109942j -2.72604e-05-0.000152866j -0.0001371-0.000466226j 0.000205607-0.00122986j 5.85522e-05-0.000388903j 0.00029081+0.000330232j -0.000324914+0.000627471j 0.000770918-0.000298115j -4.24e-05-0.00090082j -7.42645e-05+0.00107263j -0.000972616+0.00673072j -0.000151267+0.00373124j -0.000530733-0.000352885j -0.000326573-0.000875849j 0.00144788-0.00333743j 5.20911e-05+4.9064e-05j -0.00234063-0.000167898j -0.000453776-0.00223221j -0.000388278-0.00191984j 0.00317451+0.00137648j 0.00132999-0.00152089j 0.00118316+0.00143091j 0.00135312-0.00105118j -0.000261222-6.37377e-05j 0.00100353-0.000657801j -0.000344012+0.000249571j -0.00146908+0.00297663j -0.00135961+0.000362766j -0.000698054+7.87487e-05j -0.000663293+0.00222305j -0.000199029+0.0016092j -0.000264129-0.00300375j 0.00125182-0.00163079j -0.000135127-0.00145376j -0.00262983+0.0011446j 0.000739375-0.00243081j -0.000778298-0.00648268j -0.00108481+0.0140922j 0.00107699+0.000752046j 0.00373824-0.00426203j -0.00825623+0.00474904j -0.000655442+0.000770531j -0.00166064+0.000751126j 0.00389083-0.00204003j -3.72061e-05-2.62649e-05j 0.0047712-0.00498792j -0.00397506+0.00232221j -0.00351886+0.00102558j -0.00116682+0.00152294j 0.00810455-0.00311761j 0.000641418+3.28513e-05j -0.00209267+0.000621161j 0.00189997-0.00472214j 0.00164902+0.00523763j 0.00364986-0.00360912j -0.00196193-0.000916955j -0.00105113+0.0016629j 0.000212319+0.000130754j 0.000370438-0.000729467j -0.00352134-0.00261512j -0.00455873+0.00135705j -0.00309235+0.000292034j -0.00142658-0.00269921j 0.00359403+0.00113774j 
0.000361635+0.000788952j 0.000115248-0.000309733j -0.00024669-0.00245458j -0.00220179-0.00142734j 0.00058806-0.000975325j 8.2083e-06+0.000563203j 0.000258533+0.00157446j -0.000295354+1.9261e-05j 0.000122909-0.000356975j -0.000896549-0.000275187j 0.000317259+0.00011231j 0.000208174-0.000318176j 8.01172e-05+0.000140868j -0.000308544-0.000943138j 0.000184752-0.000399486j -0.000256406+0.000340025j 0.000344515+0.00367345j 0.00519176-0.00232244j 0.000412788+0.000702234j -0.00244601-0.00311394j -0.00289441-0.00202745j 0.00315756-9.73245e-05j 0.00137908-0.00168302j 0.000132146-0.00110468j 0.00133936-0.000738429j 0.000524965+0.00207977j -0.000743608-0.000249718j 0.000428872+0.00202644j -0.000326184+0.00044362j 0.0011421+0.000616179j 0.000773523-0.000196067j 0.00200507-0.000550598j -0.00190679+0.00222185j -9.73505e-05+0.00137714j -0.000329703+0.000735244j -0.000294983-4.58475e-05j -0.000397556-0.000360319j -4.27406e-05-0.00150395j 0.00126605+0.000812536j 0.00176228+0.00133407j 0.000289006+0.000191064j 0.002803+0.0013278j 0.00131333-0.00147332j 0.00270194+0.00632461j 0.0031048-0.000353224j 0.00201216-0.00603835j 0.00110791-0.000869374j 2.07874e-05+0.000328235j -0.0028008+0.00180264j 0.00254302-0.00204797j 0.000139276-0.000133956j 0.0064491+0.00440803j 0.00377723+0.00141625j -0.0014307-0.00218743j -0.00203395+0.00220501j -0.000861175+0.00103384j 0.000137175+0.000694136j -0.00120118+0.00431014j -0.000697572+0.000168463j -0.00456619-0.00333483j -0.00106482+0.00055723j 0.00316812-0.00292972j -0.00288526+3.96986e-05j 0.000641813-0.000285775j 4.33511e-05+0.000282573j 0.00398237+0.000481602j 0.000467582-0.000656056j 0.000829806-0.000944304j 0.00182125+0.00280804j -0.0027856-0.000322948j 
-0.000497098+0.000656859j -5.12956e-05+0.000465887j 0.000153354+0.00030977j 0.000673889+0.000209729j 5.9801e-05-6.99832e-06j -4.93032e-05-4.58559e-05j -0.000467241-0.000215891j 0.000202047-0.000227346j 0.000340829-0.000578039j 0.000658577-0.000521878j 0.000212801-0.000188137j 0.000269039-0.000442993j -0.000451574-0.000142025j 2.4039e-05+0.000719447j -0.000329887-3.64474e-05j -0.000452563+0.000534854j 0.000782568-0.00064704j -0.00095267+0.0011889j -0.000375085-0.000774155j 0.000972368-0.0011425j 0.00207751-6.96626e-05j -0.00134829-0.000462761j -0.000243453-0.00272073j 2.35609e-05-0.00121344j -6.2559e-05-0.00216694j -0.000355276-0.00292892j 0.000471464-0.0002091j 0.000960776-0.000253649j 0.000783619+0.00283922j 0.000555198+5.40562e-06j -0.000531143-0.00033642j -0.000361132+0.000710112j -0.000604946+0.0033317j 0.000498632+0.000951325j 0.00032947+0.00106674j -0.000817092-0.00186185j -0.00166893-0.000872991j -0.000576352-2.69409e-05j 9.54542e-05+0.00361979j 0.000172479+0.000496451j 0.000276458-0.0015976j 0.00055253-0.000562443j 0.000120856+0.000803096j 8.33328e-06-0.00253175j -7.6548e-05-0.00260819j 0.00167966-0.00999305j -0.000835548-0.000527287j 0.000265186-0.00078243j -0.000781079+0.000140134j 0.00396206-0.0049701j 3.83737e-05-9.78082e-05j -0.00261512+0.000595235j -0.00125741-0.00345436j -0.00386777+0.00332025j -0.00174722+0.000696557j -0.00443213+0.00758958j -0.00111934+0.000786237j -0.00813599+0.00213618j -0.00784688+0.00266545j -0.00252704+0.00351424j -0.000405583-0.00247935j -0.00113221-0.000523357j -0.00147574+0.000277218j 0.00210346+0.000722811j -0.000881744-0.00166116j 0.00268517-0.00099899j -0.00305945-0.000885571j 6.6816e-05+0.00192671j -0.000188767+0.000388172j -3.77956e-05-7.66132e-05j 
-0.000598399+0.000132334j 7.88218e-06+0.000433277j 0.000323746+0.0034662j 0.000880097+0.000260578j 0.000188812-0.00053215j 0.000211458-0.000482024j -5.27909e-05-0.000291606j 0.000113007-4.48468e-05j 4.5762e-06-0.000422185j 0.000527476+0.000224301j -8.05817e-05-7.78864e-05j -0.00037416+3.23242e-05j -2.40215e-05+2.91917e-05j -0.000325152+0.000604032j 0.000868166-0.00018267j -0.000928365+6.77649e-05j -0.0014718+0.000900109j -0.000595666+0.00345537j -0.00167372-0.00217835j 0.000895542+0.0023254j 0.00353702-0.00236629j -0.00193162-0.00307143j -0.000973569-0.00181743j 0.00257622+0.000656132j -4.72178e-05-6.26442e-06j 0.000822122+0.00163037j 0.00255703+0.000163096j 0.00172052-0.000692472j 0.00181736-6.29089e-05j -0.000815828-0.000240918j -0.00180112-0.000182662j -0.00209668+0.00039412j 0.000233328-0.00112006j 0.000979649-0.00161198j -0.000234566-0.000964186j 0.00194398-0.000530226j 0.00251989-0.0013018j 7.47748e-05-0.00254229j -0.00125681+0.00104041j -0.0004775-0.00416395j -0.00230687-0.0027507j 0.00584577+0.000211843j -2.48057e-05+0.00120638j 0.0029947-0.00398289j 0.000413633+0.00144357j -0.00366633-0.000927424j 0.000906981+0.00302854j 0.000378573+0.000234448j 0.000597018-0.000517462j -0.00532244+0.000637761j -0.000117794+5.84845e-05j 0.00149228-0.00628345j -0.00331968+0.00173519j -0.0103565+0.00564087j -0.00114261+0.000207223j -0.0101174-0.00287921j -0.0011591+0.000184575j 0.00345005+0.00576492j 0.00631787+0.00457043j -0.00837009-0.00566272j -0.00228283+0.00697406j -0.000479576+0.00423764j -0.00119629+0.00111074j 0.00146868-0.000340262j -0.00168451-0.000370191j -0.000479465+0.00232162j -0.000884323-0.0015215j -0.00389848+0.00259044j -0.000585633-0.00301041j 0.000410472-0.000525729j 
0.000123639+0.000499796j -2.14101e-05+0.00038722j -0.000488767+0.00213226j -5.84338e-05+9.22515e-05j -0.000244576-0.000353904j -0.000212512-0.000465375j 0.000329892-0.000771291j -0.000132827-0.000395641j 3.79655e-05-0.000214973j 0.000326414-0.000242662j 6.41003e-05-0.000118915j -0.00015249+0.000207451j -0.00030723+0.00024362j 0.000103583+0.000810852j -0.000386709-0.000291549j -0.000162566+0.000808004j 0.00160927+0.00170295j 0.000443873+0.00229563j 0.000113052-0.001101j 0.000427391+0.00206076j -0.000221235-0.00176266j -0.000643112-0.00286387j -0.000524354-0.000297116j -0.000275244-1.03023e-05j 0.000138113-0.000654095j 0.000619855-0.000570884j -0.0010093-0.00103342j -6.03287e-05-0.00120382j 3.70717e-05-0.000983119j 0.000293611-0.000510064j 0.000530922-0.000218119j 0.00109212-0.000266567j 0.000315574+0.00137686j -0.000593777-0.000241868j 0.000182691+0.000130315j -0.000812853-0.000457692j -0.000932006-0.000958733j -0.000854714-0.00153176j 0.000847544-6.57564e-05j 0.000472831-0.00269357j 0.000935696-0.000507724j -0.000464106-0.00252877j 0.00181176+0.0023579j 0.00092224-0.0081104j -0.00106397+0.000412073j -0.000360965+0.00319407j 0.000306971-0.00360925j -0.000285049-0.000463046j 0.0015606-0.00231738j 0.000844897+0.00575726j 5.78731e-05+4.30141e-05j 0.00584896-0.0113235j 0.00143776-0.00265647j 0.000670857+0.0101077j -0.000597726+0.000445556j 0.00345165+0.00878174j 0.000573534+0.000618059j 0.000955236-0.00499057j 0.00197074-0.00480654j -0.00308575+0.0086845j -0.00052345-0.00684027j 0.000888214+0.00162744j -0.00223109-0.000104283j -0.000466705+0.000351752j 0.00106974+0.000393279j -0.00099886+0.00259334j -0.00108598+0.00261292j -0.000712518+0.00068846j 0.000380759+0.00199127j -7.06227e-05-0.00160428j 
-0.000334639+0.000290809j 6.56303e-05+0.000257309j 0.000568663+0.000142119j 0.000549513-0.000506878j 0.000359056-5.29445e-05j 0.000197922+7.50861e-05j -0.000191445-0.000177781j 0.000142482-0.000218588j -0.000171743-0.000390111j 0.000481856-0.000404431j 5.19731e-05-0.000313399j -8.41981e-05-0.000163457j -0.000180366+0.00018202j 0.000382746-0.000547865j 0.000360109+0.000359522j -0.000194205-7.303e-05j -0.00122093-4.95708e-06j -0.000718993-0.000153533j -0.00113093-6.86081e-06j 0.000264173-0.00031425j 0.00156332+0.000495885j -0.000170734-0.000456663j -0.00125757-0.001087j 0.00140742-0.000178381j 0.000115381-0.00131258j 0.000289064+0.000151113j 0.00120989+0.000721967j -0.000155261+0.000888212j 0.00123272+0.000985947j -0.000280282-4.82659e-05j -0.000699728+0.000224602j -0.000529874-0.00045672j 0.00160116-0.000454947j -0.000312078-0.000210367j -0.000570696+0.000885061j 0.000470077+8.15108e-05j 0.00190797+1.02318e-05j -0.000296683+0.000407348j 0.000293824-0.000300039j -0.00101359+0.000393555j -0.000955857-0.00168036j 0.00271297+0.00102819j -0.000505584-0.000304507j 0.000122872+0.00224304j 0.000920908+0.000562185j -0.00229464-0.00574679j -0.0001677+0.00357475j 2.7314e-05-0.000201156j 0.00350536-0.000532943j -0.00159721-0.0039686j 0.000183491-0.000110229j 0.00297803+0.000831164j 0.00636679-0.002053j 0.00797785-0.00658046j -8.23168e-05+0.000290401j -0.00238189-0.00340114j -0.000559354-0.000201728j -0.00166512+0.00792019j 0.000428693+0.0054499j -0.00158641-0.00563017j -0.000253595+0.00525666j -0.0018318+0.00136401j -0.000494067+0.000973556j -0.00320807+0.00121202j 0.00413162+0.00110958j -0.000298429-0.00223143j -0.000698569-0.00144871j -0.00112443+0.00117113j -0.000849446-0.00247829j 0.000880221+0.000861471j 
