3.04955e-12+0.264863j 7.16843e-13+0.525127j -1.73702e-14-0.0585449j -1.82487e-14-0.318633j -3.87195e-14-0.378592j -2.25292e-14+0.158822j 1.93122e-14+0.250472j 4.12549e-15+0.0260441j -7.96806e-15-0.0740605j -7.1135e-15-0.0486447j -7.07107e-15-0.125204j -7.78851e-15-0.0595055j -2.20491e-15+0.0128283j -9.96934e-16+0.0184634j -6.39696e-15-0.0731579j 5.56223e-15+0.0171727j 8.99257e-15-0.0312457j 1.19767e-14-0.0161801j 3.1937e-15-0.0129803j 2.20605e-15+0.0389858j -2.05863e-15-0.0224347j -4.63917e-16-0.00821555j -5.98609e-16-0.0264075j -2.0977e-14-0.0219269j 2.96061e-15+0.0200337j 6.35239e-15+0.0113251j 1.86935e-15-0.0118715j -4.69367e-15+0.0138345j -1.11147e-15-0.031275j -6.34628e-15-0.0105556j -6.10543e-15+0.00507344j 1.54795e-14+0.0448441j 2.35044e-14+0.00979018j -2.52919e-14-0.00875025j 5.29156e-15+0.0377589j -2.27021e-15+0.0289912j 8.90685e-15+0.0334128j 1.03908e-14+0.0355776j -1.05634e-14+0.00774407j -4.60051e-15-0.0099343j -8.61138e-15-0.0517367j 7.90229e-15+0.0114746j -1.88628e-15-0.0113701j -1.20394e-15-0.00495052j -4.08157e-15-0.0137142j 3.59063e-15-0.0178283j -1.03002e-15+0.00301454j -2.29416e-15-0.00102589j 2.11965e-15+0.00744744j -9.75743e-15-0.0371875j 4.47047e-15-0.00186667j -6.81821e-15+0.0136993j -2.41871e-15-0.0154544j -1.47966e-15+0.00129802j -2.00865e-16+0.0410202j -4.37557e-16+0.0525877j -2.4496e-15+0.0130818j 2.21323e-15+0.012393j 1.04635e-14+0.0313811j -2.26989e-14+0.0175294j -4.1193e-15-0.0102721j -1.92632e-15-0.0370688j 3.31106e-15+0.053622j 2.66266e-15+0.00469074j -3.52915e-15-0.0104722j 2.21403e-15+0.0533104j 7.78084e-15+0.0800893j 4.7958e-16-0.00311132j -4.0215e-15-0.0287052j 1.2101e-15-0.0158316j -5.22651e-15-0.066223j -1.5455e-14-0.0888804j -1.26227e-15+0.0180934j 7.6592e-15+0.0929285j 2.38934e-15-0.0174664j -1.77796e-13-0.0418233j 7.57106e-13-0.113201j 
7.25995e-13+0.077202j 1.6083e-13+0.0598454j 2.0919e-15+0.0229366j 2.0367e-15+0.0913122j -1.77587e-15-0.0610664j 4.61815e-15-0.0390122j -3.14083e-15-0.144427j -2.01713e-15-0.0618892j 3.13364e-15+0.0876773j 4.09782e-16-0.0032659j -4.55615e-15-0.0746682j -2.42306e-15-0.172873j 1.20883e-15-0.0374898j 8.49392e-15-0.074563j -5.36205e-15-0.0150402j 6.88231e-15+0.0848348j -3.48788e-14+0.123519j 3.08894e-14-0.0150094j 1.91074e-14-0.0879188j -1.74631e-15+0.00042522j 2.51223e-16+0.0525796j 6.86453e-15+0.033132j -6.01194e-15-0.00139516j 1.91794e-14+0.0202212j -3.56934e-15-0.025681j 7.6198e-15+0.00612689j -2.90768e-15+0.025535j 7.99337e-15-0.00586426j -2.45569e-15+0.0579438j -8.66182e-15-0.0741338j -3.55698e-15+0.0306183j -3.98324e-15+0.0449447j -1.04715e-14-0.0277807j 5.41118e-14+0.0297j 1.73882e-15-0.00922356j 2.49634e-15-0.0129362j -4.96814e-15-0.0330637j 3.08851e-15+0.0798318j 1.59906e-15+0.0728679j 3.31333e-16-0.0347634j 6.30116e-15-0.00199718j -8.03328e-16-0.0111255j 4.12444e-16-0.0152613j -1.93377e-14-0.0239696j 2.06088e-15+0.0176536j 6.53056e-15+0.00389114j -2.74907e-16+0.0333359j 8.96471e-15+0.0449508j -2.99193e-15-0.0819251j 8.55403e-15+0.00778179j -5.75711e-15-0.025215j 2.21618e-14-0.0306037j -2.96276e-17+0.00160243j 1.94546e-15-0.029224j -8.57493e-16-0.0456795j 9.06504e-16+0.00473202j -3.05837e-15+0.028657j -3.68052e-16+0.0139712j 2.13551e-14+0.0740935j 8.77367e-15-0.0056222j -1.29986e-14-0.0472059j -1.3647e-16+0.0485541j -1.95454e-16-0.0200554j 2.93748e-15+0.107733j -1.4869e-15-0.0294359j 3.86683e-15+0.0259145j 2.5902e-15+0.108648j 1.47238e-14-0.108826j -2.55242e-15+0.011129j 5.32171e-15+0.0775764j -7.83474e-15-0.13744j -3.92042e-14-0.378461j 4.45742e-15+0.065848j -1.07288e-14-0.309088j -1.42324e-14-0.332178j -9.80356e-13+0.0718498j 4.36264e-12-0.578922j 
-3.55125e-13-0.0597212j -7.77747e-14+0.0702765j 6.51031e-16+0.11345j 2.23262e-15-0.10738j -1.68836e-15-0.00739807j -6.02487e-15+0.0655415j -2.13808e-15+0.0300451j -1.42407e-15-0.0931109j 2.0782e-15-0.0180232j -1.08533e-15+0.00276293j -1.31835e-16+0.0880667j 9.60238e-16+0.0179625j 2.44276e-15-0.183248j 7.86696e-15-0.0288961j 4.37735e-16-0.0250936j -1.08739e-14-0.0713917j -1.23659e-14+0.0344624j 7.39192e-14-0.103539j -1.62127e-14+0.124605j 4.44707e-15+0.0011239j 7.78247e-15+0.00108283j -5.75301e-15+0.0532798j -1.25329e-16-0.0260018j -1.01048e-14-0.00832468j 1.86974e-15-0.00154903j 2.58644e-14+0.0356118j 1.93563e-15+0.00479924j -4.03924e-16-0.0260898j -6.80831e-15+0.0192256j 3.49085e-15+0.0196194j 2.26557e-15+0.0325761j -2.09307e-15+0.0366676j -6.70656e-15-0.0177882j -1.02896e-14-0.00548081j 1.68672e-15-0.0174333j 2.35474e-15-0.00672177j -7.70321e-16+0.00717529j -7.53302e-15-0.0349095j 7.42484e-15-0.0217935j 8.18131e-15+0.0479921j 5.77831e-15+0.0254086j -5.99234e-15-0.0072895j -2.71854e-15+0.0250867j -2.60249e-15+0.00307447j -6.51553e-15-0.0824287j -3.15276e-15+0.0060889j 9.7071e-15-0.052327j -1.67701e-14-0.0739464j -8.49971e-16-0.0219189j -1.26807e-14-0.0389554j 7.0138e-15+0.00549141j -4.59462e-15+0.0124835j 8.8603e-16+0.0576473j 1.13238e-15+0.0168188j -5.9338e-15-0.00156333j -1.07656e-15+0.0752334j 6.33024e-15-0.0322374j -7.35427e-16-0.0477803j 8.22708e-15+0.0386165j 4.25301e-14-0.0296223j -1.82601e-14-0.0567776j 7.79464e-16-0.0699653j -2.92758e-15-0.066859j -1.40005e-15-0.0818489j 3.37725e-15+0.0227045j 4.57812e-15-0.0239666j -7.87169e-15-0.076921j 1.46635e-14-0.132662j 1.21251e-15-0.0112225j 3.47481e-15+0.11063j 9.58894e-16+0.321618j -3.69775e-15-0.141942j 5.01665e-15-0.254997j 3.16682e-15+0.308373j -7.05456e-15-0.328501j 7.01595e-14-0.609038j -3.49383e-13-0.0894012j 
8.32289e-14+0.00394896j 1.91336e-14+0.0287242j 5.19157e-16-0.143108j -9.70804e-16-0.0456649j -2.91318e-15-0.085587j 2.0825e-14-0.226519j 4.83676e-15+0.0565284j -2.90369e-15-0.160083j 2.62623e-15+0.052432j 9.36565e-16+0.00526422j -1.01119e-15-0.0837347j 4.14337e-15+0.095942j -2.53016e-15-0.0495425j 1.02071e-14-0.080115j 2.10683e-15+0.0690229j 7.48836e-15+0.0542413j 2.02878e-14-0.0531555j -1.18987e-13+0.164865j 9.02807e-15-0.13811j -1.57596e-15+0.0558882j 7.91079e-15-0.0497204j -8.40267e-15+0.0212095j -7.7834e-15+0.0271778j 8.18213e-14+0.0822373j -5.22153e-15-0.0614707j -2.11796e-15+0.000322646j 3.09294e-15+0.0353652j 9.17199e-16+0.0192733j 7.00132e-16+0.00101241j -8.83002e-16+0.0195668j -4.98554e-15-0.0501705j 1.06749e-14-0.00435469j 1.9054e-14+0.0195916j -4.07311e-14-0.0178113j -9.68863e-16+0.0384819j -5.68669e-15+0.0309816j 4.07903e-15+0.0093435j 3.13209e-15-0.0093303j -2.91385e-15-0.00789028j -2.86158e-16-0.00418581j -4.23387e-15-0.0303965j -6.33314e-16+0.00104765j 2.58593e-15+0.0378002j -1.24794e-14-0.00896496j 1.9785e-15-0.00865701j 1.37689e-14-0.0402677j -4.91453e-15+0.0658313j -4.91242e-15+0.0271558j -8.94826e-16-0.0248271j 1.46027e-14+0.0252607j -1.13911e-14-0.0441612j -6.11395e-15+0.0088476j -4.78753e-16+0.00206064j -2.0492e-17+0.000356567j 1.76093e-15+0.00721094j -3.09036e-15+0.0028007j -4.68098e-15+0.0326465j 3.86793e-15-0.0273565j -1.59114e-14-0.0571187j -5.29264e-14+0.0346921j 2.79586e-14+0.108261j -9.39053e-17+0.0025906j 1.50084e-15+0.0547176j -2.29361e-16+0.0139997j -1.24074e-15-0.0574561j -2.4725e-16+0.0104813j 3.87598e-15+0.0138179j -4.93646e-15+0.0133948j -6.44417e-15-0.165001j -1.75227e-15-0.145678j 2.87164e-15+0.172368j 5.02602e-15+0.0372298j 3.10975e-15-0.147611j 4.16683e-15+0.278647j -2.56275e-16-0.00801512j 2.86616e-13-0.113627j -1.28247e-12+0.148566j 
-6.37941e-13-0.0800723j -1.40571e-13+0.000217158j 4.39735e-15-0.0335841j -1.58318e-15+0.00612218j -7.93342e-15+0.204743j 5.59369e-15-0.0438456j 4.38806e-15-0.0849504j -1.08723e-15+0.10554j -6.69454e-15+0.161874j 1.46419e-15-0.0720443j 2.85674e-15-0.062878j -1.54028e-15-0.0266827j -1.60331e-15+0.0838537j 1.57683e-14-0.0949901j -9.09132e-15+0.0401001j 7.47499e-15+0.143223j -6.11091e-14+0.161025j 3.71479e-14-0.0236191j 7.13013e-15+0.0083601j 3.56281e-15-0.0527923j -2.19537e-15+0.0702509j 3.38199e-15+0.0289215j -7.92244e-15+0.0588494j 5.16526e-15+0.00913687j -8.20457e-16+0.0235043j -3.03024e-14-0.0710615j -1.44435e-14+0.0487076j 1.44915e-14-0.0237352j -9.5453e-15+0.0489263j 4.07931e-15-0.0521147j -4.07873e-15+0.0511819j -1.78952e-15+0.00585011j 3.2601e-15+0.00525363j 2.11796e-14+0.0111992j -6.478e-16-0.0127991j 1.5591e-16-0.013811j -3.05695e-15-0.0496177j 4.7617e-16+0.003815j 1.61758e-15-0.0106679j 3.07389e-16-0.047887j 1.99413e-15+0.0494676j -8.62432e-15-0.0394399j 1.06851e-15-0.00510498j -2.67845e-16-0.000363017j 4.37225e-16+0.0156286j -4.69199e-15+0.0219471j 6.72169e-16+0.00654335j 5.87492e-15+0.0259425j -4.17288e-16-0.00125876j 7.61483e-15+0.0237443j -4.04145e-15-0.00826899j 3.42098e-14-0.0527649j 1.95151e-15-0.0120879j 6.26715e-16+0.00859319j 5.90951e-15-0.0509615j 7.43832e-15-0.0597447j 1.47375e-15-0.00482859j 2.16848e-15-0.0278467j 1.10992e-14+0.0585857j 1.27834e-13-0.0829823j 8.65291e-15+0.0299036j -3.63842e-15+0.0793728j -7.25015e-17-0.0359704j -4.85076e-15+0.0758798j -6.67341e-16-0.0298765j 2.01471e-15-0.0840258j 3.83673e-15-0.000677508j -8.21912e-15+0.050512j 1.83663e-15-0.0267444j 4.31903e-16-0.0226345j 6.17799e-15-0.019665j 5.17867e-15+0.30769j 1.73384e-15-0.103524j -1.86701e-15+0.0890399j -1.13687e-14+0.277248j 4.17685e-13-0.0706628j -1.8755e-12+0.237138j 
-1.05738e-13+0.00612224j -2.26996e-14-0.0880267j 3.17848e-15-0.0975686j -1.96581e-15+0.0518413j -4.17055e-15+0.0275359j -1.48577e-14+0.136744j -1.64923e-15-0.0246714j -1.26478e-15-0.155099j -3.14167e-15+0.0246509j 1.14409e-15+0.0502851j 1.65047e-15+0.0397681j -6.00748e-16-0.0096072j 1.7191e-15-0.0940914j 1.01849e-14-0.0368008j -1.06131e-15-0.0803264j -7.48611e-15-0.0419744j -2.77546e-14+0.0452151j 1.0312e-13-0.129891j -4.23532e-15+0.042475j 5.02549e-15-0.0422072j 2.10944e-14-0.14259j -1.6536e-14+0.0036993j -1.2245e-15+0.0180778j -4.84223e-14-0.0408331j 1.7275e-15-0.0433889j 1.51397e-14+0.0200611j -3.56757e-17+0.0456081j 7.44575e-16-0.0178528j -9.67099e-15+0.00758181j 1.75974e-15-0.0151178j -1.83696e-15+0.0354625j 6.78397e-15+0.00543054j 1.77298e-14+0.0235137j -2.26306e-14-0.00999063j 8.93483e-16+0.000638963j -3.10115e-15+0.0223456j 1.02567e-15+0.00148806j 5.13826e-16-0.0175562j 1.29371e-15-0.000984219j 3.01971e-15+0.00595148j -4.1276e-16-0.0213085j 1.25641e-15+0.0104889j -3.92325e-15-0.0250818j 2.23591e-14+0.0173636j -4.97396e-16+0.00295434j 6.01283e-15-0.0276091j -1.06554e-15-0.0388419j 1.84287e-15-0.00176806j -7.69335e-16+0.00560769j -1.45089e-15-0.00264453j -8.63722e-17+0.00397537j -3.79242e-14+0.0577122j 1.60893e-15+0.0278583j -2.37886e-15+0.0200715j 2.38519e-15+0.00776785j 3.82722e-16+0.00486145j -3.548e-15+0.0020885j -2.19127e-15+0.0297373j 7.66185e-16-0.00447671j 8.56007e-14-0.0539804j -6.53553e-15-0.0248917j -1.39637e-15-0.0280899j -1.30811e-15+0.0258276j -7.90541e-16-0.0518695j 1.33646e-15+0.059278j -1.03447e-15+0.0862566j -2.03621e-15-0.0735933j -6.3159e-15+0.0128799j 2.94427e-15+0.0458404j 1.53474e-15-0.0153765j 5.76253e-15-0.135401j 2.96353e-15+0.190013j -6.93561e-15+0.197474j -3.26783e-16-0.124173j -6.16755e-15+0.142326j 2.38906e-13+0.312333j -1.08792e-12+0.217356j 
4.79858e-13+0.060565j 1.06039e-13-0.00297645j 7.40525e-16+0.0524787j 1.45421e-16+0.0628579j -2.50173e-15+0.0292416j -1.20041e-14+0.0813935j -1.89453e-15+0.184853j 1.0182e-15+0.0827703j 2.42811e-15+0.107847j 8.78196e-16-0.065181j 1.93308e-15-0.0701984j -9.27251e-16+0.193315j -2.84175e-15-0.0207191j 5.18488e-16-0.00626268j 4.88829e-15-0.0116202j -4.51875e-15-0.0676497j 2.44087e-14-0.058657j -2.89772e-14+0.0301295j -4.57951e-15+0.0139413j -2.1507e-15+0.0397404j -1.73888e-14+0.0412996j 1.22795e-14-0.0934512j 3.88207e-15-0.050489j 1.13184e-14+0.00510739j -1.27908e-15+0.0702955j 5.08744e-15-0.00141691j 1.34134e-15+0.033339j -5.50428e-15-0.00492195j -4.43502e-15-0.0417097j 1.39202e-15-0.0064629j 2.52708e-15+0.0122824j -1.10941e-14-0.0179815j -3.42364e-14-0.0379423j -2.28681e-14-0.00668256j -2.50058e-15+0.0475581j -4.80195e-15-0.00106655j 1.02953e-14+0.101222j 3.91039e-16-0.033746j 1.30313e-15-0.00568086j -7.22049e-15-0.0123835j 2.73474e-15+0.0159159j 3.22514e-15+0.00984575j -5.02239e-17-0.000490718j 1.16054e-14+0.0165643j 1.39241e-15+0.0252511j -1.22431e-14+0.0237547j 2.49751e-15-0.0226412j 5.99092e-15+0.00537826j 2.62271e-15+0.0127341j -1.42921e-14-0.0287758j 1.01636e-14+0.0371447j -8.11273e-15+0.0163761j -9.93906e-16+0.0256712j 1.23022e-15-0.0125384j -4.02298e-15+0.00579781j -2.92642e-15+0.0568935j 6.6333e-15-0.0345221j 3.45547e-15-0.0171551j 6.48737e-15+0.0245944j 4.17552e-14-0.026544j -1.93017e-15-0.00974646j -9.64687e-16+0.0642547j -1.54978e-15+0.0447527j 3.72173e-16-0.0550662j -5.17221e-16-0.0370827j -1.32372e-15+0.0407437j 1.93123e-15+0.0942511j -1.42515e-15+0.0236386j -1.42134e-15+0.0214901j 2.55135e-15-0.0117691j 1.16952e-15-0.0979061j -1.20536e-14-0.103266j -3.79042e-15+0.167628j 1.04495e-15-0.134467j -3.48793e-15+0.0346963j -4.85113e-13+0.190769j 2.14689e-12-0.249167j 
-8.40628e-14-0.00471436j -1.94859e-14-0.0263705j 9.70214e-17-0.000416346j 1.10347e-16-0.0181436j -3.97549e-17+0.0456139j -2.91165e-17-0.00211997j -1.09512e-16+0.0028694j 9.73075e-17-0.104985j 9.84669e-16+0.00740622j -6.1529e-16-0.111597j -5.53671e-17-0.0273523j -1.35366e-15+0.0452638j 6.04067e-16-0.0247814j 1.89923e-14-0.129776j 1.86228e-15+0.0634591j -1.37389e-14-0.0826716j 4.07809e-15-0.00283993j -1.41912e-14+0.0207213j 5.39885e-15-0.0387679j -1.82719e-15+0.0431631j 4.76251e-15-0.0163478j -6.31478e-15+0.0567142j -3.43526e-15-0.00576138j 2.84523e-14+0.0304611j 1.55169e-15+0.0639906j -3.27945e-14-0.0653666j -5.81976e-15+0.0478504j 4.06288e-15-0.00421464j -2.13966e-15-0.00800245j 4.43954e-16-0.00759467j -1.7858e-15+0.00553092j 4.99958e-15-0.0015133j 3.87335e-15+0.00439631j -3.38727e-14-0.013572j -3.47811e-15+0.0402986j -8.63871e-15+0.0314088j 3.50332e-15+0.00173549j 4.78542e-15+0.0271762j -5.92286e-15-0.01582j -6.09034e-15-0.0414413j -2.61577e-16+0.0385334j -1.42504e-16-0.00666471j 2.66842e-15+0.0230899j -8.56518e-15-0.00838068j 2.17868e-15+0.0082626j 3.29045e-15-0.0170532j -2.45327e-16+0.00821479j 3.78617e-17+0.0105413j 6.79667e-16-0.028934j 1.35788e-15+0.00667627j 3.98101e-16+0.0097196j -1.02931e-14+0.0166139j -1.81437e-16+0.0124648j 5.48386e-16-0.00378241j -4.76036e-16-0.00182664j -1.88397e-15+0.0109138j 7.0243e-16-0.0069507j 4.16306e-15-0.038829j -2.68824e-15-0.00929793j 4.58181e-14-0.0310088j 1.77309e-14+0.0667227j -1.11355e-15+0.0404389j -9.95653e-16+0.00323451j -7.91012e-16-0.0294488j -4.20724e-16-0.0388549j -1.66808e-16+0.081584j 1.68185e-16+0.0493999j 3.14475e-15-0.034576j 4.31952e-16-0.00420456j 1.04729e-16-0.0855623j 1.0877e-15+0.0501352j 7.96341e-15+0.0872356j 5.97654e-16+0.0342738j -8.15052e-16+0.0613671j 9.10702e-16+0.0340637j 8.53604e-14+0.038677j -3.71833e-13+0.0593178j 
-1.80447e-13-0.0219322j -3.96535e-14-0.00264669j 4.00587e-16+0.0121087j -1.4557e-15+0.0371555j 8.72856e-16-0.0324536j 5.59759e-15-0.0420392j 6.1698e-16-0.0300609j -7.91982e-16+0.0299496j -7.67314e-16-0.0425533j 6.02893e-16+0.0776137j -1.24217e-15-0.0836821j -3.59911e-16-0.0377094j 4.84384e-16+0.00520995j 7.04071e-15-0.0540179j -8.91261e-17+0.0334787j -4.92739e-15-0.0281753j -9.80657e-15+0.0540838j -3.01298e-14+0.0415535j -6.28665e-15+0.0339274j 3.59922e-15+0.0471163j 7.06254e-15-0.0439841j -3.90446e-15+0.00898406j 5.43301e-17-0.0619939j -2.29009e-15-0.00666674j 1.57223e-15+0.0377996j 2.35157e-14+0.0413572j 2.1559e-15+0.00979336j -2.19475e-15-0.017287j -9.46684e-16+0.0249055j 7.92977e-16+0.0209045j 4.51531e-16-0.00669592j 8.42594e-16-0.0118336j 2.26926e-15+0.00877225j -8.15474e-14-0.0466919j 8.71774e-15-0.00985329j -9.71578e-16+0.0247268j 6.48968e-15+0.0122345j 3.99288e-15+0.0528181j -6.39886e-15+0.00768499j -3.25649e-15-0.0136371j -1.07988e-15+0.033986j -1.37409e-15-0.00488896j -4.33833e-16-0.00392188j 1.46997e-14+0.0110022j -1.35921e-15-0.0171933j 3.47743e-15-0.021204j -2.03243e-16+0.000994832j -7.59995e-15-0.0244658j -1.01318e-15+0.00604467j -1.71699e-15-0.0107195j 4.83772e-15+0.0153817j 1.85874e-14-0.0291922j -4.62096e-16+0.00543266j -8.38882e-16-0.00347559j 3.54191e-15-0.0234297j 4.89099e-15-0.0434964j -3.62742e-15+0.0121337j -1.70404e-15+0.018069j -1.22599e-15+0.00192625j -7.72961e-14+0.0505437j 5.36953e-16+0.00250041j 4.35551e-16-0.0105131j 1.71408e-15-0.0297557j -9.83015e-16+0.0118072j -2.47796e-16-0.000257001j -1.10525e-16+0.0243684j 1.18427e-15-0.000599022j -9.21093e-15+0.0615718j 1.61026e-15+0.0353704j 1.021e-15+0.0440249j 1.08204e-15+0.00716375j -1.65291e-15-0.0211548j -2.30049e-16+0.00522164j 1.28339e-16-0.064143j -8.42503e-16-0.0249689j -5.13434e-14+0.0246434j 2.24382e-13-0.0248688j 
1.45657e-13+0.0237357j 3.26367e-14-0.0249562j -1.51972e-15+0.0110295j -1.06243e-15+0.0127039j 1.71014e-15-0.0147448j 1.66072e-16+0.0129505j 9.15692e-16-0.0290836j 8.74024e-16-0.00869119j -1.02453e-15-0.0475547j 2.60515e-16-0.0548473j 1.45375e-15-0.0558454j 2.08644e-15-0.0646156j 1.37279e-15+0.00508707j -1.04974e-14+0.0671834j -3.70772e-17+0.025843j 1.12385e-15+0.0042295j 2.05731e-15-0.0119482j 2.3064e-15-0.0105249j -9.20213e-15+0.0531943j 2.81696e-15-0.0545177j 2.93751e-15+0.0108739j 3.29313e-16-0.00430615j -1.28878e-15-0.00863042j 3.01162e-14+0.0299331j 6.98033e-16-0.00638819j -3.03445e-15+0.00614337j 6.52677e-15-0.0163733j -8.82823e-15+0.0440782j 9.56155e-15-0.060367j 1.0227e-15+0.0353744j 1.07011e-15-0.0168976j 2.87107e-15-0.00299175j 4.43367e-15+0.00493085j -2.82614e-14-0.0176635j 2.16491e-15-0.0130494j 1.68564e-15+0.0100264j 2.23835e-15-0.0251102j 3.52635e-15+0.0252159j -8.43943e-15-0.0180961j 1.62612e-16-0.0079976j -3.90522e-15-0.0312383j 1.1608e-15+0.00634248j 2.48487e-15-0.0092356j -2.19405e-14-0.0274202j -1.07006e-15-0.015947j 4.46188e-15-0.0121845j 2.10721e-16+0.00538562j -5.33782e-15-0.0215848j 1.37449e-15+0.0195133j -2.9127e-15-0.0177437j 1.19085e-15-0.00805432j 3.66778e-15-0.00615783j 2.71616e-15-0.0526171j -6.86934e-16+0.00982182j 3.56693e-16+0.033911j 6.01719e-17+0.00418692j -3.13579e-15+0.0223997j -1.56177e-15+0.0285187j -5.0629e-16-0.00673848j -8.43657e-15+0.00492435j 1.60062e-16+0.0024916j 2.54541e-15-0.0436862j 2.02501e-16-0.00818659j 1.29693e-16+0.00803828j 2.8083e-16+0.0159967j 1.23918e-15+0.00605324j -1.57504e-15+0.0429563j 3.19114e-15-0.0131703j -1.70647e-16+0.0218162j 1.03877e-15-0.00525392j -1.58077e-15-0.0212166j -1.32459e-15-0.0860535j 8.34302e-16+0.0485913j -1.14088e-15-0.0408482j 3.03676e-15-0.122058j -1.17872e-13+0.045416j 5.34292e-13-0.0618465j 
1.52938e-13+0.0130452j 3.40765e-14+0.0282087j -2.00801e-15+0.0396128j 4.90574e-16+0.00656097j 8.21438e-16-0.024894j 4.6644e-15-0.0344434j 1.04679e-15-0.0142875j -8.86815e-16+0.0319069j 1.71483e-15+0.0161656j 1.92679e-15-0.0173299j -5.9752e-16+0.0199725j 4.4457e-15-0.0617773j 3.52132e-15-0.0561672j 5.75983e-15-0.0399237j -1.82262e-15-0.0208783j 2.6179e-15+0.0296671j 8.80713e-17-0.0092849j -1.31347e-15+0.00542554j 7.01326e-15-0.0404625j -3.63646e-16+0.00489391j 8.61351e-15-0.075854j -4.36249e-15-0.0309296j -3.96885e-15+0.0243395j 1.86656e-14+0.0233651j 9.63032e-16-0.0299365j -2.24025e-14-0.0266772j -3.29822e-16-0.0371774j 3.1587e-15+0.0336254j 1.10371e-14+0.0154127j 1.60478e-15+0.00498905j 1.65939e-15-0.00324423j -6.37442e-15+0.00851466j -1.09636e-14-0.0162737j 6.86806e-14+0.0352294j -3.76699e-15-0.00574496j 2.21169e-15-0.0130341j -2.879e-15-0.046365j 3.50392e-15+0.0304245j -4.72416e-15-0.00270707j 7.21148e-16-0.00375448j -2.54793e-15-0.0182679j 4.30162e-15+0.014604j 2.1804e-15-0.00863211j -1.62375e-14-0.0214661j -2.2038e-16+0.00539725j -3.3253e-15+0.0261289j -6.18629e-16+0.0189619j 2.25757e-15+0.009327j -5.50449e-16-0.00431043j 5.40004e-15+0.0128323j -3.72386e-15-0.013982j 8.41896e-15-0.0136222j 3.46938e-15-0.0314226j 6.16544e-16-0.0116137j -1.46993e-15+0.0110972j -2.20791e-16-0.0159872j 1.35388e-15-0.0077654j 1.81789e-15-0.000955341j -6.23471e-17-0.00340685j -3.67994e-14+0.0233868j 1.54964e-16+0.00463151j 1.27442e-15+0.0104129j 9.32911e-16+0.0107414j 3.27402e-16+0.0195767j 7.94171e-16-0.0278735j 2.53577e-15-0.0474749j -2.58586e-15+0.0263586j 7.77042e-15-0.0328217j -4.66366e-16-0.0154876j 9.22055e-16+0.00402591j -3.91911e-15+0.0295309j 4.35417e-16-0.104019j 4.00697e-15-0.0633255j -2.36377e-15+0.0371228j 6.26475e-15-0.0645632j -1.45797e-13-0.102851j 6.74051e-13-0.114001j 
-2.11061e-13-0.0237048j -4.63388e-14-0.0115699j -5.09786e-16-0.0123549j 2.76564e-16-0.0127426j 3.00032e-17+0.0101216j 9.95109e-16-0.0109455j 9.8118e-16-0.0269352j 1.14693e-16-0.0179956j 7.71498e-16+0.00870698j 9.70355e-16-0.00454828j -1.12926e-16-0.0144647j 1.63388e-15+0.0686276j -1.00053e-15+0.012018j -6.74479e-15+0.0348737j -4.63985e-16+0.0322966j 9.09525e-15+0.056359j 2.79129e-15-0.00517166j -2.76343e-14+0.033752j -4.35427e-15+0.0294461j -3.207e-16+0.00509885j -1.11069e-14+0.0470924j 7.90931e-15-0.0475813j -9.78942e-16-0.028238j 3.92516e-14+0.0341195j -7.37836e-17+0.0275614j -9.79655e-15-0.0229859j -6.94673e-16-0.00174917j -5.66106e-15-0.0266578j -6.72589e-15-0.0349688j -3.91863e-15-0.0224171j -3.9115e-15+0.0293361j 7.97075e-15+0.0375258j 1.98207e-14+0.00807298j -9.07593e-15-0.00637861j 4.00292e-15-0.0256328j 3.55009e-15-0.018679j -3.03675e-15+0.0117476j -1.05432e-14-0.0369201j 9.99391e-15+0.00779037j 6.93229e-15+0.0426016j 4.33729e-15+0.00381839j -1.0623e-14-0.0441282j 1.48788e-15+0.0300888j 4.46869e-15+0.0131115j 1.82731e-15+0.0126995j -3.33543e-15-0.00333982j -2.62851e-16+0.0027595j -1.21867e-15-0.00246596j 2.51037e-16+0.0211306j -2.86266e-15+0.00232781j 1.61379e-15+0.0107487j -5.94152e-15+0.00938276j -2.26817e-16+0.0107114j 3.2285e-16+0.00615411j -4.34019e-16-0.00480816j -1.05713e-15+0.0370034j -3.68642e-15+0.0240389j -2.7663e-15+0.00812181j -1.55341e-15-0.01174j 1.62531e-14-0.0105506j -8.58854e-15-0.0296044j 5.69247e-16+0.0109836j -8.08547e-16-0.0298338j -5.62686e-16-0.00842429j 4.38359e-16+0.0152972j 1.0818e-16-0.0176854j -9.03241e-16-0.03311j -4.14495e-17-0.00114264j 1.47667e-15+0.00614933j -3.41521e-16-0.00684932j 4.47886e-16-0.0154551j 7.39608e-15+0.0743661j 2.99068e-16-0.0296962j -8.53134e-16-0.00235499j 1.29567e-15+0.00852613j 1.7139e-13-0.0288475j -7.5891e-13+0.0968625j 
