-0.0120448-0.0415719j 0.0169794+0.0698945j -0.0138146-0.0114298j 0.000154762-0.0395165j 0.0209849-0.0204885j 0.0191989+0.023202j -0.0199387-0.00578493j -0.0246026+0.0566256j 0.00196673-0.0492155j -0.0234733+0.101767j 0.0269898-0.0669967j 0.0301621-0.017074j -0.0485459+0.0416836j 0.0295867-0.0783095j 0.0583709-0.0429697j -0.0630011+0.0640133j -0.0309462+0.0212361j -0.000332264-0.0523816j 0.061354-0.0640527j 0.0495564-0.0220516j -0.00730597+0.0178306j 0.00475145+0.0161825j 0.0607091-0.103727j 0.0864228-0.0441293j -0.0748084-0.071202j 0.146272-0.0375728j -0.135909+0.180072j 0.0158484+0.00290039j 0.0333913-0.0224725j 0.0203843-0.0243429j -0.0396009+0.0370158j -0.0301838+0.0365822j 0.0498005+0.0146585j -0.00627915-0.0189222j -0.0213075+0.0317154j -0.0287772+0.00438023j 0.0290215-0.0420801j 0.00350003+0.0232971j 0.0272015+0.0322418j 0.0329889+0.0157914j 0.0214197+0.0318911j 0.00954559-0.00546264j -0.00192261-0.0307593j 0.00450467-0.0331648j -0.0207834+0.00542511j -0.0044202-0.0181164j 0.0294706-0.0358914j -0.0185996-0.0308456j -0.0347455-0.0286032j 0.00183669+0.00912833j 0.0665701-0.0363775j 0.0170357+0.00138256j 0.0569265-0.0711721j -0.0654808+0.0315683j 0.0705328-0.0717501j 0.0439684-0.049026j -0.0157755+0.027686j -0.0086726-0.0108319j -0.040831+0.0165643j -0.0373537+0.0315586j -0.02315-0.0574531j 0.0195452+0.125469j 0.0530834-0.0846841j 0.0765878-0.125508j -0.104042-0.0387738j 0.0196829-0.038744j -0.134084+0.0621282j -0.072892+0.0180654j -0.0339542+0.0414859j -0.0382908+0.0134389j 0.00817256-0.023126j 0.00702155-0.0261317j 0.0322266-0.0618109j -0.0310303+0.0601253j 0.0176008+0.0102507j -0.0140314+0.0208238j -0.0130927+0.00912101j -0.021958+0.0209077j -0.0106701+0.0188167j -0.00929974+0.0020766j 0.0212578+0.0124126j 0.0252315-0.0221891j -0.00966483+0.000333714j -0.0204863+0.0164198j -0.0174897+0.0131609j -0.0521481-0.0323378j 0.0209894-0.0345589j 0.0204504+0.00690342j -0.0989671+0.140564j 0.0559052+0.033885j 0.0887685-0.0440897j -0.00830045+0.0559228j 
0.0427364-0.0316248j 0.0289418-0.0706228j 0.035442+0.00320546j -0.00788333+0.0231807j -0.0514942+0.0716879j 0.0038069-0.0650548j 0.082128-0.0651446j 0.0336393-0.0321664j -0.0155958+0.0791022j -0.0101985+0.117637j 0.123851-0.0436371j 0.00708307+0.0758055j 0.136077-0.00351474j -0.0555666+0.0253084j -0.0214962+0.0765663j 0.00269882+0.0037709j -0.0226181-0.0243465j -0.0420806+0.0190521j 0.0857647-0.0751862j 0.0565681+0.0366206j 0.0936767+0.00219696j 0.00901389-0.0240806j 0.0571688+0.0189956j 0.0605814-0.0341155j -0.0306073+0.00981974j 0.0517072-0.08086j -0.0307989+0.0348556j -0.0330935-0.00460837j -0.013338+0.0289894j 0.0245881-0.0264259j 0.0568634+0.0133878j -0.0658779-0.0264987j 0.0341623-0.0194398j -0.0047998-0.0423222j 0.0114906+0.0924643j 0.050129+0.0148439j -0.02182-0.0235733j 0.0463152+0.000243479j 0.0227455+0.0102867j -0.0122759+0.0110105j 0.0191364-0.0728668j -0.0102656+0.101384j -0.0355139-0.0820138j -0.102967-0.0530719j -0.00557291+0.0290201j -0.000599624+0.0330384j 0.042414+0.0331944j 0.00283601-0.144984j -0.0182848-0.0515335j -0.044587-0.0703617j -0.0398955-0.0506495j -0.0897857+0.0120965j -0.0414497+0.0190322j -0.0671909-0.0283595j 0.0309189+0.0420404j 0.00463004+0.0985167j 0.0445887-0.0324308j 0.026855-0.00775788j 0.130516-0.0958869j 0.0259915+0.0016588j -0.0903588+0.0192934j 0.0406737+0.00527842j 0.00477506-0.0273219j -0.0356448+0.0118543j 0.0442039+0.0061326j -0.061381-0.00691125j 0.00890045+0.0186688j -0.0282113+0.02645j 0.0475354-0.0202206j -0.0197955+0.0043153j 0.0338236-0.00742862j 0.00751699+0.0143024j 0.0650958-0.00815787j -0.0405028-0.0165085j 0.0984851-0.0438611j 0.0102963-0.0342052j 0.0548934-0.0437902j -0.0781487+0.00137124j -0.0248194-0.00793832j 0.0447365+0.00389985j 0.059552+0.0116484j 0.0304467+0.00635288j 0.0085163+0.00663797j -0.0103451-0.00409764j 0.0105174-0.0203078j -0.0420734-0.0120618j 0.00243703+0.0175824j 0.00855757+0.0112492j -0.00645337+0.0113384j 0.00750856-0.0145699j -0.00152934-0.0123263j 0.000306768+0.000725347j 
0.011631+0.030612j -0.00487669-0.00213023j 0.0834541+0.0242228j -0.00477031-0.0191252j -0.0320584-0.0252585j 0.0100508+0.0397604j 0.0630445-0.017245j -0.0708575+0.0901508j 0.0388013+0.0389529j 0.0207012-0.00275581j 0.123499-0.0310539j 0.0831748-0.0298007j 0.0318901-0.0735383j 0.148246-0.0213204j 0.00592795-0.0959895j 0.0158511+0.0176365j -0.0518089+0.0466621j -0.0843464-0.00909611j -0.0213626+0.00400151j -0.167112+0.0140802j 0.00772813+0.0412922j 0.00115235+0.0492276j 0.00673489+0.0365664j 0.0117367+0.0576152j -0.0876574+0.0732555j 0.0219594-0.0291724j -0.0213017-0.0149249j 0.017259-0.0199267j 0.0416271-0.0110274j 0.0235436-0.00316866j 0.0221578+0.0175208j 0.039535+0.0300364j -0.0217911+0.0135551j -0.00977228-0.00320713j 0.0306519+0.00310521j 0.000429751+0.0138029j 0.00842623-0.0173229j -0.0373193+0.0282047j -0.0329128+0.0504209j -0.00489778-0.0711164j 0.0659123+0.0254203j -0.105145-0.00307806j -0.0247209-0.0312496j -0.0341869-0.00890684j 0.123385+0.0265679j 0.0119167-0.0458019j 0.0302158-0.0231769j -0.0527475+0.00761742j -0.0232453+0.0436322j 0.022091+0.0215126j 0.00575391+0.0624363j 0.0124342-0.00496506j -0.0455189-0.00114132j 9.04995e-05+0.019762j 0.0117587+0.0125834j 0.0315161+0.00573071j 0.0157884-0.00536842j 0.0284506+0.00155676j 0.0258167+0.0253516j 0.00221916+0.013331j -0.000186335-0.00224672j 0.0417143-0.0227712j -0.0294028-0.030435j -0.0412587-0.0198529j -0.0313876+0.03344j -0.00260395-0.00474166j -0.0167101+0.0270093j -0.0193714+0.0166023j 0.00959031+0.00433915j 0.0211313+0.0192075j 0.00768341+0.00900391j 0.0315733+0.0115737j -0.020528-0.0185113j -0.0673817-0.023694j 0.00958806-0.00398408j -0.123836-0.0190071j -0.0132843-0.00295099j 0.00500704+0.0119198j -0.0501511+0.00902436j -5.75699e-05-0.0015553j 0.0199893-0.00364059j 0.0239377+0.00328117j 0.019987+0.00226623j 0.00615418-0.00207574j -0.000668866+0.00274695j -0.0169317+0.00120788j -0.0214426-0.00347058j 0.00404699-0.00697519j -0.00175055-0.00270693j 0.0073861-0.0133436j -0.000170469-0.0184111j 0.00912528-0.00370165j 
-0.0285088+0.0170827j -0.00807235+0.0409231j 0.0554017+0.0860442j 0.00744596-0.0600688j -0.00409263-0.074537j -0.0808679+0.0357691j -0.0718814+0.0675819j -0.00867792-0.0137152j -0.0198326-0.0489815j 0.043851-0.0499587j -0.103349+0.0205363j -0.0414428-0.0238132j -0.100037-0.0236714j 0.0513041+0.0249319j -0.0280181+0.072922j -0.017019+0.0331133j 0.0340209-0.0366992j -0.100961-0.0103706j -0.0245892-0.0242274j -0.0630478-0.111601j 0.0126692+0.0187667j 0.0386699+0.00303252j -0.00227377-0.0317019j -0.0523395+0.0401296j 0.0446465-0.046383j -0.040311+0.034507j 0.00102738-0.0542793j 0.0022381-0.0202521j 0.0396738-0.0111217j 0.0143241+0.00768146j 0.01424+0.023911j 0.00871195-0.0320955j 0.0566815-0.0114903j -0.00222785+0.0148947j -0.0407106+0.0690379j 0.0338466-0.0426101j -0.0204367+0.0418375j 0.0448967-0.0230476j 0.121354-0.0106021j -0.0252431-0.0261306j 0.0226898-0.039085j -0.0669664+0.199285j -0.0434556-0.0615197j -0.0453595-0.054744j 0.0466329+0.0697816j -0.014141-0.0425167j -0.0793644+0.0712281j -0.0342048-0.0337795j -0.0719279-0.0677407j -0.0877987-0.0372828j -0.0184739-0.0254651j 0.0136961+0.0219735j 0.0870268-0.0636534j -0.0517561+0.0417272j 0.0052366-0.0130572j 0.0459141-0.00561189j 0.00174758+0.00856646j -0.0578327+0.0531855j -0.0101291-0.0204666j 0.0177025-0.0176818j 0.00331867+0.0372502j 0.0316175-0.00133862j -0.00192357+0.0356621j 0.0115714-0.00903378j -0.0432858-0.011213j 0.0196093-0.00819047j -0.00883114-0.00930867j 0.000580814-0.0150495j -0.017498-0.0236029j 0.0455961+0.0421055j -0.00102639+0.00361694j 0.0302981-0.00390926j -0.0532383+0.00680135j -0.0236828+0.0182424j -0.0969875-0.0468223j -0.113165+0.00883849j -0.0835939-0.0298503j 0.0380792+0.0146267j -0.0372168-0.00178746j -0.0179974-0.00823297j 0.00230492-0.00431215j 0.0152569-0.0108226j 0.0201966+0.0021152j 0.0155428-0.0103209j -0.0182011-0.00490352j 0.00715027-0.00600865j 0.00211937-0.000652172j 0.00290444-0.00325201j 0.00322607-0.0164715j 0.00817317+0.00252625j 0.00500208+0.0110547j 0.00360835-0.00159022j 
-0.0351627-0.0249129j -0.00927999+0.0104206j 0.0646456+0.0321968j 0.0110827+0.0157702j -0.106198+0.0180459j -0.02152-0.0812971j 0.0550222-0.0239666j 0.0106732+0.0353889j 0.028192-0.0372451j 0.0476936+0.0366232j 0.010954-0.10776j 0.0823595+0.0411667j -0.0552076+0.0348234j 0.0873838-0.128489j 0.0175734+0.10026j -0.00660068-0.0383422j -0.0506988-0.0705033j 0.0155392-0.0122451j -0.0674239+0.0509671j 0.0293059+0.0316695j -0.00404068-0.0451594j -0.0353827+0.0187436j 0.00547912+0.0391169j -0.00759815+0.0239226j -0.117159+0.0265113j 0.0677649+0.00406154j -0.0150816-0.022128j -0.0179706+0.0293562j -0.0540273+0.0225569j 0.00796162+0.010728j -0.0267503+0.00608679j -0.0742489+0.0412528j 0.0751932+0.0486244j 0.0229658+0.00447612j -0.0871572-0.0376044j -0.0900105+0.0423602j -0.0451068+0.0180828j 0.0296304+0.0589651j -0.00254993+0.108827j -0.0803626-0.037892j -0.0127927+0.00264724j -0.0884942+0.0709221j 0.0496569-0.0643873j 0.072742-0.032364j 0.0457197+0.0612823j -0.118697-0.0251733j 0.0432897-0.0090701j -0.0308666-0.0528081j 0.0362931-0.00662169j -0.087429+0.0153113j -0.0705512-0.0422882j 0.0010413+0.0377243j 0.0212269+0.00887313j -0.00366623-0.0162322j -0.0170658+0.0244934j -0.0529196+0.0179349j 0.0204841-0.0168124j -0.053604-0.0037706j 0.0745622-0.0320351j 0.0330688+0.0218504j -0.0065192+0.0135349j -0.0962268+0.023277j 0.0474088-0.0267115j 0.00142097-0.017651j 0.100558-0.0182074j 0.018647+0.0350995j 0.0323807+0.00317294j 0.0489266-0.00265876j -0.0297864-0.0183881j -0.0230353-0.0058942j -0.00970786-0.00080406j -0.0449756+0.000473155j 0.0639856+0.0160336j 0.123388-0.0140977j -0.0958943-0.0182587j 0.220775-0.0214357j -0.0126226-0.00939086j -0.0240185-0.0351893j 0.0955949-0.00761659j -0.0091934+0.0238227j -0.00607992+0.0405243j -0.0649768+0.020045j 0.00089073+0.0124314j 0.00299137-0.00121992j 0.013887-0.0262944j -0.000888274-0.00480208j 0.000665-0.000821659j 0.0162966+0.0269002j 0.0101089-0.00189018j -0.00550092+0.0234988j -0.0182972+0.00298034j -0.0177824-0.000858565j 
0.000591695+0.0190866j -0.0138767+0.00132335j 0.0417941-0.0554991j -0.0349346-0.00286306j -0.0478695-0.0645973j -0.0607618+0.108481j 0.0413779+0.000851886j -0.00047846-0.138073j 0.0929112+0.00849119j -0.0216842+0.173024j -0.0756873-0.095358j -0.0438861+0.0317507j 0.000740019-0.0107853j -0.169353-0.0493381j 0.113283-0.0145724j 0.024435-0.0365429j -0.0703164-0.0188405j 0.0520349+0.138984j 0.0180759-0.081071j 0.0244635-0.0920309j -0.0437922-0.0653231j 0.0220589+0.0724667j 0.0411747+0.0159479j 0.0542505-0.0469686j -0.00906877-0.010229j -0.0412557+0.0221781j -0.00791296+0.0344013j -0.0406209-0.0330893j -0.0173601-0.0172959j -0.0288561-0.00643091j -0.0156077+0.00473261j -0.0114807-0.0132283j 0.031759+0.0432944j -0.0434476-0.00214649j 0.0610198+0.0229701j -0.0525574-0.0454257j 0.0126423-0.041556j -0.0221145-0.00553945j 0.00586536-0.0264902j -0.0591051-0.0524531j 0.0808924+0.0251871j 0.0175422+0.0256969j 0.00255836+0.017207j -0.00601721-0.0116774j -0.0575623+0.0275634j -0.00797159+0.0114466j 0.0173897+0.0028348j 0.0369169-0.0186503j -0.0775834-0.0119713j -0.0668404-0.0210484j -0.00287917-0.00474138j -0.0035446-0.000521446j -0.0889358+0.0142092j -0.000357006+0.00897781j -0.0385677-0.0260128j -0.0156811+0.0226679j 0.0315293+0.0116152j -0.027325-0.00264227j -0.0131305-0.00682605j -0.0344531+0.0272804j 0.0100069+0.0241679j -0.00552263+0.00415629j -0.00549811-0.0124318j -0.0369965-0.00723344j -0.00420004+0.00673115j -0.0234996+0.00281894j 0.00551738+0.0216718j -0.0109159+0.0160578j -0.016418-0.00242114j -0.0207391-0.0159487j -0.00245973-0.0231832j -0.026651-0.0250327j 0.0164128+0.0144993j 0.0750774+0.0914634j -0.0429777-0.0557056j 0.165241+0.227734j -0.00230098-0.0108351j -0.00592005-0.00983698j 0.0560729+0.0435503j -0.0073615-0.00364925j -0.00146348-0.00282895j -0.0278611-0.0268068j 0.00715061+0.00769777j 0.0105532+0.00345068j 0.0135167+0.00449116j -0.00304635-0.0111631j -0.0108225-0.00199572j 0.00197674+0.0136648j 0.00917189+0.0093096j -0.00309387+0.0050903j -0.00278879-0.018831j -0.00376321-0.00262459j 
-0.0244791-0.0121733j -0.0218952+0.0141621j -0.0255929+0.00854896j 0.0237645-0.0127488j 0.0297793-0.0455556j 0.0122062-0.0143009j -0.0494617-0.0182078j -0.0369288-0.101293j -0.0743926-0.0991954j 0.116524+0.0228391j -0.0165288+0.00660844j 0.148515-0.0759521j 0.0287422+0.0202496j 0.102458-0.0579671j 0.0641666-0.0816479j -0.0692966-0.0640983j -0.0523009+0.0144019j 0.0144031+0.014334j 0.0166184+0.013672j -0.0278454+0.108904j -0.00594287-0.00769628j -0.0567985+0.121715j 0.0323196-0.0186935j -0.0286832-0.0834769j -0.0488614-0.00509895j 0.0856002+0.0190017j -0.0121381+0.00820902j 0.0263517+0.0393581j 0.0278+0.0263704j 0.0396903+0.00230611j -0.0265248+0.0106819j -0.0222693-0.015878j 0.0187592-0.021781j 0.00739641-0.0295192j -0.0620317-0.00756726j 0.0242486+0.065776j -0.013195+0.0536943j 0.0295277+0.00894876j -0.0491944-0.0144707j 0.000239038+0.0603506j 0.0181916+0.0072602j 0.01001-0.05102j -0.0391268-0.0452775j 0.025911+0.0135675j -0.0182118-0.0417308j -0.0136808-0.0204046j -0.0600051-0.0316611j -0.0317928+0.0585798j 0.00185587+0.0238265j 0.117922+0.0208002j -0.0104833+0.00974375j -0.000823122+0.00566195j 0.0331452-0.0100606j 0.0132064+0.00962057j 0.0249992+0.0112865j -0.0151409-0.052146j -0.021745+0.00315543j -0.00101869-0.0205597j 0.0062455+0.0490121j 0.0496148-0.00604082j -0.0291108-0.0446749j 0.0428319+0.00717706j -0.0187191-0.00445771j -0.0136149+0.0078691j -0.00128433-0.0234938j 0.0165158-0.00490746j 0.00604538-0.0317293j -0.00949122-0.0107558j -0.00473964+0.00522703j 0.0127682-0.00667381j 0.00454946-0.0044131j 0.0118311-0.0144157j -0.00692045+0.0163859j 0.00434468+0.0448181j -0.0121608-0.0278675j 0.0208863+0.136043j -0.0271793-0.0144237j 0.0129807-0.0038842j -0.0037849+0.0353027j -0.00880544+0.010478j -0.00320881+0.0118308j 0.00233195-0.0187446j -0.0209794-0.0075608j 0.0145739+0.00561974j -0.0112238+0.0015866j -0.0189959-0.00102815j 0.00920901+0.00172568j -0.00277375-0.0123909j -0.00892234+0.0132479j 0.0136409-0.0112352j -0.000335193+0.0242915j 0.0255541+0.00890381j 
-0.0384571+0.017486j 0.0274865+0.0467136j 0.183762-0.0727723j -0.111585-0.0655759j -0.00548763-0.00635816j 0.0573215+0.0757262j -0.0533977+0.0137337j 0.0376246-0.0539234j 0.0416811-0.080242j 0.00492469+0.0533863j 0.103433+0.00569788j 0.0434339-0.0973795j -0.0956626-0.043227j -0.0444013+0.0277303j 0.0661486-0.0700543j 0.0241316-0.01868j -0.0178556+0.0673274j 0.0357181+0.0305854j -0.057339+0.0181724j 0.000117547+0.0286844j -0.0111116-0.0203066j 0.0883289+0.0256609j -0.0680324-0.0537689j -0.00624312-0.0480658j -0.0734336-0.0286305j -0.0749063+0.00125313j 0.0908764+0.0117226j 0.0571878+0.0565426j 0.0199656-0.0183242j 0.0153761-0.0422549j -0.0476745+0.0105629j 0.0424147+0.00270157j -0.0406144+0.0518915j -0.0300198-0.0631809j 0.0556578-0.0562333j 0.0407973+0.0582515j 0.0692591+0.00576358j 0.000894424+0.101562j 0.0592371+0.213039j -0.0448154-0.10592j 0.0166474-0.00788949j -0.151209+0.00727596j -0.140591-0.0369863j 0.0509687+0.0122321j 0.0604593+0.0296332j -0.0195825-0.0386837j 0.0397385+0.0174625j 0.0456929-0.0829234j -0.0532853+0.00300158j -0.123272-0.0301124j -0.00402412-0.0787373j 0.0510658+0.00184183j 0.0511885+0.0163101j 0.0656515+0.00143624j 0.0152589-0.0169224j 0.0318474-0.0463896j -0.046707-0.0261218j -0.0181565-0.0348728j -0.0496166+0.00105316j -0.0672532-0.0385454j -0.0890688-0.0240005j -0.00344631+0.0188338j -0.0267989-0.0185114j 0.0553861+0.011087j -0.0119537-0.0203174j -0.042682-0.00440742j 0.0133676+6.55536e-05j -0.00637737-0.00856726j 0.0656564+0.0254415j -0.00187782-0.0129261j 0.0267556-0.013591j 0.000957932-0.00205746j -0.0196873-0.0174331j -0.0340386+0.0117239j 0.0791725+0.0408261j -0.0653014+1.68817e-05j 0.0703607+0.0288062j 0.0489536+0.029596j -0.0231004+0.0125264j 0.0116228-0.00259099j -0.0433656-0.0341517j -0.00928228-0.0215497j -0.0348806-0.00894314j -0.0567435-0.023965j 0.0354876+0.0234517j 0.00593559+0.00333114j 0.0221944-0.0232503j -0.0291693-0.0160013j 0.0226989+0.00915794j -0.0269047+0.00154168j -0.00601934+0.00623338j 0.0212809+0.0235047j 
-0.0323866-0.0503183j -0.0138649+0.0274638j 0.0189296+0.140013j 0.0695207-0.00991396j -0.0612833+0.0240863j 0.0492749-0.047076j -0.0632611-0.0475541j -0.0232926+0.0605466j 0.180994+0.113307j -0.0765519-0.0948702j 0.0461284+0.0256638j -0.0556259+0.0251985j -0.0321423-0.0983192j 0.0516352-0.070271j -0.0523445+0.0555792j 0.0407359+0.121437j -0.00967663+0.0580174j -0.0329968-0.00942911j -0.0106394-0.0270469j -0.0487356-0.00608832j -0.0854371+0.0236053j -0.0290738-0.00607914j -0.0173396-0.0415621j -0.0202641-0.0308905j 0.0201699-0.0491386j 0.0234453-0.046169j -0.0311113+0.0564565j 0.0145467-0.0120248j 0.0166557-0.00503818j -0.0399379-0.0111375j -0.0364971-0.0456316j -0.0490178-0.0209197j 0.0236002-0.0138524j 0.019511+0.103287j 0.0464024+0.0162108j 0.0197333-0.0520959j 0.0191271-0.0124172j -0.0177965-0.0343504j 0.0362965-0.12521j 0.0285068+0.0887297j -0.0175268-0.0609546j -0.074496+0.0394863j -0.0273505+0.0438789j 0.0699729+0.0411818j -0.090318-0.0161118j -0.0122865-0.0735489j 0.0511647-0.0250664j -0.00968582+0.00333471j 0.018545-0.0483284j -0.0562119-0.0666678j 0.113043+0.0527396j 0.0112567-0.0256619j -0.0589715+0.0287156j 0.0639777-0.0252344j -0.0635456-0.026927j -0.0171332+0.0349432j -0.0566675-0.0158719j -0.0740054-0.0204549j 0.00342399-0.0805291j -0.0280042-0.0222944j -0.0713265+0.0464503j -0.0281439-0.00837583j -0.00781576-0.0328893j 0.0269828+0.012563j -0.048912-0.0128737j -0.0410484-0.00220429j -0.0146583+0.0114016j -0.0298976-0.0054548j 0.012809-0.0114011j -0.00838554+0.0205091j 0.013626-0.0103404j -0.0152135-0.0121267j -0.0110631-0.0382668j 0.0219073+0.0216356j 0.0220208-0.0347241j 0.0273524-0.014002j 0.0428896-0.0300887j 0.0498829+0.0651775j 0.0224171+0.00529658j -0.00420809-0.032403j -0.0400244-0.039446j -0.0278072-0.00674794j -0.0272158-0.0112923j -0.0199356-0.0161855j 0.0198837+0.0186569j 0.0176554-0.00325598j 0.0158163-0.0046604j -0.0368252-0.00884873j 0.00576572+0.0133271j -0.0216718-0.00124836j 0.00997025-0.0108706j 0.0157176+0.0164062j 
-0.0518986+0.0248864j 0.0178965-0.0118191j 0.116765+0.130603j -0.0604143-0.0879764j -0.0315497-0.0237872j 0.145282+0.0638165j -0.0140265+0.103873j 0.0209004+0.0439359j -0.0631046-0.181239j 0.0189956-0.106874j 0.0780166-0.0115577j 0.0496862+0.136538j -0.00315381-0.0533893j 0.0229027+0.148154j -0.0449328+0.0387876j -0.0415095-0.0938296j -0.00733834+0.0154331j 0.0018486+0.0338822j 0.0460626-0.00557206j 0.0104691+0.00120679j -0.0357508-0.0220957j 0.0126112+0.0487249j 0.0153672+0.00436239j 0.0480164+0.0255338j -0.0550642-0.0512356j 0.0643618-0.0234429j 0.013135+0.0249977j 0.000945811-0.0176392j -0.0308121-0.00153477j 0.0471632+0.0151005j 0.0209649+0.0331938j 0.032543+0.0414302j 0.0289381-0.0682338j 0.0205082-0.0400675j -0.0030538+0.0290285j 0.0338092-0.0806518j 0.0634012+0.0254245j -0.0228496-0.0815588j -0.00241522-0.138999j -0.02746+0.0378507j 0.00745483+0.02331j -0.00322236+0.0510909j -0.0599698-0.0501003j -0.00250498+0.0139047j -0.0457578+0.026572j 0.0716624+0.0309667j 0.0285894+0.0659602j 0.050103+0.0444667j 0.0020897-0.022577j -0.0105051-0.0604594j -0.0301375-0.0857364j 0.0463794+0.0920862j 0.0574781+0.0307782j 0.132253-0.00453842j 0.0313834+0.055013j -0.00213289-0.0538485j 0.0411961-0.0330577j 0.0532019+0.0578809j 0.0300269+0.0208297j 0.0129841-0.0991163j -0.0494243-0.00830489j 0.0251257+0.0819923j -0.0165362-0.0128585j -0.0148316+0.000106225j 0.0302034-0.00377617j -0.0206497+0.0237572j 0.0138346-0.0222111j -0.00538369-0.00607951j 0.0474975-0.014368j 0.000422982+0.022511j 0.0312334+0.0010026j -0.00437218+0.00622358j 0.0213106+0.00685548j -0.0124924-0.00895748j 0.0615801-0.0608267j -0.0121239-0.0262501j 0.0539053-0.0342784j 0.0296605+0.00615256j -0.0134907-0.000460135j 0.00428398-0.00667272j -0.0152799+0.0028966j -0.005187+0.00828721j -0.0282656+0.00628364j -0.0171641-0.00449046j 0.0389094-0.0138765j -0.00646513+0.00469275j -0.00795449-0.0259896j -0.0254662-0.0210467j 0.000117895-0.00150396j -0.0296344-0.0111556j -0.016355+0.0177522j 0.0277113+0.00950809j 
-0.125599+0.0471815j 0.0641099-0.0190417j 0.0823838+0.057516j -0.0122742+0.0149518j 0.0402155-0.00529581j 0.0633133+0.0732719j -0.0934414+0.0239381j 0.0366984+0.110788j -0.0919992+0.097271j -0.058397+0.017053j -0.0307231+0.000554709j 0.0190487+0.00839842j -0.0664092-0.0788359j 0.00818183+0.0323058j 0.0712065+0.0175973j 0.0514855+0.00242848j 0.047659+0.0179671j -0.0232038+0.0414613j -0.0300506+0.032604j 0.0227734-0.00958095j 0.00980926-0.0258052j -0.00964302-0.011593j -0.0228618+0.0348454j 0.0111039+0.0814028j 0.0192574+0.00573083j 0.047851+0.00565799j 0.041813-0.00774141j -0.0547846-0.0235161j -0.0483072+0.0170327j 0.0122151+0.00373368j 0.0158753-0.0104273j -0.00839064-0.00313029j 0.0571691+0.0165508j 0.0649303+0.0340109j -0.0217678+0.00678307j -0.0701226+0.0651672j -0.0382511+0.0207099j -0.0153804+0.0268647j -0.0258038+0.0658845j 0.0353095-0.0539299j 0.0402208+0.0185033j -0.0191776-0.0938143j -0.0204081-0.0124077j -0.00953677+0.018932j 0.0362812-0.0749003j 0.0219427+0.00275114j -0.0250379+0.0355698j -0.0415861+0.0476999j -0.0574322+0.0111103j -0.0382729+0.00052602j -0.00214363+0.0789378j 0.0976584-0.0766348j 0.0879025-0.0539624j 0.0114038+0.0769021j -0.0350647-0.0275209j 0.00419183+0.0248307j -0.0190432+0.0263233j -0.0717189+0.0268973j -0.00309804+0.0307951j 0.0218396+0.0383963j 0.0524643-0.07334j 0.0738923-0.0133084j 0.00128049-0.00448721j -0.0316374-0.00244109j -0.0303021+0.0305225j 0.0540317-0.0484127j -0.00623323-0.0108222j 0.0257202+0.0019909j -0.0357088+0.0177808j 0.0184564-0.0146933j -0.0134959+0.0146972j -0.00518285+0.00263965j -0.000530774+0.0168341j 0.00812027-0.0135546j -0.0659795+0.0467438j 0.00127273+0.0113792j -0.0854612+0.0454463j -0.029848-0.00572255j 0.00474037-0.00228267j -0.00300102+0.0127776j 0.0508364+0.0022707j 0.0284465+0.00156128j 0.030883-0.0151069j 0.0323165+0.00949195j -0.0307697-0.00226777j -0.00439032-0.0233697j -0.0310044+0.00899383j 0.0254065-0.0292568j 0.00700281+0.00902286j 0.0255257-0.0302932j -0.00115234+0.00609701j 0.00383357-0.00712683j 
