0.00972224+0.00147573j -0.000876508+0.010797j 0.00265851+0.0111611j -0.0109344-0.000139898j -0.00103457+0.00336798j 0.00103976+0.00536009j 0.00903911-0.00213412j 0.00267655+0.0011574j -0.00110609-0.00346674j -0.00200894+0.002852j 0.00100144-0.00224081j -0.00115227+0.00704336j 0.0096462-0.00348503j 0.00177814+0.00509253j -0.00138287-0.00551277j 0.00101321-0.000200693j -0.00275945-0.00126097j 0.000544646-0.000294416j -0.00103297+0.00210805j -0.00240666+0.00241921j -0.00695364+0.00346572j 0.00194843-0.00126522j 0.0012999-0.006194j 0.00133487-0.00272906j -0.00457311-0.00836086j -0.00615258-0.00136021j -0.00681982-0.00103563j -0.00445129+0.00542972j 0.00235957-0.00379506j -0.00270797+0.000461261j 0.00106901+0.000951593j -0.0038937+0.00665397j -0.00499841+0.00449184j -0.00156649+0.00725491j 0.0043348-0.000769638j 0.00632994-0.00173395j -0.00532185-0.0014798j 0.000896478-0.00511416j 0.000417979-0.00944808j -0.00207697-0.00132721j -0.00515034+0.00171647j 0.0020197+0.00750347j 0.000609114-0.00481149j -0.00308167-0.00365667j -0.00143827-0.00571739j 0.00311033-0.00919287j -0.00713218-0.00369024j -0.00828152-0.00333078j -0.00325866+0.00670315j 0.00104423+0.00212477j 0.00500331-0.000839749j -0.00952067+0.00546622j 0.00520673+0.00342055j 0.00489603+1.15835e-05j 0.00981638+0.00270405j -0.00123396-0.0061568j -0.00500992+0.000671379j -0.00389048+0.000769858j 0.0119592+0.0039698j 0.0138082-0.0137872j -0.00461376-0.00981647j -0.0129028-0.0051528j -0.00839202+0.0050477j 0.0124105+0.0057753j 0.00538027+0.00312028j -0.00563387-0.00427255j -0.00922357+0.00789244j 0.000953719-0.00794292j 0.00819205+0.0125232j -0.0158428+0.00548524j -0.0383795+0.00510103j 0.00275621+0.037709j 
-0.00219586-0.00315577j -0.000424158+0.00283402j -0.00196016-0.00213052j -0.00281054+0.00277303j -0.00231666-0.00358894j -0.000818194-0.00185081j 0.00159987-0.000387136j -0.00237325-0.00146565j 0.00195479+0.00158131j 0.00166009-0.000221425j 0.000637289+0.00177469j 0.000519234-0.00329874j 0.00135538-0.00493831j 0.00696496-0.00251434j 0.00302521+0.00257058j 0.00321898-0.000332759j 0.000959211+0.00437211j -0.00278376+0.000401432j 0.00236128-0.00579187j 8.96185e-06+0.00102143j -0.00184554+0.000158915j 0.00288554+0.0051438j 0.00874138-0.00258241j -0.00150619+0.00404764j -0.00146486-0.00228558j -0.00358703+0.00353351j -0.00726253-0.00185207j -0.00247953-0.00628712j -0.00172575-0.00132604j -0.00400598+7.42677e-05j 0.00357384+0.00249501j -0.00730429+0.00214542j 0.00340548-0.00660555j -0.00668514+0.00774482j -0.00901322-0.00353831j -0.00380588-0.00555373j -0.0051258-0.00339486j -0.00231031+0.00440965j 0.00642986+0.00778175j -0.00667863-0.00364336j 0.00513018+0.016241j -0.00511216-0.00750308j -0.00853893-0.0116424j -0.00351639+0.0028794j 0.0157975-0.00411455j -0.00358677-0.00342921j 0.00678851-0.00523505j 0.0157172+0.00953294j -0.00995675-0.00408681j 0.00152012+0.00410195j 0.00261016+0.00160016j -0.00381742+0.00374614j 0.00922034+0.00109079j -0.00457334-0.0108351j -0.00372165+0.00244554j 0.000268234-0.00508022j -0.0073107+0.000718305j 0.00390739-0.00839697j 0.0024475+0.00749094j 0.000702641+0.000411136j -0.00524509-0.00271234j 0.00440959+0.000356392j 0.00159178+0.00034986j -0.00115676-0.000376985j 0.0062778+0.00117096j 0.00375125-0.00166009j 0.000208862-0.00584834j 0.00239019+0.00124055j 0.00462791-0.00533011j -0.00176939-0.00757216j -0.0037937+0.000616257j 0.00424061-0.00458345j 
0.000694053+0.000731701j -0.00249131+0.000148402j -0.0011858+0.00080098j 0.00275089-0.000151911j 0.000371487+0.00383877j -0.00052979-0.00261387j -0.000496467+0.00071891j -0.000828706-0.000443964j 0.0034678+0.000625801j 0.00187107+0.00219359j -0.00163383-0.00213449j 0.00139657+0.00191278j -0.00379468+0.00152337j 0.0048426+0.00047733j 0.00238675+0.000711441j 0.00287133-0.0025742j 0.00512529+0.00116075j -0.00121489-0.00927825j 0.0108866-0.00839271j 0.00596024+0.00148789j -0.00258935-0.00435002j 0.000416336+0.0011817j 0.00645437-0.00252695j 0.00502275-0.00467743j 0.00156228+0.0044278j 0.00499804+0.00559542j -0.00107751-0.00829702j 0.00289681-0.00444513j 0.00924088-0.00532907j -0.0113955-0.00071524j -0.00612095+0.000633127j -0.00120327-0.00780454j 0.00548801-0.00339406j 0.00433231+0.000194671j -0.00659704+0.00558045j -0.00411541+0.00620177j -0.00420306-0.0143746j -0.00646086-0.00684673j 0.0151243-0.0103446j -0.00481671+0.00433802j -0.0121944+0.0128055j 0.00581952-0.00713701j -0.00379146+0.0128155j -0.00198597+0.00725403j 0.00853104-0.0216584j -0.00012035+0.0116727j 0.0121218+0.000993658j 0.00407991-0.00477326j 0.00374436-0.00902567j 0.00551895-0.00597381j -0.000356014-0.0153227j -0.00327675-0.000123929j 0.000886864+0.000393961j -0.000554747-0.00256256j -0.000297653-0.00576211j 0.0013108-0.00262845j -0.0113757+0.00973402j -0.00924098+0.00739185j 0.00685525-0.00312638j 0.00213031-0.00422678j -0.00260464+0.00447943j 0.000538669-0.00713865j 0.00677028-0.0083994j 0.000286758+0.00278526j -0.0068515-0.000870813j -0.00345796+0.00390689j 0.00166384+0.00414441j 0.0060118-0.00379992j 0.00333129-0.000951996j -0.00416683-0.000292756j 5.91949e-05-0.00193235j -0.00171284-0.00507134j 
-0.00179985-0.00136014j 0.000727202+0.00413454j -0.00275447+0.000650216j 0.00115548+0.00332404j -0.00229577-0.00104036j -0.00221369+0.00546668j -0.000621881-0.00511768j 0.000136592-0.001422j 0.00438527+0.00294536j -0.00184082+0.00372259j 0.00573161-0.000913437j 0.00282871+0.00469048j -0.00819396-0.00457139j -0.00297292+0.00569855j 0.00434745+0.00230917j -0.00305945-0.0097679j 0.00438375-0.000252487j -0.000102188+0.00158328j -0.00607611+0.0029904j -1.20608e-05+0.00646696j -0.00207005-0.00436018j -0.0024158-0.00654948j 0.00143073-0.0153204j 1.63342e-05-0.00393552j 0.0131156-0.0170779j 0.00226232-0.000668088j 0.00687302+0.00384177j -0.0110158-0.000659503j -0.00445452+0.0094764j -0.0032389-0.000820033j 0.00740213-0.000685521j 0.00332458-0.00543334j -0.0103315+0.0116155j 0.000501781+0.00990605j 0.0160175-0.00782047j -0.000914214-0.00032374j 0.00501616+0.000921944j -0.00405183-0.0021888j -0.00933911+0.0014718j -0.0130189-0.000912815j 0.00282555+0.00227512j -0.00497197-0.0068764j 0.00348931+0.00581816j 0.000965386+0.00124419j -0.0103016-0.00179778j -0.00522388-0.00555517j 0.00049036+0.00307629j 0.00257941+0.00617446j 0.0087454-0.00972624j -0.00693346+0.00162085j 0.00226979-0.0166435j -0.000900652-0.00032124j -0.00056795-0.00369686j 0.00182655-0.00640093j -0.00496505+0.00850214j -0.00420405+0.00923652j 0.00075317-0.00212742j -0.00341955-0.00728803j -8.30732e-05-0.011459j 0.00765385+0.0116657j -0.000310042-0.00233028j 0.000432805-0.000457043j -0.00566019+0.0147001j -0.000905415+0.00187794j 0.00358806-0.00187809j -0.00595263+0.0103867j -0.00757957-0.00054148j 0.00292218-0.000326406j 0.0016643-0.00501524j -0.00233001-0.00034684j -0.00497059+0.00187606j -0.00193003-0.0117843j 
0.00115162-0.00102996j -0.000160205+0.000598588j 0.000759792+0.00369898j -0.000724875+0.00294966j -0.000614459+0.00175101j -0.00298762+0.00136797j -0.00532356-0.00100932j 0.00140679-0.00301121j 0.00177272-0.000721826j -0.00238828-0.0033979j 0.00213942-0.00288096j -0.00805714+0.000145436j -0.00206337+0.00312597j 0.00170343+0.00466891j 0.00237622-0.000252158j -0.00121494+0.000213011j -0.00195773-0.00272934j -0.00391721-0.006225j 0.00299891+0.00475154j -0.0126123+0.0010366j -0.00277247+0.00175227j -0.00313143-0.00369625j -0.00604208+0.000337818j -0.00386441-0.00217537j 0.000534925-0.0056062j 0.00865281+0.000243706j -0.0117544-0.00276015j 0.00396544-0.000172737j -0.000505344-0.000575373j 0.00689142-0.00323509j -0.0117989-0.00216785j -0.00856093-0.0048856j 0.00013195+0.00462958j 0.00542712+0.0128098j -0.0134896-0.00168157j 0.00497758+0.00405654j 0.00345209-0.00494175j 0.00376858-0.00471001j -0.0153396+0.00317269j 0.00579236-0.0018546j -0.00187643+0.0198065j -0.00650357-0.00121818j 0.00847865+0.000650865j 0.0140832-0.00585514j -0.0148244-0.0110009j 0.0169473+0.0146268j -0.00305244+0.0065994j -0.0092555-0.00639517j 0.00303407-0.00171327j -0.00409381+0.00744431j -0.00789973+0.00377013j -0.00335603+0.00755467j 0.00482592+0.00342685j 0.00124424-0.00650147j 0.00240643-0.00181348j -0.0100229-0.00575978j -0.00729806+0.00864162j -0.0015674-0.0078072j -0.0099143-0.00316233j -0.000100798+0.0100119j -0.000472318+0.00636772j -0.00485087-0.00638726j -0.00526269+0.00359923j -0.0128205+0.00885018j 0.00121108+0.00450811j 0.00287279+0.00452042j 0.000354579+0.00486005j 0.00570124-0.00798308j -0.00288095-0.00350605j -0.00329632-0.000591324j -0.00214507+0.00168118j -0.00212798-0.00250953j 
0.00175625+0.00221374j 0.000665957-0.000120001j 0.000386312-0.000262545j 6.45536e-05+0.00159041j 0.00235227+0.000488006j -0.000956939-0.00225443j -0.00506308-0.00780289j -0.00122794-0.00488726j -0.00089649-0.00109984j -0.00400281+0.00105869j 0.00619044+0.0053166j -0.000181966-0.00568783j 0.000141672+0.00638686j -0.00726983-0.00748411j -0.00136553+0.00252937j 0.00497191-0.00527517j -0.00354555-0.00818593j -0.00429171+0.00408002j -0.00675769+0.0106536j -0.000497845+0.00141286j -0.0011401-0.000661514j 0.000891923-0.00595801j 0.000491556+0.0105083j -0.00673771-0.012208j 0.000771084-0.00771388j 0.000214891-0.00659333j 0.00769936+0.00838864j 0.0106196+0.00916664j -0.00540748+0.0102606j 0.0107868+0.00717966j -0.0105943-0.00423529j -0.0131445-0.010795j 0.00048428+0.0021794j 0.00226375+0.00345146j -0.0130095-0.00708244j 0.013699+0.00281324j -0.00616141+0.00393502j 0.00244852-0.00013667j -0.00221702-0.00495058j -0.00509155+0.00481164j -0.00635336-0.0107765j 0.00499894-0.00420343j -0.00638651+0.0110928j 0.0034427+0.0224182j 0.00728477-0.00506392j 0.000850464+0.0109463j -0.0149647+0.000784933j 0.0128331-0.00429464j -0.00208612+0.00508934j -0.000991648-0.0180737j 0.00956962-0.00143435j -0.000891983+0.00362799j -0.00911305+0.0117009j -0.00837932+0.00217238j 0.00099617+0.00349998j -0.0037237+0.00879841j -0.0039561-0.00232404j 0.00120052+0.000488292j 0.0068942+0.00189702j 0.000377934+0.00372811j 0.0034697-0.00394208j -0.000317831+0.00331481j -0.00302404+0.00680794j 0.00575443-0.00271083j 0.00999323+0.00425003j -0.00702935-0.00182451j -0.00516699-0.00711774j 0.00331509-0.00355638j -0.00125201-0.00464566j -0.00179705-8.53044e-05j 0.00176677-0.000490217j 0.000202825-0.000749544j 
0.00135786+0.00197534j 0.00104172+0.00313534j 0.00228528+0.00560439j 0.000111585-0.00172502j 0.00360699+0.00459296j 0.000836902-0.00474398j 7.55139e-05+0.00559129j -0.00257927-7.66842e-05j 0.00268849-0.00709031j 0.00406212+0.00342538j 0.0066697+0.00643058j -0.00449627-0.00864092j 0.000840642+0.00568827j -0.000419426-0.00459286j 0.00460344+0.000176085j 0.00437071-0.00634655j -0.000888153-0.0020005j -0.00309551+0.00497243j -0.000801125+0.00595965j 0.000239248-0.00172966j -0.00517058-0.00166015j -0.00390703-0.000494939j -0.003766-0.000810083j -0.00354684-5.96002e-05j 0.00840378+0.00213568j 0.00117962-0.00538305j -0.00484147+0.00436089j -0.00512566-0.00190552j 0.00169331+0.00904419j -0.00536875+0.000509813j 0.00139093-0.00526499j 0.0053626-0.00867402j 0.00426889+0.0079669j -0.00574061-0.00226223j 0.00570409-0.0109601j 0.00802612+0.010608j 0.0121609+0.00630872j 0.00664072-0.00462157j -0.011625+0.00430215j -0.0099284-0.00601991j -0.0136196+0.00130937j 0.00908164+0.00960091j 0.00699539-0.00164453j -0.00531843-0.0101333j 0.0136102-0.00374201j -0.00087049+0.00991419j 0.000240271+0.00257548j 0.00603585-0.00847707j 0.00123806+0.00459492j 0.00115044+0.00563425j 0.0103451+0.00743778j 0.00393692-0.00237338j 0.00198231-0.00262928j 0.00526954-0.00700405j 0.00432727-0.0019445j 0.00334933-0.00836924j 0.00133684-0.00634708j 0.00764759+0.00206691j -0.00658222-0.0028542j 0.000335947-0.0129822j 0.00401404-0.00280181j -0.00754163-0.0104121j 0.00223165-0.0126626j 0.000212421-0.0101438j -0.00275202-0.00810139j 0.004743-0.00593727j 0.00598477+0.000144481j 0.00238587+0.00547231j -0.00416073+0.000419848j -0.00124951+0.000611954j -4.91433e-05+0.00306325j -0.00434065+0.00235981j 
-0.00226573-0.00371225j -0.00406598+0.000562602j -0.00387207-0.000909927j -0.00404371+0.00380644j -0.00673678-0.00416744j -0.00271878+0.000759305j -0.00196536-0.00163985j -0.00443559-0.00176086j -0.00454592-0.000653583j -0.00522735-0.00608128j 0.00388263-0.00645414j 0.00258704+0.000924286j 0.00208701+0.00285559j -0.0025019-0.000436192j -0.00260333-0.00392479j 0.00245782+0.00637473j -0.000925998+0.000626828j 0.00295765-0.000192049j 0.0030998-0.00146185j -0.00153037-0.00152105j 0.00210332+0.00110325j -0.00166953-0.00124791j -0.000780327+0.00366954j 0.00551791+0.00352299j 0.00163244+0.00398866j -0.00234816-0.00108869j -0.00286859-0.00790258j -0.00200273-0.00438074j -0.0118834+0.00162553j -0.000281841-0.00275599j 0.00275138+0.00166982j 0.0145846+0.0172214j -0.0020112+0.00233424j -0.0129572-0.000896914j -0.00613792+0.0109975j 0.00484604+0.00834055j 0.00562638+0.00256086j 0.00467444+0.0124866j -0.0081111+0.00619264j 0.00159312+0.00798662j 0.00201308-0.0010958j -0.00255307+0.000612162j -0.0109345+0.0132401j -0.000175316-0.00470451j 0.00296501+0.00219423j -0.00920549-0.000399784j 0.00222838+0.00779868j 0.000902195+0.000342119j -0.000203622-0.00221249j -6.21567e-05+0.00315636j 0.00409777-0.00891982j 0.00153127+0.00418655j -0.00367668-0.00824688j -0.00473821+0.0052702j -0.0027458+0.00177281j -0.000871492+0.0135144j 0.000264144-0.00216343j -0.00394165-0.000514547j -0.00161223-0.00646888j 0.00845995-0.0135387j 0.0115329-0.00382065j 0.00811217+0.00294333j -0.00220993+0.00846945j -0.00393566+0.00277696j 0.00391841-0.0102893j -0.00306893+0.00525669j -0.00690012+0.00344856j -0.00361472-0.000555609j -0.00308057-0.00320864j 0.00313158+0.00244839j 0.00305446+0.000378928j 0.00482812-0.00484065j 
-0.000682929+0.000976557j 0.00138939-0.00192994j 0.0018522+0.00131913j 0.00161364-0.0026759j 0.000853935-0.000793137j 0.00200189-0.00425715j -0.00114871+0.000200117j 0.00120326-0.000832876j 0.0011778+0.000307992j 0.0025139-0.00376456j -0.00309158+0.00127494j -0.00154251-0.00421216j -0.000512106-0.00141913j -0.00235031+0.00682601j 0.00521136+0.000929656j -0.0027735+0.00336382j -0.0010388+0.00388452j -0.000403995-0.00194621j -0.00665112+0.00833021j 0.00541879-0.00729541j -0.000948604+0.00252537j -0.00568236-0.0124981j -0.000408889-1.77667e-05j 0.000868324+0.00571046j -0.0067042+0.00407176j 0.00925093+0.00658928j 0.0095962-0.0034052j -0.00942128-0.00965141j -0.00183476+0.00509179j -0.000355443+0.00409325j 0.0157774-0.00984178j 0.00908564-0.000974783j -0.00826086-0.0109512j 0.0122742+0.0026416j 0.00435415+0.00847403j 0.00068986-0.00612938j 0.0182861+0.0115457j 0.00221188-0.0124811j 0.00338782-0.0120408j -0.00304014+0.00151676j -0.000912697-0.00948097j -0.00797494-0.00134606j -0.00357005+0.000276011j -0.000588429+0.00367921j 0.00550767-0.0047463j -0.0224838-0.00591535j -0.00975106+0.0105475j 0.00844262+0.00395306j -0.00310655+0.0133541j 0.0118182+0.000643983j -0.00134383-0.00370388j -0.00743185-0.00618746j -0.000289118-0.0106521j -0.00740808+0.00919644j 0.0082806-0.00600117j 0.0163538-0.0127773j -0.0023753-0.00332657j -0.00908462-0.00143154j 0.00887912-0.00275401j 0.00136831+0.00436358j -0.00286857-0.00491203j -0.000944757+0.00133092j 0.00139965-0.00476441j -0.00395386+0.00542944j 0.00435391-0.00285096j -0.00362843-0.0112517j -0.0040435-0.00558138j 0.00124258-0.00178278j -0.00358277-0.0045795j -0.00252148+0.00298283j -0.000831512+0.00621707j -0.00233824-0.00235212j 
-0.00361079-0.00499365j -0.00585486+0.00255302j -0.00268117-0.00141233j -0.00242535+0.00220469j -0.000112133+0.00026629j -0.00202701-0.00558825j 0.00456927+0.000671853j -0.00214924+0.000232111j 0.00231644+0.00671948j -0.00136382+0.00300594j 0.0062785+0.00136895j -0.000159522-0.00453794j -0.00116278+0.00507291j 0.00317688-0.000263922j -0.000132838-0.00457226j -0.00369844-0.00147176j -0.000311191+0.000799347j -0.00202933-0.00690339j 0.0135363-0.00205468j 0.00855612+0.006588j -0.00156969-0.00446113j -0.00286905-0.00578831j 0.00344143+0.00711174j -0.00664448-0.0108399j -0.0117706+0.00842994j -0.0064954-0.00166519j -0.00469148-0.000884305j -0.0116692-0.000466415j -0.000650788-0.00249855j -0.00713097+0.00289775j -0.0153554-0.00713133j -0.00457794+0.00630836j 0.00689113+0.000111508j -0.00373241+0.00551143j -0.00588663-0.000878985j -0.00153798-0.00256231j -0.000927703+0.00788441j 0.00952665-0.00773553j -0.00173494+0.00550576j 0.00225905+0.00202669j -0.00285917+0.00161043j 0.0121098-0.00142187j 0.00260502-0.0118141j 0.0134479+0.00550886j 0.00362216-0.00365699j 0.00670794-0.00345271j 0.0162507-0.00712916j 0.0126281-0.0117952j -0.00175138-0.000950274j -0.0132234+0.00305379j -0.0103897+0.000442869j -0.00370863+0.000703536j -0.00517297+0.00447032j 0.00192342-0.00527575j -0.00158258-0.000499538j -0.000214203+0.00550062j 4.41608e-05-0.000748626j 0.00643874-0.000865093j 0.001567-0.0139845j -0.00149416-0.00773225j 0.00297521-0.00465295j -0.00315196+0.000888422j 0.00457279-0.00620972j -0.000339444+0.00320264j 0.00595479+0.00145417j -0.00213631-0.00713585j -0.0012299-0.010927j -0.00521874+0.00282584j -0.00013152+4.90735e-05j 0.000524452+0.00812684j 0.000800569-0.00313231j 0.0027806-0.00399348j 
6.39571e-05-0.00326942j -0.00403017-0.000356382j -0.00337278+0.0024693j -0.00319241-0.00261825j -0.00309284-0.00173693j -0.00132289+0.00123706j -0.00293188-0.00157756j -0.0037505+0.00386692j 0.00320582-0.00419942j -0.00309556+0.00266983j 0.0034546-0.00422055j -0.00149128-0.00391818j 0.0016045-0.000110443j 0.000441743-0.000799426j 0.00154207-0.00323211j 0.0022913+0.000884535j 0.00131683+0.00649506j 0.00200842+0.00697068j 0.00433011-0.00564951j -0.00194733-0.00392281j 0.00135671-0.00146748j -0.00280437+0.00165639j -0.00836047+0.00262548j 0.00681251+0.00250257j -0.00591096-0.0181158j 0.00587082+0.0174909j -0.00431526-0.00898814j 0.00276231-0.00408517j 0.00181411+0.00337125j -0.00720805-0.00244077j 0.00929342-0.00234763j 0.00251475-0.00779928j -0.0054656-0.00297252j -0.0110996+0.00511301j 0.00965971-0.00685354j -0.000663228-0.013097j -0.00083745+0.0115872j 0.00937194+0.0108817j -0.0112072-0.00985549j 0.00383616+0.0114754j -0.0193989-0.00673673j 0.00106024+0.00700224j 0.0108126+0.00190217j 0.0145218+0.0158716j 0.00823579+0.00997312j 0.0084699+0.00668273j 0.00288444-0.00294826j 0.00222086-0.00604525j 0.00158603+0.0089772j -0.0040824-0.00662428j -0.00577407+0.00689389j 0.00531171-0.00349119j -0.000483088+0.000599721j 0.0020765-0.0115643j -0.0055744+0.00107169j 0.00261987-0.0105396j -0.00347145+0.0150146j 0.00402908+0.00729994j 0.002653+0.00249591j -0.00214582+0.00107109j 0.0032026+0.00275092j 0.00453404-0.00385586j 0.00614773+0.0042343j -0.00109646-0.0024759j 0.00482119+0.00251075j -0.00243622+0.00489453j 0.000470399+0.00117852j -0.00549806+0.0012456j -0.00103319+8.26627e-05j 0.00166533+0.000482888j 0.000668861-0.00397542j 0.00449187-0.000705265j 
0.00176768+0.00163756j 0.000616212+0.00101498j -0.000864677+0.00418954j 0.00194023-0.00188212j 0.000440925+0.00131019j -0.00105779+6.73023e-05j -0.00511505-0.000599582j 0.00198477-0.00229504j 0.00561584-0.000573026j 0.000330115-0.0023577j -0.0016791+0.00501302j -0.000853744+0.000914265j 0.00107296+0.00199871j -0.00330362+0.000818053j 0.000723026-0.00457299j -4.21181e-05+0.00040605j 0.00548999+0.00402907j -0.00500258-0.00548785j -0.000531629-0.00150118j 0.00403376-0.000505038j -0.00712466+0.00180349j 0.000771608+0.00220773j 0.00427356+0.00754135j 0.00726252-0.00578171j 0.0110638+0.00512527j -0.00085913-0.00865612j 9.47029e-05-0.0022951j 0.00527383+0.0012534j 0.00368678+0.01258j 0.00879632+0.0166154j 0.0103047-0.00517334j 0.00593746-0.00653457j -0.0108608-0.00270168j -0.00215047-0.011933j 0.00839682+0.011464j 0.0147345-0.0176768j 0.000424519-0.0187819j -0.00772394-0.00200665j 0.00800729+0.00664373j -0.00441568+0.00109908j -0.00493736+0.0165507j -0.00268851-0.00120261j 0.00955656-0.000131777j -0.00201606+0.0043824j 0.00223038+0.0130042j -0.00155751-0.0114667j -0.00287498+0.000283264j 0.000866061+0.000585909j -0.00989948-0.000201764j 0.00550134-0.0100795j -0.00127744+0.00125113j 0.00183692+0.00353133j 0.00319768-0.000198643j -0.00237295+0.000594411j -0.00422379-0.00160498j 0.00307166-0.000513911j 0.00701495-0.0148931j -0.00106632+0.00457764j 0.00864934-0.00727052j -0.00388759+0.00316271j 0.00147287-0.017608j 0.00562854+0.00713905j -0.00130197-0.00381686j 0.00416444-0.0033853j 0.00713307-0.00533147j -0.00829012+0.000483185j 0.00137889-0.005624j 0.00301829+8.82767e-05j 0.00186224+0.00193019j -0.00270671-0.00095938j 0.000114051-0.000197447j -0.000381751-0.00227287j 
-0.000371964+0.00306895j 0.000714575-0.00493053j 0.00288945-0.0048305j 0.00256165+0.00113521j 0.00301753-0.00323811j 0.00146416-0.00457946j -0.00438964-0.00177696j -0.00366159-0.000311539j -0.00289598-0.000630989j -0.000282799+0.00264877j -0.000441685-0.0122679j 0.000803311-0.00419171j -0.00218297-0.00188822j 0.00733624+0.0119989j 0.00609276+0.00655785j 0.00958755-0.00437944j 0.00930268-0.00543225j 0.00456112-0.00165982j -0.00831172+0.00586295j 0.00203621+0.00310755j -0.00906832-0.00542512j 0.0103702-0.00500536j 0.00733849-0.00418485j -0.00915896+0.00455356j 0.0104364-0.0095385j -0.00371342-0.00156726j -0.00859487+0.00290507j -0.00856093-0.00368211j -0.0094791+0.000879953j -0.0041488+0.0022613j -0.0143591-0.000817281j 0.0103091+0.00115924j 0.00111308+0.0102535j -0.0119656-0.016322j 0.00581555-0.010723j -0.0031878+0.0048458j 0.00382954-0.00506336j 0.00282176-0.00893313j -0.00377192+0.00808191j 0.000165759+0.00228794j -0.00435908+0.00400365j 0.00731662+0.00574505j -0.00320789-0.00548618j 0.0082338-0.00616169j -0.004436+0.00272649j 0.00949834-0.00441562j 0.0059561+0.0118051j -0.00997174+0.00122733j -0.00183529-0.009545j -0.00695454-0.00207551j -0.000990186-0.0070252j 0.00517015-0.000673891j 0.00525816+0.00140984j -0.00214792-0.00160777j 0.00278505-0.00534181j -0.00490983+0.000923717j 0.00207653-0.00695237j -0.00790631-0.00353374j 0.00303185+0.00262937j -0.00704375+0.00540227j -0.000475647+0.00339821j 0.00275619-0.00209258j 0.000969836-0.00731731j 0.00515449+0.00583601j -0.00199685-0.000640809j -0.00413534+0.00125565j 0.00120489+0.0022233j -0.00166178+0.00234704j 0.00151767+0.00128413j -0.00122021-0.0017069j 0.00229796-0.000826648j 0.00311305+0.00283782j 
-0.00398653-0.00128649j 0.000419359+0.00269821j 0.00103784-0.0004307j -0.000557987-0.000224892j 0.000757794-0.000932273j 0.00366304+0.000327503j 0.00207388-0.00141746j -0.000578993-0.00383559j -0.00156322+0.00289462j -0.000924015-0.00555664j 0.00230976+0.00871106j -0.00214698-0.00325541j 0.000207685-0.00152422j 0.00202383-0.00116929j -0.00594933-0.00574844j -0.00456946-0.0017367j -0.00151028-0.00113191j -0.00516834-0.00245725j -0.00239165-0.000365431j 0.00303106+0.00276327j -0.00438566-0.00271938j 0.00477854+0.00280927j -0.000754432-0.00507759j -0.00966691+0.00760218j -0.0124919+0.00560678j 0.0127462+0.0135443j 0.00948289+0.0121776j -0.00107564+0.00434403j 0.00518684+0.0059225j 0.0080784-0.0024857j -0.0087911-0.00154676j -0.0169331-0.00601809j 0.00412598-0.00467621j -0.0163089+0.000372537j -0.0093293-0.0117601j -0.00942459+0.00584491j -0.000367672+0.00252927j 0.00993094-0.00106981j -0.0065686-0.00271556j 0.00807656-0.00829597j 0.00583673-0.00216943j 0.0102198+0.00742726j 0.00898845+0.0074518j 0.0209688+0.00614036j 0.00131797-0.00474668j 0.00866106+0.00347727j -0.00555537-0.00896366j -0.00530581+0.00499788j -0.00176696+0.00396158j 0.00344845-0.0129519j 0.00259885+0.00370559j 0.00362131+0.0120925j -0.000970001+0.00426103j -0.00636836-0.00292443j 0.00264392-0.00109142j -0.0100162-0.00417366j -0.00863607+9.3642e-05j -0.00663043-0.0049082j 0.00384582+0.00312159j -0.00658034+0.00889386j 0.00270847-0.00335428j -0.00340408-0.005969j -0.00558706+0.0085608j -0.00247887-0.00286212j -0.000413721-0.00437844j 0.000222984-0.00268583j -0.00308702-0.00157148j -0.000224043+0.0035915j 0.00152489-0.00113424j -0.000105735-0.00019302j -0.00107921+0.00477949j -0.00228895-0.00423611j 
