0.124858+0.141195j -0.164905+0.120776j 0.0780471+0.230323j 0.234369-0.0281299j -0.06353-0.125958j 0.0637347-0.0952071j -0.148181+0.0441512j -0.00578966+0.209247j 0.0481936-0.0194897j -0.00702178-0.0304405j -0.072752+0.05123j 0.078483-0.0131611j -0.137952-0.1057j 0.0468455-0.049807j -0.0372287+0.035424j -0.0423103-0.0341385j -0.0150023+0.011913j -0.0508331+0.0203387j -0.0138611-0.0286334j 0.121478-0.175127j 0.0408399+0.0886729j 0.0330742+0.0276371j -0.0601919+0.071499j 0.0608499-0.0916994j -0.017034+0.0187893j 0.03852+0.0981881j 0.0948556+0.00872285j 0.065762-0.13917j -0.0427844+0.0147677j 0.0935963-0.0420247j -0.116565-0.0054635j -0.0158136+0.0711187j -0.0514823+0.0066321j -0.0170163+0.0161942j 0.00311579+0.0555644j -0.0477808+0.00583337j -0.0312797+0.013693j -0.024884-0.0299697j 0.00209868-0.104146j 0.05909+0.0414143j 0.0443452-0.068085j 0.0279541+0.00480424j -0.0626983+0.0202196j -0.0906427-0.022937j 0.0308879-0.0400351j 0.0886783-0.045997j -0.00466653+0.0953042j 0.021083-0.0260094j -0.113862-0.0597477j 0.0966159+0.0461837j 0.0425065+0.0657037j -0.0702033+0.0465499j 0.044013-0.108365j -0.0327045+0.000971513j -0.0475966+0.0118998j -0.0806599+0.0630249j -0.0226161+0.0400043j 0.0757308+0.00307442j 0.0873601+0.0457014j 0.0134615+0.0428637j 0.0921003-0.0500058j 0.0698394-0.0584495j -0.179554+0.0456123j 0.0818142+0.0317674j -0.0851727+0.106811j 0.0563347+0.131114j -0.135341+0.14963j -0.120942-0.173085j 0.100554-0.152045j -0.166209-0.125228j 
-0.000680877+0.000211206j -0.000313708-0.000355922j 0.000592919+0.000436862j -0.00151488-0.000860446j -0.00220898-0.000869356j 0.00292955-0.00236731j -0.0013145-0.000691288j 0.00106115-0.000202004j 0.00233129-0.00202812j -0.00120413-0.000724422j -0.00596875+0.00127189j 0.00139807-0.00586515j -0.000953825+0.0024369j -0.00516761+0.00118076j -0.00254661+0.00164467j -0.00485355-0.000845574j 0.00120859+0.000747326j 0.00228458-0.000134962j 0.00915237-0.00175386j -0.0034617-0.00403303j 0.000634198+0.00506053j 0.00258768-0.00189306j 0.00495677+5.29154e-05j 0.000992385-0.000517125j 0.00774976+0.00156205j 0.000445538+0.00234249j -0.00128244+0.00691294j 0.00227623+0.00452581j -0.00198831-0.00555086j -0.00489339+0.00228547j -0.00512975+0.00493095j 0.00252397-0.000766901j -0.000658084+0.00344145j -0.000948057+0.000452852j 0.00291822-0.00466778j -0.00469407+0.00320548j 0.00811206+0.00158872j -0.00674489-0.0046417j 0.00189377-0.00476295j 0.00250972-0.00083721j 0.00211376+0.00337089j -0.00235116-0.000153977j 0.000767754-0.0016484j -0.00433545+0.00435319j -3.05254e-05+0.000959028j 0.000404283+0.0108221j 0.00033595+0.000646877j 0.00105663-0.00399684j 0.000672555+0.00486116j 0.000839879+0.00286996j -0.00307932+0.00250006j -0.00273402+0.00273212j 0.00267991-0.00363335j -0.0058867+0.00239212j 0.00550038-0.000388303j -0.00361566+0.00286436j -0.00232944-0.00285193j 0.00281745+0.00524301j -0.00266243-0.000264837j -0.00349717-0.000528331j -0.00344493-0.00271254j 0.00470205-0.00361654j 0.00181414+0.000681539j -0.00267319-0.00315158j 0.00210142+0.00091886j 0.00273458-0.00545914j 0.00223875-0.00216563j 0.000620899+0.000636858j 0.00160138+0.000182466j 0.000568948-0.00140252j 
-0.00042599+0.000744992j -0.0012365+0.000190757j 0.000517599-0.00370692j -0.00336194-0.00104275j 1.14844e-05-0.00178836j -0.00122128-0.00150804j -0.00231059+0.000946182j 0.000165984+0.00207444j 0.00141507+0.00204046j 9.08089e-05-0.000868972j -0.00418058-0.004533j 0.00656812-0.00175796j -0.00108611+0.000241039j -0.00182928+0.000325294j -0.0059373+0.00396068j -0.0101136+0.00230635j 0.000342787-3.05295e-05j -0.00119059-0.00416083j 0.00375986-0.00157232j 0.000693045+0.00138124j -0.00420867+0.00473805j 0.0011289+0.000239376j -0.00107833-0.00511061j 0.000489924-0.00240379j 0.00250852-0.00448409j 0.00329662-2.3874e-05j -0.00174416+0.00651775j 0.00376989-0.00621963j 0.00457713-0.00540612j -0.00559394+0.0041846j 0.00762462+0.0107258j 0.000175436+0.0061241j 0.00150719-0.00358858j -0.00147716-0.00688321j -0.000664342-0.0036302j 0.00625447+0.00111918j -0.000294674+0.00547463j -0.00258164+0.00337336j -0.00158123-0.000303976j 0.00222775+0.000951895j 0.003421+0.00643908j 0.00111932+0.00554541j 0.000447003-0.00262094j 0.00546262+0.00551409j -0.00410608-0.00618261j 0.00540015+0.000181147j -0.00542589-0.00023049j -0.00438879+0.00412678j 0.000444181+0.00135032j 0.000896984+0.0030554j 0.0049019-0.00574122j -0.00651329+0.00104249j -0.00368103-0.0024378j -0.00557949+0.00208311j -0.00116841-9.32815e-05j -0.0061195-0.00216724j 0.00171606+0.000713654j -0.00648435+0.00603747j -0.00320226-0.0024516j -0.00326546-1.01245e-05j -0.00332519-0.00313782j 0.00719356+0.00387987j 0.000295864+0.00137644j 0.00077696+0.00114598j 0.00363492+0.00142632j 0.00655542+0.000709616j 0.0046501-0.00205671j 0.00120527+0.00168976j 0.00157933-0.000488877j 0.000399778-0.000689854j 
-4.15495e-05-0.000816976j 0.00284888+0.00115532j -0.0017481+0.000777212j 0.000281545+0.00108388j -0.00293194+0.00274682j 0.00073482+0.000649731j -0.00143355-0.00283649j -0.000425805+0.0010047j -0.000736241-0.00110857j 0.000591928+0.000362842j 0.00082908-0.00129928j -0.00149923-0.000122147j 0.000578123+0.00124732j -0.00198069-0.00149388j 0.000641435-0.00349543j 0.00407431+0.00261318j -0.000848258-0.00342974j -0.00869437+0.000695974j -0.00161654+0.00113968j 0.0031115+0.00683198j -0.00144071-0.00417359j -0.0034478+0.00705811j -0.000152111+0.0031032j 0.00583483+0.000493436j -0.001836+0.000321528j -0.00439039-0.00102955j 0.00478982+0.00673875j 0.00153637+0.00250054j -0.00204619-0.00617413j -0.000168217+0.00667795j 0.00118363-0.00452612j 0.00633127-0.00332921j -0.00456103+0.00460412j -0.00136466-0.00157245j -0.00512777+0.00289344j -0.00875509+0.00351934j -0.00930147+0.000410299j 0.00575835+0.00454433j -0.0099649+0.000643427j -0.000439377-0.00258033j -0.000254279-0.00139509j -0.00348475-0.00592621j -0.00692388+0.0125497j -0.000576586-0.0011068j 0.00155664+0.00551153j -0.00994536-0.0157214j 0.00506364+0.00233623j -0.00371916-0.0102243j -0.00327959-0.00138802j 0.00108812-0.0028932j 0.00316815+0.00556502j 0.00702825+0.00288453j 0.0076427-0.00444371j -0.0035577-0.0059478j -0.00261413+0.00352229j 0.00264617-0.00907408j 0.00684954-0.00218167j 0.00057682-0.00668217j 0.00450293+0.00257834j 0.00711302-0.00260569j 0.0123242+0.000854704j -0.00337345-0.00169875j 0.00172078+0.0010129j -0.00134006+0.00435944j -0.000802587+8.25059e-05j -0.00363719-0.00610507j -0.00139325+0.000550203j 0.00126417+0.00242391j -0.00307834-0.000899875j -0.00010661+0.000402344j 
0.00159831-0.000675665j 0.00250081+5.18918e-05j -0.00149566+0.00190786j 0.0002613+0.00310803j 0.00114679+0.00600666j 0.00151782-0.00273718j -0.00628769-0.00462987j -0.00300402+0.00167548j 0.00147987-5.66226e-06j -0.00188339+0.00758327j 0.00125309+0.00274679j -0.00478254-0.00724263j -0.00555957-0.00142401j -0.000192732+0.00297862j 0.00274413-0.00483598j 0.00167042-0.000694007j 0.00569907+0.000674403j 0.00159446+0.000921368j 0.00105527-0.00385551j -0.00191039+0.000456708j 0.00211446-0.00758989j -0.0020332-0.00677564j 0.00350367+0.00371411j 0.00928741-0.00111272j 0.00029106-0.00214253j -0.00349398-0.00430469j -0.000437237+0.000527805j -0.00193307+0.00742303j -0.00289911-0.00450915j -0.00418873-0.00154735j -0.00548014-0.00813018j 0.00427229-0.00385046j -0.00463883+0.00617252j -0.00219201+0.000808604j -0.00236619-0.00643101j -0.0103747-0.00564809j 0.00494478+0.000850613j 0.00206529-1.32122e-05j -0.00107765-0.00351182j 0.00154368-0.00163705j 0.00655497+0.00226365j -0.000554899-0.00966625j -0.00733252+0.00253489j 0.0059326+0.000727458j 0.0014599+0.0118399j -0.00104928-0.003862j 0.00413248+4.23871e-05j 0.00893483-0.00590621j -0.00375037+0.00691604j -0.00542949-0.00614883j -0.00545781+0.0024557j 0.00851891+0.00307198j 0.00901007-0.002257j -0.00391646-0.00954694j 0.00148792+0.00472966j 0.00374462-0.0039123j -0.00559888-0.0100369j 0.00464287-0.00866435j 0.00897212-0.00168689j 0.00226973-0.0048386j 0.00355577-0.0110013j -0.00591598-0.000479313j -0.0042048-0.00711309j -0.00510143+4.78529e-05j -0.00337988+0.0057508j -0.00613297-0.00295082j -0.000258109+0.00480637j -3.97814e-06-0.000331689j -0.00257024+9.14935e-05j -0.00128763+0.00128079j 
0.000335471+0.00141103j -0.000859605+0.00193837j 0.00240404-0.00259861j -0.00274772-0.00480758j 0.00146048-0.00247816j 0.00144268+0.00353391j -4.68347e-05+0.000949762j 0.00544153-0.00267412j 0.0018346-0.00128994j 0.0018294-0.00406234j -0.00549955-0.00380528j 0.00592286-0.00343253j 0.00310252+0.00264206j -0.00418378-0.00637729j -0.00369708-0.000975005j -0.00337953-0.00346543j -0.000617895+0.00122348j 0.0039464+0.00393928j 0.00500902-0.00625191j -0.00315836+0.00236379j 0.00974539-0.000799329j 0.000666677+0.00662352j -0.00164654+0.0013568j 0.00624712+0.00860397j -0.000136822+0.000959039j 0.000316052-0.000410426j 0.00455503+0.00565366j 0.000458714+0.00735149j -0.00823179-0.00396809j 0.00336938+0.000558547j -0.00937215-0.00398878j 0.00119023-0.00908939j -0.00427166+0.00798629j 0.000612775+0.00242934j 0.000496224-0.000988764j -0.00982619+0.00390997j 0.00715359-0.00250492j -0.00240322+0.000392321j -0.0011424-0.00462586j 0.00561097-0.00119664j 0.00137746-0.00057698j -0.001684-0.00279752j -0.00561315+0.00252004j -0.00684795+0.00974703j -0.00634553+0.00941806j -0.00598518-0.000234507j 0.00670597+0.00922267j -0.00580717-0.0116974j -0.0054758-0.00600309j -0.00461193-0.00796753j -0.00718937+0.00622926j 0.00573625+0.0032901j 0.0134552-0.00858367j 0.000546375-0.00113846j 0.00784417+0.00326206j 0.000194059-0.00434191j -0.0103834-0.00126394j 0.00158248-0.00604579j -0.000872046+0.0051527j -0.00188985-0.000743308j 0.00591117+0.00615146j -0.00308898-0.00561425j 0.00423798+0.00326299j -0.00178003-0.00115219j -0.00363798-0.00490844j -0.00496697-0.0114543j 0.00439798-0.00432788j 6.96028e-05+0.00737386j 0.00145467-0.0018459j -0.000304044-0.00305941j 
0.000771721-0.000618664j 0.00107582+0.00115375j 0.00101442-0.00165643j -0.00230326-0.00131813j 6.31404e-05+0.00130026j 0.00152934+0.000328951j -0.000493331-0.0025062j 0.000243411-0.00134714j 0.000582952+0.00179355j -0.00287046-0.00180047j -0.00136985+0.00200961j -0.00284241-0.00191115j -0.00200051+0.00403831j 0.00115577-0.00149618j 0.00256624-0.00310768j -0.000483067-0.00341694j 0.00487869+0.00444788j 0.00223609+0.00415405j -0.000435908+0.00314161j -0.00123291-0.00168261j -9.96072e-05-0.000381071j 0.00108906-0.00412194j 0.00197123-0.000603784j 0.00552331+0.00335329j 0.00365037-0.00506312j 0.00683287+0.00205531j -0.00259058+0.0067209j 0.00672873-0.00209743j 0.00157516+0.000994076j 0.000261444-0.00508384j -0.000421631-0.00167391j 0.0012758+0.00500232j -0.0013248+0.00201357j -0.00365133-0.00328614j -2.77403e-05-0.00782543j -0.00178774-0.0022122j 0.00318797-0.000861348j -0.00207219+0.00076484j 0.00442572-0.00246104j 0.000672443-0.0020707j -0.000666214+0.00447228j 0.000703205-0.0014227j 0.00088892+0.00147568j 0.00818495-0.0013089j 0.00346331+0.000637638j -0.000580635+0.00311055j -0.00349457-0.00107159j 0.00333386-0.00404726j 0.00635254+0.00226297j -0.000897231+0.00194685j 0.00037203+0.00255681j 0.00386699+5.4179e-05j -0.00126498+0.00144448j 0.000508263-0.00125314j 0.00324152-0.00405116j -0.00671748-0.00267666j -0.000450256-0.00483958j 0.000983886+0.00323531j 0.0017396-0.000654391j -0.00223131+0.000740741j -0.000990941+0.000431838j -0.000698081-0.0021078j -0.000687913-0.00270741j -0.000118771-0.000453465j -0.000922929-0.000712804j -2.57653e-05-0.0016649j 0.00208057-0.000128257j 0.000621206+0.00104446j -0.00117954-0.00146064j -0.000906143+0.000945116j 
-0.00435683+0.000579835j 0.000262569-0.00226813j -0.000342197+0.00210891j 0.00287712+0.00137845j -0.0067261+0.00170001j 0.00119103-0.00246389j -0.000900245-0.00244951j -0.000275773-0.00015727j -0.00332118-0.00474889j -0.00489641-0.00332472j 0.00414998+0.00625812j -0.00314659+0.00278633j 0.0056351+0.00251339j -0.00108272+0.0046829j 0.00293552-0.00297498j 0.00610304-0.000398893j -2.8436e-05-0.00184431j -0.00370861+0.000788369j 0.0132141+0.00162165j -0.00685484-0.00367059j 0.00165238+0.00852588j 0.00245968+0.000644854j 0.0126886+0.0019279j -0.00780009+0.006157j 0.0131256+0.00480645j 0.00258238+0.00594648j 0.0024323+0.00679777j 0.00828656+0.00653103j -0.000477347-0.00276075j 0.000438502+0.00511586j -0.00184537+0.00757328j 0.00674369-0.00450125j 0.000736545+0.00449567j 0.000985193+0.00666073j 0.00357849-0.00208629j -0.00311284+0.013732j 0.00271476-0.000659857j -0.0121944-0.00722347j 0.0013423-0.000436931j -0.002219-0.00165587j -0.00711568+0.00185366j -0.0059635-0.00166274j 0.00809224-0.00351185j -0.0163291-0.000779569j 0.00948904-0.00691183j -0.00373637+0.0157801j 0.00345658+0.000149216j 0.00411844-0.013103j 0.00907419+0.00675602j 0.0150862+0.00713455j 0.00290279+0.00963364j -0.00420801+0.00478702j -0.00166243+0.00628297j -0.000845115+0.00789244j -0.00200929-0.00479327j 0.00281228+0.0147227j 0.0065326-0.00497047j 0.0135499+0.00381969j -0.00290255+0.00932327j 0.004639+0.00364449j -0.00242601+0.00527156j -0.00282784-0.0134746j 0.0029177-0.000669887j -0.000492679-0.00204104j -0.000234305-0.00203704j 0.00409234-0.0082088j -0.000847939-0.00343595j -0.000390495+0.0017845j 0.00219669+0.00140965j 0.00337926-0.00296591j 
-5.82382e-05-0.000922148j 0.0013761+0.000460955j 0.00114992-4.59621e-05j -0.00120211-0.00299404j -0.00377995-0.00228325j 0.00292051+0.000976574j 0.00200854+0.00088044j 0.00468012-0.000630654j 0.00206624+0.00141314j -0.00530101-0.00451277j -0.00217054+0.00261103j -0.0032778+0.00694502j 0.00307922+0.00445234j -0.00111241-0.0080482j 0.00463293-0.00488625j 0.00230416-0.00603303j 0.00300579+0.00662132j 0.00463761+0.00775546j -0.00969881+0.00373914j 0.00327815-0.00408282j 0.00535119-0.00438873j -0.00172948-0.00593522j -0.0061303-0.000301363j 0.00373131+0.00352996j 0.000224762-0.004788j 0.00785234+0.00143288j -0.00384074+0.000510333j -0.00335055-0.000645543j 0.00142594+0.0153415j 0.00415805-0.0130072j -0.011957-0.00995519j -0.00373171+0.00401489j 0.00606018-0.00255391j -0.0059629+0.00259213j 0.000209145-0.0010799j -0.000301431-0.00270898j -0.00183299-0.0102056j 0.00133044-0.0031264j 0.00533605+0.000962519j -0.00426304+0.00420411j -0.00759376-0.00192921j 0.00407125-0.0017361j 0.00384273-0.00411343j -0.000349086-0.00783891j 0.0095978-0.00158018j 0.00223498+0.00197335j 0.000262104-0.0032236j 0.00241341+0.000533547j 0.00574545-0.0062211j -0.00173926+0.00395935j 0.001917+0.00441701j 0.00842285-0.00424165j -0.00132696+0.0106135j 0.0113375-0.00219681j 0.00798116-0.00391002j -0.00311231-0.00354811j -0.00205187+0.0027727j 0.00240205-0.001019j -0.00239151-0.00170489j -0.00473358+0.00537877j 0.00460419+0.0101877j -0.0044246-0.000332599j -0.000717586-0.00138679j 0.00214492-0.00271995j -0.00672775-0.00178779j 0.00077321+0.00531481j -0.000884954+0.00155213j -0.000822093-0.000643231j -0.00185631-0.000101969j 0.000164514+0.00138612j 
-0.000140021-0.000855805j 0.00350471+0.000911747j -0.00164766-0.00124976j -0.00294824+0.000250251j -0.00361221+0.00100218j 0.00277258-0.00100041j -0.00474248-0.00358057j -0.000765813+0.00224522j 0.00304444+0.00119116j -0.00314916+0.00119515j -0.0036282-0.00159944j -0.000370714-0.00323439j -0.000603384+0.00575817j -0.0054663-0.000861516j -0.00249533+0.000111758j -0.00446228+0.00400373j 0.00214621-0.000593302j -0.00858422+0.00273491j 0.0039352+0.00331197j 0.00769518+0.00280427j -0.00616583+0.00693697j -0.000201198+0.0033728j 0.000604497-0.00409022j 0.00422452-0.00549911j 0.00593795-0.00667977j 0.00485145+0.00235021j 0.00670411+0.0173604j 0.00682908-0.0103156j -0.00149673-0.0127503j -0.00504429+0.0105572j 0.0131276+0.00230102j 0.0109878+0.0074243j -0.000698458+0.00203435j -0.0117238-0.0102384j -0.0066973-0.00432744j -0.000121674+0.00310423j -0.00582883+0.00926802j 0.00300467+0.00592597j -0.00991537+0.00250124j -0.000981973-0.00170752j 0.00617171+0.00699082j -0.00268569+0.000568448j 0.0014595+0.0108092j 0.0100185-0.00422246j 0.000379981-0.00383854j -0.00789432-0.00689214j -0.00491869+0.0006444j -0.00678301-0.00281425j 0.00544397+0.00314459j 0.00474475+0.00467294j 0.011234-0.00246181j 0.00199877+0.00715204j -0.0026626-0.00163763j -0.0109324+0.00243288j -0.00151199+0.00273002j -0.0119626-0.00616361j 0.00937897-0.00832749j 0.00082234+0.00835213j 0.00108781-0.00545065j -0.000818757-0.00417803j 0.0042282-0.00438448j 0.00740534-0.000392787j 0.00240773+0.00231281j 0.00390834+0.00331291j 0.00634586-0.000543045j 0.00138179-0.00768416j 0.00183317-0.0024876j 0.00395162+0.0015522j -0.00355605-0.000945357j -0.000281187+0.00100559j 
0.000210654+3.12384e-05j 7.24659e-05-1.71131e-05j -0.000667142+0.00117857j -0.000644333+0.00148977j -0.00156629+0.00182225j -0.00128912-0.00102243j -0.0023939+0.0016539j -0.000594756+0.00316904j -0.00136843+0.000381571j -0.00187319-0.00516793j -0.00421908-0.002143j 0.000389647+0.000907443j -0.0014257+0.00234332j -0.00605909+0.00424209j -0.00980186-0.00324461j -0.00146108-0.00726607j -0.00406308-0.00471748j -0.0032416-0.0028944j 0.000333644-0.000448902j 0.00325484+0.00292443j 0.00876442-0.00263376j 0.00228468+0.00165915j -0.00362998+0.00253821j 0.00141593+0.00255194j 0.00412079-0.00558801j -0.00467571-0.00164269j -0.0110853-0.0140914j -0.00726573+0.0058907j -0.00216025+0.00932942j -0.000583873+0.00483091j -0.00439863-0.00665174j 0.00442973+0.00718981j 0.00769679-0.000998122j -0.00349702-2.15545e-05j 0.0017651-0.00380884j 0.00472902-0.0038215j 0.00403003-0.00502091j 0.00183022-0.00133446j -0.00195902-1.30956e-05j 0.00534654+0.00266657j 0.000189194-0.0181903j 0.000880424+0.00159514j 0.00453731-0.00102924j -0.00883288+0.00386185j -0.00367718+0.00028318j 0.00265896+0.00649415j -0.00251708-0.00228427j 0.00613817+0.0038041j -0.00187431+0.00800365j -0.0022042+0.00105358j 0.00338526-0.00155922j 0.00146683-0.00678002j 0.0122422+0.00386448j -0.00306106+0.00539312j 0.00539708-0.0036191j 0.0124678+0.00647919j -0.00406272+0.00989644j 0.00151445-0.00210248j 0.00261665+0.00112253j -0.0017045-0.000669295j -0.00143177+0.00257873j -0.00155552-0.00165895j 0.000393308+0.000135544j 0.0013509-0.00129118j -0.00277884-0.000894363j -0.00063956+0.00209054j 0.00154986-0.00122345j 0.000640276+0.000486429j 4.57998e-05-0.000649988j -0.000838136+0.000228466j 
-0.00185473-0.000653817j 0.00137778-0.00276405j -0.00115008+0.00302599j 3.5918e-05+0.000533843j -0.00515124-0.00231221j 0.0038285-0.00118171j -0.00137072-0.000737669j 0.00267119+0.00301271j 0.0077565-0.00266894j -0.00271069+0.00676535j -0.004188+0.00132823j 0.00523288+9.73168e-05j 0.0027434-0.00512653j -0.00396797-0.000251695j 0.00212942+0.00700161j -0.00703617+0.00868269j -0.000334185+0.00247124j -0.00228972-0.00343606j -0.00287921-0.0113838j 0.00114856-0.00220233j 0.00416149+0.000864415j -0.00637606-0.006817j -0.00316671-0.00761783j -0.006294-0.00503559j 0.00718728+0.00359905j -0.00458632-0.00210275j 0.000640801+0.00241453j -0.0109733+0.0108028j -0.0021316+0.00304546j -0.00802474+0.00464186j -0.00465511+0.00651387j -0.00514887-0.00671053j 0.0076174-0.00516518j -0.000751887+0.0036652j -0.000270094+0.00540454j -0.000168878+0.00386417j 0.00218208-0.00116682j -0.00542023-0.00876725j -0.0072032+0.00367936j -0.00111606+0.00849488j 0.00463334+0.00356942j 0.00229306-0.00113172j -0.00569248-0.0114806j -0.00689661+0.00411084j 0.00674509-0.00031382j 0.00839907+0.000934089j 0.00738789-0.00657559j -0.00298149+0.0066671j -0.00465149+0.00477074j -0.00190922+0.00306067j -0.00152148-0.000619785j -0.00436132+0.00986927j -0.000859594+0.00479763j -0.00026443+0.00379901j 0.00700752+0.0108528j 0.00769627-0.00392579j -0.00519159+0.00281747j 0.00258353-0.00663462j -0.00709259-0.00294337j -0.00608182+4.02146e-06j -0.00060878-0.00456419j 0.00403206+0.00256672j 0.00360878-0.0034924j -0.00261852-0.00128991j 0.0031132+0.00168671j 0.00304705-0.00338357j -0.000165566+5.73744e-05j 0.000273853-0.00243769j -0.000466467+0.00260211j 0.00167314+0.000589305j 
0.00189942+0.000708628j -0.00294912+0.00151507j 0.0019095-0.00142408j -0.00197867-0.002043j 0.00259706-0.00149907j -0.00197565-0.000484515j 0.00295674+0.00114015j 0.000159344-0.000940201j 0.00318481+0.000669j 0.00638782-0.000845863j -0.00673375+0.000240827j -0.001859-0.00928687j -0.00472098+7.33339e-06j 0.000537338-0.00520915j 0.00532355+0.00275536j -0.0113819+0.000108701j 0.00615034+0.00538557j 0.0140915-0.00756212j 0.00683755-0.0024306j -0.0113517-0.00170357j 8.99411e-05+0.00527412j 0.00195036-0.00847021j 0.00374328-0.00413761j 0.00511348-0.00119042j 0.00256874-0.00292969j 0.000867301-0.00305234j 0.00440384+0.00282674j 0.0058966-0.000644751j -0.00337181-0.00550197j -0.00247169-0.0103471j -0.00280548+0.00873755j -0.00645127-0.00382842j -0.00525964+0.00229021j 0.00348668-0.00431493j 0.00176759-0.00914678j -0.00465324-0.00361512j 0.0185458-0.00104018j -0.0112046-0.000437891j 0.00843672-0.0118373j 0.00566282-0.00932459j 0.00734763+0.00837656j 0.00166829+0.00721572j -0.00847214-0.00381847j 0.0118688+0.00278499j -0.00322824+0.00466747j 0.00698501+0.0104922j -0.00314902+0.00133684j -0.00442442-0.00247413j -0.0014728+0.000718975j -0.0102572-0.00324407j -0.0124628+6.54428e-05j -0.00225535+0.0013681j -0.00521305-0.00855419j -0.00115647-0.00105336j 0.00679136-0.00380851j -0.0119834+0.0023348j -0.0144928-0.00262792j -0.00130467+0.00633449j -0.00119814-0.000480073j -0.00920861-0.000105982j -0.0108987-0.000869011j 0.00480463-0.000904675j 0.00128132-0.00468463j -0.00930109-0.001326j 0.00356388+0.00249354j 0.00307099-0.00181963j 0.00320856-0.000570425j 0.000665108-0.00145188j 0.00288541-0.00158927j -0.0011929-0.000340027j 
-0.000505173-0.000968383j 0.000154113-0.000287326j -0.000333389+0.000776304j 0.00171651-0.00116167j 0.000202829-0.00278169j 0.000149546+0.00257474j 0.00304902-2.50467e-05j 0.0011504-0.000976294j 0.000577511-0.000227807j 0.00282014+0.00380171j 0.00434842-0.0019527j 0.00722691+0.00521859j 0.000400866-0.0089382j 0.00382085-0.00443022j 0.012161+0.00279074j 0.00244641+0.00960149j -0.00139329+0.00360202j 0.000387295-0.00278114j -0.00697343-0.0052904j -0.00259552+0.00155954j -0.00520562+0.00148426j -0.00473998+7.48106e-05j -0.000794994-0.00302265j -0.0109669-0.000762408j -0.000807183+0.00859364j -0.00360753-0.000355022j 0.0139092+0.00459629j -0.00164868+0.00471579j 0.000635403-0.00311731j 0.00183352-0.00232656j 0.00392357+0.00859347j -0.0112491-0.00867757j -0.000617981-0.00495907j 0.00737823+0.00105974j 0.000176737+0.0136081j -0.000555566+0.00861715j -0.00568067+0.00544307j -0.0037861-0.00315129j -0.00230575+0.00630423j -0.00136614+0.00511406j 0.00134752+0.00976227j 0.00180941+5.22697e-06j -0.00735431-0.00664976j -0.00139495-0.00154j 0.00462337+0.000456522j 0.000407545-0.0112006j 0.00987349-9.0932e-05j -0.00436816+0.00315521j -0.00548832-0.00589349j -0.0012817-0.000972281j -0.00376381+0.00126414j -0.00284133+0.00953125j -0.0102113+0.00182557j 0.00506938-0.002677j -0.00336915+0.00898324j -0.00223983-0.00496473j -0.000183321-0.00243467j -0.0048338-0.00581501j -0.00706236+0.00383117j 0.00277707+0.00155665j -0.000454912-0.00129726j 0.00125999+0.0037944j 0.00059634-0.00172059j -0.00158227+0.00102565j 0.000950055-0.000999347j 0.00100581-0.00124487j -0.00329831+0.000366243j -0.00182058-0.00195195j 0.000548466+0.000749732j 0.000893994-0.000239917j 
-1.97774e-06-0.000924413j 0.00213305+0.000150116j 0.000268349-0.000967692j -0.000632143-0.000816114j -0.000393659+0.00124614j 0.000736331-0.00111208j -0.000831431-0.000976084j -0.000319338-0.00174918j -0.00115905+0.00248148j -0.00529592+0.00186772j 0.00483384+0.00365108j -0.00715433+0.00488985j 0.00137332+0.00148574j 6.83805e-05-0.00675938j 0.0119538-0.0107562j 0.00421321-0.00495282j 0.00791184+0.00434641j 0.0100221+0.0061837j -0.00152702+0.00830524j -0.000524533-0.00373322j -0.00148654-0.00247162j -0.00291134-0.00846266j 0.00616539+0.000746963j 0.00394515+0.000628139j 0.000590895-0.00556195j 0.0113602+0.0016879j 0.00741318+0.00874608j 0.00488204-0.00545299j 0.00230316+0.00263247j 0.000196092-0.0158425j -0.00626862-0.00440085j 0.0012561+0.00200308j -0.0015313+0.00219731j -0.00693919+0.000182285j -0.0049324-0.00455676j -0.00404755-0.00175494j -0.00405223-0.00132011j -0.0006219+0.00153653j 0.00630805-0.00309027j -0.00452199-0.00210211j -0.00291901+0.00944364j 0.000413058-0.00224393j 0.000823518-0.00279164j 0.00778256-0.0163155j 0.0101445-0.00280748j -9.43141e-05+0.00177992j -0.00116066+0.00153955j 0.00238036-0.00660586j 0.00774024-0.00641356j -5.77657e-05+0.000369038j 0.00200441+0.00540084j 0.00874013+0.000169672j -0.00417229+0.0083874j 0.00629727-0.0084247j -0.00133981-0.00572544j -0.0119241+0.0015725j -0.000488958-0.0104566j 0.00576786+0.0010943j 0.00149218-0.00336046j 0.000723485+0.0032154j 0.00391707+0.00354642j -0.00664591-0.00039802j -0.00465255-0.00233477j -0.00137732-0.00174202j -0.00448811+0.00293712j -0.00128568+0.00298875j -0.00167143+0.00382064j -0.000935386-0.000283988j -0.00194969+0.000530972j 0.000334167+0.000899749j 
