-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
0.000738147-0.000719459j 2.74558e-05+0.000994596j 0.000224627+0.00251522j -0.000314307-0.00108958j 0.000675746-0.00553712j 0.00405649+0.00163646j 0.000896691-0.00322699j -0.00092776-0.000299844j -0.00416271-0.00482939j -0.00220137-0.00808307j -0.0010106+0.000847433j -0.00152499-0.0033482j 0.000497933-0.00390735j 0.00200885-0.00207609j -0.00779474-0.000554999j 0.00078544+0.00238711j 0.00302601-0.00155673j 0.00250078-0.00195938j -0.000799852-0.000113157j 0.00299205-0.00895985j -0.00285435+0.0053708j -0.00084531+0.000520045j -0.0022587+0.00382466j 0.00203851+0.00134165j -0.00151719-0.00486671j -0.000507718+0.000547249j 0.000336149+0.000587287j -0.000112921+0.000288739j -0.000315713-0.000261932j 0.0009111-0.00277095j 0.00184079+0.000656659j 0.00103522-0.00935199j 0.00701875-0.00111514j -0.00361852-0.00771838j -0.00283399+0.00074476j 0.00676838-0.00257021j -0.000630325-0.00528565j 0.00321906+0.00796879j -0.000224791+0.00320044j 0.00108915-0.00690802j 0.00975648-0.000327689j -0.00839444+0.000370322j 0.00129852+0.000785115j 0.00396838+0.00625572j -0.00189779-0.000497677j 0.00196843+0.00557109j 0.00269426+0.00358105j 0.00277289+0.00213203j 0.00790466+0.0068806j 0.00312757-0.00387504j -0.0044306+0.00527912j 0.00308219-0.00436172j -0.00103688+0.00250025j 0.00054836+0.000940344j 0.000482054-0.00122801j 0.00544873-0.00447212j -0.000454751-0.00151177j 0.00156729-0.000988241j 0.0140305+0.000230794j -0.00700372-0.0016034j -0.00309117+0.0129069j -0.0104095-8.9753e-06j -0.00555605+0.00421294j 0.000238315+0.00204806j -0.00110164+0.00552556j 0.00156508-0.000214762j -0.00183124-0.00504216j -0.000581917+0.000981795j 0.000807388+0.000633094j 
-0.00134345-0.000884052j 0.00152037-6.56627e-05j 0.00381969+0.000777798j 0.000399335-0.0134323j -0.00683217-0.00516432j -0.00721373+0.00782016j 0.00686355-0.00758522j -0.00422641+0.0168362j 0.0154655+0.000997059j -0.00493067-0.00995567j 0.00215384+5.62277e-05j 0.00526112-0.0182851j 0.00909952+0.0100028j -0.0137699+0.00725239j 0.00598968+0.00359433j -0.00694662-0.00175805j 0.0024049-0.00327228j -0.00288813-0.00975198j -0.00279111+0.00126113j 0.000547694-0.0108846j 0.000949757+9.31481e-05j 0.00510189-0.000748568j -0.00652155-0.00264224j -0.00254533+0.00155422j -0.00331042-0.00492018j -0.00101545+0.00154134j 0.00125057-0.00083955j -0.00209861-0.000543693j 0.000150837+0.00140015j 0.0014144-0.00235216j 0.00207866+0.00161592j -0.000499072+0.00114168j -0.00557423-0.00641264j 0.00165583-0.00373681j 0.00154531+0.000710117j -0.000972566+0.0048265j 0.00554762-7.92751e-05j -0.00082398-0.00405378j -0.00310559-0.00115143j 0.00785956+0.00137481j -0.0069208-0.00423633j -0.00194921+0.00703951j 0.00232198-0.000892312j 0.000860503+0.00191351j 0.000947055-0.00799928j -0.00112095-0.00528432j 0.00787041-0.0028318j 0.00205273+0.0111265j -0.00516545-0.00981602j -0.00964366+0.000898389j 0.00698593-0.00600189j -0.00133211-0.0015741j 0.00395675+0.00469611j -0.00283822+0.00243833j -0.00290363-0.000480277j 0.00121834+0.00106723j -0.0011444-0.000953872j -0.000893773-0.0018883j 0.000137954+0.00208516j -0.000104477+0.00357609j 0.00142379-0.000598714j 0.00392293-0.00057339j -0.00166437-0.00197924j 0.000932021+0.000802027j 0.00122859-0.00195076j -0.00042345+0.00172079j 0.00121458+0.000233725j 0.000270461-0.000447908j -0.00082268-7.30038e-05j 
-0.000716857-0.000945875j 0.00143471-0.00135958j 0.00139657-0.00608449j -0.00566363-0.00211914j -0.00345754+0.00960542j -0.00575582+0.00472361j -0.00471851+0.000346901j 0.0168468+0.00150256j 0.00321004+0.00395627j -0.00629004-0.00860554j -0.00964314-0.00487462j -0.000807386+0.00210407j -0.000391886+0.00623639j -0.00619751-0.00985018j 0.000638648-0.0064091j 0.00202802-0.00907744j -0.00388745+0.00748472j -0.0106575-0.00401982j 0.00702506+0.00140129j 0.00357126+0.0123142j 0.00280889+0.00568322j -0.00593094-0.000611465j 0.000390223+0.0032043j 0.00063759-0.00116288j -0.00375642+0.00123488j -0.00660525+0.00158223j -0.00109725+0.00401166j -0.00065298-0.00212971j -0.00277908+0.000310074j 0.000464554-0.000663861j 0.00044146+0.000634274j 0.00115874-0.00147022j -0.00116314-0.000950851j 0.00627497-0.00257144j -0.000783368+0.00175787j -0.00231717+0.0033436j -0.00296359+0.00528234j -0.00452165-0.00446866j -0.00825095-0.00945794j -0.00296236+0.00737232j -0.0105863-0.00520846j 0.00270255+0.000222855j -0.00451027-0.00534587j -0.0015562-0.00967654j -0.00487941-0.00184571j 0.00172929-0.00564349j -0.00133526-0.00532932j -0.00486347+0.00437323j -0.0062662+0.000456135j -0.0058898-0.00311537j 0.00303741-0.0100498j -0.00575517+0.00273245j 0.0026331-0.000482677j 0.00630799+0.000649164j 0.00147148+0.00534011j 0.00021829-0.0024401j 0.00384981-0.00423545j -0.00270455+0.00521403j -0.00651961-0.00269161j 0.00418862-0.00323938j -0.00067816-0.00388332j 0.00233995+9.28959e-05j -0.00016102-0.00308006j -0.00258654-0.00178468j 0.00353349+0.0020691j 0.00452223+0.000182816j -0.00197675-0.004377j -0.00103221+0.00047751j 0.000578079+0.00167933j 
0.00105956-0.000846291j 0.000247908-0.000918054j -0.00211816-0.00210017j -0.00725319+0.000662281j 0.00387445+0.0033182j 0.00323342+0.00313769j 0.00176931-0.00320184j -0.00529115+0.0041669j 0.00790273-0.000626227j -9.25022e-05+0.00791224j 0.00425356-0.00334201j 7.00402e-05-0.0111668j 0.00213533+0.00673833j -0.00644796+0.00362683j 0.00174616+0.00922722j 0.0077387+0.00250684j -0.00119976+0.00433045j 0.000387779+0.00666387j -0.0031742+0.00348769j -0.00403473-0.00627863j -0.00542952+0.000684759j 0.00940726+0.000626236j -0.00300475-0.000984827j -0.00273888+0.00109681j 0.00440808+0.000327067j 0.00803711-0.00170445j 0.00386625+0.000695651j 0.000276587-0.000383632j 0.000194579+0.000878019j -0.0018605-0.00113177j -0.000956029-0.00170501j -0.00177473-0.00202543j 0.00343833-0.00216374j 0.00619798-0.00159708j -0.00022957+0.00139139j 0.00100481-0.00264877j 0.00952408-0.00312325j 0.00580483+0.00187367j 0.00653687+0.00926735j 0.00673411-0.00365774j 0.00606835-0.00314687j -0.0009949+0.00466768j 0.00318119+0.00384869j 0.00445025+0.00294426j -0.00107021+0.000536525j 0.0120524+0.00146721j 0.000169778-0.0061681j 0.00538856-0.00214338j 0.0133611-0.00309661j 0.00623595-0.00153214j -0.0019401-0.000132264j -0.00172156-0.00390528j 0.00616392-0.00535251j 0.0022602+0.0029225j -0.00194007+0.000348221j 0.000185586-0.00228809j -0.00442208-0.00365849j -0.00774534+0.00563208j 0.00517604-0.00078048j -0.00441121+0.00307084j 0.00110426+0.00869309j -0.00823215-0.000578119j -0.00129798+0.0049094j 0.0056532+0.00394661j -0.00493761-0.00390477j -0.0063965+0.000108055j 0.000678205+0.00404219j 0.000515739+0.00174047j 0.00123907-0.00212271j 
0.000923871-0.000682264j -0.00109319+0.00140385j -0.00770496+0.0041071j 0.00227759-0.0011689j 0.00699193-0.00967768j 0.000291135-0.00172436j 0.000700055-0.00238137j -0.00145129-0.000447631j 0.00115466-0.00592799j -0.00490448-0.00631915j -0.00022263-0.00154111j -0.00165134-0.00188484j -0.00404457-0.0058206j 0.00155815-0.00495861j -0.00534769+0.0013037j -0.00501881+0.00957374j -0.000873169-0.00293559j 0.00589031-0.00279018j -0.00422974+0.00140734j 0.00454765-0.0110363j 0.00543656+0.00287508j 0.00408112-0.00158535j 0.00308662+0.00349797j -0.00222413+0.00279898j -0.00622288-0.00591382j -0.00525055-0.00146998j 0.000728302+0.000467085j 0.0003319-0.000348361j 0.00107825-0.00143282j -0.000845841-0.00115023j 0.00146794-0.00104389j -2.51143e-05+0.000658767j 0.00193437-0.00163777j 0.00547485-0.0043241j -0.00170851+0.00291645j -0.00337423+0.00595035j 0.00129199+0.00303099j -0.00323046-0.00440648j -0.00905946-0.00558471j 0.00122482+0.00562289j -0.010705+0.000642988j 0.00277141+0.00151852j -0.00505573-0.00279056j -0.00476496-0.00771029j -0.00439471-0.00161429j 0.00236191-0.00627838j -0.00281324-0.00438137j -0.00100622+0.00394257j -0.00468475+0.000142237j -0.00493596-0.00215124j -0.00178996-0.0130633j -0.00440923+0.00253821j 0.00521381-0.00430047j 0.00711646-1.36579e-05j 0.00399417+0.00362775j 0.000170798-0.00469244j 0.00273046-0.00525421j -0.000939808+0.00883818j -0.00370879-0.00025364j 0.00212279-0.00584943j -0.00142837-0.000133158j -0.00234338-0.000648791j -0.000273544-0.00444624j -0.00223566-0.000954329j -0.001118+0.00130935j 0.00310786-0.0017646j -0.00152795-0.0035579j 9.01236e-05+0.00190973j 0.0012094+0.000337072j 
0.000875231-0.000171184j 0.000206468+0.00057426j -0.00079526-0.00179595j -0.00229246+0.00273071j 0.00373972-0.00376086j 0.0119898-0.00111069j -0.00274942-0.00200222j -0.00600781-0.00412776j -0.00992168-0.00132555j -0.00385825-0.00343045j 3.08685e-05+0.000750859j -0.00313621-0.0051136j -0.000820592-0.00113756j 1.23686e-05-0.00354214j -0.0104086+0.00680709j 0.0092288-0.000987035j 0.00472281+0.00210095j 0.00275356+0.00273823j -0.000607817-0.00023394j -0.00347338-0.0112271j -0.00692204+0.0100568j -0.000114784+0.000533399j -0.00261821+0.00602066j 0.00369376+0.000576245j 0.00259243-0.00452525j 0.00669542+0.00058639j 0.0026413+0.00283589j 7.09871e-05-0.000521075j -0.000810532+0.000706975j 0.000185822-0.00134131j 0.00037842+0.00153907j 0.000783213-0.00172628j 0.000224448+3.10058e-05j -0.00370852-0.0080661j -0.0038801+0.011735j -0.0117189-0.000658708j 0.00614085-0.00307351j 0.0067523-0.00249428j -0.00853328+0.00203236j 0.0030698+0.000542696j 1.68367e-06+0.00733763j 0.00240372+0.0104782j -0.00474165-0.0035503j -0.00262617-0.0137884j -0.00277373-0.0109168j -0.00320575-0.00347804j -0.00142224-0.00208209j -0.00114496+0.00436582j 0.00148918-0.00885074j -0.00319779+0.00130869j -0.00577225-0.00321156j -0.0057618-0.00326163j 0.0150875-0.00667875j -0.00406573-0.00714828j 0.00259691+0.0116775j 0.000486814-0.00953796j -0.00360612-0.00111683j -0.0043791-0.00294099j 0.0074166-0.00154962j 0.00727134-0.00355463j -0.00145866+0.00854892j -0.00568768+0.00121544j 0.00540197-0.00788962j -0.00772473-0.00178903j -0.00913838+0.00153009j -0.00204437-0.00298388j -0.0012401+0.00185227j 0.00164265+0.00273411j 0.00110813-0.00260303j 
-0.00110316-0.00171124j 0.00174917-0.000271285j 0.00565799-7.25618e-05j 0.00504448+0.0022914j -0.0026393-0.000614214j 0.00219376-0.00199083j 5.41376e-05+0.00322268j -0.0053245-0.00307291j -0.00875357+0.00294354j 0.00525374+0.000777647j 0.000964104+0.00519711j 0.00224556+0.00514428j 0.00111728-0.0017391j 0.00415255+0.00307346j 0.000140603-0.00213946j 0.000871065-0.00477511j 0.00373975-0.0023119j 4.65673e-06-0.000437244j 0.00185366-0.00272814j -0.00307926+0.00504382j -0.00528309-0.00124853j -0.00646804+0.00189547j -0.00179912-8.5522e-05j 0.00359758-0.00186201j 0.00374092+0.00347267j 0.00336183+0.00157829j -0.00158556-0.00154854j 0.000434631+0.000558963j -0.000527187-0.000368849j -0.00100479-0.00488788j 0.00399385-0.000463035j 0.000553581-0.00023828j -0.00505645-0.00652263j 0.00539264-0.0116043j 0.00465899-0.00131662j 0.00260106+0.00674792j 0.0083659-0.00347863j -0.00631261-0.00442795j -0.00574974+0.000445883j 0.00997774-0.00178624j -0.00987088-0.00428251j 0.000345362+0.0124676j 0.000666964-0.000999918j 0.000556254+0.00303699j -0.00321111-0.00875205j 0.00367079-0.0058889j 0.0098456-0.00958181j 0.00790636+0.0136555j -0.00776957-0.00990812j -0.0121757+0.000944922j 0.00637568-0.013542j -0.00181158-0.00298131j 0.00949932+0.00404455j -4.15308e-05+0.00465872j -0.00163263-0.00187833j -0.00076632-0.000341427j -0.000647044-0.00507077j -0.0010558+0.00421445j 0.00142622+0.000178983j -0.00210558+0.00218474j 0.00279591+0.00125821j 1.57897e-06-3.12462e-05j -0.0068245-0.00143479j 0.002996+0.00357456j -0.00112251-0.00166479j 0.000367256+0.00213324j 0.00068695-0.00211647j 0.000240901+3.1669e-05j -0.000913098+5.87198e-05j 
-0.00283082+0.00133653j -2.60354e-05-0.00260079j 0.00696917+0.000365677j 0.000333708-0.00439366j -0.0072555-0.00155801j 0.00170853+0.00309314j 0.000652706-0.00408051j -0.0022859+0.00409051j -0.00328688-0.000993005j -0.000996126-0.00508333j 0.000870789+0.00425792j -0.000261827-0.00336548j 0.00585635+3.02403e-05j 3.72551e-05+0.00600512j 0.000461972-0.00181764j -0.00284122-0.00400812j 0.00469335-0.00477196j -0.00176673-0.00574438j 0.00052476-0.00245611j -0.00184544-0.00351256j -0.00282201+0.00103003j -0.00401809-6.95263e-05j -0.00541993+0.000492138j 0.0033465-0.000833154j -4.59304e-05-0.000680447j 0.000426231+0.00355438j -0.00147123-0.0011386j -0.00106942-8.52929e-05j -0.00103225+0.000723247j -0.00217003+0.000703518j -0.00162794-0.00369465j 0.00311681-0.00615262j 0.00821971-0.00135688j 0.00553065+0.00310142j -0.00204632+0.00302667j -0.00252051-0.00247448j -0.00430763+0.00293753j 0.0039887+0.00196883j 0.00253856-1.18146e-05j -0.00766301+0.00258277j 0.00357309+0.000162334j 0.00106545-0.00747587j -0.00300355-0.00161605j -0.00226323-0.00580586j -0.00334529+0.00884725j 0.0046378+0.00234336j -0.00972242+0.00108555j -0.00403422-0.00909735j 0.00910628+0.00862087j 0.00901855-0.00374696j -0.00683631+0.00420056j 0.000340329+0.00271356j -0.00381252-0.00621979j 0.00572039-0.00468438j 0.00410187+0.00274185j -0.00318871-0.00358299j 0.000755662-0.000455204j -0.00132281+0.00690991j -0.00133541-0.00228029j 0.000975584-0.00405429j -0.00181459+0.00337937j -0.0070853+0.00293738j 0.00240135+0.00138256j -0.000320353-0.000767863j -0.00099635+0.00236939j 0.00156626-0.00120618j -0.000940485-0.00356351j -0.00132993-0.000862715j -0.000763305+0.00120921j 
-0.000495134+0.000560336j 0.000453577+0.000486073j 0.00163442+0.00194769j -0.00334499-0.00904725j -0.00703158-0.00305458j -0.00230467+0.00622233j 0.00131151-0.00771424j 0.00290022+0.00996677j 0.00782578-0.00470317j -0.00695317-0.0076525j 0.000345196-0.000850488j -0.00137419-0.0101956j 0.00598265+0.00188043j -0.00444385+0.00478225j 0.00154889-0.000476566j -0.00546416+0.00167583j 0.000957008-0.00276938j -0.00328464-0.00710895j -0.00102919+0.0012443j 0.0011882-0.00753372j 0.00267595+0.00134227j 0.00249673-0.00167613j -0.00351041+0.000187986j -0.000178273+0.000911919j -0.00419214-0.00281975j -0.00304248+0.00178233j -0.000907155-0.00081654j -0.0017703-2.86343e-05j -0.000167312+0.000890794j 0.00321297-9.60735e-05j 0.000760222+0.00347445j 0.0013024-0.00574015j 0.00227289+0.00148996j -0.0122905-0.000481027j -0.00471445+0.00481782j -0.000915179-0.00434009j -0.00691068-0.00170768j 0.00568767+0.00419094j -0.00215846-0.000726679j -0.0043966-0.00456274j 0.00681197+0.00104081j -0.00504662-0.000951788j -0.000892315-0.00312378j 0.00158962-0.00149326j -0.00176566-0.00291227j -0.00994646+0.00505337j 0.00160403+0.00689692j -0.0011495+0.00249295j 0.000536398+0.00318446j 9.50342e-05-0.000113126j -0.00227469+0.00969542j 0.000203194-0.00145087j -0.00281234+0.00255564j -0.00502398-0.00289484j 0.000858439+0.00443558j 0.00407356-0.00488633j -0.000307588+0.0050161j 0.00169474-0.0108009j 0.0111125-0.00140195j 0.000965913-0.000791082j -0.00165265+0.00737169j -0.0021313+0.00162799j 0.00181897+0.000298777j -0.00517883-0.00202912j 0.00251188+0.00619259j 0.00170615-0.000554585j -0.00161797-0.0016445j -0.00030762+0.000229505j 0.000391332+0.00104921j 
-0.00212649-0.000978825j 0.0018974-0.00398404j -0.00175997-0.00822874j -0.0118159+0.000781313j 0.00278056+0.0118934j 0.000898408+0.00588808j -0.00281165-0.000848689j 0.00786655+0.00319279j 0.00952161+0.00117757j -0.00403528+0.00360473j -0.00397686-0.00460834j -0.0017728-0.00762373j 0.00359778+0.00972486j -0.0117903-0.001469j 0.00387282+0.00275711j 0.00576522-0.00583934j -0.00139999+0.00951146j -0.00743378+0.00394393j 0.00358592+0.00255015j 0.000854805+0.00380329j -0.000923652+0.00305735j 0.00461989-0.000445452j -0.00064892+0.00151807j -0.00209186-0.000710196j 0.0026306+0.00120355j 0.00310172+0.000688083j 0.00218474+0.00334513j -0.0013133-0.00244382j -0.0019031+0.00183683j -0.00169832+0.00190082j -0.00353553-0.002278j -0.00202407+0.0002588j -0.00171018+0.000281323j 0.0104306+0.00283676j 0.00210554+0.000653932j -0.00341673+0.0024261j 0.0059027+0.00129529j 0.00146754-0.00374287j 0.00175079+6.35186e-05j 0.000941428+0.00669398j -0.00320346+0.00153206j 0.0055609-0.00316825j 0.000574138+0.0019375j -0.00495902-0.00282045j 0.002004+0.00487539j 0.00673215-0.00276822j -0.00615649-0.00230228j -0.00389273-0.00832288j 0.00352507+0.00127823j 0.00602888-2.8953e-05j -0.00200495-0.00172506j -0.000495609+0.00345138j -0.000453538-0.00728313j 0.00479078-0.00172149j 0.002119+4.04095e-05j -0.00423682+0.00168906j -0.000653289-0.00103556j -0.00246995+0.00797769j -0.0085204+0.00255093j 0.00259771-0.00138698j -0.000356679-0.0049689j -0.00088606+0.000120978j 0.00424965-0.00226711j 0.00138221-0.000853819j -0.00329709-0.004085j -0.00163473-0.00140459j -8.62388e-05+0.00104617j 3.57205e-06-0.00116155j -0.00122669-0.00106328j 
-0.00318177-5.43724e-06j 0.00194237-0.00337448j 0.00653814-0.00613468j 0.000743935-0.000591822j -0.00414717+0.00444231j 0.00537213+0.00203314j -0.000561814+0.000970719j -0.00496236+0.000427875j -0.00545635+0.00374821j 0.00241384-0.000892963j 0.00160975+0.00494783j 0.00220582-0.0021179j 0.00535733+0.00319391j -0.00149883+0.00479737j 0.000109448-0.000107737j 0.00188162-0.00865271j 0.00573363-0.000145312j -0.00274762-0.000632446j 0.00283375-0.00332692j -0.00251159+0.00234426j -0.00679387+0.00204296j -0.00396757+0.00228208j -0.00474943+0.00129832j 0.00340399-0.00253j 0.00564794+0.00118869j 0.00624598+0.00380717j -0.00119432+0.000317235j -0.0010221-0.000823738j -0.00160596+0.00185187j -0.00207389-0.000700623j 1.55321e-05-0.00194808j 0.00219066+0.00543934j -0.00791975-0.000552225j 0.00480657-0.000382425j 0.00514671-0.000698068j -0.00273051+0.00481783j 0.00693708-0.00177212j -0.00531777-0.00378936j 8.06121e-05+0.0049056j 0.00730686+0.00128693j -0.00693978+0.00718673j 0.00835279+0.00363717j 0.000220003+0.00127295j -0.00327164-0.00202947j -0.000657811-0.00233899j -0.00101914-0.0060983j -0.00246804-0.00682565j 0.0046167+0.000264853j -0.00779373-0.005119j -0.00295101+0.010186j -0.00196316-0.0069652j -0.000715+0.00161684j 0.00572537-0.00283962j -0.00158703-9.84742e-05j -0.00334402+0.00030984j -0.00297201+0.00413591j -0.0034599-0.000972709j -0.00121825+0.00195457j -0.00740137+0.00429944j 0.00405611+0.00232493j -0.000651537-0.00717463j 0.00473832-0.00296206j 0.00206868-0.00386278j 0.000651664-0.00157142j -0.00490328-0.00644254j -0.00134308-0.000170794j 0.0014274+0.00267555j 0.00101939-0.00237879j -0.00266707-0.00158177j 
-0.00281498+0.0042795j -0.00203402-0.0025836j 0.0085617-0.00615131j -0.00129349-0.00565699j -0.00710169+0.00608337j 0.00689661+0.00362825j -0.00125502-0.00212146j -0.00240599+0.00225646j -0.00491782+0.000135732j 0.00137963-0.00208222j 0.00241019+0.00522603j -0.000958073-0.00263023j 0.00943359+7.83565e-05j 0.000930294+0.0100134j 0.00148122-0.00255527j -0.00326828-0.00718642j 0.00581745-0.0035409j -0.00406647-0.00286068j 0.000719006-0.0046738j -0.00238161+0.000225071j -0.00551996+0.00113666j -0.00375497+0.00155663j -0.00634962+0.00176318j 0.00334571-0.00255477j 0.00398167+0.00104835j 0.00432921+0.00488082j -0.00231332-0.000624481j -0.00151032-0.000655404j -0.000731586+0.00264144j 0.00184677+0.00532285j -0.00477357-0.000143103j 0.00611083+0.00235986j 0.00157244+0.00335187j 0.00696765+0.0136696j -0.00124391+0.00193167j -0.00989422-0.00359335j 0.000818128+0.00710734j 0.00668198-0.00202847j 0.0077065+0.00119046j -0.00350538+0.0089243j 0.00489775+0.00390705j 0.00111594-0.00991114j 0.000701831+0.00191192j -0.00474415-0.00462704j 0.008462+0.00519553j -0.00145943+0.00133713j -0.00698264+0.00789868j -0.0111479-0.0111495j 0.00742538+0.000548348j 0.00814918+0.000247688j -0.00103271+0.0120062j 0.00219059+0.00250941j -0.00574041-0.00138676j -0.00495226-0.00483488j -0.0017434+0.00136565j -0.00316615+0.00393272j -0.00113677+0.00513949j 0.000552143-0.00552345j -0.00608091+0.00531233j 0.00543001+0.000498649j -0.00243662-0.00645326j 0.00452586-0.0015743j 0.009842-0.00343781j -0.00178442-0.00273693j -0.000482393-0.00648479j -0.00327945+0.00160267j 0.00452398+0.00565292j -0.00153008-0.00389927j -0.00307564+0.000658512j 
0.00281362+0.00205709j -0.00143266+0.0037164j 0.00582538-0.00225103j 0.0084251-0.00427684j -0.00647776+0.000129692j 0.00330403-0.00208255j -0.00049298+0.00162711j -0.00631052-0.000901834j -0.00899175+0.00294922j 0.00267399-0.00358359j 0.00497551+0.00340722j 0.00228988+0.00355683j 0.00125866-0.00389022j 0.00874193+0.00260125j -0.00303473-0.00214728j -0.00302644-0.00114486j 0.00170213-0.00531035j 0.00105412-0.0021756j -0.00114595-0.00346237j -0.00281106+0.00165321j -0.00238557-2.47073e-05j -0.00438841+0.00222716j -0.00241095+0.000551472j 0.00215461-0.00172615j 0.00137337+0.000242594j 0.00226833+0.00184718j -0.00256315-0.00101119j 0.000696164+0.00113204j 0.00109188+0.000753017j 0.00563259-0.00141426j 0.00419811+0.00647829j 0.00276823+0.00991984j -0.00944005+0.00634822j -0.0122982+0.00951975j 0.00193328-0.000213848j -0.00516541-0.00222062j -0.000194075-0.00183915j 0.00128821+0.000485451j 0.00067696+0.00329485j 0.00308037-0.00602241j 0.00215913+0.00287539j 0.00108782+0.00535839j 0.00202093-0.000633494j 0.00250761+0.000882183j 0.00304732-0.00959471j -0.014557+0.00394994j 0.00693803+0.00197772j 0.00293644+0.00730788j -0.0112906-0.00716988j -0.00430155+0.00877878j 0.00609892+0.00475594j -0.000959836-0.00120412j 0.00234176+0.00591983j -0.0117348+0.000795308j -0.00305356+0.00562449j 0.00390673+0.00333382j -0.0017034+0.00675876j -0.00364833-0.0159713j 0.00366124+0.00153612j 0.00460672+0.00457025j 0.000321823-0.00353716j 0.00943135-0.00608892j 0.00186257-0.00353976j -0.00458142-0.00091306j 0.00187809-0.00160661j -0.00205381+3.84768e-06j 0.000946926+0.00512041j 0.00253075+0.000649487j 0.000931855-0.00197476j 
0.000413655+0.00120226j -0.0012216+0.00062102j 0.000486269-4.02006e-05j 0.000335973+0.000389288j 0.000667254-0.000814349j 0.00101229-0.000663911j -5.6374e-06+4.71015e-05j -0.000694728-0.00137313j -0.00211457-0.000792914j 0.00111949+0.000120127j 0.00013307+0.00130566j -0.000616279+0.00128247j 0.000302004-0.00164124j 0.00150528+0.00153728j -0.000207614-0.000681063j -0.000576108+1.1481e-05j 0.00118807-0.00114138j 0.000658997+3.04743e-05j -0.000281919-0.000758858j -0.000436766-0.000636347j -0.000749439-0.000116239j -0.00101604-0.000136202j -0.000231065+0.000280506j 0.000680709-2.35255e-05j 0.000458675+0.000270975j 0.000287163+0.000396646j -0.000252339-0.000504836j -2.2381e-05+0.000325388j 0.000307565+1.82445e-06j 0.00123031+0.00107473j -0.0014838+0.000802033j 0.000741948+0.000165154j 0.0026692-0.0010043j 0.00362745-0.000128367j -0.000360678-1.19532e-06j -0.00136212-0.000911756j -1.03964e-05+0.00139792j 0.000315995-0.000227626j 0.000901962-0.000711747j -0.000328868+0.00197635j 0.00112231-0.00060257j -0.00244675-0.0010499j -0.00161427+0.000356316j -0.000853071-0.000796558j 0.00218632+0.00181447j 0.00197762-0.00153102j -0.00179843+0.00225735j -0.0032214-0.000212643j 0.0036749-0.00166698j -0.000904705-0.00274977j -0.00027579+0.000941255j -0.000506602-2.00807e-06j -0.00158065-0.000435274j 0.000352283-0.000865717j -0.000669715-0.000239574j 0.000196175+0.000398157j -0.000320032-0.000435706j 0.00114994-0.000308941j -0.000163489+0.000372234j -0.000228026+5.93119e-05j -0.000130741+2.68849e-05j 0.000552988+0.000770552j 0.00099053-0.000795264j -0.000596751-1.08366e-05j 0.000461992-0.000429696j -0.00102844+0.000235016j 0.000375702+0.00113575j -0.0001952+0.000408938j 0.00061625-0.00010338j 
