0.257969-0.112399j -0.103802-0.261712j -0.210946-0.0814948j 0.0519875-0.169108j -0.102085-0.0524763j 0.0857397-0.113068j -0.0738545-0.201007j -0.143182+0.0637957j -0.0149059+0.00752052j 0.0739367-0.181932j -0.0152003+0.0663092j -0.0608261+0.0182424j -0.0826604+0.0103563j 0.075734+0.00425267j -0.0747503+0.0416382j -0.11267-0.158454j -0.0836845+0.0443736j 0.0119721+0.00518153j 0.0394813-0.0825937j 0.113783+0.145375j 0.0377843-0.0136868j 0.121619-0.00561475j -0.110367-0.074389j 0.0848374-0.0701389j 0.0924728-0.0175801j -0.0430667-0.0712599j 0.00597816+0.00575728j 0.0483326+0.00216447j 0.0814167-0.00840517j 0.0324719-0.0273305j -0.0348347-0.00607633j 0.106016-0.0447128j -0.0720856-0.0354157j 0.0288821+0.0813475j 0.0191616-0.0071351j -0.161833+0.0102971j -0.00394764+0.0568303j -0.0814086+0.0890626j -0.0490827+0.0408011j -0.030637+0.00482268j -0.0297884+0.083176j -0.0264016-0.0120895j 0.0337049-0.088957j 0.0309088-0.121239j 0.0133868+0.0309169j -0.0287853-0.00578433j 0.0375732+0.0633355j -0.0822721+0.0194925j -0.0594749+0.129992j 0.0995519+0.056566j -0.00020301+0.0287101j 0.0673179+0.090443j 0.157295-0.0851137j -0.0712011-0.142412j 0.0361402-0.2784j 0.278933+0.0366429j 
0.000440083+0.000723195j 0.000571809-0.000226017j 0.000749727-0.00158349j 0.00193065+0.000208663j -0.00159873+0.00185162j -0.00051158+0.00190478j 0.00044882+0.00198188j -0.000124173+0.000128319j 0.00060691+0.0038353j 0.00032446+0.00268621j -0.00375839-0.000919428j 0.000869643-0.00197184j 0.00888589-0.00270233j -0.0022983+0.000348259j 0.00356678+0.00250993j 0.000509509+0.0053008j 0.00913092-0.0102781j -0.00380624-0.00341541j 0.00290707+0.00792904j 0.000270895+0.00861295j 0.00330404+0.00483488j -0.00104599-0.00295891j 0.00477016-0.00333515j 0.0116637+0.000589958j -0.00603783+0.00146864j 0.00442356+0.00170203j 0.00120962-0.00500422j 0.00473243+0.00464754j 0.00808485-0.000693246j -0.00112737+0.00194232j 0.00391255+0.0069641j -0.00268694-0.0054128j -0.00395224+0.00503427j 0.00276111+0.00784275j -0.000806035-0.00191219j -0.00740698-0.00211283j -0.000734339+0.000232471j -0.00381627+0.00133738j -0.00416956+0.00628939j -0.00577278-0.00169815j 0.00548251-0.00115154j 0.00140977+0.00336357j -0.0038279-0.0028614j -0.00580691-0.00539393j 0.00103769-0.00931343j 0.00740132-0.00363939j 0.00495306-0.0012457j 0.00615077+0.0115068j -0.00156311-0.0020766j -0.000255088-0.00414802j 0.00532402+0.0007393j -0.00169334+0.00475822j -0.0033515+9.60117e-05j -0.000565803+0.00392435j -0.000186845-0.000275181j 0.000350481-0.000399475j 
0.000471813+0.00029998j -9.4682e-05-0.000887845j 0.00057258+0.000331508j 0.00107493-0.000752286j 0.00190481+0.00590521j 0.00249249-0.0079654j -0.00890682-0.000771037j 0.00456825-0.0014898j -0.00916135+0.0043514j 0.0088269+0.00563148j 0.012958-0.00397411j 0.00672109+0.00443653j 0.00405987+0.0116262j 0.0082082-0.00482203j 0.0039057-0.00115261j 0.00900635-0.000311114j 0.00324143-0.00578062j -0.00492077+0.00681143j 0.000295498+0.00448816j 0.00262621+0.00159705j -0.0077848+0.000109166j 0.00353701+0.00862585j -0.00893015-0.00125514j -0.00919704-0.00303216j 0.000862748-0.00150342j 0.00125491-0.000795915j 0.00111368-0.00946368j 0.00159768+0.000420441j -0.00131224+0.00753503j -0.00310886-0.00663938j -0.0101911-0.0115192j 0.00513661+0.00596194j 0.00289322-0.00153699j -0.00289704+0.00328883j 0.00803179+0.00170508j 0.0061593+0.0116905j 0.0151797-0.000137373j -0.021539+0.000947182j 0.00128258-0.0028075j 0.0053456-0.000828855j -0.00660392-0.0076747j 0.00922532-0.0202768j -0.00398196-0.0081037j -0.00759719+0.00908489j 0.00125042-0.00502835j 0.00877261+0.00463362j -0.00442765-0.00264239j 0.00256235+0.000799359j -0.00114414+0.00634141j 0.00249921+0.004064j -0.00202162+0.00187027j -0.00377606-0.00383842j -0.00141811+0.0010739j -0.000608167+0.000522102j 0.000477631-0.000312982j 0.000597862+0.000598066j 
-0.000153631+0.000136304j -0.000359435+0.000335824j 0.00108817+0.000879333j -0.000224172+0.000197485j 0.000435205+0.00104326j -0.00170999-0.00307379j -0.00256195+0.00275876j 0.00118142+0.00265178j -0.000485121-0.000517623j 0.00297558+0.00167031j -0.00190948-0.000627323j -0.00290955+0.00320389j -0.00115996+0.00444598j 0.00366404+0.00167077j 0.00615384-0.00474598j 0.00233472-0.00116897j 0.00277891-0.00159502j -0.00202636+0.00347522j -0.000233694+0.000468886j -0.0019643-0.000406348j -0.00102329-0.00244807j -0.00447711-0.00521313j -0.00534226-0.00313524j 0.00406346+0.00319254j 0.00139823+0.00172315j 0.0027886-0.00313868j 0.000981449-0.00177414j -0.00042656+0.00204904j -0.00575866+0.00266726j 0.00165067+0.000213418j -0.0014112-0.00704732j 0.00241026+0.00152518j 0.001502+0.000388786j 0.000800948-0.00253406j 0.00170611+0.00118451j 0.00375095-0.00413947j -0.000955725+0.00458025j -0.0059164+0.00471503j 0.000644013+0.00382752j 0.00213809-0.00337782j -0.00492987-0.00460484j -0.00339167-0.0051086j -0.00241586-0.0028592j -0.000694452+0.00144418j 0.00284558+0.00142765j -0.00255817+0.00155177j 0.00661824-0.00208293j -0.00373027+0.00110413j 0.000338815-8.01214e-05j -0.00168058-0.00149508j 0.00504028-0.00192234j 0.0017784-0.000249153j -0.00163148-0.000452449j -0.000163394-0.000551929j -0.000266296+0.000431497j -0.000136287-0.000163073j 
-0.000792458-0.000474317j -0.000383616+0.00110201j -0.00205122-0.0014099j 0.00123689-0.000683037j -0.000420266-0.00131148j 0.000869797+0.00309989j -0.00406044-0.000926545j 0.00328349-0.000389215j 0.00128009+0.00284421j -0.00362608+0.000359888j 0.00573031+0.00448771j 0.00126343-0.00542971j 0.00275044-0.00183509j -0.00207649+0.00142077j 8.78908e-05+0.00730179j -0.00392482-0.0024745j -0.0144856+0.00519101j 0.00700129-0.00454249j -0.00232757+0.00251913j -0.00456658-0.00332639j 0.00285136+0.000432921j 0.00622031+0.00426173j 0.0094135+0.00329485j -0.00738062-0.00295271j 0.00157068+0.00518105j -0.00410418-0.00674483j 0.00410881-0.00200074j -0.000666419-0.00235568j 0.00569812-0.00384079j -0.000753002-0.000462036j 0.00185054+0.00428035j -0.00264756-0.0027664j 0.00349015+0.00328025j -0.00345497+0.00151882j 0.00260769-0.00551347j -0.00658191+0.00334388j -0.00631345-0.00391591j -0.000349541-0.00171025j 0.00169278-0.00169116j 0.00268766+0.00531109j 0.00164533+0.0017678j 0.0077368+0.00388589j -0.00238779+0.0132029j 0.00227891-0.00366905j -0.0014045+0.00135787j 0.00393875+0.000327599j -0.0129218+0.00814774j 0.00128232-0.00190938j 0.00443591-0.00308186j -0.00148361+0.000501487j -0.00551245-0.000420948j -0.00478397-0.00378545j 0.0012001+0.00263201j 0.00146234-0.000383594j -0.00063638+0.00112266j -0.00113074-0.00082124j 
0.000132098-0.00172776j -0.00217964+6.74648e-05j 0.000616859+0.00157278j 0.00120371-0.000118769j -0.00127332+0.000982249j -0.00213017-0.000826066j -0.00418334+0.00162583j 0.00283193+0.00442029j -0.0031943-0.00758957j -0.00561159-0.00208683j -0.00491712+0.000698595j -0.00676168-0.00462164j 0.00568619-0.00524236j 0.0113621+0.00480732j 0.00612688-0.00248393j -0.000892593+0.00266085j -0.00390143+0.00208724j -0.00209187+0.00463538j -0.00498068+0.00551929j -0.00644796+0.000339492j -0.00288083+0.00340099j 0.00435326-0.00138067j -0.000123678-0.00397022j -0.0048442+0.00322247j -0.00714503+0.00943273j 0.000211386-0.00257366j -0.00401062-0.0102464j 0.00744406-0.00420631j 0.000182944-0.000710258j -0.0023953+0.00401744j 0.00554377-0.00232659j 0.00169131-0.00405627j 0.000627787-0.00291317j -0.00849858+0.00543051j -0.0061538-0.00146775j -0.0058352-0.00599945j -0.0125089+0.00465928j -0.0117128+0.00833337j -0.00801882-0.00303902j 0.00116086+0.0138828j 0.00120398-0.00513322j -0.00966353+0.00650578j -0.000308585+0.0043657j -0.000915906-0.00478226j -0.000446213-0.00217993j 0.00080984+0.00469411j -0.00150551-0.00587285j 0.00588366+0.00187559j -4.0328e-05+0.00458968j -9.04228e-05-0.000693714j 0.00651552+0.000551457j -0.0108296-0.00305816j -0.00183407+0.00478062j -0.0017239+0.000212532j -0.00158679+0.00212775j -0.0013013-0.00182538j 
0.00200359+0.00124539j -7.46297e-05-0.00193036j 0.00582971+0.000804054j 0.000643377+0.00164987j 0.00045239+0.00894011j 0.000566983-0.00185414j 0.00203025+9.34238e-05j -0.00630475-0.0100883j -0.00650723+0.00247277j 0.0020909+0.00115266j -0.00623691-0.0122682j 0.00152731+0.00433602j -0.00616984-0.0117166j 0.0057632-0.00706679j -0.00912522+0.00209825j -0.00162377+0.00137434j -0.00570926+0.00344458j -0.00837355-0.00401991j -0.00688835-0.00477608j 0.00666062+0.00915408j -0.00339788-0.0184826j -0.00634859+0.00414119j -0.00790168+0.00577084j -0.00434909-0.00125682j -0.0106436-0.00631949j 0.00207443+0.00435073j 0.000755443+0.00613673j 0.00522319+0.000189167j -0.00666549-0.00315184j -0.000824672-0.00960603j 0.00365746+0.00160459j -0.00888998-0.00117297j -0.00905306-0.00414416j 0.00727302+0.0108059j -0.00496555-0.00888129j -0.00462668+0.000900686j 0.00280547-0.0077995j -0.00153637-0.0055628j 0.000625659+0.000589905j -0.0142028+0.000510233j -0.0046422+0.00818823j 0.00225184+0.00557031j 0.00156633+0.00624374j -0.000386962-0.00292014j -0.00744643+0.00898874j -0.00200833-0.00129582j 0.000852957+0.00524171j -0.000152204+0.000822467j 0.0027805+0.00677215j -0.00221634+0.00474449j 0.00260179-0.00326864j -0.0122563-0.00351557j -0.00280738+0.00446156j -0.00311501+0.000894184j 7.85422e-05+0.000610309j 0.000565021-0.000338009j 
0.000271814+0.000133563j 9.93207e-05+0.000816168j 0.00123807-0.000855138j -0.000468716+0.000436825j -0.000351196-0.000400422j -0.0005882-0.000881044j -0.00571718+0.000635081j -0.00072535+0.00526283j 0.00518005+0.00158675j 0.000346902+0.00334916j -0.000403505+0.00417834j -0.00147779+8.07067e-06j 0.00154815+0.00430153j 0.00420313+0.00288349j 0.00801478-0.0028349j 0.00162481-0.000185803j 0.00176856-0.00455857j -0.00016894+0.00316637j -0.00198672+0.00218426j -0.00850475-0.00226847j -0.00095989+0.00362391j -0.00188305-0.00328617j -0.001198-0.0075444j 0.00339509+0.00236079j -0.00259799+0.00425323j 0.00296035-0.0075759j 0.000519074-0.00335288j -0.000145169+0.00345744j -0.000811393-2.26307e-05j 0.00361647-0.00188006j 0.00372644-0.0055951j 0.00234804-0.00131721j -0.00286268-0.00200658j 0.00101642-0.00313942j 0.00150488-0.00244121j -0.00149422+0.000141134j -0.00189486+0.00441831j -0.0150531+0.00472959j -0.00444458+0.00444884j -0.00139163-0.00183884j -0.00709827-0.00569656j -0.000397535-5.15657e-05j -0.00509753-0.00206237j -0.00746892-0.00306713j 0.00569432-0.002039j -0.000679081+0.00474421j 0.00142212-0.0025226j 0.000719801+0.00435915j 0.00121679+0.000632152j 0.00089329-0.00290614j 0.00592529-0.00210756j -0.00350509+0.00167556j -0.00210511+0.00195975j -0.00252574+0.00136446j -0.000590206+0.0010081j -0.00047565-0.00120727j 
0.000432505+0.000150877j 0.0007313+0.000254468j -0.000676239-0.000817519j -0.00150407-0.000857168j 0.00162661-0.000764794j 0.00165966-0.00142694j -0.00559762-0.00304653j -0.000998157+0.00305584j 0.00361086+0.00267673j 0.000722251+0.0040656j 0.00868172+0.00566917j 0.00370207-0.000324525j -0.00204162+0.00621086j 0.00144799-0.000808956j 0.00158719+3.71272e-05j 0.0011921-0.00260353j -0.00419044-0.00171317j 0.00236584+0.00289934j -0.00170099-0.00203743j -0.00514759-0.00717896j -0.00301468+0.00302574j 0.0018858+0.00713005j -0.000318736-0.00392782j -0.00745981-0.00265429j 0.000972546+0.000137317j -0.0019963-0.00643725j 0.00037304-0.000389683j -0.00324892+0.000316165j 0.000327383-0.00062955j 0.00354298-0.00547023j 0.000914709-0.00593493j 0.000793519+0.0013943j -0.00198674-0.0043709j 0.000179334-0.00449845j 0.00400505-0.00249347j -0.000498423+0.0098785j 0.00580949-0.000469331j -0.0127275-0.00228986j -0.000744134-0.00146748j -0.000282813+0.000687769j -0.00834019-0.00306456j 0.00703128-0.00253858j -0.00208217-0.000456777j -0.00557839+0.00109483j 0.003091+0.000818688j -0.000981866+0.00587937j -0.00920692+0.00177623j 0.00138188-0.00250322j 0.0025337+0.00254506j 0.00150965+0.00126491j -0.00377807-0.00177361j -0.00430836-0.000504876j 0.000735122+0.00317304j -0.00150998+0.000997089j -0.000184587+0.000998636j -0.000855216-0.000858999j 
0.00037835+0.000240417j 9.81408e-06-0.0010116j -0.000841749-0.000375847j 0.00161416-0.000884096j -0.000719952+0.000279846j -0.00191133-0.00134607j 0.000338265+0.00193825j -1.47646e-05+0.000113733j -0.00610589+0.00295534j 4.49975e-05+0.00422402j 0.00217174+0.000357124j 0.00197781+0.0023051j -0.00343022+0.00338635j -0.0052815-0.00355727j 0.00268899+0.00579766j 0.000497199-0.0060795j -0.00426991-0.00352489j 0.0018061-0.00398325j 0.000660507+0.00399284j 0.00343823+0.00216955j 0.00517019-0.00947637j -0.00425602-0.00292101j 0.00178305+0.00678897j 4.76248e-05+0.00317743j 0.00617467+0.00474462j 0.00603733-0.00508412j 0.0116596+0.00139557j -0.00114433+0.00199063j -0.00327967+0.000547291j 0.000315518-0.000112222j -0.00427577-0.00242071j -0.00587616-0.00190851j 0.00137508+0.0121762j 0.00262717+0.00466758j 0.0088373+0.00216685j -0.00207274-0.00368758j 0.00078411-0.000398944j -0.00190229-0.00191372j 0.00455683+0.00993022j 0.00233287-0.00129659j 0.002882-0.00524892j 0.00705795-0.00486149j -0.0037161+0.00538295j 0.00640206+0.0034517j -0.00160906+0.000724231j 5.57613e-05-9.652e-05j -0.000136674+0.0108395j -0.00567947-0.000458869j 0.000536758-0.00269841j -0.00563393-0.00264186j 0.00139847-0.00127165j 0.00467834+0.0003273j -0.00297257-0.00354256j 0.000223097+0.00155038j 0.000578471-0.00197225j 0.00175289+0.00117782j 
8.72993e-05+0.000226348j 0.000394249+0.000621148j -0.000754373-0.00164053j -0.00161811-0.000880331j 0.00160812-0.0043762j -0.00516591+0.00386988j 0.00332129+0.00133261j -0.005431+0.00145737j 0.0058292+0.00403898j -0.00400809-0.0052618j -0.00616261+0.004365j 2.63479e-06-0.00474608j 0.000836364-0.00440367j -0.00942244-0.000704873j -0.00150588+0.0022888j -0.00683967-0.00502974j -0.00764382+0.000994962j 0.00793-0.00384768j 0.000174368-0.00139738j -0.00279566-0.00785264j 0.0048683+0.0029445j -0.000803656-0.00049541j 0.00842853+0.00319087j 0.000942917+0.00305274j 0.00242895+0.00215392j -0.00232989-0.00480927j 0.000943702+0.0037166j -0.00132844+0.000866599j 0.00244058-0.0045733j 6.6283e-05+0.00157011j 0.00295617+0.00414606j -0.00337032-0.00748357j -0.00520628-0.000754972j 0.0026036-0.00133814j -0.00334677-0.00447882j -0.00483846-0.00670527j -0.00773468-0.00542484j 0.00504758+0.00498124j -0.00143488+0.000599729j -0.00328741+0.00107883j -0.00108438+0.00566381j -0.0097448+0.0112855j -0.00153086+0.00993116j 0.00641793-0.00402144j -0.000367665+0.0034564j -0.00507041-0.00175183j -0.00309166+0.00480584j -0.00122626-0.00171578j 0.00440951-0.00288308j -0.00117519-0.00291096j 0.000295882-0.00287672j -0.00178516+0.00244431j 0.000242741+0.000880855j -0.00137776+0.00109623j -0.000315281-0.00011161j 0.000145358-0.000834436j 
0.00163156+0.000663765j 0.00024754-0.00139577j -0.000321693-0.00399635j 0.00328261-0.00193436j -0.000473704+0.00189818j -0.00110695+0.00275626j 0.00020792-0.000579477j -0.000394684-0.000848238j -0.00484654+0.00905233j 0.000408228-0.000962541j -0.00198066+0.0018981j 0.00555314-0.00206208j 0.010283+0.00139546j -0.00661795-0.00089073j 0.00156009+0.00834768j 0.00043085+0.00259639j 0.00778513-0.00396335j 0.000221107-0.0051181j 0.00491358+0.0101424j 0.00313054+0.00130983j 0.00230342+0.01034j 0.00186026+0.00349785j 0.00921238-0.0012925j 0.00513455-0.00084621j 0.000184882+0.000738854j -0.00123083+0.00550951j 0.00391507-0.00790981j 0.00706725+0.0050874j 0.00809236+0.00163376j -0.00483434-0.000735447j -0.00179455+0.00310767j -0.00147029-0.00534269j -0.00470661+0.00496333j 0.00117027+0.00944982j -0.00121868-0.000527594j -0.00964971-0.000613622j 0.00216041-0.00154282j -0.00648294+0.000619845j -0.00368354-0.00171191j 0.00142727+0.00166387j 0.00726917+0.000684358j 0.00383015-0.000546035j -0.000705085-0.00178786j -0.00328027-0.00429248j 0.00442292-0.00864031j 0.0104015-0.00069871j 8.96435e-05-0.00103645j 0.00475755+0.0087273j -0.000659464-0.000151528j 0.00275144+0.00071851j 0.000515663+0.0010504j -0.00294704+0.00264314j -0.00139622-0.00109061j -0.00238275+0.00189993j -6.10445e-05-0.00120295j 0.00140994-0.000299394j 
0.000448777+0.000613027j 0.000468556-0.000385098j -0.00143672-0.000420564j -0.000208943-0.00234574j 0.00241773-0.00257551j -0.00428428+0.000719586j 0.00259438-0.000355851j -0.00341231+0.00239838j -0.00350294+0.00389274j -0.00119839-0.00259805j -0.00159528+0.00441591j 0.00257494-0.00150928j 0.00351073+0.00406481j -0.00715286-0.000864134j 0.00338248+0.00343916j -0.00147578-0.00310986j 0.00407786-0.00211543j 0.00206921-0.00162553j 0.00436425+0.00417069j 0.00348702-0.00755583j 0.00193106+0.00718452j -0.000375506+0.00332194j 0.00558875-0.000470828j 0.000463298+0.00198734j 0.00569741+0.00092575j -0.00283819+0.00305508j 0.00276842-0.00597295j 0.00254752+0.00205843j 0.000934004+3.46766e-05j -0.00330213+0.00119069j -0.00156864-0.00365687j -0.00175377-0.00561881j -0.00319571+0.00224419j -0.000214911+0.00313965j -0.00183429+0.00279891j -0.00353929-0.00416817j -0.000578057-0.00105368j -0.00413989+0.00249781j -0.00196511-0.00164078j 0.00273247+0.00369192j 0.00441574-0.00244037j -0.0036097-0.000343336j 0.000864506-0.00024745j 0.00362023+0.000427434j 0.00345194-0.00242987j 0.00042595+0.00134326j 0.000684743-0.000842791j 0.00121649+0.000934249j -0.00122876+0.000653076j 0.00096059+1.63451e-06j 0.00104437-0.00017716j -9.46789e-05+0.00306597j -0.000902159-0.000825825j -0.00118519+0.00168907j 0.000594903-0.000360663j 0.00036143+0.000474638j 
0.000444367+0.00221601j 0.000805066-0.000179635j -0.00109788-0.000396745j -0.00105987-0.00399911j 0.00694134-0.000372236j -0.00674656+0.00110496j 0.00392577-0.00321049j -0.00483172-0.000381873j -0.00734391+0.0119863j 0.00134493-0.0061815j -0.00193926+0.00964675j 0.00409478+0.00173878j -0.000876314+0.00346758j -0.0121035-0.000436875j 0.00164029+0.00712305j -0.000341419-0.00786674j -0.00413177-0.000480362j 0.00639241-0.00334299j 0.00780885-0.000254553j 0.0113242-0.0208381j 0.0035728+0.00744355j -0.00311353+0.0101404j 0.00531936-0.00225813j -0.00568284-0.00503197j 0.0167-0.00119816j -0.0106014+0.00856991j 0.00242307-0.0061109j 0.00327041-0.00211754j -0.00371724-0.00402187j -0.00723427-0.00550674j -0.00318144-0.0157838j -0.00431796-0.0058631j -0.00500959-0.0011431j 0.00255069+0.00347822j -0.00614509+0.00513462j -0.00262758-0.00206815j 8.61346e-05-0.00407956j -0.00202559-0.000144229j 0.0018564-0.00574803j 0.0085753+0.00360137j 0.00284605-0.00370546j -0.00309751+0.00044065j -0.00032446+0.0030639j 0.00744332+0.0039491j 0.00243678+0.00391176j -0.00264992+0.00147235j -0.00469926-0.00554337j 0.00187957-0.00469667j 0.00199411+0.00316936j -0.00156301+0.00409609j -0.000310094-0.00523228j -0.0014405-0.00217637j 0.000993003+0.000523455j -0.00127217-0.00234952j 0.00156627+0.00129116j -0.00064925+0.00147538j 
0.000409039-5.87761e-05j -0.000213354-0.00053604j -0.000214419+0.000609944j 0.000524342-0.000991506j 0.000510101+0.000930076j -0.000364228-0.00167606j -0.000394444-0.000373435j -5.00247e-05+0.00111071j -0.00425092+0.00126789j 0.00117255+0.0017904j 0.00147956+0.00075896j 0.00199523+0.00204707j 0.00143333+0.00443875j -7.59386e-05-0.000652426j 0.00326416+0.000668654j 0.0024395+0.000410103j 0.00665774-0.00320861j -0.00317209+0.000120315j 0.0027008+0.0034077j 0.00291877-0.000208492j -0.000680906+0.00201092j -0.00181911+0.00204993j -0.000377506-0.00233185j 0.0007051+0.000121269j 0.00233057-0.000241071j 0.000234905+0.00325543j 0.00130955-0.00537261j 0.00260649+0.00173098j -0.000971352+0.00188408j -0.00172167-0.000543059j -0.00183422-0.00447471j 0.000105539-0.000959543j -0.000514363+0.00140104j -0.000598651+0.0034243j 0.00105178+0.00332813j -0.000772642-0.000127095j 0.00356632+0.00311913j -0.00635829-0.000630328j -0.000912301-0.000348969j 0.00235724+0.00108921j 0.00221713-0.00487566j 0.00229112-0.00535906j 0.000803287-0.00479199j -0.00100392+0.00231549j 0.00283893-0.00360381j 0.00180766+0.00229799j 0.00260065-0.00179722j 0.00093025+0.00148246j -0.00297905+0.00152339j 0.000310702+0.00156299j 0.00103816+0.00026802j 0.000282233+0.00129369j -0.000927448-0.00122672j -0.000881528+0.000946173j 0.000358193-3.14473e-05j 5.16294e-05+0.000392214j 
0.00187725+0.00105892j 0.000706442-0.0014787j 0.00130306-0.00237729j 0.00299505+5.20047e-05j -0.00206842+0.00391317j 0.00448525+0.00239651j -0.00190395-0.00144018j 0.00189923-0.00752503j -0.000770735+0.00571821j 0.0013965+0.00250262j 0.00328451-0.00522168j 0.00291761+0.00110343j 0.00296977-0.00563427j 0.0028276-0.00326312j -0.00636829+0.00443261j -0.000578117+0.00259951j -0.00337205+0.00104771j 0.00172586-0.00534599j -0.00132675-0.000690015j -0.000183865+0.00883935j 0.00288524-0.00314611j 0.00171465+0.00334769j -7.98274e-05+0.00160509j 0.000241492-0.00512761j -0.00405032-0.00438706j -0.00111215+0.0027608j -0.000421885+0.00431635j 0.000780095+0.00199876j 0.00563802-0.00211836j 0.00154778-0.00531439j 0.000222598+0.00750663j -0.0031704-0.00190591j -0.00440179-0.0012294j 0.00340762+0.00739503j 0.00132434-0.00671623j -0.00581083+0.00754881j 0.00554889-0.00467943j 0.00219067-0.00429703j -7.57526e-05+0.00079056j -0.00572426-0.00514366j -0.00105512+0.00788177j 0.00908078+0.00408859j -0.00158963+0.00358627j -0.00449653-0.00501356j -0.00300086-0.000440739j 0.00708361-0.00244698j -0.00643731+0.00472661j 0.00179425+0.00369822j 0.00255965+0.00161426j 0.00115034+0.00223049j -0.00225215-0.00104365j -0.0045551-0.00159628j -0.000372874+0.00180997j -0.000608515+0.000436475j -8.11459e-05-0.000653845j 0.00105278-0.000385492j 
0.0016521+0.00118314j 0.000704763-0.00111082j 0.00265916+0.00060023j -7.72374e-05+5.44445e-05j 0.000941416+8.23625e-05j -0.00276499-0.000990112j 0.00306304+0.00119628j -0.00753279+0.000481744j -0.0012735+0.00547229j 0.00142414+0.00384597j -0.00488455-0.00354467j 0.00218468+0.00437715j -0.00349741+0.00218428j -0.00304213-0.00429973j 0.00305919-0.00105466j -0.00124334-0.00408914j 0.0087219-0.0046647j -0.00202674-0.00504312j 0.00262449-0.000305341j 0.00306007+0.00220311j 0.00354467-0.00481987j -0.0103526-0.00203408j -0.00256014-0.00157408j 0.00643884+0.00594905j 0.00423045-0.00461134j 0.00160793+0.00230379j 0.00341686+0.00205182j 0.000763494+0.0078092j -0.00493618-0.00139616j 0.00234165-0.00308769j -0.000618646-0.00425685j -0.00629788-0.00789292j -0.00945999+0.000157474j 0.00622856+0.00637511j 0.001576-0.000808307j -0.00164309-0.00460905j 0.00515598+0.000897003j -0.00593344+0.00200266j -0.00101181+0.00638824j -0.00578529-0.00527404j -0.00244287-0.00165785j -0.0040603-0.00182635j 0.000100132-0.00238924j 0.00172082+0.000465016j 0.00333337+0.000336393j -0.00458119+0.0025842j 0.00908638+0.00465764j -0.00376164+0.00161901j -0.00312537+0.0021346j -0.00162233+0.000409473j 0.00620566-0.00290313j -0.000259371+0.00720317j -0.00274548-0.00318465j -0.00490425+0.00356488j 0.000571277-0.00147361j 0.00180263+0.000142515j 
