-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
0.000426454+0.00323756j 0.00250496-0.00107082j 0.00266946+0.00398717j 0.00546018+0.000717402j -0.00381221+0.00417056j 0.0057839-0.00279912j 0.00219116+0.0068064j 0.000375371-0.00663652j 0.00404713-0.00255701j 0.00585413+0.00291266j -0.00436249-0.0055754j 0.0113279-0.000629394j -0.0134156-0.00319155j -0.00212042+0.0115569j -0.00501516+0.00850185j -0.0105147+0.0184499j -0.0101383-0.0174797j -0.0238656+0.00742401j -0.011067-0.00945221j -0.00471614+0.00491865j -0.00416185-0.00346972j -0.00556175-0.0118294j -0.000876412+0.0033179j 0.00828785+0.0021297j 0.00491855+0.00470877j -0.000828909-0.00105836j -0.000884405-0.00472191j -0.00699842-0.00525168j -0.0119784-0.000911002j 0.0228445-0.010895j 0.00156984+0.00454038j 0.00549217-0.00529945j 0.000439482-0.00204461j 0.00588383-0.0119618j 0.00626286+0.00032672j -0.00491742+0.00326314j 0.00163645-0.000127376j -0.00970878-0.00609951j 0.00558528+0.00331788j -0.00717663+0.0154641j 0.0119626+0.0032269j 0.0153084+0.000670198j 0.0221784-0.0210369j 0.000840817+0.00771157j -0.0125454+0.00641096j 0.00839516+0.00163288j 0.0155668-0.0209156j -0.00737546+0.00289468j 0.00364935+0.00919161j -0.00420848+0.00599343j 5.82758e-05+4.22169e-05j 0.00621985+0.0022381j 0.00121536-0.0060835j 0.00380644+0.001407j -0.0097513-0.000322096j 0.0128949+0.00017533j -0.00785745+0.0022067j -0.00525668-0.00157274j -0.00158228+0.000995076j 0.00380075-0.0033739j 0.00678922-0.00134694j -0.00337691+0.00418033j -0.00108767-0.00191126j -6.03215e-05+0.00124225j -0.00972275-0.000266591j 0.00624261+0.00496117j -0.00244474-0.00251639j -0.00220763-0.00498543j -0.00172736-0.00635411j -0.000225505+0.000795312j 0.00187713-0.00102708j -0.0013692+0.00408282j -0.000730919+0.00526845j -0.00266437+0.000477165j 0.00047202+0.00249549j -0.00263408+0.000275019j 0.00840877+0.000659933j -0.000477879-0.00730093j -0.0010147-0.00291058j -0.00617602-0.00485004j -0.00597653-0.00256447j 0.00187862+0.00368476j 0.0059567+0.000725628j -0.000545155-0.007025j 0.00280896-0.000300081j 0.00184507+0.00187147j -0.00657972+0.000507708j -0.00220655-0.00511153j -0.00289461-0.00130885j 0.00403556-0.00116969j 0.00484967-0.000974852j 0.00113235+0.00219758j 
-0.000571543+0.000823983j -0.00313267-0.00233464j -0.000513187-0.00423752j -0.016184+0.00143792j 0.00411214-0.0102663j -0.010296-0.00661481j 0.00880337+0.00131918j 0.000595952+0.000511714j 0.00770192+0.0175149j 0.00315499-0.0137943j 0.0127568-0.0032746j 0.00536797-0.00362198j 0.00664053+0.0150923j -0.000248067+0.0133417j -0.00187043+0.0206035j -0.00841277-0.0257649j 0.00844891-0.00825267j 0.00457057+0.002752j 0.0225045-0.00585043j -0.00789274+0.00108379j -0.00159495+0.00103327j -0.00262703+2.79993e-05j -0.00468991-0.0075077j -0.0113086-0.00129829j 0.00279683-0.00453498j -0.00498315-0.00789524j -0.0212309-0.00515186j 0.00942207-0.00207657j 0.0182745+0.00314174j 0.00558688-0.00922172j -0.00723355-0.00382894j 0.00224704+0.00283139j 0.00441653+0.00174461j -0.00837078+0.001536j -0.0014416-0.003098j -0.00225086-0.00306359j -0.00459838-0.0041633j -0.0105542+0.00420679j 0.000151778-0.00126893j -0.00413644-0.00751875j -0.00353114-0.0125847j 0.00811558-0.0136585j 0.00408411+0.00843282j 0.00399675-0.00918382j -0.00333656-0.0081661j 0.0114115+0.00497736j 0.00696166+0.00290654j -0.00483094+0.0068996j 0.00489857-0.00465724j -0.00449493+0.0029684j -0.00496415+0.0049857j -0.00548914-0.000774321j -0.00587396+0.00127066j -0.00806886+0.00117962j 0.00779117+0.00473041j 0.00283503+0.00477226j -0.0097729+0.00120405j -0.00416607-0.00333427j 0.00407759-0.00268991j -0.00201338+0.000498385j 0.0032786-7.5116e-05j 0.00277155+0.000262877j -0.00239886+0.00256648j 0.000360082-0.0022054j -0.000220635+0.00489805j 0.00218408-0.000317626j 0.00440076+0.00212012j -0.00460484-0.000748331j -0.00537122-0.00629156j 0.00985982+0.00553501j 0.00159248+0.0062045j -0.00466467-0.0039245j -0.00237622-0.000579263j 0.00140732+0.00158182j 0.00597896+0.00464644j -0.00333107-0.00394804j -0.00253514+0.00154928j 0.00282064-0.00158435j 0.00332931-0.0023907j 0.000930931-0.00314555j -0.00315738-0.00267915j -0.000984041+0.00412477j -0.00438767-0.000756576j 0.00130779-0.00263737j -0.00646997+0.000475705j -0.00331087-0.0015069j -0.00497045-0.0010451j 0.00186887+0.00058359j -0.00210149-0.00205358j 0.00311509-0.00627532j 0.00808549+6.90875e-05j 0.00339763+0.00142769j 
-0.00122207-0.00120787j -0.0014164-0.00225061j 0.00932759-0.0069004j -0.00719445-0.0057072j 0.0164669+0.00353955j -0.0142895-0.00569754j -0.00439269-0.00863236j -0.000604084-0.00466399j 0.00271474+0.00693199j -0.0150912+0.00410092j 0.00571394-0.00926708j 0.000902007+0.011523j 0.00566765+0.00506916j 0.00546754-0.0113216j 0.00475446+0.00333925j -0.00105865+0.00333295j -0.00563943-0.00838552j -0.00468493-0.00888088j -0.00224857+0.00470235j 0.00185925-0.0110005j -0.00918701+0.0034794j 0.0187331-0.0109222j 0.00686866-0.00272365j 0.0058954-0.0137709j 0.00913039-0.00650693j -0.00259104-0.0109076j -0.00414509-0.0143499j -0.00140683+0.00867183j 0.0032881-0.00178148j 0.00916857+0.000759144j 0.00563775-0.00645561j -0.00178548-0.0018679j 0.00485476-0.00728891j -0.00470827-0.0011165j -0.00128044-0.00553034j -0.00390788-0.000272435j -0.00047436+0.00168984j -0.00160727-0.0164576j 0.000288921-0.00782002j -0.00302619+0.0111818j -0.0173118+0.0105201j -0.00813424+0.0128069j -0.0063149+0.000759729j -0.0147051+0.0229797j -0.00693067-0.000872117j -0.00497746+0.00392006j 0.00610325+0.000747223j -0.00160285-0.00670916j -0.000207909+0.00646145j 0.00987341+0.001703j 0.00905963-0.00773854j -0.000419262-0.00868392j -0.00363085+0.014481j 0.00295372-0.002122j 0.00596979-0.000624539j 0.00590759-0.000239659j 0.0142903-0.00418298j -0.000275548+0.0038586j -0.00383586-0.00440054j 0.00123176+0.0086356j -0.00237739-0.00761278j -0.00443283+0.0067369j 0.000258747+0.00417781j 0.0103698+0.000438827j 0.00747257-0.00299624j 0.0014305+0.00619112j -0.0035631-0.00406314j -0.00161217+0.00135256j -0.0100932-0.00545342j 0.00632818-0.000341797j -0.0026145-0.00110201j 0.000459962+0.00189174j 0.00553677+0.000149138j -0.00307134-0.00112725j 0.0090464-0.000908026j 0.000807853+0.00686649j -0.00059947+0.00999147j 0.00744079+0.00179932j 0.00348199+0.00359405j -0.0126294-0.00485092j 0.00443687-0.00325823j 0.00860808-0.00754829j -0.00616888+0.00698197j 0.000196368-0.00496663j -0.000880694-0.00030395j -0.00435699+0.00469763j 0.000582078-0.00699261j 0.00167042+0.00566079j 0.00564972-0.0034413j -0.004634+0.00299414j -0.00399208-0.00103526j -0.00165638-0.000936895j 
0.00392241+0.00119862j -0.000676622+0.000720856j 0.00527557+0.00198355j -8.90196e-05+0.00386617j 0.00587219-0.000933324j -0.0114746-0.00487963j -0.00366515-0.00164519j -0.00529971-0.00650119j 0.000567881-0.000362206j -0.000562895-0.0010351j -0.00405031+0.0023569j 0.00304449+0.00165729j 7.89696e-05+0.00361121j 0.00435445+2.25013e-05j 0.012769+0.00709009j 0.0144079-0.00302672j -0.00159868-0.00476585j -0.0119518-0.00185407j -0.00697145-0.00771172j 0.00649178+0.00592865j -0.00963948-0.00448125j -0.00278469+0.00472385j -0.00469958-0.00861257j -0.00830908-0.00631521j -0.00110708+0.0130914j -0.00602762-0.00698918j -0.0055694-0.00459313j -0.00938364-0.0131966j 0.00495159-0.00522623j 0.00423444+0.017487j -0.00633161+0.00147273j -0.0112322-0.00611315j -0.00368072-0.00435291j -0.0063145+0.00712098j -0.00607267+0.00138004j -0.00667406-0.00140898j 0.00257469+0.0091621j -0.00589675-0.00108641j 0.00168773-0.00688997j 0.0181297+5.91845e-05j 0.0168028+0.00863451j 0.0205128+0.015622j -0.0229478-0.00118316j 0.0265378+0.00262536j 0.00689696+0.00509725j -0.00333923+0.00615696j -0.017392+0.0001626j 0.00889934-0.000749914j 0.010041-0.00483068j -0.00953584+0.000271558j -0.00585125+0.0046802j 0.0121421+0.00196525j -0.000168776+0.00709475j 0.000694827-0.006434j -0.00519269+0.0073186j -0.00489235-0.00394588j 0.00192168+0.0150461j 0.00175785+0.000495068j 0.00922316+0.00455053j -0.00174037+0.00353614j 0.00115945-0.00714341j -0.00131141-0.00723822j -0.00537353-0.0134626j -0.00852022-0.00175825j 0.00104402-0.00593978j 0.00404434+0.00188409j -0.00102775-0.00665356j 0.00126535+0.000982333j -0.00259478+0.00211143j -0.00192729+0.00336967j 0.00235168+0.00738638j 0.00617391+0.00552213j -0.00169611-0.00377655j -0.000850757+0.00145975j -0.00936215-0.00276761j 0.00312672-0.00267052j 0.00031859+0.00468406j 0.000614774-0.0019651j 0.000499446+0.000344424j 0.00273459-0.00247043j 0.00688005+0.0033434j -0.00263982+0.00376928j -0.00463021-0.00335321j 0.000470601+0.00934499j 0.00178149+0.000681297j -0.00666646-0.00690684j -0.00321075+0.0025789j 0.00167077+0.000556453j 0.000246168+0.00377933j -0.00111455-0.000557562j -0.000889854-0.00158629j -0.000522869-0.00238702j 
0.00875674-0.00381155j -0.0042681-0.000963824j -0.00217921-0.00516824j 0.00662296+0.00420194j -0.00725179-0.00511032j 0.00631964-0.00306385j 0.0255476+0.0131838j -0.00400849-0.00377118j 0.00145125+0.00375243j 0.00974665-0.00589176j -0.00288636+0.0112351j 0.00912966-0.00859359j 0.00104511-0.0120867j 0.0282283+0.00239109j 0.00622607+0.00550154j -0.00611605+0.00593744j -0.00144165+0.00403777j 0.0100807-0.000387092j 0.00146304-0.0110516j 0.00612188+0.00300327j -0.012743+0.00162037j -0.0047699-0.0141914j -0.00851233-0.00631933j 0.0182856-0.00285062j -0.00501838+0.00888226j 0.0044032+0.00165455j -0.00233163+0.00334509j -0.00802842+0.00655258j 0.00797764+0.000185129j 0.00393365+0.00334901j 0.00487571-0.00644991j 0.0075121+0.001665j 0.00164651+0.0106994j 0.00717312+0.00404412j -0.000780457-0.0019084j 0.00226855+0.00405602j -0.00273494-0.000723604j 0.00515333-0.00221145j 0.00144764+0.00141026j -0.00882199-0.00695367j -0.0104225-0.00751678j 0.000984357+0.00293475j -0.00380882-0.00705569j -0.0115052+0.000695505j -0.00671769+0.000738647j -0.00296835-0.00878696j -0.00182188+0.00699138j 0.00833216-0.00816334j -0.00442494-0.0102805j -0.00316342+0.00841432j 0.0103956+0.00534634j 0.00310911-0.0089101j -0.00209876-0.00414977j -0.00477291+0.00234585j 0.00486493+0.00948347j -0.00280207-0.00671004j -0.000708134-0.00288695j -0.00290109+0.00183727j 0.00525483+0.000510923j -0.00125257-0.00152165j 0.000178606+0.0052439j -0.000449858-0.0052701j -0.00445257-0.00331986j -0.000525904-0.00315664j 0.00210073-0.00087094j -0.0084135-0.000864975j -0.00577718-0.00315194j -0.00219075+0.00140637j 0.00396454+0.0102656j 0.00156484-0.0117882j -0.00216506+0.00425778j -0.000864829-0.00100897j 0.00484856-0.00435324j -0.00123766+0.00129403j 0.0073842-0.00227865j -0.00105194+0.0017809j -0.00133604+0.00850002j -0.00136911-0.00480466j 2.94126e-05-0.00033029j -0.00426726+0.0137734j 0.0016295-0.00729196j -0.00253804-0.0117044j 0.000681099+0.0101827j -0.0033707-0.00091971j 0.00408466-0.00248515j -0.00526586+0.00552957j -0.00115935-0.00844041j -0.00281261+0.00991491j -0.000938533-0.00111446j -0.000526994+0.00453636j -0.0111526-0.00451591j -0.00272103-0.0037421j 
-0.00174485+0.00221406j -0.000880815-0.00338305j -0.000448307-0.00194177j 0.000666811+5.50476e-05j -0.0069244+0.00113435j 0.00611381+0.0105838j 0.0132277+0.00792427j -0.00676128+0.00155944j 0.00335981-0.00905528j 0.00198777-0.0130327j -0.00631916-0.0128091j -0.00685021-0.000633623j 0.00030878+0.00932622j 0.00667506+0.00850469j 0.0159801-0.00153656j 0.0145664-0.000848957j -0.0168708-0.0020436j -0.00316442+0.00174597j -0.0123477+0.00416048j 0.0114176-0.00362369j -0.0081841-0.00995506j -0.00925045+0.00503446j 0.00914739+0.00216741j -0.000117451+0.00294258j 0.0114729-0.00988316j -0.00428681-0.00499774j -0.00640173+0.0068147j 0.0196461-0.00040514j -0.00350156+0.00554943j 0.0051502+0.0177648j -0.00145074+0.000974753j 0.00795808+0.00338838j 0.0138687-0.00683886j 0.00778735+0.0107104j 0.0102304+0.00280196j 0.00160219-0.000480856j 0.00276058-0.0101j -0.002996-0.0066425j 0.000187998+0.0011713j -0.00475085-0.00770265j -0.00651543-0.00475067j -0.00785575+0.0141792j -0.0198902-0.00365687j -0.0184061-0.0089492j 0.00529576-2.4982e-05j -0.00533296-0.00520004j -0.00454974+0.00291267j -0.00308645+0.00689267j 0.00346071+0.0098291j 0.00839254+0.00425136j -0.00459426+0.00265365j -0.00839983-0.00145869j -0.00795659-0.000749391j 0.00847094-0.00331689j 0.00569819-0.00146976j -0.00176286+0.00618063j -0.00896828-0.00775162j 3.13942e-06-0.00357145j -0.00429701-0.00414572j -0.00120836-0.00612015j 0.0109329+0.00756587j -0.000820512+0.0076204j 0.00389505+0.00648929j 0.000934303+0.011607j 0.00410257+9.57201e-05j -0.00690208+0.0034524j 0.00448339-0.000610132j 0.00124112-0.00402039j -0.00830831-0.000375374j 0.00181082-0.00104585j -0.000822157-0.00263965j -0.00101656+0.00280296j 0.00110931+0.00189499j 0.00177203+0.00111443j -0.00234784+0.00784294j -0.00156201-0.00143915j 0.00350159+0.00285191j 0.00427741-0.00356485j -0.00445914-0.00413338j 0.000255289-0.00353918j -0.0132253-0.00628808j -0.000522685+0.00210475j 0.00283103+0.00317508j 0.000381968-0.0125958j -0.00623173+0.0013534j 0.00371542+0.00698575j -0.00785484-0.00417504j 0.00227273-0.00327872j -0.00257691-0.00542027j 0.00447893-0.00202904j 0.00511358-0.00185863j 0.00285089+0.00307076j 
0.00112524+0.00369314j -0.0116748-0.000857214j 0.00278585-0.00891746j -0.00644409-0.00643943j 0.00569524+0.00286147j -0.00120022+0.0145532j 0.00990117+0.0105033j -0.00568824+0.00124769j -0.00343127-0.00567597j -0.00992413-0.00273202j 0.0141314+0.00209405j -0.0250854+0.00984899j 0.0176153+0.00910481j -0.00615439+0.00853388j -0.00217159-0.0103023j -0.00913527+0.00670778j 0.00705945+0.000675031j 0.00920051+0.00302088j 0.00867099+0.0126838j 0.0104711+0.0108532j -0.00821013-0.0219274j 0.00271104+0.00149636j -0.0108677+0.00796501j -0.00606031-0.000120112j -0.00297968-0.00449379j -0.0136719+0.00824646j -0.00406189-0.0121778j 0.00561758-0.00268733j -0.0133254+0.0116779j -0.00351983+0.00120783j -0.00724557+0.00532271j -0.000941381-0.0030274j 0.00375501+0.006599j -0.00301638-0.0081267j -0.00813266-0.00299092j 0.000554219+0.00212325j -0.00224405-0.00439801j 0.00446157-0.00542181j -0.00312669+0.00760081j -0.0028909+0.00525903j 0.00179613+0.0112634j 0.000464654-0.00272768j 0.00334629+0.00603935j -0.00776911+0.00550201j -0.000385017+0.0010494j 0.00577711+0.0026577j 0.00388242+0.00232709j -0.00433223-0.00449045j -0.0135146+0.000289031j -0.00672562-0.00368519j -0.00601424+0.00115778j 0.000778205+0.00403353j 0.00655474-0.00504026j 0.0096894-0.00405767j -0.000969312+0.00369208j 0.00112143+0.00278477j 0.00889015-0.0115447j 0.00499362+0.00117905j 0.000668282-0.000252569j 0.00113737+0.00213837j 0.00416638+0.00163642j -0.00305521-0.00122512j 0.000451347-0.00069883j -0.000749676+0.000674023j -0.00250531+0.00606345j 0.0031818+0.00287672j -0.00665435-0.000844008j 0.000826033+0.000887742j -0.00092028+0.00268767j -0.00639443-0.00926554j 0.00130169+0.00648041j 0.00270434+0.00067699j -0.00694695-0.00276401j -0.0035914+0.000209735j 0.000340446-0.00394669j -0.00549774-0.00202753j 0.0135482+0.00221831j -0.00414387-3.71173e-05j -0.00393204-0.000918252j 0.0037083+0.00765876j 0.00303184+0.00106735j -0.00862505-0.00535415j 0.0042694-0.00132048j 0.000779555+0.00482469j 0.00117062-0.000175377j 0.0021704-0.0024572j -0.00222833-0.00117703j 0.00837499+0.00616701j 0.00287724-0.000754592j -0.0031091-0.00201175j -0.000591106-0.00174106j -0.0012824-0.0033683j 
-0.00111205-0.00281392j 0.0074434-0.00739483j -0.00266157+0.00375083j 0.00418676-0.000841187j 0.00837649-0.000606539j 0.0130216+0.0163997j -0.00397704-0.01196j 0.00727812+0.00802296j 0.00121605+0.00305345j -0.0114611+0.011821j -0.00280021+0.00414791j -0.0130599-0.00643452j 0.00780796+0.00194651j -0.000964306+0.00558124j -0.010524-0.00114606j 0.00597165+0.000552476j 0.0182594-0.00329592j -0.00754997-0.0106168j 0.00924461+0.0111263j 0.0169346-0.00125361j -0.0138213+0.00905279j 0.00311574+0.00370965j 0.00703766+0.00200197j 0.00767345-0.00244804j 0.0100616-0.00125316j 0.00629719-0.0078723j 0.00861281-0.00326084j -0.00780671+0.0029003j -0.00748445-0.00553189j -0.0108779-0.00631038j -0.000751956-0.00628823j 0.00146032+0.000568697j 0.0139475+0.00611074j -0.00493677+0.00321097j 0.00610081-0.00442784j 0.00837016+0.000138266j -0.000749248+0.000229372j 0.00474421-0.00237441j 0.00952536-0.00358715j 0.00244148-0.000865914j 0.00740658-0.00352454j 0.000509256+0.00458966j 0.00368534-0.000625772j -0.00103905+0.00438822j 0.00311571+0.00076735j -0.000476123+0.0130075j -0.00109448-0.0021631j 0.00365981-0.00460008j -0.00302716-0.00863491j -0.00484306+0.00645946j -0.00877785+0.00317338j 0.00899773-0.0131584j -0.00508129+0.0161959j 0.0104676+0.00328172j 0.00165592+0.000645241j -0.000391151-0.00665234j -0.00795341+0.00670437j -0.00623806+0.00350854j 0.00322989-0.000549941j -0.00312931+0.00770005j 0.00401825-0.00320664j 0.00255177+0.00197232j -0.00325122+0.00300989j 0.00501579-0.00125653j 0.00477681-0.00134236j 0.00191794-0.0013034j 0.00640913-0.00443567j -0.00542805+0.0041565j -0.00564779+0.000875768j 0.00528589+0.00393403j 0.00188937+0.000227652j 0.00234038-0.000434702j -0.00249555-0.00393525j 0.000875838-0.000112041j -0.000589259-0.00570956j -0.00263778-0.00504056j 0.00182372+0.0060891j -0.000175625-0.00842027j 0.00433038-0.0102725j -0.00553945+0.00615382j -0.00183559-0.00784195j -0.00256942-0.00275017j -0.00076889+0.000987212j 0.00378815-0.00146223j -0.00052431+0.00130569j -0.00777229+0.00665934j -0.00871918-0.00481066j -0.00516221+0.00418617j -0.0106574+0.000306836j 0.00789059-0.00820749j 0.00485579-0.00168797j 0.00497308+0.0030686j 
-0.00266214-0.000274863j -0.00680269+0.00103015j 0.0124047+0.000839005j -0.00927163-0.00402405j 0.0120165+0.00308188j 0.0172423+0.00852459j 0.0103357+0.00415482j -0.00758571-0.00848027j -0.0112687+0.0146037j 0.0152163-0.00472357j 0.00488072-0.00517621j 0.0152986-0.000435915j -0.0163446+0.0072453j 0.0162443+0.00298099j -0.0230703+0.000131884j 0.0102297+1.87616e-05j -0.000910367-0.00274648j -0.00180305-0.0109393j 0.00975838+0.00762724j -0.0108766+0.00450229j -0.00628738-0.0108335j 0.00393177+0.0103958j 0.00076405-0.00427837j 0.0111939+0.0046857j 0.00334074+0.00517034j -0.00297211+0.00717724j -0.0110028-0.00202032j 0.00232774-0.00181567j -0.0186662-0.0184377j 0.000652191-0.00354842j 0.00796558+0.00199769j 0.00297969+0.000332093j 0.00693751+0.00180754j 0.000213056+0.00514011j 0.000175144+0.00739071j -0.00102319+0.00341173j -0.00843003-0.00892645j -0.00377754+0.00519992j -0.00703207+0.00458444j 0.00472745+0.00343742j 0.0057915+0.00705107j 0.0067355-0.00253439j -0.0109724-0.000228305j 0.00966104-0.00372293j -0.00198158+0.00108447j -0.00226957-0.00592125j -0.00685723-0.000426381j -0.00806218-0.00455956j -0.00136906-0.00437337j 0.000597529-0.0094922j 0.00168625-0.0205271j -0.00387705+0.0149017j 0.00560444-0.000335289j -0.0113756+0.0111053j 0.00246501-0.00337232j -0.00547005+0.00714653j 0.00156611-0.00882737j 0.00143462-0.000861577j 0.0075665+0.0105801j -0.00366128-0.00271004j -0.00194662+0.00898298j 0.000917946+0.00305407j 0.0048719+0.0153808j -0.00095462+0.00102425j 0.00438012-0.00235749j 0.00337639-0.000106837j -0.00184975-0.00255241j -0.00236942-0.00354729j -0.0012374+0.0036571j 0.00433939-0.0100235j 0.00382272+0.000424378j -0.000268096+0.00679466j -0.0016133-0.00342371j 0.00197748-0.00333624j 0.000325382-0.00196114j -0.000480087-0.00296728j 0.00241671+0.00980307j 0.00296194+0.00416065j 0.000971651-0.00200048j -0.00189725-0.00304867j -0.00265153+0.000484792j -0.00323684-0.0123267j -0.00586675+0.00769151j 4.40425e-05-0.000624827j -0.00478249+0.000807583j 0.00381445+0.00321694j -0.000574359-0.00492939j 0.00246804+0.00601521j 0.00436551-0.00460196j -0.00409977-0.0020849j 9.22287e-05+0.000399085j -0.00341739-0.0020422j 
0.00464273-0.00640106j -0.00585316+0.00549058j -0.00251339-0.0026793j 0.00322522-0.00096338j -0.00131231+0.00477187j 0.00544887-0.00278785j -0.0157736+0.00333971j 0.00680483-0.0106149j -0.00892817+0.00460072j 0.00623451-0.00797034j 0.0104839-0.00525762j -0.00153142-0.00292485j -0.000761238+0.00743027j -0.0134915-0.00694321j -0.0134245-0.00848079j 0.0203459-3.34253e-05j 0.00515423-0.00307984j -0.00735853+0.00786718j 0.0032959+0.0106866j 0.00540292+0.00468998j -0.00719021-0.0032949j 0.0132277-0.00501978j 0.0021504-0.00706855j -0.00682394+0.0095542j -0.00257742-0.00442493j -0.0056628+0.000883534j 0.00221745+0.0128334j 0.00671133-0.00541413j 0.0148392-0.00807641j -0.000617214-0.00538515j -0.00836803+0.000190286j 0.00203888-0.00226742j 0.00341404-0.00359329j 0.0040578+0.000734598j 0.000195527-0.0078939j 0.00127949-0.00649088j 0.00220724+0.0046856j -0.00627254+0.00256265j 0.00454829-0.00988099j -0.00316602+0.00461774j -0.00192801-0.00748034j -0.00306173-0.00421718j 0.00213887-0.000595219j -0.00761255-0.00190317j 0.00626864+0.00199608j -0.000387953-0.00664071j 0.00519702-0.00296693j -0.00932516-0.0124198j 0.0073764-0.00181179j 0.0024142+0.00343306j -0.00248612+0.00855248j -0.00552279-0.012853j -0.00484534+0.0142272j 0.0067395-0.00153188j 0.00283934+0.00238165j -0.00196585-0.0121875j 0.0110623+0.011316j -0.000240089+0.00470734j -0.00549419-0.0132728j -0.000227267+0.00226472j -0.00692709-0.00304702j 0.00298928-0.00357473j -0.00622328-0.00950023j -0.00771437+0.00685828j -0.00504061+0.00550626j -0.00408731+0.00532488j -0.000289644+0.000254094j 0.00472792+0.00265033j 0.00427794+0.00024611j -0.00986922-0.00534792j 0.00272811-0.00261167j 0.00434828+0.00132176j 0.0042675+0.00112261j 0.00188142+0.000295942j 0.00302719+0.00052432j 0.0026222+0.00397182j 0.000247094+0.00539272j 0.00341665-0.000155809j -0.00278706+0.00122057j 0.00376233-0.00415672j -0.00752164+0.00134242j 0.00714262+0.00636462j 0.00206038+0.00450247j -0.00542218-0.00146928j -0.00616448-0.00350415j 0.00316602+0.00126916j 0.000372132-0.00462471j -0.0001407+0.00238157j 0.00201704+0.00347833j 0.00370548+0.0071791j -0.0103949-0.00317296j -0.00261977-6.84494e-05j 
