-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
-0.00108276-0.000540916j -0.000267578-0.000103539j -0.00519817+0.00179175j 0.00516719-0.0052391j 0.00174649+0.0027629j -0.00204312+0.00178239j -0.00107817+0.00431254j 0.0115743+0.00313124j 0.0098353+0.0100089j -0.00799384+0.00299584j 0.00683816-0.000798525j 0.012796-0.00613925j -0.000273418+0.00568456j -0.00443337+0.00330547j -0.00330046+0.00416803j -0.00515703-0.00139408j 0.0022159+0.00595665j 0.00849119+0.000368281j -0.0182992-0.00618787j 0.0118041+0.00280275j 0.000811969-0.00520397j 0.000435084+0.0049507j -0.0168132-0.0059092j 0.00420614-0.00472213j -0.000795012-0.00512944j -0.00591078-0.0053988j 0.00182979+0.00251806j 0.00324342+0.0150159j 0.00270535-0.00287462j -0.00441758-0.00929365j -0.00234884-0.00425701j -0.0042237-0.00821386j -0.00573299+0.000692315j 0.000466903-0.00128144j 0.00331844+0.00190408j -0.00162418+0.00380167j -0.00140731+0.0101304j 0.00743486-0.00149691j -0.0157803-0.00796116j 0.00579199+0.00514671j -0.0200966-0.0165717j -0.00128459-0.0150941j -0.00668353+0.00676469j 0.0111664-0.000406006j 0.00347915+0.00528654j 0.000495126+0.00863971j -0.0085994+0.00577126j -0.00420823-0.00265568j -0.00755697-0.0121275j 0.000175116+0.0025869j 0.0035369-0.00146142j -0.00586297-0.0039088j 
0.00311661-0.000184686j 0.00115413+0.00171276j 0.00260662+0.00331395j -0.00217462-0.00215058j 0.000626625+0.00133101j 0.00276975+0.000580014j 0.000181701-0.00301324j 0.00165775+0.00829807j 0.000248638-0.00216269j -0.00414577+0.00676809j 0.00317878+0.00129329j 0.00543204+0.015329j -0.00444813-0.0161444j 0.000657268+0.000446327j -0.00200476-0.0140669j -0.00508443-0.00352255j -0.000426831-0.00328064j 0.00101165+0.000526667j 0.000501165-0.00816434j 0.000790996-0.00213017j 0.00248076+0.0106482j -0.000844179+0.00293724j 0.00197781+0.00701586j 0.0065245-0.00320768j -0.00137533+0.000493223j 0.000712055-0.00398776j -0.00164019+0.000152707j 0.00017114-0.00658433j 0.00114822-0.0029499j 0.001005-0.00139039j -0.00372878+0.0363683j -0.00315221+0.020729j -0.00303474-0.00875581j -0.00456393-0.0010448j 0.00310227-0.0242645j -0.00177268+0.0231667j -0.0022157+0.0370233j 0.00331641-0.00827775j -0.00417995+0.00683086j 0.00476538-0.00238576j -0.00405248+0.00429071j -0.000651564-0.00140472j 0.00198931-0.00633334j -0.000662082+0.00938754j 0.000816808-0.00438666j -0.00224887+0.0083902j 0.000966303+0.00281697j -0.00365295-5.31518e-05j 0.00369797-0.00635243j -0.000545352-0.000794006j -0.0011766-0.00360445j -0.00318929-0.00394012j 
-0.00775824-0.000311265j 0.00535137-0.00298974j -0.0143983-2.83644e-05j -0.00557223-0.000727221j -0.00925096-0.00307503j -0.0151399-0.00478364j 0.000341743-0.00293263j 0.0130451-8.54607e-06j -0.00515518+0.00537537j -0.00750386-0.005621j -0.0126236-0.00719345j -0.00210793-0.00194203j 0.00970015+0.0074366j 0.00718552-0.0116829j 0.010432+0.00666367j -0.00238612-0.00382458j 0.0104077+0.00581288j 0.00672231-0.000519387j -0.00691255+0.00280027j 0.00511639+0.00425447j -0.00404004+0.0040235j -0.0101927-0.00326458j 0.00880149+1.56775e-05j -0.00572226-0.000777118j -0.00960097-0.003012j 0.00409478+0.00144811j 0.00654551+0.00068563j -0.00493591+0.000672823j -0.00448549+0.00311499j -0.00331037-0.000507577j -0.00355314+0.00858017j 0.000685287+0.00660605j 0.00085529-0.00217576j -0.00505306-0.00542647j 0.00295966-0.00863828j -0.00631934+0.00936175j -0.0208356+0.0143333j 0.00706576-0.00799782j 0.000157536+0.00443086j -0.00851598+0.00281491j 0.00308331+0.00318661j 0.00769301+0.00535983j 0.00786656+0.00479997j 0.00615981+0.0023857j -0.00639196-0.000981063j 0.0121168-0.00903292j -0.000237571-0.00837636j 0.00436148-0.00380147j -0.00738987+0.0115284j -0.00624237+0.000685719j 0.00110301+0.0104791j 0.00445847+0.00671489j 
0.00690286-0.00347843j 0.00702357+0.0047708j 0.00126831-0.00114231j -0.0219771+0.000139351j 0.00402124+0.00199749j -0.00492287+0.00691328j -0.00495436-0.0121707j 0.00566774+0.0107081j -0.011925-0.00445834j 0.00808256-0.010094j -0.00402712+0.00542562j 0.00800027-0.00377091j 0.011644+0.0105505j -0.00458985+0.0122711j -0.000202915-0.00245427j 0.00102262-0.00253407j 0.0147252+0.0112692j -0.00247918+0.000664231j 0.00149783-0.00323423j 0.00268967-0.00618872j 0.0114559-0.00199367j 0.0014125+0.00482905j 0.00254404+0.0132093j 0.00339237-0.00211871j -0.00650939-0.0127259j 0.017704+0.00280998j 0.00481217-0.0105465j 0.00141195-0.00618095j 0.00500305-0.00768407j 0.000219277+0.00175733j -0.0156388-0.00266039j -0.0148126+0.00102835j -0.00333547-0.00535127j -0.00706046+0.00065009j 0.00969462+0.00721674j -0.00534835-0.00230141j -0.00888635-0.0128986j 0.00755391+0.0145224j -0.00867987+0.00158391j 0.0141039-0.00674255j -0.0078396+0.00446601j 0.00145216-0.000929493j 0.00539653+0.000409808j -0.00520659+0.000167581j 0.00964711-0.00618799j -0.00369139+0.0100294j 0.0046971+0.00673073j -0.00888339-0.000179732j 0.000404086-0.0135837j -0.00914099-0.0104167j -0.00639518-0.00553588j -0.00368629-0.00741332j 
-0.00213795+0.00457367j -6.02749e-05+0.00132366j -0.00968557+0.00443432j -0.00374535+0.0031594j -0.00700922-0.00486089j -0.00965646+0.00375219j 0.00352255-0.00315496j 0.0132276+0.00446466j -0.00568698+0.00501502j -0.0134798-0.0135566j -0.0152048-0.00401355j 0.0149642+0.00699737j -0.0186858-0.00577877j 1.0663e-05-0.00101178j -0.00509149-0.0083041j -0.0172387-0.00403732j 0.00138453-0.00604356j -0.00588388-0.000767109j -0.0279252-0.00629629j 0.00709014-0.00124326j 0.0160759+0.00169745j -0.00578045-0.00723876j 0.0253187+0.00731065j 0.000857989-0.00417373j -0.00629442-0.007925j -0.00412454-0.0134701j -0.00300063+0.00651133j 0.00167797-0.00387345j 0.00463267+0.00476638j 0.000624328-0.00260846j 0.0122306-0.0109584j 0.00941716-0.0119558j -0.000290563+0.00427846j -0.0205283-0.00305658j -0.0140249+0.0117749j 0.0155418-0.00261596j 0.0205453+0.00145616j -0.00657633+0.00469486j 0.00717746-0.0123784j 0.00198007+0.0115685j 0.00819892-0.0148527j 0.00171244-0.0117822j 0.00462701-0.00743664j 0.00215386-0.00907602j 0.00686966+0.00509816j 0.00119471-0.0016648j 0.00383752+0.012042j 0.00303166+0.000433314j -0.00382337-0.000179582j -0.00165102-0.00517901j -0.000956646-0.00437831j -0.00169209-0.00316122j 
-0.00102839+0.00224324j -0.00120249+0.00139776j -0.000212515-0.00995019j -0.00426268+0.00704935j -0.0018086+0.00269987j 0.00403662-0.000256964j -0.00129457+0.00529564j 0.00488583+0.00392018j -0.00188703-0.0148827j 0.00208655+0.00233316j -0.00145224+0.0101263j 0.000896324+0.0154518j 0.0128271-0.0120202j -0.001621-0.00154903j 0.0037747-0.0184749j 0.00988139+0.00402649j 0.0182552-0.00509705j 0.0113846-0.0070849j -0.00366826-0.00929098j 0.00240875-0.00365937j 0.00131445-0.0075008j 0.00619823-0.0142971j -0.0126015-0.00575856j -0.00580341+0.00419112j 0.00199879-0.00552186j 0.00796283+0.0073117j 0.0112449+0.00509076j -0.00305253+0.00131098j 0.00922554-0.0084897j -0.000276835+0.000464695j -0.0063962-0.0081918j -0.00931391-0.00959967j -0.00245172-0.0053339j -0.00353169-0.000913456j 0.0126906+0.00846109j -0.00146624-0.00584318j -0.00818245-0.00884078j 0.0147196+0.00244042j 0.00145178-0.0157845j -0.0018018+0.0111767j 0.00215307-0.0180054j 0.00113348-0.00630373j 0.00116306-0.000930803j 0.0031629-0.00422081j 0.00107644+0.000985395j 0.000669489-0.00808807j 0.0103687-0.0107774j 0.0077378-0.00202665j -0.00143503+0.00363888j 0.00500205-0.0054949j 0.000753987-0.000674167j 0.00544454+0.00352558j 
-0.00385168+0.00225665j 0.00140422-0.00191743j -0.00804613+0.00859242j 0.00715788-0.00224412j -0.00162974-0.00161429j 0.0031268-0.00651222j 0.00299024-0.00251987j -0.0101058+0.00177714j 0.00904635+0.00523811j -0.00733425+0.0114266j -0.000344397-0.0168815j -0.0187689+0.0097995j -0.012771-0.0132076j 0.0121667-0.00236564j 0.00858825+0.00187114j -0.00995865+0.00371644j -0.0115756-0.0051852j -0.000933854-0.00188849j 0.00217359-9.66409e-05j -0.00802047+0.00186712j -0.00319923+0.0030108j -0.00287447-0.000155622j 0.00242362+0.00493013j 0.00545292-0.00449304j 0.00154829-0.000421162j -0.0083433-0.010137j -0.0121843+0.00247215j 0.00486681+0.00281257j -0.0083445+0.0145145j -0.000194681-0.000245974j -0.0267244-0.00732243j -0.0148688-0.00796037j 0.0058109+0.00765314j 0.00479815-0.00532584j 0.019016+0.0091454j -0.016584-0.010357j -0.0289614-0.0168388j 0.00485654+0.00787091j -0.00343645-0.00650722j 0.00267103-0.00130645j -0.00463857-0.00783788j -0.00213037-0.00315571j 0.00496215-0.002374j -0.0120389-0.000593318j -0.00138606+0.0119233j -0.00417445+0.00386288j -0.00327895+0.0156446j -0.00396822+0.00408699j 0.0027671+0.00176207j -0.000881612+0.00242516j -0.000379424+0.000245675j -0.00280312-0.00201749j 
0.00136462+0.00425218j -0.00663388+0.00549955j 0.00344463-0.00478073j 0.00632945-0.00455221j -0.00497708-0.000413457j -0.000806727+0.00541977j 0.00990788+0.0122166j 0.00520535-0.00620485j -0.000186984+0.00466199j -0.0186406-0.0164069j 0.000945218+0.00603913j 0.00460443-0.0114261j 0.00750257+0.00678332j 0.000770753-0.00645767j 0.0036342+0.00676953j -0.000845684-0.010132j -0.000184084+0.00289882j 0.00235534+0.004132j -0.0083476+0.00297343j 0.0114779+0.00496204j -0.00370706+0.00387766j -0.00308356-0.00237096j 0.0022996+0.00257348j 0.00276777+0.00468438j 0.00261431+0.0055294j -0.00896494+0.00444876j 0.000503088+0.0104628j 0.00202796-0.00769586j 0.00992781-0.00428848j 0.00709012-0.00638044j -0.0216419+0.0051856j -0.00952245-0.00291721j 0.0120823-0.00491319j -0.00784757+0.00215871j 0.0105676-0.00806462j -0.00975455+0.0112598j -0.00967112+0.0261339j 0.00183969-0.00545475j -0.00133951-0.00207052j -0.000912417+0.0124441j 0.00301938-0.00556169j -0.00682253-0.00170869j 0.00512651+0.000483323j -0.0101565-0.00249343j 0.00839407-0.00705197j -0.0102284-0.00428559j 0.00628898-0.00127631j 0.00902014-0.00202844j 0.00214638+0.00691112j 0.0102128+6.95575e-05j 0.00243553-0.00677765j 0.00163112+0.000137875j 
-0.00113749+0.00155575j 0.00381496-0.00200814j -0.00496701-0.0086575j 0.00368782-0.0013518j -0.00505284-0.00681642j 0.00467603-0.00360986j 0.009773-0.0126577j 0.0052202-0.00882192j -0.011814-0.00831684j 0.00266481-0.00482922j -0.000489025+0.00620292j 0.0113764+0.00418404j -0.0180923-0.00178077j 0.00446415-0.00236274j -0.0203307+0.00315734j 4.03498e-05+0.000654032j -0.0081638-0.00189267j -0.00150185+0.008548j -0.00855512-0.00187436j -0.0202442+0.00248864j 0.000105078+0.00352464j -0.0100362-0.0117926j 0.000328013-0.0045144j 0.00382746+0.00500111j -0.00465043-0.00682264j 0.0071713-0.0014342j 0.00401581-0.00335845j 0.00716255-0.000928973j -0.00863318-0.0040635j -0.0056133+0.00176193j -0.00537467-0.00647578j -0.00684501+0.00363701j -0.00370421-0.000369573j -0.00181543+0.00361523j 0.00902441-0.00471604j -0.00608641-0.000807657j -0.0177444+0.00694085j 0.0115798-0.00741224j -0.0143653-0.00659786j 0.00473049+0.0108942j -0.0164282-0.007648j -0.00235303-0.00241878j -0.0139789-0.000788763j 0.00117563-0.00270295j 0.0026097+0.00428377j -0.00359603-0.00694157j -0.00272507-0.00290574j 0.00094164-0.00982651j 0.00540457+0.013766j -0.000845697-0.00229087j 0.000551073+0.000255858j 0.00341628+0.00203414j 
0.0017314+0.00357318j 0.00199417-0.00497501j -0.000924204-0.00782614j -0.000965166-0.00416884j -0.00532005-0.00842511j 0.0145358-0.00288022j 0.00139374-0.0131876j -0.0117229-0.0166275j 0.00398262-0.0146173j -0.00706384-0.0137519j 0.000128353+0.00863881j -0.0297602+0.00131975j 0.00621912+0.00459991j 0.00134658-0.00510499j 0.00515911+0.00616079j -0.0090568+0.00435569j 0.00796422+0.0021523j -0.000318305+0.00484429j 0.0215321+0.0020242j -0.0233501+0.00632801j 0.0171142-0.00509426j 0.00564614-0.00985727j 0.000631216-0.0061257j -0.00113053-0.000599112j 0.00868351-0.0067677j 0.00847165-0.00906299j -0.0115408+0.00166753j 0.00148284+0.00350977j -0.0070912+0.00924034j -0.014021+0.00323245j 0.000615633-0.00491281j 0.0123266+0.00491056j -0.000879303+0.0038071j 0.00603508-0.00515027j -0.00632346-0.00410498j 0.0011175+0.00568523j 0.00418282+0.0175448j -0.00439051-0.00447225j 0.00875757+0.00107305j -0.00609793+0.00366685j 0.00337394-0.00586543j 0.00235835-0.0067476j 0.00233946+0.00391571j 0.00878677-0.00184109j -0.0155381+0.00509267j 0.00951278+0.00506091j 0.00557429+0.0226102j -0.00463761+0.0055615j 0.00850541+0.00834756j -0.00225739-0.00153926j -0.00243223-0.00837552j -0.00459257-0.000499863j 
0.00336072-0.00339237j 0.00156285+0.00149444j 0.0023626+0.0055966j 0.00490426-0.00217199j -0.000867185-0.00752276j 0.00602833+0.00343741j 0.00852292-0.00780614j 0.0045381+0.00220733j 0.00858367-0.00344062j -0.0226862+0.00845398j 0.0101372-0.00550299j 0.00996253+0.00149935j 0.00610621+0.00407803j -0.00409868+0.000525746j 0.0017009+0.00295119j -0.00809701-0.00246441j -0.00236697+0.000210378j 0.01331-0.000229686j -0.00637542-0.000685455j 0.00801334-0.000237426j 0.00128814-0.00134427j -0.00640962+0.00662167j -3.23611e-05+0.000477892j -0.00106069+0.00686869j 0.00311608-0.00122069j -0.00285027+0.00279597j 0.00264796-0.00287958j -0.00961702-0.00450416j -0.00752195-0.0172187j -0.00459765+0.00410124j -0.00559951-0.00395262j -0.00452378-0.00111747j -0.00651885-0.0093525j 0.00343365-0.0035741j -0.00353441+0.00443032j 0.00695519-0.00291761j 0.026743-0.0114416j -0.0105901+0.00236271j -0.000306522-0.00290933j 0.0133662+0.00915988j -0.00195926-0.00116941j -0.00586203+0.0110466j 0.000847177+0.0071574j -0.00475685+0.00195816j -0.0072254-0.000795904j -0.0117662-0.00468989j -0.00561772-0.0131128j -0.00160219-0.00805958j 0.0162588+0.0064534j 0.00710969+0.00833098j 0.000121941+0.00145169j 0.00271489+0.00180013j 
-0.00122399+0.00924912j 0.00646751-0.0018129j -0.00620532-0.00275307j -0.00903851+0.00109117j 0.0126029+0.00413927j -0.00448736+0.00552731j 0.013199-0.00109961j 0.00252963+0.00139003j -0.000421744+0.0214372j 0.0209589-0.00119525j 0.00740399-0.0156649j -0.0131834+0.00575015j -0.00192214-0.00191517j -0.0144269-0.011462j -0.00535289+0.00603737j 0.00526357+0.00663893j 0.0106443+0.00271637j 0.00247569-0.000629248j 0.0155987-0.00823969j -0.0102891-0.00800651j 0.0163026-0.00694041j 0.00143774+0.00902976j -0.00756051+0.000377202j 0.00318855+0.00181953j 0.00392681-0.00265246j 0.013616+0.0117093j 0.012219-0.000262161j 0.00229431+0.00814634j 0.00783359+0.00773241j -0.00389924-0.00346139j 0.0077107-0.00564372j -0.00362729+0.00310608j -0.000928524-0.00195737j 0.00381919-0.00248846j -0.0012262-0.000551522j 0.00431406-0.00050983j 0.00680076+0.00258536j 0.00503397-0.000554121j -0.00109284-0.00206406j 0.000251978+0.00738394j -0.00482519-0.00480186j -0.00519159+0.00371082j 0.00309194+0.00419369j 0.00632998+0.00100953j -0.00788829+0.00180824j -0.00116965+0.00120092j 0.000570496-0.000777218j 0.00235114-0.00794516j 0.00240268+0.0236596j 0.00505119-0.0014472j 0.00652695-0.00744701j -0.00184334+0.00319264j 
0.00115429+0.00287183j 0.00378206-0.00161393j 0.0159127-0.000574427j -0.000979243-0.0128314j -0.00085702-0.00785447j 0.0135469+0.00757808j -0.0177224-0.00435933j -0.00101235+0.00994059j 0.00216402+0.00634607j 0.0150347-0.0118363j -0.00337931-0.00170833j 0.00268723+0.000593985j -0.00302604+0.00352142j 0.0039077+0.00617034j 0.00090756-0.00119554j 0.00967223-0.00416957j -0.00047917+0.00188878j 0.0172591+0.00580219j -0.00122365-0.000133706j -0.00793067-0.00205115j 0.00053226-0.00384734j 0.000969053-0.00434123j -0.0079136+0.0122136j 0.00632349-0.00450095j -0.00948477+0.0011149j 0.00510554-0.00559388j -0.00317152+0.0174528j 0.00743126-0.00912918j -0.00353909+0.0109693j -0.0208155+0.00482259j -0.00222249-0.00513908j 0.00124821+0.00968765j -0.00516792+0.00389711j 0.00436946-0.000915481j 0.0069258+0.00223249j 0.000766509-0.00184129j -6.7658e-05-0.00897705j 0.0209075+0.00828305j 0.00283661+0.003602j -0.00502314-0.00823973j -0.000775029+0.010377j -0.0105608+0.00348997j -0.0217623-0.0115602j 0.0019865-0.000693094j -0.00437574-0.00839588j 0.00536384+0.00551239j 0.0226954+0.000439301j 0.00732556-0.00122816j 0.00682355+0.00997478j 0.00654137+0.010489j 0.00691493+0.00289915j -0.00464293+0.00310967j 
0.000963053-0.00125274j 0.0010497+0.00977215j 0.00121969-0.00104986j -0.00263426+0.00329075j 0.0002389-0.000880381j 0.00226334+0.00624956j -0.000774312+0.000449393j -0.00470631-0.000104536j -0.00560771+0.00157841j -0.00397237-0.00080147j 0.00888645-0.000141668j -0.00218984+0.00521258j 0.000137036+0.00205796j 0.00856797-0.00762491j -0.0029973+0.00430396j -0.00539919+0.00228836j -0.00417686-0.00549414j 0.00614049+0.00575467j -0.00350723+0.00767492j -0.00225704+0.0041433j -0.00424068+0.00130001j -0.00255486-0.0192259j -0.00504823+0.003863j 0.000161737-0.00677651j -0.00619238-0.0105192j -0.000754822-0.00694066j 0.000771769+0.0130342j 0.00259803-0.0342131j -0.0100388+0.0180989j -0.00181497+0.00731364j -0.00025864-1.31962e-05j 0.00144426+0.00861201j -0.00114581+0.00508059j 0.00521413-6.5522e-05j -0.00134737+0.00384193j 0.00381247+0.00116156j 0.00513376-0.00162243j -0.00192089+0.0140796j 0.00488807+0.000561602j -0.00319325+0.00268805j 0.00750743+0.0037849j -0.000684188+0.00204756j -0.00104357-0.0178012j -0.003028-0.00336086j -0.00860121-0.00873108j 0.0045915-0.00258515j -0.000259818+0.00310293j -0.00847353-0.0298697j 0.00467855-0.000246742j -0.00152466-0.0227668j 0.0068163-0.00281933j 0.00382204-0.0105632j 
-0.00192851-0.0047639j 0.00577146+0.00466189j -0.000427422-9.86259e-05j -0.00932055+0.00365785j -0.00594003+0.0051886j -0.00232837+0.00666789j 0.0188428+0.0222441j -0.0010061+0.00581016j -0.00445953-0.00757073j 0.0115955+0.000106179j -0.000502566-0.000311302j -0.00908178-0.00465697j -0.00829704+0.00341943j 0.00162936+0.00677135j 0.000704229+0.00319582j -0.00296902+0.00552044j 0.00123581+0.00313858j 0.00431042-0.00632295j 0.00486952-0.00253472j -0.00761767+0.000586195j 0.0139991-0.0052156j 0.00282048+0.00238807j 0.00253679+0.0138368j 0.00367572-0.0120188j 0.0033555-0.00717098j 0.00306491+0.0138077j 0.00245952+0.00194524j -0.00251625-0.00520215j -0.00370895+0.00888951j -0.00109709-0.0105362j -0.00052871+0.00570108j -0.000257307-0.00268652j 0.00165934-0.000415807j -0.00132275-0.000863137j -0.00118622+0.00233301j 0.00576147-0.000663061j 0.00281851+0.000344861j 0.00512647+0.000206287j -0.00404169+0.00428034j 0.00485785-0.00738135j -0.00390163+0.00246403j -0.000840174-0.00569287j -0.000922062+0.00967492j 0.00317358-0.000527582j -0.0102658-0.00687599j -0.0128543+0.000415981j 0.00221851-0.00476392j -0.00365909+0.00584145j 0.00637528-0.0294543j 0.00581144-0.00331803j -0.00286721+0.0103013j 0.00981681-0.0064352j 
-0.00186091+9.23659e-05j -0.00424144-0.0088615j 0.00416849+0.00144648j 0.00189952+0.00500069j 0.0177782+0.00112033j 0.0130565+0.00246321j 0.0084187-0.0211395j -0.00276228+0.00520613j 0.0224784+0.00317155j -0.00761551+0.00144427j -0.00877079+0.00468913j -0.000630821+0.00516241j -0.00304477+0.00760254j -0.000343128+0.00344282j 0.00615929-0.00659847j 0.00535021+0.000158151j -0.00557456+0.00579876j -0.0117131+0.00263408j 0.00106651+0.00613702j 0.00194739-0.00529853j -0.00531908+0.00443226j 0.00709732+0.0107339j 0.0108673+0.00306841j -0.00708919-0.00978875j 0.00927378+0.00199812j -0.00374187-0.00117226j 0.00263971+0.00291173j 0.0124698-0.0114515j 0.0150054-0.0044427j -0.00593975+0.00701428j -0.00230036+0.00115014j -0.00430995+0.00647802j 0.0107845-0.00848972j 0.00184734+0.00639195j 0.00108461+0.00107307j -0.00220845-8.84432e-05j -0.00556663-0.00421077j -0.00034556+0.00345379j 0.00310856-0.00317352j -0.00433566+0.00223046j 0.00710462+0.00120099j 0.000411224+0.00299795j -0.00446058-0.00729895j -0.0017498-0.00403836j -0.00124117-0.00905376j -0.00470384-0.006332j -0.00363198-0.0123303j -0.000653032-0.00924806j -0.00552333-0.0145546j 0.00464863+0.00170193j 0.00656944+0.00224445j 0.00409842-0.0035825j 
-0.00272185-0.0124595j 0.0122902-0.00667661j -0.0034916+0.000341198j -0.0121384+0.000759895j -0.00551451-0.00997622j -0.0108628+0.00866921j -0.00278702+0.00800106j 0.012002-0.00584681j 0.00932396-0.0133345j 0.00615654+0.00849408j -0.0101032+0.0012624j 0.00834968-0.00204951j 0.00785914-0.00473538j -0.0196843+0.00237428j 0.000402189+0.00414078j 0.0010286+0.00296246j 0.00588144+0.001271j -0.00402409-0.00423436j 0.0117747-0.00496965j -0.00884795+0.00668731j 0.00829298+0.00345535j 0.00273275+0.00300086j 0.00173786+0.0038069j -0.00651234-0.00443075j -0.011884+0.00723075j -0.00840965-0.00525741j -0.00313401+0.0161308j -0.0135016-0.00293556j -0.0019564+0.0112957j -0.00384972+0.000523079j -2.60219e-05+0.00127655j -0.00352503+0.00333063j -0.0106464+0.00157618j -0.00312729-0.00104937j 0.0082856-0.00130933j 0.00187253+0.00341903j 0.00527702+0.0048989j 0.00725994+0.00196539j -0.00175114-0.00217291j 0.00988757+0.00344651j -0.00306232-0.000529314j -0.00309865+0.000692478j 0.0170124-0.00380109j -0.00248227+0.00035123j -0.00608805+0.00419436j -0.00522542-0.00278536j 0.00453045+0.006316j 0.00412605-0.0083947j 0.00580113+0.0013429j 0.00718885+0.00587496j 0.00783678+0.00806127j -0.00189082-0.00319043j 
-0.00804046+0.0055881j -0.00132001-0.00807071j -0.0169265+0.00450606j 0.000111382+0.0115987j -0.000668448+0.00424246j -0.0029497-0.00342963j -0.0184985-0.0113476j 0.000995251+0.00683303j -0.00879086+0.0134057j 0.0129229+0.00117302j 0.0236333+0.00530249j -0.013273-0.0008491j -0.00261985+0.000744321j 0.00283967-0.00696722j -0.00973694-0.00381712j 0.00265985-0.00110186j 0.0141408+0.00284279j -0.00111884-0.00278278j 0.00663773+0.00274507j -0.0103877-0.00366891j 0.0104057+0.00633401j 0.00469779+0.00375195j 0.000594862+0.000355676j 0.00148641+0.00125389j -0.00899302-0.000394984j 0.00262653-0.00140105j 0.00254457-0.00581226j -0.00559856-0.0088037j -0.00124312-0.0103727j 0.00558442+0.00377509j 0.00289523+0.00120092j 0.00443341-0.00229764j 0.000323735-0.00831565j 0.00849843+0.00384148j 0.00125553+0.00329612j 0.00165997-0.00280916j 0.00460123+0.00336851j -0.00143315-0.00719575j -0.00068815-0.00451194j 0.00258573+0.00450188j -0.000842521-0.0066495j -0.00767978-0.00176735j 0.00892204+0.00569604j -0.00364107-0.00548112j -0.00537154+0.00306567j -0.00577269-0.0114338j 0.0146218-0.0229915j 0.00522297-0.00221429j 0.00181809-0.00489465j 0.00123079+0.00661744j 0.000267433+0.01024j 0.00652122+0.00488043j 
0.00820412+0.00460724j 0.00303132+0.0112164j 0.00450834+0.00198931j 0.00212788-0.00344624j 0.00321981+0.0113264j 0.00597794+0.000105707j -0.00431933+0.0123168j 0.00806358-0.00322637j 0.0140591+0.0048795j 0.00210667-0.00319568j -0.0101144-0.006687j -0.0163364+0.00722098j -0.00220131-0.0035229j -0.00253199-0.00351887j -0.00532957-0.000871574j -0.00533866+0.00305682j 0.00482218-0.00263076j -0.00983491+0.00473448j 0.000966507+0.00686835j -0.0186201-0.00970788j -0.00152598+0.00978083j 0.00871677-0.0130569j 0.0125287-0.00870454j -0.00209491-0.00878738j -0.00209099-0.0041769j 0.011136+0.00769724j 0.0025727-0.0165627j -0.00615003-0.00519013j -0.0102586-0.00263218j -0.00335588-0.00520997j -0.00323661+0.00262752j -0.00121898-0.00323936j -0.00172352-0.0083654j 0.00407192+0.00783749j 0.00654331+0.00162672j -0.00308306-0.00481327j 0.00141175+0.00406047j -0.00156818-0.00439247j -0.00212084+0.00363106j 0.00644528-0.00157966j -0.0034039-0.00131882j -0.00108493-0.0003036j 0.00311329-0.00428833j -0.00397704+0.00212185j -0.00159889+0.0102633j 0.00541791-0.00249242j -0.000204393-0.00867841j -0.0130021-0.000854377j 0.00695958-0.000277707j -0.0106537-0.00786155j -0.0073334+0.0042033j 0.00614368+0.00265437j 
