-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
0.00503216-0.00141931j 0.00333801-0.00370656j -0.0158155-0.00744852j -0.00934797+0.00742899j 0.00875375-0.0118229j 0.0151334+0.0119579j 0.00812521-0.00686083j -0.00413027+0.0144146j -0.0112109+0.00254491j 0.0216225-0.00349386j 0.00302701-0.0288262j 0.0132151-0.000498037j 0.0034551+0.00371735j -0.0012733-0.00943157j -0.0178694-0.00123988j -0.0122271-0.00486366j -0.00266763+0.000666939j 0.00348479-0.0080357j -0.0182395+0.00623031j 0.00588407+0.00844812j -0.00999646-0.000727441j 0.00167918-0.00164785j 0.016482-0.000402059j -0.0317152+0.00386508j -0.00583666-0.0057471j 0.0285267+0.00234804j -0.00391823-0.00271926j -0.0180641+0.000430916j 0.0131054+0.00352205j 0.0149096-4.59521e-05j 0.00646883+0.00582808j -0.00371124+3.21488e-08j 0.0047329-0.00655874j 0.00158649+0.00110472j -0.00592703-0.00759146j -0.00021992-0.00915889j 0.0061149-0.00132761j -0.00980869+0.0094185j -0.000253954-0.00184142j -0.000761116-0.00809185j 0.0234401+0.00265131j 0.0384479-0.0121863j -0.0105095-0.010148j 0.0151316-0.0069599j -0.000147376-0.00323952j 0.0239234-0.00946064j -0.0206614+0.00233455j -0.00891907+0.00692626j -0.00199414+0.00159785j 0.00922825+0.00326278j 0.00699022-0.00214008j 0.00279316+0.000704167j -0.00268384+0.00335729j 0.00670486+0.000438588j -0.0032526-0.00322038j 0.00646335+0.000331436j -0.0139734-0.00138189j 0.0130174+0.00229175j 0.000786944-0.00501594j 0.0071915-0.00622476j -0.0041179-0.0023583j 0.00873913+0.00737406j 0.00695223-0.00237549j -0.00129308-0.000732226j -0.00374461-0.00374411j 0.000733357-0.00198681j 0.00972481+0.00365737j 0.0152461-0.00889709j -0.00738924+0.00384842j 
-0.0174865-0.000630237j 0.00120146+0.00557449j 0.0136515+0.00494266j -0.00593845-0.0173484j 0.00380582+0.00419306j 0.0193835-0.00498255j -0.00861329+0.00698013j -0.00663172-0.0155948j 0.0120193+0.00798661j 4.56781e-05-0.0105247j -0.0216418+0.010555j 0.0059414+0.00382874j -0.00634797-0.0143703j -0.0196083+0.0122082j 0.0106252+0.00066284j 0.0124157+0.00325213j 0.00412893-0.00313826j 0.0229494+0.00639129j -0.00236855-0.00713457j 0.00852087-0.00319288j -0.0118922+0.00252111j -6.83305e-05+0.00610396j 0.00504543-0.000893593j -0.0380392-0.00303052j -0.000447742-0.000474835j 0.0256408+0.00546888j -0.0167024-0.00278806j -0.0132666-0.00520142j 0.0190742+0.0060704j 0.0192482-0.00149619j 0.00550763-0.0127553j 0.0112149+0.00441835j -0.001612+0.00059582j -0.00228585+0.00536695j 0.00344348-0.00299174j 0.00970356-0.00592448j 0.0118039-3.02826e-05j -0.00180936-0.00789087j -0.000601164-0.00569472j 0.0155692+0.00557423j 0.00212758+0.00404822j -0.0242038+0.00805987j 0.0178919+0.0125109j -0.00464392+7.60322e-05j -0.00870607-0.00477574j -0.0144266+0.00279336j 0.00489738+0.000925254j 0.00518235-0.00141341j 0.0126937+0.000247879j 0.00314913+0.00404722j -0.00122149+0.000334949j 0.00230377-0.000829168j 0.00433827+0.00449186j -0.0102352-0.00011184j -0.0165294-0.0117528j -0.00995588-0.0051836j 0.00776175+0.00529678j 0.00571102+0.00577813j 0.00661653-0.00105281j -0.00667441-0.00532491j 0.00601772-0.00156122j 0.00623828+0.00665368j 0.00720825+0.00486546j 0.00298961+0.00145277j 0.00111946-0.00287032j -0.00215511-0.00344991j -0.000690511+0.00736961j -0.0112371+0.00579541j -0.0155628-0.0112422j 
-0.0095703-0.000314793j -0.0017095+0.00377045j 0.00536022+0.00386939j -0.00335847-0.00939363j 0.00207874-0.0066262j 0.00822675+0.00245857j -0.0111297-0.00745327j -0.0397635-0.00553086j -0.00785056+0.00896716j 0.00482314-0.0110052j 0.000449813-0.00293934j 0.0125455+0.00241049j 0.0157167-0.00921194j 0.0043383+0.00559667j -0.00359697-0.00909824j -0.00727107-0.00887577j -0.00123935-0.00331044j -0.0123484-0.000500436j 0.00721577-0.00748346j -0.0118072+0.00392151j 0.0240638+0.00153685j 0.00616414-0.000583026j 0.00737771-0.0038255j 0.0321142+0.00225238j -0.00215314-0.00143192j -0.0236531+0.00270852j 0.0130422-0.00365348j 0.0227294-0.00125816j -0.0170147-0.00758535j -0.0220154+0.00128637j 0.00147244-0.00449937j -0.00427733-0.0101662j -0.00791084+0.00337026j -0.00539553-0.00237753j -0.00441284+0.00501707j -0.00747848-0.00675995j 0.00418828+0.00515795j 0.00431347+0.00547568j -0.0036371+0.00574754j -0.00430932-0.00559041j 0.0189161-0.00344984j 0.00492072-0.00683213j 0.0169875-0.000653443j 0.00617628+0.000897837j 0.00894843-0.000138182j 0.00644794-0.00503386j -0.00422199+0.00676684j -0.00598227+0.00205281j 0.00946052+0.00109994j -0.00318186-0.00361353j 0.000314993-0.00271732j -0.0111033+0.0061792j -0.00033405-0.00108161j -0.0021526-0.00233693j -0.0165537-0.0145683j -0.00304127-0.000745446j 0.00538081+0.00106324j 0.0142319+0.00337968j 0.00221756-0.00124384j 0.00490027-6.34562e-05j 0.0053296+0.000242144j 0.0118692-0.000380763j 0.00297068+0.00360451j 0.00465549-0.000289776j 0.00442998-0.00057459j 0.00019974+0.000650524j 0.00278477+0.00838616j 0.00264931-0.00425362j -0.0160833-0.00490846j 
0.000705294-0.00206477j -0.00747171+0.000461368j -0.023122+0.00527634j 0.000400944+0.00157275j 0.000507897+0.00901841j -0.00791221-0.00433649j 0.00294977-0.0138177j -0.0037919-0.0222577j 0.000661687+0.0159895j 0.00089192-0.00814796j -0.0115575+0.00743807j -0.0245252-0.0122731j -0.00541167-0.00904333j 0.0137911-0.00585371j 0.00183426+0.00589333j -4.47638e-05+0.00711532j 0.00659762+0.000601983j -0.026041+0.00881711j -0.0138884-0.00180266j 0.0179006+0.00187105j 0.0110634-0.00270589j 0.000971789+0.00332794j 0.0257199-0.000580847j 0.0127618-0.00366512j 0.00346092-0.0121123j 0.0103723+0.0120986j 0.00158512-0.0054711j -0.0195324-0.00798513j 0.0134039+0.00219482j 0.0021545-0.00862524j -0.0108241-0.0210056j 0.00521766-0.00371439j -0.0102147+0.00565227j 0.00358024+0.0118723j -0.0138333+0.00500389j -0.00914702+0.00100732j -0.00823737-0.00336421j 0.00477967-0.00482167j -0.00581804-0.0108513j 0.00171335-0.00175795j 0.00528312+0.006098j 0.000710717+0.0062287j -0.0141958-0.00123189j 0.00530803-0.00285832j 0.00233881+0.00192391j -0.00246042+0.0151378j 0.000858998-0.000801279j 0.00524719+0.00740865j -0.000486207-0.0058912j 0.00757305+0.00450458j 0.0183543+0.00185029j -0.0187879-0.00413945j 0.00865341-0.00103507j 0.00434578-0.00785593j -0.0210746-0.0155615j 0.0138704+0.000881994j -0.0075146-0.00547872j 0.00314328+0.00141616j -0.0071495-0.0108455j -0.00520002-0.00736039j 0.0121805-0.00122404j 0.000963687-0.00509507j 0.00591461+0.020477j 0.00374934+0.00514899j 0.00241882+0.00216692j -0.00325975-0.00704252j 0.0115045+0.0123427j -0.00511411-0.00958556j -0.00690099-0.00548592j 
-0.000599006-0.00125723j 0.0017475+0.00875036j 1.50176e-05+0.00101909j -0.00663112-0.00614006j -0.000282052+0.00778865j 0.0131695-0.015517j 0.00566993-0.0117061j 0.00594953-0.0127411j -0.00836533+0.00542108j 0.0132981-0.00636999j -0.00129492+0.032734j 0.00940252+0.0273287j -0.0073816-0.00481223j 0.0110368+0.00546401j 0.0248198-0.021527j 0.00369369-0.026675j -0.01194-0.00771606j -0.00145829+0.00759523j -0.00671676-0.0126391j -0.00638761-0.00242864j -0.0122711-0.00702655j -0.00897235-0.00420038j -0.0161721-0.00106779j -0.015343-0.000354628j -0.00486315-0.00277421j 0.0141772-0.00201328j 0.00411626+0.00312455j 0.000233165+0.0015689j -0.0022379-0.00266154j -0.00479182+0.00611521j 0.00297644+0.00706284j -0.0180032-0.00254444j 0.00685632+0.00115871j 0.00391891-0.00312103j 0.0275667-0.00505517j -0.0286401+0.00912696j 9.68872e-05+0.0008794j -0.0034785+0.00770012j 0.0136885+0.00376818j -0.019179-0.0147429j 0.00335976+0.0118646j -0.0196431+0.009985j 0.0143123+0.00300571j -0.00498594+0.0107072j -0.00567518+0.00203209j -0.00483365+0.0157931j 0.00548445-0.00426006j 0.00283897+0.00150966j -0.00109478-0.00546529j -0.00776933+0.00222966j 0.00802235+0.00569351j -0.0108716-0.00112827j 0.00569804-0.00034564j -0.00357258-0.00232898j 0.00471851-0.00684171j -0.00472221-0.000954408j -0.00690506-0.00549086j -0.0141666-0.00221526j 0.0126825+0.00132207j 0.0148351+0.00815478j 0.00486239+0.00570067j 0.00149915-0.00864623j -0.000853066+0.0105908j -0.00263335-0.00282185j 0.00213927-0.00019752j 0.00563634+0.00681628j -0.0028515-0.003205j -0.0064669+0.00752477j -0.00392597-0.014871j 
0.0113039-9.19026e-05j 0.00241678-0.0055499j -0.00869877-0.000500146j -0.0126384+0.00284145j 0.00577443+0.00683426j 0.00375427+0.00379461j 0.00443998+0.00192028j 0.00328996+0.00171896j -0.00548488-0.00431778j 0.00433561-0.000576974j 0.00392179+0.0104439j -0.00553591+0.00242868j 0.0103325+0.0110787j 0.0164382+0.00135294j -0.0130894+0.00275369j -0.00445418+0.00340275j -0.0259188+0.000468246j -0.00339174-0.0013671j -0.00428338-0.00527486j -0.00403392+0.00325208j -0.00747802-0.0106214j 0.00737562-0.00342301j -0.0157893-0.0036249j -0.0162574-0.00015671j 0.00555501-0.00505061j -0.0055651+6.60445e-05j -0.00403475-0.00531994j 0.00443295-0.00530816j 0.00227098+0.00230366j 0.00411055-0.00134291j 0.00217065-0.00920244j 0.0130805-0.00562221j -0.00215211-0.00254096j -0.00801466-0.000376626j -0.00129017+0.0040483j 0.014303+0.0202662j -0.0112023+0.00652559j 0.00441717+0.0103314j 0.00429332+2.30862e-05j 0.0123795-0.00167873j -0.0115186-0.00305162j 0.0131771-0.00810105j -0.00513016+0.021821j 0.00814691+0.0002719j -0.00345138-8.71731e-05j -0.0124341-0.00525398j -0.00788252+0.0141964j -0.000765488+0.000323375j -0.00416924-0.00796544j 0.00348738-0.00730623j 0.00910427+0.00669979j -0.00358432+0.00309068j 0.0126942+0.00103988j -0.00730468+0.00753378j -0.00314806+0.00829641j -0.00978261-0.00365835j -0.0020491-0.00591444j -0.0127787-0.0204211j -0.00849893+0.00785298j 0.00359241+0.00336282j -0.0032842+0.00166974j -0.00914575-0.00990599j -0.00135429+0.00180264j 0.00356013+0.00142869j 0.00378017+0.00629805j -0.00452763+0.000958673j -0.00436473-0.00361542j 0.00414377+0.0036665j 0.00475751+0.00786953j 
-0.000876125-0.00921765j -0.00577022+0.00267979j -0.00724205-7.56294e-05j 0.0199105+0.00632603j 0.00622549+0.0036313j 0.0199668+0.00751155j -0.0113982+0.0121522j -0.0149513+0.00569589j 0.0188085-0.00245592j -0.0146311-0.00820086j -0.00244071+0.0145176j 0.00128272+0.016909j 0.0166303+0.00420307j -0.00171545+0.00458437j 0.00605868+0.00883891j 0.00755096+0.00113996j 0.00527688+0.00603587j 0.00959486+0.0110855j 0.0147817+0.0118603j -0.00284726-0.005036j 0.00124613-0.00217234j 0.00368453-0.00838797j 0.0149481+0.00558125j -0.00358419+0.00585675j -0.00715529-0.00641871j 0.0232189+0.0132321j 0.0030507+0.00397056j -0.00880717+0.00249732j 0.0018736+0.00067787j 0.0126393+0.00112369j 0.00477254+0.0172452j -0.00452182-0.000517015j 0.00565738-0.00636935j 0.0137002-0.00560051j 0.00532668+0.00880215j 0.00109173+0.0200036j -0.00459019+0.0111778j -0.00290512+0.000732771j -0.0130244+0.00787799j 0.00418881-0.00644323j -0.0275242+0.00421701j 0.000880745-0.0212302j -0.0260767+0.00585381j -0.00333026+0.00544886j 0.00268346-0.00211826j -0.000426473+0.000751275j 0.00659027+0.0123829j 0.00229082+0.00290867j -0.0100889-0.00392601j 0.00365023-0.00195742j 0.00963118+0.00362295j -0.0018383+0.000971565j -1.33832e-05+0.00107567j 0.0127944+0.00441665j 0.0209155+0.00637831j 0.00864208+0.00618364j -0.00932308-0.00533745j -0.0164394-0.0102077j -0.00629631-0.000697371j 0.00769672+0.000672746j -0.00424726-0.00306438j -0.0128695-0.0100004j -0.0166858+0.00162342j -0.00286844+0.000586812j -0.0017098+0.00106423j 0.00175669+0.000186741j -0.00997853-0.0130846j 0.00303677-0.00941114j 0.0229079+0.00141557j 
0.00629045+0.000243997j -0.00280179-0.00211325j 0.00928198+0.0061657j -0.00807766+0.0109757j 0.0190422+0.00375423j 0.00654732-0.0101931j 0.017717+0.0242824j -0.0141869+0.00342772j -0.0121991-0.0076025j 0.0196718+0.00275j -0.0220215+0.00782471j -0.02698-0.0101405j -0.0122246+0.00657038j -0.0160219-0.00427451j 0.000571217+0.0275888j 0.0300395+0.0134894j 0.00909508+0.00467718j -0.00719742+0.00645475j -0.00300537+0.0055083j -0.00519009+0.00259632j 0.00336177-0.00404697j -0.00613515+0.00511146j 0.0155076-0.000270938j 0.0134541-0.00834285j 0.0080896-0.00077391j -0.0175415-0.0103465j 0.0094724+0.00284208j -0.00143737-0.000555389j -0.00410961-0.00325363j 0.000511431+0.00476282j -0.00889104+0.00233245j 0.00300354-0.00452491j -0.00262449-0.00517783j 0.0111045+0.00294552j -0.00359048-0.0103531j 0.00354753-0.0102269j -0.000504116-0.0010715j -0.00890442+0.00201569j -0.0183433-0.0128434j 0.0106737+0.00536714j -0.0283106+0.0140086j 0.0029098-0.00576737j -0.0243907+0.00910492j -0.00158018-0.00568871j 0.00645186+0.00289254j -0.00083764-0.00362886j -0.00429388+0.00156205j -0.00035749+0.00447924j -0.00758785+0.00667487j -0.00246004-0.00302362j 0.00985737-0.00447219j -0.0041799+0.00114448j 0.00380531+0.00418786j 0.00255214-0.0089265j 0.00371172-0.00364604j 0.0036875+0.00260808j -0.00360681-0.00476404j 0.00139644-0.000628785j -0.00785495+0.007109j 0.0101182+0.0112608j -0.00598443+0.00356694j 0.00597126+0.00968748j 0.0016887-0.00188864j 0.000964759+0.00298416j 0.00163122+0.00570818j -0.00484977-0.00105954j 0.0115893+0.00111976j -0.0011226-0.0043351j 0.013437-0.00517412j 
0.000752967-0.00911518j -0.00120674+0.00571385j 0.0120533-0.0070062j -0.00350967+0.00316093j 0.00544897-0.00401383j -0.00359282+0.0119304j -0.0146711-3.21065e-06j 0.00354572+0.0213804j -0.0110296-0.00457309j 0.00390242-0.00773946j 0.00139462+0.00629972j 0.00757826+0.0336784j -0.0209593+0.0154907j 0.00314232+0.00525033j 0.000919073-0.000887533j -0.00275038-0.00937438j 0.000899711+0.00800911j -0.0142519-0.00977125j -0.00353717+0.000305376j 0.000178589-0.013574j -0.00324302-0.00266325j -0.0175639-0.00349504j 0.00967261-0.00230757j 0.0135718-0.000885808j 0.00985075-0.00306877j 0.0100917+0.00721974j -0.00458295+0.00338128j -0.00592843+0.00354401j -0.00168207-0.00137786j 0.00922382-0.00978947j -0.00572895-0.00749663j 0.00289695+0.00173709j -0.00323934+0.0127624j 0.0142529-0.00331098j -0.012936+0.0140862j -0.00817881+0.00567507j 0.000476848+0.00808164j 0.00721748-0.0122688j 0.0090343+0.0117521j -0.00285641+0.0079091j -0.0148018+0.0102932j -0.00728731-0.00286965j -0.0188434+0.0200972j -0.00821956+0.0178708j 0.00528069-0.00647082j -0.00710398+0.0102353j 0.0232149-3.58076e-05j -0.00681324-0.0109587j -0.00203905-0.00272102j -0.00355612+0.000149458j -0.0137335+0.00415506j 0.00895894+0.00489447j -0.00924206-0.00525136j 0.00998925+0.0142916j 0.00022266-0.00902323j 0.00700029-0.00364364j 0.00754822+0.00918949j 0.00289204+0.00232225j -0.00145448-0.00923599j -0.00951299-0.0218934j 0.0150677-0.00858063j -0.012281-0.0101127j -0.00618833+0.0192979j -0.00888942+0.00781335j -0.00577056-0.00135429j 0.0114637-0.0104693j -0.00500913-0.000403635j -0.00300082-0.00502977j 0.00538247-0.0105247j 
0.00584164-0.00684809j -0.0178175-0.00119486j -0.0102206-0.00376043j 0.0128654+0.00933817j -0.00602064+0.00059762j -0.0194433+0.00528212j -0.0118503+0.00909128j -0.0205099+0.0052066j 0.0121729-0.00439336j 0.0186643+0.00859791j -0.00599912+0.0139687j -0.0309546+0.0115593j 0.0161778+0.0150917j -0.00479225-0.00187289j -0.00475172+0.0104373j 0.00545573-0.00628557j -0.00768138+0.00411949j 0.0162804-0.00625108j -0.0175268+0.00469353j 0.00819664+0.00535298j 0.00175947-0.00161872j 0.0056821+0.0148837j -0.00353958-0.00222382j 0.00761575-0.000299603j 0.0173533+0.0167301j -0.00559216-0.0169284j -0.007985-0.00534418j -0.00673133+0.000294253j -0.000429418+0.00158134j 9.73775e-05+0.0022036j -0.00414188-0.00492708j -0.0164163-0.00189265j -0.00288089+0.00355155j -0.00264173-0.0113996j 0.0251039-0.00934872j -0.0131852-0.00925501j 0.00669014-0.00384795j 0.00709521+0.00408443j -0.00066829-0.00518263j -0.000233258-0.000106386j -0.0132879+0.00610673j 0.00257061+0.00242963j -0.00856015+0.00997863j -0.011463+0.00908933j -0.00123368-0.000476105j 0.00214562-0.00489629j 0.00114242-0.00489135j -0.00321099-1.95901e-05j 0.00269481+0.0050937j -0.00246754+0.00131935j -0.00819761-0.00572623j 0.00398135-0.00731484j -0.0019341+0.00353321j -0.0164764-0.00903845j -0.00763892-0.0178308j -0.0065616-0.00764621j 0.000617429+0.0055734j 0.0121775+0.00816321j 0.0114392+0.00494814j 0.00206933+0.00183033j 0.0085232+0.00111535j 0.0158209+0.01358j 0.0118572-0.000305072j 0.000939773-0.00311363j -0.000753323-0.00117869j 0.00166128+0.00484413j 0.0147986+0.00951159j -0.000918798+0.00364198j 0.00136591-0.0128257j 
-0.00337279-0.00258915j -0.000783604+0.00508758j -0.000831893+0.00087118j 0.00439489-0.0185009j 0.0190505-0.00398032j 0.0230288+0.00353398j 0.00484011-0.0170782j -0.00115947-0.0145197j -0.00830394+0.0148737j 0.00184526-0.00640284j 0.00017553+0.0015442j 0.00301282+0.00265602j -0.0117629-0.00750363j 0.00304784+0.0210814j 0.00734679-0.0107132j -0.00657333+0.00542049j 0.00247214+0.00183646j -0.00373384+0.00421227j -0.00707741-0.00683099j 0.00524608-0.0128818j 0.000389982+0.00253767j -0.00126544+0.00745879j 0.00650802+0.00679579j 0.0128609-0.00276038j -0.0084667-0.00883708j -0.0145856+0.0147947j 0.0173266-0.00156169j 0.00558122+0.00122899j -0.00908964-0.00113522j -0.0162257-0.0109837j 0.0122368-0.00645277j -0.0237522+0.00709897j 0.00558134-0.0171322j -0.00875755-0.0124758j 0.00896298-0.000790486j -0.00702514+0.0206084j -0.00444551-0.011888j 0.00679975+0.00690089j -0.00240875-0.0239362j -0.0104458-0.00244325j 0.00796871-0.0078428j 0.00295879-0.00306063j -0.00602107+0.0037134j 0.00901449+0.00365621j 0.00118083+0.00291312j -0.0104041-0.00886078j 0.000581037-0.00903592j -0.00107058-0.00237783j 0.00405047+0.000470887j -4.02585e-05+0.000424833j -0.00544754-0.00961085j 0.0266525-0.00531797j 0.0170598+0.00219994j -0.017776-0.00689861j 0.0139089+0.0116534j -0.00726855-0.00111034j -0.00143337+0.00298364j -0.0100446-0.0148291j 0.0155174+0.012128j -0.0164625-0.00752482j -0.00329498-0.00974906j -0.0214294+0.00756411j 0.00534899+0.00838396j -0.00293499-0.00175526j 0.000598215+0.0093701j 0.00216409+0.0100672j -0.00586885+0.00439286j 0.00215396+0.001268j 0.00242787+0.00721854j 
-0.00373809+0.0140847j 0.00385246-0.000896221j 0.0144312-0.00264137j -0.00474219-0.00656684j 0.00733707+0.00621938j -0.00921248-0.0174876j -0.0111968-0.0156172j 0.00955581+0.00331206j 0.0105062-0.00880864j 0.0127279+0.0183618j 0.00174386-0.00497527j 0.0134413-0.0202423j -0.01117-0.00208667j 0.0146212-0.0111576j -0.01323-0.0251847j -0.0168303-0.0105439j 0.00876806-0.00687703j 0.0090242+0.012485j -0.0121724-0.0108451j 0.00375006+0.000958469j -0.00248855+0.00393912j 0.00161537+0.0131714j 0.00923968-0.00237235j -0.00278939+0.00936907j 0.0169885+0.0154177j -0.0196837+0.00397698j 0.00609371-0.00474627j 0.00456256-0.0056421j -0.0054294+0.00186941j 0.021481-0.000935461j 0.0362976-0.0156799j -0.0115627+4.68765e-05j 0.0042898-0.00206273j -0.00976066-0.000599955j 0.00151888+0.0146061j 0.00751181+0.000175733j -0.00967912+0.0147866j 0.0208818-0.0103564j 0.000930258+0.000280704j -0.00204338+0.0112554j 0.0201757-0.0152679j -0.00403988+0.0250495j -0.00821163-0.0214392j 0.0135918-0.00421413j -0.00462198+0.00401238j -0.00391727+0.0119984j -0.0047747+0.00476469j 0.00155654-0.000751302j -0.00584752-0.00962673j -0.00488119+0.00342284j -0.000186889+0.00984064j -0.0133517+0.00643294j 0.00894212-0.00863852j 0.00737988+0.00801859j 0.000534321-0.00758463j 0.00132021-0.0019894j 0.00819968+0.00191471j -0.0115255+0.00714106j 0.000138196-0.00691049j -0.00245104-0.00099542j -0.00240009-0.00129117j -0.00906244-0.00668828j 0.00422583-0.000496164j 0.0020454+0.00381756j 0.00353146-0.0036086j -0.00065782-0.0114264j 3.90574e-05+0.010505j 0.00820244+0.0180034j 0.00506434+0.0172619j 
0.00104128+0.00387162j 0.00445911-0.00021636j -0.00884263-0.000950213j -0.0123899+0.000185447j 3.49589e-05-0.00638341j -0.00353311-0.00408032j -0.0204449+0.00108681j -0.016878+0.000614979j 0.0076514+0.000764531j -0.00472257+0.0045955j 0.00957714-0.0232369j 0.0121249-0.0225886j 0.00406371-0.00433896j 0.00785277-0.00427438j -0.0483034-0.00651049j -0.0235933+0.0137246j -0.00737074+0.00907907j 0.0113311+0.0110163j -0.0206949-0.00593496j 0.00169085-0.00126827j -0.00962616+0.00253488j 0.00396519+0.0117468j -0.00393389-0.000105531j 0.0119969-0.00199088j 0.0136264+0.00305687j -0.0102135-0.00630233j 0.00141246+0.00695684j -0.00671145-0.0040478j -0.00240079-0.00163221j 0.00426616+0.000582294j -0.0017494-0.00164935j -0.00679568-0.00516607j 0.0028065+0.00448553j -0.0101989+0.00763136j 0.0110171+0.00796174j 0.019906-0.00703906j 0.00980105-0.00810319j 0.00223221-0.00511218j 0.00415434-0.0165128j -0.00966935+0.0179894j -0.0211667+0.000698206j -0.0215044+0.0124477j 0.00284773-0.00455648j 0.0172484-0.00360762j -0.0123117+0.00242554j -0.0151712+0.0115222j 0.00794967-0.00453792j 0.00779273-0.00434073j -0.012347+0.00370957j -0.000668394-0.00256034j 0.00631237-0.00356758j -0.000841559-0.000788038j 0.0106535-9.6665e-05j -0.00317543-0.00982576j -0.0112825-0.00146963j -0.00171316+0.000376752j -0.00224577-0.00395424j -0.0233743+0.00288383j -0.0034792+0.00269647j 0.00636891+0.00807056j 0.00245979+0.00568146j -0.0117863+0.00220663j 0.00244184+0.00474904j -0.00474863-0.000782123j -0.00300989+0.0021204j 0.00776955-0.000316516j -0.0139797+0.00349351j -0.00455482+0.00108952j -0.00652048-0.00317748j 
0.0021945-0.0121293j -0.00117891-0.00116218j 0.00212823-0.00241382j 0.00878228-0.011382j -0.000989873-0.00412809j -0.00244109+0.0109395j -0.00508096-0.0138776j 0.00711799+0.0129862j 0.0025176-0.00788954j -0.000870153-0.0179815j 0.00928002-0.00317386j -0.00202678+0.014068j 0.00375898-0.00036267j -0.00512561-0.000139722j 0.0141657+0.0107263j -0.00676983-0.00826813j 0.00873095+0.00803892j -0.0166888+0.0101548j 0.0011475-0.00701413j 0.0118173-0.0155889j 0.00399637-0.00540909j -0.0174174-0.00591633j 0.0025739-0.00476826j 0.00199723+0.000100559j 0.00676125-0.00265493j 0.013281+0.00320524j 0.0164+0.00541995j -0.00641442-0.00393613j 0.0025423+0.00253962j 0.0145695+0.00970512j 0.00256024+0.00250932j -0.00166579+0.00725192j 0.000657535-0.00469868j -0.00191984+0.0219786j -0.0186361-0.000433582j -0.0091551-0.00109184j 0.0132312+0.0104717j -0.0143898+0.00360255j 0.00568143-0.0173108j -0.0158157+0.00104629j -0.00554745+0.00865221j -0.011275+0.0224905j 0.00314528+0.00588034j 0.00372213-0.00115479j -0.00191543-0.00322746j -0.00166585+0.00114891j 0.00548775+0.00201996j 0.0194651-9.13132e-05j -0.0069788-0.00165962j 0.00458158+0.00706684j 0.00819822+0.00367334j 0.00637292+0.000335716j 0.00277911-0.00387118j -0.000636549+0.00112424j -0.00160098-0.0169343j -0.00543719-0.00474398j -0.00558903-0.00410258j -0.00774109+0.00555904j -0.0089535+0.00965209j 0.0127869+0.000995422j -0.00509464-0.00649073j 0.00108371-0.000216911j 0.000484355-0.00603224j 0.00365357+0.0113397j 0.00438177+0.00831554j -0.0066112-0.0199948j -0.0109372+0.00437584j 0.00499839+0.0199012j 0.000755087-0.00917111j 
