-0.0840912-0j -0.0600399-0j -0.00866601-0j -0.0346423-0j -0.0350013-0j -0.00612395-0j -0.00618741-0j -0.000510329-0j -0.000515618-0j 0.0475977-0j -0.030293-0j 0.00793296-0j -0.0176709-0j 0.00485792-0j -0.00504883-0j 0.00099162-0j -0.00309176-0j -0.00294515-0j 5.84318e-05-0j -0.00180353-0j -0.000631103-0j -3.71881e-05-0j -0.000368144-0j -2.16931e-05-0j -0.0189505-0j 0.0429869-0j -0.00305813-0j -0.0135389-0j -0.0193453-0j -0.00249695-0j -0.00797954-0j 0.00693698-0j -0.000360404-0j -0.00218483-0j -0.000312119-0j 0.00566402-0j -3.67836e-05-0j -0.00312184-0j -0.00178391-0j 0.000817531-0j -0.00128769-0j -1.67893e-06-0j -0.00254897-0j -0.000257485-0j 0.000708002-0j -0.000222989-0j 8.34389e-05-0j -0.0010514-0j -0.000367912-0j -2.62795e-05-0j -0.000318621-0j -0.000151756-0j 3.80845e-06-0j -3.75499e-05-0j -1.19949e-06-0j -0.000131425-0j -1.54885e-05-0j -1.71391e-06-0j -7.06952e-07-0j -0.0154633-0j -0.0174677-0j -0.00244497-0j 0.0277305-0j 0.0280179-0j -0.00193292-0j -0.0124795-0j -0.00128861-0j -0.00276188-0j -0.000278992-0j -0.0102951-0j -0.00328933-0j 0.00438457-0j -0.000322153-0j -0.00218346-0j -0.000113898-0j 0.00443001-0j -2.6846e-05-0j -0.00145564-0j -0.000315155-0j -0.00197318-0j -2.84745e-05-0j 0.00346631-0j -0.00162779-0j -2.37288e-06-0j 0.00231087-0j 0.00350223-0j 0.000500319-0j -0.00036391-0j -0.000520088-0j -8.84319e-08-0j 0.00233482-0j -0.000128662-0j -0.00155994-0j -3.03258e-05-0j 0.000505504-0j 0.000577718-0j -0.00103996-0j -3.21654e-05-0j -0.000225158-0j -0.00128688-0j 0.000204254-0j 0.000583705-0j 4.81432e-05-0j -0.000857923-0j -2.68045e-06-0j -0.000411166-0j -0.000185746-0j 0.000206371-0j -0.00025999-0j 5.10636e-05-0j 4.86421e-05-0j -0.00027411-0j -5.93467e-05-0j -9.98945e-08-0j -9.19203e-05-0j -2.16658e-05-0j -0.000214481-0j 4.2553e-06-0j 5.15927e-05-0j -7.58304e-05-0j -2.29801e-05-0j -1.78734e-05-0j 4.2994e-06-0j 1.58586e-07-0j -6.85276e-05-0j -1.91501e-06-0j -2.42282e-05-0j -1.89576e-05-0j 1.60229e-07-0j -5.71064e-06-0j -7.13681e-08-0j -1.5798e-06-0j -6.05704e-06-0j -5.04754e-07-0j -5.88757e-08-0j -1.88111e-08-0j 
0.104058-0j 0.00147049-0j 0.000212247-0j -0.0412235-0j -0.0415974-0j -0.00728736-0j -0.00735345-0j -0.00060728-0j -0.000612787-0j 0.030293-0j -0.000713478-0j 0.00504883-0j -0.0424348-0j 0.00309176-0j -0.000118913-0j 0.000631103-0j -7.2819e-05-0j -0.00707247-0j 3.71881e-05-0j -0.00433099-0j -1.48641e-05-0j -8.75877e-07-0j -0.000884059-0j -5.20937e-05-0j 0.0234501-0j 0.000541491-0j 0.00378424-0j -0.0489756-0j 0.0221092-0j 0.00308982-0j -0.0288408-0j 8.73827e-05-0j 0.000445977-0j -0.0079034-0j 0.000386227-0j 7.13477e-05-0j 4.55173e-05-0j 0.00356786-0j -0.0064531-0j 1.02982e-05-0j -0.00465416-0j 2.07757e-06-0j 0.00291315-0j -0.000931424-0j 8.91846e-06-0j -0.000806637-0j 1.05105e-06-0j -0.00380011-0j 0.000420477-0j -9.50631e-05-0j 0.000364144-0j -0.000548499-0j 4.79737e-08-0j 4.29147e-05-0j -4.33902e-06-0j -0.000475014-0j -5.59809e-05-0j 1.95878e-06-0j -2.55517e-06-0j 0.0191349-0j 0.000427817-0j 0.00302549-0j -0.0169718-0j -0.0171257-0j 0.00239186-0j -0.000893498-0j 0.00159457-0j 6.76439e-05-0j 0.000345235-0j 0.0237744-0j -0.0158785-0j -0.00268348-0j 0.000398643-0j 5.34772e-05-0j 0.000140942-0j -0.00270782-0j 3.32203e-05-0j 3.56514e-05-0j 7.71876e-06-0j -0.000141274-0j 3.52354e-05-0j -0.00212148-0j 0.00375906-0j 2.93629e-06-0j -0.00141432-0j -0.00214072-0j -0.000306209-0j 8.91286e-06-0j -0.00251061-0j 1.09429e-07-0j -0.00142714-0j 3.15117e-06-0j -0.000111687-0j 7.42738e-07-0j -0.000308986-0j -0.00035358-0j -7.44581e-05-0j 7.87793e-07-0j -1.61207e-05-0j 0.0029718-0j -0.000125009-0j -0.000356786-0j -2.9465e-05-0j 0.0019812-0j 6.56494e-08-0j -0.00198482-0j 0.000428942-0j -0.000126143-0j -1.86145e-05-0j -3.12523e-05-0j -2.97322e-05-0j -0.00132321-0j -0.000286483-0j 2.44661e-09-0j -6.58123e-06-0j -1.55121e-06-0j 0.0004953-0j -2.60436e-06-0j -3.15357e-05-0j 0.000175115-0j -1.64531e-06-0j 4.1275e-05-0j -2.62798e-06-0j -9.70588e-08-0j -0.000330803-0j -1.37109e-07-0j -0.000116956-0j 4.37787e-05-0j -9.79389e-08-0j -2.75669e-05-0j -5.10975e-09-0j 3.64823e-06-0j -2.92391e-05-0j -2.43659e-06-0j 1.35961e-07-0j -9.08064e-08-0j 
-0.0607002-0j 0.0841048-0j 0.0121395-0j -0.0250061-0j -0.0223243-0j -0.0044205-0j -0.00394641-0j -0.000368375-0j -0.000328868-0j -0.0176709-0j 0.0424348-0j -0.00294515-0j -0.0487505-0j -0.00180353-0j 0.00707247-0j -0.000368144-0j 0.00433099-0j -0.00812509-0j -2.16931e-05-0j -0.00497558-0j 0.000884059-0j 5.20937e-05-0j -0.00101564-0j -5.98469e-05-0j -0.0136792-0j 0.0309706-0j -0.00220747-0j -0.0097729-0j -0.0123387-0j -0.00180239-0j -0.00704782-0j 0.00499785-0j -0.000260153-0j -0.0015771-0j -0.000225299-0j 0.00408073-0j -2.65518e-05-0j -0.00199115-0j -0.00128769-0j 0.000589003-0j -0.00113734-0j -1.21192e-06-0j -0.00162577-0j -0.000185862-0j 0.000510091-0j -0.000160962-0j 6.01148e-05-0j -0.000928632-0j -0.000234659-0j -1.89695e-05-0j -0.000203221-0j -0.000134036-0j 2.74385e-06-0j -2.39498e-05-0j -8.65836e-07-0j -0.000116079-0j -1.368e-05-0j -1.09315e-06-0j -6.24406e-07-0j -0.011162-0j 0.024469-0j -0.00176487-0j -0.0102951-0j -0.00919095-0j -0.00139525-0j 0.0174815-0j -0.000930168-0j 0.00386889-0j -0.000201387-0j -0.0284021-0j 0.029827-0j -0.00162779-0j -0.000232542-0j 0.00305862-0j -8.2216e-05-0j -0.00145322-0j -1.93785e-05-0j 0.00203908-0j 0.000441474-0j 0.00276407-0j -2.0554e-05-0j -0.00128688-0j -0.00449076-0j -1.71283e-06-0j -0.000857923-0j -0.00114887-0j -0.000185746-0j 0.000509771-0j 0.00471606-0j -6.38335e-08-0j -0.000765913-0j 0.000180231-0j 0.00218519-0j 4.24809e-05-0j -0.000165825-0j -0.000214481-0j 0.00145679-0j 4.50578e-05-0j 0.000315405-0j -0.00355026-0j -7.58304e-05-0j -0.000191478-0j -1.78734e-05-0j -0.00236684-0j 3.75482e-06-0j 0.00372837-0j -0.000512436-0j -6.76977e-05-0j 0.000364198-0j -1.89576e-05-0j -1.59565e-05-0j 0.00248558-0j 0.000538144-0j 1.39934e-07-0j 0.000128763-0j 3.03498e-05-0j -0.00059171-0j -1.5798e-06-0j -1.69244e-05-0j -0.000209201-0j 3.21908e-05-0j -4.93092e-05-0j -1.41037e-06-0j -5.88757e-08-0j 0.000621395-0j 2.68257e-06-0j 0.000219696-0j -5.23003e-05-0j -5.25614e-08-0j 5.1783e-05-0j 9.99735e-08-0j -4.35836e-06-0j 5.49241e-05-0j 4.57701e-06-0j -1.62426e-07-0j 1.70575e-07-0j 
-0.494042-0j 0.00750027-0j -0.10291-0j 0.00432757-0j 0.00437241-0j -0.0359787-0j -0.0363515-0j -0.00912217-0j -0.0092167-0j 0.00305813-0j 0.00378424-0j -0.0239707-0j 0.00220747-0j 0.000312119-0j -0.0296622-0j -0.00605639-0j 0.000386227-0j -0.017303-0j -0.000717507-0j 0.000225299-0j -0.0074944-0j -0.000887869-0j -0.00437173-0j -0.000517924-0j -0.00693208-0j 0.00276188-0j 0.0526107-0j 0.0016913-0j 0.00241665-0j -0.000913381-0j 0.000996816-0j -0.0209612-0j 0.0125323-0j -0.0128361-0j 0.00536956-0j 0.00036391-0j 0.00192534-0j -0.0183411-0j 0.000222848-0j -0.00499313-0j -0.0075653-0j 0.000146875-0j 0.000318421-0j -0.00305765-0j -0.00213934-0j -0.00131008-0j -0.000767094-0j 0.000131342-0j -0.00436899-0j -0.000469747-0j -0.00187193-0j -0.00180212-0j -5.85179e-05-0j -0.000671207-0j -3.58348e-05-0j -0.00077213-0j -0.000276859-0j -5.12032e-05-0j -2.11202e-05-0j 0.0019317-0j -0.00638965-0j -0.0143644-0j 0.00178167-0j 0.00180013-0j 0.000241463-0j 0.00155896-0j 0.000160975-0j 0.0475142-0j -0.00331306-0j 0.00128608-0j 0.000410907-0j -0.0132487-0j -0.00189267-0j -0.000798707-0j 1.42283e-05-0j -0.013386-0j -0.000479875-0j -0.000532471-0j 0.0109589-0j -0.0115926-0j -0.000338137-0j 0.000222708-0j -0.00956342-0j -5.66526e-05-0j 0.000148472-0j 0.000225016-0j -0.00305573-0j 0.00626055-0j -0.00305556-0j -3.1725e-06-0j 0.000150011-0j -4.70642e-05-0j 0.00019487-0j 0.00158732-0j -0.0030874-0j -0.00174567-0j 0.000129913-0j 0.00111849-0j -0.00267377-0j 0.000160759-0j 1.31232e-05-0j -0.00176376-0j -0.000442604-0j 0.000107173-0j 0.000187395-0j 5.13634e-05-0j -0.00220575-0j 1.32592e-05-0j -0.00152746-0j -0.000311875-0j -0.00044719-0j 3.42423e-05-0j -0.000704746-0j 1.0494e-05-0j 1.14828e-05-0j -0.000387278-0j -0.00126009-0j -5.22525e-05-0j -0.000315106-0j 9.47284e-06-0j -0.00027289-0j -0.000319488-0j -5.2794e-05-0j -2.9261e-06-0j -0.000402605-0j -4.57209e-05-0j 3.02662e-06-0j -0.000225123-0j -2.95642e-06-0j -0.000102078-0j -2.56034e-06-0j -3.77178e-05-0j -7.19279e-05-0j -1.2051e-05-0j -2.11217e-06-0j -6.74848e-07-0j 
0.576383-0j -0.00017319-0j 0.00237631-0j -0.00504883-0j 0.00489922-0j 0.0419751-0j -0.0407313-0j 0.0106425-0j -0.0103272-0j 0.00693698-0j -8.73827e-05-0j -0.0543745-0j 0.00499785-0j 0.000708002-0j 0.000684938-0j -0.0137382-0j -8.91846e-06-0j -0.039175-0j -0.00162757-0j 0.000510091-0j 0.000173055-0j 2.0502e-05-0j -0.00989787-0j -0.00117261-0j -0.00276188-0j 0.000124-0j 0.0209612-0j -0.00197318-0j 0.00270782-0j -0.00036391-0j 0.00339679-0j -0.000941089-0j 0.00499313-0j 0.0149754-0j 0.00213934-0j 1.63384e-05-0j 0.000767094-0j -0.0205509-0j -0.00025999-0j -0.000224175-0j -0.0257798-0j 5.85179e-05-0j 0.000356786-0j 0.00356726-0j -9.60495e-05-0j 0.00152842-0j -3.444e-05-0j 0.000447566-0j -0.00489538-0j 0.000548038-0j -0.00209746-0j -0.00614095-0j -2.62726e-06-0j -0.000752077-0j 4.18072e-05-0j -0.00263114-0j -0.000943434-0j -5.73724e-05-0j -7.19701e-05-0j -0.00225365-0j -5.03871e-05-0j 0.0167584-0j 0.00404149-0j -0.00392173-0j -0.000281706-0j -3.59983e-05-0j -0.000187804-0j 0.000374685-0j 0.00386523-0j 0.00291175-0j 0.00187013-0j -0.030053-0j 0.00220812-0j -6.29839e-06-0j -1.65997e-05-0j 0.0291625-0j 0.000559854-0j -4.19892e-06-0j 8.64188e-05-0j 0.000267688-0j 0.000394494-0j 0.000505186-0j -0.0216522-0j 6.60948e-05-0j 0.000336791-0j -0.000490216-0j -0.00693155-0j 4.9369e-05-0j -0.0139065-0j 3.70125e-06-0j -0.000326811-0j -3.71136e-07-0j -4.49978e-06-0j 1.25172e-05-0j 0.00672615-0j -0.00395983-0j -2.99986e-06-0j 8.82008e-06-0j 6.17405e-05-0j 0.000363969-0j 2.97684e-05-0j 0.00384249-0j -0.00100399-0j 0.000242646-0j 1.47774e-06-0j 0.000233766-0j -0.00499394-0j -2.88863e-05-0j 3.52709e-05-0j -0.000707448-0j 0.00097424-0j 0.000155844-0j -0.00320745-0j 8.27525e-08-0j -2.65152e-07-0j 8.94273e-06-0j -0.00285292-0j -0.000118528-0j 0.000686485-0j 2.14471e-05-0j 6.30137e-06-0j -0.000723341-0j 0.000115016-0j -6.63748e-06-0j -0.00183234-0j 1.05575e-06-0j 1.37748e-05-0j -0.000509692-0j 6.4408e-06-0j -0.000464579-0j 5.91213e-08-0j -8.53954e-05-0j -0.000327359-0j -5.48468e-05-0j -4.78208e-06-0j -3.07138e-06-0j 
0.352961-0j -0.00535845-0j 0.0735222-0j 0.00903813-0j -0.0031238-0j -0.0751415-0j 0.0259708-0j -0.0190517-0j 0.00658473-0j -0.00218483-0j 0.0079034-0j 0.0171255-0j -0.0015771-0j -0.000222989-0j -0.0619497-0j 0.00432689-0j 0.000806637-0j 0.0123618-0j 0.000512612-0j -0.000160962-0j -0.0156521-0j -0.00185432-0j 0.00312332-0j 0.000370023-0j -0.0016913-0j -0.00197318-0j 0.0128361-0j -0.00102651-0j 0.00504717-0j -0.000222848-0j -0.00071216-0j 0.0149754-0j 0.00305765-0j 0.00779064-0j 0.00131008-0j -0.00025999-0j 0.000469747-0j -0.0383053-0j -0.000135254-0j 0.00356726-0j 0.00540491-0j 3.58348e-05-0j 0.000665024-0j 0.00185579-0j 0.00152842-0j 0.000795129-0j 0.000548038-0j -9.38353e-05-0j -0.00912464-0j 0.000285106-0j -0.00390952-0j 0.00128749-0j 4.18072e-05-0j -0.00140182-0j 2.17493e-05-0j 0.000551636-0j 0.000197798-0j -0.000106938-0j 1.5089e-05-0j -0.00138007-0j -0.00155896-0j 0.0102624-0j 0.00372102-0j -0.00128608-0j -0.000172509-0j -0.000946186-0j -0.000115006-0j 0.0115926-0j 0.00236696-0j 0.00268597-0j -0.000293566-0j -0.0276699-0j 0.00135219-0j -0.00019487-0j -1.01652e-05-0j 0.00956342-0j 0.000342839-0j -0.000129913-0j 0.00267377-0j 0.00703595-0j 0.000241577-0j 0.000465127-0j -0.0199732-0j 4.04746e-05-0j 0.000310085-0j -0.000160759-0j -0.00638191-0j 0.00152746-0j 0.002183-0j 2.26655e-06-0j -0.000107173-0j -1.14828e-05-0j -0.000118273-0j 0.000387278-0j 0.00220575-0j -0.00364584-0j -7.88488e-05-0j 0.00027289-0j 0.0016228-0j 0.000335747-0j 2.74079e-05-0j 0.00126009-0j -0.000924379-0j 0.000223831-0j 4.57209e-05-0j -3.66958e-05-0j -0.0046067-0j -9.47284e-06-0j 0.000927068-0j -0.000651351-0j 0.000319488-0j -2.44639e-05-0j 0.000503495-0j 2.56034e-06-0j -6.96932e-06-0j 0.000235052-0j -0.0026317-0j -0.000109129-0j 0.000225123-0j 1.97841e-05-0j 0.000165626-0j -0.000667252-0j 3.77178e-05-0j -6.11116e-06-0j 0.000287635-0j 2.77496e-05-0j -2.16232e-06-0j -0.00047017-0j 2.11217e-06-0j 7.29281e-05-0j 1.55395e-06-0j -7.87738e-05-0j 5.13877e-05-0j 8.60967e-06-0j -4.41127e-06-0j 4.82135e-07-0j 
-0.504335-0j -0.00735345-0j 0.100895-0j -0.00424829-0j -0.00446001-0j 0.0353196-0j 0.0370798-0j 0.00895507-0j 0.00940135-0j 0.00312184-0j 0.00356786-0j -0.0244701-0j 0.00199115-0j 0.000318621-0j -0.0279662-0j -0.00618257-0j 0.000364144-0j -0.0156074-0j -0.000732455-0j 0.000203221-0j -0.00706588-0j -0.000837102-0j -0.00394332-0j -0.000467169-0j 0.00241665-0j -0.00270782-0j -0.0183411-0j -0.00504717-0j 0.00237052-0j 0.000318421-0j 0.00477045-0j 0.0205509-0j -0.00436899-0j 0.0383053-0j -0.00187193-0j -0.000356786-0j -0.000671207-0j -0.017991-0j -0.000665024-0j 0.00489538-0j -0.0362052-0j -5.12032e-05-0j 0.000312343-0j 0.00912464-0j 0.00209746-0j 0.00390952-0j 0.000752077-0j 0.000628562-0j -0.00428559-0j 0.00140182-0j -0.0018362-0j -0.00862436-0j 5.73724e-05-0j -0.000658396-0j 0.000106938-0j -0.00369517-0j -0.00132496-0j -5.02259e-05-0j -0.000101075-0j 0.00197195-0j -0.00213937-0j -0.0146636-0j -0.00174903-0j -0.00183619-0j 0.000246493-0j 0.00446808-0j 0.000164329-0j 0.0159086-0j -0.00338208-0j -0.00111555-0j 0.00436837-0j 0.013006-0j -0.0019321-0j -0.000267421-0j 1.45247e-05-0j 0.0136542-0j -0.000489873-0j -0.000178281-0j 0.00366923-0j -0.0332252-0j -0.000345182-0j -0.000218629-0j 0.0082954-0j -5.78329e-05-0j -0.000145753-0j -0.000229524-0j 0.00299976-0j 0.00209615-0j -0.0324837-0j -3.2386e-06-0j -0.000153016-0j -1.5758e-05-0j 0.00055851-0j 0.000531465-0j 0.00314925-0j 0.00171369-0j 0.00037234-0j 0.000374489-0j -0.0076632-0j -0.000139444-0j -1.28828e-05-0j 0.00179909-0j 0.000434496-0j -9.29629e-05-0j 6.27432e-05-0j 0.000546046-0j 0.00191328-0j -1.35248e-05-0j -0.00437781-0j 0.000306161-0j 0.000456149-0j 0.00036403-0j -0.00749217-0j 3.51357e-06-0j 3.29105e-05-0j -0.00110997-0j 0.00109301-0j 5.12953e-05-0j 0.000321419-0j -8.21683e-06-0j -0.000782122-0j 0.000277127-0j 5.38516e-05-0j 2.8725e-06-0j -0.0042801-0j -0.000131039-0j 3.21761e-05-0j 0.000195274-0j 3.01565e-06-0j -0.00108519-0j -7.33809e-06-0j 3.27168e-05-0j -0.000764667-0j -0.000128115-0j 1.83212e-06-0j -7.17432e-06-0j 
0.208027-0j 0.00922444-0j -0.126567-0j -0.00182222-0j -0.00863112-0j 0.0151496-0j 0.0717577-0j 0.00384109-0j 0.0181937-0j -0.00128769-0j 0.00465416-0j 0.0100934-0j -0.00113734-0j -0.000131425-0j -0.036481-0j 0.00255018-0j 0.000475014-0j 0.00891486-0j 0.000302122-0j -0.000116079-0j -0.00921722-0j -0.00109197-0j 0.00225241-0j 0.000266845-0j -0.000996816-0j 0.00339679-0j 0.0075653-0j -0.00071216-0j -0.00477045-0j -0.000131342-0j 0.00577613-0j -0.0257798-0j 0.00180212-0j 0.00540491-0j 0.00077213-0j 0.000447566-0j 0.000276859-0j 0.0362052-0j -9.38353e-05-0j -0.00614095-0j -0.0438377-0j 2.11202e-05-0j -0.000628562-0j 0.00128749-0j -0.00263114-0j 0.000551636-0j -0.000943434-0j 0.000761072-0j 0.00862436-0j 0.000197798-0j 0.00369517-0j -0.0104425-0j -7.19701e-05-0j 0.00132496-0j 1.5089e-05-0j -0.00447417-0j -0.00160428-0j 0.000101075-0j -0.000122383-0j -0.000813386-0j 0.00268371-0j 0.00604844-0j -0.000750211-0j -0.00355345-0j -0.000101673-0j 0.00191733-0j -6.77822e-05-0j -0.0199564-0j 0.00139504-0j -0.000662613-0j 0.00321111-0j 0.00557866-0j 0.000796952-0j 0.000335464-0j -5.99115e-06-0j 0.0264239-0j 0.000202062-0j 0.000223642-0j -0.00460282-0j -0.0142575-0j 0.00014238-0j -9.37764e-05-0j 0.00492728-0j 2.38549e-05-0j -6.25176e-05-0j -0.000444181-0j 0.00128668-0j -0.00262948-0j -0.0238782-0j 1.33585e-06-0j -0.000296121-0j 1.97674e-05-0j 0.000239667-0j -0.00066669-0j 0.00609452-0j 0.000735053-0j 0.000159778-0j -0.000469773-0j -0.00328841-0j -8.28267e-05-0j -5.52583e-06-0j 0.00348165-0j 0.000186368-0j -5.52178e-05-0j -7.87074e-05-0j 0.000401388-0j 0.00113645-0j -2.61736e-05-0j -0.00187859-0j 0.000131322-0j 0.000882752-0j 0.000267592-0j -0.00550736-0j -4.40755e-06-0j 1.41225e-05-0j -0.000476306-0j 0.000649225-0j 2.20021e-05-0j 0.000622019-0j -4.88061e-06-0j -0.000335622-0j 0.000164607-0j 0.000104215-0j 1.2321e-06-0j -0.00314623-0j -5.62313e-05-0j 2.3652e-05-0j 0.000115988-0j 5.83596e-06-0j -0.000797707-0j -3.14891e-06-0j 1.9433e-05-0j -0.000562093-0j -9.41749e-05-0j 1.08823e-06-0j -5.27372e-06-0j 
0.00663964-0j -0.45093-0j 0.000684248-0j 0.00273527-0j 0.00276362-0j -0.045994-0j -0.0464706-0j 4.02944e-05-0j 4.0712e-05-0j 0.00193292-0j 0.00239186-0j 0.000322153-0j 0.00139525-0j -0.0377276-0j 0.000398643-0j -0.00383042-0j -0.0466855-0j 0.000232542-0j 2.37288e-06-0j -0.0272332-0j -0.00473991-0j 2.93629e-06-0j -0.00276495-0j 1.71283e-06-0j 0.00149629-0j 0.00174567-0j 0.000241463-0j 0.001069-0j 0.00152746-0j -0.0187534-0j 0.000630046-0j 0.000281706-0j 2.84566e-05-0j 0.000172509-0j -0.00471299-0j -0.0218789-0j -0.000276263-0j 0.000246493-0j -0.0133981-0j 3.31994e-05-0j 0.000101673-0j 1.32565e-07-0j -0.0191441-0j 2.03304e-05-0j -0.00549849-0j -0.00336712-0j -0.000322307-0j -0.00789653-0j 2.90495e-05-0j -0.000197372-0j -0.00481118-0j 1.19823e-05-0j 1.54659e-07-0j -0.000282019-0j 9.47087e-08-0j -0.00198451-0j -0.000116327-0j 1.35326e-07-0j 5.58193e-08-0j -0.00477802-0j 0.00137921-0j -0.000755472-0j 0.00112612-0j 0.00113779-0j 0.0568111-0j 0.000985353-0j -0.000398168-0j 0.000218072-0j -8.6206e-05-0j 0.000812875-0j 0.000259717-0j 0.000178055-0j 0.00946852-0j -0.0163989-0j 0.0101133-0j 0.0001799-0j -8.29518e-06-0j 0.000114934-0j 2.48839e-05-0j 0.000155798-0j 0.00168261-0j -0.0133896-0j 0.000128527-0j 6.97422e-05-0j 9.38432e-05-0j -0.0135284-0j 2.03176e-05-0j -0.00273315-0j 4.10649e-05-0j -2.73246e-08-0j 9.48157e-05-0j -0.00291926-0j -0.0117159-0j 2.39446e-06-0j 2.05282e-05-0j -0.00223161-0j 8.21128e-05-0j -0.000485697-0j 1.77779e-05-0j -0.00966516-0j -0.00238357-0j -0.00225473-0j 1.95507e-06-0j 6.77396e-05-0j -2.01315e-05-0j -0.00308806-0j 1.4666e-05-0j -0.00240827-0j -0.00195266-0j -0.00039657-0j 1.97533e-06-0j 2.16431e-05-0j 4.68587e-06-0j 7.88744e-09-0j -0.00208562-0j 1.71068e-06-0j -0.00161086-0j -1.64373e-05-0j -0.000400679-0j -0.00172055-0j -0.000346999-0j 1.41124e-06-0j -1.66077e-05-0j 6.44006e-09-0j -0.000514677-0j -1.43827e-05-0j -0.000549724-0j -0.000286259-0j 6.5068e-09-0j 4.50898e-07-0j 5.63506e-09-0j -1.18651e-05-0j -9.14612e-05-0j -3.79096e-06-0j 4.64868e-09-0j 1.48528e-09-0j 
0.0911011-0j -0.000684248-0j -0.436795-0j -0.000394803-0j -0.000398894-0j 0.00663444-0j 0.0067032-0j -0.0788311-0j -0.0796481-0j -0.000278992-0j -0.000345235-0j 0.00442018-0j -0.000201387-0j -2.84745e-05-0j 0.0054697-0j -0.0257061-0j -3.52354e-05-0j 0.00319066-0j -0.00934996-0j -2.0554e-05-0j -0.0318097-0j -0.01157-0j -0.0185556-0j -0.00674916-0j -0.000215971-0j -0.000251966-0j 0.00331306-0j -0.000154297-0j -0.00022047-0j -2.84566e-05-0j -9.09393e-05-0j 0.00386523-0j -0.0181655-0j 0.00236696-0j 0.000338137-0j -3.31994e-05-0j -0.005682-0j 0.00338208-0j -2.03304e-05-0j -0.0211931-0j 0.00139504-0j -0.000873635-0j -2.90495e-05-0j -0.0129781-0j 0.000394494-0j 0.000241577-0j -0.006629-0j -1.19823e-05-0j -0.018544-0j -0.00405942-0j 0.000345182-0j -0.007649-0j -0.00101924-0j -0.00580038-0j -0.000624155-0j 0.00014238-0j -0.00239253-0j -0.000891835-0j -0.000367863-0j 0.000689648-0j -0.000199071-0j -0.0103657-0j -0.000162541-0j -0.000164226-0j 8.6206e-05-0j -0.000142223-0j 5.74707e-05-0j 0.00299211-0j 0.0550303-0j -0.000117328-0j -3.7487e-05-0j 0.00244305-0j -0.0013658-0j -2.48839e-05-0j 5.07974e-06-0j 0.00246837-0j 0.0162285-0j -1.65893e-05-0j -0.0158849-0j 0.00213767-0j 0.0056165-0j -2.03176e-05-0j 0.00176349-0j 0.00288905-0j -1.35451e-05-0j -2.05282e-05-0j -0.0129699-0j 0.000394246-0j 0.000563443-0j 0.000270681-0j -1.36855e-05-0j -1.4663e-06-0j -1.77779e-05-0j -0.00468447-0j -0.0131043-0j 0.0003219-0j -1.1852e-05-0j -0.00162124-0j -0.0113487-0j -1.4666e-05-0j -1.19723e-06-0j 0.000325236-0j -0.00382485-0j -9.77737e-06-0j -0.000833943-0j -4.68587e-06-0j -0.00936219-0j -1.20964e-06-0j 0.000281663-0j -0.00132374-0j -0.00386449-0j -3.12392e-06-0j -0.00299126-0j -7.81338e-05-0j -1.04757e-06-0j -0.00334675-0j 0.00023236-0j -0.000680912-0j -0.00133746-0j -8.64205e-07-0j -0.00115827-0j -0.00276092-0j -0.000687968-0j -6.3796e-05-0j 7.42401e-05-0j -0.000595798-0j -2.76118e-07-0j -0.000955524-0j -6.44571e-05-0j -0.000882129-0j -5.58215e-05-0j -0.000491508-0j -0.000305295-0j -0.000157039-0j -4.60504e-05-0j -1.47133e-05-0j 
