0.0015041+0.0099587j -0.0103337+0.00248203j -0.0063754+0.00144858j -0.00112919-0.00603835j 0.00167601-0.00128917j 0.00318534-0.00288591j -0.00340327-0.00412526j -0.00212894+0.00123942j 0.00029204-0.000653436j 0.00052391-0.00129428j -0.00149056-0.00118154j -0.00569692-0.000205377j 0.00173399+0.00765907j -0.00727634+0.00249315j -0.00174839-0.00160473j -0.000498324+0.00165157j 0.000785941-0.00332352j 0.000241651+0.00127216j 0.00611824-0.00105655j -0.00150787+0.00199514j -0.00451696+0.000894719j 0.00307402+0.000277182j 0.00108247+0.00256642j -0.0045879+0.00321135j 0.00494679-0.00205154j 0.00155769+0.00134062j 0.00232805+0.00113096j -0.00358867+0.00166978j -0.00162132+0.00596821j -0.000482706-0.00210188j 7.15101e-05-7.00866e-05j 0.00546386+0.00181735j -0.00374599+0.00207368j 0.00214245+0.00226396j -0.00142393+0.00225113j 0.00431686-0.000794447j 0.000832284-0.000792901j 0.00237837+0.00702337j -0.00143181+0.00629667j -0.00185514+0.000518093j 0.00470922-0.00447083j -5.3424e-05-0.000590551j 0.0022772+0.0037001j -0.00077333-0.0027552j 0.00131029-7.73761e-05j 0.00310848+0.00117784j 0.00190815+0.000429131j 0.000706917+0.00056598j 0.00443371+0.00068404j 0.000230476+0.00330515j -0.00332764-0.00200806j -0.000122518-0.000271757j -0.000589488+0.000713801j -0.00168888-7.63799e-06j 0.00469996-0.00625374j 0.00441132+0.0125866j 0.014843-0.00703341j -0.002283-0.00627333j 0.00723308+0.0028774j 0.00567323-0.000457315j 0.00325415-0.00477322j 0.00296977+0.000426872j 0.00361918-0.00410672j -0.00384521+0.00153231j -0.00817118-0.00486816j -0.00586659+0.00992163j -0.00464725-0.00487824j 0.0173569+0.0150657j 0.0168474-0.0155881j 
0.00302417+0.000804673j -0.00529663-0.00145381j 0.00234127+0.00115707j -0.00230284-0.00170218j -0.00131564+0.000598821j -0.000910487-0.00045685j -0.000153693-0.000521763j -0.000939453+8.33924e-05j -0.00274663-0.00145925j 0.0054767+0.00414637j -0.00414605+0.00258204j 0.00125406+0.00282102j 0.00333456+0.00233064j -0.00150362+0.00445016j 0.000413858-0.00165713j 0.00430456-0.00448505j -0.00582291-0.00113186j 0.000281691-0.00189935j -0.000239565-0.00340872j 0.000860724-0.00123467j 0.00129823+0.000206477j 0.000476713+0.00189953j 0.00154839+0.00296044j 0.0019576-0.00179095j 2.98049e-05-0.00866143j -0.00143815+0.000904473j -0.000110193-0.00323949j 0.00428372-0.00489967j -0.00655545-0.00203413j -0.00443809+0.00197126j 0.00315803-0.00196825j 2.61811e-06+0.0019525j 0.0014103+0.00972142j 0.00964777+0.00356857j -0.00424941-0.00200109j -0.00842169+0.00348984j -0.000810369-0.00518783j 0.00180543-0.00880897j -0.0028175-0.00618732j 0.00394908-0.00242478j -0.0098234-0.00593923j -0.00829662-0.00780464j -0.00365495-0.00115509j 0.00190506-0.000863997j -0.00739181+0.00194268j -0.00988089-0.0146617j 0.00179604+0.00162727j -0.000940939-0.00364854j -0.00635772-0.0020095j -0.00730744-0.00805016j 0.00412267-0.00194665j -0.00122424-0.00190481j 0.00534231-0.00829244j 0.00382116-0.000323277j 0.00339139-0.00341836j -0.00149269-0.00231242j 0.00501589-0.00328034j -0.00490342-0.00450015j 0.00563695+0.00729378j -0.00529565+0.004694j 0.00178642-0.00196625j -0.00352741+0.0011018j 0.00441124-0.00304514j -0.0003705+0.00117697j 0.00149225+0.00214289j -0.00210745+0.00329611j 0.000873477+0.00143094j -0.00159853+0.00194528j -0.00436257-0.000478979j 
0.00322612-0.00145696j -0.00420277+0.000729748j -0.00165804-0.000950605j -0.00131494+0.000539444j -0.00290709-0.00125335j -0.00396749-0.000534969j -0.000437416+0.00171935j 0.00248905+0.0028668j -0.00228414+0.00341223j -0.00128013-0.00249528j -0.000875965+0.00198059j 0.00574284+0.00303702j -0.000723832-0.00190501j -0.000911232+0.00637048j 0.00107148-0.000129613j 0.00134864-0.00174771j -0.00234755+0.00128218j 0.00226553+0.00119425j -0.00184283-0.00205918j -0.00870441+0.0016678j 0.00415417+0.000885885j -0.00042315+0.000709751j -0.00332274+0.00149533j -0.00223036-0.00132607j -0.000683403-0.00553234j -4.51876e-05+0.00492838j -0.00158246+0.00211629j -0.00490987+0.0021343j -0.000129585-0.00504677j -0.00622343+0.00932407j -0.00234586-0.000429884j 0.002136+0.00335362j 0.00434631-0.00400656j -0.00554395+0.00475509j -0.00280777+0.0125162j -0.00119433+0.00129208j -0.00274475+0.000396628j 0.0129419-0.00647386j -0.00324202+0.00548187j -0.0029893+0.00453309j -0.000182153-0.0039662j -0.0115627-0.00685001j -0.000663687+0.000550067j 0.00438625+0.00032951j 0.0108846+0.00356687j 0.00518391+0.000657726j -0.00395342-0.00430255j -0.00183013+0.000537736j -0.00828046-0.00733014j -0.00332536-0.00314444j -0.00354875-0.00157312j -0.00206712+0.00351707j 0.00160491+0.00550921j 0.0015345+0.00038369j -0.00376879-0.00252748j -0.000900668-0.00398498j -0.000279253+0.00102516j 0.00279558-0.00120809j 0.00149929-0.00401562j 0.00250648+0.00106147j 0.00365756+0.00509465j 0.00590333-0.00214429j -0.00358042-0.00154121j 0.00246898-0.00104242j 0.000195791-0.00069244j 0.000700338-0.000760577j 0.00157832+0.000897799j 0.00161151+0.00378789j -0.000698752+0.00272794j 
0.00275618-0.000341439j 0.000171324+0.000604037j -0.00259418+0.00178891j -0.0013428-0.000947089j 0.00138912+0.000235169j -0.00363406-0.00248551j 0.00199756+0.00160339j -0.00161548-0.00221382j -0.00786787-0.000712836j -0.000896282+0.00328201j -0.0035207+0.000642034j 0.00180453+0.000249395j -0.00459157-0.00402404j -0.00179243+0.003723j 0.00132271+0.000301819j 0.00143604+0.00351599j -0.00275161+0.00207918j 0.00449724+0.00105933j 0.000972937-0.00210457j -0.00652406+0.00294112j -0.00365137-0.00308205j -0.000508643-6.54138e-05j -0.00538894-0.0069386j 0.00295788-0.00359317j 0.00288995-0.00118655j -0.000856743-0.00498592j 7.71122e-06-0.00218602j 0.000215345-0.0012525j 0.00377556-0.000974045j 0.00262436+0.00470445j -0.00490351-0.00401917j 0.00564299+0.000946562j 0.00125236-0.00325907j 0.00190376-0.00365652j 0.00614276-0.00258963j -0.00111995+0.0106602j -0.00596352+0.00168134j 0.00289096-0.00290982j -0.000838078+0.00271616j -0.00525001-0.00726888j 0.0186002+0.0112621j 0.00380916+0.00599917j 0.00322253-0.000476647j -0.00190102+0.00361642j -0.000745682+0.00181587j 0.0032393+0.00525182j 0.000671219-0.00294581j 0.00885674-0.000680502j 0.00911818-0.00177567j -0.00403361-0.00687216j 0.000530814-0.000289262j -0.00606452+0.000311837j -0.00501649-0.00388677j -0.00614366+0.0044907j -1.0616e-05-0.000781158j -0.0053195-0.000122125j -0.00420049+0.00588381j -0.00697629+0.000764463j -0.00608127+0.00334192j -0.00420472-0.0025586j -0.00444684-0.00261044j 0.000701175-0.00296797j 0.00262351+0.0035987j 0.00194392+0.00666348j 0.000534406+0.000386781j 0.00424727+0.00353332j -0.00289825-0.00361116j 9.41256e-05+0.00171006j 0.000885037+0.000961794j 
-0.00164474-0.000727089j -0.0044488+0.000389972j -0.00187973+0.000461702j 0.00109326+0.00344395j -0.000565731-0.00202892j 0.00252162-7.76358e-05j -0.00145358+0.00103704j -0.00387904+0.00034823j 0.000300927+0.000945556j -0.000249522-0.000650688j -0.000639074-0.000970071j -0.00344621+0.000934546j -0.000474508+0.00252067j 0.00218795-0.00137325j -0.000543355+0.0014214j 0.00660091+0.000619412j -0.000227192-0.00382591j -0.00168917+0.00435469j -0.00393722+0.00116621j 0.00622362+0.000368763j 0.000440017+0.00517845j 0.000349577-0.000738405j 0.00157014-0.00127847j -0.00100129+0.00333622j -0.00318181-0.00205452j -0.00241767+0.00183811j -0.000699577-0.000197862j 0.000321527+0.00140055j 0.00356376-0.00165334j 0.00727479+0.00161967j -0.00813084+0.00804663j -0.00520138+0.00188278j -0.0102518+0.00110852j -0.00275636+0.00601134j -0.00640286-0.00776123j -0.00623186+0.00752099j 0.0104899+0.00483346j -0.0032114-0.00427802j 0.00039145+0.00257651j -0.00326432-0.00761125j 0.0123879-0.00615334j 0.00337272+0.00628321j 0.00296715+0.00982111j 0.00192462+0.00234567j -0.00568017+0.00298297j 0.00451372+0.00394851j -0.000245288+0.00143069j -8.10804e-05+0.00449381j 0.00697299-0.00617998j -0.000619411-0.00158817j -0.00594723+0.00370254j -0.0166024+0.0032825j 0.00255843-0.0035843j -0.00351571+0.0100855j 0.0024204-0.00192824j -0.00392611-0.00384839j -0.000217254-6.58033e-05j -0.0041274+0.00387444j -0.000167688+0.0011018j 0.000236353+0.00370176j 0.0065794-0.00183741j -0.00564798-0.00212363j 0.0024748-0.00341958j -0.00467549-0.00277931j -0.00278433-0.00221485j -0.00178642+0.000276557j -0.00361488+0.000401715j 0.00429391+0.00157657j -0.000430049+0.00291088j 
0.00356583-0.000506142j -0.00379452-0.00141336j 0.00205518-0.00217599j -0.00371949-0.000901817j -0.00202+0.000118663j -0.00255896-0.00305459j 0.0024343+0.00188823j 0.000329217-0.000905226j -0.00513394+0.000745855j 0.00088997+0.000624816j -0.00485686+0.00541956j 0.00348854+0.00588927j 0.00305071+0.00168391j 0.00180044+0.00346701j 0.0052591-0.00431917j 0.00175394+0.00258961j -0.00534121+0.000223037j 0.00473951-0.00290562j -0.00487294-0.00231169j -0.00270272+0.0025264j 0.00386762-0.00451192j -0.00337641+0.000127438j -0.0110723-0.00367491j 0.00439477+0.00245511j 0.0010385+0.00101908j -0.00759684-0.00442432j -0.00324529+0.00329927j -0.00153651+0.00383694j -0.00823938+0.00417014j -0.010014-0.000890048j 0.000241625-0.00574865j 0.000646114+0.00335336j 0.00492708-0.000524604j 0.0061358+0.000896252j -0.00698277+0.00635278j -0.00782855+4.51541e-05j 0.0104891+0.00851304j -0.00155781+0.00396384j 0.00338786-0.00713253j 0.00898682-0.0130184j 0.00402428-0.000186305j -0.00370436+0.0100898j -0.00855009+0.00248228j -0.0028893-0.00147223j 0.00108767-0.00311744j -0.00196729+5.2818e-05j 0.00108299+0.00196861j 0.00755828+0.00234522j 0.000509434+0.0024671j -0.00187368+0.0023515j -0.00340278+0.00162276j 0.000328184-0.00159923j -0.000601221+0.00590004j 0.00604789+0.00497179j 0.00127024+0.00744956j -0.00405718-0.000568036j 0.00713058+0.00145486j -0.00234768+0.00870712j 0.00044705-0.00101318j -0.00266148-0.00443971j -0.000521951-0.00333746j -0.00067044+0.0036977j -0.00164788-0.00398371j -0.00111611+0.00198891j 0.00332497+0.00246059j 0.00032479+0.00280226j 0.000278617+0.0017856j -0.000288275+0.00232554j -0.00242234-0.00195441j 
-0.000450908+0.00108619j 0.00233013+0.000656445j 0.00097057+0.0031347j 0.00147686-0.00184586j -0.00230174-0.00138056j -0.00435114-0.00131796j 0.0013705-0.00227621j 0.000381781+0.00133551j 0.000353528+0.00126503j 0.00263735+0.000385596j 0.00326061+0.00175486j 0.00282049-1.26086e-05j 0.00727024-0.000742917j 0.000729916+0.00146602j 0.000611261-0.00235372j -0.00394861-0.00250647j -0.00303836+0.00118182j -0.00157077-0.00356917j -0.00401516-0.00200175j -9.11646e-05+0.00459981j 0.00604199+0.00368525j -0.00295576+0.00140357j -0.00434133+0.00651073j 0.000282836+0.000864912j -0.00317513-0.00251288j -0.00623245+0.0106715j -0.00133863+0.000314926j -0.00607658-0.000559937j -0.00868892-0.00787491j -0.00333864+0.00343073j 0.00491342-0.00438012j 0.00619468+0.000914849j 0.00919607-0.00872422j -0.0112898-0.00180312j 0.00172863+0.00181182j 0.000190241+0.00533629j 0.00800342-0.00445279j 0.00427155+0.00654955j -0.011399-0.00628721j 0.00454152-0.00759267j -0.00179462-0.00482929j -0.000810688+0.000106962j -0.0056382+0.00641501j 0.00301125+0.0021626j -0.001121-0.0048671j -0.00136235+0.0104302j 0.00127282-0.00761767j 0.00458994+0.00422518j -0.000680251-0.00464111j -0.00746573+0.00177951j -0.00609696-0.00607088j 0.0071436-0.000523797j -0.000445594-0.00891718j 0.0113466+0.00166645j 0.00219954+0.00121892j -0.00363702-0.00289784j -0.0101048-0.00474337j -0.00741604-0.00233829j 0.000448492-0.00361287j 0.00288382+0.000506276j -0.000372116-0.0069428j -0.00356993+0.00137902j 0.00434932-0.00330632j 0.0078128+0.00143939j 0.00196164+0.00288081j -0.00262161-0.000850928j -0.0032391+0.00172643j -0.00111739-0.00307295j 0.00385615-0.00182648j 
-0.00124893-0.00105684j -0.00201367-0.00139301j -0.000703571+0.000921912j 0.000739745+0.00131769j -0.00210789-0.0012192j 0.00379028+0.00059631j -0.0012839-0.00051224j 0.00444993-0.00374535j -0.00464609-0.00135794j 0.000639331+0.00183752j -0.00420686+0.00207115j -0.00294283-0.00238581j -0.00412224-0.00294751j 0.000310245-0.00298814j 0.000274163+0.00216743j 0.00418725+0.00187225j -0.000210685-0.000875932j 0.000272296+0.00362986j -0.000198637+4.41111e-05j -0.00420194+0.0026109j 0.00183356+0.000680031j -0.00664658+0.00457674j 0.000659927-0.000198911j -0.00354822-0.00108146j 0.00298665-0.00720565j 0.00501998+0.000378716j 0.00308328-0.00943292j -0.00033438-0.00489323j -0.00183646-0.00385114j 0.00853449-0.00176233j -0.000595566-0.00171392j 0.00457808-0.00928437j 0.0085201+0.00375557j -0.0067216-0.012482j 0.0140168-0.00420618j -0.000183663-0.00300823j 0.0117779-0.00319864j -0.00971112-0.00327193j -0.000183295+0.00814524j 0.0139265+0.00539988j 0.00456402+0.00349084j 0.000669462+0.000901543j -0.00614325-0.00354854j -0.00979694+0.00946565j 0.00974953-0.00363122j -0.000923194+0.00546666j -0.0126747+0.00768682j -0.00521829-0.00240647j -0.000436892+0.00226521j 0.00242095-0.00625773j -0.001751-0.002206j 0.00620614-0.00039472j 0.0076161+0.000381029j 0.000331065+0.00217392j 0.000782766-0.00476817j 0.00257688+0.00484108j 0.00616733+0.00237909j 0.00347024+0.00120297j -0.000943788+0.00665671j -0.00232214+0.000848305j -0.00301138-0.00110052j 0.0010629+0.00318459j 0.00204035-0.000285709j 0.00141847-0.000808858j -1.37438e-05-0.00143758j -0.00165861+0.00226881j 0.00283798-0.000501153j 0.00125534-0.000191899j -0.00378394+0.00183631j 
0.00123039-0.000416284j 0.00113985+0.0021133j -0.00231807+5.67328e-05j -0.0020161+0.00141222j 0.00240911-0.000598187j -0.00651198-0.00336398j 0.00510439+0.00139237j -0.000912897-0.000657844j 0.00154928+0.00461797j 0.00155929-0.0028517j 0.00131064-0.000711426j 0.00247752-0.00158613j 0.000805721+0.00531231j 0.00365578+0.000197726j 0.00206427+0.00132319j 0.00148498+0.00506459j -0.00488361-0.00161925j -0.00388162-0.00648824j -0.00421542+0.000144759j 0.00302096+0.00273262j -0.000822585+0.00797877j 0.0021744-0.004206j 0.00250238-0.00209654j -0.00587991+0.000511708j 0.00121979+0.00150347j 0.00056928-0.00199137j 0.00230952+0.00527379j 0.000500981-0.00302869j 0.00163375-0.00402317j 0.008852+0.00914692j -0.00640899-0.000220783j 0.00260911+0.000100713j -0.00034113-0.0006616j 0.0126887+0.00119577j -0.00576905+0.00252079j 0.00229967-0.00312675j 0.000673634+0.00629385j -0.0112726-0.00150881j 0.00781043+0.00140658j 0.00477642-0.00164308j -0.00276085-0.00495814j 0.00179643-0.00657482j 0.00990667-0.000866683j 0.00111147-0.00289105j -0.00310468-0.00220766j -0.00248936-0.00336823j 0.0010341-0.00835071j 0.00257801-0.00629465j 0.000552189+0.00123817j 0.00418057-0.0035031j 0.00139824-0.00347084j 0.00508618-0.00288558j -0.00182675+0.00022101j 0.00354552-0.0100052j 0.00184265-0.00627411j -0.00486971-0.00013758j 0.000584359+0.00371518j 0.00121775-0.00062125j -0.0035146-0.00144372j 0.00306263+0.0020373j -0.00322638+0.00498775j -0.00154113+0.000357595j -0.00100228+0.00277868j -0.00146225+0.00346834j 0.00332018-0.000598928j 0.0043043+0.00031698j -0.00401655-0.0020671j 0.00345173-1.66075e-05j 0.00252429-0.000750505j 
-0.000199294+0.000772213j 7.2686e-05-0.00133603j -0.000941283+0.00030627j 0.00184527-0.000422195j -0.000183686-0.000343078j -0.0017818-4.46485e-05j -0.000969066-0.000982516j 0.000862638+0.000344471j 0.00690446-0.00105789j 0.0024791+0.00552919j 0.00272473+0.0014987j -0.000290513-0.000796724j 0.00434372+0.0025554j -0.00513739-0.00166042j 0.00302212+0.000852201j 0.00220196-0.000302421j 0.00148912+0.00275053j 0.0011373+0.00463108j 0.00399135+0.00115426j 0.00143345-0.00406555j 0.00479775-0.0033617j 0.00333454-0.00380992j 0.00173614-0.00648459j -0.0017619-0.00116699j 0.00839+0.000133455j -0.00393889-0.00844493j 0.00135751+0.0032808j 0.00383921-0.00355958j -0.00228769+0.00610148j -0.00760262+0.00240398j 0.00342505-0.00129586j 0.000746573-0.00220233j -0.0122516+0.00656995j 0.0194766+0.00626504j 0.000630455+0.00173925j 0.00134647-0.00613746j -0.0148546+0.00253278j 0.00744426-0.00685545j 0.000698294+0.000552137j 0.0023479+0.00230163j -0.00913467-0.00356824j -0.00252469-9.64147e-05j 0.000779342-0.00524059j 0.00329851+0.000218866j -0.0056773+0.00573509j 0.00422652-0.00874101j -0.00182023-0.000117232j -0.000257104-0.000148379j -0.00319809+0.000906692j 0.00125837-0.0028138j 0.00863301-0.00145317j 0.00341607-0.000931031j -0.0033785-0.000111476j 0.00277454+0.00477419j -0.000352289+0.00241084j -0.00216964+0.00497951j -0.000726543-0.0018079j -0.00822227-0.00112814j 8.47295e-05+0.00110839j 0.00536496-0.00029715j -0.00118831+0.00406229j -0.00170562+0.00478874j 0.00118202-0.00103673j -0.00124114+0.00220811j 0.00158811+0.000256276j -0.00217343+0.000157191j 0.00069678+0.0013256j -0.000566768-0.000408385j -0.00133651+5.80681e-05j 
-0.00648165+0.00152513j 0.000570444-0.00125101j 0.00141509+0.000308091j 0.000842045-0.00111121j 0.000369928+0.000396958j 0.0014317+0.00116358j -0.000326797+0.00140999j 0.00126153+0.00343037j 0.00305248-0.00130444j 0.000648302-0.000170704j -0.000618724-0.00522639j 3.00361e-05-0.00519954j -0.000243208+0.000666343j 0.00288644+0.00304709j -0.000706719-0.000457528j -0.00118131+0.000718139j -0.000217149-0.000834222j 0.00287563+0.000637411j -0.00850998-0.00181185j 0.00530902+7.19528e-05j 0.00157251-0.0101698j -0.0026034-0.0054443j -0.00823477+0.00322511j 0.00397216-0.000352796j 0.00382715-0.00242419j -0.00244204-0.000254593j -0.00326268+0.00541132j 0.000333158+0.00291832j -0.00177035+0.00812566j 0.000324212+0.00134825j 0.00259726+0.00821743j 0.00219009-0.000714832j 0.00822392-0.00577928j -0.00631961-0.00411595j 0.00719383-0.0100392j -0.000306132-0.00325266j -0.00320008+0.00687273j -0.00197975-0.00930395j -0.000281942+0.00298323j -0.0060538+0.00172275j -0.000517493+0.00512539j 0.00162878+0.00414882j -0.00854623+0.00425164j -0.00708671-0.00414637j -0.00348891+0.00543044j 0.00275211-0.0107594j 0.00286781-1.5149e-05j 0.000368941-0.00145149j -0.00630826+0.00457008j -0.00312253+0.00432374j -0.00685664-0.000326353j 0.00421141-0.00125649j 0.00707069+0.0013914j 0.00888683-0.00118357j 0.00647656+0.00121319j -0.00472294-0.0012093j -0.000249553+0.000286987j 0.00148488-0.00416263j -0.00337379-0.0022382j -0.00309551-0.00110959j -0.00118457+0.00115334j -0.00632305+0.000195364j -0.0025163+0.00403313j -0.00120356-0.0027365j 6.18395e-05-0.000800735j 0.000144567-0.00210259j 0.00154275-7.18738e-05j 0.00385557-0.00377596j 0.00105405+0.000130919j 
0.00202174-0.000173178j 0.00160283-0.0004737j -0.000786895+0.00130509j 0.00492708-0.00143194j -0.0024166-7.24794e-05j 0.00253436+0.00119097j 0.0021812+0.00147723j -0.000464562+0.000181392j -0.00185342+0.00192238j 0.000225385+0.00150635j 0.0050183-0.00146628j -0.000580037-0.00282865j 0.00635746+0.00152702j 0.00101494+0.00378143j 0.000969202+0.00665355j -0.00744066+0.00100515j 0.00509865+0.00139544j -0.00709005+0.00199974j -0.00304149-0.00424478j 0.00309412+0.003984j 0.000552644+0.000104709j 0.00485574+0.00209771j 0.0021009+0.000870116j -0.00480431-0.00425176j -0.00680455-0.00169592j 0.00421095-0.0079927j -0.00328171-0.00356684j -0.0066613+0.00161632j -0.000578212+0.00628751j 0.00110353+0.00370046j -0.00237248-0.0104208j 0.00292133+0.00114382j -0.00127278+0.00508906j 0.00879752-0.00534173j 0.000722904+0.00149382j 0.0029677+0.00538579j 0.00448228+0.00692074j 0.0074557-0.00620184j -0.00329705+0.00906834j -0.00600043-0.00461464j -0.00801288+0.00696514j -0.00910279+0.00660669j -0.00269773+0.00665366j -0.000654773-0.00155138j -0.00736258-0.00436444j 0.00314713+0.008228j 0.00417993+0.00387454j 0.000575444-0.0127328j 0.00934635+0.00937499j -0.00513014-0.00229488j 0.00509123-0.00577594j -0.00377976+0.00816516j 0.000942895+0.00273382j 0.0105047-0.000566782j 0.00217452-0.00613001j -0.000527572-0.00325787j 0.00510473+0.000914633j 0.00529302-0.00222158j 0.000984282+0.00311402j -0.00304709+0.00063011j -0.00747448+0.00364419j -0.00194193+0.00063032j 0.00206087+0.000440045j 0.00156877+0.0013882j -0.000186893+0.00130037j -0.00405494-0.000425749j -0.00384679+0.00269431j -0.0019636+0.00115182j -0.000315079-0.00218566j 
-0.00313135+0.00119005j 0.00197551+0.00167483j 0.00118569+0.00214005j -0.000912681-0.00206936j 0.000382506+0.000321272j -0.00126289+0.00155681j 0.00253715+0.00158933j 0.00519549+0.00563029j 0.00352945-0.000247156j -0.0010653-0.00204767j -1.49253e-05-0.00465548j 0.00306407-0.0022558j -0.00148656+0.000959271j 0.0016562+0.00195561j 0.000848622+0.00260365j -0.00471811+0.000953662j -0.00350066+0.00218046j -0.00124924-0.000961282j -0.00348984-0.00307243j -0.000802921+0.00150733j -0.0052183-0.000794496j -0.00286598-0.00301283j -0.00454656-0.000646576j 0.00476259-0.000895156j 0.00674759+0.00119696j -0.000166792+0.0057438j 0.00703307-0.00184658j 0.000232429-0.00756805j 0.00047651+0.00635167j -5.1891e-05-0.00162813j 0.00388869+0.00504624j 0.00213959+0.00815034j 0.0014163-0.00157575j 0.000252166+0.00199075j -0.000841659-0.00570467j 0.00279431-0.00584299j -0.0111828-0.00811811j -0.00557835+0.00949297j -0.000295711-0.00504866j -0.003351-0.0120255j -0.00060615-0.00667026j -0.00516279-0.0127048j 0.000214994+0.00498641j -0.00809437+1.5595e-05j -0.00514314-0.0050497j -0.0128401-0.00407746j 0.00232175+0.00104215j -0.00244587-0.00387708j -0.00369883+0.00267167j -0.00817548+0.000567309j 0.00240702+0.00174908j -0.00105777+0.00219883j -0.00105813+0.00478033j -0.00534332-0.00302007j 0.0023098-0.00321266j -0.00646395+0.00180825j -0.00552737+0.00150953j -0.00279011+0.00289346j 0.00249812-0.00199156j -0.00107554-0.00108925j -0.000952563-0.00272246j -0.0016188+0.00181147j -0.00249197+0.00324036j 0.000662172-0.00192498j 0.00199678-0.000865054j -0.000595333+0.00075946j 0.00337623-0.000376409j 0.00160313-0.00202348j 0.00393696+0.000591859j 
0.00350859+0.00147887j 0.00307875+0.00223266j -0.00334169+0.00219707j -0.000668786+0.0011563j -0.00157355-7.92499e-05j -0.00140147+0.00384112j -0.0042204+0.00368538j -0.000318653-0.000358759j 0.000321361-0.00184301j -0.0103636+0.000902674j -0.00378703-0.00102874j -0.0101602-0.00362041j -0.000742574-0.00227975j 0.00135334-0.00121739j -0.000995539+0.0010828j 0.00170207+0.00296059j 8.6779e-05-0.00191308j -0.00105183+0.000380384j 0.00528012-0.00862776j -0.000643905-0.00271718j -0.00429346-0.000558706j 0.00631097-0.00127689j 0.00113096-0.00169856j 0.00611489-0.00324711j -0.00147888+0.0060638j 0.0093326+0.00370033j 0.00438727-0.00412888j -0.00269306+0.00108352j -4.96449e-05-0.00108773j 0.00298857-0.00280907j -0.00112024+0.00163059j -0.000388853+0.00174607j 0.000832348+0.00652223j -0.00052521+0.00636031j -0.00149302-0.00159327j 0.00908825-0.00159249j 0.003149-0.0135848j -0.00339016-0.00108826j -0.000883235-0.003101j 0.00381731+0.00319908j -0.000695606-0.0050219j -7.08357e-05-0.000718935j 0.0115141-0.00553713j 0.00626704-0.000545791j 0.00826086-0.0109989j 0.00208143-0.00404399j -0.00460676-0.0027772j 0.00155126-0.0015613j 0.00184197-0.00325494j -0.00589948+0.00530234j -0.000761653-0.00115665j -0.00093504+0.000231704j -0.00282388-0.00302804j 0.00455083-0.00183121j -0.00353179+0.0075104j 0.00595718+0.00328446j -0.00675065-0.000127126j -0.00159121-6.60182e-06j -0.00603869-0.000609349j -0.00427126-0.00577033j 0.00622836-0.00654303j -0.00450592-0.00197354j 0.00213912-0.00686984j 0.00396501+0.000674866j -0.00101628-0.000649035j -0.000512837-0.00149557j -0.00528939+0.00133962j -0.005152+0.00316461j 0.00348788-0.00250895j 
-0.00312726+0.00147026j 9.29471e-05+0.00144237j -0.00134832+0.0010783j -0.00274741+0.00152305j 0.00225122+0.00205079j -0.00385636-0.00198341j -0.00109078+0.00076434j 0.00615419-0.00309254j 0.00324488+0.00010406j 0.000252145-0.000223462j -0.00316352-0.00214983j -0.00565472-0.00372203j -0.00677699+0.000203242j -0.00214631-0.00357643j 4.95249e-05-0.0015469j 0.000761362+0.0054234j -0.00547458-0.00513735j -0.00208624+0.00243604j 0.00177197+0.00105057j -0.00664376-0.00458964j -0.00784921+0.00486823j -0.00636955-0.00335232j 0.0021405-0.00116518j 0.00648844-0.00235992j -0.000553483-0.00752081j -0.000522974-0.00587864j 0.00185046-0.0040155j -7.04178e-05-0.00241454j 0.00717263-0.00367601j 0.0105345-0.00888008j 0.00502524+0.00861442j -0.0161626+0.00492258j 0.00424253-0.000623669j -0.00119954-0.00309872j -0.00855475+0.000804715j -0.012598-0.000360263j -0.00383171+5.48519e-05j 0.00151312+0.00105082j -0.0120195+0.00191659j 0.00272488-0.00944521j -0.00177989+0.00311107j -0.00324825+0.00265856j -0.00346022-0.00108953j -0.00167448+0.00108144j -0.00126814-0.00305982j 0.000127435+0.00438991j 0.000191032+0.00486249j 0.000585106-0.00473874j 0.00514842-0.000898j 0.00465289-0.00534737j 0.00552538-0.00325328j 0.003729+0.0023652j -0.000857674+0.00134491j -0.00433301-0.00198189j -0.00225565-0.00143623j -0.00320212+0.000667838j 0.00714515-0.00160011j -0.000472207+0.00437486j 0.00283502+0.000138639j 0.000914283+0.00153121j 0.00306902+0.00106622j 0.00147948+0.00261387j 0.00341677+0.00113624j 0.00312185+0.00490555j 0.002541+0.000553434j 0.00182274+0.000972278j 0.000711418-0.0019533j 0.000955997-0.000194844j 0.000197186-0.000221114j 
