-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
-0.00256081+0.00618275j -0.00117551+0.00198644j 0.00192421-0.000990257j -0.000358905-0.0029529j 0.00160549-0.00214197j -0.000384765-0.000368182j -0.000276755+0.00507207j 0.000477252-0.00193303j -0.00159266+0.00146193j 0.00190768+0.00349683j -0.00241834-5.86581e-05j -3.47077e-05+0.00308674j 0.00191155+0.00073764j -0.000545041-0.000371955j -0.000943261-0.00208633j 0.00329784-0.0036823j 0.00160622-0.000456033j -0.00157006-0.00618101j 0.000831378+0.00127822j -0.00114118-0.00242876j 0.0030563+0.00204881j -0.000639891+0.000161271j -0.000237392+0.0021198j 0.00266518-0.00688111j 0.0098578-0.00354496j 0.00101243+0.00243053j 0.00858294+0.000669763j 0.00268136+0.00201182j -0.00228568+0.00207626j 0.000526352+0.00224132j -0.00227308+0.00469985j -0.00171229+0.000437215j -0.00266694-0.00597744j 0.00145384+0.000690455j -0.00375708-0.00280528j -0.00104934-0.00284036j -0.00764688-0.00156602j 0.000135796-0.00393468j 0.00513976+0.00993147j -0.000571281+0.000884692j -0.00616924+0.00522656j 0.00555984-0.000725164j -0.00417884-0.00201592j 0.0051063-0.00202675j 0.0011866+0.00439061j 0.00731217+0.00183919j -0.00855994+0.00327255j 0.00892458-0.00150414j 0.00297152-0.000928859j 0.00169039+0.0107826j 0.00391066-0.00430318j -0.00013393+0.00161593j -0.000926256-0.00721033j -0.00193406-0.0105769j -0.0109406-0.00167019j -0.00887517-0.00896549j 0.000835778-0.00250716j -0.00333175+0.00662404j -0.000414207-0.00292878j 0.00284176-0.00278181j 0.00359397-0.000362842j -0.00178713-0.00128164j 0.00353994-0.000448937j -0.00188997+0.00177588j 0.00412057-0.00351106j 0.00114823-0.00394985j 0.00101721+0.00371274j -0.00556691-0.000950161j 0.00150256+0.00461046j 0.000237152-1.14086e-05j 
0.000117782+0.00149914j -0.00119885-0.00226307j -0.00030342+3.9484e-05j 0.000127519+0.000570829j 0.00217322+0.00119205j -0.000377969-0.000423086j 7.2385e-05-4.56906e-05j 0.000906038-0.00142572j 0.000183774+0.000396745j 0.00146371+0.00136888j -0.00198339-0.000644717j 6.13318e-05+0.00360541j -0.000736227-0.00459378j -0.000858089-0.00180411j -0.000398481-0.00265696j 0.000434496+0.000564281j 0.00106903+0.00283504j 0.00187746+0.00074329j -0.000648096-0.00136261j 0.00293859-0.000120114j 0.000682088+0.0027216j -0.00348162-0.00323086j 0.000446321-0.00261048j 0.00265758+0.00316472j 0.00198096-0.00171815j 0.00342813+0.000849804j 0.00120368-0.00196007j 0.000109+3.83893e-05j 0.00110187-0.000222979j -0.00017125-0.00828708j 0.00037566-0.000664732j 0.00174772-0.00936539j 9.97254e-05-0.00326572j 0.000360585-0.00328965j -0.0083426+0.00907472j -0.000128511+0.00270291j -0.002964+0.00460646j -0.002279-0.00274762j -0.00450607+0.00481598j -0.00428181+0.00310036j -0.00360876+0.00101147j 0.00468499-0.00135503j 0.00103403-0.00301591j 0.00455335+0.00335734j 0.00568115-0.00455028j 0.00278147+0.00474205j 0.000351232+0.0115936j 0.00125985-0.0095328j -0.00136605-0.000931689j 0.00297497-0.00224522j 0.000222109-0.00933664j 0.000431746-0.00823002j -0.00297248+0.00434013j 0.00399179+0.00101264j 0.00141166+0.00828036j -0.00291213-0.00193416j 0.00111876+0.00469927j 0.00428103-0.00143038j -0.0019142+0.00408061j -0.00302802-0.000632663j -0.000559902-0.00590938j -0.00047609+0.00209511j 0.0011907-0.00125473j 0.00372757-0.00166698j 0.00241899+0.00138569j 0.00166531-0.00285632j -0.00146098+0.000351908j 0.000871414+0.000434696j -0.000763318-0.000894209j 0.000399176+0.000679302j 
-0.000137551+0.000334064j 0.000127737-0.000643279j 0.00191223-0.00010425j -0.00143051+0.000909995j 0.00298264-6.84415e-06j -0.0025664-4.47921e-05j -0.0016261+0.000938676j -0.00127797+4.05316e-05j 0.00048443+0.000903699j -0.000193056+0.000911629j -0.0014057+0.000747152j -0.000632765+0.00093558j 0.00145964-0.00270541j -0.00237067-5.79663e-05j 0.00151851-0.00187769j 0.000540034-0.00201961j -0.00197054-0.000667248j -9.59074e-05+1.7757e-05j 0.000124256-0.000659776j -0.000103355+0.00201828j 0.00144948-0.000694316j -0.000299565-0.00102693j 0.000498672+0.000255119j -0.00391309-0.00231398j -0.00026541-0.00164004j -0.00305374-0.00302738j 0.000774835-0.0013009j -0.000149274+0.000822081j -0.00195387-0.00244144j 0.00549052-0.000674845j -0.00175133-0.00607094j 0.0022697-0.0014679j -0.00379732+0.00014677j -0.0053832+0.0107466j -0.00305065-0.00427478j 0.00201592+0.00301099j -0.00735895+0.00285886j -0.00229242+0.00641603j 0.00531836+0.00346059j -0.00179664+0.0100337j 0.000772301+0.00384496j 0.00545263-0.00461912j 0.00341477+0.000920911j 0.00133195+0.00320795j 0.00611361-0.00311004j 0.000658338+0.00260679j -0.0049196-0.00686814j 0.000952259+0.00336193j -0.00293116-0.00151255j 0.00165293-0.00742861j -0.00942632+0.00924618j -0.00495756-0.00300302j -0.00404347-0.000519657j -0.00227322+0.00386846j -0.00455761+0.000785564j 0.00227637+0.00282756j 0.000709077-0.00111594j 0.000497432-0.00737443j 0.000747217+0.00597683j -0.00590337-0.00315911j 0.000395076+0.00211247j -0.00234248-0.00469744j 0.00249346-0.00243743j 0.00103496-0.000322492j 0.00462461-0.000882647j -0.00109671-0.00170559j -0.000866685+0.00239837j -0.000702388+0.00230001j -0.000515632-0.000486796j -0.00124441+0.000644297j 
-0.00125706+0.00198505j -0.000347633-0.00283798j -0.00121041-0.000761946j 0.000410659+0.00128283j 0.00231152-0.00305059j -0.00216652-0.00313785j -5.90423e-05+0.00248211j 0.00217096-0.00223184j 0.00116104-0.000258055j 5.52785e-05-0.00160998j -0.000134457-0.00348135j 0.000667754+0.0025038j -0.00380889-0.00414372j 0.00150402-0.00411426j 0.00101577-0.00578641j 0.00170689-0.000768514j -0.00324985+0.000794223j -0.000350441-0.00155927j 0.000731279+0.00111282j 0.00222311+0.00461807j -0.00543752+0.00255352j 0.00167533-0.00573042j -0.00158969+0.00070848j -0.000756366+0.000440185j -9.39923e-05+0.00623873j -0.00296986-0.000148055j 0.00407436-0.00263988j 0.00264177+0.00218774j -0.00021676-0.00176589j -0.000580059+0.000284311j -0.00410303+0.00853721j 0.00404578-0.000990411j -6.03763e-05-0.00281636j -0.000607791+0.00269886j -0.00241321-0.00528139j -0.00222359+0.0050102j 0.0046255+4.29312e-05j -0.000110952-0.000142868j -0.00552674+0.00289633j -0.00805527-0.00143717j -0.00287783+0.00298829j 0.00398719-0.00675292j 0.00496806+0.00960618j 0.00161039-0.00082057j -0.00172661+0.00156492j 0.000673034+0.00205994j 0.00655994+0.00034831j 0.00281944-0.00388448j -0.00293383-0.000736106j -0.00574191+0.00631371j 0.0055776-0.00854969j -0.00553307+0.000885739j -0.00223143+0.00393519j 0.00241329+0.00197849j 0.00747517-0.00152153j 0.00522115-0.000770825j -0.000503335+0.00532179j 0.0035843-0.00531024j 0.000216709+0.00241243j -0.00151295-0.000768699j 0.00161609-0.00016083j 0.00117384+0.00411836j 0.00017142-0.00519626j 0.000437847-8.06391e-05j 0.000553694+0.0052968j 0.00240067-0.00290955j -0.000887399+0.000568775j 0.00153307-0.00357175j 0.00120712+0.0019211j 0.000804682+0.00019149j 
-4.39275e-05+0.000955924j -0.000748254-0.00150287j 0.000943095-0.00292698j -0.000948358+0.00177346j 0.000253877-0.000843049j -0.000232654-0.00181173j 0.00153499+0.000892351j -0.000337207-0.000200071j 0.00118252+7.94838e-07j -0.00324524+0.00284336j -0.00110064+6.53171e-05j -0.000146901+0.000809684j -0.000371096-0.000305297j 0.00109808-0.00255562j -0.00395566+0.0033197j 0.0014837-0.00394332j 0.00186339-0.00196119j -0.000778664+0.00190654j 0.0016854-0.00289264j 0.00113839+8.57782e-05j 0.000392507-3.6055e-05j 0.000510423-0.00281436j 0.00112026-0.00347395j 0.00600178-0.00164339j 0.00448074-0.00346976j 0.00383135+0.00263818j -0.00385922-0.00200647j 0.000121408-0.00550056j -0.00547409-0.00128969j -0.00743873+0.0027339j 0.0043504+0.00482231j -0.00633368-0.00284417j -0.000922925-0.000540505j 0.00138126-0.00439519j -0.000292006+0.000579028j -0.00247196+0.00112227j -0.0104726+0.000778913j 0.004556+0.00627168j 0.00766297-0.000729319j 0.00494482-0.00125429j -0.00281366+0.00205394j 0.000324866-0.0052015j 0.000756008-0.00198159j -0.000671337-0.00495411j 0.00524968-0.00545604j 0.00358003-0.00857909j 0.00438002+0.0038817j 0.010039-0.00336838j -0.000493759-0.000982808j 0.00966523-0.000513181j -0.00261712-0.00865831j -0.00670045+0.00901083j -0.000646661+0.00447787j -0.00340459+8.98944e-05j -0.00302912+0.00583217j -0.00580654+0.00204034j 0.0035572-0.00292553j 0.000407983+0.000280487j 0.00202044+0.00362203j -0.000720771+0.00131796j 0.00245953-0.00372714j 0.00273594-0.00436861j -0.0013357-0.00504834j 0.000236356+0.00173997j -0.000442917-0.00210581j 0.00095169-0.00234625j -0.00103879+0.00393171j 0.00278206-0.00265493j 0.0019905+0.000261987j 0.000555314-0.00120483j 
0.00341128-9.94637e-05j -0.00169213+0.0017602j 0.0010504-0.000544634j 0.000343331-0.00214767j -0.000868528+0.00111087j 1.99436e-05+0.000190112j 0.00287993-0.00271411j -0.000183638-0.0013033j 0.00100011-0.0017805j -0.000784407+0.0011673j 0.000328762-0.00311415j 0.00187876-0.00197807j -9.87095e-05+0.00171332j -0.00245344+0.000171548j -0.00200786+0.00431j -0.00394592-0.0026369j 0.00586589-0.00193093j -0.00208673+0.0017698j -0.00491866-0.00238375j -0.0047642-0.00101764j -0.00187479-0.00275833j 0.00238769-0.000403505j 0.000777507-0.0025765j 0.00133204-0.0039198j 0.00155258-0.00513839j 0.00308927-0.00199278j 0.000432236-0.000102021j 0.00348612+0.000655513j 0.000489625+0.00177665j -0.000887411+0.00186175j 0.00679012-0.00717338j -0.00603936-0.00377999j -0.000123399-0.00246054j 0.00672833+0.000376124j 0.00137009-0.00310746j 0.00518772+0.00124466j 0.00462514+0.000901559j 0.000298945-0.00420611j 0.00396511+0.00171048j -0.000908186-0.00260986j 0.00583261-0.000472119j -0.00575648+0.00107806j 0.00447687-0.00338479j -0.00183279-0.00144442j 0.0023927+0.00181685j 0.00492411-0.003847j -0.000607394+0.0113165j -0.0117587+0.00517072j -0.000845704-0.000687712j -0.00475071+0.00535879j -0.00807011+0.00567499j 0.0016303-0.0021228j 0.0025967-0.000787709j 0.0061412-0.00266064j 0.00906164-0.00299164j 0.000646598-0.00793153j 0.00167554+0.00387391j 0.00378166+0.00254546j -0.000303888-0.00581582j 0.00200637+0.000553727j 0.00320886-0.00236944j -0.000585472+0.00302229j -0.00109587+0.00266107j 0.00177827+0.00113127j 0.00163638-0.00272254j -0.00221697+0.000815777j -0.00223897-0.00298916j 0.00200266-0.00217565j 0.00162289-0.00553842j -0.000749405+0.00083441j 
-0.00116829-0.000592848j 0.0011242+0.000156836j -0.000769222-0.00040491j 0.000772953+0.000773645j -0.00137043-0.00178015j 0.00128014+0.000557543j -0.0015394-0.000440699j -0.000250897-0.00132625j 0.000140376-0.00073885j -0.00297548-0.00020269j -0.000211803-0.00165488j -0.00508923+0.00362516j 1.73523e-05-0.00114614j 0.000978667+0.000615388j -0.00715463+0.000319787j 0.00183174-0.00195226j 0.00393023-0.00290409j -9.27461e-05+0.00145973j -0.00516046+0.0047j 0.000535699+0.00374317j 0.00428289-0.00184291j -7.30724e-05-0.00193j 0.00437319-0.00148652j 0.0039858+0.0037269j 0.00056765+0.00201322j 0.00305133-0.004245j -0.000448173-0.00315574j -0.00223575+0.000280619j -0.00281068+0.00283882j -0.00161796+5.12831e-05j 0.00617931-0.00118317j 0.0014064-0.00694909j -0.0015502+0.0022801j 0.00453253-0.00539679j 0.000522047-0.00154161j 0.000806075-0.00286963j -0.00679905+0.00145507j -0.00267632+0.0106596j 0.00386672+7.86963e-05j 0.00606879+0.00269304j 0.000144499+0.000849971j 0.0043634-0.00454298j 0.00669806-0.0016472j -0.00375461+0.00323514j 0.00662915+0.00550259j 0.00104384-0.00329973j -0.00867834-0.000890552j -0.00359876-0.00202952j -0.00245454+1.96403e-06j 0.00394328+0.00173256j -0.00228863+0.0109758j 0.00592838-0.00440421j 0.00293311-0.000116496j -0.00535696+0.00323822j -0.00383714+0.00370636j 0.00411993-0.00444484j -0.0019327+0.0112773j 0.00105245-0.000695204j -0.00313026-0.00124699j 0.00170176-0.0008153j -0.00193275+0.00304521j 0.00161935-0.00397198j 0.00167089+0.00562318j -0.00120225+0.000363134j -0.00156278-0.00024707j 0.0029288+0.00169211j 0.00192516+0.00204619j -0.000257508-0.000943617j -0.00221029+0.00111076j -0.000466506+0.00080061j 
0.00159605-6.24156e-05j -0.00277375-0.00025379j 0.000978614-0.00405013j 0.000491232+0.000409325j 0.000248315-0.000336649j 0.00114287+0.00103949j 0.0015124-0.00256865j 0.000798904-0.000560775j -0.000154193-0.00291641j 0.000544888+0.00350924j 0.00197036+0.00169351j 0.00203037-0.00377718j -0.00289615+0.00247379j -0.000659725-0.00532993j -0.00199197+0.00231601j 0.00246135-0.00493036j 0.00150722-0.00178279j -0.000999263-0.000286976j 0.000779117+0.000267512j -0.00222903+0.00121612j 0.00234489+0.00307985j 0.00121324+0.000223266j 0.000400086+0.00247889j -0.00130919-0.00140097j 0.000902856-0.000977835j -0.000945687+0.00414019j 0.000462481+0.00458732j 0.00398153-0.00400127j -0.00411648+0.00602615j -0.00265295+0.00153156j -0.00279998-0.00024028j -0.00709486+0.00556125j -0.00237727+0.00309059j 0.00404966-0.00417657j -0.00415929-0.00477196j -0.000259204+0.000130703j -0.00244186+0.00344088j 0.00525458+0.00899397j 0.00861418-0.00279412j 0.00484754-0.00383607j 0.00445832-0.0017764j -0.00220341-0.00591629j -0.00195654-0.000980928j -0.00473051+0.010958j -0.00249102-0.000971531j 0.00163831-0.00533861j -0.00173826-0.00490372j 0.0141047+0.00214576j 0.00184319-0.00349363j -0.00227551-0.00268505j -0.00160931+0.000253562j -0.00776658+0.00708288j -0.00774382-0.00564513j -0.0029388+0.00189179j -0.000262003+0.00361018j 0.000749795+0.00279271j -0.00191392+8.00041e-05j -0.000754036-0.00462422j 0.00224444-0.000857563j -0.00458196+0.00236753j -9.90841e-05-0.00150927j 0.000713214-0.00723609j 0.00168832-0.000437206j 0.00209373+0.000535245j 0.00291783+0.00188443j -0.00438368-0.00185283j 0.00176474+0.00283349j 0.000517437-0.00208947j 6.24363e-05-0.00345747j -0.000613936-0.00284486j 
0.000516744+0.00048783j -0.00168501-0.00233796j 0.00133878-6.79585e-06j 0.00080862+0.000903605j 0.00276833+0.000492384j 0.00117277-0.00175205j 0.00164751-0.000730246j 0.00159922-0.00153091j 0.0025057+0.000522111j -7.30396e-05+0.000877786j -0.0011981+0.00139606j 0.00197147-0.00128728j -0.00177327+0.00233168j 0.00338154-0.00355916j -0.00245636-0.000149452j 0.00424041+0.00114062j -7.72576e-05-0.000354503j -0.00244017+0.00216866j 0.00140573+0.00028247j 0.000813471-0.000877563j 0.000603698+0.00535454j 8.88717e-05+0.00131068j -0.00131999+0.000848631j 0.0026941+0.0010163j -0.000791126+0.00291631j -0.00286194+0.00152474j -0.000647822+0.00118434j 0.000295763+0.00194218j 0.000227888-0.00609532j 0.00133249+0.000263715j -0.00379997-0.00233728j 0.00187298+0.000328026j 0.00169998-0.00673938j -0.00640959+0.000709222j -0.000123884-0.00195004j 0.00209249+0.00274999j 0.00204216-0.0103829j -0.00271688-0.00554198j -0.00863697+0.0038867j 0.000586384-0.00670156j -0.000487409-0.00316255j 0.00102775+0.00863212j -0.00313203+0.00129208j 0.00742323+0.00499467j -0.0073927+0.00712258j -0.00113613+0.00364826j 0.00103213-0.00185992j -0.00746562+0.00773187j -0.0047621+0.00327554j 0.00390715+0.00460809j -0.00143097-0.0063886j -0.00355811-0.0055492j -0.0010484-0.00313377j 0.00679262-0.00254437j 0.00849355-0.00546019j -0.00165274-0.00414297j -0.000410223+0.00717853j -0.00242371+0.00266619j -0.00191383+0.00523732j -0.00188231+0.000406073j -0.00027788-0.00384803j 0.00505156+0.00258807j 0.00448013+0.00493577j 0.00206566-0.000388367j 0.00231912+0.00250421j 0.000714033+0.000371366j -0.00138366+0.00366213j -0.00153369-0.00127763j -0.00051238-0.00305594j 0.00095024-0.000455731j 
0.000632433+2.16619e-05j -0.000181574+0.00146889j -7.77496e-05+0.0029939j 0.001057-0.00170855j -0.000367389+0.00475042j 0.000793701-0.000916361j 0.000547048-6.62125e-06j 0.000358167+0.000229221j 0.00132538+0.00235597j -0.00138057-0.000748865j -0.00171337-0.00058377j -0.00310561-0.000977373j 0.00305951+0.00125332j 0.00110723+0.000465639j -0.00429178+0.00276098j -0.00380652+0.00248718j -0.00124831-0.00257138j -0.00170448-0.00113175j 0.000433669+0.00150046j 0.00122745+0.00262382j -0.000783018-0.00406144j -0.00106397-0.000368361j 0.00456244+0.00054565j 0.00140946-0.00185723j 0.000549774-0.00123916j -0.00153755-0.00173846j 0.0017679-0.0060221j 0.00325454+0.00129374j 0.00475426-0.00504359j -0.00144981-0.00400391j 0.0076404+0.00141686j 0.00416945-0.000532876j -0.00299825-0.00344124j -0.00104005-0.00368394j 0.00216564-0.002594j 0.00514422-0.00427353j -0.00280304-0.00838454j 0.00157382+0.00403086j -8.61118e-05+0.00152335j -0.00282077-0.000521684j 0.00319645+0.00494749j -0.0078594-0.000290208j 0.00583709+0.0017924j -0.00291085+0.00554177j -0.0028432+0.00440308j 0.00357606+0.00180295j 0.00506664+9.91406e-05j -0.00365818-0.00221601j -0.00870373-0.00466305j 0.000424026+0.0142052j -0.00453301-0.00697881j -0.0027632-0.00461315j -0.00315363-0.00311441j -0.000890648+0.000781299j 0.00319903+0.0018693j 0.00256503+0.000496963j 0.00174094+0.00155027j -0.00183957+0.00108796j -0.00465121+0.00569198j 0.00265705-0.00289758j 0.0021974+0.0062284j 0.00321433-0.00146724j -0.00109781+0.00104526j 0.0025226+0.0024921j 0.00280958+0.000822806j -2.28738e-05+0.000302052j -0.00398465-0.00332431j 0.000919164+0.00265356j -0.000786687+0.00115969j -0.00036849-0.00187463j 
0.000996445-0.000289507j 0.00110858+0.00080557j -0.000370532+0.000482878j 0.000458558+0.000286764j -0.00396254+0.000263501j 0.00575925-0.00121964j 0.000428994-0.00144251j -0.00140451-0.000775789j -0.0026385-0.001008j -0.000624992-0.00167312j 0.000353479+0.000794263j 0.0021529+0.00208966j 0.00152114+0.000674854j -0.000658491+0.00285155j -0.00012481+0.00265813j -0.00154947-0.00114821j 0.00126598-0.00110229j 0.00173753-0.000342993j -0.00332823+0.00166599j 0.000994668+0.00211369j -0.000249965-0.00117909j 0.00124508+0.00176532j 0.00238373+0.002178j 0.00257858-0.000144659j 0.00193165+0.00129401j 0.000678252-0.002826j 0.0038202+0.000984686j 0.000572317+0.00603658j -0.00467004-0.00105672j 0.00114542-0.00157947j -0.000358896-0.00546478j -0.00228106-0.00340053j 0.000784226-0.00266301j -0.00578727-0.00228376j 0.00326083+0.00251872j -0.00550372-0.000709125j -0.00770446-0.00221603j 0.00506869+0.00378845j 0.012805+0.00019791j -0.00198181-0.00207888j -0.00758908-0.00371718j 0.0112091+0.00356993j -0.00793281+0.00724738j 0.000681111+0.00336213j -0.00579229-0.00580294j -0.00429109+0.00207405j -0.00348634-0.00627488j -0.00111173-0.00270095j -0.0018165-0.00563203j 0.00357444-0.000487975j -0.00914696-0.00447429j -0.00254522-0.00524347j -0.0060333-0.00443361j 0.00204613+0.00270019j 0.00036985+0.00107053j -0.00272125+9.17063e-05j -0.00711681-0.00703058j 0.00507439+0.00492394j 0.00215034+0.00448249j 0.00640221-0.0036964j -0.000807186+0.00563581j -0.000268707-0.00337921j -0.000317823+0.00212397j 0.00170101+0.00499474j -0.000296706-0.000505645j -0.000797215-0.000890693j 0.00186009-0.00437492j 5.52639e-05-0.00181714j 0.000395232+0.000911333j -0.00267605+0.00228501j 
0.0013636-0.00109185j 0.00231563+0.000530466j -0.00229591+0.00110617j -0.00225249+0.00228879j -0.00142585+0.00152481j -0.0042044+0.00507616j -0.000117536-0.000247869j 0.00143436+0.000589964j -0.00258514+0.00186052j -0.000704531+0.00198692j 0.00259762-0.000799554j -0.00181124-0.000803549j -0.000407017-0.00163271j -0.00306916+0.00229583j 0.00173658+0.000772925j -0.00696727+0.00231732j -0.00252596+0.00245036j -0.000411119+0.00407248j 0.00150997-0.000908654j 0.00283907-0.00460095j -0.000859922-0.000205396j -0.00444854+0.000634814j 0.00230791-0.00323039j -0.00262816+0.00100731j -0.00220759-0.000906302j 0.0071979-0.00326475j -0.00653327-0.000694009j -0.00215567-0.00470498j 0.00234563+0.000993361j -0.00248783+0.00184536j 0.0015735-0.000489818j -0.00299949+0.00663097j -0.00404213+0.00118156j 0.00569952-0.008068j -0.00143629-1.46794e-05j -0.00241882-0.0026289j 0.004504+0.00218038j -0.00068442-0.00076632j 0.000386387-0.00127348j -0.000822775-0.00132253j 0.00476674+0.00317454j -0.00876675+0.0081153j -0.0050933-0.00199887j -0.000991963+0.00902246j 0.0109647+0.00133265j -0.00606484-0.0039566j 0.0013362-0.00480578j 0.0079095-0.00267415j 0.0044007-0.00537285j 0.000693558+0.00501478j 0.00514118-0.00348775j 0.00263362+0.00334401j 0.000275457-0.0111985j -4.99168e-05-0.00198723j -0.00177816-0.00566664j -0.00265034+0.00120553j 0.00129267-0.00717899j 0.00484796-0.00259669j -0.000828641-0.00538996j -0.00068654+0.00261169j 0.000855285+0.00561054j -0.00106307+0.00247056j 0.000866294-0.00326553j 0.00152602-0.00200355j 0.00227703+0.00754047j -0.000736357+0.000906482j -0.00218043-0.00244763j 0.000791432+0.00361921j -0.000581185+0.00268888j 4.88566e-05+0.00112596j 
-0.000917225+0.00378137j -0.000594833+0.00211533j 0.000476375+5.84889e-05j -0.00237318-0.00156778j 0.000359045-0.000976171j -0.000103915-0.0013191j 0.00124204+0.00319545j -0.00086559-0.00112151j -0.00139713+0.0034247j 0.00190238+0.00158796j -0.00321257+0.0015083j 0.00291548+8.97791e-05j 0.000464484+0.0020396j -0.00123122-0.00245118j -0.000999901+0.00187617j 0.00253091-0.00183551j -0.00192866+0.00270787j -0.000123923-0.00323329j -8.40687e-05-0.00215725j 0.00331054-0.0019106j -0.000478815-0.000632595j -0.00265366+4.56993e-05j -3.17443e-05-0.000953871j 0.00114362-0.0029421j 0.00516369+0.00292697j -0.00196184+0.0063291j 0.0019497-0.000312584j -0.00555658+0.00126911j -0.003798+0.000270591j -0.000457602+0.00417043j 0.00574554-0.00300754j 0.00210042+0.00457066j -0.0010046+0.00588129j 0.0040314-0.000924296j -0.00378442+0.00281408j -0.000985277+0.00055317j -0.000848792+0.00503894j -0.000945444-0.00117174j 0.00443481-0.00942947j 0.00813165+0.00107763j 0.00540397-0.00213409j 0.000214551+9.69836e-05j -0.001676+0.0017935j -0.00361205+0.00466544j -0.0125319-0.0031389j 0.00805098-0.00242506j -0.007635-0.00185683j -0.00987449-0.0164195j -0.00881864-0.00103797j 0.00501233-0.000659666j -0.00475609-0.00818129j 0.000684038+0.00569808j 0.00179051+0.00301647j -0.00214522+0.00356932j -0.00306637+0.00531229j 0.00143366+0.004804j -0.00937772-0.00813456j -0.00263282+0.00206581j 0.0014549-0.00597341j -0.00363782+0.00161391j 8.86849e-05-0.00224355j 0.00322322+0.000772976j -0.0017618-0.00268667j -0.00407633+0.00148169j 5.65158e-06-0.00134904j -0.00298346-0.00402181j -0.00125491-0.00176919j -0.00271638-3.14889e-05j 0.00346578+0.000450825j -0.00317043-0.00122495j 
