5.04719e-13+0.0275736j 1.11051e-13+0.160709j 6.92323e-16-0.0876491j -7.36595e-16+0.00597353j 1.94087e-16-0.0155932j 3.84133e-15-0.0353028j 4.45448e-16-0.0325082j -7.32901e-16-0.037382j -1.86419e-16-0.0024562j 9.16746e-16+0.0799208j -2.41984e-15+0.00543519j 2.59702e-16-0.0797053j 2.35733e-15-0.0240249j 1.41371e-15-0.00637218j 1.26656e-15+0.0501786j 6.52308e-15+0.0424504j 1.06765e-14-0.0414547j 3.58719e-15-0.0203392j -1.14754e-14+0.109181j -1.272e-15+0.0409449j -2.16465e-14+0.0562113j 1.28808e-14-0.0929821j 1.00742e-14-0.0588473j -7.11791e-14-0.0764676j -5.67075e-16+0.0605514j -4.4193e-14-0.0647056j -4.9946e-15-0.0226562j 1.55132e-14+0.0865129j 1.07342e-14+0.0217377j -1.20638e-14-0.0988592j -1.03724e-14-0.00860356j 1.30613e-14+0.0211727j 1.89034e-14+0.013484j -2.29555e-14-0.0135674j 4.09889e-15-0.0237025j -6.91908e-15+0.0628636j 7.7774e-15+0.0456469j 1.52565e-14+0.0246729j -1.04641e-14-0.0163144j -1.04118e-14-0.0469373j -6.25262e-15+0.00229431j 2.39481e-14+0.0995717j 3.08502e-15-0.0207711j 2.0152e-14+0.0160004j 9.5284e-15+0.105464j -1.47988e-14+0.0565026j -6.40148e-15-0.0159331j 3.10725e-14+0.0983279j 1.9146e-15+0.0204577j -1.76552e-15-0.00963147j 1.7744e-15+0.000384315j 9.25918e-17-0.00373587j 2.78242e-15-0.0125569j 1.1701e-15-0.000695997j 2.05972e-17+0.01695j -6.03968e-16-0.0264951j 8.82872e-15-0.0609416j 3.00288e-15-0.00218027j -1.10777e-14-0.04738j 3.23129e-14-0.0210463j 9.32762e-15+0.0283304j -1.27022e-15+0.047229j 5.27647e-16+0.0310724j 2.42648e-16-0.00270719j -3.99436e-16-0.0376149j -1.47235e-16+0.0110176j 2.73338e-16+0.0167306j 2.86216e-15-0.030151j -4.7895e-16-0.00322453j 1.39145e-16-0.0382523j 8.51001e-16+0.0460918j 2.82485e-15+0.0307356j -9.49035e-16+0.0461768j -8.63067e-16-0.11866j -8.79445e-16+0.010756j 1.86523e-13+0.0456792j -8.33231e-13+0.123515j 
-6.52927e-15-0.000722896j -1.44464e-15-0.000457159j 7.81088e-17-0.00143177j -1.6214e-17+0.00136408j 4.3103e-17-0.000294114j -3.4564e-16+0.00166783j -2.77741e-17+0.000315803j 8.27383e-17-0.000137978j -4.74671e-17+0.00107706j -5.04404e-17-9.96374e-05j -1.19416e-16+0.00113728j 5.24608e-17+3.21662e-05j -6.11734e-17+0.00108719j 1.87193e-16-0.0011777j -1.03485e-17+0.000564182j 4.08734e-17+0.0008719j 1.39061e-16+0.000273739j -1.41525e-15+0.00163004j -1.51875e-16+0.000735186j 2.31607e-18+0.00180774j 2.38484e-16-3.20233e-05j -2.36223e-16+0.00217136j -1.27132e-17+0.000760672j -6.85733e-17+3.14362e-05j -1.32556e-16-0.000606853j 8.12551e-16+0.00152104j 4.51993e-17+0.000648509j -8.61526e-17+0.00147029j 2.709e-16-0.000384742j 1.90855e-16+0.00066383j 2.15845e-16+6.98602e-05j -8.39232e-16-0.000628757j -1.64646e-15-0.00178226j 2.55615e-15+0.00138051j -4.7207e-17-0.000593123j 8.14957e-17-0.000864055j -1.0459e-17+3.19944e-05j 7.12548e-17-0.00046211j -4.87497e-18-0.000882344j -3.979e-17+2.85866e-05j -1.1307e-17-0.000115662j -2.61401e-17-2.8618e-05j 2.40693e-16-0.00104377j -5.62897e-16-0.000819592j 2.02809e-17+0.000147227j -3.28131e-16+0.00117113j -2.74369e-17+9.09196e-05j 1.12474e-16+0.000408337j 6.13557e-17+0.000408258j 2.78252e-17-0.000368907j 4.18001e-17+2.31539e-05j 1.02482e-15-0.00144517j -1.64373e-16+0.000294724j 1.40728e-16+2.38644e-06j -1.55595e-16+0.0013082j -1.65735e-16+0.000793204j 5.2185e-18+0.000507407j 6.34544e-17-0.000687987j 2.36679e-16+0.00126703j -3.29522e-15+0.00203585j -1.9369e-16+5.44048e-05j 1.17271e-16-0.00058489j -1.59735e-17+8.59762e-05j 8.33304e-17-0.00164872j -6.99556e-17+0.00104994j 4.75566e-17-0.000181653j -1.39879e-16+0.00119943j -1.07607e-17+0.000199553j 1.44694e-17+0.000801428j 3.09354e-17+5.20254e-05j 4.01519e-18+0.000166897j -6.07255e-17+0.00140143j 1.0745e-16-0.000774421j 1.87222e-17-0.00115591j 1.71527e-17-0.00161974j -1.64718e-15-0.000121089j 7.25952e-15-0.0010052j 
-8.58941e-16-0.000211946j -2.70721e-16+0.000458408j 3.45699e-17-0.000572393j 2.88893e-17+0.00153506j 5.79103e-17-0.00105457j 1.76482e-16-0.00144142j 3.18749e-17-0.000403879j -1.43744e-18+0.00168412j 1.88759e-17-0.00128276j -7.05455e-17-0.000539483j -4.06105e-18+0.000276859j -1.35264e-17+0.00103532j 6.44937e-17+0.000303948j 2.28424e-16-0.00119495j -1.26944e-16+0.000472528j -1.24681e-16-0.000305554j -3.41833e-16+0.00174305j -7.91411e-16+0.00123435j -9.62901e-17+0.000662078j 8.54285e-18+0.00284831j 5.03532e-16-0.00196625j -2.22969e-16+0.00127626j 6.67731e-17+0.00152771j -3.10759e-17+0.000132406j -2.93608e-17+0.000253009j 7.86167e-16+0.00176782j 4.51117e-17-0.000197771j 1.24024e-16+0.00176128j 2.73278e-16+0.00140469j 9.78268e-17-0.000662383j 2.0822e-16+0.000514062j -4.16249e-16+0.000143393j -8.78904e-16-0.00106252j 1.07318e-15+0.000780317j -6.08937e-17+0.00195319j 4.20444e-16-0.00353809j -9.04338e-17-0.000804331j -2.43064e-16-0.00172184j 4.55252e-16-0.000377312j 9.3934e-17+0.000813899j 2.12089e-16+0.00123753j -4.4637e-16-0.00202533j -2.47844e-17+0.00010658j 1.74474e-15+0.00198581j 8.27954e-17+0.00179672j 4.18107e-16-0.00151704j -3.74209e-16+0.000250239j 1.23892e-16+0.00117507j 3.19515e-17+0.00120165j -4.40342e-16-0.00207409j 3.45689e-16+0.000756638j -8.93849e-16+0.00133977j 5.04754e-17-0.000916753j 1.78171e-17+7.78242e-05j 2.70077e-17+0.00214445j 1.18918e-16-0.00109355j 2.354e-16-0.00126722j -1.12773e-16+0.00252189j 3.09626e-16+0.00095665j -4.2578e-16+0.000349941j -3.32846e-16-0.00137566j -2.12486e-17+0.000906077j 1.09099e-16-0.00215075j -6.55039e-17-0.000241401j -4.15453e-17+0.00132317j 4.40409e-17+0.00071477j -4.22735e-17+0.000448521j 1.92723e-16-0.00140012j -3.94305e-18+0.00063448j 3.59511e-17-0.000672135j -1.80038e-17-0.000270227j -1.34422e-16-0.00114868j -5.6302e-17+0.00163211j 2.88308e-18-0.00049638j -5.99533e-17-0.000301357j 8.56577e-16+0.000342919j -4.161e-15+0.00063573j 
1.82248e-14+0.00237282j 4.06651e-15-0.000413696j -6.39315e-17+0.000673023j -2.90362e-17+0.000933599j -7.29254e-17+0.00117416j 1.62498e-16-0.000930759j 1.05787e-16+0.00162285j -1.97608e-17-0.00049194j 7.01864e-17-0.000206103j -4.41105e-17-0.00134114j -1.36749e-16-0.00129462j -3.87536e-17+0.00105684j -1.26217e-16-0.00302894j -9.79621e-17-0.000144425j 1.68125e-16+0.000923042j -3.02202e-16-0.00156311j -2.74894e-16+0.00136143j -6.45284e-17+0.00015594j -1.60999e-19+0.000537048j 2.13196e-16-0.000195687j -1.74339e-16-0.000870044j -8.96675e-17-0.00222072j -7.92691e-17-0.000468294j -1.84077e-15-0.00174945j -1.71286e-16-0.00107989j -2.11272e-16-0.000753667j -1.64224e-17+0.000292395j -1.19136e-16-0.000986966j -1.06826e-16-0.000492247j 2.8163e-16+0.00220879j 2.39517e-16+0.000764591j -3.16742e-16-0.00226833j -7.9642e-16-0.000126499j -3.90361e-15-0.00210032j 3.32929e-17+0.00170474j -1.37124e-16+0.00057553j -4.41617e-16-0.00131394j -4.91587e-16-0.000470281j 5.54438e-16+0.00129771j 5.34282e-16+0.00275657j 2.04425e-16+0.00145013j -1.37509e-16-0.000572592j 1.2332e-16+0.00195232j 5.4464e-16+0.000939929j 4.17813e-16+0.00130876j -1.16518e-16-0.000139066j 1.31775e-16+8.87296e-05j -3.9652e-17-0.000642182j -1.9385e-16+0.000565255j 1.15594e-15+0.00332501j -9.07009e-16-0.00157677j -4.24697e-16+0.000315672j -2.75649e-17-0.000406204j 6.73883e-17+0.00289391j -8.50551e-18-0.000543946j 1.63222e-16-0.000330993j 3.69659e-17-0.000950593j -2.3831e-17-0.00078491j 6.72809e-16+0.00271832j 2.17263e-15-0.00154596j -1.79604e-16-0.000728023j -2.93864e-17-1.15248e-05j 4.72186e-17+0.00129512j 1.41977e-16+0.00277291j 2.85663e-17-0.000871161j -7.69068e-17-0.00137354j -2.88576e-17-0.0009568j 7.72553e-18+0.00156175j 3.28279e-17-0.000543866j -2.29201e-17+0.000220625j -3.27835e-17-0.000936325j -1.92641e-17-0.00155057j 7.14784e-17+0.000689111j -4.9748e-19+0.000252919j -7.39418e-18-0.000376787j 2.79412e-15-0.0023895j -1.23158e-14+0.0011393j 
2.42413e-15+0.000302883j 4.50576e-16+0.000247994j -5.00241e-16+0.000536566j -1.67512e-16-3.10443e-05j -6.76615e-16+0.00085377j 1.80911e-15-0.00186414j 1.25e-15-0.00153299j -5.40842e-16+0.000569067j 8.01679e-16-0.000874652j -1.0432e-15+0.00133241j -1.09263e-15+0.00130837j -8.46982e-16+0.000965165j -9.68216e-16+0.00130563j -1.79044e-15+0.00183093j 1.58939e-15-0.00208948j 3.21108e-16-0.000278464j -1.28037e-16+0.000147952j -1.54138e-15+0.000941028j 8.35913e-16-0.000966214j 8.29585e-16-0.000976732j 6.34675e-16-0.000502224j -1.23971e-15+0.00135036j -1.58914e-15+0.00176477j 1.06005e-16+0.000947918j -2.14964e-15+0.00262062j 2.47164e-16-0.00128568j -1.15028e-15+0.00107755j -2.49818e-17+0.000581747j -1.00629e-15+0.00128562j -3.64453e-17+0.000147544j -2.11312e-15+0.00260724j 5.8511e-16-0.000179005j -3.12333e-16+0.00141464j 1.29715e-16+0.000517358j -7.92695e-16+0.00092314j 1.02325e-15-0.000886403j -5.75426e-16+0.00118704j -5.43267e-16+0.00119299j 4.45235e-19-0.000708783j 1.95849e-15-0.00290164j 2.17782e-16-0.000434443j 6.88751e-16-0.000627502j 9.9867e-16-0.00148069j 2.7647e-16+0.000148834j 1.10505e-15-0.00156596j 1.03583e-15-0.000846055j 1.18913e-15-0.00143512j -6.34788e-16+0.00128968j -7.3409e-16+0.000900645j 1.42091e-15-0.00269592j -2.41664e-16+0.00117428j -2.5955e-16+0.00011232j -1.43716e-15+0.00145617j -5.36746e-16+0.000312537j -1.22281e-15+0.00164458j -2.35544e-16+0.000289724j -9.24678e-16+0.000883291j -2.36217e-15+0.00273656j 4.41451e-16-0.000990607j -3.61298e-15+0.00158902j 2.20023e-17-5.53262e-05j 1.60051e-16-6.83654e-05j 8.68566e-16-0.0010226j 1.01389e-15-0.00132539j 5.85671e-16-0.000593372j -1.46561e-17+0.000227734j -6.91541e-16+0.00076941j 3.38444e-15-0.0035796j 1.88654e-16-0.000351949j -3.30769e-16+0.000518807j -3.62925e-16+0.000411757j 1.28058e-15-0.00151252j 1.21358e-16-0.000261031j 2.09414e-16-0.000305673j -3.22443e-16+0.000491347j 3.21598e-18+0.000525746j -1.37664e-15+0.000260605j 
-3.37757e-15-0.000341007j -7.18166e-16-0.000316407j -4.36688e-17-0.00145306j -3.9965e-18+0.00256968j -1.98705e-16-0.0017197j -5.78002e-17+0.00190491j 8.24907e-17+0.000347247j 2.60352e-17+0.000475536j 3.30441e-17+4.48432e-05j -1.57608e-16-0.00148621j -7.03512e-17+0.000624096j -5.77647e-17-0.00150476j -3.07578e-17+0.00146774j 9.19409e-17-0.00249885j 2.7377e-16+0.00161627j 1.47834e-16+0.000650403j 1.83729e-16-0.00110509j 2.06375e-16-0.000432117j 1.98076e-16-5.30544e-05j 1.28682e-16+0.00174443j 2.11805e-17+0.00112835j -1.12314e-18+0.00126416j -1.93137e-16+0.000759249j 8.22493e-16+0.000881729j -2.04231e-16-0.000936318j 1.84912e-15+0.00341782j 7.96601e-17-0.00166674j -2.57927e-16+0.00112156j 1.76558e-16+0.000605603j -3.05798e-16-0.000459015j -2.28606e-16-0.00276025j -6.08051e-16+0.000284765j -1.75544e-15-0.00215896j 4.18293e-15+0.00199031j -1.53845e-16-0.00229037j 6.87749e-16-0.0037781j -2.76888e-16-0.000244649j -5.40947e-16-0.00212625j 5.30677e-16-0.000222645j 5.39689e-16+0.00116282j 2.79044e-16+0.000608684j -1.98292e-16-0.00047954j 1.9488e-16-0.00048768j -2.38412e-16-6.7905e-05j 1.28752e-16+0.000345934j 1.14968e-16-0.000108453j 1.837e-16+0.000787851j -6.79941e-16-0.00184117j -6.47586e-17+0.000425036j -3.75685e-17-0.000668773j -8.33935e-17-0.000691463j -8.78783e-16+0.00161484j -1.53202e-16+0.000502234j -2.18752e-16-0.00198613j -1.41475e-16-0.00104092j 8.16506e-17-0.00152723j 1.18987e-16-0.00106724j -5.66207e-17-0.00197346j 1.23578e-16+0.00041309j 1.475e-16-0.000270958j 2.31587e-16+0.000921282j 1.36472e-17+0.000301257j -8.58485e-17-0.000632345j 6.55131e-17-0.00152366j 1.53515e-16+0.00178448j -4.74185e-17+0.000514368j 9.39158e-18+0.000774585j -7.29395e-17+0.00276021j 1.22401e-16+0.00118486j -7.7286e-17-0.00172791j -1.1616e-17-0.000304496j 2.11209e-16+0.00107006j 4.97446e-17+0.00073088j 1.73585e-18-0.000572085j -5.03378e-17-0.00202173j -1.40672e-17-0.000979947j 1.27961e-16-0.000240088j 
-2.77403e-15-0.000394739j -6.68308e-16+0.000227186j 1.66709e-18+0.000361532j 5.08054e-18-0.000421845j -5.76324e-17-0.000645119j 1.47076e-16-0.000215334j 5.1152e-17+0.000136182j -1.03808e-16+0.00134205j 1.16237e-17-0.00039938j -7.41884e-17-7.53046e-07j 9.72749e-17-0.00165359j 5.83497e-17-0.00124358j 7.64944e-17-0.00136915j -1.87147e-16+0.00046477j -8.85553e-18+0.00128965j -8.88423e-18+0.000415695j -1.60668e-16-1.49012e-05j 7.57753e-16-0.000948088j -5.34919e-17+0.000324262j -3.5413e-17+0.000431747j 1.07663e-16-0.000379189j -1.62064e-16+0.000746316j 2.00009e-16-0.00149369j -1.64915e-15-0.00189814j 1.55315e-17-0.000733987j 4.31433e-16+0.000979902j 2.67012e-16-0.00100833j -5.15614e-16+0.00125071j 2.90465e-16-0.00167713j -2.16652e-16-0.000361869j 4.50753e-17-0.000663488j 5.11202e-17+0.000171531j -1.85577e-16-0.00029029j 3.79285e-16+0.000201387j -2.15003e-16+0.000324141j 2.55945e-16-0.000850169j -1.62556e-16-0.000451839j -2.87236e-16-0.00145817j 3.82756e-16+0.000325945j 2.45527e-16+0.000326605j 2.07821e-16-0.000152654j -2.99784e-16-0.00183993j -1.3595e-16+0.000949061j 8.65209e-16+0.0012571j 4.66693e-17+0.00134002j 9.88911e-17-0.000554501j 7.18628e-17-0.00032768j -2.87497e-17+9.68248e-05j -1.23403e-17-0.0012514j 1.57454e-16+0.00147496j -3.19364e-16+0.000145913j -1.36604e-15+0.00181006j 2.31625e-16-0.00074075j -1.89659e-16+0.000531399j 2.14915e-16-0.00236399j 1.84595e-16-0.000746128j -9.41201e-17-0.000107459j -1.06949e-16+8.30141e-05j -2.11029e-17-0.00049802j 2.04098e-15-0.00128465j 7.50553e-17-0.00021731j -9.62888e-17+0.000388779j -4.24639e-17+0.000138739j -2.06217e-17+0.00135751j 1.48808e-16-0.00111192j -8.56035e-17+0.000523547j 1.30489e-16-0.00152939j -9.28383e-17+0.000994244j -3.46005e-18+0.00078805j -1.06784e-17-0.000654491j -5.46668e-17+0.000379749j 7.53813e-17-0.000279139j -1.38217e-16+0.00160346j 9.98986e-18+0.00120639j -5.85082e-18+0.000573297j 3.96105e-16+0.000378942j -1.96571e-15+0.000343939j 
1.83426e-14+0.00209929j 3.99279e-15+0.000851517j 1.19852e-17-0.000499101j 1.5129e-17+0.00123913j 1.09865e-16+0.00207071j 6.51364e-17-0.000966143j -1.7579e-17-0.00100556j -1.83175e-17-0.00163612j 1.24449e-17-0.000332945j 4.8979e-17+0.00248145j 1.98251e-17+0.00099664j 2.49582e-17+0.00177596j 4.2016e-17+0.00153037j -1.14363e-16+0.00135133j -1.45007e-16-0.00134541j -2.45871e-16-0.00141609j -2.39851e-16+0.00115507j 1.04633e-15-0.00118634j -1.40707e-16+0.00164635j -2.88373e-17+0.000778921j -3.91796e-16+0.00150825j 3.13107e-16-0.00247507j 5.86171e-18+0.00174018j 1.50516e-15+0.001577j -4.43738e-17-0.000412672j -1.1478e-15-0.00205047j -1.6613e-16+0.000418491j 4.37672e-16+0.000370281j 2.01257e-16+0.00115933j 1.67663e-16-1.89304e-05j 1.78438e-16+2.22188e-05j -4.76751e-18-0.00224362j -2.1563e-17+0.000707413j -4.98356e-15-0.00243723j 3.08262e-16+0.00352732j 1.91495e-18-0.00055365j 5.88782e-16+0.00143699j 9.24011e-16+0.00229731j -9.69898e-16-0.00137971j -7.27265e-16-0.00321422j -2.89534e-16-0.00105396j 4.08087e-16+0.00114126j -1.52074e-16-0.000143617j 1.14981e-15+0.000901408j -1.28446e-16-0.000539746j 1.81795e-16-5.04545e-05j 1.06665e-17+0.00172892j -3.65908e-16-0.000537251j 2.34236e-17+0.0015137j -3.44784e-16-0.00292504j 3.52613e-16-0.000981437j 1.57663e-15-0.00235212j -9.43501e-17-0.00162339j 7.14989e-17+0.000605653j 1.10506e-16+0.00224297j 5.12972e-17-0.00179797j 3.47618e-16-0.000439796j 9.59582e-17-0.0011774j 3.17686e-16+0.00182384j -4.96543e-16+0.000383907j -3.10914e-16-0.000946307j 5.55889e-17+0.000599688j 5.11791e-17+0.00114244j -4.0934e-17-0.00282614j -3.24577e-18-0.000843864j 8.41337e-17-0.000793497j -5.59518e-17+0.000516978j 3.61468e-16-0.00337465j -6.54983e-17-0.00112447j 5.31608e-17+0.000321278j -3.79551e-17+0.00060528j -7.88642e-17-0.000850645j 1.39506e-18-0.00166833j -5.34223e-17-0.00206205j -5.33008e-17-0.000989841j 2.15075e-15-0.00126544j -9.73172e-15+0.00103493j 
-2.03251e-14-0.00249685j -4.42268e-15-0.000184647j -1.09349e-18-0.000584783j 5.85008e-18-0.000969642j 3.82811e-17-0.00125761j -2.62023e-16+0.00124701j -1.10887e-16-0.000466414j 1.02976e-16+0.000886239j -4.41337e-17+0.000620526j 2.65238e-17-0.000231498j -5.87513e-18-0.00037617j -4.85618e-17-0.00110532j 6.8822e-17+0.00157585j 1.57463e-16-0.000481067j -9.10888e-17+0.0001295j 1.99238e-16+0.00119902j -1.17004e-16+0.000494405j 3.31601e-16-0.000493363j 1.17372e-17+0.000935056j -3.02228e-17+0.000547948j 2.74784e-16+0.000546631j 5.05277e-17+0.00175341j 6.7354e-17+0.000137066j 1.84491e-16+0.000240295j -5.46053e-17-0.00194383j 8.64972e-16+0.00176798j 1.65599e-16-0.000850202j -1.59103e-16+0.000521672j 3.53455e-17-0.000679911j -4.04813e-16-0.00117336j -2.64454e-16-0.00236911j 1.90095e-16+0.00131328j 2.71815e-16-0.000410871j 5.64167e-16+0.000310362j 1.421e-16-0.000628962j 4.20182e-18+0.000212741j 2.17034e-16+0.000358061j 1.76054e-16-0.000288527j -1.96647e-16-0.000158402j -2.60151e-16-0.000792666j -1.17654e-16-0.00142149j 2.01587e-16+0.000503889j 1.49557e-16+0.0011964j 1.76537e-16+0.000158952j 1.20363e-16+0.000475017j -1.95307e-16+0.000607638j -1.74094e-17+0.000353091j 5.54087e-19+5.00145e-05j 5.68961e-17-0.00113659j -3.73194e-16-0.000257628j 2.23397e-16+0.000846858j 4.21957e-16-0.000585769j 3.65647e-17-0.00160425j 3.67369e-17-0.00177272j -1.89459e-17-0.000311964j -1.3923e-16+0.000450346j 8.87192e-17+0.00148593j -6.20102e-17-0.00140704j -2.55146e-16-0.000886665j -1.22914e-15+0.000897514j -4.44199e-16-0.000890742j 4.7118e-17+0.000220373j -3.40312e-17-0.000353227j -1.21866e-16-0.00137581j -9.3433e-17+0.000494146j 1.08673e-16+0.00178335j -6.67493e-17-0.00049557j -2.62698e-16+0.000481462j 4.20025e-17+0.000785046j 3.42104e-17+5.07972e-05j 9.617e-17+0.000721516j -9.43387e-18+0.00149726j 3.33196e-17-2.2339e-05j -3.16246e-17+0.000352991j 3.08279e-17+0.000200186j -3.06888e-15+0.00199374j 1.39712e-14-0.00144615j 
1.40958e-14+0.00171933j 3.0796e-15+0.000181084j -7.76415e-18+0.00115559j 3.54673e-17-0.000160074j 5.56824e-17+0.00123435j 7.74441e-17-0.000969956j -3.94177e-17-0.000264484j 1.03055e-17+9.02224e-05j -3.71629e-17-0.000243198j -6.68732e-18-0.000856754j 5.74362e-17-0.000198484j 2.25746e-17-0.00146069j 9.32265e-17-0.00127319j -3.90749e-16+0.0031572j -1.13133e-16-0.000737451j -2.94654e-17+3.89526e-05j -1.42432e-16+0.000886012j -2.56585e-16+0.000196423j -2.86923e-16+0.00111001j 1.11017e-16-0.00366102j -8.58464e-17+0.00178882j 1.76411e-16+0.00108038j 2.99357e-16+0.00166252j -2.52366e-15-0.0024799j -3.89131e-17-0.000814883j -3.66652e-16-0.000890428j 1.10743e-16+0.00117727j 1.96624e-16+0.000726653j 1.83888e-16-0.00103195j 5.15627e-16+0.00298188j 5.02639e-16+0.00116315j -1.4083e-16-0.00189938j 1.14966e-16+0.00106125j -2.45104e-15-0.00134727j 9.41058e-17-2.71174e-05j -2.57925e-16+0.00135455j 3.31133e-16+0.00144561j 6.37986e-17+9.56627e-05j -3.92118e-16+0.000162573j -4.1126e-16-0.0019937j -1.27426e-17-0.00146493j -9.76667e-17-0.00109619j -2.14065e-16+0.00219726j 8.29195e-16+0.00105837j 7.50676e-17+2.70902e-05j -5.12773e-16+0.000629905j 2.05294e-16-0.00355464j 6.23056e-16+0.000664031j 1.08601e-16-0.000348201j 2.97166e-17+0.00195581j -1.0884e-16+0.000818731j -7.95183e-16+0.000961456j 5.39754e-17+0.00171423j -1.28514e-16+0.00211311j 2.25735e-16-0.00149214j -2.50106e-17-0.00126195j -2.73593e-16+0.00270479j -2.93568e-17-0.00128764j 1.15699e-16+0.000566035j -2.91329e-15+0.00202711j -4.37043e-16-0.000979204j 2.62705e-17+0.000129483j 1.76104e-17+0.00169173j -7.67738e-17+0.000889093j -2.58573e-17-0.00334531j 3.34578e-17+0.00135603j 9.98925e-17-0.000562788j -1.52558e-16+0.000106417j -5.61199e-17-0.000675515j 1.5624e-17+6.13238e-05j -1.11199e-17+0.000738737j -1.52826e-16-0.00168159j -3.60907e-17+0.000230289j -1.30425e-17+0.000451617j -6.55323e-18+0.000590923j 2.39397e-15-0.000992582j -1.07019e-14+0.00122916j 
-1.50739e-14-0.00140468j -3.56885e-15-0.00229381j 2.4118e-16-1.82478e-06j 1.86508e-16+0.000862318j 1.75719e-16+3.73884e-05j -3.29112e-16-0.0011675j -5.83768e-17+0.000305677j 2.27136e-16+0.00166755j -2.51009e-16+0.00015014j -2.64484e-16-0.00383062j 7.08991e-17-0.000250004j 2.60611e-16+0.00112782j 2.46497e-17+0.00184286j 4.22531e-16-0.00253295j -2.63553e-16-0.00105156j -2.71104e-16-0.000438734j -1.34291e-16+0.000830658j 1.68756e-16+0.00011436j -4.87868e-17-0.00206673j 1.42685e-17+0.000121984j 4.74171e-16-0.00137331j -9.94253e-17+0.00369598j 1.14254e-16+0.00223455j 2.05153e-15+0.00205331j 1.92483e-16-0.00128553j 7.76153e-16+0.00172668j 7.90558e-17-0.00042405j 2.81258e-16-0.000542682j 1.91154e-16+0.00235124j 1.67531e-16+0.000354941j 2.43453e-16-0.000680312j 1.05177e-16+0.00166487j 2.86815e-16-0.000387581j 6.74254e-16+0.000408904j 5.086e-16+0.00015221j -2.54896e-16-0.00323625j -1.93968e-16-0.000783005j -5.17404e-16-0.00166434j 2.10908e-16-0.000951053j 4.58055e-16+0.00260125j 4.35752e-16+0.0015656j -3.31124e-16+0.00065044j 7.67973e-17+0.000941105j 3.86816e-16+0.000368425j 5.6901e-17+0.000204863j 7.36242e-17-0.00278334j -2.64016e-16+5.95763e-05j -6.98931e-16-0.00136431j 2.28583e-16+0.000657366j -1.05163e-15-0.00261962j 5.54734e-16-0.000184534j 1.0831e-16+0.000733263j 5.11649e-17+0.00169822j 4.02362e-18-0.00248705j 1.18613e-16+0.00196672j -4.00624e-16+0.000404857j -2.18466e-16+0.00137555j 4.05687e-16+0.000818635j 5.09256e-17-0.000317601j -1.28235e-15+0.000861972j -7.17461e-16-0.00175218j 1.13468e-16+0.000564986j -3.7082e-16-0.00322386j -5.02959e-17-0.000927153j 1.27102e-16+0.00332736j 2.80882e-17+0.00159275j 4.80706e-17+0.000188487j -4.14557e-16+0.00102368j -1.67117e-16-0.000401927j 7.12005e-17+0.00156326j -2.30512e-16-0.0018292j -7.76023e-16-0.00205611j 1.00698e-16+0.000371891j 1.23052e-16+0.000267397j 2.19991e-17-0.000623665j -3.64765e-15+0.000122139j 1.53508e-14-0.00205414j 
1.79842e-14+0.00235305j 3.03211e-15-0.000987803j 8.64803e-16+0.00186091j 7.39361e-16+0.00138779j 8.35374e-16+0.00182895j -1.33958e-15-0.00372162j -3.85734e-16-0.000888175j 8.41096e-16+0.00140713j -9.99073e-16-0.00209278j -6.84526e-16-0.000675667j 7.20022e-17+6.21678e-05j 8.90126e-16+0.00188969j 2.98203e-16+2.68609e-05j 4.32895e-16+0.00185022j -1.07204e-15-0.00181313j -1.20045e-15-0.00191808j 2.40025e-16+0.000928664j 3.82408e-16-0.000415241j -8.90946e-16-0.00198175j -4.25224e-16-0.000995327j -2.71789e-16-0.0010719j 1.02328e-15+0.00164715j 1.45938e-15+0.00263709j 1.26069e-15+0.000848806j 5.43564e-16+0.00132503j -7.51446e-16-0.000913961j 8.53895e-17+0.000675816j 9.24027e-16+0.000838014j 1.24265e-15+0.00182179j 1.18865e-15+0.00154421j 1.6354e-15+0.00275725j -3.09703e-16-0.00101884j 7.03792e-16+0.001042j -1.59436e-15-0.000452821j 1.56657e-15+0.00329289j -1.95627e-15-0.0044822j 2.84011e-16+0.000251251j -7.07917e-16-0.00090046j -7.58819e-16-0.0014507j -4.86749e-16-0.0010112j 7.33786e-16+0.000983836j -2.11665e-15-0.0030879j -3.79654e-16-0.000316035j 3.35574e-15+0.00230653j -4.57396e-16-0.000720493j -1.1024e-15-0.00398667j -7.59247e-16-0.00120369j -7.11607e-16-0.000534461j 6.43772e-16+0.00130154j -2.72419e-15-0.00368951j 8.07644e-16+0.00023793j -2.23679e-16+0.00258187j 9.92632e-16+0.00222139j -1.27678e-16+0.000816836j 8.14429e-16+0.00101901j -1.06494e-15-0.00272673j 4.82923e-17+8.40087e-05j 1.47218e-15+0.00336085j 2.57965e-16+0.000331738j 1.24187e-16+0.000136541j -1.00567e-15-0.00129075j 5.03755e-16+0.000885474j -1.14846e-15-0.00199788j -2.23542e-16-5.4701e-05j 7.22515e-17-0.000527198j 4.17691e-16+0.000274427j -2.51841e-17-0.000101476j -8.28156e-16-0.002738j -6.21542e-16-0.00115551j 2.76689e-16+0.000400875j -6.51469e-16-0.000913516j -2.66267e-15-0.00469399j 3.93826e-16+0.000789223j 4.38371e-16+0.000764314j 5.67002e-17+0.000282807j 1.43008e-15-0.00183613j -9.81319e-15+0.000943631j 
