-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
1.57592e-15-0.0011915j 1.04423e-15-0.00246867j 2.04963e-16-0.000973871j 3.82581e-17+0.00110995j 1.58149e-17+0.000268825j -4.49209e-17+0.000784347j -9.50274e-17+0.000159093j 1.73551e-17+0.000214408j 4.82679e-17-0.000281769j 9.98386e-17-0.000427704j -2.14628e-17-0.000100712j 2.38119e-17+0.000234065j 9.33591e-17+0.000739076j -4.92357e-17-0.000374228j -3.6935e-17-0.00039958j 4.6019e-17-0.000168323j 5.50987e-17+0.000632808j -1.38695e-17+0.000337413j 7.51871e-17-0.000157896j 9.44618e-18+1.60111e-05j -9.46452e-17+0.000332101j -2.76619e-17+0.000202174j -6.33376e-18-0.000295695j 8.42296e-17+0.000638809j 9.38575e-18+0.000874068j -2.6037e-17+0.000442469j -1.56519e-17-0.000424931j 8.19931e-17-0.000812307j 3.00368e-16-0.000773482j -2.99848e-15-0.000530367j -8.35669e-15+0.00133311j -3.97343e-16+0.000641272j 1.44139e-15+0.00274075j 4.18544e-16-0.00125429j 3.64327e-18+0.00149211j 1.88057e-16-9.71451e-05j -1.12909e-16+0.00109993j 1.06379e-16-0.00168747j -8.53176e-17-0.00037894j 4.68503e-16-0.00272319j -1.34725e-16+0.000220946j -4.50955e-18+0.000789742j -8.26805e-15+0.00207635j 2.32859e-16-0.00122359j 1.02503e-16-0.00214409j 1.20803e-16-0.00124586j -4.15586e-17+0.00139259j 3.66366e-16-0.00142576j -2.39123e-16+0.000291848j -1.75262e-16+0.00313587j -4.69985e-16+0.00124941j 3.15987e-16-0.000838203j 3.42724e-16-0.00311042j 1.7461e-16+0.000374453j -2.95696e-17+0.000598325j -5.03941e-17+0.00170181j 2.07238e-18-0.000128213j 1.92769e-16+0.000297219j -2.77279e-16+0.00158555j -5.21081e-17+0.00212458j -1.98897e-16+0.000193135j 1.93411e-16-0.00127757j 1.66458e-16-0.00109246j -2.63275e-16+0.00207211j -5.34968e-17+0.00150667j -7.49914e-17+0.000566883j -3.61873e-16+0.000531737j -1.17779e-16+0.001937j 3.79006e-16-0.00329582j 2.75338e-18-0.000904342j -1.78557e-15-0.00113031j 4.71684e-15+0.00268404j 
-2.14437e-15+0.00244974j -9.48253e-16+0.00121538j 1.09616e-16-0.000854708j -7.84335e-18-0.000829102j -1.19408e-18-0.000728867j -2.08e-17-0.00120834j -4.27999e-17+0.000526033j -4.50881e-17-0.000217969j 4.23367e-17-0.000124386j 6.41276e-18+0.00010024j -3.21526e-18+0.000336779j -2.67081e-17-9.94051e-05j -4.18828e-17-0.00120346j 1.46456e-16+0.000909906j 1.58631e-17+0.000130538j 4.76796e-17-1.15836e-05j -5.46468e-17-0.000862814j 2.34947e-17-0.00109362j 1.00447e-16-0.000520194j -4.8089e-17-0.000407243j -2.09555e-17+0.000225442j 5.24338e-17-0.000358067j 4.24529e-17-0.000124722j -4.48027e-17-3.89952e-05j -4.86091e-17-6.83077e-06j -4.38322e-17+0.000258111j -2.59298e-17+0.000610791j 4.56444e-17-0.000444511j -3.8927e-16-0.000229075j 6.64177e-15+0.00105876j 2.25266e-15-0.000343305j 8.91931e-17-0.000872052j -4.19397e-16-0.000295244j 1.3424e-16-0.00191809j -7.28079e-17-0.000701547j -8.89563e-17-0.00256047j -6.58913e-17+0.000129453j 1.54818e-16+0.000742632j 3.33359e-17+0.00045493j 1.64326e-16-0.00289578j 3.22801e-17+0.000510944j -7.11336e-17-0.000438228j 2.58403e-16-9.79609e-05j 1.29558e-16-0.00131755j 1.53519e-16+0.0010645j 1.14898e-16+0.000237524j -5.86348e-17-6.50992e-05j 1.46698e-16-0.00297873j -3.78088e-16+0.00251872j -7.63164e-17-0.00138801j -4.21691e-16+0.0010857j 2.65505e-16-0.00093665j 1.10878e-16+0.00129147j -3.12918e-16-0.00321508j -1.5963e-16+0.00126068j 1.04239e-17-0.000142058j -1.59098e-17+0.000963014j 3.6309e-17-0.00271361j -1.57176e-17+0.00103981j -9.85315e-17+0.000404092j -2.86632e-17+0.00109669j 1.06249e-16+1.57983e-05j -5.14094e-17-0.00115426j -1.42532e-16+0.000802758j -8.91687e-17-0.000607586j -1.23126e-17+0.000789908j -8.18849e-17+0.00374044j -1.24424e-16-0.000698676j 2.2424e-16-0.000169064j -9.75575e-18+0.000378276j 1.3298e-15+0.00248688j -4.24645e-15-0.00177571j 
5.97424e-16-0.00129817j 6.03773e-16+0.00112181j 1.69235e-16+0.00157837j -6.41447e-17+0.000275596j -3.18735e-17-2.83601e-05j 4.7707e-17+5.10365e-05j -1.33832e-16-0.000808916j -2.59194e-16-0.000727102j 5.74253e-17+0.000503702j 1.02589e-16+0.000215644j -3.56619e-17-0.000172151j 2.12286e-16+0.00100857j 1.58429e-16+0.00129931j -1.80991e-16-0.000725645j -2.06499e-17-0.000234608j 3.59901e-17+9.28933e-05j 3.21263e-17+0.000566584j 1.39465e-16+0.000874752j 1.05397e-18+0.00106896j -1.32264e-16-0.000805328j 3.01874e-17+0.000499639j 2.28068e-17+2.74697e-07j -4.05209e-17-0.000330115j -1.17301e-16-0.000367603j 7.71761e-17+0.000537477j -8.49535e-18-0.00038042j 1.76131e-16+0.000355148j 1.36248e-16+0.000965984j 7.59483e-16+0.0011602j -6.92847e-15-0.00104535j 2.06366e-15-0.000346147j 2.78162e-17-0.000137009j -4.56564e-16-0.000743591j 1.78704e-16+0.00250847j 3.9274e-17+6.01934e-06j -2.02567e-16-0.00133828j 4.91197e-17-0.000757125j -4.13488e-17+0.0014503j -2.99119e-16+8.95765e-05j 5.45247e-16+0.000872281j -2.28079e-17+0.000658123j -1.40642e-18-0.00122825j -3.19563e-15+0.000796503j 1.84852e-16+0.00354456j 3.54214e-16+0.00141021j -2.86595e-17+0.00192035j -1.88683e-16-1.36496e-05j 1.34464e-16+0.00190314j 8.32094e-17+0.000751016j -1.67232e-17-0.00178225j 3.26706e-16-0.00205305j -5.11441e-17+0.00241821j -2.22289e-16+0.00185537j 2.31548e-16+0.00103692j 3.51046e-16+0.00120118j -7.44721e-17+1.24911e-07j -8.13753e-17+0.000201044j -4.32824e-18+0.0015038j -5.44e-16-0.00132397j -4.47905e-16-0.00121954j -2.72755e-16+0.000488267j -1.12907e-16+0.000926975j 1.65879e-16-0.0030037j 9.3027e-18-0.00152402j 3.85202e-17-0.00126616j 2.1396e-17-4.26112e-05j -1.5147e-16-0.00105492j -8.46286e-17-0.00109334j 3.82313e-16+0.00268472j -1.59846e-16-0.00119842j 1.87104e-16-0.00197933j -8.11956e-16-0.000901734j 
1.74663e-15-0.00137684j 7.33973e-16-0.00193605j -1.71336e-16-0.000469497j -1.10717e-17+0.000786107j 3.34209e-17+4.07379e-05j 6.57487e-17-0.00122261j 6.12436e-17+0.00089507j 1.64616e-16+0.000358825j -3.89311e-17-0.000558771j -5.21212e-17-0.000573797j 2.57748e-17-9.26619e-05j -7.80444e-17-0.00149921j -1.39678e-16-0.000544986j 1.16381e-16+0.000849836j 1.12235e-17+0.000154138j -1.95816e-17-0.000115727j -9.88639e-18-0.000747333j -6.55047e-19-0.001269j -6.91015e-17-0.000251653j 5.4292e-17+0.000610914j -4.87934e-18-0.000323524j -4.09471e-18-4.51128e-05j 2.70183e-17+0.000391553j 8.23112e-17+0.000683569j -2.13666e-17-0.000556687j 5.19882e-17-0.00024358j 1.24659e-16-0.00186807j 2.94568e-17-0.00108449j 3.46607e-16-0.00181667j -5.66617e-15-0.00105735j -5.56787e-16+9.08919e-05j -1.33936e-17+0.000279389j 4.42775e-16+0.000548049j -1.80306e-16-0.00041276j 8.5753e-17-0.000640322j 9.01458e-17-0.000968733j 1.07729e-16-0.00105668j -1.56137e-16+0.00228609j -2.84322e-16+0.00297107j 4.94169e-17-0.0061442j -1.38151e-16+0.00156944j 1.6394e-16-0.00162979j -4.32884e-15+0.00109907j -1.73422e-16+0.00280462j -3.11744e-17-0.00222331j -4.35242e-16+0.00209883j -1.629e-17+0.00209997j -1.67726e-16-0.000626714j 8.82554e-17-0.000884773j 4.91381e-16-0.00247122j -1.32587e-16+0.00036823j -1.81483e-16-0.000352538j -5.36862e-16+0.00197585j -3.63757e-16-0.000222141j -2.06495e-16-0.000656839j 2.32577e-16+0.000980095j 1.76918e-16+0.00177906j -1.25137e-16+0.0012586j 3.66535e-17+0.0044703j 2.84501e-16+0.00250045j -3.82789e-16+0.00354008j -2.02291e-16+0.00165326j 4.45903e-16-0.00538324j 1.82877e-16-0.000922786j 2.81188e-16-0.00180872j 6.06929e-17+0.000105357j 4.31946e-17+0.00198422j 1.42351e-16-0.000282925j -2.48214e-16-0.00150737j 4.13337e-17+0.000245232j -1.70135e-15-0.00178455j 5.6298e-15+0.00293875j 
1.0496e-15+4.14501e-05j 5.44494e-16-0.00319142j 2.28074e-17-0.00193219j 6.83696e-17-0.00115546j 6.56764e-18+0.000875973j -8.54968e-17+0.00241472j -5.07212e-18+0.000646064j 3.27626e-16+0.0013836j -1.06584e-16-0.000435048j 1.1099e-16-0.00194075j -4.88632e-17-0.000889071j -3.295e-17-0.00126403j 9.45398e-17+0.000404254j -1.83778e-16-0.00209785j -9.07596e-17+4.2359e-05j -2.73236e-17-0.000969754j 1.47046e-16+0.00157036j -1.16518e-16+0.00189698j -1.94243e-17-0.00108662j 1.13943e-16+0.00158183j -8.98297e-17+4.02016e-05j -5.67779e-17+0.000167867j -2.50737e-18+0.00124088j 5.50764e-17+0.000158931j 7.24429e-17+0.000509906j 5.0643e-17-0.00129799j -1.45718e-16+0.00103711j -1.09945e-16+0.00130565j -7.6441e-16+0.000304267j 1.06903e-14+0.00174496j -1.56427e-14+0.00250376j -7.01249e-16+0.00173987j 3.78366e-17+0.000168547j -3.39137e-19-0.00221516j 2.60754e-17-0.000692663j 6.03856e-17+0.000977457j -8.172e-18+0.000353711j -5.27451e-18-9.29192e-05j 1.12065e-17+0.000565373j 1.20197e-17-0.0025474j -2.80525e-17-0.00101632j 3.69651e-17+0.000914966j 8.3262e-15-0.00209106j -9.07528e-17-0.00321143j 3.84264e-17-0.00137225j -1.82787e-17-0.00167546j -1.19511e-17+0.000537643j 2.87676e-17-0.00290998j 3.88675e-16-0.00185212j 1.67877e-16+0.000221243j -6.5303e-16+0.00180407j 3.53668e-16-0.00352582j 2.01811e-16-0.00121286j -4.2426e-16-0.00270771j -2.57657e-16-0.00197079j 8.02145e-17-0.000538395j 4.9846e-18+0.000348376j -3.45135e-17-0.00165465j 9.67402e-17+0.0021993j 1.57994e-16+0.00252462j -5.03436e-17+0.000741885j -3.95266e-17+0.000308325j -2.63588e-17+0.00268868j -2.21095e-17+0.000933648j 3.86998e-19+0.00132171j 5.4184e-18+8.92643e-05j -1.8923e-17+0.00184161j 1.65248e-17+0.000530133j -2.19239e-17-0.00289558j -1.22808e-17+0.00189641j -5.09739e-16+0.00203399j 1.42785e-15+0.00155617j 
-1.65046e-15+0.0013713j -7.73821e-16+0.00187667j 6.22972e-17+0.000498229j 7.97209e-17-0.000474862j 2.37836e-19-0.00083284j -3.11179e-17-0.000990378j -3.98252e-17-0.000260037j -8.9984e-17-0.000602203j 8.94801e-18+0.000285022j 4.27982e-17+0.000584367j -2.72828e-17+0.000278135j -4.04535e-17+0.000553548j 1.84856e-17-7.53926e-06j 1.51686e-16+0.000542972j -4.8681e-18-0.000110178j 7.83803e-17+0.000271369j -8.23186e-17-0.000422717j -1.79353e-17-0.000486938j 1.50116e-17+0.00036731j -4.56431e-17-0.000979322j -9.54625e-17+0.000244072j 7.42684e-17-0.000306204j 3.47576e-17-0.000302054j -1.30046e-17-0.000253618j -1.45194e-17+0.000475375j 1.29053e-17+0.000237817j -9.1066e-17+0.000489985j -6.41792e-17+2.11091e-05j -1.96452e-16+0.000469846j 3.26593e-15+0.000558736j 4.80491e-15-0.000764009j 2.41535e-16-0.000770826j -4.68366e-16-0.000801486j -6.30701e-18-0.000144759j 3.98164e-17-0.000742017j -7.85931e-17-0.00267643j 3.16825e-17+4.96694e-06j -1.08454e-17+0.000861084j -7.70952e-17+0.000715905j 5.87327e-17-0.000695774j 7.05124e-18+0.00159283j -6.83027e-18-0.000976882j -3.45008e-15+0.000862022j 2.27665e-17+0.000664837j 8.44735e-18+0.00160984j -3.98479e-17+0.00139991j -2.13891e-18-0.000662029j 1.50855e-17-0.000472151j -5.23633e-16+0.0031641j 1.42309e-16-0.0019161j -5.68382e-17+0.000431374j 3.05489e-17+0.00108991j -3.2818e-16+0.00257327j 1.55397e-17-0.000646359j 3.86744e-17+0.00168785j 4.67992e-17+5.49789e-05j -5.14545e-17+0.000841224j 5.0315e-17-0.00138757j -7.4372e-17+0.000190509j -7.50582e-17-0.00159652j -4.14803e-17+0.000660769j -2.21231e-20-0.000309106j -5.71495e-18-0.00222989j 4.53752e-17-0.000152669j 7.75233e-17-0.00185559j 3.96997e-17+8.06824e-05j -5.93904e-17+0.00189332j 2.59779e-17-0.00107669j -1.58133e-18+0.00175566j -9.889e-17+2.54267e-05j 1.19736e-15+0.0010939j -3.79078e-15-0.00202079j 
8.32485e-17+0.000893754j 3.53016e-16-0.00230305j 2.66177e-16-0.00245671j 2.77776e-16-0.00254764j -1.92513e-17+0.000314903j -2.20196e-16+0.00197923j -1.7048e-16+0.00162269j -2.89679e-16-0.00174543j -1.41962e-16+7.53626e-05j 3.0641e-16-0.00230854j -1.46558e-16+0.00146526j -1.26445e-16+0.00165397j 1.29919e-16-0.00200035j 2.53866e-17-0.00284404j -1.94245e-16+0.00131455j 2.94416e-16-0.00233461j -2.20225e-17+0.000160195j -2.15447e-16+0.00144192j 1.27322e-16-0.0011152j 1.03407e-17+0.000438618j -3.82176e-16+0.00403786j -3.55549e-17-6.55864e-05j 9.66437e-17-0.000733702j -2.7232e-17+0.000755874j 1.12834e-16-0.00088697j 9.99102e-17-0.000694901j -4.01617e-16+0.00246303j -2.69341e-16+0.00145266j 9.33944e-16-0.00167621j -1.08637e-14-0.00189747j -6.89899e-15+0.00115963j -2.79753e-16-0.000817155j -2.42604e-16-0.000407475j 1.1656e-16-0.000850727j 1.36067e-16-0.00101568j 7.45081e-18+0.00112409j 1.64286e-17-0.000376405j -4.06545e-17+0.000153857j -2.58796e-16+0.0016951j 3.1806e-16-0.00177251j -8.8687e-17+0.000228764j 3.71927e-17-0.000223182j 4.3307e-15-0.00106326j 1.05055e-16-0.00094308j 2.10744e-16-0.00155973j -7.75656e-17-0.000189114j -9.00311e-17+0.000393005j 1.46818e-16-0.000625325j 4.33761e-16-0.00179145j 2.81496e-16-0.000862278j -6.80678e-16+0.00138116j 4.2747e-16-0.00184216j -9.18529e-17+0.000619641j -1.30185e-16-0.000411012j 1.14568e-17-0.0020323j 5.72354e-17-0.000217732j -3.2635e-17+0.000525599j 5.39323e-17-0.000262692j -3.29608e-16+0.00263571j -2.95697e-17+0.00116422j -2.14447e-16+0.00101311j -1.04931e-16+0.000617918j -2.87529e-17+0.00108117j -7.95863e-18-0.000386338j 1.02128e-16-0.000431098j 7.11126e-17-0.000708943j -1.8132e-16+0.00075619j 2.36692e-17-0.00013065j 1.91438e-16-0.0018238j -2.50948e-16+0.00218106j -8.78694e-16+0.00119491j 1.9595e-15+0.00175035j 
6.93619e-16-0.000237566j 2.69427e-16-0.00165193j -6.28101e-17-0.00217347j 2.14856e-17+0.000952281j 1.54406e-17+0.000813821j 3.74138e-17-0.000497743j 3.38944e-17+0.00156293j -4.62068e-17-0.000101259j 2.12985e-17-0.000785429j -8.43926e-17-0.000868288j 4.15344e-17+0.000561676j 5.42052e-18+6.72438e-06j -1.29695e-16-0.00241549j 5.06728e-17+0.000578829j -6.47755e-18+0.000624582j 1.15127e-18-0.000730039j 1.96266e-17-0.00104291j -6.05047e-18-0.00116691j 1.10563e-16-0.00139896j 5.43701e-18+0.000806272j 1.00413e-16+0.000972379j -5.69085e-17+0.000173575j -2.37317e-17-0.000674695j 1.84947e-17+0.000710446j -1.64669e-17-0.00171618j 9.08452e-19+0.000492508j 8.70217e-18-0.00023577j 1.4019e-17-0.00129812j 8.56012e-16-0.00195839j -1.34914e-14-0.00230521j -3.15455e-15+0.000573987j -1.84907e-16-0.00092937j 1.8582e-15+0.00300236j 1.32253e-16-0.000958483j 4.02276e-17+0.00247016j 8.77011e-17+0.00130418j -1.38124e-17+0.000273401j -5.57175e-18-0.00151318j 8.02446e-17-0.00244424j -9.62188e-17-0.00261255j -2.45229e-18-0.00295891j 7.42477e-17+0.00134535j -1.31347e-15+0.000372307j 3.35001e-17-0.00132009j -1.2413e-16-0.00184212j 1.07481e-16-0.00255453j 1.31523e-16+0.00227827j 5.81014e-17-0.00253776j 3.95736e-16-0.00237036j -1.25274e-16+0.00417038j 2.09003e-16-0.00114846j -4.55064e-17-0.00173198j 4.53573e-16-0.00568526j -1.56119e-16-0.00219434j -3.67285e-17+0.000279205j 1.1834e-16+0.000920219j 5.30937e-17-0.00107881j 3.61431e-17+0.000750322j 2.17552e-16-0.00059709j 2.33681e-16+0.00446965j -5.23083e-17-0.00025759j 1.279e-17+0.000468425j -4.61036e-17+0.000501142j -2.54145e-17+0.00201531j -7.37027e-17+0.00417147j -3.75437e-17+0.00184078j -4.9718e-18+0.00023635j 3.13414e-17+0.00203953j -1.74463e-17-0.00405132j 8.12967e-17-0.00220206j -1.41836e-15-0.00137055j 4.17074e-15+0.00209179j 
7.31836e-15-0.00771202j 3.67391e-15-0.00565369j -3.07652e-17+0.0015496j -1.36562e-17+0.00338166j -9.14465e-18+0.00174718j -5.92217e-17+0.00243751j 3.08469e-17-0.00103394j 2.93554e-16+0.00128133j -6.72283e-17-0.000194126j 6.94697e-17-0.000926665j -3.6691e-17-0.00166769j -2.87602e-17-0.000957899j 1.74649e-16+0.0042546j -3.15259e-16-0.00195997j -4.5928e-17-0.00103944j -9.17645e-17+0.000141774j 1.44426e-16+0.00261226j -7.67336e-17+0.00235331j -2.06026e-16+0.0014193j 1.35674e-16+0.001063j -8.73167e-17-0.00111323j -1.31153e-16+0.000865409j -2.1699e-17+0.000723296j 2.04171e-16+0.000734068j 9.74763e-17+0.00138723j 2.95121e-17-0.00088932j 8.65494e-17-0.00293568j 6.95189e-17+0.000118685j 1.04216e-15-0.000178624j -1.58265e-14-0.00257655j -1.45427e-14+0.0022499j -6.40038e-16+0.00329921j 1.79167e-15+0.0026646j 8.55148e-17+0.00320677j -3.01908e-18+0.00179416j 1.08398e-16+0.00296724j -1.31979e-17-0.000589799j 1.06152e-17+0.000308182j -6.06392e-17+0.00127909j -2.6956e-17-0.00195846j 3.10195e-17+0.000493988j -6.17439e-22-0.000399943j -9.61994e-15+0.00249277j 3.08987e-16+0.00518909j -1.10839e-16-0.00458191j -9.28715e-17+0.00109359j 2.76976e-17+0.00302577j 8.12162e-17+0.00407846j 7.14125e-16-0.00498328j -1.2968e-16+0.0017693j 4.52161e-16-0.00176476j -2.76963e-16+0.00139326j 1.25296e-16-0.00233132j 5.28285e-16+0.00557037j 1.31697e-16-0.00194062j 1.32648e-16+0.00212143j 3.69546e-16-0.000182794j 7.84742e-17+0.00662736j 4.00139e-17+0.0023921j 1.16543e-16+0.00288341j -1.95574e-16+0.00153282j -9.96033e-17+0.00107641j 9.52861e-17-0.0044172j -5.36283e-17-0.00130371j -8.33412e-17+0.00046712j -7.92063e-17-0.000754194j -1.14371e-17-0.00490418j 2.18434e-17+0.00193964j 2.1124e-17-0.00224914j 1.27691e-16-0.00170286j -5.18012e-15-0.00768129j 1.56355e-14+0.00727221j 
-3.55601e-15+0.00273289j -1.85956e-15+0.00485364j 3.23099e-18+0.000422394j -6.75225e-17+0.000998064j -3.05027e-17-0.000312399j 1.05927e-16-0.00323841j -2.67426e-17-0.000217587j 1.27474e-16+0.000550883j 1.62033e-16-0.000283957j -8.5165e-17+0.00147779j 3.35625e-17-0.000682594j 2.59551e-17-0.000396509j -7.17517e-17-0.00138107j 3.24741e-16+0.003056j 6.85356e-17-0.000437009j 1.29615e-18+0.00130197j -6.09215e-17-0.00149341j 8.66943e-17-0.00235049j 1.26951e-16-0.000304289j -1.09215e-16-0.000732526j 6.77443e-17-0.00191083j 1.04346e-16-0.000301383j -1.84987e-17-0.000276719j -1.80059e-16-0.00109349j -5.7495e-17-0.000606247j -9.41332e-18+0.000610238j 2.51545e-17+0.000361801j 2.29442e-17-0.00102269j -4.80782e-16+0.00186503j 6.53518e-15+0.00118067j 8.39282e-15-0.00131382j 4.02867e-16-0.00163809j 2.27064e-16+0.000531642j -2.73917e-17-0.000365322j -1.08141e-16+0.00197522j -2.18049e-17-0.00363265j 2.06826e-17-0.000258561j 2.60466e-17+0.00101641j 2.41876e-16-0.00516766j 7.27789e-17-0.00104676j 1.02251e-16-0.00446745j 9.60997e-17+0.00057429j 5.26961e-15-0.00138885j -1.12434e-16-0.000752979j -6.56287e-17+0.00466092j 2.25064e-16-0.00156576j 2.88507e-17+0.000614929j 8.91585e-17-0.00516883j -3.29132e-16+0.00222568j -2.8563e-16+0.000845357j 9.74839e-16-0.00418697j -3.91892e-16-0.000182719j 3.63169e-16-0.00315521j -4.10885e-16-0.00814126j -1.98125e-16+0.00438386j -9.79651e-18-0.00116587j -2.01605e-16-0.000919175j -1.75398e-17-0.00284438j 3.307e-16-0.00601379j -1.66083e-16+0.00245054j -6.64174e-18-0.000695143j -1.30614e-17+0.00176998j 1.28242e-16-0.00040751j 3.34316e-18+0.00162048j -1.76864e-16+0.00406969j -1.00822e-16+0.00391587j -9.93277e-18+0.00350587j -2.64398e-17-0.000775691j 5.1718e-17+0.00139033j 1.93105e-16-0.0043466j 3.40086e-15+0.00139922j -9.85249e-15-0.00578036j 
2.70311e-15-0.0046789j 1.34369e-15+0.00145415j 9.8062e-18+0.00232143j -3.28706e-17+0.00463497j -1.80491e-17+0.0015629j 3.95182e-17-0.00167955j -1.30518e-17-0.000952216j 4.04025e-16+0.00178958j 9.78785e-17-0.000555648j -1.93023e-17+0.00037286j -3.72699e-17-0.00245896j 2.73305e-17-0.00102913j 8.92734e-17+0.00230336j 2.09761e-17+0.00101177j 3.00012e-17-0.00115904j -6.12473e-17+0.00130008j 4.11807e-17+0.000815817j 1.11489e-17+0.000206475j -2.81678e-17+0.00083027j -9.82601e-18+5.83758e-05j -3.17267e-18-0.00257435j 1.59797e-17+0.000371417j -3.90423e-17+0.000515345j -1.32451e-16-0.000994455j -1.65999e-17-0.000212412j 2.50967e-17-0.000889696j 3.44444e-17-0.0015142j 4.05414e-17+0.000294306j 1.07001e-15+0.00295158j -1.62046e-14-0.00241302j -3.09104e-15+0.000494438j -1.2817e-16+0.000277072j 2.27424e-15+0.0034171j 1.57621e-16+0.00498543j -5.40173e-17+0.00463955j -3.60169e-17-0.00410265j 1.11358e-18-0.000430807j 9.0004e-17+0.00111544j 1.04761e-16-0.00525414j 1.17677e-17-0.00139168j 8.09406e-17-0.00255748j 6.80185e-17-0.000582493j -1.59916e-14+0.00402204j 3.38071e-16+0.00665016j -2.34815e-16+0.0027225j 2.0942e-16+0.000796901j 1.69799e-16+0.00306624j 1.48111e-16-0.000294206j -5.09014e-16+0.00189349j -5.3821e-16+0.00287824j 1.91104e-15-0.00729078j -9.29125e-16+0.00467503j 1.88308e-16-0.00477504j 3.91968e-16-0.00171871j 2.43871e-16+0.00644943j 9.20152e-17+0.00192443j 8.21049e-17-0.00124765j 1.89603e-16+0.0036798j 2.2086e-16-0.00635808j -1.25865e-16+0.0028934j -1.57178e-16+0.000253767j 4.65334e-17+0.00172524j 1.61545e-16-0.00840984j -2.57764e-17+0.000698118j -1.72735e-16+0.00386033j -1.16199e-16+0.003816j -6.41898e-17-0.00126273j -7.73889e-18+0.0006584j 1.12664e-16+0.00181608j 1.97376e-16-0.00851438j -7.351e-16-0.00736471j 2.30863e-15-0.0010515j 
